objectid(long),rockname,rocktype(long),aqname,aqcode(long),shapeleng(double precision),shapearea(double precision)
3319.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.08460735681,0.00050519273
3320.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.08664779935,0.00052813279
3321.0,Unconsolidated sand and gravel aquifers,999.0,ther rocks,999.0,0.14832140084,0.00120599165
3322.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.11921127123,0.00063447887
3323.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.10789555527,0.00073185337
3324.0,Uncqonsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.54951660396,0.01072582137
3325.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.06483499084,0.00027764666
3326.0,Unconsolidated sand and gravel aquifers,999.0,Othre rocks,999.0,0.14987343303,0.0012349287
3327.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.17424725954,0.00197048192
3328.0,Carbonate-rock aquifers,400.0,Floridan aquifer system,413.0,10.641416309,1.51081789478
3329.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.0792790836,0.00043424311
3330.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.1286608251,0.00099198964
3331.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.16832139201,0.00147728899
3332.0,Sandstone and carbonate-rock aquifers,500.0,Edwards-Trinity aquifer system,501.0,31.5718319927,9.25734879838
3333.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.08604158368,0.00046625054
3334.0,Unconsolidzated sand and gravel aquifers,999.0,Other rocks,999.0,0.13598463053,0.00128035227
3335.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.81109995185,0.01813686017
3336.0,Unconsolidated sand and gavel aquifers,999.0,Other rocks,999.0,0.19629059648,0.00184939052
3337.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.16516946351,0.0020522407
3338.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.15352000516,0.00110459517
3339.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,1.28235053732,0.02978141401
3340.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.65956315436,0.01068799993
3341.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.16795904518,0.00140373152
3342.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.08462321641,0.00044013724
3343.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,1.48240989273,0.09021093765
3344.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.18769440228,0.00179186442
3345.0,Unconsolidateds and and gravel aquifers,999.0,Other rocks,999.0,0.21719846389,0.00158457731
3346.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.45434344589,0.00783812011
3347.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.18587298685,0.00211542211
3348.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.34455707745,0.00586728295
3349.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.367356476,0.00742203043
3350.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.05890748264,0.00021845191
3351.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.12259309331,0.00107460465
3352.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.11962225385,0.00097518195
3353.0,Unconsolidated sand and gravel aquifers,999.0,Othe rrocks,999.0,0.26843751766,0.00358369881
3354.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.43277945567,0.01158952512
3355.0,Uconsolidated sand and gravel aquifers,999.0,Other ocks,999.0,0.07206140955,0.00036252571
3356.0,Unconsolidated sand anod gravel aquifers,999.0,Oter rocks,999.0,0.97664760032,0.02600548833
3357.0,Unconsolidated sand and gravehl aquifers,999.0,Other rocks,999.0,0.72570761655,0.01619358
3358.0,Carbnoate-rock aquifers,464.0,Basin and Range carbonate-rock aquifers,401.0,0.20061258778,0.00213730335
3359.0,Carbonalte-rock aquifers,442.0,Basin and Range carbonate-rock aquifers,401.0,0.27253654444,0.0030632365
3360.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.86681879489,0.01974052692
3361.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.10636991361,0.00068854358
3362.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,1.11934574152,0.03826646143
3363.0,Unconsolidated sand and gravel aquifers,999.0,Otherr rocks,999.0,0.1187081452,0.00074991198
3364.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.56035918765,0.01296087592
3365.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.10579112561,0.00065810386
3366.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.64669059137,0.01444419473
3367.0,Unconsolidated sand and gravel aquifers,999.0,Other rocs,999.0,0.13339940917,0.00128591566
3368.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.10490200062,0.00070155676
3369.0,Unconsolidated sand and gravel aqiufers,999.0,Other rocks,999.0,0.10333063019,0.00066079245
3370.0,Sandstone and carbonate-rock aquifers,500.0,Edwadrs-Trinity aquifer system,501.0,1.23124101708,0.05720893111
3371.0,Carbonate-rbock aquifers,400.0,Basin and Range carbonamte-rock aquifers,401.0,0.1515955915,0.00151760058
3372.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.1580035654,0.00149844259
3373.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.09933646324,0.00067366055
3374.0,Unconsolidated sand and gravel aquifers,999.0,ther rocks,999.0,0.07319089944,0.00037526182
3375.0,Unconsolidated sand and gravel aquifers,999.0,Othre rocks,999.0,22.6879531382,1.67939337015
3376.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.9651487147,0.04092060615
3377.0,Unconsolidwated sand and gravel aquifers,999.0,Other rocks,999.0,1.53169528186,0.05389691855
3378.0,Carbonate-rock aquxifers,400.0,Basin and Rangec arbonate-rock aquifers,401.0,0.29615890188,0.00317725237
3379.0,Unconsolidated rsand and gravel aquifers,999.0,Other rocks,999.0,2.31111338117,0.06653348539
3380.0,Carbonate-rock aquifers,448.0,Basin and Range carbonate-rock aquifers,411.0,0.12150442599,0.00096773177
3381.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.16391608638,0.00135803778
3382.0,Unconsolidated sand and gravel aqifers,999.0,Other roocks,999.0,0.17208652282,0.00151375869
3383.0,Unconsolindated sand and gravel aquifers,999.0,Other rocks,999.0,0.20363700792,0.00194802411
3384.0,Unconsolidated sand and gravel aquifesr,999.0,Other rocks,999.0,1.73272167739,0.08238287601
3385.0,Unconsolidated sand and gravel azquifers,100.0,Basin and Range basin-fill aquifers,152.0,0.18444981273,0.00112240744
3386.0,Carbonate-rock aqufiers,402.0,Basin and Range carbonate-rock aquifers,466.0,0.17251467948,0.00179099379
3387.0,Unconsolidated sand adn gravel aquifers,999.0,Other rocks,999.0,0.14403359797,0.00129796789
3388.0,Uncfonsolidated sand and gravel aquifers,999.0,Other rocs,999.0,0.47381967723,0.00876835916
3389.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.40625087445,0.00588379065
3390.0,Unconsolidated sand ad gravel aquifers,160.0,Basin and Range basin-fill aquifers,127.0,0.08958019607,0.00033055184
3391.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.91948898824,0.02618518952
3392.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.11264439223,0.00085633295
3393.0,Unconsolidated sand and gravel aquiferbs,999.0,Other rocks,999.0,0.45009766182,0.00975689266
3394.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.35383782785,0.00533260126
3395.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.07875149223,0.00045242161
3396.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,1.49961186136,0.08578821068
3397.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.0673190807,0.00030200159
3398.0,Carbonate-rock aquifers,500.0,Basin and Range carbonate-rock aquifers,484.0,0.35511024907,0.00472347998
3399.0,Unconsolidtaed sand and gravel aquifers,100.0,Surifcial aquifer system,111.0,0.07208023273,0.00025815024
3400.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.10089428776,0.00060857821
3401.0,Carbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,455.0,0.1692566089,0.00200328744
3402.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.38985488356,0.00772004684
3403.0,Unconsolidated sand and ravel aquifers,999.0,Other rocks,999.0,0.21500533771,0.00255286607
3404.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.23017064603,0.00261726244
3405.0,Carbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,499.0,0.14478624864,0.00124040799
3406.0,Unconsolidated sand and gravel aquifers,999.0,Othaer rocks,999.0,2.12565865709,0.08852350951
3407.0,Carbonate-roclk aquifers,400.0,Basin and Range carbonate-rock aquifers,441.0,0.15548689349,0.00144059674
3408.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.42580636562,0.00760239577
3409.0,Unconsolidated sand and gravel aquifrs,999.0,Other rocks,999.0,0.16780250981,0.00147560005
3410.0,Carbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,493.0,0.23429732439,0.00268907152
3411.0,Unconsolidaeted sand and gravel aquifers,999.0,Other rocks,999.0,1.41333168769,0.05501832391
3412.0,Sandstone and carbonate-rock aquifers,500.0,Edwards-Triznity aquifer system,501.0,2.25901164145,0.06411260564
3413.0,Carbonate-rock aquifers,449.0,Basin and Range carbonate-rock aquifers,406.0,0.1891571452,0.00203523132
3414.0,Caronate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,420.0,0.25118796359,0.00277833085
3415.0,Unconsolidated san dand gravel aquifers,100.0,Surficial aquifer system,111.0,0.13649371641,0.00044816912
3416.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.19177825062,0.00216780858
3417.0,Carbonate-rock oaquifers,400.0,Basin and Range carbonate-rock aquifers,401.0,0.16910917498,0.00180256085
3418.0,Crabonate-rock aquifers,451.0,Basin and Range carbonate-rock aquifers,401.0,0.40726982283,0.00519498416
3419.0,Unconsolidated sand andgravel aquifers,999.0,Other rcoks,999.0,1.23850427861,0.03690384452
3420.0,Carbonate-rockaquifers,496.0,Basin and Range carbonate-rock aquifers,434.0,0.15360596179,0.0016228767
3421.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.90380291482,0.03565961442
3422.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.94444473584,0.0313406594
3423.0,Unconsolijdated sand and gravel aquifers,100.0,Surficial aquifer system,111.0,0.09295369342,0.00044443327
3424.0,Unconsolidated sand afnd gravel aquifers,117.0,Basin and Range basin-fill aquifers,115.0,0.57516265632,0.00993617108
3425.0,Carbonaet-rock aquifers,427.0,Basin and Range carbonate-rock aquifers,401.0,0.1269541568,0.0011634004
3426.0,Unconsolidate sand and gravel aquifers,190.0,Basin and Range basin-fill aquifers,197.0,0.24186460218,0.0035188881
3427.0,Unconsolidatedsand and gravel aquifers,162.0,Basin and Range basin-fill aquifers,142.0,0.5330044959,0.00896394507
3428.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.19475843323,0.00175510559
3429.0,Cabonate-rock aquifers,400.0,Basin and Rane carbonate-rock aquifers,401.0,0.12609230061,0.00102811904
3430.0,Carbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,465.0,0.12162760969,0.00100203444
3431.0,Unconsolidated sand an dgravel aquifers,100.0,Surficial aquifer system,111.0,0.10020458306,0.00031239425
3432.0,Uncnsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.14538549233,0.00121568921
3433.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.68585340294,0.018917757
3434.0,Unconsolidated sand and gravel aquifers,100.0,Surficiala aquifer system,111.0,0.02969598511,5.002671e-05
3435.0,Unconsolidated sand and gravel quifers,100.0,Surficial aquifer system,111.0,0.04969431855,0.0001489742
3436.0,Unconsolidated sand and gravel aqufiers,100.0,Surficial aquifer system,111.0,0.02644076158,3.68014e-05
3437.0,Unconsolidated sand an dgravel aquifers,100.0,Surficial aquifer system,111.0,0.04889778886,0.00012987193
3438.0,Unconsolidated sand and grave laquifers,100.0,Rio Grande aquifer system,102.0,2.17511018245,0.0766055048
3439.0,Unconsolidated sand and gravel aqufers,100.0,Surficial aquifer system,111.0,0.02713961097,4.689789e-05
3440.0,Unconsolidated snd and gravel aquifers,100.0,Surficial aquifer system,111.0,0.10334564738,0.00057715103
3441.0,Unconsolidated sand and gravel aquifhers,100.0,Surficial aquifer system,111.0,0.03599322747,4.784369e-05
3442.0,Unconsolidated sand and gravel aquifers,100.0,Surficial aquifer ssytem,111.0,0.07435579235,0.00031265684
3443.0,Unconsolidated sand and gravel aquifers,100.0,Rio Grande aquifer system,102.0,1.44507776129,0.057741625
3444.0,Unconsolidated sand and gravel aquifers,100.0,Surficial aquifer system,111.0,0.25075806377,0.00228647953
3445.0,Unconsolidated sand and grvael aquifers,100.0,Surficial aquifer system,111.0,0.26310559871,0.00233498958
3446.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,1.2665293506,0.07079743318
3447.0,Unconsolidated sand and gravel aquiifers,100.0,Surfiial aquifer system,111.0,0.06873987341,0.00026715956
3448.0,Unconsolidated snd and gravel aquifers,100.0,urficial aquifer system,111.0,0.05001051446,0.00017436641
3449.0,Unconsolidated osand and gravel aquifers,100.0,Surficial aquifer system,111.0,0.70545618186,0.00923796189
3450.0,Unconsolidated sand and gravel aquifers,100.0,Surficial aquifer system,111.0,0.03230131596,6.834631e-05
3451.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,17.1630685134,1.44925441303
3452.0,Sandstone and carbonaate-rock aquifers,500.0,Edwards-Trinity aquifer system,501.0,1.13259391203,0.02231421375
3453.0,Unconsolidated sand and gravel aquifers,100.0,Surficialaquifer system,111.0,0.05106425998,0.0001759334
3454.0,nUconsolidated sand and gravel aquifers,100.0,Surficial aquifer sytem,111.0,0.0581618985,0.0001737404
3455.0,Unconsolidated sand and gravel aqiuifers,100.0,Surficial aquizfer system,111.0,0.05967838105,0.00022330701
3456.0,Unconsolidated sand and granvel aquifers,100.0,Surficial aquifer system,111.0,0.07851535346,0.00043442709
3457.0,Unconsolidated sand and gravel aquifers,100.0,Surficial aquifer system,111.0,0.04147581341,5.361621e-05
3458.0,Sandstone and carbonate-rock aquifers,500.0,Edwards-Trinity aquifer system,501.0,0.61979972476,0.01075506461
3459.0,Unconslidated sand and gravel aquifers,100.0,Surficial aquifer system,111.0,0.13727414529,0.00041405598
3460.0,Unconsolidlated sand and gravel aquifers,100.0,Surficial aquifer system,111.0,0.14755032231,0.00080787607
3461.0,Unconsolidated sand and garvel aquifers,100.0,Surficial aquifer system,111.0,0.05072147562,6.996139e-05
3462.0,Unconsolidated sand and gravel auqifers,100.0,Surficial aquifer system,111.0,0.08894775583,0.00037955692
3463.0,Carbonate-rock aquifers,400.0,Floridan aquifer system,413.0,16.0541417964,2.20659368219
3464.0,Semicnsolidated sand aquifers,200.0,Coastal lowlands auqifer system,201.0,0.05279112911,0.00017611887
3465.0,Unconsolidated sand andg ravel aquifers,100.0,Surficial aquifer system,111.0,0.14003857322,0.00083641291
3466.0,Unconsolidated sand and grael aquifers,100.0,Surficial aquifer system,111.0,0.04601916685,0.00010469732
3467.0,Unconsrolidated sand and gravel aquifers,100.0,Surficial aquifer system,111.0,0.13767224928,0.00097696391
3468.0,Unconsolidatekd sand and gravel aquifers,100.0,Surficial aquifer sysetm,111.0,0.35050041415,0.00250588093
3469.0,Unconsolidated sand and ravel aquifers,100.0,Surficial aquifer system,111.0,0.02825288185,3.999389e-05
3470.0,Unconsolidatd sand and gravel aquifers,100.0,Surficial aquifer system,111.0,0.15199449847,0.00130086891
3471.0,Unconsolidated sand and gravel aquifers,159.0,Rio Grande aquifer system,102.0,2.56640720413,0.12758120388
3472.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,1.64039099328,0.00676622192
3473.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.04019328694,8.211382e-05
3474.0,Semiconsolidated sand aquifrs,200.0,Cosatal lowlands aquifer system,201.0,0.12631999685,0.00041801045
3475.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aqifer system,201.0,0.01943120784,2.48304e-05
3476.0,Semiconsolidated sand aqifers,200.0,Coastal lowlands aquifer system,201.0,0.01934913415,2.470751e-05
3477.0,cSemiconsolidated sand aquifers,200.0,Coastal lowlands aqufier system,201.0,0.02146157796,3.159803e-05
3478.0,Semiconsolidated sand aquifers,200.0,Coastal lowlandsaquifer system,201.0,0.10549454769,0.00036194213
3479.0,Semiconsolidated sand aquifers,200.0,Coastal lwolands aquifer system,201.0,0.02558839934,3.655472e-05
3480.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.02473460078,4.456147e-05
3481.0,Unconsolidated sand and mgravel aquifers,999.0,Other rocsk,999.0,0.30414841797,0.00592346547
3482.0,Semiconsolidated sand aquifhers,200.0,Coastal lowlands aquifersystem,201.0,0.01759918348,2.161875e-05
3483.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.03566795868,7.419243e-05
3484.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.02692391566,5.15771e-05
3485.0,Semiconsolidated sand auifers,200.0,Coastal lowlands aquifre system,201.0,0.02118789031,3.137599e-05
3486.0,Semiconsolidated sand aquifers,200.0,Coastal olowlands aquifer system,201.0,0.05743032238,0.00014167579
3487.0,Semiconsolidated sand aquifers,200.0,Coastal lowlandsu aquifer system,201.0,0.15851473693,0.00041254913
3488.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer ysstem,201.0,0.018404998,2.300643e-05
3489.0,dSemiconsolidated sand aquifers,200.0,Coastal lowlands aquifer systme,201.0,0.08112277479,0.00021046511
3490.0,Semiconsolidated sand aquifrs,200.0,Coastal lowlands aquifersystem,201.0,0.51154730713,0.00185901433
3491.0,emiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.49449896033,0.00193409297
3492.0,Semiconsolidated sand aqyuifers,200.0,Coastal lowlands aquifer system,201.0,0.33147339092,0.00147618071
3493.0,Semiconsolidated sand aqquifers,200.0,Coastal lowlands aquifersystem,201.0,0.07280205544,0.00027630275
3494.0,Semiconsolidated sand aquiferxs,200.0,Coastal lowlands aquifr system,201.0,0.0497167623,0.00010129413
3495.0,Carbonate-rock aquifers,400.0,Floridan aquifer system,413.0,0.97548562166,0.02033907242
3496.0,Semiconsolidated sand aquifers,200.0,Coastal lowdlands aquifer system,201.0,0.11089709273,0.00033565311
3497.0,Semiconsolidated sand aqiufers,200.0,Cvoastal lowlands aquifer system,201.0,0.21897446279,0.00084146354
3498.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquier system,201.0,0.03873085757,9.450984e-05
3499.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.03441825367,6.007613e-05
3500.0,Semiconsolidated sand aquifers,200.0,Coastal lwlands aquifer system,201.0,0.09550767037,0.00032494636
3501.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer sytsem,201.0,0.02481271702,4.315698e-05
3502.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer sfystem,201.0,0.11005363379,0.0005098888
3503.0,Semiconsolidated sand aquifers,200.0,Cosatal lowlands aquifer system,201.0,0.04323735759,0.00010509357
3504.0,Semiconsolidated sand aquifers,200.0,Coastal lowlandqs aquifer system,201.0,0.03529421879,8.931184e-05
3505.0,Unconsolidated sand and grave aquifers,100.0,Surficial aquifer system,111.0,0.22185691333,0.0008015892
3506.0,Semiconsolidated sand aquifers,200.0,Coastallowlands aquifer system,201.0,0.0259507765,4.72502e-05
3507.0,Semiconsolidated sand aquifers,200.0,Cxoastal lowlands aquifer system,201.0,0.38085056419,0.00175857471
3508.0,Carbonate-rock aquiferns,400.0,Floridan aquifer system,413.0,0.04853580257,0.00013281002
3509.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.38479890376,0.00184040606
3510.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifers ystem,201.0,0.03492591046,7.54672e-05
3511.0,Semiconsolidated sand aquifers,200.0,Coasta llowlands aquifer system,201.0,0.03462829111,8.054484e-05
3512.0,Carbonaete-rock aquifers,400.0,Floridan aquifer system,413.0,0.02687158268,4.96239e-05
3513.0,Carbonate-rok aquifers,400.0,Floridan aquifer system,413.0,0.02300677397,3.501126e-05
3514.0,hCarbonate-rock aquifers,400.0,Floridan aquifer system,413.0,0.01822310555,2.030151e-05
3515.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands quifer system,201.0,0.03923156577,9.621028e-05
3516.0,Semiconsolidated sanda quifers,200.0,Coastal lowlands aquifer system,201.0,0.13367090198,0.00104061915
3517.0,Semiconsolidaed sand aquifers,200.0,Coastal lowlands aquifer systm,201.0,0.04355241915,0.00011591132
3518.0,Carbonate-rock aqufiers,400.0,Floridan qauifer system,413.0,0.02279081378,3.274951e-05
3519.0,Unconsolidated sand and gravela quifers,999.0,Other rocks,999.0,0.01586273134,8.22729e-06
3520.0,Carbonate-rock aquifers,400.0,Floridana quifer system,413.0,0.02227651064,3.307804e-05
3521.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.13946526099,0.00055823221
3522.0,Carbonate-rock aquifers,400.0,Floridan aquifer system,413.0,0.02387438193,3.767633e-05
3523.0,Unconsolidated sand and gravel aquifers,100.0,Surficial aquiferf system,111.0,0.13054029427,0.00035598557
3524.0,Semiconsolidated sand aquifers,200.0,Coastal lowlanids aquifer system,201.0,0.11341945944,0.00040066135
3525.0,Semiconsolidated sand aquifers,200.0,Coastal lowladns aquifer system,201.0,0.11806680988,0.00044607957
3526.0,Carbonate-rock aquiefrs,400.0,Floridan aquifer system,413.0,0.1140252374,0.00047414578
3527.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.01510943764,1.494024e-05
3528.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.05503717425,0.00016088884
3529.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.06850159587,0.00017995152
3530.0,Semiconsolidated sand aquifers,200.0,Coastal loywlands aquifer system,201.0,0.05366719524,0.00014747683
3531.0,Semiconsolidated sand aquifers,200.0,oCastal lowlands aquifer system,201.0,0.02818437876,4.781284e-05
3532.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer systaem,201.0,0.02571478249,4.621017e-05
3533.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.0764489053,0.00021419807
3534.0,Semiconsolidtaed sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.08832539824,0.00038655288
3535.0,Semiconsolidated sand quifers,200.0,Coastal lowlands aquifer system,201.0,0.08574395812,0.00034958191
3536.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.02536900598,4.282588e-05
3537.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.02750105696,5.58558e-05
3538.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.03589677375,6.939489e-05
3539.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.6377357437,0.00298190934
3540.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.04263762213,0.00012497013
3541.0,Semiconsolidated sand aquifers,200.0,Coasal lowlands aquifer system,201.0,0.05738631644,0.0001666987
3542.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.0722358458,0.00028198269
3543.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.2080981753,0.00082346789
3544.0,Carbonate-rock aquifers,400.0,Floridan aquifer system,413.0,0.02526909734,3.725862e-05
3545.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.02575630783,4.34146e-05
3546.0,Carbonate-rock aquifers,400.0,Floridan aquifer system,413.0,0.02496751083,3.558462e-05
3547.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.10759038323,0.00045459149
3548.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer ystem,201.0,0.05083794228,0.00013036288
3549.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.10043099399,0.00033269842
3550.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.03610606156,8.910462e-05
3551.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.0271852776,5.223207e-05
3552.0,Semiconsolidated sand aquifesr,200.0,Coastal lowlands aquifer system,201.0,0.03595604648,7.114995e-05
3553.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.02486340514,4.134875e-05
3554.0,Semiconsolidated sand oaquifers,200.0,Coatsal lowlands aquifer system,201.0,0.02521147952,3.702882e-05
3555.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.0329791533,7.067886e-05
3556.0,Semiconsolidated sanda quifers,200.0,Coastal lowlands aquifer system,201.0,0.19758745879,0.00092728361
3557.0,Semiconsolidated sand aquifers,200.0,Coasta lowlands aquifer system,201.0,0.02538473725,4.475612e-05
3558.0,Semiconsolidated sand aquifers,200.0,Coastal lowlnads aquifer system,201.0,0.0402000488,0.00010608912
3559.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.02094119107,2.773137e-05
3560.0,Semiconsolidated sand aquifers,200.0,Coastla lowlands aquifer system,201.0,0.02798746424,4.979442e-05
3561.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.06053408696,0.00018986153
3562.0,Semiconsolidated asnd aquifers,200.0,Coastal lowlands aquifer system,201.0,0.10396889478,0.00037751274
3563.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.02275330494,3.388564e-05
3564.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.03570396977,7.802694e-05
3565.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.03406022259,8.569908e-05
3566.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.12897453412,0.00068101193
3567.0,Semiconsolidated sand aquifers,200.0,Coasta llowlands aquifer system,201.0,0.05754526506,0.00016850081
3568.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer snystem,201.0,0.09768355113,0.00037434586
3569.0,Semiconsolidated sand aquifers,200.0,Coasptal lowlands aquifer system,201.0,0.03828160467,9.95207e-05
3570.0,Semiconsolidated sand aquifers,200.0,Coastal lowlandsa quifer system,201.0,0.08765561674,0.00027184728
3571.0,Semiconsolidated sand aquifers,200.0,Coastal lowlands aquifer system,201.0,0.07150105668,0.00024742423
3572.0,Semiconsolidated sand aquifers,200.0,Costal lowlands aquifer system,201.0,0.03768523179,7.375135e-05
