131.objectid,190.0,131
1026.rocktype,159,100
4023.rockname,Unconsolidated sand and grael aquifers,Unconsolidated sand and gravel aquifers
505.shapeleng,1.29540404009,1.36930889666
1468.rockname,Carbonate-rockx aquifers,Carbonate-rock aquifers
2332.rockname,Unconsolidated san and gravel aquifers,Unconsolidated sand and gravel aquifers
2549.aqname,Valley and Ridge carbonate-roc kaquifers,Valley and Ridge carbonate-rock aquifers
4260.rockname,Igneosu and metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
314.shapeleng,35.2860867019,0.09193015679
1937.rockname,Carbonate-rock auqifers,Carbonate-rock aquifers
386.aqname,Other rocks,Pacific Northwest basin-fill aquifers
393.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
4002.aqname,Coastal lowlands aquifers ystem,Coastal lowlands aquifer system
410.shapearea,0.00381309877,7.969262E-5
173.shapeleng,0.53610562106,0.38210852866
441.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Pacific Northwest basin-fill aquifers
340.rocktype,999.0,200
2551.aqcode,435,401
3091.rockname,Unconsolidated sand and gravel aquifes,Unconsolidated sand and gravel aquifers
4151.aqname,Oter rocks,Other rocks
221.shapeleng,0.1789423274,1.19513803661
249.shapeleng,271.57011945,1.32520114658
3160.rockname,Unconsolidated sand andgravel aquifers,Unconsolidated sand and gravel aquifers
143.shapeleng,0.64274561535,0.16049850385
3138.rockname,Uncosolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
304.shapeleng,51.7024711845,0.81211263919
229.objectid,3.0,229
209.aqname,Silurian-Devonian aquifers,Other rocks
862.rocktype,136,100
318.aqname,Pacific Northwest basaltic-rock aquifers,Other rocks
2980.rockname,Unconsolidated sand and grave aquifers,Unconsolidated sand and gravel aquifers
232.aqname,Silurian-Devonian aquifers,Other rocks
583.rockname,Carbonate-rock aqifers,Carbonate-rock aquifers
367.shapearea,1.2065144E-4,0.00759235946
2189.rockname,arbonate-rock aquifers,Carbonate-rock aquifers
1503.rockname,Cavrbonate-rock aquifers,Carbonate-rock aquifers
628.rockname,Unconsolidatedt sand and gravel aquifers,Unconsolidated sand and gravel aquifers
571.shapearea,22.5365375988,9.03517E-6
241.objectid,28.0,241
721.rockname,Unconsolidated sand and gravela quifers,Unconsolidated sand and gravel aquifers
4291.rockname,Igneyous and metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
2647.rockname,Semiconsolidated sand aquifesr,Semiconsolidated sand aquifers
2174.aqcode,174,101
826.rocktype,166,100
453.objectid,102.0,384
358.shapearea,9.587113E-5,2.6141881E-4
2650.aqcode,129,101
192.shapeleng,0.12444068585,6.17471279023
461.rocktype,500.0,999
1295.rocktype,144,100
2286.rocktype,439,400
438.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Pacific Northwest basin-fill aquifers
1367.rockname,Unconsolidated sand and gravela quifers,Unconsolidated sand and gravel aquifers
490.shapearea,7.142954E-5,1.538669E-5
1890.aqcode,405,401
115.aqname,Lower Tertiary aquifers,Lower Cretaceous aquifers
2132.rockname,Unconsolidated sand and gravel aqquifers,Unconsolidated sand and gravel aquifers
340.shapeleng,0.1529917566,0.17819381166
1168.rockname,Unconsolidated sand and gravel aquifes,Unconsolidated sand and gravel aquifers
2638.aqcode,474,401
1158.rockname,Ucnonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
427.objectid,19.0,358
3830.rockname,Carbonate-rock aquifesr,Carbonate-rock aquifers
3318.rockname,Unconsolidated sand and grave aquifers,Unconsolidated sand and gravel aquifers
2855.aqname,Mississippi embayment aquifer system***,Mississippi embayment aquifer system
2310.rockname,rCarbonate-rock aquifers,Carbonate-rock aquifers
500.shapearea,1.276516E-5,1.619802E-5
2620.rockname,Unconsolidated sand and grvel aquifers,Unconsolidated sand and gravel aquifers
1937.rocktype,455,400
3143.rocktype,130,100
313.aqname,Silurian-Devonian aquifers,Surficial aquifer system
546.rocktype,999.0,400
3308.rockname,Unconsoildated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
426.shapearea,1.61985191315,0.00346920773
4063.aqname,Othe rrocks,Other rocks
4005.rockname,Unconsolidated sand and gavel aquifers,Unconsolidated sand and gravel aquifers
2376.rocktype,123,100
229.rocktype,300.0,999
315.objectid,115.0,3003
255.objectid,7.0,255
1885.aqcode,432,401
333.shapearea,5.03036146227,8.376775E-5
1742.rockname,Carbonate-rock aquiers,Carbonate-rock aquifers
396.rocktype,300.0,100
116.objectid,79.0,116
200.shapeleng,1.31336979544,0.56374789457
449.shapearea,1.2524051E-4,2.0417908E-4
77.aqname,Other rocks,Northern Rocky Mountains Intermontane Basins aquifer system
40.rocktype,600.0,999
434.aqname,Pacific Northwest basin-fill aquifers,Lower Cretaceous aquifers
507.shapearea,0.00421440549,2.11596E-5
2885.aqname,Other nrocks,Other rocks
293.shapearea,5.03036146227,0.00735768207
265.aqcode,999.0,304
668.aqname,Siluriyan-Devonian aquifers,Silurian-Devonian aquifers
386.shapearea,5.03036146227,0.01192739208
54.aqname,Lower Tertiary aquifers,Puget Sound aquifer system
173.rocktype,300.0,100
3721.aqname,Coastal lowlands aquifer sytsem,Coastal lowlands aquifer system
2075.rocktype,438,400
312.shapearea,0.40330982137,0.00251107113
2867.rockname,Unconsloidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1033.rockname,Unconsolidated sand and grvael aquifers,Unconsolidated sand and gravel aquifers
302.aqcode,105.0,999
309.shapeleng,7.60187630707,0.0215554885
4280.aqname,Hawaiian Volcanic-rock aqifers,Hawaiian Volcanic-rock aquifers
387.shapeleng,1.29540404009,0.36115564218
184.shapearea,0.40330982137,0.00270582249
3845.rockname,Semiconsxolidated sand aquifers,Semiconsolidated sand aquifers
494.aqname,Other rocks,Columbia Plateau basaltic-rock aquifers
144.shapearea,0.01167720722,0.01814042566
1047.rockname,Unconsolidated sand and gravel auifers,Unconsolidated sand and gravel aquifers
1655.rockname,Carbonte-rock aquifers,Carbonate-rock aquifers
2505.rockname,arbonate-rock aquifers,Carbonate-rock aquifers
2986.aqname,Castle Hayne qauifer,Castle Hayne aquifer
113.rockname,Unconsolidated sand and gravel aqiufers,Unconsolidated sand and gravel aquifers
363.objectid,3.0,4250
194.shapeleng,35.2860867019,0.1666320108
3373.rockname,Unconsolidated sand and gavel aquifers,Unconsolidated sand and gravel aquifers
1610.rockname,Sandstone and carbonat-rock aquifers,Sandstone and carbonate-rock aquifers
191.shapeleng,0.23195370575,0.73048363295
276.shapearea,0.00604536531,1.4139402E-4
209.aqcode,104.0,999
379.shapearea,0.00421440549,0.0140997828
3170.rockname,Unconsolidated sand and gravell aquifers,Unconsolidated sand and gravel aquifers
149.shapearea,0.0037268627,0.0208406069
148.shapearea,3.0307168E-4,0.00883902167
101.shapeleng,35.2860867019,0.78841748088
345.rocktype,300.0,100
11.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
292.shapearea,0.40330982137,0.02420767624
2059.aqname,Oter rocks,Other rocks
501.shapearea,0.00380233993,7.4855E-6
612.rockname,Unconsolidated sand and gavel aquifers,Unconsolidated sand and gravel aquifers
1233.rockname,Unconsoildated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2270.rockname,Carbonate-roc aquifers,Carbonate-rock aquifers
677.rockname,Carbonate-roc kaquifers,Carbonate-rock aquifers
346.shapearea,0.01778996879,4.125922E-5
55.shapearea,0.0037268627,9.9947339E-4
2475.rocktype,420,400
87.shapeleng,1.31336979544,0.47783220434
2353.rockname,Unconsolidated sand and gravl aquifers,Unconsolidated sand and gravel aquifers
3168.aqname,Other rockns,Other rocks
3877.aqname,Coastal lowalnds aquifer system,Coastal lowlands aquifer system
1362.rocktype,200,100
3811.aqname,Coastal lowlands aquifer sstem,Coastal lowlands aquifer system
347.aqcode,999.0,201
239.shapearea,46.2714378139,7.2989869E-4
180.objectid,33.0,180
1870.rockname,Unconsolidated sand and rgravel aquifers,Unconsolidated sand and gravel aquifers
98.shapeleng,1.44439297495,0.30621974923
3994.aqname,Coastal lowlands aquiefr system,Coastal lowlands aquifer system
2037.rockname,Semiconsoliated sand aquifers,Semiconsolidated sand aquifers
480.objectid,9.0,411
481.objectid,9.0,412
1939.aqcode,451,401
1747.rocktype,424,400
1552.rockname,Carbonate-rock aquifrs,Carbonate-rock aquifers
2320.rockname,Unconsolidated sand and gravel aquifrs,Unconsolidated sand and gravel aquifers
118.shapeleng,35.2860867019,4.21843028763
884.rocktype,174,100
991.rocktype,114,100
2600.rocktype,432,400
431.aqname,Other rocks,Silurian-Devonian aquifers
479.objectid,79.0,410
1916.rocktype,465,400
2405.rockname,Carbonate-rock aqifers,Carbonate-rock aquifers
109.shapearea,0.00381309877,0.05404178452
2327.rockname,Carbonate-roack aquifers,Carbonate-rock aquifers
1452.aqname,Pacific Northwest basins-fill aquifers,Pacific Northwest basin-fill aquifers
353.shapearea,0.01167720722,8.963037E-5
2829.rocktype,421,400
3716.aqname,Coasta lowlands aquifer system,Coastal lowlands aquifer system
3461.rocktype,117,100
3023.aqname,Castle Hayen aquifer,Castle Hayne aquifer
337.aqname,Pacific Northwest basin-fill aquifers,Surficial aquifer system
512.shapearea,0.00604536531,6.12103E-5
3200.rockname,Unconsolidated sand and gravel auqifers,Unconsolidated sand and gravel aquifers
186.objectid,45.0,186
562.shapearea,22.5365375988,0.0016008645
3578.aqname,Coasal lowlands aquifer system,Coastal lowlands aquifer system
1552.aqcode,467,401
6.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Upper Cretaceous aquifers
3149.rockname,Unconsolidated sand and gravel aquifesr,Unconsolidated sand and gravel aquifers
527.shapeleng,0.27814991444,0.02740031413
271.aqname,Other rocks,Pacific Northwest basin-fill aquifers
394.shapeleng,12.2975702626,0.43065709247
550.rocktype,300.0,999
3013.rockname,Carbonatfe-rock aquifers,Carbonate-rock aquifers
351.aqname,Lower Tertiary aquifers,Hawaiian Sedimentary deposit aquifers
2056.rockname,Unconsolidated sand and gmravel aquifers,Unconsolidated sand and gravel aquifers
401.objectid,7.0,332
260.aqcode,104.0,999
331.shapeleng,0.98458395081,0.02847548025
372.rockname,Unconsolidated sand and gravel aquifoers,Unconsolidated sand and gravel aquifers
462.shapeleng,0.1789423274,0.07918103963
426.objectid,8.0,357
883.rocktype,193,100
1054.rockname,Unconsolidated sand and gravel aquifesr,Unconsolidated sand and gravel aquifers
254.shapeleng,0.53610562106,0.49200164992
2237.rockname,Unconsolidated sand and gravgel aquifers,Unconsolidated sand and gravel aquifers
2536.aqname,Valkley and Ridge carbonate-rock aquifers,Valley and Ridge carbonate-rock aquifers
186.rocktype,999.0,600
308.rocktype,300.0,999
3197.rockname,Unconsolidatd sand and gravel aquifers,Unconsolidated sand and gravel aquifers
40.shapeleng,1.44439297495,0.32803690139
67.shapearea,0.00421440549,0.00745131542
1326.aqname,New York and New England carbopnate-rock aquifers,New York and New England carbonate-rock aquifers
2230.rocktype,117,100
3421.rockname,Unconsolidated sand and gravel aquifesr,Unconsolidated sand and gravel aquifers
3448.rockname,Unconsolidaeted sand and gravel aquifers,Unconsolidated sand and gravel aquifers
527.shapearea,2.542992E-5,4.765255E-5
2048.aqname,California Cosatal Basin aquifers,California Coastal Basin aquifers
2547.rockname,Unconsolidated sand and gravl aquifers,Unconsolidated sand and gravel aquifers
276.shapeleng,0.23195370575,0.05099621208
2224.rockname,Sandstne aquifers,Sandstone aquifers
352.shapearea,0.01499092116,3.9252591E-4
425.objectid,20.0,356
303.shapearea,0.00279542612,0.01961681101
1041.aqname,Snake River Plain basaltic-rcok aquifers,Snake River Plain basaltic-rock aquifers
1855.rockname,Unconsolidated sand and grave laquifers,Unconsolidated sand and gravel aquifers
2035.aqcode,477,401
582.shapearea,1.61985191315,4.567766E-5
1691.rockname,Carbonatse-rock aquifers,Carbonate-rock aquifers
1990.rockname,Carbonate-rock aquifesr,Carbonate-rock aquifers
140.shapeleng,0.26394875869,0.01968645362
428.aqname,Silurian-Devonian aquifers,Other rocks
3585.aqname,Coastal lowlands aquifer ystem,Coastal lowlands aquifer system
187.shapearea,0.39830744027,0.00570893143
3769.aqname,Coastla lowlands aquifer system,Coastal lowlands aquifer system
3228.rockname,Unconsolidated shand and gravel aquifers,Unconsolidated sand and gravel aquifers
518.rocktype,111,100
2010.aqname,alley and Ridge carbonate-rock aquifers,Valley and Ridge carbonate-rock aquifers
2979.aqcode,187,101
35.shapeleng,35.2860867019,0.80645063455
463.rocktype,999.0,600
505.shapearea,0.01499092116,0.0321324884
984.aqname,Other rokcs,Other rocks
515.shapeleng,0.64274561535,0.5562389507
565.shapearea,0.00279542612,1.00026182695
3555.aqname,Floridan qauifer system,Floridan aquifer system
3449.aqname,Edwards-Triznity aquifer system,Edwards-Trinity aquifer system
2008.aqname,Oter rocks,Other rocks
628.aqname,Columbia Plateau basin-fill aqudifers,Columbia Plateau basin-fill aquifers
229.shapearea,0.40330982137,0.05718945705
870.rockname,Unconsolidted sand and gravel aquifers,Unconsolidated sand and gravel aquifers
492.objectid,28.0,423
109.aqname,Lower Tertiary aquifers,Puget Sound aquifer system
261.rocktype,999.0,300
347.aqname,Lower Cretaceous aquifers,Coastal lowlands aquifer system
87.objectid,47.0,87
359.shapeleng,0.64274561535,0.14547535386
2672.aqname,Valley and Ridge auifers,Valley and Ridge aquifers
61.aqname,Other rocks,Lower Cretaceous aquifers
2578.aqcode,409,401
3170.rocktype,195,100
1854.rockname,Unconsolidated sand and cgravel aquifers,Unconsolidated sand and gravel aquifers
2922.rocktype,149,100
300.shapearea,22.5365375988,1.6846278E-4
173.aqname,Silurian-Devonian aquifers,Columbia Plateau basin-fill aquifers
3787.aqname,Coastal lowland saquifer system,Coastal lowlands aquifer system
102.aqname,Silurian-Devonian aquifers,Pacific Northwest basin-fill aquifers
510.objectid,190.0,441
48.shapeleng,35.2860867019,0.04716565113
1979.rocktype,417,400
1012.aqname,Pacific Northwest basaltic-erock aquifers,Pacific Northwest basaltic-rock aquifers
1109.rockname,Unconsolidated sand and grapvel aquifers,Unconsolidated sand and gravel aquifers
1851.rockname,Unconsolidated sand nad gravel aquifers,Unconsolidated sand and gravel aquifers
147.aqname,Lower Tertiary aquifers,Pacific Northwest basin-fill aquifers
2432.rocktype,479,400
1593.rocktype,180,100
472.aqname,Lower Tertiary aquifers,Other rocks
30.shapeleng,51.7024711845,0.47632569178
2586.rocktype,148,100
4548.aqname,uerto Rico North Coast Limestone aquifer system,Puerto Rico North Coast Limestone aquifer system
468.aqname,Pacific Northwest basin-fill aquifers,Other rocks
2766.rockname,Unconsolidated sand and gravel aqzuifers,Unconsolidated sand and gravel aquifers
737.rockname,Cabronate-rock aquifers,Carbonate-rock aquifers
2947.rockname,Unconsolidated sand ahnd gravel aquifers,Unconsolidated sand and gravel aquifers
1597.aqname,New York nd New England carbonate-rock aquifers,New York and New England carbonate-rock aquifers
191.rockname,Unconsolidated sand and gravel aquiefrs,Unconsolidated sand and gravel aquifers
1991.rockname,Unconsolidated sand and gravdel aquifers,Unconsolidated sand and gravel aquifers
3900.rockname,Carbonate-rkock aquifers,Carbonate-rock aquifers
587.shapearea,0.00381309877,5.31102E-5
3848.rockname,Semiconsolidated sand aquiefrs,Semiconsolidated sand aquifers
434.rocktype,100.0,300
912.rockname,Unconsolidated sand and gravel aqufiers,Unconsolidated sand and gravel aquifers
3425.rockname,Uncfonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1585.aqname,Oher rocks,Other rocks
261.shapeleng,1.29540404009,0.04164781777
503.shapeleng,51.7024711845,0.02418103544
293.shapeleng,0.54730238275,0.60245098884
443.aqname,Lower Tertiary aquifers,Pacific Northwest basin-fill aquifers
3991.aqname,Coastal lwolands aquifer system,Coastal lowlands aquifer system
3919.rockname,aCrbonate-rock aquifers,Carbonate-rock aquifers
3698.aqname,Coastal lowlands aquifers ystem,Coastal lowlands aquifer system
1519.rockname,Unconsolidated sand and gravel aquirfers,Unconsolidated sand and gravel aquifers
4343.aqname,Hawaiian Sedmientary deposit aquifers,Hawaiian Sedimentary deposit aquifers
3463.rockname,Unconsolidate sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1221.rockname,Unclonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3472.rockname,Unconsolidated sand and gravel quifers,Unconsolidated sand and gravel aquifers
4041.rockname,Unconsolidated sand band gravel aquifers,Unconsolidated sand and gravel aquifers
788.rockname,Carcbonate-rock aquifers,Carbonate-rock aquifers
3187.rocktype,137,100
1708.aqname,ther rocks,Other rocks
103.shapearea,0.40330982137,0.05726418847
116.shapearea,1.2065144E-4,8.456228E-5
3837.rockname,Carbonjate-rock aquifers,Carbonate-rock aquifers
504.objectid,33.0,435
710.rockname,Carbonaet-rock aquifers,Carbonate-rock aquifers
2901.rockname,Unconsolidated sadn and gravel aquifers,Unconsolidated sand and gravel aquifers
252.objectid,50.0,252
317.shapeleng,61.2794868582,0.21749868449
50.shapeleng,0.53610562106,0.25286059926
470.shapeleng,51.7024711845,0.02672828787
451.shapeleng,35.2860867019,0.01972239497
3435.rocktype,500,400
4030.rockname,Unconsloidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
290.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Cambrian-Ordovician aquifer system
3640.aqname,Coastal lowlands auifer system,Coastal lowlands aquifer system
14.objectid,7.0,14
4587.aqname,Puerto Rico North Coast Limuestone aquifer system,Puerto Rico North Coast Limestone aquifer system
3422.rockname,Unconsolidated sand and gravel azquifers,Unconsolidated sand and gravel aquifers
470.objectid,183.0,401
3029.rockname,Unconsolidate dsand and gravel aquifers,Unconsolidated sand and gravel aquifers
1965.rockname,Unconsolidated sand ando gravel aquifers,Unconsolidated sand and gravel aquifers
3878.aqname,Coastal lowlands aquiufer system,Coastal lowlands aquifer system
416.shapearea,0.39830744027,4.912302E-5
2093.aqcode,189,101
1215.rockname,Carbonate-roc aquifers,Carbonate-rock aquifers
240.shapearea,2.5446207E-4,8.07957472008
227.aqname,Lower Tertiary aquifers,Lower Cretaceous aquifers
704.aqname,Other rokcs,Other rocks
3882.rockname,Cairbonate-rock aquifers,Carbonate-rock aquifers
853.rockname,Unconsolidated san and gravel aquifers,Unconsolidated sand and gravel aquifers
2730.aqname,Northern Atlantic Coastal Pmlain aquifer system,Northern Atlantic Coastal Plain aquifer system
349.objectid,1.0,4236
184.shapeleng,0.07230090962,0.22574561605
1924.rockname,Unconsolidated sand and grvel aquifers,Unconsolidated sand and gravel aquifers
281.shapeleng,1.31336979544,0.38245648213
2953.rockname,Carbonate-roc aquifers,Carbonate-rock aquifers
220.shapearea,1.61985191315,0.00196659987
1973.aqcode,452,401
207.shapeleng,0.98458395081,0.52371541054
61.shapeleng,0.65177688421,0.43849644907
2588.rocktype,199,100
1441.rocktype,105,100
125.aqname,Lower Tertiary aquifers,Pacific Northwest basin-fill aquifers
487.shapeleng,12.2975702626,0.18201772525
1038.rocktype,161,100
781.rocktype,199,100
3515.aqname,Coastal lowlandsaquifer system,Coastal lowlands aquifer system
704.rockname,Unconsolidated sand andg ravel aquifers,Unconsolidated sand and gravel aquifers
576.aqcode,314.0,999
1498.rocktype,445,400
2366.rockname,Carbonate-rok aquifers,Carbonate-rock aquifers
1771.rockname,Unconsolidated sand and gravel aquifrs,Unconsolidated sand and gravel aquifers
130.shapeleng,0.23195370575,0.17425250883
2178.rocktype,444,400
83.objectid,79.0,83
288.objectid,5.0,288
415.rockname,Unconsolidated sanda and gravel aquifers,Unconsolidated sand and gravel aquifers
3741.aqname,Coastal lowlands aquixfer system,Coastal lowlands aquifer system
288.aqname,Other rocks,Pacific Northwest basin-fill aquifers
257.shapeleng,45.3865380162,0.27294672259
2432.aqcode,454,401
154.objectid,66.0,154
3744.aqname,Coastal lowlandsa quifer system,Coastal lowlands aquifer system
366.shapearea,0.00421440549,1.0079832E-4
1612.rockname,Saindstone aquifers,Sandstone aquifers
1469.rockname,Carbonaute-rock aquifers,Carbonate-rock aquifers
510.aqcode,104.0,999
721.aqname,Pacific Norbthwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
3463.rocktype,190,100
672.rockname,Unconsolzidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
349.rocktype,100.0,600
483.shapeleng,0.64274561535,0.02042759119
2225.rockname,Semiconsolidated sand qauifers,Semiconsolidated sand aquifers
951.rockname,Unconsolidated sand and rgavel aquifers,Unconsolidated sand and gravel aquifers
2765.aqname,ther rocks,Other rocks
1828.aqname,Pacific Nothwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
306.shapeleng,1.31336979544,0.38538451175
371.shapearea,2.5446207E-4,0.00380177009
363.shapearea,0.01141123046,5.33498E-5
64.aqname,Lower Tertiary aquifers,Other rocks
86.shapearea,5.03036146227,0.00209819909
620.rockname,Carbonatei-rock aquifers,Carbonate-rock aquifers
2403.aqcode,433,401
740.aqname,New York and New Englnd carbonate-rock aquifers,New York and New England carbonate-rock aquifers
3802.aqname,Coastal lowlands aquifder system,Coastal lowlands aquifer system
618.rockname,Unconsolidatedo sand and gravel aquifers,Unconsolidated sand and gravel aquifers
622.rockname,Unconsolidated sand and gravel aquiefrs,Unconsolidated sand and gravel aquifers
192.shapearea,1.61985191315,0.3077800562
3027.aqname,Caslte Hayne aquifer,Castle Hayne aquifer
422.shapeleng,1.31336979544,0.02677576633
3032.rockname,Carbontae-rock aquifers,Carbonate-rock aquifers
320.rocktype,300.0,500
154.aqname,Silurian-Devonian aquifers,Other rocks
3833.aqname,Coastla lowlands aquifer system,Coastal lowlands aquifer system
213.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
420.shapearea,0.01167720722,0.00162400268
1206.rocktype,106,100
1139.aqname,Other rcoks,Other rocks
4357.rockname,Igneous and metamorphic-rock aquifres,Igneous and metamorphic-rock aquifers
1825.rockname,Unconsloidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2590.aqcode,144,101
1016.aqname,Other rcks,Other rocks
496.shapeleng,51.7024711845,0.02607847234
102.rocktype,164,100
450.shapeleng,35.2860867019,0.0220445371
365.aqcode,104.0,609
399.shapearea,1.61985191315,9.2178195E-4
3908.rockname,Carbonate-rock aquifemrs,Carbonate-rock aquifers
3092.rockname,Unconsolidated sand and grael aquifers,Unconsolidated sand and gravel aquifers
3404.aqname,Other rocs,Other rocks
1905.aqcode,458,401
3893.rockname,Carbonate-rock aqifers,Carbonate-rock aquifers
369.rocktype,134,100
30.shapearea,0.031690302,0.00595772962
3707.aqname,Coastal lowlands arquifer system,Coastal lowlands aquifer system
1495.aqcode,167,101
3941.aqname,Coastal olwlands aquifer system,Coastal lowlands aquifer system
3393.aqname,Oter rocks,Other rocks
242.shapeleng,2.62787756083,0.45315470466
2559.rocktype,474,400
3859.aqname,Castal lowlands aquifer system,Coastal lowlands aquifer system
2835.aqname,Northern Atlantic Coastal Pmlain aquifer system,Northern Atlantic Coastal Plain aquifer system
3670.rockname,Semicovnsolidated sand aquifers,Semiconsolidated sand aquifers
73.objectid,19.0,73
373.shapearea,1.61985191315,1.5922737E-4
470.rocktype,999.0,600
4336.aqname,Hawaiian Sedimentary deposit aqiufers,Hawaiian Sedimentary deposit aquifers
2438.aqname,Otherw rocks,Other rocks
90.aqname,Silurian-Devonian aquifers,Other rocks
484.rocktype,600.0,999
1498.aqcode,449,401
1261.rockname,Unconsolidated sand anpd gravel aquifers,Unconsolidated sand and gravel aquifers
256.shapearea,0.40330982137,1.3281876E-4
1355.rockname,Usnconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
667.rockname,Unconsolidated sand and gravel aqhuifers,Unconsolidated sand and gravel aquifers
298.aqname,Lower Tertiary aquifers,Other rocks
3482.rockname,Unconsolidated sand and grvael aquifers,Unconsolidated sand and gravel aquifers
245.rocktype,300.0,500
3895.rockname,Caorbonate-rock aquifers,Carbonate-rock aquifers
597.rockname,Unconsolidabted sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1340.rocktype,114,100
128.aqname,Other rocks,Pacific Northwest basaltic-rock aquifers
2650.rocktype,178,100
1646.aqname,Cambrian-Odovician aquifer system,Cambrian-Ordovician aquifer system
2220.rocktype,461,400
3120.rocktype,109,100
2005.rockname,Carbonate-rozck aquifers,Carbonate-rock aquifers
3563.rockname,Carbonate-rock aquiefrs,Carbonate-rock aquifers
3663.rockname,eSmiconsolidated sand aquifers,Semiconsolidated sand aquifers
380.aqname,Pacific Northwest basin-fill aquifers,Columbia Plateau basin-fill aquifers
4019.rockname,Unconsolidated sand and gravel aquiferls,Unconsolidated sand and gravel aquifers
240.shapeleng,1.31336979544,31.884297383
312.aqname,Silurian-Devonian aquifers,Other rocks
1403.aqname,Upper Tertiary aquifers***,Upper Tertiary aquifers
2087.rockname,Unconsolidated sand and gravel aquifrs,Unconsolidated sand and gravel aquifers
4581.rockname,Unconsolidated sand and graevel aquifers,Unconsolidated sand and gravel aquifers
666.aqname,Silurian-Devonian aquifrs,Silurian-Devonian aquifers
59.aqcode,314.0,999
255.shapeleng,35.2860867019,1.09000026044
420.shapeleng,111.200919008,0.19960090858
4212.rockname,Igneus and metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
2041.rockname,Unconsolidated sand and grave laquifers,Unconsolidated sand and gravel aquifers
3980.rockname,Unconsolidated sand eand gravel aquifers,Unconsolidated sand and gravel aquifers
479.shapearea,0.00421440549,0.02564432653
461.shapearea,0.40330982137,0.00224864749
2572.rocktype,158,100
340.shapearea,0.00298897368,0.00122736355
2185.rockname,Ucnonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
890.aqname,Pacific Norathwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
1972.aqname,Northern Atlantic Coastal Plain aquifre system,Northern Atlantic Coastal Plain aquifer system
117.shapearea,0.00298897368,1.05011177168
4497.aqname,Hawaiian Sedimentary deposit aquiwfers,Hawaiian Sedimentary deposit aquifers
2899.rocktype,146,100
2309.aqname,Caifornia Coastal Basin aquifers,California Coastal Basin aquifers
382.rocktype,100.0,600
3981.aqname,Othr rocks,Other rocks
519.shapearea,0.00421440549,1.035198E-5
2535.aqname,Oter rocks,Other rocks
395.aqname,Pacific Northwest basin-fill aquifers,Other rocks
825.rockname,Unconsolidated sand and gravel aqifers,Unconsolidated sand and gravel aquifers
2520.rockname,Unbconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3663.aqname,Coastal lowlands aqouifer system,Coastal lowlands aquifer system
4055.aqname,Coastal lowlands aquifer syzstem,Coastal lowlands aquifer system
1172.rocktype,106,100
269.shapearea,9.9032086E-4,3.4789954E-4
2558.aqcode,127,101
208.aqname,Lower Tertiary aquifers,Columbia Plateau basin-fill aquifers
306.shapearea,1.61985191315,0.00380010052
1727.rockname,Unconssolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1304.aqname,Other rockns,Other rocks
377.shapearea,0.031690302,3.60667E-5
125.shapeleng,1.31336979544,1.12613558113
436.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Pacific Northwest basaltic-rock aquifers
2112.rockname,Unrconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
4036.rockname,Semiocnsolidated sand aquifers,Semiconsolidated sand aquifers
1405.rockname,Igneyous and metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
403.shapearea,0.39830744027,0.01157060573
223.aqcode,999.0,116
965.aqname,Northern Rocky Mountains Intermontane Basions aquifer system,Northern Rocky Mountains Intermontane Basins aquifer system
153.aqname,Other rocks,Puget Sound aquifer system
200.aqname,Silurian-Devonian aquifers,Other rocks
247.aqname,Other rocks,Puget Sound aquifer system
1934.rockname,Carbonate-rockaquifers,Carbonate-rock aquifers
2623.rocktype,414,400
292.rocktype,100.0,300
