facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,191.0,SWIMMINGPOOL,114876.0,HOLIDAY INN EXPRESS,3711 CHAMBERLAIN LANE,LOUISVILLE,KY,40241,21,2022/03/17 00:00:00,436.0
695,SWIMMING AREA,191.0,SWIMMkING POOL,114877.0,"TYMBERWOOD TRACE PROPERTIES, LLC",7500 BEECHVIEW DR,LOUISVILLE,KY,40219,27,2022/03/30 00:00:00,437.0
695,SWIMMING AREA,199.0,WADING POOL,115449.0,FOREST SPRINGS SUBDIVISION,3801 ROCK BAY DR,LOUISVILLE,KY,40245,25,2022/05/19 00:00:00,438.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,115450.0,FOREST SPRINGS SUBDIVISION,3801 ROCK BAY DR,LOUISVILLE,KY,40245,25,1988/06/07 00:00:00,439.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115451.0,ICON APARTMENTS,3201 LEITH LANE,LOUISVILLE,KY,40218,28,2022/05/24 00:00:00,440.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115549.0,VERANDA AT NORTON COMMONS,10301 MEETING ST,PROSPECT,KY,40059,21,2022/05/27 00:00:00,441.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115550.0,THE LEGENDS APARTMENTS,11000 INDIAN LEGENDS DR,LOUISVILLE,KY,40241,21,2022/06/03 00:00:00,442.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115551.0,STONEWATER PARK BY ATRUIM,11353 N TAZWELL DR,LOUISVILLE,KY,40241,21,2022/05/27 00:00:00,443.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115552.0,THE PADDOCK AT EASTPOINT,13516 SKYWATCH LANE,LOUISVILLE,KY,40245,25,1988/06/07 00:00:00,444.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115577.0,CANTER CHASE APARTMENTS,1200 CANTER CHASE,LOUISVILLE,KY,40242,25,1988/06/07 00:00:00,445.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115629.0,WATERSIDE AT RIVERPARK PLACE - UPPER POOL,1515 RIVER SHORE DR,LOUISVILLE,KY,40206,26,2022/06/13 00:00:00,446.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115631.0,WATERSIDE AT RIVERPARK PLACE - LOWER POOL,1515 RIVER SHORE DR,LOUISVILLE,KY,40206,26,2022/06/13 00:00:00,447.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115633.0,BAYMONT INN & SUITES,9400 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2022/06/08 00:00:00,448.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115637.0,MIDDLETOWN LANDING,700 LANDIS RIDGE DR,LOUISVILLE,KY,40245,25,2022/05/26 00:00:00,449.0
695,SWIMMING AREA,191.0,SIMMING POOL,115741.0,GLENMARY VILLAGE APARTMENTS,9606 CLUBVIEW DR,FERN CREEK,KY,40291,22,2022/06/23 00:00:00,450.0
695,SWIMMING AREA,191.0,nSWIMMING POOL,115824.0,THE IVY APARTMENT HOMES,3300 ALTABROOK DR,LOUISVILLE,KY,40245,25,2022/06/15 00:00:00,451.0
695,SWIMMING AREA,191.0,SWIMMIsNG POOL,115827.0,PROSPECT PARK APARTMENTS,2300 GLEN EAGLE DR,LOUISVILLE,KY,40222,26,2022/06/16 00:00:00,452.0
695,SWIMMING AREA,191.0,SnWIMMING POOL,115828.0,MALLARD CROSSING AT ST MATTHEWS PHASE II,400 MALLARD CREEK RD,LOUISVILLE,KY,40207,26,2022/06/15 00:00:00,453.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115829.0,MALLARD CROSSING AT ST MATTHEWS PHASE I,400 MALLARD CREEK RD,LOUISVILLE,KY,40207,26,2022/06/16 00:00:00,454.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115831.0,THE STRATTON,333 WHISPERING BROOK DR,LOUISVILLE,KY,40229,27,1988/06/07 00:00:00,455.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115835.0,MAPLE BROOK APARTMENTS,11507 MAPLE BROOK DR,LOUISVILLE,KY,40241,21,2022/06/14 00:00:00,456.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115836.0,BUTCHERTOWN FLATS - BACK POOL,820 RIVER DELL DR,LOUISVILLE,KY,40206,24,1988/06/07 00:00:00,457.0
695,SWIMMING AREA,191.0,SWIMMING POOL,115837.0,BUTCHERTOWN FLATS - FRONT POOL,850 RIVER DELL DRIVE,LOUISVILLE,KY,40206,24,2022/07/06 00:00:00,458.0
695,SWIMMING AREA,191.0,WIMMING POOL,116073.0,YUGO LOUISVILLE NINE,1900 S FLOYD ST,LOUISVILLE,KY,40208,24,1988/06/07 00:00:00,459.0
695,SWIMMING AREA,296.0,SPA,116074.0,YUGO LOUISVILLE NINE,1900 S FLOYD ST,LOUISVILLE,KY,40208,24,1988/06/07 00:00:00,460.0
695,SWIMMING AREA,191.0,SWIMMING POzOL,116260.0,JEFFERSON LANDING,1014 JEFFERSON VIEW WAY,LOUISVILLE,KY,40219,27,2023/02/01 00:00:00,461.0
695,SWIMMING AREA,191.0,SWIMMING POOL,116330.0,SAWYER EAST END,9910 SHINING WILLOW DR,LOUISVILLE,KY,40241,21,2022/08/08 00:00:00,462.0
695,SWIMMING AREA,279.0,SPA,116444.0,MARTIN ON MAIN,835 E MAIN ST,LOUISVILLE,KY,40206,24,1988/06/07 00:00:00,463.0
695,SWIMMING AREA,191.0,SWIMMING POOL,116445.0,MARTIN ON MAIN,835 E MAIN ST,LOUISVILLE,KY,40206,24,1988/06/07 00:00:00,464.0
695,SWIMMING AREA,191.0,SWIMMING POpOL,117123.0,MYRIAD HOTEL,900 BAXTER AVE,LOUISVILLE,KY,40204,24,1988/06/07 00:00:00,465.0
695,SWIMMING AREA,191.0,SWzIMMING POOL,117125.0,QUALITY INN & SUITES,311 E GAULBERT AVE,LOUISVILLE,KY,40208,23,1988/06/07 00:00:00,466.0
695,SWIMMING AREA,191.0,SWIMMING POOL,117169.0,HILTON GARDEN INN,400 SHERBURN LANE,LOUISVILLE,KY,40207,26,2022/12/06 00:00:00,467.0
695,SWIMMING AREA,197.0,SPA,117172.0,HAWTHORN SUITES LOUISVILLE EAST,751 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2022/12/07 00:00:00,468.0
695,SWIMMING AREA,191.0,SWIMMING POOL,117173.0,HAWTHORN SUITES LOUISVILLE EAST,751 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2022/12/07 00:00:00,469.0
695,SWIMMING AREA,191.0,SWIMMING POOL,117191.0,GOLDFISH SWIM SCHOOL,4196 WESTPORT RD,LOUISVILLE,KY,40207,21,1988/06/07 00:00:00,470.0
695,SWIMMING AREA,191.0,SWIMMING POOL,117247.0,COMFORT INN SW LOUISVILLE,4444 DIXIE HWY,LOUISVILLE,KY,40216,23,1988/06/07 00:00:00,471.0
695,SWIMMING AREA,191.0,SWIMMING POOL,118004.0,THE EDWIN,2814 DE MEL AVE,LOUISVILLE,KY,40214,23,2023/04/06 00:00:00,472.0
695,SWIMMING AREA,192.0,SWIMMING / DIVIGN POOL,118018.0,GENESIS HEALTHCLUBS BLAIRWOOD - OUTDOOR,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2023/04/06 00:00:00,473.0
695,SWIMMING AREA,191.0,SIWMMING POOL,118019.0,GENESIS HEALTHCLUBS BLAIRWOOD - INDOOR,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2023/04/06 00:00:00,474.0
695,SWIMMING AREA,277.0,SWIMMING / DIVING POOL,118020.0,GENESIS HEALTHCLUBS BLAIRWOOD - BUBBLE,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,1988/06/07 00:00:00,475.0
695,SWIMMING AREA,199.0,WADING POOL,118021.0,GENESIS HEALTHCLUBS BLAIRWOOD - WADING,9300 BLAIRWOOD,LOUISVILLE,KY,40222,29,1988/06/07 00:00:00,476.0
695,SWIMMING AREA,191.0,SWIMMING POOL,118358.0,COMFORT SUITES AIRPORT,6535 PARAMOUNT PARK DR,LOUISVILLE,KY,40213,27,2003/06/01 00:00:00,477.0
695,SWIMMING AREA,191.0,SWIMMING POOL,118570.0,THE RYE APARTMENTS,9400 HURSTBOURNE PARK BLVD,LOUISVILLE,KY,40220,29,2023/05/12 00:00:00,478.0
695,SWIMMING AREA,191.0,WSIMMING POOL,118793.0,RESERVE AT LINDSAY,2601 LINDSAY AVE,LOUISVILLE,KY,40206,26,2023/05/26 00:00:00,479.0
695,SWIMMING AREA,191.0,SWIMMING POOL,119063.0,THE WHITLEY APTS,2106 BUECHEL BANK RD,LOUISVILLE,KY,40218,27,2023/06/22 00:00:00,480.0
695,SWIMMING AREA,191.0,SWIMMING POOL,119141.0,VENTANA APARTMENTS,5319 RANGELAND RD,LOUISVILLE,KY,40219,27,2023/06/30 00:00:00,481.0
695,SWIMMING AREA,191.0,SWIMMING POOL,119218.0,NEWBERRY PARC APARTMENTS,250 OLDE ENGLISH COURT,LOUISVILLE,KY,40272,23,2023/05/25 00:00:00,482.0
695,SWIMMING AREA,191.0,SWIMMING POOL,119284.0,800 TOWER CITY APTS,800 S 4TH ST,LOUISVILLE,KY,40203,24,2023/07/17 00:00:00,483.0
695,SWIMMING AREA,191.0,SWIMMING POOL***,119374.0,THE POINTE AT STONEYBROOK,2405 ARBOR POINTE DR,LOUISVILLE,KY,40220,29,1988/06/07 00:00:00,484.0
695,SWIMMING AREA,191.0,SWIMMING POL,105080.0,BRISTOL BLUFF APARTMENTS,6015 BRISTAL BLUFF CIR,LOUISVILLE,KY,40299,22,2019/05/31 00:00:00,485.0
695,SWIMMING AREA,201.0,SPLASH PAD,105081.0,METRO PARKS VICTORY PARK SPRAYGROUND,1051 S 23RD ST,LOUISVILLE,KY,40210,24,2019/09/11 00:00:00,486.0
695,SWIMMING AREA,191.0,SWIMMING POOL,105383.0,HAMPTON PLACE APARTMENTS,1549 W MADISON ST,LOUISVILLE,KY,40203,24,2018/06/14 00:00:00,487.0
695,SWIMMING AREA,191.0,SWIMMING POOL,105384.0,HALSEY FLATS,514 BRIGHTWOOD PLACE,LOUISVILLE,KY,40207,26,2018/06/12 00:00:00,488.0
695,SWIMMING AREA,191.0,SWIMMING POOL,105429.0,TOWNEPLACE SUITES,6601 PARAMOUNT PARK DR,LOUISVILLE,KY,40213,27,2019/01/31 00:00:00,489.0
695,SWIMMING AREA,191.0,SWIMMING POOL,105704.0,DONARD PARK CONDOMIUMS,801 DONARD PARK AVE,LOUISVILLE,KY,40218,27,1988/06/07 00:00:00,490.0
695,SWIMMING AREA,191.0,SWIMMING PcOOL,105753.0,POST OAK APARTMENTS,8000 POST OAK PLACE,LOUISVILLE,KY,40222,29,2018/08/01 00:00:00,491.0
695,SWIMMING AREA,227.0,SPLASH PAD,105994.0,METRO PARKS TYLER PARK SPRAY POOL,1501 CASTLEWOOD AVE,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,492.0
695,SWIMMING AREA,191.0,SWIMMING POOL,106106.0,THE POOL AT THE GROVE,6101 CHAMBERLAIN LANE,PROSPECT,KY,40059,21,2019/05/24 00:00:00,493.0
695,SWIMMING AREA,191.0,SWIMMING POOL,106142.0,FLATS AT SPRINGHURST,4201 SIMCOE LANE,LOUISVILLE,KY,40241,21,2020/06/23 00:00:00,494.0
695,SWIMMING AREA,191.0,SWIMING POOL,106447.0,HUNTING CREEK COUNTRY CLUB,6807 FOXCROFT RD,PROSPECT,KY,40059,21,2019/04/30 00:00:00,495.0
695,SWIMMING AREA,191.0,SWIMMNG POOL,106475.0,CENTURY BELMONT STATION,11950 VICTORY KNOLL CIRCLE,LOUISVILLE,KY,40243,22,2019/07/12 00:00:00,496.0
695,SWIMMING AREA,191.0,SWIMMING POOL,106640.0,SPRINGS AT LAGRANGE,10500 DRUMLINE DR,LOUISVILLE,KY,40223,25,2019/08/27 00:00:00,497.0
695,SWIMMING AREA,191.0,SWIMMING POOL,106641.0,EMBASSY SUITES,501 S 4TH ST,LOUISVILLE,KY,40202,24,2018/12/20 00:00:00,498.0
695,SWIMMING AREA,191.0,SWIMMING POOL,106664.0,PARK PLACE APARTMENTS,7500 CRANFILL WAY,LOUISVILLE,KY,40214,23,2019/07/03 00:00:00,499.0
695,SWIMMING AREA,191.0,SWIMMIN GPOOL,106727.0,SURE STAY PLUS HOTEL,4125 PRESTON HWY,LOUISVILLE,KY,40213,28,1988/06/07 00:00:00,500.0
695,SWIMMING AREA,191.0,SWIMMING POOL,106739.0,CANDLEWOOD SUITES,1039 ZORN AVE,LOUISVILLE,KY,40207,28,2019/12/30 00:00:00,501.0
695,SWIMMING AREA,191.0,SWIMMING POOL,106854.0,HAVEN ON TUCKER #2,12601 CHARLES FARM CIRCLE,LOUISVILLE,KY,40299,22,1988/06/07 00:00:00,502.0
695,SWIMMING AREA,191.0,SWIMMING POOL,106855.0,HAVEN ON TUCKER #1,12601 CHARLES FARM CIRCLE,LOUISVILLE,KY,40299,22,1988/06/07 00:00:00,503.0
695,SWIMMING AREA,191.0,SWIMMINGPOOL,107641.0,JEFFERSON GREEN APARTMENTS,3010 JEFFERSON GREEN DR,LOUISVILLE,KY,40219,27,1988/06/07 00:00:00,504.0
695,SWIMMING AREA,191.0,SWIMMING POOL,108019.0,SOVA,11707 NANSEMOND,LOUISVILLE,KY,40245,21,2019/05/24 00:00:00,505.0
695,SWIMMING AREA,191.0,SWIMMING POOL,108107.0,ASHTON BROOK APARTMENTS,7805 OXTED LANE,LOUISVILLE,KY,40222,26,2019/06/03 00:00:00,506.0
695,SWIMMING AREA,191.0,SWIMMING POOL,108134.0,CAMBRIA HOTEL,120 S FLOYD ST,LOUISVILLE,KY,40202,28,1988/06/07 00:00:00,507.0
695,SWIMMING AREA,191.0,SWIMMING POOL,108274.0,COVINGTON BY THE LAKE,7321 JEFFERSON BLVD,LOUISVILLE,KY,40219,27,1988/06/07 00:00:00,508.0
695,SWIMMING AREA,191.0,SWIMMING POOL,108387.0,TRIFECTA APARTMENTS,2501 S 4TH ST,LOUISVILLE,KY,40208,23,2019/07/30 00:00:00,509.0
695,SWIMMING AREA,191.0,SWIMMING POOL,108428.0,MEREMONT AT LONG RUN,1550 LINCOLN HILL WAY,LOUISVILLE,KY,40207,25,1988/06/07 00:00:00,510.0
695,SWIMMING AREA,191.0,SWIMMING POOL,108933.0,THE FLATS ON 5TH LOUISVILLE,430 W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40202,24,2019/08/08 00:00:00,511.0
695,SWIMMING AREA,191.0,SWIMMIGN POOL,108960.0,LA QUINTA INN & SUITES EAST,13825 TERRA VIEW TRAIL,LOUISVILLE,KY,40245,25,1988/06/07 00:00:00,512.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109671.0,U OF L HEALTH - FRAZIER REHAB #2,220 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,24,2006/06/01 00:00:00,513.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109672.0,U OF L HEALTH - FRAZIER REHAB #1,220 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,24,2006/06/01 00:00:00,514.0
695,SWIMMING AREA,191.0,WSIMMING POOL,109711.0,UPTON - OXMOOR APARTMENTS,7725 UPTON OXMOOR LANE,LOUISVILLE,KY,40222,26,1988/06/07 00:00:00,515.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109728.0,AVOCA APARTMENT,1405 AVOCA RIDGE RD,LOUISVILLE,KY,40223,25,1988/06/07 00:00:00,516.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109771.0,THE HARPER,292 STOKE ON TRENT,JEFFERSONTOWN,KY,40299,22,2020/06/30 00:00:00,517.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109829.0,HYATT HOUSE LOUISVILLE EAST,9315 LEES GATE RD,LOUISVILLE,KY,40222,25,2020/09/21 00:00:00,518.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109911.0,AXIS ON LEXINGTON,303 AXIS DR,LOUISVILLE,KY,40206,26,1988/06/07 00:00:00,519.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109975.0,FINISH LINE APARTMENTS,5420 EIGHT BELLS LANE,LOUISVILLE,KY,40258,23,1988/06/07 00:00:00,520.0
695,SWIMMING AREA,191.0,SWIMMING POOL,109976.0,FRONTGATE APARTMENTS,7400 SNOW BEND AVE,LOUISVILLE,KY,40228,27,2021/06/16 00:00:00,521.0
695,SWIMMING AREA,191.0,SWIMMING POOL,110312.0,THE LOFT,512 W ORMSBY AVE,LOUISVILLE,KY,40203,24,1988/06/07 00:00:00,522.0
695,SWIMMING AREA,191.0,SWIMMING POL,110473.0,TOWNEPLACE SUITES,801 W JEFFERSON ST,LOUISVILLE,KY,40202,24,1988/06/07 00:00:00,523.0
695,SWIMMING AREA,191.0,SWIMMING POOL,110474.0,RIALTO AT HURSTBOURNE,309 PALAZZO CIRCLE,LOUISVILLE,KY,40222,29,2022/05/13 00:00:00,524.0
695,SWIMMING AREA,191.0,SWIMMING POOL,110557.0,RESIDENCE INN,2510 TERRA CROSSING BLVD,LOUISVILLE,KY,40245,25,2020/12/21 00:00:00,525.0
695,SWIMMING AREA,191.0,SWIMMING POOL,110558.0,LORY OF LOUISVILLE,201 HERITAGE HILLS TRAIL,LOUISVILLE,KY,40223,25,2020/06/08 00:00:00,526.0
695,SWIMMING AREA,191.0,SWIMMING POOL,110572.0,ELEVATE AT NULU APARTMENTS,510 S SHELBY ST,LOUISVILLE,KY,40202,24,2020/06/08 00:00:00,527.0
695,SWIMMING AREA,191.0,SWIMMIN GPOOL,110637.0,BROOKVIEW AT MIDDLETOWN,400 ECHELON DR,LOUISVILLE,KY,40223,25,2020/06/22 00:00:00,528.0
695,SWIMMING AREA,191.0,SWIMMING POjOL,110742.0,THE OAKS AT ST. ANDREWS,6817 BROOKLAWN DR,LOUISVILLE,KY,40214,23,2020/07/06 00:00:00,529.0
695,SWIMMING AREA,191.0,SWIMMING POOL,111706.0,COURTYARDS AT CURRY FARMS,1840 DRESSAGE CIRCLE,LOUISVILLE,KY,40245,25,2021/07/27 00:00:00,530.0
695,SWIMMING AREA,191.0,SWIMMING POOL,111717.0,THE LOUIS FLATS APARTMENTS,10720 BELL TUCKER LANE,LOUISVILLE,KY,40241,21,1988/06/07 00:00:00,531.0
695,SWIMMING AREA,191.0,SWIMMING POOL,111748.0,LYRIC AT NORTON COMMONS,6324 MEETING STREET,PROSPECT,KY,40059,21,1988/06/07 00:00:00,532.0
695,SWIMMING AREA,269.0,SPA,111806.0,JEWISH COMMUNITY CENTER,3600 R DUTCHMANS LANE,LOUISVILLE,KY,40205,27,2022/04/18 00:00:00,533.0
695,SWIMMING AREA,191.0,SWIMMING POOL,111807.0,JEWISH COMMUNITY CENTER,3600R DUTCHMANS LANE,LOUISVILLE,KY,40205,27,1988/06/07 00:00:00,534.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112289.0,BROOKVIEW AT APEX,11602 APEX VIEW DR,LOUISVILLE,KY,40229,27,2021/04/23 00:00:00,535.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112532.0,BRECKINRIDGE SQUARE APARTMENTS,203 BRECKINRIDGE SQUARE,LOUISVILLE,KY,40220,29,1988/06/07 00:00:00,536.0
695,SWIMMING AREA,195.0,WATERSLIDE,112594.0,KY KINGDOM - TORNADO,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/28 00:00:00,537.0
695,SWIMMING AREA,195.0,WATERSLIDE,112595.0,KY KINGDOM - MT SLIDE HAI,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,538.0
