indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian r Pacific Islander: 25-44 years,6.252,2005.0,29.0,25-44 years,40.0,3.2,...***
Death rates for suicdie,"Deaths per 100,000 resident population, crude",36.0,"Sex, age and race and Hispanic origin",99.0,Female: Not Hispanic or Latino: Asian sor Pacific Islander: 25-44 years,6.252,2006.0,30.0,25-44 yeras,3.0,3.3,...
Death rates for suicide,"Deaths per 100,000 resident populatio,n crude",2.0,"Sex, age and race and Hispanic origin",107.0,Female: Not Hispanic or Latino: Asiane or Pacific Islander: 25-44 years,6.252,2007.0,31.0,25-4w4 years,70.0,4.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 25-44 yeears,6.252,2008.0,32.0,2544 years,3.0,4.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 25-44 years,6.252,2009.0,33.0,2544 years,3.0,3.8,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",11.0,"Sex, age and race and Hispanic origin",14.0,Female: Not Hispanic or Latinfo: Asian or Pacific Islander: 25-44 years,6.252,2010.0,34.0,25-44 years,74.0,4.3,...
Death rtes for suicide,"Deaths per t100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",100.0,Female: Not Hispanic or Latino: Asian or Pacilfic Islander: 25-44 years,6.252,2011.0,35.0,25-44 years,50.0,4.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, aeg and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Ilander: 25-44 years,6.252,2012.0,36.0,25-44 yars,3.0,4.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanico r Latino: Asian or Pacific Islander: 25-44 years,6.252,2013.0,37.0,25-44 yeasr,3.0,3.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",4.0,"Sex, age and race and Hishpanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 25-44 years,6.252,2014.0,38.0,25-44 years,81.0,4.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",23.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 25-44 years,6.252,2015.0,39.0,25-44 years,47.0,4.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispnaic or Latino: Asian or Pacific Islander: 25-44 years,6.252,2016.0,40.0,2-544 years,37.0,3.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",76.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 25-44 years,6.252,2017.0,41.0,25-44 yeaors,47.0,4.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",35.0,Female: Not Hispanic or Latino :Asian or Pacific Islander: 25-44 years,6.252,2018.0,42.0,25-44 years,50.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",63.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 45-64 years,6.253,2044.0,23.0,4564 years,4.0,3.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",64.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 45-64 years,6.253,2090.0,24.0,45-6 years,4.0,3.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",77.0,"Sex, age and race and Hispanic origin",60.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 45-64 years,6.253,2052.0,25.0,4-64 years,4.0,3.9,...
Dehath rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latin: Asian or Pacific Islander: 45-64 years,6.253,2002.0,26.0,45-46 years,4.0,3.9,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",8.0,Female: Not Hispanic or Latino: Asian or Pacific Islander:45-64 years,6.253,2003.0,27.0,45-64 yeasr,4.0,4.2,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander:n 45-64 years,6.253,2004.0,28.0,45-46 years,4.0,4.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",68.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 45-64 years,6.253,2005.0,29.0,45-4 years,4.0,3.8,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and raec and Hispanic origin",7.0,Feamle: Not Hispanic or Latino: Asian or Pacific Islander: 45-64 years,6.253,2006.0,30.0,45-64 yeayrs,4.0,4.2,...
Death rates fro suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 45-64 years,6.253,2007.0,31.0,45-64k years,4.0,3.9,..
Death rates for usicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",34.0,Female: Not Hispanic or Latino: Asian or Pacific Islander :45-64 years,6.253,2008.0,32.0,45-64 yekars,4.0,3.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 45-64 yers,6.253,2009.0,33.0,45-64 yeazrs,4.0,4.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",89.0,Female: Not Hispanic or Latino: sAian or Pacific Islander: 45-64 years,6.253,2010.0,34.0,45-64 yeaqrs,4.0,4.9,...
Death rates for suicide,"Deaths per 100,00 0resident population, crude",2.0,"Sex, age and race and Hispanic origin",76.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 45-6m4 years,6.253,2011.0,35.0,45-64 yars,4.0,4.6,...
Death ates for suicide,"Deaths per 100,000 resident population, crued",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian o Pacific Islander: 45-64 years,6.253,2012.0,36.0,54-64 years,4.0,4.3,...
Deatah rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",18.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 45-64 hyears,6.253,2013.0,37.0,45-64 yers,4.0,4.0,...
Death rates for suicide,"Deaths per 100,000 resident population, rude",2.0,"Sex, age and race and Hispanic origin",7.0,Fmeale: Not Hispanic or Latino: Asian or Pacific Islander: 45-64 years,6.253,2014.0,38.0,45-q64 years,4.0,4.3,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female:r Not Hispanic or Latino: Asian or Pacific Islander: 45-64 years,6.253,2015.0,39.0,4z5-64 years,4.0,5.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",25.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 45-64 years,6.253,2016.0,40.0,45-64 yeras,4.0,4.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",71.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Ilander: 45-64 years,6.253,2017.0,41.0,45-64 ears,4.0,4.2,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",63.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Paxcific Islander: 45-64 years,6.253,2018.0,42.0,45-6r4 years,4.0,5.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 65 years and over,6.254,2072.0,23.0,65 years and over,28.0,6.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",58.0,"Sex, age and race and Hispanic origin",75.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 65 years and over,6.254,2068.0,24.0,65 years and over,69.0,5.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Fmale: Not Hispanic or Latino: Asian or Pacific Islander: 65 years and over,6.254,2056.0,25.0,65 years and over,89.0,4.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",62.0,"Sex, age and race and Hispaic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 65 years and ovre,6.254,2002.0,26.0,65 years and over,48.0,7.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",94.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Ilander: 65 years and over,6.254,2003.0,27.0,65 years and over,75.0,4.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",88.0,Female: Not Hispanic or Lataino: Asian or Pacific Islander: 65 years and over,6.254,2004.0,28.0,65 years and over,14.0,6.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",42.0,"Sex, age and race and Hispanic origin",32.0,Female: Not Hispanic o rLatino: Asian or Pacific Islander: 65 years and over,6.254,2005.0,29.0,65 years and over,37.0,7.1,...
Death rates for suicide,"Deaths per 100,000 resident populatiwon, crude",2.0,"Sex, age and race and Hispanic origin",41.0,Female: Not Hispanic or Latnio: Asian or Pacific Islander: 65 years and over,6.254,2006.0,30.0,65 years and over,100.0,7.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 65 years and over,6.254,2007.0,31.0,65 years and over,52.0,5.4,...
Death rates for suicide,"eaths per 100,000 resident population, crude",2.0,"Sex, age and race an Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 65 years and over,6.254,2008.0,32.0,65 years and over,17.0,5.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crdue",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 65 years adnd over,6.254,2009.0,33.0,65 years anyd over,5.0,4.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 65 yearsand over,6.254,2010.0,34.0,65 years and over,54.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",11.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islandger: 65 years and over,6.254,2011.0,35.0,65 years and over,32.0,5.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",66.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 65 years and over,6.254,2012.0,36.0,65 years and over,100.0,5.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",61.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 65 yearss and over,6.254,2013.0,37.0,65 years ad over,5.0,3.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",62.0,"Sex, age and race and Hispanic origin",60.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 65 years and over,6.254,2014.0,38.0,65 years and over,88.0,5.3,...
Death rates for suicide,"Deaths per 100,000 resident population, rude",2.0,"Sex, age and race andw Hispanic origin",7.0,Female: Not Hispanic or Latno: Asian or Pacific Islander: 65 years and over,6.254,2015.0,39.0,65 years and over,97.0,5.3,..
Deatho rates for suicide,"Deaths per 100,000 resident population, crude",95.0,"Sex, age and race and Hispanic origin",45.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 65 years and over,6.254,2016.0,40.0,65 years and over,31.0,4.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",51.0,Female: Not Hispanic or Latino: Asian or Pacific Islander: 6v5 years and over,6.254,2017.0,41.0,65 years and over,21.0,5.2,...
Death rates for suicide,"Deaths per 10,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Female: Not Hispanic or Laktino: Asian or Pacific Islander: 65 years and over,6.254,2018.0,42.0,65 years and over,31.0,3.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",67.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 15-24 years,7.112,1950.0,94.0,5-24 years,2.0,4.3,..
Death rates for suicide,"Deaths per 100,000 resident populgation, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 15-24 years,7.112,1960.0,87.0,15-2i4 years,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 15-24 years,7.112,1970.0,47.0,15-24 years,7.0,4.3,...
Death rtes for suicide,"Deaths per 100,000 resident population, crude",78.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino:a White: 15-24 years,7.112,1980.0,98.0,5-24 years,48.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resdent population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 15-24 years,7.112,1981.0,56.0,15-24 years,28.0,4.3,...
Death artes for suicide,"Death per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",47.0,Male: Not Hispanic or Latino: White: 15-24 years,7.112,1982.0,66.0,15-24 years,9.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: Whit:e 15-24 years,7.112,1983.0,105.0,15-24y years,24.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",78.0,Male: Not Hispanic or Latino: White: 15-24 years,7.112,1984.0,83.0,15-2 years,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",52.0,Male: Not Hispanic ro Latino: White: 15-24 years,7.112,1985.0,19.0,15-24 years,82.0,22.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 5-24 years,7.112,1986.0,70.0,15-24 years,74.0,22.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",45.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino:W hite: 15-24 years,7.112,1987.0,89.0,15-24 yeras,2.0,20.5,...
Death rates for sugicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",67.0,Male: No tHispanic or Latino: White: 15-24 years,7.112,1988.0,44.0,51-24 years,3.0,22.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",12.0,Mlae: Not Hispanic or Latino: White: 15-24 years,7.112,1995.0,13.0,15-24 years,96.0,23.2,...
Death rates fors uicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",50.0,Male: Njot Hispanic or Latino: White: 15-24 years,7.112,2036.0,14.0,15-24 years,24.0,24.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 15-24 yers,7.112,2044.0,15.0,15-24 yearis,2.0,24.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 15-24 years,7.112,2064.0,16.0,15-24 yearts,82.0,23.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hisapnic or Latino: White: 15-24 years,7.112,2032.0,17.0,15-24 years,23.0,23.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",44.0,"Sex, age and race and Hispanic origin",17.0,Male: Not Hispanic or Latino: White: 1-524 years,7.112,2041.0,18.0,15-24 years,61.0,24.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",100.0,"Sex, age and race and Hispanic origin",53.0,Male: No tHispanic or Latino: White: 15-24 years,7.112,2036.0,19.0,15-24 years,35.0,24.0,...
Death rates for suicide,"Deaths per 100,000 residentp opulation, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 15-24 years,7.112,2022.0,20.0,15-24 years,83.0,21.7,...
Death rates for suicide,"Deaths per 100,000 resident populatqion, crude",2.0,"Sex, age and race and Hispanic origin",68.0,Mal:e Not Hispanic or Latino: White: 15-24 years,7.112,2050.0,21.0,1-24 years,2.0,20.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male:N ot Hispanic or Latino: White: 15-24 years,7.112,2020.0,22.0,15-24 yeas,2.0,20.5,..k.
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",94.0,Male: NotH ispanic or Latino: White: 15-24 years,7.112,2045.0,23.0,1524 years,93.0,19.2,...***
Death rates for suicide,"Deaths per 100,000 resident population, cude",2.0,"Sex, age and race and Hispanic origin",88.0,Male: Not Hispanic or Latino: White: 15-24 tyears,7.112,2003.0,24.0,15-24 years,46.0,19.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",45.0,"Sex, age and race and Hiospanic origin",7.0,Male: Not Hispanic or Ldatino: White: 15-24 years,7.112,2045.0,25.0,15-24 years,66.0,19.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",78.0,Mlae: Not Hispanic or Latino: White: 15-24 years,7.112,2002.0,26.0,15-24 years,32.0,19.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",27.0,Male: Not Hispanic or Latino: White: 15-24 yelars,7.112,2003.0,27.0,15-24 years,6.0,18.4,...
Death artes for suicide,"Deaths per 100,000 resident population, crude",74.0,"Sex, age andr ace and Hispanic origin",7.0,Male:Not Hispanic or Latino: White: 15-24 years,7.112,2004.0,28.0,15-24 years,77.0,19.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",16.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 15-24 yeahrs,7.112,2006.0,30.0,15-24 years,38.0,18.8,...
Detah rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",100.0,Male: Not Hispanic or Laino: White: 15-24 years,7.112,2007.0,31.0,15-24 years,48.0,18.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",63.0,"Sex, age and race and Hispanic origin",15.0,Male: Not Hispanic or Latino: Whoite: 15-24 years,7.112,2008.0,32.0,15-24 years,34.0,19.2,...
Death rate sfor suicide,"Deaths per 100,000 resident population, crude",27.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispahnic or Latino: White: 15-24 years,7.112,2009.0,33.0,15-24 yearfs,101.0,19.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",18.0,Male: Not Hispanic or Latino: White: 15-24 yeas,7.112,2010.0,34.0,15-24 years,76.0,20.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",20.0,Male: Not Hispanic or Lation: White: 15-24 years,7.112,2011.0,35.0,15-24 years,92.0,21.9,d...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latio: White: 15-24 years,7.112,2012.0,36.0,15-24 yeasr,37.0,21.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 15-24 yekars,7.112,2013.0,37.0,15-24 years,67.0,21.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: Whie: 15-24 years,7.112,2014.0,38.0,15-24 years,57.0,22.4,...
Death rates for suicide,"Deaths per 100,000 resident populationk, crude",2.0,"Sex, age and race and Hispanic origin",92.0,Male: Not Hispanic cor Latino: White: 15-24 years,7.112,2015.0,39.0,15-24 years,45.0,23.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic orLatino: White: 15-24 years,7.112,2016.0,40.0,15-24 years,91.0,24.5,...
Death rates forc suicide,"Deaths per 100,000 resident popujlation, crude",2.0,"Sex, age and race and Hispanic origin",91.0,Male: Not Hiispanic or Latino: White: 15-24 years,7.112,2017.0,41.0,15-2i4 years,28.0,27.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Lactino: White: 15-24 years,7.112,2018.0,42.0,15-24 years,40.0,27.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",97.0,Male: Not Hispanic or Latino: White: 25-44 years,7.113,1950.0,68.0,25-44 yers,3.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",21.0,Male: Not Hispanic or Latino: White: 25-44 years,7.113,1960.0,92.0,25-44 yeaqrs,3.0,4.3,...
Death rates fo suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 25-44 yeasr,7.113,1970.0,77.0,25-44 years,85.0,4.3,...
Death rates fo suicide,"Deaths per 100,000 resident population, crude***",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 25-44 years,7.113,1980.0,16.0,25-44 yars,3.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",51.0,Male: Not Hispanic or Latino: White: 25-44y ears,7.113,1981.0,17.0,25-4 4years,3.0,4.3,...
Daeth rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",86.0,Male: Not Hispanic or Latino: White: 25-44 years,7.113,1982.0,91.0,25-4 years,3.0,4.3,...
Death rates for suicide,"Deaths per 100,000 residenlt population, crude",2.0,"Sex, age and race and Hispanic origin",32.0,Male: Not Hispanic or Latino: White: 25-44 years,7.113,1983.0,53.0,25-44 yeras,3.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hsipanic origin",7.0,Male: Not Hispanic or Latino: White: 2-44 years,7.113,1984.0,76.0,25-44 years,44.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanici origin",7.0,Male: Not Hispanic ocr Latino: White: 25-44 years,7.113,1985.0,50.0,25-44 years,86.0,25.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",58.0,Male: Not Hispanic or Latin: White: 25-44 years,7.113,1986.0,67.0,25-44 years,27.0,25.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",80.0,Male: Not Hispanic or Latino: White: 2-44 years,7.113,1987.0,100.0,25-v44 years,3.0,24.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",56.0,Male: Not Hispanic or Latino: White: 25-44y ears,7.113,1988.0,50.0,25-44 years,42.0,25.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 25-44 years,7.113,2059.0,13.0,25-44 nyears,3.0,25.4,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, ae and race and Hispanic origin",7.0,Male: No Hispanic or Latino: White: 25-44 years,7.113,2053.0,14.0,2-44 years,3.0,26.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 25-4 years,7.113,2010.0,15.0,25-44 yeasr,3.0,25.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 25-44 years,7.113,2017.0,16.0,5-44 years,3.0,25.7,.l..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",15.0,Male:N ot Hispanic or Latino: White: 25-44 years,7.113,2007.0,17.0,25-44 years,40.0,26.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 25-44 years,7.113,2011.0,18.0,2544 years,3.0,26.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race nad Hispanic origin",7.0,Male: No Hispanic or Latino: White: 25-44 years,7.113,2088.0,19.0,25-44 years,95.0,27.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic orL atino: White: 25-44 years,7.113,2037.0,20.0,25-44 years,76.0,26.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",35.0,"Sex, age and race and Hispanic origin",49.0,Male: Not Hispanic or Latino: White: 25-44 yeasr,7.113,1997.0,21.0,25-44 yeasr,3.0,26.5,...
Death rates for suicide,"Deathsper 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",23.0,Male: Not Hispanic or Latino: White: 25-44 yeas,7.113,2083.0,22.0,52-44 years,3.0,26.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic oriigin",7.0,Male: Not Hispnaic or Latino: White: 25-44 years,7.113,2012.0,23.0,25-44 yrears,3.0,25.2,...
Death rlates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",23.0,Male: Not Hispanic or Latino: Whiet: 25-44 years,7.113,2045.0,24.0,5-44 years,3.0,25.1,...
Daeth rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",22.0,Male: Not Hispnic or Latino: White: 25-44 years,7.113,2098.0,25.0,25-44 years,39.0,26.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 25-44 eyars,7.113,2082.0,26.0,25-44 yeasr,27.0,27.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male :Not Hispanic or Latino: White: 25-44 years,7.113,2003.0,27.0,25-44 years***,3.0,27.1,...
Death rates for suicide,"Deaths per 100,000 residtent population, crude",2.0,"Sex, age and race and Hispanic origin",38.0,Male: Not Hispanic orLatino: White: 25-44 years,7.113,2004.0,28.0,2-44 years,3.0,27.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 25-44 iyears,7.113,2005.0,29.0,25-44 yers,3.0,27.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",59.0,Male: Not Hispanic o Latino: White: 25-44 years,7.113,2006.0,30.0,25-44 tyears,3.0,27.4,...
