OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MCDName,TotalStructures_072014,LikelyOccupied_072014,PotentiallyVacant_072014,LikelyVacant_072014,VeryLikelyVacant_072014,TotalStructures_112014,LikelyOccupied_112014,PotentiallyVacant_112014,LikelyVacant_112014,VeryLikelyVacant_112014,TotalStructures_052015,LikelyOccupied_052015,PotentiallyVacant_052015,LikelyVacant_052015,VeryLikelyVacant_052015,GlobalID,Shape_STArea__,Shape_STLength__
12770,26,163,518900,1008,261635189001008,Block 1008,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9b4fc465-e4ff-460e-84f0-42c9e5c083f4,31061.0062126414,989.560564902143
12771,26,163,985900,1018,261639859001018,Block 1018,Detroit,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,bb85b429-5e70-4dfe-a855-d83edbc9585e,445618.690991956,2783.24142192021
12772,26,163,505500,1049,261635055001049,Block 1049,Detroit,9,8,1,0,0,9,8,1,0,0,9,6,3,0,0,2e8dc210-1715-4c32-bb17-3067d6f5bd0a,278731.887129824,2446.18732607429
12773,26,163,503200,3000,261635032003000,Block 3000,Detroit,22,13,5,3,1,22,12,5,4,1,22,12,4,5,1,3ff046d3-c186-4986-92bb-67d7094920e4,199569.46653993,1871.58008029748
12774,26,163,501200,2000,261635012002000,Block 2000,Detroit,25,14,5,0,6,25,14,5,0,6,25,15,4,1,5,2884e122-765e-420e-be94-25a731ce7882,197769.202918441,1901.1705343111
12775,26,163,501200,2009,261635012002009,Block 2009,Detroit,29,18,4,4,3,29,17,5,4,3,29,17,5,5,2,eec06bc0-f68f-4fad-b6e6-095be31d4d4b,199868.397439202,1959.89628041515
12776,26,163,501200,1014,261635012001014,Block 1014,Detroit,4,1,2,1,0,4,1,1,2,0,4,0,2,2,0,d5020f91-d2d8-4604-ae72-04c141fdb89a,48447.8545926778,931.744403748669
12777,26,163,501300,5008,261635013005008,Block 5008,Detroit,10,6,0,1,3,10,6,0,1,3,10,6,0,1,3,1451df46-994c-4a4b-9c3f-efc2f951dd60,78272.7437334378,1119.1056733389
12778,26,163,501300,5026,261635013005026,Block 5026,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12a82d4e-7551-4bc2-bdca-506fb25207dc,20622.8280010598,707.052872697153
12779,26,163,501000,2006,261635010002006,Block 2006,Detroit,40,23,8,2,7,40,22,8,3,7,40,23,5,6,6,6192ad43-bddd-42a6-953c-74722ef286b5,308746.975267345,2434.31820396243
12780,26,163,501000,2008,261635010002008,Block 2008,Detroit,34,16,4,6,8,34,16,3,7,8,34,16,2,8,8,75263292-8bd5-4b94-8ee1-535a100adea2,250683.024639394,2157.46482716416
12781,26,163,500900,1008,261635009001008,Block 1008,Detroit,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,713a6d0b-d8d1-440e-bd55-9f8a8ef0e225,222093.090828557,2079.28949990589
12782,26,163,501300,5024,261635013005024,Block 5024,Detroit,28,13,5,9,1,28,13,5,9,1,28,16,4,7,1,5b49a1c6-2138-43c9-ad6e-5707294b0ac2,179309.543867683,1821.67843943313
12783,26,163,501300,5002,261635013005002,Block 5002,Detroit,27,18,1,4,4,27,17,4,2,4,27,20,1,3,3,eb216445-87d2-4784-a19b-e19574491b45,179548.150906914,1822.79154481373
12784,26,163,501400,3011,261635014003011,Block 3011,Detroit,29,16,4,4,5,29,16,5,3,5,30,19,4,3,4,2e8b98f6-9207-4aab-93bd-624b9ff21bd6,196255.33881848,1915.0837859421
12785,26,163,501300,1006,261635013001006,Block 1006,Detroit,12,6,3,0,3,12,6,3,0,3,12,7,2,0,3,f2bdf849-9303-4143-86ad-2b1a27d5a37f,130018.293131049,1461.16871900707
12786,26,163,501300,1015,261635013001015,Block 1015,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c96b457f-9498-4284-8b80-077c85fd6c8a,12874.6946903267,494.669005453031
12787,26,163,501300,2003,261635013002003,Block 2003,Detroit,11,2,0,1,8,11,2,0,1,8,11,2,0,1,8,17fc00e8-dfa6-4476-9eea-4180722b61d5,111807.719524635,1659.59477376476
12788,26,163,501300,2004,261635013002004,Block 2004,Detroit,7,1,2,1,3,7,1,2,1,3,7,1,2,1,3,20fad56a-f8b3-47d1-897c-914d25512fa3,99323.2510219333,1258.89858868313
12789,26,163,512400,1000,261635124001000,Block 1000,Detroit,20,14,3,1,2,20,13,4,1,2,20,14,3,1,2,ed27bb23-095e-41da-bf95-0679a06fc30f,155850.095942088,1775.83049380543
12790,26,163,526200,1011,261635262001011,Block 1011,Detroit,25,22,3,0,0,25,22,3,0,0,25,22,2,1,0,767019f7-6aa7-485a-a5e5-636a210c84ee,170047.983329819,1811.59404549621
12791,26,163,526200,3005,261635262003005,Block 3005,Detroit,28,25,2,0,1,28,25,2,0,1,28,23,4,0,1,76a849e4-3c89-4ed7-a662-ef177f390a14,435111.482690493,5237.00653748048
12792,26,163,526200,3003,261635262003003,Block 3003,Detroit,39,28,3,4,4,39,27,3,5,4,39,28,4,3,4,bf3755e5-2178-484b-9c05-00c3657fb151,238740.832673825,2335.17937848844
12793,26,163,526300,1008,261635263001008,Block 1008,Detroit,30,20,5,2,3,30,21,4,2,3,30,20,4,3,3,3b979066-8c9b-45cc-ac0f-87c2dd689a24,162022.664966717,1776.59563564078
12794,26,163,526000,2001,261635260002001,Block 2001,Detroit,22,15,3,2,2,22,14,4,2,2,22,14,1,6,1,0ea7b879-d374-41ae-af35-fcf53faf60d3,180052.115244911,1940.29221223346
12795,26,163,512100,2016,261635121002016,Block 2016,Detroit,23,17,1,2,3,23,18,0,1,4,23,18,1,2,2,fbee3652-09c3-40b5-81ce-9275d2856f13,175728.826702519,1812.304144848
12796,26,163,501100,3003,261635011003003,Block 3003,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f7e67766-b3ba-45ec-8bd9-dc027a0b5dd6,54910.1292913807,1665.10976168583
12797,26,163,512100,2000,261635121002000,Block 2000,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289f4639-bd44-46e1-bb30-7aeaa02c962f,34858.7790675095,2088.47927354286
12798,26,163,501400,1015,261635014001015,Block 1015,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cf2f6683-3a76-4925-934a-b99bbffe091c,22264.7295749716,750.21930456358
12799,26,163,501400,1004,261635014001004,Block 1004,Detroit,27,21,3,1,2,27,21,3,1,2,27,21,2,2,2,6bc3bc93-bf3b-4e39-b909-be439459197d,187125.539711849,1846.18444215016
12800,26,163,501400,3017,261635014003017,Block 3017,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610255c1-ccff-444b-bba5-3f00fd5c4321,24345.5282044857,806.362780939761
12801,26,163,501300,5016,261635013005016,Block 5016,Detroit,17,11,2,1,3,17,11,2,1,3,17,11,2,0,4,e498dc46-a68f-414c-bad7-6100277b5338,174377.133626374,1805.7194806098
12802,26,163,501800,2011,261635018002011,Block 2011,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b88ddbdf-12b1-45fc-838c-8018e07dd304,22398.2966833866,756.12420915534
12803,26,163,501800,2016,261635018002016,Block 2016,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1c9fdd03-9d10-42b8-a8de-1f231365e50d,31796.0736327419,1012.63035093781
12804,26,163,506800,3022,261635068003022,Block 3022,Detroit,32,26,5,0,1,32,24,7,0,1,32,25,3,3,1,812b0d49-f610-47ea-a2bc-abfb1c60a0a8,225460.794754743,2172.8846834306
12805,26,163,506100,2005,261635061002005,Block 2005,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,5807e124-0d95-43c4-b0e9-3e4187af0d6b,660924.189359101,4544.82878483889
12806,26,163,506200,2010,261635062002010,Block 2010,Detroit,35,21,4,1,9,35,21,4,1,9,35,23,0,3,9,81481918-d8cd-40eb-becf-e590f1b7b136,234858.906149088,2221.64466130063
12807,26,163,506200,2007,261635062002007,Block 2007,Detroit,22,17,1,2,2,22,17,1,2,2,23,17,2,2,2,c7b1c69f-7c31-4821-a24c-6d8902f2a46b,269641.910029086,2315.49581636417
12808,26,163,506200,1003,261635062001003,Block 1003,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acb71884-6ec5-4633-937b-969adb4162bc,13101.4288137223,499.511634301691
12809,26,163,551600,1010,261635516001010,Block 1010,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19ba21e7-2429-46f1-a98e-82e4706791a1,23009.3588775721,623.905642409389
12810,26,163,546300,2027,261635463002027,Block 2027,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d8143421-231f-4632-b5eb-086889ee6fa4,52499.296985836,1851.36781748795
12811,26,163,545400,1006,261635454001006,Block 1006,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12ca1f30-5c9a-43d6-ab12-1ea67413d093,134335.61549677,5369.45325098204
12812,26,163,535600,4012,261635356004012,Block 4012,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653e748-7f03-46a3-8cb4-28468929de2c,32814.202561338,1624.84844412707
12813,26,163,535600,4032,261635356004032,Block 4032,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b2f2defd-dccd-46bb-ac68-f2ff2b9a2429,23902.721059994,755.390824772024
12814,26,163,533500,1013,261635335001013,Block 1013,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39ce004a-52f2-4758-85a5-4b2df2207fad,4076.53796030829,277.751192683182
12815,26,163,534500,2009,261635345002009,Block 2009,Detroit,18,17,1,0,0,18,17,1,0,0,18,17,0,1,0,e8a6fead-5500-431b-8b67-ceb294e64215,911653.615499595,5961.49305806258
12816,26,163,536600,4018,261635366004018,Block 4018,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5b301a73-101e-45db-950b-b9b3563ea985,59650.3772530913,2706.29147812164
12817,26,163,542600,3014,261635426003014,Block 3014,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a41f4589-d9dd-4508-9928-d73e036a2eca,101699.266262609,4222.02377927448
12818,26,163,537300,2019,261635373002019,Block 2019,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e8612f00-fbea-4381-90e3-63f0cc3bd1e9,70658.964331048,2166.49315548361
12819,26,163,536600,2013,261635366002013,Block 2013,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a645c68a-bba3-4926-8364-ef874fc3da81,175961.471016381,5276.74649158385
12820,26,163,533400,4017,261635334004017,Block 4017,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83afb223-dc8e-4b34-9735-986f72871b07,3656.25939542116,291.250843680798
12821,26,163,530800,1013,261635308001013,Block 1013,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09b5e927-8393-4ad5-9583-865b0cf93bff,111503.95241156,2940.49617119593
12822,26,163,530800,2018,261635308002018,Block 2018,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52fe0db2-6082-4731-9e51-e71e6ef3d92a,35107.0490512009,843.465153674001
12823,26,163,527200,1002,261635272001002,Block 1002,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2b7e63e9-33f7-473f-a038-0ecfc7bfe99a,5293.47103615321,624.26256965533
12824,26,163,533400,2025,261635334002025,Block 2025,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,50edd01d-c96f-4448-809c-55d605bc9892,92956.5693216769,1283.6203847801
12825,26,163,535500,2010,261635355002010,Block 2010,Detroit,34,19,4,3,8,34,20,3,1,10,35,16,4,6,9,fa86ae17-481b-4a35-8450-4bfa3665dd98,247856.058220406,2300.11258202667
12826,26,163,535500,1003,261635355001003,Block 1003,Detroit,38,29,3,3,3,38,30,2,3,3,38,30,3,3,2,d7896f12-8292-45f0-bd09-999647d0fa29,245641.962703919,2291.60351862323
12827,26,163,535500,3005,261635355003005,Block 3005,Detroit,37,25,2,3,7,37,24,3,3,7,37,24,2,3,8,1eb6ac22-bc36-4530-b05c-f36fb9b421e7,234550.885577641,2266.64928557316
12828,26,163,535500,1009,261635355001009,Block 1009,Detroit,36,25,5,1,5,36,25,3,3,5,36,24,6,1,5,208df001-3bd7-4b19-9f64-2810c5291570,263204.041298552,2414.11547256743
12829,26,163,535500,3007,261635355003007,Block 3007,Detroit,29,18,3,3,5,29,18,3,3,5,29,21,2,3,3,4fb5f09a-db25-4c8c-8e85-e2ef829203b5,256234.056442729,2402.06334308869
12830,26,163,535500,2004,261635355002004,Block 2004,Detroit,29,14,2,3,10,29,14,1,5,9,29,14,3,3,9,0f316188-1adb-4c1f-bd2a-845a04ceb1a0,285678.475012138,2388.36399324859
12831,26,163,535500,3009,261635355003009,Block 3009,Detroit,31,26,2,1,2,31,26,2,1,2,31,24,3,2,2,c7b5c28e-e278-4ee9-8426-76e96f3e6817,297380.910320062,2493.16233254455
12832,26,163,535600,1002,261635356001002,Block 1002,Detroit,31,28,2,0,1,31,27,3,0,1,31,30,0,0,1,8bc8033c-d529-4a85-86f8-bce6561123ce,302739.282745898,2455.76419305647
12833,26,163,535600,1005,261635356001005,Block 1005,Detroit,40,36,1,2,1,40,34,3,1,2,40,35,3,1,1,e04eb243-5a56-4da0-9aa6-423f1733363e,269770.882269257,2399.70669445418
12834,26,163,535000,2013,261635350002013,Block 2013,Detroit,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,9859f941-09dd-46f3-bb6c-f9b2856d6acf,266314.119907302,2291.93741652647
12835,26,163,535000,2012,261635350002012,Block 2012,Detroit,50,36,10,0,4,50,35,9,2,4,50,35,7,4,4,1b34faf2-bd04-48cc-ac45-ace692f8b877,329910.827977803,2690.23344564428
12836,26,163,537200,1012,261635372001012,Block 1012,Detroit,19,12,0,1,6,19,11,1,2,5,19,11,1,2,5,f1bd9c2e-1403-4a7f-a6f2-a86c58dcbd7b,195303.818699964,1911.07276156754
12837,26,163,537200,1009,261635372001009,Block 1009,Detroit,11,2,2,0,7,11,2,2,0,7,12,1,3,0,8,0988d320-238a-4f43-8cf6-85bc19c47caf,147395.216519721,1587.61171376683
12838,26,163,534700,4022,261635347004022,Block 4022,Detroit,11,8,1,1,1,11,8,0,2,1,11,8,0,1,2,20a785d4-49aa-49e6-bafb-e93ab3fe41f5,136822.944254633,1634.85183125388
12839,26,163,522100,1026,261635221001026,Block 1026,Detroit,15,10,3,1,1,15,10,3,1,1,15,10,3,1,1,4a294c44-d4ca-47ca-acc9-0dbdc3e901ec,241890.920381782,2200.76869485791
12840,26,163,540200,6010,261635402006010,Block 6010,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8418765a-fbcf-4555-bbd7-df34993bf7d9,124610.951717109,2821.21747491661
12841,26,163,540700,2002,261635407002002,Block 2002,Detroit,15,10,4,1,0,15,10,4,1,0,15,11,1,3,0,ef0d37de-49d4-43b6-b63b-88a6b8bb4dc4,127038.839753658,1708.38258088101
12842,26,163,540200,6009,261635402006009,Block 6009,Detroit,12,6,3,0,3,12,6,3,0,3,12,8,1,0,3,5467dcd1-a454-47c6-ac75-2104bc143556,107491.239418192,1650.58298583732
12843,26,163,540200,6011,261635402006011,Block 6011,Detroit,9,7,1,0,1,9,7,1,0,1,9,7,1,0,1,5eac3ab9-bafe-4b21-ac2e-07b83a968e37,108214.034579761,1648.01676013582
12844,26,163,537800,3003,261635378003003,Block 3003,Detroit,37,17,5,7,8,37,16,7,5,9,37,15,8,9,5,645dff5c-9861-4057-9068-f322de962f85,387305.415118063,3138.01208789904
12845,26,163,537100,3005,261635371003005,Block 3005,Detroit,25,15,2,4,4,25,13,4,5,3,25,13,3,6,3,c2eaad41-f14e-41a0-bb00-17b5c3043548,232573.864904934,2178.4415250065
12846,26,163,537100,1004,261635371001004,Block 1004,Detroit,19,10,3,1,5,19,10,3,1,5,19,10,3,1,5,eb1966d8-02d8-4a1c-b572-6078efcc5a5c,256017.685925235,2345.78584381677
12847,26,163,539300,4009,261635393004009,Block 4009,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06880c9e-cd9c-4c2b-a1bb-3a844b7c489a,21712.6289746089,734.704919341238
12848,26,163,539300,4007,261635393004007,Block 4007,Detroit,26,21,2,1,2,26,21,2,1,2,26,21,1,2,2,687ffe13-88af-490a-a366-6d07b91b1f74,182198.484466194,1825.52627432665
12849,26,163,539300,4017,261635393004017,Block 4017,Detroit,26,21,2,2,1,26,20,2,4,0,25,23,0,2,0,8761532f-d836-4328-902e-5c2c292dcc69,189732.48515395,1871.07606168391
12850,26,163,511200,1022,261635112001022,Block 1022,Detroit,13,5,1,3,4,13,5,1,2,5,13,5,1,3,4,70cfe710-f623-486c-9d48-dc2f05c2c33a,208321.179111335,1962.28111032109
12851,26,163,985100,1043,261639851001043,Block 1043,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bb4b3088-46d9-4a10-ada5-6a0657c8e97b,286812.726355426,6213.40938337877
12852,26,163,511200,1012,261635112001012,Block 1012,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d85ce138-62ee-4de9-b194-c764d053c286,114596.153852191,3045.8227973952
12853,26,163,511200,1007,261635112001007,Block 1007,Detroit,3,2,0,0,1,3,2,0,0,1,3,2,1,0,0,91301f5e-17c9-4115-9146-58e01b429bde,94831.9795309483,1235.79057359038
12854,26,163,511200,1040,261635112001040,Block 1040,Detroit,12,5,1,0,6,12,4,0,2,6,12,3,0,2,7,570a4f7a-f863-46c2-bad3-c7b73e8250d3,161296.151234679,1648.7143702226
12855,26,163,511200,1029,261635112001029,Block 1029,Detroit,16,9,1,1,5,16,9,1,2,4,16,9,1,2,4,38b5cd7b-12d6-48a7-a616-64076acf3931,228450.363464567,2052.12049923558
12856,26,163,511900,1024,261635119001024,Block 1024,Detroit,1,1,0,0,0,1,1,0,0,0,2,1,0,0,1,a706ce17-47d3-4647-b36b-e3474ff5c7b8,158510.99402455,1597.51461506542
12857,26,163,511900,1031,261635119001031,Block 1031,Detroit,2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,1562ec04-38ab-4b57-971d-57b0404d6112,120135.868084387,1772.65426033609
12858,26,163,511200,1061,261635112001061,Block 1061,Detroit,12,8,2,2,0,12,8,2,2,0,12,7,2,2,1,5167d650-7188-44cf-aebc-30c3e1b9ca67,218780.389281107,1879.38002245347
12859,26,163,522000,1019,261635220001019,Block 1019,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cbc84083-1e64-4258-aede-3017d68372d5,77883.7404532443,2007.16549252544
12860,26,163,522000,1023,261635220001023,Block 1023,Detroit,10,4,0,1,5,10,4,0,1,5,10,4,0,1,5,4ea53a06-2bfa-46a4-8bd2-03202c9d74b9,103754.901909901,1297.46842820261
12861,26,163,531700,2026,261635317002026,Block 2026,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,ef33db7c-c8c9-40d4-8c3d-0f0d25e66e32,228140.812503606,2238.99344709888
12862,26,163,510600,2007,261635106002007,Block 2007,Detroit,55,51,3,1,0,55,51,3,1,0,55,52,2,1,0,a1987e0f-db1c-4f29-8a8e-d6db27fe0d53,282960.711684647,2549.24970656768
12863,26,163,510600,3009,261635106003009,Block 3009,Detroit,47,42,4,1,0,47,42,3,2,0,47,39,6,2,0,03e91002-57e6-48bc-8e38-ec0ff037cae7,206236.533921242,2075.88861578359
12864,26,163,510600,2006,261635106002006,Block 2006,Detroit,53,50,1,1,1,53,50,1,1,1,53,51,1,0,1,38603793-aea1-47d5-bdcb-c3b72eb5b407,264558.742054886,2512.30952320051
12865,26,163,511300,1005,261635113001005,Block 1005,Detroit,11,7,0,2,2,11,6,1,1,3,11,6,1,1,3,65f4eb70-fb2e-4ad1-8fc5-5de18b65a24b,173532.060307329,1825.95047981583
12866,26,163,511300,1007,261635113001007,Block 1007,Detroit,15,3,2,1,9,15,3,2,1,9,15,4,2,0,9,df210867-75d9-423a-b00d-63f173e3a72f,171658.797545665,1817.14845462978
12867,26,163,511300,1017,261635113001017,Block 1017,Detroit,26,19,2,3,2,26,20,1,2,3,26,19,2,1,4,ae47934d-54ce-4522-824a-0ec1fcfef371,212856.72059163,2124.01386297122
12868,26,163,503500,2001,261635035002001,Block 2001,Detroit,28,15,5,1,7,28,15,5,0,8,28,16,3,2,7,1856f120-fcb8-4cb4-8a91-33b18cc47029,196507.918730646,1913.20579475649
12869,26,163,503500,2000,261635035002000,Block 2000,Detroit,14,4,1,3,6,14,4,1,3,6,14,4,1,4,5,a7fd894d-1603-462c-92d1-7c866071536a,126397.224276046,1473.63203324018
12870,26,163,540400,2008,261635404002008,Block 2008,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937ca59f-c674-45d1-a049-cd3b8ba7954c,21550.0655802627,729.346015965832
12871,26,163,540400,3005,261635404003005,Block 3005,Detroit,24,19,2,2,1,24,19,1,3,1,24,20,2,1,1,c88ca657-fd72-4264-9c0c-ed77c13ba0ca,174347.664209956,1782.19458680767
12872,26,163,539500,1015,261635395001015,Block 1015,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ae107889-9367-4d52-8f7f-40014d4a6b84,23511.882294572,785.99723765853
12873,26,163,507800,2003,261635078002003,Block 2003,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02686928-fc9c-4753-9bc5-ddbccbc7a8aa,162730.847447603,4437.49079431943
12874,26,163,521900,3047,261635219003047,Block 3047,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f50745b4-5fe8-4c64-9047-d5a3a7f0c73a,316140.804545544,2638.55060874346
12875,26,163,521900,3014,261635219003014,Block 3014,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96cad5b2-4039-466c-b70f-4b0a6dd2a935,91434.9761711831,1256.53632211101
12876,26,163,521900,3045,261635219003045,Block 3045,Detroit,4,2,0,1,1,4,2,0,1,1,4,2,0,1,1,b3d5e97c-5e7e-4ac2-b414-7ef65190ca1a,165122.459349208,1630.89962827302
12877,26,163,521900,3049,261635219003049,Block 3049,Detroit,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,ea7ce057-d923-4c29-ac2c-b54d58d6299b,77223.3202350353,1105.40810395779
12878,26,163,522000,1014,261635220001014,Block 1014,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a1f6e278-f866-4ad6-8ffc-eb74c37a6612,143556.286129807,1484.06091539449
12879,26,163,521900,3046,261635219003046,Block 3046,Detroit,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,92e7bd67-9728-456a-a1d4-d0509ce0f5f8,167827.462609853,1640.72276158483
12880,26,163,521900,3030,261635219003030,Block 3030,Detroit,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,758fc919-80f2-4b10-baa2-11f915aa7908,94614.5441202325,1244.44332702663
12881,26,163,521900,3028,261635219003028,Block 3028,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,843cf9a8-734e-4769-b798-93f5236fb00d,93896.1176401201,1235.70948503713
12882,26,163,522400,1009,261635224001009,Block 1009,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2f1d685e-66be-4792-beb4-14d0cd2e4efb,157986.177527926,1740.89500976678
12883,26,163,521900,3000,261635219003000,Block 3000,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6d18602b-06c6-4df6-8e7f-eb72ae839881,86080.0272443686,2107.90719877208
12884,26,163,522400,2018,261635224002018,Block 2018,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fc6d3aef-ed67-4273-94ac-b97773f73b1f,30367.714191835,1359.48812952673
12885,26,163,533900,3034,261635339003034,Block 3034,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98fd020d-a568-4ae9-b17b-1b9837f8669e,61243.2718503801,1442.81028227137
12886,26,163,532600,1009,261635326001009,Block 1009,Detroit,25,13,3,4,5,25,13,3,4,5,25,12,4,5,4,2c3f61b5-7c8d-4e62-9285-584f28c57970,290945.907646444,2314.57627761479
12887,26,163,533900,3056,261635339003056,Block 3056,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8cfdcfc9-8fa1-40a5-9e36-2f22770ea84c,45573.925300968,1519.41544494498
12888,26,163,520200,2006,261635202002006,Block 2006,Detroit,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,aac433fa-51bc-44e3-a307-b5bb604a3688,2140879.83767496,6600.73734195072
12889,26,163,526000,1007,261635260001007,Block 1007,Detroit,26,22,2,1,1,26,22,2,1,1,26,22,2,1,1,9bd99b25-5220-4abf-8cc5-22f8a32394b6,172207.751805791,1842.76058070949
12890,26,163,516500,1000,261635165001000,Block 1000,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc5c132-68d9-4a1c-82b1-d058cdff21cd,70693.2134895182,1948.44567179969
12891,26,163,533000,1009,261635330001009,Block 1009,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d4dd8e1c-cdd8-495c-8006-9870cfd1b82c,19387.2982751853,800.21881436065
12892,26,163,511400,1008,261635114001008,Block 1008,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4be58a4f-7669-4e24-a9d7-0dae3901d2b5,7770.27273147066,405.715589598749
12893,26,163,510600,1017,261635106001017,Block 1017,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05a79604-99be-4e70-ae3e-ecc3077a1220,32424.83701441,765.940693061268
12894,26,163,505200,2014,261635052002014,Block 2014,Detroit,5,3,0,2,0,5,3,0,1,1,5,2,2,0,1,804bbe0c-42f8-4a34-901c-a73fc4291ec9,177526.190047891,1778.14636743138
12895,26,163,504400,2017,261635044002017,Block 2017,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8faa6e8f-96a6-4467-b382-a58dfff031ea,81372.6224960575,1547.6230018096
12896,26,163,539300,4010,261635393004010,Block 4010,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5731dd42-ed7d-4f0c-ba91-22206616ce5c,21982.3423212904,737.797880294054
12897,26,163,539300,4011,261635393004011,Block 4011,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8a1531e4-89d4-46c8-a9dd-ac3f8c01f48a,20302.3715888176,702.835818633552
12898,26,163,539300,1026,261635393001026,Block 1026,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e99c2f6-38af-4324-b299-b65a52e7ace1,23804.0814558817,791.457773411716
12899,26,163,538900,4002,261635389004002,Block 4002,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,de522d40-33db-43c0-aa64-099501c3c8a0,24149.3873231737,800.758407582047
12900,26,163,510400,2010,261635104002010,Block 2010,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,468dc790-30f2-4abd-8f6c-758a4c30769d,373747.241977955,3427.06510549326
12901,26,163,510400,3019,261635104003019,Block 3019,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bd1a6701-c038-416a-990c-959d73dec007,5963.93682847382,526.744791519491
12902,26,163,510400,2006,261635104002006,Block 2006,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03ba1fb1-7a70-41d0-9622-14a8495da4c2,17646.8571789163,849.679967005046
12903,26,163,510400,2004,261635104002004,Block 2004,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4a43f409-2bd7-40b3-8a6c-4f0d95c06ddf,27262.4928232815,1083.55635077693
