yearvalue,statevalue,county,hai,facilityid,facilityname,hospitalcategoryriskadjustment,facilitytype,infectionsreported,infectionspredicted,patientdays
2020H1,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.13,6123
2020H1,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0.34,9548
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000009.0,Healdsburg Hospital,Critical Access Hospital,Critical Access,0,0.02,1065
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,0,1.18,19689
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000040.0,Petaluma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.28,5251
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268.0,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",3,1.93,29111
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268.0,"Providence Santa Rosa Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1718
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.02,1398
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000007.0,Sutter Santa Rosa Regional Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.84,15358
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000129.0,Central Valley Specialty Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,0,0.28,2109
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",7,4.29,51596
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0.61,17950
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016419.0,Encompass Health Rehabilitation Hospital of Modesto,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.11,5866
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011683.0,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",2,0.87,21813
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",2,2.22,45598
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000131.0,Oak Valley Hospital District,Acute Care Hospital,"Community, <125 Beds",0,0.04,1232
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001661.0,Stanislaus Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.0,254
2020H1,California,Sutter,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011844.0,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",0,0.01,486
2020H1,California,Tehama,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,0,0.14,4726
2020H1,California,Trinity,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000022.0,Trinity Hospital,Critical Access Hospital,Critical Access,0,0.02,990
2020H1,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444.0,"Kaweah Delta Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.01,634
2020H1,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001874.0,Porterville Developmental Center,Acute Care Hospital,"Community, <125 Beds",0,0.0,97
2020H1,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001464.0,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0.35,9943
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000455.0,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",0,0.32,11313
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000014.0,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,0,2.52,25709
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000020.0,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",1,1.94,33174
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000553.0,"Los Robles Hospital & Medical Center, East Campus",Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.12,6381
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000023.0,Ojai Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.01,359
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000026.0,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.29,7457
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000035.0,St Johns Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0.99,20853
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000035.0,"St Johns Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,2917
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50001468.0,Thousand Oaks Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.01,728
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000039.0,Ventura County Medical Center,Acute Care Hospital,Major Teaching,0,0.79,15842
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630010957.0,"Ventura County Medical Center, Santa Paula Hospital",Acute Care Hospital,Major Teaching,0,0.08,1988
2020H1,California,Yolo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000149.0,Sutter Davis Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.21,6622
2020H1,California,Yolo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000146.0,Woodland Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.19,5849
2020H1,California,Yuba,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000261.0,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",1,1.15,29788
