yearvalue,statevalue,county,hai,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,infectionsreported,infectionspredicted(double precision),patientdays(long)
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000146.0,O'Connor Hospital,Acute Care Hospital,Major Teachign,2,1.19,19506
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000133.0,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",0,2.62,35100
2020H1,Californai,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,4,4.41,46784
2020H1,California,Santa Clara,Methicillin-Resisotant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000149.0,"Santa Clara Valley Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.14,7593
2020H1,California,anta Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000635.0,St. Louise Regional Hospital,Acutse Care Hospital,"Community, <125 Beds",0,0.18,5153
2020H1,California,SantaClara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,6,4.97,74416
2020H1,California,Santa Curz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000139.0,Dominican Hospital,Acute sCare Hospital,"Community, 125-250 Beds",0,1.43,20222
2020H1,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000139.0,"Dominican Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitatio Unit,0,0.06,3171
2020H1,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000959.0,Sutter Maternity & Surgery Center of Santa Cruz,Acutxe Care Hospital,"Community, <125 Beds",0,0.04,2290
2020H1,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000155.0,Watsofnville Community Hospital,Acute Cre Hospital,"Community, <125 Beds",0,0.1,5858
0220H1,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000009.0,Mayers Memorial Hospital,Critial Access Hospital,Critical Access,o0,0.01,553
20x20H1,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000010.0,Mercy Medical Center Redding,Acute Care kHospital,"Community, >250 Beds",1,2.22,28273
2020H1,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000444.0,Patients' Hospital of Redding,AcuteC are Hospital,"Community, <125 Beds",0,0.0,201
202H01,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000016.0,Shasta Regional Medical Center,Acute aCre Hospital,"Community, 125-250 Beds",,0.67,13230
2020H1,California,Shasat,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection s(MRSA BSI),230000422.0,Vibra Hospital of Northern California,Long-Term Acute Care Hospital,Long-Term Acute Care,0,0.73,6273
2020H1,California,Siskiyou,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000019.0,Fairchild Medical Center,Critical Access Hospital,Critical Access,0,0.04,2058
2020H1,California,Siskiyou,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000012.0,Mercy Medical Center Mt. Shasta,Critical Acecss Hospital,Critical Access,0,0.03,1292
2020Hz1,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Acute Care Hospital,Major Teaching,2,1.13,18848
2020H1,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo, Rehabilitation Unit",Reahbilitation Hospital or Unit,Rehabilitation Unit,0,0.14,7206
2020H1,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012364.0,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,0,0.77,15617
2020H1,California,Solanho,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectinos (MRSA BSI),110000010.0,Northbay Medical Center,Acute Care ospital,"Community, 125-250 Beds",0,0.67,17428
2020H1,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000378.0,Northbay Vacavalley Hospital,Acute Care Hosital,"Community, <125 Beds",0,0.13,6123
2020H1,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000068.0,Sutter Solano Medical Center,Acute Cre Hospital,"Community, <125 Beds",1,0.34,9548
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000009.0,Healdsburg Hospital,Critiacl Access Hospital,Critical Access,0,0.02,1065
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,0,1.18,19689
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000040.0,Petaluma Valley Hospital,Accute Care Hospital,"Community, <125 Beds",0,0.28,5251
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268.0,Providence Santa Rosa Memorial Hospital,Acute Caere Hospital,"Community, >250 Beds",3,1.93,29111
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268.0,"Providence Santa Rosa Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1718
220H1,California,Sonomda,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000056.0,Sonoma Valley Hospital,Acute fCare Hospital,"Community, <125 Beds",0,0.02,1398
2020H1,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000007.0,Sutter Santa Rosa Regional Hospital,Acute Care Hogspital,"Community, <125 Beds",1,0.84,15358
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000129.0,Central Valley Specialty Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,0,0.28,2109
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000122.0,Doctors Medical Center,Aucte Care Hospital,"Community, >250 Beds",7,4.29,51596
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000125.0,Emanuel Medical Center,Acute Care Hospial,"Community, 125-250 Beds",2,0.61,17950
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016419.0,Encompass Health Rehabilitation Hospital of Modesto,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.11,5866
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (RSA BSI),630011683.0,"Kaiser Foundation Hospital, Modesto",Acutne Care Hospital,"Community, 125-250 Beds",2,0.87,21813
2020H1,Califorunia,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000123.0,Memorial Medical Center,Acuteo Care Hospital,"Community, >250 Beds",2,2.22,45598
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000131.0,Oak Valley Hospita District,Acvute Care Hospital,"Community, <125 Beds",0,0.04,1232
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001661.0,Stanislaus nSurgical Hospital,Acute Cre Hospital,"Community, <125 Beds",,0.0,254
2020H1,California,Sutter,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011844.0,"Sutter Surgical Hospital, North Valley",Acute Cae Hospital,"Community, <125 Beds",0,0.01,486
2020H1,Californai,Tehama,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,0,0.14,4726
2020H1,California,rinity,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000022.0,Trinity Hopsital,Critical Acces Hospital,Critical Access,0,0.02,990
2020vH1,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444.0,"Kaweah Delta Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.01,634
2020H1,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001874.0,Porterville Developemntal Center,Acute Care Hsopital,"Community, <125 Beds",0,0.0,97
2002H1,California,Tqulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001464.0,Sierra View Medtical Center,Acute Care ospital,"Community, 125-250 Beds",2,0.35,9943
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000455.0,Adventist Health Simi Valley,Acwute Care Hospital,"Community, 125-250 Beds",***,0.32,11313
020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000014.0,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,0,2.52,25709
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000020.0,Los Robles Hospital & Medical Cener,Acute Car Hospital,"Community, >250 Beds",1,1.94,33174
2020H1,Calfiornia,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000553.0,"Los Robles Hospital & Medical Center, East Campus",Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.12,6381
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000023.0,Ojai Valley Community Hospital,Critical Acecss Hospital,Critical Access,0,0.01,359
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000026.0,St Johns Pleasant Valley Hospital,Acute Cae Hospital,"Community, <125 Beds",1,0.29,7457
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000035.0,St Johns Regional Medical Center,Acutoe Care Hospital,"Community, 125-250 Beds",2,0.99,20853
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000035.0,"St Johns Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,2917
2020Hu1,California,Venturua,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50001468.0,Thousand Oaks Surgical Hospital,Adcute Care Hospital,"Community, <125 Beds",0,0.01,728
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000039.0,Ventura County Medical Center,Acute Care Hospital,Major Teaching,0,0.79,15842
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630010957.0,"Ventura County Medical Center, Santa Paula Hospital",Acute Care Hospital,Major Teaching,0,0.08,1988
2020H1,California,Yolo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000149.0,Sutter Davis Hospital,cute Care Hospital,"Community, <125 Beds",0,0.21,6622
2020H1,Cailfornia,Yolo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000146.0,Woodland Memorial Hospital,Acute Care Hosmpital,"Community, <125 Beds",0,0.19,5849
2020H1,California,Yuba,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000261.0,Adventist Health and Rideout,Acute Cafre Hospital,"Community, 125-250 Beds",1,1.15,29788
