objectid(long),routeid,beginpoint(double precision),endpoint(double precision),xsp,stlnstlocname,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
7116,61-N,1.27,4.12,CONT,MAIN ST SOUTH,10,BETHLEHEM,2022,120d0830-6877-45ed-a4b6-f9ced6407126,15015.1594855738
7117,610-N,0.0,2.16,CONT,BALTIC RD,52,FRANKLIN,2022,dff5c5f2-15b9-45ba-af70-61e197cffcad,11328.4198274343
7118,614-N,1.36,1.66,CONT,MYSTIC ST,58,GROTON,2022,9a2cd400-6824-4276-bacc-20ef72600d56,1606.26180663095
7119,615-E,0.01,1.2,CONT,OLD HARTFORD RD,28,COLCHESTER,2022,9a1e22d2-35a1-48a7-80e1-a76690a8b022,6346.36437853447
7120,616-E,3.67,6.7,CONT,NORWICH AVE,70,LEBANON,2022,047fe1eb-7b0b-4d4d-a61f-e1ba60277a88,16042.3407276268
7121,111-N,4.07,4.91,CONT,MONROE TPKE,144,TRUMBULL,2022,b44fe59c-9176-40ce-bebf-78029095fb5a,4438.41919480683
7122,113-N,6.01,8.12,CONT,MAIN ST,138,STRATFORD,2022,fc088dad-8379-494d-8328-e6d6e4e62c86,11189.73875434
7123,113-N,2.62,2.67,LOG,OAK BLUFF AVE,138,STRATFORD,2022,edbb938e-f02c-4d1c-8482-da7aac3419a5,265.804365953995
7124,113-S,2.62,2.67,REV,OAK BLUFF AVE,138,STRATFORD,2022,8777ee99-844b-49bd-a11b-e58e07d6f61b,308.965181268087
7125,115-N,5.3,5.66,CONT,MAIN ST,124,SEYMOUR,2022,5283a310-4443-4ce2-827f-5f0c0ba7592c,1968.97079275794
7126,116-N,0.0,0.1,CONT,MAIN ST,117,RIDGEFIELD,2022,49582a7f-9a4b-4af2-b82e-0a2927532e5b,549.542898349993
7127,116-N,0.1,4.25,CONT,NORTH SALEM RD,117,RIDGEFIELD,2022,88332316-8bb9-4dfa-af79-f34c5d351c99,21815.7228356468
7128,117-N,0.0,0.44,CONT,NEWTOWN RD,58,GROTON,1596,077a538b-784b-46ff-a58b-eb59fb0f118a,2302.77340581265
7129,190-E,4.37,8.23,CONT,HAZARD AVE,48,ENFIELD,2022,e0d8da48-d3c1-4899-82c2-787f4c0eb6c6,20394.276037614
7130,190-E,19.05,19.25,CONT,MAIN ST,134,STAFFORD,2022,0f1f1e18-1d80-46d6-be0d-34e8f45cdb9f,1103.22051900066
7131,190-W,16.89,16.98,CONT,WEST STAFFORD RD,134,STAFFORD,2022,94202ab1-a2b5-4b2b-aa5b-be34ac59c524,535.609343583513
7132,190-W,19.28,19.3,REV,EAST MAIN ST,134,STAFFORD,2022,e7f83e47-8679-41aa-a718-447f12c4ad24,96.8520052320375
7133,191-N,2.73,3.8,CONT,MILL ST,46,EAST WINDSOR,2495,1006a394-5657-4da0-b3d9-745ffff0b74f,5679.00031812749
7134,196-N,0.0,0.11,CONT,YOUNG ST,60,HADDAM,2029,61e1fd89-ee7d-4c39-a18d-307a941c747e,569.265974939274
7135,5-N,48.14,49.54,CONT,KING ST,48,ENFIELD,2022,2857607d-6c5a-4824-b416-d982ce240192,7428.01226368288
7136,503-W,0.0,0.57,REV,SISSON AVE CONNECTOR,63,HARTFORD,2022,27f7d30c-7ac1-4a1c-8b42-a832eac75b9b,2806.96256539589
7137,505-N,0.0,0.33,CONT,FENN RD,93,NEWINGTON,2022,45e8eb3c-4acb-476b-8bd9-fc320d0e18c4,1754.34269972152
7138,505-N,0.33,0.37,LOG,FENN RD,93,NEWINGTON,2022,a15da72c-b5bf-4b98-b9b6-3940f750d5a2,253.492400323932
7139,510-N,1.12,1.52,CONT,NORTH MAIN ST,46,EAST WINDSOR,2022,c21f2556-ca01-4756-8436-746db74b00aa,2096.61479062012
7140,516-E,0.0,0.19,LOG,WILLOW ST EXT,42,EAST HARTFORD,2022,87f7f01f-6f2d-4f2b-a717-2c41b787a259,1034.87772584676
7141,524-N,0.0,0.31,CONT,BERLIN RD,33,CROMWELL,2022,afa44566-4464-47b8-8142-e4e30ed3689a,1658.57829562544
7142,53-N,0.0,0.37,CONT,EAST AVE,102,NORWALK,2022,6dca19e6-9213-4271-bbdb-251234377b72,1979.40560971825
7143,53-N,23.08,23.57,CONT,MAIN ST,34,DANBURY,2022,b65c16e9-efcf-47a2-b87b-6dc9a1e060d9,2589.89849129879
7144,536-E,1.42,1.53,CONT,CROOKED ST,109,PLAINVILLE,2022,24999e0a-c5e8-4cf2-8901-85bb2a424f98,658.170365656549
7145,569-N,0.0,0.17,CONT,LAWNACRE RD,165,WINDSOR LOCKS,1296,cfb238c6-520c-4a0a-b536-5d358141a595,952.259293973587
7146,57-N,5.13,8.98,CONT,GEORGETOWN RD,157,WESTON,2022,63a99412-3e82-45df-9762-3b100270944b,20256.7053741503
7147,619-N,0.0,0.49,CONT,GAUTHIER AVE,68,KILLINGLY,1292,604c1945-644e-44fa-b73a-13ef7f2fcb78,2572.5563626165
7148,620-N,0.0,0.31,CONT,BUCKLEY HWY,145,UNION,2022,a98f8c2c-67a5-4c21-83df-02b78854245b,1650.19501804164
7149,624-E,0.0,0.1,CONT,PARKWAY SOUTH,152,WATERFORD,2022,e6639671-38f1-4ce7-9a25-a9e95d2fc35e,530.224017711027
7150,624-E,0.16,0.6,CONT,SOUTH FRONTAGE RD,94,NEW LONDON,2022,841c02dc-407b-4126-ac8e-354175439bcc,2356.72088830628
7151,63-N,14.69,14.9,CONT,CHERRY ST,87,NAUGATUCK,2022,4134f018-b228-408c-91b7-292d7b5bc4a8,1107.1058164222
7152,63-N,21.36,22.93,CONT,STRAITS TPKE,153,WATERTOWN,2022,6e320337-a5a1-4577-8898-a90e5d332584,8305.86417508009
7153,63-N,24.46,29.31,CONT,LITCHFIELD RD,153,WATERTOWN,2022,a0088f6b-1893-43fc-afef-a3158e4ebf4c,25629.8023324156
7154,117-N,1.23,3.71,CONT,NORTH RD,58,GROTON,2022,9feb256e-db58-4184-9ce4-5aed158960ff,13081.9866169158
7155,12-N,14.82,15.2,CONT,NORWICH AVE,103,NORWICH,2022,21ab4a5e-285b-428b-839d-5a6397ed92c6,2064.18912905995
7156,12-N,23.44,23.58,CONT,JEWETT CITY RD,22,CANTERBURY,2022,208ce965-6acf-48af-8171-b613b3e41d49,773.641699876213
7157,12-N,36.16,36.51,REV,PROVIDENCE TPKE,68,KILLINGLY,2022,6627384d-053a-46f1-b667-7ff066d42355,1871.15324527273
7158,197-E,0.0,0.89,CONT,LAWSON RD,145,UNION,2022,6f143ce6-10c8-48b8-9ebc-9b9c5a7bc12f,4707.50632951267
7159,197-E,9.97,10.97,CONT,OLD TPKE RD,141,THOMPSON,2022,d78a38cb-fff0-4682-9b1b-1d5761e8e7ac,5312.55513658948
7160,199-N,0.0,2.24,CONT,NORTH ST,119,ROXBURY,2022,3ec975e8-8de3-4c96-8cee-23853bb4a875,11846.4652896242
7161,199-N,2.24,4.62,CONT,ROXBURY RD,150,WASHINGTON,2022,9243fec5-7799-4519-b108-a29f1e653f3a,12536.2373508309
7162,1A-E,0.84,1.23,CONT,ALPHA AVE,137,STONINGTON,2022,f1fe3f0b-bc8a-46ff-9438-c1bdaf64a16d,2003.75606193671
7163,20-E,2.64,5.8,CONT,RIVERTON RD,64,HARTLAND,2022,51a013e8-cc26-4f9c-b65d-70f9960f9e0d,16730.4265187119
7164,20-E,25.82,26.78,CONT,RAINBOW RD,39,EAST GRANBY,2022,2e272476-ba58-40b0-913a-47dd316bd265,5134.18086569798
7165,20-E,27.37,27.72,LOG,RAINBOW RD,39,EAST GRANBY,2022,745e5f31-1d4f-4972-90b8-12173d09ffdc,1868.93674293138
7166,20-W,25.7,25.82,REV,RAINBOW RD,39,EAST GRANBY,2022,6521d5a6-47ca-41f9-8f7a-f21844e48f17,594.106040121684
7167,201-N,1.94,3.51,CONT,MYSTIC RD,101,NORTH STONINGTON,2022,9aef11b7-7ba1-407c-8a59-4491df837f44,8257.05963267698
7168,202-N,37.64,38.45,CONT,WEST ST,73,LITCHFIELD,3014,8077a6f1-e214-409f-883a-5a4f10e812ab,4251.72137464769
7169,614-N,1.66,2.63,CONT,COW HILL RD,58,GROTON,2022,38f36edb-6a31-47bd-b46c-97a90efbe8cf,5157.59699885348
7170,623-W,1.21,1.28,CONT,PARKWAY NORTH,152,WATERFORD,2022,97b0337f-36bb-4339-8a58-3a0b775e4cd5,519.272615520685
7171,63-N,1.3,1.62,CONT,AMITY RD,92,NEW HAVEN,2022,416d7af3-4acd-478a-a6d1-4ac027e78aeb,1714.25227542634
7172,63-N,30.81,32.52,CONT,LITCHFIELD RD,86,MORRIS,2022,3e05859b-f3af-4b53-8b4b-61029db7bb3a,9038.14386161363
7173,63-N,35.6,38.13,CONT,GOSHEN RD,73,LITCHFIELD,2022,0c089f45-803c-4d36-8d71-319f5086dd8a,13362.333156654
7174,63-N,15.53,15.57,LOG,MEADOW ST,87,NAUGATUCK,2358,99aaaf89-d31a-4d80-81e6-47d46a2a5542,260.393979430291
7175,63-N,15.57,15.63,LOG,CHURCH ST,87,NAUGATUCK,2022,4c86e9d1-e0a7-438f-b2a5-678c58f578ee,245.367129171357
7176,63-S,41.16,41.18,REV,OLD MIDDLE ST,54,GOSHEN,2022,cd1f6815-c4e2-4221-8679-394e71512e4f,97.672340620696
7177,632-E,0.0,0.8,CONT,NORTH FRONTAGE RD,77,MANSFIELD,2022,472a5052-7e23-4d35-87c7-416107d172dc,4270.96769464224
7178,63-N,32.52,33.77,CONT,SOUTH PLAINS RD,73,LITCHFIELD,2022,9b09b727-bf5f-4347-ad78-c0934ddd0c89,6623.39870605329
7179,63-N,34.99,35.6,CONT,NORTH ST,73,LITCHFIELD,2022,de47143b-e93f-4b04-b867-5f0b040a7e63,3242.1776923723
7180,633-E,0.0,0.79,CONT,SOUTH FRONTAGE RD,77,MANSFIELD,2022,51e278d2-0839-4eee-a8d6-c88706d40315,4248.09656676724
7181,635-N,0.0,0.58,CONT,WILLIAMS ST,94,NEW LONDON,2022,fb3e7067-bda5-4b33-813a-bb230ee08812,3113.98348116952
7182,64-E,7.41,7.62,CONT,CHASE PKWY,151,WATERBURY,2022,5ef66a6e-b06c-4e77-b7d7-c2b2ad7b5cc8,1168.89903956756
7183,641-S,1.41,1.68,CONT,TRUMAN ST,94,NEW LONDON,2022,1c8b4e12-a88d-4234-a056-d2cf9707c4a4,1419.82077517996
7184,66-E,8.82,9.96,CONT,PORTLAND RD,112,PORTLAND,2022,5269d8ac-70be-469e-a4c8-ab8343e417ed,6037.16903797537
7185,66-E,10.46,11.07,CONT,PORTLAND RD,112,PORTLAND,2022,2e4f5608-a262-4d3e-ad87-9981573d9d91,3266.12170650351
7186,66-E,18.4,18.42,CONT,EAST HIGH ST,78,MARLBOROUGH,2022,d0ead8b6-8810-4d78-8df9-85395a5ba8bd,102.830046813263
7187,66-E,18.42,20.42,CONT,EAST HAMPTON RD,78,MARLBOROUGH,2022,38aabb0a-71cd-4e06-831d-bd0b9338180b,10554.7834787874
7188,121-N,1.88,5.66,CONT,GRASSY HILL RD,106,ORANGE,1397,76d9a9c2-9c4e-4f9d-b2b6-93618c616b6d,19992.8038785025
7189,122-N,2.28,3.37,CONT,FOREST RD,92,NEW HAVEN,2022,d4f30f56-9322-4e09-aee3-7b90d7defe83,5747.33683534137
7190,124-N,2.71,5.01,CONT,SOUTH AVE,89,NEW CANAAN,2022,9fe816a8-d314-4678-9c59-ad1f700303bf,12126.4289717098
7191,202-N,38.55,41.7,CONT,TORRINGTON RD,73,LITCHFIELD,2022,2c8fb204-e2ca-4ec7-96e0-8537cd4a529d,16586.8785267061
7192,202-N,61.71,69.13,CONT,HOPMEADOW ST,128,SIMSBURY,2022,99cbc69a-9232-490a-aca7-40b406156fa5,39275.1664586713
7193,207-E,0.0,0.76,CONT,LEBANON RD,66,HEBRON,1453,29526780-5f38-4610-970d-bfcffcb5ccaa,3995.67680509464
7194,207-E,14.75,15.43,CONT,WILLIMANTIC RD,133,SPRAGUE,2022,d5424b2c-0211-4dfa-a22e-7bcae1e2bbc1,3649.75524115744
7195,67-E,13.03,15.38,CONT,ROXBURY RD,130,SOUTHBURY,2022,332299ff-3b08-4330-8025-abeaa324722e,12339.0612898601
7196,67-E,17.11,19.92,CONT,SOUTHFORD RD,130,SOUTHBURY,2022,b5637a84-138f-459a-9c62-0c7cc720d07b,14888.5620042325
7197,67-E,0.5,0.55,LOG,PROSPECT HILL RD,95,NEW MILFORD,1486,ab7b166c-8a57-4460-acef-015de62ae271,241.838656331296
7198,67-E,16.62,16.95,REV,MAIN ST NORTH,130,SOUTHBURY,2022,5144a1e2-c185-48c4-b965-f1e6176d2a18,1734.86199589136
7199,68-E,2.41,4.28,CONT,UNION CITY RD,114,PROSPECT,2022,6b0a04a0-43e2-4652-8af3-14ca6f2652fb,9854.89975885742
7200,69-N,0.0,0.36,CONT,WHALLEY AVE,92,NEW HAVEN,2022,325326d8-ee01-49d7-bdaa-3e829d181619,1834.88804423753
7201,66-E,22.91,25.9,CONT,WEST MAIN ST,66,HEBRON,2022,29ff1921-1226-4dc2-8e84-32ca834f9f71,15740.4369500924
7202,66-E,32.52,34.3,CONT,WILLIMANTIC RD,30,COLUMBIA,2022,76077976-f755-4f73-adf5-5255617992e2,9538.19109613845
7203,66-E,34.95,36.91,CONT,MAIN ST,163,WINDHAM,2022,e08f72ee-7f2a-4be0-be58-a27557a0dd0b,10258.496320771
7204,66-E,32.26,32.33,LOG,MIDDLETOWN RD,30,COLUMBIA,2022,33eab050-bedf-4a6a-ae85-e19300f6a759,388.015820653815
7205,66-W,0.96,1.22,REV,MERIDEN RD,79,MERIDEN,2022,e37bd6cf-41c1-4708-8b14-21481bd7ac0b,1270.25802864919
7206,126-N,2.47,3.93,CONT,POINT OF ROCKS RD,21,CANAAN,2022,50ad49d4-991c-4ae4-87c5-9c3edc89d65a,7685.985976651
7207,126-N,5.89,6.08,CONT,BELDEN ST,99,NORTH CANAAN,1319,dd8a963c-c437-476c-9324-3d860d06f601,1038.66973281386
7208,130-E,2.08,3.69,CONT,STATE ST,15,BRIDGEPORT,2022,d7315407-15f9-4927-950a-bcf50e73af66,8481.6189345628
7209,130-E,3.85,3.9,CONT,STRATFORD AVE,15,BRIDGEPORT,2022,8b2bb825-2318-47ec-ae5c-f14c1b4a0eda,296.640073570767
7210,130-E,4.41,4.49,CONT,STRATFORD AVE,15,BRIDGEPORT,2022,b52d0c9f-2d15-4a45-a56d-22502db702cd,425.934780160561
7211,130-E,0.5,1.7,LOG,FAIRFIELD AVE,15,BRIDGEPORT,2022,2b021d81-c0c0-4b4d-a1b6-b23556c4020b,6389.44155013539
7212,130-E,7.92,8.21,LOG,FERRY BLVD,138,STRATFORD,2878,0fd5251e-55a1-4165-b2b7-9965c3cf7aad,1582.53638046307
7213,130-W,1.86,1.96,REV,FAIRFIELD AVE,15,BRIDGEPORT,2022,e6859970-61ad-4c88-8164-c88f93f1deb2,517.872157852828
7214,209-N,1.92,2.93,CONT,BANTAM LAKE RD,73,LITCHFIELD,2022,0fa4787c-ada1-44c6-b88a-b9171fa1473d,5316.87557041936
7215,215-E,0.0,1.71,CONT,GROTON LONG POINT RD,58,GROTON,2022,be8f1aa4-86ce-410e-9a49-090f031e0356,9037.90962371857
7216,219-N,0.0,4.63,CONT,TOWN HILL RD,91,NEW HARTFORD,2022,cb5b66af-2498-4d88-a24c-11682acd981f,24395.0945724321
7217,58-N,1.05,5.21,CONT,BLACK ROCK TPKE,50,FAIRFIELD,2022,f18f5e89-dc04-42e6-92cc-d4d2d9fbd722,22003.0355189336
7218,6-E,10.37,13.91,CONT,MT PLEASANT RD,96,NEWTOWN,2022,a4828507-4332-4c3e-b359-7b4b3aa67f12,18730.5456736296
7219,6-E,77.26,79.23,CONT,HOP RIVER RD,12,BOLTON,2022,f8f5d46a-c9a6-43c7-9e5f-48fea3f92ff7,10250.5519191245
7220,668-E,0.0,2.0,CONT,BUTTS BRIDGE RD,22,CANTERBURY,2022,8053571a-0128-4b5e-9362-e772acb03e81,10605.5902473772
7221,67-E,12.81,13.03,CONT,ROXBURY RD,168,WOODBURY,2022,0208c766-71c2-4bae-8117-6271135b30d8,1141.22280087929
7222,67-E,25.99,26.66,CONT,BANK ST,124,SEYMOUR,2586,78b8c5c3-5b57-4476-ae50-d0820999d7e6,3533.11138589823
7223,68-E,7.67,9.06,CONT,WEST MAIN ST,25,CHESHIRE,2022,89af8420-5858-4a58-add4-c5145e1959e7,7397.91046172375
7224,130-W,4.28,4.41,REV,STRATFORD AVE,15,BRIDGEPORT,2022,f4484c99-5fee-4b1b-b583-9340456509e3,691.09902789887
7225,132-N,3.14,4.16,CONT,CARMEL HILL RD SOUTH,10,BETHLEHEM,1990,1e3c85a1-fd16-4c87-a983-2faa9d4dec1e,5337.99382155942
7226,132-N,7.49,8.12,CONT,LAKES RD,10,BETHLEHEM,2022,f6a9a525-e513-409d-8718-4169f311e1d6,3294.70621077305
7227,136-N,0.0,1.26,CONT,TOKENEKE RD,35,DARIEN,2022,baaa6676-bbc9-4a56-bfe9-7a5ca834cc47,6687.01720156204
7228,136-N,5.49,5.58,CONT,FORT POINT ST,102,NORWALK,2022,9058aabc-ea73-4308-8297-e4205eb6d0e0,520.947281769182
7229,136-N,8.49,8.64,CONT,RIVERSIDE AVE,158,WESTPORT,2022,9efcd591-3c50-4b3b-9b63-9dd5650364d6,809.449102056414
7230,136-N,10.49,11.78,CONT,COMPO RD NORTH,158,WESTPORT,2022,7c8bae91-cc0c-4ff6-8ab0-4f68bcd6ddfa,6854.53529355294
7231,219-N,8.66,11.2,CONT,EAST HARTLAND RD,5,BARKHAMSTED,2022,13e3ae8d-6634-4dcb-8616-5131bdf9a2dc,13405.0066425813
7232,22-E,1.44,2.02,CONT,BISHOP ST,100,NORTH HAVEN,2022,32aabd1b-1fe9-44b6-b069-cab5d94881a6,3074.71343283383
7233,22-E,2.68,4.91,CONT,CLINTONVILLE RD,100,NORTH HAVEN,2022,3b972fc2-1ba6-4ffd-b110-6096da0e9866,11746.7929580204
7234,32-N,29.27,30.01,CONT,MAIN ST,163,WINDHAM,2892,e9e3056c-047e-4ee9-9c45-347476981039,3858.15136602985
7235,32-N,1.89,4.43,LOG,MOHEGAN AVE EXT,152,WATERFORD,2022,42084cee-3b91-47e9-8d1b-58d9d3fef8e0,13268.0711232463
7236,32-N,12.15,12.33,LOG,WEST MAIN ST,103,NORWICH,2022,2ac09354-1bd4-4e7f-81c7-a7de51027e3e,849.909424964779
7237,32-S,1.89,4.43,REV,MOHEGAN AVE EXT,152,WATERFORD,2022,abc015d4-941d-46bb-97cd-bf4c1a0d4490,13275.2551136651
7238,69-N,25.71,26.8,CONT,WOLCOTT ST,17,BRISTOL,2022,3578da4a-d357-48b8-9c5a-699562e298fe,5769.63411236437
7239,693-N,0.15,1.06,LOG,MONTVILLE CONNECTOR,152,WATERFORD,2022,58673d6d-82ff-4786-95c7-52e1e29a5f25,4877.32772696686
7240,693-N,1.06,1.41,LOG,MONTVILLE CONNECTOR,85,MONTVILLE,2022,90330513-e629-4e5f-b198-7909f6aa20b9,1885.33569831772
7241,7-N,67.73,69.04,CONT,SHARON CANAAN RD,121,SALISBURY,2022,ecf3c2a8-a710-40db-b70d-7acadfec8d01,6908.48717878392
7242,70-E,4.06,4.51,CONT,MAIN ST,25,CHESHIRE,2022,3923f8ca-8c08-4814-af1d-a55543713ffa,2343.40918190213
7243,70-E,9.68,10.16,CONT,MAIN ST,79,MERIDEN,2022,8eec9f76-2135-4e56-8dd1-927b89e06d3f,2608.28142946497
7244,136-N,12.08,14.51,CONT,EASTON RD,158,WESTPORT,1617,6989b305-d69d-46cc-af16-79fc0037d64a,12850.1986015332
7245,137-N,1.5,1.54,LOG,COLD SPIRNG RD,135,STAMFORD,2022,8dddab5d-01fd-4c25-ae06-fe5eba48da6b,229.119326810133
7246,138-E,6.17,6.91,CONT,SLATER AVE,57,GRISWOLD,2022,4da804be-2aeb-47bd-a321-c4484826c1eb,4052.15398131856
7247,138-E,6.91,12.67,CONT,VOLUNTOWN RD,57,GRISWOLD,2022,9f037216-bb89-4ecf-a27e-94fae51f421b,30493.9216037608
7248,138-E,12.73,13.33,CONT,JEWETT CITY RD,147,VOLUNTOWN,1979,5437120c-76ed-41ec-920a-bb2614669983,3159.112488711
7249,14-E,0.0,0.18,CONT,MAIN ST,163,WINDHAM,2022,5d4b0d58-bf6d-4efc-8773-ee1128a3e5a0,935.052050343826
7250,14-E,4.64,6.68,CONT,HUNTINGTON RD,123,SCOTLAND,2022,e3d188f1-c390-4c15-854b-e059babeb929,10728.2785310827
7251,222-N,1.39,2.44,CONT,HILL RD,140,THOMASTON,2022,26729e9f-2c1d-479a-aa3a-75c1a56134d9,5540.32647021034
7252,222-N,3.75,8.08,CONT,HILL RD,65,HARWINTON,2088,f917c533-4a4c-4cf5-afa9-5e13c41e5100,22928.5124610475
7253,229-N,0.0,2.46,CONT,WEST ST,131,SOUTHINGTON,2022,acec8ef2-f673-40aa-a0ef-e01b62705be3,13019.7164569362
7254,234-E,0.0,6.95,CONT,PEQUOT TRAIL,137,STONINGTON,2022,6eb907bc-b37c-4e9e-9811-07e371414507,36781.1062313084
7255,243-E,0.33,0.58,CONT,PLATT ST,2,ANSONIA,2022,e50f05ab-0d96-4838-94bd-4c4d7a534f23,1298.8115494177
7256,243-E,2.35,4.79,CONT,ANSONIA RD,167,WOODBRIDGE,2022,53de90ac-dfac-4776-9091-855bd6c33589,12948.0877628454
7257,25-N,15.2,19.79,CONT,SOUTH MAIN ST,96,NEWTOWN,2022,0778c00a-c220-4bbd-a083-336825ff6e89,24220.2399125871
7258,25-S,9.87,10.06,REV,MAIN ST,144,TRUMBULL,2022,72a4e777-5a68-40dc-b753-4d6493647d65,1031.26481170349
7259,44-E,5.19,8.83,CONT,CANAAN RD,121,SALISBURY,2022,501e2956-b6c4-4ce7-bdb1-c2538d0a3d85,19293.09360149
7260,44-E,10.34,11.1,CONT,CHURCH ST,99,NORTH CANAAN,2997,e0f6eacd-c5e2-4072-a666-8d28e235b968,4003.25592333385
7261,44-E,21.82,23.6,CONT,WINSTED-NORFOLK RD,29,COLEBROOK,2022,a1606afe-5120-4516-8b48-d312cd6bfdc6,9485.88863415271
7262,44-E,42.08,42.35,CONT,ALBANY AVE,128,SIMSBURY,2022,26409de0-45a2-40bd-a409-a508aefa9734,1456.2524244422
7263,44-E,64.79,65.07,CONT,NEW BOLTON RD,12,BOLTON,2022,a40d7629-674a-44c7-81ae-f85f01d8b73b,1468.83092737689
7264,44-W,62.04,62.37,REV,EAST CENTER ST,76,MANCHESTER,2022,f1ef821b-2482-4d85-8469-d27fa01a1c00,1717.51695342568
7265,707-N,0.0,2.41,CONT,WHITNEY AVE,61,HAMDEN,2022,f5ae668a-f248-4d04-b3f7-c23b4c7eaf1b,12764.0068337209
7266,707-N,2.41,3.23,CONT,WHITNEY AVE,100,NORTH HAVEN,2022,c2e8a32a-a6ed-4aad-b63a-faae35edf8d2,4346.41051360172
7267,71-N,0.0,0.23,CONT,OLD COLONY RD,148,WALLINGFORD,2022,d4a88f10-11a9-4c92-a313-a5531d86b77f,1186.88052274886
7268,71-N,11.28,12.28,CONT,NEW BRITAIN RD,7,BERLIN,1173,f3fd34d6-5954-4a23-8599-9dc1f5759d56,5266.42959150605
7269,71-N,13.4,13.5,LOG,FRANKLIN SQUARE,88,NEW BRITAIN,2022,f0d7fadf-ba1e-481d-b399-b6e1f86edbff,536.347887416137
7270,71-N,17.73,18.75,LOG,NEW BRITAIN AVE,155,WEST HARTFORD,2022,fff71dc2-e746-42d4-af18-0e2f12fb00ff,5417.78001827483
7271,718-N,0.0,0.27,CONT,GOOSE LA,59,GUILFORD,2022,f5bc8572-8504-4d79-afda-62b7d71e4249,1452.19581000213
7272,14-E,20.77,24.33,CONT,STERLING RD,136,STERLING,2022,abacd966-3345-4853-9998-bb3a97236afb,18738.4499320821
7273,140-E,17.77,20.45,CONT,SANDY BEACH RD,47,ELLINGTON,2022,8fd40a16-611b-45af-bf4d-e980458df8a5,14116.2045280151
7274,254-N,0.45,1.07,CONT,SOUTH MAIN ST,140,THOMASTON,2022,bd98cdef-83b1-4014-ade7-99051ab52115,3295.27775826562
7275,262-N,7.41,9.37,CONT,SOUTH ST,110,PLYMOUTH,2022,172483a4-6e52-4986-b4a0-8a3780534f95,10392.9125118122
7276,272-N,13.75,17.96,CONT,NORTH ST,97,NORFOLK,2022,0581dfc1-c243-4258-b93a-144704073a27,22161.6485185334
7277,2A-E,9.11,9.91,CONT,HALLVILLE POQUETANUCK RD,113,PRESTON,1213,ac9825f2-cd74-4c80-a643-fa18530bd713,4256.4515980123
7278,3-N,3.04,5.43,CONT,SHUNPIKE RD,33,CROMWELL,2022,fec4b121-ee8c-474e-a4a5-79e413b89343,12575.1248927934
7279,30-N,6.18,6.29,LOG,TOLLAND TPKE,76,MANCHESTER,2022,2569d0f6-d387-4e62-8400-4fd665ef83a7,429.051834238084
7280,30-S,0.0,0.11,REV,ELLINGTON RD,132,SOUTH WINDSOR,2022,a9b910cb-535b-4401-9a69-d31a6149b670,549.050753387748
7281,45-N,0.0,1.71,CONT,EAST SHORE RD,150,WASHINGTON,2022,56f4c675-b8cd-499a-a56b-5f4d65c03f38,9043.47441294849
7282,453-E,0.0,0.32,CONT,MOUNT CARMEL AVE,61,HAMDEN,2022,80f56dc5-2b1e-480a-ae11-1e8db395eac5,1729.59855289138
7283,478-E,0.0,3.08,CONT,WEST SHORE RD,150,WASHINGTON,2022,6b9febd5-d577-46ef-8f3c-96d0d32aa01e,16325.7957531353
7284,478-E,3.08,3.85,CONT,LAKE WARAMAUG RD,67,KENT,2547,bc48ae6b-d9d0-4b19-a9e1-5120225417ef,4062.11590784834
7285,478-E,3.86,6.08,CONT,NORTH SHORE RD,149,WARREN,2022,0f5995c1-f0c3-4dff-ab06-f1124d7229ec,11724.4688269806
7286,487-N,0.0,0.53,CONT,GEORGE'S HILL RD,130,SOUTHBURY,1051,4c4e7ab9-e195-4614-acbf-1bf7a395fce4,2796.35908755735
7287,487-N,0.77,0.88,CONT,KETTLETOWN RD,107,OXFORD,2022,31272f7c-ea88-4cfa-bdce-eacd35e0ba2b,589.001772095016
7288,71A-N,0.0,1.63,CONT,CHAMBERLIN HWY,7,BERLIN,2022,a5b3fbbd-e44d-4e0b-b13f-f7f7e17f2650,8664.16863647696
7289,72-N,9.87,9.92,CONT,DIVINITY ST,17,BRISTOL,2022,92f7aa50-f5d1-4664-af7a-5ff009cf6a1c,253.838619690614
7290,72-N,12.02,12.97,CONT,SOUTH RIVERSIDE AVE,110,PLYMOUTH,2022,074c57e5-a2e4-417d-9d1e-944e83d5aa62,5046.07344822017
7291,727-N,1.04,1.26,CONT,BRIDGE ST,2,ANSONIA,2927,e7dbad32-8fd5-43b9-b634-88e4d3a6dc34,1177.70122611487
7292,727-S,0.0,0.24,REV,PERSHING DR,36,DERBY,2022,6b45360b-4e3e-4e7c-a213-0dbf3339175d,2018.93745390152
7293,736-E,1.49,1.91,CONT,MELBA ST,83,MILFORD,2022,f2659d27-349d-4bb1-92d3-99e163b3805d,2165.85060583363
7294,74-E,4.26,4.44,CONT,WINDSORVILLE RD,47,ELLINGTON,2022,621ebb56-a45b-49ed-8201-be716e4e9c1b,983.497642422467
7295,74-E,6.62,7.59,CONT,EAST MAIN ST,146,VERNON,2022,fce14dbf-0b22-4fd0-a885-9b03e5ca16ad,5143.93979878721
7296,142-E,0.97,2.21,CONT,SHORT BEACH RD,43,EAST HAVEN,2022,77a4b8b2-2613-4bc7-8ab8-37d3b870fb2a,6546.64390591348
