OBJECTID,DFIRM_ID,FIRM_ID,ST_FIPS,PCOMM,PANEL,SUFFIX,FIRM_PAN,PANEL_TYP,EFF_DATE,SCALE,PNP_REASON,NW_LAT,NW_LONG,SE_LAT,SE_LONG,SOURCE_CIT
6157,50027C,50027C_1243,50,027C,0456,E,50027C0456E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6158,50027C,50027C_1126,50,027C,0510,E,50027C0510E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6159,50027C,50027C_1127,50,027C,0641,E,50027C0641E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6160,50027C,50027C_1128,50,027C,0731,E,50027C0731E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6161,50027C,50027C_1129,50,027C,0734,E,50027C0734E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6162,50027C,50027C_1130,50,027C,0509,E,50027C0509E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6163,50027C,50027C_1131,50,027C,0263,E,50027C0263E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6164,50027C,50027C_1180,50,027C,0361,E,50027C0361E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6165,50027C,50027C_1234,50,027C,0589,E,50027C0589E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6166,50027C,50027C_1235,50,027C,0657,E,50027C0657E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6167,50027C,50027C_1236,50,027C,0492,E,50027C0492E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6168,50027C,50027C_1237,50,027C,0088,E,50027C0088E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6169,50027C,50027C_1238,50,027C,0359,E,50027C0359E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6170,50027C,50027C_1114,50,027C,0593,E,50027C0593E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6171,50027C,50027C_1256,50,027C,0020,E,50027C0020E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6172,50027C,50027C_1257,50,027C,0377,E,50027C0377E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6173,50027C,50027C_1258,50,027C,0616,E,50027C0616E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6174,50027C,50027C_1259,50,027C,0178,E,50027C0178E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6175,50027C,50027C_1260,50,027C,0382,E,50027C0382E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6176,50027C,50027C_1261,50,027C,0482,E,50027C0482E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6177,50021C,50021C_1097,50,021C,0530,D,50021C0530D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6178,50021C,50021C_1098,50,021C,0057,D,50021C0057D,"Countywide, Not Printed",2008/08/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
6179,50021C,50021C_1099,50,021C,0110,D,50021C0110D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6180,50027C,50027C_1254,50,027C,0163,E,50027C0163E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6181,50027C,50027C_1255,50,027C,0042,E,50027C0042E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6182,50027C,50027C_1269,50,027C,0680,E,50027C0680E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6183,50021C,50021C_1044,50,021C,0418,D,50021C0418D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6184,50021C,50021C_1045,50,021C,0040,D,50021C0040D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6185,50021C,50021C_1048,50,021C,0331,D,50021C0331D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6186,50021C,50021C_1049,50,021C,0360,D,50021C0360D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6187,50021C,50021C_1050,50,021C,0351,D,50021C0351D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6188,50021C,50021C_1051,50,021C,0655,D,50021C0655D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6189,50021C,50021C_1052,50,021C,0501,D,50021C0501D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6190,50027C,50027C_1324,50,027C,0668,E,50027C0668E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6191,50027C,50027C_1311,50,027C,0640,E,50027C0640E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6192,50027C,50027C_1325,50,027C,0827,E,50027C0827E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6193,50027C,50027C_1326,50,027C,0781,E,50027C0781E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6194,50027C,50027C_1327,50,027C,0780,E,50027C0780E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6195,50027C,50027C_1328,50,027C,0782,E,50027C0782E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6196,50021C,50021C_1089,50,021C,0332,D,50021C0332D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6197,50021C,50021C_1090,50,021C,0556,D,50021C0556D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6198,50021C,50021C_1091,50,021C,0135,D,50021C0135D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6199,50021C,50021C_1092,50,021C,0545,D,50021C0545D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6200,50027C,50027C_1253,50,027C,0132,E,50027C0132E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6201,50021C,50021C_259,50,021C,0660,D,50021C0660D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6202,50021C,50021C_260,50,021C,0202,D,50021C0202D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6203,50027C,50027C_530,50,027C,0369,E,50027C0369E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6204,50027C,50027C_531,50,027C,0358,E,50027C0358E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6205,50027C,50027C_532,50,027C,0743,E,50027C0743E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6206,50027C,50027C_1265,50,027C,0158,E,50027C0158E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6207,50027C,50027C_1266,50,027C,0459,E,50027C0459E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6208,50027C,50027C_1267,50,027C,0387,E,50027C0387E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6209,50027C,50027C_1268,50,027C,0560,E,50027C0560E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6210,50027C,50027C_1250,50,027C,0161,E,50027C0161E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6211,50027C,50027C_1251,50,027C,0143,E,50027C0143E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6212,50027C,50027C_1252,50,027C,0458,E,50027C0458E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6213,50025C,50025C_182,50,025C,0485,E,50025C0485E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
6214,50021C,50021C_1140,50,021C,0055,D,50021C0055D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6215,50021C,50021C_1141,50,021C,0065,D,50021C0065D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6216,50021C,50021C_1142,50,021C,0205,D,50021C0205D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6217,50021C,50021C_1143,50,021C,0035,D,50021C0035D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6218,50021C,50021C_1144,50,021C,0740,D,50021C0740D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
6219,50021C,50021C_1145,50,021C,0735,D,50021C0735D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
6220,50021C,50021C_1146,50,021C,0116,D,50021C0116D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6221,50021C,50021C_1147,50,021C,0656,D,50021C0656D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6222,50021C,50021C_1148,50,021C,0218,D,50021C0218D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6223,50021C,50021C_1149,50,021C,0615,D,50021C0615D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6224,50021C,50021C_1150,50,021C,0058,D,50021C0058D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6225,50027C,50027C_1262,50,027C,0478,E,50027C0478E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6226,50027C,50027C_1263,50,027C,0667,E,50027C0667E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6227,50027C,50027C_524,50,027C,0669,E,50027C0669E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6228,50027C,50027C_525,50,027C,0190,E,50027C0190E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6229,50027C,50027C_526,50,027C,0703,E,50027C0703E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6230,50027C,50027C_1244,50,027C,0280,E,50027C0280E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6231,50027C,50027C_1245,50,027C,0631,E,50027C0631E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6232,50027C,50027C_1246,50,027C,0340,E,50027C0340E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6233,50027C,50027C_1281,50,027C,0230,E,50027C0230E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6234,50027C,50027C_1282,50,027C,0182,E,50027C0182E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6235,50027C,50027C_1283,50,027C,0157,E,50027C0157E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6236,50027C,50027C_1284,50,027C,0457,E,50027C0457E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6237,50027C,50027C_1285,50,027C,0691,E,50027C0691E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6238,50027C,50027C_1286,50,027C,0068,E,50027C0068E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6239,50027C,50027C_1287,50,027C,0192,E,50027C0192E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6240,50027C,50027C_1288,50,027C,0164,E,50027C0164E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6241,50027C,50027C_1289,50,027C,0580,E,50027C0580E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6242,50027C,50027C_1290,50,027C,0565,E,50027C0565E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6243,50027C,50027C_1329,50,027C,0831,E,50027C0831E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6244,50027C,50027C_1330,50,027C,0807,E,50027C0807E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6245,50027C,50027C_1331,50,027C,0666,E,50027C0666E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6246,50027C,50027C_1332,50,027C,0363,E,50027C0363E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6247,50027C,50027C_1333,50,027C,0659,E,50027C0659E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6248,500066,500066_985,50,0066,0009,E,5000660009E,"Community Based, Not Printed",2005/08/04 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
6249,500066,500066_986,50,0066,0078,E,5000660078E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
6250,500066,500066_987,50,0066,0095,E,5000660095E,"Community Based, Not Printed",2005/08/04 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
6251,500056,500056_981,50,0056,0007,C,5000560007C,"Community Based, Not Printed",2001/07/05 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500056_STUDY1
6252,500056,500056_969,50,0056,0001,C,5000560001C,"Community Based, Panel Printed",2001/07/05 00:00:00+00,6000,,,,,,500056_STUDY1
6253,500056,500056_970,50,0056,0012,C,5000560012C,"Community Based, Not Printed",2001/07/05 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500056_STUDY1
6254,50021C,50021C_1029,50,021C,0502,D,50021C0502D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6255,50021C,50021C_1030,50,021C,0370,D,50021C0370D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6256,50025C,50025C_175,50,025C,0193,E,50025C0193E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
6257,500068,500068_1015,50,0068,0025,C,5000680025C,"Community Based, Not Printed",2000/06/06 00:00:00+00,24000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500068_STUDY1
6258,500068,500068_1016,50,0068,0035,C,5000680035C,"Community Based, Not Printed",2000/06/06 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500068_STUDY1
6259,500068,500068_1017,50,0068,0020,C,5000680020C,"Community Based, Panel Printed",2000/06/06 00:00:00+00,12000,,,,,,500068_STUDY1
6260,500068,500068_1018,50,0068,0029,C,5000680029C,"Community Based, Not Printed",2000/06/06 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500068_STUDY1
6261,500068,500068_1019,50,0068,0014,C,5000680014C,"Community Based, Panel Printed",2000/06/06 00:00:00+00,6000,,,,,,500068_STUDY1
6262,500068,500068_1020,50,0068,0027,C,5000680027C,"Community Based, Panel Printed",2000/06/06 00:00:00+00,6000,,,,,,500068_STUDY1
6263,50021C,50021C_1021,50,021C,0590,D,50021C0590D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6264,50021C,50021C_214,50,021C,0105,D,50021C0105D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
6265,50021C,50021C_1027,50,021C,0555,D,50021C0555D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6266,50021C,50021C_1028,50,021C,0715,D,50021C0715D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6267,500066,500066_999,50,0066,0083,E,5000660083E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
6268,500066,500066_1000,50,0066,0057,E,5000660057E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
6269,50021C,50021C_1151,50,021C,0455,D,50021C0455D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
6270,50021C,50021C_1152,50,021C,0384,D,50021C0384D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6271,50021C,50021C_1153,50,021C,0685,D,50021C0685D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6272,50021C,50021C_1154,50,021C,0145,D,50021C0145D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6273,50027C,50027C_1290,50,027C,0565,E,50027C0565E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6274,50027C,50027C_1291,50,027C,0159,E,50027C0159E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6275,50027C,50027C_1292,50,027C,0595,E,50027C0595E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6276,50025C,50025C_188,50,025C,0043,E,50025C0043E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
6277,50027C,50027C_1274,50,027C,0479,E,50027C0479E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6278,50027C,50027C_171,50,027C,0320,E,50027C0320E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6279,50027C,50027C_1115,50,027C,0655,E,50027C0655E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6280,50027C,50027C_1116,50,027C,0040,E,50027C0040E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6281,50027C,50027C_1117,50,027C,0357,E,50027C0357E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6282,50027C,50027C_1118,50,027C,0355,E,50027C0355E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6283,50027C,50027C_1119,50,027C,0713,E,50027C0713E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6284,50027C,50027C_1120,50,027C,0685,E,50027C0685E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6285,50027C,50027C_1121,50,027C,0518,E,50027C0518E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6286,50027C,50027C_1122,50,027C,0368,E,50027C0368E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6287,50027C,50027C_1123,50,027C,0615,E,50027C0615E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6288,50027C,50027C_1291,50,027C,0159,E,50027C0159E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6289,50027C,50027C_1292,50,027C,0595,E,50027C0595E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6290,50027C,50027C_1293,50,027C,0131,E,50027C0131E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6291,50027C,50027C_1294,50,027C,0156,E,50027C0156E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6292,50027C,50027C_1295,50,027C,0714,E,50027C0714E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6293,50027C,50027C_1296,50,027C,0445,E,50027C0445E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6294,50027C,50027C_1248,50,027C,0718,E,50027C0718E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6295,50027C,50027C_1249,50,027C,0481,E,50027C0481E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6296,50025C,50025C_165,50,025C,0013,E,50025C0013E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
6297,50021C,50021C_1022,50,021C,0513,D,50021C0513D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6298,50021C,50021C_1023,50,021C,0561,D,50021C0561D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6299,50021C,50021C_1024,50,021C,0352,D,50021C0352D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6300,50021C,50021C_1025,50,021C,0415,D,50021C0415D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6301,50021C,50021C_1026,50,021C,0720,D,50021C0720D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
6302,500234,500234_1169,50,0234,0001,C,5002340001C,"Community Based, Panel Printed",1998/06/22 00:00:00+00,6000,,,,,,500234_STUDY1
6303,500237,500237_1170,50,0237,0005,C,5002370005C,"Community Based, Panel Printed",1999/07/21 00:00:00+00,12000,,,,,,500237_STUDY1
6304,500237,500237_1171,50,0237,0010,C,5002370010C,"Community Based, Panel Printed",1999/07/21 00:00:00+00,12000,,,,,,500237_STUDY1
6305,500237,500237_1172,50,0237,0025,C,5002370025C,"Community Based, Panel Printed",1999/07/21 00:00:00+00,24000,,,,,,500237_STUDY1
6306,500237,500237_1173,50,0237,0030,C,5002370030C,"Community Based, Panel Printed",1999/07/21 00:00:00+00,12000,,,,,,500237_STUDY1
6307,50021C,50021C_1031,50,021C,0095,D,50021C0095D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6308,50021C,50021C_1032,50,021C,0353,D,50021C0353D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6309,50021C,50021C_1033,50,021C,0160,D,50021C0160D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6310,50021C,50021C_1034,50,021C,0219,D,50021C0219D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6311,50021C,50021C_1035,50,021C,0238,D,50021C0238D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6312,50021C,50021C_1036,50,021C,0682,D,50021C0682D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6313,50021C,50021C_199,50,021C,0070,D,50021C0070D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6314,50021C,50021C_200,50,021C,0030,D,50021C0030D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6315,500068,500068_1009,50,0068,0011,C,5000680011C,"Community Based, Panel Printed",2000/06/06 00:00:00+00,6000,,,,,,500068_STUDY1
6316,500056,500056_971,50,0056,0008,C,5000560008C,"Community Based, Not Printed",2001/07/05 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500056_STUDY1
6317,500066,500066_982,50,0066,0015,E,5000660015E,"Community Based, Not Printed",2005/08/04 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
6318,50027C,50027C_1110,50,027C,0630,E,50027C0630E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6319,50027C,50027C_1111,50,027C,0470,E,50027C0470E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
6320,50027C,50027C_1124,50,027C,0517,E,50027C0517E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6321,50027C,50027C_1125,50,027C,0528,E,50027C0528E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
6322,500253,500253_1179,50,0253,0015,B,5002530015B,"Community Based, Not Printed",2000/08/23 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500253_STUDY1
6323,50027C,50027C_1242,50,027C,0261,E,50027C0261E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
6324,50021C,50021C_518,50,021C,0605,D,50021C0605D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
6325,50021C,50021C_519,50,021C,0059,D,50021C0059D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
6326,50021C,50021C_520,50,021C,0512,D,50021C0512D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
