uniqueid,indicatorid,namevalue,measure,measureinfo,geotypename,geojoinid,geoplacename,timeperiod,startdate,datavalue
602977.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Winter 2017-18,12/01/2017,26.12
602978.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Annual Average 2018,01/01/2018,20.92
602979.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2018,06/01/2018,15.99
602980.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Winter 2017-18,12/01/2017,27.07
602981.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Annual Average 2018,01/01/2018,20.54
602982.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2018,06/01/2018,15.93
602983.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Winter 2017-18,12/01/2017,26.49
602984.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Annual Average 2018,01/01/2018,19.18
602985.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2018,06/01/2018,14.75
602986.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Winter 2017-18,12/01/2017,25.16
602987.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2018,01/01/2018,18.43
602988.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2018,06/01/2018,14.3
602989.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2017-18,12/01/2017,24.09
602990.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2018,01/01/2018,15.77
602991.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2018,06/01/2018,11.68
602992.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2017-18,12/01/2017,21.31
602993.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 2018,01/01/2018,17.94
602994.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2018,06/01/2018,13.45
602995.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Winter 2017-18,12/01/2017,24.24
602996.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2018,01/01/2018,15.84
602997.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2018,06/01/2018,12.22
602998.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2017-18,12/01/2017,21.6
602999.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2018,01/01/2018,17.08
603000.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2018,06/01/2018,13.27
603001.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Winter 2017-18,12/01/2017,22.76
603002.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2018,01/01/2018,15.81
603003.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2018,06/01/2018,12.65
603004.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Winter 2017-18,12/01/2017,20.92
603005.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2018,01/01/2018,22.14
603006.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2018,06/01/2018,17.57
603007.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2017-18,12/01/2017,28.41
603008.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2018,01/01/2018,21.09
603009.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2018,06/01/2018,16.57
603010.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2017-18,12/01/2017,27.06
603011.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2018,01/01/2018,19.99
603012.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2018,06/01/2018,14.83
603013.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2017-18,12/01/2017,26.67
603014.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2018,01/01/2018,19.47
603015.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2018,06/01/2018,14.13
603016.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2017-18,12/01/2017,26.46
603017.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2018,01/01/2018,17.17
603018.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2018,06/01/2018,11.59
603019.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Winter 2017-18,12/01/2017,24.09
603020.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2018,01/01/2018,21.2
603021.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2018,06/01/2018,16.27
603022.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2017-18,12/01/2017,27.29
603023.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2018,01/01/2018,19.76
603024.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2018,06/01/2018,14.48
603025.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Winter 2017-18,12/01/2017,25.9
603026.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2018,01/01/2018,19.9
603027.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2018,06/01/2018,14.58
603028.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2017-18,12/01/2017,26.53
603029.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2018,01/01/2018,19.12
603030.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2018,06/01/2018,13.63
603031.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2017-18,12/01/2017,25.75
603032.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2018,01/01/2018,17.7
603033.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2018,06/01/2018,12.36
603034.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2017-18,12/01/2017,23.61
603035.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2018,01/01/2018,17.08
603036.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2018,06/01/2018,11.62
603037.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2017-18,12/01/2017,22.88
603038.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2018,01/01/2018,18.5
603039.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Summer 2018,06/01/2018,12.98
603040.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2017-18,12/01/2017,24.62
603041.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2018,01/01/2018,13.63
603042.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2018,06/01/2018,8.38
603043.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2017-18,12/01/2017,18.95
603044.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 2018,01/01/2018,17.28
603045.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2018,06/01/2018,11.74
603046.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Winter 2017-18,12/01/2017,23.47
603047.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2018,01/01/2018,14.49
603048.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2018,06/01/2018,9.27
603049.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2017-18,12/01/2017,19.88
603050.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2018,01/01/2018,18.8
603051.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2018,06/01/2018,13.22
603052.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2017-18,12/01/2017,25.7
603053.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2018,01/01/2018,18.08
603054.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2018,06/01/2018,12.46
603055.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Winter 2017-18,12/01/2017,24.65
603056.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2018,01/01/2018,14.45
603057.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2018,06/01/2018,9.03
603058.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2017-18,12/01/2017,20.45
603059.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2018,01/01/2018,19.5
603060.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2018,06/01/2018,14.73
603061.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Winter 2017-18,12/01/2017,25.96
603062.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2018,01/01/2018,21.13
603063.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2018,06/01/2018,16.56
603064.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Winter 2017-18,12/01/2017,27.56
603065.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Annual Average 2018,01/01/2018,19.09
603066.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2018,06/01/2018,14.08
603067.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Winter 2017-18,12/01/2017,26.1
603068.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Annual Average 2018,01/01/2018,19.94
603069.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2018,06/01/2018,14.87
603070.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Winter 2017-18,12/01/2017,27.07
603071.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2018,01/01/2018,18.5
603072.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2018,06/01/2018,13.13
603073.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2017-18,12/01/2017,25.7
603074.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2018,01/01/2018,18.33
603075.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2018,06/01/2018,13.04
603076.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2017-18,12/01/2017,25.6
603077.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2018,01/01/2018,17.62
603078.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2018,06/01/2018,12.9
603079.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Winter 2017-18,12/01/2017,24.45
603080.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2018,01/01/2018,17.15
603081.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2018,06/01/2018,12.23
603082.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2017-18,12/01/2017,23.97
603083.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2018,01/01/2018,18.17
603084.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2018,06/01/2018,12.73
603085.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2017-18,12/01/2017,25.27
603086.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2018,01/01/2018,16.55
603087.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2018,06/01/2018,11.25
603088.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2017-18,12/01/2017,23.13
603089.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2018,01/01/2018,16.09
603090.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2018,06/01/2018,11.94
603091.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Winter 2017-18,12/01/2017,22.26
603092.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2018,01/01/2018,17.71
603093.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2018,06/01/2018,12.97
603094.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2017-18,12/01/2017,23.87
603095.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2018,01/01/2018,16.26
603096.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2018,06/01/2018,12.27
603097.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2017-18,12/01/2017,21.61
603098.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2018,01/01/2018,10.41
603099.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2018,06/01/2018,6.6
603100.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2017-18,12/01/2017,14.31
603101.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2018,01/01/2018,16.07
603102.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2018,06/01/2018,11.43
603103.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Winter 2017-18,12/01/2017,21.9
603104.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2018,01/01/2018,12.84
603105.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2018,06/01/2018,8.19
603106.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Winter 2017-18,12/01/2017,18.74
603107.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Annual Average 2018,01/01/2018,11.01
603108.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2018,06/01/2018,6.25
603109.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Winter 2017-18,12/01/2017,17.21
605225.0,386.0,Ozone (O3),Mean,ppb,Borough,1,Bronx,Summer 2018,06/01/2018,30.78
605226.0,386.0,Ozone (O3),Mean,ppb,Borough,2,Brooklyn,Summer 2018,06/01/2018,30.87
605227.0,386.0,Ozone (O3),Mean,ppb,Borough,3,Manhattan,Summer 2018,06/01/2018,26.98
605228.0,386.0,Ozone (O3),Mean,ppb,Borough,4,Queens,Summer 2018,06/01/2018,31.46
605229.0,386.0,Ozone (O3),Mean,ppb,Borough,5,Staten Island,Summer 2018,06/01/2018,29.81
605230.0,386.0,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2018,06/01/2018,29.8
605231.0,386.0,Ozone (O3),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2018,06/01/2018,31.24
605232.0,386.0,Ozone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2018,06/01/2018,30.6
605233.0,386.0,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2018,06/01/2018,31.52
605234.0,386.0,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2018,06/01/2018,29.96
605235.0,386.0,Ozone (O3),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2018,06/01/2018,29.68
605236.0,386.0,Ozone (O3),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2018,06/01/2018,30.62
605237.0,386.0,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2018,06/01/2018,28.98
605238.0,386.0,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2018,06/01/2018,28.54
605239.0,386.0,Ozone (O3),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2018,06/01/2018,30.2
605240.0,386.0,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2018,06/01/2018,31.71
605241.0,386.0,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2018,06/01/2018,29.49
605242.0,386.0,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2018,06/01/2018,30.44
605243.0,386.0,Ozone (O3),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2018,06/01/2018,30.95
605244.0,386.0,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2018,06/01/2018,32.96
605245.0,386.0,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,30.9
605246.0,386.0,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2018,06/01/2018,32.5
605247.0,386.0,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2018,06/01/2018,29.64
605248.0,386.0,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2018,06/01/2018,28.95
605249.0,386.0,Ozone (O3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2018,06/01/2018,28.41
605250.0,386.0,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,Summer 2018,06/01/2018,28.83
605251.0,386.0,Ozone (O3),Mean,ppb,UHF42,304,Upper West Side,Summer 2018,06/01/2018,27.2
605252.0,386.0,Ozone (O3),Mean,ppb,UHF42,305,Upper East Side,Summer 2018,06/01/2018,26.97
605253.0,386.0,Ozone (O3),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2018,06/01/2018,24.81
605254.0,386.0,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2018,06/01/2018,23.99
605255.0,386.0,Ozone (O3),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2018,06/01/2018,26.35
605256.0,386.0,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2018,06/01/2018,26.82
605257.0,386.0,Ozone (O3),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2018,06/01/2018,25.92
605258.0,386.0,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2018,06/01/2018,29.66
605259.0,386.0,Ozone (O3),Mean,ppb,UHF42,402,West Queens,Summer 2018,06/01/2018,30.33
605260.0,386.0,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2018,06/01/2018,31.28
605261.0,386.0,Ozone (O3),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2018,06/01/2018,30.98
605262.0,386.0,Ozone (O3),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2018,06/01/2018,30.96
605263.0,386.0,Ozone (O3),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2018,06/01/2018,31.03
605264.0,386.0,Ozone (O3),Mean,ppb,UHF42,407,Southwest Queens,Summer 2018,06/01/2018,31.93
605265.0,386.0,Ozone (O3),Mean,ppb,UHF42,408,Jamaica,Summer 2018,06/01/2018,31.33
605266.0,386.0,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2018,06/01/2018,31.82
605267.0,386.0,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2018,06/01/2018,35.18
605268.0,386.0,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,Summer 2018,06/01/2018,28.48
605269.0,386.0,Ozone (O3),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2018,06/01/2018,29.89
605270.0,386.0,Ozone (O3),Mean,ppb,UHF42,503,Willowbrook,Summer 2018,06/01/2018,29.36
605271.0,386.0,Ozone (O3),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2018,06/01/2018,30.34
605272.0,386.0,Ozone (O3),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2018,06/01/2018,29.8
605273.0,386.0,Ozone (O3),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2018,06/01/2018,31.24
605274.0,386.0,Ozone (O3),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2018,06/01/2018,30.6
605275.0,386.0,Ozone (O3),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Summer 2018,06/01/2018,31.52
605276.0,386.0,Ozone (O3),Mean,ppb,UHF34,201,Greenpoint,Summer 2018,06/01/2018,28.98
605277.0,386.0,Ozone (O3),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2018,06/01/2018,28.54
605278.0,386.0,Ozone (O3),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2018,06/01/2018,30.2
605279.0,386.0,Ozone (O3),Mean,ppb,UHF34,204,East New York,Summer 2018,06/01/2018,31.71
605280.0,386.0,Ozone (O3),Mean,ppb,UHF34,205,Sunset Park,Summer 2018,06/01/2018,29.49
605281.0,386.0,Ozone (O3),Mean,ppb,UHF34,206,Borough Park,Summer 2018,06/01/2018,30.44
605282.0,386.0,Ozone (O3),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2018,06/01/2018,30.95
605283.0,386.0,Ozone (O3),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2018,06/01/2018,32.96
605284.0,386.0,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,30.9
605285.0,386.0,Ozone (O3),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2018,06/01/2018,32.5
605286.0,386.0,Ozone (O3),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2018,06/01/2018,29.64
605287.0,386.0,Ozone (O3),Mean,ppb,UHF34,301,Washington Heights,Summer 2018,06/01/2018,28.95
605288.0,386.0,Ozone (O3),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2018,06/01/2018,28.41
605289.0,386.0,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2018,06/01/2018,28.83
605290.0,386.0,Ozone (O3),Mean,ppb,UHF34,304,Upper West Side,Summer 2018,06/01/2018,27.2
605291.0,386.0,Ozone (O3),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2018,06/01/2018,29.66
605292.0,386.0,Ozone (O3),Mean,ppb,UHF34,402,West Queens,Summer 2018,06/01/2018,30.33
605293.0,386.0,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2018,06/01/2018,31.29
605294.0,386.0,Ozone (O3),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2018,06/01/2018,30.96
