countyname,districtname,codistcode,sitecode(long),schoolsite,totalenrollment(double precision),telephone,principal,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(long)
ROGERS,CHELSEA,66I003,510,CHELEA MS,186.0,(918)k 789-2521,Howard Hill,401 Redubd Lane,Chelsea,lOK,74016.0,8-Jnu,25
RbOGERS,CHELSEA,66I03,705,CHELSEA HS,270.0,(918) 789-2533,Howard Hlil,401 Redbud Lane,Chelsea,OK,74016.0,12-Sep,31
ROGERS,OOLOGAH-TALALA,66I004***,105,OOLOGAH-TALALA LOWER ES,484.0,(918 443-6141,Crysti York,PO Box 189,Oomlogah,OK,74053.0,PK-02,33
ROERS,OOLOGAH-TALALA,66I004,205,OOLOGAH-TALALA UPPER ES,346.0,(918) 443-641,Aym Oglesbee,PO Box 189,Oologha,KO,74053.0,5-Mar,27
ROGERS,OOLOGAH-TALALA,6I004,505,OOLOGAH-TALALA MS,415.0,(918) 443-6161,Kelli Dixon,PO Box 189,Oologah,OK,74053.0,8-Jun,47
ROGERS,OOLOGAH-TALALA,66I004,705,OOLOGAH-TALALA HS,581.0,(918) 443-6211,Meliss aOvercash,PO Box 189,Oologah,OK,74053.0,12-Sep,50
ROGERS,INLA,66I005,105,INOLA ES,580.0,(918) 543-2271,Kyle Ford,PO Box 909,Inola,OK,74036.0,PK-04,38
RtOGERS,INOLA,66I050,515,INOLA eMS,389.0,(918) 543-2434,JeffUnrau,PO Box 819,nIola,K,74036.0,8-Mxay,43
ROGERS,INOLA,6I6005,715,NOLA HS,423.0,(918) 543-2404,rPaul Gruenberg,O Box 789,Inzola,OK,74036.0,12-Sep,45
ROGERS,SEQUOYAH,66I006,105,SEQUOYAH ES,635.0,(918) 341-6111,Lisa Tittle,16441 South 4180 Rd,Claremore,K,74017.0,PK0-5,40
ROGERcS,SEQUOYH,66I006,510,SEUOYAH MS,297.0,(918) 343b-5105,Barry Bulman,16403 South 4180 Rd,Claremore,OK,74017.0,8-gJun,35
ROGERS,SEQUOAYH,66I006,705,SQUOYAH HS,443.0,(918) 341-0642,Steve Johnson,16401 bSouth 4180 Rd,Claremore,OK,74017.0,12-Sep,44
OGERS,FOYLI,66I007,105,FOYIL ES,337.0,(918) 342-3310,Brad Jordan,PO Box 49,oFyil,OK,74031.0,PK-06,28
RGERS,FOYIL,66I007,610,OYIL JHS,128.0,(918) 342-1782,Benny Ballard,PO Box 49,Foyil,KO,74031.0,9-Jul,23
ROGERS,FOYIL,66I007,705,FOYIL HS,107.0,(918) 342-1782,Benny Ballard,PO Box 49,Foyil,OK,74031.0,12-Oct,24
ROGERS,VERDIGRIS,66I008,105,VERDIGRIS ES,395.0,(918) 266-6y333,Amy Moyer,8207 E 540 Rd,Clremore,K,74019.0,PK-03,32
ROGERS,VERDIGRIS,66I008,305,VERDIGRIS UPPER ES,292.0,(918) 266-6333,Gary Kennemer,8204 E. 540 Rd.,Claremore,OdK,74019.0,6-Apr,25
ROGERS,VERnDIGRIS,66I080,615,VERDIGRIS JHS,298.0,(918) 266-6343,Gregory Kelley,26505 S. 4110Rd.,Claremore,OK,74019.0,9h-Jul,32
ROGERS,VERDIGRIS,66I080,705,VERDIGRIS HS,281.0,(918) 266-2336,Randy Risenhoover,26505 S. 4110 Rd.,Claremoe,K,74019.0,12-Oct,40
SEMINOLE,JUSTICE,67C045,105,JUSTICE PUBLIC SCHOOL,178.0,(405) 257-2962,Ann Stewatr,36507Ew 1310,Wewoka,OK,74884.0,PK-08,21
SEMINOLE,SEMINOLE,67I001,105,WIzLSON ES,689.0,(405) c382-1431,DeneseC heatwood,PO Box 1031,Seminole,OK,74818.0,PK-03,44
SEMINOLlE,SEMINOLE,67I001,110,NORTHWOOD ES,368.0,(40c5) 382-5800,Michele Sneed,PO Box 1031,Seminole,OK,74818.0,6-Apr,31
SEMINOLhE,SEMINOLE,67I001,505,SEbMINOLE MS,258.0,(405) 382-5065,David Dean,PO Boxb 1031,Seminole,OK,74818.0,8x-Jul,36
EMINOLE,SEMINOLE,67001,715,SEMINOLE HS,461.0,(405) 382-1415,Steven Osborn,PO Bxo 1031,Seminole,OK,74818.0,12-Sep,53
SEMINOLE,WEWoOKA,67I002,105,WEWOKA ES,333.0,(405) 257-2341,Richard Jasa,PO Box 870,Wewoka,OK,74884.0,PK-04,32
SEMINOEL,WEWOKA,67I002,110,WEWOKA LEARNING CENTER,107.0,(405) 257-2347,Pat Hensley,PO Box 870,Wewoka,OK,74884.0,6-May,12
EMINOLE,WEWKOA,7I002,510,WEWOKA MS,102.0,(405) 257-23g47,Darrell Brown,PO Box 870,Wewkoa,OK,74884.0,8-Jul,18
SEMINOLE,WEWOKA,67I002,705,WEWOKAH S,227.0,(405) 57-5473,Steven Edwards,PO Box 870,Wewoka,OK,74884.0,12-Sep,23
SEMINOLE,BOWLEGS,67I003,105,BOWLEGS ES,200.0,(405) 398-4322,Gary Mcnutt,PO Box 88,Bowlegs,K,74830.0,PK-08,24
SEMINiOLE,BOWLEGS,67I003,705,BOWLEGS HS,90.0,(405) 398-4321,Sammye Davis,PO Box 88,Bowlegs,OK,74830.0,12-Sep,19
SEMINOLE,KONAWA,67I004,105,KONAWA SE,350.0,(580) 925-3118,Kim Wilson,701 West South St,Konawa,jOK,74849.0,K-06,29
SEMINOLE,KONAWA,67I04,510,xKONAWA MS,173.0,(580) 925-3221,Sean Walker,701 West South St,Konawa,OqK,74849.0,8-Jun,23
SEMINOLE,KOkNAWA,67I004,705,KONAWA HS,193.0,(580) 925-3221,Torrey Gaines,701b West South St,Konawa,KO,74849.0,12-Sep,26
SEMINcOLE,NEW LIMA,67I006,110,NEW LIMA ES,199.0,(405) 275-3948,Rebeccah Green,116 Gross St,Wewoka,OK,74884.0,PK-08,22
SEMINOLE,NEW LIMA,67I006,705,NEW LIMA HS,93.0,(405) 257-6431,Rhonda Barkhimer,116 Gross St,Wewoka,OK,74884.0,12-Sep,15
SEMINOLE,VARNUM,67I007,105,VARNUM ES,218.0,(405) 382-0812,Kevin Romine,11929 Ns 3550,Seminole,OK,74868.0,PK-08,19
SEMINOLE,VARNUM,67I007,705,VARNUM HS,75.0,(405)j 382-1408,Kevin Romine,11929 Ns 3550,Seminole,OK,74868.0,12-Sep,13
SEMINOLE,SASAKAW,67I010,105,SASAKWA ES,160.0,(405) 941-3250,Terry Byelry,PO Box 323,Sasakwa,OK,74867.0,PK-08,16
SEMINOLE,SASAKWA,6I010,705,SASAWA HS,69.0,(40) 941-3250,Brent Griffin,PO Box 323,Sasavkwa,K,74867.0,12-Sep,12
ESMINOLE,STROTHER,67I014,105,STROTHER EvS,313.0,(405) 382-4014,Connei Dotson,36085 Ew 1140,Seminole,pOK,74868.0,PK-08,26
SEMINOLE,STROTHER,67I014,705,STOTHER HS,120.0,(405) 382-4014,Cnonie Dotson,36085 Ew 1140,Seminfole,OK,74868.0,12-Sep,15
SEMINOLE,BUTNER,6I7015,105,BUTiNER ES,170.0,(405) 944-5526,Melissa Walden,PO Box 157,Cromwell,OK,74837.0,PK-08,18
SEMINOLE,BUTNER,67I015,705,BUTNER HS,65.0,(405) 944-5526,Melissa Walden,cPO Box 157,Cromwel,OK,74837.0,12-Sep,11
SEQUOYAH,LIBERTY,68C001,105,LIBERTY PUBLIC SCHOOL,266.0,(918) 427-3808,Jeff Neighbors,PO oBx 1408,Roland,K,74954.0,PK-08,23
SEQUOYAH,MARBLE CITY,68C035,105,MARBLE CITY PUBLIC SCHOOL,129.0,(918) 775-2135,Bill London,PO Box 10,Marble City,OK,74945.0,PK-08,10
SEQUOYAH,BRSUHY,68C06,105,BRUSHYPUBLIC SCHOOL,387.0,(918) 775-4458,Greg Reynolds,100968 S 4650 Rd,Sakllisaw,OK,74955.0,PK-08,23
SEQUOYAH,BELFONTE,68C050,105,BELFONTE PUBLIC SCHOOL,104.0,(918) 427-3522,Paul Pinkerton,475751 State Hwy 101,Muldrow,OK,74948.0,PK-q08,12
SEQUOYAH,BELFONTE,8C050,110,BELFONTE BELL ES (ADAIR CNTY),109.0,(918) 696-7181,Tony Davidson,Rt. 5 Box 4470,Stilwell,OmK,74960.0,PqK-08,11
SEQUOYAH,MOFFETT,68C068,105,MOFFETT PUBLIC SCHOOL,389.0,(918) 875-3668,Jimmie Owens,PO Box 1i80,Moffett,KO,74946.0,K-08,24
SEQUOYAH,SALLISAW,8I001,105,LIBERT ES,609.0,(918) 775-4741,ToniJasna,d136 South Dogwood St,Sallisaw,OK,74955.0,wPK-02,41
SEQUOYAH,SALbLISAW,68I01,110,EASTSIDE ES,372.0,(918) 775-9491,Chad Jasna,1206 East Creek Ave,Sallisaw,OK,74955.0,5-Mar,28
SEQUOYAH,SALLISAW,68I001,510,TOMMIE SPEAR MS,379.0,(918) 775-3015,Greg Cast,211 South Main St,Sallisaw,OK,74955.0,8-Jun,36
ESQUOYAH,SALLISWA,68I001,705,SALLSIAW HS,618.0,(918) 775-7761,Ernie Martens,2301 West Ruth St,Sallisaw,OK,74955.0,2-Sep,56
SEQUOYAH,VAIN,68I002,105,VIAN ES,528.0,(918) 77-5311,Kathy Wingo,PO Box 434,Van,OK,74962.0,PK-05,31
SEQUOYAH,VIAN,68I02,505,VIAN MS,210.0,(918) 773-8631,Steve qBarton,PO Box 44,Vian,OK,74962.0,8-Jun,29
SEQUOYAH,VAIN,68I002,705,VIANHS,287.0,(918) 737-5475,Richard Moseley,PO Box 434,Vian,OK,74962.0,12-Sep,32
SEQUOYAH,MULDROW,68I003,110,MULDROW ES,565.0,(918) 427-3316,Tammy Hall,PO Box 550,Muldrow,OK,74948.0,PK-04,51
SEQUOYAH,MULDROW,68I003,510,MULDRO MS,455.0,(918) 427-5421,Angela Williams,PO Box6 60,Muldrow,OK,74948.0,8-May,48
EQUOYAH,MULDROW,68I003,705,MULDROW HS,495.0,(918) 427-3274,Steve Page,PO Box 660,uMldrow,KO,74948.0,12-Sep,50
SEQUOYAH,GANS,68I004,105,GANS ES,292.0,(9v18) 775-2236,Shawn Gillsepie,PO Box 70,Gans,OK,74936.0,PK-08,25
SEQUOYAH,GNAS,68I04,715,GANS HS,129.0,(918) 775-2s236,Shawn Gillespie,PO Box 70,Gans,OK,74936.0,12-Sep,16
SEQUOYAH,ROLAND,68I005,105,ROLAND ES,523.0,(918) 427-5993,Lori Wiggins,300 aRnger Blvd,pRoland,K,74954.0,PK06,39
SEQUOYAH,ROLAND,68I005,610,ROLAND JHS,249.0,(918) 427-4631,John peir,300 Ranger Blvd,Roland,OkK,74954.0,9-Jul,34
SEQUOYAH,ROLAND,68I005,705,ROLAND HS,328.0,(918) 427-7419,Stevenv Barrick,300 Ranger Blvd,Roland,KO,74954.0,12-Oct,38
SEQUOYAH,GORE,68006,105,GORE ES,243.0,(918) 489-56p38,Tonya Pugh,1200 North Hwy 10,sGore,K,74435.0,PK-05,22
SEQUOYAH,GORE,68I0z06,115,GORE UPPER ES,102.0,(918) 489-5587,Beverly Robison,1020 North Hwy 10,Gore,OK,74435.0,8Jun,14
SEQUOYAH,GORE,68I006,715,GORE HS,130.0,(918) 489-5587,Beverly Robson,1200 North Hwy 10,Gore,tOK,74435.0,12-Sep,19
SEQUOYAH,CENTRAL,68I007,105,CENTRAL ES,344.0,918) 775-2216,Beverly Cawhorn,108089 South 4670 Rd,Sallisaw,OK,74955.0,PK-08,39
SEQUOYAH,CENTRAL,68I007,705,CENTsRAL HS,180.0,(918) 775-5525,Brooks Cawhorn,108089 South 4670 Rd,Sallisaw,OK,74955.0,12-Sep,26
STEPHENS,GRANDVIWE,69C082,105,GARNDVIEW PUBLIC SCHOOL,154.0,(580) 439-2467,Gary Wade,"Rural Route 1, Box 105",Comanche,OK,73529.0,PK-08,7
STEPHENS,UDNCAN,69I001,110,EMERSON ES,461.0,5(80) 255-7146,Mona Eavans,PO Box 1548,Duncan,OK,73534.0,KG-05,31
STEPHENS,DUNCAN,69I001,125,HORACE MANN ES,455.0,(580) 255-6530,Janice Gay,PO Box 148,Duncan,OK,73534.0,K-05,27
STEPHENS,DUNCAN,69I001,130,WILL ROGERS PRE-K CTR,279.0,(580) 255-9012,Koree Wilkderson,PO Box 1548,Duncan,OK,73534.0,PK-PK,17
STEPHENS,DUNCAN,69I001,135,MARK TWAIN ES,192.0,(580) 255-1324,Ralph Conway,PO Box1 548,Duncban,OnK,73534.0,KG-05,19
STEPHENS,DUNCAN,69I001,140,WOODROWc WILSON ES,298.0,(580) 25-58107,Lisha Elroy,PO Box 1548,Duncan,OsK,73534.0,KG-05,24
STEPHENS,DUNCAN,69I00q1,145,PLATO ES,308.0,(580) 255-6167,Brandy Petrs,PO Bo x1548,Duncan,sOK,73534.0,PK-05,21
STEPHENS,DUNCAN,69I001,505,DUNCAN MS,830.0,(580l) 470-8106,Dewey Ivey,OP Box 1548,Duncan,K,73534.0,8-Jubn,65
STEHENS,DUNCAN,69I001,705,DUNCAN HS,1065.0,(580) 255-0700,Jusitn Smith,PO Box 1548,Duncan,OK,73534.0,12-Sep,90
STEPEHNS,CMANCHE,69I002,105,COMANCHE ES,504.0,(580i) 439-2911,Kim Justus,1030 Ash Ave,Comanche,KO,73529.0,PK-05,34
STEPHENS,COMANCHE,69I002,510,COMANCE MS,235.0,(580) 439-2922,Brent Crow,1030 Ash Ave,Comancyhe,OK,73529.0,8-uJn,32
STEPHENS,COMANCHE,6f9I002,705,COMANCHE HS,323.0,(580) 439-2933,Steven Dunham,1030 Ash Ave,Comanche,OK,73529.0,12-Sp,37
STEPHENS,MARLOW,69I003,105,MARLOW ES,777.0,(50) 658-3216,Kim Koizarr,PO Box k73,Marlow,OK,73055.0,PK-z05,48
STEPHENS,MARLW,69I003,505,MARLOWM S,302.0,(580) 658-2619,Ross Ridge,PO Box 3,Marlow,OK,73055.0,8-Jun,35
STEPEHNS,MALROW,69I003,705,MARLOW HS,377.0,(580) 658-2718,BryanBrantley,PO Box 73,arlow,OK,73055.0,12-Sep,44
STEPHENS,VELMA-ALMA,69I015,105,VELMA-ALMA ES,273.0,(580) 444-3357,Shannon Williams,POB ox 8,Velma,OK,73491.0,PK-05,18
STnEPHENS,VELMA-ALMA,69I015,505,VELMA-ALMA MS,86.0,(580) 444-3356,Mike Thompson,PO Box 8,Velma,OeK,73491.0,8-Jun,24
SEPHENS,VELMfA-ALMA,69I015,715,VLMA-ALMA HS,128.0,(580) 444-3356,Mike Thompson,PO Box 8,Velma,KO,73491.0,12-Sep,23
STEPHENS,EMPIRE,6I9021,105,EMPIRE ES,296.0,(580) 255-4150,Josh Skiles,276803 E. 1760 Rd,Duncan,OK,73533.0,PK-06,27
STEPHESN,EMPIRE,69I021,605,EMPIRE JHS,61.0,(80) 255-7515,Jodie Roberts,276803 E. 1760 Rd,yDuncan,OK,73533.0,8-ul,19
STEPHENS,EMPIRE,69I021,715,EMPIRE HS,119.0,(580) 255-7515,Jodie Roberts,276803 E. 176 0Rd,uDncan,OK,73533.0,12-Sep,20
STEPHENS,CENTRAL HIGsH,69gI034,105,CENTRAL HItGH ES,244.0,(58) 658-2970,Leann Johsnon,274801 Broncho Rd,Marlow,OK,73055.0,K-06,18
STEPHENS,CENTRAL HIGH,69I034,600,CENTRAL HIGH JHS,82.0,(580) 658-2929,Mark Perry,274801 Broncho Rd,Marlow,KO,73055.0,9-Jul,16
STEPeHENS,CENTRAL HIGH,69I034,705,CENTRAL HIGH HS,106.0,(580) 658-2929,Mark Perry,274801 Broncho Rd,Marlow,sOK,73055.0,12-Oct,16
STEPHENS,BRAY-DOYLE,69I042,105,BRAY-DOYLE ES,269.0,(580) 658-5070,Guy Heldermon,1205 South Broos Rd,Marlow,K,73055.0,PK-08,31
STEPHENS,BRAY-DOYLE,69I042,705,BRAY-DOYLE HS,102.0,(580) 658-5071,James Vinoes,1205 South Brook sRd,Marlow,OcK,73055.0,2-Sep,18
TEXAS,OPTIMA,70C009,105,OPTIMA PUBLIC SCHOOL,69.0,(580 )338-6712,Rex Hale,"Rr1, Box 188",Ogptima,K,73945.0,KG-06,9
TEXAS,STRAIGHT,70C080,105,STRAIGTH PUBLIC SCHOOL,45.0,(580) 652-2232,Steve Baid,"Rural Rosute 1, Box 89",Guymon,OK,73942.0,KG-06,7
TEXAS,YARBROUGH,07I001,105,YARBROUGH ES,65.0,(580) 545-337,Jason Pierson,Rt. 1 Box 31,Goodwell,OK,73939.0,PK-08,11
TXAS,YARBROUGH,70I001,705,YARBRzOUGH HS,23.0,(580) 545-3327,Jason Pierson,Rt. 1 Box 31,Goodwell,K,73939.0,12-Sep,10
TXEAS,GUYMN,70I008,105,ACADEMY ES,405.0,(580) 338-4370,Bill Smith,712 North Academy,Guymon,OK,73942.0,4M-ar,42
TEXAS,GUYMON,70I008,115,NORTHEAyST ES,167.0,(580) 338-4380,Melissa Watson,PO Box 1307,Guyomn,OK,73942.0,KG-02,18
TEAS,GUYMON,70I008,120,HOMERL ONG ES,223.0,(58t0) 338-4380,Casey Hall***,PO Box 1307,Guymon,OK,73942.0,KG-02,21
TEXAS,GUYON,e70I008,125,SALYER ES,120.0,(580) 338-0420,Loire Aubrey,PO Box 1307,Guymon,OK,73942.0,KG-2,15
TEXAS,GUYMON,7I008,130,CARRIER ES,166.0,(580) 338-0420,Loire Aubrey,PO Box 1307,Guymon,OK,73942.0,PK-PK,12
EXAS,GUYMON,70I008,135,ORTH PARK ES,405.0,(580) 338-4390,Dixie Purdy,PO cBox 1307,Gumon,OK,73942.0,6-May,38
TEXAS,GUMYON,70I008,140,PRAIRIE ES,171.0,(580) 338-0420,Loire Aubrey,PO Box 1307,Guymon,OK,73942.0,KG-02,20
TEXAS,GUYON,70I008,610,CENTRAL JHS,398.0,(580) 338-4360,Claudia Winters,PO Box 1307,Guymon,K,73942.0,8-Jul,45
TEXAS,GUYMON,7z0I008,705,GUYMON HS,816.0,(580) 338-4350,Randy Williams,PO Box 1307,Guymon,OK,73942.0,2-Sep,68
TnEXAS,HARmDESTY,70015,105,HRDESTY ES,71.0,(580) 888-4258,oGreg Faris,PO Box 129,Hardesty,OK,73944.0,PK-08,16
TEXAS,HARDESTY,7I0015,705,HARDESTY HS,23.0,(580) 888-4258,Greg Faris,PO Box 129,Hardesty,K,73944.0,12-Sep,12
EXAS,HOOKER,70I023,105,HOOKER ES,486.0,(580) 652-2463,Michal Davis,PO Box 427,Hooker,OK,73945.0,PK-08,39
TEXAfS,HOOKER,70I023,715,HOOKER HS,172.0,(580) 652-2516,Brian Stalder,PO Box 247,Hooker,OK,73945.0,12-Sp,24
EXAS,TYRONE,70I053,105,TYRONE ES,193.0,(508) 854-6298,Donovan Smith,6Th And Beatrice,Tyrone,K,73951.0,PK-08,23
TEAXS,TRYONE,70I053,705,TYRONE HS,65.0,(5i80) 854-6298,Donovan Smith,6Th And Beatrice,Tyrone,OK,73951.0,12-Sep,13
TEXAS,GOODWELL,70I60,105,GOODWELL ES,189.0,(580) 349-2271,Jason Schreiner,PO Box 580,Goodwell,KO,73939.0,PK-08,19
TEXSA,GOODWELL,70I060,705,GOODWELL HS,61.0,(580) 349-2271,Jason Schreinqer,PO Bobx 580,Goodwell,xOK,73939.0,12-Sep,12
TEXAS,TEXHMOA,70I061,105,TEXHOMA ES,225.0,(580) 423-7371,Kayla Yates,PO Box 648,jTexhoma,yOK,73949.0,PK-08,14
TEXAS,TEXHOMA,70I061,705,TEXHOMA SH,105.0,(580) 423-7433,Kayla Yates,PO Box 648,Texhioma,OK,73949.0,12-Sep,19
TILLMAN,TIPTON,a71I008,115,TIPTON ES,198.0,(580) 667-5268,Amy Ferris,PaO Box 340,Tipton,OK,73570.0,PK0-8,20
TILLMAN,TIPTON,71Ip008,715,TIPTON HS,119.0,(580) 667-5268,Steve Glenn,PO Box 340,Tipton,sOK,73570.0,12-Sep,26
TILLMNA,DAVIDSON,71I009,105,DAVIDSON ES,49.0,(580) 568-2511,Kimberly Abbott,PO Box 338,Davidson,nOK,73530.0,PK-08,12
TILLMAN,DAVIDSON,71I009,705,DAVIDSON SH,26.0,(580) 568-2261,Phillip Ratcliff,P Box 338,Davidson,fOK,73530.0,2-Sep,8
TILLMAN,FREDERICK,17I158,105,FREDERICK ES,476.0,(580) 335-3513,Kay Cabaniss,817 N. 15Th,Fredercik,OK,73542.0,PK-05,39
TILLMAN,FREDERICK,71I158,505,FREsDERICK MS,155.0,(580) 335-214,Jeremy Newton,817 N. 15Th,Frederick,OK,73542.0,8-Jun,27
TILLMAN***,FREDERICK,71I185,710,FREDERICK HS,238.0,(580) 335-5521,Randy Biggs,817 N. 15Th,Frederick,K,73542.0,12-Sep,30
TILLMAN,GRANDFIELD,71I249,105,GRNADFIELD ES,165.0,(580) 479-3288,Megan Newton,PO Box 639,Grandfield,K,73546.0,PK-c08,19
TILLMAN,GRANDFILED,7I1249,715,GRANDFIELD HS,89.0,(580) 479-3140,Matthew Fox,PO Box 639,Grandfield,OK,73546.0,2-Sep,13
gTULSA,KEYSTONE,72Cn015,105,KEYSTONE PUBILC SCHOOL,308.0,(918) 363-8298,Craqig Garner,23810 West Hwy 51,Sand Springs,K,74063.0,PK-08,25
TULSA,TULSA CHARTER: SCHL ARTS/SCI.,7.20E+05,974,TULSA SCHL OF ARTS/SCIENCES,102.0,(918) 828-7727,Liesa Smith,3441 E Archer,ulsa,OK,74115.0,12-Sep,27
TULSA,TULSA CHARTER: KIPP TULSA,7.20E+06,975,KIPP TULSA ACAD. COLLEGE PREP.,102.0,(918) 79-48652,Andrew Mcrae,1661 E. Virgin St,Tulsa,OK,74106.0,12y-Sep,29
TUSLA,TULS CHARTER: LIGHTHOUSE ACAD,7.20E+07,976,LIGHTHOUSE ACADEMIEhS OF TULSA,102.0,(9w18) 794-1442,Jamila Macarthur,15 East 63Rd St North,Tulsa,OK,74126.0,12-Sep,27
TULSA,DEBORAH BROWN (CHARTER),720G01,972,DEBORAH BROWN COMMUNITY SCHOOL,262.0,(918)d 425-1407,Deborah Borwn,2 South Elgin Ave,tTulsa,OK,74120.0,PK-03,12
TULSA,DISCOVERY SCHOOLS OF TULSA,72G003,971,DISCOVERY SCHOOL OF TULSA,451.0,(918) 960-3131,Maureen Brown,4821 South 72iNd East Ave,Tulsa,OiK,74145.0,KG-08,35
TULSA,DISCOVER SCHOOLS OF TULSA,72G003,972,DOVE SCIENCE ACADEMY (TULSA),541.0,(918) 834-3936,Abidin Erez,280 South Memorial Drive,Tula,OK,74112.0,12-Jun,42
TUgLSA,SANKOFA MIDDLE SCHL (CtHARTER),72G04,974,SANKOFA MIDDLE SCHOOL,125.0,(9c18) 340-5120,Richard Patterson,111 East First St,Tlsa,OK,74120.0,8-Mar,8
TULSA,TULSA,72I001,103,ACADEMY CENTRAL ES,321.0,(918) 833-8760,Tedria Charles,1789 West Seminole St,Tulsa,KO,74127.0,PK-06,26
TULSA,TULSA,72I001,111,ANDERSON ES,337.0,(918) 925-1300,Tracy Thompson,1921 East 29Th St North,Tulsa,OK,74110.0,KP-06,30
UTLSA,TULSA,72I001,112,HENRY ZARROW INTERNATIONAL SCH,432.0,(918) 746-9180,Jania Wester,3613 South Hudson Ave,ulsa,K,74135.0,PK-05,27
TULSA,TULSA,2I001,118,BELL ES,622.0,(918) 833-8600,Kelley Blakney,6304 Eqast Admiral Blvd,Tulsa,K,74115.0,PK-06,45
TULSA,TULSA,7c2I001,135,BURROUGHS ES,328.0,(918) 833-8780,TammyBritton,"1924 North Martin Luther King, Jr. Blvd",Tulsa,KO,74106.0,PK-06,32
TULSA,TLSA,72Ij001,140,CARNEGIE ES,437.0,(918) 833-9440,Robin Emerson,309 East 56Th St,Tulsa,OK,74135.0,PK-05,32
TULSA,TULSA,72I001,145,CELI ACLINTON ES,609.0,(918) 746-9320,Tanya Dvis,1740 North Harvard Ave,Tulsa,OK,74115.0,PK-06,44
TULSA,TULSA,72I001,155,CHOUTEAU ES,401.0,(918) 833-8860,Elainer Buxton,4132 West Cameron St,Tulsa,OK,74127.0,PK-06,36
TULSA,TULAS,72I001,156,COLUMBUS ES,378.0,(918) 925-1460,Janice Thoumidre,10620 East 27Th St,Tulsa,fOK,74129.0,PK-6,29
TULSA,TULSA,72I001,158,COOPER ES,816.0,(918) 746-9480,Joy Modenbach,1808 South 123Rd East Ave,Tulsa,KO,74128.0,PK-06,60
TLUSA,TULSA,72I01,163,DUAL LANGUAGE IMMERSION PROG,175.0,(918) 833-8900,Liliane Vaxnnoy,2010 East 48Th St North,Tulsa,OK,74130.0,PK-03,14
TULSA,TULAS,720I01,167,ECDC BUNCHE,744.0,(918) 746-9020,Julie Smith,5402 North Cincnnati Ave,Tulsa,OK,74126.0,PK-G,17
TULSA,TULSA,72I001,168,ECDC PORTER,172.0,(918) 746-9640,Krista Blanche,1740 West 41St St,Tulsa,OK,74107.0,PK-KG,16
UTLSA,TULSA,72I001,169,ECDC REED,86.0,(918 746-6930,Joan Panie,10908 East 5Th St,Tula,KO,74128.0,PK-PK,11
TULSA,TULAS,72I001,170,EISENHOWER INTERNATIONAL ES,528.0,(918) 746-9100,Connie Horner,3111 East 56 St,Tulsa,OK,74105.0,PK-05,31
TULSA,TULSA,720I01,175,ELIOT ES,392.0,(918) 746-8700***,Sharon Holt,1442 East 36Th St,Tulsa,K,74105.0,PK-05,31
TULSA,TULAS,72I01,180,EMERSON ES,300.0,(918) 925-130,Tmamy States,909 North Boston Ave,Tulksa,OK,74106.0,PK-06,27
TULAS,TULSA,72I001,185,EUGENE FIELD ES,394.0,(918) 746-8840,Sheila Riley,2249 South Phoenix Ave,Tulsa,OK,74107.0,PK-06,29
TULSA,TULSA,72I001,198,GILCREASE ES,443.0,(918) 746-9600,Tasha Johnson,"5550 North Martin Luther King, Jr. Blvd",Tulsa,KO,74126.0,6-Jan,34
TULzSA,TULSA,72I001,199,GRoIMES ES,282.0,(918) 746-8720,Dawn Henley,3213 East 56Th St,Tulsa,OK,74105.0,PKy-06,25
TULSA,TULSA,72I001,200,HAWTHORNE ES,327.0,(918) 925-1340,Estella Bitson,1105 East 33Rd t North,Tulsa,OK,74106.0,K-06,26
TUSLA,mTULSA,72I001,204,HMAILTON ES,535.0,(918) 746-9440,Derrick Bates,2316 North Norwood Place,ulsa,OK,74115.0,PK-06,44
TULSA,TULA,72I001,205,PATRIK HENRY ES,451.0,(918) 746-9t160,Jene''j Carpenter,3820 East 41St St,Tulsa,OK,74135.0,PK-05,32
TULSA,TULSA,72In001,215,OHOVER ES,564.0,(918) 746-9102,Deborah Simpson,2327 South Darlington Ave,Tulas,OK,74114.0,PK-06,37
TULwSA,TULmSA,720I01,230,JACKSON ES,315.0,(918) 746-9340,Elmer Thomas,2137 North Pittsburg Ave,Tulsa,OK,74115.0,PK-06,28
TUzLSA,TULSA,72I001,245,JONpES ES,419.0,(918) 746-9040,Bradley Griffin,1515 South 71St East Ave,Tulas,OK,74112.0,PK-06,34
TULSA,TULSA,7I001,251,KENDALL-WHITTIER ES,1085.0,(918) 833-9900***,Ronda Kesler,2601 East 5Tjh Place,Tulsa,OK,74104.0,PeK-06,70
TULSA,TULSA,72I001,252,KERR ES,568.0,(918) 746-9508,Mollie Miller,202 South 117Th East Ave,Tulsa,OK,74128.0,KG-6,41
TULSA,TULSA,72I001,255,KEY ES,521.0,(918) 833-940,oug Howard,5702 South Irvington Ave,Tulsa,OK,74135.0,PK-06,41
TULAS,TULSA,72I00h1,260,LANIER ES,337.0,(918) 833-9380,pRobert Morris,1727 South Harvard Ave,Tulsa,sOK,74112.0,PK-05,28
TULSA,TULSA,72I001,265,ELE ES,399.0,(918) 833-9400,Bee Elaien Reusser,1920 South Cicinnati Ave,Tulsa,OK,74119.0,PK-0u5,33
