OBJECTID,ACRES,USE_,MODIFICATIONS,LANDUSE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SHAPESTArea,SHAPESTLength
8864,192.52802358,,10/6/10,Industrial/Logistics,,,,,8386520.75656348,21031.5699735722
8865,26.10657458,,9/23/10,Office,,,,,1137202.40729153,4813.82199720591
8866,73.24437881,TNC Property,Rural to Conserv 110504,Conservation,,,,,3190525.24449025,9310.51585654988
8867,6.17944702,,,Low Density Residential,,,,,269176.745899716,3657.03921764977
8868,12.22094783,,,Low Density Residential,,,,,532344.521839176,4116.10365950264
8869,145.24630476,,10/14/10,Agriculture/Open Space,,,,,6326929.14899372,11547.0642070709
8870,9.84954689,,,Low Density Residential,,,,,429046.278361233,3765.56876600134
8871,5.59217934,,,Low Density Residential,,,,,243595.304501172,3749.77662936452
8872,5.62555309,,,Low Density Residential,,,,,245049.026910589,3807.67885674094
8873,11.2237478,,,Low Density Residential,,,,,488906.461421861,3348.13334332759
8874,6.78040041,,,Low Density Residential,,,,,295354.229491618,2479.81195231503
8875,10.02680684,,,Low Density Residential,,,,,436767.635351351,3238.31910625097
8876,194.36117462,,10/14/10,Agriculture/Open Space,,,,,8466372.89556644,14373.6157286006
8877,4.66937627,,10/14/10,Recreation,,,,,203398.068767883,2336.23106593605
8878,1.45454185,,,High Density Residential,,,,,63359.7945226616,1019.62371964021
8879,3.13605416,,,Medium Density Residential,,,,,136606.507553653,1722.40022200136
8880,9.0779392,,,Low Density Residential,,,,,395435.10493192,3429.91292941261
8881,6.41982795,,,Low Density Residential,,,,,279647.606860358,2490.8862341172
8882,0.82412557,,,Business/Commercial,,,,,35898.9060541514,785.139653935264
8883,2.31350698,,,Medium Density Residential,,,,,100776.352539617,1428.61537267772
8884,8.3193708,,,Low Density Residential,,,,,362391.793932861,3104.07281532491
8885,0.75869325,,,Low Density Residential,,,,,33048.6568223055,876.960912173984
8886,4.04742557,,,Low Density Residential,,,,,176305.857056523,1742.75681407584
8887,14.04490141,,,Medium Density Residential,,,,,611795.983501833,4384.58569060173
8888,5.22127805,,,Medium Density Residential,,,,,227438.914380603,2453.00101796447
8889,0.88684931,,,Medium Density Residential,,,,,38631.1764134854,924.243501879604
8890,9.29928012,,,Medium Density Residential,,,,,405076.684444587,4004.04075160129
8891,2.69211488,,,Business/Commercial,,,,,117268.509379158,1819.62185516818
8892,0.79956607,,,Business/Commercial,,,,,34829.1356546956,744.246449434871
8893,5.48521667,,,Low Density Residential,,,,,238936.078939226,2174.53261411223
8894,0.82116036,,,Business/Commercial,,,,,35769.7819381436,765.156251812714
8895,4.89220354,,,Medium Density Residential,,,,,213104.462158414,2378.12971797793
8896,101.41633788,,,Low Density Residential,,,,,4417695.41504934,35127.4734611878
8897,19.55952448,,,Low Density Residential,,,,,852012.903151518,4110.21517213257
8898,15.63534968,,,Low Density Residential,,,,,681075.774098696,3821.6578929622
8899,4.95724664,,,Low Density Residential,,,,,215937.693139724,2167.50314310552
8900,11.62064899,,,High Density Residential,,,,,506195.399923614,4909.84436183851
8901,68.54922855,,,Regional Mixed Use,,,,,2986004.51966662,6772.24799030285
8902,37198.05369942,Great Dismal Swamp,,Conservation,,,,,1620347218.00549,258859.438501742
8903,39.62702079,,,Conservation,,,,,1726152.79369742,6555.64973293909
8904,248.24842567,,10/14/10,Agriculture/Open Space,,,,,10813701.4250372,15559.8378334096
8905,31.21415853,,10/14/10,Agriculture/Open Space,,,,,1359688.8348676,9927.06630544406
8906,247.7974731,,10/14/10,Agriculture/Open Space,,,,,10794057.6373795,18507.9523014884
8907,21.94395934,,,Low Density Residential,,,,,955878.988750304,6164.09018854545
8908,159.80950373,,,Conservation,,,,,6961301.9369681,38876.1993601101
8909,0.61224276,,10/14/10,Agriculture/Open Space,,,,,26669.3247981501,841.076148284994
8910,0.1821616,,10/14/10,Agriculture/Open Space,,,,,7934.94327927831,420.786637252312
8911,0.52888904,,10/14/10,Agriculture/Open Space,,,,,23038.4362240992,1078.17023565033
8912,82.51128417,,,Conservation,,,,,3594191.54025598,16514.6092813224
8913,14.44030065,,,Conservation,,,,,629019.320235732,8639.27429728453
8914,11.82151477,,,Low Density Residential,,,,,514945.267433628,4121.49135193137
8915,0.11365639,,10/14/10,Agriculture/Open Space,,,,,4950.88014737641,366.691760758826
8916,9.3131688,,,Low Density Residential,,,,,405681.663137875,3242.34091702807
8917,18.00373977,,,Low Density Residential,,,,,784242.83734319,5465.81529785332
8918,13.53127608,,,Low Density Residential,,,,,589422.386497554,4003.37063322657
8919,175.65953502,,,Low Density Residential,,,,,7651729.34154255,20658.9562794438
8920,17.60167422,,,Low Density Residential,,,,,766728.742784672,6576.34477814829
8921,16.99154883,,,Business/Commercial,,,,,740151.76811758,4384.76350600859
8922,8.14222913,,,Medium Density Residential,,,,,354675.43807991,3306.17338313446
8923,3.98133228,,,Medium Density Residential,,,,,173426.847666039,2020.02629213918
8924,55.39081184,,10/6/10,Industrial/Logistics,,,,,2412823.7482278,6946.84633923654
8925,6.21914567,,,Medium Density Residential,,,,,270905.915554225,2841.23079127121
8926,5.85616899,Chesapeake Social Services,,Institution/Government,,,,,255094.690422591,2112.51474314068
8927,9.98834231,,,Low Density Residential,,,,,435092.187879672,3293.94351597949
8928,3.36703437,,,Business/Commercial,,,,,146668.150845506,4183.46843932457
8929,2.52136283,,,Business/Commercial,,,,,109830.636064674,1428.45667673743
8930,17.62218268,,,Business/Commercial,,,,,767622.317143419,4472.62151812694
8931,5.98406487,,,Medium Density Residential,,,,,260665.83174992,2530.94487431548
8932,309.02089885,,10/14/10,Recreation,,,,,13460949.727407,24146.9714277123
8933,51.24876495,School,,Institution/Government,,,,,2232396.15279085,9419.75065399651
8934,2.96155513,,,Low Density Residential,,,,,129005.329704634,1553.42483326585
8935,14.35022735,City Garage,,Institution/Government,,,,,625095.825676212,3760.97151372922
8936,6.4252588,,,Low Density Residential,,,,,279884.276754337,2427.56270353588
8937,6.24099127,,,Low Density Residential,,,,,271857.556434928,2174.58584789903
8938,3.1184049,,,Low Density Residential,,,,,135837.818015866,2151.1502977334
8939,11.38159429,,,Low Density Residential,,,,,495782.204229075,3688.4327502465
8940,12.88260197,,,Business/Commercial,,,,,561166.244342367,4234.80566904027
8941,4.51476202,,,Business/Commercial,,,,,196662.983873333,1779.33875509352
8942,17.44007341,,10/14/10,Agriculture/Open Space,,,,,759689.851787929,7166.16710722954
8943,57.34929382,,10/14/10,Agriculture/Open Space,,,,,2498135.22584337,8806.90138720591
8944,20.69180649,,10/14/10,Agriculture/Open Space,,,,,901334.827082972,7629.39086480871
8945,126.85595465,,10/14/10,Agriculture/Open Space,,,,,5525845.6034641,17467.5294554771
8946,23.65458464,,10/14/10,Agriculture/Open Space,,,,,1030393.81387189,5338.38085154305
8947,32.73414528,,,High Density Residential,,,,,1425899.73461101,8735.86566062894
8948,51.88306031,,10/14/10,Medium Density Residential,,,,,2260026.12463796,6648.44502563849
8949,43.9964877,,,Business/Commercial,,,,,1916487.11910837,5708.84686646452
8950,35.09899115,,,Office,,,,,1528911.89111547,7728.6974967698
8951,179.33163244,,,Regional Mixed Use,,,,,7811685.49974173,14284.4484080987
8952,8.90943259,Golf Course,10/14/10,Recreation,,,,,388094.865972826,3221.04969437441
8953,5.02299675,Golf Course,10/14/10,Recreation,,,,,218801.660798197,2349.24278425172
8954,7.92394201,Golf Course,10/14/10,Recreation,,,,,345166.904070561,3467.9831724518
8955,28.88831775,,,Low Density Residential,,,,,1258375.19712901,5526.14028816923
8956,14.78844191,,,Low Density Residential,,,,,644184.613666563,6331.68849460235
8957,0.76655418,,,Low Density Residential,,,,,33391.061834533,1023.76892989869
8958,9.98409095,,,Business/Commercial,,,,,434906.88100702,3553.93394862538
8959,4.28794795,,,Low Density Residential,,,,,186783.006273285,1637.98075493166
8960,20.50453145,,,High Density Residential,,,,,893177.350851799,4097.48132053539
8961,1.11980868,,,Conservation,,,,,48778.8453257674,1088.96887711057
8962,184.40897263,,,Low Density Residential,,,,,8032854.85174452,19345.9079627946
8963,6.08950682,,,Low Density Residential,,,,,265258.880521548,2941.38009679665
8964,11.74624044,,,Low Density Residential,,,,,511666.255741247,3505.53103365102
8965,6.21359865,,,Low Density Residential,,,,,270664.29776334,2310.01825479807
8966,1.37056482,,,Medium Density Residential,,,,,59701.8190473848,1221.59007984999
8967,1.6598997,,,Medium Density Residential,,,,,72305.2526130078,1060.58811407404
8968,0.08024288,,,Medium Density Residential,,,,,3495.38030308024,232.345750918231
8969,11.89896627,,,High Density Residential,,,,,518319.042107497,2990.1368139618
8970,1.33850057,,,Medium Density Residential,,,,,58305.0890634264,1262.12575781439
8971,1.5553959,,,Medium Density Residential,,,,,67752.99656182,1323.27564953724
8972,1.59862617,,,Medium Density Residential,,,,,69636.1418318869,1324.5159916856
8973,3.07733309,,,Business/Commercial,,,,,134048.634547682,1684.57733783662
8974,0.16271412,,,Medium Density Residential,,,,,7087.83129503164,333.637795348068
8975,2.01047968,,,Conservation,,,,,87576.4760538389,1427.84380422936
8976,13.683232,,,Low Density Residential,,,,,596041.606158901,3510.78592959338
8977,0.00835951,,,Medium Density Residential,,,,,364.138156053177,98.5306886047252
8978,18.40743613,,,Low Density Residential,,,,,801827.930260194,6141.07130835713
8979,13.85920299,,,Low Density Residential,,,,,603706.817534584,5073.71832903211
8980,0.90572682,,,High Density Residential,,,,,39453.4471392584,976.680215189233
8981,5.07965999,,,Low Density Residential,,,,,221269.953969045,3058.86480782292
8982,171.80753938,,10/14/10,Agriculture/Open Space,,,,,7483936.05523374,16737.5389155159
8983,114.3495854,,,Low Density Residential,,,,,4981068.2724128,18223.8906044257
8984,22.53049889,Park,10/14/10,Recreation,,,,,981428.44052399,6008.09531353196
8985,64.65608676,,,Low Density Residential,,,,,2816418.96937671,19643.6012069329
8986,8.32729927,,,Low Density Residential,,,,,362737.094059467,2597.69606931224
8987,25.39108753,,,Medium Density Residential,,,,,1106035.83447254,10088.2241957598
8988,25.12679858,,,High Density Residential,,,,,1094523.3473635,8491.38801587492
8989,4.62981838,,,Conservation,,,,,201674.848345796,2531.62293085857
8990,5.60836585,,,High Density Residential,,,,,244300.407205188,2291.06254530802
8991,1.31281534,,,Low Density Residential,,,,,57186.216162306,1027.77136688548
8992,79.57161916,,,Low Density Residential,,,,,3466139.7846457,21522.1509546078
8993,1.6117504,,,Medium Density Residential,,,,,70207.8376662609,1056.84353642422
8994,18.98227787,,,Low Density Residential,,,,,826868.031659933,6223.27249921575
8995,5.05522189,,,Low Density Residential,,,,,220205.468608407,2862.19714058022
8996,3.77998204,,,High Density Residential,,,,,164655.998177611,2097.41791150979
8997,4.1087252,,,Low Density Residential,,,,,178976.061645604,1699.84544673345
8998,17.84192542,,,Low Density Residential,,,,,777194.352116027,6853.14523062309
8999,5.22631787,,,Medium Density Residential,,,,,227658.378625397,2027.88246523344
9000,3.75028116,,,Medium Density Residential,,,,,163362.122688138,1913.90190653884
9001,1.04786906,,,Business/Commercial,,,,,45645.1378914625,1397.00332903468
9002,11.90749501,,,Medium Density Residential,,,,,518690.370915156,5838.79123197092
9003,4.82043744,,,Business/Commercial,,,,,209978.325658547,2229.75161466907
9004,3.29942645,,,Business/Commercial,,,,,143723.005402976,1561.98842949669
9005,6.19449667,,,Medium Density Residential,,,,,269832.259273729,2754.18729164228
9006,4.26439578,,,Business/Commercial,,,,,185757.010591423,2231.13521132247
9007,22.01967922,,,Low Density Residential,,,,,959177.160991667,6544.6141881573
9008,2.68288206,,,Conservation,,,,,116866.370424016,3073.11957667963
9009,0.07113686,,,Low Density Residential,,,,,3098.73699329023,431.373739051188
9010,0.00782882,,,Low Density Residential,,,,,341.021813577725,73.7772927858481
9011,7.73381059,,,Medium Density Residential,,,,,336884.787942902,3112.40405904772
9012,3.03271882,,,Low Density Residential,,,,,132105.263630103,1781.01875897482
9013,2.93156314,,,Low Density Residential,,,,,127698.915416217,1970.89215403738
9014,7.44815037,,,Low Density Residential,,,,,324441.293658079,2637.22374771182
9015,13.88999845,,,Low Density Residential,,,,,605048.296689851,4388.76216070845
9016,4.7484436,,,Business/Commercial,,,,,206842.245611226,1811.27010822728
9017,8.75435486,,,Low Density Residential,,,,,381339.742686544,2656.59443990041
9018,27.75572092,,,Business/Commercial,,,,,1209039.03825984,5598.41509381865
9019,5.9371275,,,Low Density Residential,,,,,258621.258748385,2121.78382952901
9020,4.26567514,,,Business/Commercial,,,,,185812.811825969,1885.30002659925
9021,16.76349232,,,Medium Density Residential,,,,,730217.788409229,11127.5550178918
9022,7.53374785,,,Medium Density Residential,,,,,328169.882713222,3461.28470305733
9023,51.04429599,,,Medium Density Residential,,,,,2223489.5383875,13108.0422335069
9024,5.19058831,,,Low Density Residential,,,,,226102.043604781,2192.39742052915
9025,4.76302779,,,Low Density Residential,,,,,207477.483473646,2012.27233927206
9026,6.8308128,,,Low Density Residential,,,,,297550.174468734,2511.60778899782
9027,1.62007872,,,Low Density Residential,,,,,70570.5576911382,1394.86979482371
9028,6.41767006,,,Low Density Residential,,,,,279553.739979246,2135.13605110635
9029,8.99857557,,,Low Density Residential,,,,,391977.877585865,3325.52221071156
9030,21.11525694,,,Medium Density Residential,,,,,919780.693104553,7323.55083646029
9031,9.20667322,,,Low Density Residential,,,,,401042.689724767,2984.43781695127
9032,13.44507603,,,Low Density Residential,,,,,585667.600950237,3816.04771122764
9033,11.46916711,,,Low Density Residential,,,,,499596.812568496,3884.80190791588
9034,98.32864181,,,Conservation,,,,,4283195.42220496,8643.58788651858
9035,199.84461494,Great Dismal Swamp,,Low Density Residential,,,,,8705231.55027568,30265.6605880531
9036,13.77950039,,,High Density Residential,,,,,600234.886729377,3051.72421650469
9037,12.06137066,,,Low Density Residential,,,,,525393.291169979,5049.93957833788
9038,37.3810281,,,Low Density Residential,,,,,1628317.74526561,5111.94162486411
9039,7.57418199,,,Medium Density Residential,,,,,329931.405438938,4229.05286390998
9040,11.94380633,,,Medium Density Residential,,,,,520272.26033517,4462.15877495654
9041,5.91329856,,,Medium Density Residential,,,,,257583.291764062,3124.2957731995
9042,2.38859189,,,Medium Density Residential,,,,,104046.989283464,1948.86866554925
9043,13.52295547,School,,Institution/Government,,,,,589059.954839597,3446.03816339345
9044,11.19167823,,,Low Density Residential,,,,,487509.466486734,3847.50123328631
9045,9.27182935,School,10/12/10,Low Density Residential,,,,,403880.861730454,2557.51130977586
9046,16.17848978,,9/23/10,Office/Research,,,,,704734.941739253,5625.98893551367
9047,5.48728016,,,Low Density Residential,,,,,239025.953872657,2213.95572222295
9048,1.56567233,,,Business/Commercial,,,,,68200.7092683948,1256.75766779331
9049,5.61795369,,,Low Density Residential,,,,,244718.043906588,2153.99196789697
9050,22.51814836,,,Medium Density Residential,,,,,980890.446869575,6243.09752649674
9051,10.81948476,,,Low Density Residential,,,,,471296.73994244,5814.85293275668
9052,2.89194052,,,Medium Density Residential,,,,,125973.012490423,1474.38892293513
9053,0.26626628,,,Low Density Residential,,,,,11598.5413458172,602.242651560057
9054,8.01499486,,,Low Density Residential,,,,,349133.187409209,2450.93356028653
9055,7.40722265,,,Low Density Residential,,,,,322658.512640199,2590.29270801342
9056,3.01571471,,,Business/Commercial,,,,,131364.51395197,1661.11183608802
9057,16.40451258,,,Medium Density Residential,,,,,714580.484377485,3595.557935159
9058,4.19281498,,,Business/Commercial,,,,,182638.990128793,2078.69593780258
9059,11.75303856,,,Medium Density Residential,,,,,511962.157346753,2898.27566352073
9060,2.65673395,,,Low Density Residential,,,,,115727.337706224,1409.8042773193
9061,6.99418561,,,High Density Residential,,,,,304666.750712746,2213.05159844577
9062,6.81578963,,,Business/Commercial,,,,,296895.703470813,2373.46985330457
9063,3.77154238,,,Business/Commercial,,,,,164288.374227288,1840.31614489271
9064,7.29253493,,,Office,,,,,317662.842651982,2176.34105316939
9065,0.65577134,,,Medium Density Residential,,,,,28565.3781739104,1163.70944989374
9066,3.12870949,,,Medium Density Residential,,,,,136286.613671849,1739.27224055511
9067,3.03946406,,,Low Density Residential,,,,,132399.113732981,1973.1731619606
9068,11.13933124,,9/23/10,Low Density Residential,,,,,485229.343088514,3380.64773733874
9069,5.78609556,,,Office,,,,,252042.336111102,2136.38160961721
9070,2.80129752,,,Office,,,,,122024.562884091,1462.06317131445
9071,18.31920738,,,Medium Density Residential,,,,,797984.665996405,11071.6843579529
9072,6.79224256,,,Medium Density Residential,,,,,295870.157085374,3213.70240982274
9073,7.19186728,,,Low Density Residential,,,,,313277.691197297,2663.05157622745
9074,12.95924353,,,Medium Density Residential,,,,,564504.664038529,6113.1045571847
9075,4.3173196,,,Medium Density Residential,,,,,188062.462289417,2078.98445877714
9076,18.13347792,,,Medium Density Residential,,,,,789894.304077044,5630.91168538312
9077,3.39299959,,,Business/Commercial,,,,,147799.030778227,1913.43198555072
9078,8.66621029,,,Medium Density Residential,,,,,377500.068990349,2858.65692836416
9079,15.3065182,,10/6/10,Industrial/Logistics,,,,,666751.995488684,4786.83815067926
9080,7.31716903,,,Medium Density Residential,,,,,318735.82450502,2728.48102873756
9081,4.68449447,,,Medium Density Residential,,,,,204056.572679667,1931.23038598432
9082,4.45333398,,,Medium Density Residential,,,,,193987.267916544,2000.79934536907
9083,3.30078676,,,Low Density Residential,,,,,143782.202099539,1567.17645455118
9084,4.06962266,,,Low Density Residential,,,,,177272.729805724,1747.15504444562
9085,4.77010065,,,Low Density Residential,,,,,207785.633895545,2008.9569673296
9086,8.46394022,,,Low Density Residential,,,,,368689.227131463,2904.8470142156
9087,7.27364529,,,Low Density Residential,,,,,316839.888890732,2808.48110083355
9088,6.84946327,,,Low Density Residential,,,,,298362.577236564,2697.77475799993
9089,151.22242573,,,Regional Mixed Use,,,,,6587248.89668845,24735.8331250491
9090,8.29702418,,,High Density Residential,,,,,361418.325770227,2358.33270745472
9091,1.35800997,,,Medium Density Residential,,,,,59154.8739781869,1301.63381465881
9092,3.84372002,,,Medium Density Residential,,,,,167432.435944545,1702.99307027825
9093,7.49500589,,,Low Density Residential,,,,,326482.453550423,2650.60748333759
9094,1.66907054,,,Medium Density Residential,,,,,72704.6336885946,1078.46598989557
9095,3.65064414,,,Medium Density Residential,,,,,159021.998130069,1738.3152415637
9096,2.80403335,,,Medium Density Residential,,,,,122143.79565753,2358.02984792905
9097,70.15109036,,,Low Density Residential,,,,,3055781.91798299,13668.9772262815
9098,58.97015889,,,Low Density Residential,,,,,2568740.13395663,8710.59222299697
9099,2.27120918,,,Low Density Residential,,,,,98933.915772807,2022.76760266112
9100,56.47104507,,,Low Density Residential,,,,,2459878.57524295,19410.6611887323
9101,66.60168354,Correctional Facility,10/14/10,Recreation,,,,,2901169.17357104,8124.43315811637
9102,8.53244339,,,Medium Density Residential,,,,,371673.262722221,3485.36077265846
9103,3.99412816,,,Medium Density Residential,,,,,173984.199389036,1843.20207357371
9104,2.73111867,,,Medium Density Residential,,,,,118967.544781624,1435.24772833942
9105,3.22070617,,,Low Density Residential,,,,,140293.931716517,1789.00174742895
9106,1.96004161,,,Business/Commercial,,,,,85379.4506376134,1210.55296146202
9107,31.04574072,,,Conservation,,,,,1352352.42782024,6934.19250280449
9108,1.05523717,,,Low Density Residential,,,,,45966.1021812302,925.125247659256
9109,41.23714309,,,Medium Density Residential,,,,,1796289.9295511,10369.1646077511
9110,1.75731719,,,Medium Density Residential,,,,,76548.6702162427,1493.74014080365
9111,1.87805366,,,Medium Density Residential,,,,,81808.0130442399,1571.63758612353
9112,21.01826558,School,,Institution/Government,,,,,915555.585005716,4040.08867472978
9113,3.99985436,,,Medium Density Residential,,,,,174233.695567534,1812.93911901682
9114,1.85952582,,,Medium Density Residential,,,,,81000.9168217145,1573.9386702174
9115,5.58386911,,,Low Density Residential,,,,,243233.292362094,2138.46288420108
9116,10.16759526,,,Business/Commercial,,,,,442900.416187356,2914.81157548192
9117,8.83014809,,,Low Density Residential,,,,,384641.167977631,3237.86986548285
9118,45.41635657,,,Low Density Residential,,,,,1978336.42636205,14308.0859201254
9119,61.45127302,,,Low Density Residential,,,,,2676817.33009531,10828.086305196
9120,4.69495304,,,Medium Density Residential,,,,,204512.132929798,2045.97375595671
9121,4.24448098,,,Medium Density Residential,,,,,184889.556905575,1873.66872570265
9122,1.44825909,,,Medium Density Residential,,,,,63086.158029771,1274.29175261568
9123,1.59359857,,,Medium Density Residential,,,,,69417.1857426159,1323.84509302048
9124,1.59502269,,,Medium Density Residential,,,,,69479.2254484766,1324.46164184464
9125,6.9195152,,,Business/Commercial,,,,,301414.178756612,2843.7286233846
9126,1.20806993,,,Medium Density Residential,,,,,52623.499709905,1120.13583563394
9127,2.18816632,,,Medium Density Residential,,,,,95316.5045858219,1482.0273442275
9128,3.00589974,,,Low Density Residential,,,,,130937.018440796,1597.53955505729
9129,21.92724975,,,Medium Density Residential,,,,,955150.968522092,8526.93440888695
9130,4.38246825,,,Medium Density Residential,,,,,190900.345616101,1950.88803696819
9131,7.18157893,,,Low Density Residential,,,,,312829.593153876,2623.09888243356
9132,6.22189574,,,Medium Density Residential,,,,,271025.777497916,2349.29207002109
9133,2.48448473,,,Medium Density Residential,,,,,108224.173440546,1496.29966072666
9134,2.36554058,,,Business/Commercial,,,,,103042.999835371,1612.55406565236
9135,19.38851888,,10/14/10,Agriculture/Open Space,,,,,844563.89683174,3840.82188085834
9136,9.56333021,,,Low Density Residential,,,,,416578.693612712,3449.02972814907
9137,35.70074415,,,Office,,,,,1555124.31847687,5360.77248047878
9138,12.31693376,,,Low Density Residential,,,,,536525.649434609,4101.3585419017
9139,5.28176057,,,Low Density Residential,,,,,230073.463212855,2004.80096238859
9140,15.83406738,,,Low Density Residential,,,,,689731.965006438,4893.33777309304
9141,10.01328605,,,Low Density Residential,,,,,436178.762077284,3675.37703396302
9142,10.15464969,,,Low Density Residential,,,,,442336.523663217,2880.90462973855
9143,5.69019368,,,Low Density Residential,,,,,247864.823990126,2276.66381253876
9144,11.55937262,,,Low Density Residential,,,,,503526.309247817,3147.13215958013
9145,28.44409806,,10/14/10,Agriculture/Open Space,,,,,1239024.81094555,7332.16472655995
9146,88.48845055,,10/6/10,Industrial/Logistics,,,,,3854557.21791214,11295.2075359218
9147,6.0355652,,,High Density Residential,,,,,262909.231999004,2369.38031583653
9148,1.86417767,,,Low Density Residential,,,,,81203.622078489,1191.77998088014
9149,5.01378342,,,Medium Density Residential,,,,,218400.332647304,2683.89752664779
9150,4.08938577,,,Low Density Residential,,,,,178133.718315102,2434.072798502
9151,5.97047372,,,Medium Density Residential,,,,,260073.948986759,2764.64886340458
9152,10.63923757,,,Medium Density Residential,,,,,463445.240309454,4322.24491966239
9153,6.09427108,,,Office,,,,,265466.385602449,2065.96600875331
9154,15.34312083,,,Low Density Residential,,,,,668346.347340127,4120.12757975826
9155,180.66158501,,,Low Density Residential,,,,,7869618.56113958,19825.6398844616
9156,1.8650095,,,High Density Residential,,,,,81239.7817924381,1198.78571554327
9157,5.48283598,,,Low Density Residential,,,,,238832.401701201,2109.09317265078
9158,6.13927837,,,Low Density Residential,,,,,267426.845632945,2292.28592712873
9159,1.80915545,,,High Density Residential,,,,,78806.8205817302,1201.2078604263
9160,12.26240013,,,Low Density Residential,,,,,534150.097657248,4823.15869323782
9161,0.36788377,,,Low Density Residential,,,,,16024.9905704399,698.600330079511
9162,8.98711343,,,Low Density Residential,,,,,391478.630674363,3008.45828539593
9163,0.47109982,,,Low Density Residential,,,,,20521.1180784508,563.789465982461
9164,5.66176609,,,Low Density Residential,,,,,246626.512067331,2227.211436732
9165,14.68607122,,,High Density Residential,,,,,639725.158588714,3283.17211082576
9166,13.43257952,,9/23/10,Low Density Residential,,,,,585123.092449121,3367.82370693845
9167,4.71124556,,,Business/Commercial,,,,,205221.870355385,1822.15806987628
9168,6.14121844,,,Low Density Residential,,,,,267511.482497743,2381.81516270868
9169,24.68240046,,,Low Density Residential,,,,,1075165.37878479,8122.42921111708
9170,3.87718322,,9/23/10,Institution/Government,,,,,168890.13289014,2302.10234770345
9171,8.2453091,,9/23/10,Business/Commercial,,,,,359165.606103918,2570.55877535928
9172,6.38195937,,,Low Density Residential,,,,,277998.171089933,2557.81919030628
9173,5.49906193,,,Low Density Residential,,,,,239539.088699583,2341.1222478431
9174,291.03818432,,,Low Density Residential,,,,,12677623.0710851,42319.988889427
9175,12.56409141,,,High Density Residential,,,,,547291.790424994,3019.23867769326
9176,15.0897687,,10/14/10,Recreation,,,,,657310.230171583,3390.2769607318
9177,1.48079144,,,Office,,,,,64503.2583601174,1041.06730285731
9178,12.66789154,,,Low Density Residential,,,,,551813.298722705,5726.7066427703
9179,32.79321291,,,Low Density Residential,,,,,1428472.29561227,8201.99211537423
9180,7.604104,,,Low Density Residential,,,,,331234.82003895,2226.69210578101
9181,7.6452566,,,Low Density Residential,,,,,333027.332828843,2928.85693746223
9182,10.60621257,,,Low Density Residential,,,,,462006.645020727,3491.37179918885
9183,813.36778451,,10/14/10,Agriculture/Open Space,,,,,35430300.509227,26456.8327584125
9184,195.9289149,School,,Institution/Government,,,,,8534664.03498297,14299.3496351229
9185,7.95749442,,9/23/10,Institution/Government,,,,,346628.266061428,2993.61658461343
9186,91.2227691,,9/23/10,Medium Density Residential,,,,,3973663.60663741,12758.1386817002
9187,23.62821579,,,Industrial/Logistics,,,,,1029245.09577801,5823.06936598778
9188,48.19597959,,,Business/Commercial,,,,,2099416.92215575,8416.11595307384
9189,10.69187569,,,Business/Commercial,,,,,465738.154086793,3976.99033576106
9190,7.09043783,,,Low Density Residential,,,,,308859.581709627,3526.74602407394
9191,0.00320226,,,Low Density Residential,,,,,139.491902974203,58.6376883363644
9192,4.39183069,,,Low Density Residential,,,,,191308.121640347,2280.15913224967
9193,0.39656334,,,Medium Density Residential,,,,,17274.2555479822,1366.39632479633
9194,5.56150403,,,Low Density Residential,,,,,242259.113962791,3364.0619671117
9195,4.63877745,,,Medium Density Residential,,,,,202065.080709974,2071.01239081301
9196,8.83637285,,,Business/Commercial,,,,,384912.393279678,3036.58487497023
9197,10.85395275,,,Business/Commercial,,,,,472798.159232158,3719.85599026598
9198,2.98594107,,9/23/10,Business/Commercial,,,,,130067.705593968,1981.30648927431
9199,7.0353373,,,Low Density Residential,,,,,306459.154822802,2739.37552906214
9200,11.19527566,,,Low Density Residential,,,,,487666.162420299,3291.51099025889
9201,13.38189514,,,Low Density Residential,,,,,582915.348936869,3706.81881065287
9202,3.80930003,,,Low Density Residential,,,,,165933.108884341,1766.66189499235
9203,8.85494077,,,Low Density Residential,,,,,385721.207507258,2783.02928825334
9204,19.7085046,,,Conservation,,,,,858502.41047666,5378.88018438483
9205,8.70392573,,,Conservation,,,,,379143.057746257,5440.8343194602
9206,3.20114462,,,Low Density Residential,,,,,139441.861287425,1817.43737508236
9207,7.38879565,,,Institution/Government,,,,,321855.860184973,2553.62394975375
9208,15.09722433,,,Low Density Residential,,,,,657635.107798728,4184.67886936278
9209,30.25154753,,10/14/10,Agriculture/Open Space,,,,,1317757.59251634,5681.42603640098
9210,7.85168744,,,Low Density Residential,,,,,342019.532347984,3032.76422566022
9211,16.78447321,,,Low Density Residential,,,,,731131.789199099,3908.17985377869
9212,6.86708535,,,Low Density Residential,,,,,299130.285772601,2625.18953465461
9213,6.97787473,,,Medium Density Residential,,,,,303956.239413084,2410.3589120495
9214,6.43568564,,,Medium Density Residential,,,,,280338.489084442,3888.80594501478
9215,6.46739125,,,Business/Commercial,,,,,281719.602383808,2743.24931975458
9216,11.57018746,,,Low Density Residential,,,,,503997.426719152,3797.40950103803
9217,8.48738331,,,Business/Commercial,,,,,369710.422500587,2600.78518743429
9218,7.57003575,,,Low Density Residential,,,,,329750.691233074,2744.19869141066
