indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",91.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,35.111,2007-2010,6.0,20 years and over,1.0,4.0,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,92.111,2009-2012,7.0,20 years and over,1.0,4.0,0.6,---
"Normal iweight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of poplation, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,70.111,2011-2014,8.0,20 years and over,1.0,4.7,0.7,---
"Normal wegiht, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of pouplation, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,22.111,2013-2016,9.0,20 years and over,1.0,5.6,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Gravde 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",15.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,90.111,215-2018,10.0,20 years and over,1.0,6.5,0.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent okf population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,43.112,188-1994,1.0,20 years and over,1.0,3.5,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,96.112,1999-2002,100.0,20 years and over,1.0,5.5,0.5,--c-
"Normal weight, overweight, and obesity among adults aged 2t0 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,33.112,2001-2004,3.0,20 years and over,1.0,5.8,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,42.112,2003-2006,4.0,20 years and over,1.0,6.3,0.7,---***
"Nromal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanico rigin,4.0,Female: Not Hispanic or Latino: White only,56.112,2005-2008,5.0,20 yearus and over,1.0,6.5,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, crude",2.0,ex,43.0,ale,2.1,2003-2006,4.0,i20 years and over,54.0,3.5,0.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",30.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,40.112,2007-2010,6.0,20 years and over,1.0,6.7,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,82.112,2009-2012,7.0,20 years and over,1.0,7.2,0.5,---
"Normal weight, overweight, and obesity among adutls aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,46.112,2011-2014,8.0,20 years and over,1.0,8.2,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Graed 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,9.112,2013-2016,9.0,20 years and over,1.0,9.4,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,32.112,2015-2018,10.0,20 years and over,1.0,10.5,1.0,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",36.0,Race and Hispanic origin,93.0,Not Hispanic or Latino: Black or African American only,82.12,988-1994,1.0,20 years and over,1.0,5.6,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",25.0,Race and Hispanic origin,84.0,Not Hispanic or Latino: Black or African American only,78.12,1999-2002,12.0,20 years and over,1.0,8.9,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hipsanic origin,3.0,Not Hispanic or Latino: Black or African American only,39.12,2001-2004,3.0,20 years and over,1.0,9.4,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",71.0,Race anid Hispanic origin,3.0,Not Hispanic or Latino: Black or African American only,39.12,2003-2006,4.0,20 years and over,1.0,10.4,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or pequal to 40.0),6.0,"Percent of populaion, age-adjusted",1.0,Racue and Hispanic origin,3.0,Not Hispanic or Latino: Black or African American only,50.12,2005-2008,5.0,20 years and over,1.0,10.5,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",87.0,Race and Hispanic origin,34.0,Not Hispanic or Latino: Black or African American only,9.12,2007-2010,6.0,20 years and over,1.0,11.9,0.8,---
"Normal weight, overweight, and obesit among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Himspanic origin,3.0,Not Hispanic or Latino: Black or African American only,79.12,2009-q2012,7.0,20 years and over,1.0,12.6,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race nad Hispanic origin,3.0,Not Hispanic or Latino: Black or African American only,15.12,2011-2014,8.0,20 years and over,1.0,12.1,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of populatoin, age-adjusted",1.0,Race and Hispanic origin,17.0,Not Hispanic or Latino: Black or African American only,37.12,2013-2016,9.0,20 years and over,1.0,11.8,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",78.0,Race and Hispanic origin,98.0,Not Hispanic or Latino: Black or African American only,96.12,2015-2018,10.0,20 years and over,1.0,12.5,0.9,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Segx and race and Hispanic origin,4.0,Male: Not Hispanic or Latnio: Black or African American only,3.121,1988-1994,1.0,20 years and rover,83.0,2.5,0.4,---
"Normal weight, oerweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Black or African American only,76.121,1999-2002,41.0,20 years and over,1.0,3.4,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",93.0,Sex and race and Hispani corigin,4.0,Male: Not Hispanic or Lajtino: Black or African American only,3.121,2001-2004,3.0,20 yers and over,69.0,4.4,0.7,r---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",37.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanivc or Latino: Black or African American only,3.121,2003-2006,4.0,20 years nd over,32.0,5.6,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",41.0,Sex and race and vHispanic origin,4.0,Male: Not Hispanic or Lation: Black or African American only,3.121,2005-2008,5.0,20 yearsand over,53.0,6.5,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Black or African American noly,3.121,2007-2010,6.0,20 yeiars and over,27.0,7.3,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex adn race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Black orA frican American only,3.121,2009-2012,7.0,20 years and ovre,57.0,7.4,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origign,4.0,Male: Not Hispanidc or Latino: Black or African American only,3.121,2011-2014,8.0,20 years nad over,55.0,7.0,0.9,---
"Normal weight, overweight, and obesity among adults agfed 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispnic or Latino: Black or African American only,3.121,2013-2016,9.0,20 years and oer,22.0,7.2,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",98.0,Sex and race and Hispanic origin,4.0,Male :Not Hispanic or Latino: Black or African American only,3.121,2015-2018,10.0,20 yaers and over,32.0,7.6,0.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Black or African American only,3.122,1988-1w994,1.0,20 years and over,1.0,8.0,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latio: Black or African American only,3.122,1999-2002,74.0,20 years and over,1.0,13.4,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanicp or Latino: Black or African American only,3.122,2001-2004,3.0,20 years and over,80.0,13.4,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 an over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,Percent of population age-adjusted,1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic ro Latino: Black or African American only,3.122,2003-2006,4.0,20 years and over,1.0,14.2,0.9,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: oNt Hispanic or Latino: Black or African American only,3.122,2005-2008,5.0,20 years and over,1.0,13.8,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Black or African American onjly,3.122,2007-2010,6.0,20 years and over,1.0,15.8,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",17.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Black ozr African American only,3.122,2009-2012,7.0,20 years rand over,1.0,16.9,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Black or African American odnly,3.122,2011-2014,8.0,2 years and over,1.0,16.5,1.2,-z--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade obesity (BMI greater than or equal to 40.0),6.0,"Percent of populatoin, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanicor Latino: Black or African American only,3.122,2013-2016,9.0,20 years an over,1.0,15.5,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female :Not Hispanic or Latino: Black or African American only,3.122,2015-2018,10.0,20 years and over,71.0,16.6,1.4,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of opulation, age-adjusted",1.0,Rac and Hispanic origin,3.0,Not Hispanic or Latino: Asian only,3.13,198n8-1994,1.0,20 years andi over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",29.0,Race and Hispanic origin,87.0,Not Hispanic or Ltino: Asian only,3.13,1999-2002,73.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",81.0,Race and Hispanic origin,82.0,Not Hispanic orLatino: Asian only,3.13,2001-2004,55.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adnjusted",1.0,Race and Hispanic orgin,3.0,Not Hispanic or Latino: Asian only,3.13,003-2006,4.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percet of population, age-adjusted",1.0,Race an Hispanic origin,3.0,Not Hispanic or Latino: Asian only,3.13,2005-2008,5.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",6.0,Race and Hispanic orgin,3.0,Not Hispanic or Latino: Asian only,3.13,2007-2010,6.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, an obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",73.0,Race and Hispanic origin,39.0,NotH ispanic or Latino: Asian only,3.13,2009-2012,7.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent o fpopulation, age-adjusted",1.0,Race and Hisapnic origin,3.0,Not Hispanic or Latino: Asian only,3.13,2011-2014,8.0,20 years and over,1.0,7.6,1.2,*
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,ace and Hispanic origin,3.0,Not Hispanic or Latino: Asian only,3.13,2013-2016,9.0,20 years an over,1.0,0.4,0.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,92.0,Not Hispanic or Latino: Asin only,3.13,2015-2018,10.0,20 years and over,1.0,1.2,0.3,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,988-1994,1.0,20 yeajrs and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 oebesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",84.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,1999-2002,31.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",40.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,2001-2004,3.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grjade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,2003-2006,4.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,20u05-2008,5.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and raec and Hispanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,2007-2010,6.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,2009-201m2,7.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of populatin, age-adjusted",1.0,Sex and race and Hipsanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,2011-2014,8.0,20 years and over,1.0,7.6,1.2,*
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",66.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,2013-2k016,9.0,0 years and over,1.0,0.4,0.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,2015-2018,10.0,20 years and over,1.0,1.4,0.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Asian only,3.132,1y988-1994,1.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent ofpopulation, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Asian only,3.132,1999-2002,54.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",65.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Asian only,3.132,2001-2004,3.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",9.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Asian only,3.132,2003-2006,4.0,20 years and ovr,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Asian only,3.132,2005-2008,5.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Asian only,3.132,2007-2010,6.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Asian only,3.132,2009-2012,7.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obsity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Asian only,3.132,2011-2014,8.0,20 years and over,1.0,7.6,1.2,*
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Asian only,3.132,2013-2016,9.0,20 years and over,1.0,0.3,0.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Asian only,3.132,2015-2018,10.0,20 years and oevr,1.0,0.9,0.4,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",36.0,Race and Hispkanic origin,3.0,Hispanic or Latino: All races,3.24,1988-19w94,1.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,58.0,Hispanic or Latino: All races,3.24,1999-2002,32.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hispanic okrigin,3.0,Hispanic or Latino: All races,3.24,2001-2004,6.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of pouplation, age-adjusted",1.0,Race and Hispanic origin,82.0,Hispanic or Latino: All races,3.24,2003-2006,4.0,20 yaers and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hispanic oirgin,3.0,Hispanic or Latino: All races,3.24,2005-2008,5.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",61.0,Race and Hispanic origin,45.0,Hispanic or Latino: All races,3.24,2007-2010,6.0,20 years and over,1.0,5.3,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of populatoin, age-adjusted",1.0,Race and Hispanic oigin,3.0,Hispanic or Latino: All races,3.24,2009-2012,7.0,20 years and over,1.0,5.5,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, ag-eadjusted",1.0,Race and Hispanic origin,51.0,Hispanic or Latino: All races,3.24,2011-2014***,8.0,20 years and over,1.0,6.4,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hispanicorigin,3.0,Hispanic or Latino: All races,3.24,20x13-2016,9.0,20years and over,1.0,7.9,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,101.0,Hispanic or Latino: All races,3.24,2015-2018,10.0,20 years and over,1.0,8.4,0.7,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: All races,3.241,1988-1994***,1.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Prcent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: All races,3.241,1999-2002,24.0,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, agse-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: All races,3.241,2001-2004,29.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",92.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: All races,3.241,2003-2006,4.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",2.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: All races,3.241,2005-2008,5.0,20 years and oevr,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",60.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: All races,3.241,20072-010,6.0,02 years and over,1.0,4.0,0.6,---
"Normal wieght, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",66.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: All races,3.241,2009-2012,7.0,20 years and over,1.0,4.0,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: All races,3.241,2011-2014,8.0,20 years and over,1.0,4.7,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of poulation, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: All races,3.241,2013-2016,9.0,20 years and over,1.0,5.7,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",35.0,Sex and race and Hispaic origin,4.0,Male: Hispanic or Latino: All races,3.241,2015-2018,10.0,20 yearas and over,1.0,5.8,1.0,***
