coname,distname,co_dist_code,site,schname,enrollment,phone_one,principal,principal_email,address,city,state,zip,board_president,certifiedstaff
POTTAWATOMIE,EARLSBORO                     ,63-I005,705,EARLSBORO HS                  ,76.0,(405) 997-5252,Mark Maloy,mmaloy@earlsboro.k12.ok.us,Post Office Box 10,Earlsboro,OK,74840.0,12-Sep,12
POTTAWATOMIE,EARLSBORO                     ,63-I005,705,EARLSBORO HS                  ,76.0,(405) 997-5252,Ryan Friend,rfriend@earlsboro.k12.ok.us,Post Office Box 10,Earlsboro,OK,74840.0,12-Sep,12
POTTAWATOMIE,TECUMSEH                      ,63-I092,105,BARNARD ES                    ,318.0,(405) 598-3169,Cindy Horn,hornc@tecumseh.k12.ok.us,315 East Locust Street,Tecumseh,OK,74873.0,2-Jan,22
POTTAWATOMIE,TECUMSEH                      ,63-I092,115,KROUCH ES                     ,281.0,(405) 598-2967,Tammy Giaudrone,giaudronet@tecumseh.k12.ok.us,723 West Park Street,Tecumseh,OK,74873.0,PK-KG,21
POTTAWATOMIE,TECUMSEH                      ,63-I092,120,CROSS TIMBERS ES              ,456.0,(405) 598-3771,Teresa Ledbetter,ledbettert@tecumseh.k12.ok.us,1111 West Highland Street,Tecumseh,OK,74873.0,5-Mar,31
POTTAWATOMIE,TECUMSEH                      ,63-I092,505,TECUMSEH MS                   ,467.0,(405) 598-3744,Robert Kinsey,kinseyr@tecumseh.k12.ok.us,315 West Park Street,Tecumseh,OK,74873.0,8-Jun,48
POTTAWATOMIE,TECUMSEH                      ,63-I092,710,TECUMSEH HS                   ,704.0,(405) 598-2113,Danny Sterling,sterlings@tecumseh.k12.ok.us,901 North Thirteenth Street,Tecumseh,OK,74873.0,12-Sep,59
POTTAWATOMIE,SHAWNEE                       ,63-I093,110,SHAWNEE EC CTR                ,500.0,(405) 273-3388,Ann Worden,annworden@shawnee.k12.ok.us,1831 Airport Drive,Shawnee,OK,74804.0,PK-KG,29
POTTAWATOMIE,SHAWNEE                       ,63-I093,120,HORACE MANN ES                ,264.0,(405) 273-1806,Susan Field,sfield@shawnee.k12.ok.us,412 North Draper Street,Shawnee,OK,74801.0,5-Jan,25
POTTAWATOMIE,SHAWNEE                       ,63-I093,130,JEFFERSON ES                  ,353.0,(405) 273-1846,Vickie Penson,vpenson@shawnee.k12.ok.us,800 North Louisa Street,Shawnee,OK,74801.0,8-Jan,27
POTTAWATOMIE,SHAWNEE                       ,63-I093,137,SEQUOYAH ES                   ,355.0,(405) 273-1878,Terri Lemos,tlemos@shawnee.k12.ok.us,1401 East Independence Street,Shawnee,OK,74801.0,5-Jan,27
POTTAWATOMIE,SHAWNEE                       ,63-I093,145,WILL ROGERS ES                ,376.0,(405) 273-1519,Jackie Noble,jnoble@shawnee.k12.ok.us,2600 North Union Street,Shawnee,OK,74801.0,5-Jan,26
POTTAWATOMIE,SHAWNEE                       ,63-I093,505,SHAWNEE MS                    ,735.0,(405) 273-0403,Slate Joey,joeslate@shawnee.k12.ok.us,4300 North Union Street,Shawnee,OK,74804.0,8-Jun,68
POTTAWATOMIE,SHAWNEE                       ,63-I093,705,SHAWNEE HS                    ,1332.0,(405) 275-3084,Matthew Johnson,matjohnson@shawnee.k12.ok.us,1001 North Kennedy Street,Shawnee,OK,74801.0,12-Sep,88
POTTAWATOMIE,ASHER                         ,63-I112,105,ASHER ES                      ,186.0,(405) 784-2331,Jeremy Frye,jfrye@asher.k12.ok.us,Post Office Box 168,Asher,OK,74826.0,PK-08,19
POTTAWATOMIE,ASHER                         ,63-I112,705,ASHER HS                      ,71.0,(405) 784-2331,Jeremy Frye,jfrye@asher.k12.ok.us,Post Office Box 168,Asher,KO,74826.0,12-Sep,11
POTTAWATOMIE,WANETTE                       ,63-I115,105,WANETTE ES                    ,117.0,(405) 383-2222,Silvia Mcneely,smcneely@wanette.k12.ok.us,Post Office Box 161,Wanette,OK,74878.0,PK-08,16
POTTAWATOMIE,WANETTE                       ,63-I115,705,WANETTE HS                    ,60.0,(405) 383-2254,Silvia Mcneely,smcneely@wanette.k12.ok.us,Post Office Box 161,Wanette,OK,74878.0,12-Sep,10
POTTAWATOMIE,MAUD                          ,63-I117,105,MAUD ES                       ,228.0,(405) 374-2421,Shannon Davis,adavis@maud.k12.ok.us,Post Office Box 130,Maud,OK,74854.0,PK-08,22
POTTAWATOMIE,MAUD                          ,63-I117,705,MAUD HS                       ,95.0,(405) 374-2425,Darrell Reid,dreid@maud.k12.ok.us,Post Office Box 130,Maud,OK,74854.0,12-Sep,13
PUSHMATAHA  ,ALBION                        ,64-C002,105,ALBION PUBLIC SCHOOL          ,73.0,(918) 563-4331,C. Lynn Bullard,clynnbullardsupt@hotmail.com,Po Box 100,Albion,OK,74521.0,PK-08,1
PUSHMATAHA  ,TUSKAHOMA                     ,64-C004,105,TUSKAHOMA PUBLIC SCHOOL       ,97.0,(918) 569-7737,Barry Simpson,simcoapp@gmail.com,Post Office Box 100,Tuskahoma,OK,74574.0,PK-08,7
PUSHMATAHA  ,NASHOBA                       ,64-C015,105,NASHOBA PUBLIC SCHOOL         ,62.0,(918) 755-4343,Charles Caughern Jr.,ccaughern@nashoba.k12.ok.us,Po Box 17 ,Nashoba,OK,74558.0,PK-08,6
PUSHMATAHA  ,RATTAN                        ,64-I001,105,RATTAN ES                     ,292.0,(580) 587-2715,Dana House,dhouse@rattan.k12.ok.us,Post Office Box 44,Rattan,OK,74562.0,PK-06,27
PUSHMATAHA  ,RATTAN                        ,64-I001,610,RATTAN JHS                    ,68.0,(580) 587-2715,Neil Birchfield,neilb@rattan.k12.ok.us,Post Office Box 44,Rattan,OK,74562.0,8-Jul,14
PUSHMATAHA  ,RATTAN                        ,64-I001,705,RATTAN HS                     ,139.0,(580) 587-2715,Neil Birchfield,neilb@rattan.k12.ok.us,Post Office Box 44,Rattan,OK,74562.0,12-Sep,21
PUSHMATAHA  ,CLAYTON                       ,64-I010,105,CRAIN ES                      ,193.0,(918) 569-4158,Keith Milligan,kmilligan@clayton.k12.ok.us,300 West Pine St.,Clayton,OK,74536.0,PK-08,18
PUSHMATAHA  ,CLAYTON                       ,64-I010,705,CLAYTON HS                    ,104.0,(918) 569-4156,Keith Milligan,kmilligan@clayton.k12.ok.us,304 N. 1St St.,Clayton,OK,74536.0,12-Sep,17
PUSHMATAHA  ,ANTLERS                       ,64-I013,105,BRANTLY ES                    ,530.0,(580) 298-3108,Pamela Matthews,pmatthews@antlers.k12.ok.us,219 Ne A St,Antlers,OK,74523.0,PK-05,35
PUSHMATAHA  ,ANTLERS                       ,64-I013,510,OBUCH MS                      ,225.0,(580) 298-3308,William Neyman,wneyman@antlers.k12.ok.us,219 Ne A St,Antlers,OK,74523.0,8-Jun,22
PUSHMATAHA  ,ANTLERS                       ,64-I013,705,ANTLERS HS                    ,269.0,(580) 298-2141,Bryan Mcnutt,bmcnutt@antlers.k12.ok.us,219 Ne A St,Antlers,OK,74523.0,12-Sep,30
PUSHMATAHA  ,MOYERS                        ,64-I022,105,MOYERS ES                     ,147.0,(580) 298-5547,Donna Dudley,dadudley@moyers.k12.ok.us,Post Office Box 88,Moyers,OK,74557.0,PK-08,14
PUSHMATAHA  ,MOYERS                        ,64-I022,705,MOYERS HS                     ,61.0,(580) 298-6951,Lawanda Vaughan,lavuaghan@moyers.k12.ok.us,Post Office Box 88,Moyers,OK,74557.0,12-Sep,8
ROGER MILLS ,LEEDEY                        ,65-I003,105,LEEDEY ES                     ,172.0,(580) 488-3377,Darren Danielson,ddanielson@leedey.k12.ok.us,Po Box 67,Leedey,OK,73654.0,PK-08,24
ROGER MILLS ,LEEDEY                        ,65-I003,705,LEEDEY HS                     ,61.0,(580) 488-3377,Darren Danielson,ddanielson@leedey.k12.ok.us,Po Box 67,Leedey,OK,73654.0,12-Sep,17
ROGER MILLS ,REYDON                        ,65-I006,105,REYDON ES                     ,101.0,(580) 655-4376,Ryan Baker,rbaker@reydon.k12.ok.us,Post Office Box 10,Reydon,OK,73660.0,PK-08,20
ROGER MILLS ,REYDON                        ,65-I006,705,REYDON HS                     ,25.0,(580) 655-4375,Ryan Baker,rbaker@reydon.k12.ok.us,Post Office Box 10,Reydon,OK,73660.0,12-Sep,12
ROGER MILLS ,CHEYENNE                      ,65-I007,105,CHEYENNE ES                   ,272.0,(580) 497-2486,Belinda Chalfant,belinda.chalfant@cheyenne.k12.ok.us,Post Office Box 650,Cheyenne,OK,73628.0,PK-08,34
ROGER MILLS ,CHEYENNE                      ,65-I007,705,CHEYENNE HS                   ,83.0,(580) 497-3371,Whitney Moore,whitney.moore@cheyenne.k12.ok.us,Post Office Box 650,Cheyenne,OK,73628.0,12-Sep,21
ROGER MILLS ,SWEETWATER                    ,65-I015,105,SWEETWATER ES                 ,105.0,(580) 534-2272,Brenda Quinn,bquinn@sweetwater.k12.ok.us,11107 North Highway 30,Sweetwater,OK,73666.0,PK-08,19
ROGER MILLS ,SWEETWATER                    ,65-I015,705,SWEETWATER HS                 ,33.0,(580) 534-2272,Casey Reed,creed@sweetwater.k12.ok.us,11107 North Highway 30,Sweetwater,OK,73666.0,12-Sep,10
ROGER MILLS ,HAMMON                        ,65-I066,105,HAMMON ES                     ,201.0,(580) 473-2289,Jeff Morton,jmorton@hammon.k12.ok.us,Post Office Box 279,Hammon,OK,73650.0,PK-08,28
ROGER MILLS ,HAMMON                        ,65-I066,705,HAMMON HS                     ,60.0,(580) 473-2737,Mike Higgins,mhiggins@hammon.k12.ok.us,Post Office Box 279,Hammon,OK,73650.0,12-Sep,19
ROGERS      ,JUSTUS-TIAWAH                 ,66-C009,105,JUSTUS-TIAWAH PUBLIC SCHOOL   ,519.0,(918) 341-3626,Kim Larmon,klarmon@justustiawah.com,14902 East School Road,Claremore,OK,74019.0,PK-08,37
ROGERS      ,CLAREMORE                     ,66-I001,105,CLAREMONT ES                  ,457.0,(918) 923-4202,Randa Fay,rfay@claremore.k12.ok.us,318 East Seventh Street,Claremore,OK,74017.0,PK-05,35
ROGERS      ,CLAREMORE                     ,66-I001,110,ROOSA ES                      ,405.0,(918) 923-4206,Glen Abshere,gabshere@claremore.k12.ok.us,2001 North Sioux Avenue,Claremore,OK,74017.0,PK-05,26
ROGERS      ,CLAREMORE                     ,66-I001,115,WESTSIDE ES                   ,551.0,(918) 923-4201,Traci Thomas,tthomas@claremore.k12.ok.us,2600 Holly Road,Claremore,OK,74017.0,PK-05,42
ROGERS      ,CLAREMORE                     ,66-I001,135,CATALAYAH ES                  ,430.0,(918) 923-4307,Kellye Shuck,kshuck@claremore.k12.ok.us,2700 King Rd,Claremore,OK,74019.0,PK-05,31
ROGERS      ,CLAREMORE                     ,66-I001,610,WILL ROGERS JHS               ,829.0,(918) 923-4205,Brian Young,jbyoung@claremore.k12.ok.us,1915 North Florence,Claremore,OK,74017.0,8-Jun,64
ROGERS      ,CLAREMORE                     ,66-I001,705,CLAREMORE HS                  ,1343.0,(918) 923-4211,Todd Steidley,tsteidley@claremore.k12.ok.us,201 Stuart Roosa,Claremore,OK,74017.0,12-Sep,87
ROGERS      ,CATOOSA                       ,66-I002,105,J. W. SAM ES                  ,291.0,(918) 266-8637,Chester Knight,cknight@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,3-Feb,28
ROGERS      ,CATOOSA                       ,66-I002,110,CHEROKEE ES                   ,294.0,(918) 266-8630,Ben Malone,bmalone@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,5-Apr,25
ROGERS      ,CATOOSA                       ,66-I002,115,HELEN PAUL LEARNING CTR       ,419.0,(918) 266-8643,Tyra Haight,Thaight@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,PK-01,26
ROGERS      ,CATOOSA                       ,66-I002,510,WELLS MS                      ,480.0,(918) 266-8623,Della Parrish,Dparrish@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,8-Jun,57
ROGERS      ,CATOOSA                       ,66-I002,705,CATOOSA HS                    ,624.0,(918) 266-8619,Darren Peaster,Dpeaster@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,12-Sep,58
ROGERS      ,CHELSEA                       ,66-I003,110,ART GOAD ES                   ,475.0,(918) 789-2503,Zenda Willcut,zwillcut@chelseadragons.net,401 Redbud Lane,Chelsea,OK,74016.0,PK-05,32
ROGERS      ,CHELSEA                       ,66-I003,510,CHELSEA MS                    ,189.0,(918) 789-2521,Howard Hill,hhill@chelseadragons.net,401 Redbud Lane,Chelsea,OK,74016.0,8-Jun,23
ROGERS      ,CHELSEA                       ,66-I003,705,CHELSEA HS                    ,279.0,(918) 789-2533,Howard Hill,hhill@chelseadragons.net,401 Redbud Lane,Chelsea,OK,74016.0,12-Sep,26
ROGERS      ,OOLOGAH-TALALA                ,66-I004,105,OOLOGAH-TALALA LOWER ES       ,472.0,(918) 443-6141,Crysti York,crysti.york@oologah.k12.ok.us,Post Office Box 189,Oologah,OK,74053.0,PK-02,31
ROGERS      ,OOLOGAH-TALALA                ,66-I004,205,OOLOGAH-TALALA UPPER ES       ,367.0,(918) 443-6041,Cara Jones,cara.jones@oologah.k12.ok.us,Post Office Box 189,Oologah,OK,74053.0,5-Mar,26
ROGERS      ,OOLOGAH-TALALA                ,66-I004,505,OOLOGAH-TALALA MS             ,406.0,(918) 443-6161,Kelli Dixon,kelli.dixon@oologah.k12.ok.us,Post Office Box 189,Oologah,OK,74053.0,8-Jun,40
ROGERS      ,OOLOGAH-TALALA                ,66-I004,705,OOLOGAH-TALALA HS             ,563.0,(918) 443-6211,Melissa Overcash,melissa.overcash@oologah.k12.ok.us,Post Office Box 189,Oologah,OK,74053.0,12-Sep,46
ROGERS      ,INOLA                         ,66-I005,105,INOLA ES                      ,646.0,(918) 543-2271,Kyle Ford,kford@inola.k12.ok.us,Post Office Box 909,Inola,OK,74036.0,PK-05,53
ROGERS      ,INOLA                         ,66-I005,515,INOLA MS                      ,300.0,(918) 543-2434,Jeff Unrau,junrau@inola.k12.ok.us,Post Office Box 819,Inola,OK,74036.0,8-Jun,41
ROGERS      ,INOLA                         ,66-I005,715,INOLA HS                      ,418.0,(918) 543-2404,Paul Gruenberg,pgruenberg@inola.k12.ok.us,Post Office Box 789,Inola,OK,74036.0,12-Sep,47
ROGERS      ,SEQUOYAH                      ,66-I006,105,SEQUOYAH ES                   ,629.0,(918) 341-6111,Lisa Tittle,lisa.tittle@sequoyaheagles.net,16441 South 4180 Road,Claremore,OK,74017.0,PK-05,43
ROGERS      ,SEQUOYAH                      ,66-I006,510,SEQUOYAH MS                   ,277.0,(918) 343-5105,Barry Bulman,barry.bulman@sequoyaheagles.net,16403 South 4180 Road,Claremore,OK,74017.0,8-Jun,34
ROGERS      ,SEQUOYAH                      ,66-I006,705,SEQUOYAH HS                   ,450.0,(918) 341-0642,Steve Johnson,steve.johnson@sequoyaheagles.net,16401 South 4180 Road,Claremore,OK,74017.0,12-Sep,42
ROGERS      ,FOYIL                         ,66-I007,105,FOYIL ES                      ,308.0,(918) 342-3310,Brad Jordan,bjordan@foyil.k12.ok.us,Post Office Box 49,Foyil,OK,74031.0,PK-06,29
ROGERS      ,FOYIL                         ,66-I007,610,FOYIL JHS                     ,114.0,(918) 342-1782,Benny Ballard,bballard@foyil.k12.ok.us,Post Office Box 49,Foyil,OK,74031.0,9-Jul,15
ROGERS      ,FOYIL                         ,66-I007,705,FOYIL HS                      ,104.0,(918) 342-1782,Benny Ballard,bballard@foyil.k12.ok.us,Post Office Box 49,Foyil,OK,74031.0,12-Oct,20
ROGERS      ,VERDIGRIS                     ,66-I008,105,VERDIGRIS ES                  ,408.0,(918) 266-6333,Amy Moyer,amoyer@vps.k12.ok.us,8207 E 540 Rd,Claremore,OK,74019.0,PK-03,33
ROGERS      ,VERDIGRIS                     ,66-I008,305,VERDIGRIS UPPER ES            ,285.0,(918) 266-6333,Gary Kennemer,gkennemer@vps.k12.ok.us,8204 E. 540 Rd.,Claremore,OK,74019.0,6-Apr,27
ROGERS      ,VERDIGRIS                     ,66-I008,615,VERDIGRIS JHS                 ,316.0,(918) 266-6343,Gregory Kelley,gkelley@vps.k12.ok.us,26505 S. 4110 Rd.,Claremore,OK,74019.0,9-Jul,39
ROGERS      ,VERDIGRIS                     ,66-I008,705,VERDIGRIS HS                  ,273.0,(918) 266-2336,Randy Risenhoover,rrisenhoover@vps.k12.ok.us,26505 S. 4110 Rd.,Claremore,OK,74019.0,12-Oct,38
SEMINOLE    ,JUSTICE                       ,67-C054,105,JUSTICE PUBLIC SCHOOL         ,187.0,(405) 257-2962,Chris Bryan,cbryan@justice.k12.ok.us,36507 Ew 1310,Wewoka,OK,74884.0,PK-08,19
SEMINOLE    ,SEMINOLE                      ,67-I001,105,WILSON ES                     ,697.0,(405) 382-1431,Denese Cheatwood,dcheatwood@sps.k12.ok.us,Post Office Box 1031,Seminole,OK,74818.0,PK-03,44
SEMINOLE    ,SEMINOLE                      ,67-I001,110,NORTHWOOD ES                  ,368.0,(405) 382-5800,Michele Sneed,msneed@sps.k12.ok.us,Post Office Box 1031,Seminole,OK,74818.0,6-Apr,30
SEMINOLE    ,SEMINOLE                      ,67-I001,505,SEMINOLE MS                   ,260.0,(405) 382-5065,David Dean,ddean@sps.k12.ok.us,Post Office Box 1031,Seminole,OK,74818.0,8-Jul,32
SEMINOLE    ,SEMINOLE                      ,67-I001,715,SEMINOLE HS                   ,458.0,(405) 382-1415,Steven Osborn,sosborn@sps.k12.ok.us,Post Office Box 1031,Seminole,OK,74818.0,12-Sep,48
SEMINOLE    ,WEWOKA                        ,67-I002,105,WEWOKA ES                     ,307.0,(405) 257-2341,Richard Jasna,rjasna@wps.k12.ok.us,Post Office Box 870,Wewoka,OK,74884.0,PK-04,30
SEMINOLE    ,WEWOKA                        ,67-I002,510,WEWOKA MS                     ,89.0,(405) 257-2347,Darrell Brown,d_brown@wps.k12.ok.us,Po Box 870,Wewoka,OK,74884.0,8-Jul,20
SEMINOLE    ,WEWOKA                        ,67-I002,705,WEWOKA HS                     ,228.0,(405) 257-5473,Steven Edwards,sedwards@wps.k12.ok.us,Post Office Box 870,Wewoka,OK,74884.0,12-Sep,25
SEMINOLE    ,BOWLEGS                       ,67-I003,105,BOWLEGS ES                    ,197.0,(405) 398-4322,Gary Mcnutt,gmcnutt@bowlegs.k12.ok.us,Post Office Box 88,Bowlegs,OK,74830.0,PK-08,19
SEMINOLE    ,BOWLEGS                       ,67-I003,705,BOWLEGS HS                    ,81.0,(405) 398-4321,Sammye Davis,sdavis@bowlegs.k12.ok.us,Post Office Box 88,Bowlegs,OK,74830.0,12-Sep,13
SEMINOLE    ,KONAWA                        ,67-I004,105,KONAWA ES                     ,336.0,(580) 925-3118,Kim Wilson,wilsonk@konawa.k12.ok.us,701 West South Street,Konawa,OK,74849.0,PK-05,27
SEMINOLE    ,KONAWA                        ,67-I004,510,KONAWA MS                     ,165.0,(580) 925-3221,Sean Walker,seanwalker@konawa.k12.ok.us,701 West South Street,Konawa,OK,74849.0,8-Jun,19
SEMINOLE    ,KONAWA                        ,67-I004,705,KONAWA HS                     ,222.0,(580) 925-3221,Karis Reavis,karisreavis@konawa.k12.ok.us,701 West South Street,Konawa,OK,74849.0,12-Sep,23
SEMINOLE    ,NEW LIMA                      ,67-I006,110,NEW LIMA ES                   ,225.0,(405) 257-3948,Rebeccah Green,bgreen@newlima.k12.ok.us,116 Gross Street,Wewoka,OK,74884.0,PK-08,21
SEMINOLE    ,NEW LIMA                      ,67-I006,705,NEW LIMA HS                   ,104.0,(405) 257-6431,Rhonda Barkhimer,rbarkhimer@newlima.k12.ok.us,116 Gross Street,Wewoka,OK,74884.0,12-Sep,16
SEMINOLE    ,VARNUM                        ,67-I007,105,VARNUM ES                     ,210.0,(405) 382-0812,Kevin Romine,kromine@varnum.k12.ok.us,11929 Ns 3550,Seminole,OK,74868.0,PK-08,17
SEMINOLE    ,VARNUM                        ,67-I007,705,VARNUM HS                     ,77.0,(405) 382-1408,Kevin Romine,kromine@varnum.k12.ok.us,11929 Ns 3550,Seminole,OK,74868.0,12-Sep,14
SEMINOLE    ,SASAKWA                       ,67-I010,105,SASAKWA ES                    ,147.0,(405) 941-3250,Brent Griffin,bgriffin@sasakwaschools.org,Post Office Box 323,Sasakwa,OK,74867.0,PK-08,15
SEMINOLE    ,SASAKWA                       ,67-I010,705,SASAKWA HS                    ,67.0,(405) 941-3250,Brent Griffin,brentgriffin13@hotmail.com,Post Office Box 323,Sasakwa,OK,74867.0,12-Sep,12
SEMINOLE    ,STROTHER                      ,67-I014,105,STROTHER ES                   ,306.0,(405) 382-4014,Connie Dotson,c.dotson@strother.k12.ok.us,36085 Ew 1140,Seminole,OK,74868.0,PK-08,27
SEMINOLE    ,STROTHER                      ,67-I014,705,STROTHER HS                   ,127.0,(405) 382-4014,Connie Dotson,c.dotson@strother.k12.ok.us,36085 Ew 1140,Seminole,OK,74868.0,12-Sep,17
SEMINOLE    ,BUTNER                        ,67-I015,105,BUTNER ES                     ,180.0,(405) 944-5526,Melissa Walden,mwalden@butner.k12.ok.us,Post Office Box 157,Cromwell,OK,74837.0,PK-08,20
SEMINOLE    ,BUTNER                        ,67-I015,705,BUTNER HS                     ,60.0,(405) 944-5526,Melissa Walden,mwalden@butner.k12.ok.us,Post Office Box 157,Cromwell,OvK,74837.0,12-Sep,12
SEQUOYAH    ,LIBERTY                       ,68-C001,105,LIBERTY PUBLIC SCHOOL         ,288.0,(918) 427-3808,Jeff Neighbors,jneighbors@liberty.seq.k12.ok.us,Post Office Box 1408,Roland,OK,74954.0,PK-08,23
SEQUOYAH    ,MARBLE CITY                   ,68-C035,105,MARBLE CITY PUBLIC SCHOOL     ,135.0,(918) 775-2135,Bill London,blondon@mcps.k12.ok.us,Post Office Box 10,Marble City,OK,74945.0,PK-08,12
SEQUOYAH    ,BRUSHY                        ,68-C036,105,BRUSHY PUBLIC SCHOOL          ,403.0,(918) 775-4458,Greg Reynolds,greynolds@brushy.k12.ok.us,100968 S 4650 Rd,Sallisaw,OK,74955.0,PK-08,25
SEQUOYAH    ,BELFONTE                      ,68-C050,105,BELFONTE PUBLIC SCHOOL        ,99.0,(918) 427-3522,Paul Pinkerton,ppinkerton@belfonte.k12.ok.us,475751 State Highway 101,Muldrow,OK,74948.0,PK-08,11
SEQUOYAH    ,BELFONTE                      ,68-C050,110,BELFONTE BELL ES (ADAIR CNTY) ,108.0,(918) 696-7181,Tony Davidson,tdavidson@belfonte.k12.ok.us,Rt. 5 Box 4470,Stilwell,OK,74960.0,PK-08,10
SEQUOYAH    ,MOFFETT                       ,68-C068,105,MOFFETT PUBLIC SCHOOL         ,382.0,(918) 875-3668,Lance Stuart,lstuart@moffett.k12.ok.us,Post Office Box 180,Moffett,OK,74946.0,PK-08,24
SEQUOYAH    ,SALLISAW                      ,68-I001,105,LIBERTY ES                    ,589.0,(918) 775-4741,Toni Jasna,tjasna@sallisaw.k12.ok.us,136 South Dogwood Street,Sallisaw,OK,74955.0,PK-02,37
SEQUOYAH    ,SALLISAW                      ,68-I001,110,EASTSIDE ES                   ,405.0,(918) 775-9491,Chad Jasna,cjasna@sallisaw.k12.ok.us,1206 East Creek Avenue,Sallisaw,OK,74955.0,5-Mar,28
SEQUOYAH    ,SALLISAW                      ,68-I001,510,SALLISAW MS                   ,401.0,(918) 775-3015,Greg Cast,gcast@sallisaw.k12.ok.us,2101 West Ruth Street,Sallisaw,OK,74955.0,8-Jun,42
SEQUOYAH    ,SALLISAW                      ,68-I001,705,SALLISAW HS                   ,630.0,(918) 775-7761,Ernie Martens,emartens@sallisaw.k12.ok.us,2301 West Ruth Street,Sallisaw,OK,74955.0,12-Sep,57
SEQUOYAH    ,VIAN                          ,68-I002,105,VIAN ES                       ,469.0,(918) 773-5311,Kathy Wingo,kwingo@vian.k12.ok.us,Post Office Box 434,Vian,OK,74962.0,PK-05,31
SEQUOYAH    ,VIAN                          ,68-I002,505,VIAN MS                       ,221.0,(918) 773-8631,Marilyn Oliver,olivermm@vian.k12.ok.us,Post Office Box 434,Vian,OK,74962.0,8-Jun,31
SEQUOYAH    ,VIAN                          ,68-I002,705,VIAN HS                       ,281.0,(918) 773-5475,Richard Moseley,rmoseley@vian.k12.ok.us,Post Office Box 434,Vian,OK,74962.0,12-Sep,33
SEQUOYAH    ,MULDROW                       ,68-I003,110,MULDROW ES                    ,569.0,(918) 427-3316,Tammy Hall,tammie.hall@staff.muldrowps.org,Po Box 550,Muldrow,OK,74948.0,PK-04,43
SEQUOYAH    ,MULDROW                       ,68-I003,510,MULDROW MS                    ,424.0,(918) 427-5421,Angela Williams,angela.williams@staff.muldrowps.org,Po Box 660,Muldrow,OK,74948.0,8-May,43
SEQUOYAH    ,MULDROW                       ,68-I003,705,MULDROW HS                    ,490.0,(918) 427-3274,Steve Page,steve.page@staff.muldrowps.org,Po Box 660,Muldrow,OK,74948.0,12-Sep,51
SEQUOYAH    ,GANS                          ,68-I004,105,GANS ES                       ,299.0,(918) 775-2236,Regina Brannon,gbrannon@gans.k12.ok.us,Post Office Box 70,Gans,OK,74936.0,PK-08,26
SEQUOYAH    ,GANS                          ,68-I004,715,GANS HS                       ,138.0,(918) 775-2236,Shawn Gillespie,sgillespie@gans.k12.ok.us,Post Office Box 70,Gans,OK,74936.0,12-Sep,18
SEQUOYAH    ,ROLAND                        ,68-I005,105,ROLAND ES                     ,452.0,(918) 427-5993,Lori Wiggins,lwiggins@rolandschools.org,300 Ranger Boulevard,Roland,OK,74954.0,PK-06,39
SEQUOYAH    ,ROLAND                        ,68-I005,610,ROLAND JHS                    ,267.0,(918) 427-4631,Angie Good,agoode@rolandschools.org,300 Ranger Boulevard,Roland,OK,74954.0,9-Jul,32
SEQUOYAH    ,ROLAND                        ,68-I005,705,ROLAND HS                     ,323.0,(918) 427-7419,Keli Harrell,kharrell@rolandschools.org,300 Ranger Boulevard,Roland,OK,74954.0,12-Oct,36
SEQUOYAH    ,GORE                          ,68-I006,105,GORE ES                       ,217.0,(918) 489-5638,Tonya Pugh,pught@gorepublicschools.org,1200 North Hwy 10,Gore,OK,74435.0,PK-05,21
SEQUOYAH    ,GORE                          ,68-I006,115,GORE UPPER ES                 ,106.0,(918) 489-5587,Beverly Robison,brobison@gorepublicschools.org,1200 North Highway 10,Gore,OK,74435.0,8-Jun,22
SEQUOYAH    ,GORE                          ,68-I006,715,GORE HS                       ,126.0,(918) 489-5587,Beverly Robison,brobison@gorepublicschools.org,1200 North Highway 10,Gore,OK,74435.0,12-Sep,25
SEQUOYAH    ,CENTRAL                       ,68-I007,105,CENTRAL ES                    ,326.0,(918) 775-2216,Beverly Cawhorn,bscawhorn@centralps.k12.ok.us,108089 South 4670 Road,Sallisaw,OK,74955.0,PK-08,38
SEQUOYAH    ,CENTRAL                       ,68-I007,705,CENTRAL HS                    ,179.0,(918) 775-5525,John Speir,jspeir@centralps.k12.ok.us,108089 South 4670 Road,Sallisaw,nOK,74955.0,12-Sep,25
STEPHENS    ,GRANDVIEW                     ,69-C082,105,GRANDVIEW PUBLIC SCHOOL       ,141.0,(580) 439-2467,Gary Wade,garywade@grandviewschool.k12.ok.us,Box 277062 E. 1840 Rd.,Comanche,OK,73529.0,PK-08,8
STEPHENS    ,DUNCAN                        ,69-I001,110,EMERSON ES                    ,418.0,(580) 255-7146,Mona Evans,mona.evans@duncanps.org,Post Office Box 1548,Duncan,OK,73534.0,KG-05,27
STEPHENS    ,DUNCAN                        ,69-I001,125,HORACE MANN ES                ,455.0,(580) 255-6530,Vicki Nighswonger,vicki.nighswonger@duncanps.org,Post Office Box 1548,Duncan,OK,73534.0,KG-05,28
