county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name,year_last_documented,ny_listing_status,federal_listing_status,state_conservation_rank,global_conservation_rank,distribution_status
Tioga,Plant,Flowering Plants,Other Flowering Plants,Lespedeza stuevei,Stuve's Bush Clover,not available,Threatened,not listed,S2,G4?,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,not available,Endangered,not listed,S1,G5,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Oenothera nutans,Mountain Evening Primrose,not available,Endangered,not listed,SH,G4,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,1920,Threatened,not listed,S2S3,G5,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Oxypolis rigidior,Stiff Cowbane,not available,Endangered,not listed,SH,G5,Possible but not Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,not available,not listed,not listed,S4,G3G4,Recently Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Polemonium vanbruntiae,Jacob's Ladder,not available,Rare,not listed,S3,G3G4,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum muticum,Blunt Mountain Mint,not available,Threatened,not listed,S2S3,G5,Recently Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Sagittaria filiformis,Narrow-leaved Arrowhead,not available,not listed,not listed,SX,G4G5,Extirpated
Tioga,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Thaspium barbinode,Hairy-jointed Meadow Parsnip,not available,Endangered,not listed,S1,G5,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Valerianella chenopodiifolia,Goosefoot Cornsalad,not available,Endangered,not listed,S1,G4,Possible but not Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Viola hirsutula,Southern Wood Violet,1900,Endangered,not listed,SH,G4,Historically Confirmed
Tioga,Plant,Flowering Plants,Other Flowering Plants,Vitis vulpina,Winter Grape,1939,Endangered,not listed,S1,G5,Historically Confirmed
Tioga,Planut,Flowering Plants,eSdges,Carex amphibola,Ambiguous Sedge,1920,not listed,not listed,S4,G5,Possible but not Confirmed
Tioga,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Tioga,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Tioga,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,2006,not listed,not listed,S4,G5,Recently Confirmed
Tioga,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,1922,Threatened,not listed,S2S3,G3G4,Historically Confirmed
Tioga,Plant,Flowering Plants,Sedges,Carex styloflexa,Bent Sedge,1898,Endangered,not listed,S1,G4G5,Historically Confirmed
Tioga,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,1905,Endangered,not listed,S2,G5,Historically Confirmed
Tioga,Plant,Flowering Plants,Sedges,Eleocharis quinqueflora,Few-flowered Spike Rush,not available,Endangered,not listed,S1,G5,Historically Confirmed
Tioga,Plant,Flowering Plants,Sedges,Schoenoplectus torreyi,Torrey's Bulrush,not available,Endangered,not listed,S1S2,G5?,Historically Confirmed
Tompkins,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,1990-1999,Special Concern,not listed,S4,G4,Recently Confirmed
Tompkins,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Tompkins,Aniaml,Amphiians,Salamanedrs,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Salamanders,Necturus maculosus,Mudpuppy,1990-1999,Game with no open season,not listed,S3S4,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Amphibians,Salamanders,Pseudotriton ruber,Red Salamander,1990-1999,Game with no open season,not listed,S3S4,G5,Recently Confirmed
Tompkins,Anmal,Anima Assemblages,Animal Assemblages,Waterfowl Winter Concentration Area,Waterfowl Winter Concentration Area,1994,not applicable,not applicable,S3S4N,GNR,Recently Confirmed
Tompkins,Animal,"Bees, Wasps and Ants",Bees,Bombus affinis,Rusty-patched Bumble Bee,1999,not listed,Endangered,SH,G2,Historically Confirmed
Tompkins,Animal,"Bees, Wasps and Ants",Bees,Bombus ashtoni,Ashton's Cuckoo Bumble Bee,1994,not listed,not listed,SH,G3G5,Historically Confirmed
Tompkins,Animal,"Bees, Wasps and Ants",Bees,Bombus auricomus,Black and Gold Bumble Bee,1998,not listed,not listed,S1,G5,Recently Confirmed
Tompkins,Animal,"Bees, Wasps and Ants",Bees,Bombus borealis,Northern Amber Bumble Bee,1999,not listed,not listed,S1,G4G5,Recently Confirmed
Tompkins,Animal,"Bees, Wasps and Ants",Bees,Bombus pensylvanicus,American Bumble Bee,1999,not listed,not listed,S1,G3G4,Historically Confirmed
Tompkins,Animal,"Bees, Wasps and Ants",Bees,Bombus terricola,Yellow-banded Bumble Bee,not available,not listed,not listed,S1,G3G4,Recently Confirmed
Tompkins,Animal,Beetles,Diving Beetles,Hygrotus sylvanus,Sylvan Hygrotus Diving Beetle,1982,not listed,not listed,S1,GU,Recently Confirmed
Tompkins,Animal,Beetles,Lady Beetles,Coccinella trifasciata,Three-banded Lady Beetle,not available,not listed,not listed,S2S3,G5,Recently Confirmed
Tompkins,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Tompkins,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Blackbirds and Orioles,Sturnella neglecta,Western Meadowlark,2000-2005,Protected Bird,not listed,SNA,G5,Recently Confirmed
Tompkins,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Cardinals and Buntings,Spiza americana,Dickcissel,2000-2005,Protected Bird,not listed,SNA,G5,Recently Confirmed
Tompkins,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Tompkins,Animal,Birds,Creepers,Certhia americana,Brown Creeper,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,2000-2005,Protected Bird,not listed,S4,G5,Recently Confirmed
Tompkins,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow,2000-2005,Protected Bird - Game with open season,not listed,S4,G5,Recently Confirmed
Tompkins,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal,2000-2005,Protected Bird - Game with open season,not listed,"S2S3B,SNRN",G5,Recently Confirmed
Tompkins,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,2000-2005,Protected Bird - Game with open season,not listed,"S3B,SNRN",G5,Recently Confirmed
Tompkins,Animal,Birds,"Ducks, Geese, Waterfowl",Anas strepera,Gadwall,2000-2005,Protected Bird - Game with open season,not listed,S3,G5,Recently Confirmed
Tompkins,Animal,Birds,"Ducks, Geese, Waterfowl",Aythya collaris,Ring-necked Duck,2000-2005,Protected Bird - Game with open season,not listed,S3,G5,Recently Confirmed
Tompkins,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,2000-2005,Protected Bird,not listed,SNA,G5,Recently Confirmed
Tompkins,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,2000-2005,Protected Bird - Game with open season,not listed,S4,G5,Recently Confirmed
Tompkins,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,2000-2005,Protected Bird,not listed,SNA,G5,Recently Confirmed
Tompkins,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Aimal,Biruds,Flycatchres,Empidonax alnorum,Alder Flycatcher,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,nAimal,irds,Flycatchers,Empidonax virescens,Acadian Flycatcher,2000-2005,Protected Bird,not listed,S3B,G5,Recently Confirmed
Tompkins,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2010,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Tompkins,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,"Grouse, Pheasants, Turkeys",Colinus virginianus,Northern Bobwhite,2000-2005,Protected Bird - Game with open season,not listed,S4,G4G5,Recently Confirmed
Tompkins,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,2000-2005,Protected Bird - Game with open season,not listed,SNA,G5,Recently Confirmed
Tompkins,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Sportted Sandpiper,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,not available,Threatened,not listed,S3B,G5,Historically Confirmed
Tompkins,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,2000-2005,Protected Bird - Game with open season,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus argentatus,Herring Gull,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,2000-2005,Protected Bird - Game with open season,not listed,S5B,G5,Recently Confirmed
Tompkins,Animl,Bids,"Hawks, Falcons, Eagleas, Vultures",Accipiter cooperii,Cooper'sH awk,2000-2005,Specil Concern,not listed,4,Gk5,Recently Confirmed
Tompkins,Animael,Birbds,"Hawks, Falcons, Eagles, nVultures",Accipiter gentilis,Northern Goshwk,2000-2005,Special Concenr,not listed,"SS34B,S3N",jG5,Recently Confirmed
Tompkins,Ainmal,Brds,"Hawks ,Falcons, Eagles, Vultures",Accipiter striatus,Spharp-shinned Hawk,2000-2005,pSecial Concern,not listed,4S,5,Recently Confirmed
Tompkins,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,2000-2005,Special Concern,not listed,S4B,G5,Recently Confirmed
Tompkins,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Tompkins,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus hudsonius,Northern Harrier,2020,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Tompkins,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco columbarius,Merlin,2000-2005,Protected Bird,not listed,S3?B,G5,Recently Confirmed
Tompkins,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2020,Endangered,not listed,S3B,G4,Recently Confirmed
Tompkins,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2018,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Tompkins,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,2000-2005,Special Concern,not listed,S4B,G5,Recently Confirmed
Tompkins,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Bcirds,"Herosn, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern,2000-2005,Special Concern,not listed,S4,G5,Recently Confirmed
Tompkins,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,not available,Threatened,not listed,"S3B,S1N",G4G5,Historically Confirmed
Tompkins,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Tompkins,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,2000-2005,Protected Bird,not listed,S5B,G4G5,Recently Confirmed
Tompkins,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Larks,Eremophila alpestris,Horned Lark,2000-2005,Special Concern,not listed,S3S4B,G5,Recently Confirmed
Tompkins,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,2000-2005,Protected Bird,not listed,S3S4B,G5,Recently Confirmed
Tompkins,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will,not available,Special Concern,not listed,S3B,G5,Historically Confirmed
Tompkins,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,not available,Special Concern,not listed,S2S3B,G5,Historically Confirmed
Tompkins,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Tompkins,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Tompkins,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,2018,Endangered,not listed,S2,G5,Recently Confirmed
Tompkins,Animal,Birds,Owls,Asio otus,Long-eared Owl,2000-2005,Protected Bird,not listed,"S2S3B,SNRN",G5,Recently Confirmed
Tompkins,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Owls,Strix varia,Barred Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Owls,Tyto alba,Barn Owl,not available,Protected Bird,not listed,S1S2,G5,Recently Confirmed
Tompkins,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Tompkins,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,"Rails, Coots and Cranes",Fulica americana,American Coot,2000-2005,Protected Bird - Game with open season,not listed,S3,G5,Recently Confirmed
Tompkins,Animal,Birds,"Rails, Coots and Cranes",Gallinula galeata,Common Moorhen,2000-2005,Protected Bird - Game with open season,not listed,S3S4,G5,Recently Confirmed
Tompkins,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,2000-2005,Protected Bird - Game with open season,not listed,S4,G5,Recently Confirmed
Tompkins,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Tompkins,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,2016,Threatened,not listed,S3B,G4,Recently Confirmed
Tompkins,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow,2000-2005,Special Concern,not listed,S3B,G5,Recently Confirmed
Tompkins,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow,2000-2005,Special Concern,not listed,S3B,G5,Recently Confirmed
Tompkins,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Tompkins,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Swallows,Progne subis,Purple Martin,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Tompkins,Animal,Birds,Swallows,Riparia riparia,Bank Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,2000-2005,Protected Bird,not listed,S5B,G4,Recently Confirmed
Tompkins,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Tompkins,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
