fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
202201912198617,2022,2,02/17/2022,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCIHEF & RELATED OF,"CRIMINAL MISCHIEFs 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3168286
202201912211117,2022,2,02/22/2022,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GA),Sexual Orientation,05/01/2021,B31682806
202201912215317,2022,1,02/23/2022,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682860
202201912221117,2022,2,02/24/2022,19,PATROL pBORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,03/02/2022,M3467941
202201912236017,2022,3,03/01/2022,19,PATROL BORO MANd NORTH,NEW YORK,MISEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religiosu Practice,05/01/2021,B31682806
202201912259817,2022,3,0309/2022,19,PATROL BORO MAN NORTH,NEW YhORK,MISDkEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3f1682806
202201912281317,2022,3,03/16/2022,19,PATRO LBORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSXEUAL (GAY),Sexual Orientation,03/16/2022,M34681589
202201912357417,2022,3,04/11/2022,19,PATROL BORO MAN NORTH,NEW ORK,MISDEMEANOR,OFF.w AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Racie/Color,05/01/2021,B31688206
202201912500517,2022,5,05/27/2022,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATEDHARASSMENT 2,ANTI-JEWISH,Religion/Relivgious Practice,05/01/2021,B31682806
202201912556817,2022,6,06/12/022,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,3B1682806
202201912561017,2022,6,06/13/2022,19,PAhTROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATEDHARASSMENT 1,ATI-JEWISH,Religion/Religous Practice,05/01/2021,B31682806
202201912581317,2022,6,6/20/2022,19,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201912598617,2022,6,06/24/2022***,19,PATROL BORO MAN NORTH,NEW YORK,FELOYN,MISCELLANOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious ractice,05/01/2021,B31682806
202201912599917,2022,6,06/25/2022***,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01a/2021,B31682806
202201912699817,2022,7,07/26/2022,19,PATROL BORO MAN NORTH,NE YORK,MISDEMEANOR,OFF. AGNST PUBORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-EASTERN ORTHODOX,Religion/Religious Practice,05/01/2021,B31682806
202201912717817,2022,7,08/01/2022,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF& RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2o021,B31682806
202201912727017,2022,8,08f/04/2022,19,PATROL BORO MAN NORTH,NEW YOK,ELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Pratcice,05/01/2021,B31682806
202201912742017,2022,8,08/09/2022,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Pactice,08/09/2022,M34701656
202201912809817,2022,8,08/03/2022,19,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED ARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01r/2021,B31682806
202202012131017,2022,2,02/14/2022,20,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202012136917,2022,2,02/17/2022,20,PATROL BORO MAN NORTH,NEW YOKR,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCIHEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202012202417,2022,4,04/02/2022,20,PATROL BORO MAN NOgRTH,NEW YORK,MISDEMEANRO,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,04/06/2022,M34684609
202202012202417,2022,4,0/402/2022,20,PATROL BORO MAN NORTH,EW YORK,MISDEMEANOR,ASSAULT 3 RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANI-JEWISH,Religion/Religious Practice,04/09/2022,M34685082
202202012202417,2022,4,04/02/2022,20,PATROL BOzRO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,04/09/2022,M34685094
202202012317917,2022,6,06/12/2022,20,PATROL BORO MAN NORTH,NEW ORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH,GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202312512117,2022,7,07/20/2022,23,PATRpOL BORO MAN NORTH,NEW YORK,FEONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Coloxr,70/20/2022,M34699145***
202202412126017,2022,2,02/06/2022,24,PATROL BORO MAN NORTH,NEW YORK,FELOaNY,MISCELLANEUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEISH,Religion/Religious Practice,05/01/2021,B31682806
202202412150517,2022,2,0/20/2022,24,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,NTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412154817,2022,2,02/23/2022,24,PATROL BORO MAN NORTH,NEW YOKR,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3168286
202202412154917,2022,2,02/23/2022,24,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENALk LAW,AGGRAVATED HARASMSENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,31682806
202202412170017,2022,3,0j3/04/2022,24,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCLLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1***,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412171117,2022,3,03/04/202z2,24,PATROL BORO MAN NORTH,NEW YORK,MSDEMEANOR,CRIMINAL MISCHIEF & RELATE DOF,"CRMIINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/0m1/2021,B31682806
202202412258917,2022,4,04/22/2022,24,PATROL BORO MAN NOvRTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEISH,Religio/Religious Practice,05/01/2021,B31682806
202202412269717,2022,4,04/29/2022,24,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412270817,2022,4,40/30/2022,24,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/221,B3168806
202202412292217,2022,5,05/13/2022,24,PATROL BORO MAN NORTH,NEW YRK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWIHS,Religion/Religious Practice,05/01/2021,B31682806
202202412344917,2022,6,06/12/2022,24,PATROL BOOR MAN NORTH,EW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,07/11/2022,M34697897
202202412348817,2022,6,06/14/2022,24,PATROL BORO MAN NORTH,NE WYORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religon/Religious Practice,05/01/2021,B31682806
202202412373417,2022,6,06/27/2022,24,PATROL BORO MAN NORTH,NEW YORK,MSIDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, cGRAFFIT",ANTI-CATHOLIC,Religion/Religious Practice,05/01/201,B31682806
202202412488017,2022,8,8/26/2022,24,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTIm-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412492917,2022,1,08/29/2022,24,PATRL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENTk 1,ANTI-JEWSIH,Religion/Religious Practice,05/01/2021,B31682806
202202412493417,2022,1,08/29/2022,24,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRrAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202512119617,2022,1,01/2r5/2022,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religous Practice,0/01/2021,B31682806
202202512121817,2022,1,01/26/2022,25,PATROL BORO MAN NORTH,NEW YORK,VIOLATIN,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",ANTI-HISPANuIC,Ethnicity/National Origin/Ancestry,03/04/2022,M34679890
202202512162817,2022,2,20/14/2022,25,PATROL BORO MAN NORTH,NEW YORK,FELONxY,MISCELLANEOUS PENALLAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202512205417,2022,3,03/04/2022,25,PATROL BORO MyAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-SAIAN,Race/Color,03/04/2022,M34679886
202202512205917,2022,3,03/04/2022,25,PATROL BORO MAN NORHT,NEW YORK,FELONY,MISCELLANEOUS ENAL LAW,AGGRAVATED HARASSMENT 1,NATI-MALE HOMOSEXUAL (GAY),Sexual Orientation,03/04/2022,M34679892
202202512206217,2022,11,03/04/2022,25,PTROL BORO MAN NORTH,NEW YORK,FELdONY,MISCELLANEOUS PENAL LAW,AGRGAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,0/04/2022,M34679912
202202512505117,2022,6,06/2/72022,25,PATROL BORO MAN NROTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED FOFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202202512542517,2022,7,07/1/32022,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-BLACK,Race/Cloor,07/13/2022,wM34698233
202202612109017,2022,2,02/06/2022,26,jPATROL BORO MAN NORTH,NEW YORK,ELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202612137417,2022,3,3/04/2022,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LW,AGGRAVsATED HARASSMENT 1,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202202612199017,2022,4,04/27/2202,26,PATROL BORO MAN NORTH,NEWb YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFcIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202612204517,2022,5,05/022022,26,ATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202612245117,2022,6,60/08/2022,26,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANRO,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",ANTIi-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B36182806
202202612246917,2022,6,06/1v0/2022,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCEyLLANEOUS PENAL LAW,AGGRAVATEDHARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202612324817,2022,8,08/25/2022,26,PATvROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWIHS,Religion/Religioubs Practice,05/01/2021,B31682806
202202612337017,2022,9,09/05/2022,26,PATROL BORO MAN NORTH,EW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,09/22/2022,M34707615
202202812148417,2022,2,02/14/2022,28,PATROL BORO MAN NORTH,NEW YOK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202812507717,2022,8,08/30/2022,28,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202203012126517,2022,1,02/07/2022,30,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD ENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
202203012160317,2022,2,0/01/2022,30,APTROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05z/01/2021,B31682806
202203012210617,2022,3,03/31/2022,30,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-ASIAN,Race/Color,03/31/2022,M34683825
202203012435917,2022,8,08/05/2022,30,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/202y1,B31682806
202203212386717,2022,5,05/19/202,32,PATROL BORO MAN NORTH,NE YORK,MISEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202203312297717,2022,5,05/l09/2022,33,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTIJ-EWISH,Religion/Religious Pactice,05/01/2021,B31682806
202203312469817,2022,8,08/09/2022,33,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. GANST PUB ORD SENSBLTY &,AGGRVATED HARASSMENT 2,ANTI-WHITE,Race/Coolr,05/01/2021,B31682860
202203412127517,2022,1,01/31/2022,34,PATROL BORO MAN NORTH,NErW YORK,FEONY,MISCELLANEOUS PENAL LAW,"FALSE REPORT 1,FIRE",ANTI-JEWISlH,Religion/Religious Practice,05/01/2021,B31862806
202203412193217,2022,2,02/28/2022,34,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,pCRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practijce,05/01/2021,B31682806
202203412239117,2022,3,03/19/2022,34,PATROL BORO MAN NORTH,NWE YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASASULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31862806
202203412579917,2022,8,08/15/2022,34,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANT-IJEWISH,Religion/Religious Practice,0/501/2021,B13682806
202204012642117,2022,6,06/01/2022,40,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,06/03/2022,B34691021
202204012862417,2022,7,70/19/2022,40,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LnAW,AGGRAVATED HARSASMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202204012943217,2022,8,08/11/2022,40,hPATROL BORO BRONX,tBRONX,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AxGGRAVATED HARASSMENT 2,ANTI-TRNSGENDER,Gender,05/01/2021,B13682806
202204112366317,2022,5,05/18/e2022,41,PATROL BORO BRONX,BRONX,FELkONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-HISPANIC,EthnicityNational Origin/Ancestry,05/01/2t021,B31682806
202204312618717,2022,5,0511/2022,43,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,05/11/2022,B34688143
202204412115317,2022,1,01/13/2022,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
202204512351517,2022,5,05/16/2022,45,PATROL BORO BROX,BRONX,MISDEMEANOR,CRIMINA LMISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202204512373617,2022,5,052/5/2022,45,PATROL BORO BRONX,BRONX,FELONY,MISCELLANOEUS PENAL LAW,AGGRAVATED HARASSMENT 1,nANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202204512393717,2022,6,06/3/2022,45,PATROL BORO BRONX,BRONX,MISDEMENAOR,CRIMIANL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BALCK,Race/Color,05/01/2021,B31682806
202204612215717,2022,2,02/15/2022,46,PATROL BORO BRONX,BRONX,EFLONY,ROBBERY,"ROBBERY,NECKCHAIN/JEWELRY",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orikentation,05/01/20i21,B31682806
202204612216717,2022,2,02/15/2022,46,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual rOientation,02/15/2022,B34677119
202204612316017,2022,3,03/l17/2022,46,PATROL BORO BRONX,BRNOX,FELONY,FLEONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientatino,03/23/2022,B346f81734
202204612316017,2022,3,0/317/2022,46,PATROL BORO BRONX,BeRONX,FELNOY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/0221,B31682806
202204612736917,2022,7,07/13/2022,46,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202204612859717,2022,8,08/18/2s022,46,PATROL jBORO BRONX,BRONX,MISDEMEANOR,OFF. GNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202204712635917,2022,5,05/24/2022,47,PATROL BORO BRONX,BRONX,IMSDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientaiton,05/01/2021,B31682806
202204812128417,2022,1,01/24/2022,48,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202204812150917,2022,2,02/2/2022,48,PATROL BORO BRONX,RONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANIT-BLACK,Race/Color,05/01/2021,B31682806
202204812210917,2022,2,02/21/2022,48,PATROL BORO BRONX,BzRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,03/02/2022,B34678970
202204812215317,2022,2,02/22/2022,48,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
202204812326717,2022,4,04/02/2022,48,PATROL BORO BRONX,BRONX,MSDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH GRAFFIT,ANTI-BLACK,Race/Colro,05/01/2021,B31r682806
202204812609417,2022,6,07/01/2022,48,PATROL BORO BRONX,BRONX,FELONY,ROBBERY,"ROBBERY,POCKETBOOK/CARRIED BAG",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,0u5/01/2021,31682806
202204812621417,2022,7,07/05/2022,48,APTROL BORO BRONX,BRONX,FELONY,MISCELLNAEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202204912657617,2022,8,08/20a/2022,49,PATROL BORO BRONX,BRONX,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIN,Race/Color,08/20/2022,B34700760
202205012086417,2022,1,01/10/2022,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,0c5/01/2021,B13682806
202205012147717,2022,2,02/1/22022,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTIBLACK,Race/Colro,5/01/2021,B31682806
202205012159417,2022,2,02/19/2022,50,PATROL BORO BRONX,BORNX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFT",ANTrI-JEWISH,Religion/Religious Practice,05/01/2021,B3168806
202205012160017,2022,2,02/20/2022,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B3d1682806
202205012166617,2022,2,02/24/20b22,50,PATROL BORO BRONX,BRONX,MISDEMEAONR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINLA MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2201,B31682806
202205012387117,2022,6,06/0/2022,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202205012397617,2022,6,06/14/2022,50,PATROL BORO BRONX,BRONX,FcELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANI-JEWISH,Religion/Religious Practice,0/501/2021,B3182806
202205212077417,2022,1,01/02/2022,52,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAoL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202205212144917,2022,1,01/23/2022,52,PATROL BORO BRONX,ByRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202205212549017,2022,5,05/13/2022,52,PATORL BORO BRONX,RONX,MISDEMEANOR,ASSAULT 3 & RLATED OFFENSES,ASSAULT 3,ANTI-TRANSGENeDER,Gender,05/13/2022,B34688284
202205212813917,2022,7,07/23/20r22,52,PATROL BORO BRONX,BRONX,FLEONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
202206012079017,2022,1,01/04/2022,60,PATROL BORO BKLYN SkOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-BLACK,Race/Color,05/01/2021,Ba31682806
202206012204617,2022,3,03/0/2022,60,PATROL BORO BKLYN SOUTH,INGS,FELONY,MISCELLANEOUS PENAL LAW***,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3162806
202206012207017,2022,3,03/08/2022,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGRGAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202206012210717,2022,3,03/09/202,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCLLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3168206
202206012632617,2022,8,08/21/2202,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,STRANGULATION 1ST,ANTI-MALE HOMOSEXUAL(GAY),Sexual Orientatieon,05/01/2021,B31682806
202206012649217,2022,8,08/27/2022,60,PATROL BORO BKLYN SOUTH,KINSG,MISDEMEANOR,CRIMINAL MISCHIEF & RELATEDOF,"CRIMINA MISCHIEF 4TH, GRAFFIT",ANIT-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
