2346.countytwo,Cualebra Municipio,Culebra Municipio
1057.countytwo,Jonson ,Johnson 
1933.statecounty,NJMonmouth,NJ_Monmouth
818.statecounty,INc_Decatur,IN_Decatur
2530.statevalue,TkN,TN
709.countytwo,Cas ,Cass 
2465.county,orson ,Corson 
383.statecounty,FL_S.t Johns,FL_St. Johns
93.statecounty,AL_Walyker,AL_Walker
1157.countytwo,Plaquesmines ,Plaquemines 
2289.county,Lackawana ,Lackawanna 
2886.countytwo,Szanpete ,Sanpete 
2303.county,pNorthumberland ,Northumberland 
3211.fipstwo,f4107,f54107
2603.fipstwo,47173,f47173
1969.statecounty,NM_Sieerra,NM_Sierra
670.fipstwo,16027,f16027
989.statecounty,S_Stevens,KS_Stevens
443.statecounty,GA_Effinghacm,GA_Effingham
1811.fipstwo,f30893,f38093
802.countytwo,Woodfor d,Woodford 
2434.statevalue,C,SC
2201.statecounty,OK_aPyne,OK_Payne
824.statevalue,N,IN
3199.statevalue,VW,WV
1051.statevalue,YK,KY
2278.statevalue,AP,PA
1851.fipstwo,f13067,f31067
447.countytwo,Fanninv ,Fannin 
352.countytwo,Highlansd ,Highlands 
1324.fipstwo,f27070,f27007
729.countytwo,Fgulton ,Fulton 
1122.statecounty,LA_Ascenion,LA_Ascension
1195.statecounty,MA_Plymuoth,MA_Plymouth
2409.statecounty,SC_Bamebrg,SC_Bamberg
2784.statevalue,X,TX
1079.fipstwo,f21147***,f21147
1295.statecounty,IM_Monroe,MI_Monroe
2296.statevalue,A,PA
1523.fipstwo,f69058,f69085
2878.statecounty,T_Juab,UT_Juab
2131.countytwo,Trumubll ,Trumbull 
2881.statevalue,aUT,UT
1081.county,Medade ,Meade 
454.statecounty,GAGlascock,GA_Glascock
1905.county,Valkley ,Valley 
951.county,Mario ,Marion 
2901.fipstwo,f5100k9,f51009
652.county,Winneago ,Winnebago 
1225.statevalue,E,ME
730.fipstwo,f17095,f17059
41.countytwo,Choctawt ,Choctaw 
3026.countytwo,Winchesrter city,Winchester city
2090.countytwo,Hoocking ,Hocking 
2005.fipstwo,f3607,f36027
689.statecounty,ID_Mawdison,ID_Madison
2397.county,Villralba Municipio,Villalba Municipio
2811.county,Runnelsl ,Runnels 
973.fipstwo,f02157,f20157
1325.fipstwo,f27s009,f27009
919.statecounty,S_Elk,KS_Elk
2326.county,Aibonito Muniicpio,Aibonito Municipio
1059.statecounty,yKY_Knott,KY_Knott
46.statecounty,A_LColbert,AL_Colbert
1935.countytwo,cean ,Ocean 
561.countytwo,Appanoos e,Appanoose 
654.county,oodbury ,Woodbury 
951.fipstwo,f20151,f20115
211.fipstwo,f6039,f06039
3130.statecounty,W_Outagamie,WI_Outagamie
1320.countytwo,Wexfcord ,Wexford 
2396.fipstwo,7f2147,f72147
1655.county,Silverf Bow ,Silver Bow 
1920.statevalue,hNH,NH
1321.statevalue,N,MN
2877.statecounty,UT_Ireon,UT_Iron
381.statecounty,FL_Sraasota,FL_Sarasota
95.countytwo,ilcox ,Wilcox 
2835.county,xThrockmorton ,Throckmorton 
753.fipstwo,f1710s5,f17105
2534.statecounty,T_Cumberland,TN_Cumberland
2523.countytwo,Cambell ,Campbell 
1457.fipstwo,f2099,f29099
3112.statevalue,I,WI
1634.statevalue,T,MT
2669.statevalue,X,TX
3175.county,Jatckson ,Jackson 
1647.statevalue,tMT,MT
251.county,Alamonsa ,Alamosa 
2766.countytwo,arion ,Marion 
214.statevalue,A,CA
2046.county,Tompkin ,Tompkins 
2859.county,Winkle r,Winkler 
62.statecounty,AL_fHale,AL_Hale
1454.statecounty,MO_ron,MO_Iron
2789.statevalue,XT,TX
2628.countytwo,Bodren ,Borden 
3086.statecounty,WI_Adbams,WI_Adams
1379.fipstwo,ff27117,f27117
1729.countytwo,Ne Hanover ,New Hanover 
2312.countytwo,Susquephanna ,Susquehanna 
2352.fipstwo,7f2059,f72059
2833.fipstwo,f484i43,f48443
2346.fipstwo,kf72049,f72049
726.statecounty,IcL_Fayette,IL_Fayette
642.countytwo,Stordy ,Story 
2127.statecounty,OH_Seeneca,OH_Seneca
328.county,Bayz ,Bay 
1010.county,Bolye ,Boyle 
2196.statevalue,KO,OK
2172.fipstwo,f4001,f40061
2044.statevalue,NuY,NY
2345.county,Coroqzal Municipio,Corozal Municipio
185.statecounty,AZMohave,AZ_Mohave
493.statecounty,GA_Mhitchell,GA_Mitchell
596.statevalue,A,IA
1226.county,Hanocck ,Hancock 
3147.fipstwo,f5e5121,f55121
3181.county,Mario n,Marion 
2990.statecounty,VA_Petersburg cixty,VA_Petersburg city
241.countytwo,Sanislaus ,Stanislaus 
1911.countytwo,Belkna ,Belknap 
773.statevalue,L,IL
88.statevalue,aAL,AL
2655.county,Collingswrth ,Collingsworth 
617.fipstwo,f91119,f19119
941.statevalue,S,KS
2094.fipstwo,f390s81,f39081
1417.statecounty,MO_wBoone,MO_Boone
2354.countytwo,Gurbao Municipio,Gurabo Municipio
3108.county,rGeen ,Green 
666.countytwo,oBnneville ,Bonneville 
1909.county,Wheleer ,Wheeler 
1387.fipstwo,f2713,f27133
1682.county,Caawba ,Catawba 
562.countytwo,tAudubon ,Audubon 
1939.countytwo,ussex ,Sussex 
742.statevalue,L,IL
393.countytwo,Appling ***,Appling 
556.statevalue,oHI,HI
1145.fipstwo,f22015,f22051
2004.statecounty,eNY_Delaware,NY_Delaware
1254.fipstwo,f2603a3,f26033
2134.county,an Wert ,Van Wert 
699.county,aVlley ,Valley 
2295.statecounty,PALycoming,PA_Lycoming
114.county,Crittendetn ,Crittenden 
3171.county,Hampshir e,Hampshire 
3144.countytwo,Sheboyga ,Sheboygan 
1976.statevalue,V,NV
219.statecounty,CA_aNpa,CA_Napa
1799.statevalue,NaD,ND
2786.statecounty,TX_aNvarro,TX_Navarro
548.countytwo,iWlcox ,Wilcox 
336.statecounty,FL_Collfier,FL_Collier
2192.statecounty,OK_Muskoee,OK_Muskogee
1638.countytwo,Magher ,Meagher 
658.county,Adas ,Adams 
2026.statevalue,NuY,NY
2669.fipstwo,f8115,f48115
777.statecounty,ILx_Pulaski,IL_Pulaski
2373.statecounty,PR_Mroovis Municipio,PR_Morovis Municipio
2423.countytwo,Edgefiel ,Edgefield 
774.county,iPatt ,Piatt 
3138.countytwo,Richalnd ,Richland 
1253.fipstwo,2f6031,f26031
810.statevalue,NI,IN
1053.countytwo,Hopkhins ,Hopkins 
2926.fipstwo,f51o045,f51045
356.statevalue,yFL,FL
3216.county,Carbo n,Carbon 
709.county,ass ,Cass 
1032.countytwo,still ,Estill 
659.countytwo,Bannrock ,Bannock 
2482.county,ughes ,Hughes 
3050.statevalue,AW,WA
686.countytwo,Lmehi ,Lemhi 
2227.statevalue,RO,OR
668.statevalue,wID,ID
1470.county,Mario n,Marion 
526.countytwo,Teltfair ,Telfair 
2821.fipstwo,f4849,f48419
1500.statecounty,MO_Schukyler,MO_Schuyler
1993.fipstwo,f36030,f36003
1072.county,adison ,Madison 
2850.statecounty,TX_Washingtno,TX_Washington
650.county,Wasyne ,Wayne 
2673.county,DeWitt ***,DeWitt 
2842.fipstwo,fd48461,f48461
581.countytwo,Carawford ,Crawford 
3009.county,cSott ,Scott 
162.countytwo,Sevire ,Sevier 
545.statevalue,AG,GA
3194.county,Pleasant s,Pleasants 
2160.county,Crreek ,Creek 
2699.statecounty,TX_Golaid,TX_Goliad
2304.county,Perryz ,Perry 
2741.fipstwo,xf48259,f48259
383.county,tS. Johns ,St. Johns 
1447.fipstwo,f29709,f29079
59.county,Frankli n,Franklin 
660.statecounty,ID_Bea rLake,ID_Bear Lake
337.countytwo,Columbai ,Columbia 
275.statevalue,OC,CO
1540.statevalue,S,MS
2062.statevalue,HO,OH
909.statecounty,KS_Clodu,KS_Cloud
2947.county,iGoochland ,Goochland 
2774.countytwo,dMedina ,Medina 
1820.county,Arthu r,Arthur 
1194.county,Norfol ,Norfolk 
2497.statevalue,DS,SD
2702.fipstwo,fs48181,f48181
1940.countytwo,nion ,Union 
2871.fipstwo,4f9009,f49009
2070.statevalue,HO,OH
2217.county,oods ,Woods 
1747.county,Scotxland ,Scotland 
1683.fipstwo,fk37037,f37037
1128.countytwo,Cadod ,Caddo 
41.fipstwo,f0103,f01023
1516.statevalue,MsO,MO
2137.countytwo,Washingtn ,Washington 
2957.countytwo,Highalnd ,Highland 
198.statevalue,AC,CA
768.statevalue,L,IL
1224.county,Cumberlvand ,Cumberland 
2185.statevalue,sOK,OK
938.county,Jeffeson ,Jefferson 
1745.county,Rutherfrod ,Rutherford 
2753.countytwo,Lampsas ,Lampasas 
390.statecounty,FL_Wakullma,FL_Wakulla
1453.fipstwo,f2t9091,f29091
1157.statecounty,LA_Plaqucemines,LA_Plaquemines
568.countytwo,Buena Vita ,Buena Vista 
3083.statecounty,WA_hatcom,WA_Whatcom
1391.county,Sibrley ,Sibley 
85.county,Radolph ,Randolph 
1935.county,cean ,Ocean 
1348.statevalue,NM,MN
1860.statevalue,E,NE
2305.countytwo,Phliadelphia ,Philadelphia 
959.countytwo,Mroton ,Morton 
1547.countytwo,Grene ,Greene 
544.statevalue,eGA,GA
2333.statecounty,PR_Cabo Rojo Muincipio,PR_Cabo Rojo Municipio
823.countytwo,Fayett e,Fayette 
940.statevalue,qKS,KS
2368.county,Manati Municoipio,Manati Municipio
1629.county,ill ,Hill 
1925.statecounty,NJ_Cape Mya,NJ_Cape May
618.statecounty,IA_Madisoun,IA_Madison
1370.county,oMwer ,Mower 
1859.statevalue,E,NE
1543.statevalue,S,MS
482.statevalue,wGA,GA
546.fipstwo,1f3311,f13311
2775.fipstwo,f4327,f48327
3205.countytwo,Tyletr ,Tyler 
538.statevalue,A,GA
3071.county,Pacifi c,Pacific 
3006.statevalue,AV,VA
22.countytwo,Sitka City and Boough,Sitka City and Borough
2970.fipstwo,fu51680,f51680
1884.statecounty,NE_Panee,NE_Pawnee
2044.county,Sullgivan ,Sullivan 
1931.statevalue,J,NJ
2809.statevalue,X,TX
494.fipstwo,f31207,f13207
29.statecounty,AK_Yukon-Koyukuk Census rea,AK_Yukon-Koyukuk Census Area
2721.statecounty,X_Hockley,TX_Hockley
1710.fipstwo,f37019,f37091
585.county,Deluaware ,Delaware 
149.fipstwo,f5105,f05105
1540.fipstwo,f2027,f28027
1156.statecounty,L_Ouachita,LA_Ouachita
1847.county,Fillmor e,Fillmore 
472.statevalue,AG,GA
2933.fipstwo,f5107,f51057
58.countytwo,Fyette ,Fayette 
2274.countytwo,Crwford ,Crawford 
1692.countytwo,are ,Dare 
2980.fipstwo,f511e27,f51127
841.statevalue,NI,IN
1644.statecounty,MT_Philips,MT_Phillips
915.countytwo,Dickisnon ,Dickinson 
278.county,Huerftano ,Huerfano 
1367.countytwo,Meekerd ,Meeker 
875.statecounty,IN_Spencre,IN_Spencer
747.statevalue,LI,IL
1331.countytwo,Cas ,Cass 
2653.fipstwo,f48038,f48083
2155.statecounty,O_KCleveland,OK_Cleveland
678.fipstwo,gf16043,f16043
2423.fipstwo,fv45037,f45037
1952.statecounty,NM_Gguadalupe,NM_Guadalupe
2073.fipstwo,39039,f39039
1213.countytwo,Motgomery ,Montgomery 
536.countytwo,Unionn ,Union 
863.county,Park ,Parke 
2428.county,Gremenwood ,Greenwood 
1664.statecounty,MT_Yelslowstone,MT_Yellowstone
461.fipstwo,f11339,f13139
1347.fipstwo,f27503,f27053
706.countytwo,Bureu ,Bureau 
577.countytwo,Cltarke ,Clarke 
2000.fipstwo,f3017,f36017
2186.fipstwo,40095,f40095
2824.countytwo,Somervelld ,Somervell 
2666.statecounty,TX_Culbierson,TX_Culberson
2272.statecounty,PiA_Clinton,PA_Clinton
1710.statevalue,NcC,NC
109.statecounty,A_RCleveland,AR_Cleveland
1588.statevalue,MnS,MS
1354.statecounty,MNK_andiyohi,MN_Kandiyohi
3115.statecounty,WI_Kennosha,WI_Kenosha
1286.countytwo,ackinac ,Mackinac 
1374.county,Norvman ,Norman 
257.countytwo,Bromfield ,Broomfield 
197.countytwo,Cxolusa ,Colusa 
1472.countytwo,Mercyer ,Mercer 
2188.fipstwo,f40078,f40087
1576.statecounty,MS_eshoba,MS_Neshoba
704.countytwo,oone ,Boone 
230.statevalue,A,CA
2793.county,PaloP into ,Palo Pinto 
2086.county,aHrdin ,Hardin 
439.county,Doughrety ,Dougherty 
2444.countytwo,Richlandz ,Richland 
3027.statecounty,V_AWise,VA_Wise
2696.statecounty,T_XGarza,TX_Garza
604.countytwo,Idva ,Ida 
710.statevalue,LI,IL
2949.countytwo,Grenee ,Greene 
1402.county,Washingtonq ,Washington 
1169.countytwo,St. Martn ,St. Martin 
1616.statevalue,MiT,MT
1241.fipstwo,26007,f26007
2472.county,Ednmunds ,Edmunds 
1631.statevalue,T,MT
2633.fipstwo,4f8043,f48043
2720.statevalue,X,TX
1954.countytwo,Hiadlgo ,Hidalgo 
1557.fipstwo,f2801,f28061
1372.statecounty,M_Nicollet,MN_Nicollet
1576.statevalue,SM,MS
1765.statecounty,D_Adams,ND_Adams
2347.countytwo,Dorado Muqnicipio,Dorado Municipio
1237.fipstwo,23031,f23031
3126.county,Mirlwaukee ,Milwaukee 
1194.statevalue,AM,MA
1040.statevalue,YK,KY
1601.countytwo,Warre ,Warren 
2600.statecounty,TN_Titon,TN_Tipton
2278.statecounty,PA_sElk,PA_Elk
2487.countytwo,Jnes ,Jones 
1861.countytwo,Htichcock ,Hitchcock 
1690.county,Cumberlandd ,Cumberland 
2674.statecounty,TX_Dbickens,TX_Dickens
2667.fipstwo,4f8111,f48111
2315.statecounty,PA_Veenango,PA_Venango
1032.county,Etill ,Estill 
1537.fipstwo,2f8021,f28021
687.county,Lweis ,Lewis 
308.statevalue,O,CO
448.statecounty,G_Fayette,GA_Fayette
3153.fipstwo,f5133,f55133
392.statecounty,FL_Washsington,FL_Washington
2106.fipstwo,f3x9105,f39105
660.countytwo,Bea Lake ,Bear Lake 
1897.statevalue,E,NE
2263.statecounty,PA_yBucks,PA_Bucks
414.fipstwo,fl13045,f13045
768.county,Montgompery ,Montgomery 
1445.countytwo,Getnry ,Gentry 
1669.county,Ash e,Ashe 
426.countytwo,Coffgee ,Coffee 
3147.countytwo,Trempeaeau ,Trempealeau 
2134.countytwo,Van Wret ,Van Wert 
154.statevalue,RA,AR
1311.fipstwo,f6151,f26151
830.statecounty,IN_Grenee,IN_Greene
1535.statecounty,MSC_hickasaw,MS_Chickasaw
1869.statevalue,EN,NE
693.fipstwo,f16e073,f16073
2708.statecounty,TX_Hamillton,TX_Hamilton
1890.statevalue,EN,NE
675.countytwo,uster ,Custer 
374.countytwo,sOceola ,Osceola 
2647.countytwo,hambers ,Chambers 
2180.countytwo,Latimre ,Latimer 
1496.county,aRy ,Ray 
1459.countytwo,nKox ,Knox 
210.statecounty,CA_Lots Angeles,CA_Los Angeles
2426.county,Georgetdown ,Georgetown 
1167.countytwo,sSt. John the Baptist ,St. John the Baptist 
2333.county,aCbo Rojo Municipio,Cabo Rojo Municipio
1881.statevalue,EN,NE
523.fipstwo,13265,f13265
3045.fipstwo,f5025,f50025
2124.statevalue,HO,OH
2605.county,Wraren ,Warren 
2348.statecounty,PR_Fajardo Municxipio,PR_Fajardo Municipio
2451.statevalue,SaD,SD
1637.statecounty,MT_McCozne,MT_McCone
21.county,Prince of Wles-Hyder Census Area,Prince of Wales-Hyder Census Area
1751.countytwo,Swaino ,Swain 
1912.statevalue,HN,NH
2947.countytwo,Goocland ,Goochland 
1068.statevalue,YK,KY
2687.statevalue,XT,TX
1810.countytwo,Setele ,Steele 
2652.statevalue,X,TX
1406.county,Wight ,Wright 
913.statecounty,KS_Crafword,KS_Crawford
649.statecounty,I_AWashington,IA_Washington
549.statecounty,GlA_Wilkes,GA_Wilkes
42.county,Calrke ,Clarke 
2291.statecounty,PA_Lawrene,PA_Lawrence
3121.fipstwo,f5071,f55071
2987.statecounty,VA_Ornge,VA_Orange
2317.countytwo,Washingtn ,Washington 
1763.fipstwo,f37179,f37197
1159.countytwo,Raides ,Rapides 
2409.county,amberg ,Bamberg 
396.fipstwo,f130l07,f13007
2229.statecounty,ORGilliam,OR_Gilliam
414.statevalue,A,GA
3160.countytwo,Boonev ,Boone 
1216.county,Smerset ,Somerset 
1842.fipstwo,f3049,f31049
1770.statevalue,DN,ND
73.fipstwo,af01087,f01087
1365.county,artin ,Martin 
1325.statevalue,NM,MN
2929.statevalue,AV,VA
1723.countytwo,McDowellz ,McDowell 
2722.statecounty,TX_Hodo,TX_Hood
1025.statevalue,dKY,KY
1070.fipstwo,fd21141,f21141
2296.county,MceKan ,McKean 
1173.fipstwo,2f2107,f22107
2701.statevalue,XT,TX
1489.county,Pik e,Pike 
1805.statevalue,NqD,ND
271.countytwo,Elbedrt ,Elbert 
2266.county,Camreon ,Cameron 
1476.statevalue,kMO,MO
343.statevalue,LF,FL
1745.fipstwo,37161,f37161
1408.countytwo,Adaicr ,Adair 
3169.statecounty,WV_Gorant,WV_Grant
2030.statecounty,NY_Otsgo,NY_Otsego
1279.fipstwo,f26803,f26083
2823.fipstwo,4f8423,f48423
403.statevalue,A,GA
1465.statevalue,OM,MO
592.fipstwo,f1906n9,f19069
2266.fipstwo,f4023,f42023
463.statevalue,AG,GA
587.statevalue,AI,IA
2315.statevalue,A,PA
2517.countytwo,Andersonw ,Anderson 
1278.countytwo,Kenrt ,Kent 
2849.county,War ,Ward 
2909.countytwo,Botetour t,Botetourt 
246.statevalue,AC,CA
747.county,Kedall ,Kendall 
423.statevalue,AG,GA
483.countytwo,Laong ,Long 
2927.countytwo,Culpeepr ,Culpeper 
2152.countytwo,Cherokee ***,Cherokee 
351.countytwo,Hernandoz ,Hernando 
1457.statevalue,MmO,MO
2812.statevalue,XT,TX
2932.fipstwo,fv51595,f51595
1665.countytwo,lAamance ,Alamance 
2008.statecounty,NY_Franklni,NY_Franklin
1559.statecounty,MS_Jeffesron Davis,MS_Jefferson Davis
607.statevalue,IlA,IA
2383.county,Sabana Grande Mujnicipio,Sabana Grande Municipio
3.county,Anchoarge Municipality,Anchorage Municipality
2347.statecounty,P_Dorado Municipio,PR_Dorado Municipio
2887.county,Sevie r,Sevier 
2847.countytwo,Wralker ,Walker 
669.statecounty,ID_Cmas,ID_Camas
2162.fipstwo,gf40041,f40041
132.statevalue,R,AR
1371.fipstwo,f21701,f27101
1770.county,Bocwman ,Bowman 
458.county,Grene ,Greene 
2774.fipstwo,f4832t5,f48325
567.statevalue,AI,IA
895.countytwo,Allein ,Allen 
3154.countytwo,Waupaa ,Waupaca 
1549.countytwo,ancock ,Hancock 
2948.statevalue,A,VA
1735.countytwo,Pnder ,Pender 
1973.fipstwo,f35509,f35059
1737.county,erson ,Person 
1968.county,Salnta Fe ,Santa Fe 
1648.fipstwo,f30097,f30079
1363.statecounty,MyN_Mahnomen,MN_Mahnomen
2731.statevalue,X,TX
1766.statecounty,NDBarnes,ND_Barnes
2760.statecounty,T_Live Oak,TX_Live Oak
2562.fipstwo,f47019,f47091
523.statevalue,GhA,GA
1220.county,Wicomic o,Wicomico 
784.statecounty,IL_Svchuyler,IL_Schuyler
150.statecounty,AR_rPhillips,AR_Phillips
1484.countytwo,Oark ,Ozark 
692.statecounty,ID_Onieda,ID_Oneida
1332.countytwo,Cippewa ,Chippewa 
2659.statecounty,TXC_oncho,TX_Concho
1094.county,Owsle y,Owsley 
738.fipstwo,f71075,f17075
1173.county,Tensas Parihs,Tensas Parish
2528.county,Cvhester ,Chester 
819.fipstwo,18033,f18033
2514.statevalue,DS,SD
3077.fipstwo,5f3061,f53061
917.fipstwo,f2d0045,f20045
733.statecounty,L_Hamilton,IL_Hamilton
954.statecounty,KS_eMade,KS_Meade
2156.county,Coa l,Coal 
815.statevalue,NI,IN
606.statevalue,A,IA
502.statecounty,GA_fPaulding,GA_Paulding
1674.fipstwo,3f7019,f37019
989.fipstwo,f2089,f20189
1975.statevalue,uNV,NV
2964.statevalue,A,VA
63.countytwo,Heny ,Henry 
2702.statevalue,TiX,TX
597.countytwo,Hamliton ,Hamilton 
2927.statecounty,VA_Clupeper,VA_Culpeper
2823.statecounty,TX_Sxmith,TX_Smith
1421.countytwo,Callawazy ,Callaway 
1043.statecounty,KYGreen,KY_Green
1916.county,Hillsbrough ,Hillsborough 
2748.county,Klebergl ,Kleberg 
1554.fipstwo,f2w8055,f28055
3173.county,ardy ,Hardy 
8.county,Faoirbanks North Star Borough,Fairbanks North Star Borough
360.statecounty,LF_Lee,FL_Lee
1395.statecounty,MN_Stdevens,MN_Stevens
1359.fipstwo,f2707z7,f27077
