year,state,county,hai,operative_procedure,facility_id,facility_name,hospital_category_risk_adjustment,facility_type,procedure_count,infections_reported,infections_predicted
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,630017096.0,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,55,0,0.2
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,630017096.0,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,29,0,0.12
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630017096.0,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,5,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,630017096.0,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,2,0,0.0
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,630017096.0,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,9,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,630017096.0,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,630017096.0,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,4,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,630017096.0,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,5,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000002.0,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,69,0,0.36
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000002.0,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,54,0,0.15
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000002.0,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,5,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000002.0,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,2,0,0.12
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000002.0,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000002.0,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,2,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000002.0,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,3,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000002.0,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,1,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000008.0,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,46,0,0.21
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000008.0,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,19,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000008.0,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,3,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000008.0,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000008.0,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,2,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000008.0,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000008.0,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,18,0,0.11
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000008.0,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000008.0,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000012.0,Beverly Hospital,Acute Care Hospital,"Community, 125-250 Beds",17,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000012.0,Beverly Hospital,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000012.0,Beverly Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000012.0,Beverly Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000012.0,Beverly Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000022.0,Centinela Hospital Medical Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000022.0,Centinela Hospital Medical Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000026.0,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",71,0,0.31
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000026.0,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",29,0,0.13
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000026.0,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",4,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000026.0,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",9,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000026.0,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000026.0,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",11,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000026.0,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000026.0,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",8,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000026.0,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000026.0,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",5,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000028.0,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000028.0,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,855,6,5.28
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,241,1,0.81
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,7,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cardiac surgery,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,194,3,1.48
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,22,0,0.37
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,61,0,0.2
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,35,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,8,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,1,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Kidney transplant,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,10,0,0.08
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,17,1,0.11
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Liver transplant,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,5,0,0.35
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,62,0,0.22
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,9,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,45,1,0.28
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,97,0,1.2
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,41,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000036.0,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000036.0,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000036.0,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000036.0,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000041.0,San Gabriel Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000041.0,San Gabriel Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000041.0,San Gabriel Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000044.0,Cedars-Sinai Marina Del Rey Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000044.0,Cedars-Sinai Marina Del Rey Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000047.0,Lakewood Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000047.0,Lakewood Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000049.0,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,52,0,0.28
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000049.0,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,9,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000049.0,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000049.0,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000049.0,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,22,0,0.09
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000049.0,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000049.0,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,17,0,0.12
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000050.0,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,21,0,0.07
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000050.0,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,15,0,0.07
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000050.0,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000050.0,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,5,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000052.0,"PIH Health Hospital, Downey",Acute Care Hospital,Major Teaching,2,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000052.0,"PIH Health Hospital, Downey",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000052.0,"PIH Health Hospital, Downey",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000053.0,East Los Angeles Doctors Hospital,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000053.0,East Los Angeles Doctors Hospital,Acute Care Hospital,"Community, 125-250 Beds",17,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000053.0,East Los Angeles Doctors Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000056.0,Emanate Health Foothill Presbyterian Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000056.0,Emanate Health Foothill Presbyterian Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000058.0,Garfield Medical Center,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.08
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000058.0,Garfield Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000058.0,Garfield Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000058.0,Garfield Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000063.0,Henry Mayo Newhall Hospital,Acute Care Hospital,"Community, >250 Beds",17,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000063.0,Henry Mayo Newhall Hospital,Acute Care Hospital,"Community, >250 Beds",13,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000063.0,Henry Mayo Newhall Hospital,Acute Care Hospital,"Community, >250 Beds",4,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000065.0,Hollywood Presbyterian Medical Center,Acute Care Hospital,"Community, >250 Beds",2,1,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000065.0,Hollywood Presbyterian Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000065.0,Hollywood Presbyterian Medical Center,Acute Care Hospital,"Community, >250 Beds",1,1,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000066.0,Providence Holy Cross Medical Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000066.0,Providence Holy Cross Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000066.0,Providence Holy Cross Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000066.0,Providence Holy Cross Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000068.0,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,"Community, >250 Beds",4,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000068.0,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,"Community, >250 Beds",3,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000068.0,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000071.0,"Kaiser Foundation Hospital, South Bay",Acute Care Hospital,Major Teaching,12,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000071.0,"Kaiser Foundation Hospital, South Bay",Acute Care Hospital,Major Teaching,11,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000071.0,"Kaiser Foundation Hospital, South Bay",Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,185,0,1.42
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,36,0,0.25
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,7,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,18,0,0.44
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,26,0,0.09
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,12,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,9,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,8,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,8,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,25,0,0.3
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,21,0,0.14
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,14,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,96,0,0.56
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,59,0,0.31
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,2,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,3,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,7,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,3,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,6,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,6,0,0.07
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,6,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,2,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000076.0,"Kaiser Foundation Hospital, West LA",Acute Care Hospital,"Community, >250 Beds",14,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000076.0,"Kaiser Foundation Hospital, West LA",Acute Care Hospital,"Community, >250 Beds",10,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000076.0,"Kaiser Foundation Hospital, West LA",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000076.0,"Kaiser Foundation Hospital, West LA",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000076.0,"Kaiser Foundation Hospital, West LA",Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000077.0,Palmdale Regional Medical Center,Acute Care Hospital,Major Teaching,3,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000077.0,Palmdale Regional Medical Center,Acute Care Hospital,Major Teaching,3,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",26,0,0.08
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",14,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",2,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",4,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",2,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",3,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",83,0,0.36
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",68,0,0.3
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",3,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",3,0,0.0
