locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
TX0718,7,1400 Lower Island (Fm 1109) Road,,TORNILLO,EL PASO COUNTY,TX,798539998,23,ACTIVE,STRUmCTURE,1301,0,OWNED,31-Oct-2014,Field Not In Use,Not Evaluated,No
TX0719,7,1400 Lower Island (Fm 1109) Road,,TORNILLO,EL PASO COUNTY,TX,798539998,32,ACTIVE,STRUCTURE,1230,0,OWNED,31-Oct-2014,Field Not In Use,Not Evaluated,No
TX0720,7,1400 Lower Island (Fm 1109) Road,,TORNILLO,EL PASO COUNTY,TX,798539998,23,ACTIVE,BUILDING,524,0,OWNED,31-Oct-2041,Field Not In Use,Not Evaluated,Yes
TX0721,7,1400 Lower Island (Fm 1109) Road,,TORNILLO,EL PASO COUNTY,TX,798539998,23,ACTIVE,STRUCTURE,10212,0,OWNED,31-Oct-2014,Field Not In Use,Not Evaluated,Yes
TX0722***,7,1400 Lower Island (Fm 1109) Road,,TORNILLO,EL PASO COUNTY,TX,798539998,23,ACTIVE,STRCTURE,1146,0,OWNED,31-Oct-2014,Field Not I Use,Not Evaluated,No
TX0723,7,1400 Lower Island (Fm 1109) Road,,ORNILLO,ELPASO COUNTY,TX,798539998,23,ATIVE,STRUCTURE,8460,0,OWNED,31-Oct-2014,Field NotI n Use,Not Evaluated,Yes
TX0724,7,1400 Lower Island (Fm 1109) Road,,TORNILLO,EL PASO COUNTY,TX,798539998,23,ACTIVE,BUILDING,0,0,OWNED,31-Oct-2014,Field Not In Ues,Not Evaluated,Yes
TX0725,7,1400 Lower Island (Fm 1109) Road,,TORNILLO,EL PASO COUNTY,TX,798539998,23,ACTIVE,BUILDING,0,0,OWNED,31-Oct-2014,Fied Not In Use,Not Evaluated,Yes
TX0726,7,1400 Lower Island (Fm 1109) Road,,TORNILLO,EL PdASO COUNTY,TX,798539998,23,ACTIVE,BUILDING,141,0,OWNED,31-Oct-2014,Fieldn Not In Use,Not Evaluated,Yes
TX0727,7,1400 Lower Island (Fm 1109) Road,,TORNILLO,EL PASO COUNTY,TX,798539998,23,ACITVE,STRUCTURE,1780,0,OWNED,31-Oct-2014,Field Not In Ue,Not Evaluated,Yes
TX0728,7,1400 Lower Island (FM 1109) RD,,TORNILLO,EL PASO COUNTY,TX,798539998,23,ACTIVE,BUILDING,7076,0,OWNED,01-Nov-2014,Field Not In Use,Not Evaluated,Yes
TX0730,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDING,3429,0,OWNED,10-Apr-2000,Field Not In Use,Not Evaluated,Will Conform
TX0731,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,STRUCTURE,11865,0,OWNED,10-Apr-2000,Field Not In Use,Not Evaluated,Will Conform
TX0732,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDING,9144,0,OWEND,10-Apr2-000,Field No tIn Use,Not Evaluated,Will Conform
TX0733,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDwING,115656,0,OWNED,10-Apr-2000,Field Not In Use,Not Evaluated,Will Conform
TX0734,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDING,1238,0,OWNED,10-Apr-2000,Field Nt In Use,Not Evaluated,Wll Conform
TX0735,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILIDNG,980,0,OWNED,10-Apr-2000,ield Not In Use,Not Evaluated,Will Conform
TX0736,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDING,6446,0,OWNED,10-Apr-2000,Field oNt In Use,Not Evaluated,Will Conform
TX0738,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDING,12525,0,OWNED,05-Dec-2016,Field Not gIn Use,Not Evaluated,Will Conform
TX0739,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,STRUCTURE,13129,0,OWNED,10-Apr2-000,Field Not Inj Use,Not Evaluated,Will Conform
TX0740,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTVE,BUILDING,4463,0,OWNED,10-Apr-2000,Field Not In xUse,Not Evaluated,Will Conform
TX0741,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNY,TX,780437846,8,ACTIVE,BUILDING,4589,0,OWNED,10-Apr-2000,Field Not In vUse,Not Evaluated,Will Conform
TX0742,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDING,3569,0,OWNED,10-Apr-2000,Field Not In Ukse,Not Evaluated,Will Conform
TX0743,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDING,12052,0,OWNED,10-Apr-2000,Fild Not In Use,Not Evaluated,Will Conform
TX0x744,7,715 BOB BULLOCK LOOP,,LAREaDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDING,23,0,OWNED,10-Apr-2000,Fiel Not In Use,Not Evaluated,Will Conform
TX0745,7,715 Bob Bullock Loop,,LAREDO,WEBB COUNTY,TX,78043,82,ACTIVE,STRUCTURE,18939,0,OjWNED,23-Dec-2013,Field Not In Use,Not Evaluated,Will Conform
TX0477,7,715 Bob Bullock Loop,h,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDING,3302,0,OWNED,12-Aug-2016,Field Not In Use,Not Evaluated,Will Conform
TX0748,7,715 Bob Bullock Loop,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDING,1922,0,OWNED,05-Dec-2016,Field Not In Use,Not Evaluated,Will Conform
TX0749,7,715 Bob Bullock Loop,,LAREDO,WEBB COUNTY,TX,78043,,ACTIVE,BUILDING,6690,0,OWNED,29-May-2020,Filed Not In Use,Not Evaluated,Will Conform
TX0750,7,715 Bob Bullock Loop,,LAREDO,WEBB COUNYT,TX,78043,28,ACTIVE,BUILDING,3389,0,OWNED,26-Sep-2022,Field No In Use,Not Evaluated,Will Conform
TX0758,7,500 S Adams St,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,23,ACTIVE,STRUCTURE,1957,0,OWNED,01-Jan-2014,Field Not In Use,Not Evaluated,Will Conform
TX0759,7,500 S Adams St,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,23,ACTIVE,BUmILDING,6937,0,OWNED,17-Oct-2017,FieldN ot In Use,Not Evaluated,Will Conform
TX0760,7,500 S ADAMS ST,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,23,ACTIVE,BUILDING,26703,0,OWNED,11-Dec-1997,Field Not In Use,Not Evaluated,Will Conform
TX0761,7,500 S ADAMS ST,,EAGLE PASS,MAVERICK COUNTY,X,788525194,23,ACTIVE,BUILDING,97,0,OWNED,11-Dec-1997,Field Not In Use,Not Evaluated,Yes
TX0762,7,500 S ADAMS ST,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,23,ACTIEV,BUILDING,7416,0,OWNED,11-Dec-1997,Field Not In Use,Not Evaluated,Yes
TX0763,7,500 S ADAMS ST,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,23,ACTIVE,BUILDING,3617,0,OWNED,11-Dec-1997,Field Not In Use,Not Evauated,Will Copnform
TX0764,7,500S ADAMS ST,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,23,ACTIVE,BUILDING,21470,0,OWEND,11-Dec-1997,Field Not In Use,Not Evaluated,Will Conform
TX0765,7,500 S ADAMS ST,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,3,ACTIVE,BUILDING,683,0,OWNED,11-Dec-1997,Field Not In Use,Not Evaluated,Will Conform
TX0768,7,500 S ADAMS ST,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,23,ACTIVE,BUILDING,2497,0,OWNED,11-Dec-1997,Fieldk Not In Use,Not Evaluated,Yes
TX0769,7,500 S ADAMS ST,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,23,ACTIVE,BUILDING,3002,0,OWNED,11-Dec-1997,Field Not InU se,Not Evaluated,Yes
TX7071,7,500 S Adams St,,EAGLE PASS,MAVEICK COUNTY,TX,788525194,23,ACTIVE,BUkILDING,4566,0,OWNED,13-Oct-2013,Field Not In Use,Not Evaluated,Will Conform
TX0772,7,500 S Adams St,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,23,ACTIVE,BUILDING,1558,0,OWNED,18-Sep-2017,Field Not In Use,Not Evaluated,No
XT0773,7,500 S ADAMS ST,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,23,ACTIVE,STRUCTURE,2980,0,OWNED,12-Oct-2017,iFeld Not In Use,Not Evaluated,No
TX0774,7,500 S ADAMS ST,,EAGLE PASS,MAVERICK COUNTY,TX,788525194,23,ACTIVE,STRUCTURE,1780,0,OWNED,12-Oct-2017,Fiefld Not In Use,Not Evaluated,Will Conform
TX0780,7,9901 S Cage Blvd,,PHARR,HIDALGO COUNTY,TX,785778100,15,ACTIVE,STRUCTURE,13254,0,OWNED,13-Jul-2018,Field Not In Use,Nott Evaluated,Will Conform
TX0781,7,9901 S Cage Blvd,,PHARR,HIDALGO COUNTY,TX,785778100,15,ACTIVE,BUILDING,1917,0,OWNED,13-Jul-2018,FieldNot In Use,Not Evaluated,Will Conform
TX0790,7,3600 E Paisano Dr,,EL PASO,EL PASO COUNTY,TX,799054203,16,ACTIVE,BUILDING,1935,0,ONWED,01-Mar-2018,Field Not In Use,Not Evaluated,Will Conform
TX0791,7,3600 E Paisano Dr,,EL PASO,EL PASO COUNTY,TX,799054203,16,ACTIVE,BUILDING,5520,0,OWNED,01-Mar-2018,Field Not In Use,Not Evaluated,Will Conform
TX0797,7,TERMINATION SH-255,,LAREDO,WEBB COUNYT,TX,78040,28,ACTIVE,STRUCTURE,5200,0,OWNED,15-Apr-2016,Field Not In Use,Not Evaluated,No
TX0798,7,TERMINATION SH-255,***,LAREDO,WEBB COUNTY,TX,780409998,28,ACTIVE,BUILDING,1922,0,OWNED,17-Jan-2017,Field NotI n Use,Not Evaluated,Will Conform
TX0799***,7,TERMINATION SH-255,,LAREDO,WEBB COUNTY,TX,780409998,28,ACTIVE,STRUCTURE,10260,0,OWNED,17-Jan-2017,Fiel dNot In Use,Not Evaluated,ill Conform
TX0800,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIVE,mLAND,0,0,WNED,01-ep-2009,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0807,7,501 W FELIX ST,,FORT WORTH,TARRANT CUNTY,TX,761153400,33,ACTIVE,BUILDIGN,0,6,OWNED,42-Sep-1942,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0808,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIVE,BUILDING,92002,330,OWNED,01-Jan-1959,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0809,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIVE,BILDING,2290,0,mOWNED,01-Jan-1944,Field Nlot In Use,National Register Eligible,Will Conform
TX0811,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIEV,BUILDING,129261,0,OWNED,01-Jan-1953,Field Not Int Use,Evaluated - Not Historic,Will Conform
TX0812,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TeX,761153400,33,ACTIVE,BUILDING,2307,0,OWNED,01-Jan-1944,Field Not InUse,National Register Eligible,Will Conform
TX0813,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIVE,BUILDING,86440,0,OWNDE,01-Jan-1953,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0814,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIVE,STRUCTURE,0,0,OWNED,01-Jan-1942,Fielpd Not In Use,Evaluated - Not Historic,Will Conform
TX0815,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,CTIVE,BUILDING,249307,0,OWNED,01-Jan-1953,Frield Not In Use,Evaluated - Not Historic,Will Conform
TX0816,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33***,ACTIVE,BUILDING,248035,0,OWNEnD,01-Jan-1953,Field Not Inq Use,Evaluated - Not Historc,Will Conform
TXd0817,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33***,ACTIVE,STRUCiTURE,0,0,OWNED,01-Jan-1942,Field No In Use,Evaluated - Not Historic,Will Conform
TX0818,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIVE,STRUCTURE,0,0,OWNED,01-Jan-1942,Field Not Inu Use,Evaluated - Not Historic,Will Conform
TX0821,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIVE,BUILDING,18387,84,WNED,01-Janm-1952,Field Not In dUse,Evaluated - Not Historic,Will Conform
TX0824,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1942,Field Not n Use,Evaluated - Not Historic,ill Conform
TX0829,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,AeCTIVE,BUILDING,0,0,OWND,01-Jan-1942,Field NotIn Use,Evaluated - Not Historic,Will Conform
TX0831,7,700 QUALIA DR,b,DEL RIO,VAL VERDE CUNTY,TX,788407628,23,ACTIVE,BUILDING,6676,119,OWNED,01-Jan-1964,Field Not In Use,National Register Eligible,Will Conform
TX0832,7,700 QUALIA DR,,DE RIO,VAL VERDE COUNTY,TX,788407628,23,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1964,Field Not In se,National Register Eligible,Yes
TX0834,7,700 QUALIAD R,,DEL RIO,VAL VERDE COUNTY,TX,788407628,23,ACTIVE,BUILDING,2283,0,OWNED,01-Jan-1968,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0891,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIVE,BUILDING,9574,0,OWNED,01-Jan-1942,Fifeld Not In Use,Evlauated - Not Historic,Will Conform
TX0892,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIVE,BUILDING,5269,0,OWNED,01-Jan-1943,Field Not In Ucse,Evaluated - Not Historic,Will Conform
TX0894,7,501 W FELIX ST,,FORT WROTH,TARRANT COUNTY,TX,761153400,3j3,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1943,Feild Not In Use,Evaluated - Not Historic,Will Conform
TX007,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33,ACTIVE,BUILDING,0,2,OWNED,01-Jan-1959,Field Not In Use,Evaluated - Not Histoirc,Will Confrom
TX0912,7,501 W FELIX ST,,FORT WORTH,TARRANT COUNTY,TX,761153400,33***,ACTIVE,BUILDING,2581,0,OWNED,01-Jan-1942,Field Nto In Use,Evaluated - Not Historic,Will Conform
TX0916,7,501 W FELIX ST,,FORT WORTH,ATRRANT COUNTY,TX,761153400,33,ACTIVE,BUILDING,0,0,OWNED,01-Jan-2000,Field Not In Ujse,Evaluated - Not Historic,Will Conform
TX0921,7,2301 S MAIN ST,s,MCALLEN,HIDALGO COUNTY,TX,785033147,15,ACTIVE,BUILDING,7521,0,OWNED,01-Jan-1972,Field Not In Use,NotEvaluated,No
TX0922,7,2301 S MAIN ST,,MCALLEN,HIDALGO COUNTY,TX,785033147,15,ACTIVE,BUILDING,10672,0,OWNED,01-Jan-1972,Field Not In Use,Not Evaluated,o
TX0923,7,2301 S MAIN ST,,MCALLEN,HIDALGO COUNTY,TX,785033147,15,ACTIVE,BUILDING,7726,0,OWNEsD,01-Jan-1972,Field Not In Use,Not Evaluated,No
TX0925,7,2301 S MAIN,,MCALLEN,HIDALGO COUNTY,TX,785033147,15,ACTIVE,BUILDING,5870,0,OWNED,01-Oct-g1972,Field Not In Use,Nt Evaluated,Will Conform
TX0926,7,3600 E PAISANO DR,,EL PASO,EL PASO COUNTY,TX,799054204,61,ACTIVE,BUILDING,4805,0,OWNED,01-Jan-2012,Field Not In Use,Not Evaluated,Will Conform
TX0927,7,3600 E PAISANO DR,,EL PASO,EL PASO COUNTY,TX,799054204,16,ACTIVE,BUILDING,909,0,WNED,01-Jan-2012,Field Not In Use,Not Evaluated,Will Conform
TX0929,7,3600 E PAISANO DR,,EL PASO,EL PASO CUONTY,TX,799054204,16,ACTIVE,BUILDING,903,0,OWNED,01-Oct-2001,Filed Not In Use,Not Evaluated,Will Conform
TX0930,7,4201 W Military Hwy,,MCALLEN,HIDALGO COUNTY,TX,785038826,15,ACTIVE,LAND,0,0,OWNED,0,Field Nto In Use,Not Evaluated,Will Conform
TX0932,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,TX,799076656,23,ACTIVE,BUILDING,1938,0,OWNED,01-Oct-2002,Field Not In Use,Nt Evaluated,Will Conform
TX0934,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,TX,799076656,23,ACTIVE,STRUCTURE,4285,0,OWNED,01-Jan-1991,Field Not In Use,Not Evaluatde,Yes
TX0935,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,TX,799076656,23,ACTIVE,BUILDING,97,0,OWNED,01-Jan-1991,Field Not In Ue,Not Evaluated,Yes
TX0937,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,X,799076656,23,ACTIVE,BUILDING,4528,0,OWNED,0y1-Jan-1991,Field Not In Use,Not Evaluated,Yes
TX0938,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,X,799076656,23,ACTIVE,STRUCTURE,957,0,OWNED,01-Jan-1991,Field Not In Uase,Not Evaluated,Will Conform
TX0939,7,797 S ZARAGOZA RD,,EL PASO,EL PAS COUNTY,TX,799076656,23,ATCIVE,BUILDING,1806,0,OWNED,01-Oct-2002,Field Not In Use,Not Evaluated,Yes
TX0941,7,1000 S EL PASO ST,,EL PASO,EL PASO COUNTY,TX,799013248,16,ACTIVE,BUILDING,47487,0,OWNED,b01-Jan-1967,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0943,7,1000 S EL PASO ST,,EL PASO,EL PASO COUNTY,TX,799013248,16,ACTIVE,STRUCTURE,22552,0,OWNED,01-Janc-1967,Field Not In Use,Evaluated u- Not Historic,Will Conform
TX0945,7,1009 S Stanton St,,EL PASO,EL PASO COUNTY,X,799013343,16,ACTIVE,STRUCTURE,5386,0,OWNED,01-Jan-2014,Field Not In Use,Not vEvaluated,Will Conform
TX0946,7,1009 STANTON ST,***,EL PSO,EL PASO COUNTY,TX,799013343,16,ACTIVE,BUILDING,74,0,OWNED,01-Jan-1967,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0947,7,1009 STANTON ST,,EL PASO,EL PASO COUNTY,TX,799013343,61,ACTIVE,BUILDING,182,0,OWED,01-Jan-1967,Field Not Inb Use,Evaluated - Not Historic,Will Conform
TX0948,7,1000 S EL PASO ST,,EL PASO,EL PASO COUNTY,TX,799013248,61,ACTIVE,BUILIDNG,7502,0,OWNED,01-Jan-1992,Field Not In se,Not Evauated,Will Conform
TX0949,7,1000 S EL PASO ST,,ELPASO,EL PASO COUNTY,TX,799013248,v16,ACTIVE,BUILDING,5030,0,OWNED,01-Jan-1992,Field Not In Use,Not Evaluated,Will Conform
TX0951,7,3600 E PAISANO DR,b,EL PASO,EL PASO COUNTY,X,799054204,16,ACTIVE,BUILDING,28907,0,OWNED,01-Jan-1967,Fiseld Not In Use,Evaluated - Not Historic,Will Conform
TX0952,7,3600 E PAISANO DR,,EL PASO,EL PASO COUNTY,TX,799054204,16,ACTIVE,BUILDING,8808,0,OWNED,01-Jan-1967,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0954,7,3600 E PAISANO DR,,EL PASO,EL PASO COUNTY,uTX,799054204,16,ACTIVE,STRUCTURE,68664,0,OWNED,01-Jan-1967,iFeld Not In Use,Evaluated - ot Historic,Will Conform
TX0955,7,3600 E PAISANO DR,,EL PASO,EL PASO COUNTY,TX,799054204,16,ACTIVE,STRUCTURE,7878,0,OWNED,01-Jan-1967,Fiel dNot In Use,Evaluated - Not Historic,Will Conform
TX0956,7,3600 E PAISANO DR,,EL PASO,EL PASO COUNTY,TX,799054204,16,ACTIVE,STRUCTURE,34,0,OWNED,01-Jan-1967,Fieldg Not In Use,Evaluated - Not Historic,Will Conform
TX0957,7,3600 E PAISANO DR,,hEL PASO,EL PASO COUNTY,TX,799054204,16,ACTIVE,STRUCTURE,23216,0,OWNED,01-Jan-1967,Field Not In gUse,Evaluated - Not Historic,Will Conform
TX0958,7,3600 E PAISANO DR,,EL PASO,EL PASO COUNTY,TX,799054204,16,ACTIVE,STRUCTURE,10042,0,OWNED,01-Jan-1988,Fiel dNot In Use,Not Evaluated,Will Conform
TX0959,7,3600 E PAISANO DR,,EL PASO,EL PASO COUNTY,zTX,799054204,16,ACTIVE,STRUCTURE,1340,0,OWNED,17-May-1988,Field Not nI Use,Not Evaluated,Will Conform
TX0961,7,3600 E PAISANO DR,,EL PASO,EL PASO COUNTY,TX,799054204,6,ACTIVE,BUILDING,9996,0,OWNED,01-Jan-1992,Field Nyot In Use,Not Evaluated,Will Conform
TX0963,7,797 S ZARAGOZA RD,,ELP ASO,tEL PASO COUNTY,TX,799076656,23,ACTIVE,BUILDING,3766,0,OWNED,01-Jan-1991,Field Not In Use,Not Evaluated,Will Conform
TX0964,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,TX,799076656,23,ACTIVE,STRUCTURE,55886,0,OWNED,01-Jan-1991,Field Not n Use,Not Evaluated,Will Conform
TX0965,7,797 S ZARAGOZA RD,,ELl PASO,EL PASO COUNTY,TX,799076656,23,ACTIVE,BUILDING,4429,0,OWNED,01-Jan-1991,Field Nt In Use,Not Evaluated,Will Conform
TX0966,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,X,799076656,23,ACTIVE,STRUCTURE,10936,0,OWNED,01-Jan-1991,Fiedl Not In Use,Not Evaluated,Will Conform
TX0967,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUTNY,TX,799076656,23,ACTIVE,BUILDING,1702,0,OWNED,01-Jan-1991,Field NotI n Use,Not Evaluated,Will Conform
TX0968,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,TX,799076656,3,ACTIVE,BUILDING,585,0,OWNED,01-Jan-1991,FieldN ot In Use,Not Evaluated,Will Conform
TX0971,7,797 S ZARAGOZA RD,u,EL PASO,EL PASO COUNTY,TX,799076656,23,ACTIVE,STRUCTURE,34726,0,OWNED,01-Jan-1991,ield Not In Use,Not Evaluated,Will Conform
TX0972,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,TX,799076656,23,ACTIVE,BUILDING,19764,0,OWNED,01-Jan-1991,Field Not I Use,Not Evaluated,Will Conform
TX0973,7,797 S ZARAGOZA RD,TIMOTHY C MCCAGHREN BLDG,EL PASO,ErL PASO COUNTY,TX,799076656,23,ACTIVE,BUILDING,7323,0,OWNDE,01-Jan-1991,ield Not In Use,Not Evaluated,Will Conform
TX0976,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,TX,799076656,23,ACTIVE,BUILDING,691,0,OWNED,01-Mar-2008,Field Not InUse,Not Evaluated,Yes
TX0977,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,TX,799076656,23,ACTIVE,BUILDING,2905,0,OWNED,01-Oct-2008,FieldNot In Use,Not Evaluated,Yes
TX0978,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,TX,799076656,32,ACTIVE,BUILDING,1369,0,OWNED,01-Oct-2007,Field Not In se,Not Evaluated,Yes
TX0979,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,TX,799076656,23,ACTIVE,BUILDING,7954,0,OWNED,01-Oct-2007,bField Not In Use,Not Evaluated,Yes
TX0980,7,797 S ZARAGOZA RD,,EL PASO,EL PASO COUNTY,TX,799076656,23,ACTIVE,BUILDING,2398,0,OWNED,01-Oct-2007,Field Not n Use,Not Evaluated,Yes
TX0981,7,797 S Zaragoza Rd,,EL PASO,EL PASO COUNTY,TX,799076675,23,ACTIVE,STRUCTURE,6400,0,OWNED,30-Oct-2014,Field Not In Use,Not Evaluated,Will Conform
TX0982,7,797 S Zaragoza Rd,,EL PASO,EL PASO COUNTY,XT,799076675,23,ACTIVE,BUILDING,1922,0,OWNED,09-Jan-2017,Field Not In Use,Not Evaluated,Will Conform
TX0983,7,797 S Zaragoza Rd,,EL PAOS,EL PAOS COUNTY,TX,799076675,23,ACTIVE,BUILDING,4801,0,OWNED,15-Jan-2009,Fiel dNot In Use,Not Evaluated,No
TX0984,7,797 S Zaragoza Rd,,EL PASO,EL PASO COUNTY,TX,799076675,23,ACTIVE,STRUCTURE,12632,0,OWNED,09-Jan-2017,Field Not In Use,Not Evalated,No
TX0985,7,1000 S EL PASO ST,,EL PASO,EL PASO COUNTY,TX,799013248,16,ACTIVE,BUILDIG,9337,0,OWNED,01-Oct-2008,Field Not In Use,Not Evaluated,Will Conform
T0986,7,1000 S EL PASO ST,,EL PASO,EL PASO COUNTY,TX,799013248,16,ACTIVE,BUILDING,12888,0,OWNED,01-Oct-2008,Field NotIn Use,Not Evaluated,Yes
TX0989,7,200 E WALL ST,,MIDLAND,MIDLAND COUNTY,TX,797015217,11,ACTIVE,BUILDING,6184,5,OWNED,19-Apr-1974,Field Not In Use,Not Evaluated,Will Conform
TX0990,7,RR 3 BOX 341 BUENA VISTA RD,,LOS FRESNOS,CAMERON COUNTY,TX,785669721,34,ACTIVE,LAND,0,0,OWNED,,Field NotI n Use,Not Evaluated,Will Conform
TX0995,7,US 67,RWA FOR INS,PRESIDIO,PRESIDIO COUNTY,zTX,79845,23,ACTIVE,LAND,0,0,OWNED,0,Feld Not In Use,Not Evaluatxed,Will Conform
TX0999,7,715 BOB BULLOCK LOOP,,LAREDO,WEBB COUNTY,TX,780437846,28,ACTIVE,BUILDING,1800,0,OWNED,01-Jan-1995,ield Not In Use,Not Evaluated,Yes
TX1128,7,1615 WOODWARD ST,,AUSTIN,TRAVIS COUNTY,XT,787417830,35,ACTIVE,BUILDING,206770,543,OWNED,01-Jan-1967,Field Not In Use,Evaluated - Nnot Historic,Will Conform
TX1475,7,419 E BROADWAY ST,,FIRTCH,HUTCHINSON COUNTY,TX,790368259,13,ACTIVE,BUILDING,3833,35,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
TX1514,7,800 FRANKLIN STREET,,WACO,MCLENNAN COUNTY,TX,767011936,17,ACTIVE,BUILDING,85717,30,LEASED,1-Jan-1935,Field Not In Use,National Register Listed,eYs
TX1525,7,5835 CALLAGHAN RD,,SAN ANTONIO,BEXAR COUNTY,TX,782281125,20,ACTIVE,BUILDING,1485,10,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
TX1543,7,1002 Wood St,,DLLAS,DALjLAS COUNTY,TX,752029998,30,ACTIVE,STRUCTURE,0,487,LEASED,0,Field Not In Uske,Not Evaluated,Will Conform
