OBJECTID,Case_id,SN_Full,Geo_State,Prjt_Name,Ref_Num,Acq_Method,Int_Acq,Esmt_Rgts,Acc_Rgts,Esmt_exp,Acq_Fund,Fund_Year,Purpose,Pmnt_Made,Acq_Value,Width,Length_Feet,Length_Miles,Area_Acq,Deed_Sign,Recorded,County_Rec,Tax_ID,Rsts_Acq,NGO_Name,NGO_Invol,Title_Acpt,Public_Display,Source,Other_Funds,Appropriation_Reference,Administrating_Agency,Media_Links,Photo_Links,ID,SHAPE_Length,SHAPE_Area
1097,8612404,AZA    03096803,AZ,DARNELL TRACT,AZA30968-CHAMPNEY,,Fee,Exclusive,,,"LWCF;",,RIPARIAN,$0.00,"$166,000.0",,,,39.78,1999/07/22 00:00:00+00,990723476,COCHISE,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,2000/07/28 00:00:00+00,Yes,CadNSDI,,,BLM TUCSON FO,,,,0.0193226449918536,1.53162309623676e-05
1098,8619010,AZA    031076,AZ,BELLOTA RANCH SOUTH,A-403-014,,Fee,Exclusive,,,"LWCF;",,RIPARIAN,"$630,000.0","$630,000.0",,,,1217,1999/09/28 00:00:00+00,991032116,COCHISE,,ALL SURFACE RIGHTS U.S.,,,2000/07/25 00:00:00+00,Yes,CadNSDI,,,BLM TUCSON FO,,,,0.177625296815911,0.000470588202608888
1099,8665449,AZA    031297,AZ,SAN PEDRO ECOSYTEM,A-403-015,,Easment,Exclusive,,,"LWCF;",,WILDLIFE,"$1,012,500.0","$1,012,500.0",,,,2229.88,2000/07/28 00:00:00+00,000821401,COCHISE,,NONEXCLUSIVE,,,2000/10/12 00:00:00+00,Yes,CadNSDI,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.20403672779358,0.000859346684804302
1100,8677321,AZA    031489,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,60","$6,600.0",$0.00,,,,60,2001/10/03 00:00:00+00,BK3890PG229,MOHAVE,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,2002/02/13 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0283314421074048,2.37308825468232e-05
1101,8677323,AZA    031490,AZ,AZ WILDERNESS PROJ,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,75","$7,500.0","$7,500.0",,,,75,2002/12/13 00:00:00+00,BK4325PG772,MOHAVE,,"ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT, SUBJECT TO PRIOR RIGHTS",,,2003/09/16 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0232326454509719,2.9670415055672e-05
1102,8677324,AZA    031491,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,80","$8,600.0","$8,600.0",,,,80,2001/11/07 00:00:00+00,BK3915PG79,MOHAVE,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, SUBJ TO EXISTNG R/W-ESMT",,,2002/02/26 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0319582184763919,3.16441705090665e-05
1103,8677326,AZA    031493,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,Donation,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,80",$439.0,"$8,000.0",,,,80,2002/03/18 00:00:00+00,BK4050PG637,MOHAVE,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, SUBJ TO EXISTNG R/W-ESMT",,,2002/07/05 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0247054170154916,3.16390896410352e-05
1104,8677421,AZA    031496,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,80","$17,500.0","$17,500.0",,,,80,2001/09/06 00:00:00+00,BK3850PG385,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2001/11/21 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0322284132046395,3.21252356057859e-05
1105,8677422,AZA    031497,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,5","$1,900.0","$1,900.0",,,,5,2001/10/17 00:00:00+00,BK3890PG226,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2002/02/11 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0062452059160239,2.01114328694985e-06
1106,8677431,AZA    031498,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,20",$357.0,"$4,500.0",,,,20,2003/05/16 00:00:00+00,BK4505PG828,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2003/09/16 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0125336953357925,8.06679103827719e-06
1107,8677432,AZA    031499,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,10",$443.0,"$4,500.0",,,,10,2001/09/11 00:00:00+00,BK3860P531,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2001/11/20 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0106813333399019,4.02661082122319e-06
1108,8677434,AZA    031501,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,20",$433.0,"$4,500.0",,,,20,2001/08/06 00:00:00+00,BK3835PG641,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2001/09/25 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0125362522257583,8.06911482736835e-06
1109,8677436,AZA    031503,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,40",$442.2,"$9,000.0",,,,40,2003/09/03 00:00:00+00,"BK4667,PG624",MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2004/03/31 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0160177299152314,1.58804668950325e-05
1110,8677438,AZA    031504,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,40","$9,000.0","$9,000.0",,,,40,2001/09/06 00:00:00+00,BK3850PG388,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2002/01/11 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0160201970398438,1.58872027593197e-05
1111,8677439,AZA    031505,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,5","$1,625.0","$1,625.0",,,,5,2001/07/26 00:00:00+00,BK3835PG639,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2001/11/20 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.00580759079581084,1.98128823128842e-06
1112,8677440,AZA    031506,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,10","$3,000.0","$3,000.0",,,,10,2001/07/30 00:00:00+00,BK3835PG637,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2001/11/15 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.00799904766507959,3.96222629167074e-06
1113,8677443,AZA    031509,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,640","$160,000.0",$0.00,,,,640,2001/09/19 00:00:00+00,200105491,GRAHAM,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2001/12/05 00:00:00+00,Yes,CadNSDI,,,BLM SAFFORD FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0778418806367869,0.000249057376214293
1114,8680192,AZA    031554,AZ,WHITE VULCAN MINE,PROJ-3210-A901,,Easment,Exclusive,,,"LWCF;",,,"$1,000,000.0",$0.00,,,,313.49,,00114677,COCONINO,,COMPLEX RESERVAT/SEGR,,,2000/12/14 00:00:00+00,Yes,CadNSDI,,,FS COCONINO NF,,,,0.0490697415721232,0.000124868849999316
1115,8681367,AZA    031559,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,20","$7,500.0","$7,500.0",,,,20,2001/09/05 00:00:00+00,GBK3856P98,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2001/11/20 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0116229287035593,7.9424577575742e-06
1116,8681375,AZA    031560,AZ,AZ WILDERNESS PROJ,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,20","$7,500.0","$7,500.0",,,,20,2001/09/10 00:00:00+00,BK3856PG105,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2001/11/20 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0116228154467734,7.94235099235009e-06
1117,8696075,AZA    031757,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"RECREATION,640","$336,000.0","$336,000.0",,,,640,2001/10/31 00:00:00+00,BK3909PG486,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2002/02/25 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0648999163418591,0.000258096574942334
1118,8696076,AZA    031762,AZ,BURRO CREEK,,,,Exclusive,,,"LWCF;",,,"$24,000.0","$24,000.0",,,,160,2002/05/04 00:00:00+00,BK4108PG114,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2002/09/23 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,,,0.0320221263946312,6.35057888878188e-05
1119,8700043,AZA    031811,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,RECREATION,"$64,500.0","$64,500.0",,,,516,2001/12/10 00:00:00+00,BK3943PG754,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2002/02/25 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0588486982232496,0.000207343653892842
1120,8705458,AZA    031863,AZ,CERBAT FOOTHILLS,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,,"$282,762.0","$282,762.0",,,,628.36,2004/04/16 00:00:00+00,BK4475PG62,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2004/06/23 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,,,0.0638783379029836,0.000252188026306954
1121,8705913,AZA    031783,AZ,AZ WILDERNESS PROJ,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,,"$42,000.0","$42,000.0",,,,120,2002/03/11 00:00:00+00,BK4029PG543,MOHAVE,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,2002/10/04 00:00:00+00,Yes,CadNSDI,,,,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.03061519370684,4.82893351515734e-05
1122,8718185,AZA    031533,AZ,PAKOON SPRINGS,SN-AZAR0033051,Donation,Fee,Exclusive,,,"LWCF;",,"GRAZING;PAKOON SPR ALLOT,RIPARIAN,T&E;TORTOISE",$0.00,$0.00,,,,240,2002/06/03 00:00:00+00,2002041898,MOHAVE,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,2002/11/26 00:00:00+00,Yes,CadNSDI,,,BLM AZ STRIP DISTRICT OFFICE,,,,0.0396812612577081,9.7501180290362e-05
1123,8733243,AZA    032186,AZ,SEARS POINT ACEC,PROJ-A-406,,Fee,Exclusive,,,"LWCF;",,"CULTURAL,RECREATION","$15,000.0","$15,000.0",,,,200,2004/01/27 00:00:00+00,2004-02954,YUMA,,ALL SURFACE RIGHTS U.S.,AZ GAME & FISH COMM,,2004/08/25 00:00:00+00,Yes,CadNSDI,,,,,,,0.0649561030667915,7.85496743908253e-05
1124,8735341,AZA    032199,AZ,SEARS POINT ACEC,,,Fee,Exclusive,,,"LWCF;",,CULTURAL,"$40,000.0","$40,000.0",,,,641.92,2003/05/15 00:00:00+00,#2003-19360,YUMA,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2003/11/18 00:00:00+00,Yes,CadNSDI,,,BLM YUMA FO,,,,0.0810643882631778,0.000251842479540635
1125,8756213,AZA    032297,AZ,AZ WILDERNESS,,,Fee,Exclusive,,,"LWCF;",,,$377.75,"$4,600.0",,,,40,2003/07/21 00:00:00+00,"BK4598,PG713",MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2004/03/29 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0159796877948203,1.58233100356961e-05
1126,8764100,AZA    032445,AZ,SEARS POINT ACEC,PROJA406,,Fee,Exclusive,,,"LWCF;",,CULTURAL,"$15,150.0","$7,150.0",,,,145,2004/09/21 00:00:00+00,2004-35004,YUMA,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2005/03/03 00:00:00+00,Yes,CadNSDI,,,BLM YUMA FO,,,,0.059381280301393,5.72819078548409e-05
1127,8831256,AZA    032513,AZ,WABAYUMA PEAK,ARIZONA WILDERNESS,,Fee,Exclusive,,,"LWCF;",,,"$90,000.0","$90,000.0",,,,360,2004/11/27 00:00:00+00,"BK5342,PG786",MOHAVE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2005/08/31 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,,,0.0890249390091362,0.000143469533256364
1128,8857344,AZA    032699,AZ,SEARS POINT ACEC,PROJA406,,Fee,Exclusive,,,"LWCF;",,CULTURAL,"$4,100.0","$4,100.0",,,,20,2004/09/21 00:00:00+00,2004-35044,YUMA,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2005/03/03 00:00:00+00,Yes,CadNSDI,,,BLM YUMA FO,,,,0.0123080721979102,7.92233218582497e-06
1129,8857348,AZA    032700,AZ,SEARS POINT ACEC,PROJA406,,Fee,Exclusive,,,"LWCF;",,CULTURAL,"$6,000.0","$6,000.0",,,,40,2004/09/21 00:00:00+00,2004-35044,YUMA,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2005/03/03 00:00:00+00,Yes,CadNSDI,,,BLM YUMA FO,,,,0.0160051242238248,1.59085086478754e-05
1130,8857349,AZA    032701,AZ,SEARS POINT ACEC,PROJA406,,Fee,Exclusive,,,"LWCF;",,CULTURAL,"$4,100.0","$4,100.0",,,,20,2004/09/21 00:00:00+00,2004-35044,YUMA,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2005/03/03 00:00:00+00,Yes,CadNSDI,,,BLM YUMA FO,,,,0.0117135004417815,7.99908856211715e-06
1131,8864924,AZA    032766,AZ,ODLE/LOGUE,PROJ-A405,,Easment,Nonexclusive,,,"LWCF;",,,"$48,000.0","$48,000.0",,,,50,2005/07/19 00:00:00+00,051039572,COCHISE,,"COMPLEX RESERVAT/SEGR, NONEXCLUSIVE",,,2006/03/10 00:00:00+00,Yes,CadNSDI,,,BLM TUCSON FO,,,,0.0212107682636665,1.78864707328581e-05
1132,8916890,AZA    033039,AZ,SEARS POINT ACEC,APN14-209-03-046,,Fee,Exclusive,,,"LWCF;",,CULTURAL,"$12,000.0","$12,000.0",,,,20,2006/06/30 00:00:00+00,200627022,YUMA,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2007/04/27 00:00:00+00,Yes,CadNSDI,,,BLM YUMA FO,,,,0.0116757337246868,7.92996260324183e-06
1133,8971140,AZA    033313,AZ,AZ WILDERNESS PROJECT,PROJ 3110-A931,,Fee,Exclusive,,,"LWCF;",,,"$25,000.0","$25,000.0",,,,40,2006/08/10 00:00:00+00,2006080572BK6402PG471,MOHAVE,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2006/09/17 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0160631926001855,1.5957041879634e-05
1134,8971146,AZA    033314,AZ,AZ WILDERNESS PROJECT,PROJ-3110-A931,,Fee,Exclusive,,,"LWCF;",,,"$13,000.0","$13,000.0",,,,20,2006/08/10 00:00:00+00,2006080573BK6402PG473,MOHAVE,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2006/09/15 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0124027202706555,7.93628381999511e-06
1135,8975619,AZA    033340,AZ,AZ WILDERNESS,PROJ-A931,,Fee,Exclusive,,,"LWCF;",,,"$25,000.0","$25,000.0",,,,40,2006/09/18 00:00:00+00,200609393531B6460P190,MOHAVE,,,,,2007/01/08 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0159950229856085,1.5842786298619e-05
1136,8975647,AZA    033341,AZ,AZ WILDERNESS,PROJ 3110-A931,,Fee,Exclusive,,,"LWCF;",,,"$80,000.0","$80,000.0",,,,80,2006/09/14 00:00:00+00,2006093530BK6460PG187,MOHAVE,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2007/01/04 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.023355650470887,3.209075624314e-05
1137,8975648,AZA    033342,AZ,AZ WILDERNESS PROJECT,PROJ-A931,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,80","$68,000.0","$68,000.0",,,,80,2008/09/16 00:00:00+00,B7307P1,MOHAVE,,,,,2009/04/15 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0248123358154489,3.1773255150136e-05
1138,8996727,AZA    033425,AZ,,,,Fee,Exclusive,,,"LWCF;",,RECREATION,$0.00,$0.00,,,,101.02,,00114677,MOHAVE,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,1977/11/11 00:00:00+00,Yes,CadNSDI,,,NPS LAKE MEAD NRA,,,,0.0542614077711034,4.08302276422422e-05
1139,9037887,AZA    033609,AZ,GILA RIVER CULT ACEC,PROJ LWCF-A406,,Fee,Exclusive,,,"LWCF;",,CULTURAL,"$24,000.0","$24,000.0",,,,20,2008/12/17 00:00:00+00,200835847,YUMA,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2009/07/08 00:00:00+00,Yes,CadNSDI,,,BLM YUMA FO,,,,0.0117025242989653,7.98009039694347e-06
1140,9051699,AZA    033753,AZ,AZ WILDERNESS PROJECT,PROJ-A931,,Fee,Exclusive,,,"LWCF;",,,"$23,000.0","$23,000.0",,,,38.31,2007/09/14 00:00:00+00,200705149,LA PAZ,,,,,2007/09/27 00:00:00+00,Yes,CadNSDI,,,BLM LAKE HAVASU FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0192962206355854,1.52427100495597e-05
1141,9051703,AZA    033754,AZ,AZ WILDERNESS PROJECT,PROJ-A931,,Fee,Exclusive,,,"LWCF;",,,"$80,000.0","$80,000.0",,,,80,2007/09/14 00:00:00+00,2007081215BK6957PG8,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2007/12/20 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0232487542216786,3.17761703078391e-05
1142,9081362,AZA    033872,AZ,AZ WILDERNESS PROJECT,PROJ-A931,,Fee,Exclusive,,,"LWCF;",,,"$18,000.0","$18,000.0",,,,20,2007/09/19 00:00:00+00,2007082728BK6962PG919,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2007/12/20 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0124994584221175,8.05424306624087e-06
1143,9081364,AZA    033873,AZ,AZ WILDERNESS PROJECT,PROJ-A931,,Fee,Exclusive,,,"LWCF;",,,"$44,000.0","$44,000.0",,,,40,2007/09/19 00:00:00+00,2007082729BK6962PG924,MOHAVE,,,,,2007/12/20 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0161521140010096,1.61275484583895e-05
1144,9095473,AZA    033907,AZ,AZ WILDERNESS PROJECT,PROJ-A931,,Fee,Exclusive,,,"LWCF;",,,"$84,000.0","$84,000.0",,,,60,2007/09/07 00:00:00+00,2007079288BK6949PG518,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2007/12/06 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0249299504251504,2.40277329296096e-05
1145,9159240,AZA    033988,AZ,GILA RIVER CULT ACEC,14-209-06-005,,Fee,Exclusive,,,"LWCF;",,CULTURAL,"$40,000.0","$40,000.0",,,,80,2009/02/13 00:00:00+00,200903959,YUMA,,"ALL SURFACE RIGHTS U.S., ARCHEOLOGICAL SITES",,,2009/06/03 00:00:00+00,Yes,CadNSDI,,,BLM YUMA FO,,,,0.0244973516512481,3.14070317441809e-05
1146,9178850,AZA    034226,AZ,AZ WILDERNESS PROJECT,PROJ 3110-A931,,Fee,Exclusive,,,"LWCF;",,,"$17,000.0","$17,000.0",,,,20,2008/09/16 00:00:00+00,B7306P896,MOHAVE,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2009/02/05 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0116149661533918,7.9239876362505e-06
1147,9178851,AZA    034228,AZ,AZ WILDERNESS PROJECT,PROJ 3110-A931,,Fee,Exclusive,,,"LWCF;",,,"$17,000.0","$17,000.0",,,,20,2008/09/16 00:00:00+00,B7306P969,MOHAVE,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2009/02/05 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0124054296501717,7.93862133434535e-06
1148,9257799,AZA    034569,AZ,AZ WILDERNESS,PROJ 3110-A931,,Fee,Exclusive,,,"LWCF;",,WILDERNESS,"$8,500.0","$8,500.0",,,,10,2010/02/11 00:00:00+00,2010009421,MOHAVE,,ALL SURFACE RIGHTS U.S.,,,2010/06/09 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.00799950911847831,3.96272980211876e-06
1149,9318292,AZA    034951,AZ,AZ WILDERNSS PROJECT,PROJ-A931-3110,,Fee,Exclusive,,,"LWCF;",,WILDERNESS,"$4,500","$4,500",,,,10,2012/12/14 00:00:00+00,00114677,MOHAVE,,,,,2013/06/18 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.00804541890220891,4.00407001790953e-06
1150,9318293,AZA    034952,AZ,AZ WILDERNESS PROJECT,PROJ-A931-3110,,Fee,Exclusive,,,"LWCF;",,WILDERNESS,"$19,000.0","$19,000.0",,,,40,2011/03/07 00:00:00+00,00114677,MOHAVE,,,,,2011/05/23 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0160182303277104,1.58815619757698e-05
1151,9320703,AZA    034988,AZ,AZ WILDERNESS PROJECT,PROJ-3110-A931,,Fee,Exclusive,,,"LWCF;",,,"$72,000","$72,000",,,,140,2014/09/19 00:00:00+00,00114677,MOHAVE,,,,,2015/09/21 00:00:00+00,Yes,CadNSDI,,,BLM KINGMAN FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0599351123160031,5.60415023108077e-05
1152,9359168,AZA    035290,AZ,GCPNM,,,Fee,Exclusive,,,"LWCF;",,"CULTURAL,1920,RECREATION,1920","$1,824,000.0","$1,824,000.0",,,,1920,2011/10/25 00:00:00+00,2011054231,MOHAVE,,"ALL SURFACE RIGHTS U.S., SECS 9 & 21, ALL SURFACE RIGHTS U.S., ALL MINERALS, SEC 28",,,2011/12/09 00:00:00+00,Yes,CadNSDI,,,BLM AZ STRIP DISTRICT OFFICE,,,,0.158430147020881,0.000776758792004648
1153,9535778,AZA    035976,AZ,AZ WILDERNESS PROJECT,PROJ-AZ931-3111,,Fee,Exclusive,,,"LWCF;",,WILDERNESS:,"$2,500.0","$2,500.0",,,,5,2013/03/20 00:00:00+00,00114677,LA PAZ,,,,,2013/06/18 00:00:00+00,Yes,CadNSDI,,,BLM LAKE HAVASU FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.00582911711233662,1.9911210091064e-06
