county,district,co_dist_code,site_code,school_site,total_enrollment,telephone,principal,principles_email,mailing_address,mailing_city,mailing_state,mailing_zip,grades_low_high,certified_staff
PITTSBURG   ,MCALESTER                     ,61-I080,110.0,Emerson ES                    ,266.0,(918) 423-6465,Jamie Price,jprice@mcalester.k12.ok.us,PO Box 1027,Mcalester,OK,74502.0,01-04,20.0
PITTSBURG   ,MCALESTER                     ,61-I080,120.0,William Gay Ec Ctr            ,176.0,(918) 423-6229,Sabra Tucker,stucker@mcalester.k12.ok.us,PO Box 1027,Mcalester,OK,74502.0,PK-KG,13.0
PITTSBURG   ,MCALESTER                     ,61-I080,125.0,Jefferson Ec Ctr              ,133.0,(918) 423-5963,Chad Gragg,chgragg@mcalester.k12.ok.us,PO Box 1027,Mcalester,OK,74502.0,PK-PK,10.0
PITTSBURG   ,MCALESTER                     ,61-I080,130.0,Will Rogers ES                ,505.0,(918) 423-4542,Dawn Testa,dtesta@mcalester.k12.ok.us,PO Box 1027,Mcalester,OK,74502.0,01-04,34.0
PITTSBURG   ,MCALESTER                     ,61-I080,135.0,Washington Ec Ctr             ,124.0,(918) 423-0265,Lisa Mitchell,lmitchell@mcalester.k12.ok.us,PO Box 1027,Mcalester,OK,74502.0,KG-KG,9.0
PITTSBURG   ,MCALESTER                     ,61-I080,150.0,Parker Intermediate Ctr       ,402.0,(918) 423-4647,Kevin Younger,kyounger@mcalester.k12.ok.us,PO Box 1027,Mcalester,OK,74502.0,05-06,31.0
PITTSBURG   ,MCALESTER                     ,61-I080,510.0,Puterbaugh MS                 ,444.0,(918) 423-5445,Caroline Miller,cmiller@mcalester.k12.ok.us,PO Box 1027,Mcalester,OK,74502.0,07-08,39.0
PITTSBURG   ,MCALESTER                     ,61-I080,705.0,Mcalester HS                  ,871.0,(918) 423-4776,Paula Meadows,pmeadows@mcalester.k12.ok.us,PO Box 1027,Mcalester,OK,74502.0,09-12,75.0
PONTOTOC    ,ALLEN                         ,62-I001,105.0,Allen ES                      ,362.0,(580) 857-2419,Michael James,mjames@allen.k12.ok.us,P O Box 430,Allen,OK,74825.0,PK-08,32.0
PONTOTOC    ,ALLEN                         ,62-I001,705.0,Allen HS                      ,139.0,(580) 857-2416,Michael James,mjames@allen.k12.ok.us,P O Box 430,Allen,OK,74825.0,09-12,20.0
PONTOTOC    ,VANOSS                        ,62-I009,105.0,Vanoss ES                     ,407.0,(580) 759-2251,Beth Walker,bethwalker@vanoss.k12.ok.us,4665 County Road 1555,Ada,OK,74820.0,PK-08,35.0
PONTOTOC    ,VANOSS                        ,62-I009,705.0,Vanoss HS                     ,156.0,(580) 759-2503,Charles Hill,charleshill@vanoss.k12.ok.us,4665 County Road 1555,Ada,OK,74820.0,09-12,23.0
PONTOTOC    ,BYNG                          ,62-I016,105.0,Byng ES                       ,263.0,(580) 310-6723,Dennis Kymes,dkymes@byngschools.com,500 South New Bethel Blvd,Ada,OK,74820.0,04-06,28.0
PONTOTOC    ,BYNG                          ,62-I016,110.0,Homer ES                      ,640.0,(580) 559-0200,Vicki Wilson,vickiw@byngschools.com,1400 North Monte Vista,Ada,OK,74820.0,PK-05,51.0
PONTOTOC    ,BYNG                          ,62-I016,115.0,Francis ES                    ,264.0,(580) 559-0270,Johna Hancock,jhancock@byngschools.com,500 S. New Bethel Blvd,Ada,tOK,74820.0,PK-03,22.0
PONTOTOC    ,BYNG                          ,62-I016,610.0,Byng JHS                      ,374.0,(580) 310-6744,Kevin Wilson,wilson@byngschools.com,500 South New Bethel Blvd,Ada,tOK,74820.0,07-09,52.0
PONTOTOC    ,BYNG                          ,62-I016,705.0,Byng HS                       ,293.0,(580) 310-6733,Scott Lowrance,lowrance@byngschools.com,500 South New Bethel Blvd,Ada,OK,74820.0,10-12,53.0
PONTOTOC    ,ADA                           ,62-I019,105.0,Ada Ec Ctr                    ,420.0,(580) 310-7283,Rita Cloar,cloarr@adapss.com,603 West 33Rd Street,Ada,K,74820.0,PK-KG,36.0
PONTOTOC    ,ADA                           ,62-I019,110.0,Hayes ES                      ,475.0,(580) 310-7294,Diana Clampitt,clampittd@adapss.com,500 South Mississippi Ave,Ada,K,74820.0,01-02,36.0
PONTOTOC    ,ADA                           ,62-I019,125.0,Washington ES                 ,386.0,(580) 310-7303,Pam Martin,martinp@adapss.com,600 South Oak Ave,Ada,OK,74820.0,03-04,36.0
PONTOTOC    ,ADA                           ,62-I019,130.0,Willard ES                    ,342.0,(580) 310-7250,Kevin Mann,mannk@adapss.com,817 East Ninth Street,Ada,K,74820.0,05-06,41.0
PONTOTOC    ,ADA                           ,62-I019,610.0,Ada JHS                       ,532.0,(580) 310-7260,Bryan Harwell,harwellb@adapss.com,223 West 18Th Street,Ada,K,74820.0,07-09,67.0
PONTOTOC    ,ADA                           ,62-I019,705.0,Ada HS                        ,533.0,(580) 310-7220,Charles Golightly,golightlyc@adapss.com,1400 Stadium Drive,Ada,OK,74820.0,10-12,79.0
PONTOTOC    ,LATTA                         ,62-I024,105.0,Latta ES                      ,479.0,(580) 332-7669,Phillip Shivers,pshivers@latta.k12.ok.us,13925 County Road 1560,Ada,KO,74820.0,PK-05,35.0
PONTOTOC    ,LATTA                         ,62-I024,510.0,Latta MS                      ,184.0,(580) 332-8180,Terry Painter,tpainter@latta.k12.ok.us,13925 County Road 1560,Ada,K,74820.0,06-08,26.0
PONTOTOC    ,LATTA                         ,62-I024,705.0,Latta HS                      ,213.0,(580) 332-3300,Stan Cochran,scochran@latta.k12.ok.us,13925 County Road 1560,Ada,OeK,74820.0,09-12,32.0
PONTOTOC    ,STONEWALL                     ,62-I030,105.0,Stonewall ES                  ,228.0,(580) 265-4243,Larry Rayburn,rayburn@stonewall.k12.ok.us,600 South Highschool,Stonewall,OK,74871.0,PK-04,22.0
PONTOTOC    ,STONEWALL                     ,62-I030,515.0,Mclish MS                     ,133.0,(580) 777-2221,Jack Wofford,jwofford@stonewall.k12.ok.us,600 South Highschool,Stonewall,OK,74871.0,05-08,16.0
PONTOTOC    ,STONEWALL                     ,62-I030,705.0,Stonewall HS                  ,118.0,(580) 265-4242,Tamara Newberry,tnewberry@stonewall.k12.ok.us,600 South Highschool,Stonewall,OK,74871.0,09-12,16.0
PONTOTOC    ,ROFF                          ,62-I037,105.0,Roff ES                       ,235.0,(580) 456-7251,Danny Baldridge,dbaldridge@roff.k12.ok.us,PO Box 157,Roff,OK,74865.0,PK-08,20.0
PONTOTOC    ,ROFF                          ,62-I037,705.0,Roff HS                       ,98.0,(580) 456-7252,Ead Simon,eadsimon@yahoo.com,PO Box 157,Roff,OK,74865.0,09-12,18.0
POTTAWATOMIE,NORTH ROCK CREEK              ,63-C010,105.0,North Rock Creek Public School,590.0,(405) 275-3473,Denise Sims,dsims@nrc.k12.ok.us,42400 Garrett's Lake Road,Shawnee,OK,74804.0,PK-08,47.0
POTTAWATOMIE,GROVE                         ,63-C027,105.0,Grove Public School           ,461.0,(405) 275-7435,Sheril Payne,spayne@grove.k12.ok.us,2800 North Bryan Ave,Shawnee,OK,74804.0,PK-08,33.0
POTTAWATOMIE,PLEASANT GROVE                ,63-C029,105.0,Pleasant Grove Public School  ,298.0,(405) 275-6092,Alicia O'donnell,aodonnell@pgs.k12.ok.us,1927 East Walnut Street,Shawnee,OK,74801.0,PK-08,24.0
POTTAWATOMIE,SOUTH ROCK CREEK              ,63-C032,105.0,South Rock Creek Public School,403.0,(405) 273-6072,Ryan Rosser,rrosser@src.k12.ok.us,17800 South Rock Creek Road,Shawnee,OK,74801.0,PK-08,30.0
POTTAWATOMIE,MCLOUD                        ,63-I001,105.0,Mcloud ES                     ,1109.0,(405) 964-3314,Carolyn Cope,ccope@mcloudschools.us,PO Box 240,Mcloud,OK,74851.0,PK-06,79.0
POTTAWATOMIE,MCLOUD                        ,63-I001,610.0,Mcloud JHS                    ,282.0,(405) 964-3314,Angie Drew,adrew@mcloudschools.us,PO Box 240,Mcloud,OK,74851.0,07-08,33.0
POTTAWATOMIE,MCLOUD                        ,63-I001,705.0,Mcloud HS                     ,498.0,(405) 964-3314,Leigh Todd,ltodd@mcloudschools.us,PO Box 240,Mcloud,OK,74851.0,09-12,55.0
POTTAWATOMIE,DALE                          ,63-I002,105.0,Dale ES                       ,365.0,(405) 964-5514,Bruce Throckmorton,bthrockmorton@dale.k12.ok.us,300 Smith Ave,Dale,OK,74851.0,PK-05,22.0
POTTAWATOMIE,DALE                          ,63-I002,510.0,Dale MS                       ,176.0,(405) 964-2799,Ky Wilkins,kwilkins@dale.k12.ok.us,300 Smith Ave,Dale,OK,74851.0,06-08,20.0
POTTAWATOMIE,DALE                          ,63-I002,705.0,Dale HS                       ,228.0,(405) 964-5555,Ky Wilkins,kwilkins@dale.k12.ok.us,300 Smith Ave,Dale,OK,74851.0,09-12,22.0
POTTAWATOMIE,BETHEL                        ,63-I003,105.0,Bethel ES                     ,636.0,(405) 273-7632,Tammy Cook,cookt@bethel.k12.ok.us,36000 Clearpond Road,Shawnee,OK,74801.0,PK-05,46.0
POTTAWATOMIE,BETHEL                        ,63-I003,505.0,Bethel MS                     ,284.0,(405) 273-5944,Tina Moon,moont@bethel.k12.ok.us,36000 Clearpond Road,Shawnee,OK,74801.0,06-08,30.0
POTTAWATOMIE,BETHEL                        ,63-I003,705.0,Bethel HS                     ,425.0,(405) 273-3633,Jeremy Stewart,stewartj@bethel.k12.ok.us,36000 Clearpond Road,Shawnee,OK,74801.0,09-12,41.0
POTTAWATOMIE,MACOMB                        ,63-I004,110.0,Macomb ES                     ,194.0,(405) 598-2716,Janet Turner,jturner@macomb.k12.ok.us,36591 State Highway 59B,Macomb,OK,74852.0,PK-08,21.0
POTTAWATOMIE,MACOMB                        ,63-I004,705.0,Macomb HS                     ,103.0,(405) 598-5420,Scott Frazier,sfrazier@macomb.k12.ok.us,36591 State Highway 59B,Macomb,OK,74852.0,09-12,15.0
POTTAWATOMIE,EARLSBORO                     ,63-I005,105.0,Earlsboro ES                  ,174.0,(405) 997-5312,Mike Goats,mgoats@earlsboro.k12.ok.us,PO Box 10,Earlsboro,OK,74840.0,PK-08,14.0
POTTAWATOMIE,EARLSBORO                     ,63-I005,105.0,Earlsboro ES                  ,174.0,(405) 997-5312,Robert Calder,rcalder@earlsboro.k12.ok.us,PO Box 10,Earlsboro,OK,74840.0,PK-08,14.0
POTTAWATOMIE,EARLSBORO                     ,63-I005,705.0,Earlsboro HS                  ,76.0,(405) 997-5252,Mark Maloy,mmaloy@earlsboro.k12.ok.us,PO Box 10,Earlsboro,OK,74840.0,09-12,11.0
POTTAWATOMIE,EARLSBORO                     ,63-I005,705.0,Earlsboro HS                  ,76.0,(405) 997-5252,Ryan Friend,rfriend@earlsboro.k12.ok.us,PO Box 10,Earlsboro,OK,74840.0,09-12,11.0
POTTAWATOMIE,TECUMSEH                      ,63-I092,105.0,Barnard ES                    ,318.0,(405) 598-3169,Cindy Horn,hornc@tecumseh.k12.ok.us,315 East Locust Street,Tecumseh,OK,74873.0,01-02,23.0
POTTAWATOMIE,TECUMSEH                      ,63-I092,115.0,Krouch ES                     ,281.0,(405) 598-2967,Tammy Giaudrone,giaudronet@tecumseh.k12.ok.us,723 West Park Street,Tecumseh,OK,74873.0,PK-KG,21.0
POTTAWATOMIE,TECUMSEH                      ,63-I092,120.0,Cross Timbers ES              ,456.0,(405) 598-3771,Teresa Ledbetter,ledbettert@tecumseh.k12.ok.us,1111 West Highland Street,Tecumseh,OK,74873.0,03-05,33.0
POTTAWATOMIE,TECUMSEH                      ,63-I092,505.0,Tecumseh MS                   ,467.0,(405) 598-3744,Robert Kinsey,kinseyr@tecumseh.k12.ok.us,315 West Park Street,Tecumseh,OK,74873.0,06-08,54.0
POTTAWATOMIE,TECUMSEH                      ,63-I092,710.0,Tecumseh HS                   ,704.0,(405) 598-2113,Danny Sterling,sterlings@tecumseh.k12.ok.us,901 North Thirteenth Street,Tecumseh,OK,74873.0,09-12,64.0
POTTAWATOMIE,SHAWNEE                       ,63-I093,110.0,Shawnee Ec Ctr                ,500.0,(405) 273-3388,Ann Worden,annworden@shawnee.k12.ok.us,1831 Airport Drive,Shawnee,OK,74804.0,PK-KG,33.0
POTTAWATOMIE,SHAWNEE                       ,63-I093,120.0,Horace Mann ES                ,264.0,(405) 273-1806,Susan Field,sfield@shawnee.k12.ok.us,412 North Draper Street,Shawnee,OK,74801.0,01-05,27.0
POTTAWATOMIE,SHAWNEE                       ,63-I093,130.0,Jefferson ES                  ,353.0,(405) 273-1846,Vickie Penson,vpenson@shawnee.k12.ok.us,800 North Louisa Street,Shawnee,OK,74801.0,01-08,32.0
POTTAWATOMIE,SHAWNEE                       ,63-I093,137.0,Sequoyah ES                   ,355.0,(405) 273-1878,Terri Lemos,tlemos@shawnee.k12.ok.us,1401 East Independence Street,Shawnee,OK,74801.0,01-05,28.0
POTTAWATOMIE,SHAWNEE                       ,63-I093,145.0,Will Rogers ES                ,376.0,(405) 273-1519,Jackie Noble,jnoble@shawnee.k12.ok.us,2600 North Union Street,Shawnee,OK,74801.0,01-05,31.0
POTTAWATOMIE,SHAWNEE                       ,63-I093,505.0,Shawnee MS                    ,735.0,(405) 273-0403,Colby Cagle,ccagle@shawnee.k12.ok.us,4300 North Union Street,Shawnee,OK,74804.0,06-08,70.0
POTTAWATOMIE,SHAWNEE                       ,63-I093,705.0,Shawnee HS                    ,1332.0,(405) 275-3084,Angela Avila,aavila@shawnee.k12.ok.us,1001 North Kennedy Street,Shawnee,OK,74801.0,09-12,95.0
POTTAWATOMIE,ASHER                         ,63-I112,105.0,Asher ES                      ,186.0,(405) 784-2331,Jeremy Frye,jfrye@asher.k12.ok.us,PO Box 168,Asher,OK,74826.0,PK-08,19.0
POTTAWATOMIE,ASHER                         ,63-I112,705.0,Asher HS                      ,71.0,(405) 784-2331,Jeremy Frye,jfrye@asher.k12.ok.us,PO Box 168,Asher,OK,74826.0,09-12,11.0
POTTAWATOMIE,WANETTE                       ,63-I115,105.0,Wanette ES                    ,117.0,(405) 383-2222,Silvia Mcneely,smcneely@wanette.k12.ok.us,PO Box 161,Wanette,OK,74878.0,PK-08,20.0
POTTAWATOMIE,WANETTE                       ,63-I115,705.0,Wanette HS                    ,60.0,(405) 383-2254,Silvia Mcneely,smcneely@wanette.k12.ok.us,PO Box 161,Wanette,OK,74878.0,09-12,11.0
POTTAWATOMIE,MAUD                          ,63-I117,105.0,Maud ES                       ,228.0,(405) 374-2421,Shannon Davis,adavis@maud.k12.ok.us,PO Box 130,Maud,OK,74854.0,PK-08,23.0
POTTAWATOMIE,MAUD                          ,63-I117,705.0,Maud HS                       ,95.0,(405) 374-2425,Darrell Reid,dreid@maud.k12.ok.us,PO Box 130,Maud,OK,74854.0,09-12,13.0
PUSHMATAHA  ,ALBION                        ,64-C002,105.0,Albion Public School          ,73.0,(918) 563-4331,C. Lynn Bullard,clbullard@albion.k12.ok.us,PO Box 100,Albion,OK,74521.0,PK-08,4.0
PUSHMATAHA  ,TUSKAHOMA                     ,64-C004,105.0,Tuskahoma Public School       ,97.0,(918) 569-7737,Barry Simpson,bsimpson@tuskahoma.k12.ok.us,PO Box 100,Tuskahoma,OK,74574.0,PK-08,9.0
PUSHMATAHA  ,NASHOBA                       ,64-C015,105.0,Nashoba Public School         ,62.0,(918) 755-4343,Charles Caughern Jr.,ccaughern@nashoba.k12.ok.us,PO Box 17 ,Nashoba,OK,74558.0,PK-08,6.0
PUSHMATAHA  ,RATTAN                        ,64-I001,105.0,Rattan ES                     ,292.0,(580) 587-2715,Dana House,dhouse@rattan.k12.ok.us,PO Box 44,Rattan,OK,74562.0,PK-06,28.0
PUSHMATAHA  ,RATTAN                        ,64-I001,610.0,Rattan JHS                    ,68.0,(580) 587-2715,Neil Birchfield,neilb@rattan.k12.ok.us,PO Box 44,Rattan,OK,74562.0,07-08,13.0
PUSHMATAHA  ,RATTAN                        ,64-I001,705.0,Rattan HS                     ,139.0,(580) 587-2715,Neil Birchfield,neilb@rattan.k12.ok.us,PO Box 44,Rattan,OK,74562.0,09-12,22.0
PUSHMATAHA  ,CLAYTON                       ,64-I010,105.0,Crain ES                      ,193.0,(918) 569-4158,Tammy Akers,takers@clayton.k12.ok.us,300 West Pine St.,Clayton,OK,74536.0,PK-08,18.0
PUSHMATAHA  ,CLAYTON                       ,64-I010,705.0,Clayton HS                    ,104.0,(918) 569-4156,Bradley Mcneil,bmcneil@clayton.k12.ok.us,304 N. 1St St.,Clayton,OK,74536.0,09-12,15.0
PUSHMATAHA  ,ANTLERS                       ,64-I013,105.0,Brantly ES                    ,530.0,(580) 298-3108,Pamela Matthews,pmatthews@antlers.k12.ok.us,219 Ne A St,Antlers,OK,74523.0,PK-05,37.0
PUSHMATAHA  ,ANTLERS                       ,64-I013,510.0,Obuch MS                      ,225.0,(580) 298-3308,William Neyman,wneyman@antlers.k12.ok.us,219 Ne A St,Antlers,OK,74523.0,06-08,26.0
PUSHMATAHA  ,ANTLERS                       ,64-I013,705.0,Antlers HS                    ,269.0,(580) 298-2141,Bryan Mcnutt,bmcnutt@antlers.k12.ok.us,219 Ne A St,Antlers,OK,74523.0,09-12,33.0
PUSHMATAHA  ,MOYERS                        ,64-I022,105.0,Moyers ES                     ,147.0,(580) 298-5547,Donna Dudley,dadudley@moyers.k12.ok.us,PO Box 88,Moyers,OK,74557.0,PK-08,14.0
PUSHMATAHA  ,MOYERS                        ,64-I022,705.0,Moyers HS                     ,61.0,(580) 298-6951,Lawanda Vaughan,lavuaghan@moyers.k12.ok.us,PO Box 88,Moyers,OK,74557.0,09-12,13.0
ROGER MILLS ,LEEDEY                        ,65-I003,105.0,Leedey ES                     ,172.0,(580) 488-3377,Darren Danielson,ddanielson@leedey.k12.ok.us,PO Box 67,Leedey,OK,73654.0,PK-08,25.0
ROGER MILLS ,LEEDEY                        ,65-I003,705.0,Leedey HS                     ,61.0,(580) 488-3377,Darren Danielson,ddanielson@leedey.k12.ok.us,PO Box 67,Leedey,OK,73654.0,09-12,18.0
ROGER MILLS ,REYDON                        ,65-I006,105.0,Reydon ES                     ,101.0,(580) 655-4376,Ryan Baker,rbaker@reydon.k12.ok.us,PO Box 10,Reydon,OK,73660.0,PK-08,20.0
ROGER MILLS ,REYDON                        ,65-I006,705.0,Reydon HS                     ,25.0,(580) 655-4375,Ryan Baker,rbaker@reydon.k12.ok.us,PO Box 10,Reydon,OK,73660.0,09-12,12.0
ROGER MILLS ,CHEYENNE                      ,65-I007,105.0,Cheyenne ES                   ,272.0,(580) 497-2486,Belinda Chalfant,belinda.chalfant@cheyenne.k12.ok.us,PO Box 650,Cheyenne,OK,73628.0,PK-08,32.0
ROGER MILLS ,CHEYENNE                      ,65-I007,705.0,Cheyenne HS                   ,83.0,(580) 497-3371,Whitney Moore,whitney.moore@cheyenne.k12.ok.us,PO Box 650,Cheyenne,OK,73628.0,09-12,19.0
ROGER MILLS ,SWEETWATER                    ,65-I015,105.0,Sweetwater ES                 ,105.0,(580) 534-2272,Brenda Quinn,bquinn@sweetwater.k12.ok.us,11107 North Highway 30,Sweetwater,OK,73666.0,PK-08,20.0
ROGER MILLS ,SWEETWATER                    ,65-I015,705.0,Sweetwater HS                 ,33.0,(580) 534-2272,Casey Reed,creed@sweetwater.k12.ok.us,11107 North Highway 30,Sweetwater,OK,73666.0,09-12,10.0
ROGER MILLS ,HAMMON                        ,65-I066,105.0,Hammon ES                     ,201.0,(580) 473-2289,Jeff Morton,jmorton@hammon.k12.ok.us,PO Box 279,Hammon,OK,73650.0,PK-08,28.0
ROGER MILLS ,HAMMON                        ,65-I066,705.0,Hammon HS                     ,60.0,(580) 473-2737,Mike Higgins,mhiggins@hammon.k12.ok.us,PO Box 279,Hammon,OK,73650.0,09-12,21.0
ROGERS      ,JUSTUS-TIAWAH                 ,66-C009,105.0,Justus-Tiawah Public School   ,519.0,(918) 341-3626,Kim Larmon,klarmon@justustiawah.com,14902 East School Road,Claremore,OK,74019.0,PK-08,40.0
ROGERS      ,CLAREMORE                     ,66-I001,105.0,Claremont ES                  ,457.0,(918) 923-4202,Randa Fay,rfay@claremore.k12.ok.us,318 East Seventh Street,Claremore,OK,74017.0,PK-05,40.0
ROGERS      ,CLAREMORE                     ,66-I001,110.0,Roosa ES                      ,405.0,(918) 923-4206,Glen Abshere,gabshere@claremore.k12.ok.us,2001 North Sioux Ave,Claremore,OK,74017.0,PK-05,27.0
ROGERS      ,CLAREMORE                     ,66-I001,115.0,Westside ES                   ,551.0,(918) 923-4201,Traci Thomas,tthomas@claremore.k12.ok.us,2600 Holly Road,Claremore,OK,74017.0,PK-05,45.0
ROGERS      ,CLAREMORE                     ,66-I001,135.0,Catalayah ES                  ,430.0,(918) 923-4307,Kellye Shuck,kshuck@claremore.k12.ok.us,2700 King Rd,Claremore,OK,74019.0,PK-05,33.0
ROGERS      ,CLAREMORE                     ,66-I001,610.0,Will Rogers JHS               ,829.0,(918) 923-4205,Brian Young,jbyoung@claremore.k12.ok.us,1915 North Florence,Claremore,OK,74017.0,06-08,80.0
ROGERS      ,CLAREMORE                     ,66-I001,705.0,Claremore HS                  ,1343.0,(918) 923-4211,Todd Steidley,tsteidley@claremore.k12.ok.us,201 Stuart Roosa,Claremore,OK,74017.0,09-12,97.0
ROGERS      ,CATOOSA                       ,66-I002,105.0,J. W. Sam ES                  ,291.0,(918) 266-8637,Cyndi Flanary,cflanary@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,02-03,27.0
ROGERS      ,CATOOSA                       ,66-I002,110.0,Cherokee ES                   ,294.0,(918) 266-8630,Kristi Surface,ksurface@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,04-05,25.0
ROGERS      ,CATOOSA                       ,66-I002,115.0,Helen Paul Learning Ctr       ,419.0,(918) 266-8643,Tyra Haight,thaight@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,PK-01,27.0
ROGERS      ,CATOOSA                       ,66-I002,510.0,Wells MS                      ,480.0,(918) 266-8623,Della Parrish,dparrish@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,06-08,58.0
ROGERS      ,CATOOSA                       ,66-I002,705.0,Catoosa HS                    ,624.0,(918) 266-8619,Darren Peaster,dpeaster@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,09-12,64.0
ROGERS      ,CHELSEA                       ,66-I003,110.0,Art Goad ES                   ,475.0,(918) 789-2503,Zenda Willcut,zwillcut@chelseadragons.net,401 Redbud Lane,Chelsea,OK,74016.0,PK-05,32.0
ROGERS      ,CHELSEA                       ,66-I003,510.0,Chelsea MS                    ,189.0,(918) 789-2521,Howard Hill,hhill@chelseadragons.net,401 Redbud Lane,Chelsea,OK,74016.0,06-08,23.0
ROGERS      ,CHELSEA                       ,66-I003,705.0,Chelsea HS                    ,279.0,(918) 789-2533,Howard Hill,hhill@chelseadragons.net,401 Redbud Lane,Chelsea,OK,74016.0,09-12,30.0
ROGERS      ,OOLOGAH-TALALA                ,66-I004,105.0,Oologah-Talala Lower ES       ,472.0,(918) 443-6141,Crysti York,crysti.york@oologah.k12.ok.us,PO Box 189,Oologah,OK,74053.0,PK-02,33.0
ROGERS      ,OOLOGAH-TALALA                ,66-I004,205.0,Oologah-Talala Upper ES       ,367.0,(918) 443-6041,Cara Jones,cara.jones@oologah.k12.ok.us,PO Box 189,Oologah,OK,74053.0,03-05,27.0
ROGERS      ,OOLOGAH-TALALA                ,66-I004,505.0,Oologah-Talala MS             ,406.0,(918) 443-6161,Kelli Dixon,kelli.dixon@oologah.k12.ok.us,PO Box 189,Oologah,OK,74053.0,06-08,44.0
ROGERS      ,OOLOGAH-TALALA                ,66-I004,705.0,Oologah-Talala HS             ,563.0,(918) 443-6211,Melissa Overcash,melissa.overcash@oologah.k12.ok.us,PO Box 189,Oologah,OK,74053.0,09-12,49.0
ROGERS      ,INOLA                         ,66-I005,105.0,Inola ES                      ,646.0,(918) 543-2271,Kyle Ford,kford@inola.k12.ok.us,PO Box 909,Inola,OK,74036.0,PK-05,46.0
ROGERS      ,INOLA                         ,66-I005,515.0,Inola MS                      ,300.0,(918) 543-2434,Jeff Unrau,junrau@inola.k12.ok.us,PO Box 819,Inola,OK,74036.0,06-08,45.0
ROGERS      ,INOLA                         ,66-I005,715.0,Inola HS                      ,418.0,(918) 543-2404,Paul Gruenberg,pgruenberg@inola.k12.ok.us,PO Box 789,Inola,OK,74036.0,09-12,48.0
ROGERS      ,SEQUOYAH                      ,66-I006,105.0,Sequoyah ES                   ,629.0,(918) 341-6111,Lisa Tittle,lisa.tittle@sequoyaheagles.net,16441 South 4180 Road,Claremore,OK,74017.0,PK-05,43.0
ROGERS      ,SEQUOYAH                      ,66-I006,510.0,Sequoyah MS                   ,277.0,(918) 343-5105,Barry Bulman,barry.bulman@sequoyaheagles.net,16403 South 4180 Road,Claremore,OK,74017.0,06-08,34.0
ROGERS      ,SEQUOYAH                      ,66-I006,705.0,Sequoyah HS                   ,450.0,(918) 341-0642,Steve Johnson,steve.johnson@sequoyaheagles.net,16401 South 4180 Road,Claremore,OK,74017.0,09-12,43.0
ROGERS      ,FOYIL                         ,66-I007,105.0,Foyil ES                      ,308.0,(918) 342-3310,Brad Jordan,bjordan@foyil.k12.ok.us,PO Box 49,Foyil,OK,74031.0,PK-06,27.0
ROGERS      ,FOYIL                         ,66-I007,610.0,Foyil JHS                     ,114.0,(918) 342-1782,Benny Ballard,bballard@foyil.k12.ok.us,PO Box 49,Foyil,OK,74031.0,07-09,19.0
ROGERS      ,FOYIL                         ,66-I007,705.0,Foyil HS                      ,104.0,(918) 342-1782,Benny Ballard,bballard@foyil.k12.ok.us,PO Box 49,Foyil,OK,74031.0,10-12,22.0
ROGERS      ,VERDIGRIS                     ,66-I008,105.0,Verdigris ES                  ,408.0,(918) 266-6333,Amy Moyer,amoyer@vps.k12.ok.us,8207 E 540 Rd,Claremore,OK,74019.0,PK-03,31.0
ROGERS      ,VERDIGRIS                     ,66-I008,305.0,Verdigris Upper ES            ,285.0,(918) 266-6333,Gary Kennemer,gkennemer@vps.k12.ok.us,8204 E. 540 Rd.,Claremore,OK,74019.0,04-06,25.0
ROGERS      ,VERDIGRIS                     ,66-I008,615.0,Verdigris JHS                 ,316.0,(918) 266-6343,Gregory Kelley,gkelley@vps.k12.ok.us,26505 S. 4110 Rd.,Claremore,OK,74019.0,07-09,38.0
ROGERS      ,VERDIGRIS                     ,66-I008,705.0,Verdigris HS                  ,273.0,(918) 266-2336,Randy Risenhoover,rrisenhoover@vps.k12.ok.us,26505 S. 4110 Rd.,Claremore,OK,74019.0,10-12,39.0
SEMINOLE    ,JUSTICE                       ,67-C054,105.0,Justice Public School         ,187.0,(405) 257-2962,Chris Bryan,cbryan@justice.k12.ok.us,36507 Ew 1310,Wewoka,OK,74884.0,PK-08,17.0
SEMINOLE    ,SEMINOLE                      ,67-I001,105.0,Wilson ES                     ,697.0,(405) 382-1431,Denese Cheatwood,dcheatwood@sps.k12.ok.us,PO Box 1031,Seminole,OK,74818.0,PK-03,45.0
SEMINOLE    ,SEMINOLE                      ,67-I001,110.0,Northwood ES                  ,368.0,(405) 382-5800,Michele Sneed,msneed@sps.k12.ok.us,PO Box 1031,Seminole,OK,74818.0,04-06,32.0
SEMINOLE    ,SEMINOLE                      ,67-I001,505.0,Seminole MS                   ,260.0,(405) 382-5065,David Dean,ddean@sps.k12.ok.us,PO Box 1031,Seminole,OK,74818.0,07-08,34.0
SEMINOLE    ,SEMINOLE                      ,67-I001,715.0,Seminole HS                   ,458.0,(405) 382-1415,Steven Osborn,sosborn@sps.k12.ok.us,PO Box 1031,Seminole,OK,74818.0,09-12,54.0
