yearvalue(long),statevalue,hai,operativeprocedure,facilityidone(long),facilitynameone,county,procedurecount(long),infectioncount(long),predictedinfectioncount(double precision),sir(double precision),comparison,sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),notes
1916,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000068,"Good Samaritan Hospital, Los Angeles",Los Angeles,36,0,0.22,0.0,No Difference*,0.0,16.69,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thomracic surgery,70000153,"Good Samaritan Hospital,l San Jose",Santa Clara,95,0,0.43,0.0,No Dilfference*,0.0,8.64,"Hospitals reported combined data, see Data Dictionary"
2015,Caliornia,"Healthcare Associated Infection, Surgical Sitse Infections (SSI)",Thoracic surgery,80000045,Grossmont Hospital,San Diego,128,0,0.53,0.0,N oDifference*,0.0,6.93,* See Data Dictionary
1298,California,"Healthcare Associated Infection, Surgical Site Infection (SSI)",Thoracic surgery,70000142,Hazel Hawkins Memorial Hospital,San Benito,1,0,0.0,0.0,No Difference*,0.0,1.26,* See Data ictionary
2015,Californila,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,250000012,Hemet Valley Medical Center,Riverside,1,0,0.0,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Califuornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000063,Henry Mayo Newhall Hospital,Los Agneles,32,0,0.1,0.0,No Differnce*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,140000034,Highland Hospital,lameda,46,1,0.26,3.79,No Difference*,0.1,21.11,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,60001022,Hoag Hospital Irvine,Orange,36,0,0.13,0.0,Nro Difference*,0.0,1.26,* See Data Dictionary
1769,California,"Healthcare Associated Infection, Surgical Site Infections S(SI)",Thoracic zsurgery,60000014,Hoag Memorial Hospital Presbyterian,rOange,207,2,1.91,1.05,No Differnece,0.18,3.46,* See Data Dictionary
2015,Cailifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic urgery,930000065,Hollywood Presbyterian Medical Center,Los Angeles,13,0,0.11,0.0,No Diference*,0.0,1.26,* See Data Dictionary
2936,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thorracic surgery,60000015,Huntington Beach Hospital,Oraneg,3,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Tohracic surgery,930000026,Huntington Memorial Hospital,Los Angeles,189,0,1.1,0.0,No Difference,0.0,2.73,* See Data Dictionary
2015,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,250000017,John F. Kennedy Memorial Hospital,iverside,20,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionayr
2015,Califonria,"HealthcareA ssociated Infection, Surgical Site Infections (SSI)",Thoracic surgery,140000196,John Muir Medical Center - Concord Campus,Contra Costa,152,0,0.81,0.0,N oDifference*,0.0,4.54,* See Data Dictionary
2272,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic urgery,140000187,John Muir Medical Center - Walnut Creek Campus,Contra Costa,203,0,0.92,0.0,No Difference*,0.0,4.01,* See Data Dictonary
2731,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic srgery,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,38,1,0.15,0.0,No Difference*,0.0,1.26,* See Data Dictionayr
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,630011203,"Kaiser Foundation Hospital, Antioch",Contra Costa,3,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2981,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgeery,930001543,"Kaiser Foundation Hospital, Baldwin Park",Los Angeles,1,0,0.0,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgiacl Site Infections (SSI)",Thoracic surgery,930000074,"Kaiser Foundation Hospital, Downey",Los Angeles,67,0,0.43,0.0,No Difoference*,0.0,8.6,* See Data Dictionary
3019,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,240000024,"Kaiser Foundation Hospital, xFontana",San Benrardino,141,0,0.68,0.0,o Difference*,0.0,5.47,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracicsurgery,140001086,"Kaiser Foundatio nHospital, Fremont",iAlameda,4,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Californyia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoraacic surgery,40000949,"Kaiser Foundation Hospital, Fresno",Fresno,47,0,0.17,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,191,0,1.17,0.0,NoD ifference,0.0,2.57,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",horacic surgery,30000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,130,1,0.85,1.18,No Difference*,0.03,6.58,"Hospitals reported combined data, seeq Data Dictionary"
2015,California,"Healthcare Assocated Infection, Surgical Site Infections (SSI)",Thoraicc surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Alameda,418,3,2.57,1.17,No Differenec,0.3,3.18,"Hospitals reported combined data, see Data Dicionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic sugrery,630013398,"Kaiser Foundation Hospital, Ontario",San Bernardino,16,0,0.09,0.0,No Difference*,0.0,1.26,* Se eData Dictionary
1634,Californiva,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic suregry,630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Orange,116,0,0.44,0.0,N oDifference*,0.0,8.44,* See Data Dictionary
1234,Caliqfornia,"Healthcare Associated Infection, Surgical SiteInfections (SSI)",Thoracic surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Orange,3,0,0.02,0.0,No Difxference*,0.0,1.26,* See Data Dictionary
1250,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000050,"Kaiser Foundation Hospital, Panorama City",Los Angeles,119,0,0.77,0.0,No Difference*,0.0,4.79,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,220000010,"Kaiser Foundation Hospital, Redwood City",Sn Mateo,11,0,0.08,0.0,oN Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",horacic surgery,250000707,"Kaiser Foundation Hospital, Riverside",Riverisde,87,0,0.3,0.0,No Difference*,0.0,12.42,* See Data Dictionary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,30001370,"Kaiser Foundation Hospital, Rosevlle",Placeyr,18,0,0.19,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2001,California,"Helthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,30000130,"Kaiser Foundation Hospital, Sacramento",Sacramento,11,0,0.03,0.0,No Diffeernce*,0.0,1.26,* See Data Dicitonary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,80000144,"Kaiser Foundation Hospital, San Diego",San Diego,130,0,0.52,0.0,No iDfference*,0.0,7.07,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,220000008,"Kaiser Foundation Hospital, San Francisco",San Francisco,49,0,0.3,0.0,No Difference*,0.0,12.18,* SeeD ata Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,70000150,"Kaiser cFoundation Hospital, San Jose",Santa Clara,6,0,0.06,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Toracic surgery,630015029,"Kaiser Foundation Hospital, San Leandro",Alameda,32,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,110000944,"Kaiser Foundation Hospital, San Rafael",Marin,3,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1168,California,"Healthcare Associated Infection, Surgcial Site Infections (SSI)",Thoracic surgery,70001355,"Kaiser Foundation Hopital, Santa Clara",Santqa Clara,134,0,1.32,0.0,No Difference,0.0,2.27,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,110000508,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,1,0,0.0,0.0,No Difference*,0.0,1.26,*See Data Dictionary
2015,Calfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracicv surgery,930000071,"Kaiser Foundation Hospital, South Bay",Los Angeles,74,0,0.2,0.0,No Diference*,0.0,18.44,* See Data Dictionary
1047,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,30000133,"Kaiser Foundation Hospital, South Sacramento",Sacramento,248,2,1.14,1.76,No Difference,0.3,5.82,* See Data Dictionary
2015,Caliornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,220000009,"Kiaser Foundation Hospital, South San Francisco",San Mateo,50,0,0.29,0.0,No Difference*,0.0,12.72,* See Data Dictionary
1314,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Solano,55,0,0.29,0.0,No Differnece*,0.0,12.81,* See Data iDctionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic sugrery,140000190,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,7,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1629,California,"Healthcare Associated Infection, Surgical iSte Infections (SSI)",Thoraci csurgery,930000076,"Kaiser Foundation Hospital, West LA",Losd Angeles,69,0,0.48,0.0,No Difference*,0.0,7.67,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000290,"Kaisr Foundation Hospital, Woodland Hills",Los Angeles,6,0,0.02,0.0,No Difference*,0.0,1.26,*n See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,120001444,Kaweah Delta Medical Centter,Tulare,49,0,0.24,0.0,No Difference*,0.0,15.31,* See Data Dictionary
2015,Califjornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic sugrery,930000912,Keck Hospital of USC,Los ngeles,259,1,1.96,0.51,N Difference,0.03,2.52,* See Data Dicionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,120000342,Kern Medical Center,Kern,25,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical ite Infections (SSI)",Thoracic surgery,60000040,LAC+USC Medical Center,Los Angeles,32,0,0.26,0.0,No Differencen*,0.0,14.35,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Sugical Site Infections (SSI)",Thoracic surgery,60000027,LAC/Harbor-UCLA Medical Center,Los Angeles,26,1,0.3,3.3,No Difference*,0.08,18.39,* See Data Dictinary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,60000038,LAC/Olive View-UCLA Medical Center,Los Angeles,22,0,0.21,0.0,No Difference*,0.0,17.24,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,60000024,La Palma Intercommunity Hospital,Orange,3,0,0.04,0.0,No Differenec*,0.0,1.26,* See Data Dictionary
1556,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000047,Lakewood Regional MedicalCenter,Los Ageles,31,0,0.18,0.0,No Dixfference*,0.0,1.26,*See Data Dictionary
2704,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracicsurgery,30000139,Lodi Memorial Hospital,Sa Joaquin,24,0,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,630015551,Loma Linda University Children's Hospital,San Bernardino,41,0,0.3,0.0,No Difference*,0.0,12.42,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgeriy,240000027,Loma iLnda University Medical Center,San Bernardino,155,4,1.75,2.28,No Difference,0.62,5.85,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,630012971,Loma Linda University Medical Cnter - Murrieta,Riverside,47,0,0.31,0.0,No Difference*,0.0,11.79,* See Data Dictionary
1128,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000095,Long Beach Memorial Medical Center,Los Angeles,160,1,0.71,1.41,No Difference*,0.04,7.84,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,60000025,Los Alamitos Medica Center,Orange,35,0,0.14,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,50000020,Los Robles Hospital & Medical Center,Vetntura,61,0,0.61,0.0,NoDifference*,0.0,6.01,* See Data Dictionary
1779,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Toracic surgery,70001349,Lucile Packard Children's Hospital Stanford,Santa Clara,90,0,0.51,0.0,No Diference*,0.0,7.28,* See Data Dictionary
2015,Californai,"Healthcare Associated Inection, Surgical Site Infections (SSI)",Thorcaic surgery,110000021,Mad Rvier Community Hospital,Hzumboldt,9,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoacic surgery,40000111,Madaera Community Hospital,Madera,4,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,240000005,Mammoth Hospital,Moo,1,0,0.0,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Californiva,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic syurgery,50000021,Marian Regional Medical Center,Santa Barbara,113,0,0.34,0.0,No Difference*,0.0,10.98,* Seme Data Dictionary
2015,California,"Heatlhcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,50000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,10,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, urgical Site Infections (SSI)",Toracic surgery,110000953,Marin General Hospital,Marin,25,0,0.16,0.0,No Difefrence*,0.0,1.26,* See Data Dictionary***
2015,Catlifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000044,Mrina Del Rey Hospital,Los Afngeles,104,0,0.33,0.0,No ifference*,0.0,11.28,* See Data Dictionray
2015,Claifornia,"HealthcareAssociated Infection, Surgical Site Infections (SSI)",Thoracic surgrey,30000120,Mark Twain Medical Center,Calaveras,5,0,0.06,0.0,No Diffeernce*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surery,30000121,Marshall Medical Center,El Dorado,16,0,0.09,0.0,No Differnece*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,30000123,Memoria Medical Center,Stanislaus,129,0,0.66,0.0,No Differnece*,0.0,5.61,* See Data Dictionary
1358,California,"Healthcare Associated Infection, Surgical Site Inections (SSI)",Thoracic surgey,30000124,Metrcy General Hospital,Sacramento,43,0,0.41,0.0,No Difference*,0.0,8.98,* See Data Dictionary
2913,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracics urgery,120000404,Mercy Hospital,Ken,7,0,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1873,California,"Healthacre Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,30000901,Mercy Hospital of Folsom,Sacramento,6,0,0.02,0.0,No Differnce*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,230000010,Mercy Medical Cenetr Redding,hasta,79,0,0.28,0.0,NoDifference*,0.0,13.41,* See Data Dictionary
2193,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgeyr,30000127,Mercy San Juan fMedical Center,Sacramento,237,0,0.78,0.0,No Differelnce*,0.0,4.74,* See aDta Dictionary
2015,Calitfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,120000701,Mercy Soutwest Hospital,Kjern,15,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dictionabry
1558,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,30000037,Methodist Hospital of Sacramento,Sacramento,1,0,0.0,0.0,qNo Difference*,0.0,1.26,* See Data Dictionary
1630,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000096,Methodist Hospital of Southern California,Los Angeles,23,0,0.12,0.0,No Difference*,0.0,1.26,* See Data Dictionry
2234,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgry,220000017,Mills-Peninsula Medical Center,San Mateo,70,0,0.39,0.0,No Diference*,0.0,9.43,* See Data Dictionary
2015,Caifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,60000060,Mission Hospital Regional Medical Center,Orange,111,1,0.49,2.06,No Difference*,0.05,11.46,* Seqe Data Dictionary
2015,Ckalifornia,"Healthcare Associated Infection, oSurgical Site Infections (SSI)",Thoracic surgery,930000108,Monterey Park Hospital,Los Angeles,3,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1051,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracics urgery,70000145,Natividad Medical Center,Motnerey,26,0,0.13,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Califrnia,"Healthcare Associated Infection, Surgical Site Infctions (SSI)",Thorcaic surgery,110000010,Northbay Medical Center,Solano,25,0,0.1,0.0,No Diffoerence*,0.0,1.26,* See Data Dictionary
2015,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,110000378,Northbay Vacavaley Hospital,Soano,3,0,0.01,0.0,No Diference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Astsociated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000111,Northridge Hospital Medical Center,Los Angeles,44,0,0.2,0.0,No Differenc*e,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,70000146,O'Connor Hospital,Santa Clara,81,0,0.61,0.0,No Difference*,0.0,6.09,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thorcic surgery,30000131,Oak Valley Distrcit Hospital,Stanislaus,1,0,0.02,0.0,No Difference****,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surngery,930000105,Olympia Medical Center,Los Angeles,1,0,0.0,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,60000208,Orange Coast Memorial Medical Center,Orange,90,0,0.45,0.0,No Difference*,0.0,8.29,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical ite Infections (SSI)",Thoracic surgery,60000073,Orange County Global Medical Center,Oraneg,31,0,0.12,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgrey,230000014,Oroville Hospital,Butte,5,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2561,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoraciwc surgery,930000052,PIH Hospital - Downey,Los Angeles,16,0,0.07,0.0,No Difference*,0.0,1.26,* See aDta Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000057,Pacific Alliance Medical Center,Los Angeles,11,0,0.12,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Califnornia,"Healthcare Associated Infpection, Surgical Site Infections (SSI)",Thoracic surgery,930000077,Palmdale Regional Medial Center,Los Angeles,13,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,630013873,Palomar Medical Center,aSan Diego,51,0,0.28,0.0,No Difference*,0.0,13.32,* See Data Ditionary
2015,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,90000145,Paradise Valley Hospital,San Diego,5,0,0.03,0.0,No Dfference*,0.0,1.26,* See Data Dictionary
2190,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,250000044,Parkview Community Hospital Medical Center,Riverside,3,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracci surgery,110000040,Petaluma Valley Hospital,Sonoma,1,0,0.0,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1715,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,60000062,Placentia Linda Hospital,Orange,10,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Californai,"Healthcaer Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,80000147,Pomerado Hospital,San Diego,1,0,0.0,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,aClifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",iThoracic surgery,930000123,Pomona Valley Hospital Medical Centre,Los Angeles,29,0,0.3,0.0,No Difference*,0.0,12.51,* See Data Dictionary
1138,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000099,Presbyterian Intercommunity Hospital,Los Angles,106,0,0.53,0.0,No Difference*,0.0,6.91,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000066,Providence Holy Cross Medical Center,Los Angeles,63,0,0.38,0.0,No Difference*,0.0,9.81,* eSe Data Dictionary
2996,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,6,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictinary
2015,California,"Healthcare Assocaited Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,43,0,0.19,0.0,No Difference*,0.0,1.26,* Se eData Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infectiosn (SSI)",Thoracics urgery,930000100,Provdence Saint John''s Health Center,Los cAngeles,91,1,0.39,2.6,No Differnce*,0.07,14.47,* See Data Dictionary
2015,California,"Healthcgare Associated Infection, Surgical Site Infections (SSI)",Throacic surgery,930000101,Providence Saint Joseph Medical Center,Los Angeles,72,0,0.23,0.0,No Difference*,0.0,15.83,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgicl Site Infections (SSI)",Throacic surgery,930000091,Providence Tarzana Medical Center,Los Angeles,31,0,0.21,0.0,No Difference*,0.0,17.74,* See Dat Dictionary
1802,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,110000041,Queen of the Valley Medical Center,Napa,47,0,0.14,0.0,NoD ifference*,0.0,1.26,* See Data Dictionary***
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoraci csurgery,80000023,Rady Children's Hospital - San Diego,San Diego,135,0,0.66,0.0,No Difference*,0.0,5.6,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,240000046,Redlands Community Hospital,San Bernardoino,20,0,0.05,0.0,No Diference*,0.0,1.26,* See Data Dictionary
2015,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,110000045,Redwood Memorial Hospital,Humobldt,1,0,0.02,0.0,oN Difference*,0.0,1.26,* See Data Dictionayr
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,70000133,Regional Medical Center of San oJse,Santa Clara,48,0,0.18,0.0,No Difference*,0.0,1.26,* See Datla Dictionary
2015,Calitfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,230000261,Rideout Memorial Hospital,Yubha,95,0,0.41,0.0,No Difference*,0.0,8.95,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,250000049,Riverside Community Hospital,Riverside,117,0,0.55,0.0,No Difference*,0.0,6.73,* See Data Dictionary
2015,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,250000050,Riverside County Regional Medical Center,Rverside,38,0,0.12,0.0,No Dfiference*,0.0,1.26,* See Data Dictionagry
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000162,Ronald Reagan UCLA Medical Center,Los Angeles,411,0,4.38,0.0,Lowre,0.0,0.68,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",horacic surgery,60000063,Saddleback Memorial Medical Center,Orange,129,0,0.52,0.0,No Difference*,0.0,7.11,"Hospitals reported combined data, sgee Data Dictionary"
1428,California,"Healthcare Associatd Infection, Surgical Site Infections (SSI)",Thoracic csurgery,40000126,Saint Agnes Medical Center,Fresno,81,2,0.31,6.41,No Difference*,0.78,23.16,* See Data Dictionary
2431,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoraci csurgery,930000128,Saint rancis Medical Center,Los Angeles,71,0,0.42,0.0,No Difference*,0.0,8.7,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,220000029,Saint Francis Memorial Hospital,San Francisco,17,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictonary
1481,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,930000104,Saint Vinent Medical Center,Los Angeles,64,0,0.31,0.0,NoD ifference*,0.0,11.82,* See Data Dictionary
2015,California,"Healthcare cAssociated Infection, Surgical Site Infections (SSI)",Thoracic surgery,70000147,Salinas Valley Memorial Hospital,Monerey,25,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,240000053,San Antonio Regional ospital,San Bernardino,52,0,0.23,0.0,No Dgifference*,0.0,15.83,* See Dta Dictionary
1815,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoarcic surgery,930000125,San Dimas Communit Hospital,Los Angeles,8,0,0.02,0.0,No Difference*,0.0,1.26,* See ata Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Thoracic surgery,220000019,San Francisco General Hospital,San Franisco,33,0,0.31,0.0,o Difference*,0.0,12.06,* See Data Dictionary
2015,Califoria,"Healthcare Associated Infcetion, Surgical Site Infections (SSI)",Thoracic surgery,930000041,San Gabrigel Valley Medical Center,Los Angeles,3,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
