License_No,License_Type,Issue_Date,License_Status,Expire_date,Legal_Name,Street1,Street2,City,State,Zip,County_Code
02240605,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,BREW HOUSE INC,312 NORTHTOWNE SQ                                           ,                                        ,GIBSONIA                                ,PA ,15044-7522,02                                      
02289196,Cig/OTP Retail,4/1/2016,Issued,2/28/2017,FAMILY FOOD CENTER LLC,2104 BROWNSVILLE ROAD                                       ,                                        ,PITTSBURGH                              ,PA ,15210     ,02                                      
02289430,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,2301 BROWNSVILLE RD                                         ,                                        ,SOUTH PARK                              ,PA ,15129     ,02                                      
02289384,Cig/OTP Retail,2/23/2016,Issued,2/28/2017,UNITED GENERAL CORPORATION,5152 PENN AVENUE                                            ,                                        ,PITTSBURGH                              ,PA ,15224     ,02                                      
02289663,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,PABLA INC,3900 PERRYSVILLE AVENUE                                     ,                                        ,PITTSBURGH                              ,PA ,15214     ,02                                      
02289835,Cig/OTP Retail,3/1/2016,Issued,2/28/2017,LAS PALMAS LLC,1616 BROADWAY AVE                                           ,                                        ,PITTSBURGH                              ,PA ,15216     ,02                                      
02289069,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,CHARLIES NEW CONVENIENCE STORE INC,500 LOCUST STREET                                           ,                                        ,MCKEESPORT                              ,PA ,15132     ,02                                      
02289575,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,350 EAST MAIN STREET                                        ,                                        ,CARNEGIE                                ,PA ,15106     ,02                                      
02251443,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,CCM FOODS LLC,4548 BROADWAY BLVD                                          ,                                        ,MONROEVILLE                             ,PA ,15146-4745,02                                      
02190361,Cig/OTP Retail,2/12/2016,Issued,2/28/2017,TOWNE DRUGS LLC,227 COMMERCIAL AVE                                          ,                                        ,ASPINWALL                               ,PA ,15215-3024,02                                      
02289797,Cig/OTP Retail,6/30/2016,Issued,2/28/2017,JP VARIETY LLC,524 BRADDOCK AVE                                            ,                                        ,BRADDOCK                                ,PA ,15104-1806,02                                      
02289257,Cig/OTP Retail,3/11/2016,Issued,2/28/2017,JACKS MARKET AND COFFEE SHOP INC,245 E 8TH AVE                                               ,                                        ,HOMESTEAD                               ,PA ,15120-1515,02                                      
02289088,Cig/OTP Retail,12/21/2015,Issued,2/28/2017,KLAFTERS INC,2136 BABCOCK BLVD                                           ,                                        ,PITTSBURGH                              ,PA ,15209     ,02                                      
02289146,Cig/OTP Retail,2/8/2016,Issued,2/28/2017,SHREEJI ENTERPRISE LLC,6105 PENN AVENUE                                            ,                                        ,PITTSBURGH                              ,PA ,15206     ,02                                      
02288832,Cig/OTP Retail,2/17/2016,Issued,2/28/2017,SANUF UNITED INC,1855 HAYMAKER ROAD                                          ,                                        ,MONROEVILLE                             ,PA ,15146     ,02                                      
02289763,Cig/OTP Retail,6/13/2016,Issued,2/28/2017,FRENCHI'S DELI INC,449 ATWOOD ST                                               ,                                        ,PITTSBURGH                              ,PA ,15213     ,02                                      
02289686,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,SHEETZ INC,4723 WILLIAM PENN HWY                                       ,                                        ,MONROEVILLE                             ,PA ,15146     ,02                                      
02289864,Cig/OTP Retail,4/14/2016,Issued,2/28/2017,JOSEPH JONES,1407 LINCOLN AVE                                            ,                                        ,PITTSBURGH                              ,PA ,15206     ,02                                      
02261070,Cig/OTP Retail,3/28/2016,Issued,2/28/2017,AIRPORT MANAGEMENT SERVICES LLC,PITTSBURGH INTL AIRPORT                                     ,CONCOURSE A1                            ,PITTSBURGH                              ,PA ,15231     ,02                                      
02261071,Cig/OTP Retail,3/28/2016,Issued,2/28/2017,AIRPORT MANAGEMENT SERVICES LLC,PITTSBURGH INTL AIRPORT                                     ,CONCOURSE C-1                           ,PITTSBURGH                              ,PA ,15231     ,02                                      
02289821,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,SJ RETAIL SERVICES LLC,64 FOREST GROVE ROAD                                        ,                                        ,CORAOPOLIS                              ,PA ,15108     ,02                                      
02289990,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,HOLDINGS ACQUISITION CO LP RIVERS CASINO,777 CASINO DRIVE                                            ,                                        ,PITTSBURGH                              ,PA ,15212     ,02                                      
02289549,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,SONA & KHAN ASSOCIATES INC,A 15 MONROEVILLE MALL                                       ,                                        ,MONROEVILLE                             ,PA ,15146     ,02                                      
02289963,Cig/OTP Retail,2/25/2016,Issued,2/28/2017,ANSA CORPORATION,1400 RADFORD RD                                             ,                                        ,PITTSBURGH                              ,PA ,15227-1565,02                                      
02213392,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,CHRISTYS MARKET & CATERING INC,555 FOUNDRY ST                                              ,                                        ,PITTSBURGH                              ,PA ,15215     ,02                                      
02290001,Cig/OTP Retail,2/29/2016,Issued,2/28/2017,NEELKANTH ANSH ENTERPRISE INC.,209 OHIO RIVER BLVD.                                        ,                                        ,SEWICKLEY                               ,PA ,15143     ,02                                      
02289642,Cig/OTP Retail,2/12/2016,Issued,2/28/2017,STEPHEN VACCO,525 PERRY HWY                                               ,                                        ,PITTSBURGH                              ,PA ,15229     ,02                                      
02221942,Cig/OTP Retail,6/22/2016,Issued,2/28/2017,A M SINICROPE INC,621 CALIFORNIA AVE                                          ,                                        ,PITTSBURGH                              ,PA ,15202-2428,02                                      
02290389,Cig/OTP Retail,1/28/2016,Issued,2/28/2017,HILL KING INC,3357 RIDGEWAY ST                                            ,                                        ,PITTSBURGH                              ,PA ,15213-1047,02                                      
02290384,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,SAI 7086 INC,2101 FREEPORT RD                                            ,                                        ,NATRONA HEIGHTS                         ,PA ,15065-1526,02                                      
02291357,Cig/OTP Retail,4/13/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,1710 WASHINGTON RD                                          ,                                        ,PITTSBURGH                              ,PA ,15241     ,02                                      
02290721,Cig/OTP Retail,1/28/2016,Issued,2/28/2017,FARM FRESH MARKET OF PITTSBURGH INC,226 N NEGLEY AVE                                            ,                                        ,PITTSBURGH                              ,PA ,15206-2850,02                                      
02290255,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SPEEDWAY LLC,4363 BROADWAY BLVD                                          ,                                        ,MONROEVILLE                             ,PA ,15146     ,02                                      
02289681,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,DTJ LAUREL MALL FOODS LLC,450 56TH ST                                                 ,                                        ,PITTSBURGH                              ,PA ,15201-2322,02                                      
02291008,Cig/OTP Retail,5/13/2016,Issued,2/28/2017,PAR MAR OIL COMPANY,8199 MCKNIGHT RD                                            ,                                        ,PITTSBURGH                              ,PA ,15237-5749,02                                      
02291012,Cig/OTP Retail,5/13/2016,Issued,2/28/2017,PAR MAR OIL COMPANY,7208 STATE ROUTE 982                                        ,                                        ,TARENTUM                                ,PA ,15084     ,02                                      
02291019,Cig/OTP Retail,5/13/2016,Issued,2/28/2017,PAR MAR OIL COMPANY,4732 LEBANON CHURCH RD                                      ,                                        ,DRAVOSBURG                              ,PA ,15034-1031,02                                      
02290918,Cig/OTP Retail,3/11/2016,Issued,2/28/2017,"PARADIES-PIT,LLC",1000 AIRPORT BLVD                                           ,                                        ,PITTSBURGH                              ,PA ,15231-1001,02                                      
02290682,Cig/OTP Retail,3/21/2016,Issued,2/28/2017,PRESTO QWIK STOP LLC,5237 THOMS RUN RD                                           ,                                        ,PRESTO                                  ,PA ,15142-1116,02                                      
02290454,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,"NPL POLISH HILL, LLC",6400 BROOKTREE CT STE 360                                   ,                                        ,WEXFORD                                 ,PA ,15090-9271,02                                      
02291262,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,PITTSBURGH INTL AIRPORT                                     ,                                        ,PITTSBURGH                              ,PA ,15231     ,02                                      
02290615,Cig/OTP Retail,12/24/2015,Issued,2/28/2017,DYANE RUE,900 BRYN MAWR ROAD                                          ,                                        ,PITTSBURGH                              ,PA ,15219     ,02                                      
02291626,Cig/OTP Retail,6/7/2016,Issued,2/28/2017,NUMAN BASHIR,3601 BLVD OF THE ALLIES                                     ,                                        ,PITTSBURGH                              ,PA ,15213     ,02                                      
02291198,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,3215 VERSAILLES AVE                                         ,                                        ,MCKEESPORT                              ,PA ,15132-1954,02                                      
02290748,Cig/OTP Retail,2/10/2016,Issued,2/28/2017,TABS DELI & ICE CREAM SHOPPE,609 3RD AVE                                                 ,                                        ,ELIZABETH                               ,PA ,15037-1347,02                                      
02290465,Cig/OTP Retail,2/2/2016,Issued,2/28/2017,A & P SHAH INC,3406 WILLIAM PENN HWY                                       ,                                        ,PITTSBURGH                              ,PA ,15235-5440,02                                      
02290530,Cig/OTP Retail,12/9/2015,Issued,2/28/2017,DIPEN ENTERPRISE INC,3646 LIBRARY RD                                             ,                                        ,PITTSBURGH                              ,PA ,15234-2231,02                                      
02290298,Cig/OTP Retail,1/28/2016,Issued,2/28/2017,SPC RETAIL COMPANY,8197 MCKNIGHT RD                                            ,                                        ,PITTSBURGH                              ,PA ,15237-5707,02                                      
02290804,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,THRIFT DRUG INC,1700 PINE HOLLOW RD                                         ,                                        ,MC KEES ROCKS                           ,PA ,15136-1578,02                                      
02291574,Cig/OTP Retail,6/1/2016,Issued,2/28/2017,B & T MONROEVILLE LLC,3948 MONROEVILLE BLVD                                       ,                                        ,MONROEVILLE                             ,PA ,15146-2437,02                                      
02291534,Cig/OTP Retail,5/26/2016,Issued,2/28/2017,DUNNE MANNING STORES LLC,421 RODI RD                                                 ,                                        ,PITTSBURGH                              ,PA ,15235-4520,02                                      
02290699,Cig/OTP Retail,1/15/2016,Issued,2/28/2017,GLOBAL RETAIL OIL INC,2602 FREEPORT RD                                            ,                                        ,NATRONA HEIGHTS                         ,PA ,15065-2513,02                                      
02290957,Cig/OTP Retail,3/29/2016,Issued,2/28/2017,TJS SPORTS AND MINIMART,2904 W LIBERTY AVE                                          ,                                        ,PITTSBURGH                              ,PA ,15216-2526,02                                      
02290511,Cig/OTP Retail,12/7/2015,Issued,2/28/2017,3955 FORBES AVE LLC,3955 FORBES AVE                                             ,                                        ,PITTSBURGH                              ,PA ,15213-3507,02                                      
02290266,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,K & D LLC,105 SEMINARY AVE STE 108                                    ,                                        ,OAKDALE                                 ,PA ,15071-9747,02                                      
02291052,Cig/OTP Retail,4/6/2016,Issued,2/28/2017,QUICKY MART LIMITED LIABILITY COMPANY,668 WASHINGTON RD                                           ,                                        ,PITTSBURGH                              ,PA ,15228-1915,02                                      
02290905,Cig/OTP Retail,3/15/2016,Issued,2/28/2017,GLOBAL RETAIL OIL INC,3039 FREEPORT RD                                            ,                                        ,NATRONA HTS                             ,PA ,15065     ,02                                      
02291224,Cig/OTP Retail,5/2/2016,Issued,2/28/2017,MOHAMED HAMID,1308 BENTON AVE                                             ,                                        ,PITTSBURGH                              ,PA ,15212     ,02                                      
02265611,Cig/OTP Retail,2/9/2016,Issued,2/28/2017,STEELTOWN FIREARMS & SUPPLIES INC,431 PERRY HWY                                               ,                                        ,PITTSBURGH                              ,PA ,15229-1818,02                                      
02291213,Cig/OTP Retail,4/14/2016,Issued,2/28/2017,C&V ONE STOP MARKET LLC,3333 ALLENDALE ST                                           ,                                        ,PITTSBURGH                              ,PA ,15204-1603,02                                      
02291584,Cig/OTP Retail,6/1/2016,Issued,2/28/2017,A & T SOUTH SIDE LLC,1409 E CARSON ST                                            ,                                        ,PITTSBURGH                              ,PA ,15203-1586,02                                      
02291408,Cig/OTP Retail,5/2/2016,Issued,2/28/2017,"STEEL CITY TOBACCO, INC.",819 LIBERTY AVE                                             ,                                        ,PITTSBURGH                              ,PA ,15222-3703,02                                      
02290590,Cig/OTP Retail,12/21/2015,Issued,2/28/2017,SHREE BALAJI GAS INC,6500 SALTSBURG RD                                           ,                                        ,PENN HILLS                              ,PA ,15235-2122,02                                      
02291032,Cig/OTP Retail,3/23/2016,Issued,2/28/2017,AJP GROUP INC,114 E 8TH AVE                                               ,                                        ,HOMESTEAD                               ,PA ,15120     ,02                                      
02291240,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,1020 MOUNT ROYAL BLVD                                       ,                                        ,PITTSBURGH                              ,PA ,15223-1033,02                                      
02291608,Cig/OTP Retail,6/7/2016,Issued,2/28/2017,CHADWICK OF PITTSBURGH INC,7356 STRANAHAN ST                                           ,                                        ,PITTSBURGH                              ,PA ,15206-2344,02                                      
02291515,Cig/OTP Retail,5/25/2016,Issued,2/28/2017,BEER LIME AND SUNSHINE LLC,411 WOOD ST                                                 ,                                        ,PITTSBURGH                              ,PA ,15222-1816,02                                      
02290320,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,ANITA JONES,7901 TIOGA ST                                               ,                                        ,PITTSBURGH                              ,PA ,15208     ,02                                      
02291578,Cig/OTP Retail,6/1/2016,Issued,2/28/2017,CENTER INDEPENDENT OIL STORES LLC,5735 BAUM BLVD                                              ,                                        ,PITTSBURGH                              ,PA ,15206-3703,02                                      
02291579,Cig/OTP Retail,6/1/2016,Issued,2/28/2017,CENTER INDEPENDENT OIL STORES LLC,5340 PERRY HWY                                              ,                                        ,PITTSBURGH                              ,PA ,15229-3001,02                                      
02290370,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,4133 LIBERTY BEER INC,4133 LIBERTY AVE                                            ,                                        ,PITTSBURGH                              ,PA ,15224-1448,02                                      
02291092,Cig/OTP Retail,4/14/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,4528 OHIO RIVER BLVD                                        ,                                        ,BELLEVUE                                ,PA ,15202-3418,02                                      
02290994,Cig/OTP Retail,3/21/2016,Issued,2/28/2017,BEARS HOLDINGS,1726 PINE HOLLOW RD                                         ,                                        ,MC KEES ROCKS                           ,PA ,15136-1536,02                                      
02291098,Cig/OTP Retail,4/14/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,1001 WASHINGTON PIKE # 50                                   ,                                        ,BRIDGEVILLE                             ,PA ,15017-2710,02                                      
02291104,Cig/OTP Retail,4/14/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,3505 LIBRARY RD                                             ,                                        ,CASTLE SHANNON                          ,PA ,15234-2229,02                                      
02291109,Cig/OTP Retail,4/14/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,113 NOBLE AVE                                               ,                                        ,CRAFTON                                 ,PA ,15205-2811,02                                      
02291116,Cig/OTP Retail,4/14/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,521 LINCOLN HWY                                             ,                                        ,EAST PITTSBURGH                         ,PA ,15112-1172,02                                      
02290412,Cig/OTP Retail,5/19/2016,Issued,2/28/2017,SHAM2015 LLC,549 BESSEMER AVE                                            ,                                        ,EAST PITTSBURGH                         ,PA ,15112-1176,02                                      
02290342,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,VERA SHELTON,1408 POTOMAC AVE                                            ,1408 POTOMAC AVE                        ,PITTSBURGH                              ,PA ,15216     ,02                                      
02291611,Cig/OTP Retail,6/7/2016,Issued,2/28/2017,GOVIND ENTERPRISE INC,6936 5TH AVE                                                ,                                        ,PITTSBURGH                              ,PA ,15208-1707,02                                      
02290455,Cig/OTP Retail,3/16/2016,Issued,2/28/2017,5TP INCORPORATED,1611 FREEPORT RD                                            ,                                        ,NATRONA HEIGHTS                         ,PA ,15065-1415,02                                      
02290490,Cig/OTP Retail,12/7/2015,Issued,2/28/2017,PRAPTI ENTERPRISE INC,540 SAINT CLAIR AVE                                         ,                                        ,CLAIRTON                                ,PA ,15025-1435,02                                      
02291560,Cig/OTP Retail,5/26/2016,Issued,2/28/2017,HAIR LAND INC,723 PENN AVE                                                ,                                        ,WILKINSBURG                             ,PA ,15221-2216,02                                      
02291169,Cig/OTP Retail,5/5/2016,Issued,2/28/2017,LARRY HAMILTON MARKET,606 N HOMEWOOD AVE                                          ,                                        ,PITTSBURGH                              ,PA ,15208-1831,02                                      
02290509,Cig/OTP Retail,2/9/2016,Issued,2/28/2017,SON INVESTMENTS LLC,SUNDRY STORE                                                ,535 SMITHFIELD ST                       ,PITTSBURGH                              ,PA ,15222-2393,02                                      
02291295,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,339 COCHRAN RD                                              ,                                        ,MT LEBANON                              ,PA ,15228-1231,02                                      
02290505,Cig/OTP Retail,12/15/2015,Issued,2/28/2017,BIBICHE ILUNGA LUEMBA,2101 PERRYSVILLE AVENUE                                     ,                                        ,PITTSBURGH                              ,PA ,15214-3615,02                                      
02291218,Cig/OTP Retail,4/18/2016,Issued,2/28/2017,ARIEL EATERY LLC,2 RICH HILL RD                                              ,                                        ,CHESWICK                                ,PA ,15024-2152,02                                      
02290539,Cig/OTP Retail,12/10/2015,Issued,2/28/2017,SJ RETAIL SERVICES LLC,1704 PENNSYLVANIA AVE                                       ,                                        ,WEST MIFFLIN                            ,PA ,15122-3929,02                                      
02291382,Cig/OTP Retail,4/26/2016,Issued,2/28/2017,7 ELEVEN,420 SMITHFIELD ST                                           ,                                        ,PITTSBURGH                              ,PA ,15222-2210,02                                      
02291390,Cig/OTP Retail,6/29/2016,Issued,2/28/2017,SOUTH HILLS COUNTRY CLUB,4305 BROWNSVILLE RD                                         ,                                        ,PITTSBURGH                              ,PA ,15236-1998,02                                      
02291485,Cig/OTP Retail,5/25/2016,Issued,2/28/2017,DHALE MARKET INC,811 WOOD ST                                                 ,                                        ,PITTSBURGH                              ,PA ,15221-2819,02                                      
02290434,Cig/OTP Retail,1/11/2016,Issued,2/28/2017,ISHA & IMRAN ASSOCIATES INC,1043 HAMIL RD                                               ,                                        ,VERONA                                  ,PA ,15147-2643,02                                      
02291340,Cig/OTP Retail,4/13/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,900 BUTLER ST                                               ,                                        ,PITTSBURGH                              ,PA ,15223-1304,02                                      
02290899,Cig/OTP Retail,3/8/2016,Issued,2/28/2017,ROCKS MARKET INC,801 BROADWAY AVE                                            ,                                        ,MC KEES ROCKS                           ,PA ,15136-2227,02                                      
02291068,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,PGH PIPEDREAMZ CORP,2603 BROWNSVILLE RD                                         ,                                        ,PITTSBURGH                              ,PA ,15227-2057,02                                      
02290334,Cig/OTP Retail,3/29/2016,Issued,2/28/2017,EXPRESS MINI MART INC,3518 BROWNSVILLE RD                                         ,                                        ,PITTSBURGH                              ,PA ,15227-3116,02                                      
02290360,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,"S & S BROS, INC",3400 VERSAILLES AVE                                         ,                                        ,MCKEESPORT                              ,PA ,15132-1932,02                                      
02290874,Cig/OTP Retail,3/1/2016,Issued,2/28/2017,KELLYS BEER DISTRIBUTING LTD,3873 BRIGHTON RD                                            ,                                        ,PITTSBURGH                              ,PA ,15212-1670,02                                      
02291302,Cig/OTP Retail,4/13/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,600 RODI RD                                                 ,                                        ,PITTSBURGH                              ,PA ,15235-4524,02                                      
02290582,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,642 MONONGAHELA AVE                                         ,                                        ,GLASSPORT                               ,PA ,15045     ,02                                      
02291448,Cig/OTP Retail,5/5/2016,Issued,2/28/2017,HAYMAKER BREWS LLC,4538 BROADWAY BLVD                                          ,                                        ,MONROEVILLE                             ,PA ,15146     ,02                                      
02289538,Cig/OTP Retail,3/28/2016,Issued,2/28/2017,AIRPORT MANAGEMENT SERVICES LLC,PITTSBURGH INTL AIRPORT                                     ,                                        ,PITTSBURGH                              ,PA ,15231     ,02                                      
02290314,Cig/OTP Retail,3/7/2016,Issued,2/28/2017,LIBERTY CONVENIENCE STORE INC,3701 GREENSPRINGS AVE                                       ,                                        ,WEST MIFFLIN                            ,PA ,15122-1752,02                                      
02291039,Cig/OTP Retail,3/23/2016,Issued,2/28/2017,DOLGENCORP LLC,2409 ROUTE 286                                              ,                                        ,PLUM                                    ,PA ,15239-2613,02                                      
02291283,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,310 CEDAR AVE                                               ,                                        ,PITTSBURGH                              ,PA ,15212-5506,02                                      
02291316,Cig/OTP Retail,4/13/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,4639 CLAIRTON BLVD                                          ,                                        ,PITTSBURGH                              ,PA ,15236-2113,02                                      
02291300,Cig/OTP Retail,4/13/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,5600 WILLIAM FLYNN HWY                                      ,                                        ,GIBSONIA                                ,PA ,15044-9585,02                                      
02290662,Cig/OTP Retail,1/5/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,2928 SHERADEN BLVD                                          ,                                        ,PITTSBURGH                              ,PA ,15204-1718,02                                      
02290231,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,SIMBA MARKET INC.,521 EAST OHIO STREET                                        ,                                        ,PITTSBURGH                              ,PA ,15212     ,02                                      
02291172,Cig/OTP Retail,8/4/2016,Issued,2/28/2017,MOHAMMAD AKRAM,131 MONROEVILLE MALL                                        ,LOWER LEVEL                             ,MONROEVILLE                             ,PA ,15146     ,02                                      
02290355,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,SYED SHAH INC,1235 MULDOWNEY AVE                                          ,                                        ,PITTSBURGH                              ,PA ,15207-2246,02                                      
02291246,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,107 WALMART DR                                              ,                                        ,NORTH VERSAILLES                        ,PA ,15137-1531,02                                      
02291294,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,3299 SAW MILL RUN BLVD                                      ,                                        ,PITTSBURGH                              ,PA ,15227-2317,02                                      
02291359,Cig/OTP Retail,4/13/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,19090 PERRY HWY                                             ,                                        ,MARS                                    ,PA ,16046-9404,02                                      
02291406,Cig/OTP Retail,5/13/2016,Issued,2/28/2017,BOULEVARD INC,1019 BROOKLINE BLVD                                         ,                                        ,PITTSBURGH                              ,PA ,15241     ,02                                      
02290494,Cig/OTP Retail,12/7/2015,Issued,2/28/2017,7 ELEVEN,7500 GRAND AVE                                              ,                                        ,PITTSBURGH                              ,PA ,15225-1046,02                                      
02291256,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,2000 EASTERN AVE                                            ,                                        ,VERONA                                  ,PA ,15147-3847,02                                      
02290977,Cig/OTP Retail,3/17/2016,Issued,2/28/2017,MOON FLIGHT CAR WASH LLC,4875 UNIVERSITY BLVD                                        ,                                        ,MOON TOWNSHIP                           ,PA ,15108-2538,02                                      
02291601,Cig/OTP Retail,6/7/2016,Issued,2/28/2017,J & S BEER INC,1204 MAPLE STREET EXT APT D                                 ,                                        ,CORAOPOLIS                              ,PA ,15108-2975,02                                      
02290906,Cig/OTP Retail,3/4/2016,Issued,2/28/2017,NUZHAT CORPORATION,1101 BROOKLINE BLVD                                         ,                                        ,PITTSBURGH                              ,PA ,15226-2203,02                                      
02291117,Cig/OTP Retail,4/18/2016,Issued,2/28/2017,WEST LIBERTY BEER LLC,1347A W LIBERTY AVE                                         ,                                        ,PITTSBURGH                              ,PA ,15226-1040,02                                      
02290911,Cig/OTP Retail,3/16/2016,Issued,2/28/2017,DAOUD LTD LIABILITY CO,416 SEMPLE ST FL 1                                          ,                                        ,PITTSBURGH                              ,PA ,15213-4162,02                                      
02291049,Cig/OTP Retail,3/24/2016,Issued,2/28/2017,KAJAL OIL & GAS INC,1969 LINCOLN WAY                                            ,                                        ,WHITE OAK                               ,PA ,15131-2401,02                                      
02290982,Cig/OTP Retail,3/23/2016,Issued,2/28/2017,KARUNA NEPALI STORE LLC,3621 BROWNSVILLE RD                                         ,                                        ,PITTSBURGH                              ,PA ,15227-3154,02                                      
02290579,Cig/OTP Retail,2/8/2016,Issued,2/28/2017,PISTELLA BEER LLC,5514 PENN AVE                                               ,                                        ,PITTSBURGH                              ,PA ,15206-3513,02                                      
02290864,Cig/OTP Retail,3/10/2016,Issued,2/28/2017,MELISSA VERNER,999 STEEN RD                                                ,Z1                                      ,BRIDGEVILLE                             ,PA ,15017     ,02                                      
02291320,Cig/OTP Retail,4/13/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,4779 LIBERTY AT MATHILDA                                    ,                                        ,PITTSBURGH                              ,PA ,15224     ,02                                      
02291275,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,300 GRANT AVE                                               ,                                        ,MILLVALE                                ,PA ,15209-2612,02                                      
02291361,Cig/OTP Retail,4/13/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,195 N CRAIG ST                                              ,                                        ,PITTSBURGH                              ,PA ,15213-1555,02                                      
02291399,Cig/OTP Retail,5/4/2016,Issued,2/28/2017,A & K CONVENIENCE STORE LLC,3459 WARD ST                                                ,                                        ,PITTSBURGH                              ,PA ,15213-4346,02                                      
02291667,Cig/OTP Retail,6/17/2016,Issued,2/28/2017,SAF ENTERPRISE LLC,1513 LINCOLN WAY                                            ,                                        ,WHITE OAK                               ,PA ,15131-1711,02                                      
02291641,Cig/OTP Retail,6/21/2016,Issued,2/28/2017,"PTTSBURGH BURN,LLC",346 N SHORE DR                                              ,                                        ,PITTSBURGH                              ,PA ,15212-5870,02                                      
02291666,Cig/OTP Retail,6/17/2016,Issued,2/28/2017,HANDYCRAFT LLC,3915 WILLIAM FLYNN HWY                                      ,                                        ,ALLISON PARK                            ,PA ,15101-3608,02                                      
02291664,Cig/OTP Retail,6/23/2016,Issued,2/28/2017,HASSAN EDDAIFI,540 SAINT CLAIR AVE                                         ,                                        ,CLAIRTON                                ,PA ,15025     ,02                                      
02291684,Cig/OTP Retail,6/17/2016,Issued,2/28/2017,WILMERDING TOBACCO INC,413 COMMERCE ST                                             ,                                        ,WILMERDING                              ,PA ,15148-1225,02                                      
02291692,Cig/OTP Retail,6/28/2016,Issued,2/28/2017,BROOKLYN FOODMART CORPORATION,1500 LINCOLN AVE                                            ,                                        ,PITTSBURGH                              ,PA ,15206-1221,02                                      
00293783,OTP Retail,10/1/2016,Issued,2/28/2017,PITTSBURGH VAPE LOUNGE INC,925 BROOKLINE BLVD                                          ,                                        ,PITTSBURGH                              ,PA ,15226-2105,02                                      
00294714,OTP Retail,10/1/2016,Issued,2/28/2017,VAPE INN PITTSBURGH LLC,2336 E CARSON ST                                            ,                                        ,PITTSBURGH                              ,PA ,15203-2110,02                                      
00299516,OTP Retail,10/1/2016,Issued,2/28/2017,"HIGHPOINT VAPORS, LLC",                                                            ,                                        ,                                        ,   ,          ,02                                      
00316380,OTP Retail,10/1/2016,Issued,2/28/2017,STEAMLINE VAPOR,607 W MAIN ST                                               ,                                        ,CARNEGIE                                ,PA ,15106-2563,02                                      
00320340,OTP Retail,10/1/2016,Issued,2/28/2017,AUSTIN OBERC,144 KAUFMAN ROAD                                            ,                                        ,GIBSONIA                                ,PA ,15044     ,02                                      
00327228,OTP Retail,10/1/2016,Issued,2/28/2017,M MASKAS & SONS INC,142 E 7TH AVE                                               ,                                        ,TARENTUM                                ,PA ,15084-1511,02                                      
