OBJECTID,PlanYear,DensityType,Shape__Area,Shape__Length
1918,0,2,166350.073913574,3267.55098979835
1919,0,2,100987.514160156,1844.50009733717
1920,0,3,86953.7682495117,1431.07094320509
1921,0,2,200279.532409668,4054.43499111835
1922,0,1,808449.510681152,6635.35362027255
1923,0,3,128524.945800781,1528.30777306878
1924,0,3,34988.8129272461,779.883285748135
1925,0,2,63729.0209350586,1287.32247117476
1926,0,2,102629.96875,1715.18636981391
1927,0,3,643921.220397949,3564.55547881179
1928,0,2,30803.0119628906,793.004124688747
1929,0,4,80767.81640625,1345.04296693733
1930,0,0,128378.476806641,2190.58789716548
1931,0,0,32998.48046875,965.075614447416
1932,0,1,561357.945068359,5063.88323019812
1933,0,2,65020.1961669922,1447.62273830363
1934,0,2,144074.669311523,2728.17179459957
1935,0,3,1524.31719970703,153.558088112836
1936,0,2,38029.6506347656,1027.4363403215
1937,0,2,130357.803161621,2427.74045416733
1938,0,4,348509.990966797,2548.61924957533
1939,0,2,92177.2502441406,1761.68369733644
1940,0,3,796770.516662598,3513.27047799089
1941,0,2,231987.682312012,3666.71459390634
1942,0,4,218976.688049316,2078.08640564423
1943,0,4,224005.076049805,2222.77066293589
1944,0,2,111726.335571289,2180.02549301168
1945,0,2,143503.118835449,2782.21747332193
1946,0,2,37614.5554199219,880.885905463789
1947,0,2,386211.678894043,4099.9827541453
1948,0,2,186328.656555176,2915.73748838836
1949,0,1,193225.14831543,2345.456268348
1950,0,0,68986.4193115234,1417.85652116115
1951,0,2,163961.979431152,3446.7043597707
1952,0,2,59463.2098999023,1191.40218113886
1953,0,2,323464.926574707,3950.81721288294
1954,0,2,60141.3206176758,1443.14953599429
1955,0,2,1150.75018310547,177.029454989409
1956,0,2,114483.568054199,2182.9308108235
1957,0,2,79927.7171020508,1662.42631073524
1958,0,2,189895.545715332,3643.00640707085
1959,0,0,54821.3732910156,1256.39284671148
1960,0,2,46311.0981445313,1078.04749806566
1961,0,2,22382.7562866211,725.402962013855
1962,0,2,182474.627624512,3455.64314438822
1963,0,2,34669.5755004883,833.972033499005
1964,0,3,62226.1619262695,1012.69793744083
1965,0,0,254063.806396484,2366.29462176922
1966,0,2,91173.5372314453,1864.51815937109
1967,0,2,131553.072875977,2696.6260472933
1968,0,2,15070.5811767578,488.354755461067
1969,0,0,51048.1898193359,1128.15214979288
1970,0,2,49101.2642822266,1168.56461965967
1971,0,2,35487.2376708984,845.294275072143
1972,0,2,49505.1649169922,1033.80954066489
1973,0,2,76893.2186279297,1674.8240601199
1974,0,2,207808.12310791,2174.59970523476
1975,0,3,80808.5629272461,1863.39236695719
1976,0,3,83328.7603149414,1569.0166557403
1977,0,6,197913.850708008,2724.85482830692
1978,0,2,36772.0205078125,886.002361124633
1979,0,2,213592.317993164,2331.03517084689
1980,0,3,405227.473754883,2757.15128135296
1981,0,2,74268.5093383789,1627.19995787304
1982,0,0,115578.186889648,1441.46002884558
1983,0,2,45685.5595092773,1036.80931804344
1984,0,1,547416.383178711,3961.95776601616
1985,0,2,85628.321105957,1801.47111674444
1986,0,4,349141.584289551,2351.69964598804
1987,0,3,119773.087768555,1529.94676205825
1988,0,0,139671.163146973,1946.47604141301
1989,0,3,81029.6702270508,1138.60696541465
1990,0,0,54248.6107177734,1310.741767895
1991,0,0,139183.510559082,2957.3731892144
1992,0,2,103495.037414551,1914.23190686457
1993,0,2,101972.53326416,1935.86786199925
1994,0,2,68876.2073364258,1438.24694639183
1995,0,3,56198.9345092773,1290.52467703681
1996,0,2,172937.204162598,1984.24926954256
1997,0,6,150814.154968262,2037.81397373105
1998,0,2,65693.8063964844,1397.81649685414
1999,0,0,65674.6526489258,1461.13495980715
2000,0,2,91235.5508422852,1865.51738820205
2001,0,2,132751.273742676,2599.42135705101
2002,0,0,28623.6304931641,791.991581240053
2003,0,2,56820.0234375,1516.80765114374
2004,0,2,139617.995178223,2758.24401515772
2005,0,2,78173.6416625977,1764.15849030364
2006,0,2,132006.907592773,1654.60901185748
2007,0,7,140785.310241699,1942.96570734736
2008,0,0,262005.647521973,4024.14851361171
2009,0,2,63325.1142578125,1530.88333921881
2010,0,2,109641.841125488,2229.58708116407
2011,0,2,93277.7778930664,1957.43924097279
2012,0,2,20169.1956787109,600.235982450605
2013,0,0,134394.360839844,1508.16633216366
2014,0,4,317749.199645996,2258.43889130039
2015,0,2,412856.283874512,4377.09259947886
2016,0,2,112379.989440918,2177.47795148203
2017,0,0,227969.522583008,2309.2556596525
2018,0,2,178678.41027832,3553.26198535065
2019,0,2,59214.653503418,1324.75674370102
2020,0,2,20634.2242431641,599.651658112183
2021,0,2,23161.6985473633,637.345131582512
2022,0,2,155306.760131836,1908.65992724538
2023,0,0,60076.5393066406,1015.63279390586
2024,0,3,66242.5433349609,1387.05884728182
2025,0,4,93455.0623168945,1351.29766669406
2026,0,3,96641.8056640625,1386.88082479666
2027,0,7,162718.05670166,2127.40609065742
2028,0,4,67550.8778076172,1137.49463516272
2029,0,2,73448.9171142578,1593.14655033137
2030,0,2,48994.487487793,1065.42499819263
2031,0,2,19357.6814575195,563.279629979509
2032,0,2,83853.885925293,1765.35674175184
2033,0,2,21281.8477783203,621.495301193134
2034,0,2,112073.824462891,2300.03643619685
2035,0,2,24097.7936401367,662.556595002627
2036,0,2,78492.5251464844,1483.67691396431
2037,0,2,75681.483581543,1435.48954795795
2038,0,2,64184.1383056641,1355.28085038962
2039,0,2,257971.626281738,2408.05388445564
2040,0,0,149059.590942383,3030.32487750782
2041,0,4,84912.6842041016,1147.23745274557
2042,0,3,68552.385559082,1678.78172462806
2043,0,0,322020.688232422,2682.05419334664
2044,0,0,67978.2835083008,1415.18259962801
2045,0,2,44823.6704711914,1027.00629241067
2046,0,2,45563.9976196289,1111.01415239477
2047,0,2,73160.4469604492,1538.9471547674
2048,0,2,113496.647399902,2262.44419639224
2049,0,4,70785.1535644531,1132.48710491814
2050,0,4,626937.291748047,4373.30276356928
2051,0,4,114850.081176758,2828.18927320275
2052,0,6,207167.528808594,2884.01995991751
2053,0,2,82735.2427368164,1689.08143088447
2054,0,4,413165.425292969,2558.36672626087
2055,0,2,148840.595703125,2785.9762357732
2056,0,2,59222.3643188477,1324.8950909183
2057,0,2,96426.0545043945,1773.51008117294
2058,0,3,232218.451538086,3581.46139960533
2059,0,2,89411.3403930664,1985.8801788153
2060,0,2,71532.6284790039,1605.68348834461
2061,0,2,104830.50213623,2113.41171392772
2062,0,0,126972.266967773,2318.26857656974
2063,0,0,62205.3916015625,1439.72641377134
2064,0,3,39412.5161743164,892.099520995141
2065,0,2,6490.76281738281,319.191969965246
2066,0,1,181043.35345459,3276.10191104747
2067,0,2,143225.326599121,1667.82052676893
2068,0,2,931685.061157227,6160.97411891477
2069,0,6,142313.209289551,1559.27411986795
2070,0,2,22238.0938720703,594.64736161549
2071,0,2,61562.2810668945,1381.02100553959
2072,0,2,20281.8786010742,619.292246633355
2073,0,2,70068.493347168,1513.72366513047
2074,0,3,121580.751708984,1567.52769692098
2075,0,2,136791.589782715,2728.09263702676
2076,0,2,88563.1929931641,1228.66900240361
2077,0,1,470501.356323242,3989.78284919293
2078,0,2,69580.1610717773,1514.42658819275
2079,0,3,228419.175598145,2341.1579439061
2080,0,6,200798.983337402,1790.15197222346
2081,0,2,65744.4298095703,1562.91888225724
2082,0,2,95727.5747680664,1817.15708251398
2083,0,2,66951.9537353516,1424.52222431798
2084,0,2,56507.6776733398,1272.61551654139
2085,0,2,33517.1477661133,840.931854094975
2086,0,,445.9091796875,133.874726617204
2087,0,2,117825.214111328,2354.97188249319
2088,0,0,46811.9107055664,1122.63976470154
2089,0,2,41501.2386474609,986.081993110009
2090,0,4,252138.730224609,3042.8181402784
2091,0,2,53508.7545166016,1187.48889312067
2092,0,2,556496.316345215,8450.9129005475
2093,0,2,57752.1141967773,1143.73572438352
2094,0,2,39060.4512329102,965.865388672402
2095,0,6,264743.688598633,2442.02341779262
2096,0,2,31364.0036010742,841.663759045197
2097,0,4,152814.482421875,2545.01979855277
2098,0,7,878933.655395508,4167.82486173279
2099,0,2,49673.2855224609,1128.35346857798
2100,0,2,86453.0216674805,1915.61368517482
2101,0,3,45594.6831665039,1057.16196002062
2102,0,2,68097.6396484375,1471.82498570872
2103,0,2,31928.5873413086,763.08259549536
2104,0,2,19852.61328125,568.441902541934
2105,0,4,383391.330627441,3357.48862500974
2106,0,2,49468.5904541016,1230.59553651516
2107,0,3,311468.227050781,5578.76927618402
2108,0,3,172565.535949707,1962.80961184306
2109,0,3,3980.80395507813,450.591812357112
2110,0,0,106766.813354492,2253.19588589419
2111,0,2,147555.663879395,2400.10075454623
2112,0,0,76567.235168457,1594.91779212868
2113,0,3,317566.491455078,2279.87232439361
2114,0,0,99711.5693969727,1264.80377671096
2115,0,0,60435.5805053711,1426.8171014476
2116,0,1,262276.565246582,2778.61641718422
2117,0,2,85637.1480102539,1806.61373219672
2118,0,2,162115.123168945,3279.04640212306
2119,0,2,172589.36328125,3410.7930602618
2120,0,3,91285.2711791992,1292.35244698786
2121,0,2,44446.1972045898,943.861432768504
2122,0,2,67005.3295898438,1497.02870224579
2123,0,2,187249.470153809,2553.39858694127
2124,0,0,120419.731323242,2692.71048360692
2125,0,2,93071.6616210938,1983.53908239919
2126,0,0,58032.6917724609,1157.82671189305
2127,0,2,64462.6431274414,1357.82856971714
2128,0,2,30086.387878418,814.689487762792
2129,0,2,146489.502746582,2884.85618564381
2130,0,2,80409.9874267578,1732.3816775231
2131,0,0,47199.8677368164,1118.28663562241
2132,0,2,125119.952880859,2330.32968139407
2133,0,2,83337.7014770508,1782.8330232552
2134,0,2,42582.3365478516,1054.03930269642
2135,0,4,1861666.89923096,5862.79982922886
2136,0,2,202376.80090332,2185.58395031657
2137,0,2,35819.8837890625,919.606192257147
2138,0,4,201662.709289551,2336.53423863252
2139,0,2,64249.8461914063,1391.73767466415
2140,0,2,96102.7734985352,2037.61800140415
2141,0,2,11629.567565918,432.59672959651
2142,0,7,83888.7526245117,1211.2865345064
2143,0,2,137057.651855469,2429.65332577349
2144,0,4,424530.284667969,2571.08397322142
2145,0,4,11005.6571655273,414.020762022108
2146,0,3,89258.4813232422,1988.96339742
2147,0,2,26910.4143676758,692.834559419245
2148,0,2,25380.6483154297,696.891698017464
2149,0,7,34698.0791015625,795.825586549151
2150,0,4,98348.9840698242,1299.61715596301
2151,0,2,55025.8586425781,1132.67894448513
2152,0,2,129612.046691895,2464.90642626705
2153,0,0,134917.575927734,2476.80400238171
2154,0,4,66955.9767456055,1134.54783256093
2155,0,4,1319354.11413574,5444.4049298836
2156,0,4,296262.102478027,2331.91902445406
2157,0,2,121462.180541992,1819.93579568067
2158,0,2,118796.433776855,2349.40037131845
2159,0,6,731372.709228516,3371.58438528605
2160,0,2,246075.161499023,3445.65773502198
2161,0,2,252895.691650391,4515.64425058514
2162,0,4,640079.24206543,3189.51102612059
2163,0,2,45417.6061401367,1068.26891914951
2164,0,2,57467.3319091797,983.302613770419
2165,0,2,67352.6187133789,1503.24227976703
2166,0,1,260552.455078125,2396.1064116736
2167,0,0,118525.511352539,2448.21699425504
2168,0,0,69632.079284668,1556.693647503
2169,0,4,61952.1784667969,1339.82065209533
2170,0,2,81007.3349609375,1174.89808367898
2171,0,0,141979.73638916,2953.12656641374
2172,0,0,188390.514038086,3458.48993321599
2173,0,0,40787.8359985352,1003.85255989509
2174,0,2,101913.712463379,1811.94115825106
2175,0,2,56074.2290649414,1170.77869048398
2176,0,3,331279.188537598,2571.82405408553
2177,0,2,181202.652404785,3713.43761800558
2178,0,0,65604.8528442383,1453.0833372085
2179,0,2,61937.8062133789,1201.55520521128
2180,0,2,50486.8000488281,1197.40599915593
2181,0,2,249981.833190918,4710.98216147361
2182,0,1,1398069.83605957,6203.87958204818
2183,0,2,65307.8391113281,1394.35967520655
2184,0,3,86534.7235717773,1263.80040468654
2185,0,6,202565.871520996,1896.0634541165
2186,0,2,137028.067260742,1703.97634342342
2187,0,3,128138.127075195,2364.61150004539
2188,0,2,113815.660888672,1942.13491076708
2189,0,2,44428.1353759766,976.276314705617
2190,0,0,83068.6081542969,1789.4758450346
2191,0,0,40967.6184082031,859.153712784728
2192,0,1,100629.744873047,1249.80300550829
2193,0,2,30274.0093994141,740.731766940703
2194,0,0,68496.0247192383,1559.71495701608
2195,0,2,76646.1114501953,1600.18463860859
2196,0,2,19759.0631103516,592.604990362067
2197,0,6,1040480.04083252,4626.42251456344
2198,0,4,34705.9559936523,837.580094375919
2199,0,7,64288.5463867188,1158.27872249308
2200,0,2,40449.1075439453,951.299046711424
2201,0,3,91972.2546386719,1566.69101285344
2202,0,2,134142.099121094,2800.80537081256
2203,0,4,54724.8125610352,1276.91683122645
2204,0,2,80005.5020141602,1840.64019953362
2205,0,2,81870.3601074219,1785.3191529285
2206,0,2,94863.4561157227,1971.27166314558
2207,0,0,182924.231201172,3983.35460322737
2208,0,2,56475.9984741211,970.902991671542
2209,0,2,241927.661254883,2380.99969076
2210,0,2,95411.983581543,1795.45970535773
2211,0,7,155712.95324707,1992.59244613665
2212,0,2,57856.9657592773,1326.76385240792
2213,0,2,86302.3267822266,1799.60960949694
2214,0,2,81507.4140014648,1700.04990607007
2215,0,4,201219.079101563,1864.79270522255
2216,0,3,891680.952026367,4523.8838006558
2217,0,2,61379.0466918945,1386.97166725263
2218,0,2,364269.340332031,5354.25345404586
2219,0,4,384817.304870605,3377.77225539122
2220,0,2,66045.7390136719,1435.52703148047
2221,0,2,155806.307373047,2997.98239881094
2222,0,1,314945.453979492,6343.39668012113
2223,0,2,93161.1422119141,1970.3525053996
2224,0,0,25203.9656982422,699.050584955193
2225,0,3,44168.6008911133,830.642194998292
2226,0,2,88048.180480957,1795.24109355824
2227,0,0,106039.340515137,2144.61497216638
2228,0,2,135603.456420898,2673.67094035918
2229,0,3,19063.9193725586,545.054485155971
2230,0,6,61766.7669677734,1351.19341394036
2231,0,2,92110.3821411133,1884.74933401728
2232,0,4,1542874.84558105,5491.69476269057
2233,0,0,34208.1310424805,817.404267647659
2234,0,2,145607.564941406,2813.76741119789
2235,0,2,75002.1480712891,1605.89519383031
2236,0,2,67409.3947753906,1503.07814977136
2237,0,2,1215482.73358154,6841.15410071111
2238,0,2,160558.061767578,3400.18592674693
2239,0,2,61861.0424804688,1305.26459058189
2240,0,2,726083.033569336,9429.30475834196
2241,0,2,59526.3077392578,1269.61697671612
2242,0,2,11077.7200927734,418.881580942425
2243,0,2,57677.0869750977,1253.4139532831
2244,0,2,45379.8309936523,1006.60482423652
2245,0,3,220625.07409668,3369.59560447728
2246,0,2,66351.0490722656,1371.76818613616
2247,0,2,47638.0135498047,1122.69406807699
2248,0,2,194786.626037598,3454.06289624678
2249,0,2,80063.2277832031,1175.74478128647
2250,0,2,19819.6680297852,593.081125368803
2251,0,0,90150.1644287109,1668.5806987602
2252,0,2,139926.108276367,2864.19101363693
2253,0,2,97220.6896362305,1799.28514657795
2254,0,0,155540.336120605,3049.39647821517
2255,0,2,151157.769775391,2942.42113568676
2256,0,2,88896.2246704102,1757.05156881472
2257,0,0,67999.0107421875,1415.51670962321
2258,0,6,459689.700805664,2867.25987248652
2259,0,2,92282.8559570313,1889.96942281718
2260,0,0,58513.319152832,1295.790378562
2261,0,4,385987.616149902,2616.15090224696
2262,0,2,38002.2074584961,906.750804305135
2263,0,0,72272.1404418945,1094.82800628537
2264,0,2,203781.028808594,3955.59009586536
2265,0,3,175463.825256348,2465.00442341155
2266,0,2,174159.006469727,3418.5283771288
2267,0,3,374791.460266113,2487.82178050804
2268,0,0,37367.4467773438,791.474835698661
2269,0,2,187206.022094727,3563.12897020673
2270,0,0,65818.2448730469,1181.51865200786
2271,0,2,112842.19921875,2444.36672032945
2272,0,0,61434.014831543,1432.43794507446
2273,0,4,293369.384338379,2156.48398355707
2274,0,2,67183.1567382813,1529.11131061002
2275,0,2,77231.0888671875,1594.77623247296
2276,0,2,21745.8889160156,605.441739152603
2277,0,3,150331.784484863,1873.74625660142
2278,0,2,160814.84161377,3069.55346321337
2279,0,2,79374.5997314453,1714.70262947827
2280,0,2,51852.7105102539,1150.72906242712
2281,0,2,166032.955078125,2086.37302407963
2282,0,2,97021.0635986328,1331.7828329709
2283,0,2,36672.6612548828,880.293286159315
2284,0,1,211253.727783203,1900.70098290419
2285,0,2,53590.0830078125,1110.37164018879
2286,0,2,53208.8102416992,1115.05142363932
2287,0,2,60260.9978027344,1395.60508174854
2288,0,3,13346.2872924805,461.286086641793
2289,0,2,51897.2262573242,1152.31582548813
2290,0,3,452825.48223877,3115.48632425654
2291,0,2,112868.913146973,1415.90078035778
2292,0,2,67544.4138183594,1438.386887664
2293,0,2,127873.798217773,3122.17031875988
2294,0,2,103415.448974609,2162.90520549958
2295,0,1,468734.932739258,5926.98048071185
2296,0,2,51917.7391357422,1148.94052790889
2297,0,2,108014.186767578,2449.82404026396
2298,0,2,60374.9953613281,1368.39904127562
2299,0,2,26375.8877563477,953.519169114259
2300,0,2,74480.5276489258,1529.22980224222
2301,0,4,26270.2735595703,643.073491069904
2302,0,4,157280.295898438,1642.18235147077
2303,0,2,521118.111938477,2773.59960812131
2304,0,0,41998.0375366211,892.043021624165
2305,0,2,167756.197753906,1993.92288564983
2306,0,2,178874.594665527,3448.84276772786
2307,0,2,22205.9710693359,612.72687386808
2308,0,2,53690.1107177734,1316.90295310214
2309,0,2,96407.5296020508,1967.52210203531
2310,0,2,52126.7515869141,1151.72380436636
2311,0,0,123056.942077637,2703.18091505723
2312,0,2,91575.7092285156,1863.03157529211
2313,0,0,33479.5641479492,878.431474006044
2314,0,3,333589.192993164,3329.31801517518
2315,0,2,43373.5618286133,1105.14185274434
2316,0,2,16781.5579833984,514.14958624672
2317,0,2,101678.875244141,2031.72359408168
2318,0,2,37952.9103393555,946.100443890227
2319,0,2,71514.3283081055,1452.4258675906
2320,0,3,164645.396789551,1981.05673451721
2321,0,2,12015.4705810547,515.549211223586
2322,0,2,55317.1001586914,1253.21252604507
2323,0,2,33016.0087890625,839.703291308574
2324,0,2,156201.531494141,3088.01034634347
2325,0,3,138989.475952148,2788.46072378526
2326,0,2,151483.38067627,1814.90653454989
2327,0,2,170400.458068848,3103.67279714497
2328,0,2,106363.325805664,2069.5620268039
2329,0,2,161872.747802734,3484.39615150474
2330,0,2,135500.329040527,2617.59786952136
2331,0,2,108014.3359375,2449.82259220361
2332,0,2,75422.75,1648.94040471134
2333,0,0,69920.3846435547,1417.54441745354
2334,0,2,73743.9409790039,1485.56619442602
2335,0,2,105879.225891113,2266.29066428059
2336,0,2,100256.679443359,2250.57794510521
2337,0,0,75106.0544433594,1451.86653195681
2338,0,2,92935.4336547852,1898.83014510132
2339,0,2,21100.8638305664,610.949881395543
2340,0,4,16274.8106079102,505.434664993839
2341,0,2,43109.8706054688,989.800068606329
2342,0,4,821347.895385742,4311.54122222796
2343,0,3,340493.942199707,2355.26848573374
2344,0,0,122608.058837891,2695.23873048319
2345,0,1,580456.203674316,4611.95589379556
2346,0,3,356729.934020996,2621.65453233387
2347,0,3,121121.578186035,1819.9833872944
2348,0,2,153383.36138916,2572.17104945524
2349,0,4,43612.9191894531,858.152318959721
2350,0,2,192290.836975098,3506.78471841563
2351,0,0,30132.9643554688,789.92897582107
2352,0,3,2753036.89190674,12530.5366012729
2353,0,3,12232.7081298828,437.747070207729
2354,0,2,90169.6080322266,1990.80126943974
2355,0,3,71854.7263793945,1655.10669816434
2356,0,2,118764.225036621,2463.3533242382
2357,0,6,399278.52130127,2603.54771406556
2358,0,1,140044.495788574,1634.67042165316
2359,0,0,72085.3756103516,1653.71219599693
2360,0,2,138566.431152344,2775.55661897434
2361,0,2,49843.8496704102,966.959042482421
2362,0,2,93994.3428955078,1986.58375100732
2363,0,2,91894.6344604492,1902.67396228845
2364,0,2,62714.9502563477,1465.1702376091
2365,0,2,76581.5848388672,1601.81057829508
2366,0,2,66532.2659912109,1419.86780026265
2367,0,2,107140.161499023,2083.51559592647
2368,0,2,151001.583190918,3056.73986100012
2369,0,2,184545.393371582,3676.84879145949
2370,0,2,103122.590332031,2111.95923908043
2371,0,4,425708.456237793,10001.5117233391
2372,0,3,15713.6817626953,508.323169365247
2373,0,2,66976.7373046875,1369.85921235027
2374,0,2,109881.866027832,2185.91526036724
2375,0,6,891669.94317627,5875.69054051227
2376,0,0,29718.7189941406,704.57425357694
2377,0,2,47506.97265625,1205.09138985776
2378,0,3,594153.536010742,3613.77806078549
2379,0,2,115043.331420898,2087.56963895338
2380,0,2,82657.3842163086,1790.6244388682
2381,0,2,38376.2014770508,770.537682865585
2382,0,2,83308.1220092773,1812.8395541199
2383,0,3,33008.0404052734,784.246266048371
2384,0,2,58297.2152709961,1207.29256363666
2385,0,3,84795.3096923828,1182.59550551272
2386,0,4,673426.746765137,3985.34018049998
2387,0,2,84649.7477416992,1744.41149731127
2388,0,2,160662.832702637,3388.09812056134
2389,0,2,119915.759887695,2592.44252274759
2390,0,2,520935.282714844,7074.28838081746
2391,0,2,24297.690246582,683.687625660118
2392,0,2,108083.436767578,1372.77686869172
2393,0,7,1106957.86291504,4982.82316760417
2394,0,1,189736.264648438,1966.40541183222
2395,0,1,207888.555053711,1886.26328599266
2396,0,3,579843.516357422,3843.86193198584
2397,0,2,300786.211853027,5679.75843118699
2398,0,2,467168.121826172,6650.91380849851
2399,0,3,92280.0896606445,1714.49246706777
2400,0,0,28307.0861816406,696.896794246584
2401,0,2,83360.0093383789,1701.47734910387
2402,0,2,60831.1028442383,1354.89434161181
2403,0,2,197050.371459961,3785.11584706747
2404,0,2,46800.1442871094,986.075008671787
2405,0,2,70824.8676757813,1488.68577985687
2406,0,2,159089.372070313,3049.85102460241
2407,0,2,83217.9227294922,1778.0118328233
2408,0,2,29606.8662109375,784.513899766636
2409,0,3,85064.5017089844,1379.7648804513
2410,0,6,8770311.16711426,13018.8292230063
2411,0,2,104756.58001709,2226.23314008434
2412,0,2,174919.331359863,3295.47190641999
2413,0,0,12844.6910400391,456.808861276006
2414,0,2,28990.6596679688,761.8603268031
2415,0,2,77332.3336791992,1104.68687848963
2416,0,2,218346.125671387,4075.45171754444
2417,0,2,141566.476013184,2539.96113812202
2418,0,2,39980.1534423828,1025.00549413029
2419,0,2,109559.51940918,2064.04650917091
2420,0,0,110470.325439453,2039.03116586222
2421,0,2,179035.39440918,3035.86772594176
2422,0,2,61692.2593994141,1338.04089307358
2423,0,6,193803.497253418,1820.98340419933
2424,0,2,84396.6416015625,1499.14663719155
2425,0,2,105242.52142334,2050.12923930957
2426,0,2,207726.755981445,3771.37062538152
2427,0,2,75680.6951293945,1435.48325108068
2428,0,2,107383.307189941,2244.51709122247
2429,0,2,48580.64453125,1159.58677016027
2430,0,2,76620.8176879883,1692.28146271078
2431,0,2,97450.9345092773,2140.60909061978
2432,0,2,54676.5866699219,1337.98098253819
2433,0,2,207919.516845703,2318.18150202273
2434,0,2,112111.17755127,2186.92380396521
2435,0,6,1121367.58880615,5905.68943334605
2436,0,2,134219.751342773,2349.15724189988
2437,0,2,151054.573120117,3015.22398161048
2438,0,2,121045.909240723,2316.13039214919
2439,0,2,88761.3450317383,1936.55286304795
2440,0,0,119988.342590332,2692.8425352693
2441,0,2,48415.3107299805,1133.42172931628
2442,0,2,101428.010437012,1945.42378540646
2443,0,2,93555.3690795898,1741.18047371819
2444,0,2,50020.7737426758,1129.70063926387
2445,0,3,12194.4828491211,437.067990172911
2446,0,2,150542.909057617,2556.86715655766
2447,0,2,57489.5610961914,1267.10164821377
2448,0,6,340027.988098145,2347.45583612222
2449,0,2,58686.6538696289,1169.19406843126
2450,0,4,1098573.17492676,5092.28795368302
2451,0,2,272986.438720703,4072.20000716766
2452,0,2,128460.01184082,2567.06112370877
2453,0,3,35997.3544311523,804.239622527741
2454,0,2,557986.011108398,10591.491548459
2455,0,2,165716.108642578,1915.78588538016
2456,0,0,89404.5703735352,2009.0462232651
2457,0,2,179597.147033691,3487.80780165732
2458,0,2,113483.995117188,2715.02388864055
2459,0,2,679874.579284668,10346.1599947435
2460,0,2,117595.585449219,1526.62870955291
2461,0,2,53509.1221923828,1235.38666962147
2462,0,2,54167.8071899414,1277.46585037633
2463,0,2,111615.578735352,2195.74110801197
2464,0,2,56435.9987792969,1247.31740888778
2465,0,2,161685.536376953,3102.44883985284
2466,0,2,184521.689880371,3727.52743030838
2467,0,0,119920.012695313,2693.89329747572
2468,0,0,142684.42956543,2966.61784533975
2469,0,4,745024.797668457,3623.78329804809
2470,0,0,149955.4140625,1599.76262797099
2471,0,2,38469.3328857422,891.03775562521
2472,0,6,55489.8518676758,1171.95081595052
2473,0,2,41943.3087158203,958.172969505989
2474,0,2,141966.372497559,2662.65642091657
2475,0,3,67099.0381469727,1385.46186355386
2476,0,0,111527.498291016,2527.34849877642
2477,0,4,135647.927490234,1794.56911136407
2478,0,2,158550.274719238,2751.19162198667
2479,0,0,120700.533203125,2697.96340945373
2480,0,0,159950.36529541,1599.76389099061
2481,0,2,115790.868408203,2224.91565456128
2482,0,4,0.0086669921875,0.46918756698619
2483,0,2,106866.30078125,2077.77913774105
2484,0,2,37960.7408447266,1018.9931745473
2485,0,7,128191.588867188,2822.19144447434
2486,0,2,79187.3116455078,1607.89832666921
2487,0,2,112198.403381348,2269.85167198246
2488,0,0,253399.40246582,2340.80528247682
2489,0,7,101439.236328125,1432.96521070927
2490,0,2,66013.6327514648,1242.62255850027
2491,0,0,307866.956665039,3789.43948338992
2492,0,2,37429.5765380859,931.379944495938
2493,0,3,80149.5230712891,1689.14911025643
2494,0,2,71602.2263183594,1629.72954225632
2495,0,4,71228.0391845703,1284.80699560534
2496,0,2,53769.0816650391,1242.70445630207
2497,0,2,154278.813293457,3271.0602771225
2498,0,4,343765.50012207,2434.12672389604
2499,0,3,690216.329345703,4314.16513105976
2500,0,4,928587.34967041,4719.30382513181
2501,0,2,161063.902648926,2993.26076510712
2502,0,2,67546.6513061523,1507.97278241039
2503,0,2,12694.0604248047,451.316163610226
2504,0,2,67040.6911010742,1348.05646706353
2505,0,2,62823.7849731445,1314.52670018356
2506,0,3,406218.264831543,2555.15566357601
2507,0,2,71311.6511230469,1436.72176579931
2508,0,2,309321.322570801,5386.55792752989
2509,0,0,65019.0217895508,1458.74076370653
2510,0,2,82401.0687866211,1671.72295550386
2511,0,2,96149.8788452148,1824.88811325635
2512,0,7,137697.101013184,1501.1258386336
2513,0,2,138024.585693359,2698.266558993
2514,0,2,127111.102905273,2478.04245961299
2515,0,2,144347.466430664,1721.33020212584
2516,0,2,156913.309997559,3134.2262946054
2517,0,0,34338.2624511719,796.59444935597
2518,0,1,5411117.60528564,23362.6355957756
2519,0,2,94651.6016845703,1984.9345465072
2520,0,2,100128.526428223,2249.51249911432
2521,0,2,150071.990905762,2916.96207805568
2522,0,2,100883.67010498,1349.25837307927
2523,0,2,66160.4004516602,1465.90217339623
2524,0,0,49984.7075805664,1049.84434781788
2525,0,2,24098.4984741211,655.671124476357
2526,0,0,50643.4586791992,1126.89610584511
2527,0,2,63366.4913330078,1457.37580566939
2528,0,2,59501.5762329102,1322.09328608683
2529,0,4,3775.27014160156,328.262346613574
2530,0,0,141523.116638184,3037.03472423289
2531,0,2,52384.2132568359,1154.05578416064
2532,0,2,82198.9440307617,1788.53965337416
2533,0,3,566454.408569336,3355.9080109059
2534,0,2,158974.499572754,2704.77327288265
2535,0,2,52050.6864013672,1164.79196291763
2536,0,0,19416.7939453125,551.710630686082
2537,0,1,400406.028076172,2504.77849248109
2538,0,0,119516.930236816,1889.66817561986
2539,0,1,677580.931884766,8110.61025804424
2540,0,3,119047.426208496,2245.6324045904
2541,0,2,159224.601379395,3107.68897124119
2542,0,2,86567.4625854492,1770.13779725845
