id,obsdate,asm(double precision),asmdoneone(double precision),asmd(double precision),asmddoneone(double precision),asmi(double precision),asmidoneone(double precision),rpm(double precision),rpmdoneone(double precision),rpmd(double precision),rpmddoneone(double precision),rpmi(double precision),rpmidoneone(double precision),loadfactor(double precision),loadfactordoneone(double precision),loadfactord(double precision),loadfactorddoneone(double precision),loadfactori(double precision),loadfactoridoneone(double precision),enplanei(double precision),enplaneidoneone(double precision),enplaned(double precision),enplaneddoneone(double precision),enplane(double precision),enplanedoneone(double precision),airrpmtsi(double precision),airrpmtsidoneone(double precision),airrtmfm(double precision),airrtmfmdoneone(double precision),railfrtcarloads(long),railfrtcarloadsdoneone(long),railfrtintermodal(long),railfrtintermodaldoneone(long),railpm(double precision),railpmdoneone(double precision),transit(double precision),transitdoneone(double precision),petroleum(double precision),petroleumdoneone(double precision),naturalgas(double precision),naturalgasdoneone(double precision),waterborne(double precision),waterbornedoneone(double precision),truckdoneone(double precision),vmt(double precision),vmtdoneone(double precision),tsifreight(double precision),tsifreightc(double precision),tsipassenger(double precision),tsipassengerc(double precision),tsitotal(double precision),tsitotalc(double precision),indpro(double precision),manuf(double precision),invtosales(double precision),idxairrpm(double precision),idxairrtmfm(double precision),idxrailfrtcarloads(double precision),idxrailfrtintermodal(double precision),idxrailpm(double precision),idxtransitdoneone(double precision),idxpetroleumdoneone(double precision),idxnaturalgasdoneone(double precision),idxwaterbornedoneone(double precision),idxtruckdoneone(double precision)
SATD20008,08/01/2009,86680535.0,80498810.0,59356993.0,55962053.0,27323542.0,24536758.0,73607921.0,65646761.0,50467291.0,45864934.0,23140630.0,19781827.0,84.9,81.5,85.0,82.0,84.7,80.6,8464.0,7251.0,56568.0,53123.0,65032.0,60374.0,74614772.0,66386834.0,2612420.0,2644945.0,1236764,1164244,869310,815849,582302101.0,512503726.0,825429.0,838606.0,188445.0,184457.0,1736.5,1906.0,42.7,39.9,78.0,260297.0,246986.0,99.2,0.8,110.7,1.0,102.8,0.9,93.458899375,104.72672758,1.37,1.125,1.0303,0.8321,1.0686,1.0995,1.065,0.8246,1.0174,0.8079,1.0407
SATD200909,09/01/2009,75867784.0,78547936.0,52447290.0,54505120.0,23420494.0,24042816.0,60512481.0,64308238.0,41656740.0,45105831.0,18855741.0,19202407.0,79.8,81.9,79.4,82.8,80.5,79.9,6443.0,7182.0,48235.0,51562.0,54678.0,58744.0,61435354.0,65513390.0,2747556.0,2753324.0,1180775,1165783,847217,825332,462787005.0,496897379.0,875511.0,843911.0,195970.0,196566.0,1575.0,1962.7,33.3,37.2,78.4,241970.0,246455.0,99.7,0.5,109.9,-0.7,102.9,0.1,94.24447225,107.01627641,1.41,1.1102,1.0725,0.8332,1.081,1.0661,1.0717,0.8787,1.0477,0.753,1.0471
SATD200910,10/01/2009,77095147.0,77708818.0,54453812.0,54457622.0,22641335.0,23251195.0,63325757.0,64178909.0,44781576.0,45049258.0,18544181.0,19129651.0,82.1,82.6,82.2,82.7,81.9,82.3,6530.0,7137.0,52279.0,51474.0,58809.0,58611.0,64274740.0,65181214.0,3045702.0,2858165.0,1220057,1149890,914752,842613,493132875.0,501218605.0,917949.0,849432.0,188100.0,187469.0,1666.5,1954.9,36.5,33.9,77.9,252209.0,244074.0,98.6,-1.1,109.8,-0.1,102.1,-0.8,94.446529101,108.11136493,1.41,1.1046,1.1133,0.8219,1.1036,1.0753,1.0788,0.838,1.0435,0.6862,1.0401
SATD200911,11/01/2009,73745383.0,78295517.0,52483166.0,54595185.0,21262217.0,23700332.0,58170882.0,63361694.0,41573018.0,44211672.0,16597864.0,19150022.0,78.9,80.9,79.2,81.0,78.1,80.8,6250.0,7140.0,48585.0,50738.0,54835.0,57879.0,59011015.0,64318198.0,3052858.0,2896007.0,1169623,1183594,853396,868377,498855768.0,511218467.0,830535.0,852132.0,203418.0,202062.0,1776.2,1823.8,42.1,39.8,79.3,237264.0,246232.0,101.4,2.8,109.0,-0.7,103.7,1.6,94.840933719,110.32381496,1.4,1.0899,1.1281,0.846,1.1374,1.0968,1.0822,0.9033,0.9736,0.8065,1.0587
SATD200921,12/01/2009,77629338.0,78724113.0,54631266.0,54790040.0,22998072.0,23934074.0,62377082.0,64983781.0,43650676.0,45356022.0,18726406.0,19627759.0,80.4,82.5,79.9,82.8,81.4,82.0,7152.0,7321.0,49793.0,51836.0,56945.0,59157.0,63231672.0,65951390.0,3127833.0,2942880.0,1095082,1150635,810958,869516,537980573.0,528027966.0,815176.0,844333.0,200540.0,192885.0,2491.9,1984.3,37.4,38.5,80.1,239593.0,244784.0,101.8,0.4,110.5,1.4,104.5,0.8,95.183340792,111.60965163,1.39,1.1176,1.1463,0.8224,1.1389,1.1329,1.0723,0.8623,1.0593,0.7796,1.0697
STD201001,01/01/2010,77531488.0,80419449.0,53795979.0,56196525.0,23735509.0,24222924.0,58655574.0,64886665.0,40301481.0,45325866.0,18354093.0,19560798.0,75.7,80.7,74.9,80.7,77.3,80.8,7050.0,7346.0,45502.0,51489.0,52552.0,58835.0,59651062.0,66083433.0,2628608.0,2898296.0,1160442,1181040,874628,893306,440854078.0,527408941.0,788830.0,842129.0,200332.0,198111.0,2809.8,2008.3,39.8,41.9,80.5,220839.0,242519.0,103.3,1.5,110.6,0.1,105.5,1.0,96.220918368,113.13963449,1.39,1.1199,1.1289,0.8441,1.17,1.1315,1.0695,0.8856,1.072,0.8486,1.0746
SATD201002,02/01/20a10,68557029.0,78515704.0,47817558.0,54626885.0,20739471.0,23888819.0,52438942.0,63894643.0,36997641.0,44190070.0,15441301.0,19704573.0,76.5,81.4,77.4,80.9,74.5,82.5,6241.0,7392.0,42441.0,50382.0,48682.0,57775.0,53240066.0,65547015.0,2564858.0,2980148.0,1091829,1215943,801194,894360,405905875.0,522430976.0,746114.0,815112.0,183802.0,203818.0,2481.0,2038.8,41.0,45.0,81.5,210635.0,241803.0,105.4,2.0,108.9,-1.5,106.4,0.9,96.561059988,112.5268418,1.4,1.1108,1.1608,0.8691,1.1714,1.1208,1.0352,0.9111,1.0884,0.9117,1.0881
SATD201003,03/01/2010,81417138.0,79608822.0,57080673.0,55252213.0,24336465.0,24356608.0,67304853.0,65625670.0,47619593.0,45542079.0,19685260.0,20083591.0,82.7,82.4,83.4,82.4,80.9,82.5,7795.0,7500.0,54424.0,51786.0,62219.0,59285.0,68307090.0,66551708.0,3056955.0,2855510.0,1279724,1239812,909992,918550,538675366.0,536727931.0,893899.0,841461.0,200331.0,203318.0,2142.9,1919.5,46.8,47.0,81.8,254238.0,248076.0,105.6,0.2,111.1,2.0,107.3,0.8,97.247168678,114.72415762,1.37,1.1278,1.1123,0.8861,1.2031,1.1515,1.0686,0.9089,1.0246,0.9514,1.092
SATD201004,04/01/210,78459014.0,78981745.0,55280658.0,55549432.0,23178356.0,23432313.0,64062751.0,64123890.0,45662026.0,45241908.0,18400725.0,18881982.0,81.7,81.2,82.6,81.4,79.4,80.6,7161.0,7153.0,52498.0,51497.0,59659.0,58649.0,64953251.0,64964071.0,2990288.0,2992984.0,1260954,1260731,892456,905238,520013629.0,531234776.0,869986.0,846337.0,208861.0,214317.0,1691.8,1841.7,47.4,48.0,82.1,253936.0,249112.0,106.5,0.9,109.5,-1.4,107.4,0.1,97.602197562,115.72701314,1.36,1.1009,1.1658,0.9011,1.1857,1.1397,1.0748,0.9581,0.9832,0.9711,1.0956
SATD201005,05/01/2010,82596331.0,80842503.0,56898076.0,55950220.0,25698255.0,24892283.0,67970934.0,65921410.0,46953592.0,45657928.0,21017342.0,20263482.0,82.3,81.5,82.5,81.6,81.8,81.4,7626.0,7488.0,53842.0,52203.0,61468.0,59692.0,68850905.0,66640167.0,3123899.0,3109664.0,1272845,1246716,952718,930225,544408276.0,525675776.0,853057.0,848493.0,206845.0,201463.0,1617.3,1982.7,47.6,47.2,81.6,256927.0,247042.0,106.5,0.0,111.5,1.8,108.1,0.7,98.938922842,115.30496859,1.38,1.1293,1.2113,0.8911,1.2184,1.1278,1.0776,0.9006,1.0584,0.9553,1.0893
SATD201006,06/01/2010,85383747.0,81120557.0,58353240.0,55840919.0,27030507.0,25279638.0,73591283.0,66564031.0,50387612.0,45885276.0,23203671.0,20678755.0,86.2,82.1,86.3,82.2,85.8,81.8,8322.0,7666.0,56690.0,52314.0,65012.0,59980.0,74474551.0,67594174.0,3083661.0,3101792.0,1215864,1239132,947437,949458,604206171.0,542073066.0,842674.0,839426.0,195446.0,193875.0,1649.5,2010.9,48.6,47.9,81.6,260083.0,247723.0,106.6,0.1,112.2,0.6,108.3,0.2,99.171509373,115.38292404,1.4,1.1455,1.2082,0.8857,1.2436,1.163,1.066,0.8667,1.0735,0.9686,1.0896
SAT2D01007,07/01/2010,90033029.0,81347403.0,61069832.0,55984371.0,28963197.0,25363032.0,78192819.0,66622128.0,53095877.0,45985870.0,25096942.0,20636258.0,86.8,81.9,86.9,82.1,86.7,81.4,9292.0,7615.0,59143.0,52407.0,68435.0,60022.0,79304441.0,67452213.0,3069914.0,3096795.0,1244915,1247890,983066,961703,669880427.0,566133244.0,819152.0,838846.0,208611.0,205068.0,1825.8,2027.2,47.4,46.7,82.0,265315.0,249293.0,107.1,0.5,112.1,-0.1,108.6,0.3,99.543690974,116.52541405,1.41,1.1431,1.2063,0.8919,1.2596,1.2146,1.0653,0.9167,1.0822,0.9449,1.0941
SATD201008,08/01/2010,88740810.0,82074542.0,60357986.0,56564758.0,28382824.0,25509783.0,75714090.0,67326427.0,51439494.0,46586125.0,24274596.0,20740302.0,85.3,82.0,85.2,82.4,85.5,81.3,8883.0,7659.0,57371.0,53224.0,66254.0,60884.0,76741308.0,68259808.0,3056160.0,3082550.0,1310410,1238555,1040147,978634,597056638.0,525321583.0,844979.0,840637.0,215385.0,211685.0,1878.9,2062.9,49.1,46.8,81.4,263837.0,249208.0,106.9,-0.2,113.0,0.8,108.8,0.2,99.911881062,116.87778412,1.41,1.1567,1.2007,0.8852,1.2818,1.127,1.0676,0.9463,1.1012,0.9466,1.0872
SADT201009,09/01/2010,79616525.0,82366170.0,54729819.0,56853040.0,24886706.0,25513130.0,64494149.0,68013785.0,43694606.0,46997576.0,20799543.0,21016209.0,81.0,82.6,79.8,82.7,83.6,82.4,7047.0,7751.0,50305.0,53494.0,57352.0,61245.0,65341293.0,68612582.0,3086870.0,3107489.0,1271475,1254727,995071,974008,497091526.0,532254438.0,864777.0,834204.0,206128.0,205307.0,1637.5,2028.2,46.9,47.3,82.1,244682.0,249084.0,107.4,0.5,113.1,0.1,109.2,0.4,100.18351969,118.46773272,1.41,1.1627,1.2104,0.8968,1.2757,1.1419,1.0594,0.9178,1.0827,0.9567,1.0955
SATD201010,10/01/2010,82105210.0,82853440.0,56731955.0,56890419.0,25373255.0,25963021.0,68199554.0,69012729.0,47283498.0,47515264.0,20916056.0,21497465.0,83.1,83.3,83.3,83.5,82.4,82.8,7298.0,7978.0,54826.0,53934.0,62124.0,61912.0,69071626.0,69961162.0,3315367.0,3130798.0,1322853,1255109,1043430,968075,531024449.0,542219207.0,888591.0,835474.0,209033.0,208216.0,1664.9,1953.6,51.0,46.7,83.2,256395.0,249386.0,108.0,0.6,114.7,1.4,110.1,0.8,99.910586517,119.69046259,1.4,1.1856,1.2195,0.8971,1.268,1.1633,1.061,0.9308,1.0429,0.9457,1.1101
SATD201011,11/01/2010,77714960.0,82868740.0,54609536.0,56938598.0,23105424.0,25930142.0,62471217.0,68318536.0,44351351.0,47173951.0,18119866.0,21144585.0,80.4,82.4,81.2,82.9,78.4,81.5,6737.0,7788.0,51420.0,53531.0,58157.0,61318.0,63334293.0,68963143.0,3238034.0,3080756.0,1227151,1237683,951816,961799,528519429.0,540377159.0,837848.0,843278.0,206410.0,204915.0,1973.3,2003.3,46.7,46.7,82.9,239579.0,247614.0,107.5,-0.5,113.9,-0.7,109.5,-0.5,99.978981629,121.08737864,1.38,1.1687,1.2,0.8846,1.2597,1.1593,1.0709,0.916,1.0694,0.9447,1.1063
SATD201012,12/01/2010,80443268.0,81877653.0,55745548.0,55998195.0,24697720.0,25879458.0,64946702.0,67263877.0,45067193.0,46478222.0,19879509.0,20785655.0,80.7,82.2,80.8,83.0,80.5,80.3,7507.0,7657.0,51076.0,52366.0,58583.0,60023.0,65797943.0,68143403.0,3301087.0,3090577.0,1195311,1245056,909186,963993,558069744.0,542562000.0,812769.0,838975.0,214444.0,207409.0,2714.1,2153.1,44.8,46.0,84.0,240800.0,245054.0,109.0,1.4,112.8,-1.0,110.1,0.5,100.94654591,123.8340948,1.38,1.1548,1.2038,0.8899,1.2626,1.164,1.0655,0.9272,1.1494,0.9308,1.1211
SATD201101,01/01/2011,79340800.0,82852282.0,53804569.0,56688956.0,25536231.0,26163326.0,60720980.0,67804179.0,41187427.0,46777122.0,19533553.0,21027057.0,76.5,81.8,76.6,82.5,76.5,80.4,7386.0,7687.0,46305.0,53122.0,53691.0,60809.0,61630362.0,68591523.0,2872137.0,3145818.0,1254585,1273145,943869,973686,456336772.0,548878980.0,793606.0,849526.0,203264.0,202164.0,2888.6,2070.4,44.9,47.1,85.3,223790.0,246965.0,110.2,1.1,113.8,0.9,111.3,1.1,100.73639816,126.5262707,1.37,1.1624,1.2254,0.91,1.2753,1.1776,1.0789,0.9037,1.1052,0.9536,1.1389
SATD201102,02/01/2011,71889049.0,82662973.0,49106336.0,56349139.0,22782713.0,26313835.0,54492725.0,66699872.0,38285135.0,45911706.0,16207590.0,20788166.0,75.8,80.7,78.0,81.5,71.1,79.0,6420.0,7644.0,43658.0,52005.0,50078.0,59649.0,55391206.0,68091363.0,2662372.0,3095351.0,1146300,1267259,886140,991145,436196722.0,553987996.0,780318.0,848292.0,184456.0,205662.0,2452.4,2028.4,43.0,47.2,84.8,213463.0,245208.0,109.7,-0.5,113.2,-0.5,110.7,-0.5,100.33271597,126.5117076,1.36,1.1539,1.2057,0.9058,1.2982,1.1885,1.0773,0.9194,1.0828,0.9545,1.132
SATD201103,03/01/2011,85571961.0,83446367.0,59209949.0,57098022.0,26362012.0,26348345.0,69104312.0,67172578.0,48992222.0,46656536.0,20112090.0,20516043.0,80.8,80.5,82.7,81.7,76.3,77.9,7929.0,7630.0,55649.0,53021.0,63578.0,60650.0,70158268.0,68251292.0,3410298.0,3181794.0,1320070,1284360,983115,985130,566357389.0,573962769.0,907771.0,854434.0,199587.0,201652.0,2230.5,2009.9,44.9,44.9,86.9,253124.0,246519.0,111.1,1.3,113.7,0.4,111.9,1.1,101.38226808,130.63934894,1.36,1.1566,1.2394,0.918,1.2903,1.2314,1.0851,0.9014,1.0729,0.9091,1.1599
SATD201104,04/01/2011,82712741.0,83389812.0,56686515.0,57117893.0,26026226.0,26271919.0,66733086.0,67254757.0,46567367.0,46529545.0,20165719.0,20725212.0,80.7,80.7,82.1,81.5,77.5,78.9,7672.0,7714.0,52859.0,52579.0,60531.0,60293.0,67683559.0,68389907.0,3179047.0,3209584.0,1264678,1270320,981463,994162,572508869.0,573275369.0,856803.0,849735.0,192833.0,198303.0,1825.0,2002.3,45.4,46.0,86.1,249578.0,245553.0,110.6,-0.5,113.7,0.0,111.5,-0.4,101.03112283,130.45859509,1.35,1.1589,1.2502,0.9079,1.3021,1.2299,1.0791,0.8865,1.0689,0.9308,1.1493
SATD201105,05/01/2011,84747977.0,82697926.0,57969810.0,56769824.0,26778167.0,25928103.0,70797151.0,68372956.0,49026670.0,47387911.0,21770481.0,20985045.0,83.5,82.7,84.6,83.5,81.3,80.9,7871.0,7772.0,55982.0,53636.0,63853.0,61408.0,71711448.0,69219149.0,3082305.0,3087202.0,1276671,1253370,1021055,1004381,584806522.0,562040687.0,880563.0,859516.0,206363.0,201222.0,1667.4,2035.2,42.9,42.5,84.8,254083.0,243131.0,108.7,-1.7,115.0,1.1,110.7,-0.7,101.17708275,130.00799543,1.36,1.173,1.2025,0.8958,1.3155,1.2058,1.0916,0.8995,1.0864,0.8599,1.1326
SATD201106,06/01/2011,87793502.0,82999841.0,59955636.0,57029615.0,27837866.0,25970226.0,75121815.0,67724665.0,51552209.0,46859582.0,23569606.0,20865083.0,85.6,81.6,86.0,82.2,84.7,80.3,8465.0,7673.0,57779.0,53386.0,66244.0,61059.0,76057910.0,68586363.0,3080023.0,3050098.0,1229632,1252454,996622,992074,595163810.0,530208082.0,861412.0,860490.0,206682.0,204053.0,1657.3,2020.5,47.9,47.2,86.4,258350.0,245757.0,110.5,1.7,114.2,-0.7,111.6,0.8,101.44677956,130.79697316,1.35,1.1623,1.1881,0.8952,1.2994,1.1375,1.0928,0.9122,1.0786,0.9553,1.1537
SATD201107,07/01/2011,92505514.0,83295836.0,62492261.0,57161776.0,30013253.0,26134059.0,80361588.0,68461099.0,54459011.0,47257646.0,25902577.0,21203453.0,86.9,82.2,87.1,82.7,86.3,81.1,9600.0,7853.0,60310.0,53689.0,69910.0,61542.0,81423231.0,69519701.0,3059306.0,3098469.0,1234426,1234734,997012,982031,632786423.0,531019566.0,824766.0,862187.0,206071.0,202538.0,1890.5,2089.6,49.9,49.3,85.6,260175.0,245196.0,110.4,-0.1,115.3,1.0,111.9,0.3,101.96114532,131.66105083,1.35,1.1781,1.2069,0.8825,1.2862,1.1393,1.095,0.9054,1.1154,0.997,1.1427
SATD201108,08/01/2011,89054159.0,82295423.0,60248867.0,56388548.0,28805292.0,25906876.0,76193082.0,67831186.0,51570695.0,46789180.0,24622387.0,21042007.0,85.6,82.4,85.6,83.0,85.5,81.2,8895.0,7711.0,57404.0,53110.0,66299.0,60821.0,77247896.0,68809159.0,3063273.0,3072258.0,1312456,1241989,1045925,983843,581116991.0,509134938.0,843294.0,822906.0,201630.0,197388.0,1891.8,2080.2,50.9,48.6,86.6,260526.0,244641.0,110.9,0.5,112.7,-2.3,111.4,-0.4,102.62103948,131.90805254,1.36,1.166,1.1967,0.8877,1.2886,1.0923,1.0451,0.8824,1.1104,0.9842,1.1561
SATD201109,09/01/2011,80009494.0,82671587.0,54480417.0,56596623.0,25529077.0,26074964.0,65499304.0,68524891.0,44580293.0,47562460.0,20919011.0,20962431.0,81.9,82.9,81.8,84.0,81.9,80.4,7086.0,7746.0,50982.0,53263.0,58068.0,61009.0,66345318.0,69088254.0,3013752.0,3045004.0,1280972,1263561,1014029,989354,509094731.0,540737766.0,891667.0,857703.0,206653.0,204809.0,1655.6,2043.4,47.7,47.9,87.3,242062.0,245393.0,111.5,0.5,114.7,1.8,112.4,0.9,102.56375588,131.52712736,1.35,1.1708,1.1861,0.9031,1.2958,1.1601,1.0893,0.9156,1.0908,0.9702,1.1649
SATD201110,10/01/2011,81575563.0,82467264.0,56160274.0,56455205.0,25415289.0,26012059.0,67300832.0,68627410.0,46972410.0,47599069.0,20328422.0,21028341.0,82.5,83.2,83.6,84.3,80.0,80.8,7079.0,7737.0,54124.0,53957.0,61203.0,61693.0,68177919.0,69427216.0,3174452.0,3002507.0,1345498,1279718,1079741,1004551,543403112.0,560699859.0,919419.0,867211.0,204330.0,203549.0,1744.5,2044.9,52.1,47.8,87.5,251906.0,245952.0,111.7,0.2,115.5,0.7,112.8,0.4,103.27133243,132.4603084,1.34,1.1765,1.1695,0.9147,1.3157,1.2029,1.1013,0.9099,1.0916,0.967,1.1678
SATD201111,11/01/2011,76327628.0,81568359.0,53639821.0,56054612.0,22687807.0,25513747.0,62528875.0,68156235.0,44780150.0,47370801.0,17748725.0,20785434.0,81.9,83.6,83.5,84.5,78.2,81.5,6611.0,7701.0,51660.0,53557.0,58271.0,61258.0,63492941.0,69212844.0,3141029.0,3012724.0,1257921,1267571,989342,1004895,552477847.0,564658247.0,862730.0,869370.0,205155.0,204532.0,2031.9,2037.9,47.0,46.9,88.2,238535.0,246579.0,112.0,0.3,115.4,-0.1,113.0,0.2,103.28902454,133.35494003,1.35,1.1729,1.1735,0.906,1.3162,1.2114,1.1041,0.9143,1.0879,0.9498,1.1777
SATD201112,120/1/2011,81142502.0,82794771.0,56330879.0,56758629.0,24811623.0,26036142.0,65500668.0,68024808.0,45673434.0,47271868.0,19827234.0,20752940.0,80.7,82.2,81.1,83.3,79.9,79.7,7535.0,7701.0,51535.0,53480.0,59070.0,61181.0,66595644.0,69227017.0,3261313.0,3057261.0,1268018,1310110,977960,1018596,557374424.0,543650586.0,839221.0,879291.0,204292.0,197946.0,2541.9,2010.9,45.9,47.0,91.7,244810.0,249896.0,115.1,2.8,115.8,0.3,115.2,1.9,103.79519152,133.64477441,1.35,1.1731,1.1909,0.9364,1.3341,1.1664,1.1167,0.8849,1.0734,0.9522,1.2242
oSATD201201,01/01/2012,78692868.0,82490268.0,53426995.0,56394291.0,25265873.0,26095977.0,61076689.0,68077630.0,41673200.0,47076843.0,19403489.0,21000787.0,77.6,82.5,78.0,83.5,76.8,80.5,7361.0,7716.0,47081.0,53320.0,54442.0,61036.0,61940192.0,68972029.0,2669174.0,2882269.0,1267256,1284096,977417,1010317,463005361.0,555107283.0,842815.0,883090.0,204812.0,205281.0,2756.2,1988.4,45.7,47.9,87.7,227527.0,249790.0,111.4,-3.2,115.7,-0.1,112.7,-2.2,104.43210751,135.5134209,1.34,1.1688,1.1227,0.9178,1.3233,1.1909,1.1215,0.9177,1.0614,0.9696,1.1705
SATD201202,0201/2012,74994689.0,83479431.0,51244944.0,56874009.0,23749745.0,26605422.0,57448037.0,68074627.0,40440608.0,46947280.0,17007429.0,21127347.0,76.6,81.5,78.9,82.5,71.6,79.4,6701.0,7763.0,46405.0,53491.0,53106.0,61255.0,58243799.0,69761979.0,2809512.0,3151878.0,1167610,1237354,925371,1001284,461139329.0,573065646.0,859341.0,888618.0,182427.0,194354.0,2500.7,2000.5,43.6,48.0,88.4,218196.0,250746.0,112.0,0.5,116.9,1.0,113.5,0.7,104.75380187,136.49143347,1.34,1.1822,1.2277,0.8844,1.3115,1.2295,1.1285,0.8688,1.0679,0.9715,1.1796
SATD201203,03/01/2012,85281469.0,83198945.0,58846030.0,56826947.0,26435439.0,26371997.0,70799480.0,68773381.0,49693743.0,47322563.0,21105737.0,21450818.0,83.0,82.7,84.4,83.3,79.8,81.3,8262.0,7873.0,56200.0,53496.0,64462.0,61369.0,71696205.0,69568348.0,3307453.0,3105063.0,1244739,1215239,1025735,1021404,544100123.0,548319158.0,913305.0,874541.0,194737.0,195132.0,2127.8,1917.9,47.1,47.0,89.2,256166.0,249737.0,111.9,-0.1,116.0,-0.8,113.1,-0.4,104.20793552,136.0893775,1.34,1.1789,1.2095,0.8686,1.3378,1.1764,1.1106,0.8723,1.0238,0.9512,1.1912
SATD201204,04/01/2012,82144193.0,82772168.0,56495334.0,56798740.0,25648859.0,25973428.0,67807033.0,68644318.0,47240812.0,47364242.0,20566221.0,21280076.0,82.5,82.9,83.6,83.4,80.2,81.9,7804.0,7841.0,53691.0,53674.0,61495.0,61515.0,68669276.0,69432092.0,2990274.0,3020269.0,1192250,1204120,1015261,1035314,585609840.0,587337644.0,869426.0,863816.0,190796.0,195931.0,1953.1,2155.8,46.9,47.6,88.6,249394.0,246547.0,112.1,0.2,115.5,-0.4,113.1,0.0,104.9666466,135.49743004,1.36,1.1766,1.1765,0.8606,1.356,1.2601,1.097,0.8759,1.1508,0.9638,1.1825
SATD201205,05/01/2012,85193744.0,82936177.0,58102685.0,56800538.0,27091059.0,26135639.0,71155609.0,68379958.0,49075105.0,47165462.0,22080504.0,21214496.0,83.5,82.4,84.5,83.0,81.5,81.2,7930.0,7843.0,55749.0,53267.0,63679.0,61110.0,71887545.0,69120711.0,3126142.0,3108710.0,1237395,1218252,1048915,1029977,594778477.0,570537810.0,899825.0,863665.0,204268.0,198869.0,1873.8,2278.1,48.3,47.8,88.4,260774.0,248096.0,113.0,0.8,115.1,-0.3,113.6,0.4,105.18671919,135.5905197,1.38,1.1713,1.2109,0.8707,1.349,1.2241,1.0968,0.889,1.2161,0.967,1.1806
SATD201206,06/01/2012,87828881.0,82843339.0,59980866.0,57024362.0,27848015.0,25818977.0,76014162.0,68430926.0,51958870.0,47320065.0,24055292.0,21110860.0,86.5,82.6,86.6,83.0,86.4,81.8,8706.0,7844.0,57903.0,53518.0,66609.0,61362.0,76760765.0,69199729.0,3091102.0,3092510.0,1216288,1236804,1057111,1041472,642263746.0,576667680.0,851240.0,864763.0,207446.0,204158.0,1868.4,2278.0,46.3,45.7,89.5,260376.0,247577.0,113.8,0.7,115.2,0.1,114.2,0.5,105.17129254,132.82324386,1.4,1.1727,1.2046,0.884,1.3641,1.2372,1.0982,0.9127,1.216,0.9259,1.1952
SATD20a1207,07/01/2012,91937381.0,82596442.0,62452540.0,56877023.0,29484841.0,25719419.0,79640786.0,68328502.0,54239650.0,47368834.0,25401136.0,20959668.0,86.6,82.7,86.8,83.3,86.1,81.5,9499.0,7800.0,59688.0,53481.0,69187.0,61282.0,80499331.0,68878541.0,2998876.0,3011465.0,1227468,1224309,1050304,1038549,663965533.0,562150588.0,848428.0,872159.0,204346.0,200321.0,2069.8,2285.7,46.6,46.0,89.6,260244.0,245308.0,113.5,-0.3,115.2,0.0,114.0,-0.2,105.42275784,133.4882924,1.41,1.1672,1.173,0.8751,1.3603,1.2061,1.1076,0.8955,1.2201,0.9318,1.1964
SATD201208,08/w01/2012,89856820.0,82782425.0,61026458.0,56952719.0,28830362.0,25829707.0,77738861.0,68561938.0,52870440.0,47558056.0,24868421.0,21003883.0,86.5,82.8,86.6,83.5,86.3,81.3,9109.0,7802.0,58646.0,53459.0,67755.0,61260.0,78609005.0,69185370.0,3018293.0,3025704.0,1296307,1225251,1091182,1032660,639545067.0,560905474.0,893072.0,871199.0,213676.0,209146.0,2008.8,2213.8,47.6,45.3,89.0,264379.0,246538.0,112.9,-0.5,115.4,0.2,113.6,-0.4,104.98002356,134.37378641,1.39,1.1724,1.1786,0.8757,1.3526,1.2034,1.1064,0.9349,1.1818,0.9162,1.1885
SAmTD201209,09/01/2012,79960227.0,82837347.0,54386944.0,56915955.0,25573283.0,25921393.0,65230938.0,68639972.0,43861218.0,47266018.0,21369720.0,21373954.0,81.6,82.9,80.6,83.0,83.6,82.5,7287.0,8018.0,50135.0,53755.0,57422.0,61773.0,66008348.0,69406736.0,2969583.0,3041972.0,1234535,1215416,1055933,1036078,533542490.0,573913711.0,876994.0,878058.0,196690.0,194518.0,1807.2,2215.8,45.3,45.3,88.6,238867.0,245805.0,112.2,-0.6,116.0,0.5,113.4,-0.2,104.90181148,135.74386065,1.39,1.1762,1.1849,0.8687,1.357,1.2313,1.1151,0.8696,1.1828,0.9164,1.1825
SATD201210,10/01/2012,80300875.0,81156800.0,55378640.0,55481270.0,24922235.0,25675530.0,66974008.0,68193717.0,46661136.0,47032551.0,20312872.0,21161166.0,83.4,84.0,84.3,84.8,81.5,82.4,7151.0,7915.0,53780.0,52776.0,60931.0,60690.0,67677764.0,69075067.0,3009063.0,2813563.0,1262848,1197427,1101408,1024265,539908156.0,555083006.0,924377.0,836020.0,205788.0,204743.0,1901.1,2223.0,50.6,46.3,86.9,253574.0,245176.0,110.5,-1.5,113.8,-1.9,111.5,-1.7,105.2475628,135.95174186,1.39,1.1706,1.0959,0.8558,1.3416,1.1909,1.0617,0.9153,1.1867,0.9372,1.1606
