groupnumbernoprecedingzeroes,grouptitle,groupnumberandtitle,seriesnumbernoprecedingzeroes,seriestitle,seriesnumberandtitle
1900.0,"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1980.0,AGRICULTURAL COMMODITY GRADING,1980-AGRICULTURAL COMMODITY GRADING
1900.0,"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1981.0,AGRICULTURAL COMMODITY AID,1981-AGRICULTURAL COMMODITY AID
1900.0,"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1999.0,QUALITY INSPECTION STUDENT TRAINEE,1999-QUALITY INSPECTION STUDENT TRAINEE
2000.0,SUPPLY GROUP,2000-SUPPLY GROUP,2001.0,GENERAL SUPPLY,2001-GENERAL SUPPLY
2000.0,SUPPLY GROUP,2000-SUPPLY GROUP,2003.0,SUPPLY PROGRAM MANAGEMENT,2003-SUPPLY PROGRAM MANAGEMENT
2000.0,SUPPLY GROUP,2000-SUPPLY GROUP,2005.0,SUPPLY CLERICAL AND TECHNICIAN,2005-SUPPLY CLERICAL AND TECHNICIAN
2000.0,SUPPLY GROUP,2000-SUPPLY GROUP,2010.0,INVENTORY MANAGEMENT,2010-INVENTORY MANAGEMENT
2000.0,SUPPLY GROUP,2000-SUPPLY GROUP,2030.0,DISTRIBUTION FACILITIES & STORAGE MANAGEMENT,2030-DISTRIBUTION FACILITIES & STORAGE MANAGEMENT
2000.0,SUPPLY GROUP,2000-SUPPLY GROUP,2032.0,PACKAGING,2032-PACKAGING
2000.0,SUPPLY GROUP,2000-SUPPLY GROUP,2091.0,SALES STORE CLERICAL,2091-SALES STORE CLERICAL
2000.0,SUPPLY GROUP,2000-SUPPLY GROUP,2099.0,SUPPLY STUDENT TRAINEE,2099-SUPPLY STUDENT TRAINEE
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2101.0,TRANSPORTATION SPECIALIST,2101-TRANSPORTATION SPECIALIST
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2102.0,TRANSPORTATION CLERK AND ASSISTANT,2102-TRANSPORTATION CLERK AND ASSISTANT
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2110.0,TRANSPORTATION INDUSTRY ANALYSIS,2110-TRANSPORTATION INDUSTRY ANALYSIS
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2121.0,RAILROAD SAFETY,2121-RAILROAD SAFETY
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2123.0,MOTOR CARRIER SAFETY,2123-MOTOR CARRIER SAFETY
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2125.0,HIGHWAY SAFETY,2125-HIGHWAY SAFETY
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2130.0,TRAFFIC MANAGEMENT,2130-TRAFFIC MANAGEMENT
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2131.0,FREIGHT RATE,2131-FREIGHT RATE
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2135.0,TRANSPORTATION LOSS & DAMAGE CLAIMS EXAMINING,2135-TRANSPORTATION LOSS & DAMAGE CLAIMS EXAMINING
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2144.0,CARGO SCHEDULING,2144-CARGO SCHEDULING
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2150.0,TRANSPORTATION OPERATIONS,2150-TRANSPORTATION OPERATIONS
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2151.0,DISPATCHING,2151-DISPATCHING
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2152.0,AIR TRAFFIC CONTROL,2152-AIR TRAFFIC CONTROL
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2154.0,AIR TRAFFIC ASSISTANCE,2154-AIR TRAFFIC ASSISTANCE
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2161.0,MARINE CARGO,2161-MARINE CARGO
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2181.0,AIRCRAFT OPERATION,2181-AIRCRAFT OPERATION
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2183.0,AIR NAVIGATION,2183-AIR NAVIGATION
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2185.0,AIRCREW TECHNICIAN,2185-AIRCREW TECHNICIAN
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2186.0,TECHNICAL SYSTEMS PROGRAM MANAGER,2186-TECHNICAL SYSTEMS PROGRAM MANAGER
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2199.0,TRANSPORTATION STUDENT TRAINEE,2199-TRANSPORTATION STUDENT TRAINEE
2200.0,INFORMATION TECHNOLOGY GROUP,2200-INFORMATION TECHNOLOGY GROUP,2210.0,INFORMATION TECHNOLOGY MANAGEMENT,2210-INFORMATION TECHNOLOGY MANAGEMENT
2200.0,INFORMATION TECHNOLOGY GROUP,2200-INFORMATION TECHNOLOGY GROUP,2299.0,INFORMATION TECHNOLOGY STUDENT TRAINEE,2299-INFORMATION TECHNOLOGY STUDENT TRAINEE
