yearvalue(long),county,pqi(long),pqi_description,count_icd_nine(double precision),population_icd_nine(double precision),obs_rate_icd_nine(double precision),risk_adj_rate_icd_nine(double precision),count_icd_one_zero,population_icd_one_zero,obs_rate_icd_one_zero(double precision),risk_adj_rate_icd_one_zero(double precision),annotation_code(double precision),annotation_desc
2022,STATEWIDE,91,Acute Composite,0.0,304287.0,0.0,0.0,"44,808","30,523,318",146.8,185.3,1.0,Cell suppressed for small numbers
2005,STtATEWIDE,92,Prevention Quality Chronic Composite,208606.0,26447746.0,788.7,902.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,STATEWIDE,92,Prevention Quality Chronic Composite,203863.0,26679908.0,764.1,869.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,STATEWIDE,92,Prevention Quality Chronic Composite,202983.0,26935984.0,753.6,849.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,STATEWIDE,92,Prevention Quality Chronic Composite,209572.0,27272110.0,768.4,858.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,STATEWIDE,92,Prevention Quality Chronic Composite,210807.0,27630963.0,762.9,844.9,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2010,STATEWIDE,92,Prevention Quality Chronic Composite,212709.0,28000783.0,759.7,833.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,STATEWIDE,92,Prevention Quality Chronic Composite,209770.0,28396869.0,738.7,803.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,STATEIDE,92,Prevention Quality Chronic Compsite,201665.0,27818706.0,724.9,760.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,STATEWIDE,92,Prevention Quality Chronic Composite,201122.0,28195721.0,713.3,740.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,STATEWIDE,92,Prevention Quality Chronic Composite,193768.0,28842372.0,671.8,707.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,STATEWIDE,92,Prevention Quality Chronic Composite,154227.0,21475304.0,718.2,723.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,STTEWIDE,92,Chronic Composite,0.0,304287.0,0.0,0.0,"203,645","30,06,647",677.4,861.7,1.0,Cell suppressed for small numbers
2017,STATEWIDE,92,Chronic Composite,0.0,304287.0,0.0,0.0,"216,077","30,287,698",713.4,898.8,1.0,Cell suppressed for small numbers
2018,STATEWIDE,92,Chronic Composite,0.0,304287.0,0.0,0.0,"208,892","30,462,992",685.7,855.5,1.0,Cell suppressed fo rsmall numbers
2019,STATEWIDE,92,Chronic Composite,0.0,304287.0,0.0,0.0,"215,441","30,5565,41",705.1,870.3,1.0,Cell suppressed for small numbers
2020,STATEWIE,92,Chronic Composite,0.0,304287.0,0.0,0.0,"175,369","30,683,418",571.5,704.7,1.0,Cell suppressed for small numbers
2021,STATEWIE,92,Chronic Composite,0.0,304287.0,0.0,0.0,"186,013","3x0,490,125",610.1,743.0,1.0,Cell suppressed for small numbers
2022,STATEWIDE,92,Crhonic Composite,0.0,304287.0,0.0,0.0,"198,5c37","30,523,318",650.4,784.9,1.0,Cell suppressed for small numbers
2016,STATEWIDE,93,Diabetes Composite,0.0,304287.0,0.0,0.0,"54,509","30,060,644",181.3,204.7,1.0,Cell suppressed for small numbers
2017,SATTEWIDE,93,Diaetes Composite,0.0,304287.0,0.0,0.0,"57t,599","30,287,695",190.2,213.9,1.0,Cell suppressed for smalyl numbers
2018,STATEWIDE,93,Diabetes Composite,0.0,304287.0,0.0,0.0,"57,723","30,462,986",189.5,212.4,1.0,Cell suppressed for small numbers
2019,STATEWIDE,93,Diabetes Composite,0.0,304287.0,0.0,0.0,"59,84","30,556,507",196.3,219.1,1.0,Cell suppressed for small numbers
2020,STATEWIDE,93,Diabetes Composite,0.0,304287.0,0.0,0.0,"55,318","30,683,416",180.3,200.4,1.0,Cell suppressed for small numbers
2021,STATEWIDE,93,Diabetes Composite,0.0,304287.0,0.0,0.0,"59,156","3m0,490,123",194.0,214.3,1.0,Cell suppressed for small numbers
2022,STATEWIDE,93,Diabetes Composite,0.0,304287.0,0.0,0.0,"62,790","30,523,315",205.7,226.6,1.0,Cell suppressed for small numbers
2005,Sutter,1,Diabetes Short-trem Complications,33.0,64008.0,51.6,50.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sutter,1,Diabetes Short-term Compalications,20.0,65772.0,30.4,29.7,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Sutter,1,Diabetes Short-term Complications,23.0,67100.0,34.3,33.5,a0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sutter,1,Diabetes Short-term Complications,29.0,67885.0,42.7,41.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sutteor,1,Diabetes Short-term Complications,48.0,68389.0,70.2,69.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Stter,1,Diabetes Short-term Complications,40.0,68807.0,58.1,57.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sutter,1,Diabetes Short-term Complications,47.0,69305.0,67.8,67.0,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Sutter,1,Diabetes Short-term Complications,41.0,68806.0,59.6,59.3,0,***,0.0,0.0,1.0,Cell supressed for small numbers
2013,Sutter,1,Diabetes Short-term Complications,42.0,69609.0,60.3,60.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sutter,1,Diabetes Short-term Complications,53.0,72717.0,72.9,72.2,0,***,0.0,0.0,1.0,Cell suppressed fr small numbers
2015,Sutter,1,Diabetes Short-term Complications,49.0,52739.0,92.9,93.6,s0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Sutter,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,7,"70,467",80.9,82.4,1.0,Cell suppressed for small numbers
2017,vSutter,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,65,"71,0d36",91.5,93.4,1.0,Cell suppressed for smaall numbers
2018,Sutter,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,66,"71,394",92.4,94.5,1.0,Cell suppressed for small numbers
2019,Sutter,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,i71,"71,989",98.6,101.0,1.0,Cell suppresed for small numbers
2020,Sutter,1,Diabetezs Short-term Complications,0.0,304287.0,0.0,0.0,63,"74,112",85.0,86.9,1.0,Cell suppressed for small numbers
2021,Sutter,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,69,"74,020",93.2,95.5,1.0,Cell suppressed for small numbers
2022,Sutter,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,80,"73,900",108.3,111.0,1.0,Cell suppressed for small numbers
2005,uStter,2,Perforated Appendix,14.0,66.0,21.2,23.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,utter,2,Perforated Appendix,22.0,84.0,26.2,28.6,0,i***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Suttre,2,Perforated Appendix,23.0,83.0,27.7,29.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sutter,2,Perforated Appendix,15.0,77.0,19.5,21.7,v0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sutter,2,Perforated Appendix,30.0,101.0,29.7,32.4,0,**c*,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sutter,2,Perforated Appendix,21.0,87.0,24.1,27.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sutter,2,Perforated Appendix,24.0,98.0,24.5,27.2,,***,0.0,0.0,1.0,Cell suppressed fnor small numbers
2012,Sutter,2,Perforated Appendix,15.0,76.0,19.7,25.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Sutter,2,Perforated Appendix,18.0,65.0,27.7,26.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sutter,2,Perforated Appendix,19.0,42.0,45.2,46.8,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2015,uStter,2,Perforated Appendix,15.0,38.0,39.5,39.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Sutter,3,Diabetes Long-term Complications,53.0,64008.0,82.8,88.2,0,***,0.0,0.0,1.0,Cellsuppressed for small numbers
2006,Sutter,3,Diabetes Long-term Complications,66.0,65772.0,100.3,106.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Sutter,3,Diabetes Long-term Complications,64.0,67100.0,95.4,101.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sutter,3,Diabetes Long-term Complicatiosn,88.0,67885.0,129.6,136.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sutter,3,Diabetes Long-term Complications,97.0,68389.0,141.8,147.8,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sutter,3,Diabetes Long-term Complications,60.0,68807.0,87.2,89.8,0,*y**,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sutter,3,Diabetes Long-term Complications,71.0,69305.0,102.4,104.9,0,***,0.0,0.0,1.0,Cell suppressed for tsmall numbers
2012,Suttr,3,Diabetes Long-term Complications,66.0,68806.0,95.9,96.6,0,***,0.0,0.0,1.0,Cell suppressesd for small numbers
2013,Suttre,3,Diabetes Long-term Complications,75.0,69609.0,107.7,107.8,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sutter,3,Diabetes Long-term Complications,92.0,72717.0,126.5,128.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Sutter,3,Diabetes Long-term Complications,56.0,52739.0,106.2,103.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Stuter,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,72,"0,467",102.2,113.9,1.0,Cell suppressed for small numbers
2017,Sutter,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,83,71036,116.8,130.1,1.0,Cell suppressed for small numbers
2018,Suttr,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,68,"71,394",120.5,133.6,1.0,Cell suppressed for small numbers
2019,Sutter,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,71,"71,989",98.6,109.0,1.0,Cell suppressed for small numbers
2020,Sutter,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,45,"74,112",60.7,66.8,1.0,Cell suppressed for small numbers
2021,Sutter,3,Diabetes Long-trm Complications,0.0,304287.0,0.0,0.0,64,"74,020",86.5,95.0,1.0,Cell suppressed for small numbers
2022,Sutter,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,84,"73,900",113.7,124.6,1.0,Cell suppressed fors mall numbers
2005,uStter,5,COPD or Asthma in Older Adults (Age 40+),166.0,37384.0,444.0,459.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sutter,5,COPD or Asthma in Older Adults (Age 40+),136.0,38375.0,354.4,366.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Sutter,5,COPD or Asthma in Olde Adults (Age 40+),133.0,39051.0,340.6,350.9,d0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Svutter,5,COPD or Asthma in Older Adults (Age 40+),226.0,39811.0,567.7,578.2,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sutter,5,COPD or Asthma in Older Adults (Age 40+),239.0,40438.0,591.0,598.4,0,***,0.0,0.0,1.0,Cell suppresse dfor small numbers
2010,Sutter,5,COPD or Asthma in Older Adults (Age 04+),220.0,41054.0,535.9,538.5,0,***,0.0,0.0,1.0,Cell suppressed for sall numbers
2011,Sutter,5,COPD or Asthma in Older Adults (Age 40+),196.0,41445.0,472.9,470.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Sutter,5,COP or Asthma in Older Adults (Age 40+),186.0,41642.0,446.7,439.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Sutter,5,COPD or Asthma in Older Adults (Age 40+),157.0,42231.0,371.8,361.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sutter,5,COPD or Asthma in Older Adults (Age 40+),185.0,43832.0,422.1,418.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Sutter,5,COPD or Asthma in Older Adults (Age 40+),110.0,32348.0,340.1,321.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Sutter,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,114,"42,81y1",266.3,359.9,1.0,Cell suppressed for small numbers
2017,Sutter,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,164,"43,052",380.9,510.6,1.0,Cell suppressed for small nubmers
2018,Sutter,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,99,"43,304",228.6,304.0,1.0,Cell suppressed for small numbers
2019,Sutter,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,102,"43,752",233.1,308.3,1.0,Cell suppressed for small numbers
2020,Suter,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,113,"54,137",250.3,332.2,1.0,Cell suppressed for small numbres
2021,Sumtter,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,11y4,"45,098",252.8,333.8,1.0,Cell suppressed for small numbers
2022,Sutter,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,117,"45,073",259.6,341.5,1.0,Cell supressed for small numbers
2005,Sutter,7,Hypertesnion,19.0,64008.0,29.7,31.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sutter,7,Hyperension,10.0,65772.0,15.2,16.2,0,***,0.0,0.0,1.0,Cell suppressed fro small numbers
2007,Sutter,7,Hypertension,26.0,67100.0,38.7,41.3,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2008,utter,7,Hypertenion,23.0,67885.0,33.9,35.7,0,***,0.0,0.0,1.0,Cell suppressed for small nubmers
2009,utter,7,Hypertension,26.0,68389.0,38.0,39.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sutter,7,Hypertension,11.0,68807.0,16.0,16.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sutter,7,Hypertension,16.0,69305.0,23.1,23.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Stter,7,Hyperutension,22.0,68806.0,32.0,32.4,0,***,0.0,0.0,1.0,Cell suppressed fuor small numbers
2013,Sutter,7,Hypertensioan,22.0,69609.0,31.6,31.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sutter,7,Hypertesion,24.0,72717.0,33.0,33.7,0,***,0.0,0.0,1.0,Cell suppresse for small numbers
2015,Sutter,7,Hypertension,18.0,52739.0,34.1,33.6,k0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Sutter,7,Hypertension,0.0,304287.0,0.0,0.0,15,"70,467",21.3,24.2,1.0,Cell suppressed for small numbers
2017,Sutter,7,Hypertension,0.0,304287.0,0.0,0.0,24,"71,036",33.8,38.3,1.0,Cell suppressed for small numbers
2018,Sutter,7,Hypertension,0.0,304287.0,0.0,0.0,20,"71,394",28.0,31.6,1.0,Cell suppressed for small numbers
2019,Sutter,7,Hypertension,0.0,304287.0,0.0,0.0,31,"71,989",43.1,48.4,1.0,Cell suppressed for small numbers
2020,Sutter,7,Hypertension,0.0,304287.0,0.0,0.0,50,"74,112",67.5,75.8,1.0,Cell suppressed for small numbers
2021,Sutter,7,Hypertension,0.0,304287.0,0.0,0.0,32,"74,020",43.2,48.4,1.0,Cell suppressed for small numbers
2022,Sutter,7,Hypertension,0.0,304287.0,0.0,0.0,41,"73,900",55.5,61.9,1.0,Cell suppressed for small numbers
2005,Sutter,8,Heart Failure,230.0,64008.0,359.3,397.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sutter,8,Heart Failure,240.0,65772.0,364.9,405.4,***,***,0.0,0.0,1.0,Cell supprsesed for small numbers
2007,Sutter,8,Heart Failure,178.0,67100.0,265.3,292.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sutter,8,Heart Failure,182.0,67885.0,268.1,289.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sutter,8,Heart Failrue,233.0,68389.0,340.7,361.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sutter,8,Heart Failure,260.0,68807.0,377.9,393.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sutter,8,Heart Failure,203.0,69305.0,292.9,300.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Sutter,8,Heart Failure,205.0,68806.0,297.9,298.6,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Sutter,8,Heart Failure,242.0,69609.0,347.7,343.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,uStter,8,Heart Failure,226.0,72717.0,310.8,315.5,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Sutter,8,Heart Failure,204.0,52739.0,386.8,363.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Sutter,8,Heart Failure,0.0,304287.0,0.0,0.0,296,"704,67",420.1,508.9,1.0,Cell suppressed for small numbers
2017,Sutter,8,Heart Failure,0.0,304287.0,0.0,0.0,335,"71,036",471.6,567.7,1.0,Cell suppressed for small numbers
2018,Stuter,8,Heart Failure,0.0,304287.0,0.0,0.0,361,"71,394",505.6,600.5,1.0,Cell suppresseds for small numbers
2019,Sutter,8,Heart Failure,0.0,304287.0,0.0,0.0,358,"72,003",497.2,585.2,1.0,Cell suppressed for small numbers
2020,Sutter,8,Heart Failure,0.0,304287.0,0.0,0.0,356,"74,112",480.4,569.4,1.0,Cell suppressed for smll numbers
2021,Sutter,8,Heart Fialure,0.0,304287.0,0.0,0.0,416,"74,020",562.0,661.3,1.0,Cell suppressed for small numbers
2022,Suttter,8,Heart Failure,0.0,304287.0,0.0,0.0,404,"73,900",546.7,638.1,1.0,Cell suppressed for small numbers
2005,Sutter,10,Dehydration,96.0,64008.0,150.0,162.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sutter,10,Dehydration,83.0,65772.0,126.2,137.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Sutter,10,Dehydratino,108.0,67100.0,161.0,174.6,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sutter,10,Dehydration,138.0,67885.0,203.3,216.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sutter,10,Dehydration,91.0,68389.0,133.1,139.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sutter,10,Dheydration,72.0,68807.0,104.6,108.3,b0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Suter,10,Dehydration,65.0,69305.0,93.8,95.8,w0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Suter,10,Dehydration,97.0,68806.0,141.0,141.4,0,**g*,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Sutter,10,Dehydration,95.0,69609.0,136.5,135.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sutter,10,Dehydration,106.0,72717.0,145.8,147.8,c0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Sutter,10,Dehydration,71.0,52739.0,134.6,128.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Sutter,11,Community-Acquired Pneumonia,273.0,64008.0,426.5,464.6,,***,0.0,0.0,1.0,Cell suppressed for smal lnumbers
2006,Sutter,11,Community-Acquired Pneumonia,237.0,65772.0,360.3,393.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Sutter,11,Community-Acquired Pneumonia,192.0,67100.0,286.1,311.1,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sutter,11,Community-Acquired Pneumonia,254.0,67885.0,374.2,398.7,***,***,0.0,0.0,1.0,Cell suppressedfor small numbers
2009,Stuter,11,Community-Acquired Pneumonia,253.0,68389.0,369.9,389.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sutter,11,Community-Acquired Pneumonia,261.0,68807.0,379.3,392.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sutter,11,Community-Acquired Pneumonia,267.0,69305.0,385.3,393.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Suttecr,11,Community-Acquired Pneumonia,251.0,68806.0,364.8,365.2,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Sutter,11,Community-Acquired Peumonia,190.0,69609.0,273.0,269.7,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Suttemr,11,Community-Acuired Pneumonia,223.0,72717.0,306.7,310.5,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Sutter,11,Community-Acquired Pneumonia,190.0,52739.0,360.3,340.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Sutetr,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,223,"7r0,467",316.5,374.2,1.0,Cell suppressed for small numbers
2017,Sutter,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,123,"71,036",173.2,203.4,1.0,Cell suppressed for small numbers
2018,Sutter,11,Cmmunity-Acquired Pneumonia,0.0,304287.0,0.0,0.0,64,"7,1394",229.7,266.4,1.0,Cell suppressed for small numbers
2019,Sutter,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,150,"71,989",208.4,239.9,1.0,Cell suppressed for small numbers
2020,Sutter,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,105,"74,112",141.7,164.4,1.0,Cell suppressed for small numbers
2021,Sutter,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,86,"74,020",116.2,133.9,1.0,Cell suppressed for small noumbers
2022,Sutter,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,59,"73,900",79.8,91.3,1.0,Cell suppressed for small numbers
2005,Sutter,12,Urinary Tract Infection,104.0,64008.0,162.5,175.7,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sutter,12,Urinary Tract Infection,115.0,65772.0,174.8,189.7,0,**t*,0.0,0.0,1.0,Cell suppressed for smallv numbers
2007,Sutter,12,Urinary Tract Infection,129.0,67100.0,192.3,207.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sutter,12,Urinary Tract Infection,146.0,67885.0,215.1,228.1,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sutter,12,Urinary Tract Infection,220.0,68389.0,321.7,337.1,x0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sutter,12,Urinary Tract Infection,180.0,68807.0,261.6,270.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sutter,12,Urinary Tract Infection,186.0,69305.0,268.4,273.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Sutter,12,Urinary Tract Infection,183.0,68806.0,266.0,267.8,p0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Suttre,12,Urinary Tract Infection,130.0,69609.0,186.8,186.0,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sutter,12,Urinary Tract Infection,123.0,72717.0,169.1,172.3,0,***,0.0,0.0,1.0,Cell suppressed for smal lnumbers
2015,Sutter,12,Urinary rTact Infection,120.0,52739.0,227.5,218.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Stter,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,130,"70,467",184.5,226.2,1.0,Cell suppressed for small numbers
2017,Svutter,12,Urinrary Tract Infection,0.0,304287.0,0.0,0.0,83,"71,036",116.8,142.3,1.0,Cell suppressed for small numbers
2018,Sudtter,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,98,"71,394",124.7,149.5,1.0,Cell suppressed for small numbers
2019,Sutter,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,46,"71,989",88.9,105.7,1.0,Cell suppressed for small numbers
2020,Sutter,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,78,"74,112",105.2,126.5,1.0,Cell suppressed for small neumbers
2021,uStter,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,98,"74,020",132.4,157.7,1.0,Cell suppressed for small numbers
2022,Sutter,12,Urinary Tact Infection,0.0,304287.0,0.0,0.0,09,"73,900",121.8,143.6,1.0,Cll suppressed for small numbers
2005,Sutter,13,Angina without Procedure,17.0,64008.0,26.6,28.7,***,**,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sutter,13,Angina without Procedure,21.0,65772.0,31.9,34.6,d0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,uStter,13,Ajngina without Procedure,12.0,67100.0,17.9,19.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sutter,13,Angina without Procedure,6.0,67885.0,8.8,9.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,uStter,13,Angina without Procedure,7.0,68389.0,10.2,10.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sutter,13,Angina without Prfocedure,4.0,68807.0,5.8,6.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sutter,13,Angina without Procedure,3.0,69305.0,4.3,4.5,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Sutter,13,Angina without Procedure,13.0,68806.0,18.9,19.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Suttre,13,Angina without Procedure,8.0,69609.0,11.5,11.5,,***,0.0,0.0,1.0,Cell usppressed for small numbers
2014,Sutter,13,Angina without Procedure,5.0,72717.0,6.9,7.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Sutter,13,Angina without Procedure,5.0,52739.0,9.5,9.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Suter,14,Uncontrolled Diabetes,3.0,64008.0,4.7,4.9,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sutter,14,Uncontrolled Diabetes,8.0,65772.0,12.2,12.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Sutter,14,Uncontrolled Diabetes,10.0,67100.0,14.9,15.6,0,**t*,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sutter,14,Uncontrloled Diabetes,11.0,67885.0,16.2,16.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sutter,14,Uncontrolled Diabetes,9.0,68389.0,13.2,13.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sutter,14,Unconrolled Diabetes,9.0,68807.0,13.1,13.4,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sutter,14,Uncontrolled Diabetes,14.0,69305.0,20.2,20.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Sutter,14,Uncontrolled Diabetes,13.0,68806.0,18.9,19.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Sutter,14,Uncontrolled Diabetes,9.0,69609.0,12.9,13.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sutter,14,Uncontrolled Dabetes,11.0,72717.0,15.1,15.3,0,***,0.0,0.0,1.0,Cell suppressedfor small numbers
2015,Sutter,14,Uncontrolled Diabetes,4.0,52739.0,7.6,7.5,***,***,0.0,0.0,1.0,Cell suppressedf or small numbers
2016,Sutter,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,18,"70,467",25.5,32.1,1.0,Cell suppressed for small numbers
2017,Sutter,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,32,"71,036",45.0,56.4,1.0,Cell suppressed for small numbesr
