OBJECTID,Potential_Treatment_Area_Name,FIAT_Planning_Area_Name,Treatment_Purpose_Need,Total_Acres_Potential_Treament_,Treatment_Type,Treatment_Within_Ongoing_Projec,Priority_for_Implementation,FIAT_Assessment_Area,Priority_Ranking,SHAPE_Length,SHAPE_Area
521,Oakley Cave Canyon 1st Priority,Oakley,Invasives,42059.605, , ,High,Northern Great Basin,1,157813.148523676,-170209146.516276
522,Oakley Conifer 1st Priority,Oakley,Encroachment,93776.289, , ,High,Northern Great Basin,1,277174.294198288,-379499106.752077
523,Oakley Conifer 2nd Priority,Oakley,Encroachment,29506.191, , ,Moderate,Northern Great Basin,2,68475.7576869478,-119407294.40679
524,Oakley Fuel Breaks 1st Priority,Oakley,Sagebrush_Protection_Enhance,18579.23, , ,High,Northern Great Basin,1,213196.670947106,-75187462.9850746
525,Oakley Fuel Breaks 2nd Priority,Oakley,Sagebrush_Protection_Enhance,8843.416, , ,Moderate,Northern Great Basin,2,123158.201590118,-35788028.9287413
526,Oakley Fuel Breaks 3rd Priority,Oakley,Sagebrush_Protection_Enhance,7846.4404, , ,Low,Northern Great Basin,3,88227.4546838717,-31753411.8827698
527,Oneil 18 mile Conifer 1st Priority,Oneil,Encroachment,55202.133, , ,High,Northern Great Basin,1,53196.3042761149,-223395055.09829
528,Oneil 21 mile Restoration High 1st,Oneil,Sagebrush_Protection_Enhance,304.24548, , ,High,Northern Great Basin,1,4273.65696575897,-1231237.62547727
529,Oneil Cricket Restoration High 2nd,Oneil,Sagebrush_Protection_Enhance,11209.622, , ,Moderate,Northern Great Basin,2,29362.9846948536,-45363721.8426453
530,Oneil Hepworth Restoration High 1st,Oneil,Sagebrush_Protection_Enhance,7129.0269, , ,High,Northern Great Basin,1,21271.2946447405,-28850142.5626173
531,Oneil Knoll Creek Restoration High 1st,Oneil,Sagebrush_Protection_Enhance,1566.375, , ,High,Northern Great Basin,1,19870.2497553971,-6338893.56940705
532,Oneil N Pequops Conifer 1st Priority,Oneil,Encroachment,40352.758, , ,High,Northern Great Basin,1,68128.0186029701,-163301782.759848
533,Oneil N Pequops Conifer 1st Priority,Oneil,Encroachment,123.02657, , ,High,Northern Great Basin,1,45044.0428332616,-497870.705496496
534,Oneil N Pequops Conifer 2nd Priority,Oneil,Encroachment,5.5400147, , ,Moderate,Northern Great Basin,2,2170.22503941778,-22419.6614570112
535,Oneil N Pequops Conifer 2nd Priority,Oneil,Encroachment,8603.165, , ,Moderate,Northern Great Basin,2,47126.0041676638,-34815766.0016286
536,Oneil SANE Proposed conifer 1st Priority,Oneil,Encroachment,20757.115, , ,High,Northern Great Basin,1,88598.2424066819,-84001047.512909
537,Oneil SANE Proposed conifer 1st Priority,Oneil,Encroachment,60.000576, , ,High,Northern Great Basin,1,23393.9324519698,-242813.433980473
538,Oneil SANE Proposed conifer 2nd Priority,Oneil,Encroachment,40598.508, , ,Moderate,Northern Great Basin,2,53526.1591166336,-164296306.804309
539,Oneil SANE Proposed conifer High 1st Priority,Oneil,Encroachment,0.92563725, , ,High,Northern Great Basin,1,552.292190042814,-3745.91792616489
540,Oneil Savannah Restoration High 1st,Oneil,Sagebrush_Protection_Enhance,832.65289, , ,High,Northern Great Basin,1,6869.25159769395,-3369626.10921231
541,Oneil Scott Creek Drill Seeded Restoration  1st,Oneil,Sagebrush_Protection_Enhance,1439.2158, , ,High,Northern Great Basin,1,10818.2718812406,-5824298.74212437
542,Oneil Sugarloaf conifer expansion 1st Priority,Oneil,Encroachment,52131.777, , ,High,Northern Great Basin,1,55723.3923777161,-210969778.745831
543,Oneil Tabor Restoration High 1st,Oneil,Sagebrush_Protection_Enhance,10046.519, , ,High,Northern Great Basin,1,28936.6744309353,-40656811.3601813
544,Otis Annual 1st Priority,Otis,Invasives,9618.2246, , ,High,Northern Great Basin,1,54898.1889259481,-38923567.4313031
545,Otis Conifer 1st Priority,Otis,Encroachment,31035.344, , ,High,Northern Great Basin,1,127095.308518717,-125595561.967028
546,Otis Conifer 2nd Priority,Otis,Encroachment,36119.496, , ,Moderate,Northern Great Basin,2,81566.6444437826,-146170394.580301
547,Otis Conifer 2nd Priority,Otis,Encroachment,14855.658, , ,Moderate,Northern Great Basin,2,57444.7389371279,-60118707.5837239
548,Otis Restoration 1st Priority,Otis,Sagebrush_Protection_Enhance,58822.676, , ,High,Northern Great Basin,1,80868.4172469524,-238046888.732652
549,Owyhee Desert Restoration 1st Priority,Owyhee Desert,Sagebrush_Protection_Enhance,59729.488, , ,High,Northern Great Basin,1,120799.680730702,-241716621.035074
550,Owyhee Desert Restoration 2nd Priority,Owyhee Desert,Sagebrush_Protection_Enhance,21077.135, , ,Moderate,Northern Great Basin,2,44594.0298004726,-85296125.0783129
551,Owyhee North Annuals 1st Priority,Owyhee North,Invasives,16970.561, , ,High,Northern Great Basin,1,91142.0612207344,-68677408.2151803
552,Owyhee North Conifer 1st Priority,Owyhee North,Encroachment,420338.91, , ,High,Northern Great Basin,1,401278.228982557,-1701050960.94932
553,Owyhee North Conifer OR 1st Priority,Owyhee North,Encroachment,365467.19, , ,High,Northern Great Basin,1,219775.150829287,-1478992962.86612
554,Owyhee South Annuals 1st Priority,Owyhee South,Invasives,45173.832, , ,High,Northern Great Basin,1,239382.488289529,-182811972.470842
555,Owyhee South Annuals 1st Priority,Owyhee South,Invasives,6511.7427, , ,High,Northern Great Basin,1,24495.6243872766,-26352082.011151
556,Owyhee South Annuals 2nd Priority,Owyhee South,Invasives,27714.533, , ,Moderate,Northern Great Basin,2,272957.130565019,-112156717.752988
557,Owyhee South Conifer 1st Priority,Owyhee South,Encroachment,517837.06, , ,High,Northern Great Basin,1,348681.316377085,-2095611816.98009
558,Owyhee South Restoration 3rd Priority,Owyhee South,Sagebrush_Protection_Enhance,125158.02, , ,Low,Northern Great Basin,3,163144.578780445,-373365960.991897
559,Rogerson Annuals 1st Priority,Rogerson,Invasives,138902.48, , ,High,Northern Great Basin,1,737349.584163748,-562472025.784283
560,Rogerson Annuals 2nd Priority,Rogerson,Invasives,38566.328, , ,Moderate,Northern Great Basin,2,517193.332766265,-156072364.298119
561,Rogerson Fuel 1st Priority,Rogerson,Sagebrush_Protection_Enhance,22940.777, , ,High,Northern Great Basin,1,247806.97605599,-92838017.8469075
562,Rogerson Fuel 3rd Priority,Rogerson,Sagebrush_Protection_Enhance,61334.332, , ,Low,Northern Great Basin,3,628368.219335504,-248211187.400575
563,Rogerson Fuels 1st Priority,Rogerson,Sagebrush_Protection_Enhance,172475.66, , ,High,Northern Great Basin,1,343416.90240713,-697984090.999349
564,Rogerson Restoration 1st Priority,Rogerson,Sagebrush_Protection_Enhance,140920.45, , ,High,Northern Great Basin,1,939962.554506718,-570284727.275523
565,Rogerson Restoration 2nd Priority,Rogerson,Sagebrush_Protection_Enhance,168143.69, , ,Moderate,Northern Great Basin,2,1057955.96340584,-680453257.858924
566,Rogerson Restoration 3rd Priority,Rogerson,Sagebrush_Protection_Enhance,113009.08, , ,Low,Northern Great Basin,3,758372.951122224,-457331415.184392
567,Sheephead West  Annuals 1st Priority,Sheepshead West ,Invasives,4269.375, , ,High,Northern Great Basin,1,35720.8427123643,-17277543.8441005
568,Tuscarora Annual 2nd Priority,Tuscarora,Invasives,2538.1624, , ,Moderate,Northern Great Basin,2,13148.9853514749,-10271576.6436161
569,Tuscarora Cornucopia Restoration  2nd Priority,Tuscarora,Sagebrush_Protection_Enhance,35260.672, , ,Moderate,Northern Great Basin,2,58937.4487601407,-142694852.492348
570,Tuscarora Frazier Restoration 1st Priority,Tuscarora,Sagebrush_Protection_Enhance,2939.7583, , ,High,Northern Great Basin,1,15519.0667554913,-11896777.6416459
571,Tuscarora Fuel 2nd Priority,Tuscarora,Sagebrush_Protection_Enhance,33067.465, , ,Moderate,Northern Great Basin,2,93126.1967373829,-133819260.707292
572,Tuscarora Hoary Crest Restoration 2nd Priority,Tuscarora,Sagebrush_Protection_Enhance,3166.2964, , ,Moderate,Northern Great Basin,2,19244.1037599327,-12813544.5496028
573,Tuscarora Indian Creek Sagebrush Aug 2nd Priority,Tuscarora,Sagebrush_Protection_Enhance,26472.281, , ,Moderate,Northern Great Basin,2,50312.6446957408,-107129503.850801
574,Tuscarora Low Sagebrush Augmentation 2nd Priority,Tuscarora,Sagebrush_Protection_Enhance,5872.4214, , ,Moderate,Northern Great Basin,2,24535.419158619,-23764841.8606054
575,Tuscarora Milligan Restoration 1st Priority,Tuscarora,Sagebrush_Protection_Enhance,12204.251, , ,High,Northern Great Basin,1,29705.9063467283,-49388840.8785359
576,Tuscarora Restoration 3rd Priority,Tuscarora,Sagebrush_Protection_Enhance,50640.852, , ,Low,Northern Great Basin,3,64210.7577333935,-204936219.806648
577,Tuscarora Six Mile Restoration 2nd Priority,Tuscarora,Sagebrush_Protection_Enhance,9480.5908, , ,Moderate,Northern Great Basin,2,29687.1075732983,-38366583.2373898
578,Tuscarora Stone Flat Restoration 2nd Priority,Tuscarora,Sagebrush_Protection_Enhance,34597.914, , ,Moderate,Northern Great Basin,2,54020.0718027787,-140012766.935285
579,Tuscarora Willow Creek Restoration 1st Priority,Tuscarora,Sagebrush_Protection_Enhance,22698.994, , ,High,Northern Great Basin,1,37929.762059519,-91859553.3045868
580,Tuscarora Willow Sagebrush Aug 2nd Priority,Tuscarora,Sagebrush_Protection_Enhance,26102.738, , ,Moderate,Northern Great Basin,2,63387.3374107708,-105634017.533114
581,Tuscdarora Little Rock Restoration 1st Priority,Tuscarora,Sagebrush_Protection_Enhance,11983.042, , ,High,Northern Great Basin,1,33517.3455554442,-48493640.8782112
582,West Box Elder Annuals 1st Priority,West Box Elder,Invasives,40949.191, , ,High,Northern Great Basin,1,79788.180044799,-165715467.426872
583,West Box Elder Conifer 1st Priority,West Box Elder,Encroachment,475445.94, , ,High,Northern Great Basin,1,633350.975880068,-1924061099.21991
584,West Box Elder Conifer 1st Priority,West Box Elder,Encroachment,376.85083, , ,High,Northern Great Basin,1,5441.42949493435,-1525060.88324114
585,West Box Elder Conifer 2nd Priority,West Box Elder,Encroachment,69857.656, , ,Moderate,Northern Great Basin,2,268408.907664399,-282703836.403478
586,West Box Elder Restoration 2nd Priority,West Box Elder,Sagebrush_Protection_Enhance,20140.811, , ,Moderate,Northern Great Basin,2,79927.403884435,-81506954.2223623
587,West Box Elder Restoration 3rd Priority,West Box Elder,Sagebrush_Protection_Enhance,30053.266, , ,Low,Northern Great Basin,3,65126.1467570364,-121621223.877673
588,Beulah Fuel 1st Priority,Beulah,Sagebrush_Protection_Enhance,2886.4509, , ,High,Northern Great Basin,1,767051.859328205,-11681052.3000514
589,Beulah Fuel 2nd Priority,Beulah,Sagebrush_Protection_Enhance,3856.645, , ,Moderate,Northern Great Basin,2,1022753.28929993,-15607288.3710575
590,Beulah Fuel 3rd Priority,Beulah,Sagebrush_Protection_Enhance,851.63977, , ,Low,Northern Great Basin,3,226312.15870742,-3446463.78975636
591,Bowden Hills Fuel Breaks 1st,Bowden Hills,Sagebrush_Protection_Enhance,917.15948, , ,High,Northern Great Basin,1,243871.920024833,-3711612.76480868
592,Bowden Hills Fuel Breaks 2nd,Bowden Hills,Sagebrush_Protection_Enhance,788.6441, , ,Moderate,Northern Great Basin,2,209563.672218993,-3191529.55982253
593,Greater Owyhee Fuel Breaks 1st Priority,Greater Owyhee,Sagebrush_Protection_Enhance,1008.5571, , ,High,Northern Great Basin,1,268152.992562286,-4081485.70324868
594,Mainstem Malheur Fuel Breaks 1st Priority,Mainstem Malheur,Sagebrush_Protection_Enhance,1857.5795, , ,High,Northern Great Basin,1,493602.200838246,-7517357.25448094
595,Mainstem Malheur Fuel Breaks 2nd Priority,Mainstem Malheur,Sagebrush_Protection_Enhance,1275.1797, , ,Moderate,Northern Great Basin,2,338530.78222418,-5160468.96807132
596,Mainstem Malheur Fuel Breaks 3rd Priority,Mainstem Malheur,Sagebrush_Protection_Enhance,1135.0861, , ,Low,Northern Great Basin,3,301657.215777437,-4593530.07422347
597,North Fork Fuel Breaks 3rd,North Fork,Sagebrush_Protection_Enhance,594.56488, , ,Low,Northern Great Basin,3,156871.081221714,-2406118.82628705
598,North Fork Green Strips 1st,North Fork,Sagebrush_Protection_Enhance,1023.2681, , ,High,Northern Great Basin,1,271892.088502199,-4141019.17283971
599,North Fork Green Strips 2nd,North Fork,Sagebrush_Protection_Enhance,891.75433, , ,Moderate,Northern Great Basin,2,237240.194338961,-3608801.78591524
600,Oneil Fuel Breaks 1st,Oneil,Sagebrush_Protection_Enhance,1370.8142, , ,High,Northern Great Basin,1,364629.23326502,-5547488.07710536
601,Oneil Fuel Breaks 2nd,Oneil,Sagebrush_Protection_Enhance,1582.3824, , ,Moderate,Northern Great Basin,2,420076.20729456,-6403674.60134614
602,Oneil Fuel Breaks 3rd,Oneil,Sagebrush_Protection_Enhance,2387.2327, , ,Low,Northern Great Basin,3,631741.433788144,-9660787.74755408
603,Otis Fuel Breaks 1st,Otis,Sagebrush_Protection_Enhance,1798.7456, , ,High,Northern Great Basin,1,477842.053480502,-7279265.02368455
604,Otis Fuel Breaks 2nd,Otis,Sagebrush_Protection_Enhance,955.28619, , ,Moderate,Northern Great Basin,2,253699.261367544,-3865906.18060498
605,Otis Fuel Breaks 3rd,Otis,Sagebrush_Protection_Enhance,1026.1393, , ,Low,Northern Great Basin,3,272368.965589021,-4152638.42043314
606,Owyhee Desert Fuel Breaks 1st Priority,Owyhee Desert,Sagebrush_Protection_Enhance,1197.478, , ,High,Northern Great Basin,1,299793.373897642,-4846021.67970421
607,Owyhee Desert Fuel Breaks 2nd Priority,Owyhee Desert,Sagebrush_Protection_Enhance,818.16718, , ,Moderate,Northern Great Basin,2,215369.337272902,-3311005.20732192
608,Owyhee Desert Fuel Breaks 3rd Priority,Owyhee Desert,Sagebrush_Protection_Enhance,304.33429, , ,Low,Northern Great Basin,3,80945.8925580133,-1231597.23568959
609,Owyhee North Fuel Breaks 2nd Priority,Owyhee North,Sagebrush_Protection_Enhance,1919.2933, , ,Moderate,Northern Great Basin,2,509716.523582755,-7767104.48656965
610,Owyhee North Fuel Breaks 3rd Priority,Owyhee North,Sagebrush_Protection_Enhance,1976.3153, , ,Low,Northern Great Basin,3,524956.293912559,-7997864.47672429
611,Owyhee North Fuel Breaks OR 1st Priority,Owyhee North,Sagebrush_Protection_Enhance,2238.4995, , ,High,Northern Great Basin,1,594663.104186477,-9058886.10692701
612,Owyhee North Fuel Breaks OR 2nd Priority,Owyhee North,Sagebrush_Protection_Enhance,3271.0229, , ,Moderate,Northern Great Basin,2,867760.130657739,-13237360.5679716
613,Owyhee North Fuel Breaks1st Priority,Owyhee North,Sagebrush_Protection_Enhance,3031.4817, , ,High,Northern Great Basin,1,804900.818927214,-12267971.1532572
614,Owyhee South 1st Piority,Owyhee South,Sagebrush_Protection_Enhance,3334.7004, , ,High,Northern Great Basin,1,885394.509433719,-13495053.8147837
615,Owyhee South Fuel Breaks 2nd Priority,Owyhee South,Sagebrush_Protection_Enhance,3264.8213, , ,Moderate,Northern Great Basin,2,867683.808656259,-13212262.7188809
616,Owyhee South Fuel Breaks 3rd Priority,Owyhee South,Sagebrush_Protection_Enhance,3140.3257, , ,Low,Northern Great Basin,3,831930.228970249,-12708447.548271
617,Owyhee South Fuel Breaks OR 1st Priority,Owyhee South,Sagebrush_Protection_Enhance,618.90051, , ,High,Northern Great Basin,1,164363.213979527,-2504601.4737922
618,Owyhee South Fuel Breaks OR 2nd Priority,Owyhee South,Sagebrush_Protection_Enhance,252.44756, , ,Moderate,Northern Great Basin,2,67068.2831933872,-1021619.02186245
619,Owyhee South Fuel Breaks OR 3rd Priority,Owyhee South,Sagebrush_Protection_Enhance,1403.8716, , ,Low,Northern Great Basin,3,372850.430047821,-5681266.92062498
620,Rogerson Fuel Breaks 1st,Rogerson,Sagebrush_Protection_Enhance,1212.8199, , ,High,Northern Great Basin,1,301478.232709324,-4908108.33873359
621,Rogerson Fuel Breaks 2nd,Rogerson,Sagebrush_Protection_Enhance,309.2775, , ,Moderate,Northern Great Basin,2,82063.6774330995,-1251601.68342467
622,Rogerson Fuel Breaks 3rd,Rogerson,Sagebrush_Protection_Enhance,1482.9083, , ,Low,Northern Great Basin,3,394783.843106258,-6001116.91353792
623,Sheepshead East Fuel Breaks 1st Priority,Sheepshead East,Sagebrush_Protection_Enhance,314.49023, , ,High,Northern Great Basin,1,83606.7306979383,-1272696.79194697
624,Sheepshead East Fuel Breaks 2nd Priority,Sheepshead East,Sagebrush_Protection_Enhance,175.87975, , ,Moderate,Northern Great Basin,2,46752.9261318351,-711760.07995736
625,Sheepshead West Fuel Breaks 1st,Sheepshead West,Sagebrush_Protection_Enhance,345.14758, , ,High,Northern Great Basin,1,91889.916090203,-1396762.75354493
626,Sheepshead West Fuel Breaks 2nd,Sheepshead West,Sagebrush_Protection_Enhance,253.30429, , ,Moderate,Northern Great Basin,2,67312.6704626563,-1025086.08985269
627,Sheepshead West Fuel Breaks 3rd,Sheepshead West,Sagebrush_Protection_Enhance,427.31506, , ,Low,Northern Great Basin,3,113585.823999889,-1729282.65072588
628,Tuscarora Deep Creek Green Strips 3rd,Tuscarora,Sagebrush_Protection_Enhance,1276.4127, , ,Low,Northern Great Basin,3,337591.80798145,-5165459.01469463
629,Tuscarora Fuel Breaks 1st,Tuscarora,Sagebrush_Protection_Enhance,666.35645, , ,High,Northern Great Basin,1,174149.845061587,-2696648.81207059
630,Tuscarora Fuel Breaks 2nd,Tuscarora,Sagebrush_Protection_Enhance,715.05157, , ,Moderate,Northern Great Basin,2,190004.723080317,-2893711.03387545
631,West Box Elder Fuel Breaks 1st,West Box Elder,Sagebrush_Protection_Enhance,1594.1761, , ,High,Northern Great Basin,1,423334.138542462,-6451402.21651605
632,West Box Elder Fuel Breaks 2nd,West Box Elder,Sagebrush_Protection_Enhance,946.31396, , ,Moderate,Northern Great Basin,2,250807.376680032,-3829596.72290274
633,West Box Elder Fuel Breaks 3rd,West Box Elder,Sagebrush_Protection_Enhance,682.26721, , ,Low,Northern Great Basin,3,181559.044071736,-2761037.50694621
634,Bennett Hill Fuel Breaks 1st,Bennett Hill,Sagebrush_Protection_Enhance,347.89508, , ,High,"Snake, Salmon, and Beaverhead",1,92393.9880222135,-1407881.39467688
635,Bennett Hill Fuel Breaks 2nd,Bennett Hill,Sagebrush_Protection_Enhance,45.433243, , ,Moderate,"Snake, Salmon, and Beaverhead",2,12137.7193895371,-183861.81568529
636,Bennett Hill Fuel Breaks 3rd,Bennett Hill,Sagebrush_Protection_Enhance,574.94019, , ,Low,"Snake, Salmon, and Beaverhead",3,152465.152693528,-2326700.37534417
637,Little Wood Fuels 3rd,Little Wood,Sagebrush_Protection_Enhance,1026.1027, , ,Low,"Snake, Salmon, and Beaverhead",3,272269.522311609,-4152490.24937777
638,Magic Fuels 1st,Magic,Sagebrush_Protection_Enhance,2029.0012, , ,High,"Snake, Salmon, and Beaverhead",1,539218.230772118,-8211076.75636316
639,Magic Fuels 3rd,Magic,Sagebrush_Protection_Enhance,699.13562, , ,Low,"Snake, Salmon, and Beaverhead",3,182738.914969005,-2829301.48363677
