127.locationvalue,"(41.888062, -87.626842)","(41.735341, -87.693452)"
120.vehiclevolumebyeachdirectionoftraffic,East Bound: 3600 / West Bound: 3500,East Bound: 3500 / West Bound: 2800
925.dateofcount,09c/27/2006,09/27/2006
632.vehiclevolumebyeachdirectionoftraffic,South Bounld: 14500/ Oneway South Bound ,South Bound: 14500/ Oneway South Bound 
221.id,715.0,635
22.dateofcount,05/2/2006,05/02/2006
703.vehiclevolumebyeachdirectionoftraffic,East Bound: 93s00 / West Bound: 9700,East Bound: 9300 / West Bound: 9700
117.locationvalue,"(41.974889, -87.669587)","(41.735844, -87.659417)"
1202.trafficvolumecountlocationaddress,5342 West,3542 West
1263.street,12nd St,122nd St
1179.trafficvolumecountlocationaddress,5842 Wesit,5842 West
147.vehiclevolumebyeachdirectionoftraffic,North Bound: 8800 / South Bound: 10500,East Bound: 2500 / West Bound: 2200
95.vehiclevolumebyeachdirectionoftraffic,East Bound: 5800 / West Bound: 5200,East Bound: 5600 / West Bound: 5200
479.totalpassingvehiclevolume,8602,8600
76.id,674.0,477
1044.locationvalue,"(41.869233, -87.754565)","(41.869233, -87.754655)"
132.locationvalue,"(41.756542, -87.617335)","(41.787212, -87.634206)"
419.vehiclevolumebyeachdirectionoftraffic,North Bounxd: 19600 / South Bound: 18200,North Bound: 19600 / South Bound: 18200
540.street,Forest Presrve Ave,Forest Preserve Ave
207.id,506.0,345
315.vehiclevolumebyeachdirectionoftraffic,North Bound: 12600 / lSouth Bound: 11800,North Bound: 12600 / South Bound: 11800
144.locationvalue,"(41.659177, -87.552112)","(41.876241, -87.624273)"
283.vehiclevolumebyeachdirectionoftraffic,East Bound: 440 / West Bound: 5200,East Bound: 4400 / West Bound: 5200
166.locationvalue,"(41.892668, -87.71135)","(41.972925, -87.747914)"
140.dateofcount,03/j07/2006,03/07/2006
637.dateofcount,030/8/2006,03/08/2006
325.locationvalue,"(s41.85774, -87.632821)","(41.85774, -87.632821)"
209.dateofcount,s10/31/2006,10/31/2006
734.dateofcount,0/02/2006,03/02/2006
411.trafficvolumecountlocationaddress,324 West,3254 West
215.vehiclevolumebyeachdirectionoftraffic,East Bound: 27800 / West Bound: 25700,North Bound: 20600 / South Bound: 22500
1166.dateofcount,08/3/2006,08/23/2006
538.locationvalue,"(41.915566, -8y7.750173)","(41.915566, -87.750173)"
20.street,Chicagro Ave,Chicago Ave
784.dateofcount,08/2f3/2006,08/23/2006
166.id,819.0,864
182.locationvalue,"(41.887904, -87.771064)","(41.976829, -87.689187)"
285.locationvalue,"(41.885023, -87.675556)","(41.722445, -87.577141)"
930.trafficvolumecountlocationaddress,3642 eWst,3642 West
1240.vehiclevolumebyeachdirectionoftraffic,North Bound: 12800 / South Bound :12700,North Bound: 12800 / South Bound: 12700
90.vehiclevolumebyeachdirectionoftraffic,East Bound: 2300 / West Bound: 1900,East Bound: 11700 / West Bound: 10000
52.locationvalue,"(41.777072, -87.62526)","(41.838445, -87.615498)"
46.dateofcount,10/18/200g6,10/18/2006
203.vehiclevolumebyeachdirectionoftraffic,East Bound: 5300 / West Bound :4900,East Bound: 5300 / West Bound: 4900
48.vehiclevolumebyeachdirectionoftraffic,East Bound: 27800 / West Bound: 25700,West Bound: 11700/ Oneway West Bound
1039.street,kArcher Ave,Archer Ave
92.vehiclevolumebyeachdirectionoftraffic,North Bound: 1100 / South Bound: 1400,East Bound: 9800 / West Bound: 10500
253.id,1199.0,1054
502.street,aRcine Ave,Racine Ave
1016.dateofcount,08/9/2006,08/29/2006
607.street,Jefefry Blvd,Jeffery Blvd
42.locationvalue,"(41.756542, -87.617335)","(41.757724, -87.663608)"
854.trafficvolumecountlocationaddress,6050 Wets,6050 West
1231.trafficvolumecountlocationaddress,6830 outh,6830 South
122.id,674.0,208
1252.street,Dearbor St,Dearborn St
1152.totalpassingvehiclevolume,5490,5400
711.dateofcount,04/2l7/2006,04/27/2006
372.street,Marqeutte Rd,Marquette Rd
229.id,277.0,693
990.trafficvolumecountlocationaddress,415 Nrth,415 North
591.street,130thq St,130th St
1165.street,Cermak d,Cermak Rd
603.dateofcount,02/2/2006,02/28/2006
73.dateofcount,11/13/2006***,11/13/2006
1235.vehiclevolumebyeachdirectionoftraffic,North Bound: 31900 / South Bound: 31800***,North Bound: 31900 / South Bound: 31800
151.id,960.0,18
485.vehiclevolumebyeachdirectionoftraffic,Eayst Bound: 10000 / West Bound: 10200,East Bound: 10000 / West Bound: 10200
768.street,51ts St,51st St
156.vehiclevolumebyeachdirectionoftraffic,East Bound: 2300 / West Bound: 1900,North Bound: 18800 / South Bound: 21100
190.vehiclevolumebyeachdirectionoftraffic,East Bound: 11800 / West Bound: 11800,North Bound: 7300 / South Bound: 7000
20.locationvalue,"(41.792663, -87.582231)","(41.89675, -87.623095)"
943.trafficvolumecountlocationaddress,100 West,1400 West
1187.longitude,2.352908999999997,-87.647091
601.vehiclevolumebyeachdirectionoftraffic,East Buond: 7800 / West Bound: 7300,East Bound: 7800 / West Bound: 7300
116.locationvalue,"(41.885023, -87.675556)","(41.952742, -87.799221)"
508.locationvalue,"(41.932832, -87.78579)","(41.932832, -87.785749)"
258.id,1111.0,737
176.trafficvolumecountlocationaddress,1810 South,11810 South
808.street,111trh St,111th St
104.dateofcount,09/26/b2006,09/26/2006
709.dateofcount,11/14/206,11/14/2006
204.locationvalue,"(41.773922, -87.673756)","(41.84566, -87.622137)"
673.trafficvolumecountlocationaddress,7121 eWst,7121 West
168.dateofcount,05/092006,05/09/2006
964.vehiclevolumebyeachdirectionoftraffic,North Bound: 16800 / South lBound: 17200,North Bound: 16800 / South Bound: 17200
454.trafficvolumecountlocationaddress,1828 Wst,1828 West
994.locationvalue,"(41.93822, -87.712455)***","(41.93822, -87.712455)"
1172.locationvalue,"(41.955468i, -87.651123)","(41.955468, -87.651123)"
120.id,414.0,1293
222.id,715.0,480
91.id,176.0,70
131.locationvalue,"(41.887904, -87.771064)","(41.827625, -87.675208)"
173.id,379.0,1142
451.trafficvolumecountlocationaddress,1508 Norh,1508 North
732.street,59qth St,59th St
324.vehiclevolumebyeachdirectionoftraffic,East Bound: 4600 / West Bund: 6200,East Bound: 4600 / West Bound: 6200
337.locationvalue,"(41.95443, -876.58524)","(41.95443, -87.658524)"
561.trafficvolumecountlocationaddress,929 Wet,929 West
990.vehiclevolumebyeachdirectionoftraffic,North Bound: 16100 / / Oneway North Boudn ,North Bound: 16100 / / Oneway North Bound 
160.locationvalue,"(41.777072, -87.62526)","(41.92573, -87.707248)"
916.locationvalue,"(41.75845, -87.612457)","(41.758455, -87.612457)"
201.locationvalue,"(41.729262, -87.541841)","(41.782388, -87.584573)"
144.vehiclevolumebyeachdirectionoftraffic,East Bound: 8600 / West Bound: 8000,North Bound: 17200 / South Bound: 16300
530.dateofcount,08/17/2060,08/17/2006
515.dateofcount,10/182/006,10/18/2006
555.locationvalue,"(41.9681, -87.760968)","(41.96815, -87.760968)"
187.id,397.0,1236
335.locationvalue,"(41.7k10698, -87.632871)","(41.710698, -87.632871)"
707.locationvalue,"(41.924963, 8-7.756176)","(41.924963, -87.756176)"
14.vehiclevolumebyeachdirectionoftraffic,East Bound: 27800 / West Bound: 25700,North Bound: 11600 / South Bound: 9900
1076.vehiclevolumebyeachdirectionoftraffic,North Bound:6 000 / South Bound: 6700,North Bound: 6000 / South Bound: 6700
22.locationvalue,"(41.764348, -87.70478)","(41.810689, -87.596855)"
266.locationvalue,"(41.792663, -87.582231)","(41.857869, -87.624476)"
77.vehiclevolumebyeachdirectionoftraffic,East Bound: 2300 / West Bound: 1900,North Bound: 6300 / South Bound: 6300
354.street,ake Shore Dr,Lake Shore Dr
441.trafficvolumecountlocationaddress,4740 Souh,4740 South
229.vehiclevolumebyeachdirectionoftraffic,North Bound: 1500 / South Bound: 1500,North Bound: 8800 / South Bound: 8700
160.id,414.0,631
910.locationvalue,"(41.873424, -87.62757)6","(41.873424, -87.627576)"
49.locationvalue,"(41.792663, -87.582231)","(41.744086, -87.595315)"
429.vehiclevolumebyeachdirectionoftraffic,North oBund: 15300 / South Bound: 17500,North Bound: 15300 / South Bound: 17500
130.street,PrattB lvd,Pratt Blvd
187.vehiclevolumebyeachdirectionoftraffic,East Bound: 3400 / West Bound: 3500,North Bound: 9200 / South Bound: 8400
130.id,1302.0,452
365.locationvalue,"(41.757046, q-87.624736)","(41.757046, -87.624736)"
994.dateofcount,0/09/2006,10/09/2006
1265.locationvalue,"(41.836923, -87.721596)","(41.836923, -87.721956)"
192.vehiclevolumebyeachdirectionoftraffic,North Bound: 7500 / South Bound: 8100,East Bound: 6900 / West Bound: 7400
1144.vehiclevolumebyeachdirectionoftraffic,East Bound: 17500 / West Bound: 19060,East Bound: 17500 / West Bound: 19600
420.trafficvolumecountlocationaddress,344 eWst,344 West
744.locationvalue,"(41.93268, -87.736835)","(41.932608, -87.736835)"
968.vehiclevolumebyeachdirectionoftraffic,East Bound:1 0400 / West Bound: 13800,East Bound: 10400 / West Bound: 13800
115.locationvalue,"(41.888062, -87.626842)","(41.975916, -87.787866)"
1130.vehiclevolumebyeachdirectionoftraffic,ast Bound: 4500 / West Bound: 4700,East Bound: 4500 / West Bound: 4700
1107.vehiclevolumebyeachdirectionoftraffic,North Bound: 12600 / South Bound: 13900***,North Bound: 12600 / South Bound: 13900
764.street,Asxhland Ave,Ashland Ave
17.vehiclevolumebyeachdirectionoftraffic,East Bound: 400 / West Bound: 300,North Bound: 14200 / South Bound: 10800
83.id,819.0,642
1203.street,Richard Dr,Richards Dr
162.locationvalue,"(41.792663, -87.582231)","(41.920893, -87.785358)"
19.id,176.0,119
983.dateofcount,08/15/2060,08/15/2006
154.locationvalue,"(41.849302, -87.622658)","(41.946355, -87.646666)"
32.locationvalue,"(41.892668, -87.71135)","(41.852621, -87.715027)"
129.locationvalue,"(41.890186, -87.632548)","(41.990126, -87.750526)"
1187.trafficvolumecountlocationaddress,700 oSuth,700 South
900.dateofcount,90/12/2006,09/12/2006
512.trafficvolumecountlocationaddress,133j East,133 East
270.street,Waash Ave,Wabash Ave
188.locationvalue,"(41.766933, -87.610456)","(41.87559, -87.633082)"
693.locationvalue,"(41.706839, -87.59565)","(41.706839, -87.55965)"
1198.dateofcount,10/18/20h06,10/18/2006
831.trafficvolumecountlocationaddress,101 Sotuh,101 South
159.id,85.0,1365
826.locationvalue,"(41.899222, -78.703584)","(41.899222, -87.703584)"
917.dateofcount,10/112006,10/11/2006
319.trafficvolumecountlocationaddress,1539 South,1359 South
660.dateofcount,e08/20/2006,08/20/2006
848.dateofcount,08/16/206,08/16/2006
592.vehiclevolumebyeachdirectionoftraffic,North Bound: 1900 / South Boun: 1600,North Bound: 1900 / South Bound: 1600
966.locationvalue,"(41.685379, -87.689054)","(41.685379, -87.680954)"
389.locationvalue,"(41.76465, -87.690066)","(41.786465, -87.690066)"
71.vehiclevolumebyeachdirectionoftraffic,North Bound: 13100 / South Bound: 13600,East Bound: 4000 / West Bound: 4800
135.locationvalue,"(41.892668, -87.71135)","(41.845391, -87.641581)"
41.locationvalue,"(41.885023, -87.675556)","(41.897747, -87.631275)"
1187.totalpassingvehiclevolume,25341,25300
906.locationvalue,"(41.986812, -87.660145)","(41.986182, -87.660145)"
230.id,1367.0,281
29.vehiclevolumebyeachdirectionoftraffic,East Bound: 3600 / West Bound: 3500,East Bound: 16800 / West Bound: 17000
459.street,Irvnig Park Rd,Irving Park Rd
1034.street,Cottae Grove Ave,Cottage Grove Ave
1025.locationvalue,"(41.931692, -87.734c385)","(41.931692, -87.734385)"
525.street,Ogden Aev,Ogden Ave
263.vehiclevolumebyeachdirectionoftraffic,East Bound: 400 / West Bound: 300,North Bound: 7900 / South Bound: 10200
27.id,397.0,673
819.dateofcount,08/15/2006***,08/15/2006
274.id,1050.0,836
703.locationvalue,"41.706445, -87.677175)","(41.706445, -87.677175)"
836.dateofcount,04/252/006,04/25/2006
167.locationvalue,"(41.729262, -87.541841)","(41.745515, -87.585819)"
1143.street,uAustin Ave,Austin Ave
1112.trafficvolumecountlocationaddress,46p9 West,469 West
287.street,63rdh St,63rd St
541.street,venue L,Avenue L
443.trafficvolumecountlocationaddress,4401 Swouth,4401 South
795.locationvalue,"(41.930995, -87.711714)","(41.903995, -87.711714)"
1092.dateofcount,090/6/2006,09/06/2006
292.id,979.0,566
341.trafficvolumecountlocationaddress,2h0 West,20 West
655.dateofcount,09/28/206,09/28/2006
136.locationvalue,"(41.849302, -87.622658)","(41.786166, -87.584966)"
824.dateofcount,10/23/2060,10/23/2006
620.locationvalue,"(41.885403, d-87.663033)","(41.885403, -87.663033)"
286.id,1050.0,3
367.vehiclevolumebyeachdirectionoftraffic,East Bound: 11000 / West Boundc: 7700,East Bound: 11000 / West Bound: 7700
84.id,176.0,1121
376.trafficvolumecountlocationaddress,1715 Wkest,1715 West
14.trafficvolumecountlocationaddress,6559 Soth,6559 South
626.trafficvolumecountlocationaddress,4647 nSouth,4647 South
74.trafficvolumecountlocationaddress,7000S outh,7000 South
471.street,RooseveltR d,Roosevelt Rd
60.locationvalue,"(41.930851, -87.797915)","(41.828474, -87.65091)"
953.vehiclevolumebyeachdirectionoftraffic,pEast Bound: 10700 / West Bound: 4300,East Bound: 10700 / West Bound: 4300
218.locationvalue,"(41.885023, -87.675556)","(41.677257, -87.680696)"
52.vehiclevolumebyeachdirectionoftraffic,North Bound: 5300 / South Bound: 5400,East Bound: 8200 / West Bound: 8400
1026.vehiclevolumebyeachdirectionoftraffic,NorthB ound: 12400 / South Bound: 9700,North Bound: 12400 / South Bound: 9700
101.id,1297.0,511
1207.vehiclevolumebyeachdirectionoftraffic,North Bound: 10400 / Souht Bound: 9600,North Bound: 10400 / South Bound: 9600
690.locationvalue,"u(41.764407, -87.605533)","(41.764407, -87.605533)"
174.id,979.0,1221
194.id,379.0,651
466.vehiclevolumebyeachdirectionoftraffic,North Bound: 8600 / oSuth Bound: 7500,North Bound: 8600 / South Bound: 7500
230.vehiclevolumebyeachdirectionoftraffic,North Bound: 13100 / South Bound: 13600,East Bound: 5900 / West Bound: 5800
3.dateofcount,08/24/e2006,08/24/2006
138.dateofcount,08/17/0206,08/17/2006
1182.locationvalue,"(41.997256, -87.74713)","(41.997256, -87.724713)"
111.locationvalue,"(41.777072, -87.62526)","(41.69994, -87.618575)"
1004.vehiclevolumebyeachdirectionoftraffic,East Bound: 15300 / Wet Bound: 14500,East Bound: 15300 / West Bound: 14500
127.vehiclevolumebyeachdirectionoftraffic,East Bound: 400 / West Bound: 300,East Bound: 14800 / West Bound: 14600
226.locationvalue,"(41.69183, -87.531879)","(41.932463, -87.664643)"
946.locationvalue,"(v41.881427, -87.668678)","(41.881427, -87.668678)"
954.dateofcount,11/51/2006,11/15/2006
183.id,1160.0,921
1021.trafficvolumecountlocationaddress,5921South,5921 South
884.totalpassingvehiclevolume,17438,17400
704.trafficvolumecountlocationaddress,6137 Nrth,6137 North
158.locationvalue,"(41.885023, -87.675556)","(41.872427, -87.686197)"
1269.trafficvolumecountlocationaddress,2824 Norht,2824 North
409.trafficvolumecountlocationaddress,2550 eWst,2550 West
573.street,Indianya Ave,Indiana Ave
694.trafficvolumecountlocationaddress,374n3 West,3743 West
124.vehiclevolumebyeachdirectionoftraffic,East Bound: 8600 / West Bound: 8000,North Bound: 2400 / South Bound: 2500
771.dateofcount,03/51/2006,03/15/2006
42.id,1111.0,106
7.id,1328.0,691
123.locationvalue,"(41.756542, -87.617335)","(41.87138, -87.620556)"
565.vehiclevolumebyeachdirectionoftraffic,North Bound: 1w2400 / South Bound: 11500,North Bound: 12400 / South Bound: 11500
201.id,1170.0,356
4.id,1328.0,316
235.locationvalue,"(41.849302, -87.622658)","(41.808578, -87.667723)"
149.trafficvolumecountlocationaddress,346l South,346 South
1255.trafficvolumecountlocationaddress,1015 Wset,1015 West
26.id,1328.0,365
1043.street,5Th St,95Th St
86.id,960.0,1265
178.id,85.0,179
262.vehiclevolumebyeachdirectionoftraffic,North Bound: 13100 / South Bound: 13600,North Bound: 11300 / South Bound: 11400
323.street,Diverseyv Ave,Diversey Ave
411.street,151th St,115th St
995.vehiclevolumebyeachdirectionoftraffic,West Bound: 800h/ Oneway West Bound ,West Bound: 800/ Oneway West Bound 
724.locationvalue,"(1.982866, -87.724368)","(41.982866, -87.724368)"
418.locationvalue,"42.011663, -87.808726)","(42.011663, -87.808726)"
11.trafficvolumecountlocationaddress,6891 Wesrt,6891 West
39.locationvalue,"(41.930851, -87.797915)","(41.892388, -87.634088)"
167.dateofcount,04/4/2007,04/04/2007
197.locationvalue,"(41.885023, -87.675556)","(41.838279, -87.628571)"
333.street,Pulaksi Rd,Pulaski Rd
7.trafficvolumecountlocationaddress,6067 Norht,6067 North
1272.street,Stat eSt,State St
273.vehiclevolumebyeachdirectionoftraffic,East Bound: 3400 / West Bound: 3500,East Bound: 5400 / West Bound: 5600
216.vehiclevolumebyeachdirectionoftraffic,North Bound: 13100 / South Bound: 13600,East Bound: 7600 / West Bound: 9900
1230.trafficvolumecountlocationaddress,71 Est,71 East
432.street,Ashlnad Ave,Ashland Ave
529.locationvalue,"(41.95416, -87.680217)","(41.954136, -87.680217)"
809.street,Foser Ave,Foster Ave
1197.vehiclevolumebyeachdirectionoftraffic,North Bound: 9800 / South Bround: 10900,North Bound: 9800 / South Bound: 10900
121.vehiclevolumebyeachdirectionoftraffic,East Bound: 8600 / West Bound: 8000,North Bound: 13100 / South Bound: 11900
398.dateofcount,01/04/2006,10/04/2006
553.totalpassingvehiclevolume,14367,14300
118.vehiclevolumebyeachdirectionoftraffic,East Bound: 13700 / West Bonud: 13100,East Bound: 13700 / West Bound: 13100
372.dateofcount,04/27/206,04/27/2006
25.vehiclevolumebyeachdirectionoftraffic,North Bound: 7500 / South Bound: 8100,North Bound: 10200 / South Bound: 8500
286.locationvalue,"(41.890186, -87.632548)","(41.765008, -87.657067)"
227.locationvalue,"(41.756542, -87.617335)","(41.947751, -87.668879)"
122.vehiclevolumebyeachdirectionoftraffic,East Bound: 3800 / West Bound: 4800,East Bound: 14900 / West Bound: 14200
306.id,258.0,412
348.vehiclevolumebyeachdirectionoftraffic,South Bound 18700/ Oneway South Bound ,South Bound: 18700/ Oneway South Bound 
763.locationvalue,"(41.720957, -87.5p60671)","(41.720957, -87.560671)"
1105.longitude,-22.666675999999995,-87.666676
843.street,Archr Ave,Archer Ave
1086.dateofcount,04/27/206,04/27/2006
130.locationvalue,"(41.974889, -87.669587)","(42.00544, -87.666635)"
119.locationvalue,"(41.886932, -87.633964)","(41.910014, -87.713878)"
553.dateofcount,09/28/t2006,09/28/2006
347.street,DamenAve,Damen Ave
21.vehiclevolumebyeachdirectionoftraffic,North Bound: 8800 / South Bound: 10500,East Bound: 7900 / West Bound: 7700
596.trafficvolumecountlocationaddress,3402 Suth,3402 South
866.vehiclevolumebyeachdirectionoftraffic,North Bound: 4400 / Souht Bound: 4300,North Bound: 4400 / South Bound: 4300
847.locationvalue,"(41.706494,-87.613745)","(41.706494, -87.613745)"
216.id,1050.0,531
360.street,79th Strxeet,79th Street
58.id,1199.0,787
963.locationvalue,"(41.797723, -87.73229)","(41.797723, -87.72329)"
261.locationvalue,"(41.892668, -87.71135)","(41.718658, -87.620521)"
394.trafficvolumecountlocationaddress,2932 Wehst,2932 West
70.id,1286.0,142
308.dateofcount,09/14/20a06,09/14/2006
140.id,960.0,45
579.locationvalue,"(41.938129, -87.79752)4","(41.938129, -87.797524)"
558.trafficvolumecountlocationaddress,6f628 South,6628 South
63.locationvalue,"(41.849302, -87.622658)","(41.874199, -87.665037)"
1071.street,Congressc Pkwy,Congress Pkwy
637.street,Jeffery Bllvd,Jeffery Blvd
60.vehiclevolumebyeachdirectionoftraffic,East Bound: 400 / West Bound: 300,North Bound: 2600 / South Bound: 2700
1237.dateofcount,08/31/006,08/31/2006
1264.vehiclevolumebyeachdirectionoftraffic,Eas Bound: 14300 / West Bound: 16700,East Bound: 14300 / West Bound: 16700
470.dateofcount,3/28/2006,03/28/2006
231.vehiclevolumebyeachdirectionoftraffic,North Bound: 8800 / South Bound: 10500,North Bound: 9500 / South Bound: 10500
1188.dateofcount,03/15/0206,03/15/2006
271.id,506.0,490
353.locationvalue,"(41.931576, -87.7x43265)","(41.931576, -87.743265)"
887.trafficvolumecountlocationaddress,6210 nSouth,6210 South
795.street,Hoan Ave,Homan Ave
227.id,176.0,668
114.dateofcount,08/15l/2006,08/15/2006
853.locationvalue,"(41.677,9 -87.63412)","(41.6779, -87.63412)"
73.id,176.0,411
196.dateofcount,4/25/2006,04/25/2006
372.vehiclevolumebyeachdirectionoftraffic,East Bound: 7400 / West Bound: 6080,East Bound: 7400 / West Bound: 6800
1111.locationvalue,"(41.752545, -87.71477)","(41.752545, -87.741477)"
784.vehiclevolumebyeachdirectionoftraffic,East Bound: 14500 / West uBound: 12200,East Bound: 14500 / West Bound: 12200
1164.dateofcount,10/09/0206,10/09/2006
275.vehiclevolumebyeachdirectionoftraffic,East Bound: 1a2000 / West Bound: 11700,East Bound: 12000 / West Bound: 11700
1181.locationvalue,"(41.984243, 87.784632)","(41.984243, -87.784632)"
283.street,51sto Street,51st Street
285.vehiclevolumebyeachdirectionoftraffic,East oBund: 17600 / West Bound: 18500,East Bound: 17600 / West Bound: 18500
832.street,Columbsu Dr,Columbus Dr
653.locationvalue,"(41.823805, -87.619176y)","(41.823805, -87.619176)"
194.locationvalue,"(41.756542, -87.617335)","(41.946811, -87.796043)"
12.street,Ashland Avle,Ashland Ave
215.id,379.0,994
69.dateofcount,08/1/2006,08/10/2006
5.id,1328.0,1294
1063.street,Michigan Ae,Michigan Ave
941.locationvalue,"(41.838528, -87.662425v)","(41.838528, -87.662425)"
228.id,176.0,235
117.vehiclevolumebyeachdirectionoftraffic,Est Bound: 16000 / West Bound: 15600,East Bound: 16000 / West Bound: 15600
325.dateofcount,0330/2006,03/30/2006
176.vehiclevolumebyeachdirectionoftraffic,North Bound: 13100 / South Bound: 13600,North Bound: 11300 / South Bound: 12300
750.dateofcount,10/81/2006,10/18/2006
443.vehiclevolumebyeachdirectionoftraffic,Norht Bound: 14200 / South Bound: 16300,North Bound: 14200 / South Bound: 16300
567.trafficvolumecountlocationaddress,700 West,2700 West
317.street,SheridanR d,Sheridan Rd
56.vehiclevolumebyeachdirectionoftraffic,East Bound: 27800 / West Bound: 25700,North Bound: 20300 / South Bound: 20200
262.id,176.0,679
682.trafficvolumecountlocationaddress,245 South,2455 South
266.vehiclevolumebyeachdirectionoftraffic,East Bound: 3800 / West Bound: 4800,East Bound: 3900 / West Bound: 4200
1207.dateofcount,10/10/200n6,10/10/2006
1267.locationvalue,"(41.72k0377, -87.575308)","(41.720377, -87.575308)"
233.vehiclevolumebyeachdirectionoftraffic,East Bound: 27800 / West Bound: 25700,North Bound: 16600 / South Bound: 15000
290.id,414.0,917
406.dateofcount,1o0/05/2006,10/05/2006
30.locationvalue,"(41.992042, -87.714036)","(41.939715, -87.667324)"
163.trafficvolumecountlocationaddress,4322 orth,4322 North
1026.dateofcount,10/26/200n6,10/26/2006
1242.locationvalue,"(41k.838373, -87.621143)","(41.838373, -87.621143)"
128.id,819.0,763
440.dateofcount,10/4/2006,10/24/2006
276.street,sAhland Ave,Ashland Ave
374.trafficvolumecountlocationaddress,259 South,2259 South
1193.totalpassingvehiclevolume,23075,23000
1171.vehiclevolumebyeachdirectionoftraffic,North Bound 9800 / South Bound: 9600,North Bound: 9800 / South Bound: 9600
282.locationvalue,"(41.930851, -87.797915)","(41.756743, -87.683025)"
193.id,193.0,111
211.street,La Sall eSt,La Salle St
298.id,1111.0,321
1015.dateofcount,90/28/2006,09/28/2006
499.locationvalue,"(41.908868 ,-87.804756)","(41.908868, -87.804756)"
107.dateofcount,i11/07/2006,11/07/2006
190.id,847.0,938
921.trafficvolumecountlocationaddress,123 South,2123 South
754.trafficvolumecountlocationaddress,643 West,6431 West
974.dateofcount,8/17/2006,08/17/2006
77.id,1297.0,702
125.trafficvolumecountlocationaddress,6231South,6231 South
462.totalpassingvehiclevolume,20993,20900
485.locationvalue,"(41.976427, -87.65288)","(41.976427, -87.652889)"
778.locationvalue,"(41.795109, -87.5932)6","(41.795109, -87.59326)"
270.id,176.0,1158
313.dateofcount,08/16/20b06,08/16/2006
958.dateofcount,101/2/2006,10/12/2006
50.trafficvolumecountlocationaddress,2223West,2223 West
288.id,1170.0,1342
448.vehiclevolumebyeachdirectionoftraffic,Northm Bound: 4000 / South Bound: 5000,North Bound: 4000 / South Bound: 5000
1211.dateofcount,10/09/2006***,10/09/2006
234.locationvalue,"(41.88673, -87.623929)","(41.731171, -87.647028)"
1105.latitude,97.876934,41.876934
97.locationvalue,"(41.930851, -87.797915)","(41.751887, -87.554734)"
87.id,819.0,14
927.dateofcount,1m0/19/2006,10/19/2006
181.vehiclevolumebyeachdirectionoftraffic,East Bound: 3800 / West Bound: 4800,North Bound: 12500 / South Bound: 11800
257.vehiclevolumebyeachdirectionoftraffic,East Bound: 8600 / West Bound: 8000,East Bound: 7600 / West Bound: 6600
264.dateofcount,1r1/07/2006,11/07/2006
377.street,ForestPreserve Ave,Forest Preserve Ave
698.vehiclevolumebyeachdirectionoftraffic,East Bound:1 6900 / West Bound: 16100,East Bound: 16900 / West Bound: 16100
497.trafficvolumecountlocationaddress,1x0040 South,10040 South
615.trafficvolumecountlocationaddress,436 West,4306 West
109.locationvalue,"(41.974889, -87.669587)","(41.879204, -87.701155)"
405.locationvalue,"(41.8237, -87.614241)","(41.82387, -87.614241)"
5.trafficvolumecountlocationaddress,2924E ast,2924 East
932.street,Chicvago Ave,Chicago Ave
441.dateofcount,0/22/2006,08/22/2006
1015.locationvalue,"(41.913995, -87.687s313)","(41.913995, -87.687313)"
93.locationvalue,"(41.974889, -87.669587)","(41.69184, -87.676796)"
1162.dateofcount,0509/2006,05/09/2006
162.id,1328.0,905
421.dateofcount,09/21/206,09/21/2006
900.trafficvolumecountlocationaddress,543d3 South,5433 South
23.id,1367.0,1337
257.locationvalue,"(41.888062, -87.626842)","(41.851933, -87.693114)"
920.dateofcount,101/9/2006,10/19/2006
473.dateofcount,10/052/006,10/05/2006
217.vehiclevolumebyeachdirectionoftraffic,East Bound: 9700 / West Bound: 8400,East Bound: 5100 / West Bound: 6300
1217.vehiclevolumebyeachdirectionoftraffic,East Bound: 13200 / West Bound: m12300,East Bound: 13200 / West Bound: 12300
725.street,eWntworth Ave,Wentworth Ave
1075.locationvalue,"(41.873368, -876.30642)","(41.873368, -87.630642)"
249.locationvalue,"(41.777072, -87.62526)","(41.933229, -87.806554)"
178.vehiclevolumebyeachdirectionoftraffic,East Bound: 11800 / West Bound: 11800,East Bound: 20600 / West Bound: 12700
1215.vehiclevolumebyeachdirectionoftraffic,Est Bound: 6600 / / Oneway East Bound ,East Bound: 6600 / / Oneway East Bound 
46.vehiclevolumebyeachdirectionoftraffic,East Bound: 3800 / West Bound: 4800,East Bound: 7100 / West Bound: 6600
39.id,176.0,839
254.id,960.0,826
486.trafficvolumecountlocationaddress,11q021 South,11021 South
240.vehiclevolumebyeachdirectionoftraffic,North Bound: 8800 / South Bound: 10500,East Bound: 9000 / West Bound: 9400
357.street,Indiaan Ave,Indiana Ave
62.vehiclevolumebyeachdirectionoftraffic,East Bound: 9700 / West Bound: 8400,South Bound: 20700/ Oneway South Bound 
48.locationvalue,"(41.974889, -87.669587)","(41.879284, -87.641796)"
852.dateofcount,1/114/2006,11/14/2006
243.id,506.0,868
1253.street,Racxine Ave,Racine Ave
293.id,1367.0,341
674.vehiclevolumebyeachdirectionoftraffic,East Bound: 7800 / West Boupnd: 4600,East Bound: 7800 / West Bound: 4600
460.street,Cicetro Ave,Cicero Ave
700.dateofcount,1025/2006,10/25/2006
