plant_type,spdes_permit_number,facility_name,groundor_surface,average_design_hydraulic_flow,street,city,state,country,zip_code,latitude,longitude,location_one
Industrial,NY0227102,BB ANNA'S LAUNDROMAT,Ground,0.01,1018 WAVERLY AVE,HOLTSVILLE,NY,USA,11742.0,40.81,-73.05,"(40.81, -73.05)"
Municipal,NY0022381,BOLIVAR WWTP,Surface,0.4,WEST LIBERTY ST,BOLIVAR,NY,USA,14715.0,42.06,-78.17,"(42.06, -78.17)"
Municipal,NY0030082,NEW PALTZ (V) WWT FACILITY,Surface,1.5,HUGUENOT ST,NEW PALTZ,NY,USA,12561.0,41.75,-74.09,"(41.75, -74.09)"
Industrial,NY0085294,KATHERINE ST PENINSULA HABITAT RESTORATION,Surface,0.07,101 KATHERINE ST,BUFFALO,NY,USA,14210.0,42.86,-78.86,"(42.86, -78.86)"
Municipal,NY0106895,SOUTH & CENTER CHAUTAUQUA LAKE SD WWTP,Surface,4.1,51 GIFFORD AVE,CELORON,NY,USA,14701.0,42.11,-79.27,"(42.11, -79.27)"
Municipal,NY0036749,MINETTO - T WPCP,Surface,0.2,2086 SNELL RD,MINETTO,NY,USA,13115.0,43.4,-76.48,"(43.4, -76.48)"
Industrial,NY0267481,RSM ELECTRON POWER INC.,Ground,NULL,100 ENGINEERS RD|SCTM#182-2-5,HAUPPAUGE,NY,USA,11788.0,40.81,-73.24,"(40.81, -73.24)"
Industrial,NY0225941,IN HOUSE PARTNERS LLC PROPERTY,Ground,NULL,14 RESEARCH WAY,SETAUKET,NY,USA,11733.0,40.9,-73.09,"(40.9, -73.09)"
Industrial,NY0263095,BUTTERNUTS BEER & ALE,Ground,0.0,4020 ST RTE 51|SE CORNER OF ST RTE 51 & WALTERS RD,GARRATTSVILLE,NY,USA,13342.0,42.62,-75.19,"(42.62, -75.19)"
Municipal,NY0022187,LAKE PLACID WPCP,Surface,2.5,153 Powerhouse Ln,Lake Placid,NY,USA,12946.0,44.27,-73.97,"(44.27, -73.97)"
Municipal,NY0215791,CLAYTON/DEPAUVILLE SEWER DISTRICT,Surface,0.04,32333 CAROLINE ST,DEPAUVILLE,NY,USA,13632.0,44.14,-76.07,"(44.14, -76.07)"
Industrial,NY0212105,CITGO HOLDING TERMINALS LLC GLENMONT TERMINAL,Surface,NULL,495 RIVER RD,GLENMONT,NY,USA,12077.0,42.59,-73.77,"(42.59, -73.77)"
Municipal,NY0031208,SAUGERTIES (V) DOCK STREET STP,Surface,1.36,DOCK ST,SAUGERTIES,NY,USA,12477.0,42.07,-73.94,"(42.07, -73.94)"
Industrial,NY0257541,DOT MAINTENANCE BUILDING,Surface,0.0,ST RTE 131 AND CO RTE 42,MASSENA CENTER,NY,USA,13662.0,44.96,-74.84,"(44.96, -74.84)"
Municipal,NY0027073,RED HOOK WASTEWATER RESOURCE RECOVERY FACILITY,Surface,60.0,63 FLUSHING AVE,BROOKLYN,NY,USA,11205.0,40.7,-73.98,"(40.7, -73.98)"
Industrial,NY0203335,WASHINGTON MILLS ELECTRO MINERALS,Surface,4.67,1801 BUFFALO AVE,NIAGARA FALLS,NY,USA,14302.0,43.08,-79.04,"(43.08, -79.04)"
Industrial,NY0266868,DEPOT LAUNDROMAT OF BAY SHORE,Ground,0.03,1559 BRENTWOOD RD|SCTM 500-246-04-1 & 2 & 500-225-3-108,BAY SHORE,NY,USA,11706.0,40.76,-73.24,"(40.76, -73.24)"
Industrial,NY0005690,BUCKEYE RENSSELAER TERMINAL,Surface,NULL,367 AMERICAN OIL RD,RENSSELAER,NY,USA,12144.0,42.61,-73.76,"(42.61, -73.76)"
Industrial,NY0268631,Adirondack Beverage,Surface,NULL,701 Corporations Park,Schenectady,NY,USA,12302.0,42.84,-73.98,"(42.84, -73.98)"
Industrial,NY0275123,ELT HARRIMAN LLC (FORMERLY NEPERA INC),Surface,0.19,41 ARDEN HOUSE RD,HARRIMAN,NY,USA,10926.0,41.31,-74.14,"(41.31, -74.14)"
Industrial,NY0201511,NYS DOT DISCHARGE/ WELLS SUB-HDQTRS,Ground,0.0,RTE 30,WELLS,NY,USA,12190.0,43.41,-74.29,"(43.41, -74.29)"
Municipal,NY0192309,MIDDLEBURGH - V STP,Surface,0.09,BAKER AVE,MIDDLEBURGH,NY,USA,12122.0,42.59,-74.34,"(42.59, -74.34)"
Municipal,NY0020664,PHOENIX - V STP,Surface,0.6,NORTH ST,PHOENIX,NY,USA,13135.0,43.23,-76.31,"(43.23, -76.31)"
Municipal,NY0208426,V-BLOOMINGBURG STP,Surface,0.07,MAIN ST (OLD RTE 17),BLOOMINGBURG,NY,USA,12721.0,41.55,-74.43,"(41.55, -74.43)"
Industrial,NY0258890,CITY OF OLEAN WATER SUPPLY SYSTEM,Surface,NULL,CITYWIDE,OLEAN,NY,USA,14760.0,42.09,-78.43,"(42.09, -78.43)"
Municipal,NY0021431,BATH WASTEWATER TREATMENT PLANT,Surface,1.0,144 E MORRIS ST,BATH,NY,USA,14810.0,42.33,-77.31,"(42.33, -77.31)"
Industrial,NY0244261,THERM INC,Surface,0.43,1000 HUDSON ST EXT,ITHACA,NY,USA,14850.0,42.43,-76.49,"(42.43, -76.49)"
Municipal,NY0029254,HOBART - V WWTP,Surface,0.18,RIVER ST,HOBART,NY,USA,13788.0,42.37,-74.68,"(42.37, -74.68)"
Industrial,NY0000442,MANITOU CONST CO - JEFFERSON RD FACILITY,Surface,NULL,1260 JEFFERSON RD,HENRIETTA,NY,USA,14623.0,43.09,-77.6,"(43.09, -77.6)"
Industrial,NY0281093,MIDDLEHOPE PET HOTEL & DAY CARE,Surface,0.0,5349 RTE 9W,NEWBURGH,NY,USA,12550.0,41.56,-74.0,"(41.56, -74.0)"
Municipal,NY0021407,GREENE - V STP,Surface,0.45,WATER ST,GREENE,NY,USA,13778.0,42.32,-75.77,"(42.32, -75.77)"
Industrial,NY0226769,COIN DISCOUNT LAUNDRY,Ground,0.01,20 FLOYD RD|SCTM# 200-88-5-72.1,SHIRLEY,NY,USA,11967.0,40.8,-72.86,"(40.8, -72.86)"
Industrial,NY0002461,BARRETT PAVING NORWOOD QUARRY,Surface,0.22,7971 ST RTE 56 - W SIDE - 1 MI N OF BRAY RD,NORWOOD,NY,USA,13668.0,44.79,-74.99,"(44.79, -74.99)"
Municipal,NY0023671,WASHINGTONVILLE - V WWTF,Surface,0.7,3 Walt Cole Blvd,Washingtonville,NY,USA,10992.0,41.43,-74.14,"(41.43, -74.14)"
Industrial,NY0006262,DANSKAMMER GENERATING STATION,Surface,457.5,994 RIVER RD,NEWBURGH,NY,USA,12550.0,41.57,-73.96,"(41.57, -73.96)"
Industrial,NY0260835,FLUOROTECHNIQUES MEMBRANE PRODUCTS,Ground,0.0,LOT 5 BERKSHIRE SPUR BUSINESS PARK,SCHODACK,NY,USA,NULL,42.52,-73.67,"(42.52, -73.67)"
Industrial,NY0255939,SEVERANCE SUB-RESIDENCY,Ground,0.0,US RTE 9 @ ST RTE 74,SCHROON LAKE,NY,USA,12870.0,43.87,-73.75,"(43.87, -73.75)"
Industrial,NY0263044,TOWN OF MORRIS HWY GARAGE,Surface,NULL,LAKE ST AT MILL ST,MORRIS,NY,USA,13808.0,42.55,-75.24,"(42.55, -75.24)"
Industrial,NY0102041,ATHENS - V WTR TRT PLT,Surface,0.0,SCHOHARIE TPKE,ATHENS,NY,USA,12015.0,42.31,-73.88,"(42.31, -73.88)"
Municipal,NY0026433,VILLAGE OF MONTGOMERY STP,Surface,0.5,BACHELOR ST - W END,MONTGOMERY,NY,USA,12549.0,41.53,-74.25,"(41.53, -74.25)"
Municipal,NY0031003,ViILLAGE OF AKRON WASTEWATER TREATMENT PLANT,Surface,0.82,33 LEWIS RD @ KIBLER AVE,AKRON,NY,USA,14001.0,43.03,-78.51,"(43.03, -78.51)"
Industrial,NY0256668,UMR BOARDS PRODUCTION,Ground,0.02,26 Werner Schluter Way,Plattsburgh,NY,USA,12901.0,44.66,-73.49,"(44.66, -73.49)"
Municipal,NY0027758,MOHAWK VIEW WATER POLLUTION CONTROL PLANT,Surface,6.0,200 ONDERDONK AVE,LATHAM,NY,USA,12110.0,42.78,-73.77,"(42.78, -73.77)"
Municipal,NY0257737,LYONS FALLS WASTEWATER TREATMENT FACILITY,Surface,0.07,E OF CONTINENTAL CIR & N OF NEW ST,LYONS FALLS,NY,USA,13368.0,43.62,-75.36,"(43.62, -75.36)"
Industrial,NY0076031,GALWAY CENTRAL SCHOOLS,Surface,0.01,5317 SACANDAGA RD,GALWAY,NY,USA,12074.0,43.02,-74.03,"(43.02, -74.03)"
Industrial,NY0108251,LINDE INC - NIAGARA FALLS,Surface,45.64,4501 ROYAL AVE,NIAGARA FALLS,NY,USA,14303.0,43.09,-79.01,"(43.09, -79.01)"
Industrial,NY0191973,GSK OAK HILL,Surface,NULL,3169 ST RTE 145,EAST DURHAM,NY,USA,12423.0,42.38,-74.12,"(42.38, -74.12)"
Industrial,NY0276669,NYS DOT- KOSCIUSZKO BRIDGE,Surface,0.06,KOSCIUSZKO BRIDGE OVER NEWTOWN CREEK,BROOKLYN/LIC,NY,USA,NULL,NULL,NULL,NULL
Industrial,NY0201227,RAVENSWOOD STEAM PLANT,Surface,NULL,38-54 VERNON BLVD,LONG ISLAND CITY,NY,USA,11101.0,40.76,-73.95,"(40.76, -73.95)"
Municipal,NY0094366,LAKE GEORGE STP,Ground,1.75,BIRCH AVE,LAKE GEORGE,NY,USA,12845.0,43.41,-73.72,"(43.41, -73.72)"
Industrial,NY0268267,COXSACKIE - V WTR TRT PLT,Surface,NULL,TITUS MILL RD,COXSACKIE,NY,USA,12051.0,42.37,-73.86,"(42.37, -73.86)"
Industrial,NY0202959,BAILEY MANUFACTURING COMPANY LLC,Ground,0.01,10979 BENNETT STATE RD,FORESTVILLE,NY,USA,14062.0,42.48,-79.17,"(42.48, -79.17)"
Industrial,NY0005240,TILCON -TOMKINS COVE QUARRY,Surface,0.5,ELM ST - S SIDE - N OF BATTLEFIELD RD,TOMKINS COVE,NY,USA,10986.0,41.25,-73.98,"(41.25, -73.98)"
Industrial,NY0131652,VILLAGE LAUNDROMAT,Ground,0.0,2424 St Rte 30,Mayfield,NY,USA,12117.0,43.11,-74.27,"(43.11, -74.27)"
Industrial,NY0001538,ROCHESTER WEST TERMINAL,Ground,0.0,1975 LYELL AVE,ROCHESTER,NY,USA,14606.0,43.16,-77.68,"(43.16, -77.68)"
Industrial,NY0245038,NYSDOT MAPLEVIEW SUBHEADQUARTERS,Surface,0.0,RTE 104,MAPLEVIEW,NY,USA,NULL,43.46,-76.1,"(43.46, -76.1)"
Industrial,NY0243992,OSWEGO CO HIGHWAY MAINTENANCE AT SCRIBA,Surface,0.0,ST RTE 104,SCRIBA,NY,USA,13126.0,43.47,-76.44,"(43.47, -76.44)"
Industrial,NY0267155,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,NULL,4p0.96,-72.6,"(40.96, -72.26)"
Industrial,NY0256307,S PLATTSBURGH FIRE DIST STATION NO 1,Ground,NULL,ST RTE 22 - W SIDE ~ � MI N OF CO RTE 33,SOUTH PLATTSBURGH,NY,USA,12901.0,44.65,-73.49,"(44.65, -73.49)"
Municipal,NY0024902,TRUMANSBURG - V STP,Surface,0.25,35 LAKE ST,TRUMANSBURG,NY,USA,14886.0,42.54,-76.65,"(42.54, -76.65)"
Municipal,NY0149306,WOODSTOCK GUILD SYSTEM 3,Ground,0.01,UPPER BYRDCLIFF RD,WOODSTOCK,NY,USA,12498.0,42.06,-74.14,"(42.06, -74.14)"
Industrial,NY0242845,QUINN ROAD AREA OIL FIELD,Surface,0.0,362 QUINN RD,LIMESTONE,NY,USA,14753.0,42.02,-78.59,"(42.02, -78.59)"
Industrial,NY0280062,Yaphank Fuel Cell Park,Ground,0.03,350 Horseblock Rd,Yaphank,NY,USA,11980.0,40.79,-72.93,"(40.79, -72.93)"
Municipal,NY0248720,Warrensburg Sewer District # 1,Surface,0.25,509 St Rte 418,Warrensburg,NY,USA,12885.0,43.48,-73.8,"(43.48, -73.8)"
Industrial,NY0028509,ANHEUSER BUSCH BALDWINSVILLE BREWERY,Surface,2.76,2885 BELGIUM RD,BALDWINSVILLE,NY,USA,13027.0,43.17,-76.31,"(43.17, -76.31)"
Industrial,NY0109681,CLAYTON WATER TREATMENT PLANT,Surface,0.0,BARTLETT POINT RD,CLAYTON,NY,USA,13624.0,44.24,-76.11,"(44.24, -76.11)"
Industrial,NY0023566,TOWN OF SENECA FALLS WATER WITHDRAWAL SYSTEM,Surface,0.03,"PARKER RD WTP IN FAYETTE, SERVICE AREA IN SENECA FALLS & PORTIONS OF WATERLOO AND FAYETTE",MULTI-TOWN,NY,USA,NULL,42.85,-76.74,"(42.85, -76.74)"
Municipal,NY0034983,ROSCOE SEWER TREATMENT PLANT,Surface,0.2,2255 OLD RTE 17 - S OF COUNTY LINE,ROSCOE,NY,USA,12776.0,41.95,-74.93,"(41.95, -74.93)"
Industrial,NY0206121,HILLTOWN PORK,Ground,0.0,12948 ST RTE 22,CANAAN,NY,USA,12029.0,42.37,-73.43,"(42.37, -73.43)"
Municipal,NY0110116,NORTH LAWRENCE & NICHOLVILLE STP,Both,0.05,FACTORY ST - N END,NORTH LAWRENCE,NY,USA,12967.0,44.81,-74.68,"(44.81, -74.68)"
Industrial,NY0271276,RYAN'S GRAVEL BANK,Surface,NULL,ST RTE 82 - W SIDE - S OF BARMORE RD,BILLINGS,NY,USA,12510.0,41.69,-73.75,"(41.69, -73.75)"
Municipal,NY0026115,JAMAICA WASTEWATER RESOURCE RECOVERY FACILTY,Surface,100.0,150-20 134TH ST,JAMAICA,NY,USA,11430.0,40.66,-73.81,"(40.66, -73.81)"
Industrial,NY0108499,ARLO LANE MAINTENANCE FACILTY,Surface,0.0,ARLO LN,PEEKSKILL,NY,USA,NULL,41.3,-73.87,"(41.3, -73.87)"
Industrial,NY0260355,"COUNTY PETROLEUM PRODUCTS, INC.",Surface,NULL,36 STATION HILL RD,FERNDALE,NY,USA,12734.0,41.77,-74.74,"(41.77, -74.74)"
Municipal,NY0281107,THE MEADOWS OF PAWLING,Surface,0.01,W DOVER RD (CO RTE 21) & RIVER RD,PAWLING,NY,USA,12564.0,41.59,-73.6,"(41.59, -73.6)"
Municipal,NY0020125,LOWVILLE MUNICIPAL POLL CTRL FAC,Surface,1.8,7514 E STATE ST,LOWVILLE,NY,USA,13367.0,43.78,-75.48,"(43.78, -75.48)"
Municipal,NY0262676,WEST WINDSOR WASTEWATER TREATMENT PLANT,Surface,0.11,124 MAIN ST|FAIRVIEW DR & RTE 17,WINDSOR,NY,USA,NULL,42.1,-75.77,"(42.1, -75.77)"
Industrial,NY0003441,COOPER POWER SYSTEMS,Surface,0.0,1648 DUGAN RD,OLEAN,NY,USA,14760.0,42.07,-78.39,"(42.07, -78.39)"
Industrial,NY0265292,PECKHAM MATERIALS CORP  PLANT 31,Surface,0.09,438 VAUGHN RD,HUDSON FALLS,NY,USA,12839.0,43.35,-73.57,"(43.35, -73.57)"
Municipal,NY0204846,SOUTH DAYTON STP,Surface,0.08,RAILROAD ST EXT,SOUTH DAYTON,NY,USA,14138.0,42.36,-79.05,"(42.36, -79.05)"
Industrial,NY0098400,FILTROS LTD,Ground,0.0,603 W COMMERCIAL ST,EAST ROCHESTER,NY,USA,14445.0,43.12,-77.5,"(43.12, -77.5)"
Industrial,NY0171409,BUFFALO NIAGARA INTERNATIONAL AIRPORT,Surface,NULL,4454 GENESEE ST,BUFFALO,NY,USA,14240.0,42.94,-78.73,"(42.94, -78.73)"
Industrial,NY0249718,MIDDLEBURGH QUARRY,Surface,0.01,4860 ST RTE 30,SCHOHARIE,NY,USA,12157.0,42.63,-74.32,"(42.63, -74.32)"
Municipal,NY0026697,NEW ROCHELLE STP,Surface,13.6,1 LEFEVRES LN,NEW ROCHELLE,NY,USA,10601.0,40.91,-73.77,"(40.91, -73.77)"
Industrial,NY0161977,ONTARIO - T WATER TREATMENT PLANT,Surface,0.02,1961 LAKE RD,ONTARIO,NY,USA,14519.0,43.27,-77.29,"(43.27, -77.29)"
Municipal,NY0022586,HIGHLAND FALLS WWTP,Surface,1.35,ROSE DR & HUDSON RIVER,HIGHLAND FALLS,NY,USA,10928.0,41.35,-73.97,"(41.35, -73.97)"
Industrial,NY0002941,COUNTY LINE STONE - AKRON QUARRY,Surface,0.01,4515 CRITTENDEN RD,AKRON,NY,USA,14001.0,42.97,-78.47,"(42.97, -78.47)"
Municipal,NY0164933,DOVER RIDGE ESTATES,Surface,0.03,STOWE RD,BEEKMAN,NY,USA,NULL,41.63,-73.65,"(41.63, -73.65)"
Industrial,NY0121088,HANSON - OGDENSBURG,Surface,0.08,701 CEDAR ST,OGDENSBURG,NY,USA,13669.0,44.68,-75.5,"(44.68, -75.5)"
Industrial,NY0007579,PRAXAIR SURFACE TECHNOLOGIES,Surface,0.29,542 ST RTE 303,ORANGEBURG,NY,USA,10962.0,41.06,-73.95,"(41.06, -73.95)"
Industrial,NY0217859,TITUS MOUNTAIN FAMILY SKI CENTER,Surface,0.0,215 JOHNSON RD,MALONE,NY,USA,12953.0,44.75,-74.24,"(44.75, -74.24)"
Municipal,NY0031941,SCHUYLERVILLE STP,Surface,0.26,SPRING ST,SCHUYLERVILLE,NY,USA,12871.0,43.1,-73.58,"(43.1, -73.58)"
Industrial,NY0264296,DEDECO INTERNATIONAL,Ground,NULL,11617 ST RTE 97,LONG EDDY,NY,USA,12760.0,41.85,-75.13,"(41.85, -75.13)"
Municipal,NY0271934,WOODHULL -T WASTE WATER TREATMENT PLANT,Surface,NULL,WASHINGTON ST - E SIDE|N OF CO RTE 129,WOODHULL,NY,USA,NULL,42.08,-77.41,"(42.08, -77.41)"
Industrial,NY0271471,CAITHNESS LONG ISLAND ENERGY CENTER,Ground,NULL,50 ZORN BLVD,SOUTH YAPHANK,NY,USA,11980.0,40.81,-72.94,"(40.81, -72.94)"
Municipal,NY0034436,HIDDEN VALLEY ESTATES - SD NO 1 STP,Surface,0.06,HEATHER LN,OTISVILLE,NY,USA,10963.0,41.44,-74.56,"(41.44, -74.56)"
Municipal,NY0109711,WOODSTOCK STP,Surface,0.23,ST RT 212 - S SIDE - W OF ZENA RD,WOODSTOCK,NY,USA,12498.0,42.04,-74.09,"(42.04, -74.09)"
Industrial,NY0255874,BIONIQUE TESTING LABORATORIES,Ground,NULL,ADIRONDACK REGIONAL AIRPORT BUSINESS PARK,LAKE CLEAR JUNCTION,NY,USA,12945.0,44.38,-74.19,"(44.38, -74.19)"
Municipal,NY0036315,SHERMAN WASTEWATER TREATMENT PLT,Surface,0.14,30 HART ST,SHERMAN,NY,USA,14781.0,42.16,-79.6,"(42.16, -79.6)"
Industrial,NY0223085,HANNAFORD BROS DISTRIBUTION FACILITY,Surface,0.02,970 US Rte 9 @ Kingman Rd,Schodack,NY,USA,12033.0,42.5,-73.67,"(42.5, -73.67)"
Industrial,NY0247308,PCORE ELECTRIC COMPANY INC,Surface,NULL,135 GILBERT ST,LEROY,NY,USA,NULL,42.97,-78.01,"(42.97, -78.01)"
Industrial,NY0160423,SHELBY CRUSHED STONE INC,Surface,0.02,10830 BLAIR RD,MEDINA,NY,USA,14103.0,43.19,-78.42,"(43.19, -78.42)"
Industrial,NY0200484,CLEAN WATER OF NEW YORK WASTE OIL REPROCESSING AND STORAGE FACILITY,Surface,0.04,3249 RICHMOND TER,STATEN ISLAND,NY,USA,10303.0,40.64,-74.17,"(40.64, -74.17)"
Industrial,NY0128783,WHITEFACE MOUNTAIN SKI CENTER,Both,0.02,5021 ST RTE 86,WILMINGTON,NY,USA,12997.0,44.35,-73.86,"(44.35, -73.86)"
Municipal,NY0026182,CONEY ISLAND WASTEWATER RESOURCE RECOVERY FACILITY,Surface,110.0,2591 KNAPP ST,BROOKLYN,NY,USA,11235.0,40.59,-73.93,"(40.59, -73.93)"
Industrial,NY0279927,RONKONKOMA LAUNDROMAT INC,Ground,0.01,432 HAWKINS AVE|SCTM  200-688-3-11,LAKE RONKONKOMA,NY,USA,11779.0,40.82,-73.11,"(40.82, -73.11)"
Municipal,NY0021601,WAPPINGERS FLEETWOOD MANOR SEWER DIS,Surface,0.06,FLEETWOOD DR - W END,WAPPINGERS FALLS,NY,USA,12590.0,41.56,-73.92,"(41.56, -73.92)"
Industrial,NY0228354,SUBURBAN HEATING OIL PARTNERS LLC - CAMPBELL BULK PLANT,Surface,NULL,8537 CLINTON ST,CAMPBELL,NY,USA,14821.0,42.23,-77.19,"(42.23, -77.19)"
Municipal,NY0030651,SOMERSET-BARKER SD STP,Surface,0.28,8500 LOWER LAKE RD,BARKER,NY,USA,14012.0,43.36,-78.56,"(43.36, -78.56)"
Industrial,NY0266795,CARC LLC,Ground,NULL,1103 JERICHO TPKE,COMMACK,NY,USA,11725.0,40.85,-73.26,"(40.85, -73.26)"
Industrial,NY0246468,REGION 4 MAINTAINENCE SUBHDQTRS,Surface,0.0,198 E MANITOU RD,HILTON,NY,USA,14468.0,43.3,-77.72,"(43.3, -77.72)"
Industrial,NY0008605,MOMENTIVE PERFORMANCE MATERIALS,Surface,49.49,260 HUDSON RIVER RD,WATERFORD,NY,USA,12188.0,42.82,-73.67,"(42.82, -73.67)"
Industrial,NY0262366,DEVONIAN STONE OF NY INC,Surface,0.0,463 ATWELL HILL RD,WINDSOR,NY,USA,13865.0,42.01,-75.58,"(42.01, -75.58)"
Industrial,NY0288021,JUNCO BREWING,Ground,0.0,37 CEMETERY RD,OSWEGO,NY,USA,13126.0,43.42,-76.54,"(43.42, -76.54)"
Industrial,NY0003859,HICKLING STATION,Surface,77.34,11884 HICKLING RD,CORNING,NY,USA,14830.0,42.12,-76.98,"(42.12, -76.98)"
Industrial,NY0265586,TOWN OF BROADALBIN HIGHWAY DEPT GARAGE,Ground,NULL,229 UNION MILLS RD,BROADALBIN,NY,USA,12025.0,43.07,-74.18,"(43.07, -74.18)"
Industrial,NY0257044,TOWN OF SCHUYLER HIGHWAY BLDG,Surface,0.0,218 WINDFALL RD,UTICA,NY,USA,NULL,43.1,-75.13,"(43.1, -75.13)"
Industrial,NY0277053,"NYCDDC- RECONSTRUCTION OF STM, SAN SEWERS & WM IN CONEY ISLAND (CONISPH3A)",Surface,1.73,HART PL & W 16TH ST,BROOKLYN,NY,USA,11224.0,40.58,-73.98,"(40.58, -73.98)"
Municipal,NY0023531,FARMINGTON  T STP,Surface,4.0,1216 MCMAHON RD,VICTOR,NY,USA,14425.0,42.98,-77.38,"(42.98, -77.38)"
Industrial,NY0268909,OLDCASTLE PRECAST BUILDING SYSTEMS,Surface,NULL,123 CO RTE 101,SELKIRK,NY,USA,12158.0,42.52,-73.85,"(42.52, -73.85)"
Industrial,NY0098876,CLARENCE FAHNESTOCK STATE PARK,Ground,0.02,1498 RTE 301,CARMEL,NY,USA,NULL,41.47,-73.82,"(41.47, -73.82)"
Industrial,NY0242772,GULL LANDING HOME OWNERS ASSOC,Surface,0.0,GULL LANDING|40 WATERFRONT CIR,BUFFALO,NY,USA,14202.0,42.88,-78.88,"(42.88, -78.88)"
Industrial,NY0291277,Town of Stockton Municipal Garage,Surface,NULL,4800 Co Rte 58,Stockton,NY,USA,14784.0,42.31,-79.37,"(42.31, -79.37)"
Municipal,NY0077429,SCSD #13 - WINDWATCH STP,Ground,0.4,500 BLYDENBURGH RD,HAUPPAUGE,NY,USA,11788.0,40.82,-73.18,"(40.82, -73.18)"
Municipal,NY0269336,VILLAGE OF CASTILE WWTP,Surface,0.18,PARK RD E,CASTILE,NY,USA,14427.0,42.63,-78.05,"(42.63, -78.05)"
Municipal,NY0028533,HAVERSTRAW JOINT REGIONAL STP,Surface,8.0,ECOLOGY LN,WEST HAVERSTRAW,NY,USA,10993.0,41.21,-73.97,"(41.21, -73.97)"
Municipal,NY0031356,CARMEL SD #2 STP,Surface,1.1,US RTE 6 & BREWSTER AVE,CARMEL,NY,USA,10541.0,41.42,-73.67,"(41.42, -73.67)"
Industrial,NY0230791,CHAMPLAIN TOWN HALL AND GARAGE,Ground,0.0,ROUTE 9,CHAMPLAIN,NY,USA,12919.0,44.96,-73.44,"(44.96, -73.44)"
Industrial,NY0261661,MADISON COUNTY HWY GARAGE AT WAMPSVILLE,Surface,NULL,139 N COURT ST,WAMPSVILLE,NY,USA,13163.0,43.08,-75.71,"(43.08, -75.71)"
Municipal,NY0240770,SEWAGE SYSTEM HAMLET OF RENSSELAERVILLE,Ground,0.02,MAIN ST,RENSSELAERVILLE,NY,USA,12120.0,42.51,-74.13,"(42.51, -74.13)"
Industrial,NY0268429,GREENE COUNTY HIGHWAY GARAGE,Surface,NULL,US RTE 9W  - 3/4 MILE NORTH OF SCHOHARIE TPKE,ATHENS,NY,USA,NULL,42.3,-73.85,"(42.3, -73.85)"
Municipal,NY0023949,PERU STP,Both,0.5,24 SUNRISE DR,PERU,NY,USA,12972.0,44.58,-73.52,"(44.58, -73.52)"
Municipal,NY0026051,ORANGETOWN SD #2 STP,Surface,12.75,127 ST RTE 303,ORANGEBURG,NY,USA,10962.0,41.04,-73.94,"(41.04, -73.94)"
Industrial,NY0271772,HECTOR-T WATER DISTRICT,Surface,NULL,5345 PARK AVE|CO RTE 2 & ST RTE 414 - WEST-CENTRAL PART OF TOWN,HECTOR,NY,USA,14818.0,42.5,-76.88,"(42.5, -76.88)"
Industrial,NY0200859,CROTON AQUEDUCT-SHAFT 24 & 25,Surface,NULL,BETWEEN AUDUBON & AMSTERDAM AND BETWEEN W 178TH&  W 179TH STS,NEW YORK,NY,USA,NULL,40.85,-73.93,"(40.85, -73.93)"
Industrial,NY0267376,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,NULL,40.96,-72.26,"(40.96, -72.26)"
Industrial,NY0225665,ROCKVILLE CENTRE POWER PLANT,Surface,NULL,110 MAPLE AVE,ROCKVILLE CTR,NY,USA,11571.0,40.66,-73.64,"(40.66, -73.64)"
Industrial,NY0252093,HANNAFORD SUPERMARKET #8333,Ground,0.0,1165 ST RTE 29,GREENWICH,NY,USA,12834.0,43.1,-73.52,"(43.1, -73.52)"
Industrial,NY0237027,DIRT BUSTERS SUPER LAUNDROMAT,Ground,NULL,138 WHEELER RD,CENTRAL ISLIP,NY,USA,11722.0,40.8,-73.21,"(40.8, -73.21)"
Industrial,NY0276944,"Flushing Point Holding LLC - B 5066, L 110",Surface,0.01,131-02 40th Rd,Flushing,NY,USA,11354.0,40.76,-73.84,"(40.76, -73.84)"
Municipal,NY0027901,OCSD#1 HARRIMAN SEWAGE TREATMENT PLANT,Surface,6.0,72 RIVER RD,HARRIMAN,NY,USA,10926.0,41.31,-74.14,"(41.31, -74.14)"
Industrial,NY0252468,LENZ WINERY,Ground,0.0,MAIN RD (RTE 25),PECONIC,NY,USA,11958.0,41.04,-72.46,"(41.04, -72.46)"
Industrial,NY0157104,NYS DOT RES ENGR SUBHDQTRS STERLING,Ground,0.0,ST RTES 38 AND 104,NORTH VICTORY,NY,USA,13156.0,43.25,-76.64,"(43.25, -76.64)"
Industrial,NY0077607,CORNELL UNIVERSITY CENTRAL ENERGY PLANT,Surface,NULL,COLLEGE AVE,ITHACA,NY,USA,14853.0,42.44,-76.48,"(42.44, -76.48)"
Municipal,NY0020478,WOODBURY VALLEY FORGE SEWER DIS 1 STP,Surface,0.06,SUTHERLAND DR,WOODBURY,NY,USA,11797.0,41.36,-74.1,"(41.36, -74.1)"
Industrial,NY0273571,SPARKLING POINTE WINERY,Ground,NULL,39750 CO RTE 48,SOUTHOLD,NY,USA,11803.0,41.06,-72.44,"(41.06, -72.44)"
