year,state,hai,operative_procedure,facid_one,facility_name_one,facid_two,facility_name_two,facid_three,facility_name_three,county,procedure_count,infection_count,notes
2013,California,SSI, Spleen surgery,60000014,"Hoag Memorial Hospital Presbyterian, Newport Beach",060001022,"Hoag Hospital, Irvine",.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000065,"Hollywood Presbyterian Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000026,"Huntington Memorial Hospital, Pasadena",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000196,"John Muir Medical Center, Concord",.,.,.,.,Contra Costa,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000187,"John Muir Medical Center, Walnut Creek",.,.,.,.,Contra Costa,43.0,1.0,NULL
2013,California,SSI, Spleen surgery,110000011,"Kaiser Foundation Hospital & Rehab. Center, Vallejo",.,***,.,.,Solano,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000071,"Kaiser Foundation Hospital South Bay, Harbor City",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,630013929,"Kaiser Foundation Hospital, Anaheim Medical Center",060000018,Kaiser Foundation Hospital-Lakeview Medical Center,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,630011203,"Kaiser Foundation Hospital, Antioch",.,.,.,.,Contra Costa,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930001543,"Kaiser Foundation Hospital, Baldwin Park",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000074,"Kaiser Foundation Hospital, Downey, Bellflower",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,240000024,"Kaiser Foundation Hospital, Fontana",.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,40000949,"Kaiser Foundation Hospital, Fresno",.,.,.,.,Fresno,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000189,"Kaiser Foundation Hospital, Hayward/Fremont",140001086,"Kaiser Foundation Hospital, Fremont",.,.,Alamea,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,630011745,"Kaiser Foundation Hospital, Irvine",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",.,.,.,.,Los Angeles,30.0,0.0,NULL
2013,California,SSI, Spleen surgery,30000973,"Kaiser Foundation Hospital, Manteca",630011683,"Kaiser Foundation Hospital, Modesto",.,.,Stanislaus-San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",140000191,"Kaiser Foundation Hospital, Richmond Campus",.,.,Alameda-Contra Costa,28.0,0.0,NULL
2013,California,SSI, Spleen surgery,630013398,"Kaiser Foundation Hospital, Ontario",.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000050,"Kaiser Foundation Hospital, Panorama City",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,220000010,"Kaiser Foundation Hospital, Redwood City",.,.,.,.,San Mateo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,250000707,"Kaiser Foundation Hospital, Riverside",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30001370,"Kaiser Foundation Hospital, Roseville",.,.,.,.,Placer,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000130,"Kaiser Foundation Hospital, Sacramento",.,.,.,.,Sacramento,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,80000144,"Kaiser Foundation Hospital, San Diego",.,.,.,.,San Diego,27.0,2.0,NULL
2013,California,SSI, Spleen surgery,220000008,"Kaiser Foundation Hospital, San Francisco",.,.,.,.,San Francisco,23.0,0.0,NULL
2013,California,SSI, Spleen surgery,70000150,"Kaiser Foundation Hospital, San Jose",.,.,.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,110000944,"Kaiser Foundation Hospital, San Rafael",.,.,.,.,Marin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",.,.,.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,110000508,"Kaiser Foundation Hospital, Santa Rosa",.,.,.,.,Sonoma,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000133,"Kaiser Foundation Hospital, South Sacramento",.,.,.,.,Sacramento,34.0,0.0,NULL
2013,California,SSI, Spleen surgery,220000009,"Kaiser Foundation Hospital, South San Francisco",.,.,.,.,San Mateo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,630012364,"Kaiser Foundation Hospital, Vacaville",.,.,.,.,Solano,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000190,"Kaiser Foundation Hospital, Walnut Creek",.,.,.,.,Contra Costa,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000076,"Kaiser Foundation Hospital, West LA, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000290,"Kaiser Foundation Hospital, Woodland Hills",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,120001444,"Kaweah Delta Medical Center, Visalia",.,.,.,.,Tulare,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000912,"Keck Hospital of USC, Los Angeles",.,.,.,.,Los Angeles,40.0,0.0,NULL
2013,California,SSI, Spleen surgery,120000342,"Kern Medical Center, Bakersfield",.,.,.,.,Kern,26.0,0.0,NULL
2013,California,SSI, Spleen surgery,60000040,"LAC+USC Medical Center, Los Angeles",.,.,.,.,Los Angeles,49.0,0.0,NULL
2013,California,SSI, Spleen surgery,60000027,"LAC/Harbor-UCLA Medical Center, Torrance",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000047,Lakewood Regional Medical Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000139,Lodi Memorial Hospital,030000136,Lodi Memorial Hospital-West,.,.,San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,240000027,"Loma Linda UNIV Medical Center, Loma Linda",240000025,"Loma Linda UNIV Heart & Surgical Hospital, Redlands",630012294,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Bernardino,30.0,0.0,NULL
2013,California,SSI, Spleen surgery,630012971,Loma Linda University Medical Center - Murrieta,.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000018,Lompoc Valley Medical Center,.,.,.,.,Santa Barbara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000095,"Long Beach Memorial Medical Center, Long Beach",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000025,Los Alamitos Medical Center,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000038,"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000085,Los Angeles Community Hospital,930000112,Norwalk Community Hospital,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000020,"Los Robles Hospital & Medical Center, Thousand Oaks",050000553,"Los Robles Hospital & Medical Center, E  , Thousand Oaks",050001468,Thousand Oaks Surgical Hospital,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70001349,"Lucile Salter Packard Children's Hospital at Stanford, Palo Alto",.,.,.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,240000005,Mammoth Hospital,.,.,.,.,Mono,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000021,Marian Regional Medical Center,.,.,.,.,Santa Barbara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000009,"Marian Regional Medical Center, Arroyo Grande",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000120,"Mark Twain Medical Center, San andreas",.,.,.,.,Calaveras,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000121,"Marshall Medical Center (1-Rh), Placerville",.,.,.,.,El Dorado,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000092,Memorial Hospital of Gardena,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000123,"Memorial Medical Center, Modesto",.,.,.,.,Stanislaus,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000124,"Mercy General Hospital, Sacramento",.,.,.,.,Sacramento,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,120000404,"Mercy Hospital, Bakersfield",120000701,"Mercy Southwest Hospital, Bakersfield",.,.,Kern,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,40000113,Mercy Medical Center Merced,.,.,.,.,Merced,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,230000010,Mercy Medical Center Redding,.,.,.,.,Shasta,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000127,"Mercy San Juan Medical Center, Carmichael",.,.,.,.,Sacramento,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000037,Methodist Hospital of Sacramento,.,.,.,.,Sacramento,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000096,"Methodist Hospital of Southern CA, Arcadia",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,220000017,"Mills-Peninsula Medical Center, Burlingame",220000004,"Mills Health Center, San Mateo",.,.,San Mateo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000066,Mission Hospital Laguna Beach,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000060,"Mission Hospital Regional Medical Center, Mission Viejo",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70000145,"Natividad Medical Center, Salinas",.,.,.,.,Monterey,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,110000010,"Northbay Medical Center, Fairfield",.,***,.,.,Solano,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000111,Northridge Hospital Medical Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70000146,"O'connor Hospital, San Jose",.,.,.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000105,"Olympia Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000208,"Orange Coast Memorial Medical Center, Fountain Valley",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000057,Pacific Alliance Medical Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000133,"Pacifica Hospital of The Valley, Sun Valley",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,250000042,"Palo Verde Hospital, Blythe",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,80000142,"Palomar Health Downtown Campus, Escondido",630013873,"Palomar Medical Center, Escondido",.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,250000044,"Parkview Community Hospital Medical Center, Riverside",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,90000146,"Pioneers Memorial Healthcare District, Brawley",.,.,.,.,Imperial,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000062,Placentia Linda Hospital,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,80000147,"Pomerado Hospital, Poway",.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000099,"Presbyterian Intercommunity Hospital, Whittier",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000066,"Providence Holy Cross Medical Center, Mission Hills",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000081,"Providence Little Company of Mary Medical Center, Torrance",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000101,"Providence Saint Joseph Medical Center, Burbank",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000091,"Providence Tarzana Medical Center, Tarzana",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,110000041,"Queen of The Valley Medical Center, Napa",.,.,,w.,Napa,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,80000023,"Rady Children's Hospital, San Diego",.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,240000046,Redlands Community Hospital,.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,110000045,"Redwood Memorial Hospital, fortuna",.,.,.,.,Humboldt,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70000133,Regional Medical Center of San Jose,.,.,.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,120000409,Ridgecrest Regional Hospital,.,.,.,.,Kern,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,250000049,Riverside Community Hospital,.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,250000050,"Riverside County Regional Medical Center, Moreno Valley",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000162,"Ronald Reagan UCLA Medical Center, Los Angeles",.,.,.,.,Los Angeles,68.0,0.0,NULL
2013,California,SSI, Spleen surgery,60000063,"Saddleback Memorial Medical Center, Laguna Hills",060000064,Saddleback Memorial Medical Center-San Clemente,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,40000126,"Saint Agnes Medical Center, Fresno",.,.,.,.,Fresno,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000128,"Saint Francis Medical Center, Lynwood",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,220000029,"Saint Francis Memorial Hospital, San Francisco",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000100,"Saint John's Health Center, Santa Monica",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000104,"Saint Vincent Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70000147,Salinas Valley Memorial Hospital,.,.,.,.,Monterey,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,240000053,"San Antonio Community Hospital, Upland",.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,220000019,San Francisco General Hospital,.,.,.,.,San Francisco,24.0,0.0,NULL
2013,California,SSI, Spleen surgery,930000041,"San Gabriel Valley Medical Center, San Gabriel",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,120000411,"San Joaquin Community Hospital, Bakersfield",.,.,.,.,Kern,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000135,"San Joaquin General Hospital, French Camp",.,.,.,.,San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,220000007,San Mateo Medical Center,.,.,.,.,San Mateo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000704,San Ramon Regional Medical Center,140000683,San Ramon Regional Medical Center South Building,.,.,Contra Costa,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000280,Santa Barbara Cottage Hospital,050000022,Cottage Rehabilitation Hospital at Santa Barbara,.,.,Santa Barbara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70000149,"Santa Clara Valley Medical Center, San Jose",.,.,.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000049,"Santa Monica, UCLA Medical Center and Orthopaedic",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140001268,Santa Rosa Memorial Hospital,.,.,.,.,Sonoma,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,80000022,"Scripps Green Hospital, La Jolla",.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,80000150,"Scripps Memorial Hospital, Encinitas",.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,80000149,"Scripps Memorial Hospital, La Jolla",.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,90000025,"Scripps Mercy Hospital, San Diego",090000016,Scripps Mercy Hospital Chula Vista,.,.,San Diego,22.0,0.0,NULL
2013,California,SSI, Spleen surgery,220000025,"Sequoia Hospital, Redwood City",.,.,.,.,San Mateo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,220000026,"Seton Medical Center, Daly City",220000028,"Seton Medical Center-Coastside, Moss Beach",.,.,San Mateo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,90000021,Sharp Chula Vista Medical Center,.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,80001470,"Sharp Mary Birch for Women & Newborns, San Diego",.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,80000036,"Sharp Memorial Hospital, San Diego",.,.,.,.,San Diego,30.0,2.0,NULL
2013,California,SSI, Spleen surgery,230000016,"Shasta Regional Medical Center, Redding",.,.,.,.,Shasta,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,230000262,"Sierra Nevada Memorial Hospital, Grass Valley",.,.,.,.,Nevada,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000031,"Sierra Vista Regional Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000455,Simi Valley Hospital & Health Care Services,.,.,.,.,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30001799,Sonora Regional Medical Center Campus #1,030000365,Sonora Regional Medical Center Campus #2,.,.,Tuolumne,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,250000507,"Southwest Healthcare Systems, Murrieta",250000344,"Southwest Healthcare Systems, Wildomar",.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,240000103,St Bernardine Medical Center,.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,230000020,"St Elizabeth Community Hospital, Red Bluff",.,.,.,.,Tehama,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,110000058,"St Helena Hospital, St Helena",.,.,,.,Napa,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000026,"St John's Pleasant Valley Hospital, Arillo",.,.,.,.,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000035,"St John's Regional Medical Center, Oxnard",.,.,.,.,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,110000067,"St Joseph Hospital, Eureka",g.,.,.,.,Humboldt,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000067,"St Joseph Hospital, Orange",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000143,St Joseph's Medical Center of Stockton,.,.,.,.,San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000068,"St Jude Medical Center, Fullerton",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,240000104,"St Mary Medical Center, Apple Valley",.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000103,"St Mary Medical Center, Long Beach",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,220000030,"St Mary's Medical Center, San Francisco",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70001357,"Stanford Hospital, Stanford",.,.,.,.,Santa Clara,96.0,1.0,NULL
2013,California,SSI, Spleen surgery,30000108,"Sutter Amador Hospital, Jackson",.,.,.,.,Amador,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000109,"Sutter Auburn Faith Hospital, Auburn",.,.,.,.,Placer,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000016,"Sutter Delta Medical Center, Antioch",.,.,.,.,Contra Costa,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000151,"Sutter General Hospital, Sacramento",030000112,"Sutter Memorial Hospital, Sacramento",.,.,Sacramento,24.0,0.0,NULL
2013,California,SSI, Spleen surgery,110000019,"Sutter Lakeside Hospital, Lakeport",,.,.,.,Lake,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,110000007,Sutter Medical Center of Santa Rosa,.,.,.,.,Sonoma,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000134,Sutter Roseville Medical Center,.,.,.,.,Placer,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,110000068,"Sutter Solano Medical Center, Vallejo",.,.,.,.,Solano,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,630011844,"Sutter Surgical Hospital, North Valley, Yuba City",.,.,.,.,Sutter,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,230000265,"Tahoe forest Hospital, Truckee",.,.,.,.,Nevada,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000127,"Torrance Memorial Medical Center, Torrance",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,80000152,"Tri-City Medical Center, Oceanside",.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,120001467,Tulare Regional Medical Center,.,.,.,.,Tulare,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000037,"Twin Cities Community Hospital, Templeton",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,220000031,"UCSF Medical Center, San Francisco",220000015,"UCSF Medical Center at Mount Zion, San Francisco",.,.,San Francisco,43.0,0.0,NULL
2013,California,SSI, Spleen surgery,110000070,"Ukiah Valley Medical Center/Hospital Drive, Ukiah",.,.,.,.,Mendocino,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000113,"University of California Davis Medical Center, Sacramento",.,.,.,.,Sacramento,55.0,0.0,NULL
2013,California,SSI, Spleen surgery,60000071,"University of California Irvine Medical Center, Orange",.,.,.,.,Orange,47.0,0.0,NULL
2013,California,SSI, Spleen surgery,90000154,"University of California, San Diego Medical Center",090001116,"UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,.,San Diego,42.0,4.0,NULL
2013,California,SSI, Spleen surgery,930000129,"Valley Presbyterian Hospital, Van Nuys",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000797,"Valleycare Medical Center, Pleasanton",140000199,"Valley Memorial Hospital, Livermore",.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000039,Ventura County Medical Center,630010957,"Ventura County Medical Center, Santa Paula Hospital",.,.,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000118,"Washington Hospital, Fremont",.,.,.,.,Alamea,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000028,West Hills Hospital and Medical Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000073,Western Medical Center Santa Ana,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000146,Woodland Memorial Hospital,.,.,.,.,Yolo,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,60000002,"AHMC Anaheim Regional Medical Center, Anaheim",.,.,.,.,Orange,110.0,0.0,NULL
2013,California,SSI,Ovarian surgery,40000122,"Adventist Medical Center, Hanford",630012960,Adventist Medical Center-Selma,.,.,Kings-Fresno,86.0,0.0,NULL
2013,California,SSI,Ovarian surgery,40000124,"Adventist Medical Center, Reedley",.,.,.,.,Fresno,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,140000034,"Alameda County Medical Center, Oarkland",140000184,"Alameda County Medical Center-Fairmont Campus, San Leandro",.,.,Alameda,59.0,0.0,NULL
2013,California,SSI,Ovarian surgery,140000011,Alameda Hospital,q.,.,.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,140000012,"Alta Bates Summit Medical Center, Altae Bates Campus, Berkeley",140000006,"Alta Bates Summit Medical Center, Herrick Campus, Berkeley",.,.,Alameda,168.0,0.0,NULL
2013,California,SSI,Ovarian surgery,140000425,"Alta Bates Summit Medical Center, Oakland",140000203,"Alta Bates Summit Medical Center, Summit Campus, Oakland",.,.,nAlameda,60.0,0.0,NULL
2013,California,SSI,Ovarian surgery,90000013,"Alvarado Hospital Medical Center, Campus #1, San Diego",090000839,"Alvarado Hospital Medical Center, Campus #2, San Diego",.,,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000008,"Antelope Valley Hospital, Lancaster",.,l.,v.,.,Los Angeles,137.0,0.0,NULL
2013,California,SSI,Ovarian surgery,24000100,"Arrowhead Regional Medical Center, Colton",,.,.,.,San Bernardino,167.0,0.0,NULL
2013,California,SSI,Ovarian surgery,10000338,Bakersfield Memorial Hospital,.,***,.,.,Kern,199.0,1.0,NULL
2013,California,SSI,Ovarian surgery,230000008,"Banner Lassen Medical Center, Susanville",.,.,.,.,Lassen,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,240000001,Barstow Community Hospital,.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,30000114,"Barton Meomrial Hospital, South Lake Tahoe",.,.,.,.,El Dorado,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000012,"Beverly Hospital, Montebello",e.,.,.,.,Los Angeles,23.0,0.0,NULL
