license_no(long),license_type,issue_date,license_status,expiredate,legal_name,street_one,street_two,city,statevalue,zip,county_code(long)
2245964,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,ESKANDER KHAIATZADEH,4902 CYPRESS ST,,PITTSBURGH,PA,15224,2
2252455,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,JAMES DUKE,511 LARIMER AVE,,PITTSBURGH,PA,15206-2634,2
2261076,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,TUBE CITY DISTRIBUTING CO,912 WALNUT ST,,MCKEESPORT,PA,15132-3920,1
2222084,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,A & M MARKET,5224 PENN AVE,,PITTSBURGH,PA,15224-1731,2
2198826,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,GLASSMERE FUEL SERVICE INC,1967 SAXONBURG BLVD,,TARENTUM,PA,15084-2627,2
2255599,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,GLASSMERE FUEL SERVICE INC,3001 PITTSBURGH ST,,SPRINGDALE,PA,15144,2
2266099,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,351 HOFFMAN BLVD,,DUQUESNE,PA,15110-1441,2
2266100,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,1701 LINCOLN HWY,,NORTH VERSAILLES,PA,15137-2550,2
2266111,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,491 LINCOLN AVE,,BELLEVUE,PA,15202-3630,2
2266131,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,926 5TH AVE,,CORAOPOLIS,PA,15108-1802,2
2266171,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,2412 FERGUSON RD STE 4,,ALLISON PARK,PA,15101-3554,2
2266174,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,3060 SUSSEX AVE,,PITTSBURGH,PA,15226-2517,2
2266179,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,700 PENN AVE,,WILKINSBURG,PA,15221-2217,2
2268553,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,5800 BUTTERMILK HOLLOW RD,,PITTSBURGH,PA,15207-2406,2
2268554,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,4725 CENTRE AVE,,PITTSBURGH,PA,15213-1714,2
2259777,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,NILKANTH CONVENIENCE CORP,1601 LOWRIE ST,,PITTSBURGH,PA,15212-4362,2
2229275,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,PETES BEER INC,401 BROWNSVILLE RD,,PITTSBURGH,PA,15210-2279,2
70099105,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,K MART CORPORATION,996 W VIEW PARK DR,,PITTSBURGH,PA,15229-1769,2
2232917,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,CAMPUS BOOKSTORE INC,3610 5TH AVE,,PITTSBURGH,PA,15213-3404,2
2268837,Cig/OTP Retail,2/16/2016,Issued,2/28/2017,"JADE 99 ASIAN SUPERMARKET, LLC",2112 PENN AVE,,PITTSBURGH,PA,15222-4420,2
2257225,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,SARDAR GUL,623 JONES AVE,,N BRADDOCK,PA,15104,2
2219434,Cig/OTP Retail,2/2/2016,Issued,2/28/2017,KNORRS AUTOMOTIVE SERVICE INC,208 MANSFIELD BLVD,,CARNEGIE,PA,15106-2433,2
2236758,Cig/OTP Retail,2/9/2016,Issued,2/28/2017,ZOZOS ENTERPRISES INC,8716 PEEBLES RD,,PITTSBURGH,PA,15237-5724,2
2263182,Cig/OTP Retail,12/21/2015,Issued,2/28/2017,AMERICAN JOES LLC,2105 WALNUT ST,,MCKEESPORT,PA,15132-7053,2
2251758,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,DUBOIS BP LLC,1006 E CARSON ST,,PITTSBURGH,PA,15203-1110,2
2265629,Cig/OTP Retail,4/5/2016,Issued,2/28/2017,DAVES BP LLC,4260 EVERGREEN RD,,PITTSBURGH,PA,15214-1342,2
70099129,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,K MART CORPORATION,7900 MCKNIGHT RD STE 1,,PITTSBURGH,PA,15237-4051,2
70099132,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,K MART CORPORATION,1775 S BRADDOCK AVE,,PITTSBURGH,PA,15218-1865,2
2243672,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,SAMS TOBACCO BEER & POP OUTLET INC,1030 W VIEW PARK DR,,PITTSBURGH,PA,15229-1771,2
70073032,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,3812 ONEIL BLVD,,MCKEESPORT,PA,15132-1507,2
70073033,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,GIANT EAGLE INC,BRIGHTON RD & BASCOM ST,,PITTSBURGH,PA,15212,2
70073043,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,4680 OLD WILLIAM PENN HWY STE 7,,MONROEVILLE,PA,15146-1849,2
2268809,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,ROJELS FOODS LLC,5001 LIBRARY RD,,BETHEL PARK,PA,15102-2811,2
2268810,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,ROJELS FOODS LLC,3335 WILLIAM PENN HWY,,PITTSBURGH,PA,15235-5242,2
63252910,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,ROJELS FOODS LLC,600 MARKET PLACE DR,,OAKDALE,PA,15071-4008,2
2233128,Cig/OTP Retail,2/2/2016,Issued,2/28/2017,REBCO ENTERPRISES INC,879 4TH AVE,,CORAOPOLIS,PA,15108-1505,2
2255542,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,PRA INC,40 S 22ND ST,,PITTSBURGH,PA,15203-2136,2
70073044,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,230 RODI RD,,PENN HILLS,PA,15235-3337,2
70073045,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,QUAKER VILLAGE S/C,,LEETSDALE,PA,15056,2
2264351,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,WATER STREET ASSOCIATES LLC,2112 E CARSON ST,,PITTSBURGH,PA,15203-1964,2
70073132,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,420 E WATERFRONT DR,,HOMESTEAD,PA,15120-1143,2
2244474,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,WEST END SMOKE & LOTTERY OUTLET INC,410 GREENTREE RD,,PITTSBURGH,PA,15220-5203,2
70073136,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,4000 MONROEVILLE BLVD,,MONROEVILLE,PA,15146-2506,2
2206726,Cig/OTP Retail,2/11/2016,Issued,2/28/2017,MIHELIC FOODS CORPORATION,1130 PERRY HWY,,PITTSBURGH,PA,15237-2142,2
70048095,Cig/OTP Retail,1/5/2016,Issued,2/28/2017,SUNOCO INC R & M,339 COCHRAN RD,,MT LEBANON,PA,15228-1231,2
70048096,Cig/OTP Retail,1/5/2016,Issued,2/28/2017,SUNOCO INC R & M,3505 LIBRARY RD,,CASTLE SHANNON,PA,15234-2229,2
2178183,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,MARC HABER,2024 MURRAY,,PITTSBURGH,PA,15217,2
2230021,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,BREWS BROTHERS DISTRIBUTORS INC,4986 LIBRARY RD,,BETHEL PARK,PA,15102-2831,2
70073046,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,254 YOST BLVD,,PITTSBURGH,PA,15221-4895,2
4235180,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,KIRILL FAEROVITCH,6302 ROBINSON CENTER DR STE D,,PITTSBURGH,PA,15205-4871,2
2265398,Cig/OTP Retail,4/21/2016,Issued,2/28/2017,BLESSED GROCERIES LLC,621 BRUSHTON AVE,,PITTSBURGH,PA,15208,2
2218214,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,MELLINGER BEER DISTRIBUTOR INC,404 SEMPLE ST,,PITTSBURGH,PA,15213-4131,1
2258410,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,JHS SINGH ENTERPRISE INC,625 GRANT AVE,,DUQUESNE,PA,15110-1685,2
70073051,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,BAPTIST & GROVE RD,,PITTSBURGH,PA,15236,2
2041050,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,COMMUNITY SUPER MARKET,1117 MILLTOWN RD,,VERONA,PA,15147-3716,2
2258512,Cig/OTP Retail,1/27/2016,Issued,2/28/2017,TRISHA NEEL INC,7701 PENN AVE,,PITTSBURGH,PA,15221-2115,2
2232874,Cig/OTP Retail,3/3/2016,Issued,2/28/2017,FORBES AVE MARKET,2005 FORBES AVE,,PITTSBURGH,PA,15219-5862,2
70073054,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1029 W VIEW PARK DR STE 2,,WEST VIEW,PA,15229-1793,2
70073056,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,MCKINNEY LN,PARKWAY CTR MALL,PITTSBURGH,PA,15220,2
70052002,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,UMSTOTT INC,643 LIBERTY AVE,,PITTSBURGH,PA,15222-3103,2
70052051,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,UMSTOTT INC,1001 WESTERN AVE,,PITTSBURGH,PA,15233-2023,2
2265146,Cig/OTP Retail,7/1/2016,Issued,2/28/2017,VARNEE RAJ CORPORATION,501 LOWRIES RUN RD,,PITTSBURGH,PA,15237-1232,2
70048120,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,300 GRANT AVE,,MILLVALE,PA,15209-2612,2
70048123,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,5600 WILLIAM FLYNN HWY,,GIBSONIA,PA,15044-9585,2
70048124,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,19090 PERRY HWY,,MARS,PA,16046-9404,1
70048127,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,4639 CLAIRTON BLVD,,PITTSBURGH,PA,15236-2113,2
70048128,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,310 CEDAR AVE,,PITTSBURGH,PA,15212-5506,2
2251401,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,SOUHEIL OBAID,2021 E CARSON ST,,PITTSBURGH,PA,15203,2
70073059,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,GIANT EAGLE INC,GREETREE & COCHRAN RD,,PITTSBURGH,PA,15220,2
70073061,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,2021 WHARTON AVE,,PITTSBURGH,PA,15203,2
2265860,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,NEY ENTERPRISES INC,3616 LOUISA ST,,PITTSBURGH,PA,15213-4053,2
4265340,Cig/OTP Retail,1/22/2016,Issued,2/28/2017,OM ANSH ENTERPRISE INC,1829 W LIBERTY AVE,,PITTSBURGH,PA,15226-1211,2
2243301,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,PIT STOP EXPRESS LLC,4501 OHIO RIVER BLVD,,BELLEVUE,PA,15202-3419,2
2265242,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,MAHDEV CORPORATION,2373 NOBLESTOWN RD,,PITTSBURGH,PA,15205-4147,2
2265716,Cig/OTP Retail,3/8/2016,Issued,2/28/2017,VISION GROCERIES LLC,3103 BANKSVILLE RD,,PITTSBURGH,PA,15216-2720,2
70048136,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,4528 OHIO RIVER BLVD,,BELLEVUE,PA,15202-3418,2
70048137,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,900 BUTLER ST,,PITTSBURGH,PA,15223-1304,2
70048142,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,113 NOBLE AVE,,CRAFTON,PA,15205-2811,1
2249454,Cig/OTP Retail,1/11/2016,Issued,2/28/2017,A TO Z CONVENIENCE STORES INC,1617 WEST ST,,HOMESTEAD,PA,15120-1823,2
70073072,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,MCKNIGHT & PEEBLES RD,,PITTSBURGH,PA,15237,2
70073074,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,910 FREEPORT RD STE 1,,PITTSBURGH,PA,15238-6178,1
70073147,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,3601 SAW MILL RUN BLVD,,PITTSBURGH,PA,15227-2709,1
70073148,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,GIANT EAGLE INC,800 ALLEGHENY RIVER BLVD,,VERONA,PA,15147-1102,2
70073149,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,5603 BABCOCK BLVD,,PITTSBURGH,PA,15237-2541,2
70073150,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,GIANT EAGLE INC,801 MOUNT ROYAL BLVD,,PITTSBURGH,PA,15223-1227,2
2175350,Cig/OTP Retail,12/24/2015,Issued,2/28/2017,MILEY TRUCK RENTAL INC,4100A STEUBENVILLE PIKE,,PITTSBURGH,PA,15205,2
2243648,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,ADI MAHA INC,600 LYSLE BLVD,,MCKEESPORT,PA,15132-2512,2
2208571,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,PATRICK MCTIGHE,1607 RTE 8,,GLENSHAW,PA,15116,2
70048152,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,4779 LIBERTY AVE,,PITTSBURGH,PA,15224-2039,2
70073075,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,7000 OXFORD DR,,BETHEL PARK,PA,15102-1863,1
70073151,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,2401 FERGUSON RD,,ALLISON PARK,PA,15101-3501,2
2242645,Cig/OTP Retail,12/24/2015,Issued,2/28/2017,NICS TOBACCO OUTLET INC,1100 LINCOLN HWY,,NORTH VERSAILLES,PA,15137-2100,1
2255508,Cig/OTP Retail,12/24/2015,Issued,2/28/2017,NICS TOBACCO OUTLET INC,1620 LINCOLN WAY,,WHITE OAK,PA,15131-1714,1
2178799,Cig/OTP Retail,1/12/2016,Issued,2/28/2017,JACKS SERVICE CENTER LLC,HARTS RUN AND DORSEYVILLE,,PITTSBURGH,PA,15238,2
70048159,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,RT 30 & CENTRE AVE,,E PITTSBURGH,PA,15112,2
70073090,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1800 MCKEES ROCKS RD,,MC KEES ROCKS,PA,15136-1600,2
70073096,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,9901 MOUNTAIN VIEW DR,,WEST MIFFLIN,PA,15122-2469,1
2220655,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,EAST PARK NEWS,406 E OHIO ST,,PITTSBURGH,PA,15212-5515,2
2222662,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,PALMER DRUG STORE LLC,738 LITTLE DEER CREEK RD,,RUSSELLTON,PA,15076,2
2223326,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,ROCKS BEER & POP INC,MCKEES ROCKS PLZ,,MCKEES ROCKS,PA,15136,2
2210493,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,MCCLINTON INC,1304 FEDERAL ST,,PITTSBURGH,PA,15212-4706,2
2192507,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,WILKINSBURG BEVERAGE COMPANY,601 PENN AVE,,WILKINSBURG,PA,15221-2123,2
2266928,Cig/OTP Retail,1/5/2016,Issued,2/28/2017,LAXMI OIL CORPORATION,4006 LIBERTY AVE,,PITTSBURGH,PA,15224-1423,2
2226412,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,BANKSVILLE BEER INC,3040 BANKSVILLE RD,,PITTSBURGH,PA,15216-2719,2
70048162,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,1001 WASHINGTON PIKE,,BRIDGEVILLE,PA,15017-2710,2
70048165,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,3299 SAW MILL RUN BLVD,,PITTSBURGH,PA,15227-2317,2
70048168,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,1201 AIRPORT BLVD,,PITTSBURGH,PA,15231,2
70048176,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SUNOCO INC R & M,1710 WASHINGTON RD,,PITTSBURGH,PA,15241,2
70124001,Cig/OTP Retail,3/31/2016,Issued,2/28/2017,SWISHER INTERNATIONAL INC,3803 LOGANS FERRY RD APT F,,PITTSBURGH,PA,15239-3919,2
2247279,Cig/OTP Retail,6/15/2016,Issued,2/28/2017,PENN MANAGEMENT INC,4068 PENN AVE,,PITTSBURGH,PA,15224-1336,2
2255710,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,CHOCOLATE & CHANCES,2 PPG PL STE 7,,PITTSBURGH,PA,15222-5402,2
2260657,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,MABA USA LLC,700 FREDERICK ST,,MC KEES ROCKS,PA,15136-3222,2
2249662,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,ULTRA BIZ INCORPORATED,510 STATION ST,,BRIDGEVILLE,PA,15017-2052,2
70073157,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,4924 BAUM BLVD,,PITTSBURGH,PA,15213,1
2229523,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,JOSEPH SKOVRANKO,607 GRANT AVE,,DUQUESNE,PA,15110,2
2263659,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,PITTS DOGGN IT LLC,260 ATWOOD ST,,PITTSBURGH,PA,15213-4286,2
70161003,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRI STATE PETROLEUM CORPORATION,2699 MOSSIDE BLVD,,MONROEVILLE,PA,15146-3314,2
70161004,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRI STATE PETROLEUM CORPORATION,956 GREENTREE RD,,PITTSBURGH,PA,15220-3304,1
2259156,Cig/OTP Retail,2/18/2016,Issued,2/28/2017,MASCARI FUEL COMPANY INC,1700 FERGUSON RD,,ALLISON PARK,PA,15101-3202,2
2265694,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,MABA USA LLC,505 LINCOLN HWY,,NORTH VERSAILLES,PA,15137,2
70073106,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,132 BEN AVON HEIGHTS RD,,PITTSBURGH,PA,15237-1202,2
70073107,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,4010 MONROEVILLE BLVD,,MONROEVILLE,PA,15146-2506,2
2234165,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,VINI CORPORATION,104 CLAIRTON BLVD,,PITTSBURGH,PA,15236-3826,2
70073161,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1137 WASHINGTON AVE,,CARNEGIE,PA,15106-3647,1
70073163,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,408 PENN AVE,,PITTSBURGH,PA,15221-2136,2
70073165,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,4000 BUTLER ST,,PITTSBURGH,PA,15201-3225,2
70073166,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,10525 FRANKSTOWN RD,,PITTSBURGH,PA,15235-2919,2
2228070,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,SUPER STOP CONVENIENCE STORES CORPORATIO,430 KENMAWR AVE,,RANKIN,PA,15104-1130,2
70161008,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRI STATE PETROLEUM CORPORATION,3500 FORBES AVE,,PITTSBURGH,PA,15213-3307,2
70161011,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRI STATE PETROLEUM CORPORATION,RR 50 BOX &,,CARNEGIE,PA,15106,2
70161013,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRI STATE PETROLEUM CORPORATION,150 ROUTE 30,,OAKDALE,PA,15071-4002,2
2230723,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,KENNETH HOLLAND,2814 LIBERTY WAY,,MCKEESPORT,PA,15133-2716,2
70161015,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRI STATE PETROLEUM CORPORATION,2601 FREEPORT RD,,PITTSBURGH,PA,15238-1427,2
70161016,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRI STATE PETROLEUM CORPORATION,4010 PENN AVE,,PITTSBURGH,PA,15224-1304,2
70161017,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRI STATE PETROLEUM CORPORATION,100 E 7TH AVE,,TARENTUM,PA,15084-1511,2
70161018,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRI STATE PETROLEUM CORPORATION,6680 FRANKSTOWN AVE,,PITTSBURGH,PA,15206-4112,2
2218511,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,LINCO DISTRIBUTING COMPANY INC,11689 PENN HILLS DR,,PITTSBURGH,PA,15235-3329,2
2261400,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,DANNYS BAR & GRILL INC,1511 CENTER AVE,,PITTSBURGH,PA,15229-1501,2
2243115,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,PABLA BROS INC,5136 PENN AVE,,PITTSBURGH,PA,15224-1616,2
2261245,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,5801 FORWARD AVE,,PITTSBURGH,PA,15217-2301,2
70073109,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,9805 MCKNIGHT RD,,PITTSBURGH,PA,15237-6008,2
70073110,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,5550 CENTRE AVE,,PITTSBURGH,PA,15232-1206,2
2238337,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,EL FUMADOR CIGARS PIPES TOBACCO INC,518 BEAVER ST,,SEWICKLEY,PA,15143-1779,2
70073167,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,436 LINCOLN HWY,,E MCKEESPORT,PA,15035-1426,2
2246943,Cig/OTP Retail,5/17/2016,Issued,2/28/2017,MON BEER INC,336 338 MONONGAHELA AVE,,GLASSPORT,PA,15045,2
2223555,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,AW FOOD EXPRESS INC,1001 PITTSBURGH ST,,CHESWICK,PA,15024-1307,1
2201389,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,SEVEN Z ENTERPRISES INC,RTE 50,1025 WASHINGTON PIKE STE 12,BRIDGEVILLE,PA,15017-2702,2
70099025,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,K MART CORPORATION,1025 WASHINGTON PIKE STE 13,,BRIDGEVILLE,PA,15017-2786,2
70099040,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,K MART CORPORATION,880 BUTLER ST STE 14,,PITTSBURGH,PA,15223-1319,2
2246760,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,ESSEX BEER DISTRIBUTOR INC,100 MARKET PLACE DR,,OAKDALE,PA,15071-4009,2
2231071,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,CHANDAN CORPORATION,602 LIBERTY AVE,,PITTSBURGH,PA,15222-2710,2
2257753,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,CARRICK BEER 4 LESS INC,2300/02 BROWNSVILLE RD,,PITTSBURGH,PA,15210,2
2261702,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,3029 WASHINGTON PIKE,,BRIDGEVILLE,PA,15017-1403,2
70073116,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,9003 FRANKSTOWN RD,,PITTSBURGH,PA,15235,2
70073122,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1809 MCKEES ROCKS RD,,MC KEES ROCKS,PA,15136,2
2246031,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,USGAS INC,4215 OHIO RIVER BLVD,,PITTSBURGH,PA,15202-3848,2
70073168,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,117 S 18TH ST,,PITTSBURGH,PA,15203-1829,2
2245625,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,PITTSBURGH NEWS INC,120 6TH ST,,PITTSBURGH,PA,15222-3304,2
70099053,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,K MART CORPORATION,120 MALL BLVD,,MONROEVILLE,PA,15146-2210,2
70099054,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,K MART CORPORATION,825 BEAVER GRADE RD STE 5,,CORAOPOLIS,PA,15108-2639,2
2268523,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,HARMEET SINGH ENTERPRISE INC,319 ANN ST,,MCKEESPORT,PA,15132-3804,2
2235900,Cig/OTP Retail,2/9/2016,Issued,2/28/2017,MY LE,5482 PENN AVE,,PITTSBURGH,PA,15206,2
70073004,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,RR 88 BOX BRIGHTWOOD RD,,BETHEL PARK,PA,15102,2
70073011,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,6320 SHAKESPEARE ST STE 1,,PITTSBURGH,PA,15206-4096,1
70073013,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1901 MURRAY AVE,,PITTSBURGH,PA,15217-1607,2
70073031,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,MURRAY AVE & LORETTA ST,,PITTSBURGH,PA,15217,2
2265018,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,ARTH ENERGY CORPORATION,1530 POTOMAC AVE,,PITTSBURGH,PA,15216-2110,2
2265407,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,ARTH ENERGY CORPORATION,1927 BROWNSVILLE RD,,PITTSBURGH,PA,15210-4201,2
70073123,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,156 BEN AVON HEIGHTS RD,,PITTSBURGH,PA,15237,1
70073126,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,430 E WATERFRONT DR,,HOMESTEAD,PA,15120-1143,2
70073171,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,14 FORT COUCH RD,,PITTSBURGH,PA,15241-1006,2
70073172,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,5281 LIBRARY RD,,BETHEL PARK,PA,15102-2714,2
70052122,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,TARIQ KHAN,89 CLEVER ROAD,,MCKEES ROCKS,PA,15136,2
