psapid,psap_name,county,city,state,typeof_changefulltext,date_last_modified,geocode_city_level
7492,Prairie Du Chien Police Department,Crawford,Prairie Du Chien,WI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/05/2017,"Prairie Du Chien, WI
(43.051929, -91.14099)"
4909,Clovis Police Department,Curry,Clovis,NM,No Changes have been made.,NULL,"Clovis, NM
(34.412026, -103.195241)"
7712,Concord Police,Middlesex,Concord,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Concord, MA
(42.459041, -71.355036)"
3158,Canton Police Department,Norfolk,Canton,MA,No Changes have been made.,NULL,"Canton, MA
(42.158931, -71.144957)"
3771,Carthage Police Department,Jasper,Carthage,MO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/30/2004,"Carthage, MO
(37.178689, -94.313919)"
1658,Springhill Fire And Rescue,Hernando,Spring Hill,FL,No Changes have been made.,NULL,"Spring Hill, FL
(28.476924, -82.538748)"
2696,Allen County Sheriffs Department,Allen,Iola,KS,No Changes have been made.,NULL,"Iola, KS
(37.921438, -95.40443)"
2403,Richland County Sheriff,Richland,Olney,IL,No Changes have been made.,NULL,"Olney, IL
(38.731308, -88.077039)"
7115,Cumberland County Sheriff,Cumberland,Cumberland,VA,No Changes have been made.,NULL,"Cumberland, VA
(37.496419, -78.244896)"
3691,Norman County Sheriff's Office,Norman,Ada,MN,"PSAP Name, State, County or City text has been modified since the original posting.",08/22/2016,"Ada, MN
(47.296093, -96.514159)"
6867,Rockwall County Sheriffs Department,Rockwall,Rockwall,TX,No Changes have been made.,NULL,"Rockwall, TX
(32.931051, -96.45865)"
4736,Glen Ridge Police Department,Essex,Glen Ridge,NJ,No Changes have been made.,NULL,"Glen Ridge, NJ
(40.802565, -74.202174)"
4449,State Capital Police Communications,Wake,Raleigh,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Raleigh, NC
(35.781295, -78.64167)"
6057,Fountain Inn Police,Greenville,Fountain Inn,SC,No Changes have been made.,NULL,"Fountain Inn, SC
(34.694397, -82.200594)"
4018,Horn Lake Police Department,De Soto,Horn Lake,MS,No Changes have been made.,NULL,"Horn Lake, MS
(34.962636, -90.034136)"
8494,47th Flying Training Wing Head Quarters,Val Verde,Laughlin Air Force Base,TX,PSAP was added since the original posting of the FCC Registry.,12/01/2015,"Laughlin Air Force Base, TX
(29.355661, -100.783836)"
6350,Sevier County Sheriffs Office,Sevier,Sevierville,TN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/11/2013,"Sevierville, TN
(35.868379, -83.562981)"
1125,Dinosaur Police Department,Moffat,Dinosaur,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Dinosaur, CO
(40.240881, -109.010925)"
6997,White Settlement Police Department,Tarrant,White Settlement,TX,No Changes have been made.,NULL,"White Settlement, TX
(32.75884, -97.459054)"
2705,Beloit Police Department,Mitchell,Beloit,KS,No Changes have been made.,NULL,"Beloit, KS
(39.459056, -98.109049)"
8068,"Chp-redwood City, Golden Gate Communications Center",Solano,NULL,CA,PSAP was added since the original posting of the FCC Registry.,06/24/2010,"CA
(37.640735, -121.002435)"
4272,Franklin County 9-1-1 Communications,Franklin,Louisburg,NC,No Changes have been made.,NULL,"Louisburg, NC
(36.099177, -78.294776)"
4087,Scott County Sheriffs Office,Scott,Forrest,MS,No Changes have been made.,NULL,"Forrest, MS
(32.364101, -89.474486)"
1472,Casselberry Police Department,Seminole,Casselberry,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/16/2014,"Casselberry, FL
(28.679723, -81.335495)"
3381,Fenton Police Department,Genesee,Fenton,MI,No Changes have been made.,NULL,"Fenton, MI
(42.79837, -83.709884)"
823,Mill Valley Police Department,Marin,Mill Valley,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/15/2010,"Mill Valley, CA
(37.906673, -122.547548)"
8490,South Walton Fire Rescue,Walton,Santa Rosa Beach,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/10/2015,"Santa Rosa Beach, FL
(30.3958, -86.228897)"
6695,Kerr Emergency 9-1-1 Network,Kerr,Kerrville,TX,"PSAP Name, State, County or City text has been modified since the original posting.",05/05/2008,"Kerrville, TX
(30.042787, -99.135299)"
6402,Anderson Sheriffs Office,Anderson,Palestine,TX,No Changes have been made.,NULL,"Palestine, TX
(31.761701, -95.631432)"
1276,Telluride Marshals Office,San Miguel,Telluride,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/14/2009,"Telluride, CO
(37.937412, -107.811757)"
3162,Dover Police Department,Norfolk,Dover,MA,"PSAP Name, State, County or City text has been modified since the original posting.",03/04/2004,"Dover, MA
(42.244778, -71.281532)"
5179,Pleasantville Village Police Department,Westchester,Pleasantville,NY,No Changes have been made.,NULL,"Pleasantville, NY
(41.133369, -73.792431)"
5555,Westchester Township Police Department,Butler,West Chester,OH,No Changes have been made.,NULL,"West Chester, OH
(39.334611, -84.41579)"
4130,Flathead Emergency Communications Center,Flathead,Kalispell,MT,"PSAP Name, State, County or City text has been modified since the original posting.",08/18/2016,"Kalispell, MT
(48.197751, -114.31346)"
4336,Maxton Police Department,Robeson,Maxton,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Maxton, NC
(34.736466, -79.35106)"
4458,Transylvania County Sheriffs Communications,Transylvania,Brevard,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Brevard, NC
(35.233785, -82.734319)"
4110,Yazoo City Police Department,Yazoo,Yazoo City,MS,No Changes have been made.,NULL,"Yazoo City, MS
(32.847265, -90.41366)"
7499,Ripon Police Department,Fond Du Lac,Ripon,WI,"PSAP Name, State, County or City text has been modified since the original posting.",04/05/2017,"Ripon, WI
(43.84154, -88.835355)"
3112,Priority Medical,Jefferson,Gretna,LA,No Changes have been made.,NULL,"Gretna, LA
(29.912239, -90.051566)"
822,Metro Net - Metro Cities Fire Authority Communications Center (anaheim),Orange,Anaheim,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/27/2010,"Anaheim, CA
(33.834492, -117.915638)"
4556,Antelope County Sheriffs Office,Antelope,Neligh,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Neligh, NE
(42.129597, -98.028556)"
5242,Athens County 911 Emergency Communications,Athens,Athens,OH,"PSAP Name, State, County or City text has been modified since the original posting.",05/02/2016,"Athens, OH
(39.3292, -82.101165)"
6549,Dublin Police Department,Erath,Dublin,TX,No Changes have been made.,NULL,"Dublin, TX
(32.085203, -98.342404)"
4731,Freehold Township Police Department,Monmouth,Freehold Township,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/21/2010,"Freehold Township, NJ
(40.235776, -74.296653)"
3018,Regional Public Safety Communications Center-boyd County,Boyd,Ashlqand,KY,No Changes have been made.,NULL,"Ashland, KY
(38.475807, -82.646675)"
1108,Colorado State University Police Department,Larimer,Ft Collins,CO,No Changes have been made.,NULL,"Ft Collins, CO
(40.588972, -105.082459)"
3816,Harrisonville Police Department,Cass,Harrisonville,MO,No Changes have been made.,NULL,"Harrisonville, MO
(38.653157, -94.349513)"
1556,Lake Mary Police Department,Seminole,Lake Mary,FL,No Changes have been made.,NULL,"Lake Mary, FL
(28.759052, -81.317809)"
5303,Columbiana County Sheriffs Office,Columbiana,Lisbon,OH,No Changes have been made.,NULL,"Lisbon, OH
(40.772163, -80.768001)"
5585,Ardmore/carter County E9-1-1 Center,Carter,Ardmore,OK,"PSAP Name, State, County or City text has been modified since the original posting.",06/01/2007,"Ardmore, OK
(34.172599, -97.128382)"
4152,Northern Cheyenne Agency Office Of Law Enforcement,Rosebud,Lame Deer,MT,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/23/2004,"Lame Deer, MT
(45.623424, -106.666395)"
7459,Marquette County Sheriffs Department,Marquette,Montello,WI,No Changes have been made.,NULL,"Montello, WI
(43.791609, -89.329888)"
2964,Laurel County E9-1-1,Laurel,London,KY,No Changes have been made.,NULL,"London, KY
(37.128849, -84.083677)"
6633,Harris County Sheriff Office,Harris,Houston,TX,"PSAP Name, State, County or City text has been modified since the original posting.",09/22/2011,"Houston, TX
(29.760803, -95.369506)"
6868,Rockwall Police Department,Rockwall,Rockwall,TX,No Changes have been made.,NULL,"Rockwall, TX
(32.931051, -96.45865)"
191,Fyffe Police Department,De Kalb,Fyffe,AL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/25/2016,"Fyffe, AL
(34.446289, -85.905014)"
941,San Mateo Police Department,San Mateo,San Mateo,CA,No Changes have been made.,NULL,"San Mateo, CA
(37.547166, -122.314351)"
7784,Merrimac Police,Middlesex,Merrimac,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Merrimac, MA
(42.833574, -71.002631)"
1868,Union City,Fulton,Union City,GA,No Changes have been made.,NULL,"Union City, GA
(33.578707, -84.551423)"
5060,Corinth Village,Saratoga,Corinth,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/19/2007,"Corinth, NY
(43.244378, -73.83166)"
8006,Ocala Fire Department,Marion,Ocala,FL,PSAP was added since the original posting of the FCC Registry.,04/30/2004,"Ocala, FL
(29.189311, -82.137789)"
277,Tuscaloosa Police Department,Tuscaloosa,Tuscaloosa,AL,No Changes have been made.,NULL,"Tuscaloosa, AL
(33.210617, -87.565564)"
49,Homer Volunteer Fire Department,Kenai Peninsula Borough,Homer,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/08/2013,"Homer, AK
(59.641779, -151.551418)"
3633,Grant County Psap,Grant,Elbow Lake,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Elbow Lake, MN
(45.993495, -95.976711)"
5970,Narragansett Police Fire And Rescue Department,Washington,Narragansett,RI,No Changes have been made.,NULL,"Narragansett, RI
(41.433057, -71.460182)"
6732,Lifeline Emergency Medical Services Office,Wichita,Wichita Falls,TX,No Changes have been made.,NULL,"Wichita Falls, TX
(33.90976, -98.500854)"
2529,Clark County Sheriff,Clark,Jeffersonville,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/13/2017,"Jeffersonville, IN
(38.299811, -85.72554)"
6040,Chesterfield Police Department,Chesterfield,Chesterfield,SC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/23/2004,"Chesterfield, SC
(34.735815, -80.085283)"
6328,Oliver Springs Police Department,Roane,Oliver Springs,TN,No Changes have been made.,NULL,"Oliver Springs, TN
(36.04475, -84.342355)"
4820,Park Ridge Police Department,Bergen,Park Ridge,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/22/2010,"Park Ridge, NJ
(41.032662, -74.035671)"
2831,Shawnee County Emergency Communications Center,Shawnee,Topeka,KS,No Changes have been made.,NULL,"Topeka, KS
(39.050976, -95.670433)"
1740,Dade County 9-1-1,Dade,Trenton,GA,No Changes have been made.,NULL,"Trenton, GA
(34.87193, -85.509202)"
1796,Tri-county 9-1-1,Lanier,Lakeland,GA,"PSAP Name, State, County or City text has been modified since the original posting.",04/08/2009,"Lakeland, GA
(31.04091, -83.076461)"
1604,Okeechobee County Sheriff's Office,Okeechobee,Okeechobee,FL,"PSAP Name, State, County or City text has been modified since the original posting.",05/16/2013,"Okeechobee, FL
(27.238985, -80.828682)"
3914,Rockport Police Department,Atchison,Rockport,MO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/30/2004,"Rockport, MO
(40.410864, -95.514861)"
7489,Port Washington Police,Ozaukee,Port Washington,WI,No Changes have been made.,NULL,"Port Washington, WI
(43.387419, -87.875892)"
5237,Allen County Sheriffs Office,Allen,Lima,OH,No Changes have been made.,NULL,"Lima, OH
(40.742696, -84.104987)"
2723,Decatur County Emergency Communications,Decatur,Oberlin,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Oberlin, KS
(39.818992, -100.53382)"
3987,Cleveland Police Department,Bolivar,Cleveland,MS,No Changes have been made.,NULL,"Cleveland, MS
(33.747697, -90.721696)"
1183,Kiowa County Sheriffs Office,Kiowa,Eads,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Eads, CO
(38.477939, -102.78176)"
176,Elmore County Sheriff's Office,Elmore,Wetumpka,AhL,"PSAP Name, State, County or City text has been modified since the original posting.",01/05/2017,"Wetumpka, AL
(32.544552, -86.208227)"
1227,Nederland Marshals Office,Boulder,Nederland,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Nederland, CO
(39.962561, -105.51128)"
1457,Belle Glade Police Department,Palm Beach,Belle Glade,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/13/2014,"Belle Glade, FL
(26.685286, -80.675941)"
5493,Richmond Heights Police,Cuyahoga,Richmond Heights,OH,No Changes have been made.,NULL,"Richmond Heights, OH
(41.552752, -81.497083)"
2375,Olympia Fields,Cook,Olympia Fields,IL,No Changes have been made.,NULL,"Olympia Fields, IL
(41.513501, -87.708414)"
8016,Mclean County Etsb Metcom,Mclean,Bloomington,IL,PSAP was added since the original posting of the FCC Registry.,02/24/2014,"Bloomington, IL
(40.477092, -88.993221)"
5584,Antlers Police Department,Pushmataha,Antlers,OK,No Changes have been made.,NULL,"Antlers, OK
(34.231215, -95.620455)"
1889,Maui Police Department,Maui,Wailuku,HI,No Changes have been made.,NULL,"Wailuku, HI
(20.886941, -156.504823)"
5144,New York State Police-hawthorne,Westchester,Hawthorne,NY,"PSAP Name, State, County or City text has been modified since the original posting.",10/15/2014,"Hawthorne, NY
(41.107679, -73.795471)"
7466,Middleton Police,Dane,Middleton,WI,No Changes have been made.,NULL,"Middleton, WI
(43.096855, -89.511526)"
5932,Venango County Emergency Management Center,Venango,Oil City,PA,No Changes have been made.,NULL,"Oil City, PA
(41.427548, -79.709308)"
6448,Brazoria County Sheriffs Department,Brazoria,Angleton,TX,No Changes have been made.,NULL,"Angleton, TX
(29.164485, -95.431726)"
4391,Pamlico County Sheriffs Communications,Pamlico,Bayboro,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Bayboro, NC
(35.143548, -76.768303)"
2080,Montpelier,Bear Lake,Montpelier,ID,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/02/2004,"Montpelier, ID
(42.324234, -111.297746)"
940,San Mateo County Public Safety Communications,San Mateo,Redwood City,CA,"PSAP Name, State, County or City text has been modified since the original posting.",08/15/2017,"Redwood City, CA
(37.484778, -122.22815)"
2095,Southern Idaho Regional Communications Center-sircomm,Jerome,Jerome,ID,No Changes have been made.,NULL,"Jerome, ID
(42.724137, -114.518435)"
3833,Johnson County Central Dispatch,Johnson,Warrensburg,MO,"PSAP Name, State, County or City text has been modified since the original posting.",03/16/2006,"Warrensburg, MO
(38.771088, -93.735354)"
1321,Connecticut State Police-i Troop,New Haven,Bethany,CT,No Changes have been made.,NULL,"Bethany, CT
(41.428339, -72.994834)"
6521,Culberson County Sheriffs Office,Culberson,Van Horn,TX,"PSAP Name, State, County or City text has been modified since the original posting.",09/17/2008,"Van Horn, TX
(31.039841, -104.83126)"
7582,New Cumberland Police Department,Hancock,New Cumberland,WV,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/09/2005,"New Cumberland, WV
(40.496791, -80.606696)"
6267,Hawkins County 9-1-1,Hawkins,Rogersville,TN,No Changes have been made.,NULL,"Rogersville, TN
(36.407893, -83.007123)"
6464,Burleson County Sheriffs Office,Burleson,Caldwell,TX,No Changes have been made.,NULL,"Caldwell, TX
(30.532764, -96.693244)"
2962,Bluegrass 9-1-1 Central Communications,Garrard,Lancaster,KY,"PSAP Name, State, County or City text has been modified since the original posting.",04/07/2015,"Lancaster, KY
(37.619336, -84.578721)"
5110,Lackawanna Police Department,Erie,Lackawanna,NY,No Changes have been made.,NULL,"Lackawanna, NY
(42.816277, -78.824001)"
7517,Thiensville Police,Ozaukee,Thiensville,WI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/14/2014,"Thiensville, WI
(43.234785, -87.979054)"
8062,"Chp-contra Costa, Golden Gate Communications Center",Solano,Contra Costa,CA,PSAP was added since the original posting of the FCC Registry.,06/24/2010,"Contra Costa, CA
(36.733414, -119.495682)"
6525,Dallas Emergency Communications Office,Dallas,Dallas,TX,No Changes have been made.,NULL,"Dallas, TX
(32.777977, -96.796215)"
4204,Cabarrus County Sheriffs Department,Cabarrus,Concord,NC,No Changes have been made.,NULL,"Concord, NC
(35.408672, -80.579179)"
4504,Cavalier County 911,Cavalier,Langdon,ND,"PSAP Name, State, County or City text has been modified since the original posting.",07/26/2017,"Langdon, ND
(48.761159, -98.36514)"
7658,Uinta County Sheriffs Department,Uinta,Evanston,WY,No Changes have been made.,NULL,"Evanston, WY
(41.264806, -110.960137)"
6099,Summerville Police And Fire,Dorchester,Summerville,SC,No Changes have been made.,NULL,"Summerville, SC
(33.019791, -80.177584)"
1482,Cocoa Beach Police,Brevard,Cocoa Beach,FL,No Changes have been made.,NULL,"Cocoa Beach, FL
(28.320224, -80.608867)"
7413,Crawford County Communications Center,Crawford,Prairie Du Chien,WI,"PSAP Name, State, County or City text has been modified since the original posting.",08/29/2017,"Prairie Du Chien, WI
(43.051929, -91.14099)"
6070,Jasper County Communications,Jasper,Ridgeland,SC,"PSAP Name, State, County or City text has been modified since the original posting.",12/24/2013,"Ridgeland, SC
(32.483118, -80.980812)"
1459,Boynton Beach Communications Center,Palm Beach,Boynton Beach,FL,No Changes have been made.,NULL,"Boynton Beach, FL
(26.528911, -80.064171)"
1752,Effingham County E-9-1-1,Effingham,Guyton,GA,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2011,"Guyton, GA
(32.330331, -81.392666)"
7237,Shelburne Police Department,Chittenden,Shelburne,VT,"PSAP Name, State, County or City text has been modified since the original posting.",06/24/2016,"Shelburne, VT
(44.380585, -73.227348)"
2900,Edmonson County 9-1-1,Edmonson,Brownsville,KY,No Changes have been made.,NULL,"Brownsville, KY
(37.190113, -86.263742)"
1335,East Haven Police Department,New Haven,East Haven,CT,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/26/2004,"East Haven, CT
(41.277971, -72.871954)"
5106,Jamestown Police Department,Chautauqua,Jamestown,NY,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/03/2017,"Jamestown, NY
(42.098961, -79.242051)"
6971,Vidor Police Department,Orange,Vidor,TX,No Changes have been made.,NULL,"Vidor, TX
(30.129894, -94.002506)"
5908,Mercer County Central 9-1-1,Mercer,Mercer,PA,No Changes have been made.,NULL,"Mercer, PA
(41.226891, -80.239974)"
753,Hermosa Beach Police Department,Los Angeles,Hermosa Beach,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/29/2010,"Hermosa Beach, CA
(33.8635, -118.395151)"
1455,Bay County Emergency Services,Bay,Panama City,FL,No Changes have been made.,NULL,"Panama City, FL
(30.185159, -85.73078)"
6741,Lockhart Police Department,Caldwell,Lockhart,TX,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Lockhart, TX
(29.884706, -97.672443)"
4390,Pamlico County Communications,Pamlico,Bayboo,NC,No Changes have been made.,NULL,"Bayboro, NC
(35.143548, -76.768303)"
27,Chugiak Volunteer Fire And Rescue Department,Anchorage Borough,Anchorage,AK,No Changes have been made.,NULL,"Anchorage, AK
(61.216583, -149.899597)"
428,Flagstaff-coconino County Communications Center,Coconino,Flagstaff,AZ,No Changes have been made.,NULL,"Flagstaff, AZ
(35.198177, -111.65132)"
8211,White House Police Department,Sumner,White House,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/15/2017,"White House, TN
(36.471327, -86.669607)"
557,Beverly Hills Fire Station 2,Los Angeles,Beverly Hills,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/01/2012,"Beverly Hills, CA
(34.080294, -118.404679)"
4887,Westfield Police Department,Union,Westfield,NJ,No Changes have been made.,NULL,"Westfield, NJ
(40.649161, -74.343251)"
7458,Marinette County Sheriffs Department,Marinette,Marinette,WI,No Changes have been made.,NULL,"Marinette, WI
(45.100111, -87.630798)"
6124,Canton Police Department,Lincoln,Canton,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"Canton, SD
(43.300858, -96.59272)"
6905,Slaton Fire Department,Lubbock,Slaton,TX,No Changes have been made.,NULL,"Slaton, TX
(33.436789, -101.643801)"
4988,Valencia County E-911 Regional Emergency Communications Center,Valencia,Los Lunas,NM,"PSAP Name, State, County or City text has been modified since the original posting.",02/01/2007,"Los Lunas, NM
(34.80661, -106.733473)"
1964,Jackson County Sheriff,Jackson,Maquokota,IA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/12/2013,"Maquokota, IA
(42.069219, -90.662925)"
4053,Mississippi Highway Patrol-district #1,Hinds,Jackson,MS,No Changes have been made.,NULL,"Jackson, MS
(32.302897, -90.183488)"
7551,Clay County 911,Clay,Clay,WV,"PSAP Name, State, County or City text has been modified since the original posting.",02/08/2005,"Clay, WV
(38.460462, -81.083146)"
5055,Clarkstown Police,Rockland,New City,NY,No Changes have been made.,NULL,"New City, NY
(41.147418, -73.989429)"
1407,Vernon Police Department,Tolland,Vernon,CT,No Changes have been made.,NULL,"Vernon, CT
(41.818792, -72.479029)"
2045,Bonneville County E9-1-1,Bonneville,Idaho Falls,ID,No Changes have been made.,NULL,"Idaho Falls, ID
(43.490842, -112.039087)"
8423,Myrtle Beach Police Department,Horry,Myrtle Beach,SC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,03/31/2014,"Myrtle Beach, SC
(33.68785, -78.883852)"
6160,Marshall County 911,Marshall,Britton,SD,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2016,"Britton, SD
(45.793415, -97.751971)"
3856,Maries County Sheriffs Department,Maries,Vienna,MO,No Changes have been made.,NULL,"Vienna, MO
(38.18824, -91.948675)"
6366,Sumner County Sheriffs Office,Sumner,Gallatin,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/15/2017,"Gallatin, TN
(36.381608, -86.44383)"
5895,Huntingdon County 9-1-1,Huntingdon,Huntingdon,PA,No Changes have been made.,NULL,"Huntingdon, PA
(40.483256, -78.007155)"
5955,East Greenwich Police Department,Kent,East Greenwich,RI,No Changes have been made.,NULL,"East Greenwich, RI
(41.662261, -71.450022)"
1863,Towns County 9-1-1,Towns,Young Harris,GA,No Changes have been made.,NULL,"Young Harris, GA
(34.932142, -83.848666)"
1261,San Juan County Sheriffs Department,San Juan,Silverton,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2013,"Silverton, CO
(37.805666, -107.671533)"
5127,Monroe County 9-1-1 Center,Monroe,Rochester,NY,No Changes have been made.,NULL,"Rochester, NY
(43.155708, -77.612547)"
4477,Weldon Police Communications,Halifax,Weldon,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Weldon, NC
(36.426073, -77.596092)"
2593,Jay County Sheriff,Jay,Portland,IN,No Changes have been made.,NULL,"Portland, IN
(40.43234, -84.977824)"
6614,Grand Prairie Police Department East,Dallas,Grand Prairie,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/09/2007,"Grand Prairie, TX
(32.745496, -97.003529)"
440,Graham County Sheriffs Office,Graham,Safford,AZ,No Changes have been made.,NULL,"Safford, AZ
(32.83435, -109.707728)"
8307,Eldorado Springs Police Department,Cedar,Eldorado Springs,MO,PSAP was added since the original posting of the FCC Registry.,06/09/2011,"Eldorado Springs, MO
(37.870288, -94.021903)"
3694,Olmsted County Psap,Olmsted,Rochester,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Rochester, MN
(44.019331, -92.458867)"
4190,Bertie County Sheriffs Office,Bertie,Windsor,NC,No Changes have been made.,NULL,"Windsor, NC
(35.998416, -76.946373)"
7200,Smyth County 9-1-1,Smyth,Marion,VA,No Changes have been made.,NULL,"Marion, VA
(36.834084, -81.517065)"
1383,Putnam Police Department,Windham,Putnam,CT,No Changes have been made.,NULL,"Putnam, CT
(41.914993, -71.911904)"
8230,Shorter Police Department,Macon,Shorter,AL,PSAP was added since the original posting of the FCC Registry.,02/20/2009,"Shorter, AL
(32.399914, -85.943979)"
6636,Haskell County Sheriffs Department,Haskell,Haskell,TX,No Changes have been made.,NULL,"Haskell, TX
(33.157635, -99.732736)"
7682,Avon Police,Norfolk,Avon,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Avon, MA
(42.129937, -71.039295)"
5967,Little Compton Police Fire And Rescue Department,Newport,Little Compton,RI,No Changes have been made.,NULL,"Little Compton, RI
(41.510054, -71.171129)"
2805,Paola Police Department,Miami,Paola,KS,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/23/2009,"Paola, KS
(38.576654, -94.868369)"
7779,Mattapoisett Police,Plymouth,Mattapoisett,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Mattapoisett, MA
(41.662414, -70.811873)"
156,Clay County Sheriffs Office,Clay,Ashland,AL,"PSAP Name, State, County or City text has been modified since the original posting.",08/14/2013,"Ashland, AL
(33.273894, -85.835406)"
2215,Elk Grove Village,Cook,Elk Grove,IL,No Changes have been made.,NULL,"Elk Grove, IL
(42.015917, -87.969197)"
4903,Cannon Air Force Base Fire Department,Curry,Cannon Air Force Base,NM,"PSAP Name, State, County or City text has been modified since the original posting.",11/01/2012,"Cannon Air Force Base, NM
(34.396332, -103.32382)"
1572,Madison County E9-1-1,Madison,Madison,FL,No Changes have been made.,NULL,"Madison, FL
(30.46858, -83.410053)"
8498,Nevada Department Of Public Safety,Clark,Las Vegas,NV,PSAP was added since the original posting of the FCC Registry.,02/13/2016,"Las Vegas, NV
(36.169202, -115.140597)"
7985,Fort Collins 911,Larimer,Fort Collins,CO,PSAP was added since the original posting of the FCC Registry.,08/19/2016,"Fort Collins, CO
(40.588972, -105.082459)"
8412,Minocqua Police Department,Oneida,Minocua,WI,PSAP was added since the original posting of the FCC Registry.,09/11/2013,"Minocua, WI
(44.211003, -88.437881)"
2206,East Peoria Police Department,Tazewell,East Peoria,IL,No Changes have been made.,NULL,"East Peoria, IL
(40.674609, -89.539942)"
3778,Chariton County Emergency Services,Chariton,Keytesville,MO,"PSAP Name, State, County or City text has been modified since the original posting.",05/03/2013,"Keytesville, MO
(39.433173, -92.938171)"
3289,Scarborough P D,Cumberland,Scarborough,ME,"PSAP Name, State, County or City text has been modified since the original posting.",05/03/2013,"Scarborough, ME
(43.595891, -70.325633)"
4058,Natchez Police Department,Adams,Natchez,MS,"PSAP Name, State, County or City text has been modified since the original posting.",07/22/2015,"Natchez, MS
(31.561592, -91.405318)"
6252,Gallatin Police Department,Sumner,Gallatin,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/15/2017,"Gallatin, TN
(36.381608, -86.44383)"
2389,Pike County Sheriffs Department,Pike,Pittsfield,IL,No Changes have been made.,NULL,"Pittsfield, IL
(39.61027, -90.807565)"
