objectid(long),routeid(long),beginpoint(double precision),endpoint(double precision),routedirection,roadnumber(long),roadsuffix,nedesc,assumedownership,assmowndesc,assumedroadtype,assmrdtypdesc,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
7376,15899532,0.0,0.19,L,2,W,FLAX MILL HOLLOW (Branford),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,596439f3-dc3d-4ad9-b4f0-9e973c2e0344,987.263510201401
7377,15898096,0.0,0.11,L,2,W,PHEASANT LA (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2397,358177f9-1aab-4e39-9d0c-b91ffbdb7761,602.091992110991
7378,15898122,0.0,0.18,L,1,W,PUTNAM LA (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,295d2411-28a0-4eab-9317-c6a132478d90,921.139350207579
7379,15898210,0.0,0.21,L,1,W,PLUM HOLLOW WAY (Private),PRI,Private Entity,M,Mainline,7,BERLIN,2022,0bbd391d-0f2b-49e8-9871-4848a48061b9,1104.61112233451
7380,15898249,0.0,0.51,L,1,W,PEAK DR (Private),PRI,Private Entity,M,Mainline,7,BERLIN,2022,e9829f0e-5421-4596-bb3b-736a79586564,2711.40094211516
7381,15898270,0.0,0.79,L,1,W,PARK DR (Private),PRI,Private Entity,M,Mainline,7,BERLIN,2022,67d05d6a-6162-4045-aeb4-95f1c98c0283,4147.8911653896
7382,15898351,0.0,0.03,L,1,W,RACEBROOK LA (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,47b64a08-c2de-4ebd-97ff-acb9993bc6d5,142.021630373613
7383,15898369,0.0,0.2,L,1,W,ANTHONY'S WAY (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,f30acbd3-457e-4c41-aa98-86882e7554af,1032.6057113327
7384,15898496,0.0,0.03,L,2,W,CROSSROAD LA (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,d802d2e5-cbec-4a90-882d-07f4a726d217,174.022481267114
7385,15898518,0.0,0.07,L,1,W,SYLVAN WAY (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,a4667a39-9ad6-4207-9ebf-68bfcd61718a,357.267866635288
7386,13573150,0.0,0.24,L,1,W,SCHUYLER ROAD (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,2ad3b43b-ae68-4da0-8c40-298f69ab7e01,1293.05239890782
7387,13573162,0.0,0.11,L,1,W,HILLSIDE TERRACE (North Branford),PRI,Private Entity,M,Mainline,98,NORTH BRANFORD,2022,f8c4bec3-f567-479b-9959-25d68f52f049,613.093718029915
7388,13573264,0.0,0.36,L,1,W,TROTTERS WAY (Private),PRI,Private Entity,M,Mainline,143,TORRINGTON,2022,3db619e7-539e-42f6-9945-b93d4f14e212,1914.43012154305
7389,13573337,0.0,0.12,L,1,W,WESTCHESTER MARKET (Colchester),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,28,COLCHESTER,2022,8de1290a-c4a9-4a0b-bd92-3dfcb2a66db4,625.884773383181
7390,13573371,0.0,0.08,L,1,W,WESTOVER LA (Private),PRI,Private Entity,M,Mainline,86,MORRIS,2022,80570b39-f334-4957-9015-ad58a308d64e,437.837931897548
7391,13573481,0.0,0.08,L,1,W,BRANHAVEN PLAZA DRIVE (Branford),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,14,BRANFORD,2022,809930a6-e45b-4e41-b964-4bdb232e71aa,478.467775426376
7392,13573842,0.0,0.09,L,1,W,INDIAN MTN SCHOOL (Salisbury),PRI,Private Entity,M,Mainline,121,SALISBURY,2022,d693faba-2c88-41ea-bda2-da8fc6f3458b,484.18167685288
7393,13573852,0.0,0.28,L,1,W,HOTCHKISS LAKE RD (Private),PRI,Private Entity,M,Mainline,121,SALISBURY,1909,24ae2089-68e0-482e-906e-86967ec1fbbd,1513.44453838278
7394,13573885,0.0,0.79,L,1,W,GREYSTONE LA (Private),PRI,Private Entity,M,Mainline,121,SALISBURY,2022,d0dee561-161a-44db-9bec-2cd1467c116b,4184.99965944691
7395,13890430,0.0,0.06,L,1,W,TOWNLINE SQUARE NORTH (Meriden),PRI,Private Entity,M,Mainline,79,MERIDEN,2022,f3a9fba5-8e12-410b-b12e-3312295ccc1c,343.911812053048
7396,13890476,0.0,0.12,L,1,W,DEERFIELD AND SUNSET WEST (Waterbury),PRI,Private Entity,M,Mainline,151,WATERBURY,2022,77bb93f1-e9a6-41ea-9286-0c804f6f65e3,639.579118063303
7397,13890538,0.0,0.09,L,1,W,CT FIRE ACADEMY (Meriden),PRI,Private Entity,M,Mainline,79,MERIDEN,2022,6c076b55-394a-415e-8763-2b1ded810ab7,482.028750205786
7398,13890851,0.0,0.09,L,1,W,NORTHEAST ELECTRICAL (Waterbury),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,151,WATERBURY,2022,90ca234e-cb39-4f5e-965c-dbd64ca9f062,446.253702251811
7399,13890925,0.0,0.04,L,1,W,RTE 5 PARK AND RIDE (East Hartford),PRI,Private Entity,M,Mainline,42,EAST HARTFORD,2022,55bef20e-0a77-41ed-becf-0ed6b7e4bac1,212.062141996544
7400,13890934,0.0,0.3,L,1,W,GLENGARRY RD (Private),PRI,Private Entity,M,Mainline,50,FAIRFIELD,2022,f3b78a6c-24a2-4394-8545-37493d86af75,1614.7056836054
7401,13890949,0.0,0.12,L,1,W,J AND JS DELIVERY (South Windsor),PRI,Private Entity,M,Mainline,132,SOUTH WINDSOR,2022,3558b9d6-cf70-4528-a4d2-79134205f01f,687.345178395959
7402,13890982,0.0,0.02,L,1,W,CAR AUCTIONS WEST (East Windsor),PRI,Private Entity,M,Mainline,46,EAST WINDSOR,2022,4a310454-be6c-43aa-a45c-f767079db0ca,124.133771416359
7403,13890997,0.0,0.12,L,1,W,MASONS BROOK LA (East Windsor),PRI,Private Entity,M,Mainline,46,EAST WINDSOR,2022,fe5ec47e-2ff6-48f4-89d5-cdce49ae6ac8,653.268590341667
7404,13891017,0.0,0.05,L,1,W,WHALLEY COMMONS (New Haven),PRI,Private Entity,M,Mainline,92,NEW HAVEN,2022,0903ec68-e096-4558-82fb-96ac57ae6b6f,287.900075689215
7405,13891062,0.0,0.27,L,1,W,LOMBARD DR (Private),PRI,Private Entity,M,Mainline,114,PROSPECT,2022,5a5d85c0-3d4a-459c-bb54-66010be935e0,1426.55723791431
7406,13891064,0.0,0.05,L,1,W,HOTCHKISS FIELD (Prospect),PRI,Private Entity,M,Mainline,114,PROSPECT,2022,c80c2c36-98fd-4174-8c98-bf2501cc0f31,290.346445552239
7407,13891104,0.0,0.09,L,1,W,PARK AND RIDE (Barkhamsted),PRI,Private Entity,M,Mainline,5,BARKHAMSTED,2022,7c205892-7c07-40e5-824c-b4a384279f76,503.639450434229
7408,13891132,0.0,0.2,L,1,W,JANET AV (Private),PRI,Private Entity,M,Mainline,166,WOLCOTT,2022,bcc77a08-9ec9-4ff5-a706-c3397b97e112,1056.80137812656
7409,15900761,0.0,0.47,L,1,W,BERKSHIRE DR (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,cbb3b46c-400f-46a4-80ed-9617b3735429,2449.56740991551
7410,15900783,0.0,0.08,L,1,W,LILAC LA (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,c08f7e14-d000-418a-aff3-0439de705387,437.633084774966
7411,15900802,0.0,1.27,L,1,W,NORTH LAKE SHORE DR (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,cd68b98a-d0ff-454c-af0f-b46a307cddb1,6681.34415972711
7412,15942409,0.0,0.09,L,1,W,N QUARRY ST (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,2b1f5e2e-4685-482a-99ef-294b89156f49,470.786311916386
7413,15942422,0.0,0.07,L,1,W,RENNELL CT (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,83e79b98-c13a-436a-a54c-0a5cd3676dd9,368.303144350022
7414,15942457,0.0,0.13,L,1,W,STEVENS ST (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,2f752b13-1466-4b88-b8f6-a41a9689179b,668.510167619113
7415,15956701,0.0,0.36,L,1,W,HUNTINGTON WOODS (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,b9fdd602-3be2-474f-8d22-85dad7ef4ce8,1882.92486441035
7416,15956708,0.0,0.32,L,2,W,HUNTINGTON WOODS (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,7737cc8d-9381-4acd-a9f2-4aa5e0a14486,1697.82816169664
7417,15956744,0.0,0.04,L,1,W,WOODLAWN AVENUE EXT (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,9b8a913c-2bc4-47c2-8a98-d3a5f195f381,222.887675879765
7418,15956769,0.0,0.04,L,1,W,ARNOLD CT (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,93c9a6b5-11af-433d-a345-fedff2062ef5,189.445423961907
7419,15956850,0.0,0.07,L,3,W,HEATHERWOOD DR (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,12a24564-49df-470e-bcb5-e2b24182d995,351.748654836482
7420,15956929,0.0,0.06,L,1,W,N HALLETT ST (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,c97a7b08-8908-4808-b8a8-e3eb1763d601,334.223947075011
7421,15898539,0.0,0.03,L,1,W,CHURCH ST (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,82b622de-724a-43cc-a80e-4b7709cdf119,142.543976422206
7422,15898562,0.0,0.05,L,1,W,EASTON PL (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,5d9f598e-d512-46c6-b46e-6f9b09291977,276.91284932145
7423,15898570,0.0,0.03,L,4,W,BYRON DR (Private),PRI,Private Entity,M,Mainline,4,AVON,1908,0101849c-4e93-478e-9d27-7311c47eaf17,134.562024153017
7424,15898590,0.0,0.1,L,1,W,PAYNES POINT (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,92e5b710-0d7b-476d-9458-399c7c93a675,517.882491290494
7425,15898663,0.0,0.02,L,1,W,WOODS HOLLOW CT (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,c7377040-6f10-4026-98b4-9eb19e1f2faf,108.106577116802
7426,15898759,0.0,0.02,R,3,W,SYCAMORE LA (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,35f4b21c-bc17-4c2f-9385-7dfaff188004,64.2066551632476
7427,15898795,0.0,0.03,L,1,W,BRANDY LA (Private),PRI,Private Entity,M,Mainline,16,BRIDGEWATER,2022,3bc3e46f-229f-414b-b7fc-4343180c995e,150.254727331411
7428,15898864,0.0,0.12,L,1,W,COUNTRY WAY (Private),PRI,Private Entity,M,Mainline,16,BRIDGEWATER,2022,bdeeda58-c438-4cf6-886a-7d596e782274,628.132452277619
7429,15898885,0.0,0.08,L,1,W,COLEBROOK CT (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,d8531508-a92c-462e-a74f-c0ae2449b487,403.786003790796
7430,15898910,0.0,0.14,L,1,W,ASYLUM ST (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,b0d46c9f-63f4-45da-8f12-db40eab3cb9c,693.542276337041
7431,15898928,0.0,0.25,L,1,W,BATTERY PARK DR (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,e2ead8aa-87eb-4e5b-a256-e6f4ccc2d592,1310.88601908862
7432,15898940,0.0,0.45,L,1,W,PEDDLERS DR (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,cabe1bc1-2797-421c-bb8e-3e84b11385b6,2381.00631227142
7433,15899034,0.0,0.04,L,1,W,DOGWOOD RD (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,3084aa92-d9ac-41eb-91dc-ea64bd68ef5c,218.518511867013
7434,15899058,0.0,0.05,L,1,W,BERKSHIRE AV (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,0f7e4fbc-fef8-4a07-9849-aa985caafba4,249.405279783795
7435,15899120,0.0,0.06,L,1,W,CALIFORNIA ST (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2273,8992b4ff-ac7d-4f66-b65c-301662a808f2,333.121579123765
7436,15899167,0.0,0.15,L,1,W,DERAMO PL (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,c2c2f6c6-85a4-402f-868f-3786ab905fe3,764.240824651178
7437,15899205,0.0,0.04,L,1,W,SANDSTONE CT (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,14c6cb26-28d8-4c76-87a4-d7cc93c5143f,209.094690971642
7438,15899290,0.0,0.01,L,2,W,GREENE ST (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2696,cc3658aa-b3a1-42a0-a754-3332a5c3a2a3,72.110313398102
7439,13573905,0.0,0.06,L,1,W,VILLAGE SHOPPES (Hebron),PRI,Private Entity,M,Mainline,66,HEBRON,2137,ebf80d63-3f68-415c-8bfa-d0cc1bb941ba,343.242781634441
7440,13573960,0.0,0.54,L,1,W,TRAVELERS CHAMPIONSHIP DR (Private),PRI,Private Entity,M,Mainline,33,CROMWELL,2022,f830f38d-805c-4c39-a722-2e28d04fce55,2875.97431034266
7441,13573962,0.0,0.06,L,1,W,TWIN PONDS CENTER (Tolland),PRI,Private Entity,M,Mainline,142,TOLLAND,2022,e7197e79-3035-4d1c-b930-5c61a07b019e,334.490527128124
7442,13573966,0.0,0.27,L,1,W,LOCUST CIR (Private),PRI,Private Entity,M,Mainline,118,ROCKY HILL,2022,5cf1c2e0-4ea8-45f9-ba8d-bca17f84a7f2,1429.13131922019
7443,13573968,0.0,0.04,L,1,W,HOLIDAY MALL PLAZA (Mansfield),PRI,Private Entity,M,Mainline,77,MANSFIELD,2022,6104a1c8-bf6c-4824-9f09-ff1a14eacf7c,199.587641410969
7444,13573981,0.0,0.14,L,1,W,JERRY YANG RD (Private),PRI,Private Entity,M,Mainline,77,MANSFIELD,2022,151fde8c-3de7-40a0-ab0d-d32d04deef2e,752.550440647092
7445,13574042,0.0,1.08,L,1,W,NAUTILUS WAY (Private),PRI,Private Entity,M,Mainline,137,STONINGTON,2022,f00de54f-188b-431b-b78f-388c7669775a,5746.25852024234
7446,13574422,0.0,0.08,L,1,W,SUFFIELD POLICE (Suffield),PRI,Private Entity,M,Mainline,139,SUFFIELD,1625,3198afe0-47ad-4d8a-8900-045d4f4f613f,468.454646768761
7447,13575534,0.0,0.17,L,1,W,SUFFIELD MID SCHOOL (Suffield),PRI,Private Entity,M,Mainline,139,SUFFIELD,1106,8b3791f6-bd3d-4744-b3a2-41a32bbba626,905.641789873752
7448,13575562,0.0,0.08,L,1,W,SA CENTURION PARK (Suffield),PRI,Private Entity,M,Mainline,139,SUFFIELD,2022,b7248289-c746-4b4c-8bf4-1a1970f409b9,449.803560093376
7449,13579984,0.0,0.03,L,1,W,SEASCAPE APT (East Haven),PRI,Private Entity,M,Mainline,43,EAST HAVEN,2022,7bcb4902-7d0f-4522-9c57-42fcdcd72907,168.33314868319
7450,13891234,0.0,0.06,L,1,W,TRADER JOES PLAZA (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,c13098bb-8df7-4852-842a-a970d2d470e7,346.674817121816
7451,13891991,0.0,0.05,L,1,W,RTE 6 PARK AND RIDE (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,e4dc9fa1-06b5-424d-a057-fe2288215606,281.111540935892
7452,13892009,0.0,0.45,L,1,W,WESTWOOD VILLAGE (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,1699,a527690b-213e-432c-ac8f-e666883e900c,2401.92896616445
7453,13892090,0.0,0.27,L,1,W,STOP AND SHOP (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,1685,cc57ba6d-616e-4afd-9274-febf9fd18cc9,1461.48256112333
7454,13892110,0.0,0.17,L,1,W,ETHAN ALLEN (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,42d97011-61d8-40c9-a33e-8068a38b8568,915.974554177702
7455,13892112,0.0,0.16,L,1,W,MAPLE DR (Private),PRI,Private Entity,M,Mainline,28,COLCHESTER,2022,ab1b0de7-1eed-46be-960e-b8c8384c07b4,839.164516485848
7456,13892121,0.0,0.11,L,1,W,WARING PARK PLAZA (New Hartford),PRI,Private Entity,M,Mainline,91,NEW HARTFORD,2022,b88f3f5e-1489-41ec-ad48-957044796002,594.21583688482
7457,13892126,0.0,0.41,L,1,W,BACON ACADEMY (Colchester),PRI,Private Entity,M,Mainline,28,COLCHESTER,2022,4435c1d0-6107-4d90-a7ab-4ea71a878142,2158.6231715742
7458,13892525,0.0,0.01,L,1,W,SCALZO GROUP (Bethel),PRI,Private Entity,M,Mainline,9,BETHEL,2022,382f91ab-b01d-4128-b3d1-38f30569033f,82.0622635174623
7459,15898280,0.0,0.32,L,1,W,ASHFORD DR (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,817f11ff-69a0-44d2-9be1-f43b9f8d4f41,1696.44322228501
7460,15898310,0.0,0.03,L,1,W,WATERFORD DR (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,ec533c54-172f-4630-83e2-1a091ebd47c0,137.499145741719
7461,15898344,0.0,0.29,L,1,W,SADDLE RIDGE (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,e0d2403a-423f-435f-80a7-eb21dd663e7b,1533.76542298041
7462,15898345,0.0,0.54,L,1,W,CATALPA CT (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,d1311c45-5fd0-4595-8ebe-fb8ebc300c58,2877.98866279345
7463,15898435,0.0,0.08,L,1,W,BUCKLEY RD (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,7243fbf6-826e-4f39-8208-6b8e8ecb4819,429.042555229483
7464,15898454,0.0,0.04,L,1,W,HIGH HORIZONS MAGNET SCHOOL (Bridgeport),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,d416b5e6-35c9-4f35-b88a-965c4cee66b4,197.242624905525
7465,15898537,0.0,0.11,L,1,W,CHESTNUT HILL (Branford),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,aad606c9-8d76-492e-9376-5431d68dc92c,563.855773706893
7466,15898557,0.0,0.13,L,2,W,HARBOUR VILLAGE (Branford),PRI,Private Entity,M,Mainline,14,BRANFORD,2232,732f34f6-275b-468e-a264-82c36f979be4,712.144622964293
7467,15899317,0.0,0.08,L,1,W,ALGONQUIN WAY (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,130439af-7b42-4771-b606-9829531315d3,460.003183371069
7468,15899367,0.0,0.25,L,1,W,SOUTH VILLAGE CT (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,6290eb05-1e34-4d84-a498-9ffab7caf23a,1334.33129183006
7469,15899403,0.0,0.24,L,2,W,CENTRAL HIGH SCHOOL (Bridgeport),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,4d3b1d05-88da-4c5a-80f6-9ab58b223208,1258.56362321806
7470,15899437,0.0,0.25,L,1,W,BULLARD-HAVENS TECHNICAL (Bridgeport),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,14fd037d-5d98-4cd1-9d66-366835fd0a61,1324.1465069015
7471,15899495,0.0,0.14,L,1,W,OLD ORCHARD RD (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,45095406-599f-47cc-8876-487d0d6e55d4,710.361744013172
7472,15899538,0.0,0.06,L,1,W,NORTH POND ST (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,4445a2d5-9a08-4a46-91c1-1770aa25baa9,331.646118616296
7473,15899657,0.0,0.21,L,1,W,CHIMNEY CREST LA (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,1625,a66372a3-68ad-465f-bb26-48bb75c4324a,1117.54441435297
7474,15899684,0.0,0.11,L,1,W,TRANSFER STATION (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,eba61c60-2c46-4f97-b646-1d0b1021b18a,573.369705008941
7475,15899693,0.0,0.02,L,1,W,ROBINWOOD RD (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,a0ef2bc7-a808-4070-bc41-ff1252d9dbeb,96.3311179113884
7476,15899701,0.0,0.38,L,1,W,FOREST GLEN (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,4cf6287d-2e03-4f01-be32-c7b2f4d35e21,2024.04320368646
7477,15899708,0.0,0.09,L,2,W,FOREST GLEN (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,b080f82a-d469-4198-bd47-2133f4505e4a,478.957184241339
7478,15899742,0.0,0.09,L,2,W,GREENE HILLS SCHOOL (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,0142318e-a64d-4602-aee4-d9ff3be1f057,459.36655622302
7479,13579996,0.0,0.31,L,1,W,MASONICARE AT CHESTER VILLAGE (Chester),PRI,Private Entity,M,Mainline,26,CHESTER,2579,0d3b08df-5184-48e3-923a-1983b4f19f24,1607.57953423493
7480,13581080,0.0,0.04,L,1,W,MAXS PLACE PLAZA (Old Saybrook),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,8104465f-3caa-406a-95fb-02b0f94ade53,253.100403339692
7481,13581089,0.0,0.07,L,1,W,WEST MARINE PLAZA (Old Saybrook),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,8d2541fa-c7c2-46c8-81af-f69a699564c8,423.532629990392
7482,13581983,0.0,0.19,L,1,W,HUBBELL DR (Private),PRI,Private Entity,M,Mainline,84,MONROE,2022,7a63f393-7037-45b6-b300-1dc57f4075c9,975.580284842493
7483,13590206,0.0,0.05,L,1,W,OYSTER POINT RD NO 2 (Private),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,e25a0f73-c878-42d3-97a1-ae108caeeade,273.695377186138
7484,13590539,0.0,0.15,L,1,W,FARMERS MARKET (Old Saybrook),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2662,9a63ab03-c73b-4222-a951-b010a1af401f,820.137146069917
7485,13592113,0.0,0.26,L,1,W,FIELDSTONE CT (Private),PRI,Private Entity,M,Mainline,100,NORTH HAVEN,2022,0ad8d98f-af00-441c-8bd8-4f6def43fdd0,1396.68583102369
7486,13593656,0.0,0.1,L,1,W,ELLINGTON TOWN HALL (Ellington),PRI,Private Entity,M,Mainline,47,ELLINGTON,2022,d206db26-984d-4549-8685-b08248161450,578.30808207626
7487,13593995,0.0,0.63,L,1,W,BINNEY RD (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,2022,f1139d8b-fb3d-43e9-9901-c0ad8f1b5c6e,3356.81927104382
7488,13892544,0.0,0.17,L,1,W,COPPER SQUARE DR NO 1 (Bethel),PRI,Private Entity,M,Mainline,9,BETHEL,3017,696fc10d-4fd0-4cc8-8a87-3aaa6284685a,919.131117182027
7489,13892557,0.0,0.08,L,1,W,PARK AND RIDE (Canton),PRI,Private Entity,M,Mainline,23,CANTON,2022,12b59590-32f1-4cd1-b064-b4d939c1633f,411.058222108052
7490,13892570,0.0,0.04,L,1,W,BIG Y (Bethel),PRI,Private Entity,M,Mainline,9,BETHEL,2022,2dcea2b8-6c89-4f1c-92ef-baf2702cd5ee,209.462558454653
7491,13894715,0.0,0.07,L,1,W,QUINNIPIAC VILLAGE (Meriden),PRI,Private Entity,M,Mainline,79,MERIDEN,2022,8a35e727-f50b-4a0a-9d14-290399b25a41,405.639138261716
7492,13894735,0.0,0.08,L,1,W,PARK AND RIDE (North Stonington),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,101,NORTH STONINGTON,2706,553942ad-349d-49e4-b73b-0bf5b25eaf90,412.076073036723
7493,13894745,0.0,0.02,L,1,W,KOHLS PLAZA (Fairfield),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,50,FAIRFIELD,3005,45a088d1-de31-4769-9f09-7661c4fc717f,91.1392308105376
7494,13895100,0.0,0.11,L,1,W,BROADRIDGE FINANCIAL (South Windsor),PRI,Private Entity,M,Mainline,132,SOUTH WINDSOR,1237,b4498625-0d72-4290-95cd-a76580c3f9c6,586.851742412398
7495,13895111,0.0,0.08,L,1,W,CLARION INN (New London),PRI,Private Entity,M,Mainline,94,NEW LONDON,2022,2fd68dde-526d-4781-8b7c-18afaf316e3e,398.531281969303
7496,13895156,0.0,0.06,L,1,W,COLONIAL RD (Private),PRI,Private Entity,M,Mainline,23,CANTON,2022,6fe80dfd-f555-4443-89ee-a64e2a2c18a6,326.05119100596
7497,13895161,0.0,0.08,L,1,W,LEDGEMERE PARK (Canton),PRI,Private Entity,M,Mainline,23,CANTON,2022,590ae562-cc70-40cd-ab9f-71650da5a3f4,413.889843659127
7498,13895227,0.0,0.07,L,1,W,MILL RIVER MEADOWS CONDOS (South Windsor),PRI,Private Entity,M,Mainline,132,SOUTH WINDSOR,2494,1e8eb96a-d18b-4b64-a9a5-8175d5150fb8,363.837641269104
7499,13895250,0.0,0.47,L,1,W,FOX HOLLOW RD (Avon),PRI,Private Entity,M,Mainline,4,AVON,2022,f8cd4220-1e78-42ae-8282-96f29d85a954,2486.94342029584
7500,13895270,0.0,0.02,L,1,W,RESIDENCES AT OAKLAND ROAD (South Windsor),PRI,Private Entity,M,Mainline,132,SOUTH WINDSOR,2022,d83056a8-86e7-44c5-9555-f5cce22deb61,98.6446057152709
7501,15899546,0.0,0.03,L,1,W,PONDVIEW LA (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,8f4b16ea-090d-4748-a603-3df6969e1448,153.087724133195
7502,15899680,0.0,0.23,L,1,W,LAKESIDE COMMONS (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,1980,9373005b-c464-484d-b71f-01eca5fe6d00,1190.70520928981
7503,15899686,0.0,0.08,L,1,W,BLUE TRAIL (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,d39ac1aa-c582-444c-ad3e-37ccdcd40166,446.603222644475
7504,15899729,0.0,0.02,L,1,W,CORTELYOU RD (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,81f7a4e6-97f7-4ceb-96a4-b672b50bb38c,121.320471135114
7505,15899768,0.0,0.04,L,1,W,MEIKLEM ST (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,7283776a-c6c7-4a28-bec6-c14e16f90386,233.906672540939
7506,15899810,0.0,0.14,L,1,W,HURLEY HILL LA (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,1112,a54dbf6c-bbc5-4989-9817-05acb7e67d83,763.183944824993
7507,15899913,0.0,0.26,L,3,W,WALLINGFORD REST STOP (Wallingford),PRI,Private Entity,M,Mainline,148,WALLINGFORD,2022,cc6dc884-b866-4946-b9fe-6524585cef10,1355.68700656752
7508,15899914,0.0,0.09,L,4,W,WALLINGFORD REST STOP (Wallingford),PRI,Private Entity,M,Mainline,148,WALLINGFORD,2022,c6c365eb-1529-483f-b77f-87ad289524b9,469.779023311259
7509,15899918,0.0,0.19,L,8,W,WALLINGFORD REST STOP (Wallingford),PRI,Private Entity,M,Mainline,148,WALLINGFORD,2022,fcd4189e-466b-4cb5-955f-ef86103d6028,978.653442571656
7510,15900057,0.0,0.1,L,1,W,BIRCHWOOD TER (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,dc1a4e65-2fd3-49b0-8db9-95b20b83bee2,528.676851137041
7511,15900069,0.0,0.06,L,2,W,BIRCHWOOD TRAIL (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,f0320b8d-1bc8-4bef-b919-1da2c85b7a16,315.384631040244
7512,15900102,0.0,0.21,L,1,W,IVY DRIVE SCHOOL (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,db2d5ca1-6657-4cd5-a792-d92ec7a915a2,1126.39736893169
