OBJECTID,GNLCCCODE,NORWEST,PATCH_ID,MINTEMPC,SLOPE,BT_0BRK,BT_25BRK,BT_50BRK,BT_75BRK,BT_100BRK,LENGTH_KM,NHDVERSION,SHAPELEN
81783,SP_850,SpoKoot,850,9.63,12.43,0.074827,0.074827,0.074827,0.074827,0.074827,3.44,1,0.0400942066243542
81784,SP_854,SpoKoot,854,8.36,9.79,0.216704,0.194509,0.174083,0.155387,0.138364,3.25,1,0.036940115077241
81785,SP_861,SpoKoot,861,9.2,7.57,0.210139,0.183776,0.16005,0.138866,0.120085,5.18,1,0.0663105946311676
81786,SP_870,SpoKoot,870,9.62,7.88,0.148442,0.131601,0.11641,0.102765,0.090555,3.5,1,0.0435666127256636
81787,SP_872,SpoKoot,872,8.73,9.56,0.184197,0.164934,0.147322,0.131295,0.116773,3.11,1,0.036793374086944
81788,SP_880,SpoKoot,880,8.31,10.33,0.247763,0.247763,0.247763,0.247763,0.247763,6.94,1,0.0712969833166455
81789,SP_882,SpoKoot,882,9.11,10.14,0.138843,0.138843,0.138843,0.138843,0.138843,3.13,1,0.0308873616174926
81790,SP_883,SpoKoot,883,8.08,9.81,0.255727,0.228772,0.20388,0.18106,0.16028,3.94,1,0.0390514835835421
81791,SP_887,SpoKoot,887,8.71,7.44,0.266889,0.236323,0.208263,0.182737,0.159709,4.91,1,0.0556909106207841
81792,SP_888,SpoKoot,888,7.66,8.76,0.518953,0.437629,0.359524,0.288215,0.226058,15.16,1,0.172546857737032
81793,SP_889,SpoKoot,889,9.78,7.87,0.136425,0.120691,0.106547,0.093884,0.082587,3.54,1,0.0332566311412096
81794,SP_891,SpoKoot,891,8.28,8.37,0.304112,0.267571,0.233946,0.203372,0.175877,5.95,1,0.0604551291064175
81795,SP_907,SpoKoot,907,8.31,13.33,0.159451,0.159451,0.159451,0.159451,0.159451,6.13,1,0.0645558557616156
81796,SP_909,SpoKoot,909,8.5,13.11,0.126347,0.126347,0.126347,0.126347,0.126347,3.12,1,0.0319042253813235
81797,SP_910,SpoKoot,910,9.03,12.54,0.111899,0.111899,0.111899,0.111899,0.111899,4.77,1,0.0508607090704014
81798,SP_918,SpoKoot,918,8.73,6.94,0.344646,0.292979,0.246148,0.204636,0.16856,9.64,1,0.110884864560856
81799,SP_919,SpoKoot,919,8.61,9.99,0.188635,0.188635,0.188635,0.188635,0.188635,3.52,1,0.0349815556638695
81800,SP_930,SpoKoot,930,9.13,9.16,0.181205,0.156472,0.13456,0.115297,0.098478,5.78,1,0.0599981819983717
81801,SP_940,SpoKoot,940,9.19,10.33,0.133014,0.133014,0.133014,0.133014,0.133014,3.65,1,0.0408185439373519
81802,SP_943,SpoKoot,943,8.65,7.84,0.318316,0.26993,0.226456,0.188179,0.155075,9.34,1,0.104633725425907
81803,SP_945,SpoKoot,945,8.14,14.64,0.125952,0.125952,0.125952,0.125952,0.125952,3.5,1,0.040901101242055
81804,SP_948,SpoKoot,948,9.18,10.38,0.138608,0.138608,0.138608,0.138608,0.138608,4.48,1,0.0542392001937632
81805,SP_950,SpoKoot,950,8.39,15,0.103908,0.103908,0.103908,0.103908,0.103908,3.5,1,0.0439316925718646
81806,SP_955,SpoKoot,955,7.87,10.51,0.35397,0.35397,0.35397,0.35397,0.35397,11.12,1,0.130519450624349
81807,SP_956,SpoKoot,956,8.71,14.1,0.108237,0.108237,0.108237,0.108237,0.108237,5.08,1,0.056399644215635
81808,SP_964,SpoKoot,964,8.17,9.32,0.378452,0.313713,0.255496,0.204858,0.162072,12.67,1,0.149679137302478
81809,SP_966,SpoKoot,966,8.94,9.24,0.226165,0.189949,0.158345,0.131148,0.108023,8.52,1,0.0883325015222927
81810,SP_969,SpoKoot,969,8.43,13.13,0.133681,0.133681,0.133681,0.133681,0.133681,3.5,1,0.0390413504343884
81811,SP_970,SpoKoot,970,9.05,13.27,0.092522,0.092522,0.092522,0.092522,0.092522,3.53,1,0.0367598540886771
81812,SP_971,SpoKoot,971,8.58,10.69,0.175957,0.175957,0.175957,0.175957,0.175957,3.73,1,0.0437061889333959
81813,SP_972,SpoKoot,972,10.58,8.18,0.089038,0.076891,0.06628,0.057043,0.049025,4.75,1,0.0149539728196644
81814,SP_973,SpoKoot,973,9.57,8.77,0.153956,0.131832,0.112465,0.095629,0.081084,6.06,1,0.071936482383922
81815,SP_981,SpoKoot,981,7.1,9.72,0.432791,0.387179,0.343463,0.302248,0.263991,6.54,1,0.0673611785936021
81816,SP_983,SpoKoot,983,9.17,11.62,0.117562,0.117562,0.117562,0.117562,0.117562,4.62,1,0.0469279623083743
81817,SP_985,SpoKoot,985,7.16,10.31,0.492728,0.492728,0.492728,0.492728,0.492728,12.54,1,0.147712041868555
81818,SP_991,SpoKoot,991,8.32,6.66,0.450236,0.383914,0.321646,0.265131,0.215394,11.83,1,0.12973717916562
81819,SP_992,SpoKoot,992,9.26,8.71,0.160141,0.142195,0.125958,0.111335,0.098218,3.5,1,0.0344665993479019
81820,SP_993,SpoKoot,993,8.45,8.59,0.27268,0.238988,0.208267,0.180558,0.155811,5.82,1,0.0581057968883091
81821,SP_997,SpoKoot,997,6.97,12.1,0.355126,0.355126,0.355126,0.355126,0.355126,6.34,1,0.0674443343858862
81822,SP_998,SpoKoot,998,9.06,5.11,0.297516,0.265424,0.235633,0.208238,0.183264,4.68,1,0.0465041589072804
81823,UCY_1000,Upper Columbia-Yakima,1000,5.05,9.36,0.888051,0.8363,0.766906,0.679372,0.577094,22.25,1,0.24920989282812
81824,UCY_1005,Upper Columbia-Yakima,1005,6.69,8.01,0.721578,0.643474,0.556915,0.466755,0.378716,17.36,1,0.210863887038081
81825,UCY_1011,Upper Columbia-Yakima,1011,8.8,11.79,0.136024,0.136024,0.136024,0.136024,0.136024,4,1,0.0474848221914863
81826,UCY_1012,Upper Columbia-Yakima,1012,9.47,7.95,0.154959,0.138449,0.123442,0.109855,0.097596,3,1,0.0386674884225633
81827,UCY_1015,Upper Columbia-Yakima,1015,8.77,6.68,0.366446,0.308791,0.256533,0.210427,0.170705,10.89,1,0.117501150061732
81828,UCY_1018,Upper Columbia-Yakima,1018,8.1,6.41,0.476041,0.413425,0.353488,0.297829,0.247577,10.62,1,0.123601850628199
81829,UCY_1019,Upper Columbia-Yakima,1019,9.15,6.39,0.259872,0.226817,0.196848,0.169969,0.146092,5.98,1,0.0726088660946084
81830,UCY_1025,Upper Columbia-Yakima,1025,10.04,7.51,0.128701,0.112806,0.098651,0.0861,0.075013,4.12,1,0.0429018374168773
81831,UCY_1026,Upper Columbia-Yakima,1026,8.87,14.6,0.081409,0.081409,0.081409,0.081409,0.081409,3,1,0.0363654081527156
81832,UCY_1030,Upper Columbia-Yakima,1030,8.58,12.64,0.129238,0.129238,0.129238,0.129238,0.129238,3.09,1,0.0412245789692519
81833,UCY_1031,Upper Columbia-Yakima,1031,8.1,8.59,0.321175,0.283254,0.248173,0.216127,0.187189,6,1,0.0768716024468184
81834,UCY_1032,Upper Columbia-Yakima,1032,9.28,10.65,0.116687,0.116687,0.116687,0.116687,0.116687,3,1,0.0394815098560484
81835,UCY_1033,Upper Columbia-Yakima,1033,7.37,9.67,0.45562,0.393776,0.335158,0.281218,0.232918,10.59,1,0.131971712649614
81836,UCY_1038,Upper Columbia-Yakima,1038,8.75,10.67,0.167826,0.167826,0.167826,0.167826,0.167826,4.46,1,0.0499681012618248
81837,UCY_1041,Upper Columbia-Yakima,1041,8.82,13.98,0.09205,0.09205,0.09205,0.09205,0.09205,3,1,0.031309865947391
81838,UCY_1044,Upper Columbia-Yakima,1044,7.26,11.94,0.427178,0.427178,0.427178,0.427178,0.427178,13.67,1,0.168430790298692
81839,UCY_1045,Upper Columbia-Yakima,1045,7.66,9.54,0.399327,0.344234,0.293035,0.246587,0.205363,9.51,1,0.118510907053421
81840,UCY_1047,Upper Columbia-Yakima,1047,8.73,14.66,0.087449,0.087449,0.087449,0.087449,0.087449,3,1,0.0324684861908606
81841,UCY_1049,Upper Columbia-Yakima,1049,8.22,13.27,0.150713,0.150713,0.150713,0.150713,0.150713,4,1,0.0421082142144164
81842,UCY_1052,Upper Columbia-Yakima,1052,9.73,10.95,0.088351,0.088351,0.088351,0.088351,0.088351,3.41,1,0.0341584895106777
81843,UCY_1055,Upper Columbia-Yakima,1055,9.06,11.41,0.127839,0.127839,0.127839,0.127839,0.127839,4.48,1,0.0431836995857407
81844,UCY_1057,Upper Columbia-Yakima,1057,9.96,5.35,0.181059,0.160139,0.14122,0.124206,0.108981,4,1,0.0421682793088978
81845,UCY_1059,Upper Columbia-Yakima,1059,8.32,11.3,0.205014,0.205014,0.205014,0.205014,0.205014,5.73,1,0.0730608895956088
81846,UCY_1060,Upper Columbia-Yakima,1060,10.18,8.85,0.099333,0.08631,0.074853,0.064809,0.056031,4.43,1,0.0504896916002357
81847,UCY_1069,Upper Columbia-Yakima,1069,6.67,11.11,0.59813,0.59813,0.59813,0.59813,0.59813,16.54,1,0.185035207414277
81848,UCY_1070,Upper Columbia-Yakima,1070,9.01,12.09,0.109736,0.109736,0.109736,0.109736,0.109736,3,1,0.0345598257245693
81849,UCY_1073,Upper Columbia-Yakima,1073,8.95,13.17,0.098906,0.098906,0.098906,0.098906,0.098906,3.43,1,0.0330607107620457
81850,UCY_1079,Upper Columbia-Yakima,1079,9.63,8.26,0.154891,0.133832,0.115245,0.098945,0.08473,5.42,1,0.0578458141236615
81851,UCY_1081,Upper Columbia-Yakima,1081,8.34,10.5,0.208697,0.208697,0.208697,0.208697,0.208697,4.17,1,0.0387853590978411
81852,UCY_1083,Upper Columbia-Yakima,1083,9.69,7.45,0.147916,0.13204,0.117633,0.104608,0.092874,3,1,0.0287821373011619
81853,UCY_1086,Upper Columbia-Yakima,1086,7.29,12.66,0.262796,0.262796,0.262796,0.262796,0.262796,4.12,1,0.0463832660238457
81854,UCY_1088,Upper Columbia-Yakima,1088,8.11,11.88,0.203507,0.203507,0.203507,0.203507,0.203507,5,1,0.0481321044352593
81855,UCY_1090,Upper Columbia-Yakima,1090,9.02,12.32,0.105471,0.105471,0.105471,0.105471,0.105471,3.02,1,0.0341979055487675
81856,UCY_1091,Upper Columbia-Yakima,1091,7.47,5.93,0.578875,0.520144,0.460851,0.402645,0.347058,9.6,1,0.107129891934135
81857,UCY_1095,Upper Columbia-Yakima,1095,6.25,10.11,0.727969,0.727969,0.727969,0.727969,0.727969,19.02,1,0.220597720513731
81858,UCY_1097,Upper Columbia-Yakima,1097,9.71,7.67,0.149632,0.13176,0.115731,0.101425,0.08871,4,1,0.0528187518115829
81859,UCY_1099,Upper Columbia-Yakima,1099,9.65,10.01,0.116082,0.116082,0.116082,0.116082,0.116082,4.95,1,0.0528995623972821
81860,UCY_1100,Upper Columbia-Yakima,1100,8.43,12.52,0.15261,0.15261,0.15261,0.15261,0.15261,4.36,1,0.0457049649033141
81861,UCY_1101,Upper Columbia-Yakima,1101,9.21,14.39,0.071707,0.071707,0.071707,0.071707,0.071707,3.69,1,0.0425173983314855
81862,UCY_1102,Upper Columbia-Yakima,1102,9.03,9.94,0.169026,0.146236,0.126052,0.1083,0.092784,5.49,1,0.0620707318216774
81863,UCY_1103,Upper Columbia-Yakima,1103,9.53,10.25,0.107573,0.107573,0.107573,0.107573,0.107573,3,1,0.0358477414435469
81864,UCY_1104,Upper Columbia-Yakima,1104,7.34,6.26,0.648616,0.576203,0.500362,0.424504,0.352044,13.86,1,0.162175574114078
81865,UCY_1105,Upper Columbia-Yakima,1105,9.6,8.01,0.156191,0.136532,0.118999,0.103447,0.089721,4.6,1,0.0536807948777286
81866,UCY_1108,Upper Columbia-Yakima,1108,9.42,11.84,0.090163,0.090163,0.090163,0.090163,0.090163,3,1,0.0343803394254529
81867,UCY_1109,Upper Columbia-Yakima,1109,9.92,7.61,0.12752,0.113542,0.100918,0.089556,0.079361,3,1,0.0299932274820297
81868,UCY_1112,Upper Columbia-Yakima,1112,7.18,11.94,0.319547,0.319547,0.319547,0.319547,0.319547,5.51,1,0.0676023898314454
81869,UCY_1113,Upper Columbia-Yakima,1113,9.04,7.97,0.249426,0.211394,0.177788,0.148518,0.123343,8.18,1,0.0923762144695429
81870,UCY_1115,Upper Columbia-Yakima,1115,6.9,12.75,0.367126,0.367126,0.367126,0.367126,0.367126,8.19,1,0.08311086385752
81871,UCY_1118,Upper Columbia-Yakima,1118,7.09,9.38,0.503576,0.442538,0.383187,0.327126,0.275601,10.07,1,0.125419525862344
81872,UCY_1119,Upper Columbia-Yakima,1119,6.51,10.71,0.507273,0.507273,0.507273,0.507273,0.507273,8.01,1,0.081794435420875
81873,UCY_1120,Upper Columbia-Yakima,1120,8.76,10.04,0.187066,0.187066,0.187066,0.187066,0.187066,5,1,0.0591672475362827
81874,UCY_1121,Upper Columbia-Yakima,1121,6.34,13.13,0.399193,0.399193,0.399193,0.399193,0.399193,5.71,1,0.0657283269757747
81875,UCY_1125,Upper Columbia-Yakima,1125,8.46,8.61,0.260932,0.230564,0.20276,0.177536,0.15484,5,1,0.0568124759967156
81876,UCY_1127,Upper Columbia-Yakima,1127,9.85,7.36,0.144985,0.127584,0.111998,0.098102,0.085764,4,1,0.0523364727192911
81877,UCY_1129,Upper Columbia-Yakima,1129,9.31,8.78,0.158546,0.139784,0.122917,0.107831,0.094397,4,1,0.0470758457808541
81878,UCY_1131,Upper Columbia-Yakima,1131,7.88,10.51,0.255102,0.255102,0.255102,0.255102,0.255102,3.72,1,0.0465164291693087
81879,UCY_1132,Upper Columbia-Yakima,1132,7.89,11.55,0.246409,0.246409,0.246409,0.246409,0.246409,5.84,1,0.0729105518480673
81880,UCY_1134,Upper Columbia-Yakima,1134,9.35,7.14,0.194326,0.172196,0.15211,0.133988,0.117726,4,1,0.0453083077349394
81881,UCY_1139,Upper Columbia-Yakima,1139,8.71,12.02,0.130904,0.130904,0.130904,0.130904,0.130904,3,1,0.0359020371847892
81882,UCY_1140,Upper Columbia-Yakima,1140,8.98,9.06,0.195713,0.170047,0.147131,0.126831,0.108974,5.5,1,0.0643754176574141
81883,UCY_1146,Upper Columbia-Yakima,1146,9.49,10.05,0.115185,0.115185,0.115185,0.115185,0.115185,3.3,1,0.034908895280773
81884,UCY_1147,Upper Columbia-Yakima,1147,8.87,6.8,0.267255,0.236809,0.208842,0.183384,0.160401,4.85,1,0.0478991985219627
81885,UCY_1153,Upper Columbia-Yakima,1153,8.03,12,0.213025,0.213025,0.213025,0.213025,0.213025,5.44,1,0.0551228399285805
81886,UCY_1155,Upper Columbia-Yakima,1155,9.89,9.21,0.118418,0.101445,0.086665,0.073862,0.06282,5.61,1,0.0559629042916091
81887,UCY_1156,Upper Columbia-Yakima,1156,8.76,8.8,0.212837,0.188386,0.166151,0.146068,0.12804,4.29,1,0.0507818702853987
81888,UCY_1159,Upper Columbia-Yakima,1159,6.21,10.1,0.724073,0.724073,0.724073,0.724073,0.724073,18.29,1,0.209325157936918
81889,UCY_1160,Upper Columbia-Yakima,1160,9.65,13.02,0.073596,0.073596,0.073596,0.073596,0.073596,4.92,1,0.063600189562787
81890,UCY_1165,Upper Columbia-Yakima,1165,7.53,11.57,0.308825,0.308825,0.308825,0.308825,0.308825,7.26,1,0.0777174564592916
81891,UCY_1168,Upper Columbia-Yakima,1168,9.29,7.62,0.288487,0.23258,0.184695,0.144809,0.112349,12.94,1,0.12398294717742
81892,UCY_1169,Upper Columbia-Yakima,1169,9.48,9.31,0.145083,0.125092,0.107508,0.092136,0.078768,5.46,1,0.0626378263167113
81893,UCY_1172,Upper Columbia-Yakima,1172,9.48,10.71,0.103315,0.103315,0.103315,0.103315,0.103315,3,1,0.039648637176931
81894,UCY_1175,Upper Columbia-Yakima,1175,8.93,8.95,0.179305,0.160696,0.143679,0.12819,0.114147,3,1,0.0334754124038578
81895,UCY_1177,Upper Columbia-Yakima,1177,9.94,6.13,0.155914,0.13932,0.124232,0.110568,0.098238,3,1,0.0296280208070426
81896,UCY_1180,Upper Columbia-Yakima,1180,7.26,5.75,0.871,0.787145,0.669467,0.525913,0.377945,32.38,1,0.373278606069647
81897,UCY_1181,Upper Columbia-Yakima,1181,9.65,8.53,0.151731,0.130091,0.111134,0.094638,0.080369,5.94,1,0.0715974466485524
81898,UCY_1184,Upper Columbia-Yakima,1184,7.31,11.28,0.321925,0.321925,0.321925,0.321925,0.321925,5.24,1,0.0603721407106868
81899,UCY_1186,Upper Columbia-Yakima,1186,9.18,8.13,0.242127,0.201723,0.166579,0.136511,0.111147,9.41,1,0.104856601992614
81900,UCY_1187,Upper Columbia-Yakima,1187,7.46,10.77,0.32344,0.32344,0.32344,0.32344,0.32344,5.49,1,0.0718460265619729
81901,UCY_1188,Upper Columbia-Yakima,1188,7.47,13.11,0.237711,0.237711,0.237711,0.237711,0.237711,5,1,0.0597643921760838
81902,UCY_1191,Upper Columbia-Yakima,1191,7.79,7.54,0.443005,0.39012,0.339697,0.292665,0.249682,8.36,1,0.0953774126286933
81903,UCY_1198,Upper Columbia-Yakima,1198,10.45,6.94,0.110646,0.0969,0.084699,0.073908,0.064395,4,1,0.0443062952783194
81904,UCY_1199,Upper Columbia-Yakima,1199,9.42,5.6,0.243333,0.213862,0.187078,0.162953,0.141398,5.21,1,0.061576808820951
81905,UCY_1200,Upper Columbia-Yakima,1200,8.11,8.68,0.350143,0.302223,0.258255,0.218679,0.183666,8.4,1,0.0835215586453485
81906,UCY_1201,Upper Columbia-Yakima,1201,10.27,4.61,0.167847,0.14879,0.131555,0.116044,0.102146,3.7,1,0.0412863754452902
81907,UCY_1202,Upper Columbia-Yakima,1202,9.52,9.13,0.127401,0.113434,0.100821,0.089469,0.079282,3,1,0.0284069537704383
81908,UCY_1206,Upper Columbia-Yakima,1206,8.44,6.6,0.699741,0.571755,0.43339,0.304686,0.200667,29.57,1,0.330815583526882
81909,UCY_1207,Upper Columbia-Yakima,1207,10.54,6.27,0.120449,0.104626,0.090668,0.078409,0.067684,4.67,1,0.0593399531523313
81910,UCY_1210,Upper Columbia-Yakima,1210,8.93,10.25,0.153929,0.153929,0.153929,0.153929,0.153929,3.54,1,0.0356243625633844
81911,UCY_1212,Upper Columbia-Yakima,1212,8.19,14.68,0.127808,0.127808,0.127808,0.127808,0.127808,4.38,1,0.0492592052625596
81912,UCY_1213,Upper Columbia-Yakima,1213,8.16,6.42,0.901363,0.795705,0.624071,0.414369,0.231701,48.05,1,0.545241587423207
81913,UCY_1214,Upper Columbia-Yakima,1214,6.33,8.38,0.748232,0.675891,0.594041,0.506609,0.418771,16.89,1,0.173244986683473
81914,UCY_1216,Upper Columbia-Yakima,1216,8.96,10.26,0.15504,0.15504,0.15504,0.15504,0.15504,4,1,0.0478994686481346
81915,UCY_1218,Upper Columbia-Yakima,1218,10.29,9.67,0.07584,0.067091,0.059286,0.052339,0.046165,3,1,0.029271853093924
81916,UCY_1219,Upper Columbia-Yakima,1219,9.54,10.27,0.106603,0.106603,0.106603,0.106603,0.106603,3,1,0.0387270880169517
81917,UCY_1221,Upper Columbia-Yakima,1221,8.93,10.77,0.178744,0.178744,0.178744,0.178744,0.178744,7.78,1,0.0926270459044553
81918,UCY_1222,Upper Columbia-Yakima,1222,7.04,13.38,0.26405,0.26405,0.26405,0.26405,0.26405,3.62,1,0.0409983508983158
81919,UCY_1225,Upper Columbia-Yakima,1225,8.77,9.56,0.220595,0.188441,0.160011,0.135157,0.11364,7.12,1,0.0826524650754204
81920,UCY_1226,Upper Columbia-Yakima,1226,6.55,8.23,0.59833,0.547631,0.495925,0.444305,0.39386,7.71,1,0.0842916888614262
81921,UCY_1230,Upper Columbia-Yakima,1230,10.37,6.98,0.108746,0.096598,0.085676,0.075885,0.067131,3,1,0.0362883607284013
81922,UCY_1233,Upper Columbia-Yakima,1233,10.25,8.41,0.094061,0.0834,0.073848,0.065313,0.057702,3,1,0.0345502889513681
81923,UCY_1244,Upper Columbia-Yakima,1244,6.56,6.56,0.771249,0.704582,0.627859,0.544104,0.457778,16.39,1,0.184389441554987
81924,UCY_1245,Upper Columbia-Yakima,1245,10.29,7.18,0.11048,0.098159,0.087078,0.077141,0.068253,3,1,0.0388511321764975
81925,UCY_1246,Upper Columbia-Yakima,1246,8.95,13.42,0.102158,0.102158,0.102158,0.102158,0.102158,4.66,1,0.0560531643402441
81926,UCY_1247,Upper Columbia-Yakima,1247,9.91,7.26,0.134765,0.120102,0.106837,0.094879,0.084133,3,1,0.0395146362985996
81927,UCY_1248,Upper Columbia-Yakima,1248,10.58,6.38,0.105698,0.093854,0.083214,0.073682,0.065165,3,1,0.029956738303838
81928,UCY_1249,Upper Columbia-Yakima,1249,8.13,11.7,0.234979,0.234979,0.234979,0.234979,0.234979,7.67,1,0.0801610775645735
81929,UCY_1251,Upper Columbia-Yakima,1251,6.04,9.41,0.754271,0.681728,0.59915,0.51053,0.421242,17.24,1,0.192496421726065
81930,UCY_1252,Upper Columbia-Yakima,1252,6.59,11.74,0.504127,0.504127,0.504127,0.504127,0.504127,11.35,1,0.129336209384844
81931,UCY_1254,Upper Columbia-Yakima,1254,9.03,7.12,0.269762,0.231448,0.197107,0.166756,0.140262,7.52,1,0.0866516298944394
81932,UCY_1256,Upper Columbia-Yakima,1256,7.93,10.84,0.250445,0.250445,0.250445,0.250445,0.250445,4.69,1,0.0559914613461432
81933,UCY_1258,Upper Columbia-Yakima,1258,9.8,3.6,0.269006,0.235501,0.204999,0.17753,0.153033,5.86,1,0.0525645455734338
81934,UCY_1262,Upper Columbia-Yakima,1262,9.38,4.69,0.313883,0.270117,0.230404,0.194971,0.163826,8,1,0.0819256775848665
81935,UCY_1265,Upper Columbia-Yakima,1265,8.59,10.68,0.168842,0.168842,0.168842,0.168842,0.168842,3,1,0.0378386966404364
81936,UCY_1272,Upper Columbia-Yakima,1272,9.52,9.14,0.127271,0.113317,0.100715,0.089374,0.079197,3,1,0.0377413985148049
81937,UCY_1275,Upper Columbia-Yakima,1275,7.71,6.84,0.551617,0.480208,0.409598,0.342529,0.281212,12.65,1,0.151425637408847
81938,UCY_1279,Upper Columbia-Yakima,1279,8.51,14.56,0.100654,0.100654,0.100654,0.100654,0.100654,3,1,0.0380598924331988
81939,UCY_1283,Upper Columbia-Yakima,1283,8.25,7.52,0.514244,0.423799,0.338187,0.262005,0.197854,17.51,1,0.215544553349509
81940,UCY_1284,Upper Columbia-Yakima,1284,9.09,11.14,0.120698,0.120698,0.120698,0.120698,0.120698,3,1,0.0350882213530335
81941,UCY_1285,Upper Columbia-Yakima,1285,8.83,11.91,0.131455,0.131455,0.131455,0.131455,0.131455,4,1,0.0521107172956916
81942,UCY_1288,Upper Columbia-Yakima,1288,8.9,9.27,0.178059,0.158678,0.141046,0.125081,0.11069,3.41,1,0.0385513606720199
81943,UCY_1289,Upper Columbia-Yakima,1289,8.04,9.53,0.269128,0.241389,0.215665,0.191989,0.170348,3.88,1,0.0477881669590586
81944,UCY_1290,Upper Columbia-Yakima,1290,8.96,12.92,0.099658,0.099658,0.099658,0.099658,0.099658,3,1,0.0329025283128773
81945,UCY_1296,Upper Columbia-Yakima,1296,6.51,9.94,0.613069,0.542606,0.470396,0.399405,0.332403,12.84,1,0.156196902030346
81946,UCY_1299,Upper Columbia-Yakima,1299,6.48,7.63,0.75335,0.682004,0.600952,0.513964,0.426122,16.85,1,0.176663637573007
81947,UCY_1300,Upper Columbia-Yakima,1300,9.6,11.59,0.089551,0.089551,0.089551,0.089551,0.089551,4.02,1,0.0443673806762511
81948,UCY_1301,Upper Columbia-Yakima,1301,8.76,5.9,0.341943,0.299297,0.25987,0.223976,0.191755,7,1,0.0869198522612612
81949,UCY_1304,Upper Columbia-Yakima,1304,8.5,13.79,0.113587,0.113587,0.113587,0.113587,0.113587,3,1,0.0371108204619964
81950,UCY_1306,Upper Columbia-Yakima,1306,7.93,8.02,0.428339,0.369528,0.314351,0.263964,0.219073,10.1,1,0.104421626877495
81951,UCY_1307,Upper Columbia-Yakima,1307,6.42,11.82,0.418583,0.418583,0.418583,0.418583,0.418583,4.32,1,0.0521843981130045
81952,UCY_1309,Upper Columbia-Yakima,1309,8.62,8.91,0.322769,0.264954,0.214219,0.17094,0.134904,12.21,1,0.135943604251608
81953,UCY_1311,Upper Columbia-Yakima,1311,8.52,11.99,0.153897,0.153897,0.153897,0.153897,0.153897,4,1,0.0510885516129948
81954,UCY_1312,Upper Columbia-Yakima,1312,6.51,4.27,0.992282,0.975552,0.925287,0.793547,0.543996,67.88,1,0.741805947808061
81955,UCY_1314,Upper Columbia-Yakima,1314,8.93,8.19,0.219408,0.192613,0.168384,0.14665,0.127292,5,1,0.0491957128851544
81956,UCY_1315,Upper Columbia-Yakima,1315,6.2,8.08,0.733778,0.670958,0.601368,0.527426,0.452261,13.58,1,0.152973180590659
81957,UCY_1316,Upper Columbia-Yakima,1316,7.57,9.01,0.528965,0.446044,0.36602,0.292766,0.228879,15.54,1,0.181785875383268
81958,UCY_1317,Upper Columbia-Yakima,1317,5.16,6.96,0.988718,0.970814,0.926608,0.827354,0.645259,55.3,1,0.583498659303558
81959,UCY_1318,Upper Columbia-Yakima,1318,8.08,8.42,0.351117,0.306264,0.264803,0.227117,0.193383,7.47,1,0.0829084909934593
81960,UCY_1323,Upper Columbia-Yakima,1323,6.27,11.2,0.485746,0.485746,0.485746,0.485746,0.485746,5.49,1,0.0670143484946005
81961,UCY_1324,Upper Columbia-Yakima,1324,8.01,7.16,0.448437,0.389412,0.33346,0.281836,0.235382,9.92,1,0.104451161372348
81962,UCY_1326,Upper Columbia-Yakima,1326,6.75,10.46,0.49085,0.49085,0.49085,0.49085,0.49085,8.71,1,0.10323353919503
81963,UCY_1327,Upper Columbia-Yakima,1327,6.85,8.87,0.531101,0.477938,0.42527,0.374246,0.325872,8.05,1,0.102808396842217
81964,UCY_1328,Upper Columbia-Yakima,1328,7,14.01,0.259851,0.259851,0.259851,0.259851,0.259851,4.54,1,0.0472683439509083
81965,UCY_1329,Upper Columbia-Yakima,1329,5.93,7.13,0.890445,0.83226,0.751786,0.648987,0.530218,25.6,1,0.312914477640071
81966,UCY_1330,Upper Columbia-Yakima,1330,7.35,6.81,0.942778,0.871333,0.735694,0.533604,0.319849,50.32,1,0.580200160443355
81967,UCY_1332,Upper Columbia-Yakima,1332,9.07,9.65,0.171116,0.148338,0.128124,0.110308,0.0947,5.37,1,0.0572159009869807
81968,UCY_1334,Upper Columbia-Yakima,1334,5.6,12.47,0.502763,0.502763,0.502763,0.502763,0.502763,3.22,1,0.0392037039252895
81969,UCY_1337,Upper Columbia-Yakima,1337,6.93,14.42,0.251295,0.251295,0.251295,0.251295,0.251295,4.2,1,0.0484474927491266
81970,UCY_1338,Upper Columbia-Yakima,1338,6.67,8.47,0.756049,0.66986,0.570518,0.465151,0.362806,21.22,1,0.232368690428998
81971,UCY_1339,Upper Columbia-Yakima,1339,9.21,9.91,0.140952,0.124329,0.109417,0.096097,0.084245,3.79,1,0.0387760715653898
81972,UCY_1340,Upper Columbia-Yakima,1340,5.07,8.85,0.920623,0.873493,0.804326,0.709903,0.592972,27.17,1,0.326167998891953
81973,UCY_1341,Upper Columbia-Yakima,1341,6.43,6.71,0.810681,0.743007,0.66125,0.568586,0.470858,19.3,1,0.217562587031796
81974,UCY_1343,Upper Columbia-Yakima,1343,8.01,12.87,0.174529,0.174529,0.174529,0.174529,0.174529,3.6,1,0.0402960737611771
81975,UCY_1348,Upper Columbia-Yakima,1348,5.05,7.07,0.992826,0.979316,0.941853,0.847126,0.654663,61.79,1,0.707433944716609
81976,UCY_1349,Upper Columbia-Yakima,1349,5.38,10.49,0.733229,0.733229,0.733229,0.733229,0.733229,11.68,1,0.132431565635693
