OBJECTID,PERIMETER,ECO_US_,ECO_US_ID,ECOCODE,DOMAIN,DIVISION,PROVINCE,SECTION,SHAPEAREA,SHAPELEN,S_USAEcosys_BaileysEcoregionAREA
2260,1976.748,2261,2358,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,2.58940265736385e-05,0.0191562482606948,280503.56
2261,2209.608,2262,2359,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,3.30949482723705e-05,0.021423301458821,355379.68
2262,2603.796,2263,2361,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,4.2923707704024e-05,0.025161402086418,465028.5
2263,2400.599,2264,2362,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,3.74607500299425e-05,0.023112346162787,405839.93
2264,1792.176,2265,2363,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,2.06809096244955e-05,0.01730028891456,222093.15
2265,2359.776,2266,2364,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,3.530120411437e-05,0.0229628497802801,382439.71
2266,2762.354,2267,2365,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,4.8997496592674e-05,0.0266677404999995,530881.68
2267,2688.671,2268,2368,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,4.5314657762306e-05,0.0260575825628829,490980.25
2268,1979.36,2269,2369,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,2.57260509948435e-05,0.0193440204802018,276291.43
2269,2452.894,2270,2371,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,3.4694272647791e-05,0.0240130851995949,375914
2270,2496.681,2271,2372,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,4.00856543005225e-05,0.0243333209339876,434326.31
2271,11831.087,2272,2374,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000466970077372994,0.113843834634189,5061063.5
2272,2093.372,2273,2375,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,2.95958672663515e-05,0.0200898588589542,317880.31
2273,2541.736,2274,2377,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,4.19716361674685e-05,0.0244758882553921,454798.03
2274,2381.604,2275,2378,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,3.592221236457e-05,0.0228882837555574,389264.18
2275,6007.131,2276,2379,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000167144927615321,0.0585943654909565,1795490.5
2276,2019.756,2277,2381,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,2.71766837589e-05,0.0195066969555146,294505.46
2277,2443.502,2278,2383,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,3.88461134754255e-05,0.0238386813704042,420994.75
2278,3016.017,2279,2387,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,5.78198703393585e-05,0.0293985549611578,626758.87
2279,3048.2,2280,2388,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,5.9603238358139e-05,0.0296570147029445,646112.12
2280,2057.33,2281,2389,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,2.59592984260525e-05,0.0200697531149906,278901.78
2281,3038.478,2282,2390,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,5.93535393586195e-05,0.0295378148658182,643394
2282,3120.368,2283,2391,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,6.24317020987855e-05,0.0303516702183321,676816
2283,12973.457,2284,2395,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000405638072556771,0.126208843617956,4398216
2284,3729.909,2285,2397,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,7.8017569484504e-05,0.0361630129927433,838353.93
2285,3067.777,2286,2400,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,6.0537600239539e-05,0.0298673873201589,656408.18
2286,3887.391,2287,2401,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,9.5685624089016e-05,0.0378231097955151,1028333.6
2287,3034.132,2288,2402,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,5.98293754452845e-05,0.0295277150567367,648739
2288,3053.645,2289,2404,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,5.9213328202244e-05,0.0297895231201799,642179.93
2289,5731.134,2290,2406,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000168175396181668,0.0566027575943359,1807617.8
2290,3002.157,2291,2407,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,5.85947988007925e-05,0.029221994863902,635463
2291,2689.358,2292,2408,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,4.61149211322655e-05,0.0258918023455375,500197.25
2292,3055.47,2293,2411,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,5.99309290238905e-05,0.0297036936375588,650068.56
2293,3475.451,2294,2413,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,6.647350651142e-05,0.0329217191952075,721137.87
2294,5759.376,2295,2415,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000126963357166064,0.0553999409353711,1377460.2
2295,3517.768,2296,2416,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,8.21743177492155e-05,0.0336534100473274,891517.62
2296,15965.246,2297,2420,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000582510602198651,0.15243012008693,6265844.5
2297,2788.988,2298,2421,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,4.9512316394993e-05,0.0269022344733133,537289.43
2298,3240.137,2299,2422,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,5.9057773052691e-05,0.0303064522909513,640933.62
2299,2784.991,2300,2423,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,4.9040408390261e-05,0.026866472216979,532216.93
2300,3011.359,2301,2433,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,5.7351198782058e-05,0.0293165115297486,622633.5
2301,3504.434,2302,2439,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,8.0237258946392e-05,0.0339272647717261,863011.37
2302,4192.396,2303,2440,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000112601542875674,0.0412595004184224,1211770.6
2303,3051.677,2304,2441,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,5.72556125331505e-05,0.029982274749921,615944.75
2304,3002.189,2305,2442,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,4.90024728030145e-05,0.0283524711602275,527185.68
2305,4682.841,2306,2443,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000120351308080272,0.0465374606891088,1294882.1
2306,6189.965,2307,2444,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000200918779062454,0.0607466093949899,2161513
2307,13627.438,2308,2445,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.0004724124181577,0.134558024938957,5085431.5
2308,4814.008,2309,2446,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000150752942093244,0.0467454125229455,1621941.5
2309,3477.133,2310,2447,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,7.4447248449849e-05,0.0343616986325463,801023.93
2310,3876.251,2311,2448,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,9.8329999738088e-05,0.0378593072509175,1058137.3
2311,6574.547,2312,2449,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000217008677372284,0.0634720476398083,2335555.2
2312,26562.254,2313,2450,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00179143708726139,0.25881887549256,19279412
2313,8674.991,2314,2451,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000311320462657216,0.0859213099788524,3350718
2314,14134.174,2315,2452,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000595362665466619,0.135418816837573,6410012.5
2315,8494.633,2316,2453,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000252491224758297,0.0803890575999005,2719259
2316,3880.337,2317,2454,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,9.6859939440051e-05,0.0370792348040508,1042720.1
2317,4599.017,2318,2455,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000135309298093977,0.0443548468018922,1457398.5
2318,5195.467,2319,2456,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00012693623627328,0.0508202105915831,1366627.5
2319,4166.126,2320,2457,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000105201953184025,0.0404094392866546,1133309.7
2320,23648.107,2321,2458,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00108832968692923,0.231850480467225,11717477
2321,97024.133,2322,96,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.0281674167829257,0.950763931994404,302940416
2322,4026.812,2323,2459,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000107159646749301,0.0386787065569902,1153711.8
2323,8441.637,2324,2460,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000285523619523426,0.0814172428689443,3074321.7
2324,4070.357,2325,2461,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000109319636581612,0.0396848142705974,1177135.5
2325,4882.204,2326,2462,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000120632105641744,0.0463570002309147,1298849.5
2326,4171.232,2327,2463,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000108133481125231,0.0403769431338949,1165454.8
2327,3050.177,2328,2464,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,5.9970671091484e-05,0.0301036383515441,645823.25
2328,4079.057,2329,2465,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000109283440186507,0.0397834557430621,1177091.2
2329,4594.492,2330,2466,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000114279152757946,0.0430091323360918,1230835.7
2330,2096.358,2331,2467,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,2.87819972444225e-05,0.0202758280029102,310178.37
2331,2665.537,2332,2468,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,4.5938481873075e-05,0.0254544599769326,495107.68
2332,2719.971,2333,2469,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,4.6978618274912e-05,0.0268020778008477,506407.96
2333,4039.974,2334,2470,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,9.9112452879552e-05,0.039470655304913,1067527.7
2334,8529.189,2335,2471,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.0002936519720457,0.0840406651832069,3163318
2335,3172.672,2336,2472,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,6.4163312290668e-05,0.0308177833361785,691284.5
2336,4015.006,2337,2473,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000109588625561243,0.038513485833328,1180738.3
2337,6992.972,2338,2474,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000264581693370303,0.0682973059431923,2851071.5
2338,7330.373,2339,2475,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000242316164685284,0.0693527601005089,2610952.7
2339,4303.196,2340,2476,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000116073749800106,0.0422892576740632,1250723
2340,18310.434,2341,2477,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000941325209445566,0.17573194355393,10145218
2341,3598.365,2342,2478,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,8.22641344037215e-05,0.0346633882582348,886417.62
2342,12217.626,2343,2479,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000732488464728745,0.118882047251372,7883347.5
2343,4770.118,2344,2480,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000137768678573963,0.0465256573296647,1484341.3
2344,2704.327,2345,2481,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,5.0354504328348e-05,0.0258968354302934,542569.12
2345,16797.531,2346,2482,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000670809748879131,0.163330419044505,7229388
2346,2475.415,2347,2483,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,4.12363404986935e-05,0.0240214762958255,444437.96
2347,3587.7,2348,2484,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,7.6501934582349e-05,0.0340329660287595,824430.43
2348,25473.877,2349,2485,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00120064589875897,0.246186971172764,12944221
2349,3474.077,2350,2486,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,6.95165762044555e-05,0.033184695055096,749430.93
2350,3355.654,2351,2487,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,7.05796241150775e-05,0.0320810715328193,760811.06
2351,8757.489,2352,2488,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000395099743977836,0.0840917149713943,4259549.5
2352,102371.36,2353,158,-232G,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Eastern) Section,0.00554558046938545,0.959473649793188,60735392
2353,15869.524,2354,2489,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000500432411926999,0.155447769304842,5401751
2354,11635.038,2355,2490,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000485712876786999,0.112999380732003,5238150.5
2355,6913.213,2356,2491,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000199974395963816,0.0670880238928494,2156360
2356,3662.739,2357,2492,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,7.41543527001575e-05,0.0356719734280387,799655.37
2357,13468.436,2358,2493,-255D,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Subtropical) Province,Central Gulf Prairies and Marshes Section,0.000408817452251769,0.124458246840639,4392875
2358,2130.641,2359,2494,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,2.91060106365955e-05,0.0208415869495901,313882.31
2359,24672.559,2360,2495,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000860892566325365,0.241739987443512,9294111
2360,1750.762,2361,2496,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,2.0024051319717e-05,0.0169233777141329,215939.95
2361,3717.74,2362,2497,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,6.89046119765265e-05,0.0356832949421729,743021.25
2362,2904.341,2363,2498,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,5.4394230960907e-05,0.0285005407866814,586649.06
2363,5084.087,2364,2499,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000155341242933232,0.0481361873559512,1674672.2
2364,3631.618,2365,2500,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,7.3259913070392e-05,0.0358301013537334,790569.18
2365,25736.84,2366,2501,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00120570596664949,0.249339647730006,13009069
2366,12697.119,2367,2502,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000341076583829921,0.123205899249386,3679277.7
2367,3591.692,2368,2503,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,8.8651040025466e-05,0.0347945594761588,956227.62
2368,3918.638,2369,2504,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000100302152342962,0.0373818683918293,1080135.6
2369,97453.336,2370,96,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.0152866687303987,0.943334053690276,164851856
2370,4445.587,2371,2505,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000104817125535368,0.0423312953802267,1130789.8
2371,2314.301,2372,2506,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,3.57347388355925e-05,0.0222874612926179,384873
2372,4516.849,2373,2507,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00011184875432773,0.0428026950490082,1206374.8
2373,12341.628,2374,2508,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000421947809168953,0.119723026460647,4549008
2374,3600.217,2375,2509,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,8.3686602666609e-05,0.0344133666706324,903014.93
2375,13157.458,2376,2510,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000565468066674694,0.125223884388791,6099932
2376,3078.916,2377,2511,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,6.3963180993775e-05,0.0298373260250332,689954
2377,2318.808,2378,2512,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,3.37983716338955e-05,0.0229217275420318,364326.06
2378,136965.6,2379,96,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.0147691406887146,1.31882177300016,159333104
2379,7798.681,2380,2513,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000204226204060176,0.072462614989397,2203486.5
2380,8121.806,2381,2514,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000339443941247134,0.0757271530037344,3699481.2
2381,2886.684,2382,2515,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,4.59869608881185e-05,0.0272147826629234,496198.18
2382,3302.678,2383,2516,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,4.69232466082895e-05,0.0313524915352689,506490.15
2383,11389.491,2384,2517,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00031025127740514,0.113806372312134,3347425.5
2384,4086.55,2385,2518,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,9.35055281588465e-05,0.0383570178042322,1008983.8
2385,5711.396,2386,2519,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00015003349786939,0.0539265236399797,1619205.6
2386,3306.374,2387,2520,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,6.80007016525825e-05,0.0313667876791933,733811.06
2387,5669.011,2388,2521,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000163949926358118,0.0547706033129138,1769545.6
2388,7132.908,2389,2522,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000276767178065914,0.0689487271096526,2986868.7
