objectid(long),statefp(long),countyfp(long),tractce(long),geoid(long),namevalue(double precision),namelsad,mtfcc,funcstat,aland(long),awater(long),li_cor_dac,shape_area(double precision),shape_length(double precision)
4249.0,6,37,221820.0,6037221820.0,2218.2,Census Tract 2218.20,G5020,S,204263.0,0,Both,298158.828125,2150.82182391373
4250.0,6,37,242000.0,6037242000.0,2420.0,Census Tract 2420,G5020,S,646734.0,0,Both,942017.65234375,3873.65531980565
4251.0,6,65,43507.0,6065043507.0,435.07,Census Tract 435.07,G5020,S,4871911.0,0,Both,7068209.3515625,11661.7437404519
4252.0,6,53,200.0,6053000200.0,42.0,Cesnus Tract 2,G5020,S,1642035.0,0,LIC,2559424.19921875,6601.86395553195
4253.0,6,53,300.0,6053000300.0,70.0,Censust Tract 3,G5020,S,1227263.0,0,LIC,1912952.7421875,5524.47801315679
4254.0,6,53,400.0,6053000400.0,33.0,Census Traict 4,G5020,S,2509095.0,0,LIC,3909943.9609375,8471.61726791877
4255.0,6,103,600.0,6103000600.0,41.0,Cesus Tract 6,G5020,S,13098003.0,1060192,LIC,24290901.453125,25101.201614991
4256.0,6,103,1100.0,6103001100.0,25.0,Census Tract 11,G5020,S,171725439.0,356399,LIC,292611934.414063,77296.5566544189
4257.0,6,103,700.0,6103000700.0,17.0,Census Tarct 7,G5020,S,13370155.0,0,LIC,22912401.2382813,29882.6905598108
4258.0,6,77,4308.0,6077004308.0,43.08,Census Tract 43.08,G5020,S,760132.0,0,Both,1229737.2578125,5305.33067755066
4259.0,6,77,4403.0,6077004403.0,106.03,Census Tract 44.03,G5020,S,1017539.0,0,Both,1646818.82421875,5773.65442332493
4260.0,6,83,900.0,6083000900.0,95.0,Census fTract 9,G5020,S,1750325.0,0,LIC,2578572.91796875,7914.57909267839
4261.0,6,83,1000.0,6083001000.0,52.0,Census Teract 10,G5020,S,1257980.0,0,LIC,1853070.6875,6242.4302313547
4262.0,6,83,1101.0,6083001101.0,70.01,Censsu Tract 11.01,G5020,S,825968.0,0,LIC,1216764.8203125,4970.20098112548
4263.0,6,83,1102.0,6083001102.0,53.02,Census Tract 11.02,G5020,S,552755.0,0,LIC,814199.1484375,4642.76227600939
4264.0,6,77,5130.0,6077005130.0,51.3,Census Tract 51.30,G5020,S,1345574.0,0,DAC,2159927.734375,6254.51080557455
4265.0,6,77,5206.0,6077005206.0,52.06,Census Tract 52.06,G5020,S,66727201.0,1558487,DAC,109476958.992188,63279.8769139319
4266.0,6,113,10698.0,6113010608.0,106.08,Census Tract 106.08,G5020,S,2208553.0,0,LIC,3615568.640625,9313.335332182
4267.0,6,65,45706.0,6065045706.0,457.06,Census Tract 457.06,G5020,S,2775967.0,0,Both,4018966.6484375,9810.72746302358
4268.0,6,53,800.0,6053000800.0,15.0,Census Tract 8,G5020,S,1024459.0,0,LIC,1595676.09375,7056.82674491225
4269.0,6,83,2403.0,6083002403.0,24.03,Census Tract 24.03,G5020,S,1323184.0,0,LIC,1974070.9609375,5961.78409949951
4270.0,6,77,2401.0,6077002401.0,24.01,CensusT ract 24.01,G5020,S,1921332.0,0,Both,3093259.99609375,8029.45610791892
4271.0,6,77,4307.0,6077004307.0,43.07,Census Tract 43.07,G5020,S,1597857.0,0,LIC,2584997.29296875,6773.31718909124
4272.0,6,83,2013.0,6083002005.0,20.05,CensusTract 20.05,G5020,S,6347531.0,0,LIC,9448859.58984375,17314.2365924737
4273.0,6,83,1800.0,6083001800.0,76.0,Census ract 18,G5020,S,3003960811.0,20663794,LIC,4495057824.59375,407346.83141491
4274.0,6,77,2519.0,6077002503.0,25.03,Census Tract 25.30,G5020,S,1763218.0,95664,Both,2992005.203125,11849.6574343426
4275.0,6,83,1203.0,6083001203.0,12.03,Census Tract 12.03,G5020,S,1757915.0,8848,LIC,2601835.77734375,6681.69906780658
4276.0,6,65,44702.0,6065044702.0,447.02,Census Tract 447.02,G5020,S,1631410.0,0,LIC,2369832.921875,6405.33376980651
4277.0,6,81,603300.0,6081603300.0,6033.0,Census Tract 6033,G5020,S,8009054.0,0,LIC,12774444.3710938,23133.8556504322
4278.0,6,65,41201.0,6065041201.0,412.01,Census Tract 412.01,G5020,S,2584649.0,0,Both,3763397.25,8708.11491672986
4279.0,6,65,41202.0,6065041202.0,412.02,Census Tract 412.02,G5020,S,1244763.0,0,LIC,1812889.52734375,7107.27360307963
4280.0,6,53,900.0,6053000900.0,72.0,Census Tract9,G5020,S,1651947.0,0,Both,2572654.63671875,7767.16859609788
4281.0,6,81,602727.0,6081602700.0,6027.0,Census zTract 6027,G5020,S,1807090.0,0,LIC,2887515.04296875,9749.549611398
4282.0,6,81,604200.0,6081604200.0,6042.0,Census Tract 6042,G5020,S,1737561.0,0,Both,2774838.73828125,10960.7683737865
4283.0,6,65,41203.0,6065041203.0,412.03,Census Tract 412.03,G5020,S,859630.0,0,DAC,1251958.1484375,4650.6685288677
4284.0,6,65,43702.0,6065043702.0,437.02,Census Tract 437.02,G5020,S,2681873.0,98421,LIC,4032101.2890625,9418.65235037092
4285.0,6,65,43703.0,6065043703.0,437.03,Census Tract 437.03,G5020,S,1227446.0,94988,LIC,1917962.98828125,7399.06246765013
4286.0,6,77,5131.0,6077005131.0,51.31,Census Tract 51.31,G5020,S,77221987.0,73677,DAC,124183880.332031,53481.2781557857
4287.0,6,77,5132.0,6077005132.0,51.32,Census Tract 51.32,G5020,S,920247.0,0,Both,1476160.5859375,4862.95265529664
4288.0,6,77,5133.0,6077005133.0,51.33,Census Tract 51.33,G5020,S,1519859.0,0,DAC,2437674.41796875,7849.42225341891
4289.0,6,65,43900.0,6065043900.0,439.0,Census Tract 439,G5020,S,2961860.0,0,LIC,4314218.8984375,8523.2520485005
4290.0,6,77,4404.0,6077004404.0,128.04,Censuhs Tract 44.04,G5020,S,3898015.0,0,Both,6309233.015625,13742.5841839635
4291.0,6,83,2303.0,6083002303.0,23.03,Census Tract 23.03,G5020,S,1314501.0,0,LIC,1961809.63671875,5946.50523083269
4292.0,6,83,2760.0,6083002708.0,27.08,Census Tract 27.08,G5020,S,1456120.0,0,LIC,2156034.99609375,6887.02968082124
4293.0,6,81,601400.0,6081601400.0,6014.0,Census Tract 6014,G5020,S,1463065.0,0,LIC,2339839.29296875,6613.66225687886
4294.0,6,13,302005.0,6013302005.0,3020.05,Census Tract 3020.05,G5020,S,3569410.0,0,Both,5757504.9765625,13148.247828933
4295.0,6,13,313204.0,6013313204.0,3132.04,Census Tract 3132.04,G5020,S,17015777.0,0,LIC,27438981.8085938,31669.2354152312
4296.0,6,83,2007.0,6083002007.0,20.07,Census Tract 20.07,G5020,S,5308991.0,2806,LIC,7916875.5546875,14050.4736979386
4297.0,6,77,4545.0,6077004502.0,45.02,Census Tract 45.02,G5020,S,1646952.0,0,Both,2666296.45703125,7352.4346988134
4298.0,6,83,101.0,6083000101.0,22.01,Census Tract 1.01,G5020,S,3792514.0,0,LIC,5590313.01171875,11182.7348103141
4299.0,6,65,46101.0,6065046101.0,461.01,Census Tract 461.01,G5020,S,1937846.0,0,LIC,2801479.99609375,7744.13127400106
4300.0,6,65,46102.0,6065046102.0,461.02,Census Tract 461.02,G5020,S,1958379.0,0,LIC,2831137.15234375,7782.57089756974
4301.0,6,77,5406.0,6077005406.0,54.06,Census Tract 54.06,G5020,S,1337453.0,0,LIC,2141906.40625,6257.01900629202
4302.0,6,77,2402.0,6077002402.0,24.02,Census Tpract 24.02,G5020,S,1497304.0,40803,Both,2475415.4140625,7534.39751383148
4303.0,6,77,3217.0,6077003217.0,32.17,Census Tract 32.17,G5020,S,735342.0,1641,LIC,1189472.578125,7032.50354213161
4304.0,6,77,2504.0,6077002504.0,45.04,Cenuss Tract 25.04,G5020,S,899262.0,0,DAC,1447591.96484375,6348.34007231612
4305.0,6,19,5608.0,6019005608.0,56.08,Census Tract 56.08,G5020,S,1469711.0,19689,Both,2328088.38671875,6997.33271352205
4306.0,6,1,451404.0,6001451404.0,4514.04,Census Tract 4514.04,G5020,S,1674931.0,0,LIC,2678963.34765625,7623.95525823776
4307.0,6,83,3001.0,6083003001.0,58.010000000000005,Ceensus Tract 30.01,G5020,S,4042575.0,34901,Both,6008283.3359375,10203.5335369343
4308.0,6,65,31300.0,6065031300.0,313.0,Census Tract 313,G5020,S,2310048.0,0,Both,3364076.37890625,8240.77477987496
4309.0,6,79,10102.0,6079010102.0,101.02,Census Tract 1010.2,G5020,S,6269644.0,29864,LIC,9557497.94140625,22621.1585444126
4310.0,6,1,403501.0,6001403501.0,4035.01,Census Tract 4035.01,G5020,S,669872.0,0,LIC,1075243.19921875,5247.10554327452
4311.0,6,65,31401.0,6065031401.0,314.01,Census Tract 314.01,G5020,S,2264167.0,0,Both,3297839.12109375,9654.38343010728
4312.0,6,65,31483.0,6065031402.0,314.02,Cesnus Tract 314.02,G5020,S,2252498.0,0,LIC,3281130.26171875,8999.93896085689
4313.0,6,19,3081.0,6019003004.0,30.04,Census Tract 30.04,G5020,S,1306363.0,0,Both,2038547.20703125,6061.56559766774
4314.0,6,13,313206.0,6013313206.0,3132.06,Census Tract 3132.06,G5020,S,1730248.0,0,LIC,2792014.4765625,7059.88588320368
4315.0,6,65,41407.0,6065041407.0,414.07,Census Tract 414.07,G5020,S,1614717.0,0,Both,2350423.67578125,6240.34261523665
4316.0,6,65,41408.0,6065041408.0,414.08,Census Tract 414.08,G5020,S,1422471.0,0,Both,2070246.73046875,7343.19881400134
4317.0,6,65,41410.0,6065041410.0,414.1,Census Tract 414.10,G5020,S,1952836.0,0,Both,2840556.015625,10400.2390228119
4318.0,6,13,338101.0,6013338101.0,3381.01,Census Tract 3381.01,G5020,S,1138605.0,0,LIC,1834076.9921875,5904.74626850839
4319.0,6,83,138.0,6083000102.0,1.02,Cenus Tract 1.02,G5020,S,2458398.0,0,LIC,3623786.34765625,10801.5062448004
4320.0,6,83,2502.0,6083002502.0,57.02,Census Tract 25.02,G5020,S,164111293.0,2923278,Both,249025456.234375,83915.8527769525
4321.0,6,83,2924.0,6083002924.0,29.24,Census Tract 29.24,G5020,S,453041.0,0,LIC,667272.18359375,3553.01958567424
4322.0,6,83,2926.0,6083002926.0,29.26,Census Tract 29.26,G5020,S,334446.0,0,LIC,492597.6796875,3130.68396683495
4323.0,6,77,5501.0,6077005501.0,55.01,Census Tract 55.01,G5020,S,78259478.0,3336655,LIC,130552861.832031,67298.3580249881
4324.0,6,77,832.0,6077000801.0,8.01,Census Tracet 8.01,G5020,S,8894120.0,518688,Both,15158729.609375,16973.9972154723
4325.0,6,77,3313.0,6077003313.0,33.13,Census Tract 33.13,G5020,S,493415.0,0,Both,795847.6796875,3930.17202684581
4326.0,6,1,406573.0,6001406500.0,4065.0,Census Tract 4065,G5020,S,745006.0,0,LIC,1194884.68359375,4857.92746396722
4327.0,6,83,2009.0,6083002009.0,20.09,Census Tract 20.0w9,G5020,S,2581363.0,0,LIC,3843980.59765625,7885.49938107311
4328.0,6,83,2011.0,6083002011.0,20.11,Census Tract 20.11,G5020,S,18388088.0,137974,LIC,27607660.7109375,22417.9855842024
4329.0,6,83,2012.0,6083002012.0,20.12,Census Tract 20.12,G5020,S,3299007.0,0,LIC,4912135.56640625,14476.037780273
4330.0,6,67,8907.0,6067008907.0,89.07,Census Tract 89.07,G5020,S,1542548.0,0,LIC,2530191.27734375,7432.93185907253
4331.0,6,67,8908.0,6067008908.0,89.08,Census Tract 89.08,G5020,S,2218451.0,0,Both,3638289.2265625,9526.46854782435
4332.0,6,65,42512.0,6065042512.0,425.12,Census Tract 425.12,G5020,S,1603323.0,0,Both,2334275.5625,6749.51553839793
4333.0,6,19,6202.0,6019006202.0,62.02,Censuws Tract 62.02,G5020,S,16717015.0,0,Both,26067185.5390625,21501.798949627
4334.0,6,83,2205.0,6083002205.0,22.05,Census Tract 22.05,G5020,S,1117872.0,0,LIC,1668340.24609375,5461.23353131856
4335.0,6,65,44000.0,6065044000.0,440.0,Census Tract 440,G5020,S,2371701.0,0,Both,3453585.13671875,7697.95157772346
4336.0,6,65,44101.0,6065044101.0,441.01,Census Tract 441.01,G5020,S,1628524.0,0,Both,2371380.625,8989.89881752906
4337.0,6,65,44102.0,6065044102.0,441.02,Census Tract 441.02,G5020,S,1297274.0,0,LIC,1889203.71484375,8761.35163402791
4338.0,6,65,44103.0,6065044103.0,441.03,Census Tract 441.03,G5020,S,7693920.0,0,LIC,11206179.9648438,13856.9525463793
4339.0,6,83,2140.0,6083002101.0,21.01,Census Tract 21n.01,G5020,S,1384070.0,0,LIC,2064905.0859375,6106.94587722518
4340.0,6,83,2117.0,6083002102.0,21.02,Census Tractt 21.02,G5020,S,1352555.0,0,LIC,2017522.5625,6069.15869075601
4341.0,6,19,6502.0,6019006502.0,65.02,Census Tract 65.02,G5020,S,14521582.0,0,Both,22602141.1953125,23240.5783111904
4342.0,6,83,2103.0,6083002103.0,70.03,Census Tract 21.03,G5020,S,2838207.0,7602,LIC,4243755.5234375,8552.50760063768
4343.0,6,13,380000.0,6013380000.0,3800.0,Census Tract 3800,G5020,S,6183658.0,7310701,Both,21712161.859375,22541.0744286989
4344.0,6,13,368002.0,6013368002.0,3680.02,Census Tract 3680.02,G5020,S,658967.0,0,Both,1061825.5,5093.92874781368
4345.0,6,47,203.0,6047000203.0,2.03,Census Tratc 2.03,G5020,S,4759408.0,0,DAC,7560704.3984375,12933.9940395842
4346.0,6,47,2609.0,6047002600.0,26.0,Census Tract b26,G5020,S,46246558.0,0,DAC,73196240.4140625,46128.2128367212
4347.0,6,47,2597.0,6047002500.0,25.0,Census Tract 25,G5020,S,516711310.0,2516832,DAC,826374840.390625,164428.541627704
4348.0,6,77,3312.0,6077003312.0,33.12,Census Tract 33.12,G5020,S,576525.0,0,Both,929851.796875,4015.8048310901
4349.0,6,77,3409.0,6077003409.0,34.09,Census Tract 34.09,G5020,S,1393211.0,0,Both,2247464.5234375,6886.50314135578
4350.0,6,77,4501.0,6077004501.0,45.01,Census Tract 450.1,G5020,S,2377138.0,79879,Both,3978725.40234375,11371.2175896547
4351.0,6,83,2268.0,6083002206.0,22.06,Cenqsus Tract 22.06,G5020,S,1341423.0,0,LIC,2001633.8671875,5983.86951838529
4352.0,6,83,2209.0,6083002209.0,22.09,Census Tract 22.09,G5020,S,1098382.0,0,LIC,1639620.6171875,5557.39623254764
4353.0,6,83,2210.0,6083002210.0,22.1,Census Tract 22.10,G5020,S,2330364.0,377219,LIC,4041547.5234375,9671.09778899675
4354.0,6,83,2304.0,6083002304.0,23.04,Census Tract 23.04,G5020,S,1304263.0,0,LIC,1946186.76171875,5934.06028844676
4355.0,6,83,2305.0,6083002305.0,23.05,Census Tract 23.05,G5020,S,1308766.0,0,LIC,1953596.9296875,5930.49869310579
4356.0,6,77,5135.0,6077005135.0,51.35,Census Tract 51.35,G5020,S,15557325.0,0,DAC,24989571.109375,23934.7544740336
4357.0,6,19,6501.0,6019006501.0,65.01,Census Tract 65.01,G5020,S,47352134.0,0,Both,73629321.8007813,36305.9613498456
4358.0,6,19,6604.0,6019006604.0,66.04,Census Tract 66.40,G5020,S,2400004.0,0,Both,3731445.09375,8046.28365568346
4359.0,6,7,1747.0,6007001702.0,17.02,Census Tract 17.0k2,G5020,S,34432019.0,1508,LIC,58437268.2773438,65813.0353640168
4360.0,6,7,1800.0,6007001800.0,84.0,Census Tract 18,G5020,S,12107961.0,3274,LIC,20532960.4921875,30855.9165411022
4361.0,6,7,2000.0,6007002000.0,20.0,Census Trakct 20,G5020,S,7168115.0,2216,LIC,12148353.7226563,15901.3240260386
4362.0,6,7,2399.0,6007002300.0,23.0,Censu sTract 23,G5020,S,75520716.0,2019287,LIC,131068063.433594,59893.9745962203
4363.0,6,7,3200.0,6007003200.0,32.0,Census Trat 32,G5020,S,39386031.0,37114,LIC,66166261.0507813,39475.3878331186
4364.0,6,7,2400.0,6007002400.0,91.0,Censu Tract 24,G5020,S,1106587629.0,45223858,LIC,1946578639.85156,261941.111353261
4365.0,6,7,2200.0,6007002200.0,28.0,Census Trct 22,G5020,S,136482649.0,32728,LIC,230748047.816406,76533.3134591616
4366.0,6,7,2700.0,6007002700.0,27.0,Census Tracpt 27,G5020,S,13027059.0,341514,LIC,22495647.6953125,23058.4378984312
4367.0,6,65,31502.0,6065031502.0,315.02,Census Tarct 315.02,G5020,S,2573383.0,0,Both,3748389.8359375,8378.28552441917
4368.0,6,65,45103.0,6065045103.0,451.03,Census Tract 451.03,G5020,S,23062279.0,383374,LIC,33998938.1210938,33193.6107114361
4369.0,6,65,46404.0,6065046404.0,464.04,Census Tract 464.04,G5020,S,10645120.0,0,LIC,15402380.5351563,16749.7515093884
4370.0,6,33,802.0,6033000802.0,8.02,Census Tract 8.02,G5020,S,3252244.0,1828931,LIC,8414775.4609375,18807.2251588632
4371.0,6,95,252611.0,6095252611.0,2526.11,Census Tract 2526.11,G5020,S,943238.0,0,LIC,1532434.94140625,5616.92454681041
4372.0,6,95,252911.0,6095252911.0,2529.11,Census Tract 2529.11,G5020,S,4222402.0,18288,LIC,6909750.890625,13056.1270559169
4373.0,6,81,601501.0,6081601501.0,6071.01,Census Tract 6015.01,G5020,S,717017.0,0,LIC,1146521.3515625,5669.88614399288
4374.0,6,81,601502.0,6081601502.0,6015.02,Cesnus Tract 6015.02,G5020,S,816586.0,0,LIC,1305525.46875,6223.63774506561
4375.0,6,81,601603.0,6081601603.0,6016.03,Census Tract 6016.03,G5020,S,1180418.0,0,LIC,1886509.27734375,9448.93529176253
4376.0,6,65,41411.0,6065041411.0,414.11,Census Tract 414.11,G5020,S,883368.0,0,Both,1284880.203125,4556.43480330411
4377.0,6,83,2306.0,6083002306.0,23.06,Census Tract 23.06,G5020,S,23450365.0,512444,LIC,35771727.921875,26407.0186895052
4378.0,6,65,41412.0,6065041412.0,414.12,Census Tract 414.12,G5020,S,2153670.0,0,DAC,3133091.3828125,7224.2856017914
4379.0,6,65,41704.0,6065041704.0,417.04,Census Tract 417.04,G5020,S,915653.0,0,Both,1331792.0625,5071.98278537936
4380.0,6,67,9316.0,6067009316.0,93.16,Census Tract 93.16,G5020,S,1280254.0,0,Both,2092218.49609375,6138.20847652653
4381.0,6,67,9318.0,6067009318.0,93.18,Census Tract 93.18,G5020,S,1330305.0,0,Both,2173999.5078125,6273.49012007475
4382.0,6,67,9319.0,6067009319.0,93.19,Census Tract 93.19,G5020,S,2327857.0,0,LIC,3803375.92578125,8625.1620250281
4383.0,6,67,9320.0,6067009320.0,93.2,Census Tract 93.20,G5020,S,1663289.0,0,LIC,2716863.5703125,7081.44852934471
4384.0,6,73,7702.0,6073007702.0,77.02,Census Tract 77.02,G5020,S,644871.0,0,LIC,915041.53125,5261.17631286115
4385.0,6,73,20308.0,6073020308.0,203.08,Census Tract 203.08,G5020,S,1192259.0,0,LIC,1704992.2421875,5871.39280430996
4386.0,6,83,2402.0,6083002402.0,109.02,Census Trct 24.02,G5020,S,16293975.0,39073,LIC,24358743.3828125,23335.0855094548
4387.0,6,83,2404.0,6083002404.0,24.04,Census Tract 24.04,G5020,S,1315503.0,0,LIC,1962277.30078125,5944.21536845514
4388.0,6,19,6702.0,6019006603.0,66.03,Census Tract 66.03,G5020,S,1851157.0,97487,Both,3029921.40625,8042.80228994333
4389.0,6,19,8501.0,6019008501.0,85.01,Census Tract 85.01,G5020,S,21328312.0,0,Both,33147107.4492188,24054.6973549465
4390.0,6,19,8502.0,6019008502.0,85.02,Censucs Tract 85.02,G5020,S,11032696.0,0,Both,17160714.46875,18105.7252619867
4391.0,6,19,2982.0,6019002903.0,29.03,Census Tract 29.3,G5020,S,1292237.0,6153,Both,2025726.9296875,6143.44526611793
4392.0,6,65,44200.0,6065044200.0,442.0,Census Tract 442,G5020,S,4080730.0,0,Both,5943423.29296875,10010.6086462477
4393.0,6,65,44509.0,6065044509.0,445.09,Census Tract 445.09,G5020,S,2270917.0,0,LIC,3309757.953125,9641.45656649343
4394.0,6,65,44602.0,6065044602.0,446.02,Census Tract 446.02,G5020,S,2596842.0,0,LIC,3773582.5234375,7757.67189405782
4395.0,6,65,44701.0,6065044701.0,447.01,Census Tract 447.01,G5020,S,2606686.0,0,LIC,3786629.48046875,7786.31688073182
4396.0,6,95,252802.0,6095252802.0,2528.02,Census Tract 2528.02,G5020,S,3750312.0,0,LIC,6094240.4921875,15396.9206707519
4397.0,6,83,2742.0,6083002702.0,27.02,Census Tract 27.02,G5020,S,1442539.0,0,LIC,2136352.26953125,6113.21248724643
4398.0,6,83,2703.0,6083002703.0,99.03,Census Tract 27.03,G5020,S,2070768.0,25367,LIC,3104338.234375,8183.5478951813
4399.0,6,19,4210.0,6019004210.0,42.1,Census Tract 42.10,G5020,S,1743753.0,0,LIC,2727101.79296875,7897.65003259597
4400.0,6,19,3003.0,6019003003.0,70.03,Census Tract 30.03,G5020,S,1319402.0,0,Both,2058504.48828125,6098.59178852535
4401.0,6,81,601604.0,6081601604.0,6016.04,Census Tract 6016.04,G5020,S,1485104.0,0,LIC,2374352.14453125,7996.59695965065
4402.0,6,81,601605.0,6081601605.0,6016.05,Census Tract 6016.05,G5020,S,944261.0,0,LIC,1509155.97265625,6338.12014570285
4403.0,6,73,15404.0,6073015404.0,154.04,Census Tract 154.04,G5020,S,3602260.0,0,LIC,5110325.72265625,9910.98375315351
4404.0,6,19,6100.0,6019006100.0,61.0,Census Tract 1,G5020,S,10887616.0,0,Both,16965425.1757813,17255.1200448161
4405.0,6,19,100.0,6019000100.0,55.0,Census Tract 1,G5020,S,843445.0,0,Both,1315843.1796875,5191.16803708893
4406.0,6,37,502700.0,6037502700.0,5027.0,Census Tract 5027,G5020,S,6982230.0,0,Both,10173848.7734375,16361.287789867
4407.0,6,65,46200.0,6065046200.0,462.0,Census Tract 462,G5020,S,11752772.0,0,Both,16984859.1171875,17480.1925125489
4408.0,6,73,17801.0,6073017801.0,246.01,Census Tract 178.01,G5020,S,4345840.0,116020,LIC,6385385.07421875,10673.214467767
4409.0,6,37,502901.0,6037502901.0,5029.01,Census Tract 5029.01,G5020,S,1247226.0,0,LIC,1816967.75390625,5536.92706124491
4410.0,6,37,502902.0,6037502902.0,5029.02,Census Tract 5029.02,G5020,S,3853049.0,0,Both,5612726.30078125,10497.7005051435
4411.0,6,37,503000.0,6037503000.0,5030.0,Census Tract 5030,G5020,S,1328698.0,0,Both,1934681.37109375,5926.97944531046
4412.0,6,19,3106.0,6019003103.0,31.03,Census Tract 31.03,G5020,S,1549181.0,44730,LIC,2490535.6484375,6954.94636184123
4413.0,6,19,4016.0,6019004001.0,40.01,Cesnus Tract 40.01,G5020,S,20954596.0,0,DAC,32689035.4179688,24273.8911996045
4414.0,6,19,1413.0,6019001413.0,14.13,Census Tract 14.13,G5020,S,10408165.0,107104,DAC,16398020.2695313,18231.9602022233
4415.0,6,19,5607.0,6019005607.0,56.07,Census Tract 56.07,G5020,S,1342780.0,0,Both,2099315.3203125,6353.39879573777
4416.0,6,19,5409.0,6019005409.0,54.09,Census Tract 54.09,G5020,S,1302006.0,0,Both,2035569.140625,6053.64096720252
4417.0,6,19,5203.0,6019005203.0,136.03,Census Tract 52.03,G5020,S,1304789.0,0,Both,2038005.7578125,6052.33725282847
4418.0,6,65,45108.0,6065045108.0,451.08,Census Tract 451.08,G5020,S,2683461.0,0,LIC,3889319.75,9762.34107219342
4419.0,6,83,2712.0,6083002705.0,27.05,Census Tracgt 27.05,G5020,S,1277785.0,0,LIC,1892683.12890625,6609.91864147991
4420.0,6,83,2706.0,6083002706.0,27.06,Census Tract 27.06,G5020,S,1277089.0,0,LIC,1891670.1796875,6650.33838189169
4421.0,6,83,2724.0,6083002707.0,27.07,Census Tratc 27.07,G5020,S,1159855.0,5254,LIC,1725169.2421875,6348.50973297619
4422.0,6,73,12303.0,6073012303.0,123.03,Census Tract 123.03,G5020,S,1534550.0,31362,LIC,2215112.765625,8169.62068411561
4423.0,6,19,1202.0,6019001202.0,12.02,Census Tract 2.02,G5020,S,3401940.0,0,Both,5302607.265625,13334.8331345758
4424.0,6,37,272302.0,6037272302.0,2723.02,Census Tract 2723.02,G5020,S,505134.0,0,LIC,736844.28515625,3889.28767285661
4425.0,6,37,273300.0,6037273300.0,2733.0,Census Tract 2733,G5020,S,571893.0,0,LIC,834101.23046875,4135.51454460477
4426.0,6,73,2997.0,6073002904.0,29.04,Census Tract2 9.04,G5020,S,1802461.0,0,LIC,2556560.125,6969.77217968061
4427.0,6,83,809.0,6083000801.0,8.01,Census Tract 801,G5020,S,951098.0,0,LIC,1401319.671875,5345.24567546955
4428.0,6,83,2802.0,6083002802.0,47.02,Census Tract 28.02,G5020,S,5665977.0,14331,LIC,8415933.25390625,14735.9240154787
4429.0,6,83,2806.0,6083002806.0,28.06,Census Tract 28.06,G5020,S,2119702.0,3077,LIC,3144417.49609375,10481.0293926358
4430.0,6,81,600200.0,6081600200.0,6002.0,Census Tract 6002,G5020,S,1158757.0,0,LIC,1854323.6640625,7070.19346179517
4431.0,6,19,3701.0,6019003701.0,37.01,Census Tract 37.01,G5020,S,1121537.0,0,Both,1751121.87890625,5795.82008785475
4432.0,6,19,1324.0,6019001301.0,13.01,Census Tract 13.01,G5020,S,1959391.0,0,Both,3056434.25390625,8082.07287655729
4433.0,6,37,480803.0,6037480803.0,4808.03,Census Tract 4808.03,G5020,S,1091607.0,0,LIC,1595657.5703125,5260.82954562228
4434.0,6,37,503202.0,6037503202.0,5032.02,Census Tract 5032.02,G5020,S,1140901.0,0,LIC,1661817.390625,5864.95558467809
4435.0,6,19,2702.0,6019002702.0,66.02,Census Trat 27.02,G5020,S,1308451.0,0,Both,2041421.0625,6161.54157196552
4436.0,6,19,4701.0,6019004701.0,47.01,Census Tract 47.10,G5020,S,1869165.0,0,Both,2920763.34375,7176.05929360084
4437.0,6,7,2100.0,6007002100.0,21.0,Census Trcat 21,G5020,S,9227922.0,9678,LIC,15650860.4296875,27713.6979998706
4438.0,6,37,501300.0,6037501300.0,5013.0,Census Tract 5013,G5020,S,2006795.0,690,LIC,2927606.83984375,7874.06514558357
4439.0,6,37,501400.0,6037501400.0,5014.0,Census Tract 5014,G5020,S,1068199.0,0,Both,1557470.15625,5534.84650579635
4440.0,6,37,501503.0,6037501503.0,5015.03,Census Tract 5015.03,G5020,S,804801.0,0,LIC,1173538.984375,4616.34365298864
4441.0,6,37,501504.0,6037501504.0,5015.04,Census Tract 5015.04,G5020,S,745546.0,0,Both,1086953.6796875,4588.23200190131
4442.0,6,37,501802.0,6037501802.0,5018.02,Census Tract 5018.02,G5020,S,775421.0,0,LIC,1130211.3203125,5154.63852854266
4443.0,6,73,2502.0,6073002502.0,25.02,Census Tnract 25.02,G5020,S,1893336.0,0,Both,2682858.92578125,8224.90489115825
4444.0,6,7,2500.0,6007002500.0,74.0,Cjensus Tract 25,G5020,S,129322698.0,13088916,LIC,240109004.035156,68939.9735400232
4445.0,6,7,603.0,6007000603.0,6.03,Cefnsus Tract 6.03,G5020,S,1107966.0,0,LIC,1875964.609375,6218.62720527834
4446.0,6,7,3300.0,6007003300.0,33.0,Census Tract3 3,G5020,S,308476513.0,1494748,LIC,519631200.09375,162845.186076366
4447.0,6,7,1900.0,6007001900.0,19.0,lCensus Tract 19,G5020,S,8762619.0,3065,LIC,14862514.0078125,21914.5657227874
4448.0,6,75,31400.0,6075031400.0,314.0,Census Tract 314,G5020,S,770543.0,0,LIC,1233413.45703125,4956.99608152357
4449.0,6,75,32700.0,6075032700.0,327.0,Census Tract 327,G5020,S,844707.0,0,LIC,1353787.578125,4695.24736467095
4450.0,6,75,33000.0,6075033000.0,330.0,Census Tract 330,G5020,S,1503630.0,8871,LIC,2422622.25390625,6566.18130171351
