168.shape_area,731936.73828125,692286.4296875
486.shape_area,731936.73828125,1.37541964023438E7
1223.namelsad,Cenuss Tract 111.02,Census Tract 111.02
397.aland,2.80738745E8,919065
1500.namelsad,Census Tact 5,Census Tract 5
417.geoid,6.0371432E9,6065030503
2808.namelsad,Census yTract 10,Census Tract 10
119.tractce,201402.0,1800
68.namevalue,6020.04,513.0
242.namevalue,2014.02,38.01
558.namelsad,Census Tract 2013.01,Census Tract 4322
167.tractce,610800.0,221601
218.aland,421083.0,330594
3126.namevalue,70.0,12.0
3667.namelsad,Census Trat 77.01,Census Tract 77.01
277.namelsad,Census Tract 5530,Census Tract 9800.15
586.objectid,3.0,586
98.namevalue,2013.01,13.02
627.geoid,6.0371392E9,6073008506
3313.namelsad,Census Tract 3.201,Census Tract 32.01
379.shape_area,2290793.09765625,896890.640625
492.aland,6.10964651E8,3312527
434.shape_length,2938.53692242629,4157.16854072499
4426.tractce,2997,2904
2328.namelsad,Cgensus Tract 15,Census Tract 15
354.objectid,4.0,354
372.tractce,139302.0,294520
181.shape_area,625490.94921875,763781.23828125
119.aland,1.00900703E8,1916227
375.aland,1941232.0,1328443
45.shape_length,5706.54437597325,4392.58294600933
4714.namevalue,73.04,1.04
129.tractce,109002.0,3401
332.namevalue,5765.01,4810.01
2692.namevalue,74.0,6.0
300.objectid,6.0,300
108.namevalue,20.02,6107.0
620.tractce,143200.0,801
320.namevalue,2014.02,3107.01
1858.namelsad,Censujs Tract 12,Census Tract 12
57.tractce,1206.0,541001
88.objectid,7.0,88
1551.namevalue,122.00999999999999,35.01
458.namelsad,Census Tract 6014.02,Census Tract 402.03
3763.namelsad,Census Tract 112.02,Census Tract 121.02
3797.tractce,5237,5204
577.shape_area,782907.875,3.0540738578125E9
475.tractce,201402.0,504102
23.geoid,6.111003012E9,6111000303
312.shape_length,6101.62882049654,4925.08907781599
481.objectid,42.0,481
247.aland,338288.0,2020446981
223.geoid,6.0371432E9,6071010424
140.geoid,6.107003501E9,6107004500
96.shape_area,1415950.36328125,8.76004109341016E9
431.tractce,2602.0,234000
46.shape_length,7003.34503482317,4227.08291475661
399.geoid,6.037201301E9,6037218210
1864.namelsad,CensusTract 23.02,Census Tract 23.02
1839.namevalue,71.0,10.0
154.tractce,201401.0,1003
93.geoid,6.037201401E9,6107002601
2001.namelsad,ensus Tract 116,Census Tract 116
2943.tractce,1329,1300
169.shape_length,7211.37944676736,3272.2447573913
571.shape_area,1895740.9609375,5.72073488554688E7
102.tractce,139302.0,4300
130.objectid,24.0,130
444.shape_length,7916.89652075906,12086.018051754
3870.namevalue,85.0,3.0
435.objectid,7.0,435
2182.namelsad,Census ract 2.01,Census Tract 2.01
1825.tractce,3613,3601
299.objectid,12.0,299
222.shape_area,1266062.875,5240589.4921875
605.objectid,24.0,605
609.objectid,11.0,609
2045.namevalue,192.0,107.0
229.aland,2547795.0,97382827
4391.tractce,2982,2903
2981.namevalue,33.0,17.0
132.geoid,6.03718322E9,6071003403
2954.namevalue,87.0,22.0
145.tractce,11700.0,401
391.tractce,11602.0,532102
139.shape_length,11842.9225481281,27071.8305750891
227.shape_length,4482.88992040411,22740.2957368063
137.geoid,6.0371392E9,6107000502
3159.namelsad,Census Trat 4311,Census Tract 4311
88.shape_length,4882.74807317722,5686.5485105245
614.geoid,6.0014338E9,6037231500
608.shape_area,1415950.36328125,2635758.203125
307.objectid,24.0,307
40.shape_area,782907.875,705142.265625
347.aland,3369926.0,701768
154.shape_length,4720.0809947014,39622.9520945631
510.shape_length,6217.1008835227,3089.53480701587
130.shape_area,1911762.359375,3490463.1484375
1834.namelsad,Censu sTract 38.01,Census Tract 38.01
298.shape_area,791809.5078125,4073698.0078125
1419.namelsad,Censu Tract 49.02,Census Tract 49.02
408.namevalue,2014.02,5312.02
347.objectid,14.0,347
447.tractce,181600.0,44403
695.namelsad,Census Tract 190,Census Tract 109
436.objectid,222.0,436
2618.tractce,6566,6500
1662.tractce,126,101
264.geoid,6.0290002E9,6019007002
693.namelsad,Censu Tract 103,Census Tract 103
50.shape_length,5182.11921080899,5355.55527250079
2894.namelsad,Censusx Tract 45.04,Census Tract 45.04
46.shape_area,1828892.28515625,1049811.62109375
269.namevalue,1838.2,5.04
366.tractce,143200.0,213202
183.tractce,181600.0,212303
611.objectid,15.0,611
277.tractce,201401.0,980015
320.shape_area,782907.875,754962.0
523.objectid,41.0,523
4445.namelsad,Cefnsus Tract 6.03,Census Tract 6.03
455.shape_area,791809.5078125,4030062.0546875
366.objectid,14.0,366
536.geoid,6.037201402E9,6001436900
253.namelsad,Census Tract 38.03,Census Tract 5529
36.shape_length,3617.14066767908,4232.04579954424
245.tractce,139502.0,11100
3163.namelsad,Census ract 8,Census Tract 8
400.objectid,14.0,400
3270.namevalue,144.12,100.12
50.namevalue,3362.01,5308.02
461.shape_length,5170.05380973649,14244.0129262114
17.tractce,181600.0,183820
250.geoid,6.077005106E9,6023000200
100.objectid,23.0,100
314.aland,427707.0,404156377
240.objectid,23.0,240
4539.namelsad,Census ract 22,Census Tract 22
389.aland,1.4357178E7,389779749
89.namelsad,Census Tract 1432,Census Tract 29.01
289.shape_area,9890641.5625,7127223.29296875
3484.tractce,1403,1400
3124.namelsad,Censu sTract 109.01,Census Tract 109.01
423.tractce,181600.0,221210
215.tractce,11602.0,139303
161.tractce,143200.0,17050
4687.namevalue,59.010000000000005,16.01
52.shape_area,1828892.28515625,1459260.42578125
2509.namelsad,Census Tbract 74.03,Census Tract 74.03
471.tractce,143200.0,6201
55.tractce,11700.0,531301
238.objectid,7.0,238
2123.tractce,11652,11602
508.objectid,138.0,508
90.tractce,139302.0,13308
151.geoid,6.041109002E9,6107002100
604.objectid,58.0,604
21.shape_length,6256.07826386147,68216.5454355142
91.objectid,42.0,91
191.aland,1279500.0,12756213
2908.tractce,725,700
252.shape_area,1687319.19140625,471068.93359375
1508.tractce,8660,8600
344.shape_length,4670.29243054758,4285.29802277543
252.namevalue,1392.0,5730.02
3545.namelsad,Cesus Tract 115.02,Census Tract 115.02
559.shape_length,6256.07826386147,5831.46054782505
412.shape_length,7211.37944676736,2346.8950900324
524.geoid,6.037201301E9,6001433900
532.shape_length,3382.65553130786,7528.41082898981
2941.tractce,1240,1201
575.geoid,6.037980031E9,6029005802
178.objectid,3.0,178
572.shape_length,2938.53692242629,266232.784739098
167.shape_area,1415950.36328125,539984.98828125
97.tractce,143200.0,4101
593.geoid,6.0371432E9,6025011802
116.namevalue,5530.0,28.0
214.namelsad,Census Tract 1393.02,Census Tract 1836.20
4686.namelsad,Census Tratc 12,Census Tract 12
3093.namelsad,Census Tact 4040,Census Tract 4040
4472.namelsad,Census Trlact 401,Census Tract 401
85.shape_area,731936.73828125,2307992.30078125
345.shape_length,5170.05380973649,3839.04548436316
2686.namelsad,Census Trct 4,Census Tract 4
543.shape_length,4907.77012789812,6400.07374882062
3846.tractce,2301,2202
265.geoid,6.037201301E9,6019007003
562.namelsad,Census Tract 1835.10,Census Tract 4331.03
1527.namevalue,27.0,13.0
597.shape_area,2.22673421289063E7,6122868.25
486.namelsad,Census Tract 1392,Census Tract 72
453.tractce,1206.0,100600
129.objectid,11.0,129
443.geoid,6.1070025E9,6087121500
51.geoid,6.077003406E9,6037530901
597.shape_length,5182.11921080899,13680.156280499
216.namevalue,1395.02,1234.1
464.shape_area,2290793.09765625,2.08087687851563E7
551.tractce,139200.0,437900
89.shape_length,3784.33595472837,7802.94126104597
196.shape_length,3617.14066767908,4139.72869508835
316.geoid,6.037201301E9,6083002915
229.shape_area,1911762.359375,1.42616870792969E8
3894.namelsad,Census Tract t15.04,Census Tract 15.04
145.aland,1.82262605E8,13015965
258.shape_area,1266062.875,1.06168579179688E7
329.shape_length,5706.54437597325,5447.84537228517
262.geoid,6.03718322E9,6023010300
181.geoid,6.041109002E9,6037530902
4710.namevalue,59.019999999999996,4.02
277.objectid,38.0,277
2005.namelsad,Census Tract 14.0s2,Census Tract 14.02
240.tractce,201.0,406100
473.shape_area,625490.94921875,2960674.0
462.objectid,4.0,462
3869.namelsad,Census Trawct 3.04,Census Tract 3.04
605.tractce,139502.0,402703
277.shape_area,7001195.3359375,7849842.7265625
596.objectid,113.0,596
2915.namelsad,Ceknsus Tract 81,Census Tract 81
556.namelsad,Census Tract 1395.02,Census Tract 4402
370.geoid,6.073003103E9,6037119320
3437.tractce,10559,10501
468.tractce,139200.0,503306
260.aland,1264078.0,3081757
368.aland,2547795.0,619815
332.tractce,143200.0,481001
589.namelsad,Census Tract 5410.01,Census Tract 4024.03
286.aland,1279500.0,6572956
3825.namelsad,Census Tarct 15.02,Census Tract 15.02
424.objectid,11.0,424
4734.tractce,1327,1304
55.shape_length,5706.54437597325,5615.68999871988
285.namevalue,6020.02,14.02
1585.tractce,12327,12301
173.geoid,6.013336201E9,6013302007
1525.namevalue,89.0,8.0
188.objectid,9.0,188
71.geoid,6.0377002E9,6071000201
431.namelsad,Census Tract 1395.02,Census Tract 2340
341.shape_area,1533835.921875,1.20555876398828E9
2045.namelsad,CensusT ract 107,Census Tract 107
140.objectid,7.0,140
2585.namevalue,70.01,10.01
293.shape_area,2024724.8671875,653589.296875
3126.namelsad,ensus Tract 12,Census Tract 12
493.shape_length,3784.33595472837,10773.5072115716
588.objectid,144.0,588
435.shape_length,6256.07826386147,5446.49083915016
88.tractce,201402.0,2304
149.geoid,6.0371392E9,6107000201
429.geoid,6.03718352E9,6037232700
375.geoid,6.0371816E9,6037542200
48.tractce,201301.0,2002
3436.namevalue,182.01999999999998,111.02
605.shape_area,1911762.359375,1572961.99609375
170.namelsad,Census Tract 35.01,Census Tract 2392.01
623.shape_area,5.50723497617188E7,1758836.7578125
215.namelsad,Census Tract 5530,Census Tract 1393.03
383.aland,1279500.0,2229547
310.objectid,2.0,310
2290.namelsad,Census Tract 62.02,Census Tract 26.02
216.aland,1250035.0,488725
295.objectid,5.0,295
2983.namevalue,156.0,56.0
1856.namevalue,199.01999999999998,123.02
348.shape_length,7211.37944676736,7017.45537174133
343.namelsad,Census Trac t3,Census Tract 3
61.aland,323251.0,2900617
259.objectid,84.0,259
152.objectid,6.0,152
243.aland,2327921.0,783462
386.shape_area,731936.73828125,2740044.40625
345.namevalue,1392.0,1975.0
156.geoid,6.1070043E9,6071002402
406.geoid,6.03718322E9,6037219020
2187.namelsad,ensus Tract 6.03,Census Tract 6.03
4339.tractce,2140,2101
215.shape_length,5182.11921080899,3337.13990009687
3906.namevalue,62.019999999999996,23.02
610.tractce,139200.0,10400
596.namelsad,Census Tract 9404,Census Tract 2761
142.tractce,201301.0,1602
566.objectid,7.0,566
210.shape_length,3382.65553130786,6845.19016498952
147.shape_length,5706.54437597325,46352.8751307697
324.shape_area,910448.23828125,1991570.1796875
268.objectid,15.0,268
543.tractce,181600.0,3311
399.namevalue,1392.0,2182.1
184.tractce,201401.0,201200
4640.namelsad,Census Tratc 4.02,Census Tract 4.02
225.tractce,109002.0,12002
619.tractce,201301.0,807
2868.namevalue,71.0,2.0
477.shape_length,7211.37944676736,5841.0656734482
309.geoid,6.077005106E9,6073000400
113.namelsad,Census Tract 1395.02,Census Tract 2510
259.aland,866188.0,629137972
155.objectid,30.0,155
305.tractce,181600.0,21205
313.objectid,1.0,313
255.aland,7.231730478E9,630038
315.shape_length,11842.9225481281,166431.954577011
86.namelsad,Census Tract 38.01,Census Tract 118.01
216.shape_length,4907.77012789812,3506.37891523948
3281.tractce,103266,103200
348.objectid,11.0,348
3450.namevalue,132.0,105.0
123.aland,9995651.0,7240707
93.tractce,139502.0,2601
352.objectid,31.0,352
578.objectid,30.0,578
24.shape_length,6256.07826386147,12510.1304466361
110.aland,6.10964651E8,1099448
222.namelsad,Census Tract 3.03,Census Tract 112.06
106.shape_area,1192884.72265625,1.13730943203125E7
293.tractce,181600.0,20028
226.namevalue,2.01,121.03
136.namevalue,4425.0,30.02
619.shape_length,7211.37944676736,6294.1190650804
58.shape_area,1911762.359375,1998349.921875
212.aland,2327921.0,5219160
391.aland,1.00900703E8,1003770
227.geoid,6.013336201E9,6071009913
3516.tractce,603985,603900
69.tractce,530801.0,940400
455.aland,3369926.0,2676218
4213.namevalue,6062.0,6034.0
298.aland,2.80738745E8,2572636
172.tractce,303.0,980031
218.geoid,6.029003112E9,6037117510
121.objectid,30.0,121
502.objectid,3.0,502
3012.tractce,5985,5900
537.objectid,4.0,537
408.tractce,143200.0,531202
307.tractce,139200.0,404
369.namelsad,Census Tract 1432,Census Tract 9009
304.objectid,10.0,304
267.shape_area,4111521.1875,5013663.1484375
369.geoid,6.037139302E9,6037900900
3523.tractce,600141,600100
158.shape_area,2001540.3046875,3262279.00390625
1027.namelsad,Census Trcat 105,Census Tract 105
236.aland,839429.0,26807887
407.aland,421083.0,697727
433.geoid,6.03718361E9,6037540201
2993.tractce,4102,4101
553.namelsad,Census Tract 1836.10,Census Tract 4382.01
196.tractce,181600.0,219300
254.aland,2.39480449E8,624351
276.tractce,3012.0,533603
41.shape_area,731936.73828125,2912658.84375
381.aland,948156.0,196100
306.shape_length,6256.07826386147,6846.07615846973
36.tractce,3803.0,601502
3257.namelsad,Census Trac t18,Census Tract 18
1440.namevalue,173.0,113.0
123.tractce,2500.0,435104
3101.tractce,5476,5403
370.objectid,27.0,370
461.namelsad,Census Tract 302,Census Tract 404.02
3417.namevalue,98.0,30.0
137.shape_length,3382.65553130786,28400.5435557887
511.shape_length,5706.54437597325,7389.61657792212
161.namevalue,35.01,170.5
512.shape_length,3853.19170418149,12121.1622072053
104.shape_area,3122277.35546875,2.82355402972656E8
359.shape_area,791809.5078125,4541892.40625
417.shape_length,13306.9793857642,3613.48470245109
2446.tractce,3813,3800
363.namelsad,Census Tract 1836.10,Census Tract 427.23
495.aland,4365064.0,1431776
49.objectid,22.0,49
381.shape_length,7877.4605034406,2328.44393348855
249.shape_area,4289438.50390625,1.13848826433203E9
4735.namelsad,Census Tract 1401,Census Tract 14.01
247.tractce,201401.0,10102
199.namelsad,Census Tract 5530,Census Tract 4047.01
2521.namelsad,Cesnus Tract 15.01,Census Tract 15.01
502.geoid,6.037201301E9,6001423500
577.tractce,139302.0,6500
1855.namevalue,160.0,106.0
4364.namelsad,Censu Tract 24,Census Tract 24
451.namelsad,Census Tract 6020.02,Census Tract 1221
125.tractce,139502.0,31302
87.namelsad,Census Tract 1838.20,Census Tract 133.07
1997.namelsad,Censusu Tract 3,Census Tract 3
495.shape_length,7211.37944676736,5777.96626861616
246.tractce,139200.0,800
450.objectid,4.0,450
491.shape_area,5.50723497617188E7,3236009.0390625
3384.namelsad,Census ract 3,Census Tract 3
294.shape_length,3784.33595472837,10656.6270757379
316.aland,1250035.0,1326499
3938.namelsad,Census Tract2,Census Tract 2
612.objectid,12.0,612
157.objectid,1.0,157
467.shape_area,2024724.8671875,3683351.296875
1825.namelsad,Census Tract 3.01,Census Tract 36.01
470.aland,1264078.0,1947692
37.geoid,6.037201301E9,6037601600
224.geoid,6.03718322E9,6071009117
2917.tractce,11297,11203
539.shape_length,5170.05380973649,5771.92368256139
443.objectid,3.0,443
451.tractce,10300.0,122100
455.namevalue,5313.01,29.0
310.geoid,6.0290003E9,6073000600
237.shape_length,4907.77012789812,17444.8355037712
131.tractce,201402.0,2904
354.tractce,181600.0,187200
104.geoid,6.111003011E9,6107000900
17.shape_length,7211.37944676736,3864.88146512584
503.shape_length,3617.14066767908,3576.64047417768
3023.tractce,6005,6003
464.geoid,6.037201402E9,6033000400
2219.namelsad,Censjus Tract 53.02,Census Tract 53.02
3744.tractce,2949,2905
154.shape_area,2290793.09765625,5.35113631679688E7
4501.namevalue,93.02,31.02
189.geoid,6.077003803E9,6037406102
384.tractce,1200.0,30300
426.aland,2547795.0,1112949
395.shape_length,5182.11921080899,5561.89141713348
594.shape_length,5984.91604793565,12372.2017408407
102.shape_length,7211.37944676736,174743.757476655
338.shape_area,1911762.359375,6.99576781757813E7
253.shape_area,451313.2734375,1905978.85546875
177.shape_length,2938.53692242629,15426.2459082904
3482.namevalue,59.01,5.01
165.shape_area,615533.94140625,4895323.12890625
288.namelsad,Ctensus Tract 16.02,Census Tract 16.02
460.shape_area,451313.2734375,4459692.9296875
317.geoid,6.037201301E9,6083001704
375.namevalue,2014.01,5422.0
286.shape_length,5170.05380973649,15406.0721534657
141.namevalue,1835.1,6.0
486.shape_length,5984.91604793565,15662.5885750388
452.shape_area,4289438.50390625,2.05102893554688E7
2987.namelsad,Census Tarct 30,Census Tract 30
426.shape_length,2938.53692242629,5119.14082820529
301.aland,839429.0,3874853
147.objectid,6.0,147
353.namelsad,Census Tract 2013.01,Census Tract 1871.02
135.objectid,32.0,135
251.namelsad,Census Tracet 112,Census Tract 112
273.shape_length,5706.54437597325,11220.2628837651
4630.tractce,750,702
76.shape_area,4111521.1875,6.756167328125E7
429.tractce,201402.0,232700
479.namelsad,Census Tract 1831.01,Census Tract 151
528.namelsad,Census Tract 7.01,Census Tract 4359
3907.namelsad,Census Tract 4.401,Census Tract 44.01
234.aland,1.4357178E7,9928494
3028.namevalue,38.0,21.0
419.aland,801273.0,446134
407.shape_length,113296.394471338,4908.231406333
4062.tractce,943,901
360.tractce,183300.0,236400
1861.namevalue,103.03999999999999,16.04
333.shape_area,1192884.72265625,3.63811552773438E7
539.shape_area,4204443.0390625,1641858.30859375
357.shape_length,6256.07826386147,12248.1376104513
104.shape_length,12812.3431953214,93242.1178133124
4180.namelsad,Censs Tract 43.02,Census Tract 43.02
618.shape_area,5.50723497617188E7,3216819.47265625
258.aland,1941232.0,3861118
475.shape_length,5182.11921080899,6376.56279014165
428.namevalue,1393.02,2326.0
4573.tractce,602218,602200
87.tractce,303.0,13307
4136.namelsad,Census Tract4 7.01,Census Tract 47.01
629.shape_area,4.85178728257813E8,2772521.28515625
425.aland,3369926.0,628761
321.namelsad,Census Tract 2014.01,Census Tract 133
126.shape_length,7003.34503482317,223628.672790993
634.shape_area,2001540.3046875,2.02526130624609E9
4700.namelsad,Census Trract 17.01,Census Tract 17.01
599.shape_area,714900.203125,2153382.73828125
195.aland,1279500.0,579198
229.geoid,6.019005602E9,6071010420
2868.namelsad,Census Tract d2,Census Tract 2
3631.tractce,7810,7800
393.shape_area,1533835.921875,2.5687145296875E7
452.objectid,5.0,452
457.shape_length,5170.05380973649,7386.03338498747
334.tractce,250701.0,186401
226.shape_length,4720.0809947014,66860.2607297593
483.objectid,15.0,483
144.aland,1256563.0,148700041
176.aland,3.3781272E7,509989
305.aland,1941232.0,9931514
250.shape_area,1266062.875,6469427.17578125
293.aland,1.4357178E7,456993
111.geoid,6.013336201E9,6071000301
4435.namevalue,66.02,27.02
337.tractce,139200.0,1601
86.geoid,6.037602004E9,6073011801
245.aland,2842591.0,301387536
137.shape_area,2.22673421289063E7,2.51439403476563E7
201.shape_length,4670.29243054758,4850.9908351148
607.shape_area,4289438.50390625,2776265.7265625
123.namelsad,Census Tract 1838.20,Census Tract 4351.04
27.shape_length,6101.62882049654,5828.88785850912
580.namevalue,118.0,102.0
268.geoid,6.1070043E9,6019007202
1893.namevalue,94.04,3.04
368.objectid,4.0,368
4230.tractce,143,100
570.tractce,181600.0,6007
4252.namelsad,Cesnus Tract 2,Census Tract 2
534.shape_length,5170.05380973649,4782.37460491744
311.shape_length,3617.14066767908,23977.3610059032
440.geoid,6.03718322E9,6065031704
26.geoid,6.0371833E9,6037552700
111.namevalue,1836.1,3.01
3961.namelsad,Cenosus Tract 3,Census Tract 3
2987.tractce,3031,3000
374.aland,883751.0,337358244
3438.namelsad,Cenuss Tract 115,Census Tract 115
4542.namevalue,84.0,24.0
501.namevalue,141.01,44.01
3542.namelsad,Census Trcat 7.01,Census Tract 7.01
182.namevalue,451.2,2211.1
494.shape_area,1839324.02734375,1645815.109375
682.tractce,3562,3501
98.geoid,6.037601502E9,6107001302
324.shape_length,5170.05380973649,5886.17456335705
294.shape_area,910448.23828125,5231865.1484375
172.namelsad,Census Tract 1835.20,Census Tract 9800.31
3021.namelsad,Ceynsus Tract 35,Census Tract 35
32.namevalue,626.49,1302.02
124.shape_length,5706.54437597325,2545.17635814857
194.aland,338288.0,11572335
4280.namelsad,Census Tract9,Census Tract 9
722.namelsad,Census Tact 6,Census Tract 6
61.shape_length,3853.19170418149,12178.3967473915
2619.namevalue,128.0,77.0
3867.namelsad,Census Trac t6.01,Census Tract 6.01
4239.namevalue,6120.0,6032.0
2810.namelsad,Census Traqct 5.02,Census Tract 5.02
573.shape_length,8158.29963594004,245995.704721019
591.shape_length,5182.11921080899,6911.29637420054
443.shape_length,6101.62882049654,8503.74341398466
454.namelsad,Census Tract 3,Census Tract 4324
95.namevalue,1835.2,29.01
543.objectid,20.0,543
3210.namelsad,Census Tract 68.0o2,Census Tract 68.02
82.aland,378643.0,5221202
495.namevalue,5313.02,117.12
76.namevalue,1432.0,37.0
205.shape_area,451313.2734375,155292.9453125
639.namelsad,Census Tract 2.02,Census Tract 32.02
187.objectid,11.0,187
359.tractce,201402.0,1500
259.shape_length,2938.53692242629,218165.147627199
474.tractce,3700.0,6402
514.geoid,6.0371392E9,6001433400
465.shape_length,5706.54437597325,159174.934110862
3159.tractce,431120,431100
583.shape_length,3617.14066767908,302547.415443229
128.tractce,30200.0,303
298.shape_length,3784.33595472837,9502.74483916017
78.tractce,442500.0,3801
217.aland,555365.0,553982
117.objectid,3.0,117
4454.tractce,234,202
542.objectid,42.0,542
4280.namevalue,72.0,9.0
358.geoid,6.03718351E9,6031001100
3050.namevalue,174.0,122.0
72.shape_area,1266062.875,3.87243477300781E8
551.objectid,5.0,551
170.tractce,139200.0,239201
455.shape_length,5706.54437597325,7946.01321447452
632.geoid,6.0371392E9,6019006900
26.objectid,12.0,26
383.shape_length,5951.00416851176,7749.08710919387
4155.namevalue,82.03,28.03
163.shape_area,1687319.19140625,749250.63671875
275.shape_area,2836120.875,2038672.203125
3563.namelsad,Census rTact 100.09,Census Tract 100.09
404.namelsad,Census Tract 1816,Census Tract 2186
482.objectid,11.0,482
518.shape_length,5706.54437597325,9139.08941521595
616.shape_area,1911762.359375,1658056.61328125
155.shape_length,12812.3431953214,90172.0335428796
2335.tractce,4655,4601
235.shape_area,2024724.8671875,4.1780106005E9
303.shape_length,3617.14066767908,14780.1013964415
428.tractce,139200.0,232600
194.objectid,5.0,194
282.objectid,9.0,282
338.aland,1.4357178E7,45574882
102.shape_area,625490.94921875,9.3249268584375E8
3323.namevalue,170.0,94.0
90.shape_area,1839324.02734375,2273960.34375
432.namelsad,Census Tract 2013.01,Census Tract 2342
181.namelsad,Census Tract 1395.02,Census Tract 5309.02
414.shape_length,4907.77012789812,174547.806736129
123.geoid,6.03718531E9,6001435104
288.tractce,201401.0,1602
4538.namevalue,107.02000000000001,52.02
447.shape_area,2836120.875,1.53499400209375E9
516.shape_area,1137301.79296875,2294355.25390625
4351.namelsad,Cenqsus Tract 22.06,Census Tract 22.06
242.tractce,183300.0,3801
206.objectid,22.0,206
189.namelsad,Census Tract 26.01,Census Tract 4061.02
214.aland,948156.0,517470
2002.namevalue,37.0,13.0
292.objectid,8.0,292
50.objectid,10.0,50
255.geoid,6.03718322E9,6037242300
721.tractce,142,100
48.geoid,6.037139502E9,6107002002
2338.namelsad,Census ract 14,Census Tract 14
169.objectid,1.0,169
295.tractce,3900.0,1004
433.objectid,7.0,433
515.objectid,24.0,515
220.tractce,143200.0,294810
92.geoid,6.03718322E9,6073013312
2187.namevalue,42.03,6.03
512.shape_area,2.22673421289063E7,5080340.16796875
396.shape_length,5170.05380973649,4754.95385046311
4075.namelsad,Census Tmract 9.03,Census Tract 9.03
2166.namevalue,104.01,11.01
302.aland,3369926.0,5336457
201.geoid,6.107002901E9,6037206300
412.namevalue,1833.0,2094.01
236.shape_area,1266062.875,3.91479224960938E7
81.aland,1047548.0,493559853
271.shape_length,4670.29243054758,12037.7783385581
417.tractce,442500.0,30503
81.shape_length,6256.07826386147,184323.661759956
554.geoid,6.0371432E9,6001438400
2332.namevalue,96.0,13.0
476.namevalue,38.01,5033.15
1864.namevalue,49.019999999999996,23.02
118.shape_area,1839324.02734375,5104293.91015625
318.namevalue,4425.0,31.03
64.shape_area,4111521.1875,3790257.11328125
208.shape_length,5706.54437597325,139597.48617256
358.namevalue,1432.0,11.0
3524.namelsad,CensusTract 51,Census Tract 51
260.shape_length,5182.11921080899,11906.221487806
389.tractce,201401.0,40400
3181.namevalue,53.0,16.0
221.namevalue,1838.2,110.01
114.tractce,201301.0,5106
183.namevalue,35.01,2123.03
373.namelsad,Census Tract 1833,Census Tract 5732.02
263.objectid,2.0,263
502.tractce,139302.0,423500
504.tractce,183300.0,427600
2859.namevalue,120.0,28.0
454.tractce,3012.0,432400
2289.namelsad,Cesus Tract 25.01,Census Tract 25.01
196.geoid,6.0371833E9,6037219300
138.shape_area,1192884.72265625,2.03084972679688E8
2888.tractce,3982,3900
179.tractce,139302.0,403303
309.namelsad,Census ract 4,Census Tract 4
191.geoid,6.013336201E9,6037920312
527.shape_length,3853.19170418149,7461.92027715493
161.objectid,24.0,161
222.aland,338288.0,3568904
508.shape_length,6256.07826386147,5257.71310290496
128.shape_length,2938.53692242629,7214.55918544051
285.tractce,201401.0,1402
1159.tractce,940077,940000
619.shape_area,4.85178728257813E8,2104051.421875
274.namelsad,Census Tract 6020.03,Census Tract 54.08
183.shape_length,3617.14066767908,1923.23308653192
471.shape_length,5706.54437597325,6182.71003193617
256.geoid,6.037531E9,6037535503
1585.namelsad,Census Tract 123.0x1,Census Tract 123.01
397.objectid,31.0,397
565.namelsad,Census Tract 20.09,Census Tract 4079
420.shape_area,1687319.19140625,1418416.51953125
597.tractce,139502.0,402404
3797.namelsad,Census Tract 2.04,Census Tract 52.04
419.namevalue,4425.0,2198.0
600.geoid,6.0371392E9,6037402600
334.objectid,222.0,334
2143.namelsad,Cesnus Tract 108,Census Tract 108
584.shape_area,5.24538593773438E8,2.3002376328125E7
563.namelsad,Census Tract 2013.01,Census Tract 4077.01
572.objectid,533.0,572
307.namevalue,5309.01,4.04
480.shape_area,1192884.72265625,447789.390625
4319.tractce,138,102
3062.namevalue,4084.0,4026.0
438.tractce,139200.0,532800
2973.namelsad,Censsus Tract 52.01,Census Tract 52.01
501.tractce,183300.0,4401
416.namelsad,Census Tract 20.02,Census Tract 305.02
4437.namelsad,Census Trcat 21,Census Tract 21
53.shape_length,3853.19170418149,3628.37854715413
3065.namelsad,ensus Tract 4030,Census Tract 4030
2872.namelsad,Census Tract9 ,Census Tract 9
542.shape_area,615533.94140625,1872839.54296875
148.shape_area,731936.73828125,2.68362608933594E8
590.shape_length,3853.19170418149,6781.76036318033
239.shape_length,4907.77012789812,17105.7471444843
564.objectid,23.0,564
430.objectid,27.0,430
795.namevalue,76.0,9.0
430.shape_length,4907.77012789812,3209.28533717419
511.geoid,6.037531102E9,6001433000
18.shape_length,4907.77012789812,6417.9400170448
256.tractce,201301.0,535503
58.namevalue,30.12,20.08
410.namelsad,Census Tract 30.12,Census Tract 2673
505.namelsad,Census Tract 6014.02,Census Tract 632.01
3000.tractce,4160,4102
364.shape_length,7211.37944676736,8525.38791881793
1863.tractce,3476,3400
257.tractce,143200.0,534201
565.geoid,6.037183101E9,6037407900
488.geoid,6.037139502E9,6077001600
212.objectid,11.0,212
3370.namelsad,Census Trfact 31.01,Census Tract 31.01
573.geoid,6.0014425E9,6029005203
1889.namevalue,92.0,3.0
160.shape_area,2024724.8671875,1364334.96484375
3020.namelsad,Census Trcat 34,Census Tract 34
681.tractce,3483,3404
3058.namelsad,Censnus Tract 8,Census Tract 8
387.tractce,139502.0,40200
396.shape_area,1533835.921875,1311117.27734375
74.shape_length,5170.05380973649,22549.2275336247
3507.namevalue,89.0,47.0
378.objectid,24.0,378
