OBJECTID,SLRU_ID,ADMIN_ST,ADM_OFC_CD,ADM_UNIT_CD,SLRU_NR,ADMIN_FO_NM,SLRU_EVAL,SLRU_ORIG_DT,SLRU_MOD_DT,SL_OVRL_RT,SL_OVRL_TX,SLRU_NRTV,GlobalID,created_date,last_edited_date,SHAPE_Length,SHAPE_Area
1188,SLCOF04000009,CO,F04000,COF04000,009,La Jara,"CBrandt,GLong,JMcGrew",2009/11/13 00:00:00+00,,High,Local community may be concerned if changes to the visual quality of the area affect tourist volume.,,{8A712015-8DF9-4F7B-A061-43314EAE7177},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,16006.9459943375,1819416.59258083
1189,SLCOF04000023,CO,F04000,COF04000,023,La Jara,J McGrew,2010/03/02 00:00:00+00,,High,"National Scenic and Historic Trails ""Draft"" Guidelines, Feb. 1, 2010: ""Trails and trail landscapes, as congessionally designated ...shall have a high sensitivity rating out 15 miles unless there is a*",,{EDF3D0D4-9B08-40CA-9630-FDFE854099D1},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,242425.41467795,412248218.557562
1190,SLCOF04000011,CO,F04000,COF04000,011,La Jara,"CBrandt,GLong,JMcGrew,DLopez,LMontoya",2009/11/12 00:00:00+00,,High,Wilderness Study Area encompasses a large part of the Piñon Hills complex. ACEC covers the northern two-thirds of the San Luis Hills.,,{70C6C628-BE26-4705-B739-9DCDABDC47A1},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,93674.6658878104,35994987.7083544
1191,SLCOF04000029,CO,F04000,COF04000,029,La Jara,JMcGrew,2010/03/09 00:00:00+00,,High,A historic and scenic railroad corridor that may provide an important economic and tourist base. Any changes to scenic quality in this corridor may impact the visitor experience.,,{31120525-4C62-4E67-9917-D52CDF7C0E46},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,198270.799973366,461303428.659336
1192,SLCOF04000007,CO,F04000,COF04000,007,La Jara,"CBrandt,GLong,JMcGrew",2009/11/17 00:00:00+00,,Moderate,None.,,{7E2ADE11-F9E7-409F-8AE1-14BF0A7C975E},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,45610.5558861468,14919020.0340191
1193,SLCOF04000015,CO,F04000,COF04000,015,La Jara,"CBrandt,GLong,JMcGrew,DLopez,LMontoya",2009/11/12 00:00:00+00,,Moderate,A natural-appearing landscape that is a large part of the San Luis Hills ACEC. Also contains a WSA and is adjacent to the Rio Grande River Corridor ACEC.,,{D76FBD29-ADD1-40AB-8F36-8ED651461872},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,62121.8078820223,14524033.5202087
1194,SLCOF04000006,CO,F04000,COF04000,006,La Jara,"CBrandt,KSchwarzler",2009/09/29 00:00:00+00,,Low,None.,,{E00C4256-2253-4F52-A406-5F104D9FAC26},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,70746.7891281693,20863418.4500745
1195,SLCOF04000026,CO,F04000,COF04000,026,La Jara,"GLong,JMcGrew",2010/03/02 00:00:00+00,,High,"Delineated by the Field Office as an ACEC and Wilderness Study Area, and analyzed as one sensitivity level rating unit.",,{C422205D-65AB-40F9-B83C-F460AE265106},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,119723.065216491,103383440.842895
1196,SLCOF04000024,CO,F04000,COF04000,024,La Jara,JMcGrew,2010/03/02 00:00:00+00,,High,"This area is within the viewshed of the Rio Grande River, which is an ACEC and Natural Area.",,{9A94569A-1E72-4573-98F9-57EBEE5318DA},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,200109.316860639,181100571.031356
1197,SLCOF04000025,CO,F04000,COF04000,025,La Jara,JMcGrew,2010/03/02 00:00:00+00,,High,Area that is within the viewshed of the Los Caminos Antiguous Scenic Byway.,,{9BDE0545-4997-45F7-9014-DD39CA93CBBF},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,433812.86704649,1249117159.56372
1198,SLCOF04000022,CO,F04000,COF04000,022,La Jara,"CBrandt,GLong,JMcGrew",2009/11/12 00:00:00+00,,High,The WSA portion of the San Luis Hills rating unit.,,{4B82D528-D4BB-4EFC-97C8-88C08F83C6DF},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,36571.1302448068,44065383.7606177
1199,SLCOF04000004,CO,F04000,COF04000,004,La Jara,"CBrandt,GLong,JMcGrew",2009/11/17 00:00:00+00,,High,"Travel corridor to National Forest, ACEC; significant wildlife interests.",,{F298B90A-704B-4521-9E0F-82DFB16B00C3},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,153942.044300297,76516394.1124759
1200,SLCOF04000005,CO,F04000,COF04000,005,La Jara,"CBrandt,GLong,JMcGrew",2009/11/17 00:00:00+00,,High,"A narrow, high-quality scenic and wildlife corridor. A focal point for Colorado wildlife interests.",,{FF10AB38-23A8-4787-8DA9-0933181A9943},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,47244.572200142,23699326.4937928
1201,SLCOF04000028,CO,F04000,COF04000,028,La Jara,JMcGrew,2010/03/02 00:00:00+00,,High,An ACEC with wildlife-viewing opportunities.,,{7A7AD3E0-09EC-4C02-8811-235089AD89B0},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,73431.7804941756,126638045.05844
1202,SLCOF04000013,CO,F04000,COF04000,013,La Jara,"CBrandt,GLong,JMcGrew",2009/11/12 00:00:00+00,,High,A low to modest recreational attraction and a focal point for public interest. Managed as an ACEC river corridor and Natural Area.,,{848CDD7D-7DFE-4843-8AD4-F93F294CEC21},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,2030.06802487843,23096.098797742
1203,SLCOF04000019,CO,F04000,COF04000,019,La Jara,"CBrandt,GLong,JMcGrew",2009/11/13 00:00:00+00,,Low,Human development is scattered throughout the valley. Development pattern and materials used indicate that preservation of scenic quality within the valley is lower priority than in areas surrounding*,,{2D4FA8D6-5A81-4AA3-AD61-728D6011D681},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,218946.731721674,571132964.449813
1204,SLCOF04000008,CO,F04000,COF04000,008,La Jara,"CBrandt,GLong,JMcGrew,DLopez,LMontoya",2009/11/12 00:00:00+00,,Moderate,Part of the Greater San Luis Valley. Visually distinct.,,{0A9AC987-4D2F-41F4-8EB6-3D1100E399FF},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,23133.3895131773,10805908.7792481
1205,SLCOF04000030,CO,F04000,COF04000,030,La Jara,JMcGrew,2010/03/09 00:00:00+00,,High,A major travel corridor into the Rio Grande National Forest and recreation areas.,,{21DF0FDE-F204-4309-B892-A884E6132596},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,271113.622039578,136348081.63553
1206,SLCOF04000003,CO,F04000,COF04000,003,La Jara,"CBrandt,GLong,JMcGrew",2009/11/17 00:00:00+00,,Moderate,Travel corridor to National Forest. Mixed public and private land with private landowners intermingled with the public lands.,,{9B7D0BEC-10EB-46D2-9853-82BDD5958424},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,2212.00113395098,96910.937445792
1207,SLCOF04000002,CO,F04000,COF04000,002,La Jara,"CBrandt,GLong,JMcGrew",2009/11/17 00:00:00+00,,Low,The area has no special attractions or features. An area of low scenic value.,,{B2A27C19-93A1-43A4-91CB-1A8FDCAA6A26},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,43003.3807501237,14585016.1904767
1208,SLCOF04000001,CO,F04000,COF04000,001,La Jara,"CBrandt,GLong,JMcGrew",2009/11/17 00:00:00+00,,Moderate,Travel corridor to public lands and adjacent National Forest. Focal point of local recreation and wildlife interest.,,{4E212816-22C7-4CF3-80AF-C27485C286F2},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,82599.9475487985,19722029.2584439
1209,SLCOF04000016,CO,F04000,COF04000,016,La Jara,"CBrandt,KSchwarzler,LMontoya",2009/09/30 00:00:00+00,,Moderate,None.,,{3A18420D-98F7-4EFA-843F-A0489502A4D7},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,6773.43036094616,2698915.53401558
1210,SLCOF04000017,CO,F04000,COF04000,017,La Jara,"CBrandt,GLong,JMcGrew",2009/11/13 00:00:00+00,,High,"Wetlands in the arid west are rare; any change to scenic quality may raise a red flag that there may be a change or impact to the ecology.",,{F68C88B4-99D3-4389-8107-AA9D684C638C},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,24263.8332546584,20851448.4110828
1211,SLCOF04000020,CO,F04000,COF04000,020,La Jara,"GLong,JMcGrew",2009/11/13 00:00:00+00,,Moderate,A more natural-appearing area than the Greater San Luis Valley through which the Los Caminos Antiguos Scenic Byway passes. Visitors travel this route from Alamosa to access the Great Sand Dunes Natio*,,{3375948E-5932-45AB-BEB8-74CFC9ED435D},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,35901.6217234684,14846416.204959
1212,SLCOF04000018,CO,F04000,COF04000,018,La Jara,"CBrandt,GLong,JMcGrew",2009/11/13 00:00:00+00,,High,At the base of Blanca Peak and within viewshed. Part of the Sangre de Cristo National Heritage Area.,,{93BD748F-C0E1-47CF-91B3-044FCEB77FE7},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,1617.52155060909,163396.487650255
1213,SLCOF04000031,CO,F04000,COF04000,031,La Jara,JMcGrew,2010/03/09 00:00:00+00,,High,One of the most heavily used recreation areas in the San Luis Valley next to Penitente Canyon.,,{D2C2FB3E-7236-42C1-B04E-8D466737508F},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,24217.655903262,12357908.8833857
1214,SLCOF04000027,CO,F04000,COF04000,027,La Jara,JMcGrew,2010/03/02 00:00:00+00,,High,A viewshed analysis was run from the Great Sand Dunes NP boundary up to 5 miles (foreground/middleground). Ideally this boundary would be defined by observation points within the park provided by NP *,,{9B6EE77C-667E-475D-A15C-A86232665447},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,160224.714981761,433414944.193696
1215,SLCOS01000030,CO,S01000,COS01000,030,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/25 00:00:00+00,,Low,Isolation and a preponderance of private land make this area Low.,"The unit includes the area around Chromo east of the reservation and south of Forest Service lands. The area includes a mix of public and private lands with small, scattered BLM parcels as well as three larger tracts of BLM land.",{3E3CE0B4-0A88-4A38-B1A3-15B0F2C76851},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,64282.2074479506,135279761.919745
1216,SLCOS01000028,CO,S01000,COS01000,028,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/25 00:00:00+00,,Moderate,Rated as moderate primarily because this area is a state park.,"The unit includes the area around the reservoir from 0.3 mile to approximately 1.5 miles from shoreline. No BLM land falls within this unit; north and east is recreation with private to the west. The lake is a State Park.",{7CFAF438-3555-4302-99E0-A8A5FD545902},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,73215.7995664889,37768435.1116863
1217,SLCOS01000032,CO,S01000,COS01000,032,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/10 00:00:00+00,,High,The community has a stated interest in protecting and preserving scenic quality through a plan and other actions.,The unit is primarily within the viewshed of the community and two main travel routes out to about 5 miles. BLM parcels are scattered within the unit.,{52DD62DC-C3FD-433A-B2D1-CD29C9EDEB4D},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,246669.6291226,365292304.835782
1218,SLCOS01000022,CO,S01000,COS01000,022,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/10 00:00:00+00,,High,The area is sensitive to changes on the small BLM tracts because of the overriding wild nature of the area and proximity to Durango and tourism.,BLM tracts interspersed among Bodo State Wildlife Area with large-lot residential along the west.,{79315B7E-A440-42BD-87DE-91E25AF73290},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,33826.3484319669,49192000.6555884
1219,SLCOS01000025,CO,S01000,COS01000,025,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/12 00:00:00+00,,Moderate,"Overall, scenic values are less sensitive than other land characteristics such as lot size.","The unit is located east of Durango and includes some scattered BLM lands, mostly around the periphery.",{6B301B11-FD01-4C35-B7A7-9D5B2374221F},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,65586.1973352249,199293193.013513
1220,SLCOS01000021,CO,S01000,COS01000,021,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/10 00:00:00+00,,Low,"Localized public and being outside of the tourism draw for this area of the region makes the rating Low,.","Primarily private lands south of Highway 160; scattered, isolated tracts of BLM land throughout. The west side of the unit has larger BLM land tracts.",{51CA6DDB-76C0-468E-B380-3343B879879A},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,185788.686882758,617263795.322198
1221,SLCOS01000026,CO,S01000,COS01000,026,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/11 00:00:00+00,,High,Stated goals of community include protecting the scenic quality and rural character of the area.,The unit is located mostly to the north and west of Bayfield within the Planning District.,{490C9E94-8A7B-4A44-A585-AB63A09E5F0D},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,64389.6076595444,158767742.283159
1222,SLCOS01000023,CO,S01000,COS01000,023,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/10 00:00:00+00,,High,"The area influences and is influenced by sensitivities of the town viewshed, Scenic Byway; Animas Mountain is a prominent feature associated with town.",The unit includes a prominent landscape feature and adjacent state wildlife area on the west northwest side of Durango.,{DB1DF4A8-CC60-4B80-80FC-656137CB9D05},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,64783.9670491548,97698420.2147612
1223,SLCOS01000020,CO,S01000,COS01000,020,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/12 00:00:00+00,,High,"The wild character of the area, proximity to a National Park and viewsheds from park and Byway, combined with high local and regional interest, make this unit highly sensitive.","The unit falls to the east of Mesa Verde and is bounded by the park, Scenic Byway, Indian lands, and the county boundary.",{FADA0F99-226B-46AD-A1B1-ABA9C16032EA},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,58198.8126836721,96782860.0292936
1224,SLCOS01000018,CO,S01000,COS01000,018,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/10 00:00:00+00,,High,"Proximity to a National Park and viewsheds from the park, the Scenic Byway, and Cortez",BLM lands along the north rim of the National Park and the area between the park and Cortez.,{AC9B530C-CC3A-44F4-8560-8C5D6ED18E4F},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,55525.5415449034,89182659.9931433
1225,SLCOS01000017,CO,S01000,COS01000,017,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/13 00:00:00+00,,Moderate,"The wild nature of the area contributes to the visitor experience; business would be negatively impacted by changes to visual qualities.",The unit is defined and contained by the trail system. Separated from adjacent BLM land because of the specialized use and interest associated with the mountain bike trails.,{00601B9D-7F9E-44DA-8F14-1E4ADA1E5D68},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,15239.6100623204,9340706.94510028
1226,SLCOS01000024,CO,S01000,COS01000,024,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/12 00:00:00+00,,High,"The area land use plan specifically calls out the importance of the viewshed, in addition to the other factors.",Narrow mountain valley with BLM tracts generally on the south side of the unit. The unit also includes Bureau of Reclamation land associated with the reservoir.,{84A708ED-F96D-401D-B3EB-AC9A6D3514A1},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,163704.360463557,156313768.986892
1227,SLCOS01000019,CO,S01000,COS01000,019,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/10 00:00:00+00,,High,"Nationally significant Byway passing through diverse canyons, valleys and forested lands with scenic overlooks and ghost towns.",This linear unit includes a viewshed out to five miles alongside the roadway. The southern leg of the Scenic Byway from Cortez to Durango.,{8DC221C4-307B-4722-8726-85E5DE9C84FC},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,337060.060142929,421727315.274958
1228,SLCOS01000015,CO,S01000,COS01000,015,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/10 00:00:00+00,,Moderate,"The unit is part of a larger area with scenic attractions, but not a destination.",The unit is bounded by Scenic Byway and public lands. Mostly private bisected by Old Spanish Trail and power line corridor/old rail line.,{FE95FB46-A3B1-4951-BD59-FC35D07BA1BF},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,120137.152753529,135189210.918201
1229,SLCOS01000016,CO,S01000,COS01000,016,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/14 00:00:00+00,,High,"Proximity to National Monument, National Park, and local interest in preserving the way of life.",The area around the city of Cortez.,{48ABB483-7DA6-4797-8CCF-B12838C84115},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,76793.8741810486,193508768.180943
1230,SLCOS01000014,CO,S01000,COS01000,014,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/14 00:00:00+00,,High,The combination of all factors makes this area sensitive to changes in scenic quality.,Linear area around Dolores town extent between the McPhee Reservoir and Forest Service lands to the east.,{C182B982-C6F0-4119-B4D8-70D693ED22BB},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,83561.298181938,35601674.5717046
1231,SLCOS01000011,CO,S01000,COS01000,011,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/10 00:00:00+00,,High,"The vsual landscape relates closely to the sense of the past; generally changes to the landscape would negatively impact all other factors.",The unit includes the Monument and area adjacent towards Cortez to the east.,{03887B35-00B4-48B8-8EA8-3F9573EBEC4B},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,233588.370352746,1013186883.46456
1232,SLCOS01000012,CO,S01000,COS01000,012,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/10 00:00:00+00,,High,The surrounding sensitivities and Byway designation make this highly sensitive to potential changes.,A linear unit corresponding to the viewshed of the Scenic Byway out to approximately 5 miles. The Byway passes Cortez and Dolores and runs through the monument and other archaeologically rich canyonlands.,{D1D7464C-82AE-4B6E-94D2-4B9D04EE9E85},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,227068.081403738,474886017.158084
1233,SLCOS01000013,CO,S01000,COS01000,013,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/14 00:00:00+00,,High,High sensitivity reflects the recreational and quality of life factors identified for the area.,The unit includes the reservoir and the river from the dam to Bradfield Bridge as well as those lands alongside the McPhee Reservoir and the Dolores River.,{DFA58561-A75F-4555-ABF4-C10C06E5F3CF},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,66773.6766904092,10066220.2925343
1234,SLCOS01000034,CO,S01000,COS01000,034,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/10 00:00:00+00,,High,All factors combine for high sensitivity,The unit is defined by BLM lands and encompasses all BLM land in this area.,{4E89DFF6-BBE2-402E-A127-DEF3E12286CD},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,103940.185229354,272668043.158736
1235,SLCOS01000009,CO,S01000,COS01000,009,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/14 00:00:00+00,,Moderate,Proximity to the Dolores River and stated objectives of community groups make this unit moderately sensitive.,The area adjacent to Dolores River Canyon consisting of steep inclines to level plateau.,{EFEA64E1-1E79-4E70-938F-AEB1E9B8694D},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,99299.1106376258,107318360.784271
1236,SLCOS01000007,CO,S01000,COS01000,007,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/15 00:00:00+00,,Moderate,Conservation easements and preservation efforts related to area heritage and open space.,The unit wraps around McKenna Peak.,{2908529C-5443-4376-8ACB-24756C72BFFE},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,166390.657651507,395235532.11431
1237,SLCOS01000008,CO,S01000,COS01000,008,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/15 00:00:00+00,,High,The combination of varied public lands and various interested publics make this highly sensitive.,"The unit includes the Spring Creek Herd Management Area, McKenna Peak Wilderness Study Area, state lands, and some private tracts.",{0F43F839-0166-4B68-ABC3-87ADF592921B},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,131750.765772583,373400116.83858
1238,SLCOS01000010,CO,S01000,COS01000,010,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/14 00:00:00+00,,Low,Almost exclusively local residential and agricultural interest and lack of public lands.,Montezuma Valley is bisected by a road. Small BLM tracts are interspersed throughout the area.,{22934E61-9426-49C8-B039-DD0ACE2815F0},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,202529.307178072,668304225.266751
1239,SLCOS01000002,CO,S01000,COS01000,002,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/14 00:00:00+00,,Moderate,Proximity to other sensitive areas raises sensitivity,BLM lands along both sides of the Dolores River from Joe Davis Hill to the Dolores River Canyon Wilderness Study Area.,{CAA9EC63-79A5-4CDA-9F69-83072C64AEDE},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,269826.894862811,498602845.70715
1240,SLCOS01000004,CO,S01000,COS01000,004,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/14 00:00:00+00,,Moderate,The combination of all factors results in medium sensitivity.,The unit includes the valley area around  Disappointment Creek from the Dolores River to the Spring Creek Herd Management Area.,{71D62A5A-6CEC-47CC-904B-92C93E1AA085},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,104869.527546634,194674751.707659
1241,SLCOS01000003,CO,S01000,COS01000,003,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/15 00:00:00+00,,High,Proposed Wild and Scenic River designation.,The Dolores River corridor from Bradfield Bridge north to Dolores River Canyon Wilderness Study Area.  River receives high visitor use for 1-2 months whenever it flows which is about every 3-4 years.,{FCC362FE-DB53-41D6-A01E-49864BC03AAB},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,222671.191557715,155161423.306972
1242,SLCOS01000005,CO,S01000,COS01000,005,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/13 00:00:00+00,,Moderate,The combination of all factors results in medium sensitivity.,The unit encompasses the valley around Big Gypsum Creek.,{1F263E6D-380C-41DF-977E-5174ED926E24},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,107720.841183748,149896742.414514
1243,SLCOS01000006,CO,S01000,COS01000,006,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/14 00:00:00+00,,Low,The combination of all factors results in low sensitivity.,High valley/basin along the northern border of the Field Office.,{E7CE381B-7768-4E43-A7A7-2E3179AF637E},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,191509.884677361,429645213.425055
1244,SLCOS01000001,CO,S01000,COS01000,001,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/13 00:00:00+00,,High,The wilderness nature of the area makes this high sensitivity.,The unit is that portion of the Wilderness Study Area that falls within this Field Office.,{279A6698-0320-46E2-A2D4-DD5E6741B412},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,119089.583318831,167023479.89935
1245,SLCOS01000031,CO,S01000,COS01000,031,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/25 00:00:00+00,,Low,Isolated private lands translate to low sensitivity.,Private agricultural,{0A9FD40D-5FE3-412D-93F6-7FA66837BCFE},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,351170.309572285,540044201.008957
1246,SLCOS01000033,CO,S01000,COS01000,033,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/25 00:00:00+00,,Moderate,Stated county objectives are to preserve the viewscape and rural character.,Private land surrounded by National Forest,{9796B8F7-86DE-49E9-AE72-60B06DD13230},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,162426.246061236,124352466.317432
1247,SLCOS01000027,CO,S01000,COS01000,027,TRES RIOS FIELD OFFICE,"KSchwarzler, ESabeff",2013/04/25 00:00:00+00,,Low,Overall sensitivities are low.,BLM subsurface with a mix of private and public lands,{DACD5E87-FDCE-4C0E-A502-F571E6E14D44},2017/10/02 17:44:12+00,2017/10/02 17:44:12+00,549860.04772025,571020283.490935
1248,SLCOG01200010,CO,G01200,COG01200,010,Grand Junction Field Office,"DBen-Horin, GBaker, RWalker",2020/12/02 00:00:00+00,2020/12/02 00:00:00+00,Moderate,"The area is remote from other parts of the NCA and receives low usage. Sensitivity is moderate, primarily because the unit is used to access Wilderness.",Sieber Canyon,{D30917DA-C117-41D3-A369-D6AC494C2970},2021/03/02 17:52:59+00,2021/03/02 17:52:59+00,44325.3345915556,20337312.4567227
1249,SLCON03000003,CO,N03000,COG01000,003,Grand Junction Field Office,Otak,2009/09/01 00:00:00+00,,Moderate,Unknown,,{854C10AC-5D1B-4FCC-8FB5-EC8B181DD136},2021/03/02 15:47:42+00,2021/03/02 18:28:53+00,10510.0143394511,2971783.59839198
1250,SLCOG01200011,CO,G01200,COG01200,011,Grand Junction Field Office,"DBen-Horin, GBaker, RWalker",2020/12/02 00:00:00+00,2020/12/02 00:00:00+00,Moderate,The landscape is known of the many communication towers on Black Ridge. Hunters and Wilderness visitors contribute to moderate sensitivity.,Black Ridge,{EFF4AA35-BFB8-4766-A18A-90B5E74AD459},2021/03/02 17:52:59+00,2021/03/02 17:52:59+00,58783.7409734392,28197077.1582625
1251,SLCOG01200004,CO,G01200,COG01200,004,Grand Junction Field Office,"DBen-Horin, GBaker, RWalker",2020/12/02 00:00:00+00,2020/12/02 00:00:00+00,Moderate,The cultural resources (rock art) and non-mechanized nature of the unit indicates moderate sensitivity.,McDonald Wash-Wildhorse Mesa Non Mechanized Area,{460A2694-953A-435F-959E-9D2E813292D9},2021/03/02 17:52:59+00,2021/03/02 17:52:59+00,11482.4746942815,6984183.86005037
1252,SLCOG01200005,CO,G01200,COG01200,005,Grand Junction Field Office,"DBen-Horin, GBaker, RWalker",2020/12/02 00:00:00+00,2020/12/02 00:00:00+00,Moderate,"Low use and the presence of only a few roads and hiking trails, contributes to a moderate sensitivity rating.",Rabbit's Ear,{D1CDECDD-0C88-4616-81A8-EBDF639C28C0},2021/03/02 17:52:59+00,2021/03/02 17:52:59+00,23823.5808296843,17634394.5415478
1253,SLCOG01200009,CO,G01200,COG01200,009,Grand Junction Field Office,"DBen-Horin, GBaker, RWalker",2020/12/02 00:00:00+00,2020/12/02 00:00:00+00,High,"The high level of use from local and national visitors, visibility from Fruita, and scenic quality make this unit highly sensitive to changes in the landscape.",Fruita Frontcountry,{B002555D-9E99-4FB0-B6C6-7B611DFA034C},2021/03/02 17:52:59+00,2021/03/02 18:27:59+00,24970.6822342993,21394838.4308588
1254,SLCON03000004,CO,N03000,COG01000,004,Grand Junction Field Office,Otak,2009/09/01 00:00:00+00,,None,Unknown,,{EDC5D892-7317-47BF-9911-092970318C7F},2021/03/02 15:48:35+00,2021/03/02 15:48:35+00,29230.8612044559,29936377.5930829
1255,SLCOG01200007,CO,G01200,COG01200,007,Grand Junction Field Office,"DBen-Horin, GBaker, RWalker",2020/12/02 00:00:00+00,2020/12/02 00:00:00+00,High,The high amount of use and scenic quality of the river and canyon walls warrants a high sensitivity rating.,Colorado River Corridor,{E801FFD1-377A-4C5D-BC4F-13C8FA6112AB},2021/03/02 17:52:59+00,2021/03/02 18:06:12+00,69277.404596506,14430434.7653311
1256,SLCON03000004,CO,N03000,COG01000,004,Grand Junction Field Office,Otak,2009/09/01 00:00:00+00,,None,Unknown,,{50B7F018-5EB1-4F90-BB83-8FE88A8E1968},2021/03/02 15:50:21+00,2021/03/02 18:29:09+00,20085.8654832411,5210742.68057038
