X,Y,OBJECTID,EvaluationID,PlotID,SiteName,VisitType,SamplingApproach,PlotLayout,CowardinAttribute,HGMClass,WetlandType,EcotypeAlaska,AdminState,StateCode,SpeciesState,WetlandIndicatorRegion,FieldEvalDate,LatitudeWGS84,LongitudeWGS84,Elevation_m,ProtocolVersion,SppInv_Richness_Cnt,SppInv_CValue_Avg,SppInv_Native_Pct,SppInv_Nonnative_Pct,SppInv_Noxious_Cnt,SppInv_Hydrophyte_Pct,SppInv_HydroFAC_Pct,SppInv_Forb_Pct,SppInv_Graminoid_Pct,SppInv_Shrub_Pct,SppInv_Tree_Pct,SppInv_Annual_Pct,SppInv_Perennial_Pct,NumSpp_PreferredForb,Spp_PreferredForb,TotalFoliarCover,AH_BasalCover,AH_NativeCover,AH_NonnativeCover,AH_NoxiousCover,AH_HydrophyteCover,AH_HydroFACCover,AH_ForbCover,AH_GraminoidCover,AH_ShrubCover,AH_TreeCover,AH_AnnualCover,AH_PerennialCover,AH_AnnualGraminoidCover,AH_PreferredForbCover,AH_TotalLitterThatchCover,AH_MossCover,AH_AlgaeCover,AH_LichenCover,AH_RockCover,AH_SaltCrustCover,AH_WaterCover,FH_TotalLitterThatchCover,FH_MossCover,FH_AlgaeCover,FH_LichenCover,FH_RockCover,FH_SaltCrustCover,FH_WaterCover,BareSoilCover,BareOrganicMaterialCover,Hgt_Herbaceous_Avg,Hgt_Herbaceous_Cnt,Hgt_Woody_Avg,Hgt_Woody_Cnt,Hgt_Water_Avg,Hgt_Water_Cnt,Hgt_AllLitterThatch_Avg,Hgt_AllLitterThatch_Cnt,Hgt_HerbLitter_Avg,Hgt_HerbLitter_Cnt,Hgt_WoodyLitter_Avg,Hgt_WoodyLitter_Cnt,Hgt_DecidLitter_Avg,Hgt_DecidLitter_Cnt,WS_HgtClass1_PctQdrts,WS_HgtClass2_PctQdrts,WS_HgtClass3_PctQdrts,WS_HgtClass4_PctQdrts,WS_HgtClass5_PctQdrts,WS_HgtClass6_PctQdrts,WS_WoodySpp_PctQdrts,WS_DominantHgtClass,WS_WoodyHgtClass_Cnt,WS_Rhizomatous_Cnt,WS_Seedling_Cnt,WS_Young_Cnt,WS_Mature_Cnt,WS_Rhizomatous_PctQdrts,WS_Seedling_Pct,WS_Young_Pct,WS_Mature_Pct,H_Hummock_Cnt,H_Hummock_Pct,H_HummockHgt_Avg,H_HummockWidth_Avg,H_HummockTroughWidth_Avg,H_HummockSlope_Avg,H_HummockVegCover_Avg,WQ_SampleCnt,GapCover_25_50,GapCover_51_100,GapCover_101_200,GapCover_201_plus,GapCover_25_plus,SoilStability_All,SoilStability_Protected,SoilStability_Unprotected,GlobalID
-108.027931667,44.884166667,311,WY-COFO-TW-22036_2022-08-03,WY-COFO-TW-22036,Vopat seep,Full Sample Visit,Targeted,Transverse,PEMD,Slope,Spring or Seep,,WY,WY,WY,"Western Mountains, Valleys, and Coast",2022/08/03 12:00:00+00,44.88416667,-108.02793167,2221,March 2022 Draft,36,3.71,79.41,20.59,0,38.24,64.71,62.86,34.29,2.86,0,25.71,74.29,19,"MACA2; TRHY; TAOF; ACMI2; MEAR4; EPCI; MIGU; JUEN; POGR9; VEAM2; PAPA8; PAST10; GEAF; CHAL7; POAV; SAOD2; VICA4; ORLU2; CEAR4",96.67,0,86,46,0,58.67,92,34,94,0,0,7.33,96.67,0,33.33,56,8,0,0,2,0,7.33,0,0.67,0,0,0.67,0,2,0,0,82.73,30,,0,1.5,2,4.57,28,4.57,28,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,1,0.48,15,36,7464,48,2,3,,,,,,,,,{DF3FD5C0-EB94-46D3-B38D-48E9B93D3CF3}
-109.90909,42.5832100000001,312,WY-PIFO-TW-22029_2022-08-06,WY-PIFO-TW-22029,New Fork Meander,Full Sample Visit,Targeted,Transverse,PSSC,Riverine,Riparian Shrubland,,WY,WY,WY,Arid West,2022/08/06 12:00:00+00,42.58321,-109.90909,2084,March 2022 Draft,35,3.68,81.82,18.18,1,69.7,84.85,45.45,42.42,12.12,0,15.15,84.85,10,"SOAR2; MACA2; GLLE3; ARAN7; EPCI; PLMA2; ARLU; RUMA4; RUSA; SYSP",29.33,0,24.67,6.67,0,27.33,28.67,1.33,17.33,14,0,0,29.33,0,0.67,6,0,0,0,0,0,28,0.67,0,0,0,0,0,27.33,42.67,0,25.78,18,49.67,12,5.6,10,1.37,19,1.39,18,1,1,,0,60.78,35.29,1.96,0,0,0,62.75,Height Class 1 (0.0 - 0.5 m),734,18,657,22,21,29.41,93.86,3.14,3,0,0,,,,,,1,,,,,,,,,{26CFCEB3-78D5-487C-A260-2E058D9DAB72}
-109.172191667,42.5522316670001,313,WY-RSFO-TW-22033_2022-08-07,WY-RSFO-TW-22033,Lander Creek,Full Sample Visit,Targeted,Transverse,PEMA,Riverine,Wet or Mesic Meadow,,WY,WY,WY,"Western Mountains, Valleys, and Coast",2022/08/07 12:00:00+00,42.55223167,-109.17219167,2551,March 2022 Draft,41,3.97,84.21,15.79,1,29.73,59.46,50,37.5,12.5,0,8.11,91.89,16,"CAEU; JUEN; CISC2; POGR9; TAOF; ACMI2; EPCI; FRVE; TRRE3; RUAC3; RUSA; ANRO2; SYSP; POAV; ARSO2; ERIOG",86,0,79.33,14.67,1.33,64.67,80.67,38,68.67,12,0,6,82.67,2.67,37.33,84.67,0,0,0,0,0,5.33,11.33,0,0,0,0,0,0,2.67,0,51.13,30,265,3,8.33,3,3.14,28,3.11,27,4,1,,0,3.92,3.92,11.76,17.65,0,0,25.49,Height Class 4 (>2.0 - 4.0 m),36,0,0,7,10,0,0,41.18,58.82,0,0,,,,,,1,,,,,,,,,{D7E53707-0E58-4D6E-8B7C-32E4BE6AE233}
-109.161625,42.5404600000001,314,WY-RSFO-TW-22032_2022-08-08,WY-RSFO-TW-22032,Aspen Creek Project,Full Sample Visit,Targeted,Transverse,PEMA,Riverine,Wet or Mesic Meadow,,WY,WY,WY,"Western Mountains, Valleys, and Coast",2022/08/08 12:00:00+00,42.54046,-109.161625,2506,March 2022 Draft,57,3.85,86.27,13.73,1,40,64,59.26,31.48,9.26,0,20.75,79.25,22,"ACMI2; TAOF; TRRE3; SYCA3; POGR9; EPCI; MIGU; ANRO2; POAV; GNPA; CISC2; VEAM2; RUSA; GEMA4; THFE; MIGR; COLI2; STLO; CEAR4; PHMU3; VIOLA; PENST",88.67,0,66.67,29.33,0,52.67,62.67,44,52.67,13.33,0,16.67,82,0,33.33,54.67,8.67,0,0,0.67,0,5.33,4.67,0,0,0,0,0,1.33,5.33,0,49.17,30,175.5,6,4.5,2,2.7,30,2.7,30,,0,,0,11.76,25.49,15.69,23.53,0,0,47.06,Height Class 2 (>0.5 - 1.0 m),46,1,0,8,11,1.96,0,42.11,57.89,7,2.81,14.29,30.14,1041.29,61.71,1.43,2,,,,,,,,,{EAC95C04-1EB9-4F39-B2CA-9E84C103D8E7}
-107.633128222,37.7694024840001,315,CO-GNFO-RW-22502_2022-08-03,CO-GNFO-RW-22502,Deer Park,Full Sample Visit,Random,Transverse,PSSB,Slope,Riparian Shrubland,,CO,CO,CO,"Western Mountains, Valleys, and Coast",2022/08/03 12:00:00+00,37.76940248,-107.63312822,3522,March 2022 Draft,28,6.65,100,0,0,78.57,92.86,71.43,21.43,3.57,3.57,0,100,16,"ACMIO; PODI2; RHRH4; CASU12; PEGR2; SWPE; CAMI12; ACCO4; POVI3; SETR; ERGL2; PAFI3; TRLA14; TRLO; EPCI; MECI3",98,0,98,0,0,96.67,98,77.33,48,71.33,6,0,98,0,36.67,54,65.33,0,0,2,0,4,0.67,0,0,0,0,0,1.33,0,0,43.43,30,155.77,30,,0,4.54,28,5.05,21,3,1,3,6,11.76,64.71,74.51,1.96,1.96,1.96,100,Height Class 2 (>0.5 - 1.0 m),154,0,1,29,84,0,0.88,25.44,73.68,,,,,,,,2,,,,,,,,,{882E1340-8D40-4997-882D-79EAC291D8B5}
-107.586704,37.7791367900001,316,CO-GNFO-RW-22506_2022-08-04,CO-GNFO-RW-22506,Mountaineer Creek,Full Sample Visit,Random,Transverse,PSSB,Slope,Riparian Shrubland,,CO,CO,CO,"Western Mountains, Valleys, and Coast",2022/08/04 12:00:00+00,37.77913679,-107.586704,,March 2022 Draft,38,6.78,100,0,0,62.16,86.49,73.68,18.42,5.26,2.63,2.63,97.37,25,"GERO2; ACMIO; PEWH; POPU9; ERPE3; CAMI12; POVI3; ARMO4; RHRH4; SETR; VEAM2; ERGL2; VETE4; SWPE; EPCI; PEGR2; VINE; CASU12; TRLA14; STCA; SARH2; SAOD2; TRLO; PAFI3; MEAL7",94,0,94,0,0,84,94,79.33,24.67,68,0,2.67,94,0,58.67,68,35.33,0,0,2,0,0,2.67,2,0,0,0,0,0,1.33,0,44.34,29,125.93,27,,0,8.92,26,4.67,6,19.89,9,2.27,11,13.73,39.22,68.63,13.73,0,0,96.08,Height Class 3 (>1.0 - 2.0 m),110,0,0,17,57,0,0,22.97,77.03,,,,,,,,1,,,,,,,,,{DA08162C-34EB-4D40-901E-82DE3E4B2F67}
-107.394098807,37.9054595480001,317,CO-GNFO-RW-22517_2022-08-05,CO-GNFO-RW-22517,Lake Fork at Mill Creek,Full Sample Visit,Random,Spoke,PSSB,Riverine,Riparian Shrubland,,CO,CO,CO,"Western Mountains, Valleys, and Coast",2022/08/05 12:00:00+00,37.90545955,-107.39409881,2882,March 2022 Draft,37,5.29,91.89,8.11,1,37.84,75.68,56.76,21.62,18.92,2.7,8.11,91.89,14,"ERGL2; GEMA4; CACO6; TAOF; EPCI; FRVE; ACMIO; PODI2; ALGE; ANAN2; PHGL3; MIGU; MAST4; HYHO",70.67,0,67.33,12.67,2,57.33,62.67,27.33,32.67,48.67,0,0,70.67,0,20,68,2,8,0,22,0,10,6.67,0,0,0,8,0,8.67,6,0,41.2,25,180.54,24,15,2,24.37,19,8,3,30.57,14,5.5,2,37.25,25.49,39.22,45.1,3.92,0,86.27,Height Class 1 (0.0 - 0.5 m),136,1,0,38,39,1.96,0,49.35,50.65,,,,,,,,2,,,,,,,,,{CF13CC79-A9DD-43DD-8BB7-A18D755EE8B5}
-107.25626763,37.944438248,318,CO-GNFO-RW-22505_2022-08-06,CO-GNFO-RW-22505,W Fork Cebolla Creek 1,Full Sample Visit,Random,Spoke,PSSB,Slope,Wet or Mesic Meadow,,CO,CO,CO,"Western Mountains, Valleys, and Coast",2022/08/06 12:00:00+00,37.94443825,-107.25626763,3530,March 2022 Draft,42,6.29,92.86,7.14,0,52.38,73.81,66.67,28.57,4.76,0,2.38,97.62,22,"ACCO4; TRLO; ERCO6; ACMIO; PODI2; STLO2; VEAM2; CAMI12; SEAM; ANCO; CISC2; CASU12; TAOF; CEAR4; GETR; POBI6; GEAMA; FRVE; GEPA; ERGL2; GERO2; VINE",100,0,100,3.33,0,94.67,96.67,72.67,72.67,55.33,0,0,100,0,70,84.67,5.33,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,60.63,30,107.95,20,,0,5.5,28,5.28,18,11.67,3,3.43,7,3.92,39.22,58.82,0,0,0,82.35,Height Class 3 (>1.0 - 2.0 m),72,0,0,2,45,0,0,4.26,95.74,,,,,,,,0,,,,,,,,,{EC4687D6-F605-484A-BA70-96744F2CEC2A}
-107.248587879,37.9451734670001,319,CO-GNFO-RW-22501_2022-08-07,CO-GNFO-RW-22501,W Cebolla Creek 2,Full Sample Visit,Random,Spoke,PEME,Slope,Wet or Mesic Meadow,,CO,CO,CO,"Western Mountains, Valleys, and Coast",2022/08/07 12:00:00+00,37.94517347,-107.24858788,3485,March 2022 Draft,40,6.19,92.5,7.5,0,60,77.5,72.5,27.5,0,0,15,85,24,"TAOF; CISC2; SECR; ACMIO; GERO2; ANCO; SARH2; POPU9; STLO2; GEAL3; VESEH2; ANSE4; POBI6; PEGR2; VINE; SWPE; RHRH4; EPCI; MIGU; CACO6; PODI2; ERGL2; GERI2; GEFR",93.33,0,92.67,3.33,0,82.67,85.33,54.67,80.67,0,0,6,93.33,0,41.33,74.67,9.33,0,2,0.67,0,0,1.33,1.33,0,1.33,0.67,0,0,2,0,34.57,30,,0,,0,3.66,29,3.66,29,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,3,,,,,,,,,{477CCA01-3443-4F4E-B4E9-C0351D03414B}
-116.300478333,41.6134433330001,320,NV-NOD-RW-22519_2022-08-03,NV-NOD-RW-22519,Il Ranch ,Full Sample Visit,Random,Spoke,PEMF,Slope,Marsh,,NV,NV,NV,Arid West,2022/08/03 12:00:00+00,41.61344333,-116.30047833,1617,March 2022 Draft,24,1.5,66.67,33.33,2,56.52,73.91,41.67,58.33,0,0,21.74,78.26,4,"SYMPH4; SEHY; RUSA; EPCI",96,0,88,9.33,0,82.67,93.33,7.33,94.67,0,0,2.67,95.33,2,6.67,85.33,0,9.33,0,0,0,50.67,2.67,0,0.67,0,0,0,0,0.67,0,80.4,30,,0,7.31,16,16.67,30,17.1,29,4,1,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,,,1,,,,,,,,,{3D7548CA-7DE4-4107-9D70-0BE8CDEA27DD}
-116.324231667,41.66673,321,NV-NOD-RW-22535_2022-08-04,NV-NOD-RW-22535,Wilson creek,Full Sample Visit,Random,Diagonal,RpSS,Riverine,Riparian Shrubland,,NV,NV,NV,Arid West,2022/08/04 12:00:00+00,41.66673,-116.32423167,1615,March 2022 Draft,20,1.31,63.16,36.84,0,11.11,33.33,70,15,15,0,65,35,10,"EPBR3; LASE; ALDE; ERCI6; ARLU; POAV; XAST; NAVAR; GRSQQ; IVAX",30.67,0,22,12.67,0,18,18.67,10.67,2,22,0,12.67,22,2,8,61.33,0,0,0,3.33,0,0,37.33,0,0,0,0.67,0,0,31.33,0,25.84,19,122.38,21,,0,9,30,9.53,17,8.91,11,5,2,3.92,27.45,37.25,15.69,0,0,82.35,Height Class 3 (>1.0 - 2.0 m),48,34,0,0,0,56.86,,,,0,0,,,,,,0,,,,,,,,,{C54D8466-6A5C-4CCB-BD3A-DE4283CD7C11}
-107.950607826,39.5988384400001,322,CO-UCRD-TW-22017_2022-08-03,CO-UCRD-TW-22017,Raspberry Creek,Full Sample Visit,Targeted,Diagonal,PEMCb,Riverine,Wet or Mesic Meadow,,CO,CO,CO,"Western Mountains, Valleys, and Coast",2022/08/03 12:00:00+00,39.59883844,-107.95060783,2593,March 2022 Draft,53,4.46,82.35,17.65,1,37.25,64.71,54.72,26.42,15.09,3.77,13.73,86.27,23,"GERI; RULA3; EPCI; GEAL3; MECI3; FRVE; VEAM2; PLMA2; MELU; LASQ; ACMI2; AGUR; TRRE3; MIGU; SETR; VIAM; TAOF; JUEN; ACCO4; RUMO9; PORA3; CHPR5; VIOLA",95.33,0,94,34.67,6.67,40,87.33,78,78,4.67,12,4.67,94.67,0,76,76.67,0.67,0.67,0,0.67,0,8.67,3.33,0,0.67,0,0,0,0,0.67,0,70.73,30,592.2,5,5.5,4,5.85,26,3.05,21,21.75,4,1,1,9.8,15.69,5.88,3.92,7.84,21.57,37.25,Height Class 6 (>8.0 m),37,7,1,4,3,9.8,12.5,50,37.5,0,0,,,,,,1,,,,,,,,,{3C19DF7F-4F94-4614-BD60-3A99B4F55A14}
-106.377876001,40.1005650870001,323,CO-NWD-TW-106_2022-08-05,CO-NWD-TW-106,Cow Gulch,Full Sample Visit,Targeted,Mixed Layout,PEMEb,Riverine,Wet or Mesic Meadow,,CO,CO,CO,"Western Mountains, Valleys, and Coast",2022/08/05 12:00:00+00,40.10056509,-106.377876,2335,March 2022 Draft,47,4.58,89.13,10.87,1,47.83,73.91,51.06,27.66,17.02,4.26,0,100,15,"VIAM; CISC2; ACMI2; SISU2; VICA4; JUEN; SOCA6; LUAR3; MAST4; VEAN2; VAED; TAOF; EPCI; VEAM2; IRMI",98,0,98,0.67,0,98,98,44.67,93.33,4.67,0,0,98,0,14,72,5.33,4,0,0,0,63.33,0,0,0,0,0,0,2,0,0,98.86,29,66.5,4,11.82,22,24.65,20,24.65,20,,0,,0,9.8,19.61,11.76,0,0,0,35.29,Height Class 2 (>0.5 - 1.0 m),22,1,0,13,5,1.96,0,72.22,27.78,,,,,,,,1,,,,,,,,,{C3957412-D6EA-4D60-BCBA-0F80B65B2A25}
-106.426740556,40.1759750000001,324,CO-KRFO-RW-21049_2022-08-06,CO-KRFO-RW-21049,Deer Draw Reservoir,Full Sample Visit,Random,Diagonal,PEMEh,LacustrineFringe,Marsh,,CO,CO,CO,"Western Mountains, Valleys, and Coast",2022/08/06 12:00:00+00,40.175975,-106.42674056,2313,March 2022 Draft,16,3.36,80,20,0,53.33,73.33,43.75,43.75,12.5,0,31.25,68.75,2,"TRMA20; ERNA10",38.67,0,42.67,0,0,42,42.67,5.33,40,0,0,4.67,40,0,2,98,0,0,0,0,4,0,61.33,0,0,0,0,0,0,0,0,45.6,30,,0,,0,37.87,30,37.87,30,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,1,,,,,,,,,{10DA2A83-CE7C-4665-9EAF-9A09418CC0B8}
-106.36811,40.605126667,325,CO-KRFO-RW-21045_2022-08-07,CO-KRFO-RW-21045,Soap Creek confluence (grizzly crk),Full Sample Visit,Random,Spoke,RpEM,Riverine,Wet or Mesic Meadow,,CO,CO,CO,"Western Mountains, Valleys, and Coast",2022/08/07 12:00:00+00,40.60512667,-106.36811,2475,March 2022 Draft,37,3.16,76.47,23.53,0,41.18,70.59,52.78,41.67,5.56,0,22.86,77.14,14,"HEPU14; PLMA2; EPCI; MEAR4; SISU2; TAOF; POHI6; TRRE3; RUCR; ACMI2; CHDE; ERBE2; LASQ; PORA3",76,0,63.33,24.67,0,24,59.33,22,58.67,1.33,0,21.33,60.67,2.67,8.67,61.33,0.67,0,0,0,0,0,8.67,0,0,0,0,0,0,15.33,0,26.2,30,44,1,,0,3.38,29,3.38,29,,0,,0,3.92,0,0,0,0,0,3.92,Height Class 1 (0.0 - 0.5 m),3,0,0,2,0,0,0,100,0,,,,,,,,0,,,,,,,,,{9BBF824A-0996-4664-926C-854BA6D6DEA9}
-106.499372619,40.6558271430001,326,CO-KRFO-RW-21050_2022-08-08,CO-KRFO-RW-21050,Beaver Creek,Full Sample Visit,Random,Spoke,PEMDb,Riverine,Wet or Mesic Meadow,,CO,CO,CO,"Western Mountains, Valleys, and Coast",2022/08/08 12:00:00+00,40.65582714,-106.49937262,2476,March 2022 Draft,40,4.8,87.5,12.5,0,62.5,87.5,57.5,40,2.5,0,17.5,82.5,17,"IRMI; SYSP; TAOF; EPCI; VEAM2; ARMO4; SYFO2; CISC2; RUMA4; TRRE3; TRHY; EPSA; ARAN7; TRPA28; SISU2; ERCA2; FRVE",100,0,100,64,0,100,100,14.67,100,0,0,6.67,100,6.67,11.33,14.67,47.33,0,0,0,0,8.67,0,0,0,0,0,0,0,0,0,83.43,30,,0,3,7,1.33,9,1.33,9,,0,,0,1.96,5.88,0,0,0,0,5.88,Height Class 2 (>0.5 - 1.0 m),5,0,0,4,0,0,0,100,0,,,,,,,,1,,,,,,,,,{0AE49850-E6B7-4C5F-B55E-CA26915320ED}
-113.904366419,39.880546359,327,UT-WDD-TW-22019_2022-08-07,UT-WDD-TW-22019,Toms Meadow,Full Sample Visit,Targeted,Spoke,PEMB,Slope,Wet or Mesic Meadow,,UT,UT,UT,Arid West,2022/08/07 12:00:00+00,39.88054636,-113.90436642,2800,March 2022 Draft,19,3.12,83.33,16.67,0,44.44,61.11,52.63,47.37,0,0,5.56,94.44,8,"SYEA2; SEIN2; ARLO6; TRER2; TAOF; POBI6; PODOJ2; ACMI2",94.67,4,94.67,4.67,0,75.33,81.33,52.67,86,0,0,0,94.67,0,30.67,88.67,2.67,0,0,0,0,0,4.67,0,0,0,0,0,0,0.67,0,47.43,30,,0,,0,5.72,29,5.82,28,3,1,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,1,0.27,10,20,7480,45,4,1,,,,,,,,,{B9C11B32-1EC9-45F5-A123-9484E125579A}
-113.942096885,40.0623914130001,328,UT-WDD-TW-22023_2022-08-08,UT-WDD-TW-22023,Secret Spring,Full Sample Visit,Targeted,Mixed Layout,PEMF,Slope,Spring or Seep,,UT,UT,UT,Arid West,2022/08/08 12:00:00+00,40.06239141,-113.94209688,1674,March 2022 Draft,52,2.37,76,24,0,52,74,51.92,40.38,7.69,0,34.62,65.38,18,"IVAX; LASE; MIGU; MEAR4; BICE; TRRE3; PORA3; CHSI2; RUCR; VEAN2; CAMI13; BEER; XAST; ERNAH; POPE8; TRFR2; SYCH4; SISU2",98,4,98,26,0,95.33,98,76,92,0,0,49.33,95.33,17.33,55.33,86.67,2.67,0,0,0,0,46,2,0,0,0,0,0,0,0,0,98.93,30,,0,7.61,18,20.83,30,20.83,30,,0,,0,1.96,1.96,1.96,0,0,0,3.92,Height Class 1 (0.0 - 0.5 m),4,0,0,0,0,0,,,,1,0.59,21,44,7456,75,4,1,,,,,,,,,{8C329A28-9F76-4800-86AC-9C71B604E21D}
-111.561224,38.312799,329,UT-CLD-TW-21029_2022-08-03,UT-CLD-TW-21029,Fremont Bottoms Spring,Full Sample Visit,Targeted,Spoke,PEMD,Slope,Fen or Bog,,UT,UT,UT,"Western Mountains, Valleys, and Coast",2022/08/03 12:00:00+00,38.312799,-111.561224,2108,March 2022 Draft,59,3.44,87.93,12.07,0,55.17,75.86,63.79,29.31,6.9,0,8.62,91.38,27,"RUCR; BEER; TRRE3; CISC2; POAM8; SISU2; ARAN7; POHI6; SINE3; HENU; MITI; MEAR4; JUEN; VEAM2; ACCO4; TRPA28; VINE; SEHY2; AGGLL; ERNAH; VEAN2; ERUT; SYEA2; HEVI4; EPHA; ERLO; THMO6",98,4,98,6,0,98,98,40.67,94.67,0,0,4,98,4,16.67,78,21.33,0,0,1.33,0,8.67,1.33,0,0,0,0,0,0,0.67,0,67.77,30,,0,3.2,5,18.2,30,18.2,30,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,10,5.25,21,39.4,710.6,62,2.9,1,,,,,,,,,{2B4E9B7F-1963-46D0-8CDF-DB22E62E9A53}
-111.689218423,38.413991835,330,UT-CLD-TW-21031_2022-08-04,UT-CLD-TW-21031,West Springs,Full Sample Visit,Targeted,Transverse,PEMDd,Slope,Fen or Bog,,UT,UT,UT,"Western Mountains, Valleys, and Coast",2022/08/04 12:00:00+00,38.41399184,-111.68921842,2217,March 2022 Draft,74,2.86,79.45,20.55,1,50.68,67.12,67.12,23.29,8.22,1.37,16.44,83.56,34,"SEHY2; TRRE3; VINE; MELU; TRPR2; ACMI2; ERLO; TAOF; PAPA8; SINE3; MEAR4; RUCR; SISU2; BEER; MITI; ACCO4; MAST4; VEAM2; POOCO; JUEN; SOAS; TRPA28; CAEX10; ERSP4; THMO6; ERUT; ERNAH; LASE; TRDU; GERI; CHAT; LAOC3; DOPU; SYEA2",83.33,1.33,78,16.67,0,76,80.67,20.67,75.33,4.67,2.67,0,83.33,0,12,50.67,47.33,0,0,4.67,0,19.33,6.67,4,0,0,0,0,4,2,0,24.43,30,316,3,3.53,15,14.6,30,7.41,27,79.33,3,,0,3.92,7.84,3.92,7.84,3.92,0,11.76,Height Class 4 (>2.0 - 4.0 m),23,0,0,4,4,0,0,50,50,4,1.97,17.5,37,1838,48.75,3.25,1,,,,,,,,,{C21F04AA-B7BD-416D-B851-6798535801F8}
-111.884947009,38.4087450150001,331,UT-CLD-TW-21033_2022-08-05,UT-CLD-TW-21033,South Parker Spring,Full Sample Visit,Targeted,Diagonal,PEMB,Slope,Vegetated Drainageway,,UT,UT,UT,"Western Mountains, Valleys, and Coast",2022/08/05 12:00:00+00,38.40874502,-111.88494701,2168,March 2022 Draft,103,2.89,82.65,17.35,1,27.55,47.96,54.9,26.47,14.71,3.92,17.17,82.83,46,"MEOF; RUCR; SOCA6; TRMA20; SYEA2; ACMI2; MEAR4; ERLO; ERNAH; TAOF; MAST4; CHFR3; OPPOP; CRYPT; CALI4; ARMI2; SPGR2; CRYPT; SYAS3; JUEN; TRPR2; TRRE3; VEAM2; ERUT; CISC2; TRDU; SPPA2; PAMU11; TRER2; ASTE5; LAOC3; CLLI2; ASAU4; SIDR; SIME; SISU2; CRRUH2; LATA; VINE; LASE; POGR9; CHAT; POLA4; MAGL2; STLO; RUSA",99.33,2.67,99.33,18.67,2,98.67,99.33,49.33,77.33,43.33,6,13.33,99.33,3.33,24.67,78,13.33,0,0,13.33,0,17.33,0.67,0,0,0,0,0,0,0,0,70.96,26,419,17,1.4,10,18.53,30,19.7,20,19.4,5,13,5,5.88,25.49,21.57,23.53,31.37,3.92,68.63,Height Class 5 (>4.0 - 8.0 m),68,17,0,0,7,33.33,0,0,100,0,0,,,,,,1,,,,,,,,,{D14A4AAF-4AB7-4AD0-AB3D-081725BDA877}
-119.016627408,38.160847566,332,CA-CCAD-TW-22055_2022-08-06,CA-CCAD-TW-22055,Cottonwood Canyon,Full Sample Visit,Targeted,Diagonal,PEMC,Slope,Wet or Mesic Meadow,,CA,CA,CA,Arid West,2022/08/06 12:00:00+00,38.16084757,-119.01662741,2262,March 2022 Draft,31,4.31,96.77,3.23,0,41.94,58.06,45.16,35.48,19.35,0,9.68,90.32,11,"ERLO; SYAS3; TAOF; CISC2; ERNAO; ASLE8; IRMI; ACMI2; GEMA4; EPCI; LAOC3",81.33,2.67,81.33,1.33,0,52.67,74,5.33,72,18.67,0,0.67,81.33,0.67,5.33,14.67,0,0,0,1.33,0,0,2.67,0,0,0,0,0,0,12.67,3.33,12.66,29,48.25,12,,0,4.54,13,1,1,4.83,12,,0,37.25,29.41,17.65,3.92,0,0,56.86,Height Class 1 (0.0 - 0.5 m),101,8,0,56,6,15.69,0,90.32,9.68,0,0,,,,,,0,,,,,,,,,{B2828644-E1A7-44A8-B8C3-F2325031CF15}
-119.121407133,38.0951435420001,333,CA-CCAD-TW-22056_2022-08-07,CA-CCAD-TW-22056,Rancheria spring 2,Full Sample Visit,Targeted,Diagonal,PSSF,Slope,Spring or Seep,,CA,CA,CA,Arid West,2022/08/07 12:00:00+00,38.09514354,-119.12140713,2292,March 2022 Draft,56,3.35,85.71,14.29,1,48.21,62.5,41.07,39.29,16.07,3.57,16.07,83.93,20,"COCA5; TAOF; SEHY2; ERLO; IRMI; MIGU; LILE3; TRDU; EPCI; ACMI2; SADR; STLO2; CAMI12; MAST4; ERDI4; ERNA10; POGR9; GEMA4; IVAX; VINE",100,0,98.67,34,0.67,94,99.33,48,96.67,40,2,14,100,8.67,25.33,64,0,0,0,0,0,32.67,0,0,0,0,0,0,0,0,0,86.37,30,176.94,17,3.83,12,11.37,27,11.37,27,,0,,0,11.76,43.14,35.29,21.57,0,0,86.27,Height Class 2 (>0.5 - 1.0 m),77,24,1,19,6,43.14,3.85,73.08,23.08,0,0,,,,,,0,,,,,,,,,{80D524AA-0F74-4142-907E-5B490B38BE7E}
