Paketti,Tilanne,Tiedosto,Kääntäjä,Ryhmä
lazarus,100% (10t;0f;0u),components/macroscript/languages/emsstrings.ru.po,Maxim Ganetsky,
lazarus,100% (4t;0f;0u),components/lazthread/languages/threadoptionsdialog.ru.po,Maxim Ganetsky,
lazarus,100% (2t;0f;0u),components/lazthread/languages/reglazthread.ru.po,Maxim Ganetsky,
lazarus,100% (23t;0f;0u),components/externhelp/languages/externhelpfrm.ru.po,Maxim Ganetsky,
lazarus,100% (17t;0f;0u),components/sqlite/languages/sqlitecompstrings.ru.po,Maxim Ganetsky,
lazarus,100% (56t;0f;0u),components/lazsvnpkg/languages/svnclasses.ru.po,Maxim Ganetsky,
lazarus,100% (24t;0f;0u),components/fppkg/languages/fppkg_const.ru.po,Maxim Ganetsky,
lazarus,100% (18t;0f;0u),components/dbexport/languages/sdb_consts.ru.po,Maxim Ganetsky,
lazarus,100% (182t;0f;0u),components/codetools/ide/languages/codystrconsts.ru.po,Maxim Ganetsky,
lazarus,100% (235t;0f;0u),components/codetools/languages/codetoolsstrconsts.ru.po,Maxim Ganetsky,
lazarus,100% (4t;0f;0u),components/instantfpc/languages/instantfpcregisterlaz.ru.po,Maxim Ganetsky,
lazarus,100% (221t;0f;0u),components/jcf2/IdePlugin/lazarus/languages/jcfuiconsts.ru.po,Maxim Ganetsky,
lazarus,100% (9t;0f;0u),components/jcf2/IdePlugin/lazarus/languages/jcfideregister.ru.po,Maxim Ganetsky,
lazarus,100% (48t;0f;0u),components/datadict/languages/ldd_consts.ru.po,Maxim Ganetsky,
lazarus,100% (96t;0f;0u),components/fpweb/languages/fpwebstrconsts.ru.po,Maxim Ganetsky,
lazarus,100% (22t;0f;0u),components/fpweb/languages/weblazideintf.ru.po,Maxim Ganetsky,
lazarus,100% (5t;0f;0u),components/fpweb/languages/frmrpcmoduleoptions.ru.po,Maxim Ganetsky,
lazarus,100% (1t;0f;0u),components/synunihighlighter/languages/synunidesigner.ru.po,Maxim Ganetsky,
lazarus,100% (1t;0f;0u),components/synunihighlighter/languages/synunireg.ru.po,Maxim Ganetsky,
lazarus,100% (37t;0f;0u),components/lazutils/languages/lazutilsstrconsts.ru.po,Maxim Ganetsky,
lazarus,100% (2t;0f;0u),components/lazutils/languages/luresstrings.ru.po,Maxim Ganetsky,
lazarus,100% (7t;0f;0u),components/daemon/languages/reglazdaemon.ru.po,Maxim Ganetsky,
lazarus,100% (2t;0f;0u),components/projecttemplates/languages/frmtemplatesettings.ru.po,Maxim Ganetsky,
lazarus,100% (5t;0f;0u),components/projecttemplates/languages/projecttemplates.ru.po,Maxim Ganetsky,
lazarus,100% (3t;0f;0u),components/projecttemplates/languages/idetemplateproject.ru.po,Maxim Ganetsky,
lazarus,100% (8t;0f;0u),components/projecttemplates/languages/frmtemplatevariables.ru.po,Maxim Ganetsky,
lazarus,100% (35t;0f;0u),languages/debuggerstrconst.ru.po,Maxim Ganetsky,
lazarus,100% (4717t;0f;0u),languages/lazaruside.ru.po,Maxim Ganetsky,
lazarus,100% (174t;0f;0u),doceditor/languages/lazde.ru.po,Maxim Ganetsky,
lazarus,100% (30t;0f;0u),examples/translation/languages/translation_demo.ru.po,Maxim Ganetsky,
lazarus,100% (26t;0f;0u),examples/lazresexplorer/languages/resexplorer.ru.po,Maxim Ganetsky,
lazarus,100% (10t;0f;0u),examples/codepageconverter/languages/lazconverter.ru.po,Maxim Ganetsky,
lazarus,100% (72t;0f;0u),tools/jsonviewer/languages/jsonviewer.ru.po,Maxim Ganetsky,
lazarus,100% (186t;0f;0u),tools/lazdatadesktop/languages/lazdatadesktop.ru.po,Maxim Ganetsky,
mate-notification-daemon,100% (37t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
kparts,100% (26t;0f;0u),po/ru/kparts5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
solid,100% (220t;0f;0u),po/ru/solid5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
freeciv,100% (6171t;0f;0u),translations/freeciv/ru.po,Konstantin Vedeneev,freeciv dot ru at freelists dot org
freeciv,100% (1844t;0f;0u),translations/nations/ru.po,Konstantin Vedeneev,freeciv dot ru at freelists dot org
kdelibs4support,100% (2336t;0f;0u),po/ru/kdelibs4support.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kdiff3,100% (13t;0f;0u),po/ru/kdiff3plugin.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kdiff3,100% (13t;0f;0u),po/ru/kdiff3fileitemactionplugin.po,Alexander Potashev,kde-russian at lists dot kde dot ru
rpart,100% (12t;0f;0u),po/ru.po,Alexey Shipunov,Russian
rpart,100% (63t;0f;0u),po/R-ru.po,Alexey Shipunov,Russian
kpackage,100% (85t;0f;0u),po/ru/libkpackage5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
boot,100% (77t;0f;0u),po/R-ru.po,Alexey Shipunov,Russian
stellarium,100% (2044t;0f;0u),po/stellarium-skycultures/ru.po,Alexander Wolf,Koptev Oleg
stellarium,100% (2219t;0f;0u),po/stellarium/ru.po,Alexander Wolf,ru at li dot org
stellarium,100% (6t;0f;0u),po/stellarium-desktop/ru.po,Alexander Wolf,ru at li dot org
stellarium,100% (6t;0f;0u),po/stellarium-metainfo/ru.po,Alexander Wolf,ru at li dot org
python-django,100% (297t;0f;0u),django/conf/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (5t;0f;0u),django/contrib/formtools/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (6t;0f;0u),django/contrib/sites/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (7t;0f;0u),django/contrib/redirects/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (6t;0f;0u),django/contrib/sessions/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (18t;0f;0u),django/contrib/flatpages/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (160t;0f;0u),django/contrib/admin/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (33t;0f;0u),django/contrib/admin/locale/ru/LC_MESSAGES/djangojs.po,Алексей Борискин,
python-django,100% (2t;0f;0u),django/contrib/messages/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (66t;0f;0u),django/contrib/auth/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (61t;0f;0u),django/contrib/comments/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (18t;0f;0u),django/contrib/gis/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (71t;0f;0u),django/contrib/admindocs/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (7t;0f;0u),django/contrib/contenttypes/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
python-django,100% (48t;0f;0u),django/contrib/humanize/locale/ru/LC_MESSAGES/django.po,Алексей Борискин,
kwindowsystem,100% (1t;0f;0u),po/ru/kwindowsystem5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
khtml,100% (311t;0f;0u),po/ru/khtml5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kcoreaddons,100% (78t;0f;0u),po/ru/kcoreaddons5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
scim,100% (281t;0f;0u),po/ru.po,Yulia Poyarkova,
kauth,100% (8t;0f;0u),po/ru/kauth5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
ki18n,100% (110t;0f;0u),po/ru/ki18n5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwidgetsaddons,100% (431t;0f;0u),po/ru/kwidgetsaddons5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kcodecs,100% (53t;0f;0u),po/ru/kcodecs5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kitemviews,100% (4t;0f;0u),po/ru/kitemviews5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kconfigwidgets,100% (114t;0f;0u),po/ru/kconfigwidgets5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
lxlauncher,100% (17t;0f;0u),po/ru.po,Andrej Gritsenko,
knotifications,100% (6t;0f;0u),po/ru/knotifications5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
gnote,100% (270t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
lxappearance-obconf,100% (27t;0f;0u),po/ru.po,Alexander,info at edumandriva dot ru
kdevelop,100% (12t;0f;0u),po/ru/kdevokteta.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
kdevelop,100% (2t;0f;0u),po/ru/plasma_applet_kdevelopsessions.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
kdevelop,100% (39t;0f;0u),po/ru/kdevcustombuildsystem.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
kdevelop,100% (3t;0f;0u),po/ru/plasma_runner_kdevelopsessions.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
kdevelop,100% (5t;0f;0u),po/ru/kdevcustommake.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
kdevelop,100% (8t;0f;0u),po/ru/kdevmanpage.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
kdevelop,100% (34t;0f;0u),po/ru/kdevexecuteplasmoid.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
handbrake,100% (678t;0f;0u),gtk/po/ru.po,VictorR2007,Russian (http://www dot transifex dot com/projects/p/handbrake/language/ru/)
usermode,100% (96t;0f;0u),po/ru.po,Misha Shnurapet,trans-ru at lists dot fedoraproject dot org
cinnamon-translations,100% (662t;0f;0u),po-export/cinnamon-control-center/cinnamon-control-center-ru.po,vofka,Yuriy end Company
cinnamon-translations,100% (24t;0f;0u),po-export/cinnamon-bluetooth/cinnamon-bluetooth-ru.po,CyberTailor,ru at li dot org
cinnamon-translations,100% (1220t;0f;0u),po-export/nemo/nemo-ru.po,ned,ru at li dot org
cinnamon-translations,100% (22t;0f;0u),po-export/cinnamon-session/cinnamon-session-ru.po,CyberTailor,ru at li dot org
cinnamon-translations,100% (37t;0f;0u),po-export/cinnamon-screensaver/cinnamon-screensaver-ru.po,CyberTailor,gnome-cyr at gnome dot org
boinc,100% (1471t;0f;0u),html/languages/translations/ru.po,Nikolay Saharov,
gdl,100% (96t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
xine-ui,100% (10t;0f;0u),src/xitk/xine-toolkit/po/ru.po,Pavel Maryanov,ru at li dot org
cinnamon-settings-daemon,100% (572t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
extra-xdg-menus,100% (2t;0f;0u),po/ru.po,Peter Clifton,
kdesu,100% (7t;0f;0u),po/ru/kdesud5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kcompletion,100% (12t;0f;0u),po/ru/kcompletion5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kjobwidgets,100% (45t;0f;0u),po/ru/kjobwidgets5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
ktextwidgets,100% (121t;0f;0u),po/ru/ktextwidgets5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
planner,100% (533t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
tuxpaint,100% (291t;0f;0u),src/po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
qtcurve,100% (755t;0f;0u),po/ru.po,Julia Dronova,l10n at rosalab dot ru
breeze,100% (29t;0f;0u),po/ru/breeze_style_config.po,Alexander Potashev,kde-russian at lists dot kde dot ru
breeze,100% (63t;0f;0u),po/ru/breeze_kwin_deco.po,Alexander Potashev,kde-russian at lists dot kde dot ru
ghex,100% (232t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
celestia,100% (89t;0f;0u),po2/ru.po,Sergey Leonov,leserg at ua dot fm
kbookmarks,100% (48t;0f;0u),po/ru/kbookmarks5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
supertuxkart,100% (631t;0f;0u),data/po/ru.po,Oleg,Russian (http://www dot transifex dot com/projects/p/supertuxkart/language/ru/)
im-config,100% (69t;0f;0u),po/ru.po,Vassili Platonov,ru at li dot org
gitg,100% (245t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
kde-gtk-config,100% (71t;0f;0u),po/ru/kde-gtk-config.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
kcmutils,100% (71t;0f;0u),po/ru/kcmutils5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
knewstuff,100% (150t;0f;0u),po/ru/knewstuff5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
minidlna,100% (22t;0f;0u),po/ru.po,Ivan Mironov,
gnome-software,100% (429t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
baloo-kf5,100% (1t;0f;0u),po/ru/kio_baloosearch.po,Alexander Potashev,kde-russian at lists dot kde dot ru
baloo-kf5,100% (2t;0f;0u),po/ru/kio_tags.po,Alexander Potashev,kde-russian at lists dot kde dot ru
baloo-kf5,100% (15t;0f;0u),po/ru/balooctl.po,Alexander Potashev,kde-russian at lists dot kde dot ru
baloo-kf5,100% (6t;0f;0u),po/ru/baloo_file_extractor.po,Alexander Potashev,kde-russian at lists dot kde dot ru
baloo-kf5,100% (7t;0f;0u),po/ru/balooshow.po,Alexander Potashev,kde-russian at lists dot kde dot ru
baloo-kf5,100% (7t;0f;0u),po/ru/baloosearch.po,Alexander Potashev,kde-russian at lists dot kde dot ru
baloo-kf5,100% (10t;0f;0u),po/ru/baloo_file.po,Alexander Potashev,kde-russian at lists dot kde dot ru
baloo-kf5,100% (3t;0f;0u),po/ru/kio_timeline.po,Alexander Potashev,kde-russian at lists dot kde dot ru
easytag,100% (1012t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
ruby-gettext,100% (1t;0f;0u),samples/po/ru/hello_gtk2.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
ruby-gettext,100% (3t;0f;0u),samples/po/ru/hello_glade2.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
ruby-gettext,100% (3t;0f;0u),samples/po/ru/hello2.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
ruby-gettext,100% (2t;0f;0u),samples/po/ru/hello_noop.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
ruby-gettext,100% (1t;0f;0u),samples/po/ru/hello.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
ruby-gettext,100% (1t;0f;0u),samples/po/ru/hello_plural.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
ruby-gettext,100% (10t;0f;0u),samples/cgi/po/ru/helloerb1.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
ruby-gettext,100% (1t;0f;0u),samples/cgi/po/ru/hellolib.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
ruby-gettext,100% (8t;0f;0u),samples/cgi/po/ru/helloerb2.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
ruby-gettext,100% (14t;0f;0u),samples/cgi/po/ru/main.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
mate-sensors-applet,100% (102t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
kfilemetadata-kf5,100% (66t;0f;0u),po/ru/kfilemetadata.po,Alexander Potashev,kde-russian at lists dot kde dot ru
pcb,100% (1075t;0f;0u),po/ru.po,Sergey Alyoshin,
kpty,100% (4t;0f;0u),po/ru/kpty5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kde-cli-tools,100% (71t;0f;0u),po/ru/filetypes.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kde-cli-tools,100% (7t;0f;0u),po/ru/kmimetypefinder.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kde-cli-tools,100% (39t;0f;0u),po/ru/kioclient.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kde-cli-tools,100% (40t;0f;0u),po/ru/kdesu.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kde-cli-tools,100% (26t;0f;0u),po/ru/kstart.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
kde-cli-tools,100% (8t;0f;0u),po/ru/ktraderclient.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kde-cli-tools,100% (22t;0f;0u),po/ru/kcmshell.po,Alexander Potashev,kde-russian at lists dot kde dot ru
clementine,100% (1290t;0f;0u),src/translations/ru.po,DmitryKX,Russian (http://www dot transifex dot com/projects/p/clementine/language/ru/)
supertux,100% (39t;0f;0u),data/levels/bonus1/ru.po,Artem Krosheninnikov,Russian (http://www dot transifex dot com/projects/p/supertux/language/ru/)
supertux,100% (43t;0f;0u),data/levels/world1/ru.po,Дмитрий,Russian (http://www dot transifex dot com/projects/p/supertux/language/ru/)
supertux,100% (33t;0f;0u),data/levels/bonus2/ru.po,Дмитрий,Russian (http://www dot transifex dot com/projects/p/supertux/language/ru/)
supertux,100% (48t;0f;0u),data/levels/bonus3/ru.po,Дмитрий,Russian (http://www dot transifex dot com/projects/p/supertux/language/ru/)
supertux,100% (50t;0f;0u),data/levels/world2/ru.po,Дмитрий,Russian (http://www dot transifex dot com/projects/p/supertux/language/ru/)
supertux,100% (154t;0f;0u),data/locale/ru.po,Дмитрий,Russian (http://www dot transifex dot com/projects/p/supertux/language/ru/)
plasma-framework,100% (197t;0f;0u),po/ru/libplasma5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
pdf2djvu,100% (149t;0f;0u),po/ru.po,Kyrill Detinov,none
plasma-workspace,100% (23t;0f;0u),po/ru/plasmashellprivateplugin.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (19t;0f;0u),po/ru/plasma_applet_org.kde.plasma.lock_logout.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (10t;0f;0u),po/ru/plasma_engine_mpris2.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (18t;0f;0u),po/ru/plasma_runner_solid.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (6t;0f;0u),po/ru/plasma_containmentactions_switchwindow.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (5t;0f;0u),po/ru/plasma_applet_org.kde.plasma.mediacontroller.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (2t;0f;0u),po/ru/plasma_runner_calculatorrunner.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (3t;0f;0u),po/ru/plasma_engine_notifications.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (3t;0f;0u),po/ru/krunner.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (5t;0f;0u),po/ru/plasma_runner_locations.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
plasma-workspace,100% (2t;0f;0u),po/ru/plasma_applet_org.kde.plasma.systemmonitor.diskactivity.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (2t;0f;0u),po/ru/plasma_applet_org.kde.plasma.systemmonitor.cpu.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (138t;0f;0u),po/ru/plasma_engine_soliddevice.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (7t;0f;0u),po/ru/kcminit.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (3t;0f;0u),po/ru/plasma_applet_org.kde.plasma.systemmonitor.memory.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (12t;0f;0u),po/ru/freespacenotifier.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (4t;0f;0u),po/ru/plasma_applet_org.kde.plasma.calendar.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (2t;0f;0u),po/ru/plasma_runner_webshortcuts.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (18t;0f;0u),po/ru/screenlocker_kcm.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (7t;0f;0u),po/ru/kglobalaccel5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (12t;0f;0u),po/ru/plasma_engine_time.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (3t;0f;0u),po/ru/kio_applications.po,Nick Shaforostoff,kde-russian at lists dot kde dot ru
plasma-workspace,100% (27t;0f;0u),po/ru/ksmserver.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (1t;0f;0u),po/ru/kio_remote.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (10t;0f;0u),po/ru/plasma_runner_shell.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (25t;0f;0u),po/ru/kuiserver5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (18t;0f;0u),po/ru/plasma_engine_keystate.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (9t;0f;0u),po/ru/kscreenlocker.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (20t;0f;0u),po/ru/plasma_applet_org.kde.plasma.devicenotifier.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (3t;0f;0u),po/ru/plasma_applet_org.kde.plasma.analogclock.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (818t;0f;0u),po/ru/plasma_engine_weather.po,Yuri Efremov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (14t;0f;0u),po/ru/plasma_package_plasmashell.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (25t;0f;0u),po/ru/plasma_applet_org.kde.image.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (5t;0f;0u),po/ru/plasma_engine_devicenotifications.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (2t;0f;0u),po/ru/plasma_engine_powermanagement.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (42t;0f;0u),po/ru/libtaskmanager.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (737t;0f;0u),po/ru/plasma_applet_org.kde.plasma.digitalclock.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (30t;0f;0u),po/ru/plasma_lookandfeel_org.kde.lookandfeel.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (16t;0f;0u),po/ru/plasma_applet_quicklaunch.po,Yuri Efremov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (2t;0f;0u),po/ru/plasma_runner_recentdocuments.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (2t;0f;0u),po/ru/phonon_kde.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (25t;0f;0u),po/ru/plasma_runner_sessions.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (365t;0f;0u),po/ru/drkonqi.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (31t;0f;0u),po/ru/plasma_applet_org.kde.plasma.battery.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (29t;0f;0u),po/ru/plasma_applet_org.kde.plasma.notifications.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (2t;0f;0u),po/ru/systemmonitor.po,Yuri Efremov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (5t;0f;0u),po/ru/soliduiserver.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (6t;0f;0u),po/ru/libkworkspace.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (24t;0f;0u),po/ru/plasmashell.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (21t;0f;0u),po/ru/plasma_applet_org.kde.plasma.systemtray.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (1t;0f;0u),po/ru/plasma_applet_org.kde.plasma.panelspacer.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (7t;0f;0u),po/ru/plasma_containmentactions_contextmenu.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (29t;0f;0u),po/ru/plasma_runner_windows.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (22t;0f;0u),po/ru/plasma_runner_powerdevil.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (18t;0f;0u),po/ru/plasma_applet_org.kde.plasma.clipboard.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (3t;0f;0u),po/ru/plasma_engine_rss.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (14t;0f;0u),po/ru/plasma_runner_kill.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (9t;0f;0u),po/ru/plasma_engine_share.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (18t;0f;0u),po/ru/plasma_engine_network.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (36t;0f;0u),po/ru/plasma_applet_system-monitor.po,Yuri Efremov,kde-russian at lists dot kde dot ru
plasma-workspace,100% (6t;0f;0u),po/ru/plasma_runner_baloosearchrunner.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (5t;0f;0u),po/ru/plasma_runner_activities.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (116t;0f;0u),po/ru/klipper.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (3t;0f;0u),po/ru/plasma_runner_windowedwidgets.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (3t;0f;0u),po/ru/plasma_engine_applicationjobs.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (3t;0f;0u),po/ru/plasma_runner_services.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (2t;0f;0u),po/ru/plasma_applet_org.kde.color.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (3t;0f;0u),po/ru/plasma_runner_placesrunner.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (1t;0f;0u),po/ru/plasma_applet_org.kde.plasma.systemmonitor.net.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (8t;0f;0u),po/ru/kscreenlocker_greet.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (4t;0f;0u),po/ru/plasma_runner_bookmarksrunner.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-workspace,100% (1t;0f;0u),po/ru/plasma_applet_org.kde.plasma.systemmonitor.diskusage.po,Alexander Potashev,kde-russian at lists dot kde dot ru
blueman,100% (351t;0f;0u),po/ru.po,AlexL,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
kdevplatform,100% (42t;0f;0u),po/ru/kdevcvs.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
kdevplatform,100% (5t;0f;0u),po/ru/kdevpastebin.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
kdevplatform,100% (130t;0f;0u),po/ru/kdevsubversion.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
