objectid,unitid,unitname,polygon_id,polygon_id_alt_c,mtrx_conservation_score,mtrx_consump_use_score,mtrx_signal,rac_hydro_final_rating,rac_veg_category,rac_calc_adjac,rac_model_recommend,rac_edge_desig,no_action_recommend,gis_acres_wiu,alternative_b_recommend,mtrx_recommnd,poly_desg,polygon_id_alt_a,polygon_id_alt_b,polygon_id_alt_d,contig_wsa,polygon_idmce,mce_proposed,paltlwcfeis,contig_wsa_alt_a,shape_length,shape_area
258.0,OR-034-106,River A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,45.580654413351,Not Applicable,Not Applicable,Road Boundary Setback,River A,Not Applicable,Not Applicable,No,River A,Not Considered,Not Applicable,No,5457.28059145128,-184441.729348978
259.0,OR-034-106,River B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,27.8755000457177,Not Applicable,Not Applicable,Road Boundary Setback,River B,Not Applicable,Not Applicable,No,River B,Not Considered,Not Applicable,No,3114.4100934462,-112792.092662668
260.0,OR-034-106,River B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,69.7497411572323,Not Applicable,Not Applicable,Road Boundary Setback,River B,Not Applicable,Not Applicable,No,River B,Not Considered,Not Applicable,No,7536.04298612518,-282226.513996811
261.0,OR-034-106,River B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,4.94484780536438,Not Applicable,Not Applicable,Road Boundary Setback,River B,Not Applicable,Not Applicable,No,River B,Not Considered,Not Applicable,No,709.368253946407,20011.0890989294
262.0,OR-034-106,River B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,65.7288858627309,Not Applicable,Not Applicable,Road Boundary Setback,River B,Not Applicable,Not Applicable,No,River B,Not Considered,Not Applicable,No,7120.35562950317,-265981.076452544
263.0,OR-034-106,River B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,111.889776038015,Not Applicable,Not Applicable,Road Boundary Setback,River B,Not Applicable,Not Applicable,No,River B,Not Considered,Not Applicable,No,12059.1960716128,-452781.619860409
264.0,OR-034-113,Blue Canyon Cont B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,5.1124763996798,Not Applicable,Not Applicable,Road Boundary Setback,Blue Canyon Cont B,Not Applicable,Not Applicable,No,Blue Canyon Cont B,1,Not Applicable,Yes,750.310398214404,20689.4579524126
265.0,OR-034-113,Blue Canyon Cont D Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,79.9696828086739,Not Applicable,Not Applicable,Road Boundary Setback,Blue Canyon Cont D,Not Applicable,Not Applicable,No,Blue Canyon Cont D,1,Not Applicable,Yes,8700.45852149954,-323604.7105222
266.0,OR-034-113,Blue Canyon Cont E Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,148.90377383066,Not Applicable,Not Applicable,Road Boundary Setback,Blue Canyon Cont E,Not Applicable,Not Applicable,No,Blue Canyon Cont E,1,Not Applicable,Yes,14456.8549469936,602592.193446205
267.0,OR-034-115,Lower Owyhee Canyon Cont E Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,0.587964292342487,Not Applicable,Not Applicable,Road Boundary Setback,Lower Owyhee Canyon Cont E,Not Applicable,Not Applicable,No,Lower Owyhee Canyon Cont E,1,Not Applicable,Yes,231.057239012371,2379.40707260806
268.0,OR-034-115,Lower Owyhee Canyon Cont A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,8.03884164389084,Not Applicable,Not Applicable,Road Boundary Setback,Lower Owyhee Canyon Cont A,Not Applicable,Not Applicable,No,Lower Owyhee Canyon Cont A,1,Not Applicable,Yes,1013.90675017947,32532.0379352362
269.0,OR-034-116,Honeycomb Cont Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,60.5645068135639,Not Applicable,Not Applicable,Road Boundary Setback,Honeycomb Cont,Not Applicable,Not Applicable,No,Honeycomb Cont,1,Not Applicable,Yes,7014.10618296002,-245082.897534172
270.0,OR-034-116,Honeycomb Cont Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,5.47622943203194,Not Applicable,Not Applicable,Road Boundary Setback,Honeycomb Cont,Not Applicable,Not Applicable,No,Honeycomb Cont,1,Not Applicable,Yes,749.179766162596,22161.5142475544
271.0,OR-034-117,Dry Creek Buttes Cont Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,85.3190989033233,Not Applicable,Not Applicable,Road Boundary Setback,Dry Creek Buttes Cont,Not Applicable,Not Applicable,No,Dry Creek Buttes Cont,1,Not Applicable,Yes,9219.75707120598,-345265.53185447
272.0,OR-034-120,Saddle Butte Cont Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,52.4957260284517,Not Applicable,Not Applicable,Road Boundary Setback,Saddle Butte Cont,Not Applicable,Not Applicable,No,Saddle Butte Cont,2,Not Applicable,Yes,5852.21847324896,-212437.317581122
273.0,OR-034-120,Saddle Butte Cont Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,31.9893628317598,Not Applicable,Not Applicable,Road Boundary Setback,Saddle Butte Cont,Not Applicable,Not Applicable,No,Saddle Butte Cont,2,Not Applicable,Yes,3549.77885367211,-129449.33611828
274.0,OR-034-120,Saddle Butte Cont Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,57.7904024170482,Not Applicable,Not Applicable,Road Boundary Setback,Saddle Butte Cont,Not Applicable,Not Applicable,No,Saddle Butte Cont,2,Not Applicable,Yes,6545.44707610682,-233867.008298007
275.0,OR-036-004,Oregon Butte Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,387.712031834613,Not Applicable,Not Applicable,Road Boundary Setback,Oregon Butte,Not Applicable,Not Applicable,No,Oregon Butte,1,Not Applicable,No,41350.1123516493,-1569007.29676338
276.0,OR-036-004,Oregon Butte Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,37.1309792407364,Not Applicable,Not Applicable,Road Boundary Setback,Oregon Butte,Not Applicable,Not Applicable,No,Oregon Butte,1,Not Applicable,No,4100.48517703242,-150256.687345771
277.0,OR-036-005,Deer Flat Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,87.6553555861881,Not Applicable,Not Applicable,Road Boundary Setback,Deer Flat,Not Applicable,Not Applicable,No,Deer Flat,1,Not Applicable,No,10096.8480342803,354728.638711721
278.0,OR-036-005,Deer Flat Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,40.1062469247374,Not Applicable,Not Applicable,Road Boundary Setback,Deer Flat,Not Applicable,Not Applicable,No,Deer Flat,1,Not Applicable,No,4414.45198279161,-162293.788143993
279.0,OR-036-005,Deer Flat Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,119.093241139536,Not Applicable,Not Applicable,Road Boundary Setback,Deer Flat,Not Applicable,Not Applicable,No,Deer Flat,1,Not Applicable,No,12812.2434674913,-481939.376859803
280.0,OR-036-008,Black Butte Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,178.023629459365,Not Applicable,Not Applicable,Road Boundary Setback,Black Butte,Not Applicable,Not Applicable,No,Black Butte,1,Not Applicable,Yes,19068.0276396783,-720427.519478762
281.0,OR-036-008,Black Butte Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,117.756019749476,Not Applicable,Not Applicable,Road Boundary Setback,Black Butte,Not Applicable,Not Applicable,No,Black Butte,1,Not Applicable,Yes,12676.9500115158,-476530.586476628
282.0,OR-036-014,Sacramento Hill Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,584.839175906343,Not Applicable,Not Applicable,Road Boundary Setback,Sacramento Hill,Not Applicable,Not Applicable,No,Sacramento Hill,1,Not Applicable,No,63700.0029627622,-2366701.6487328
283.0,OR-036-015,Coyote Wells Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,415.248557679533,Not Applicable,Not Applicable,Road Boundary Setback,Coyote Wells,Not Applicable,Not Applicable,No,Coyote Wells,1,Not Applicable,No,44115.8448581543,-1680415.5287453
284.0,OR-036-016,Hanson Canyon Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,401.450567289529,Not Applicable,Not Applicable,Road Boundary Setback,Hanson Canyon,Not Applicable,Not Applicable,No,Hanson Canyon,1,Not Applicable,Yes,42762.6108899146,-1624562.70039506
285.0,OR-036-028,Rattlesnake Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,1053.31495331118,Not Applicable,Not Applicable,Road Boundary Setback,Rattlesnake Creek,Not Applicable,Not Applicable,No,Rattlesnake Creek,2,Not Applicable,No,112012.97470699,-4262571.07502526
286.0,OR-036-028,Rattlesnake Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,359.94697362728,Not Applicable,Not Applicable,Road Boundary Setback,Rattlesnake Creek,Not Applicable,Not Applicable,No,Rattlesnake Creek,2,Not Applicable,No,38417.6419642366,-1456628.19728385
287.0,OR-036-029,Deadhorse Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,339.454383550435,Not Applicable,Not Applicable,Road Boundary Setback,Deadhorse,Not Applicable,Not Applicable,No,Deadhorse,2,Not Applicable,No,36344.0015060056,-1373695.08869412
288.0,OR-036-029,Deadhorse Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,358.947246718494,Not Applicable,Not Applicable,Road Boundary Setback,Deadhorse,Not Applicable,Not Applicable,No,Deadhorse,2,Not Applicable,No,38284.9036133848,-1452568.57981944
289.0,OR-036-029,Deadhorse Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,108.742777502226,Not Applicable,Not Applicable,Road Boundary Setback,Deadhorse,Not Applicable,Not Applicable,No,Deadhorse,2,Not Applicable,No,11702.7140268107,-440065.445196352
290.0,OR-036-029,Deadhorse Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,67.9505526147239,Not Applicable,Not Applicable,Road Boundary Setback,Deadhorse,Not Applicable,Not Applicable,No,Deadhorse,2,Not Applicable,No,7422.30307411923,-274978.77770978
291.0,OR-036-029,Deadhorse Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,109.773626954188,Not Applicable,Not Applicable,Road Boundary Setback,Deadhorse,Not Applicable,Not Applicable,No,Deadhorse,2,Not Applicable,No,11839.3391774349,-444237.233141419
292.0,OR-036-030,Alcorta Rim Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,8.12040653690966,Not Applicable,Not Applicable,Road Boundary Setback,Alcorta Rim,Not Applicable,Not Applicable,No,Alcorta Rim - W (Mal Wrk Grp),2,Not Applicable,Yes,1025.90055967078,32862.1193463918
293.0,OR-036-032,Cherry Well C Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,62.1986200179754,Not Applicable,Not Applicable,Road Boundary Setback,Cherry Well C,Not Applicable,Not Applicable,No,Cherry Well C,2,Not Applicable,Yes,6766.54924955415,251708.884884161
294.0,OR-036-032,Cherry Well A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,46.2675305373674,Not Applicable,Not Applicable,Road Boundary Setback,Cherry Well A,Not Applicable,Not Applicable,No,Cherry Well A,2,Not Applicable,Yes,5205.0886704458,187238.053103733
295.0,OR-036-032,Cherry Well B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,54.0009616880785,Not Applicable,Not Applicable,Road Boundary Setback,Cherry Well B,Not Applicable,Not Applicable,No,Cherry Well B,2,Not Applicable,Yes,5457.97505516233,-218520.205994767
296.0,OR-036-032,Cherry Well B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,3.12931515066266,Not Applicable,Not Applicable,Road Boundary Setback,Cherry Well B,Not Applicable,Not Applicable,No,Cherry Well B,2,Not Applicable,Yes,490.409910452622,-12654.1103140183
297.0,OR-036-032,Cherry Well B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,2.06876027141941,Not Applicable,Not Applicable,Road Boundary Setback,Cherry Well B,Not Applicable,Not Applicable,No,Cherry Well B,2,Not Applicable,Yes,904.295302429363,8371.97579079963
298.0,OR-036-032,Cherry Well B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,134.002840389074,Not Applicable,Not Applicable,Road Boundary Setback,Cherry Well B,Not Applicable,Not Applicable,No,Cherry Well B,2,Not Applicable,Yes,15373.0126795916,-542288.715505451
299.0,OR-036-035,Oregon Canyon Cont F Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,76.8916188645048,Not Applicable,Not Applicable,Road Boundary Setback,Oregon Canyon Cont F,Not Applicable,Not Applicable,No,Oregon Canyon Cont F,1,Not Applicable,Yes,8452.69083989715,311169.341630554
300.0,OR-036-035,Oregon Canyon Cont F Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,3.47566363949847,Not Applicable,Not Applicable,Road Boundary Setback,Oregon Canyon Cont F,Not Applicable,Not Applicable,No,Oregon Canyon Cont F,1,Not Applicable,Yes,821.157140784443,14065.5117216065
301.0,OR-036-035,Oregon Canyon Cont C Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,70.1992963656506,Not Applicable,Not Applicable,Road Boundary Setback,Oregon Canyon Cont C,Not Applicable,Not Applicable,No,Oregon Canyon Cont C,1,Not Applicable,Yes,7866.00797086392,-284077.859972924
302.0,OR-036-035,Oregon Canyon Cont C Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,284.148374342276,Not Applicable,Not Applicable,Road Boundary Setback,Oregon Canyon Cont C,Not Applicable,Not Applicable,No,Oregon Canyon Cont C,1,Not Applicable,Yes,30433.9775577437,-1149868.85468032
303.0,OR-036-039,Blue Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,266.039875680427,Not Applicable,Not Applicable,Road Boundary Setback,Blue Mountain,Not Applicable,Not Applicable,No,Blue Mountain,2,Not Applicable,No,28432.5286935269,-1076609.40991272
304.0,OR-036-039,Blue Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,13.1814988915389,Not Applicable,Not Applicable,Road Boundary Setback,Blue Mountain,Not Applicable,Not Applicable,No,Blue Mountain,2,Not Applicable,No,1560.87157604779,-53342.7376665246
305.0,OR-036-039,Blue Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,573.803032342149,Not Applicable,Not Applicable,Road Boundary Setback,Blue Mountain,Not Applicable,Not Applicable,No,Blue Mountain,2,Not Applicable,No,61537.8190046993,-2322086.51399586
306.0,OR-036-039,Blue Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,14.2016619821195,Not Applicable,Not Applicable,Road Boundary Setback,Blue Mountain,Not Applicable,Not Applicable,No,Blue Mountain,2,Not Applicable,No,1743.00930856339,-57462.3089098214
307.0,OR-036-039,Blue Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,171.855086879783,Not Applicable,Not Applicable,Road Boundary Setback,Blue Mountain,Not Applicable,Not Applicable,No,Blue Mountain,2,Not Applicable,No,18404.1986682448,-695461.08749408
308.0,OR-036-039,Blue Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,65.8283541651275,Not Applicable,Not Applicable,Road Boundary Setback,Blue Mountain,Not Applicable,Not Applicable,No,Blue Mountain,2,Not Applicable,No,7397.39075522538,-266397.427766054
309.0,OR-036-044,Twelve Mile Creek Cont B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,81.6262124034341,Not Applicable,Not Applicable,Road Boundary Setback,Twelve Mile Creek Cont B,Not Applicable,Not Applicable,No,Twelve Mile Creek Cont B,1,Not Applicable,Yes,9050.34853099326,-330318.819010747
310.0,OR-036-044,Twelve Mile Creek Cont A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,60.5142203574995,Not Applicable,Not Applicable,Road Boundary Setback,Twelve Mile Creek Cont A,Not Applicable,Not Applicable,No,Twelve Mile Creek Cont A,1,Not Applicable,Yes,6617.65314869002,244892.361300276
311.0,OR-036-045,Whitehorse Butte A1 Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,58.7806654649788,Not Applicable,Not Applicable,Road Boundary Setback,Whitehorse Butte A,Not Applicable,Not Applicable,No,Whitehorse Butte A,Not Considered,Not Applicable,Yes,6396.4288128025,-237875.874575261
312.0,OR-036-045,Whitehorse Butte A1 Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,178.693916623361,Not Applicable,Not Applicable,Road Boundary Setback,Whitehorse Butte A,Not Applicable,Not Applicable,No,Whitehorse Butte A,Not Considered,Not Applicable,Yes,19154.1777102415,-723120.156401347
313.0,OR-036-050,Oregon Canyon Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,122.348060664596,Not Applicable,Not Applicable,Road Boundary Setback,Oregon Canyon Mountain,Not Applicable,Not Applicable,No,Oregon Canyon Mountain,1,Not Applicable,Yes,13256.8298099851,-495113.31100155
314.0,OR-036-050,Oregon Canyon Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,22.0286542720428,Not Applicable,Not Applicable,Road Boundary Setback,Oregon Canyon Mountain,Not Applicable,Not Applicable,No,Oregon Canyon Mountain,1,Not Applicable,Yes,2630.19964762091,89146.8010176455
315.0,OR-036-052,Lower Cow Lake G Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,67.0561617561573,Not Applicable,Not Applicable,Road Boundary Setback,Lower Cow Lake G,Not Applicable,Not Applicable,No,Lower Cow Lake G,1,Not Applicable,Yes,7355.48914593549,-271347.444935294
316.0,OR-036-052,Lower Cow Lake B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,3.03648649357163,Not Applicable,Not Applicable,Road Boundary Setback,Lower Cow Lake B,Not Applicable,Not Applicable,No,Lower Cow Lake B,1,Not Applicable,Yes,567.639063123161,12288.2248680412
317.0,OR-036-052,Lower Cow Lake A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,18.4053559628573,Not Applicable,Not Applicable,Road Boundary Setback,Lower Cow Lake A,Not Applicable,Not Applicable,No,Lower Cow Lake A,1,Not Applicable,Yes,2146.09248403512,-74478.7335155433
318.0,OR-036-052,Lower Cow Lake A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,46.8672776814435,Not Applicable,Not Applicable,Road Boundary Setback,Lower Cow Lake A,Not Applicable,Not Applicable,No,Lower Cow Lake A,1,Not Applicable,Yes,5562.21233711901,189665.143685554
319.0,OR-036-057,Clarks Butte Cont A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,136.677957837389,Not Applicable,Not Applicable,Road Boundary Setback,Clarks Butte Cont A,Not Applicable,Not Applicable,No,Clarks Butte Cont A,2,Not Applicable,Yes,14686.0045492503,-553090.446713443
320.0,OR-036-068,Grassey Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,350.895963575721,Not Applicable,Not Applicable,Road Boundary Setback,Grassey,Not Applicable,Not Applicable,No,Grassey,2,Not Applicable,No,37483.0576974572,-1419957.41877888
321.0,OR-036-068,Grassey Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,0.380144758480713,Not Applicable,Not Applicable,Road Boundary Setback,Grassey,Not Applicable,Not Applicable,No,Grassey,2,Not Applicable,No,298.493655163211,-1535.07169356996
322.0,OR-036-068,Grassey Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,5.75666583048127,Not Applicable,Not Applicable,Road Boundary Setback,Grassey,Not Applicable,Not Applicable,No,Grassey,2,Not Applicable,No,791.124622655367,-23290.4087221298
323.0,OR-036-068,Grassey Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,0.165383573973763,Not Applicable,Not Applicable,Road Boundary Setback,Grassey,Not Applicable,Not Applicable,No,Grassey,2,Not Applicable,No,168.915855911557,-663.671302174344
324.0,OR-036-068,Grassey Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,132.673619006768,Not Applicable,Not Applicable,Road Boundary Setback,Grassey,Not Applicable,Not Applicable,No,Grassey,2,Not Applicable,No,14277.8573682866,-536883.600325756
325.0,OR-036-069,Big Grassey Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,813.628480463874,Not Applicable,Not Applicable,Road Boundary Setback,Big Grassey,Not Applicable,Not Applicable,No,Big Grassey,1,Not Applicable,No,86671.7501376425,-3292583.14548249
326.0,OR-036-069,Big Grassey Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,78.7141917971884,Not Applicable,Not Applicable,Road Boundary Setback,Big Grassey,Not Applicable,Not Applicable,No,Big Grassey,1,Not Applicable,No,8541.10364300391,318545.032608477
327.0,OR-036-087,Willow Creek Cont C Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,9.18381151200874,Not Applicable,Not Applicable,Road Boundary Setback,Willow Creek Cont C,Not Applicable,Not Applicable,No,Willow Creek Cont C,Not Considered,Not Applicable,Yes,1104.35105320383,37165.5665994836
328.0,OR-036-087,Willow Creek Cont B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,7.47630474602323,Not Applicable,Not Applicable,Road Boundary Setback,Willow Creek Cont B,Not Applicable,Not Applicable,No,Willow Creek Cont B,2,Not Applicable,Yes,1691.46286067602,30255.5318772637
329.0,OR-036-087,Willow Creek Cont A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,39.3769935307871,Not Applicable,Not Applicable,Road Boundary Setback,Willow Creek Cont A,Not Applicable,Not Applicable,No,Willow Creek Cont A,2,Not Applicable,Yes,4342.01133465105,-159350.339160995
330.0,OR-036-087,Willow Creek Cont D Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,136.327300325312,Not Applicable,Not Applicable,Road Boundary Setback,Willow Creek Cont D,Not Applicable,Not Applicable,No,Willow Creek Cont D,2,Not Applicable,Yes,14650.5567579226,-551629.323270219
331.0,OR-036-091,Owyhee River Cont A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,164.750167545914,Not Applicable,Not Applicable,Road Boundary Setback,Owyhee River Cont A,Not Applicable,Not Applicable,No,Owyhee River Cont A,1,Not Applicable,Yes,18984.9145910683,-666709.816664532
332.0,OR-036-091,Owyhee River Cont B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,26.1497915538947,Not Applicable,Not Applicable,Road Boundary Setback,Owyhee River Cont B,Not Applicable,Not Applicable,No,Owyhee River Cont B,1,Not Applicable,Yes,3000.79026792673,-105814.938584342
333.0,OR-036-091,Owyhee River Cont C Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,2.27356141853812,Not Applicable,Not Applicable,Road Boundary Setback,Owyhee River Cont C,Not Applicable,Not Applicable,No,Owyhee River Cont C,1,Not Applicable,Yes,471.629163156832,9200.77662833186
334.0,OR-036-091,Owyhee River Cont E Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,5.43301006370102,Not Applicable,Not Applicable,Road Boundary Setback,Owyhee River Cont E,Not Applicable,Not Applicable,No,Owyhee River Cont E,1,Not Applicable,Yes,739.357130311291,21986.6116692523
335.0,OR-036-091,Owyhee River Cont F Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,17.9607318054869,Not Applicable,Not Applicable,Road Boundary Setback,Owyhee River Cont F,Not Applicable,Not Applicable,No,Owyhee River Cont F,1,Not Applicable,Yes,2080.77567532777,-72671.1539503695
336.0,OR-036-092,Jordan Crators Cont B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,47.4131809683722,Not Applicable,Not Applicable,Road Boundary Setback,Jordan Crators Cont B,Not Applicable,Not Applicable,No,Jordan Crators Cont B,1,Not Applicable,Yes,5186.26160438258,-191869.353030387
337.0,OR-036-092,Jordan Crators Cont A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,106.936915634698,Not Applicable,Not Applicable,Road Boundary Setback,Jordan Crators Cont A,Not Applicable,Not Applicable,No,Jordan Crators Cont A,1,Not Applicable,Yes,11541.8013526718,-432745.579738669
338.0,OR-036-095,Little Groundhog Reservoir Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,68.0175378836949,Not Applicable,Not Applicable,Road Boundary Setback,Little Groundhog Reservoir,Not Applicable,Not Applicable,No,Little Groundhog Reservoir,1,Not Applicable,No,7398.46425794856,-275244.752886613
339.0,OR-036-095,Little Groundhog Reservoir Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,7.57739378848767,Not Applicable,Not Applicable,Road Boundary Setback,Little Groundhog Reservoir,Not Applicable,Not Applicable,No,Little Groundhog Reservoir,1,Not Applicable,No,973.328318119105,-30662.3965054795
