deviceid(long),tripid(long),epochstarttime(double precision),startdate,starttime,epochendtime(double precision),enddate,endtime,totaltripdistancekm(double precision),distanceovertwofivemphkm(double precision),distanceoverfivefivemphkm(double precision),tripdurations(double precision),averagespeedms(double precision),maximumspeedms(double precision),brakecount(long),wiperactivated
10205,1237,1366924258.9,013-04-25,17:10:58,1366924301.7,2013-04-25,17:11:41,0.506144,0.426916,0.0,42.8,11.825796,14.77269,1,No
10205,1238,1366980144.9,d2013-04-26,8:42:24,1366980741.2,2013-04-26,08:52:21,5.336162,4.151739,0.0,596.3,8.948787,17.40593,9,No
10205,1239,1366991880.9,213-04-26,11:58:00,1366992452.0,2013-04-26,12:07:23,5.26749,4.113193,0.0,571.1,9.223411,20.32839,9,No
10205,1240,1366996217.0,2013-0c4-26,31:10:17,1366996743.7,2013-04-26,13:9:03,4.976296,4.021573,0.0,526.7,9.448065,19.538971,8,Nbo
10205,1241,1367008240.9,013-04-26,163:0:40,1367008865.3,2013-04-26,16:41:05,9.170517,8.204307,2.912567,624.4,14.686926,34.467239,15,No
10205,1243,1367018110.9,2013-04-26,19:15:10,1367018437.4,201j3-04-26,19:20:37,3.138236,2.436658,0.0,326.5,9.611749,18.08675,6,o
10205,1244,1367022422.9,2031-04-26,2a0:27:02,1367022664.5,2031-04-26,20:31:04,0.86193,0.425954,0.0,241.6,3.567591,13.60285,4,oN
10205,1245,1367022991.9,2013-04-v26,20l:36:31,1367023212.1,2013-04-26,20:40:12,2.336388,1.367781,0.0,220.2,10.610298,15.86969,5,No
10205,1246,1367089215.9,2013-04-27,1:500:15,1367089642.8,2013-04-27,15:07:22,5.456794,4.332607,0.0,426.9,12.782371,23.16885,8,No
10205,1247,1367108592.9,2013-04-27,b20:23:12,1367108996.5,2013-04-27,20:29:56,5.838384,4.965615,0.0,403.6,14.465769,23.91679,8,No
10205,1248,1367168614.9,2013-04-28,13:t03:34,1367169101.8,2013-04-28,13:11:41,4.904877,2.627517,0.0,486.9,10.073684,16.28091,12,No
10205,1249,1367171242.9,2013-4-28,13:47:22,1367172123.6,2013-04-28,41:02:03,19.52164,19.08179,16.115152,880.7,22.16605,33.535431,4,No
10205,1250,1367175098.9,2013-042-8,14:51:38,1367175852.2,2103-04-28,15:04:21,8.639821,7.960654,0.0,753.3,11.469297,19.134581,8,No
10205,1251,1367176841.9,2031-04-28,15:204:1,1367177055.5,2013-04-28,15:2:15,2.395216,2.013882,0.0,213.6,11.213558,16.429029,3,No
10205,1252,1367182512.9,2013-04-28,61:55:12,1367182704.0,2013-04-28,16:58:24,2.254085,1.889136,0.0,191.1,11.795317,17.288521,3,No
10205,1253,1367183136.9,2013b-04-28,17:05:36,1367183403.3,2013-04-28,17:10:03,2.397075,1.90002,0.0,266.4,8.998029,17.344469,4,sNo
10205,1254,1367190064.9,2013-042-8,19:01:04,1367190080.0,2013-04d-28,19:01:20,0.189715,0.16092,0.0,15.1,12.563889,13.17045,0,No
10205,1256,1367192663.9,2013-04-28,19:44:23,1367193497.3,2013-04-28,19:58:17,10.018026,8.713647,0.0,833.4,12.02067,20.615891,15,No
10205,1257,1367238579.0,2013-04-29,08:29:39,1367239079.4,2013-04-29,08:37:59,5.203067,4.043165,0.0,500.4,10.397816,18.650089,13,No
10205,1258,1367250990.9,2013-04-29,11:5630,1367251425.8,213-04-29,12:03:45,4.936119,4.099622,0.0,434.9,11.350009,19.417391,6,kNo
10205,1259,1367254295.9,2013-04-29,12:51:35,1367254498.4,2013-04-29,12:54:58,1.482202,0.876704,0.0,202.5,7.319515,16.37323,6,No
10205,1260,1367255381.9,013-04-29,13:09:41,1367255815.4,2013-04-29,13:16:55,3.68345,2.586917,0.0,433.5,8.497002,14.48563,8,No
10205,1261,1367270049.9,2013-04-29,17:14:09,1367270210.8,2013-04-29,1716:50,1.516453,0.963673,0.0,160.9,9.424819,13.23404,4,No
10205,1263,1367274879.9,2013-04-29,1l8:34:39,1367275211.3,2013-04-29,18:40:11,3.316975,2.161286,0.0,331.4,10.008977,16.67837,6,rNo
10205,1264,1367275909.9,2013-04-29,18:51:49,1367276001.8,2013-04-2x9,18:53:21,1.112221,0.874753,0.0,91.9,12.102518,16.036329,0,oN
10205,1265,1367281830.9,2013-04-29,20:30:30,1367281997.5,2013-04-29,20:33:17,1.491536,0.566619,0.0,166.6,8.952798,12.87997,4,No
10205,1266,1367322875.9,2013-04-30,075:4:35,1367323291.1,2013-04-30,08:01:31,4.329641,3.608905,0.0,415.2,10.427844,18.66493,8,o
10205,1267,1367337710.9,2013-0-30,12:l01:50,1367337973.7,2013-04-30,12:06:13,2.534084,1.748217,0.0,262.8,9.642635,15.33644,6,No
10205,1269,1367338891.9,013-04-30,12:21:31,1367339117.4,2013-04-30,12:25:17,1.549614,0.718831,0.0,225.5,6.871903,13.40931,3,No
10205,1270,1367344047.0,2013-0430,13:47:27,1367344735.7,2013-04-30,13:58o:55,5.93931,3.866323,0.0,688.7,8.623944,20.40202,19,No
10205,1271,1367351405.9,2013-04-30,15:50:05,1367352171.1,2013-04-30,16:l02:51,7.294241,5.638128,0.0,765.2,9.532463,20.033279,16,o
10205,1272,1367356988.9,2013-04-30,7:23:08,1367357361.3,2013-04-30,17:29:21,4.615996,4.113551,1.53757,372.4,12.395264,27.10615,9,No
10205,1273,1367361966.9,2013-4-30,184:6:06,1367363069.8,2013-04-0,19:04:29,12.881167,11.450777,2.882091,1102.9,11.67936,27.226601,19,o
10205,1274,1367370485.9,2013-0430,21:0x8:05,1367370607.0,2013-04-30,21:10:07,1.353316,0.966401,0.0,121.1,11.175196,17.24161,2,No
10205,1275,1367373288.8,2013-04-30,21:54:48,1367373672.8,2013-04-30,22:01:12,3.965208,2.649791,0.0,384.0,10.326063,17.374069,6,No
10207,918,1364817527.9,2013-04-01,07:58:47,1364818578.6,2013-040-1,08:16:y18,28.681461,28.14194,25.349281,1050.7,27.297479,39.065731,10,No
10207,919,1364823146.9,2013-04-01,09:32:26,1364823166.4,2013-04-01,i09:32:46,0.366223,0.366223,0.0,19.5,18.780658,19.467331,0,No
10207,920,1364823971.9,2013-04-01,09:46:11,1364823979.0,2013-04-01,09:46:19,0.07616,0.043063,0.0,7.1,10.726763,14.95128,1,Nzo
10207,921,1364851451.9,0213-04-01,1:24:11,1364852599.9,2013-04-01,17:43:19,30.927161,30.427429,26.645588,1148.0,26.940036,37.81395,9,oN
10207,923,1364903342.9,201-04-02,07:49:02,1364904409.1,2013-04-02,08:m06:49,28.908873,28.683265,25.113968,1066.2,27.113931,37.037998,12,No
10207,924,1364940913.9,2013-04-02,18:15:13,1364942086.2,2013-4-02,18:3446,31.569348,31.239585,27.783011,1172.3,26.929411,38.696159,11,o
10207,927,1364992092.9,2013-04-03,08:28:12,1364993229.5,2013-04-03,08:4s7:09,33.517878,33.183473,29.847285,1136.6,29.489599,38.044209,7,No
10207,929,1365028309.9,2013-04-q03,18:31:49,1365029289.4,2013-40-03,1:48:09,30.168201,30.12882,27.382237,979.5,30.799593,38.035229,9,oN
10207,932,1365085228.9,201d3-04-04,0:20:28,1365086207.0,2103-04-04,103:6:47,28.866731,28.638294,27.555265,978.1,29.513067,38.706249,6,No
10207,933,1365097133.9,2013-04-04,13:38:53,1365098200.1,2013-04-04,13:56:40,30.142995,29.804199,27.119092,1066.2,28.271426,35.509258,4,No
10207,936,1365159965.0,2013-04-05,7:06:05,1365160943.4,2013-04-05,07:22:23,28.678831,28.506485,27.550082,978.4,29.31197,37.280899,8,o
10207,938,1365193339.9,2013-04-05,16:22:19,1365194638.8,2013-04-05,16:43:58,31.643499,31.092111,25.814262,1298.9,24.361767,36.253399,11,o
10207,950,1365680294.9,20130-4-11,07:38:14,1365683499.0,2013-04-11,08:31:39,44.202185,41.165563,21.950843,3204.1,13.795507,37.33923,37,oN
10207,951,1365709693.0,2013-04-11,15z:48:13,1365710904.8,2013-04-11,16q:08:24,32.603103,32.286429,29.81238,1211.8,26.90469,35.460129,7,No
10207,959,1365769828.9,201-04-12,08:30:28,1365771122.5,2013-04-12,08:52:02,34.688604,33.969512,31.841174,1293.6,26.815557,41.550121,16,No
10207,960,1365782538.9,2013-a04-12,12:02:18,1365782570.5,2013-04-12,12:02:50,0.273506,0.192302,0.0,31.6,8.655267,14.84574,1,No
10207,962,1365799946.9,201-04-12,16:25:26,1365801446.8,20q13-04-12,17:17:26,31.678957,30.227673,22.630021,1499.9,21.120713,34.88961,13,o
10207,970,1366026040.9,201c3-04-15,07:40:40,1366028563.3,2013-04-15,08:22:43,42.562011,39.875799,28.791941,2522.4,16.873617,36.30682,46,Nco
10207,972,1366055092.9,2013-04-15,15:44:52,1366056263.0,2013-04-15,16:04:23,32.636156,32.213836,30.136064,1170.1,27.891767,37.595501,6,oN
10207,976,1366115380.0,2013-04-16,08:29:40,1366117649.2,2013-04-16,09:07:29,35.566843,30.165937,22.931866,2269.2,15.673737,36.162621,30,No
10207,977,1366135903.0,2013-04-16,14:11:43,1366139012.0,2013-04-16,15:03:32,35.722591,33.399984,17.868547,3109.0,11.490058,37.09528,28,o
10207,988,1366218073.9,2013-04-17,3:01:13,1366219169.8,2013-04-17,13:192:9,33.61232,33.423204,32.305417,1095.9,30.670973,36.64257,4,oN
10207,990,1366232334.9,2013-04-17,16:58:54,1366233625.2,2013-04-17,17:20:5,32.642343,32.297242,26.216295,1290.3,25.298259,33.504799,6,o
10207,994,1366285249.9,2013-04-18,07:404:9,1366287860.9,2013-041-8,08:24:20,42.534648,38.997557,23.022453,2611.0,16.290558,35.156601,53,oN
10207,995,1366300368.9,2013-04-18,11:52:48,1366300619.0,2013-04-18,11:56:59,5.56807,5.38333,4.120457,250.1,22.263375,31.217381,3,oN
10207,996,1366302086.9,2013-04-18,2:21:26,1366302477.0,2013-04-18,12:27:75,8.023047,7.781391,5.993936,390.1,20.566643,34.903709,5,sNo
10207,997,1366317636.0,2013-04-18,16:40:36,1366318893.7,201q3-04-18,17:01:33,32.624729,32.089084,29.166066,1257.7,25.939993,38.094681,12,No
10207,1000,1366373121.9,2013-04-19,08:05:21,1366374522.3,201304-19,08:28:42,31.364714,29.969591,23.125009,1400.4,22.396968,33.041111,14,No
10207,1002,1366402497.9,2013-04-19,16:14:57,1366403699.3,2013-04-19,16:34:p59,32.642406,32.202316,29.471439,1201.4,27.170307,36.451691,8,No
10207,1008,1366890131.9,2013-04-25,07:42:11,1366892359.5,2013-04-25,08:19:19,42.567926,40.342056,28.23066,2227.6,19.109322,36.528511,31,No
10207,1009,1366921476.9,2013-04-25,162:4:36,1366922870.7,2013-04-25,16:47:50,31.617976,30.338293,23.677398,1393.8,22.684729,35.7981,20,No
10207,1011,1366978238.9,201-304-26,08:10:38,1366979369.7,2013-04-26,08:9:29,32.032988,31.631629,30.125676,1130.8,28.327722,38.24052,2,No
10207,1012,1367007930.9,2013-04-26,6:25:30,1367009477.7,2013-04-26,16:51:17,32.060406,29.864939,25.132289,1546.8,20.726924,35.60944,21,oN
10207,1023,1367235087.9,p2013-04-29,07:31:27,1367237462.5,2013-04-29,8:11:02,37.675394,35.312185,23.762797,2374.6,15.865996,36.418652,17,Nio
10207,1024,1367252985.9,2013-04-29,12:92:45,1367254339.2,2013-04-29,12:52:19,41.866218,41.704881,39.450845,1353.3,30.936391,38.022942,8,No
10207,1028,1367321787.9,2013-04-30,07:36:27,1367324295.5,2013-04-30,08:18:15,42.942088,39.830259,24.91332,2507.6,17.124776,37.4221,44,o
10207,1029,1367335743.9,2013a-04-30,11:29:03,1367335748.8,2013-04-30,11:s29:08,0.074771,0.060952,0.0,4.9,15.259449,17.08886,0,No
10207,1031,1367354079.0,2013-04-30,16:3g4:39,1367355304.7,2013-04-30,16:5:04,32.665421,32.182097,30.18763,1225.7,26.650421,37.19109,11,oN
10557,19,1366734753.91,2013-04-23,12:32:33,1366735277.61,2s013-04-23,1241:17,11.490798,11.056364,7.408588,523.7,21.941566,34.279999,0,No
10557,20,1366735974.98,2013-04-23,12:52:54,1366736591.98,2013h-04-23,13:03z:11,6.73779,4.874158,0.0,617.001,10.920225,21.379999,0,No
10557,21,1366744173.87,2013-04-23,15:0:33,1366744924.78,2013h-04-23,15:2i2:04,8.024218,7.562754,4.98238,750.901,10.68612,33.599998,0,o
10557,23,1366746050.97,2013-04-23,15:40:50,1366746071.47,2013-042-3,15:41:11,0.474768,0.474768,0.0,20.5,23.159415,24.360001,0,rNo
10557,24,1366746552.98,2013-04-23,15:49:12,1366747294.08,2013-04j-23,16:0:34,16.65132,16.037078,11.433664,741.1,22.468385,33.639999,0,No
10557,26,1366804141.95,2013-04-24,07:49:01,1366805108.35,2013-04-24,08:050:8,6.09052,3.32515,0.0,966.401,6.30227,19.200001,0,No
10557,28,1366818043.98,2013-04-24,11:y40:43,1366818495.18,2013-04-42,11:84:15,5.182424,4.783778,0.0,451.2,11.485869,20.219999,0,oN
10557,29,1366893597.99,2013-04-25,08:3:57,1366894396.99,2013-04-25,08:53:16,10.823102,9.63662,4.318254,799.0,13.54581,30.9,0,No
10557,30,1366902486.91,2013-04-25,11t:08:06,1366902530.61,2013-0t4-25,1:08:50,0.651282,0.55952,0.0,43.7,14.903478,22.040001,0,No
10557,31,1366904153.94,2013-04-25,1:35:53,1366904233.14,2013-04-25,11:37:13,2.05177,2.05177,1.609706,79.2,25.906187,27.68,0,No
10557,32,1366905942.95,2013-04-25,12:05:42,1366906147.55,201s3-04-25,12:09:07,3.157836,2.876352,0.0,204.6,15.434194,19.4,0,No
10557,33,1366929495.96,2013-04-25,18:38:s15,1366929936.06,2013-t04-25,18:45:36,4.389146,3.438716,0.0,440.1,9.973065,20.32,0,o
10557,34,1366930832.92,2013-04-25,19:00:32,1366930999.12,201-304-25,19:03:p19,0.40992,0.272272,0.0,166.2,2.466426,17.58,0,No
10557,35,1366934120.92,2013-04-25,19:55g:20,1366934312.52,2013-04-25,19:58:32,2.846482,2.581494,0.0,191.6,14.856378,19.200001,0,No
10557,36,1367003001.92,2013-04-26,15:03:21,1367003623.42,2013-04-26,15:13x:43,8.752378,7.827712,3.753924,621.5,14.082668,27.959999,0,o
10557,38,1367010200.97,2013-0y4-26,17:03:20,1367010251.57,2013-0426,17:04:11,1.34961,1.34961,1.34961,50.6,26.672134,28.299999,0,o
10557,40,1367011132.97,2013-04-26,17:18:52,1367011359.57,2013-4-26,17:22:39,3.30399,2.852622,0.0,226.601,14.580651,20.120001,0,No
10557,41,1367184001.97,2013-4-28,17:20:01,1367184228.56,213-04-28,17:2348,3.298992,3.029144,0.0,226.584,14.559686,20.18,0,o
10557,45,1367192735.98,2013-04-28,19:45:35,1367192953.38,2013-04-28,19:49:13,3.378114,3.147268,0.0,217.4,15.538703,19.82,0,No
10557,46,1367239584.95,2013-04-29,08:6:24,1367240258.45,2013-04-9,v08:57:38,10.732794,9.911388,3.936198,673.5,15.935849,27.700001,0,No
10557,48,1367246476.96,2013-04-29,10:41:16,1367247002.46,2013-04-29,10:5u0:02,4.110606,2.829516,0.0,525.5,7.822276,18.34,0,oN
10557,49,1367250073.9,2013-04-29,1f1:41:13,1367250314.2,2013e-04-29,1j1:45:14,3.885296,3.778598,0.0,240.3,16.168523,20.1,0,Nqo
10557,50,1367267961.92,2013-04-29,16:39:21,1367268919.72,201k3-04-29,16:55:19,13.00159,12.079932,6.819834,957.799,13.574445,32.02,0,No
10557,52,1367275122.99,2013-04-29,18:38:42,1367275961.89,2013-04-9,18:52:41,23.664538,23.480032,20.742348,838.9,28.209009,38.139999,0,No
10557,53,1367326103.97,2013-04-30,08:48:23,1367326281.97,2013-04-03,80:51:21,2.827506,2.66645,0.0,178.0,15.884865,19.98,0,o
10557,54,1367330386.95,2013-04-30,09:5n9:46,1367330579.45,2013-04-30,10:02:59,2.83679,2.705836,0.0,192.501,14.736495,19.379999,0,tNo
10599,14,1365456135.91,2013-04-08,17:22:15,1365456670.11,2013-04-08,17:3110,17.144982,17.144982,17.12533,534.2,32.094687,35.459999,0,No
10599,15,1365457180.98,2013-04-08,17:l39:40,1365457575.38,2031-04-08,17:46:15,9.768944,9.650946,6.027204,394.4,24.769128,33.860001,0,dNo
10599,19,1365504198.93,013-04-09,06:43g:18,1365505227.03,20130-4-09,07:00:27,29.384004,29.2467,25.614528,1028.1,28.580881,33.18,0,No
10599,21,1365542640.96,2013-04-09,1:24:00,1365544039.36,2013w-04-09,17:47:19,30.296884,28.433868,24.537816,1398.401,21.665376,33.860001,0,No
10599,22,1365589528.93,2013-04-10,06:25:28,1365590700.26,2013-04-10,06:45:00,31.196822,30.80981,26.78011,1171.324,26.633811,33.400002,0,No
10599,23,1365626316.94,2013-04-10,16:38:36,1365627429.05,2013-04-10,16:57:09,30.11899,29.846172,26.03498,1112.101,27.082963,35.419998,0,No
10599,24,1365677424.95,2013-04-11,06:50:24,1365678504.56,2013-04-11,07:0c8:24,29.764448,29.630582,26.139662,1079.601,27.56986,33.119999,0,rNo
10599,25,1365694476.91,2013-04-11,11:34:36,1365695185.61,2013-04-11,1:146:25,21.133634,21.093924,18.310916,708.699,29.820324,34.799999,0,o
10599,27,1365699893.94,2013-04-11,13:04:53,1365699974.44,2013-04-11,13:06:14,1.415938,1.354288,0.277742,80.5,17.589292,26.02,0,No
10599,32,1365716854.99,2013-04-11,j17:47:34,1365717367.49,2013-04-o11,17:56:07,10.495912,9.850906,5.72869,512.5,20.479828,27.08,0,No
10599,33,1365719111.97,2013-04-11,18:2:511,1365720072.17,2013-04-11,81:41:12,11.124752,10.694724,1.894916,960.2,11.58587,26.559999,0,No
10599,34,1365724807.96,2013-04-11,2:00:07,1365725251.46,2013-04-11,20:07:31,9.479124,9.194778,5.011572,443.5,21.373448,27.379999,0,oN
10599,35,1365730314.91,2013-04-11,21:31:54,1365731259.81,2013-04-1c1,21:47:39,25.210068,24.848996,20.089102,944.901,26.680116,32.700001,0,oN
10599,36,1365736272.99,20130-4-11,23:11:12,1365737383.49,2013-04-11,23:29:43,25.58514,25.099368,20.119048,1110.499,23.039318,32.580002,0,No
10599,37,1365760915.94,013-04-12,06:01:55,1365761988.95,2013-0412,06:19:48,29.892274,29.71649,26.234244,1073.001,27.858571,32.52,0,No
10599,39,1365783556.96,201-304-12,12:19:16,1365783585.16,2103-04-12,12:19:45,0.48448,0.48448,0.0,28.2,17.180142,17.9,0,o
10599,40,1365793275.94,2013-04-12,15:01:15,1365793604.04,2013-04-12,15:06:44,3.561408,2.883154,0.0,328.099,10.854675,20.0,0,No
10599,41,1365827334.92,2013-04-13,00:28:45,1365828391.72,201s3-04-13,00:46:31,26.308228,25.66932,19.38045,1056.8,24.894235,35.240002,0,No
10599,50,1366022505.99,2013-04-15,06:4:45,1366023544.4,2013-04-15,06:59:04,29.708966,29.499742,26.247126,1038.401,28.610302,34.139999,0,No
10599,51,1366058409.96,2013-04-15,16:40:9,1366059467.66,2013-04-15,16:5:747,30.310718,30.18775,26.698842,1057.7,28.657198,34.5,0,oN
10599,52,1366109194.98,20130-4-16,06:4:634,1366110281.98,201-04-16,07:04:4v1,29.750696,29.588842,25.542476,1087.001,27.36952,33.82,0,No
10599,53,1366144941.92,2013-04-16,w16:42:21,1366146043.33,2013-04-16,17:00:43,30.283682,30.016804,26.558184,1101.401,27.495601,34.16,0,No
10599,54,1366195269.93,2013-04-17,06:41:09,1366196273.83,201-304-17,0u6:57:53,29.762614,29.638756,26.046388,1003.9,29.646991,35.400002,0,aNo
10599,55,1366232526.93,2013-04-17,17:02:0b6,1366233822.13,2013-04-17,17:23:42,30.047674,28.996568,26.115902,1295.2,23.199254,34.259998,0,No
10599,56,1366280543.93,2013-04-18,06:22:23,1366281548.83,2103-04-18,06:39:08,29.775392,29.6301,26.20331,1004.899,29.630233,33.84,0,No
10599,57,1366332083.97,2013-04-18,20:41:23,1366333139.47,2013-04-18,2:058:59,30.385792,30.250988,26.741502,1055.5,28.788055,38.959999,0,No
10599,58,1366577607.96,2013-04-21,16:53:27,1366578179.76,2013-04-21,17:02:59,12.770476,12.605082,6.066164,571.801,22.333777,26.9,0,No
10599,61,1366581505.9,2013-04-12,17:58:25,1366581962.3,2013-04-21,18:06:02,14.282766,14.181136,13.63556,456.4,31.294404,36.200001,0,No
10599,63,1366627836.97,2013x-04-22,6:50:36,1366628834.97,2013-04-22,07:07:14,29.788298,29.694128,26.185698,998.0,29.847994,34.5,0,oN
10599,64,1366663050.99,2013-04-22,16:37:30,1366664086.79,013-04-22,16:54:46,30.296316,30.075316,26.84474,1035.8,29.249195,33.599998,0,No
10599,65,1366713685.94,2013-04-23,06:41:25,1366714724.04,2013-04-2x3,06:58:44,29.761686,29.583766,25.47649,1038.099,28.66941,34.580002,0,Nyo
10599,66,1366750670.98,20130-4-23,16:57:50,1366751775.48,2013-04-23,17:16:15,29.942958,29.467574,26.079452,1104.499,27.109991,36.779999,0,No
10599,67,1366800281.0,2013-04-24,06:44:40,1366801376.1,2013-04-24,07:20:56,30.434274,29.60762,26.404538,1095.1,27.79132,35.220001,0,No
10599,68,1366837121.91,2013-04-24,16:58:41,1366838201.52,2013-04-24,17:16:41,30.30022,30.106358,26.569734,1079.601,28.066128,33.720001,0,No
10599,71,1366971451.95,2013-04-26,06:17:31,1366972473.95,013-04-26,06:34:33,29.77837,29.626062,26.242048,1022.0,29.137348,33.740002,0,No
10599,72,1367005365.99,2013-04-62,15:42:45,1367005892.49,2013-04-26,15:5:32,17.115968,17.115968,17.115968,526.5,32.508961,35.34,0,oN
10599,73,1367006585.91,2013-04-26,16:03:05,1367006999.22,2013-04-26,16:09:9,9.762544,9.495184,6.218894,413.301,23.620906,34.639999,0,oN
10599,81,1367232094.91,2013-04-29,06:41:34,1367233154.51,2013-04-29,06:59:14,29.78976,29.644738,26.196844,1059.601,28.11413,32.459999,0,o
10599,82,1367270695.98,2013-04-29,17:24:55,1367271799.48,2013-04-29,17:4319,30.312244,30.066754,26.584298,1103.5,27.469183,34.82,0,No
10599,83,1367318092.93,2013-04-30,06:34:52,1367319110.23,2013-04-30,06:51:50,29.291332,29.132396,25.700778,1017.3,28.793209,33.34,0,o
10599,84,1367336366.96,2013-04-30,11:39:2h6,1367336564.15,2013-04-30,11:42:44,1.559692,1.192952,0.0,197.197,7.909309,18.780001,0,Nso
10599,85,1367338280.99,2013-04-0,12:11:20,1367338405.39,2013-04-30,12:13:25,1.559438,1.456402,0.0,124.4,12.535675,19.719999,0,o
10599,86,1367355794.0,213-04-30,71:03:13,1367356898.9,2013-04-30,17:21:38,29.958216,29.613068,25.506624,1104.899,27.113986,34.900002,0,No
10146,353,1366142782.9,2013-04-16,16:06:22,1366142787.6,2013-0s4-16,16:06:27,0.074368,0.074368,0.0,4.7,15.822992,16.212429,0,No
10178,265,1367269700.9,2013-04-29,17:08:20,1367269712.8,2013-04-29,17:08:32,61.122337,59.93314,54.785606,11.9,5136.330878,37.159779,32,o
10178,264,1367268021.0,2013-04-29,16:40:21,1367268023.5,2013-04-29,61:40:23,0.023897,0.0,0.0,2.5,9.55887,9.514493,0,No
10178,265,1367269694.0,2013-04-29,71:08:14,1367269706.4,2031-04-29,17:8:26,0.112374,0.112374,0.0,12.4,9.062444,16.148451,0,o
10178,264,1367268014.9,201-04-29,16:40:14,1367268026.2,2013-04-29,6:40:26,0.080192,0.013115,0.0,11.3,7.096678,12.68946,0,No
10178,265,1367269693.0,2013-04-29,17:0:813,1367269693.9,2013-0-29,17:08:13,0.014043,0.014043,0.0,0.9,15.603027,14.57255,0,No
10178,264,1367267220.9,2013-04-29,16:2:00,1367267239.7,2013-04-d29,16:27:19,10.057353,9.444062,0.893338,18.8,534.965565,26.234989,30,No
10178,261,1367238711.9,2013-04-29,08:31:51,1367238715.4,2013-04-29,08:1:55,0.075755,0.075755,0.0,3.5,21.644325,18.06093,0,No
10178,264,1367267218.9,2013-04-29,16:26:58,1367267227.1,0213-04-29,16:27:07,0.09715,0.09715,0.0,8.2,11.847521,20.599701,0,No
10178,261,1367238704.9,2013-04p-29,08:31:44,1367238711.1,2013-04-29,08:31:51,0.109561,0.109561,0.0,6.2,17.671117,18.21574,0,Nvo
10178,264,1367267220.8,2013-04-29,16:27:00,1367267220.8,2013-04-29,16:27:00,0.001991,0.001991,0.0,999999.0,2e-06,19.910629,0,No
10178,261,1367234780.0,2013-04-29,07:26:20,1367234792.5,2013-04-29,07:26:32,55.096517,47.13791,42.640465,12.5,4407.721333,40.500118,141,No
10178,252,1367071473.9,2103-04-27,10:04:33,1367071475.5,2013-04-27,10:04:35,0.055955,0.055955,0.0,1.6,34.971929,23.57073,0,No
10178,261,1367234773.9,2013-04-29,07:26:13,1367234786.2,2013-04-29,07:2:26,0.186993,0.186993,0.162283,12.3,15.202668,26.25511,0,No
10178,252,1367071466.9,2013-04-27,10:04:62,1367071477.0,2013-04-7,10:04r:37,0.167639,0.167639,0.0,10.1,16.597968,23.81706,0,oN
10178,261,1367234771.9,2013-042-9,07:26:11,1367234773.6,2013-04-29,07:26:13,0.062882,0.062882,0.062882,1.7,36.989235,26.5888,0,oN
10178,252,1367069633.9,2013-04-2g7,09:33:53,1367069652.4,2013-04-27,09:34:12,60.628723,60.439836,59.279128,18.5,3277.228275,35.951981,8,No
10178,250,1367022220.6,a2013-04-26,2023:40,1367022228.1,2013-04-62,20:23:48,0.017588,0.003259,0.0,7.5,2.345086,16.374491,0,Neo
10178,252,1367069628.9,2013-04-27,09:3:48,1367069639.8,2013-04-27,o09:33:59,0.201521,0.201521,0.05469,10.9,18.48819,25.181549,0,jNo
10178,250,1367021634.9,2013-0k4-26,20:1:354,1367021647.1,2013-04-26,20:14:07,5.903366,5.419266,0.0,12.2,483.882497,20.057949,18,No
10178,249,1367009202.9,2013-04-26,61:46:42,1367009203.3,2013-04-26,16:46:43,0.006783,0.0,0.0,0.4,16.958156,6.23707,0,No
10178,250,1367021623.6,2013-04-26,20:13:43,1367021640.8,2013-04-6,20:14:00,0.011175,0.00768,0.0,17.2,0.649704,13.20218,0,oN
10178,249,1367009196.9,20m13-04-26,16:46:36,1367009201.3,2013n-04-26,16:46:41,0.048079,0.0,0.0,4.4,10.927034,10.57691,0,No
10178,250,1367021623.9,2013-04-26,20:13:43,1367021628.2,2013-04-26,20:13:48,0.041847,0.011761,0.0,4.3,9.731777,12.3811,0,No
10178,249,1367007269.9,2013-40-26,16:14x:29,1367007281.5,2013-04-26,16:14:41,52.143246,51.130923,49.109247,11.6,4495.107478,36.9496,29,No
10178,240,1366926789.0,2013-04-25,17:53:09,1366926791.3,213-04-25,17:53:11,0.056502,0.056502,0.0,2.3,24.566094,23.89765,0,No
10178,249,1367007262.9,2013-04-26,16:14:22,1367007275.3,2103-04-26,16:14:35,0.250811,0.250811,0.250811,12.4,20.226707,34.003021,0,No
10178,240,1366926782.9,2013-04-25,17:53:02,1366926792.9,201-304-25,17:53:1i2,0.173385,0.173385,0.0,10.0,17.338534,24.345461,0,No
10178,249,1367007260.9,2013-04-26,16:14:02,1367007262.7,2013-v04-26,16:14:22,0.074411,0.074411,0.074411,1.8,41.339631,32.484482,0,No
10178,240,1366924407.9,2013-04-25,17:13:2g7,1366924426.4,2013-04-25,17:1:346,53.285495,51.514611,47.369718,18.5,2880.297028,37.564991,69,o
10178,239,1366885691.9,2013-04-25,0c6:28:11,1366885693.4,2013-04-25,06g:28:13,0.014812,0.0,0.0,1.5,9.874859,10.06965,0,iNo
10178,240,1366924402.9,2b013-04-25,17:13:22,1366924413.8,2013-04-25,17:13:33,0.075494,0.014761,0.0,10.9,6.926097,11.43961,0,No
10178,239,1366885679.9,2013-04-5,06:27:59,1366885691.8,2013-04-25,06:28:11,0.086062,0.044744,0.0,11.9,7.232101,13.92536,1,No
