Avg_3Day_Confirmed_RatePer100K,Avg_3Day_Confirmed_RatePer100K_,Avg_3Day_Deceased_RatePer100K,Avg_3Day_Deceased_RatePer100K_D,CONFIRMED,Confirmed_RatePer100K,DECEASED,Deceased_RatePer100K,LOADED,RECOVERED,reported,TOTAL_CONFIRMED,TOTAL_DECEASED,Total_Population,TOTAL_RECOVERED,WEEKBEGINNINGDATE,WEEKENDINGDATE,YEAR_WEEK,ObjectId
12.987233,0.8687,0.217166,0.217166,132,17.2005,5,0.6515,2021/03/23 10:27:00+00,48,2021/03/23 04:00:00+00,77046,978,767419,40152,2021/03/21 04:00:00+00,2021/03/27 04:00:00+00,202113,369
15.767133,2.7799,0.2606,0.043434,128,16.6793,1,0.1303,2021/03/24 10:28:00+00,61,2021/03/24 04:00:00+00,77166,979,767419,40212,2021/03/21 04:00:00+00,2021/03/27 04:00:00+00,202113,370
17.0702,1.303067,0.3909,0.1303,133,17.3308,3,0.3909,2021/03/25 10:28:00+00,44,2021/03/25 04:00:00+00,77290,982,767419,40257,2021/03/21 04:00:00+00,2021/03/27 04:00:00+00,202113,371
15.854,-1.2162,0.434333,0.043433,104,13.5519,6,0.7818,2021/03/26 10:28:00+00,59,2021/03/26 04:00:00+00,77375,988,767419,40311,2021/03/21 04:00:00+00,2021/03/27 04:00:00+00,202113,372
14.246866,-1.607134,0.477766,0.043433,91,11.8579,2,0.2606,2021/03/27 10:39:00+00,82,2021/03/27 04:00:00+00,77455,990,767419,40392,2021/03/21 04:00:00+00,2021/03/27 04:00:00+00,202113,373
12.248833,-1.998033,0.347466,-0.1303,87,11.3367,0,0,2021/03/28 10:31:00+00,37,2021/03/28 04:00:00+00,77532,990,767419,40429,2021/03/28 04:00:00+00,2021/04/03 04:00:00+00,202114,374
5.820366,-0.651534,0.173733,-0.086867,49,6.385,0,0,2021/02/25 11:17:00+00,13,2020/07/05 04:00:00+00,4032,215,767419,3049,2020/07/05 04:00:00+00,2020/07/11 04:00:00+00,202028,375
6.993133,1.172767,0.1303,-0.043433,73,9.5124,2,0.2606,2021/02/25 11:17:00+00,16,2020/07/06 04:00:00+00,4109,217,767419,3065,2020/07/05 04:00:00+00,2020/07/11 04:00:00+00,202028,376
7.9487,0.955567,0.173733,0.043433,61,7.9487,2,0.2606,2021/02/25 11:17:00+00,29,2020/07/07 04:00:00+00,4151,217,767419,3093,2020/07/05 04:00:00+00,2020/07/11 04:00:00+00,202028,377
9.599266,1.650566,0.217166,0.043433,87,11.3367,1,0.1303,2021/02/25 11:17:00+00,62,2020/07/08 04:00:00+00,4323,219,767419,3154,2020/07/05 04:00:00+00,2020/07/11 04:00:00+00,202028,378
9.555833,-0.043433,0.173733,-0.043433,72,9.3821,1,0.1303,2021/02/25 11:17:00+00,42,2020/07/09 04:00:00+00,4378,219,767419,3192,2020/07/05 04:00:00+00,2020/07/11 04:00:00+00,202028,379
10.381133,0.8253,0.217166,0.043433,80,10.4246,3,0.3909,2021/02/25 11:17:00+00,30,2020/07/10 04:00:00+00,4443,222,767419,3212,2020/07/05 04:00:00+00,2020/07/11 04:00:00+00,202028,380
10.0771,-0.304033,0.217166,0,80,10.4246,1,0.1303,2021/02/25 11:17:00+00,111,2020/07/11 04:00:00+00,4511,223,767419,3323,2020/07/05 04:00:00+00,2020/07/11 04:00:00+00,202028,381
7.601266,-2.475834,0.217166,0,15,1.9546,1,0.1303,2021/02/25 11:17:00+00,10,2020/07/12 04:00:00+00,4523,224,767419,3333,2020/07/12 04:00:00+00,2020/07/18 04:00:00+00,202029,382
5.8204,-1.780866,0.086866,-0.1303,39,5.082,0,0,2021/02/25 11:17:00+00,31,2020/07/13 04:00:00+00,4564,224,767419,3364,2020/07/12 04:00:00+00,2020/07/18 04:00:00+00,202029,383
5.559766,-0.260634,0.173733,0.086867,74,9.6427,3,0.3909,2021/02/25 11:17:00+00,31,2020/07/14 04:00:00+00,4641,227,767419,3395,2020/07/12 04:00:00+00,2020/07/18 04:00:00+00,202029,384
7.384066,1.8243,0.217166,0.043433,57,7.4275,2,0.2606,2021/02/25 11:17:00+00,66,2020/07/15 04:00:00+00,4588,227,767419,3461,2020/07/12 04:00:00+00,2020/07/18 04:00:00+00,202029,385
4.430433,-1.129333,0.173733,-0.217167,19,2.4758,1,0.1303,2021/02/25 11:17:00+00,5,2020/05/10 04:00:00+00,1648,123,767419,995,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,386
9.164933,1.780867,0.304033,0.086867,80,10.4246,2,0.2606,2021/02/25 11:17:00+00,41,2020/07/16 04:00:00+00,4657,229,767419,3501,2020/07/12 04:00:00+00,2020/07/18 04:00:00+00,202029,387
3.9092,-0.521233,0.173733,0,29,3.7789,1,0.1303,2021/02/25 11:17:00+00,20,2020/05/11 04:00:00+00,1675,124,767419,1012,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,388
11.032666,1.867733,0.2606,-0.043433,117,15.2459,2,0.2606,2021/02/25 11:17:00+00,49,2020/07/17 04:00:00+00,4754,230,767419,3548,2020/07/12 04:00:00+00,2020/07/18 04:00:00+00,202029,389
8.035566,4.126366,0.304033,0.1303,137,17.852,5,0.6515,2021/02/25 11:17:00+00,58,2020/05/12 04:00:00+00,1808,129,767419,1065,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,390
13.465066,2.4324,0.217166,-0.043434,113,14.7247,1,0.1303,2021/02/25 11:17:00+00,42,2020/07/18 04:00:00+00,4866,231,767419,3591,2020/07/12 04:00:00+00,2020/07/18 04:00:00+00,202029,391
7.6881,-0.347466,0.304033,0,11,1.4334,1,0.1303,2021/02/25 11:17:00+00,30,2020/05/13 04:00:00+00,1788,130,767419,1089,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,392
19.8501,6.385034,0.173733,-0.043433,227,29.5797,1,0.1303,2021/02/25 11:17:00+00,24,2020/07/19 04:00:00+00,5093,232,767419,3614,2020/07/19 04:00:00+00,2020/07/25 04:00:00+00,202030,393
8.0356,0.3475,0.347466,0.043433,37,4.8214,2,0.2606,2021/02/25 11:17:00+00,35,2020/05/14 04:00:00+00,1822,132,767419,1122,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,394
19.198566,-0.651534,0.086866,-0.086867,102,13.2913,0,0,2021/02/25 11:17:00+00,26,2020/07/20 04:00:00+00,5183,232,767419,3640,2020/07/19 04:00:00+00,2020/07/25 04:00:00+00,202030,395
4.1264,-3.9092,0.1303,-0.217166,47,6.1244,0,0,2021/02/25 11:17:00+00,34,2020/05/15 04:00:00+00,1864,132,767419,1153,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,396
6.3416,2.2152,0.1303,0,62,8.079,1,0.1303,2021/02/25 11:17:00+00,43,2020/05/16 04:00:00+00,1922,133,767419,1197,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,397
5.429433,-0.912167,0.1303,0,16,2.0849,2,0.2606,2021/02/25 11:17:00+00,29,2020/05/17 04:00:00+00,1935,135,767419,1226,2020/05/17 04:00:00+00,2020/05/23 04:00:00+00,202021,398
6.862833,1.4334,0.173733,0.043433,80,10.4246,1,0.1303,2021/02/25 11:17:00+00,19,2020/05/18 04:00:00+00,2009,135,767419,1244,2020/05/17 04:00:00+00,2020/05/23 04:00:00+00,202021,399
7.253766,0.390933,0.2606,0.086867,71,9.2518,3,0.3909,2021/02/25 11:17:00+00,43,2020/05/19 04:00:00+00,2067,138,767419,1290,2020/05/17 04:00:00+00,2020/05/23 04:00:00+00,202021,400
15.072166,3.474866,0.217166,-0.086867,211,27.4948,5,0.6515,2022/03/15 10:40:00+00,24,2022/03/15 04:00:00+00,226195,2208,767419,55253,2022/03/13 05:00:00+00,2022/03/19 04:00:00+00,202212,401
32.8808,17.808634,0.434333,0.217167,472,61.5049,5,0.6515,2022/03/16 10:19:00+00,12,2022/03/16 04:00:00+00,226657,2213,767419,55264,2022/03/13 05:00:00+00,2022/03/19 04:00:00+00,202212,402
70.105133,37.224333,0.955566,0.521233,931,121.3157,12,1.5637,2022/03/17 10:56:00+00,14,2022/03/17 04:00:00+00,227576,2225,767419,55276,2022/03/13 05:00:00+00,2022/03/19 04:00:00+00,202212,403
64.7191,-5.386033,1.172766,0.2172,87,11.3367,10,1.3031,2022/03/18 10:20:00+00,37,2022/03/18 04:00:00+00,227654,2233,767419,55311,2022/03/13 05:00:00+00,2022/03/19 04:00:00+00,202212,404
47.605433,-17.113667,1.346533,0.173767,78,10.1639,9,1.1728,2022/03/19 10:20:00+00,8,2022/03/19 04:00:00+00,227724,2242,767419,55319,2022/03/13 05:00:00+00,2022/03/19 04:00:00+00,202212,405
9.5124,-38.093033,0.8253,-0.521233,54,7.0366,0,0,2022/03/20 10:21:00+00,13,2022/03/20 04:00:00+00,227776,2242,767419,55332,2022/03/20 04:00:00+00,2022/03/26 04:00:00+00,202213,406
6.8194,-2.693,0.390933,-0.434367,25,3.2577,0,0,2022/03/21 10:21:00+00,13,2022/03/21 04:00:00+00,227801,2242,767419,55345,2022/03/20 04:00:00+00,2022/03/26 04:00:00+00,202213,407
7.2972,0.4778,0.173733,-0.2172,89,11.5973,4,0.5212,2022/03/22 10:20:00+00,20,2022/03/22 04:00:00+00,227879,2246,767419,55363,2022/03/20 04:00:00+00,2022/03/26 04:00:00+00,202213,408
8.2962,0.999,0.521233,0.3475,77,10.0336,8,1.0425,2022/03/23 10:19:00+00,14,2022/03/23 04:00:00+00,227935,2256,767419,55375,2022/03/20 04:00:00+00,2022/03/26 04:00:00+00,202213,409
11.206366,2.910166,0.781833,0.2606,92,11.9882,6,0.7818,2022/03/24 10:20:00+00,14,2022/03/24 04:00:00+00,228021,2262,767419,55386,2022/03/20 04:00:00+00,2022/03/26 04:00:00+00,202213,410
11.901333,0.694967,0.694966,-0.086867,105,13.6822,2,0.2606,2022/03/25 10:19:00+00,12,2022/03/25 04:00:00+00,228085,2263,767419,55390,2022/03/20 04:00:00+00,2022/03/26 04:00:00+00,202213,411
10.945766,-0.955567,0.6515,-0.043466,55,7.1669,7,0.9121,2022/03/26 10:20:00+00,15,2022/03/26 04:00:00+00,228119,2270,767419,55405,2022/03/20 04:00:00+00,2022/03/26 04:00:00+00,202213,412
8.991166,-1.9546,0.3909,-0.2606,47,6.1244,0,0,2022/03/27 10:20:00+00,13,2022/03/27 04:00:00+00,228165,2270,767419,55417,2022/03/27 04:00:00+00,2022/04/02 04:00:00+00,202214,413
6.645666,-2.3455,0.434333,0.043433,51,6.6457,3,0.3909,2022/03/28 10:21:00+00,8,2022/03/28 04:00:00+00,228216,2273,767419,55425,2022/03/27 04:00:00+00,2022/04/02 04:00:00+00,202214,414
8.079033,1.433367,0.1303,-0.304033,88,11.467,0,0,2022/03/29 10:20:00+00,20,2022/03/29 04:00:00+00,228278,2273,767419,55443,2022/03/27 04:00:00+00,2022/04/02 04:00:00+00,202214,415
9.903333,1.8243,0.4778,0.3475,89,11.5973,8,1.0425,2022/03/30 10:21:00+00,14,2022/03/30 04:00:00+00,228339,2281,767419,55457,2022/03/27 04:00:00+00,2022/04/02 04:00:00+00,202214,416
10.685166,0.781833,0.390933,-0.086867,69,8.9912,1,0.1303,2022/03/31 10:22:00+00,15,2022/03/31 04:00:00+00,228404,2282,767419,55472,2022/03/27 04:00:00+00,2022/04/02 04:00:00+00,202214,417
10.685166,0,0.8253,0.434367,88,11.467,10,1.3031,2022/04/01 10:22:00+00,4,2022/04/01 04:00:00+00,228459,2292,767419,55476,2022/03/27 04:00:00+00,2022/04/02 04:00:00+00,202214,418
8.991166,-1.694,0.4778,-0.3475,50,6.5153,0,0,2022/04/02 10:22:00+00,2,2022/04/02 04:00:00+00,228494,2292,767419,55478,2022/03/27 04:00:00+00,2022/04/02 04:00:00+00,202214,419
8.383066,-0.6081,0.434366,-0.043434,55,7.1669,0,0,2022/04/03 10:23:00+00,7,2022/04/03 04:00:00+00,228549,2292,767419,55485,2022/04/03 04:00:00+00,2022/04/09 04:00:00+00,202215,420
6.167866,-2.2152,0,-0.434366,37,4.8214,0,0,2022/04/04 10:22:00+00,2,2022/04/04 04:00:00+00,228547,2292,767419,55487,2022/04/03 04:00:00+00,2022/04/09 04:00:00+00,202215,421
7.4275,1.259634,0,0,79,10.2942,0,0,2022/04/05 10:22:00+00,15,2022/04/05 04:00:00+00,228575,2292,767419,55498,2022/04/03 04:00:00+00,2022/04/09 04:00:00+00,202215,422
9.2518,1.8243,0.2606,0.2606,97,12.6398,6,0.7818,2022/04/06 10:47:00+00,11,2022/04/06 04:00:00+00,228661,2298,767419,55506,2022/04/03 04:00:00+00,2022/04/09 04:00:00+00,202215,423
10.033633,0.781833,0.5212,0.2606,55,7.1669,6,0.7818,2022/04/07 10:20:00+00,4,2022/04/07 04:00:00+00,228694,2304,767419,55510,2022/04/03 04:00:00+00,2022/04/09 04:00:00+00,202215,424
8.556833,-1.4768,0.6515,0.1303,45,5.8638,3,0.3909,2022/04/08 10:25:00+00,11,2022/04/08 04:00:00+00,228727,2307,767419,55520,2022/04/03 04:00:00+00,2022/04/09 04:00:00+00,202215,425
9.946766,1.389933,0.3909,-0.2606,129,16.8096,0,0,2022/04/09 10:22:00+00,9,2022/04/09 04:00:00+00,228845,2307,767419,55529,2022/04/03 04:00:00+00,2022/04/09 04:00:00+00,202215,426
9.078033,-0.868733,0.1303,-0.2606,35,4.5607,0,0,2022/04/10 10:24:00+00,5,2022/04/10 04:00:00+00,228880,2307,767419,55534,2022/04/10 04:00:00+00,2022/04/16 04:00:00+00,202216,427
8.6871,-0.390933,0,-0.1303,36,4.691,0,0,2022/04/11 10:23:00+00,5,2022/04/11 04:00:00+00,228915,2307,767419,55539,2022/04/10 04:00:00+00,2022/04/16 04:00:00+00,202216,428
8.904266,0.217166,0.043433,0.043433,134,17.4611,1,0.1303,2022/04/12 10:23:00+00,19,2022/04/12 04:00:00+00,229043,2308,767419,55559,2022/04/10 04:00:00+00,2022/04/16 04:00:00+00,202216,429
12.856933,3.952667,0.043433,0,126,16.4187,0,0,2022/04/13 10:23:00+00,12,2022/04/13 04:00:00+00,229156,2308,767419,55570,2022/04/10 04:00:00+00,2022/04/16 04:00:00+00,202216,430
15.028733,2.1718,0.043433,0,86,11.2064,0,0,2022/04/14 10:23:00+00,22,2022/04/14 04:00:00+00,229225,2308,767419,55591,2022/04/10 04:00:00+00,2022/04/16 04:00:00+00,202216,431
19.632933,4.6042,0.043433,0,240,31.2737,1,0.1303,2022/04/15 10:23:00+00,22,2022/04/15 04:00:00+00,229411,2309,767419,55612,2022/04/10 04:00:00+00,2022/04/16 04:00:00+00,202216,432
20.154166,0.521233,0.086866,0.043433,138,17.9824,1,0.1303,2022/04/16 12:04:00+00,10,2022/04/16 04:00:00+00,229539,2309,767419,55622,2022/04/10 04:00:00+00,2022/04/16 04:00:00+00,202216,433
19.893566,-0.2606,0.086866,0,80,10.4246,0,0,2022/04/17 10:23:00+00,0,2022/04/17 04:00:00+00,229617,2309,767419,55622,2022/04/17 04:00:00+00,2022/04/23 04:00:00+00,202217,434
12.075133,-7.818433,0.043433,-0.043433,60,7.8184,0,0,2022/04/18 10:22:00+00,1,2022/04/18 04:00:00+00,229675,2309,767419,55622,2022/04/17 04:00:00+00,2022/04/23 04:00:00+00,202217,435
13.161,1.085867,0.564666,0.521233,163,21.24,13,1.694,2022/04/19 10:21:00+00,16,2022/04/19 04:00:00+00,229795,2322,767419,55637,2022/04/17 04:00:00+00,2022/04/23 04:00:00+00,202217,436
15.2459,2.0849,0.564666,0,128,16.6793,0,0,2022/04/20 10:22:00+00,13,2022/04/20 04:00:00+00,229864,2322,767419,55650,2022/04/17 04:00:00+00,2022/04/23 04:00:00+00,202217,437
17.461133,2.215233,0.7384,0.173734,111,14.4641,4,0.5212,2022/04/21 10:22:00+00,14,2022/04/21 04:00:00+00,229924,2326,767419,55651,2022/04/17 04:00:00+00,2022/04/23 04:00:00+00,202217,438
15.8106,-1.650533,0.6081,-0.1303,125,16.2884,10,1.3031,2022/04/22 10:21:00+00,15,2022/04/22 04:00:00+00,230020,2288,767419,55645,2022/04/17 04:00:00+00,2022/04/23 04:00:00+00,202217,439
18.329866,2.519266,1.389933,0.781833,186,24.2371,18,2.3455,2022/04/23 10:25:00+00,15,2022/04/23 04:00:00+00,230195,2299,767419,55652,2022/04/17 04:00:00+00,2022/04/23 04:00:00+00,202217,440
44.869,-4.430433,0.651533,-0.4778,235,30.6221,0,0,2021/12/05 11:16:00+00,314,2021/12/05 05:00:00+00,126601,1777,767419,50579,2021/12/05 05:00:00+00,2021/12/11 05:00:00+00,202150,441
17.591433,-0.738433,1.2162,-0.173733,94,12.2488,0,0,2022/04/24 10:22:00+00,11,2022/04/24 04:00:00+00,230289,2299,767419,55663,2022/04/24 04:00:00+00,2022/04/30 04:00:00+00,202218,442
17.721733,0.1303,0.781833,-0.434367,128,16.6793,0,0,2022/04/25 10:21:00+00,10,2022/04/25 04:00:00+00,230416,2299,767419,55673,2022/04/24 04:00:00+00,2022/04/30 04:00:00+00,202218,443
16.7227,-0.999033,0.651533,-0.1303,163,21.24,15,1.9546,2022/04/26 10:22:00+00,13,2022/04/26 04:00:00+00,230555,2309,767419,55683,2022/04/24 04:00:00+00,2022/04/30 04:00:00+00,202218,444
35.704066,-9.164934,0.564666,-0.086867,194,25.2795,3,0.3909,2021/12/06 11:15:00+00,52,2021/12/06 05:00:00+00,126793,1780,767419,50630,2021/12/05 05:00:00+00,2021/12/11 05:00:00+00,202150,445
26.495733,9.773033,0.781833,0.1303,319,41.5679,3,0.3909,2022/04/27 10:21:00+00,41,2022/04/27 04:00:00+00,230847,2315,767419,55723,2022/04/24 04:00:00+00,2022/04/30 04:00:00+00,202218,446
33.445433,-2.258633,0.1303,-0.434366,341,44.4347,0,0,2021/12/07 11:15:00+00,134,2021/12/07 05:00:00+00,127114,1780,767419,50764,2021/12/05 05:00:00+00,2021/12/11 05:00:00+00,202150,447
30.6221,4.126367,0.912133,0.1303,223,29.0584,3,0.3909,2022/04/28 10:22:00+00,8,2022/04/28 04:00:00+00,231048,2318,767419,55730,2022/04/24 04:00:00+00,2022/04/30 04:00:00+00,202218,448
40.5689,7.123467,0.1303,0,399,51.9925,0,0,2021/12/08 11:58:00+00,33,2021/12/08 05:00:00+00,127501,1762,767419,50797,2021/12/05 05:00:00+00,2021/12/11 05:00:00+00,202150,449
35.9647,5.3426,0.477766,-0.434367,286,37.2678,5,0.6515,2022/04/29 10:21:00+00,22,2022/04/29 04:00:00+00,231282,2316,767419,55751,2022/04/24 04:00:00+00,2022/04/30 04:00:00+00,202218,450
45.868066,5.299166,0,-0.1303,316,41.177,0,0,2021/12/09 11:16:00+00,127,2021/12/09 05:00:00+00,127795,1762,767419,50924,2021/12/05 05:00:00+00,2021/12/11 05:00:00+00,202150,451
29.4928,-6.4719,0.477766,0,170,22.1522,3,0.3909,2022/04/30 10:22:00+00,14,2022/04/30 04:00:00+00,231415,2320,767419,55764,2022/04/24 04:00:00+00,2022/04/30 04:00:00+00,202218,452
44.391233,-1.476833,0.1303,0.1303,307,40.0042,3,0.3909,2021/12/10 11:16:00+00,24,2021/12/10 05:00:00+00,128092,1765,767419,50948,2021/12/05 05:00:00+00,2021/12/11 05:00:00+00,202150,453
83.396433,3.9092,0.608066,0,594,77.4023,6,0.7818,2021/08/27 10:14:00+00,33,2021/08/27 04:00:00+00,95079,1389,767419,44506,2021/08/22 04:00:00+00,2021/08/28 04:00:00+00,202135,454
24.758333,-4.734467,0.347466,-0.1303,114,14.855,0,0,2022/05/01 10:23:00+00,55,2022/05/01 04:00:00+00,231507,2320,767419,55819,2022/05/01 04:00:00+00,2022/05/07 04:00:00+00,202219,455
43.0447,-1.346533,0.217166,0.086866,368,47.9529,2,0.2606,2021/12/11 12:27:00+00,54,2021/12/11 05:00:00+00,128454,1767,767419,51002,2021/12/05 05:00:00+00,2021/12/11 05:00:00+00,202150,456
21.717833,-3.0405,0.1303,-0.217166,216,28.1463,0,0,2022/05/02 10:21:00+00,39,2022/05/02 04:00:00+00,231730,2320,767419,55858,2022/05/01 04:00:00+00,2022/05/07 04:00:00+00,202219,457
78.2276,-5.168833,0.694933,0.086867,485,63.1989,5,0.6515,2021/08/28 10:14:00+00,45,2021/08/28 04:00:00+00,95565,1392,767419,44550,2021/08/22 04:00:00+00,2021/08/28 04:00:00+00,202135,458
40.482,-2.5627,0.217166,0,257,33.4889,0,0,2021/12/12 11:16:00+00,99,2021/12/12 05:00:00+00,128710,1767,767419,51101,2021/12/12 05:00:00+00,2021/12/18 05:00:00+00,202151,459
41.5245,1.4334,0.217166,-0.173734,413,53.8168,0,0,2021/10/16 10:15:00+00,12,2021/10/16 04:00:00+00,116814,1546,767419,45421,2021/10/10 04:00:00+00,2021/10/16 04:00:00+00,202142,460
32.446433,8.687133,0.173733,0.043433,314,40.9164,1,0.1303,2022/05/04 10:50:00+00,21,2022/05/04 04:00:00+00,232123,2324,767419,55902,2022/05/01 04:00:00+00,2022/05/07 04:00:00+00,202219,461
10.033633,0.3475,1.998033,0.043433,84,10.9458,4,0.5212,2021/05/19 10:25:00+00,44,2021/05/19 04:00:00+00,82286,1186,767419,42876,2021/05/16 04:00:00+00,2021/05/22 04:00:00+00,202121,462
222.998566,-61.635167,0.043433,-0.1303,796,103.7243,0,0,2022/01/24 11:18:00+00,8,2022/01/24 05:00:00+00,191526,1858,767419,52550,2022/01/23 05:00:00+00,2022/01/29 05:00:00+00,202205,463
23.7593,2.041467,0.1303,0,217,28.2766,3,0.3909,2022/05/03 10:23:00+00,26,2022/05/03 04:00:00+00,231875,2323,767419,55883,2022/05/01 04:00:00+00,2022/05/07 04:00:00+00,202219,464
3.735433,0.825267,0,0,35,4.5607,0,0,2021/07/08 10:14:00+00,12,2021/07/08 04:00:00+00,83126,1318,767419,43571,2021/07/04 04:00:00+00,2021/07/10 04:00:00+00,202128,465
12.4226,2.388967,2.041466,0.043433,117,15.2459,1,0.1303,2021/05/20 10:14:00+00,41,2021/05/20 04:00:00+00,82401,1187,767419,42916,2021/05/16 04:00:00+00,2021/05/22 04:00:00+00,202121,466
165.185733,-57.812833,0.217166,0.173733,1654,215.5276,5,0.6515,2022/01/25 11:18:00+00,120,2022/01/25 05:00:00+00,193175,1863,767419,52670,2022/01/23 05:00:00+00,2022/01/29 05:00:00+00,202205,467
36.6597,4.213267,0.217166,0.043433,313,40.7861,1,0.1303,2022/05/05 10:22:00+00,17,2022/05/05 04:00:00+00,232332,2325,767419,55919,2022/05/01 04:00:00+00,2022/05/07 04:00:00+00,202219,468
74.7093,-3.5183,0.477766,-0.217167,641,83.5267,0,0,2021/08/29 10:14:00+00,11,2021/08/29 04:00:00+00,96206,1392,767419,44559,2021/08/29 04:00:00+00,2021/09/04 04:00:00+00,202136,469
36.789966,-3.692034,0.086866,-0.1303,222,28.9281,0,0,2021/12/13 11:16:00+00,79,2021/12/13 05:00:00+00,128928,1767,767419,51180,2021/12/12 05:00:00+00,2021/12/18 05:00:00+00,202151,470
4.517266,0.781833,0.043433,0.043433,34,4.4304,1,0.1303,2021/07/09 10:13:00+00,12,2021/07/09 04:00:00+00,83142,1319,767419,43583,2021/07/04 04:00:00+00,2021/07/10 04:00:00+00,202128,471
37.2678,-4.2567,0.086866,-0.1303,160,20.8491,0,0,2021/10/17 10:16:00+00,6,2021/10/17 04:00:00+00,116972,1546,767419,45427,2021/10/17 04:00:00+00,2021/10/23 04:00:00+00,202143,472
14.420633,1.998033,0.304033,-1.737433,131,17.0702,2,0.2606,2021/05/21 10:14:00+00,30,2021/05/21 04:00:00+00,82508,1188,767419,42943,2021/05/16 04:00:00+00,2021/05/22 04:00:00+00,202121,473
253.707533,88.5218,0.6081,0.390934,3391,441.8707,9,1.1728,2022/01/26 11:18:00+00,90,2022/01/26 05:00:00+00,196557,1872,767419,52760,2022/01/23 05:00:00+00,2022/01/29 05:00:00+00,202205,474
37.180933,0.521233,0.173733,-0.043433,229,29.8403,2,0.2606,2022/05/06 10:21:00+00,18,2022/05/06 04:00:00+00,232490,2327,767419,55935,2022/05/01 04:00:00+00,2022/05/07 04:00:00+00,202219,475
63.068566,-11.640734,0.3909,-0.086866,326,42.4801,4,0.5212,2021/08/30 10:14:00+00,19,2021/08/30 04:00:00+00,96514,1396,767419,44578,2021/08/29 04:00:00+00,2021/09/04 04:00:00+00,202136,476
34.227266,-2.5627,0.173733,0.086867,309,40.2648,4,0.5212,2021/12/14 11:15:00+00,55,2021/12/14 05:00:00+00,129218,1771,767419,51235,2021/12/12 05:00:00+00,2021/12/18 05:00:00+00,202151,477
5.081933,0.564667,0.347466,0.304033,48,6.2547,7,0.9121,2021/07/10 17:24:00+00,28,2021/07/10 04:00:00+00,83185,1330,767419,43609,2021/07/04 04:00:00+00,2021/07/10 04:00:00+00,202128,478
29.9706,-7.2972,0,-0.086866,117,15.2459,0,0,2021/10/18 10:15:00+00,4,2021/10/18 04:00:00+00,117082,1546,767419,45431,2021/10/17 04:00:00+00,2021/10/23 04:00:00+00,202143,479
13.117566,-1.303067,0.2606,-0.043433,54,7.0366,3,0.3909,2021/05/22 10:14:00+00,33,2021/05/22 04:00:00+00,82555,1191,767419,42975,2021/05/16 04:00:00+00,2021/05/22 04:00:00+00,202121,480
276.294066,22.586533,1.042466,0.434366,1316,171.4839,10,1.3031,2022/01/27 11:19:00+00,85,2022/01/27 05:00:00+00,199282,1896,767419,53438,2022/01/23 05:00:00+00,2022/01/29 05:00:00+00,202205,481
34.314166,-2.866767,0.3909,0.217167,248,32.3161,6,0.7818,2022/05/07 10:23:00+00,11,2022/05/07 04:00:00+00,232665,2329,767419,55944,2022/05/01 04:00:00+00,2022/05/07 04:00:00+00,202219,482
62.199833,-0.868733,0.3909,0,465,60.5927,5,0.6515,2021/08/31 10:14:00+00,57,2021/08/31 04:00:00+00,96959,1400,767419,44635,2021/08/29 04:00:00+00,2021/09/04 04:00:00+00,202136,483
40.699166,6.4719,0.781833,0.6081,406,52.9046,14,1.8243,2021/12/15 11:16:00+00,38,2021/12/15 05:00:00+00,129611,1785,767419,51272,2021/12/12 05:00:00+00,2021/12/18 05:00:00+00,202151,484
6.080966,0.999033,0.347466,0,58,7.5578,0,0,2021/07/11 10:14:00+00,16,2021/07/11 04:00:00+00,83244,1330,767419,43624,2021/07/11 04:00:00+00,2021/07/17 04:00:00+00,202129,485
19.546033,-10.424567,0.1303,0.1303,173,22.5431,3,0.3909,2021/10/19 10:15:00+00,14,2021/10/19 04:00:00+00,117214,1549,767419,45445,2021/10/17 04:00:00+00,2021/10/23 04:00:00+00,202143,486
11.423566,-1.694,0.217166,-0.043434,78,10.1639,0,0,2021/05/23 10:14:00+00,38,2021/05/23 04:00:00+00,82631,1191,767419,43013,2021/05/23 04:00:00+00,2021/05/29 04:00:00+00,202122,487
304.9616,28.667534,1.216233,0.173767,2314,301.5302,9,1.1728,2022/01/28 11:18:00+00,28,2022/01/28 05:00:00+00,200155,1891,767419,52862,2022/01/23 05:00:00+00,2022/01/29 05:00:00+00,202205,488
31.056466,-3.2577,0.347466,-0.043434,238,31.013,0,0,2022/05/08 10:24:00+00,8,2022/05/08 04:00:00+00,232831,2329,767419,55951,2022/05/08 04:00:00+00,2022/05/14 04:00:00+00,202220,489
43.826533,3.127367,0.999,0.217167,294,38.3102,5,0.6515,2021/12/16 11:16:00+00,38,2021/12/16 05:00:00+00,129901,1790,767419,51310,2021/12/12 05:00:00+00,2021/12/18 05:00:00+00,202151,490
6.080966,0,0.304033,-0.043433,34,4.4304,0,0,2021/07/12 10:21:00+00,8,2021/07/12 04:00:00+00,83262,1330,767419,43628,2021/07/11 04:00:00+00,2021/07/17 04:00:00+00,202129,491
