330.fips,8123.0,12009
31.fips,2060.0,1003
2091.statecounty,OH_Hlomes,OH_Holmes
646.statefips,94,19
168.county,Bethel Census Area,Washington 
325.county,Aleutians West Census Area,Sussex 
173.fips,1085.0,60020
1348.fipstwo,f7055,f27055
62.county,Hoonah-Angoon Census Area,Hale 
1894.statecounty,NE_Saryp,NE_Sarpy
49.fips,2020.0,1039
93.fips,2090.0,1127
2192.statecounty,OK_Murskogee,OK_Muskogee
987.statecounty,KS_Staffrd,KS_Stafford
401.statecounty,CA_Fresno,GA_Ben Hill
296.fipstwo,f01077,f08091
219.fipstwo,f02180,f06055
696.statecounty,ID_Shxoshone,ID_Shoshone
1529.statecounty,MS_mite,MS_Amite
229.statefips,2.0,6
2097.statecounty,OH_aLwrence,OH_Lawrence
109.county,Kenai Peninsula Borough,Cleveland 
867.countytwo,oPsey ,Posey 
515.county,ySchley ,Schley 
1229.statecounty,ME_Lincqoln,ME_Lincoln
1789.statevalue,D,ND
1690.fipstwo,37051,f37051
628.statevalue,IlA,IA
301.statefips,2.0,8
1024.countytwo,Clarfk ,Clark 
74.fips,1041.0,1089
62.fips,2068.0,1065
488.county,Mario n,Marion 
1641.countytwo,usselshell ,Musselshell 
618.fipstwo,f1121,f19121
2552.statecounty,TNe_Hardin,TN_Hardin
33.statevalue,AvL,AL
55.fips,2122.0,1051
3155.statevalue,IW,WI
780.statecounty,IL_Richlnd,IL_Richland
344.county,Bristol Bay Borough,Gadsden 
681.countytwo,Idah ,Idaho 
648.statecounty,IA_Waren,IA_Warren
2272.countytwo,Clnton ,Clinton 
817.statevalue,NI,IN
2454.fipstwo,f4609,f46009
1638.county,Meaher ,Meagher 
475.county,Jhnson ,Johnson 
3221.countytwo,Hot Sprnigs ,Hot Springs 
108.statefips,2.0,5
2871.county,Daggoett ,Daggett 
255.fips,2070.0,8011
2717.statevalue,XT,TX
369.statecounty,AR_Lincoln,FL_Monroe
2993.statevalue,AV,VA
899.statevalue,S,KS
1415.statecounty,MO_Benon,MO_Benton
2999.countytwo,Radfrod city,Radford city
2760.fipstwo,f48927,f48297
307.fipstwo,f02270,f08113
1739.county,oPlk ,Polk 
69.statefips,2.0,1
360.statevalue,qFL,FL
3019.county,Tazeewll ,Tazewell 
1072.countytwo,adison ,Madison 
2801.countytwo,Rais ,Rains 
216.fipstwo,f02050,f06049
296.fips,2013.0,8091
2558.countytwo,Houstno ,Houston 
191.statevalue,AK,AZ
195.statevalue,AC,CA
3039.countytwo,Grvand Isle ,Grand Isle 
1212.county,Kenpt ,Kent 
2539.county,Der ,Dyer 
589.statefips,32,19
634.fipstwo,19153,f19153
146.statefips,2.0,5
286.statefips,2.0,8
210.statecounty,AK_Denali Borough,CA_Los Angeles
2030.statevalue,hNY,NY
2508.fipstwo,f46171,f46117
1846.statevalue,NuE,NE
2382.statevalue,wPR,PR
1004.fipstwo,f2009,f21009
1158.fipstwo,f22p077,f22077
357.statevalue,LF,FL
287.county,Lincozln ,Lincoln 
267.statefips,2.0,8
33.statecounty,AK_Bristol Bay Borough,AL_Bibb
2803.fipstwo,f4833,f48383
2642.fipstwo,48061,f48061
103.fips,2050.0,5013
752.fipstwo,fj17103,f17103
176.statevalue,AK,AS
156.county,Bristol Bay Borough,Pulaski 
391.statevalue,LF,FL
675.fipstwo,f1i6037,f16037
3235.statecounty,WY_Wezston,WY_Weston
231.statecounty,AL_Geneva,CA_San Luis Obispo
1399.statevalue,pMN,MN
2439.fipstwo,45065,f45065
71.statevalue,zAL,AL
1307.statevalue,uMI,MI
2929.fipstwo,fx51590,f51590
115.statefips,2.0,5
979.fipstwo,nf20169,f20169
179.fips,2016.0,4005
1351.county,Itzasca ,Itasca 
1883.fipstwo,f3c1131,f31131
2063.county,Caroll ,Carroll 
477.statefips,32,13
304.statecounty,AK_Anchorage Municipality,CO_Routt
196.fipstwo,f02013,f06009
2883.county,Rixch ,Rich 
2016.statecounty,NY_Lewiks,NY_Lewis
2325.statevalue,R,PR
197.county,Hoonah-Angoon Census Area,Colusa 
311.statevalue,OC,CO
229.fips,2110.0,6075
1842.statevalue,EN,NE
326.fipstwo,f02130,f12001
2422.statecounty,SC_Dorchestrer,SC_Dorchester
639.statecounty,IA_Sott,IA_Scott
1406.county,Wrihgt ,Wright 
1060.county,Kno x,Knox 
510.statefips,65,13
275.fips,2105.0,8049
900.fipstwo,f200s11,f20011
322.fipstwo,f01083,f11001
2897.fipstwo,51003,f51003
2992.fipstwo,f1735,f51735
43.fips,1005.0,1027
2987.county,Oranmge ,Orange 
76.statefips,2.0,1
561.countytwo,qAppanoose ,Appanoose 
2312.statevalue,PuA,PA
815.countytwo,Cruawford ,Crawford 
1302.statecounty,MI_gemaw,MI_Ogemaw
2324.county,Aguadilla unicipio,Aguadilla Municipio
198.statecounty,AK_Haines Borough,CA_Contra Costa
3087.countytwo,Asland ,Ashland 
45.fips,1005.0,1031
1672.statevalue,CN,NC
2567.countytwo,Lweis ,Lewis 
169.fips,2060.0,5145
2447.statevalue,CS,SC
100.statefips,2.0,5
284.county,Kenai Peninsula Borough,Lake 
2535.countytwo,Davildson ,Davidson 
413.county,aCndler ,Candler 
338.fips,2013.0,12027
2078.countytwo,Frnklin ,Franklin 
222.statefips,2.0,6
188.statefips,2.0,4
2882.statecounty,UT_Pitue,UT_Piute
1201.fipstwo,f24501,f24510
1521.statecounty,M_Worth,MO_Worth
55.fipstwo,f02170,f01051
134.statefips,2.0,5
319.fips,2105.0,9011
2168.countytwo,mGrant ,Grant 
2305.statevalue,AP,PA
340.county,Bristol Bay Borough,Duval 
1759.countytwo,Waauga ,Watauga 
128.statecounty,AK_Ketchikan Gateway Borough,AR_Independence
368.statecounty,AK_Anchorage Municipality,FL_Miami-Dade
108.fips,1085.0,5023
3108.countytwo,Geen ,Green 
2440.county,Nwberry ,Newberry 
2400.county,ristol ,Bristol 
273.fipstwo,f02016,f08045
642.fipstwo,f91169,f19169
3032.countytwo,St.d Thomas Island,St. Thomas Island
1685.county,hCowan ,Chowan 
88.county,Juneau City and Borough,St. Clair 
42.statefips,2.0,1
204.statecounty,AL_Chambers,CA_Imperial
143.fips,5001.0,5093
634.statefips,78,19
60.fips,2060.0,1061
3221.statecounty,WY_Hot Sprsings,WY_Hot Springs
941.statevalue,SK,KS
384.statevalue,LF,FL
1089.fipstwo,2f1179,f21179
940.statevalue,KpS,KS
998.countytwo,Woodson ***,Woodson 
882.statecounty,IN_Tpton,IN_Tipton
96.statefips,2.0,1
420.statecounty,GA_Cheroke,GA_Cherokee
1871.county,sKnox ,Knox 
570.countytwo,Cadlhoun ,Calhoun 
540.county,Wrae ,Ware 
193.fips,1041.0,6003
364.fipstwo,f02220,f12079
206.county,Aleutians East Borough,Kern 
1631.county,Judih Basin ,Judith Basin 
3226.statevalue,WcY,WY
70.fips,2110.0,1081
459.fipstwo,fe13135,f13135
374.countytwo,Oscola ,Osceola 
195.county,Aleutians East Borough,Butte 
2229.statecounty,OR_mGilliam,OR_Gilliam
2769.countytwo,Matagord a,Matagorda 
2409.countytwo,Bambegr ,Bamberg 
1409.statevalue,OM,MO
518.statecounty,GA_Spadling,GA_Spalding
61.statefips,2.0,1
208.fipstwo,f02100,f06033
344.statecounty,AK_Hoonah-Angoon Census Area,FL_Gadsden
557.statecounty,HI_Maiu,HI_Maui
738.county,Iroqois ,Iroquois 
418.statefips,25,13
2024.county,Oneda ,Oneida 
385.statecounty,AK_Kenai Peninsula Borough,FL_Sumter
2332.countytwo,Bayamno Municipio,Bayamon Municipio
3061.statecounty,W_Island,WA_Island
106.fipstwo,f02070,f05019
157.statevalue,R,AR
2449.statecounty,SC_Williasmburg,SC_Williamsburg
1333.statecounty,MN_Chisaog,MN_Chisago
2543.county,ibson ,Gibson 
794.fipstwo,f7187,f17187
2596.fipstwo,f4159,f47159
531.statecounty,GA_Tows,GA_Towns
2408.county,Anedrson ,Anderson 
1814.statevalue,D,ND
2897.statevalue,AV,VA
87.county,Hoonah-Angoon Census Area,Shelby 
2408.countytwo,Andersno ,Anderson 
2609.countytwo,Whte ,White 
68.county,Bristol Bay Borough,Lauderdale 
354.fipstwo,f02013,f12059
242.fipstwo,f02016,f06101
239.statevalue,AK,CA
1124.statevalue,A,LA
95.statefips,2.0,1
1806.countytwo,Sehridan ,Sheridan 
247.county,North Slope Borough,Ventura 
173.statefips,2.0,60
38.statefips,2.0,1
260.statefips,2.0,8
1771.statecounty,ND_uBrke,ND_Burke
2104.statevalue,H,OH
1082.countytwo,Meifee ,Menifee 
1103.statevalue,Y,KY
2320.statevalue,AP,PA
1596.statecounty,MS_Tippha,MS_Tippah
2071.fipstwo,f3905,f39035
2797.fipstwo,f43871,f48371
371.countytwo,Oakloosa ,Okaloosa 
1477.countytwo,oMntgomery ,Montgomery 
396.statecounty,AK_Aleutians East Borough,GA_Baker
2059.statecounty,OH_Auglaizbe,OH_Auglaize
25.fips,2068.0,2261
1763.county,Yadkifn ,Yadkin 
993.statecounty,KS_Wabaunee,KS_Wabaunsee
2014.statevalue,Y,NY
655.statefips,28,19
2110.statevalue,OsH,OH
1169.fipstwo,f2209,f22099
2300.county,Montgmery ,Montgomery 
2446.statecounty,SCS_partanburg,SC_Spartanburg
2279.fipstwo,f4249,f42049
113.fips,2150.0,5033
405.statecounty,GA_Brnatley,GA_Brantley
2928.statecounty,VA_Cumberlkand,VA_Cumberland
687.countytwo,Lewi ,Lewis 
53.statecounty,AK_Valdez-Cordova Census Area,AL_Dallas
102.county,Juneau City and Borough,Bradley 
2980.county,New Knt ,New Kent 
360.statecounty,AK_Bristol Bay Borough,FL_Lee
2790.fipstwo,4f8357,f48357
2291.county,Lawrenc e,Lawrence 
1518.county,Wahsington ,Washington 
1822.statecounty,E_Blaine,NE_Blaine
1571.countytwo,Madsison ,Madison 
289.statefips,2.0,8
1608.county,Yzoo ,Yazoo 
1008.statevalue,Y,KY
922.statecounty,S_Finney,KS_Finney
1798.countytwo,Pembna ,Pembina 
298.fips,2060.0,8095
2836.fipstwo,f48494,f48449
392.statevalue,LF,FL
2460.countytwo,Campbel ,Campbell 
142.statevalue,RA,AR
2060.countytwo,Bedlmont ,Belmont 
1948.statecounty,NM_DeB aca,NM_De Baca
3016.statevalue,VeA,VA
1363.statecounty,MN_Mahnomn,MN_Mahnomen
160.fips,2050.0,5129
151.county,Bristol Bay Borough,Pike 
220.fips,2068.0,6057
1754.countytwo,Uniont ,Union 
2801.statevalue,X,TX
165.fips,2020.0,5137
2889.fipstwo,ff49045,f49045
517.statefips,92,13
1402.countytwo,Washingxton ,Washington 
267.fips,2068.0,8033
2468.fipstwo,fu46037,f46037
100.statecounty,AL_Clarke,AR_Benton
223.fips,1023.0,6063
197.fipstwo,f02198,f06011
2219.statevalue,OhR,OR
564.statefips,67,19
1579.fipstwo,f28150,f28105
655.statecounty,yIA_Worth,IA_Worth
1693.fipstwo,f3707,f37057
744.fipstwo,f1708c7,f17087
33.fips,2130.0,1007
2202.statecounty,OK_Pittsaburg,OK_Pittsburg
2860.county,Wisep ,Wise 
542.statevalue,AG,GA
2526.countytwo,Cartezr ,Carter 
2973.county,Manvassas Park city,Manassas Park city
2214.statecounty,OK_Wagdoner,OK_Wagoner
394.statevalue,A,GA
1782.countytwo,rGand Forks ,Grand Forks 
162.statefips,2.0,5
584.fipstwo,f1e9053,f19053
1424.statecounty,MO_Caroll,MO_Carroll
3184.county,McDowel ,McDowell 
50.statefips,2.0,1
2004.county,Delaare ,Delaware 
2590.fipstwo,47147,f47147
594.statevalue,A,IA
181.county,Bristol Bay Borough,Graham 
1268.fipstwo,f26016,f26061
1924.statecounty,NJx_Camden,NJ_Camden
1055.statevalue,YK,KY
39.statefips,2.0,1
237.fips,6059.0,6091
1427.countytwo,Cear ,Cedar 
1397.fipstwo,f27135,f27153
1634.county,Libery ,Liberty 
172.statefips,2.0,60
1812.county,Townerr ,Towner 
1735.statecounty,NC_Pendre,NC_Pender
1904.statecounty,NE_lThurston,NE_Thurston
1198.fipstwo,f2001,f24001
158.countytwo,Salne ,Saline 
171.fips,2050.0,5149
964.fipstwo,20139,f20139
806.countytwo,Beton ,Benton 
2182.countytwo,Lvincoln ,Lincoln 
2643.statevalue,tTX,TX
528.statefips,37,13
1314.countytwo,St. Cair ,St. Clair 
2754.statecounty,XT_Lavaca,TX_Lavaca
275.statecounty,AK_Hoonah-Angoon Census Area,CO_Grand
2061.countytwo,Borwn ,Brown 
1947.statecounty,NM_Crry,NM_Curry
3054.county,Colitz ,Cowlitz 
2636.county,rown ,Brown 
2085.county,Hanocck ,Hancock 
2958.statevalue,A,VA
1123.statecounty,LA_Assupmtion,LA_Assumption
251.fipstwo,f01021,f08003
333.fips,2016.0,12015
320.statevalue,AK,CT
525.countytwo,Tauylor ,Taylor 
1865.countytwo,Jefferso n,Jefferson 
267.fipstwo,f02068,f08033
1715.statevalue,yNC,NC
1581.countytwo,Pearl iRver ,Pearl River 
186.fips,2060.0,4017
3196.statecounty,WV_Presotn,WV_Preston
2106.statecounty,OH_Meijgs,OH_Meigs
2603.statevalue,zTN,TN
533.county,roup ,Troup 
1829.countytwo,kButler ,Butler 
100.fips,2020.0,5007
1750.countytwo,Sury ,Surry 
8.county,Bristol Bay Borough,Fairbanks North Star Borough
1370.county,Mowe r,Mower 
35.fips,1001.0,1011
3054.countytwo,Cowlit z,Cowlitz 
192.statefips,2.0,6
749.fipstwo,f7097,f17097
724.fipstwo,f1047,f17047
1850.statecounty,NE_Fuxrnas,NE_Furnas
370.county,Nassu ,Nassau 
49.statefips,2.0,1
2230.fipstwo,f14023,f41023
2902.statevalue,AV,VA
2738.county,Jnes ,Jones 
2384.county,SalinasMunicipio,Salinas Municipio
48.fips,2060.0,1037
169.fipstwo,f01009,f05145
2289.countytwo,Lackawanxna ,Lackawanna 
2373.statecounty,PR_Morovis Municiptio,PR_Morovis Municipio
99.fips,2100.0,5005
1840.statecounty,NE_Dwaes,NE_Dawes
662.fipstwo,f16011***,f16011
495.statefips,107,13
148.fips,2050.0,5103
507.countytwo,Plk ,Polk 
1902.countytwo,Thvayer ,Thayer 
2603.fipstwo,f41773,f47173
125.fips,2013.0,5057
3212.county,Wyomig ,Wyoming 
258.county,Juneau City and Borough,Chaffee 
63.fips,2150.0,1067
313.statevalue,O,CO
1034.county,Flming ,Fleming 
1652.statecounty,MT_Rosbeud,MT_Rosebud
1893.fipstwo,uf31151,f31151
2121.statecounty,OH_Peble,OH_Preble
189.statevalue,AeZ,AZ
562.county,Adubon ,Audubon 
339.statecounty,AK_Aleutians West Census Area,FL_Dixie
47.fips,2105.0,1035
209.fips,2110.0,6035
20.county,Denali Borough,Petersburg Census Area
2202.statevalue,KO,OK
1533.statevalue,S,MS
644.statefips,46,19
134.fips,2013.0,5075
889.statevalue,zIN,IN
2091.countytwo,Holes ,Holmes 
1289.countytwo,Marqueette ,Marquette 
564.statecounty,IA_Blacke Hawk,IA_Black Hawk
113.statevalue,AjR,AR
2684.statevalue,X,TX
867.statecounty,IN_Pzosey,IN_Posey
112.fips,2105.0,5031
1539.statecounty,MS_xClay,MS_Clay
911.statecounty,KS_Coanche,KS_Comanche
1223.countytwo,Aroostoko ,Aroostook 
629.statefips,86,19
1249.fipstwo,f26032,f26023
65.county,Bristol Bay Borough,Jackson 
1430.countytwo,Clak ,Clark 
87.statecounty,AK_North Slope Borough,AL_Shelby
1345.countytwo,Goodhuae ,Goodhue 
120.fipstwo,f02110,f05047
2154.county,Cimarronk ,Cimarron 
153.statefips,2.0,5
383.statevalue,LF,FL
222.fipstwo,f02198,f06061
2459.countytwo,Bute ,Butte 
2554.county,Hyawood ,Haywood 
152.county,Bristol Bay Borough,Poinsett 
901.statevalue,SK,KS
230.county,Matanuska-Susitna Borough,San Joaquin 
276.fips,2090.0,8051
30.fipstwo,f02170,f01001
1364.county,Marshyall ,Marshall 
3059.fipstwo,f5305,f53025
3234.fipstwo,f5643,f56043
1999.fipstwo,f3o6015,f36015
3194.statecounty,WV_kPleasants,WV_Pleasants
265.fipstwo,f02100,f08029
241.fipstwo,f02016,f06099
592.countytwo,Franlkin ,Franklin 
927.statecounty,K_Graham,KS_Graham
118.fips,2070.0,5043
2317.statecounty,A_Washington,PA_Washington
1159.statecounty,LAq_Rapides,LA_Rapides
64.fips,1033.0,1069
869.fipstwo,18133,f18133
2912.countytwo,uchanan ,Buchanan 
1952.statevalue,M,NM
935.county,Haskgell ,Haskell 
2120.county,Portages ,Portage 
40.fips,2090.0,1021
252.statefips,2.0,8
1515.fipstwo,f2d9215,f29215
277.fips,1129.0,8053
868.statevalue,NI,IN
2223.fipstwo,f4109,f41009
322.fips,2020.0,11001
1514.countytwo,Tnaey ,Taney 
1144.countytwo,ackson ,Jackson 
2815.statecounty,TXSan Jacinto,TX_San Jacinto
1167.countytwo,St. John the Baaptist ,St. John the Baptist 
478.countytwo,Lsanier ,Lanier 
2106.fipstwo,f93105,f39105
1762.countytwo,Wlson ,Wilson 
2910.statevalue,VoA,VA
27.statevalue,KA,AK
680.statevalue,DI,ID
1538.countytwo,Clark e,Clarke 
1226.statecounty,ME_Hanock,ME_Hancock
383.fipstwo,f02180,f12109
819.statecounty,IN_Dealb,IN_DeKalb
1484.countytwo,Ozrak ,Ozark 
2362.statevalue,fPR,PR
1378.county,Pinke ,Pine 
1226.fipstwo,f3009,f23009
486.statefips,105,13
3167.countytwo,Fayettae ,Fayette 
1590.statecounty,MS_Simgpson,MS_Simpson
883.statevalue,N,IN
3182.statecounty,WV_Marsshall,WV_Marshall
966.fipstwo,f201c43,f20143
395.statecounty,AK_Aleutians East Borough,GA_Bacon
1468.countytwo,Madisono ,Madison 
215.fips,2105.0,6047
369.fipstwo,f02170,f12087
2868.fipstwo,f4003,f49003
945.county,Lae ,Lane 
2880.statevalue,TU,UT
2386.statevalue,RP,PR
371.fipstwo,f08013,f12091
31.statefips,2.0,1
1543.countytwo,DeSot o,DeSoto 
977.statecounty,KSRush,KS_Rush
2197.statevalue,KO,OK
159.fips,2122.0,5127
1277.county,Kalksaka ,Kalkaska 
2510.statevalue,DS,SD
2447.county,Sumtre ,Sumter 
2458.statecounty,kSD_Buffalo,SD_Buffalo
530.fipstwo,1f3279,f13279
1912.countytwo,Carrol ,Carroll 
1697.fipstwo,f30765,f37065
2487.county,oJnes ,Jones 
294.statecounty,AK_Denali Borough,CO_Morgan
1083.countytwo,Mercelr ,Mercer 
1035.countytwo,Flyod ,Floyd 
1185.statevalue,A,MA
1500.fipstwo,f291f97,f29197
2695.statevalue,X,TX
504.statevalue,GeA,GA
233.statefips,2.0,6
199.statefips,2.0,6
1500.statevalue,fMO,MO
3145.statecounty,WI_S.t Croix,WI_St. Croix
2476.county,Gregroy ,Gregory 
1915.county,Grafotn ,Grafton 
3218.statecounty,WyY_Crook,WY_Crook
657.fipstwo,f1001,f16001
2756.county,Lqeon ,Leon 
371.statevalue,L,FL
257.county,Haines Borough,Broomfield 
413.statevalue,A,GA
807.fipstwo,1f8009,f18009
2656.fipstwo,f48098,f48089
1294.statevalue,I,MI
2882.countytwo,iute ,Piute 
3104.countytwo,Fmlorence ,Florence 
2752.countytwo,Laimb ,Lamb 
3204.countytwo,Tukcer ,Tucker 
3183.county,Maso ,Mason 
2185.statecounty,OK_Majhor,OK_Major
2039.county,chuyler ,Schuyler 
236.fips,5079.0,6089
2280.countytwo,Fayetlte ,Fayette 
550.statevalue,A,GA
1940.county,Unino ,Union 
1431.fipstwo,f29074,f29047
1509.countytwo,S. Louis city,St. Louis city
2557.county,Hcikman ,Hickman 
521.statecounty,A_Sumter,GA_Sumter
2913.countytwo,Buckingha m,Buckingham 
325.fips,2016.0,10005
101.fips,2020.0,5009
626.fipstwo,f1917,f19137
2496.statevalue,DS,SD
2530.countytwo,Caly ,Clay 
2428.fipstwo,f4y5047,f45047
1166.statevalue,LqA,LA
2097.county,nLawrence ,Lawrence 
2700.county,Gonzqales ,Gonzales 
1346.fipstwo,f72051,f27051
543.statefips,78,13
689.fipstwo,f16056,f16065
598.statefips,35,19
126.statecounty,AK_Bristol Bay Borough,AR_Hot Spring
2433.statevalue,C,SC
309.county,Bristol Bay Borough,Summit 
288.statecounty,AL_Etowah,CO_Logan
1619.fipstwo,f30l021,f30021
141.fipstwo,f02122,f05089
1007.countytwo,Boone ***,Boone 
2388.countytwo,San Sebastian Mnicipio,San Sebastian Municipio
3093.fipstwo,f55105,f55015
405.statefips,26,13
2264.countytwo,Butle r,Butler 
1392.fipstwo,f2713j7,f27137
130.statecounty,AL_Chilton,AR_Jackson
839.statecounty,IN_Japser,IN_Jasper
88.statecounty,AL_Chilton,AL_St. Clair
423.statefips,107,13
905.county,Cheroke e,Cherokee 
1485.statecounty,MO_emiscot,MO_Pemiscot
226.statefips,2.0,6
341.statevalue,LF,FL
2742.statecounty,X_Kenedy,TX_Kenedy
1996.statevalue,NoY,NY
439.countytwo,Doughverty ,Dougherty 
1512.county,Stoe ,Stone 
1677.statecounty,NCCabarrus,NC_Cabarrus
379.statecounty,CO_Weld,FL_Putnam
95.fipstwo,f02164,f01131
883.county,Uion ,Union 
3224.county,Licnoln ,Lincoln 
3134.county,olk ,Polk 
909.countytwo,Cloudh ,Cloud 
2860.statecounty,TX_ise,TX_Wise
216.fips,1129.0,6049
27.county,Dillingham Census Area,Wrangell City and Borough
1033.countytwo,Fayete ,Fayette 
2216.statevalue,K,OK
1192.statevalue,AM,MA
120.fips,2150.0,5047
218.county,Denali Borough,Monterey 
36.fips,2016.0,1013
651.fipstwo,f1987,f19187
2649.fipstwo,f480s75,f48075
3189.county,onroe ,Monroe 
949.statecounty,KS_eLogan,KS_Logan
289.fips,2122.0,8077
2906.county,Bedfordc ,Bedford 
287.fips,2013.0,8073
2039.statevalue,Y,NY
32.statecounty,CO_Pitkin,AL_Barbour
444.countytwo,Elbret ,Elbert 
2374.fipstwo,f72w103,f72103
1947.statevalue,MN,NM
169.county,Anchorage Municipality,White 
1336.countytwo,Coiok ,Cook 
2688.countytwo,Flyod ,Floyd 
234.fips,2050.0,6085
335.statevalue,LF,FL
1823.fipstwo,fo31011,f31011
359.countytwo,Laket ,Lake 
307.statefips,2.0,8
760.statevalue,L,IL
410.statefips,73,13
88.fips,2068.0,1115
2004.statevalue,NzY,NY
1848.countytwo,Frankli n,Franklin 
95.county,Haines Borough,Wilcox 
115.fips,2068.0,5037
513.statefips,28,13
3217.statevalue,Y,WY
1970.statevalue,M,NM
1552.fipstwo,28051,f28051
448.statefips,80,13
3118.fipstwo,f55d065,f55065
81.statecounty,AK_Haines Borough,AL_Morgan
1734.statevalue,aNC,NC
2533.statevalue,TdN,TN
1453.fipstwo,f2991,f29091
192.fips,2070.0,6001
306.county,Dillingham Census Area,San Juan 
1909.statevalue,E,NE
772.statevalue,LI,IL
381.statevalue,LF,FL
2407.countytwo,Allndale ,Allendale 
2495.statevalue,D,SD
2131.statecounty,H_Trumbull,OH_Trumbull
168.fips,1033.0,5143
336.statecounty,AK_Dillingham Census Area,FL_Collier
338.county,DeStoo ,DeSoto 
2025.statevalue,aNY,NY
2919.countytwo,Charltte ,Charlotte 
291.statefips,2.0,8
3094.countytwo,Chipepwa ,Chippewa 
310.county,Aleutians West Census Area,Teller 
2288.countytwo,uniata ,Juniata 
1614.statecounty,MT_Cater,MT_Carter
2942.countytwo,rederick ,Frederick 
2319.statecounty,PA_Westmorelad,PA_Westmoreland
2015.countytwo,Kngs ,Kings 
80.fips,2060.0,1101
270.fipstwo,f02230,f08041
2127.county,Senec ,Seneca 
2775.statecounty,TXa_Menard,TX_Menard
142.fipstwo,f02060,f05091
1846.fipstwo,f310r57,f31057
2406.statecounty,SCe_Aiken,SC_Aiken
637.statefips,67,19
1183.county,Winn zParish,Winn Parish
2709.statecounty,TX_Hasford,TX_Hansford
584.statefips,114,19
83.fipstwo,f01093,f01107
1315.statevalue,I,MI
166.statecounty,AR_Columbia,AR_Union
207.statefips,2.0,6
1375.countytwo,Olsmted ,Olmsted 
2635.countytwo,Boroks ,Brooks 
1037.countytwo,Fulto n,Fulton 
406.statevalue,GcA,GA
28.statevalue,K,AK
260.statecounty,AL_Clarke,CO_Clear Creek
2673.countytwo,DeWit ,DeWitt 
272.statefips,2.0,8
1459.statecounty,MO_nKox,MO_Knox
574.county,Cerro Goordo ,Cerro Gordo 
2797.countytwo,wPecos ,Pecos 
347.fipstwo,f02180,f12045
539.statevalue,A,GA
1454.statecounty,MOl_Iron,MO_Iron
1395.county,tevens ,Stevens 
2260.statevalue,A,PA
432.statefips,72,13
1876.countytwo,Madisno ,Madison 
2112.countytwo,Morxrow ,Morrow 
92.fipstwo,f02016,f01125
218.fipstwo,f02068,f06053
183.statefips,2.0,4
361.statecounty,AK_Skagway Municipality,FL_Leon
163.statecounty,AK_Yakutat City and Borough,AR_Sharp
2125.fipstwo,f391u43,f39143
128.fipstwo,f02170,f05063
1413.countytwo,Barto n,Barton 
126.fips,2050.0,5059
523.statefips,106,13
814.statecounty,I_NClinton,IN_Clinton
126.statefips,2.0,5
707.county,Czalhoun ,Calhoun 
1075.statevalue,YK,KY
22.fips,2016.0,2220
235.statevalue,mCA,CA
88.statevalue,LA,AL
1399.county,Wabasa ,Wabasha 
3124.statevalue,I,WI
1325.countytwo,Bneton ,Benton 
2851.statevalue,XT,TX
403.statecounty,CO_El Paso,GA_Bibb
368.fipstwo,f02185,f12086
247.statefips,2.0,6
1263.fipstwo,f20651,f26051
66.fipstwo,f01081,f01073
2686.countytwo,ayette ,Fayette 
146.county,Dillingham Census Area,Nevada 
2467.countytwo,Davihson ,Davison 
1975.county,Carson Citry,Carson City
2128.fipstwo,f3919,f39149
69.countytwo,awrence ,Lawrence 
1602.countytwo,Washingtojn ,Washington 
354.statevalue,FuL,FL
2537.countytwo,DeKal ,DeKalb 
1951.statecounty,NMp_Grant,NM_Grant
163.fips,2090.0,5135
158.statefips,2.0,5
245.statefips,2.0,6
600.statefips,58,19
3197.statevalue,V,WV
114.fips,2016.0,5035
101.statecounty,AL_Clay,AR_Boone
313.statecounty,AK_Prince of Wales-Hyder Census Area,CO_Yuma
2128.county,Selby ,Shelby 
552.fipstwo,f6010,f66010
221.fipstwo,f02068,f06059
1241.statecounty,MI_Alpnea,MI_Alpena
166.statefips,2.0,5
2281.fipstwo,42053,f42053
194.fipstwo,f01021,f06005
177.statefips,2.0,4
563.statefips,102,19
918.statecounty,KS_Edwazrds,KS_Edwards
449.statefips,17,13
2153.countytwo,Choctwa ,Choctaw 
205.county,Aleutians West Census Area,Inyo 
965.statecounty,KSc_Osborne,KS_Osborne
854.statevalue,nIN,IN
287.statefips,2.0,8
87.statefips,2.0,1
1140.countytwo,Fanklin ,Franklin 
214.statecounty,AK_Nome Census Area,CA_Mendocino
68.statefips,2.0,1
246.statevalue,A,CA
164.statefips,2.0,5
2426.statecounty,SC_eorgetown,SC_Georgetown
225.fips,2070.0,6067
222.fips,1001.0,6061
2344.countytwo,Comejrio Municipio,Comerio Municipio
257.fipstwo,f02240,f08014
1451.countytwo,Hot ,Holt 
557.statefips,49,15
81.fips,2050.0,1103
265.county,Anchorage Municipality,Delta 
535.statefips,69,13
1080.countytwo,McLcean ,McLean 
1739.statecounty,rNC_Polk,NC_Polk
960.statecounty,K_SNemaha,KS_Nemaha
577.statefips,57,19
3096.countytwo,Colubia ,Columbia 
172.fips,1001.0,60010
2158.statecounty,O_Cotton,OK_Cotton
2371.county,MayaguezM unicipio,Mayaguez Municipio
2499.statevalue,DS,SD
349.statecounty,AL_Fayette,FL_Hardee
465.county,Har t,Hart 
2712.statevalue,XT,TX
376.fipstwo,f08069,f12101
365.statefips,72,12
1560.fipstwo,f8067,f28067
203.statecounty,AR_Jefferson,CA_Humboldt
