OBJECTID,MTRS,MIN_YEAROBS,MAX_YEAROBS,LAST_COUNTY,Shape__Area,Shape__Length
1047,H 06N 01E 22,2010,2017,Humboldt,4503561.87890625,8491.57805016578
1048,M 35N 08W 06,2014,2019,Trinity,4896008.55859375,8894.82630855775
1049,H 06N 02E 21,2007,2018,Humboldt,4401850,8397.69798620563
1050,M 35N 08W 02,2008,2020,Trinity,5149243.51171875,9089.69397012968
1051,H 06N 02E 22,2012,2022,Humboldt,4625947.171875,8611.09768091006
1052,H 06N 05E 18,2002,2022,Humboldt,3959929.6640625,8352.74612522203
1053,H 06N 02E 23,2013,2021,Humboldt,4547766.328125,8533.14968226164
1054,H 06N 02E 24,2015,2021,Humboldt,4464865.8828125,8455.34421974567
1055,H 06N 07E 11,2012,2012,Trinity,4768693.31640625,8733.93031793451
1056,H 06N 03E 20,2018,2018,Humboldt,4626144.7421875,8605.92960523776
1057,H 06N 03E 21,2018,2018,Humboldt,4709205.3125,8681.15497186089
1058,H 06N 05E 17,2010,2022,Humboldt,4773910.30859375,8656.75106443715
1059,H 06N 03E 22,2015,2020,Humboldt,4619054.7109375,8599.17280770676
1060,H 06N 03E 23,2013,2022,Humboldt,4881504.41796875,8838.88165880595
1061,H 06N 03E 24,2019,2019,Humboldt,4728379.984375,8698.33583065897
1062,M 35N 06W 04,2015,2015,Shasta,5870530.13671875,9792.26135404994
1063,M 35N 06W 03,2004,2020,Shasta,6252634.1015625,10087.7698376063
1064,H 06N 05E 16,2013,2022,Humboldt,4305161.296875,8296.82908377945
1065,H 06N 06E 18,1983,2011,Trinity,4777847.62109375,8736.24117109283
1066,H 06N 05E 15,2005,2017,Humboldt,4240189.1796875,8242.45410964008
1067,H 06N 06E 16,2001,2009,Trinity,4555818.71484375,8538.29596434566
1068,H 06N 05E 14,1997,2016,Trinity,4101059.19921875,8101.87576724705
1069,H 06N 04E 22,2013,2019,Humboldt,4429334.875,8418.75964438999
1070,H 06N 04E 23,2011,2022,Humboldt,4308294.71875,8306.24398528667
1071,H 06N 05E 13,2019,2021,Trinity,4172272.54296875,8204.08877085861
1072,H 06N 01E 29,2007,2019,Humboldt,4599475.46875,8581.24412000979
1073,H 06N 04E 24,2000,2022,Humboldt,3891999.40625,8035.13161125991
1074,M 35N 02W 04,2019,2020,Shasta,6556489.7265625,10413.4791443863
1075,H 06N 01E 27,2006,2018,Humboldt,4570703.87890625,8543.50389677794
1076,M 35N 02W 03,2020,2020,Shasta,6256466.04296875,10169.6339569999
1077,H 06N 01E 26,2010,2014,Humboldt,4574123.0390625,8567.12151815014
1078,H 06N 01E 25,2012,2012,Humboldt,4601562.9140625,8580.25028094842
1079,M 35N 08W 07,2015,2020,Trinity,4650633.3984375,8661.71501942298
1080,H 06N 02E 29,2014,2014,Humboldt,4424913.5546875,8419.6686063559
1081,M 35N 01W 06,1991,2008,Shasta,7497887.28125,10933.4472379023
1082,H 06N 02E 28,2013,2020,Humboldt,4386481.0390625,8389.00189378498
1083,H 06N 05E 19,1995,2022,Humboldt,3190744.375,7441.85038103881
1084,H 06N 02E 27,2013,2020,Humboldt,4673917.21484375,8647.4847068161
1085,H 06N 03E 30,2022,2022,Humboldt,4557801.4921875,8531.51741840895
1086,H 06N 03E 29,2021,2021,Humboldt,4441765.4921875,8431.68562368835
1087,M 35N 08W 12,2016,2017,Trinity,4573953.453125,8559.19820434401
1088,H 06N 03E 28,2020,2020,Humboldt,4558058.39453125,8546.19907829069
1089,H 06N 03E 27,2015,2015,Humboldt,4596793.48828125,8579.30042910457
1090,H 06N 03E 26,2005,2022,Humboldt,4711722.7265625,8682.29822674379
1091,H 06N 05E 20,2016,2019,Humboldt,3618356.8203125,7656.88689492331
1092,H 06N 05E 21,2014,2021,Humboldt,3848503.23828125,7872.55301368356
1093,H 06N 06E 19,2013,2022,Trinity,4574033.28515625,8559.48306060789
1094,H 06N 05E 22,2013,2022,Trinity,3948049.93359375,7955.28709189858
1095,H 06N 05E 23,1998,2022,Trinity,3785519.08203125,7788.05180877112
1096,H 06N 05E 24,2002,2022,Trinity,4199240.19140625,8214.65600972449
1097,H 06N 04E 26,2012,2022,Humboldt,4477693.12890625,8465.71331254004
1098,H 06N 06E 22,2011,2011,Trinity,4392425.8515625,8384.4413857275
1099,H 06N 01E 32,2017,2020,Humboldt,4881945.73828125,9210.79284739838
1100,M 35N 06W 09,2002,2002,Shasta,4593181.61328125,8574.4717376441
1101,H 06N 06E 23,2011,2011,Trinity,4404209.43359375,8395.0515879635
1102,H 06N 04E 25,1999,2022,Humboldt,3906407.63671875,7979.99912092649
1103,M 35N 06W 11,2020,2020,Shasta,4553652.47265625,8536.62596777649
1104,H 06N 01E 35,2010,2022,Humboldt,4578854.921875,8558.41670600381
1105,H 06N 01E 36,2014,2018,Humboldt,4535430.40625,8518.74821609837
1106,H 06N 02E 31,2005,2005,Humboldt,4519656.23828125,8491.68313836357
1107,H 06N 05E 30,2001,2022,Humboldt,3504160.87109375,7612.74066596445
1108,M 35N 09W 13,2014,2014,Trinity,3896802.64453125,7911.19461220331
1109,H 06N 02E 33,2020,2020,Humboldt,4570347.34765625,8555.26175644082
1110,H 06N 02E 34,2019,2019,Humboldt,4538729.86328125,8520.61992303056
1111,M 35N 08W 18,2015,2020,Trinity,4657195.71484375,8627.16859969992
1112,H 06N 07E 23,2010,2010,Trinity,4798905.61328125,8758.08867069323
1113,M 35N 03W 11,2019,2019,Shasta,4249469.31640625,8247.35595094462
1114,H 06N 03E 31,2016,2021,Humboldt,4553144.8359375,8536.89631824342
1115,H 06N 05E 29,2015,2018,Humboldt,3693846.12109375,7736.71896631656
1116,H 06N 03E 32,2016,2021,Humboldt,4689721.296875,8670.77614584865
1117,H 06N 03E 33,2017,2017,Humboldt,4809579.41796875,8776.39272496211
1118,H 06N 03E 34,2012,2022,Humboldt,4929752.8984375,8849.95458726553
1119,M 35N 01W 07,1991,2002,Shasta,5768143.87890625,9708.15615528952
1120,H 06N 05E 28,2012,2022,Humboldt,3711437.0703125,7724.62339878459
1121,H 06N 03E 35,2014,2022,Humboldt,4816309.69921875,8783.83808567629
1122,H 06N 05E 27,2014,2021,Humboldt,3854082.68359375,7870.39020963459
1123,H 06N 05E 26,2013,2020,Trinity,3814802.44140625,7818.65868571758
1124,H 06N 05E 25,2003,2022,Trinity,4426593.90234375,8429.99494347337
1125,H 06N 06E 30,2001,2022,Trinity,4599840.08203125,8578.04127844648
1126,H 06N 06E 29,2016,2022,Trinity,4570940.87890625,8553.19294544303
1127,H 06N 04E 35,2005,2005,Humboldt,4373940.0703125,8374.99633147805
1128,H 06N 04E 36,2014,2018,Humboldt,3994326.37109375,8008.76720879972
1129,H 05N 01E 02,2007,2021,Humboldt,4650411.80078125,8625.23248504072
1130,H 06N 05E 31,2001,2021,Humboldt,3670657.5,7722.19207253672
1131,H 05N 01E 01,2014,2014,Humboldt,4767228.65625,8734.27862837029
1132,H 05N 02E 06,2012,2021,Humboldt,4543553.3125,8523.56516871113
1133,M 35N 09W 24,2014,2014,Trinity,4400998.7734375,8426.65128314422
1134,H 05N 02E 05,2020,2021,Humboldt,4610240.2265625,8598.89851200258
1135,H 05N 02E 04,2019,2019,Humboldt,4344425.7109375,8374.46999894749
1136,H 06N 07E 32,2009,2009,Trinity,6473670.7890625,11122.0202650136
1137,H 05N 02E 03,2015,2020,Humboldt,4658935.16796875,8662.28817662677
1138,H 06N 05E 32,1997,2022,Humboldt,3642809.56640625,7675.69317078297
1139,H 05N 02E 01,2020,2021,Humboldt,4072066.53515625,8087.08868270829
1140,H 06N 07E 26,2009,2012,Trinity,4676949.83203125,8646.89554029771
1141,H 05N 03E 06,2019,2021,Humboldt,4568029.18359375,8570.34877481558
1142,H 06N 05E 33,2012,2022,Humboldt,3694949.5546875,7718.10700988959
1143,H 05N 03E 05,2019,2019,Humboldt,4900461.05859375,8860.69095569112
1144,M 35N 01W 18,1991,1997,Shasta,5583625.3203125,9572.94071190706
1145,H 06N 05E 34,2013,2022,Humboldt,3811169.0234375,7830.68943152849
1146,H 05N 03E 03,2014,2014,Humboldt,4664087.8828125,8669.98866596569
1147,H 06N 05E 35,2015,2020,Humboldt,3940326.80859375,7955.32916120045
1148,H 05N 03E 02,2020,2020,Humboldt,4587107.67578125,8569.91034500846
1149,H 06N 05E 36,2013,2022,Trinity,4325922.90234375,8257.0629761675
1150,H 06N 06E 31,2004,2019,Trinity,4197405.03515625,8212.4292591809
1151,H 06N 06E 32,2010,2022,Trinity,4267491.87890625,8272.44264734719
1152,H 06N 06E 33,2011,2022,Trinity,4575406.10546875,8553.9154729042
1153,H 06N 06E 34,2013,2022,Trinity,4508874.453125,8495.97048114189
1154,H 05N 04E 01,1995,2022,Humboldt,4266106.2890625,8272.16501430779
1155,H 05N 05E 06,1995,2022,Humboldt,3791292.8828125,7806.07835060295
1156,H 05N 01E 09,2015,2020,Humboldt,4204522.14453125,8203.48742966657
1157,H 05N 01E 10,2013,2021,Humboldt,4563857.25390625,8546.81320107537
1158,H 05N 01E 11,2001,2001,Humboldt,4500893.15625,8486.80826799664
1159,H 05N 05E 05,2002,2022,Humboldt,3934035.71484375,7952.7923892772
1160,H 05N 02E 07,2015,2020,Humboldt,4077336.01953125,8099.19320963623
1161,H 05N 02E 08,2019,2021,Humboldt,4429445.01171875,8430.01286960568
1162,H 05N 02E 09,2018,2019,Humboldt,4162317.21484375,8175.09886223883
1163,H 05N 02E 10,2015,2022,Humboldt,5065829.5703125,9026.05579784487
1164,H 05N 05E 04,2003,2022,Humboldt,3738888.015625,7751.49845971277
1165,H 05N 02E 11,2019,2019,Humboldt,4590358.2890625,8576.48049495551
1166,H 05N 02E 12,2016,2021,Humboldt,4087277.08203125,8113.91519530253
1167,H 05N 05E 03,2013,2022,Humboldt,3808498.8671875,7827.08440809621
1168,M 35N 02W 19,2020,2020,Shasta,4166601.75,8174.70895249503
1169,H 05N 03E 07,2016,2022,Humboldt,4597022.89453125,8584.94819470452
1170,M 35N 02W 20,2019,2020,Shasta,4573670.703125,8566.79457174794
1171,H 06N 07E 36,2009,2009,Trinity,3747333.03125,7757.74332742745
1172,H 05N 05E 02,2015,2022,Humboldt,3903210.5,7927.82741326214
1173,H 05N 03E 08,2014,2022,Humboldt,4595571.61328125,8576.94246474676
1174,H 05N 03E 09,2014,2021,Humboldt,4527193.01953125,8512.34870527633
1175,H 05N 05E 01,2013,2022,Trinity,3719493.0546875,7802.63654738687
1176,H 05N 03E 11,2018,2018,Humboldt,4502435.0546875,8488.03080910777
1177,H 05N 04E 07,2022,2022,Humboldt,4430551.93359375,8420.44077721465
1178,H 05N 06E 05,1996,2021,Trinity,4511430.8984375,8477.47093830673
1179,H 05N 06E 06,2005,2022,Trinity,3964547.2890625,7977.50426499721
1180,H 05N 06E 04,1996,2022,Trinity,4437446.81640625,8428.5072970041
1181,H 05N 06E 03,2022,2022,Trinity,3999008.46875,8014.06165179432
1182,H 05N 04E 11,2018,2022,Humboldt,4339346.6640625,8336.86693259272
1183,H 05N 04E 12,2001,2019,Humboldt,4365026.55859375,8358.40048340852
1184,H 05N 05E 07,1995,2021,Humboldt,4113948.375,8138.50720428784
1185,H 05N 07E 05,2009,2010,Trinity,4541287.4453125,8529.82425285906
1186,H 05N 01E 15,2003,2020,Humboldt,4462815.61328125,8450.34743893823
1187,H 05N 05E 08,1995,2022,Humboldt,4224374.5625,8239.34964747858
1188,H 05N 01E 14,2019,2020,Humboldt,4424951.390625,8415.42331350679
1189,H 05N 05E 09,2013,2022,Humboldt,4090990.66796875,8110.54030736999
1190,H 05N 02E 18,2016,2022,Humboldt,4162694.05078125,8166.83966832601
1191,H 05N 02E 17,2016,2021,Humboldt,4656283.69921875,8651.45309634752
1192,H 05N 07E 01,1999,1999,Trinity,4479203.296875,8480.52319615738
1193,H 05N 02E 15,2021,2021,Humboldt,4920840.02734375,8893.7931317715
1194,M 35N 09W 36,2018,2018,Trinity,4692760.69140625,8669.5009569822
1195,H 05N 05E 10,2004,2022,Humboldt,4114915.78125,8134.13255731416
1196,H 05N 02E 14,2017,2021,Humboldt,4331399.86328125,8331.77871059022
1197,H 05N 08E 05,1999,2011,Trinity,4583568.80078125,8566.60542882707
1198,H 05N 02E 13,2017,2022,Humboldt,4151352.6640625,8223.83249367454
1199,M 35N 02W 30,2022,2022,Shasta,4081387.66796875,8086.30728138683
1200,H 05N 05E 11,2012,2022,Humboldt,4210218.00390625,8225.88626760772
1201,H 05N 03E 18,2017,2021,Humboldt,4934702.125,8902.35500765055
1202,M 35N 01W 30,2019,2020,Shasta,5931774.08984375,9808.3992557292
1203,M 35N 07W 31,2020,2020,Trinity,4326544.31640625,8441.35118650157
1204,H 05N 05E 12,2013,2018,Humboldt,4111578.76953125,8116.32152307251
1205,H 05N 03E 16,2021,2021,Humboldt,4593113.25,8577.27972994635
1206,H 05N 06E 07,2013,2021,Trinity,4279771.7265625,8319.91069047752
1207,H 05N 03E 13,2016,2018,Humboldt,4767018.1015625,8746.15591973311
1208,H 05N 06E 08,1998,2022,Trinity,4068406.23828125,8096.17969316725
1209,H 05N 06E 09,1995,2022,Trinity,4578123.1171875,8570.59842380861
1210,H 05N 06E 10,2003,2022,Trinity,4567524.60546875,8549.94187952717
1211,H 05N 04E 14,2001,2019,Humboldt,4630346.64453125,8611.81243918686
1212,H 05N 04E 13,2016,2019,Humboldt,4435981.171875,8429.46584187684
1213,H 05N 05E 18,2019,2022,Humboldt,4116249.94140625,8137.5234862809
1214,H 05N 07E 08,1991,1991,Trinity,4591648.83984375,8577.80206401165
1215,H 05N 07E 09,1992,2010,Trinity,4648713.91015625,8633.45405580884
1216,H 05N 05E 17,2013,2022,Humboldt,4199881.1171875,8214.85609450915
1217,H 05N 01E 22,1998,2022,Humboldt,4470836.1796875,8460.58661267732
1218,H 05N 01E 23,2001,2001,Humboldt,4477832.0703125,8465.62389507489
1219,H 05N 07E 10,2009,2009,Trinity,4576598.16015625,8567.47283899353
1220,M 34N 09W 04,2015,2015,Trinity,4706005.74609375,8711.08274687651
1221,H 05N 05E 16,2016,2022,Humboldt,4173092.71484375,8188.94917817182
1222,H 05N 07E 11,2009,2012,Trinity,4479740.6015625,8477.5778107602
1223,M 34N 09W 03,2017,2020,Trinity,4355061.83984375,8380.14380604189
1224,H 05N 02E 19,2014,2014,Humboldt,4291338.78515625,8271.3505875073
1225,M 34N 09W 02,2011,2020,Trinity,4594142.87109375,8577.87328901056
1226,H 05N 02E 21,2020,2020,Humboldt,3990639.71484375,8017.38169310423
1227,H 05N 05E 15,2013,2022,Humboldt,4162442.125,8179.85942530513
1228,H 05N 02E 23,2019,2019,Humboldt,4588008.25390625,8569.44935325925
1229,M 34N 09W 01,2011,2015,Trinity,4651204.41015625,8628.67610217436
1230,H 05N 02E 24,2019,2022,Humboldt,4150908.38671875,8267.35665025348
1231,M 34N 08W 06,2009,2018,Trinity,4587847.40625,8570.51250226003
1232,M 34N 08W 05,2011,2011,Trinity,4725339.1953125,8701.05843536609
1233,H 05N 05E 14,2015,2021,Humboldt,4273930.9296875,8285.9898992031
1234,H 05N 05E 13,2012,2018,Humboldt,4202375.54296875,8213.26404719985
1235,M 34N 07W 06,2020,2020,Trinity,4572877.72265625,8610.16592058684
1236,H 05N 03E 19,2012,2022,Humboldt,4695208.8359375,8675.43311486393
1237,H 05N 06E 18,2014,2019,Trinity,4255331.37890625,8265.61484077382
1238,H 05N 03E 20,2014,2018,Humboldt,4512527.42578125,8500.85990659171
1239,H 05N 03E 21,2018,2018,Humboldt,4512656.53515625,8499.74632018015
1240,H 05N 06E 17,2016,2021,Trinity,3960512.05078125,7985.13656273233
1241,H 05N 04E 21,2018,2018,Humboldt,4674182.4921875,8647.96604118259
1242,H 05N 05E 19,2020,2020,Humboldt,4183050.05859375,8206.54590217471
1243,H 05N 04E 24,2014,2022,Humboldt,4321377.2265625,8319.572462841
1244,H 05N 05E 20,2015,2022,Humboldt,4223440.32421875,8240.08744573008
1245,H 05N 01E 27,2003,2003,Humboldt,4588953.06640625,8569.89316126521
1246,M 34N 09W 09,2015,2015,Trinity,4407011.984375,8413.92981720295
1247,H 05N 01E 25,2021,2022,Humboldt,4718681.8359375,8689.55374830479
1248,H 05N 05E 21,2013,2022,Humboldt,4279044.12109375,8290.64808413944
1249,H 05N 07E 14,2009,2009,Trinity,4572759.25,8564.54116748959
1250,H 05N 02E 28,2019,2022,Humboldt,4417042.0234375,8452.68043199671
1251,H 05N 02E 27,2005,2022,Humboldt,4663721.703125,8653.28789117383
1252,H 05N 02E 30,2005,2017,Humboldt,4427532.4140625,8449.45817189744
1253,M 34N 09W 10,2004,2022,Trinity,4327725.703125,8327.89909627703
1254,H 05N 02E 29,2021,2021,Humboldt,4795617.63671875,8761.80944020825
1255,M 34N 09W 11,2015,2017,Trinity,4503889.63671875,8489.3618876292
1256,H 05N 05E 22,2010,2020,Humboldt,4207365.69921875,8223.34157447725
1257,M 34N 09W 12,2009,2018,Trinity,4540429.04296875,8530.54373438628
1258,H 05N 02E 25,2015,2022,Humboldt,4316855.58203125,8390.17569060259
1259,M 34N 08W 07,2011,2017,Trinity,4420940.83984375,8411.35814397756
1260,H 05N 05E 23,2015,2018,Humboldt,4309267.40234375,8318.70020186687
1261,H 05N 05E 24,2015,2015,Humboldt,4209712.4375,8222.00464126275
1262,H 05N 03E 30,2014,2022,Humboldt,4597074.46875,8598.14804079192
1263,H 05N 06E 19,2015,2015,Trinity,4107723.2578125,8133.82613531414
1264,H 05N 03E 29,2020,2021,Humboldt,4048201.8671875,8052.02036777853
1265,H 05N 06E 20,2019,2019,Trinity,4345327.42578125,8349.04668673935
1266,H 05N 04E 29,2016,2016,Humboldt,4656550.47265625,8640.66420561476
1267,H 05N 06E 21,2014,2019,Trinity,4363342.08203125,8361.75972908929
1268,H 05N 06E 22,2017,2017,Trinity,4329753.7578125,8345.46635248625
1269,H 05N 04E 28,2016,2016,Humboldt,4521414.796875,8508.67215573803
1270,M 34N 07W 09,2015,2015,Shasta,4465978.95703125,8468.39265357018
1271,H 05N 01W 35,2014,2014,Humboldt,4527957.10546875,8525.30878019887
1272,H 05N 01W 36,2005,2021,Humboldt,4441612.71484375,8419.20677806483
1273,M 34N 09W 17,2007,2007,Trinity,5186452.625,9015.39555387535
1274,H 05N 01E 34,2018,2020,Humboldt,4498816.5078125,8484.3875667906
1275,H 05N 05E 29,2002,2017,Humboldt,4127383.42578125,8147.15856781656
1276,H 05N 01E 36,2021,2021,Humboldt,4636025.67578125,8612.75455572412
1277,H 05N 05E 28,2000,2022,Humboldt,4299242.234375,8306.94145253008
1278,H 05N 02E 33,2020,2021,Humboldt,4721529.84375,8742.32331070913
1279,H 05N 02E 34,2005,2021,Humboldt,5294145.703125,9219.77564369172
1280,H 05N 02E 31,2004,2004,Humboldt,4428776.203125,8414.48704232897
1281,H 05N 02E 32,2004,2021,Humboldt,4621946.625,8602.00283040382
1282,M 34N 09W 14,2010,2010,Trinity,4416229.87890625,8409.55627038193
1283,H 05N 05E 27,2014,2019,Humboldt,4201654.15625,8216.34735575107
1284,H 05N 02E 35,2013,2021,Humboldt,4806833.9296875,8783.3512699439
1285,M 34N 08W 18,2016,2016,Trinity,4667011.5,8647.36195101641
1286,H 05N 02E 36,2014,2021,Humboldt,4333890.39453125,8351.11799680046
1287,H 05N 03E 31,2016,2021,Humboldt,4697434.390625,8683.19429142891
1288,H 05N 03E 32,2014,2021,Humboldt,4263430.69921875,8263.06496819123
1289,H 05N 03E 33,2014,2020,Humboldt,4228898.875,8226.93458762977
1290,H 05N 06E 30,2004,2004,Trinity,4111595.390625,8132.52019223592
1291,H 05N 03E 34,2002,2021,Humboldt,4463368.75390625,8451.25573010144
1292,H 05N 06E 28,2017,2019,Trinity,4486071.0546875,8488.64421732039
1293,H 05N 06E 27,2013,2022,Trinity,4162365.90234375,8159.33583022732
1294,H 05N 04E 32,2019,2021,Humboldt,4891936.16015625,8859.41219317793
1295,H 05N 04E 33,2016,2018,Humboldt,4806969.859375,8779.990646921
1296,H 05N 06E 26,2010,2019,Trinity,4339386.265625,8333.92890673959
1297,H 05N 06E 25,2017,2018,Trinity,4385411.1171875,8377.47248244728
1298,H 04N 01W 02,2015,2015,Humboldt,4485176.3671875,8465.0719674233
1299,H 04N 01W 01,2013,2021,Humboldt,4377025.48046875,8363.13864317013
1300,H 05N 04E 36,2014,2017,Humboldt,4465989.6640625,8475.25063199908
1301,H 05N 05E 31,2022,2022,Humboldt,4199902.19140625,8205.14453018813
1302,H 04N 01E 06,2014,2018,Humboldt,4400146.62890625,8392.19403069475
1303,H 04N 01E 05,2013,2022,Humboldt,4505549.6640625,8490.8879123668
1304,H 04N 01E 03,2001,2020,Humboldt,4684444.8359375,8659.7727770395
1305,H 05N 05E 32,1995,2019,Humboldt,4249252.2109375,8258.03979400174
1306,H 04N 01E 02,2018,2018,Humboldt,4704893.95703125,8678.6258136797
1307,H 05N 05E 33,2000,2021,Humboldt,4391792.91015625,8393.95767142589
1308,H 05N 05E 34,2002,2021,Humboldt,4247124.46484375,8262.938582764
1309,M 34N 09W 24,2018,2020,Trinity,4658259.1875,8646.58506174114
1310,M 34N 08W 19,2020,2020,Trinity,4826444.1171875,8796.42983422029
1311,H 04N 02E 03,2015,2015,Humboldt,4594947.44140625,8574.68408846555
1312,H 05N 05E 35,2015,2020,Humboldt,4378402.140625,8385.62261153441
1313,M 34N 08W 20,2010,2010,Trinity,4697808.0390625,8706.3426459341
1314,H 04N 02E 02,2019,2019,Humboldt,4663902.4609375,8645.26390614752
1315,H 04N 03E 06,2015,2021,Humboldt,4528639.55078125,8526.29682998153
1316,M 34N 08W 23,2014,2015,Trinity,5194619.95703125,9155.40981236513
1317,H 04N 03E 05,2012,2022,Humboldt,4581743.1640625,8601.4896582182
1318,H 04N 03E 04,2012,2022,Humboldt,4590900.97265625,8589.2254084088
1319,H 04N 03E 03,2020,2021,Humboldt,4662866.19140625,8646.26123476389
1320,M 34N 02E 16,2021,2021,Shasta,4647228.40625,8629.26764905966
1321,H 04N 03E 02,2002,2020,Humboldt,4653917.8984375,8634.82285107247
1322,H 04N 03E 01,2014,2014,Humboldt,4641874.296875,8621.39416226739
1323,H 05N 06E 32,2003,2003,Trinity,4330854.30859375,8346.34137173982
1324,H 05N 06E 33,2018,2018,Trinity,4445919.88671875,8421.89894290559
1325,H 05N 06E 34,2019,2019,Trinity,4527257.28515625,8543.87131485663
1326,H 05N 06E 35,2014,2022,Trinity,4626255.41015625,8601.90616683092
1327,H 04N 01W 10,2011,2018,Humboldt,4546346.82421875,8524.1679089396
1328,H 04N 04E 04,2015,2021,Humboldt,4760083.4453125,8738.86621044929
1329,H 05N 06E 36,2015,2015,Trinity,4519981.390625,8501.88222116444
1330,H 04N 01W 11,2015,2015,Humboldt,4568234.43359375,8555.0199146633
1331,H 04N 01W 12,2014,2022,Humboldt,4569518.83984375,8545.91843531683
1332,H 04N 01E 07,2013,2017,Humboldt,4576387.4921875,8562.01831123494
1333,H 04N 05E 06,2016,2018,Humboldt,4279747.30078125,8302.71889422899
1334,H 04N 01E 08,2013,2020,Humboldt,4396507.2890625,8403.19346309223
1335,H 04N 01E 09,2001,2001,Humboldt,4360334.1171875,8352.8944439006
1336,H 04N 05E 05,1999,2022,Humboldt,4303599.3828125,8325.62812254174
1337,H 04N 01E 10,2022,2022,Humboldt,4419599.50390625,8422.17601629808
1338,H 04N 01E 11,2020,2020,Humboldt,4497757.94921875,8475.65775585266
1339,H 04N 05E 04,1999,2021,Humboldt,4354412.48828125,8374.16941429929
1340,M 34N 09W 29,2014,2014,Trinity,4432090.58203125,8421.20142129669
1341,H 04N 02E 07,2007,2020,Humboldt,4374771.484375,8382.93452793429
1342,M 34N 09W 28,2010,2019,Trinity,4658944.6484375,8640.00694146556
1343,H 04N 02E 08,2007,2020,Humboldt,4692786.80859375,8659.55256991791
1344,M 34N 09W 27,2013,2013,Trinity,4432049.4296875,8434.71468689145
1345,H 04N 05E 03,2014,2021,Humboldt,4175806.40625,8206.5452876822
1346,H 04N 02E 10,2015,2015,Humboldt,4450319.59375,8444.64921280577
1347,M 34N 08W 30,2017,2017,Trinity,4415360.17578125,8407.53586543295
1348,H 04N 05E 02,2017,2022,Humboldt,4273820.70703125,8306.29554523428
1349,H 04N 02E 12,2020,2020,Humboldt,4285471.94921875,8301.26842699048
1350,H 04N 05E 01,2015,2019,Humboldt,4156933.59375,8198.08004988332
1351,H 04N 03E 08,2012,2022,Humboldt,5063207.59375,9016.25611292508
1352,H 04N 03E 09,2016,2021,Humboldt,4944420.4765625,8919.16768309679
1353,H 04N 03E 10,2019,2020,Humboldt,4688444.390625,8687.90220761039
1354,H 04N 06E 05,2017,2017,Trinity,4127921.71484375,8142.40737384856
1355,H 04N 06E 03,2019,2019,Trinity,4509435.2421875,8514.63294671009
1356,H 04N 06E 02,2020,2020,Trinity,4373568.34765625,8379.67840298267
1357,H 04N 01W 15,2021,2021,Humboldt,4494882.578125,8480.78181995303
1358,H 04N 06E 01,2015,2015,Trinity,4624888.546875,8624.5275433022
1359,H 04N 04E 09,2021,2022,Humboldt,4636728.12890625,8613.33279333306
1360,H 04N 01W 14,2021,2022,Humboldt,4495389.421875,8481.229865021
1361,H 04N 07E 06,2015,2015,Trinity,4772584.51953125,8746.00567296505
1362,H 04N 04E 10,2021,2021,Humboldt,4799265.8046875,8761.96046785485
1363,H 04N 01W 13,2017,2022,Humboldt,4501969.50390625,8464.35798322513
1364,H 04N 05E 07,1999,1999,Humboldt,4193522.54296875,8206.58342896157
1365,H 04N 01E 16,2001,2001,Humboldt,4693349.3359375,8667.58013658873
1366,H 04N 05E 08,2013,2022,Humboldt,4180150.2265625,8207.14627780665
1367,H 04N 05E 09,1998,2022,Humboldt,4383453.8203125,8404.7849611094
1368,M 34N 09W 32,2014,2014,Trinity,4583294.125,8587.55025299827
1369,H 04N 01E 13,2005,2005,Humboldt,4751745.13671875,8733.13363927289
1370,M 34N 09W 33,2008,2013,Trinity,4690449.6328125,8689.69512231449
1371,H 04N 02E 18,2003,2003,Humboldt,4359260.60546875,8355.86658666296
1372,H 04N 05E 10,1997,2022,Humboldt,4334171.22265625,8365.54932058593
1373,M 34N 08W 31,2014,2014,Trinity,4417451.48046875,8410.15336016663
1374,M 34N 08W 32,2006,2006,Trinity,4498357.13671875,8493.84894277368
1375,H 04N 05E 11,2013,2019,Humboldt,4444237.6015625,8463.07851611701
1376,H 04N 02E 14,2013,2013,Humboldt,4802503.63671875,8774.64466851863
1377,H 04N 05E 12,2014,2021,Humboldt,4241168.16015625,8274.23540945224
1378,H 04N 03E 18,2018,2018,Humboldt,3570471.5859375,7632.02303322589
1379,H 04N 06E 07,2013,2015,Humboldt,4011185.4453125,8069.81256869762
1380,H 04N 03E 17,2019,2022,Humboldt,4649249.0078125,8640.51733763998
1381,H 04N 03E 15,2019,2019,Humboldt,4712085.62890625,8686.87368392509
1382,H 04N 03E 14,2018,2022,Humboldt,4889587.375,8858.30027640019
1383,H 04N 03E 16,2003,2003,Humboldt,4363195.07421875,8358.10476961481
1384,H 04N 06E 10,1992,2019,Trinity,4446449.9609375,8459.95604151346
1385,H 04N 06E 11,2014,2017,Trinity,4345132.23828125,8368.8103466444
1386,H 04N 01W 22,2013,2020,Humboldt,4519812.88671875,8504.24385213086
1387,H 04N 06E 12,2019,2019,Trinity,4364678.1953125,8420.38185659803
1388,H 04N 01W 23,2012,2021,Humboldt,4509895.96875,8494.81253590438
1389,H 04N 01W 24,2000,2000,Humboldt,4508671.0625,8523.73763609835
1390,H 04N 07E 07,2014,2019,Trinity,4838527.171875,8873.85669163417
1391,H 04N 01E 19,2000,2016,Humboldt,4404173.40234375,8423.37241957061
