object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
4151,716494,2021/02/16 05:00:00+00,A CHEAPER LOCKSMITH,12342 SHELBYVILLE RD UNIT A,40243.0,2021/02/17 05:00:00+00,7,FIELD
4152,718676,2021/03/29 03:59:59+00,LITTLE CAESARS,3000 HIKES LN,40220.0,2021/04/01 03:59:59+00,4,FIELD
4153,719057,2021/04/02 03:59:59+00,ALL- STATE FORD TRUCK SALES,1357 GARDINER LN,40213.0,2021/04/05 03:59:59+00,7,FIELD
4154,719733,2021/04/16 03:59:59+00,POSH POSH CLUB CHILD & FAMILY ENRICHMENT CENTER,1512 CRUMS LN,40216.0,2021/04/16 03:59:59+00,7,FIELD
4155,719804,2021/04/16 03:59:59+00,BLAZE PIZZA #1065,13317 SHELBYVILLE RD,40223.0,2021/04/20 03:59:59+00,7,FIELD
4156,719872,2021/04/20 03:59:59+00,PAPA JOHN'S #16,5363 DIXIE HWY,40216.0,2021/04/21 03:59:59+00,7,FIELD
4157,719996,2021/04/21 03:59:59+00,COVER ALL CAFE,5001 STEPHAN DR,40258.0,2021/04/22 03:59:59+00,7,FIELD
4158,720549,2021/05/03 03:59:59+00,HOME DEPOT,8232 PRESTON HWY,40219.0,2021/04/30 03:59:59+00,7,FIELD
4159,710185,2020/11/24 05:00:00+00,BOB HOOK CHEVROLET,4144 BARDSTOWN RD,40218.0,2020/11/24 05:00:00+00,7,FIELD
4160,715802,2021/01/29 05:00:00+00,ST. BERNARD SCHOOL,7501 TANGELO DR,40228.0,2021/01/29 05:00:00+00,7,FIELD
4161,711603,2020/11/19 05:00:00+00,FRISCH'S BIG BOY #153,1710 LINCOLN AVE,40213.0,2020/11/19 05:00:00+00,8,FIELD
4162,712611,2020/12/15 05:00:00+00,DIXIE BOWL,10526 DIXIE HWY,40272.0,2020/12/16 05:00:00+00,7,FIELD
4163,694386,2020/04/01 03:59:59+00,BUILDINGS 2,7865 NATIONAL TPKE,40214.0,2020/04/03 03:59:59+00,7,FIELD
4164,710491,2020/11/29 05:00:00+00,CIRCLE K #4703330,9110 BLUE LICK RD,40219.0,2020/12/02 05:00:00+00,7,FIELD
4165,716115,2021/02/04 05:00:00+00,KROGER L-763,520 N 35TH ST,40212.0,2021/02/05 05:00:00+00,7,FIELD
4166,711615,2020/12/03 05:00:00+00,RED TOP,1127 LOGAN ST,40204.0,2020/12/03 05:00:00+00,7,FIELD
4167,712612,2020/12/15 05:00:00+00,WAVE3,725 S FLOYD ST,40203.0,2020/12/17 05:00:00+00,6,FIELD
4168,694401,2020/04/02 03:59:59+00,CAROLINA WESTERN WEAR,5015 PRESTON HWY,40213.0,2020/04/03 03:59:59+00,7,FIELD
4169,694429,2020/04/02 03:59:59+00,UPS,3401 FERN VALLEY RD,40213.0,2020/04/02 03:59:59+00,7,FIELD
4170,694839,2020/04/07 03:59:59+00,GENERAL ELECTRIC,4000 BUECHEL BANK RD,40225.0,2020/04/22 03:59:59+00,7,FIELD
4171,694886,2020/04/03 03:59:59+00,UNKNOWN,13304 FORGE CIR,40272.0,2020/04/07 03:59:59+00,7,FIELD
4172,694887,2020/04/03 03:59:59+00,MT CARMEL APARTMENTS,7324 SOUTSIDE DR,40214.0,2020/04/07 03:59:59+00,7,FIELD
4173,695188,2020/04/09 03:59:59+00,JIM DANDY BEAUTY SUPPLY,4904 POPLAR LEVEL RD,40219.0,2020/04/10 03:59:59+00,7,FIELD
4174,695449,2020/04/13 03:59:59+00,COURTESY BUICK GMC,7 AUTOCENTER DRIVE,40299.0,2020/04/14 03:59:59+00,7,FIELD
4175,695480,2020/04/13 03:59:59+00,PAYNE STREET BAKEHOUSE,225 S SPRING ST,40206.0,2020/04/16 03:59:59+00,7,FIELD
4176,695483,2020/04/14 03:59:59+00,DOLLAR TREE #1898,4060 TAYLORSVILLE RD,40220.0,2020/04/14 03:59:59+00,7,FIELD
4177,695485,2020/04/14 03:59:59+00,BURGER KING,6300 GREENWOOD RD,40258.0,2020/04/15 03:59:59+00,7,FIELD
4178,695495,2020/04/14 03:59:59+00,SPECTRUM,10200 LINN STATION RD STE 100,40223.0,2020/04/15 03:59:59+00,7,FIELD
4179,695631,2020/04/15 03:59:59+00,TURNING POINTE BRANDS,5201 INTERCHANGE WAY,40229.0,2020/04/16 03:59:59+00,7,FIELD
4180,695648,2020/04/15 03:59:59+00,ST MATTHIAS UNITY MANOR,2206 DIXIE HWY,40216.0,2020/04/17 03:59:59+00,7,FIELD
4181,695810,2020/04/16 03:59:59+00,BUDS TAVERN JEFFERSONTOWN,9119 GALENE DR,40299.0,2020/04/17 03:59:59+00,5,FIELD
4182,695910,2020/04/17 03:59:59+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/04/20 03:59:59+00,6,FIELD
4183,695913,2020/04/17 03:59:59+00,24 HOUR LAUDROMAT,3044 HUNSINGER LANE,40220.0,2020/04/27 03:59:59+00,9,FIELD
4184,695916,2020/04/17 03:59:59+00,ZENITH,2000 NELSON MILLER PKWY,40223.0,2020/04/20 03:59:59+00,7,FIELD
4185,695949,2020/04/17 03:59:59+00,MICHAEL ARNETT (DENTAL OFFICE),9847 OLD THIRD STREET ROAD,40272.0,2020/04/20 03:59:59+00,3,FIELD
4186,695984,2020/04/20 03:59:59+00,KFC Y052-023,1911 W BROADWAY,40203.0,2020/04/20 03:59:59+00,7,FIELD
4187,695994,2020/04/17 03:59:59+00,LOWES,9800 PRESTON CROSSING BLVD.,40229.0,2020/04/20 03:59:59+00,7,FIELD
4188,696005,2020/04/20 03:59:59+00,LOWE'S HOME IMPROVEMENT,501 S HURSTBOURNE PKWY,40222.0,2020/04/21 03:59:59+00,9,FIELD
4189,696145,2020/04/20 03:59:59+00,RESIDENT,2400 W MARKET ST,40212.0,2020/04/21 03:59:59+00,7,FIELD
4190,696148,2020/04/20 03:59:59+00,RESIDENT,700 BARONESS AVE,40203.0,2020/04/21 03:59:59+00,7,FIELD
4191,696156,2020/04/21 03:59:59+00,KENBOWL LANES,7021 SOUTHSIDE DR,40214.0,2020/04/23 03:59:59+00,7,FIELD
4192,696371,2020/04/24 03:59:59+00,CATFISH HAVEN,7208 WHIPPLE RD,40272.0,2020/04/27 03:59:59+00,9,FIELD
4193,696393,2020/04/24 03:59:59+00,OVERLOOK TERRACE,8027 GLIMMER WAY,40214.0,2020/04/25 03:59:59+00,8,FIELD
4194,696431,2020/04/24 03:59:59+00,WHITE CASTLE #36,12006 DIXIE HWY,40272.0,2020/04/25 03:59:59+00,7,FIELD
4195,696433,2020/04/24 03:59:59+00,ARBY'S #5430,10704 DIXIE HWY,40272.0,2020/04/25 03:59:59+00,7,FIELD
4196,696542,2020/04/23 03:59:59+00,RESIDENCE,2116 HALE AVE,40210.0,2020/04/27 03:59:59+00,8,FIELD
4197,696603,2020/04/28 03:59:59+00,KIA MONTGOMERY,5327 PRESTON HIGHWAY,40213.0,2020/04/30 03:59:59+00,7,FIELD
4198,696959,2020/05/01 03:59:59+00,CRESCENT HAIRCRAFT,3120 FRANKFORT AVE,40206.0,2020/05/02 03:59:59+00,7,FIELD
4199,697136,2020/04/24 03:59:59+00,RESIDENCE,1738 FLEMING RD,40205.0,2020/05/05 03:59:59+00,7,FIELD
4200,697356,2020/05/08 03:59:59+00,TECHSTYLES FULFILLMENT CENTER,8161 NATIONAL TPKE,40214.0,2020/05/09 03:59:59+00,7,FIELD
4201,697432,2020/05/11 03:59:59+00,TWIG AND LEAF,2122 BARDSTOWN RD,40205.0,2020/05/13 03:59:59+00,7,FIELD
4202,697477,2020/05/12 03:59:59+00,SPRADLING URBAN DEVELOPMENT CENTER,726 S PRESTON ST,40203.0,2020/05/12 03:59:59+00,7,FIELD
4203,697496,2020/05/11 03:59:59+00,RESIDENCE,11204 BROOK STONE PLACE,40223.0,2020/05/14 03:59:59+00,7,FIELD
4204,697668,2020/05/13 03:59:59+00,JEFFERSONTOWN REHAB,3500 GOOD SAMARITAN WAY,40299.0,2020/05/14 03:59:59+00,7,FIELD
4205,716252,2021/02/05 05:00:00+00,DOLLAR GENERAL #17154,10608 MANSLICK RD,40118.0,2021/02/08 05:00:00+00,6,FIELD
4206,712976,2020/12/16 05:00:00+00,TRINITY HIGH SCHOOL,4011 SHELBYVILLE RD,40207.0,2020/12/16 05:00:00+00,7,FIELD
4207,711733,2020/12/09 05:00:00+00,SIGNATURE AT ROCKFORD NURSING HOME,4700 QUINN DR,40216.0,2020/12/09 05:00:00+00,7,FIELD
4208,716752,2021/02/23 05:00:00+00,LOUISVILLE ATHLETIC CLUB,9451 WESTPORT RD,40241.0,2021/02/23 05:00:00+00,7,FIELD
4209,714654,2021/01/07 05:00:00+00,HOME DEPOT,2600 S. HURSTBOURNE PKWY,40299.0,2021/03/10 05:00:00+00,7,FIELD
4210,712008,2020/12/11 05:00:00+00,EVE'S PIZZA,1670 S 17TH ST,40210.0,2020/12/11 05:00:00+00,7,FIELD
4211,717144,2021/03/02 05:00:00+00,RED ROBIN,5000 SHELBYVILLE RD,40207.0,2021/03/02 05:00:00+00,7,FIELD
4212,714892,2021/01/09 05:00:00+00,SONIC DRIVE-IN,7010 RAGGARD RD,40216.0,2021/01/11 05:00:00+00,7,FIELD
4213,712165,2020/12/11 05:00:00+00,DOLLAR GENERAL #15707,13725 DIXIE HWY,40272.0,2020/12/14 05:00:00+00,10,FIELD
4214,718111,2021/03/18 03:59:59+00,BOONE'S MARATHON,521 N 22ND ST,40203.0,2021/03/19 03:59:59+00,7,FIELD
4215,715302,2021/01/19 05:00:00+00,EDEMA PARTNERS,1169 EASTERN PKWY #23113,40217.0,2021/01/22 05:00:00+00,6,FIELD
4216,712738,2020/12/16 05:00:00+00,RESIDENT,6001 BOLO CT,40218.0,2020/12/23 05:00:00+00,7,FIELD
4217,721109,2021/05/11 03:59:59+00,CRICKET WIRELESS AUTHORIZED RETAILER,3983 7TH STREET RD,40216.0,2021/05/14 03:59:59+00,7,FIELD
4218,717856,2021/03/16 03:59:59+00,UPS,1515 FERN VALLEY RD,40219.0,2021/03/18 03:59:59+00,9,FIELD
4219,713292,2020/12/21 05:00:00+00,KORT PHYSICAL THERAPY,4420 DIXIE HWY DTE 122,40216.0,2020/12/22 05:00:00+00,7,FIELD
4220,709535,2020/11/13 05:00:00+00,SHORTY'S FOODMART #2,3501 W BROADWAY,40211.0,2020/11/14 05:00:00+00,7,FIELD
4221,718406,2021/03/25 03:59:59+00,VISIONFIRST,4000 POPLAR LEVEL RD,40213.0,2021/03/25 03:59:59+00,7,FIELD
4222,719227,2021/04/07 03:59:59+00,CROSS CHRYSLER JEEP FIAT,1501 GARDINER LN,40218.0,2021/04/07 03:59:59+00,7,FIELD
4223,721179,2021/05/10 03:59:59+00,PRP'S ICE CREAM CORNER,5115 GREENWOOD RD,40258.0,2021/05/12 03:59:59+00,7,FIELD
4224,722254,2021/05/26 03:59:59+00,GUESS CAFETERIA,10610 FREEPORT DR,40258.0,2021/05/27 03:59:59+00,9,FIELD
4225,709931,2020/11/17 05:00:00+00,MORE SHENANIGAN'S IRISH,4521 BARDSTOWN RD,40218.0,2020/11/12 05:00:00+00,7,FIELD
4226,709974,2020/11/18 05:00:00+00,WAL-MART,4840 OUTER LOOP,40219.0,2020/11/18 05:00:00+00,7,FIELD
4227,710402,2020/11/25 05:00:00+00,LOUISVILLE ATHELIC CLUB,9565 TAYLORSVILLE RD,40299.0,2020/11/30 05:00:00+00,10,FIELD
4228,710590,2020/11/30 05:00:00+00,SERGIO'S,1605 STORY AVE,40206.0,2020/12/15 05:00:00+00,7,FIELD
4229,710625,2020/12/01 05:00:00+00,PLANET FITNESS,3036 BARDSTOWN RD,40205.0,2020/12/02 05:00:00+00,4,FIELD
4230,710777,2020/12/02 05:00:00+00,EUROFINS GENOMICS LLC,12701 PLANTSIDE DR,40299.0,2020/12/02 05:00:00+00,7,FIELD
4231,710838,2020/12/02 05:00:00+00,CABELA'S,5100 NORTON HEALTHCARE BLVD,40241.0,2020/12/03 05:00:00+00,7,FIELD
4232,710859,2020/12/02 05:00:00+00,KRAZY DAVES NEIGHBORHOOD PUB & GRILL,2817 DEL RIO PL,40220.0,2020/12/02 05:00:00+00,7,FIELD
4233,711176,2020/12/04 05:00:00+00,ROADSIDE STAND,2521 7TH STREET ROAD,40219.0,2020/12/04 05:00:00+00,7,FIELD
4234,711333,2020/12/04 05:00:00+00,LEE'S FAMOUS RECIPE,2925 BROWNSBORO RD,40206.0,2020/12/16 05:00:00+00,9,FIELD
4235,711738,2020/12/09 05:00:00+00,SIGNATURE HEALTHCARE AT ROCKFORD REHAB,4700 QUINN DR,40216.0,2020/12/09 05:00:00+00,7,FIELD
4236,713875,2020/12/30 05:00:00+00,CROWNE PLAZA LOUISVILLE AIRPORT,830 PHILLIPS LN,40209.0,2020/12/30 05:00:00+00,7,FIELD
4237,713965,2020/12/30 05:00:00+00,LEFT FIELD LOUNGE INC,2282 BARDSTOWN RD,40205.0,2020/12/31 05:00:00+00,7,FIELD
4238,714886,2021/01/11 05:00:00+00,THE BROOK HOSPITALS,1405 BROWNS LN,40207.0,2021/01/20 05:00:00+00,7,FIELD
4239,715208,2021/01/15 05:00:00+00,NEPHROLOGY ASSOCIATES OF KENTUCKIANA PSC,6400 DUTCHMANS PKWY,40205.0,2021/01/27 05:00:00+00,7,FIELD
4240,715211,2021/01/15 05:00:00+00,SHOP OF SHOPS VENDOR MALL,10105 TAYLORSVILLE RD,40299.0,2021/01/19 05:00:00+00,9,FIELD
4241,715910,2021/02/02 05:00:00+00,UPS WAREHOUSE,2200 OUTER LOOP,40219.0,2021/02/08 05:00:00+00,3,FIELD
4242,716053,2021/02/04 05:00:00+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2021/02/04 05:00:00+00,7,FIELD
4243,716425,2021/02/11 05:00:00+00,UPS STORE,4621 OUTER LOOP,40219.0,2021/02/17 05:00:00+00,7,FIELD
4244,717214,2021/03/01 05:00:00+00,DENNY'S,434 EASTERN PKWY,40217.0,2021/03/03 05:00:00+00,7,FIELD
4245,717378,2021/03/05 05:00:00+00,BEND & ZEN,1301 HERR LN STE 187,40222.0,2021/04/23 03:59:59+00,7,FIELD
4246,717380,2021/03/05 05:00:00+00,HOT YOGA LOUISVILLE,4414 SHELBYVILLE RD STE 201,40207.0,2021/04/23 03:59:59+00,7,FIELD
4247,717411,2021/03/05 05:00:00+00,KROGER L-780,10645 DIXIE HWY,40272.0,2021/03/09 05:00:00+00,7,FIELD
4248,718278,2021/03/23 03:59:59+00,SATCO INC,4501 INDIAN TRAIL,40213.0,2021/03/17 03:59:59+00,7,FIELD
4249,718407,2021/03/25 03:59:59+00,UOFL HEALTH MARY & ELIZABETH PLAZA III,4500 CHURCHMAN AVE,40215.0,2021/03/25 03:59:59+00,7,FIELD
4250,721773,2021/05/19 03:59:59+00,GANDER,111 S ENGLISH STATION RD,40245.0,2021/05/19 03:59:59+00,7,FIELD
4251,710650,2020/11/30 05:00:00+00,ASHCROFT AND OAK,4801 OUTER LOOP,40219.0,2020/12/04 05:00:00+00,7,FIELD
4252,710824,2020/12/02 05:00:00+00,FERN BOWL SNACK BAR/LOUNGE,5518 BARDSTOWN RD,40291.0,2020/12/03 05:00:00+00,7,FIELD
4253,710825,2020/12/02 05:00:00+00,SUBWAY,5240 DIXIE HWY,40216.0,2020/12/02 05:00:00+00,7,FIELD
4254,713465,2020/12/22 05:00:00+00,MOBY DICK,3613 BARDSTOWN RD,40218.0,2020/12/23 05:00:00+00,7,FIELD
4255,709786,2020/11/13 05:00:00+00,TACO LUCHADOR,938 BAXTER AVE,40204.0,2020/11/13 05:00:00+00,7,FIELD
4256,713466,2020/12/22 05:00:00+00,SAM'S KWIK MART,4060 CANE RUN RD,40215.0,2020/12/30 05:00:00+00,7,FIELD
4257,710078,2020/11/17 05:00:00+00,LA BODEGUITA DE MIMA,725 E MARKET ST,40206.0,2020/11/17 05:00:00+00,7,FIELD
4258,713797,2020/12/29 05:00:00+00,BIG O TIRES,12614 DIXIE HWY,40272.0,2020/12/31 05:00:00+00,7,FIELD
4259,710281,2020/11/23 05:00:00+00,RIVER ROAD BBQ,3017 RIVER RD,40207.0,2020/11/23 05:00:00+00,7,FIELD
4260,715334,2021/01/20 05:00:00+00,DEAL MASTER,6115 BLEVINS GAP RD,40272.0,2021/01/19 05:00:00+00,10,FIELD
4261,710283,2020/11/23 05:00:00+00,CRUSHED ICE EVENTS,226 E WASHINGTON ST,40202.0,2020/11/17 05:00:00+00,7,FIELD
4262,715469,2021/01/22 05:00:00+00,SPEEDWAY #9643,12102 SHELBYVILLE RD,40243.0,2021/01/22 05:00:00+00,3,FIELD
4263,710305,2020/11/24 05:00:00+00,MCDONALD'S #35,6701 DIXIE HWY,40258.0,2020/11/24 05:00:00+00,7,FIELD
4264,715641,2021/01/26 05:00:00+00,SUBWAY #11525,4945 BROWNSBORO RD,40222.0,2021/01/26 05:00:00+00,7,FIELD
4265,710347,2020/11/24 05:00:00+00,MCDONALD'S #6206,3340 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,7,FIELD
4266,716079,2021/02/04 05:00:00+00,JEFFERSONTOWN BINGO HALL,9125 GALENE DR,40299.0,2021/02/12 05:00:00+00,7,FIELD
4267,710489,2020/11/28 05:00:00+00,CIAO,1201 PAYNE ST,40204.0,2020/11/30 05:00:00+00,7,FIELD
4268,716448,2021/02/12 05:00:00+00,PLAY IT AGAIN SPORTS,291 N HUBBARDS LN UNIT 105,40207.0,2021/02/12 05:00:00+00,7,FIELD
4269,710538,2020/11/24 05:00:00+00,MEIJER #164,4100 TOWNE CENTER DR,40241.0,2020/11/24 05:00:00+00,7,FIELD
4270,716610,2021/02/18 05:00:00+00,KROGER L-753,1265 GOSS AVE,40217.0,2021/02/19 05:00:00+00,7,FIELD
4271,710819,2020/12/02 05:00:00+00,KING PIN LANES,9525 TAYLORSVILLE RD,40299.0,2020/12/04 05:00:00+00,7,FIELD
4272,718673,2021/03/29 03:59:59+00,ALDI,4901 OUTER LOOP,40219.0,2021/04/01 03:59:59+00,7,FIELD
4273,711184,2020/12/04 05:00:00+00,METRO DINER,4901 OUTER LOOP,40219.0,2020/12/07 05:00:00+00,7,FIELD
4274,719226,2021/04/07 03:59:59+00,GET A DOO,5419 NEW CUT RD,40214.0,2021/04/07 03:59:59+00,7,FIELD
4275,721183,2021/05/11 03:59:59+00,ZAXBY'S,4949 DIXIE HWY,40216.0,2021/05/12 03:59:59+00,7,FIELD
4276,721774,2021/05/20 03:59:59+00,MEIJER,9500 PRESTON HWY,40229.0,2021/05/20 03:59:59+00,7,FIELD
4277,710396,2020/11/25 05:00:00+00,ANGEL HOUSE CHILD DEVELOPMENT CENTER III,3046 HUNSINGER LN,40220.0,2020/12/03 05:00:00+00,7,FIELD
4278,710789,2020/12/02 05:00:00+00,SOUTHEAST CHRISTIAN CHURCH,920 BLANKENBAKER PKY,40243.0,2020/12/02 05:00:00+00,7,FIELD
4279,710880,2020/12/02 05:00:00+00,MCDONALD'S,6400 GREENWOOD RD,40258.0,2020/12/03 05:00:00+00,4,FIELD
4280,711079,2020/12/03 05:00:00+00,THIRSTY HOUND,7207 FEGENBUSH LN,40228.0,2020/12/03 05:00:00+00,7,FIELD
4281,711613,2020/11/19 05:00:00+00,NEW WAVE BURRITOS,3311 PRESTON HWY,40213.0,2020/11/19 05:00:00+00,7,FIELD
4282,711903,2020/12/07 05:00:00+00,3RD STREET BAPTIST CHURCH,1726 3RD STREET AVENUE,40208.0,2020/12/10 05:00:00+00,9,FIELD
4283,712163,2020/12/11 05:00:00+00,AUDUBON COUNTRY CLUB,3265 ROBIN RD,40213.0,2020/12/14 05:00:00+00,7,FIELD
4284,713103,2020/12/17 05:00:00+00,THEE XCLUSIVE,3608 S 7TH ST,40216.0,2020/12/17 05:00:00+00,7,FIELD
4285,713307,2020/12/21 05:00:00+00,BUCA DI BEPPO,2051 S HURSTBOURNE LN,40220.0,2020/12/22 05:00:00+00,7,FIELD
4286,715461,2021/01/22 05:00:00+00,PLANET FITNESS,10713 DIXIE HWY STE 102,40272.0,2021/01/25 05:00:00+00,7,FIELD
4287,715942,2021/02/02 05:00:00+00,EXCELLENCE LEARNING ACADEMY,1618 LINCOLN AVE,40213.0,2021/02/05 05:00:00+00,7,FIELD
4288,716066,2021/02/04 05:00:00+00,TREASURE INK TATTOOS,2707 S 7TH ST RD,40215.0,2021/02/08 05:00:00+00,7,FIELD
4289,716678,2021/02/22 05:00:00+00,FIBERWORKS,2301 BRENNEN BUSINESS CT,40299.0,2021/03/05 05:00:00+00,7,FIELD
4290,717859,2021/03/16 03:59:59+00,HMI CARDINAL,4795 SHEPHERDSVILLE RD,40218.0,2021/03/18 03:59:59+00,7,FIELD
4291,718105,2021/03/19 03:59:59+00,ROUNDHOUSE ELECTRIC TRAINS,4870 BROWNSBORO CENTER,40207.0,2021/03/19 03:59:59+00,7,FIELD
4292,718255,2021/03/22 03:59:59+00,VFW POST 1181,6518 BLEVINS GAP RD,40272.0,2021/03/23 03:59:59+00,7,FIELD
4293,718662,2021/03/29 03:59:59+00,STARBUCKS #24257,10240 WESTPORT RD,40241.0,2021/04/01 03:59:59+00,7,FIELD
4294,721010,2021/05/08 03:59:59+00,LOGAN'S ROADHOUSE,5229 DIXIE HWY,40216.0,2021/05/10 03:59:59+00,7,FIELD
4295,711110,2020/12/04 05:00:00+00,THE AVERY,7025 BRONNER CIRCLE,40218.0,2020/12/09 05:00:00+00,7,FIELD
4296,711640,2020/11/18 05:00:00+00,EIDERDOWN,983 GOSS AVE,40217.0,2020/11/18 05:00:00+00,9,FIELD
4297,711673,2020/12/08 05:00:00+00,SENNINGER PLUMBING CO. INC,11107 CEDAR CREEK RD,40229.0,2020/12/09 05:00:00+00,7,FIELD
4298,712025,2020/12/10 05:00:00+00,CORNER TAVERN,5207 MT WASHINGTON RD,40229.0,2020/12/11 05:00:00+00,7,FIELD
4299,712425,2020/12/11 05:00:00+00,BOOK AND MUSIC EXCHANGE,1616 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,7,FIELD
4300,713290,2020/12/18 05:00:00+00,PIZZA HUT #036960,8131 BARDSTOWN RD,40291.0,2020/12/22 05:00:00+00,8,FIELD
4301,713482,2020/12/22 05:00:00+00,NEW DIRECTIONS BAR & GRILL,2630 CHAMBERLAIN LN,40245.0,2021/01/04 05:00:00+00,7,FIELD
4302,714977,2021/01/12 05:00:00+00,LEGENDS SPORTS ACADEMY,10900 ELECTRON,40299.0,2021/01/14 05:00:00+00,7,FIELD
4303,715228,2021/01/15 05:00:00+00,BEEF O'BRADY'S,11324 PRESTON HWY,40229.0,2021/01/15 05:00:00+00,7,FIELD
4304,715465,2021/01/22 05:00:00+00,KENTUCKY HUMANE SOCIETY,241 STEEDLY DR,40214.0,2021/01/25 05:00:00+00,7,FIELD
4305,715668,2021/01/22 05:00:00+00,AINSWORTH,3929 SHELBYVILLE RD,40207.0,2021/01/28 05:00:00+00,7,FIELD
4306,715907,2021/02/02 05:00:00+00,HAIER GENERAL ELECTRIC,4000 BUECHEL BANK RD,40218.0,2021/02/05 05:00:00+00,8,FIELD
4307,716050,2021/02/04 05:00:00+00,LOUVINO,1606 BARDSTOWN RD,40205.0,2021/02/04 05:00:00+00,7,FIELD
4308,716249,2021/02/08 05:00:00+00,J&P CYCLES DISTRIBUTION CENTER,501 INDUSTRY RD,40208.0,2021/02/08 05:00:00+00,7,FIELD
4309,716289,2021/02/08 05:00:00+00,THORNTONS #57,10320 WESTPORT RD,40241.0,2021/02/17 05:00:00+00,7,FIELD
4310,716595,2021/02/17 05:00:00+00,WALMART #5418,2020 BASHFORD MANOR LN,40218.0,2021/02/19 05:00:00+00,7,FIELD
4311,716745,2021/02/22 05:00:00+00,KROGER L-785,4915 DIXIE HWY,40216.0,2021/02/24 05:00:00+00,7,FIELD
4312,716757,2021/02/23 05:00:00+00,DOSKER MANOR,413 E MUHAMMAD ALI BLVD,40202.0,2021/02/26 05:00:00+00,7,FIELD
4313,717419,2021/03/05 05:00:00+00,HUNGRY PELICAN,5412 BARDSTOWN RD,40291.0,2021/03/09 05:00:00+00,7,FIELD
4314,717445,2021/03/08 05:00:00+00,COCACOLA BOTTLING,7100 GLOBAL DR.,40219.0,2021/03/08 05:00:00+00,7,FIELD
4315,717769,2021/03/15 03:59:59+00,MCMILLION FAMILY DENTAL,3023 CRUMS LN,40216.0,2021/03/22 03:59:59+00,7,FIELD
4316,719079,2021/04/02 03:59:59+00,VFW POST 2921,2902 S 7TH ST,40216.0,2021/04/05 03:59:59+00,7,FIELD
4317,711331,2020/12/05 05:00:00+00,DIXIE FOOD MART,3512 DIXIE HWY,40216.0,2020/12/09 05:00:00+00,7,FIELD
4318,711609,2020/11/19 05:00:00+00,MCDONALD'S #4924,3100 POPLAR LEVEL RD,40219.0,2020/11/19 05:00:00+00,7,FIELD
4319,711719,2020/12/09 05:00:00+00,SIGNATURE HEALTHCARE AT ROCKFORD REHAB & WELLNESS,4700 QUINN DR,40216.0,2020/12/09 05:00:00+00,7,FIELD
4320,711741,2020/12/09 05:00:00+00,CHARITY HALL BINGO,5001 STEPHAN DR,40258.0,2020/12/11 05:00:00+00,7,FIELD
4321,711980,2020/12/10 05:00:00+00,WENDYS,3301 CANE RUN RD,40211.0,2020/12/11 05:00:00+00,7,FIELD
4322,712302,2020/12/14 05:00:00+00,BEAVIN ELECTIC COMPANY,1608 CRISTLAND RD,40214.0,2020/12/23 05:00:00+00,7,FIELD
4323,713272,2020/12/21 05:00:00+00,WW COUSINS,900 DUPONT RD,40207.0,2020/12/22 05:00:00+00,9,FIELD
4324,713288,2020/12/18 05:00:00+00,DAILY MART,1320 DIXIE HWY,40210.0,2020/12/30 05:00:00+00,7,FIELD
4325,713362,2020/12/21 05:00:00+00,FAMILY DOLLAR #22087,1419 W JEFFERSON ST,40203.0,2020/12/22 05:00:00+00,7,FIELD
4326,713984,2020/12/31 05:00:00+00,ROOSTERS,7405 PRESTON HWY,40219.0,2021/01/04 05:00:00+00,7,FIELD
4327,714069,2021/01/01 05:00:00+00,BAXTER BAR & GRILL,942 BAXTER AVE,40204.0,2021/01/09 05:00:00+00,7,FIELD
4328,715027,2021/01/12 05:00:00+00,LOUISVILLE ATHLETIC CLUB,9565 TAYORSVILLE RD,40299.0,2021/01/14 05:00:00+00,7,FIELD
4329,715139,2021/01/13 05:00:00+00,FRANK'S MEAT & PRODUCE DELI,3342 PRESTON HWY,40213.0,2021/01/14 05:00:00+00,7,FIELD
4330,715448,2021/01/21 05:00:00+00,CATHEDRAL OF THE ASSUMPTION,433 S 5TH #101,40202.0,2021/01/22 05:00:00+00,7,FIELD
4331,715561,2021/01/25 05:00:00+00,AMAZON,5747 PRESTON HWY SUITE A,40219.0,2021/01/26 05:00:00+00,7,FIELD
4332,717705,2021/03/12 05:00:00+00,WICKS PIZZA,3348 HIKES LN,40220.0,2021/03/12 05:00:00+00,7,FIELD
4333,719874,2021/04/20 03:59:59+00,PAPA JOHN'S #008,2301 BARDSTOWN RD,40205.0,2021/04/21 03:59:59+00,7,FIELD
4334,721071,2021/05/10 03:59:59+00,BRIGHT BEGINNINGS LEARNING CENTER,2603 DIXIE HWY,40216.0,2021/05/10 03:59:59+00,7,FIELD
4335,714708,2021/01/08 05:00:00+00,SOUTHEAST CHRISTIAN CHURCH,920 BLANKENBAKER PKWY,40243.0,2021/01/31 05:00:00+00,7,FIELD
4336,714870,2021/01/09 05:00:00+00,MANHATTAN PROJECT,2101 FRANKFORT AVE,40206.0,2021/01/14 05:00:00+00,7,FIELD
