rxdevice(long),fileid(long),txdevice(long),starttime(long),endtime(long),valuevalue(long)
6652,1277296.0,-9254,277127666112503,277127965988897.0,255
6635,1277296.0,-1016,277127366112628,277127665988885.0,255
6610,1277296.0,-463,277126466112261,277126765988917.0,255
6637,1277296.0,12092,277125566112567,277125865988935.0,255
6654,1277296.0,14442,277126166112359,277126465988923.0,255
6573,1277296.0,30745,277128266112523,277128372988923.0,255
6557,1277298.0,-28911,277156766104858,277156890181403.0,255
6584,1277298.0,3404,277156466104662,277156765981397.0,255
6656,1277298.0,25158,277156166104782,277156465981102.0,255
6637,1277299.0,-3441,277158266099572,277158565975837.0,255
6586,1277299.0,350,277158566099401,277158737375938.0,255
6557,1277300.0,-13419,277163666078242,277163965954902.0,255
6618,1277300.0,9608,277164266078252,277164565954932.0,255
6600,1277300.0,15131,277163366078223,277163665954901.0,255
6610,1277300.0,29996,277163966078180,277164265955151.0,255
6637,1277300.0,31976,277164566078624,277164776255007.0,255
6626,1277301.0,-32220,277216166124853,277216466001388.0,255
6565,1277301.0,-14730,277215866124866,277216166001378.0,255
6632,1277301.0,-1812,277217066125146,277217366001329.0,255
6651,1277301.0,3530,277216766125074,277217066001369.0,255
6570,1277301.0,23699,277217366124830,277217436301167.0,255
6568,1277301.0,31501,277216466124871,277216766001366.0,255
6592,1277303.0,-15239,277231766066743,277232065943207.0,255
6620,1277303.0,3739,277232666066698,277232758143202.0,255
6600,1277303.0,7256,277232366066750,277232665943176.0,255
6607,1277303.0,26708,277232066066958,277232365943207.0,255
6592,1277303.0,28000,277231466066685,277231765943197.0,255
6652,1277304.0,-16491,277299566111630,277299865988009.0,255
6656,1277304.0,-371,277299866111383,277300165988002.0,255
6619,1277304.0,11362,277298966111530,277299265987995.0,255
6600,1277304.0,15549,277299266111399,277299565987995.0,255
6582,1277304.0,22174,277300166111502,277300394287989.0,255
6613,1277305.0,-30945,277310666126038,277310966002794.0,255
6557,1277305.0,-16981,277310066126153,277310366002760.0,255
6599,1277305.0,-6483,277310366125876,277310666002784.0,255
6649,1277305.0,2421,277310966125922,277311266002766.0,255
6655,1277305.0,21309,277311266126360,277311462302726.0,255
6628,1277306.0,-30143,277385366061875,277385665938394.0,255
6557,1277306.0,-22635,277386266062107,277386565938424.0,255
6625,1277306.0,-20258,277385666062062,277385965938428.0,255
6596,1277306.0,-16420,277384466062087,277384765938402.0,255
6557,1277306.0,-9750,277386566061854,277386579738418.0,255
6629,1277306.0,-1790,277385966061927,277386265938421.0,255
6622,1277306.0,16856,277385066061992,277385365938401.0,255
6628,1277306.0,28207,277384766062001,277385065938428.0,255
6557,1277307.0,-28492,277387466089027,277387709665621.0,255
6653,1277309.0,-7747,277416566139093,277416866015722.0,255
6650,1277309.0,3478,277416266139143,277416566015719.0,255
6606,1277309.0,7480,277415366139073,277415666015692.0,255
6557,1277309.0,14489,277417166139145,277417466015785.0,255
6613,1277309.0,15802,277415966139128,277416266015707.0,255
6571,1277309.0,18171,277417466139143,277417766015791.0,255
6568,1277309.0,21521,277415666139127,277415966015701.0,255
6570,1277309.0,26514,277416866139104,277417166015728.0,255
6629,1277309.0,27834,277417766139177,277418020215649.0,255
6636,1277310.0,-32384,277424966095380,277425151872227.0,255
6617,1277310.0,-22730,277424366095445,277424665972231.0,255
6642,1277310.0,-10808,277424066095242,277424365972226.0,255
6648,1277310.0,-4302,277424666095277,277424965972212.0,255
6633,1277310.0,21103,277423766095433,277424065972213.0,255
6569,1277311.0,-30252,277432466090017,277432765966575.0,255
6656,1277311.0,-28047,277431866089950,277432165966594.0,255
6656,1277311.0,-12681,277432766089872,277432809266589.0,255
6590,1277311.0,-561,277431566089978,277431865966580.0,255
6584,1277311.0,8884,277432166089802,277432465966595.0,255
6636,1277311.0,29718,277431266090046,277431565966604.0,255
6593,1277312.0,-22478,277471466107994,277471765984706.0,255
6655,1277312.0,-21367,277471766108368,277472065984706.0,255
6609,1277312.0,-2399,277472966108263,277473265984716.0,255
6619,1277312.0,16187,277472066108122,277472365984720.0,255
6634,1277312.0,18112,277474166108327,277474238584692.0,255
6575,1277312.0,20546,277472666108098,277472965984697.0,255
6579,1277312.0,22511,277473566108281,277473865984687.0,255
6603,1277312.0,22927,277472366108422,277472665984712.0,255
6618,1277312.0,23390,277473866108075,277474165984702.0,255
6565,1277312.0,31680,277473266108006,277473565984683.0,255
6560,1277314.0,-32192,277495466098823,277495765975436.0,255
6590,1277314.0,27586,277495766098816,277495892675428.0,255
6598,1277315.0,11005,277497266086825,277497321563286.0,255
6621,1277317.0,-13213,277501466039242,277501765916068.0,255
6590,1277317.0,2943,277503266039067,277503400615980.0,255
6610,1277317.0,9395,277502966039175,277503265915950.0,255
6557,1277317.0,17833,277501766039287,277501918716103.0,255
6611,1277317.0,20735,277502366039254,277502502915995.0,255
6603,1277317.0,24458,277501166039624,277501465916005.0,255
6557,1277320.0,-31128,277506566091111,277506865967642.0,255
6649,1277320.0,-26341,277507466091149,277507765967614.0,255
6614,1277320.0,-26191,277508366091107,277508665967594.0,255
6627,1277320.0,-20937,277507166091108,277507465967601.0,255
6656,1277320.0,-9912,277508666091081,277508965967583.0,255
6572,1277320.0,-4663,277507766091071,277508065967726.0,255
6624,1277320.0,-1264,277508966091079,277509265967596.0,255
6647,1277320.0,18769,277506866091518,277507165967615.0,255
6575,1277320.0,23561,277506266090991,277506565967913.0,255
6635,1277320.0,27386,277508066091064,277508365967631.0,255
6637,1277320.0,28305,277509266090855,277509293567604.0,255
6651,1277321.0,-31399,277558766070103,277559065946744.0,255
6595,1277321.0,-28869,277558466070081,277558765946721.0,255
6640,1277321.0,-14230,277560566070040,277560665146859.0,255
6586,1277321.0,-14133,277557866070094,277558165946720.0,255
6586,1277321.0,-10997,277559366070108,277559665946744.0,255
6639,1277321.0,-10549,277560266070065,277560565946733.0,255
6591,1277321.0,-9972,277559666070124,277559965946738.0,255
6565,1277321.0,4029,277558166070057,277558465946708.0,255
6559,1277321.0,10756,277559066070119,277559365946719.0,255
6583,1277321.0,29433,277559966070185,277560265946696.0,255
6563,1277323.0,3420,277577366105907,277577425982339.0,255
6592,1277325.0,-3628,277580666130915,277580754107596.0,255
6572,1277326.0,12766,277586666107781,277586769384218.0,255
6607,1277327.0,-16357,277588466039631,277588765916542.0,255
6562,1277327.0,-3652,277588766039595,277588923816395.0,255
6579,1277327.0,9138,277588166039562,277588465916568.0,255
6628,1277328.0,-29783,277590866066707,277591162843286.0,255
6643,1277328.0,2892,277589366067890,277589665943352.0,255
6601,1277328.0,9014,277590566066706,277590865943283.0,255
6591,1277328.0,14749,277589966066778,277590265943427.0,255
6622,1277328.0,20223,277589666066794,277589965943382.0,255
6565,1277328.0,20621,277590266066759,277590565943287.0,255
6648,1277329.0,-29908,277596566038376,277596865914900.0,255
6557,1277329.0,-20319,277597166038360,277597465914954.0,255
6637,1277329.0,-12363,277597466038416,277597765914956.0,255
6601,1277329.0,1415,277598066038238,277598095214971.0,255
6580,1277329.0,20575,277596866038503,277597165915055.0,255
6564,1277329.0,29642,277597766038454,277598065914920.0,255
6631,1277330.0,26463,277602866095030,277603033771575.0,255
6564,1277331.0,-19721,277604966123072,277605215299324.0,255
6620,1277331.0,-17754,277604666122868,277604965999458.0,255
6593,1277331.0,-17735,277604066122781,277604365999236.0,255
6609,1277331.0,-16666,277604366122663,277604665999450.0,255
6608,1277331.0,-11716,277603766122636,277604065999219.0,255
6583,1277332.0,-18152,277644866118135,277645165994563.0,255
6557,1277332.0,-16272,277645766117870,277646065994573.0,255
6557,1277332.0,-9380,277644566117986,277644865994576.0,255
6574,1277332.0,8406,277646066118132,277646300094554.0,255
6626,1277332.0,14872,277645166117858,277645465994585.0,255
6656,1277332.0,28858,277644266118160,277644565994574.0,255
6588,1277332.0,31379,277645466118181,277645765994566.0,255
6557,1277335.0,-22019,277679066128489,277679366004807.0,255
6557,1277335.0,-21355,277677566128562,277677866004802.0,255
6557,1277335.0,-15777,277679666128640,277679966004776.0,255
6630,1277335.0,2697,277677266128551,277677566004800.0,255
6605,1277335.0,5940,277678466128633,277678766004809.0,255
6654,1277335.0,7578,277677866128950,277678166004809.0,255
6650,1277335.0,12814,277679966128527,277680115904755.0,255
6572,1277335.0,15263,277678166128929,277678466004805.0,255
6574,1277335.0,18808,277679366128579,277679666004807.0,255
6655,1277335.0,29368,277678766128581,277679066004814.0,255
6599,1277336.0,-30515,277730966032929,277731265909579.0,255
6585,1277336.0,-23403,277731866032883,277732165909552.0,255
6557,1277336.0,-19125,277731566033031,277731865909564.0,255
6657,1277336.0,-3301,277731266032905,277731565909577.0,255
6594,1277336.0,11271,277732466032871,277732765909577.0,255
6620,1277336.0,20957,277732166033280,277732465909573.0,255
6597,1277336.0,24168,277732766032830,277732807009601.0,255
6586,1277337.0,-14607,277762766052999,277763065929669.0,255
6600,1277337.0,-12016,277763966053020,277764265929732.0,255
6595,1277337.0,-11015,277764266052946,277764565929716.0,255
6617,1277337.0,-8862,277763366053107,277763665929726.0,255
6602,1277337.0,-1518,277764866052952,277764916429731.0,255
6560,1277337.0,656,277761566052930,277761613529750.0,255
6581,1277337.0,3170,277763066052919,277763365929738.0,255
6596,1277337.0,10601,277763666052973,277763965929729.0,255
6630,1277337.0,25055,277761266053058,277761565929728.0,255
6568,1277337.0,25871,277760966053180,277761265929751.0,255
6632,1277337.0,29771,277762466053344,277762765929700.0,255
6617,1277337.0,31737,277764566052981,277764865929746.0,255
6557,1277338.0,-28052,277814966106211,277815127882915.0,255
6574,1277338.0,-27012,277814066106226,277814365982914.0,255
6611,1277338.0,-1385,277814366106270,277814665982899.0,255
6607,1277338.0,30299,277814666177871,277814965982911.0,255
6557,1277339.0,-24428,277830566100748,277830865977462.0,255
6574,1277339.0,5394,277829966100836,277830265977454.0,255
6641,1277339.0,5810,277830866100858,277830928677441.0,255
6619,1277339.0,11571,277830266100823,277830565977438.0,255
6586,1277339.0,31546,277829666100913,277829965977457.0,255
6651,1277341.0,-23872,277836266040490,277836441917292.0,255
6562,1277341.0,28005,277835666040487,277835965917304.0,255
6572,1277341.0,29023,277835966040506,277836265917282.0,255
6557,1277344.0,-31162,277848866094784,277849010171747.0,255
6592,1277344.0,-29231,277847366095209,277847546871738.0,255
6561,1277344.0,12382,277848566095399,277848865971754.0,255
6618,1277344.0,21152,277848266094904,277848565971745.0,255
6646,1277344.0,32070,277847966095185,277848265971742.0,255
6653,1277345.0,-28029,277989866119605,277990165996099.0,255
6576,1277345.0,-23452,277990166119348,277990465996089.0,255
6587,1277345.0,-4229,277991066119466,277991365996249.0,255
6575,1277345.0,-1165,277990466119583,277990765996122.0,255
6601,1277345.0,6725,277990766119409,277991065996107.0,255
6574,1277345.0,7923,277991666119472,277991769496116.0,255
6607,1277345.0,27642,277989566119368,277989865996106.0,255
6654,1277345.0,30965,277991366119440,277991665996100.0,255
6625,1277346.0,-22621,277992266091427,277992535368118.0,255
6605,1277348.0,-26417,278020466046963,278020765923920.0,255
6557,1277348.0,-26454,278020166047257,278020465923896.0,255
6613,1277348.0,-25589,278022566047154,278022825523876.0,255
6581,1277348.0,9773,278021366047153,278021665923880.0,255
6579,1277348.0,10035,278020766047184,278021065923893.0,255
6632,1277348.0,15207,278021066046990,278021365923880.0,255
6649,1277348.0,17240,278022266046999,278022565923884.0,255
6569,1277348.0,21617,278021666046993,278021965923850.0,255
6561,1277348.0,28979,278021966047116,278022265923875.0,255
6557,1277349.0,-31486,278075366124379,278075666000743.0,255
6584,1277349.0,-29024,278077766124404,278078066000714.0,255
6596,1277349.0,-20811,278078066124338,278078128800483.0,255
6573,1277349.0,-18412,278076266124325,278076566000708.0,255
6614,1277349.0,-641,278076866124298,278076880800488.0,255
6641,1277349.0,5796,278075966124332,278076266000700.0,255
6587,1277349.0,8532,278075666124424,278075966000716.0,255
6576,1277349.0,22959,278077466124345,278077766000751.0,255
6647,1277349.0,31919,278076566124389,278076866000707.0,255
6557,1277352.0,9340,278105066079759,278105119356317.0,255
6584,1277352.0,11336,278104766079675,278105065956327.0,255
6627,1277352.0,18255,278104466079815,278104765956303.0,255
6557,1277353.0,-31835,278105966098653,278106265974876.0,255
6644,1277353.0,-20427,278108366098099,278108665974878.0,255
6573,1277353.0,-14909,278108066097930,278108365974847.0,255
6605,1277353.0,-13970,278107466097949,278107765974864.0,255
6606,1277353.0,-13345,278107166098104,278107465974887.0,255
6638,1277353.0,-8023,278106566098063,278106616974892.0,255
6610,1277353.0,-4296,278107766098047,278108065974867.0,255
6563,1277353.0,-1670,278109266098017,278109287374866.0,255
6593,1277353.0,16912,278106266097907,278106565974884.0,255
6637,1277353.0,26491,278108966098161,278109265974880.0,255
6587,1277353.0,30610,278108666098077,278108965974835.0,255
6559,1277354.0,-13340,278113466050018,278113765926877.0,255
6570,1277354.0,-8552,278114366050048,278114394726877.0,255
6577,1277354.0,-7608,278114066050093,278114365926871.0,255
6655,1277354.0,-5908,278112866050126,278113165926874.0,255
6624,1277354.0,9229,278112566050038,278112865926868.0,255
6621,1277354.0,11744,278113166050070,278113465926841.0,255
6561,1277354.0,15285,278111966050138,278112265926860.0,255
6576,1277354.0,26820,278113766050061,278114065926885.0,255
6607,1277354.0,29855,278112266050132,278112565926893.0,255
6615,1277355.0,-29133,278120666050526,278120965927209.0,255
6601,1277355.0,-1325,278122166050447,278122465927167.0,255
6557,1277355.0,6356,278121866050467,278122165927154.0,255
6651,1277355.0,9589,278121266050535,278121565927152.0,255
6617,1277355.0,10260,278122466050465,278122514627156.0,255
6586,1277355.0,24225,278121566050553,278121865927159.0,255
6605,1277355.0,25650,278120966050522,278121265927189.0,255
6557,1277356.0,-32086,278163266098321,278163565975142.0,255
6616,1277356.0,-9388,278165066098314,278165365975157.0,255
6588,1277356.0,-3179,278164466098288,278164765975198.0,255
6619,1277356.0,6405,278163866098425,278164165975157.0,255
6611,1277356.0,9807,278164766098648,278165065975151.0,255
6609,1277356.0,17312,278164166098668,278164465975129.0,255
6650,1277356.0,17414,278165366098782,278165633775172.0,255
6608,1277356.0,24223,278163566098624,278163865975157.0,255
6557,1277357.0,-20931,278193866036153,278194165912897.0,255
6557,1277357.0,-8963,278194166036163,278194465912941.0,255
6631,1277357.0,-2032,278195366036232,278195665912936.0,255
6605,1277357.0,3804,278192966036159,278193265912926.0,255
6601,1277357.0,9228,278195066036161,278195365912944.0,255
6582,1277357.0,12078,278194766036180,278195065912923.0,255
6593,1277357.0,16212,278193566036211,278193865912899.0,255
6628,1277357.0,17447,278195666036195,278195955612930.0,255
6575,1277357.0,22482,278194466036202,278194765912890.0,255
6611,1277357.0,27449,278193266036664,278193565912924.0,255
6557,1277358.0,-26515,278251466085265,278251765961857.0,255
6655,1277358.0,-23034,278251766085303,278251977661837.0,255
6593,1277358.0,-22020,278248466085375,278248765961844.0,255
6655,1277358.0,-20722,278248766085304,278248937061828.0,255
6655,1277358.0,-20071,278250866085316,278251165961858.0,255
6572,1277358.0,-16512,278250266085315,278250565961987.0,255
6561,1277358.0,-13309,278247566085395,278247865961858.0,255
6614,1277358.0,-4571,278247866085318,278248165961841.0,255
6568,1277358.0,-1008,278250566085243,278250865961870.0,255
6594,1277358.0,-288,278248166085318,278248465961853.0,255
6593,1277358.0,8458,278251166085318,278251465961923.0,255
6560,1277358.0,25385,278249966085253,278250265961829.0,255
6592,1277358.0,32442,278247266085284,278247565961859.0,255
6628,1277360.0,8158,278277266049009,278277467225773.0,255
6624,1277360.0,19707,278276966049106,278277265925766.0,255
6557,1277361.0,27807,278280266113106,278280343589435.0,255
6634,1277361.0,29590,278279966113103,278280265989418.0,255
6557,1277363.0,-25176,278283266035557,278283565912176.0,255
6563,1277363.0,8067,278282966035604,278283265912234.0,255
6584,1277363.0,25089,278283566035626,278283753512183.0,255
6557,1277365.0,26666,278284766101744,278284868078017.0,255
6557,1277366.0,-22005,278285966049313,278286265926048.0,255
6610,1277366.0,-21779,278287766049540,278288065926024.0,255
6624,1277366.0,-19283,278288366049528,278288665926043.0,255
6557,1277366.0,-9709,278287166449539,278287465926014.0,255
6620,1277366.0,8505,278288666049424,278288879126040.0,255
6655,1277366.0,9684,278286566049545,278286865926038.0,255
6625,1277366.0,11044,278286266049384,278286565926048.0,255
6570,1277366.0,13216,278287466049354,278287765926038.0,255
6622,1277366.0,21946,278286866049384,278287166326043.0,255
6612,1277366.0,27679,278288066049360,278288365926039.0,255
6575,1277367.0,-25026,278335166051945,278335465928666.0,0
6606,1277367.0,-23515,278335766051959,278336065928680.0,0
6564,1277367.0,-22040,278334866051925,278335165928660.0,0
6629,1277367.0,-14778,278334266051977,278334565928668.0,0
6570,1277367.0,-3047,278336066051892,278336365928657.0,0
6636,1277367.0,3406,278336366051976,278336665928679.0,0
6643,1277367.0,14082,278334566051978,278334865928681.0,0
6618,1277367.0,24129,278335466051924,278335765928673.0,0
6579,1277367.0,25411,278333966051946,278334265928607.0,0
6606,1277367.0,30024,278336666051947,278336915128658.0,0
6557,1277368.0,-4863,278338466065184,278338621041085.0,255
6563,1277368.0,-1412,278337866064465,278338165941063.0,255
6558,1277368.0,28876,278338166064612,278338465941091.0,255
6557,1277369.0,-17326,278367566034722,278367789111190.0,255
6614,1277369.0,4228,278366666034742,278366965911196.0,255
6573,1277369.0,4388,278366966034740,278367265911199.0,255
6607,1277369.0,10066,278367266034761,278367565911202.0,255
6557,1277370.0,-8700,278369666033124,278369963609967.0,255
6608,1277371.0,-30867,278373866053529,278374165929726.0,255
6571,1277371.0,-8404,278374766053284,278375065929736.0,255
6572,1277371.0,-2859,278374466053388,278374765929702.0,255
6573,1277371.0,16762,278375066053392,278375321929725.0,255
6558,1277371.0,19767,278374166053371,278374465929753.0,255
6557,1277375.0,-31076,278455766066724,278456065942899.0,255
6629,1277375.0,-12766,278456366066767,278456665942892.0,255
6562,1277375.0,-7207,278456666066703,278456965942927.0,255
6629,1277375.0,-1761,278455466066747,278455765942923.0,255
6637,1277375.0,25033,278456066066688,278456365943049.0,255
6651,1277375.0,28908,278456966066769,278457150942897.0,255
6557,1277377.0,-15282,278459366055179,278459665931796.0,255
6601,1277377.0,-8312,278458766055055,278459065931821.0,255
6568,1277377.0,23371,278458466055044,278458765931811.0,255
6576,1277377.0,26674,278459066055201,278459365931807.0,255
6605,1277377.0,29464,278459666055332,278459897031812.0,255
6593,1277378.0,-12969,278508566117835,278508865994456.0,255
6637,1277378.0,-9613,278507966118054,278508265994452.0,255
6576,1277378.0,4835,278509466117737,278509498894437.0,255
6574,1277378.0,9579,278509166117842,278509465994467.0,255
6643,1277378.0,14354,278508866117689,278509165994458.0,255
6603,1277378.0,20698,278508266117950,278508565994453.0,255
6580,1277379.0,-23818,278531366114448,278531665991277.0,255
6576,1277379.0,-13743,278531066114354,278531365991266.0,255
6570,1277379.0,-3981,278532266114177,278532443091320.0,255
6607,1277379.0,22360,278530466114341,278530630091247.0,255
6633,1277379.0,28675,278531666114355,278531895691250.0,255
6589,1277380.0,-28275,278596166066622,278596465943112.0,255
6616,1277380.0,-27690,278595566066659,278595865943139.0,255
6638,1277380.0,-21004,278594366066733,278594665943118.0,255
6563,1277380.0,-13175,278595866066705,278596165943087.0,255
6566,1277380.0,1991,278594666066722,278594965943128.0,255
6578,1277380.0,2654,278594966066696,278595265943098.0,255
6618,1277380.0,9390,278596466066828,278596514843116.0,255
6572,1277380.0,22329,278595266066721,278595565943079.0,255
6562,1277381.0,18325,278597366046340,278597385022731.0,255
6587,1277381.0,22299,278597066046617,278597365922720.0,255
6558,1277384.0,3664,278625266058258,278625298135056.0,255
6587,1277384.0,6064,278624966058209,278625265935030.0,255
6571,1277385.0,-32001,278627666108247,278627683984432.0,255
6630,1277385.0,6369,278627366108150,278627665984625.0,255
6642,1277387.0,-29820,278631566058897,278631865935367.0,255
6592,1277387.0,-21747,278631266058993,278631565935361.0,255
6642,1277387.0,-11637,278631866058893,278632114635376.0,255
6587,1277387.0,-10043,278630966059015,278631265935359.0,255
6612,1277387.0,-6165,278632766058915,278633023935384.0,255
6636,1277388.0,-19714,278682566102451,278682865979060.0,255
6653,1277388.0,-17563,278682866102344,278683165979019.0,255
6630,1277388.0,896,278682266102383,278682565979126.0,255
6580,1277388.0,15009,278683166102422,278683465979023.0,255
6631,1277388.0,19798,278683766102431,278683868579068.0,255
6636,1277388.0,20493,278683466102730,278683765979066.0,255
6557,1277388.0,24764,278681666102356,278681965979052.0,255
6625,1277388.0,30990,278681966102303,278682265979046.0,255
6557,1277390.0,-12944,278711666072705,278711908249407.0,255
6634,1277390.0,29954,278711366072775,278711665949375.0,255
6619,1277391.0,-26607,278714666117334,278714778893707.0,255
6607,1277391.0,31813,278714366117010,278714665993699.0,255
6643,1277392.0,-32312,278717966128326,278718200704875.0,255
6631,1277392.0,-13960,278717366128387,278717666004926.0,255
6593,1277392.0,-1498,278717666128359,278717966004927.0,255
6626,1277392.0,11291,278716466128179,278716766004917.0,255
6613,1277392.0,18440,278716766128354,278717066004923.0,255
6559,1277392.0,18557,278717066128352,278717366004934.0,255
6558,395138.0,-16474,276868466064788,276868765940986.0,255
6651,395138.0,3907,276868766064592,276869022340959.0,255
6558,395142.0,-12701,276872066124358,276872366001049.0,255
6605,395142.0,13041,276871766124651,276872066001048.0,255
6610,395142.0,21560,276872366124366,276872515300794.0,255
6558,395143.0,-15307,276883766089430,276884065965901.0,255
6644,395143.0,2879,276884066089212,276884147265917.0,255
6558,395145.0,-30793,276884966093995,276885126770675.0,255
6558,395146.0,-29020,276913166098132,276913465974512.0,255
6651,395146.0,493,276913466098014,276913575874540.0,255
6573,395146.0,813,276912866098122,276913165974545.0,255
6558,395147.0,2320,276953966114819,276954265991706.0,255
6580,395147.0,20934,276953666114907,276953965991692.0,255
6593,395147.0,27397,276954266114846,276954528691716.0,255
6626,395149.0,-21289,276988766098285,276988773174898.0,255
6568,395149.0,5141,276988166098253,276988465974891.0,255
6558,395149.0,20958,276988466098179,276988765974893.0,255
6564,395149.0,27836,276987866098310,276988165974895.0,255
6571,395149.0,30762,276987566098401,276987865974882.0,255
6558,395159.0,-24578,277040366061422,277040665938052.0,255
6630,395159.0,-13566,277040666061378,277040954738066.0,255
6605,395159.0,873,277040066061375,277040365938052.0,255
6577,395161.0,-32360,277065566063455,277065865940019.0,255
6584,395161.0,-25,277065866063725,277066026940016.0,255
6587,395166.0,-654,277127066082955,277127136759572.0,255
6657,395166.0,1360,277126466082817,277126765959595.0,255
6607,395166.0,19546,277126766082886,277127065959548.0,255
6558,395167.0,3017,277149866154564,277150165959445.0,255
6599,395167.0,7419,277150166082850,277150311759434.0,255
6558,395169.0,15187,277152266047926,277152565924701.0,255
6574,395169.0,24896,277151666047933,277151965924749.0,255
6652,395169.0,26859,277151966047920,277152265924709.0,255
6635,395169.0,31799,277152866047970,277153042724691.0,255
6585,395169.0,32450,277152566047941,277152865924702.0,255
6558,395179.0,-23917,277251566082095,277251865958689.0,255
6613,395179.0,-17766,277251866081934,277251881758696.0,255
6558,395180.0,-28304,277252466074762,277252642150834.0,255
6610,395185.0,-30327,277315466124648,277315766001268.0,255
6622,395185.0,3615,277315166124501,277315466001254.0,255
6602,395185.0,13615,277315766124730,277316003601233.0,255
6658,395187.0,-3103,277325966052841,277326265929176.0,255
6596,395187.0,4539,277324766052826,277325057129286.0,255
6572,395187.0,9320,277326266052827,277326416629164.0,255
6601,395187.0,12113,277324466052933,277324765929159.0,255
6558,395192.0,6140,277386266039959,277386448316222.0,255
6575,395192.0,11521,277385666040085,277385965916252.0,255
6571,395192.0,22895,277385966039756,277386265916220.0,255
6558,395194.0,-21088,277425866072069,277426165948706.0,255
6572,395194.0,-18512,277426766072114,277426866948686.0,255
6600,395194.0,-12985,277425266072188,277425565948663.0,255
6606,395194.0,-9700,277426166072180,277426465948726.0,255
6609,395194.0,30797,277426466072219,277426765948705.0,255
6595,395194.0,32027,277425566072088,277425865948693.0,255
6602,395196.0,-14102,277473866057808,277473902934509.0,255
6609,395196.0,-8967,277473566057800,277473865934507.0,255
6614,395196.0,-6845,277473266057796,277473565934530.0,255
6638,395196.0,19545,277472966057789,277473265934501.0,255
6644,395197.0,-5460,277518266047401,277518565924030.0,255
6595,395197.0,5334,277518566047468,277518593324060.0,255
6629,395197.0,17871,277517966047478,277518265924046.0,255
6558,395201.0,-16380,277558466057117,277558765933638.0,255
6620,395201.0,-15824,277559966057100,277560028333687.0,255
6579,395201.0,-13287,277559666057152,277559965933644.0,255
6571,395201.0,919,277559366056986,277559665933659.0,255
6589,395201.0,25875,277558766057050,277559065933675.0,255
6643,395201.0,30439,277559066057033,277559365933633.0,255
6569,395202.0,-2690,277593566092452,277593600768951.0,255
6591,395202.0,2723,277593266092510,277593565968950.0,255
6646,395202.0,12418,277592966092477,277593265968966.0,255
6559,395202.0,19122,277592666092484,277592965968955.0,255
6619,395210.0,-28453,277645466115560,277645765992173.0,255
6596,395210.0,-27213,277645766115392,277646065992173.0,255
6607,395210.0,7498,277646066115569,277646216292191.0,255
6558,395210.0,15741,277644866115636,277645165992181.0,255
6645,395210.0,29759,277645166115433,277645465992213.0,255
6558,395211.0,-29392,277670966077705,277671265954413.0,255
6650,395211.0,11609,277670366077681,277670507054414.0,255
6568,395211.0,13717,277671266077494,277671315554443.0,255
6562,395217.0,-890,277731266057465,277731565934189.0,255
6602,395217.0,4526,277731866057409,277732035034182.0,255
6634,395217.0,16554,277731566057511,277731865934146.0,255
6558,395218.0,-477,277756166129230,277756466005992.0,255
6628,395218.0,7953,277756466129371,277756649405993.0,255
6558,395226.0,-6157,277990766101687,277990909677927.0,255
6589,395227.0,8566,277991366124604,277991451900956.0,255
6577,395228.0,-25393,278029166058670,278029465934858.0,255
6614,395228.0,-19357,278029466058675,278029746434907.0,255
6646,395228.0,-4252,278028866058666,278029165934908.0,255
6590,395231.0,-31896,278079566078870,278079865955494.0,255
6653,395231.0,-19835,278079266078889,278079565955511.0,255
6606,395231.0,24356,278079866079050,278079946455498.0,255
6563,395232.0,-5982,278081066056277,278081365932762.0,255
6558,395232.0,3567,278081366056280,278081665932754.0,255
6647,395232.0,5894,278081666056331,278081719132774.0,255
6582,395234.0,-31435,278092466111500,278092654588074.0,255
6558,395237.0,-29906,278122766085980,278123065962579.0,255
6596,395237.0,717,278123366085774,278123549462527.0,255
6648,395237.0,26360,278123066085810,278123365962574.0,255
6563,395238.0,-22388,278165366110400,278165377687300.0,255
6573,395238.0,-19015,278164766110418,278165065987265.0,255
6588,395238.0,-15217,278165066110298,278165365987331.0,255
6567,395238.0,-3951,278164466110411,278164765987293.0,255
6636,395238.0,21454,278164166110631,278164465987330.0,255
6565,395239.0,-6219,278196866090716,278197165967088.0,255
6585,395239.0,-109,278197466090706,278197642467132.0,255
6564,395239.0,18538,278197166090761,278197465967101.0,255
6558,395245.0,-31462,278249666069263,278249965946199.0,255
6648,395245.0,-22327,278249366069336,278249665946154.0,255
6565,395245.0,-7168,278249966069352,278250130446211.0,255
6657,395245.0,15204,278249066069342,278249365946329.0,255
6658,395245.0,23746,278248766069297,278249065946177.0,255
6558,395246.0,-25892,278269766045623,278270065222372.0,255
6590,395246.0,17462,278269466046662,278269765922396.0,255
6558,395247.0,-28082,278273666124500,278273698701160.0,255
6591,395247.0,-25069,278273366124579,278273666001357.0,255
6558,395247.0,-9805,278272466124575,278272766001419.0,255
6582,395247.0,26340,278273066124571,278273366001342.0,255
6623,395247.0,28853,278272766124583,278273066001414.0,255
6558,395255.0,-10888,278336066103139,278336365979777.0,255
6611,395255.0,2650,278336666103149,278336787879910.0,255
6637,395255.0,24899,278336366103471,278336665979791.0,255
6647,395256.0,1587,278362166107465,278362465984055.0,255
6568,395256.0,2338,278362766107460,278362781084039.0,255
6604,395256.0,3559,278362466107466,278362765984021.0,255
