OBJECTID,CYCLE,ID305B,WATER_NAME,LOCATION,WATER_SIZE,SIZE_UNIT,WATER_TYPE,LIS_BASIN,LIS_ZONE,ISLAND,BEACH,CLASS_ID,CLASS_NAME,Aquatic_Life_Attainment_Code,Aquatic_Life_Attainment,Recreation_Attainment_Code,Recreation_Attainment,Fish_Consumptin_Attainment_Code,Fish_Consumption_Attainment,Shellfish_Description,Shellfish_Attainment_Code,Shellfish_Attainment,Impaired,SHAPE_Length,SHAPE_Area
153,2018,CT-C2_007,"LIS CB Shore - Madison Beaches (West), Madison","See Map for Boundaries.  Central portion of LIS from Hogshead Point to West Warf area (includes Surf Club Beach, Chipman Point), out approximately 1000 ft offshore, Madison.",0.482,SQUARE MILES,ESTUARY,Central,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,29157.8031399161,13432502.855896
154,2018,CT-C3_004,"LIS CB Midshore - Hammonasset Beach area, Madison","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Madison Beaches, inlcuding area nearshore Hammonasset Beach State Park), out to 50 ft contour, Madison.",5.554,SQUARE MILES,ESTUARY,Central,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,51678.9367296096,154829705.902273
155,2018,CT-C2_015-SB,"LIS CB Shore - Pages Cove, Branford","See Map for Boundaries.  Central portion of LIS from Mansfield Point to Johnson Point area (includes Clark Avenue Beach, Farm River Gut, Kelsey Island, Gull Rocks), out approximately 1000 ft offshore, Branford.",0.731,SQUARE MILES,ESTUARY,Central,Shore,True,True,52,Coastal and Marine Surface Waters Class SB,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,No,53869.8827086084,20383623.9586602
156,2018,CT-C3_012-SB,"LIS CB Midshore - Outer Branford Harbor, Branford","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (East Haven Town Beach to Clam Island), out to extent of SB water at SA/SB water quality line for outer Branford Harbor, Branford.",3.83,SQUARE MILES,ESTUARY,Central,Midshore,True,False,52,Coastal and Marine Surface Waters Class SB,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,No,51369.0710330299,106761879.51375
157,2018,CT-E1_032,"LIS EB Inner - Oyster River Area, Old Saybrook","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Oyster River, Plum Bank Creek, and Back River from mouths on Indian Harbor, US to saltwater limits (Oyster River is to RR crossing above Route 1), Old Saybrook.",0.098,SQUARE MILES,ESTUARY,Eastern,Inner Estuary,False,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,60412.0746499596,2736394.59462016
158,2018,CT-C1_001,LIS CB Inner - Patchogue And Menunketesuck Rivers,"See Map for Boundaries.  Central portion of LIS, Inner Estuary, Patchogue and Menunketesuck Rivers from mouths at Grove Beach Point, US to saltwater limits just above I95 crossing, and at I95 crossing respectively, Westbrook.",0.182,SQUARE MILES,ESTUARY,Central,Inner Estuary,False,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,88922.0596383363,5060668.84379386
159,2018,CT-W3_012,"LIS WB Midshore - Outer Stamford Harbor, Greenwich","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Greenwich Point to Shippan Point area), out to 50 ft contour, Greenwich/Stamford.",2.101,SQUARE MILES,ESTUARY,Western,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,32734.2928845522,58581899.7000808
160,2018,CT-W3_011,"LIS WB Midshore - Outer Westcott Cove, Stamford","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Shippan Point to Greenway Island, outer Westcott Cove, Cove Harbor, Darien Cove, Scott Cove areas), out to 50 ft contour, Stamford.",2.404,SQUARE MILES,ESTUARY,Western,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,43044.6330024422,67015564.9382567
161,2018,CT-W2_019,"LIS WB Shore - Stamford Harbor, Stamford","See Map for Boundaries.  Western portion of LIS from Peck Point to near intersection of Hobson Street and Sea Beach Drive (includes Flathead Rocks, Davenport Point, Shippan Point, outer Stamford Harbor) out approximately 1000 ft offshore, Stamford.",0.524,SQUARE MILES,ESTUARY,Western,Shore,False,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,31564.1899311003,14610225.5738029
162,2018,CT-W1_012-SB,"LIS WB Inner - Norwalk Harbor, Norwalk","See Map for Boundaries.  Western portion of LIS, Inner Estuary, from SA/SB water quality line at mouth of Norwalk Harbor (Calf Pasture Point), US to saltwater limit at Wall Street Crossing (EXCLUDES eastern cove of Marvin Beach), Norwalk.",0.942,SQUARE MILES,ESTUARY,Western,Inner Estuary,True,False,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,N,NOT SUPPORTING,Yes,70932.9240956982,26257497.2739537
163,2018,CT-W1_013-SB,"LIS WB Inner - Norwalk Hrbr (MarvinBeach), Norwalk","See Map for Boundaries.  Western portion of LIS, Inner Estuary, eastern embayment of Norwalk Harbor, from Gregory Point to Fitch Point into shore (includes Marvin Beach), Norwalk.",0.044,SQUARE MILES,ESTUARY,Western,Inner Estuary,False,True,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,Yes,6714.80010757164,1224385.0279087
164,2018,CT-W2_014,"LIS WB Shore - Wilson Cove, Farm Creek, Norwalk","See Map for Boundaries.  Western portion of LIS from Norton Point to just west of Hoyt Island (includes Rowayton Beach, Bell Island, Wilson Point) out approximately 1000 ft offshore, Norwalk.",0.424,SQUARE MILES,ESTUARY,Western,Shore,True,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,35997.9662772516,11825047.369786
165,2018,CT-W1_015-SB,"LIS WB Inner - Cove Harbor, Stamford","See Map for Boundaries.  Western portion of LIS, Inner Estuary, from SA/SB water quality line at mouth (Greenway Island to Pratt Island Two), to Holly Pond outlet at Brush Island (includes Quigley, East (Cove Island), and Weed Beaches), Stamford/Darien.",0.466,SQUARE MILES,ESTUARY,Western,Inner Estuary,True,True,52,Coastal and Marine Surface Waters Class SB,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,No,23122.7058252917,12977632.9430766
166,2018,CT-E2_004,"LIS EB Shore - Wilcox Cove (Mason Is.), Stonington","See Map for Boundaries.  Eastern portion of LIS from tip of Mason Island to Mouth of inner Quiambaug Cove, out approximately 1000 ft offshore.",0.694,SQUARE MILES,ESTUARY,Eastern,Shore,True,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,54533.486725476,19353840.7740419
167,2018,CT-E3_003,"LIS EB Midshore - Groton, Mystic River","See Map for Boundaries.  Eastern portion of LIS from approximately 1000 ft offshore, Groton Long Point to Enders Island, out to CT/NY State line.",2.853,SQUARE MILES,ESTUARY,Eastern,Midshore,True,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,51645.453069475,79549861.8470054
168,2018,CT-W3_001,"LIS WB Midshore - Lordship, Stratford","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Point No Point, Lordship), out to 50 ft contour, Stratford. Odd shape due to 50 ft contour.",7.916,SQUARE MILES,ESTUARY,Western,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,65137.7927317268,220692894.477064
169,2018,CT-C3_011,LIS CB Midshore - East Haven,"See Map for Boundaries.  Central portion of LIS, SA water from SA/SB water boundary along outer New Haven and Branford Harbors out to 50 ft contour, East Haven.",8.152,SQUARE MILES,ESTUARY,Central,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,102225.020796068,227275019.495257
170,2018,CT-C3_006,"LIS CB Midshore - Outer Guilford Harbor, Guilford","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Guilford Harbor), out to 50 ft contour, Guilford.",8.364,SQUARE MILES,ESTUARY,Central,Midshore,True,False,51,Coastal and Marine Surface Waters Class SA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,71762.5629232049,233185039.502516
171,2018,CT-C3_005,LIS CB Midshore - Madison,"See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Hogshead Point), out to 50 ft contour, Madison.",8.348,SQUARE MILES,ESTUARY,Central,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,68312.6893275045,232716733.104572
172,2018,CT-C3_020,"LIS CB Midshore - Milford Point, Milford","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (SA water surrounding SB water, outer mouth of Housatonic River), out to 50 ft contour, Milford.",10.663,SQUARE MILES,ESTUARY,Central,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,86565.9644430666,297277705.79631
173,2018,CT-C3_017,LIS CB Midshore - Milford,"See Map for Boundaries.  Central portion of LIS, SA water from SA/SB water boundary along outer New Haven Harbor, out to 50 ft contour, Milford.",8.095,SQUARE MILES,ESTUARY,Central,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,63748.8134522544,225669935.931587
174,2018,CT-E3_007,"LIS EB Midshore - East Lyme, Rocky Neck","See Map for Boundaries.  Eastern portion of LIS from approximately 1000 ft offshore Hatchett Point to Black Point, East Lyme, out to 50 ft contour (offshore of mouths of Fourmile and Pattagasett Rivers).",2.93,SQUARE MILES,ESTUARY,Eastern,Midshore,True,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,53108.9529703063,81687630.5787037
175,2018,CT-C3_019-I,"LIS CB Midshore - Outer Silver Sand Beach, Milford","See Map for Boundaries.  Central portion of LIS from SA/SB water quality line along beach, out to Island (THE GULF SA water inside of Island at Silver Sands State Park Beach), Milford.",0.573,SQUARE MILES,ESTUARY,Central,Midshore,True,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,17949.3805112461,15972018.4315758
176,2018,CT-C3_018,"LIS CB Midshore - Fort Trumbull, Milford","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Silver Sands State Park area, water beyond Island), out to 50 ft contour, Milford.",11.311,SQUARE MILES,ESTUARY,Central,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,F,FULLY SUPPORTING,Yes,79956.74412669,315335913.110471
177,2018,CT-E3_005-SB,"LIS EB Midshore - Waterford, Thames River","See Map for Boundaries.  Eastern portion of LIS from SB/SA water quality boundary, approximately 1000 ft offshore of Magonk Point, Waterford to BushyPoint, Groton, out to SB/SA water quality boundary (Thames River mouth).",5.256,SQUARE MILES,ESTUARY,Eastern,Midshore,False,False,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,Yes,76086.9683476362,146533706.576228
178,2018,CT-C3_015-SB,"LIS CB Midshore - New Haven Harbor, New Haven","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (West Shore to Morgan Point), from Sandy Point out to segments CT-C3_013/014, outer New Haven Harbor, West Haven/New Haven.",4.561,SQUARE MILES,ESTUARY,Central,Midshore,False,False,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,Yes,58465.9078673902,127144098.594887
179,2018,CT-W3_014,"LIS WB Midshore - Outer Captain Harbor, Greenwich","See Map for Boundaries.  Western portion of LIS from Connecticut New York state line just beyond Great Captain Island to east of Wee Captain Island, out to 50 ft contour, Greenwich.",2.007,SQUARE MILES,ESTUARY,Western,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,F,FULLY SUPPORTING,Yes,31574.7271153362,55938224.128471
180,2018,CT-E1_014-SB,"LIS EB Inner - Thames River (Mouth), New London","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, mouth of Thames River from Eastern Point (North of Avery Point), US to I95 crossing (Includes Inner New London Harbor), Groton.",1.994,SQUARE MILES,ESTUARY,Eastern,Inner Estuary,True,True,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,N,NOT SUPPORTING,Yes,77299.9908392665,55590146.2484415
181,2018,CT-E1_031-SB,"LIS EB Inner - Connecticut River (upper), Chester","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Connecticut River from area just above Brockway Island, US to saltwater limit just above Chapman Pond inlet (adjacent to Gillette Castle State Park), East Haddam.",2.13,SQUARE MILES,ESTUARY,Eastern,Inner Estuary,True,False,52,Coastal and Marine Surface Waters Class SB,X,UNASSESSED,X,UNASSESSED,N,NOT SUPPORTING,Not Evaluated,,Natural Conditions Not Viable,Yes,199013.731953061,59371835.9432631
182,2018,CT-W3_007,"LIS WB Midshore - Offshore Norwalk Islands,Norwalk","See Map for Boundaries.  Western portion of LIS from line just beyond cluster of Norwalk Islands (Sheffield Island to Cockenoe Island area), out to 50 ft contour, Norwalk.",5.663,SQUARE MILES,ESTUARY,Western,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,F,FULLY SUPPORTING,Yes,72857.8609507924,157887389.461176
183,2018,CT-C2_010,"LIS CB Shore - Joshua Cove & Island Bay, Guilford","See Map for Boundaries.  Central portion of LIS from Clark Point to Sachem Head area (includes Horse and Foskett Islands), out approximately 1000 ft offshore, Guilford.",0.738,SQUARE MILES,ESTUARY,Central,Shore,True,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,46255.5490125715,20560688.9057505
184,2018,CT-W2_012,"LIS WB Shore - Outer Norwalk Harbor(East), Norwalk","See Map for Boundaries.  Western portion of LIS from midpoint of outer Norwalk Harbor to just west of Canfield Island area (includes Calf Pasture Beach, Shady Beach, Calf Pasture Point) out approximately 1000 ft offshore, Norwalk.",0.258,SQUARE MILES,ESTUARY,Western,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,16017.9391514844,7185558.58465889
185,2018,CT-W2_006,"LIS WB Shore - Southport Harbor (East), Fairfield","See Map for Boundaries.  Western portion of LIS from inner Southport Harbor outlet to Pine Creek Point area (includes Sasco Beach, Kense Point) out approximately 1000 ft offshore, Fairfield.",0.183,SQUARE MILES,ESTUARY,Western,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,12244.980140814,5101178.27439835
186,2018,CT-W2_009,"LIS WB Shore - Compo Cove, SISP, Westport","See Map for Boundaries.  Western portion of LIS from Compo Cove to Burying Hill Road area (includes Sherwood Island State Park Beach, Sherwood Point, Sherwood Millpond outlet, Greens Farms Brook outlet) out approximately 1000 ft offshore, Westport.",0.324,SQUARE MILES,ESTUARY,Western,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,19624.6261910146,9031116.49476509
187,2018,CT-W2_018,"LIS WB Shore - Westcott Cove, Stamford","See Map for Boundaries.  Western portion of LIS from near intersection of Hobson Street and Sea Beach Drive to Greenway Island area of outer Cove Harbor (includes West Beach, Cummings Beach, Vincent Island) out approximately 1000 ft offshore, Stamford.",0.366,SQUARE MILES,ESTUARY,Western,Shore,True,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,30453.3335210629,10212232.6800324
188,2018,CT-E2_017,"LIS EB Shore - Rocky Neck (Fourmile Rvr), Old Lyme","See Map for Boundaries.  Eastern portion of LIS from Hatchett Point to Seal Rock (Great Neck) Includes Rocky Neck State Park Beach, out approximately 1000 ft offshore.",0.531,SQUARE MILES,ESTUARY,Eastern,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,31440.7690128098,14794070.7502903
189,2018,CT-E2_016,"LIS EB Shore - Pattagansett River Mouth, East Lyme","See Map for Boundaries.  Eastern portion of LIS from Seal Rock (Great Neck) to Point East of Griswald Island (entire mouth of Pattagansett River, including area around Watts Island), out approximately 1000 ft offshore.",0.322,SQUARE MILES,ESTUARY,Eastern,Shore,True,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,45121.3071412189,8984828.84291954
190,2018,CT-E3_006,LIS EB Midshore - Niantic Bay,"See Map for Boundaries.  Eastern portion of LIS from approximately 1000 ft offshore Black Point, East Lyme to Magonk Point (SB/SA water quality boundary) Waterford, out to 50 ft contour (Niantic Bay).",6.179,SQUARE MILES,ESTUARY,Eastern,Midshore,True,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,93975.6910231106,172264535.74846
191,2018,CT-C1_022,"LIS CB Inner - West River (Upper), West Haven","See Map for Boundaries.  Central portion of LIS, Inner Estuary, from SA/SB water quality line at Route 1 crossing, US past Route 34 crossing to southside of Edgewood Avenue (near Edgewood Park Pond), West Haven.",0.063,SQUARE MILES,ESTUARY,Central,Inner Estuary,True,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,29827.1772992521,1745288.91024107
192,2018,CT-C4_002,LIS CB Offshore - Guilford,See Map for Boundaries.  Central portion of LIS from 50ft contour to CT/NY State line.,27.166,SQUARE MILES,ESTUARY,Central,Offshore,False,False,51,Coastal and Marine Surface Waters Class SA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Not Evaluated,,Natural Conditions Not Viable,No,113305.820724787,757340583.823764
193,2018,CT-C4_003,LIS CB Offshore - East Haven,See Map for Boundaries.  Central portion of LIS from 50ft contour to CT/NY State line.,35.333,SQUARE MILES,ESTUARY,Central,Offshore,False,False,51,Coastal and Marine Surface Waters Class SA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Not Evaluated,,Natural Conditions Not Viable,No,136040.688437132,985019712.339838
194,2018,CT-C4_005,LIS CB Offshore - Milford,See Map for Boundaries.  Central portion of LIS from 50ft contour to CT/NY State line.,24.248,SQUARE MILES,ESTUARY,Central,Offshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Not Evaluated,,Natural Conditions Not Viable,Yes,119197.018145473,675982496.327386
195,2018,CT-C4_004,LIS CB Offshore - West Haven,See Map for Boundaries.  Central portion of LIS from 50ft contour to CT/NY State line.,34.332,SQUARE MILES,ESTUARY,Central,Offshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Not Evaluated,,Natural Conditions Not Viable,Yes,140024.546744534,957129656.186359
196,2018,CT-E2_010-SB,"LIS EB Shore - Thames Rvr Mouth (West), New London","See Map for Boundaries.  Eastern portion of LIS from mouth of Alewife Cove to Quinnipeag Rocks along western shore of Thames River mouth, out approximately 1000 ft offshore (SB Water Quality).",0.299,SQUARE MILES,ESTUARY,Eastern,Shore,False,True,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,N,NOT SUPPORTING,Yes,21168.5586188872,8331928.8278657
197,2018,CT-E2_011-SB,"LIS EB Shore - Thames Rvr Mouth (West), Waterford","See Map for Boundaries.  Eastern portion of LIS from Magonk Point to mouth of Alewife Cove, out approximately 1000 ft offshore (SB Water Quality).",0.486,SQUARE MILES,ESTUARY,Eastern,Shore,False,True,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,Yes,29902.0785072294,13550986.3289529
198,2018,CT-C1_014-SB,"LIS CB Inner - Quinnipiac River (mouth), New Haven","See Map for Boundaries.  Central portion of LIS, Inner Estuary, from mouth at I95 crossing, US Quinnipiac River to Sackett Point Road (includes Mill River mouth BELOW Chapel Street crossing), North Haven.",0.626,SQUARE MILES,ESTUARY,Central,Inner Estuary,True,False,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,X,UNASSESSED,Yes,102937.095714488,17449996.5570322
199,2018,CT-W4_005,LIS WB Offshore - Greenwich,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,11.753,SQUARE MILES,ESTUARY,Western,Offshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Not Evaluated,,Natural Conditions Not Viable,Yes,84184.6248275376,327665922.222781
200,2018,CT-W4_004,LIS WB Offshore - Darien,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,16.767,SQUARE MILES,ESTUARY,Western,Offshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Not Evaluated,,Natural Conditions Not Viable,Yes,90155.7593096468,467427831.506097
201,2018,CT-W4_003,LIS WB Offshore - Norwalk,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,15.06,SQUARE MILES,ESTUARY,Western,Offshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Not Evaluated,,Natural Conditions Not Viable,Yes,101854.417648844,419842698.091694
202,2018,CT-W4_002,LIS WB Offshore - Fairfield,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,26.403,SQUARE MILES,ESTUARY,Western,Offshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Not Evaluated,,Natural Conditions Not Viable,Yes,114464.039438385,736072765.605199
203,2018,CT-W2_008,"LIS WB Shore - Green Farms, Westport","See Map for Boundaries.  Western portion of LIS from Burying Hill Road to Beachside Lane area (includes Burying Hill Beach, Frost Point) out approximately 1000 ft offshore, Westport.",0.237,SQUARE MILES,ESTUARY,Western,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,15197.4134739193,6593467.73596213
204,2018,CT-W3_015-I,"LIS WB Midshore - Captain Harbor, Greenwich","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Byrant Point at Connecticut/New York state line, to Brush Island, Captain Harbor area), out to just beyond Great Captain Island to Wee Captain Island, Greenwich.",3.422,SQUARE MILES,ESTUARY,Western,Midshore,True,True,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,69674.4477115553,95395226.590069
205,2018,CT-W2_021,"LIS WB Shore - Greenwich Cove, Greenwich","See Map for Boundaries.  Western portion of LIS from Todd Point to Greenwich Point (includes Elias Point, Greenwich Island, Pelican Island, Flat Neck Point, Greenwich Cove) out approximately 1000 ft offshore, Greenwich.",1.244,SQUARE MILES,ESTUARY,Western,Shore,True,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,90586.798712189,34669931.7429547
