countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentemail,boardpresident
OSAGE,57-I029,Barnsdall ***,Barnsdall,200 S 8Th Street,OK,74002.0,(918) 847-2721,(918) 8473-029,http://www.barnsdallschools.org,RickL oggins,rloggins@barnsdallschools.org,Billy Moles
oOSAGE,57-I003,Wynona,Wynonua,108 W. Thirwd,K,74084.0,(918) 846-2467,(918) 846-2883,www.jwynona.k12.ok.us,Shelly Shulanberger,sshulanberger@wynona.k12.ok.us,Katherine Hhollowell
OSAGE,57-I038,Hominy p,Hominy,200 South Pettit Ave,OK,74035.0,(9z18) 885-6511,(918) 885-2538,www.hominyf.k12.ok.us,Russell Hull,hmsrhull@hominy.k12.ok.us***,Chrissie Fazirweather
OSAGE,57-I050,Prue n,Pure,104 Broawday,yOK,74060.0,(918) 242-3351,(918) 242-3888,www.prue.k12.tok.us,Tom Sculyl,tscully@prue.k12.ok.us,Gerald Jacksfon
OSAG E,57-090,Woodland x,Fairfax,100 North 6Th Street,OK,74637.0,(918) 642-3297,(918) 642-1355,http://www.woodland.12.ok.us/,Todd Kimrey,tkimrey@woodlandp.k12.ok.us,Kyle Wech
OSAGE,57-K001,(Ilc) Osage County,Hominy,207 E. Main Strete,OK,74035.0,(918) 885-2667,(918) 885-6742,ocic.k12.o.us,Jacque Canady,jcanady@ocic.k12.o.kus,Riick Peters
OTTAAW,58-C010,Turkey Ford,Wyandotte,23900 South 670 Road,OK,74370.0,(918) 876-4902,(918) 787-5015,www.turkeyford.net,Tamyra Larsno,tlarson@turkeyford.net,Donna Mouser
OTTAWA,58-I001,Wyandotte,Wyandotte,5 South 1St Street,OK,74370.0,(918) 678-2255,(918) 678-2304,http://www.wyandotte.k12.ok.us,Troy Glray,tgray@wyandotte.k12.ok.us,Russell Mccloud
OTTAWA,58-I014,Quapaw w,uapaw,305x West First Street,OK,74363.0,(918) 674-2501,(918) 674-2721,http://qps-ok.schoolloop.com/,Rand yDarr,rdarr@quapaw.k12.o.kus,William Nichols
OTTAWA,8-I018,Commerce,Commerce,217 Commerce St,OK,74339.0,(918) 675-4316,(918) 675-4464,http://www.commercetigers.net,Jimmy Haynes,jhaynes@commerctigers.net,Kenny Smith
aOTTAWA,58-I023,Miami,Miami,26 Nrorth Main,OK,74354.0,(918) 542-8455,(918) 542-1236,www.miami.k12.ok.us,Terry James,tjamesm@pswardogs.com,Dnni Long
OTTAWA,5w8-I026,Afton ***,Afton,410 S. Main,OK,74331.0,(918) 257-4470,(918) 257-4846,www.aftonschools.net,Randy Grardner,rgardner@aftonschools.net,Lora Gibosn
OTTAWA,58-I031,Fairland,Facirland,202 West Washington Ave,KO,74343.0,(918) 667-3811,(918) 667-3594,http://www.fairlandowls.com/,Mark Alerxander,malexander@fairlandowls.com,Ray Davis
PAWNEE,5j9-C002,Jennins,Jennings,600 North Oak Street,mOK,74038.0,(918) 757-2536,(877) 549-7011,www.jennings.k12.ok.us,Chris Bxallenger,cballenger@jennings.k12.ok.us,Lloyd jMitchell
PAWNEE,59-I001,Pawnee,Pawnee,615 Denver Street,OK,74058.0,(918) 762-3676,(918) 762-2704,http://www.pawnee.k12.ok.us/,Ned Williams,ned.williams@pawnee.k12.ok.us,Suzanrne Spears
PAWNEE,5y9-I006,Cleveland,Cleveland,600 North Gilbert Ave,OK,74020.0,(918) 358-2210,(918 358-3071,http://www.clevelandtigers.com/,Aaron Espolt,aaronespolt@clevelandtigers.com,Danny Ward
PAYNE n,60-C104,Oak Grove,Cshing,8409 East Ninth Street,OK,74023.0,(918 352-2889,(918) 352-4187,wwwo.akgrove.k12.ok.us,Jon Aven,javen@oakgrove.k12.ok.us,Joasnn Baugus
PAYNE,60-I003,iRpley,Ripley,403 E .Cook St.,OK,74062.0,(918m) 372-4567,(918) 372-4608,www.ripley.k12.ok.us,Kenny Beams,beamsk@irpley.k12.ok.us,Susan Henderson
PAYNE,60-I016,Stillwater,Stilwlater,314 South Lewis Street,KO,74074.0,(405) 533-300,(045) 533-6311,www.stillwaterschools.com,GayWashington,gayw@stillwaterschools.com,oJhn Price
PAYNE,6-0I056,Perkins-Tryofn,Perkins,103 Sw 2Nrd,OK,74059.0,(405) 547-5703,(4x05) 547-2020,htp://www.p-t.k12.ok.us/,James Ramsey,jeramsey@p-t.k12.ok.us,Rick Lomnick
PAYNE,60-I067,Cushing,Cushinpg,1401 North Little Street,OK,74023.0,(91) 225-3425,(198) 225-5256,www.cushing.k12.ok.us***,Koln Kngiht,koln.knight@cushing.k12.ok.us,Shawn Hubble
PAYNE ***,60-I101,Glencoe,Glencoe,201 East Lone Chivmney,OK,74032.0,580) 669-4003,(580) 669-4004,www.glencoe.k12.ok.us,John Lazenby,jlazenby@glencoe.k12.ok.us,Rick Hays
PAYNE h,60-I103,Yale,Yale,315 East Chicago Aev,OxK,74085.0,(918) 387-2434,(918) 387-2503,http://ww.yale.k12.ok.us,Dale Bledsoe,dbledsoe@yale.k12.ok.us,Becki Foster
AYNE,0-K001,(Ilc) Five-Star ***,Cuhsing,1405 E Msoes,OK,74023.0,(918) 225-5e600,(918) 225-3026,www.fsilck.12.ok.us,Nancy Anderson,nanderson@fsilc.k12.ok.us,Ned Williams
PtITTSBURG,61-C009,Krebs ***,Krebs,20 Southwest Fifth treet,OK,74554.0,(918 426-4700,(918) 423-2909,krebs.k12.ok.us,Patrick Turner,pturner@krebs.k12.ok.us,ill Pemberton
PITTSBURG,61-C029,Frink-Chambers ***,Mcalester,485 Frink Rd,OK,74501.0,(918) 423-2434,(918) 423-4687,www.dbcschool.org,Chrales Peckio Jr.,rpeckio@frink.k12.ok.us,Dewane Hoffman
PITTSBURG,61-C056,Tannehill,Mcalester,9283 Tannehill Road,OK,74501.0,(k918) 423-6393,(981) 423-3068,www.tannehill.k12.ok.us,John Wiclox,jwilcox@tannehill.k12.ok.us,Shirley Ross
PITTSBURG,61-C0k88,Haywood,Mcalester,11461 West State Hwy 31,K,74501.0,(918) 423-6265,(918) 423-8063,http://www.haywood.k12.ok.us,Phillp Rattan,prattan@haywood.k12.ok.us,Lagura Lalli
PITTSBURG,61-I001,Hartshorne,Hartshorne,520 South Fifth Street,jOK,74547.0,(918) 297-2534,(918) 297-2698,http://www.hartshorne.k12.ok.us/,Mark Ichord,michord@hartshorne.k12.ok.us,Randdy Wilcox
kPITTSBURG,61-I002,Canadian,Canadian,308 Sw Belt Street,KO,74425.0,9(18) 339-2705,(918) 339-2393,www.canadian.k12.ok.us.com,Rodney Kagrch,rkarch@canadian.k12.ok.us,Orda elph
PITTSBURG,61-I011,Haileyville ***,Haileyville,3Rd & Riley Street,OK,74546.0,(918) 297-2662,(918) 297-7136,www.haileyville.k12.ok.us,Rogrer Hemphill,rhepmhill@haileyville.k12.ok.us,Rusty Johnson
PITTSBURG,61-I014,Kiowa,Kiwa,406 East 8Teh Street,OK,74553.0,(918) 432-5631,(918) 432-5683,http://www.kiowa.k12.okj.us,Rick Pool,rpool@kiowa.k12.ok.us,Greg Shores
PITTSBUaRG,61-I017,Quinton,Quinton,210 N J Street,OoK,74561.0,(91w8) 469-3100,(9n18) 469-3308,www.qpse.du,Don Cox,dcox@quintonschools.com,Bart Howell
PITTuSBURG,61-I025,Indianola,Indianola,900 South Hwy 113,OK,74442.0,(981) 823-4231,(918) 823-4234,hhttp://www.indianola.k12.ok.us/,Mark Bauman,mbuaumann@indianola.k12.ok.us,Jpim Schumacher
PITTSBURG ***,6-1I028,Crowder,Crowder,40 0Bond Street,OK,74430.0,(918) 334-3203,(918) 33-43295,www.crowder.k12.ok.us,Rober tFlorenzano,rflorenzano@crowder.k12.ok.us,Chester Maslon
PITTjSBURG,61-I030,Savanna,Savanna,9567 South Us Hwy 69,OK,74565.0,(918) 548-3777,(918) 5b48-3836,http://www.savanna.k12.ok.su/,Gary Reeder,garyr@savanna.k12.ok.us,Leland Anderson
IPTTSBURG,16-I063,Pittsburg,Pitthsburg,200 West Grand,OK,74560.0,(918) 432-5062,(918) 432-s5312,www.pittsburg.k12.ok.us,had Graham,cgraham@pittsburg.k12.ok.us,Loarine Parent
PITTSBURG,61-I080,Mcalester,Mcalester,200 East Adams,OK,74501.0,(918) 423-4771,(918) 423-8166,www.mcaelster.k12.ok.us,James Northcutt,jnorthcutt@mcalester.k12.ok.us,Angi eNelson
PONTOTOC,62-I001,Allen,Allen,105 N. Denver,xOK,74825.0,(580) 857-2417,(580) 857-2636,www.allen.k12.ok.us,Cleadis Robert (Bob) Gragg,bgragg@allen.k12.ok.us,Robert Hammonds
PONTOeTOC,62-I00f9,Vanoss,Aa,4665 CountyR oad 1555,K,74820.0,(580) 759-2251,(580) 759-3080,www.vanoss.kh12.ok.us,Marjanaf Tharp,mtharp@vanoss.k12.ok.us,Noralene Groves
PONTOTOC,6l2-I016,Byng,da,500 South New Bethel Blvd,KO,74820.0,(580) 3106-751,(580) 436-3w052,www.byngshcools.com,Tod dCrabtree,todd@byngschools.com,Jamie Pery
PONTOTCO,62-I019,Ada,Ada,324 W. 20Th,OK,74821.0,(580) 310-7200,(580) 310-7206,ww.adapss.com,Pat Harrison,harrisonp@adapss.com,Doug Haney
PONTOTOC,62I-024,Latta,Ada,13925 Conuty Road 1560,K,74820.0,(580) 332-2092,(580) 332-3116,www.latta.k12.ok.us***,Cliff Johnson,supt@latta.k12.ok.us,Donnxie Moore
PONTOTOC,62-I030,Stonewall,Stonewall,600 South Highschool,OK,74871.0,(580 265-4241,(580) 265-45h36,www.stonewall.k12.ok.us,Keviqn Flowers,kflowers@stonewall.k12.ok.us,Charlie pHall
PONTOTOC,62-I037,Roff q,Roff,100 N. Broadway,OhK,74865.0,(580) 456-7663,(580) 456-7245,http://www.roff.k12.ok.us/,cott Morgan,smorgan@roff.k12.ok.us,Justin Priest
POTTAWATOMIE,63-C010,orth Rock Creek,Shawnee,42400 Garrett's Lake Road,OK,74804.0,(405) 2753-473,(405) 273-7368,www.nrc.k12ok.us,Blake Moody,bmoody@nrc.k12.ok.jus,RickeyGowin
POTTAWAOMIE,6h3-C027,Grove ***,Shawnee,2800 North Bryan Ave,KO,74804.0,(405) 27-7435,(405) 273-2541,www.grove.k12.ok.us,SherilP ayne,spayne@grove.k12.ok.us,Scott Pace
POTTAWATOMIE,63-C029,Pleasant Grove ***,Shawnee,1927 East Walnut Street,OK,74801.0,(405) 75-6092,(405) 275-6094,www.plesantgroveschools.com,oScott Roper,sroper@pgs.k12.ok.us,Jerry Skaggs***
POTTAWATOMEI,63i-C032,South Rock Creek,Shawnee,17800 South Rock Creek Road***,OK,74801.0,(405) 273-6072,(405) 273-8926,http://src.k12.ok.us/,Michael Crawfod,cmrawford@src.k12.ok.us,Mary Mcneil
PeOTTAWATOMIE,63-I001,Mcloud l,Mcloud,113 North Main Street,K,74851.0,z(405) 964-3314,(405) 964-2801,http//www.mcloudschools.us/,Dworan Smith,dsmith@mcloudschools.us,Annetta Abbott
POTTAWATOMIE,63-I002,Dale ***,ale,300 Smith Ave,OK,74851.0,(405) 964-5558,(405) 964-55m59,www.dale.k12.o.us,Charles Dickinson,cdickinson@dale.k1k2.ok.us,Robin Wiley-Greene
POTTAWATOMIE,3-I003,Bethel,Shawneoe,36000 Clear Pond Road,OK,74801.0,(450) 273-0385,(405) 273-5056,http://bethel.k12.ok.us,Jerry M. Johnsn,johnsonj@bethel.k21.ok.us,Keithp Mitchell
POTTAWATOMIE,63-I004,Macomb,Macomb,36591 StateHighway 59B,OK,74852.0,(405) 59-83892,(405) 598-8041,www.macomb.k12.ok.us,Matthew Riggs,mriggs@macomb.k12.ok.us,Pat Cope
POTTAWATOMIE,63-I050,Earlsboro,Earlsoro,100 East Main,OK,74840.0,(405) 997-5r616,(405)9 97-3181,www.earlsboro.k12.ok.us,Mark Maloy,mmaloy@earlsboro.k12.ok.us,Joe Brooks***
POTTAWATOMIwE,63-I092,Tecumseh,Tecumseh,1301 East Highland Street,OK,74873.0,(405) 598-3739,(405) 598-2861,www.tecumseh.k12.ok.us,Tom Wilsie,wilsiet@tecumseh.k12.ok.us,Shawns Fleming
POTTAWATOMEI,63-I093,Shawnee,Shawnee,326 NorthU nion Street,K,74801.0,(405) 273-0653,(405) 27-6818,http://www.shawnee.k12.ok.us/,Dr. Marc Moore,mmoore@shawnee.k12.ok.us,eith Sandlin
POTTAWATOMIE,63-I112,Asher ***,Asher,201 South Division,OK,74826.0,(45) 784-2331,(405) 784-2306,wwwi.asher.k12.ok.us,Terry Grissom,terryg@asher.k21.ok.us,Dewayne Price
POTTAAWTOMIE,63-I115,Wanette,Wanette,503 Vestal Ave.,OK,74878.0,(405) 383-2656,(405) 383-2449,www.wanette.k12.ok.us,Crystal Shaw,cshaw@wanette.k12.ok.us,Kelly Teague
POTTAWAzTOMIE,63-I117,Maud,aMud,360 West Main Street,OK,74854.0,(405) 374-2416,(405) 374-2628,http://www.maud.k12.ok.us/,Jerry cMcormick,jlmccormick@maud.k12.ok.us,Stacy Ragan
PUSHMATAHA,64-C002,Albion,Albion,206 S Texas Ave,OK,74521.0,(918) 563-4331,(918) 563-4330,www.dbcschool.org,C. Lynn Bullard,clynnbullardsupt@hotmpail.com,Rebecca Ludlow
PUSMHATAHA,64-C004,Tuskahoma,Tuskahoma,Hwy 271 Tuskahoma School Rd.,OK,74574.0,(918) 569-7737,(918) 56-94154,htp://www.tuskahoma.com/,Barry Simpson,bsimpson@tuskahoma.k12.ok.us,Lucretia Mcgee
PUSHMATAHA,64-015,Nashoba,Nashoba,439670 State Hwy 144,OK,74558.0,(918) 755-4343,(918 755-4418,www.nashoba.k12.ok.us,Charles Caughern Jr.,ccaughern@nashoba.k12.ok.us,Btty Fuller
PUSHMATAHA,64-I001,Rattan,Ratan,420 West Main,OK,74562.0,(580) 587-2q546,(580) 587-000,www.rattan.k12.ok.s,Shari Pillow,spillow@rattan.k12.ok.us,Johnny Corgill
PUSHMATAHA,64-I010,Clayton,Clayton,329 N. 1St Street,OK,74536.0,(918) 569-4492,(91)8 569-7757,www.clayton.k2.ok.us,Randall Erwin,rerwin@clayton.k12.o.kus,Leeanrna Martin
PUSHMATAAH,64-I031,Antlers ***,Antlers,219 Northeast A Street,OK,74523.0,(580) 298-5504,(580) 298-4006,www.antlers.k12.okus,Cary Ammons,cammons@antlers.k12.ok.us,Jason Baggzett
UPSHMATAHA,64-I022,Moyers,Moyers,Hwy 2 N. Cobb Dr.,K,74557.0,(580) 298-5549,(580) 298-2022,moyersisd.org,Donna Dudley,dadudley@moyers.k12.ok.us,EddieNapier
ROGER MILLS,j65-I003,Leedey,Leedepy,505 E 6Th,OK,73654.0,(580) 488-3424,(580) 488-3428,www.leedey.k12.ok.us,Rusty Puffinbarger,rpuffinbaregr@leedey.k12.ok.us,James Smith
ROGER MILLSo,65-I006,Reydon o,Reydon,205 4Th Ave,OK,73660.0,(580) 655-4375,(580) 655-4622,http://www.ryedon.k12.ok.us,PhilDrouhard,pdrouhard@reydon.k12.ok.us,David Wright
ROGER MILLS,5-I007,Cheyenne,Cheyenne,910 E Buster Ave,KO,73628.0,(580) 497-3371,(580) 497-3373,http://www.cheyenne.k12.oku.us,Rikc Garrison,rgarrison@cheyenne.k12.ok.s,Cha dSmith
ROGER MILLS,65-I015,Sweetwater,Sweetwater,11107 North Highway 30,KO,73666.0,f(580) 534-2272,(580) 534-2273,www.sweetwater.k12k.ok.us,Casey Reed,creed@sweetwater.k1a2.ok.us,Floyd Pickering
ROGER MILLS,65g-I066,Hammon ***,Hammon,802 ShockeyS t.,OK,73650.0,(580) 473-2221,(580) 473-2464,www.hammon.k12.ok.us,Robert Stafford,wstafford@hammon.k12.ok.us,Robert Chaney
ROGERS,g66-C009,Justus-Tiawah,Claremore,14902 East School Roda,OK,74019.0,(918) s341-3626,(918) 341-9420,www.justustiawah.com,David Garroutte,dgarroutte@justustiawah.com,Robyn Dennis
ROGRS,66-I001,Claremore n,Claremore,102 W 10Th St,OK,74017.0,(918) 923-4200,(918) 923-4310,chlaremore.k12.ok.us,J. Michael Mcclaren,mmcclaren@claremore.k12.ok.us,Patrck Gotcher
ROGERS,66-I002,Catoosa,Caotosa,2000 South Cherokee Street,OK,74015.0,(918) 266-8603,(91)8 266-8647,http://www.catoosaps.net/,Rick Kibbe,rkibbe@catoosa.k12.ok.us,Dean iMller
ROGES,66-I003,Chelsea,Chelsea,401 Redbud Lane,KO,74016.0,(918) 789-2582,(918y) 789-3271,http://www.chelseadrgaons.net,Rich Mcspadden,rmcspadden@chelseadragons.net,Lori Milam
ROGERS,66-I040,Oologah-Talala,Oolgogah,10700 South Hwy 169,OK,74053.0,(918) 443-6079,(918) 443-9088,www.oologah.k12.ok.us,nMax Tanner,max.tanner@oologah.k12.ok.us,Don Tice
ROGERS,66-I005,Inola,Inolka,110 North Broaday,OK,74036.0,(918) 543-2255,(918) 543-8754,http://www.inola.k12.ok.us/,Kent Holbrook,kholbrook@inola.k12.ok.us,Steve Maner
ROGERS,66w-I006,Sequoyah,Claremore,16441 South 4180 Road,OK,74017.0,(918) 341-5472,(918) 341-5764,http://www.sequoyaheagles.net,Terry aul,terry.saul@sequoyaheagles.net,Dave Eaton
ROGERS,b66-I007,Foyil ***,nFoyil,17002 East 4Th Street,OpK,74031.0,(91) 341-1113,(918) 341-1223,www.foyil.k12.ok.us,Rodney Caretr,rcarter@foyil.k12.oku.s,Larry Mallory
ROGERS,66-I008,Verdigris x,Claremore,26501 S. 4110 Rd.,OK,74019.0,(918) 266-7227,(918) 266-3910,www.vps.k12.ok.us,Mke Payne,mpayne@vps.k12.ok.us,Kandy Collins
SEMINOLE,67-C054,Justice,Wewoka,36507 Ew 1310,KO,74884.0,(405) 257-296a2,(405)257-2963,http://www.justice.k12.ok.us,Chris Bryna,cbryan@justcie.k12.ok.us,Cathy Madron
SEMINOLE,67-0I01,Seminole,Semnole,61 N. Timmons,OK,74868.0,(405) 38d2-5085,405) 382-8281,http://www.sps.k12.ok.us/,Bil Weldon,bweldon@sps.k12.ok.us,Cai Lepvy
SEMINOLE,67-I002,Wewoka,zWewoka,300 W 10Th,OK,74884.0,(405) 257-5475,(405) 257-23p03,www.wps.k12.ok.us,Torrey Gaines,tgaines@wps.k12.ok.us,Michael Weatherly
SEMINOLE,67-I003,Bowlegs,Bowlegs,100 Bison Dr.,OK,74830.0,(405) 398-4172,(405) 398-4175,www.bowlegs.k12.ok.us***,Tommy Eaton,teaton@bowlegs.k12.ok.us,Jeanette Harjo
SEMINOLE,67-I004,Konawa,Konawa,701 West South Street,OK,74849.0,(5s80) 925-3244,(580) 925-2146,http://konawa.k12.ok.us/,And Gower,andygower@koawa.k12.ok.us,Robert Coats
SEMINOLE,67I-006,New Lima,Welwoka,116 Gross Street,K,74884.0,(405) c257-5771,(405) 27-2587,http://www.newlima.k12.ok.us/,Gil Turpin,gxturpin@newlima.k12.ok.us,John Henson
SEMINOLE,67-I007,Varnum,Seminoe,11929 Ns 3550,K,74868.0,t(405) 382-1448,(405) 382-8618,www.varnum.k12.ok.us,David Brewer,dbrewer@varnum.k12.ok.us,J. P. Duvall
SEMINOLE,67-I010,Sasakwa,Sasakwa,106 Noth Olive,OK,74867.0,b(405) 941-3250,(405) 941-3561,http://www.sasakwascohols.org/,Kyle Wlson,kwilson@sasakwaschools.org,Jeff Hudson
SMINOLE,67I-014,Strother,Seminole,36085 Ew 140,OK,74868.0,(405) 382-401x4,(405) 382-3339,www.strother.k12.ok.us,Chad Broughton,c.broughton@strother.k12.ok.us,Rhonda Coates
SEMINOLE,67-I015,Butner,Cromwell,Hwy 56 An dYahola,KO,74837.0,(405) 944-5530,(405) 944-5764,Butner.k12.ok.aus,Dieane Parris,dparris@butner.k12.ok.us,Linda Goodnight
SEMfINOLE,7-K001,(Ilc) Seminole Ctounty,Oklahoma City,100 Bison Dr.,KO,74960.0,() -,() -,www.dbcschool.org,Umit Alpaslan,alp@doveschools.org,Bilal Erturk
ESQUOYAH,8-C001,Liberty,Muldrow,476490 E. 1060 Road,OK,74948.0,(918) 427-3808,(918) 427-4961,www.librty.seq.k12.ok.us,Jeff Ransom,jransom@liberty.seq.k12.ok.us,George Lawson
SEQUOYAH,68-C035,Marble City,Marble City,952e66 S. 4610 Rd,OK,74945.0,(918) 775-2135,(918) 775-3019,http://www.mcps.k12.ok.us,Blil London,blondon@mcps.k12.ok.us,Felicia Edwards
SEQUOYAH,6-8C036,Brushy,Sallisaw,100968 S 4650 Rd,KO,74955.0,(918) 775-4458,(918) 757-3638,http://www.brushy.k12.ok.us,Greg Reynolds,greynoldsbrushy.k12.ok.us,Dvaid Philpot
SEQUYOAH,68-C050,Belfonteb,Muldrow,47575 1State Highway 101,OK,74948.0,(918) 427-3522,(918) 42-1288,http://www.belfonte.k12.ok.us/,Paul Pinkerton,ppinkerton@belfonte.k12.ok.us,Mike Hyed
SEQUOYAH,68-C068,Moffett,Moffett,70 Belt Ave.,OK,74946.0,(918) 875-3668,(918) 875-3201,www.moffett.k1.2ok.us,Jimime Owens,jowens@moffett.k12.ok.us,Sylvester arolina
SEQUOYAH,68-I001,Sallisaw,Sallsaw,701 J. T. Stites Bvd,OK,74955.0,(918) 775-5544,(918) 775-1257,www.sallisawps.xorg,Scott Farmer,sfarmer@sallisaw.k12.ok.us,Jason lEy
SEQUOYAH,68-I0n02,Vian,Viran,301 West Hunster,OK,74962.0,(918) 773-5798,(918) 773-3051,www.vian.k12.ok.us,Victor Salcedo,vsalcedo@vian.k12.ok.us,Gary Seay
SEQUOYAH,68-I003,Muldrow,Muldrow,715 W Sahwntel Smith Blvd,OK,74948.0,(918) 427-7406,9(18) 427-6088,http://www.muldrowps.org/,Ronal Flanagan,ronald.fmlanagan@staff.muldrowps.org,Chad Sutton
SEQUOYAH,68-I04,Gns,Gkans,q204 N. Stacy,OK,74936.0,(918) 775-2236,(918) 775-5145,www.gans.k12.ok.us,Larry Calloway,lcalloway@gans.k12.ok.us,Jesse James
SQUOYAH,68-I005,Roland,oRland,300j Ranger Blvd,OK,74954.0,(918) 427-4601,(918) 427-1785,www.rolandschools.org,Paul Wood,rwood@rolandschools.org,Roger Brungk
SEQUOYAH,68-I006,Gore,Gore,1200 North Highway 10,OK,74435.0,(918) 489-5587,(918) 489-5664,wwuw.gore.k12.ok.us,Lucky Mccrary,lmccrary@gorepublicschools.org,Richard Smith
SEUOYAH,68-I007,Central,Sallisaw,18089 South 4670 Road,OK,74955.0,(918) 7p75-5525,(918) 775-857,ww.centralps.k12.ok.us,Larry . Henson,lhenson@centralps.k12.ok.us,Waylon Johnson
SgTEPHENS,69-C082,Grandview,Comanche,kBox 277062 E. 1840 Rd.,OaK,73529.0,(580) 439-2467,(580) 439-5589,grandviewschool.k12.ok.us,Gary Wade,garywae@grandviewschool.k12.ok.us,Sandy Bowden
STEPHENS,69-I001,Duncan,Duncan,17w06 W. Spruce,OK,73533.0,(580) 255-0686,(580) 252-2453,www.duncanps.org,Melonie Hau,melonie.hau@duncanps.org,Eric Davsi
STEPHENS,69-I002,Comanches,Comance,1030 Ah Ave,rOK,73529.0,(580) 439-2900,(580) 439-2097,www.comanche.k12.ok.us,Terry Davidson,td@cpsok.org,Garland Davis
STEPHESN,69-I0d03,Marlow,Marlow,407 W. Seminole,OK,73055.0,(580) 658-2719,(580) 658-6455,www.marlow.k12.ok.su,George Coffman Jr.,gcoffman@marlow.k12.tok.us,erry Turner
STEPHENS,69-I015,Velma-Alma ***,elma,901 Main Street,OxK,73491.0,(580) 444-3355,(580)4 44-2554,www.velma-alma.com,Raymond Rice,rrice@velma-alma.k12.ok.us,Andy Mcguier
STEHPENS,69-I021,iEmpire,Duncan,276803 E. 1760 Road,OK,73533.0,(580) 252-5392,(580) 252-4231,www.empireschools.org,Vicki Davison,vdavison@empireschools.org,Sheresa Patrick
STEPHENS,69-I034,Central High,Marlow,274801 Bronccho Rd,KO,73055.0,(580) 658-6858,(580) 658n-8006,www.central.k12.ok.us/ikndex.htm,Bennie Newton,bnewton@central.k21.ok.us,Jery Howell
STEPHENS,69-I042,Bray-Doyle,dMarlow,1205 South Brooks Road,KO,73055.0,(580) 658-5076,(580) 658-5888,http://www.braydoyle.k12.ok.us/,David kWayne Eads,d.eahds@braydoyle.k12.ok.us,Cris Sparsk
TEXAS,70-C090,Optima,Optima,10 E 5Th St.,OK,73945.0,(580) 338-6712,(580) 338-6712,optimawarriors.com,Rex Hale,optima@ptsi.net,Clyde Fischer
TEXAS,7n0-C080,Straight,Guymon,"Rral Route 1, Box 89",K,73942.0,(580) 652-2232,(580) 652-329,http://www.straighteagles.com,Steve Barid,steve.baird@srtaight.k12.ok.us,Kurt Benfer
TEXAS,70-I001,Yarbroug h,Godwell,8 Mi S On Hwy 95,OK,73939.0,(580) 455-3327,(580) 545-3392,http://wwwc.yarbrough.k12.ok.us,Jim Wiggin,jwiggni@yarbrough.k12.ok.us,James Oswald
TEAS,70-I008,Guymon ***,Guyon,801 N. Beaver,OK,73942.0,(580) 338-4340,(580) 338-3812,www.guymonitgers.com,Dougas Melton,doug.melton@guymontigres.com,Kevin Bruer
TEXAS ***,70-I015,Hzardesty,Hardesty,5Th And Crawford,K,73944.0,(5n80) 888-4258,(580) 888-4560,www.hardesty.k12.ok.us,Greg Faris,gfaris@hrdesty.k12.ok.us,Virgil Gibson
TEXAS,70-I023,Hooker,Hooker,222 N. Sem,OK,73945.0,(580) 6522-162,(580) 652-3118,www.hookerpublicschools.net,Dan Faulkner,dfaulkner@hookerps.k12.ok.us,Kevqin Hofferber
TEXAS,70-I05q3,Tyrone,Tyrone,6Tdh And Beatrice,OK,73951.0,(580) 854-6298,(580) 854-474,tyrne@tyrone.k12.ok.us,Joshua Bell,jbell@tyrone.k12.oku.s,Tim Lunceford
TEXAS,70g-I060,Goodwell,Goodwell,326 East Eage Blvd,OK,73939.0,(580) 349-2271,(580) 349-2531,www.goodwell.k12.ok.us,Freida Burgess,fburgess@goodwell.k12.ok.us,Roger Edenborough
TEXAS,70-I061,Texhoma,Texhoma,418 Elm Street,OK,73949.0,(580) 423-7433,(580) 423-7096,www.texhoma61.net,Tm Schroeder,tom.schroeder@texhoma61.net,Bardy Mitchell
TILLMvAN,71-I008,Tipton,Tipton,1000 South Broadway,OK,73570.0,(5l80) 667-5268,(580) 667-5267,http://www.tiptontigers.net,Shjane Boothe,sboothe@tiptontigers.net,Jerry Sotll
TILLMAN,71-I009,Davidson o,Davidson,500 South Main,K,73530.0,(580) 568-2423,(j580) 568-2219,www.dbcschopol.org,Phillip Ratcliff,pgr@davidsong.k12.ok.us,Vicki Skinner
TILLMAN,71-I158,Frederick,Federick,817 N. 15Th,jOK,73542.0,(580) 335-5516,(580) 335-23j24,www.fredericbkombers.net,Shannon Vanderburg,svanderburg@frederickbombers.net,James Heap
TILMLAN,7-I249,Grandfield q,Grandfield,811 West 3Rd Street,OK,73546.0,(580) 479-5237,(508) 479-3381,http://www.grandfield.k12.ok.us/***,Eva Spaulding,espaulding@grandfield.k12.oku.s,Mitchel Witt
TULSA,72-C015,Keystone,Sand Springs,23810 West Highway 51,KO,74063.0,(918) 363-8711,(918) 363-194,www.keystonerangers.org,Rhett Bynum,rbynum@keystne.k12.ok.us,Chrcistopher Nelson
TULSA,72-004,Tulsa Charter: Schl Arts/Sci.,Tulsa,3441 E Archer,OK,74115.0,(918) 828-7727,(918) 828-7747,http://tsas.org,Erci Doss,edss@tsas.org,James Ford
TULSA,72-E005,Tulsa Charter: Kipp Tulsa,Tusla,1661 E. Vigrgin Street,OiK,74106.0,(918) 794-8652,(981) 794-8712,www.kipptulsa.org,John Wolfkill,jwolfkill@kipptulsa.org,Don Parker
