466.city,nFoyil,Foyil
532.websiteurl,http://www.berryhillschools.org***,http://www.berryhillschools.org
105.boardpresident,Cowlleen Longacre,Colleen Longacre
349.city,Okahoma City,Oklahoma City
516.code,72-nE017,72-E017
173.code,2-I001,26-I001
232.superintendentemail,rtrammell@snydxer.k12.ok.us,rtrammell@snyder.k12.ok.us
307.code,49I-001,49-I001
498.statevalue,KO,OK
8.city,Westvhille,Westville
542.address,620 Wyandotted Ave,620 Wyandotte Ave
20.phone,(580) 625-3z444,(580) 625-3444
210.districtname,Mannsville                    ***,Mannsville                    
541.city,Dfewey,Dewey
357.countyname,OKLAHOMA    ***,OKLAHOMA    
304.boardpresident,CraigWall,Craig Wall
146.phone,(918) 8c68-2183,(918) 868-2183
493.address,1030 Ah Ave,1030 Ash Ave
264.address,106 North Magnoia St,106 North Magnolia St
478.statevalue,KO,OK
47.superintendentemail,mjones@gracemont.k12.oek.us,mjones@gracemont.k12.ok.us
141.address,7094 North Moseley Road,7904 North Moseley Road
280.websiteurl,wwpw.pryorschools.org,www.pryorschools.org
183.boardpresident,dMicah Barr,Micah Barr
63.code,10-Io019,10-I019
421.phone,(981) 823-4231,(918) 823-4231
419.websiteurl,http://www.kiowa.k12.okj.us,http://www.kiowa.k12.ok.us
505.superintendentemail,jbell@tyrone.k12.oku.s,jbell@tyrone.k12.ok.us
182.countyname,GRANT      ,GRANT       
142.superintendent,Charles Thomlas,Charles Thomas
308.phone,(918)j 473-5610,(918) 473-5610
508.superintendent,Shjane Boothe,Shane Boothe
469.fax,405) 382-8281,(405) 382-8281
196.address,41 South Tiger Street,416 South Tiger Street
251.boardpresident,Russlel Barron,Russell Barron
310.statevalue,K,OK
496.countyname,STEHPENS    ,STEPHENS    
122.city,Sapulap,Sapulpa
454.districtname,Leedey                       ,Leedey                        
550.statevalue,tOK,OK
366.address,100 Bison Dr.***,100 Bison Dr.
73.city,Hhulbert,Hulbert
502.districtname,Guymon                        ***,Guymon                        
399.superintendent,Randy Grardner,Randy Gardner
363.superintendent,Brad Richardws,Brad Richards
133.districtname,Drumright                    ,Drumright                     
2.superintendent,Lor Means,Lori Means
114.superintendentemail,nlunn@ibigpasture.org,nlunn@bigpasture.org
339.statevalue,OqK,OK
400.superintendent,Mark Alerxander,Mark Alexander
422.superintendent,Rober tFlorenzano,Robert Florenzano
101.statevalue,oOK,OK
460.districtname,Claremore         n            ,Claremore                     
541.countyname,WSHINGTON  ,WASHINGTON  
370.fax,()y -,() -
411.websiteurl,www.fsilck.12.ok.us,www.fsilc.k12.ok.us
496.districtname,iEmpire                        ,Empire                        
62.superintendent,yRan Cole,Ryan Cole
497.boardpresident,Jery Howell,Jerry Howell
72.boardpresident,Garyr Million,Garry Million
360.boardpresident,Cqhristopher Harrison,Christopher Harrison
446.city,aMud,Maud
410.websiteurl,http://ww.yale.k12.ok.us,http://www.yale.k12.ok.us
319.phone,(918) 683-273,(918) 683-0273
66.districtname,Lone Grove         p           ,Lone Grove                    
185.countyname,GREER       ***,GREER       
215.fax,(80) 937-4615,(580) 937-4615
75.code,1-C026,11-C026
55.websiteurl,www.maplsechool.us,www.mapleschool.us
344.address,3333 N. Shartel vAe,3333 N. Shartel Ave
279.statevalue,KO,OK
177.city,Rus hSprings,Rush Springs
452.districtname,Antlers                       ***,Antlers                       
490.superintendent,Larry . Henson,Larry G. Henson
109.city,Fletcehr,Fletcher
529.superintendentemail,rthomas@skiatokschools.org,rthomas@skiatookschools.org
258.superintendentemail,jvantuyl@stroud.12.ok.us,jvantuyl@stroud.k12.ok.us
114.fax,(58)0 281-3299,(580) 281-3299
125.code,t19-I003,19-I003
90.boardpresident,Billty Mizer,Billy Mizer
188.superintendentemail,thomas@laverne.k12.ok.su,thomas@laverne.k12.ok.us
236.statevalue,KO,OK
118.code,1j8-I020,18-I020
74.fax,(918)456-5015,(918) 456-5015
158.superintendentemail,bkoontz@ppv.k12.okk.us,bkoontz@ppv.k12.ok.us
361.city,Olkahoma City,Oklahoma City
241.phone,(918) 962-2643,(918) 962-2463
226.phone,(405) 853-421,(405) 853-4321
530.statevalue,K,OK
472.superintendent,And Gower,Andy Gower
517.phone,(918) 833k-9420,(918) 833-9420
398.countyname,aOTTAWA      ,OTTAWA      
252.code,40-I07,40-I067
9.superintendentemail,ggilstrap@silwellk12.org,ggilstrap@stilwellk12.org
289.districtname,Purcell                       ***,Purcell                       
359.phone,(405) 3i40-2828,(405) 340-2828
313.districtname,Wainwright                    ***,Wainwright                    
10.websiteurl,www.cavespringys.k12.ok.us,www.cavesprings.k12.ok.us
117.superintendentemail,cmckeon@welchwildcats.et,cmckeon@welchwildcats.net
80.websiteurl,www.keys.k12.oku.s,www.keys.k12.ok.us
458.address,802 ShockeyS t.,802 Shockey St.
459.code,g66-C009,66-C009
305.statevalue,KO,OK
401.districtname,Jennins                      ,Jennings                      
334.websiteurl,ww.weleetka.k12.ok.us,www.weleetka.k12.ok.us
269.districtname,Turner                        ***,Turner                        
418.superintendentemail,rhepmhill@haileyville.k12.ok.us,rhemphill@haileyville.k12.ok.us
379.address,8867 Chesntut Road,8867 Chestnut Road
327.statevalue,OpK,OK
94.countyname,CLEzVELAND   ,CLEVELAND   
405.address,403 E .Cook St.,403 E. Cook St.
348.countyname,OKLAHMA    ,OKLAHOMA    
285.statevalue,K,OK
151.boardpresident,Rocky Wset,Rocky West
330.address,372d006 Hwy 48,372006 Hwy 48
174.boardpresident,Don Mcamhon,Don Mcmahon
490.address,18089 South 4670 Road,108089 South 4670 Road
80.phone,(918)4 58-1835,(918) 458-1835
140.fax,(918 )434-6552,(918) 434-6552
141.boardpresident,Jamefs Dunham,James Dunham
80.countyname,CHEROKE E   ,CHEROKEE    
279.phone,(918) 825-2505,(918) 825-2550
260.countyname,LINCOLN     ***,LINCOLN     
269.websiteurl,www.turneirsd.org,www.turnerisd.org
110.code,16-I061,16-I016
232.websiteurl,www.snyder.k12.ok.su,www.snyder.k12.ok.us
469.phone,(405) 38d2-5085,(405) 382-5085
223.statevalue,K,OK
513.superintendentemail,edss@tsas.org,edoss@tsas.org
375.code,56-I03,56-I003
74.districtname,Woodall                       ***,Woodall                       
542.phone,(918) 53-2500,(918) 536-2500
298.websiteurl,www.vpsd.rog,www.vpsd.org
348.boardpresident,Harvey Bethaxny,Harvey Bethany
136.superintendent,Chad Wilsopn,Chad Wilson
99.superintendent,John Danile,John Daniel
327.superintendent,evin Stacy,Kevin Stacy
528.boardpresident,Steve iStout,Steve Stout
531.websiteurl,http://www.unionps.rg/,http://www.unionps.org/
294.boardpresident,Darrecll Ward,Darrell Ward
44.address,3q30 West Wildcat Drive,330 West Wildcat Drive
303.city,Broken Bwo,Broken Bow
439.superintendent,Jerry M. Johnsn,Jerry M. Johnson
460.boardpresident,Patrck Gotcher,Patrick Gotcher
358.code,d55-I009,55-I009
202.boardpresident,Debora Phsillips,Debora Phillips
146.websiteurl,www.dbcschool.og,www.dbcschool.org
69.fax,(50) 673-2389,(580) 673-2389
288.boardpresident,Juior Welch,Junior Welch
209.websiteurl,www.waurikaschqools.org,www.waurikaschools.org
427.superintendent,Marjanaf Tharp,Marjana Tharp
11.districtname,Burlington      h              ,Burlington                    
194.city,Kegota,Keota
134.superintendentemail,edelen@arapaho.k12.ok.us,jedelen@arapaho.k12.ok.us
15.countyname,ATOKA       ***,ATOKA       
116.code,18-I06,18-I006
415.boardpresident,Lagura Lalli,Laura Lalli
439.districtname,Bethel                       ,Bethel                        
515.city,Tusla,Tulsa
291.address,1941 Forest Garove Road,1941 Forest Grove Road
334.phone,(405i) 786-2203,(405) 786-2203
535.countyname,ULSA       ,TULSA       
340.websiteurl,www.wvacademy.cm,www.wvacademy.com
434.districtname,Grove                         ***,Grove                         
333.websiteurl,www.okemahk12.ok.us,www.okemah.k12.ok.us
276.districtname,Kingston                 u     ,Kingston                      
287.superintendent,A.J.Brewer,A.J. Brewer
350.address,5325 S. Pennsylvancia Ave,5325 S. Pennsylvania Ave
515.websiteurl,www.tulsalegcacy.org,www.tulsalegacy.org
439.city,Shawneoe,Shawnee
187.code,29-eI066,29-I066
243.statevalue,OkK,OK
296.superintendentemail,doug.brown@idabepls.org,doug.brown@idabelps.org
312.superintendentemail,tgarrison@davis.1k2.ok.us,tgarrison@davis.k12.ok.us
188.boardpresident,Richadr Wells,Richard Wells
415.statevalue,K,OK
9.address,1801 Westa Locust Street,1801 West Locust Street
276.fax,(580)564-9516,(580) 564-9516
27.countyname,ECKHAM     ,BECKHAM     
323.websiteurl,ww.perry.k12.ok.us,www.perry.k12.ok.us
336.address,570t1 E Hefner Road,5701 E Hefner Road
88.superintendentemail,sohperschool@live.com,soperschool@live.com
528.code,72-Ij006,72-I006
393.address,207 E. Main Strete,207 E. Main Street
272.boardpresident,Scoqtt Robinson,Scott Robinson
461.city,Caotosa,Catoosa
227.phone,(405) 433-2741***,(405) 433-2741
140.superintendentemail,billyt@sstelco.ocm,billyt@sstelco.com
328.fax,(918) 273-210m5,(918) 273-2105
54.statevalue,OoK,OK
165.fax,(405) 86-4864,(405) 867-4864
167.address,301 Norh Chickasaw,301 North Chickasaw
132.websiteurl,http://www.sapulpap.org/,http://www.sapulpaps.org/
292.websiteurl,www.dbcschopol.org,www.dbcschool.org
86.districtname,Boswell          y             ,Boswell                       
349.superintendentemail,cawilliams@lhasc.org,cawilliams@lhacs.org
361.fax,(40)5 745-6322,(405) 745-6322
492.districtname,Duncan                       ,Duncan                        
367.superintendentemail,david.chaney@epiccharterschools.ogr,david.chaney@epiccharterschools.org
270.countyname,LOVE    i    ,LOVE        
394.countyname,OTTAAW      ,OTTAWA      
43.superintendentemail,hackney@apswarriors.com,chackney@apswarriors.com
482.countyname,SEQUYOAH    ,SEQUOYAH    
315.statevalue,OnK,OK
515.boardpresident,Annie Van Hnaken,Annie Van Hanken
381.address,22 5Country Road 2706,225 Country Road 2706
551.city,Wooedward,Woodward
199.city,tuart,Stuart
110.fax,(580) 492-484,(580) 492-4084
222.address,625 West South Stret,625 West South Street
542.city,amona,Ramona
92.code,13-I01y1,13-I011
420.fax,(9n18) 469-3308,(918) 469-3308
111.countyname,COMANpCHE    ,COMANCHE    
250.boardpresident,teven Ramsey,Steven Ramsey
23.boardpresident,Jay Musgrvae,Jay Musgrave
6.districtname,Geasy                        ,Greasy                        
238.address,36790 Boyd Street,36709 Boyd Street
335.code,5-I054,54-I054
434.superintendent,SherilP ayne,Sheril Payne
308.websiteurl,www.checotaho.k12.ok.us,www.checotah.k12.ok.us
211.websiteurl,www.arvia.k12.ok.us,www.ravia.k12.ok.us
102.phone,(580)x 353-4088,(580) 353-4088
393.websiteurl,ocic.k12.o.us,ocic.k12.ok.us
178.websiteurl,www.bridgecreek.k12.ok.su,www.bridgecreek.k12.ok.us
482.boardpresident,Mike Hyed,Mike Hyde
439.phone,(450) 273-0385,(405) 273-0385
381.phone,q(918) 336-6804,(918) 336-6804
51.address,323 Sout Apache Ave.,323 South Apache Ave.
438.fax,(405) 964-55m59,(405) 964-5559
362.statevalue,KO,OK
505.address,6Tdh And Beatrice,6Th And Beatrice
117.boardpresident,uCathey Forrest,Cathey Forrest
311.websiteurl,www.sulphurk12.rog,www.sulphurk12.org
366.districtname,(Ilc) Pooled Ivnestment       ,(Ilc) Pooled Investment       
369.superintendentemail,shepherd@connectionseducation.com,tshepherd@connectionseducation.com
244.phone,(91) 753-2345,(918) 753-2345
353.superintendentemail,frhods@putnamcityschools.org,frhodes@putnamcityschools.org
4.city,Stilwlel,Stilwell
155.districtname,Kremlin-Hillsdalef             ,Kremlin-Hillsdale             
481.code,6-8C036,68-C036
325.districtname,Frontier                     ,Frontier                      
295.superintendentemail,hbrumly@hollycreek.org,hbrumley@hollycreek.org
190.fax,(918)967-0007,(918) 967-0007
538.websiteurl,www.wagoneprps.org,www.wagonerps.org
410.countyname,PAYNE  h     ,PAYNE       
242.superintendent,Edward Wilsno,Edward Wilson
46.address,326 W. Winle Ave,326 W. Windle Ave
193.boardpresident,Kim Sattejrfield,Kim Satterfield
48.districtname,Cement                        ***,Cement                        
28.phone,(580)8 22-3268,(580) 822-3268
268.fax,(580) 276-26b38,(580) 276-2638
285.superintendent,TonyO'brien,Tony O'brien
147.fax,(580)9 95-3101,(580) 995-3101
37.address,729 North Perry Street***,729 North Perry Street
232.districtname,Snyde r                       ,Snyder                        
227.address,m101 North Euclid,101 North Euclid
230.superintendentemail,jsutherlaand@itlnet.net,jsutherland@itlnet.net
548.address,418 bFlynn Street,418 Flynn Street
66.statevalue,OyK,OK
548.fax,(5b80) 327-2965,(580) 327-2965
518.code,72-E0j19,72-E019
518.superintendentemail,nkawlra@collegitehall.org,nkawlra@collegiatehall.org
20.address,087 Ave G,807 Ave G
244.city,Lelore,Leflore
495.fax,(580)4 44-2554,(580) 444-2554
26.superintendent,Todd iWnn,Todd Winn
128.websiteurl,www.kieferr.k12.ok.us,www.kiefer.k12.ok.us
463.superintendent,nMax Tanner,Max Tanner
390.superintendentemail,hmsrhull@hominy.k12.ok.us***,hmsrhull@hominy.k12.ok.us
544.fax,(80) 393-4747,(580) 393-4747
535.boardpresident,teve Sutter,Steve Sutter
306.city,Eufala,Eufaula
343.city,Oklahoma Ciyt,Oklahoma City
495.districtname,Velma-Alma                    ***,Velma-Alma                    
322.code,51-I088***,51-I088
455.superintendent,PhilDrouhard,Phil Drouhard
211.countyname,JgOHNSTON    ,JOHNSTON    
50.address,407 N T6h Street,407 N 6Th Street
74.phone,(918v) 458-5444,(918) 458-5444
500.statevalue,K,OK
194.districtname,Keota                        ,Keota                         
168.city,Wynneywood,Wynnewood
133.superintendentemail,rodrsey@drumright.k12.ok.us,rdorsey@drumright.k12.ok.us
488.boardpresident,Roger Brungk,Roger Brunk
241.address,600 Wset Broadway Street,600 West Broadway Street
430.code,62I-024,62-I024
154.code,2-4I001,24-I001
268.address,18943 Us Highway q77,18943 Us Highway 77
546.countyname,WASITA     ,WASHITA     
519.websiteurl,www.dbcscholo.org,www.dbcschool.org
438.superintendentemail,cdickinson@dale.k1k2.ok.us,cdickinson@dale.k12.ok.us
188.websiteurl,http://www.lavrne.k12.ok.us,http://www.laverne.k12.ok.us
162.city,Pauls alley,Pauls Valley
22.superintendent,Travis Smlts,Travis Smalts
162.address,16476N orth County Road 3200,16476 North County Road 3200
332.phone,(405) 932-053,(405) 932-5053
127.boardpresident,MattH odson,Matt Hodson
3.superintendent,Aicia Ketcher,Alicia Ketcher
133.websiteurl,www.drumright.k12.ko.us,www.drumright.k12.ok.us
88.superintendent,Scott Van Worth***,Scott Van Worth
337.websiteurl,ww.crutchoesd.org,www.crutchoesd.org
248.superintendentemail,sjobergdon@potxeau.k12.ok.us,sjobergdon@poteau.k12.ok.us
433.districtname,orth Rock Creek              ,North Rock Creek              
530.countyname,TULSA       ***,TULSA       
251.city,Whitesboo,Whitesboro
91.phone,(580) 426-2220***,(580) 426-2220
363.city,klahoma City,Oklahoma City
538.countyname,WAGONER    ,WAGONER     
283.superintendent,Lorih Helton,Lori Helton
376.boardpresident,Michae lHubbell,Michael Hubbell
383.statevalue,OeK,OK
218.phone,(580) 362-281,(580) 362-2811
69.phone,(580h) 673-2081,(580) 673-2081
253.superintendent,oJhn Turner,John Turner
411.code,0-K001,60-K001
122.countyname,CREEK       ***,CREEK       
485.address,301 West Hunster,301 West Hunter
66.address,16841 UsHwy 70,16841 Us Hwy 70
323.address,090 Fir Street,900 Fir Street
19.statevalue,zOK,OK
107.fax,(580) 357-8370,(580) 357-8307
407.address,103 Sw 2Nrd,103 Sw 2Nd
232.fax,(580) 569-205,(580) 569-4205
470.fax,(405) 257-23p03,(405) 257-2303
216.websiteurl,wpss.k2.ok.us,wpss.k12.ok.us
166.city,Lindsya,Lindsay
383.countyname,OSAGE       ***,OSAGE       
455.websiteurl,http://www.ryedon.k12.ok.us,http://www.reydon.k12.ok.us
347.superintendentemail,alp@doeschools.org,alp@doveschools.org
159.fax,(o580) 366-8900,(580) 366-8900
488.countyname,SQUOYAH    ,SEQUOYAH    
247.fax,918) 969-2493,(918) 969-2493
258.address,122 West 7Th Street,212 West 7Th Street
340.superintendent,Tobi Campbelel,Tobi Campbell
314.websiteurl,http://www.haskellps.corg,http://www.haskellps.org
12.fax,(580) 5962319,(580) 596-2319
500.superintendent,Steve Barid,Steve Baird
158.address,6520 East Wood Roda,6520 East Wood Road
532.phone,(918) 44k6-1966,(918) 446-1966
204.address,606 East 6h Street,606 East 6Th Street
4.statevalue,K,OK
258.superintendent,Joe Vann Tuyl,Joe Van Tuyl
441.phone,(405) 997-5r616,(405) 997-5616
527.statevalue,KO,OK
336.countyname,OKLAHOMkA    ,OKLAHOMA    
98.districtname,Little Axe        g            ,Little Axe                    
546.fax,(580) 72-3187,(580) 472-3187
420.countyname,PITTSBUaRG   ,PITTSBURG   
179.address,515 aEst Main,515 East Main
85.districtname,Swinkh                         ,Swink                         
130.address,725 Simm St,725 Simms St
314.countyname,MUKOGEE    ,MUSKOGEE    
519.code,7-2G001,72-G001
527.boardpresident,Tracy ennedy,Tracy Kennedy
424.fax,(918) 432-s5312,(918) 432-5312
292.fax,(580) 584-9743,(580) 584-9473
205.city,Bladir,Blair
26.address,716 Northeaszt Highway 66,716 Northeast Highway 66
184.address,1192 Harriso Ave,1192 Harrison Ave
181.address,401 Eat Main Street,401 East Main Street
424.countyname,IPTTSBURG   ,PITTSBURG   
359.countyname,OKLAHOMwA    ,OKLAHOMA    
100.superintendent,Ji mGirten,Jim Girten
525.city,Broken Arrwo,Broken Arrow
48.address,201k S. Main,201 S. Main
368.statevalue,OgK,OK
359.fax,(405)a 340-2835,(405) 340-2835
114.boardpresident,Eddie Kuykemndall,Eddie Kuykendall
304.superintendentemail,rtacy@soic.k12.ok.us,tracy@soic.k12.ok.us
21.boardpresident,Aaropn Stockton,Aaron Stockton
261.boardpresident,Raymnod Hemphill,Raymond Hemphill
75.websiteurl,www.vdbcschool.org,www.dbcschool.org
371.phone,(405) 9902282,(405) 990-2282
275.code,45-I020,45-I002
333.superintendent,Tonty Dean,Tony Dean
305.phone,9(18) 652-7461,(918) 652-7461
481.boardpresident,Dvaid Philpot,David Philpot
391.city,Pure,Prue
164.superintendent,Datvid Morris,David Morris
187.phone,(580) 68q8-3450,(580) 688-3450
120.statevalue,fOK,OK
312.districtname,Davsi                         ,Davis                         
125.address,36 Evans Ave,136 Evans Ave
249.code,40-I09,40-I049
442.boardpresident,Shawns Fleming,Shawn Fleming
457.phone,f(580) 534-2272,(580) 534-2272
116.city,Kethum,Ketchum
67.code,01-I043,10-I043
324.address,311 Northr Central,311 North Central
309.city,Council jHill,Council Hill
287.superintendentemail,ajbrewer@washington.k12.okw.us,ajbrewer@washington.k12.ok.us
103.statevalue,KO,OK
126.districtname,Mounds                        ***,Mounds                        
411.districtname,(Ilc) Five-Star               ***,(Ilc) Five-Star               
427.statevalue,K,OK
525.statevalue,K,OK
68.districtname,Healdton             y         ,Healdton                      
44.statevalue,iOK,OK
162.websiteurl,http://www.whiteebad.org,http://www.whitebead.org
227.statevalue,K,OK
16.fax,d(580) 346-7223,(580) 346-7223
147.superintendent,CobyN elson,Coby Nelson
456.code,5-I007,65-I007
427.address,4665 CountyR oad 1555,4665 County Road 1555
405.districtname,iRpley                        ,Ripley                        
41.city,Hydrgo,Hydro
7.websiteurl,wtatsschool.com,wattsschool.com
545.fax,(580)5 62-4847,(580) 562-4847
297.city,Hawotrh,Haworth
531.boardpresident,Patrick oCyle,Patrick Coyle
238.code,0-C011,40-C011
183.statevalue,oOK,OK
302.superintendent,Stace eEbert,Stace Ebert
234.countyname,LATIEMR     ,LATIMER     
82.superintendent,yLisa Presley,Lisa Presley
292.boardpresident,Chet Patle,Chet Patel
535.address,2727 Eas 201St Street South,2727 East 201St Street South
252.countyname,LE LORE    ,LE FLORE    
423.countyname,PITTjSBURG   ,PITTSBURG   
105.phone,(5m80) 246-3448,(580) 246-3448
299.superintendentemail,barsmtrong@eagletownisd.org,barmstrong@eagletownisd.org
304.address,103 N Ave A,103 Ne Ave A
491.countyname,SgTEPHENS    ,STEPHENS    
246.boardpresident,Gry Hoffman,Gary Hoffman
365.boardpresident,Lynne Hardign,Lynne Hardin
323.code,2-I001,52-I001
205.code,33-054,33-I054
186.address,507 West6Th Street,507 West 6Th Street
511.fax,(508) 479-3381,(580) 479-3381
143.city,Gove,Grove
30.statevalue,OeK,OK
196.superintendentemail,dmcgee@wetumka.k1.ok.us,dmcgee@wetumka.k12.ok.us
437.districtname,Mcloud     l                   ,Mcloud                        
49.phone,(405) 542-32g57,(405) 542-3257
6.superintendentemail,micheal.wolfe@greasy.k12.ok.us,michael.wolfe@greasy.k12.ok.us
7.fax,(9y18) 422-5556,(918) 422-5556
372.websiteurl,www.twnhills.k12.ok.us,www.twinhills.k12.ok.us
73.fax,(918) 478-u3833,(918) 478-3833
129.phone,(918) 682-3954,(918) 862-3954
208.city,Rinlging,Ringling
163.superintendent,Michael Blakcburn,Michael Blackburn
484.city,Sallsaw,Sallisaw
424.city,Pitthsburg,Pittsburg
33.phone,(580f) 295-3137,(580) 295-3137
368.code,5f5-Z002,55-Z002
233.districtname,Wilburton                    ,Wilburton                     
88.countyname,CHCOTAW     ,CHOCTAW     
288.address,212 South Seifried Srtreet,212 South Seifried Street
153.fax,(580) 938-0819,(580) 938-8019
502.superintendent,Dougas Melton,Douglas Melton
87.city,For Towson,Fort Towson
162.phone,(405)q 238-3021,(405) 238-3021
500.fax,(580) 652-329,(580) 652-3299
323.superintendent,Sctt Chenoweth,Scott Chenoweth
46.city,Cyrli,Cyril
19.city,Cnaey,Caney
421.superintendent,Mark Bauman,Mark Baumann
300.districtname,Smithvill                    ,Smithville                    
152.phone,(58)0 923-7909,(580) 923-7909
331.districtname,Myason                         ,Mason                         
279.countyname,MAYES   l    ,MAYES       
342.city,vOk City,Ok City
309.countyname,CINTOSH    ,MCINTOSH    
512.boardpresident,Chrcistopher Nelson,Christopher Nelson
389.boardpresident,Katherine Hhollowell,Katherine Hollowell
158.districtname,Pionee-Pleasant Vale         ,Pioneer-Pleasant Vale         
409.address,201 East Lone Chivmney,201 East Lone Chimney
274.statevalue,KO,OK
89.fax,(580) 326-240,(580) 326-2480
6.superintendent,Michae Wolfe,Michael Wolfe
213.superintendent,KevinDuncan,Kevin Duncan
246.statevalue,K,OK
219.districtname,Blackwell                    ,Blackwell                     
370.code,5-Z004,55-Z004
339.boardpresident,Beverly Patchelyl,Beverly Patchell
389.websiteurl,www.jwynona.k12.ok.us,www.wynona.k12.ok.us
246.city,Pnaama,Panama
267.address,4671 Wolfpac oRad,4671 Wolfpac Road
512.fax,(918) 363-194,(918) 363-8194
553.city,uMtual,Mutual
332.address,10Twh & Elm,10Th & Elm
202.superintendentemail,rhill@altuspsc.om,rhill@altusps.com
85.city,ySwink,Swink
308.districtname,Chechotah                      ,Checotah                      
363.phone,(405) 767-5252,(405) 677-5252
356.boardpresident,John Robertkson,John Robertson
61.superintendentemail,kwelmdon@chs.k12.ok.us,kweldon@chs.k12.ok.us
512.superintendentemail,rbynum@keystne.k12.ok.us,rbynum@keystone.k12.ok.us
157.superintendentemail,jlamer@pld.inet,jlamer@pldi.net
117.statevalue,KO,OK
110.districtname,Elgin                        ,Elgin                         
306.countyname,MCINTOS H   ,MCINTOSH    
525.boardpresident,Cheyl Kelly,Cheryl Kelly
333.fax,(918) 23-1203,(918) 623-1203
483.address,70 Belt Ave.,701 Belt Ave.
389.statevalue,K,OK
265.websiteurl,www.mulhall-orlando.k12.oxk.us/,www.mulhall-orlando.k12.ok.us/
47.address,417 Easlt Mccall,417 East Mccall
23.superintendentemail,brider@turpinpsorg,brider@turpinps.org
80.city,ark Hill,Park Hill
262.fax,(918) 3752-263,(918) 375-2263
205.address,160 Zinn Street,610 Zinn Street
197.statevalue,KO,OK
473.city,Welwoka,Wewoka
391.websiteurl,www.prue.k12.tok.us,www.prue.k12.ok.us
387.boardpresident,Michael Godrey,Michael Godfrey
296.code,48-0I05,48-I005
215.websiteurl,http://www.colemanschools.oorg,http://www.colemanschools.org
202.fax,(580 )481-2129,(580) 481-2129
70.fax,(580)2 23-7947,(580) 223-7947
499.fax,(580) 338-6712,(580) 338-6721
280.districtname,Pryor                        ,Pryor                         
169.fax,(580) 78-84624,(580) 788-4624
456.statevalue,KO,OK
293.districtname,Glover                       ,Glover                        
174.websiteurl,http://ww.minco.k12.ok.us/,http://www.minco.k12.ok.us/
268.phone,(580) 267-2630,(580) 276-2630
412.countyname,PtITTSBURG   ,PITTSBURG   
220.address,613E ast Grand Ave,613 East Grand Ave
410.address,315 East Chicago Aev,315 East Chicago Ave
315.address,500 Souh Ross Ave,500 South Ross Ave
473.statevalue,K,OK
423.websiteurl,http://www.savanna.k12.ok.su/,http://www.savanna.k12.ok.us/
389.countyname,oOSAGE       ,OSAGE       
459.fax,(918) 341-9420,(918) 341-4920
154.superintendentemail,shawntennyson@waukomisb.k12.ok.us,shawntennyson@waukomis.k12.ok.us
144.phone,(918) 8682-562,(918) 868-2562
42.statevalue,KO,OK
408.city,Cushinpg,Cushing
370.districtname,Insight Schoo Of Oklahoma    ,Insight School Of Oklahoma    
538.fax,(9g18) 485-8710,(918) 485-8710
79.websiteurl,www.tekiller.k12.ok.us,www.tenkiller.k12.ok.us
434.code,6h3-C027,63-C027
218.superintendent,Bruec Shelley,Bruce Shelley
130.boardpresident,Bobby Howadr,Bobby Howard
466.districtname,Foyil                         ***,Foyil                         
327.superintendentemail,ksatcy@okunion.k12.ok.us,kstacy@okunion.k12.ok.us
273.fax,(580) 227-6242,(580) 227-2642
24.countyname,vBECKHAM     ,BECKHAM     
264.boardpresident,om Clark,Tom Clark
143.statevalue,KO,OK
502.websiteurl,www.guymonitgers.com,www.guymontigers.com
259.city,Meekre,Meeker
297.fax,(580) 245-2n265,(580) 245-2265
501.city,Godwell,Goodwell
345.superintendent,Christopher Brwster,Christopher Brewster
318.superintendentemail,ike.garde@mpsi20.org,mike.garde@mpsi20.org
295.boardpresident,Tony Hestr,Tony Hester
32.countyname,BRYAN      ,BRYAN       
73.superintendent,Diana Granatz,Diana Garnatz
454.code,j65-I003,65-I003
550.superintendentemail,dmccuiszton@freedom.k12.ok.us,dmccuiston@freedom.k12.ok.us
514.fax,(981) 794-8712,(918) 794-8712
26.countyname,BECKHMA     ,BECKHAM     
91.countyname,CIMARRON    ***,CIMARRON    
135.countyname,CxUSTER      ,CUSTER      
475.address,106 Noth Olive,106 North Olive
379.statevalue,KO,OK
86.websiteurl,www.boswellschools.eorg,www.boswellschools.org
475.superintendent,Kyle Wlson,Kyle Wilson
164.districtname,Paoli                        ,Paoli                         
18.websiteurl,http://tyushka.k12.ok.us,http://tushka.k12.ok.us
311.districtname,Sulphur                       ***,Sulphur                       
200.statevalue,OsK,OK
185.fax,(580) e782-2313,(580) 782-2313
511.code,7-I249,71-I249
191.fax,(918)y 768-3221,(918) 768-3221
347.address,4901 N Linconl Blvd,4901 N Lincoln Blvd
220.code,36-0I71,36-I071
258.fax,918) 968-2582,(918) 968-2582
329.city,Sout hCoffeyville,South Coffeyville
33.code,07-I020,07-I002
117.address,707 SCurtis Street,707 S Curtis Street
57.city,ukon,Yukon
457.websiteurl,www.sweetwater.k12k.ok.us,www.sweetwater.k12.ok.us
387.city,Shidlre,Shidler
211.superintendentemail,dudncan@ravia.k12.ok.us,dduncan@ravia.k12.ok.us
341.websiteurl,http:/f/www.dsaokc.org/,http://www.dsaokc.org/
383.websiteurl,ww.wavant.k12.ok.us,www.avant.k12.ok.us
216.address,502 S.C hoctaw,502 S. Choctaw
403.fax,(918 358-3071,(918) 358-3071
117.city,Wlch,Welch
76.districtname,Peggs   y                      ,Peggs                         
