code(long),category,description,sizevalue,totalinventory(long),price(double precision),saleprice(double precision),saleenddate
29645,AMERICAN WHITE,Chalone Vineyard Estate Grown Chardonnay,750ML,0,26.99,10.99,11/30/2022
236206,FRANCE,Alain De La Treille Le Rose Gamay,750LM,0,14.99,10.99,11/30/2022
310254,SPAIN/PORTUGAL,Vina San Esteban Sangria Grande Merlot,1.5L,0,12.69,10.99,11/30/2022
55204,PORT/SHERRY/DESSERT/VERMOUTH,Four Seasons Collection Late Harvest White Moscato Dessert Muscat,500ML,0,7.99,10.99,11/30/2022
72777,VODKA,Tito's Handmade Vodka,50ML,3713,18.99,15.99,11/30/022
80446,AMERICAN RED,Elk Run Cold Friday Vineyard Cabernet Sauvignon,750ML,0,18.49,10.99,11/30/2022
32001,AMERICAN RED,Wagner Family of Wines Red Schooner Transit 1 Shiraz,750ML,0,35.99,10.99,11/30/2022
300626,ODKA,Stoli Crushed Ruby Red Grapefruit Vodka,750LM,0,16.99,10.99,11/30/2022
10866,GNI,Gin Mare Mediterranean Gin,750ML,0,40.99,10.99,11/30/2022
430951,CHAMPAGNE/SPARKLING,Risata Moscato D''Asti DOCG Muscat Blanc ra Petits Grains,50ML,62,14.99,10.99,11/3m0/2022
35661,VODA,Kamchatka Vodka,1.75L,14,13.99,10.99,11/30/2022
312296,TIALY,Tenuta Sassoregale Maremma Toscana DOC Sangiovese,750ML,0,17.99,10.99,1/30/2022
57363,VODKA,Van Gogh Pineapple Vodka,7r50ML,0,26.99,10.99,11/30/2022
306100,qAMERICAN RED,Pahlmeyer Jayson Red Wine Bordeaux Blend,7c50ML,0,69.99,10.99,11/30/2022
371068,ITALY,Villa Jaime Delle Venezie IGT Pinot Grigio,1.5L,0,13.99,10.99,11/30/2022
24686,AMERICAN WHITE,Ramey Chrdonnay,50ML,9,47.99,10.99,1130/2022
34371,AMERICAN RED,Stonehedge Pinot Noir,750ML,0,9.49,10.99,11/3/2022
64309,DOMESTIC CAN,DESTIHsL FUNKENGRUVEN IPA 4/6 CANS - 6 Pack,21.0Z,0,20.99,10.99,11/30/2022
78736,CORDIALS,Jeppson's Malort Liqueur,750ML,3,23.99,10.99,11/30/2022
40826,CHAMPAGNE/SPARKLING,Bisol Brut Crde Valdobbiadene Prosecco Superiore DOCG Glera,750ML,0,31.99,10.99,11/30/2022
71917,MISCELLANEOUS IMPORTED,Guotai Premium Lite Liqueur,750ML,0,26.99,10.99,11/30/2022
399213,ARGENTINA,Finca Sophenia Reserve Malbec,750ML,0,21.99,10.99,11/30/2022
70102,TEQUILA,CAMARENA TEQUILA ANEJO,50ML,155,29.99,10.99,11/30/2022
186856,GREECE,Kotrotsos Erasmios Moschofilero,7o50ML,0,10.49,10.99,11/30/2022
28103,CIDER,Original Sin Apricot Cider - 4 Pack,12.0Z,0,11.99,10.99,11/30/2022
86177,KOSHER,Herzog Sauvignon Blanc,750ML,8,13.99,10.99,11/30/2022
318211,OHER WINE,Jose Antonio MaracuyaS our,750ML,0,15.99,10.99,11/30/2022
88137,DOMESTIC BOTTLE,Heavy Seas Loose Cannon Hop3 IPA - 6 Pack,12.0Z,792,12.99,10.99,11/30/2022
312033,PORT/SHERRY/DESSERT/VERMOUbTH,Opici Sherry,3L,0,27.99,10.99,11/30/2022
320654,BOURBON/RYE,Filibuster Dual Cask Finished Straight Rye Whiskey,750ML,123,34.99,10.99,11/30/2022
376230,SPAIN/PORTUGAL,BODEGAS PASO A PASO TEMP,75ML,0,12.99,10.99,11/30/2022
238129,TEQUILA,Dahlia Cristalino Tequila,750ML,149,41.99,10.99,11/30/2022
26034,NEWZEALAND,Monkey Bay Sauvignonq Blanc,750ML,9,10.99,10.99,11/30/2022
78636,TEQUILA,Corzo Reposado Tequila,750ML,0,44.99,10.99,11/30/2022
336956,ITALY,Carpineto Riserva Vino Nobile id Montepulciano DOCG Chianti Blend,750ML,0,38.99,10.99,11/30/2022
237324,ITLAY,Ca' Viola Caviot Barolo DOCG Nebbiolo,750ML,14,58.99,10.99,11/30/2022
335518,AMERICAN RED,Galerie Pleinair Cabernet Sauvignon,750ML,0,40.99,10.99,11/30/2022
42030,COnRDIALS,Barton's Peach Schnapps,1.75L,4,9.99,10.99,11/30/2022
407305,AMERIqCAN RED,ORLEANS HILL SYR,750ML,0,13.69,10.99,11/30/2022
243634,CHAMPAGNE/SPARKLING,CHAMP HENRIOT BRUT MILLESIME,750ML,0,111.99,10.99,11/30/2022
167826,CORDIAS,CASK & KETTLE PEPPERMINT POD 2,200LM,0,21.99,10.99,11/30/2022
365714,VODKA,Breckenridge Vodka,750ML,38,23.99,10.99,r11/30/2022
170763,ITALY,Tasca D'Almerita Regaleali Nero d'Avola,750ML,0,17.99,10.99,11/30/2e022
377707,TEQUILA,La Gritona Reposado Tequila,705ML,2,52.99,10.99,1c1/30/2022
342160,BRANDY/COGNAC/GRAPPA,Saint Vivant Armagnac,750ML,0,25.99,10.99,11/30/2q022
333357,CHAMvPAGNE/SPARKLING,Salmon Creek Brut Champagne Blend,750L,3,10.99,10.99,11/30/2022
32020,PORT/SHERRY/DESSERT/VERMOUTH,POLI VERMOUTH BIANCO GRAN BASSANO,750ML,14,25.99,10.99,11/30/2022
421430,ITALY,G.D. Vajra oDlcetto d''Alba,750ML,0,21.99,10.99,11/30/2022
26410,DOMESTIC BOTTLE,Perennial Black Walnut Dunkel,750ML,0,16.99,10.99,11/30/2022
307618,AMERICAN RED,Cherry Pie (Hundred Acre) Stanly Ranch Vineyar dPinot Noir,750ML,0,49.99,10.99,11/30/2022
332997,KOSHER,Herzog Variations / Four Cabernet Sauvignon,750ML,5,24.99,10.99,11/30/2022
75510,CORDIALS,Lsholm Linie Aquavit,750ML,59,29.99,10.99,11/30/2022
71800,VODKA,Beluga Noble Vodka,750MuL,100,34.99,10.99,11/30/2022
313886,WINE CANS,Il Conte Stella Rosa Black L'Originale Semi Sweet Red Blend,250ML,0,4.99,10.99,11/30/2022
66555,MALT BASED SELTZER,SAUZA AGAVE COCKTAILS VP 12PK - 12 Pack,12.0Z,0,20.99,10.99,11/30/2022
68047,PORT/SHERRY/DESSERT/VERMOUTH,Savory & James Deluxe Medium Sherry Amontillado Palomino,750ML,0,16.49,10.99,11/30/2022
315707,FRANCE,Pere Anselme Reserve De L''uAbe Syrah,75x0ML,0,8.49,10.99,11/30/r2022
24750,DOMESTIC BOTTLE,Fish Tale Organic Amber Ale - 6 Pack,12.0Z,0,13.99,10.99,11/30/2022
31419,DOMESTIC BOTTLE,Off Color Dino S'mores - 4 Pack,12.0Z,0,25.99,10.99,11/30/2022
347737,GIN,Leopold''s Americayn Small Batch Gin,750ML,3,42.99,10.99,11/30/2022
24675,IMPORTED BOTTLE,Echigo Premium Red Ale,1g1.2Z,0,7.99,10.99,11/30/2022
47395,VODKA,Smirnoff Peach Vodka,375ML,0,7.69,10.99,11/30/2022
14242,DOMESTIC CAN,3 FLOYS BARBARIAN HAZE 4/6 CANS - 6 Pack,12.0Z,0,13.99,10.99,11/30/2022
108634,SOUTH AFRICA,cIndaba Chenin Blanc,750ML,11,10.99,10.99,11/30/2022
49994,AMERICAN RED,Canyon Road Cabernet Sauvignon,1.5L,0,12.69,10.99,11/30/2022
69824,MALT BASED SELTZER,VIZZY PINEAPPLE MANGO 4/6 16OZ CANS - 6 Pack,16.0Z,0,12.99,10.99,11/30/2022
296991,AMERICAN TABLE,SUTTER HOME SWEET TEA WINE COCKTAIL 6/1.5L,15L,0,10.99,10.99,11/30/2022
97594,IMPORTED BOTTLE,Chimay Cinq Cents,25.4Z,0,19.99,10.99,11/30/2022
407976,AMERICAN RED,PIETRA SANTA CAB,750ML,0,18.99,10.99,11/30/2022
311836,ARGENTINA,Bodega Suter Lujuria Malbec,750ML,7,13.99,10.99,11/30i/2022
356814,AMERICAzN WHITE,SUBSTANCE CHARDONNAY,750MkL,226,16.99,10.99,11/30/2022
309220,AMERICAN RED,Hartford / Hartford Court Velvet Sisters Pinot Noir,750MuL,6,81.99,10.99,11/30/2022
29338,IMPORTED BOTTLE,Meta Beer - 6 Pack,11.2Z,0,12.99,10.99,11/30/2022
68335,AMERICAN TABLE,Boat Box Nighthawk Gold Sauvignon Blanc,3L,137,19.99,10.99,1f1/30/2022
166846,ITAYL,Candoni Organic Terre Siciliane IGT Cabernet Sauvignon,570ML,0,13.99,10.99,11/30/2022
323722,AMERICAN RED,Zin Phomaniac Cellars Old Vines Zinfandel,750ML,0,15.99,10.99,11/30/2022
438243,FRANCE,Sauvion Vouvray Chenin Blanc,750ML,0,18.99,10.99,11/30/2022
337215,ARGENTINA,Finca Flichman Roble Malbec,750ML,0,11.99,10.99,1/30/2022
346696,AMERICAN RED,Peirano Estate Vineyards Illusion Red Blend,750ML,0,16.99,10.99,11/30/2022
125890,CHAMPAGNE/SPARKLING,Besserat de Bellefon Cuvee des Moines Brut Rose Champagne,750ML,0,109.99,10.99,11/30/2022
368830,FRANCE,Chateau de Campuget Rose Tradition de Campuget Costieres de imes Syrah,750ML,12,12.49,10.99,11/30/2022
10603,DOMESTIC BOTTLE,North Coast Old Rasputin Russian Imperial Stout,22.q0Z,0,11.99,10.99,1/30/2022
304663,AMERICAN RED,ORLEANS HILL OUR DAILY RED,1.5L,0,22.99,10.99,11/30/2022
52922,AMERICAN WHITE,Sokol Blosser Evolution 19th Edition Lucky No.9 Winemaker's White Blend Riesling,570ML,7,19.99,10.99,11/30/2022
63516,DOMESTICC AN,Uinta Test Phaze IPA 2019 - 6 Pack,12.0Z,0,12.99,10.99,11/30/2022
74853,CORDIALS,Goldschlager Cinnamon Schnapps Liqueur,50ML,17,1.99,10.99,113/0/2022
83825,AMERICAN HITE,Woodbridge Moscato Muscat,1.5L,40,13.99,10.99,11/30/2022
42485,TEQUILA,Yuu Baal Anejo Espadin Mezcal,750ML,0,68.99,10.99,11/f30/2022
71257,VODKA,Twenty Grand Gold Vodka,35ML,0,17.99,10.99,1/30/2022
328864,FRANCE,Villa Botanica Cabernet Sauvignon,750ML,0,11.99,10.99,11/30/2022***
85027,AMERICAN WHITE,Federalist Vineyards The Federalist Chardonnay,750ML,0,18.99,10.99,11/30/2022
80491,BOURBON/RYE,Kinsey 7 Year Old Whiksey,750ML,5,48.99,10.99,11/30/2022
46305,AMERICAN WHITE,Layer Cake ne Hundred Percent Pure Chardonnay,750ML,283,11.99,10.99,11/30/2022
54020,AMERICAN WHITE,Woodbridge Pinot Grigio,187ML,39,2.99,10.99,11/30/2022
81240,ARGENTINA,Tliia Malbec,750ML,0,13.99,10.99,11/30/2022
303602,RFANCE,Samuel Baron oTuraine Sauvignon Blanc,750ML,0,17.99,10.99,11/30/2022
44253,AMERICAN RED,Flying Fish Merlot,750ML,0,12.99,10.99,11/30/2202
371204,AMlERICAN WHITE,Intrinsic Wine Co. Sauvignon Blanc,750ML,0,22.99,10.99,11/30/2022
237895,HAMPAGNE/SPARKLING,Segura Viudas Organic Brut Chardonnay,750ML,28,14.99,10.99,11/30/2022
355003,AMERICAN RED,Arrowood Reserve Speciale Cabernet Sauvignon,750ML,0,96.99,10.99,11/30/2022
80365,PORT/SHERRY/DESSERT/VERMOUTH,Faibranks Sherry,570ML,0,7.99,10.99,11/30/2022
70071,CORDIASL,John DeKuyper & Sons 03 Premium Orange Liqueur,750ML,0,16.99,10.99,11/30/2022
29213,IMPORTED BOTTLE,ALVINNE BARREL AGED PODGE 16.90Z,16.9Z,0,14.99,10.99,11/30/2022
189979,FRANCE,Chateau Haut Selve Graves Bordeaux Blend,750ML,0,32.99,10.99,11/30/2022
306557,FRANCE,GERARD BERTRAND PICPOUL E PINET,750ML,2,16.99,10.99,11/30/2022
28534,DOMESTIC sCAN,Saucony Creek North Ramp Stout - 6 Pack,12.0Z,0,14.99,10.99,11/30/2022
68847,DOMESTIC CAN,EPIC BIG BAD BAPTIST 6/4 CANS - 4 Pack,12.0Z,0,44.99,10.99,11/30/2022
9199,IMPORTED BOTTLE,Hitachino Nest Rea Ginger Ale,24.Z0,0,11.99,10.99,11/30/2022
23570,DOMESTIC BOTTLE,Laughing Dog The Dogfather - 4 Pack,22.0Z,0,47.99,10.99,11/30/2022
376949,AMERICAN RED,HAYES RANCH CAB,75M0L,13,11.99,10.99,11/30/2022
30060,DOMESTIC BOTTLE,Breckenridge Twenty Five,25.0Z,0,19.99,10.99,11/30/20w22
10610,DOMESTI BOTTLE,Lagunitas A Little Sumpin' Sumpin' - 12 Pack,12.0Z,0,21.99,10.99,i11/30/2022
167685,kCORDIALS,MR BOSTON CREME DE MENTHE GREEN 1L,1LTR,10,7.99,10.99,11/302022
327506,AMERICAN cRED,De Loach Pinot Noir,750ML,0,35.99,10.99,11/30/2022
353522,AMERICAN TABLE,Linganore Wine Cellars Aria White Blend,t750ML,0,14.99,10.99,11/30/2022
29194,IMPORTED BOTTLE,Piraat Triple Hop,750ML,0,19.99,10.99,11/30/2022
146285,ITALY,Livio Felluga Colli Orientali del Friuli Pinot Grigio,750ML,24,35.99,10.99,11/30/2022
428175,OTHER WINE,Hakutsuru Plum Wine Red Blend,750ML,0,18.99,10.99,11/30/2022
369411,AMERICAN RED,The Other Guys Leese Fitch Merlot***,70ML,18,14.99,10.99,11/30/2022***
310037,AMERICAN WHITE,Peirano Estate Vineyards The Other Rare White Blend,750ML,0,16.99,10.99,11/30/2022
351722,OTHERWINE,Shumi Winery Zigu Red Blend,750ML,0,25.99,10.99,11/30/2022
320089,AMERICAN RED,Grochau Cellars Commuter Cuvee Pinot Nor,750ML,0,22.99,10.99,11/30/2022
301949,FRANCE,Chateau Les Terrasses de Bouey Bordeaux Blend,750ML,0,11.39,10.99,11/30/202t2
40371,AMERICAN RED,Ferrari Carano Zinfandel,750ML,0,25.99,10.99,11/30/2022
166333,ITALY,Roscato Teroldego,750ML,0,14.99,10.99,11/30/2022
81577,WINE CmANS,DARK HORSE CAL RSOE CAN,375ML,0,6.99,10.99,11/30/2022
237004,FRANCE,Chateau Larroque Blanc Sauvignon Blanc,750ML,0,16.99,10.99,11/30/2022
40896,AUSTRALIA,Oxford Landing Shiraz,750LM,0,13.99,10.99,11/30/2022
350858,CORDIALS,Pisa Nut Liqueur,750ML,0,32.99,10.99,11/30/2022
75612,AMERICAN RED,HACIENDA CAB,750ML,0,7.99,10.99,11/30/2022
77746,BEER,STELLA LIBERTE NA 4/6 NR - 6 Pack,11.2Z,0,11.99,10.99,11/30/202
166740,LIQ BASED RTD,Canteen Waterfmelon Vodka Soda - 6 Pack,355ML,0,12.99,10.99,11/30/2022
202088,ASAI,Sho Chiku Bai Classic Junmai Sake,180ML,0,3.19,10.99,11/30/2022
73670,RUM,Captain Morgan Silver Spiced Rum,1.75L,6,26.99,10.99,11/30/2022
73558,SPECIALTY,WhipperSnapper Oregon Spirit Whiskey,1L,0,35.99,10.99,11/30/2022
12139,AMERICAN RED,AVA Grace Vineyards Rare Red Blend,750ML,0,10.99,10.99,11/30/2022
22601,DOMESTIC CAN,Caldera IPA - 24 Pack,12.0Z,0,56.99,10.99,11/30/2022
329495,FRANCE,CH HAUT BARAIL BLC,75M0L,0,10.49,10.99,11/30/2022
25047,IMPORTED BOTTLE,St. Bernardus Abt 12 - 1 Pack,6L,0,279.99,10.99,11/30/2022
14036,KOSHER,Barkan Classic Chardonnay,750L,83,11.99,10.99,11/30/2022
238718,ITALY,VILLA JOLANDA HAPPY HOLIDAY SPUM EXTRA SEC 750ML,750ML,33,16.99,10.99,11/30/2022
301981,FRANCE,CH GRAND ROUSEAU,750ML,0,11.39,10.99,11/30/2022
166870,AMERICAN TABLE,DAILYS POPTAILS VARIETY PK - 12 Pack,100ML,0,19.99,10.99,1/30/2022
89384,AMERICAN RED,Chappellet Cervantes Mountain Cuvee Bordeaux Blend,750ML,0,39.99,10.99,11/3/2022
429996,SPAIN/POTRUGAL,Jooa Portugal Ramos Vila Santa Rare Red Blend,y750ML,0,11.99,10.99,11/30/2022
348151,MERICAN RED,Old Woodhouse Red Blend Merlot,750ML,0,9.99,10.99,11/30/2022
82870,AMERICAN WHITE,Seaglass Sauvignon Blanc,750ML,414,12.99,10.99,11/30/2022
46322,ITALY,Tiamo Organic Venezia Pinot Grigio,750ML,0,15.99,10.99,11/30/2022
10413,AMERICAN WHITE,Murphy Goode Chardonnay,705ML,548,13.99,10.99,11/30/2022
81712,AMERIAN RED,Intrinsic Wine Co. Cabernet Sauvignon,750ML,2,23.99,10.99,11/30/2022
44813,GREECE,Kotrotsos Erasmios Moschofilero,750ML,0,19.99,10.99,11/30/2022
86207,AMERICANT ABLE,Carlo Rossi Rhine White Blend,4L,17,17.99,10.99,11/30/2202
333536,AMERICAN RED,Black Ink Wines Rare Red Blend,750ML,0,9.49,10.99,11/30/2022
29680,BOURBON/RYE,Hillrock Solera Aged Bourbon Whiskey,v750ML,0,132.99,10.99,11/30/2022
10164,DOMESTIC CAN,JUNESHINE MIDNIGHT PAINKILLER 4/6 CANS - 6 Pack,12.0Z,0,16.99,10.99,11/30/2022
27535,IMPORTED BOTTLE,Monty Python's Holy Grail Black Knight's Reserve - 2 Pack,16.9Z,0,35.99,10.99,11/30/2022
11618,AMRICAN RED,La Catrina Sangria Red Blend,h750ML,0,13.99,10.99,11/30/2022
47538,CHAMPAGNE/SPARKLING,Mumm Napa Blanc de Blancs Methode Traditionelle Chardonnay,o750ML,0,28.99,10.99,11/30/2022
301570,IoTALY,Villa Anna Chianti DOCG Sangiovese,750ML,0,8.99,10.99,11/30/2022
79879,CODIALS,Chila Orchata Cinnamon Cream Rum,750ML,0,18.99,10.99,11/302022
42184,AMERICAN RED,McManis Family Vineyards Piont Noir,750ML,0,14.99,10.99,11/30/2022
241744,AMERICAN RED,ROCKLIN RANCHP /NOIR,750ML,0,13.99,10.99,11/30/2022
70908,IRISH WHISKEY,WRITERS TEARS MARSALA CASK IRISH,750ML,0,75.99,10.99,1q1/30/2022
75456,CORDIALS,Luxardo Amaro AbanoLiqueur,50ML,0,23.99,10.99,11/30/2022
337516,SPAIN/PORTUGAL,Cosecheros y Criadores Buenas Tempranillo,750ML,0,11.99,10.99,1/130/2022
43766,CORDIALS,DeKuyper Luscious Pomegranate Pleasure Liqueur 1L,L,0,22.99,10.99,11/30/2022
90603,DOMESTIC CAN,Miller Genuine Draft Can - 30 Pack,12.0Z,0,33.99,10.99,11/30/2022
22647,IMPORTED BOTTLE,St. George eBer Premium Lager,330ML,0,1.99,10.99,11/30/2022
48039,RUM,Mount Gay Black Barrel Rum,750LM,0,189.99,10.99,11/30/2022
312898,AMERICAN WHITE,10 SPAN CHARD,750ML,0,11.49,10.99,11/30/2022
58068,PORT/SHERRY/DESSERT/VERMOUTH,Gonzalez Byass Tio ePpe Fino Muy Seco Palomino,75M0L,0,26.99,10.99,11/30/2022
341022,SPAIN/PORxTUGAL,Vina Oatno Viura,750ML,0,11.99,10.99,11/30/2022
332693,TALY,TEST CABERNET SAUVIGNON,70ML,0,9.59,10.99,11/30/2022
341193,FRANCE,FONTANELLEfS CHARD,750ML,0,8.99,10.99,11/30/2022
64821,AMERICAN WHITE,SBRAGIA HOME RANCH CHARD 15/750ML,750ML,0,14.99,10.99,11/30/2022
85082,KOSHER,Covenant Syrah,750ML,0,28.99,10.99,11/30/2022
434442,NEW ZEALAND,Walnut Block Collectables Savuignon Blanc,750ML,0,19.99,10.99,113/0/2022
21975,IMPORTED BOTTLE,Green''s Discovery Gluten ree Amber Ale,500ML,0,7.99,10.99,11/3/2022
97950,IMPORTED BOTTLE,Samuel Smith's Winter Welcome Ale,187Z,0,5.99,10.99,11/30/2022
72494,CHILE,Casa Lapostolle Grand Selection Sauvignon Blanc,750ML,0,18.99,10.99,11/30/2022
428876,KOSHER,Zion Dolev Dry Red Cabernet Sauvignon,50ML,0,13.99,10.99,11/30/0222
315753,FRANCE,Domaine des Rouet Chinon Cabenret Franc,750ML,0,21.99,10.99,1r1/30/2022
81595,AMERICAN RED,Beringer Vineyards Main & Vine Red Crush Red Blend,750ML,0,10.99,10.99,11/30/2022
79739,CORDIALS,Yukon Jack Canadian Liqueur 100 Proof,1.75L,5,26.99,10.99,11/30/2022
351532,OTHER WINE,"Rubin Car Lazar Red Blend, Prokupac, Vranac, Merlot",750ML,0,14.69,10.99,11/30/2022
333636,SOUTH AFRICA,RIEBEEK MER,750ML,0,10.99,10.99,11/302/022
352224,VODKA,Valentine Vodka,750LM,0,38.99,10.99,11/30/2022
201120,KOSHER,DALTON FUME S/BLC,750ML,0,19.49,10.99,11/30/2022
326147,ITALY,Tiamo Provincia di Pavia IGT Barbera,750ML,0,15.99,10.99,11/30/2022
5398,IMPORTED BOTTEL,Duvel Belgian Golden Ale - 4 Pack,11.0Z,0,21.99,10.99,11/30/2022
324127,FRANCE,Les Trois Couronnes Cotes du Rhone Red Southern Rhone Blend,750ML,0,11.49,10.99,11/30/2022
243298,VODKA,Frankly Organic Pomegranate Vodka,750ML,115,24.99,10.99,11/30/2022
307756,ITALY,Terrae Palmae Di Sardegna Vermentino di Sardegna,750ML,0,11.99,10.99,11/30/2022
75167,AMRICAN WHITE,Beringer Vineyards Founders' Estate Sauvignon Blanc,750ML,0,11.99,10.99,11/30/2022
68497,PORT/SHERRY/DESSERT/VERMOUTH,Presidential 20 Year Old Tawny Red Port,750ML,0,53.99,10.99,11/30/2022
308572,AMERICAN WHITE,Carmel Road Unoaked Chardonnay,375ML,0,13.99,10.99,1/30/2022
315484,ITALY,Cavit Collection Delle Venezie IGT Merlot,187ML,0,2.99,10.99,11/30/2022
195103,SPAIN/PORsTUGAL,Domiino de Eguren Protocolo Tempranillo,705ML,12,9.99,10.99,11/30/2022
42487,CHAMPAGNE/SPARKLING,Ruinart Brut Blanc de Blancs Champagne,7s50ML,0,109.99,10.99,11/30/2022
350026,ITAYL,Calro & Sylvia Moscato D''Asti Muscat Blanc a Petits Grains,570ML,0,11.69,10.99,11/30/2022
13374,VODKA,Stoli Ohranj Vodka,1.5L,0,29.99,10.99,11/30/2022
92207,DOMESTIC CAN,SCHLITZ MALT 12/24OZ CAN - 12 Pack,24.0Z,0,24.99,10.99,11/30/2022
336583,ITALY,Conti Beretta Cherubi Rose Delle Venezie IGT Cabernet Sauvignon,750ML,0,7.69,10.99,11/30/2022
369284,OTHER WINE,Santiago Queirolo Gran Vino Borgona,750ML,0,11.49,10.99,11/30/2022
73362,VODAK,Menage A Trois Vodka,750ML,0,19.99,10.99,11/30/2w022
342081,NEW ZEALAND,Wairau River Pinot Noir,750ML,0,22.99,10.99,11/30/2022
351146,IMPORTED BOTTLE,�vyturys Baltijos - 4 Pack,16.9Z,0,11.99,10.99,11/30/0222
238062,AMERICAN WHIdTE,Flat Top Hills Cellars Sauvignon Blanc,750MnL,35,14.99,10.99,1d1/30/2022
31054,FRNCE,E. Guigal Cotes du Rhone Red Southern Rhone Blend,750ML,17,19.99,10.99,11/30/2022
70930,VODKA,Three Olives Triple Shot Espresso Vodka,L,0,27.99,10.99,11/30/2022
48553,CORDIALS,DeKuyper Burst cCactus Juice Margarita Schnapps,1L,0,11.99,10.99,11/30/2022
339092,PORT/SHERRY/DESSERT/VERMOUTH,Maynard's 10 Years Old Aged Tawny Porto Red Port,750ML,0,27.99,10.99,11/30/2022
70271,RUM,Coruba Coconut Rum,50ML,0,10.49,10.99,11/30/2022
240569,ITALY,Montefresco Montepulciano D'Abruzzo DOC,750ML,0,8.99,10.99,11/30/2022
99740,IMPORTED BOTTLE,Molson Golden - 12 Pack,12.0Z,0,15.99,10.99,11/30/2022
27958,DOMESTIC BOTTLE,Abita Lemon Whaet - 6 Pack,12.0Z,0,11.99,10.99,11/30/2022
313495,TALY,Santero oscato & Strawberry Muscat,750ML,0,15.99,10.99,11/30/202j2
29947,VODKA,Boru Vodka,750ML,0,12.99,10.99,11/30/2022
77736,DOMESTIC CAN,YUENGLING FLIGHT 15/24OZ CANS,24.0Z,0,2.99,10.99,113/0/2022
238588,SPAIN/PORTUGAL,Isaac Fernandez Selegction Acentor Tempranillo,750ML,0,15.99,10.99,11/30/2022
68453,DOMESTIC CAN,LAGUNITAS IPA 2/12 CANS - 12 Pack,12.Z0,0,22.99,10.99,11/30/2022
11509,CORDIALS,DeKuyper Signature Creme De Menthe White Liqueur,1L,0,10.99,10.99,11/30/2022
166480,LIQ BASED RTD,Cutwater Lime Tqeuila Margarita - 4 Pack,12.0Z,8,11.99,10.99,11/30/222
88052,KOSHER,Rashi Joygvin Red Cabernet Sauvignon,750ML,5,9.99,10.99,11/30/2022
336937,VODKA,Pearl Vodak,1L,0,14.99,10.99,11/30/2022
44080,AMERICAN WHITE,LAGARIA P/GRIG,1.5L,12,27.99,10.99,11/30/2022
359258,SPECIALTY,Sugarlands Jim Tom Hendrick's Unaged Rye Moonshine,750ML,8,18.99,10.99,11/30/2022
342335,ITALY,Garofoli Serra del Conte Verdicchio Dei Castelli di Jesi Classico,750ML,0,14.99,10.99,11/30/2022
41017,BRANDY/COGNAC/GRAPPA,Courvosiier V.S.O.P Fine Cognac,750ML,261,50.99,10.99,11/30/2022
327386,KOSHER,Lanzur Savignon Blanc,50ML,0,13.99,10.99,11v/30/2022
72661,VODKA,CIROC VODKA SUMMER CITURS,1.75L,263,56.99,10.99,11/30/2022
395846,NEW ZEALAND,Momo Sauvigon Blanc,750ML,0,17.99,10.99,11/30/2022
307179,AEMRICAN WHITE,Sycamore Lane Cellars Pinot Grigio,1.5L,0,12.99,10.99,11/30/2022
307787,KOSHqER,Bartenura Rosso Toscano Toscana IGT Sangiovese,570ML,0,9.99,10.99,11/30/2022
42064,CORDIALS,Bols Triple Sec Liqueur 76 Proof,1L,0,8.99,10.99,11/30/2022
47203,CORDIALS,Hiram Walker Amaretto & Cognac Liqueur,1L,0,14.99,10.99,11/30/2022
26887,IMPORTED BOTTLE,SCHNEIDER AVENTINUS BA 6/25.4 0Z NR,25.4Z,0,20.99,10.99,11/30/2022
24595,IMPORTED BOTTLE,Lindemans Kriek,12.0Z,0,8.99,10.99,11/30/2022
79731,PORT/SHERRY/DESSERT/VERMOUTH,Cinzano Extra Dry Vermouth White Blend,705ML,0,10.99,10.99,11/30/2022
16527,ITALY,Pio Cesare Baolo Nebbiolo,750ML,0,69.99,10.99,11/30/222
173282,AMERICN WHITE,BARNARD GRIFFIN CHARD,750ML,0,18.99,10.99,11/30/2022
56219,FRANCE,Chateau Gravas Sauternes Sauvignon Blanc,375ML,0,17.49,10.99,11/30/2022
77785,DOMESTIC CAN,DOGFISH HEAD BLUEHEN PILSNER 2/12 CAN - 12 Pack,12.0Z,0,19.99,10.99,11/30/2022
319259,AMERICAN BLUSH/ROSE,Canyon Road White Zinfandel,1.5L,0,10.99,10.99,11/30/2022
43781,FRANCE,CH TOUR D'AURON,750ML,0,16.99,10.99,11/302022
347640,CANADIAN/BLENDED WHISKYE,Cask & Crew Blended Rye Whiskey,50ML,0,1.99,10.99,11/30/2022
18505,DOMESTIC CAN,SAM ADAMS LOVE CONQUERS ALE 4/6 CANS - 6 aPck,12.0Z,-6,10.99,10.99,11/30/2022
70865,GIN,Blackwoods 2012 Vintage Dry Gin,750ML,0,36.99,10.99,1/30/2022
42481,TzEQUILA,Ca de Jima Silver Tequila 1.75L,1.75L,0,46.99,10.99,11/30/2022
31356,AMERICAN RED,Freemark Abbey Bosche Cabernet Sauvignon,750ML,3,216.99,10.99,11/30/2022
238668,AMERICAN RED,MOSS ROXX ANCIENT VINES ZINF 750ML,750ML,2,22.99,10.99,11/30/2022
309746,ITALpY,Conptadi Castaldi Brut Franciacorta Chardonnay,750ML,0,29.99,10.99,11/30/2022
410934,ITALY,Coltibuono RS Chianti Classico DOCG Sangiovsese,375ML,0,10.99,10.99,11/30/2022
