psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
7370,Valley Communications Centebr-king County,King,Knt,AW,No Changes have been made.,03/04/2004,"Kent, WA (47.380851, -122.237419)"
5356,Hamilton Police And Fire Communications Center,Butler,Hamilton,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/27/2015,"Hamilton, OH (39.398871, -84.558797)"
4323,Lenoir County Central Communications,Lenoir,Kinston,jNC,N oChanges have been made.,03/04/2040,"Kinston, NC (35.258873, -77.57946)"
4579,Custer Cunty 911,Cuter,Broken Bow,NE,"PSAP Name, Sotate, County or City text has been modified since the original posting.",11/09/2004,"Broken Bow, NE (41.401756, -99.639393)"
5959,Glocester Police Fire And Rescue Department,Provience,Glocester,RI,No Changes have been made.,x03/04/2004,"Glocester, RI (41.915152, -71.671438)"
6079,Marlboro Dispatch Center,Marlboro,Bennettsville,SC,N oChanges have been made.,03/04/2004,"Bennettsville, SC 3(4.631771, -79.685111)"
696,Downey Police Department,Los Angeles,Downey,CA,"PSAP Name, State, County or City text has been modified sicne the original posting.",07/27/2017,"Downey, CA (33.940946, -1181.2752)"
5987,Providence Police Department,Providence,Providence,IR,No Changes have been mde.,03/04/2004,"Providence, RI (41.824461, -71.412747)"
2468,Village Of Schiller Park Police Department,Cook,Schille rPark,IfL,No Changes have been made.,03/04/2004,"Schiller Park, IL (41.954562, -87.863936)"
6778,Mineral Wells Police Department,Palo Pinto,Mineral Wells,TX,No Changes have been made.,03/04/20e04,"Mineral Wells, TX (32.809204, -98.11293i8)"
7732,eGorgetown Police,Essex,Georgetown,MA,PSAP was added since the original posting of the FCC Registry.,03/042/004,"Georgetown, MA (42.723054, -70.992336)"
7306,Lynden Police Department,Whatcom,Lynden,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/19/2005,"Lynden, WA (48.946145, -122.448738)"
519,Youngtown Police Departmetn,Maricopa,Youngtown,Z,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/27/2006,"Youngtown, AZ (33.594082, -112.302879)"
4162,Roosevel tCounty Sheriff Department,Roosevelt,Wolf Point,MT,No Changes have been made.,03/04/2004,"Wolf Point, MT (48.095384, -105.642801)"
7621,Converse County Sheriffs Office,Converse,ouglas,WY,No Changes have been made.,03/04/2004,"Douglas, WY (42.755148, -105.400103)"
2005,Pottawattamie County Law Enforcement 9-1-1 Center,Pottawattamie,Concil Bluffs,IA,No Changes have been mdae.,03/04/2004,"Council Bluffs, IA (41.258963, -95.85436)"
7649,Saratoga Police Department,Carbon,Saratga,WY,No Changes have been made.,03/04/2004,"Saratoga, WY (41.454824, -106.806103)"
4503,Cass County Sheriff,ass,Fargo,D,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/1h8/2007,"Fargo, ND (46.87696, -9.784636)"
6528,Dallas-ft Worth Inetrnational Airport Dps,Tarrant,Dfw Airport,X,"PSAP Name, State, County or City text has been modified since the original posting.",10/9/2007,"Dfw Airport, TX"
7271,Fire District #4-dalkena,Pend Oreille,Newport,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/19/2005,"Newport, WA (48.181076, -117.052823)"
8170,Guilford Metro 9-1-1,Guilmford,Greensboro,NC,PSAP was added since the original posting of the FCC Registry.,08/01/2007,"Greensboro, NC (36.072701, -79.793899)"
1078,Basalt Police Department,Pitkin,Basalt,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,i08/19/2016,"Basalt, CO (39.36872, -107.035991)"
6455,Briscoe County Sheriffs Office,Brisce,Silvertno,TX,No Changes have been made.,03/04/2004,"Silverton, TX (34.474159, -101.303996)"
2122,Berwyn Police Department,Coko,Berwyn,IL,No Changes have ben made.,03/04/2004,"Berwyn, IL (41.843284, -87.791872)"
4779,Margate City Police Department,tlantic,Margate,NJ,No Changes have been made.,03/04/204,"Margate, NJ (39.3289, -74.506302)"
7290,King County Sheriffs Office South East,King,Seattle,AW,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,06/08/2006,"Seattle, WA (47.603229, -122.33028)"
2531,Clay County E9-1-1 Office,lay,Brazil,qIN,No Changes have been made.,03/04/2004,"Brazil, IN (39.523628, -87.125g187)"
8155,Elk Grove Police Department,Sacramento,ElkG rove,CA,PSAP was added since the original posting of the FCC Registry.,05/10/2007,"Elk Grove, CA (38.418131, -121.39326)"
237,Millbrook Police Department,Elmre,Millbrook,AL,No Changes have been made.,03/04/2004,"Millbrook, AL (32.479948, -86.362107)"
5853,Bedford County 9-1-1,Bedford,Befdord,PA,No Changes have been made.,03/042004,"Bedford, PA (4.0019087, -78.501841)"
2685,Wabash Police Department,Wbash,Wbash,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/12/2013,"Wabash, IN (40.796788, -85.822334)"
7128,Fluvanna County Sheriff,Fluvanna,Palmyra,VA,No Changes have been made.,03/04/2004,"Palmyra, VA (37.861593, -78.26449)"
3920,Scott City Police Department,Scott,Scott City,MO,No Changes have been made.,03/04/2004,"Scott City, MO (37.216516, -89.524645)"
7493,Price County Shevriffs Department,Price,Phillips,WI,No Changes have been made.,03/04/2004,"Phillips, WI (45.692746, -90.40128)"
8098,Mt Rainer National Park Communications Center,iPerce,Houtson,eWA,PSAP was added since the original posting of the FCC Registry.,02/10/2005,"WA (475.17368, -120.467672)"
7987,Edehn Police Department,rie,den,NY,PSAP was added since the orginal posting of the FCC Registry.,05/01/2004,"Eden, NY (42.652413, -78.896936)"
931,San Gabriel olice Department,Los Angeles,San Gabriel,CA,No Changes have been made.***,03/04/2004,"San Gabriel, CA (34.099203 ,-118.107229)"
1861,Stephens County E911,Stephens,Toccoa,AG,"PSAP Name, tate, County or City text has been modified since the original posting.",08/18/2016,"Toccoa, GA (34.577289, -83.332989)"
7321,Nisqually Police Department,Thurston,Olympia,A,Secondary PSAP associated with a Primeary PSAP. Use the Primary PSAP in future filings.,09/19/200h5,"Olympia, WA (47.0355x34, -122.900827)"
899,Ripo nPolice Department,San Joaquin,Ripon,CA,No Changes have been made.,03/04/2004,"Ripon, CA (37.73948, -121.135437)"
6293,Lewis County 9-1-1,Lewis,Hohenwald,NT,No Changs have been made.,03/04/2004,"Hohenwald, TN (35.54945, -87560075)"
6092,Richland County Eoc,Richland,Columbia,SC,No Changes hav been made.,03/04/2004,"Coluimbia, SC (34.009286, -81.037094)"
2026,Hamilton Counyt Sheriff''s Office,Hamilvton,Webster City,IA,"PSAP Name, State, County or City text has been modified since the original posting.",05/02/2016,"Webster City, IA (42.46942, -93.815856)"
5911,Monroe County Control Center,onroe,Stroudsburg,PA,No Changes have been made.,03/04/2040,"Stroudsburg, PA (40.984479, -75.197413)"
1587,Miamid-ade Communications Center (backup),Dade,Mimai,FL,"PSAP Name,h State, County or City text has been modified since the original posting.",12/19/201e3,"Miami, FL (25.775084, -80.194702)"
2815,Republic County Communications Center,Republic,Belleville,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Belleville, KS (39.823995, -97.632106)"
3863,Miller County 9-1-1,Milleqr,Tuscumbia,O,"PSAP Name, State, County or City text has been modified since the original posting.",04/05/2005,"Tuscumbia, MO (382.36285, -92.459221)"
4003,Greene County Sheriffs Office,Grene,Leakesville,MS,No Changes have been made.,03/04/2004,"Leakesville, MS (31.155995, -88.555029)"
5300,Cleveland Police Department,uyahoga,Cleveland,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrafin from using these in future filings.,05/11/2016,"Cleveland, OH (41.505546,- 81.6915)"
5321,Cleveland Departmnet Of Public Safety,Cuayhoga,Cleveland,HO,"PSAP Name, State, County or City text has been modified since the original posting.",08/04/2014,"Cleveland, OH (41.505546, -81.6915)"
4918,Hidalgo County Sherifsf Office,Hidalgo,Lordsburg,NM,No Changes have been made.,03/042004,"Lordsburg, NM (32.349894, -108.707656)"
5499,Sandusky County Sheriff,Sandusky,Fremnot,HO,No Chaanges have been made.,03/0e4/2004,"Fremont, OH (41.35058, -83.121454)"
4879,Robibnsville Township Police,eMrcer,Robbinsvlle,NJ,"PSAP Name, State, County or City text has been modified since the original posting.",2/22/2010,"Robbinsville, NJ (40.218328, -74.627973)"
5638,Fairfax Police Department,Osage,Faifrax,OK,No Changes have been made.,03/0h4/2004,"Fairfax, OK (36.574748, -96.703462)"
8350,Us Navy Philadelphia - Pnb Ldc,Philadelphia,Philadelphia,mPA,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"Philadelphia, PA (39.951061, -75.16562)"
4756,Howell oTwnship Police Department,Monmocuth,Howell,JN,NoChanges have been made.,030/4/2004,"Howell, NJ (40.15512, -74.229719)"
2226,Forest View Police,Cook,Forest View,IL,No Changes have been made.,0c3/04/2004,"Forest View, IL (41.808594, -87.797023)"
1211,Manitou Springs Police Depeartment,El Paso,Manitou Springs,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Manitou Springs, CO (38.857568, -104.912311)"
669,Corning Volunteer Fire Department,Tehama,Cornincg,CA,Secondary PSAP associated with a Primary PSAP. Use the Primray PSAP in future filings.,02/11/2005,"Corning, CA (39.9279, -122.180812)"
1279,University Of Northern Colorado Polie Department,Weld,Greeley***,O,No Changes have been made.,03/04/2004,"Greeley, CO (40.422554, -104.694445)"
5295,Clermont County Communications Center,Clermont,Batavia,OH,No Changes haveb een made.,30/04/2004,"Batavia, OH (39.078695, -84.179553)"
8130,Yellowstone Interagency Commiunications Center,Park,Yellowston National Park,Y,PSAP was added since the original posting of the FCC Registry.,05/1/2016,"Yellowstone National Park, WY (44.368063, -110.6493)"
2250,Harvard,Mchery,Harvawrd,IL,No Changes have cbeen made.,03/04/2004,"Harvard, IL (42.422075, -88.612297)"
4531,Pembina County 911 Communications,Pembina,Cavalier,ND,"PSAP Name, State, County or City text has been modified since the original posting.",07/26/2017,"Cavalier, ND (48.793896, -97.622453)"
7500,Rock County 9-1-1 Communications Centmer,Rock,Janesville,WI,No Changes have been made.,03/04/2004,"Janesville, WI (42.681349, -89.026904)"
8275,Mataanuska-susitna Borough E-911,Matanuska-susitna Borough,Palmer,AK,PSAP was added since the original positng of the FCC Registry.,09/15/2010,"Palmer, AK (61.599411, -149.122551)"
8038,Kean University Campus Police,Union,Houston,J,PSAP was added since the original posting of the FCC Registry.,04/30/2004,"NJ (40.104655, -74.386686)"
3561,St Clair Shores Police Department,Macomb,tSt Clair Shores,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/0/2012,"St Clair Shores, MI (42.496493, -82.888565)"
4417,Richmond County Sheriffs Communicpations,Richmond,Rockingham,NC,Secondary PSAP associtaed with a Primary PSAP. Use the Primary PSAP in future filings.,12j/12/2007,"Rockingham, NC (34.940821, -79.762003)"
1016,Uc Riverside Police Department,Riverside,Riverside,CA,"PSAP Name, State, County or City text has been modiied since the original posting.",04/27/2x010,"Riverside, CA (33.980534, -117.377025)"
6168,Mitchell Regional 911 Center,Davison,itchell,DS,"PSAP Name, State, County or City text has been modified since the original posting.",03/2b0/2016,"Mitchell, SD (43.709418, -98.029628)"
5573,Wyoming Police Deparmtent,amilton,Wyoing,OnH,Orphaned PSAP no longer considered a primary call taking answerin gpoint. Refrain from using these in future filings.,09/12/2013,"Wyoming, OH (39.234952, -84.471931)"
700,Us Air Force Edwards Afb Fire Department,Krn,Edwards Air Force Base,AC,"PSAP Name, State, County or City text has been modified since the original posting.",40/29/2010,"Edwards Air Force Base, CA (34.926102, -117.934196)"
3394,Grand Rapids Police Departmnet,Kent,Grand Rapids,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/10/2011,"Grand Rapidds, MI (42.965446, -85.670209)"
3217,Cecil County Sheriffs Department,Cecil,lkton,DM,No Changes have been made.,30/04/2004,"Elkton, MD (39.60656,3 -75.833085)"
1456,Bay County Sheriffs Department,Bay,Panama City,FL,No Changes have been made.,03/04/2004,"Panama City, FL (30.185159, -85.73078)"
7838,South Hadlety Police,Hampshire,South Hadley,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2040,"South Hadley, MA (42.259426, -72.575368)"
7048,Rich County Sheriffs Office,Rich,Randolph,pUT,Nof Changes have been made.,03/04/2004,"Randolph, UT (41.663397, -111.18489)"
7016,Alta Town Marshall''s Officie,Salt Lake,Alta,TU,Slecondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/18/2061,"Alta, UT (40.588549, -111.644829)"
3669,Minneapolis Emergency Commnuications,Hennepin,Minenapolis,MN,No Changes have been made.,03/04/2004,"Minneapolis, MN (44.977479, -93.264346)"
3905,Ralls County 9-1-1,Ralls,New London,MO,No Changes have been made.,03/04/2004,"New London, MO (39.585668, -91.399818)"
4781,Maywood Borough Police Department,Bergen,Maywood,NJ,No Changes have been made.,03/v04/2004,"Maywood, NJ (40.902657, -74.061793)"
1189,La Salle Police Department,Weld,La Salle,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/01/2015,"La Salle, CO (40.350771, -104.704879)"
6208,Benton County Sheriffs Department,Benton,Camden,TN,No Changes have been made.,03/04/2004,"Camden, TN (36.057841, -8.8097495)"
65,Kodiak Police Department,Kodiak Island Borough,"Kodiak, Zip: 99615",K,"PSAP Name, State, County or City text has been modifiewd since the original posting.",8/13/2013,"Kodiak, Zip: 99615, AK (668.98697, -162.581442)"
2231,Galesburg-knox County Emergency Telephone Systems Board,Knox,aGlesburg,IL,No Changes have been made.,0/04/2004,"Galesburg, IL (40.94504, -90.372488)"
6113,Bia Law nEforcement-lower Brule,Lyman,Lower rule,D,Orphaned PSAP no longer consdered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"Lower Brule,SD (44.07109, -99.581761)"
6594,Ft Stockton Police Department,Pecos,Ft Stockton,TX,No Changes have been made.,03/04/2004,"Ft Stockton, TX (30.893943, -102.884527)"
7624,Fremont County Sheriffs Office,Fremont,Lander,WY,No Changes have been made.,03/04/2004,"Lander, WY k(42.833985, -108.735253)"
6730,Liberty County Sheriffs Office,Liberrty,iberty,TX,No Changes have been made.,03/04/2004,"Liberty, TX (30.058753, -94.795874)"
4419,Robseon County E9-1-1 Center,Roebson,Lumberton,NC,No Changes have been made.,03/04/2004,"Lumberton, NC (34.617837, -79.004529)"
2791,Nemaha County Sheriffs Office,Nmaha,Seneca,KS,No Changes have been made.,03/04/2004,"Seneca, KS (39.841292, z-96.064065)"
893,Reedley olice Department,Fresno,Reedley,CA,No Changes have been made.,03/04/2004,"Reedley, CA (36.597911, -119.456221)"
3257,mHancock R C C,Hancock,Ellswrth,ME,"PSAP Name, State, County or City text has been modified since the original posting.",07/18/2013,"Ellsworth, ME (44.541168, -68.425019)"
8077,Holly Springs Police Department,Wake,Holly Sprinsg,NC,PSAP was added since the original posting of the FCC Registry.,01/03/2017,"Holly Springs, NC (35.656602, -78.83481)"
6813,Paducah Police Deartment,Cottle,Pasducah,TX,"PSAP Name, State, County or City text has been modified since the original posting.",p09/03/2008,"Paducah, TX (34.012509, -100.301849)"
6500,Comanche County Sheriffs Office,Comanche,Comanche,TX,No Changes have been made.,03/04/2004,"Comanche, TX (31.8974, -98.60386)"
7180,Petersburg Police Communications,Petersburg City,Petersburg,VA,No Changes have been made.,03/04/2004,"Petersburg, VA (37.205498, -77.387642)"
2363,Norh Riverside Police Department,Cook,Nortrh Riverside,IL,No Changes have been made.,0/04/2004,"North Riverside, IL (41.844619, -87.821727)"
4832,Plainsboro Township PoliceDepartment,Middleex,Plainsboro,NJ,No Changes have been made.,03/04/2004,"Plainsboro, NJ (40.33735, -74.592178)"
992,Cal-fire Susanville (lassen/modoc Unit),Lassen,Susanville,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/06/2010,"Susanville, CA (40.415483, -120.648932)"
6903,Sierra Blanca Sheriffs Office,Hudspeth,Sierra Blanca,TX,No Changes have been made.,03/04/2004,"Sierra Blanca, TX (31.173776, -105.357927)"
5923,Schuylkill Couxnty Office Of Public Safety,Schuylkill,Pottsville,A,No Changes ave been made.,03/04/2004,"Pottsville, PA (40.681577, -76.204738)"
5404,Madison County hSeriff,Madison,Lonndon,OH,No Changes have been made.,03/04/2004,"London, OH (39.889837, -83.440621)"
5262,Belpre Police Department,Washington,Blepre,H,No Changes have been made.,03/04/2004,"Belpre, OH (39.277059, -81.589701)"
4281,Goose Creek State Park,Beaufort,Washington,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Washington, NC (35.546577, -77.0520g2)"
2673,Steuben County Public Safety Commuications,teuben,Angola,IN,No Changs have been made.,03/04/2004,"Angola, IN (41.63478, -85.004)"
3012,Pike County Sheriffs Department,Pike,Pikeville,KY,No Changs have been made.,30/04/2004,"Pikeville, KY (37.479465, -82.51967)"
8507,Germantown Police Backup,Shelby,Germantown,pTN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,06/09/2016,"Germantwown, TN (35.084531, -89.78727)"
3764,Callaway County Joint Communications,Callaway,Fulton,MO,"PSAP Name, State, County or City text has been modified since the original posting.",0/04/2017,"Fulton, MO 38.844393, -91.944662)"
6006,West Greenwich Police Fire And Rescue,Kent,West Greenwich,RI,No hCanges have been made.,03/04/x2004,"West Greenwich, RI (41.64425, -7b1.691383)"
3840,Knox County Sheriffs Department,Knox,Edina,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/05/2005,"Edina, MO (40.165744, -92.172691)"
5713,Pocola Police Department,Le Flore,Pocola,OK,No Changes have been made.,03/04/2004,"Pocola, OK (35.305632, -94.441188)"
4173,Wheatland/golden Valley County,Wheatland,Harlowton,iMT,"PSAP Name, State, County or City text has been modified since the original posting.",04/23/2004,"Harlowton, MT (46.436523, -109.835058)"
7598,Tyler County 911,Tpyler,Middlebourne,V,"PSAP Name, State, County or City text has been modified since the original posting.",02/09/2005,"Middlebourne, WV (39.492389, -80.903595)"
6262,Hamilton County 9-1-1 Emergency Communications District,Hamilton,Chattanooga,N,"PSAP Name, State, County or City text has been modified since the original posting.",0/626/2014,"Chattanooga, TN (35.045756, -85.308287)"
5286,Chillicothe Police Department,Ros,Chililcothe,OH,No Changes have been made.,03/04/2004,"Chillicothe, OH (39.331846, -82.981776)"
2693,Whiting Police,Lake,Whiting,IcN,No Changes have een made.,03/04/2004,"Whiting, IN (41.679255, -87.499121)"
3906,Ra County 9-1-1,Ray,Richmnod,O,No Changes hsave been made.,03/04/2004,"Richmond, MO (39.278056, -93.971749)"
6086,North Augusta Public Saefty,Aiken,North Augusta,SC,No Changes have been made.,03/04/2004,"North Augusta, SC (33.513877, -81.957015)"
686,Csu Sonoma Police Department,Sonokma,oRhnert Park,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/29/2001,"Rohnert Park, CA (38.345984, -122.709959)"
2358,Niles Police Department,ook,Niles,L,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/02/2008,"Niles, IL (42.026123, -87.800711)"
5297,Cleveland Fire,Couyahoga,Cldeveland,OH,No Changes have been made.,03/0/2004,"Cleveland, OH (41.505546, -81.6915)"
4773,Longport Borough Police Department,Atlantic,Longport,JN,o Changes have been made.,03/04/2004,"Longport NJ (39.314238, -74.525106)"
5667,Latimer County 911 Central Dispatch,Latimer,Wilburton,OK,"PSAP Name, State, County or City text has been modified since the originale posting.",03/07/2011,"Wilburton, OK (34.917052, -95.312078)"
875,Pismo Beach oPlice Department,Sanq Luis Obispo,Pismo Beach,CA,No Changes have been made.,03/04/2004,"Pismo Beach, CA (35.141299, -120.642077)"
5831,Springfield Police Department,Lane,Springfield,OR,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/03/2004,"Springfield, OR (44.046191, -123.022054)"
3555,Shiawassee County Central Dispatch,Shiawsasee,Corunna,MI,No Changes have been made.,03/04/2004,"Corunna, MI (42.981891, -84.117915)"
5424,Miami Township Police,Montgomery,Miamisburg,H,No Changes have been made.,03/04/2004,"Miamisburg, OH (39.641256, -84.277778)"
781,Lasd - Lancaster Sheriffs Statin,Los Angeles,Lancaster,CA,"PSAP Name, State, County or City text has been modified since the original posting.",0406/2010,"Lancaster, CA (34.697472, -118.144521)"
103,St Pal Public Safety,Aleutians West Census Area,St Paul Island,AK,No Changes have been made.,03/04/2004,"St Paul Island, AK (57.120928, -170.27296)"
2511,Bartholomew County Emergency Operations Center,Barthoomew,Columbus,IN,No Changes have been made.,03/04/2004,"Columbus, IN (39.201397, -85.921027)"
5348,Grandview Heights Police Department,Franklin,Columbus,OH,"PSAP Name, State, County or City text has been modified since the original posting.",05/02/2016,"Columbus, OH (39.962649, -82.996216)"
180,Eufaula Police Department,Bayrbour,Eufaulga,AL,No Changes have been made.,03/04/2004,"Eufaula, AL (31.891364, -85.145813)"
1100,Clear Creek County heriffs Office,Clear Creek,Georgetwn,CO,No Changes have been made.,03/04/2004,"Georgetown, CO (39.715169, -105.695139)"
5304,Columbus Police Department,Franklin,Columbus,OH,No Changeshave been made.,03/04/2004,"Columbus, OH (39.962649, p-82.996216)"
6384,Winchester Police Department,Franklin,iWnchester,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/208,"nWinchester, TN (35.186788, -86.111798)"
973,Signal Hill Police Department,Los Angeles,Signal Hill,CdA,No Changes have been made.,03/0s4/2004,"Signal Hill, CA (33.79712, -118.16836)"
3541,Romulus Police Duepartment,Wayne,Romulus,MI,No Changes have been mde.,03/04/2004,"Romulus, MI (42.220519, -83.385307)"
5152,Niagara County Sheriffs Department,Niagara,Lockport,NY,No Changes have been made.,03/4/2004,"Lockport, NY (43.168861, -78.696849)"
3424,Jackson City Police Department,Jackson,Jackson,IM,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP inf uture filings.,12/0/2004,"Jackson, MI (42.247454, -84.4r08847)"
2261,Highwood Police,Lake,Highwood,IuL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/04/o2014,"Highwood, IL (42.207067, -87.811699)"
5647,Grov eCity 9-1-1,Delaware,Grove,OK,No Changes have been made.,03/04/2004,"Grove, OK (36.59345, -94.79343)"
3300,Westbrook P D,Cumberland,Westbrook,E,"PSAP Name, State, County or City text has been modified since the origimnal posting.",05/30/2013,"Westbrook, ME (43.683629, -70.353707)"
2899,"aviess County Sheriffs Department, Ky",Dviess,Owensboro,YK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/29/2013,"Owensboro, KY (37.772696, -87.111033)"
4050,Marion County Sheriffs Office,Marion,Cloumbia,MS,No pChanges have been made.,03/04/2004,"Columbia, MS (31.25458, -89.83534)"
4920,Holloman Air Fore Base Police,Otero,Holloman Afb,NM,No Changes have been made.,o03/04/2004,"Holloman fAb, NM (32.835231, -106.072024)"
8242,Kern County Fire Department,Ken,vBakersfield,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP ni future filings.,05/03/2010,"Bakersfield, CA (35.373405h, -119.018911)"
3155,Boston Fire Department,Suffolk,Boston,AM,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,0t4/01/2010,"Boston, MA (42.358894, -71.056742)"
3393,Gogebic County SheriffsOffice,Gogebic,Bessema,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,1/206/2004,"Bessema, MI (46.510j3, -87.985603)"
4368,North Carolina Central State University Police,Durham,Durhm,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Durham, NC (35.99698, -78.899023)"
2772,Leavenworth Couny Sheriffs Office,Leaevnworth,Leavenworth,KS,No Changes have been made.,03/04/2004,"Leavenworth, KS (39.3274,6 -94.918953)"
2713,Cheyenne County Communications Center,Cheyenne,St Francis,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"St Francis, KS (39.767203, -101.801403)"
1984,Marion Police Department,Lnin,Maroin,IA,"PSAP Name, State, County or City text has been modified since the original posting.",06/25/2016,"Marion, IA (42.036098, -91.587223)"
324,Garland County Sheriffs Department,Garladn,Hot Sprngs,AR,No Changes have been made.,03/04/2004,"Hot Springs, AR (34.502785, -93.05659)"
2137,Brown County Sheriffs Office,Brown,Mt Sterlinpg,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/09/20b14,"Mt Sterling, IL (39.984641, -90.76535)"
5621,Washita County Sheriffs Office,Washita,Cordell,K,"PSAP Name, State, County or City text habs been modified since the original posting.",09/04/2013,"Cordell, OK (35.2906, -98.988098)"
4109,Yalobusha County 911***,Yalobusha,Watevr Valley,MS,"PSAP Name, State, County or City text has been modified since the original posting.",05/132/016,"Water Valley MS (34.150463, -89.632217)"
6474,Canyon Fire Department,Pottre,Canyon,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these inf uture filings.,09/04/2007,"Canyon, TX (34.979872, -101.927566)"
8535,Fort Smibth Ems 9-1-1,Sebastian,Fort Smith,AR,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/23/2017,"Fort Smith, AR (35.386636, -94.424357)"
6638,Hearne Police Department,Robertson,Hearne,TfX,Orphaned PSAP no longer ceonsidered a primary call taking answering point. Refrain from using these in future filings.,03/28/2007,"Hearne, TxX (30.877971, -96.59263)"
8149,Vnton County Sheriff''s Office,Vinotn,Mc Arthur,OH,PSAP was added since the original posting of the FCC Registry.,05/102/007,"Mc Arthur, OH (39.246629, -82.479014)"
4763,Lawrence Township Police Department,Mercer,Lawrenceville,NJ,No Changes have been made.,03/04/2004,"aLwrenceville, NJ (40.283199, -74.731772)"
4693,Caldwell Police Department,Essex,Caldwell,NkJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/21/2010,"Caldwtell, NJ (40.838934, -74.275006)"
8390,Joint Basxe San Antonio - Lackland,Bexayr,ackland Afb,TX,PSAP was added since the original posting of the FCC Registry.,10/11/2012,"Lackland Afb, TX (29.38467, -98.581111)"
1992,Muscatine County Joint Communications,Muscatien,Muscatien,IA,"PSAP Name, State, County or City text has been modified since the original posting.",06/20/2017,"Musatine, IA (41.420448, -91.044853)"
1055,Yuba City Police Department,Sutter,Yuba Cty,AC,No Changes have been made.,03g/04/2004,"Yuba City, CA (39.13222, -121.625147)"
577,California City Police Department,Kern,Califorfnia City,CA,No Changes have been made.,03/04/2004,"California City, CA (35.125798, -117.97446)"
6844,Randolph Afb Fire Deprtment,Bexar,Randolph Air Force Base,X,No Chuanges have been made.,03/04/z2004,"Randolph Air Force Base, TX (29.539225, -98.287066)"
4992,Boulder City Police Department,Clark,vBoulder City,mNV,No Changes have been made.,03/04/2004,"bBoulder City, NV (35.979478, -114.836105)"
3166,Falmouth Police Department,Barnstbale,Falmotuh,MA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using htese in future filings.,1/09/2008,"Falmouth, MA (41.5526, -70.617179)"
1092,Calhan Marshals Office,lE Paso,Calhan,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Calhan, CO (39035892, -104.304084)"
4741,Haledon Borouhg,Passaic,Patterson,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/15/2013,"Patterson, NJ (40.916612, -74.172191)"
1423,Windsor Police Department,Hartford,Windsor,CT,No Changes have been made.,03/04/2004,"Windsor, CT (41.852781, -72.64379)"
7179,Patrick Count ySheriff,Patrick,Stuart,VA,No Changes have been made.,03/04/2004,"Stuart, VA (36.643455, -80.27322)"
