X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,RecordStatus,LeaseNum,GeneralLocation,LeaseorPermit,TypeofLease,LeaseStartDate,LeaseExpirationDate,SLCApprovalDate,MinuteItem,Improvements,Latitude,Longitude
-13550141.8212,4693303.473,3354,{1D3751FB-49D3-49AE-8B6B-B9F4B94D60E5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5791,"Sycamore Slough, near the Town of Knights Landing",General Lease,Public Agency Use,12/10/2010,12/09/2035,12/03/2018,C06,,38.8016790000,-121.7229950000
-13576701.3159,4828159.4602,3355,{9D0847AB-9E3A-4E8B-AEEE-BA0048CB6D3F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2203,"Sacramento River, 2.1 miles upstream from Chico Landing",General Lease,Right of Way Use,07/21/1958,,10/14/1958,34,,39.7395030000,-121.9615830000
-13526493.5539,4614919.3952,3356,{F2CDFFC5-5BD8-4C61-BF2F-BA385173E7C3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6836,"Sacramento River, adjacent to 13900 River Road, near Locke",General Lease,Commercial Use,01/01/2013,12/31/2033,12/09/2022,41,,38.2508220000,-121.5105590000
-13573065.0647,4503685.4868,3357,{94C135A7-EB22-4C62-95EC-BA395240901B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9118,"Penitencia (Scott) Creek, APN 519-0820-002-13, city of Fremont",General Lease,Public Agency Use,06/29/2015,06/28/2045,06/29/2015,61,,37.4618910000,-121.9289180000
-13053261.7081,3896870.9845,3358,{E18543EF-6E23-44C2-B222-BA3DF4B3452C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5328,San Elijo Lagoon,General Lease,Public Agency Use,06/01/1977,05/31/2043,03/31/1977,19,,33.0118050000,-117.2594450000
-13142351.5871,3990151.3461,3359,{80499B05-9BD1-4963-909E-BA3F0E3D3CB6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9063,"adjacent to Warner Avenue, city of Huntington Beach",General Lease,Public Agency Use,04/26/2013,04/25/2033,04/26/2013,88,,33.7116670000,-118.0597530000
-13052259.944,3891701.7381,3360,{4618BCFF-C724-4C7C-91B4-BA4033EA12EE},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6982,San Dieguito River,Permit,Streets and Highways  - DOT Code 101.5,05/22/1986,,05/22/1986,16,,32.9728570000,-117.2504460000
-13375869.5999,4738113.5582,3361,{9E49BF55-7FD2-4833-AC3C-BA48ECA09F68},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4240,Lake Tahoe at Kaspian Recreation Area near Idlewild,General Lease,Public Agency Use,01/01/1980,12/31/2028,04/24/1980,26,,39.1146920000,-120.1574810000
-13524353.3254,4596896.139,3362,{BFCF347D-2D54-4F93-8729-BA74B8B07D19},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5522,"Westgate Landing, at the junction of Islemouth Slough, with the south fork of the Mokelumne River near Terminous",General Lease,Public Agency Use,04/01/1978,03/31/2027,08/31/1978,8,,38.1235650000,-121.4913330000
-13539337.4854,4678822.7462,3363,{C8680470-4F10-4A56-96EC-BA76D64DA429},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4621,"Sacramento River, adjacent to 7105 Garden Highway, near Sacramento",General Lease,Recreational and Protective Structure Use,02/28/2020,02/27/2030,02/28/2020,26,,38.7002310000,-121.6259380000
-13692580.0078,4621526.3366,3364,{0081996D-F09C-4843-AE69-BA90EDB95442},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6617,Pacific Ocean at Estero Americano and Bodega Bay,General Lease,Right of Way Use,08/01/2009,07/31/2024,06/28/2019,05,,38.2974160000,-123.0025390000
-13610008.6641,4513787.8935,3365,{AFF96832-542A-4293-AADC-BA96EF30212C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5713,Redwood City,General Lease,Public Agency Use,01/01/1979,12/31/2045,08/23/1979,30,,37.5338910000,-122.2607880000
-13492625.4894,4602040.5686,3366,{ABF4A208-410A-4CD2-BD47-BA9CB41527B8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8044,"Stanislaus River, near the city of Riverbank, Stanislaus and San Joaquin Counties; Mokelumne River, near the city of Lodi, San Joaquin County; Cosumnes River, near the town of Wilton, Sacramento County",General Lease,Right of Way Use,11/01/1998,10/31/2023,10/18/2018,C51,,38.1599110000,-121.2063170000
-13622171.3204,4952027.907,3367,{7DF91D8A-C2E2-4C3B-AF13-BAC109233508},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5260,Sacramento River at Redding,General Lease,Public Agency Use,01/22/1977,01/21/2026,04/28/1977,1,,40.5898250000,-122.3700470000
-13129470.9202,4372977.8859,3368,{66839E24-0333-4A5F-BDB8-BACC107CB20A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.5240960000,-117.9440440000
-13522688.2084,4663984.6672,3369,{89A7307E-B195-4C68-A775-BADA5A43F2C3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3406,16th Street bridge across the American River in Sacramento,Permit,Streets and Highways  - DOT Code 101.5,12/23/1965,,11/18/1965,6,,38.5961300000,-121.4763750000
-12756841.7265,4142650.9309,3370,{73B496C8-564D-4FFE-8461-BAE924AF7A1E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9120,"Colorado River, adjacent to 1122 Beach Drive, city of Needles",General Lease,Recreational and Protective Structure Use,02/21/2014,02/20/2024,02/04/2019,EO Rpt,,34.8436270000,-114.5966590000
-13539578.7148,4675370.0391,3371,{D587DED1-F047-4ACF-9CE8-BB00E5DF399B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5949,"Sacramento River, adjacent to 6047 Garden Highway, near Sacramento",General Lease,Recreational and Protective Structure Use,02/28/2020,02/27/2030,02/28/2020,22,,38.6760210000,-121.6281050000
-13509707.02,4574731.7441,3372,{A8D8FAF3-4EDD-46A4-8C21-BB1B8166A449},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4546,Calaveras River at Schenkel Island,General Lease,Right of Way Use,04/29/1970,04/28/1980,11/19/1970,11,,37.9667640000,-121.3597630000
-13554732.8597,4589619.5313,3373,{DCB2CBB1-C00E-472E-A9F5-BB2567A3E9DC},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8578,"Sacramento River, adjacent to 4460 West Sherman Island Road, on Sherman Island, near the city of Rio Vista",General Lease,Recreational Use,12/01/2015,11/30/2025,06/29/2015,52,,38.0721240000,-121.7642370000
-13573841.7408,4742323.2526,3374,{F03C4DFD-730F-40B0-BE88-BB29324EE3C8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2990,"Sacramento River in the Sycamore area, Section 13, 14, 23 and 24, T15N R1W, MDM",Mineral Resource Lease,Compensatory Agreement,02/28/1963,,02/28/1963,25,,39.1440270000,-121.9358950000
-13620301.3756,4943687.6257,3375,{B94F1084-869A-4555-BD7E-BB3432BD9CD8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5482,"Sacramento River channel and floodplain, between Redding and Corning",General Lease,Public Agency Use,02/28/2023,02/27/2043,02/28/2023,42,,40.5329060000,-122.3532490000
-13278190.7543,4055071.7656,3376,{7EE37638-DE05-4216-89AB-BB44B5FE7C3B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5967,"Santa Barbara Channel, between onshore treatment facility down coast of Mandalay Generating Station and Platforms Gina and Gilda, located in federal waters",General Lease,Industrial Use,04/01/2006,03/31/2026,03/05/1981,26,,34.1954150000,-119.2800170000
-13372095.9805,4731218.5267,3377,{D01E2C56-31A3-4C41-AF7B-BB46819BCFF8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3598,"Lake Tahoe, adjacent to 7127 Highway 89, Tahoma",General Lease,Recreational Use,07/01/2017,06/30/2027,04/26/2022,13,,39.0666180000,-120.1235820000
-13622816.8621,4573433.7509,3378,{CAEE64C5-AD31-4B03-84C4-BB4CCC6BA7B6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7099,Wildcat Creek in Richmond,General Lease,Public Agency Use,07/01/1987,06/30/2036,06/30/1987,29,,37.9575710000,-122.3758460000
-13445342.5357,4947387.0461,3379,{6282A3E5-381B-46AF-96A6-BB5C71F7D21F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2376,"Eagle Lake, near Susanville",General Lease,Commercial Use,01/01/2012,12/31/2030,12/09/2022,23,,40.5581590000,-120.7815670000
-13508401.2423,4573689.2985,3380,{057AFDC3-DD19-4E38-8A88-BB6E064943C5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6527,"San Joaquin River, adjacent to 2039 Cove Court, near the city of Stockton",General Lease,Recreational and Protective Structure Use,02/21/2014,02/20/2024,12/03/2018,C37,,37.9593810000,-121.3480330000
-13432977.6119,4179264.754,3381,{3D162E45-D8D0-4C7A-AD1D-BB77092BA0BA},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8151,"in the Pacific Ocean, offshore of the city of Grover Beach",General Lease,Right of Way Use,04/20/2010,04/19/2025,12/06/2016,39,,35.1131230000,-120.6704910000
-13371422.7202,4727971.8563,3382,{B0E9DC59-EDE2-4D6B-92E9-BB78A241F01F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9489,"Lake Tahoe, adjacent to 7741 State Highway 89, near Meeks Bay",General Lease,Recreational Use,08/23/2018,08/22/2028,08/23/2018,C06,,39.0439700000,-120.1175340000
-13186617.2261,3953539.0055,3383,{DEE2814F-8113-40B6-A9DC-BB7A9AF3D5B9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4193,"Pacific Ocean, near Jewfish Point and Blue Cavern Point, Santa Catalina Island",General Lease,Industrial Use,01/01/1991,12/31/2034,12/09/2022,43,,33.4376440000,-118.4573980000
-13636727.9023,4595122.5234,3384,{D6BEA4A9-26F2-436C-87E9-BB7B5BF4BC3C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3541,"Petaluma River, adjacent to 45 Hillside Terrace, near Novato",General Lease,Recreational Use,07/26/2014,07/25/2024,12/17/2014,31,,38.1110300000,-122.5008110000
-13535239.9263,4604549.029,3385,{0E8CA209-7DEC-4034-9FC5-BBABBADF07A5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6453,"Sacramento River, adjacent to 15967 Isleton Road, near Isleton",General Lease,Recreational Use,06/21/2018,06/20/2028,06/21/2018,C46,,38.1776270000,-121.5891290000
-13322963.6761,4359783.6173,3386,{2F1C7FB5-AEBA-4170-BFCD-BBAC99F15814},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8156,"Cosumnes River, town of Galt, Sacramento County; Carquinez Straits, town of Crockett, Contra Costa County; Mokelumne River, city of Lodi, San Joaquin County; Stanislaus River, city of Ripon, Stanislaus and San Joaquin Counties; Tuolumne River, city o",General Lease,Right of Way Use,04/20/2000,,04/20/2000,20,,36.4287890000,-119.6822190000
-13452992.9677,4209879.9148,3387,{0B8ED477-5F21-4C93-9C6B-BBC45CC8FCC6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5453,Morro Bay,Permit,Public Trust,05/21/1976,,03/25/1976,19,,35.3377840000,-120.8502920000
-13368173.5269,4751686.0114,3388,{6DA19245-B1C0-4141-B9EF-BBCC34050D87},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3212,"Lake Tahoe, adjacent to 4240 North Lake Boulevard, near Carnelian Bay",General Lease,Recreational Use,04/27/2021,04/26/2031,06/23/2022,16,,39.2092270000,-120.0883460000
-13529406.2284,4609293.0679,3389,{2D0849B3-7E91-4F96-BBF3-BBE082E5B5CE},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6971,Georgiana Slough,General Lease,Public Agency Use,04/24/1986,04/23/2035,04/24/1986,10,,38.2111200000,-121.5367240000
-13629553.2498,4560783.5403,3390,{3F2C864F-DAA5-46A3-A4AA-BBE1F25B565E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2413,"Ayala Cove, near Angel Island",General Lease,Public Agency Use,08/17/2008,08/16/2057,08/11/2009,41,,37.8679160000,-122.4363600000
-12766894.0991,3904606.4217,3391,{D8D408F6-50E9-4693-B4D6-BC01B0BC2209},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5185,"Colorado River, adjacent to fractional Section 9, 22 and 24, T13S R22E, SBM, Picacho State Recreation Area near Winterhaven",General Lease,Public Agency Use,04/01/1976,03/31/2025,09/30/1976,4,,33.0700560000,-114.6869610000
-13370751.1297,4722824.1586,3392,{DC0131C6-1722-4A67-ABE5-BC06554B3E63},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4853,"Lake Tahoe, adjacent to 214 Four Ring Road and 226 Four Ring Road, near Rubicon Bay",General Lease,Recreational Use,02/04/2019,02/03/2029,02/04/2019,C11,,39.0080460000,-120.1115010000
-12939769.8174,3999333.5352,3393,{83C86C9E-BF1D-418A-B3C7-BC0CB15AA119},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7945,"portions of Section 34, T4S R7E, SBM",Mineral Resource Lease,Mineral Lease,01/01/1997,,02/12/1997,78,,33.7802540000,-116.2399300000
-13537184.1212,4609566.2215,3394,{51518AE9-0F25-41BA-A151-BC143B0C12DB},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3300,"Hogback Island in Steamboat Slough, near Walnut Grove",General Lease,Public Agency Use,08/23/2022,08/22/2042,08/23/2022,17,,38.2130480000,-121.6065940000
-13529244.4811,4665176.4649,3395,{FB05C692-DD24-42C6-8CF1-BC4AED783F48},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6727,"Sacramento River, adjacent to 1861 Garden Highway, near the city of Sacramento",General Lease,Recreational and Protective Structure Use,06/29/2021,06/28/2031,06/29/2021,33,,38.6044970000,-121.5352710000
-13375249.439,4742068.4829,3396,{343B2027-CC93-462A-A648-BC52528300AF},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9012,"Lake Tahoe, adjacent to 1620 Sequoia Avenue, Tahoe City",General Lease,Recreational Use,12/05/2022,12/04/2032,12/09/2022,26,,39.1422520000,-120.1519100000
-13382393.924,4942572.7846,3397,{88E35E78-ACA1-4734-8821-BC55F5489DD5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5329,"State-owned school and lieu land in all of Section 36, T32N R15E, MDM; portions of Sections 7, 17, 18, 19, 20, 30, and all of Section 16, T31N R16E, MDM; and portions of Sections 24, 25, 34, and all of Section 36, T31N R15E, MDM, near Litchfield",General Lease,Grazing Use,11/22/2019,11/21/2029,10/24/2019,61,,40.5252940000,-120.2160900000
-13374913.1429,4732433.7156,3398,{0E2A83E3-13F3-4F08-A917-BC7FD18CC1E1},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4924,"Lake Tahoe, adjacent to 6160 and 6190 West Lake Boulevard, near Tahoma",General Lease,Recreational Use,05/07/2014,05/06/2024,10/18/2018,C05,,39.0750930000,-120.1488890000
-13516071.6005,4585453.0047,3399,{96FCE3CD-2B77-44A8-A4AD-BCA6D301DD31},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2849,"Disappointment Slough, between Bishop Tract and Rindge Tract, near the city of Stockton",General Lease,Public Agency Use,12/02/2013,12/01/2023,12/02/2013,73,,38.0426530000,-121.4169370000
-12888399.546,3949395.4444,3400,{9A3CFD6B-651E-4FD4-A6C9-BCCC40E6F35C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8150,"State indemnity school lands in Section 30, T9S R13E; Section 12, T9S R11E, SBM, Imperial County; and Section 34, T8S R11E, SBM, Riverside County, northwest of Niland",General Lease,Right of Way Use,04/20/2010,04/19/2034,02/28/2020,EO Rpt,,33.4065770000,-115.7784630000
-13545238.9769,4603333.2359,3401,{25F5824D-3B17-4DB0-89D3-BCCE939A1C8E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8832,"Sacramento River, adjacent to 513 River Road, near Rio Vista",General Lease,Recreational Use,08/11/2019,08/10/2029,06/28/2019,28,,38.1690410000,-121.6789520000
-13368155.2705,4751953.3796,3402,{8386AEFE-51A3-459F-8C9E-BCFBF181EE67},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,1455,"Lake Tahoe, Cedar Flat Block 204, Lot 7",General Lease,Right of Way Use,12/09/1954,,11/30/1955,29,,39.2110880000,-120.0881820000
-13371579.792,4724816.7828,3403,{DEAF37DD-A4CE-4BE4-8182-BD125BED3319},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8974,"Lake Tahoe, adjacent to 8641 North Lane, near Tahoma",General Lease,Recreational Use,03/01/2023,02/28/2033,02/28/2023,13,,39.0219540000,-120.1189450000
-13525581.402,4644321.3241,3404,{770F18E4-0542-46FF-9F0B-BD37A468B3BC},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9141,"various waterways as a subset of the Sacramento River Flood Control Project (SRFCP) along approximately 300 miles of levees in Butte, Colusa, Glenn, Placer, Sacramento, Solano, Sutter, Yolo, and Yuba Counties",General Lease,Public Agency Use,08/15/2014,12/31/2019,08/15/2014,11,,38.4579430000,-121.5023650000
-13611288.8383,4518876.8825,3405,{AA25C519-A3DB-4AFB-886D-BD43C89FE46F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5363,"San Francisco Bay adjacent to the shoreline and from the shoreline to Third Avenue, in the cities of Foster City and San Mateo",General Lease,Right of Way Use,07/28/1977,07/28/2043,07/26/1977,18,,37.5701340000,-122.2722880000
-13495703.1393,4669374.0038,3406,{16E20669-E487-4B13-A472-BD4EE535158C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8267,"three locations along the American River, near Howe Avenue and Watt Avenue, in the city of Sacramento and near Hazel Avenue, in the town of Fair Oaks",General Lease,Public Agency Use,01/01/2001,12/31/2025,02/05/2001,53,,38.6339580000,-121.2339640000
-13700482.4671,4775793.8804,3407,{3B3AC9DD-22AC-4532-B43A-BD5ECF66AD60},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7083,"Section 27-34, T18N R11W",Other Authorized Use,Other Authorized Use,04/01/1987,03/31/2036,05/28/1987,18,,39.3768300000,-123.0735280000
-13466793.1336,4487612.7003,3408,{D044AA7A-69C1-4E7F-B4A2-BD5FB3C07526},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8840,"San Joaquin River at various locations from Friant Dam downstream to the confluence with the Merced River, Stanislaus, Merced, Fresno and Madera Counties",General Lease,Public Agency Use,08/11/2009,08/10/2029,08/11/2009,34,,37.3471970000,-120.9742610000
-13532197.008,4570617.4962,3409,{06D1E84A-2DC5-4479-A520-BD692330F09E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,370,Old River,General Lease,Public Agency Use,03/31/1949,,08/19/1948,37,,37.9376210000,-121.5617940000
-13348387.8233,4085881.5981,3410,{F17A4376-DFD9-4BE9-B0B5-BD6937A171AE},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8537,"Pacific Ocean, about two miles west of Coal Oil Point in the Santa Barbara Channel",General Lease,Public Agency Use,12/01/2004,11/30/2053,06/07/2004,58,,34.4240270000,-119.9106080000
-13508071.0687,4629894.1158,3411,{19497B12-5099-4B6A-8149-BD73880DCB3A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8156,"Cosumnes River, town of Galt, Sacramento County; Carquinez Straits, town of Crockett, Contra Costa County; Mokelumne River, city of Lodi, San Joaquin County; Stanislaus River, city of Ripon, Stanislaus and San Joaquin Counties; Tuolumne River, city o",General Lease,Right of Way Use,04/20/2000,,04/20/2000,20,,38.3563850000,-121.3450670000
-13536537.021,4599806.1792,3412,{91217CE5-6BBB-4850-BA7F-BD7D51B29BAB},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7680,"Georgiana Slough, sdjacent to 16853 Terminous Road, near the city of Isleton",General Lease,Recreational and Protective Structure Use,05/01/2013,04/30/2023,04/19/2018,C62,,38.1441270000,-121.6007810000
-13499267.5894,4533694.5854,3413,{A267C947-82F9-4FFC-B050-BD804E3F306A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,766,San Joaquin River at Durham Ferry bridge near Vernalis,General Lease,Public Agency Use,10/10/1952,,09/30/1959,18,,37.6755630000,-121.2659840000
-13642030.0496,4598235.1482,3414,{2DE38E3A-D917-4DA4-8839-BD887CF670D7},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,521,Rush Creek at SS 61,General Lease,Public Agency Use,09/11/1950,,07/06/1950,13,,38.1330270000,-122.5484410000
-13535770.9202,4598550.326,3415,{8BE5565C-3066-4102-9414-BDA343B3E425},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5273,"Georgiana Slough, adjacent to 17151 Terminous Road, near
Isleton",General Lease,Recreational and Protective Structure Use,02/23/2021,02/22/2031,02/23/2021,25,,38.1352540000,-121.5938990000
-13621577.9875,4951926.7596,3416,{DE4604AA-2B6D-4A45-B0E0-BDA762A26090},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5260,Sacramento River at Redding,General Lease,Public Agency Use,01/22/1977,01/21/2026,04/28/1977,1,,40.5891350000,-122.3647170000
-13535522.3438,4598274.9164,3417,{3C8A545C-E212-46A8-8C70-BDAAD16003B3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8761,"Georgiana Slough, adjacent to 17219 Terminous Road, near the city of Isleton",General Lease,Recreational and Protective Structure Use,03/14/2014,03/13/2024,12/17/2014,22,,38.1333080000,-121.5916660000
-13574453.5527,4821781.0606,3418,{4F63EF2D-C9B5-443C-BAEE-BDAE5EA238F0},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4911,"Sacramento River, adjacent to Assessor’s Parcel Number 039-530-018, near Chico",General Lease,Public Agency Use,01/01/2020,12/31/2039,08/25/2021,1,,39.6954290000,-121.9413910000
-13607759.5652,4590255.5935,3419,{CF339C9E-0955-4094-BA07-BDB1B3DD157B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3378,"Mare Island Strait, adjacent to 10 Sandy Beach Road, near the city of Vallejo",General Lease,Residential and Recreational Use,02/09/2016,02/08/2046,02/09/2016,45,,38.0766220000,-122.2405840000
-13531543.4513,4611931.8244,3420,{3B8F632F-200A-490D-8DE2-BDD0329329D5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8407,"Sacramento River, adjacent to 14513 Isleton Road, near Walnut Grove",General Lease,Recreational Use,07/01/2022,06/30/2032,10/21/2021,14,,38.2297430000,-121.5559230000
-13456118.485,4219365.2174,3421,{4002A11B-19BC-47C4-99A0-BDD0C25F07FA},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8100,"Pacific Ocean at Estero Bay, near the city of Morro Bay",General Lease,Industrial Use,06/01/2015,05/31/2025,08/23/2019,46,,35.4072630000,-120.8783690000
-13134598.8525,4375489.4973,3422,{E02211EF-2AAA-4973-8C93-BDD2340340C3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.5422250000,-117.9901090000
-13606598.0576,4893132.6618,3423,{AA1AEBDD-7E50-4EFD-9506-BE142D96C3F9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2676,"Sacramento River in Section 17 and 20, T27N R3W, MDM, near Red Bluff",Permit,Streets and Highways  - DOT Code 101.5,01/17/1961,,12/22/1960,5,,40.1868540000,-122.2301500000
