year,month,quarter,mktcarrier,mktcarrierairlineid,mktcarriername,mktuniquecarrier,mktuniquecarriername,opcarrier,opcarrierairlineid,opcarriername,opuniquecarrier,opuniquecarriername,paxalttrans,paxnoalttrans,paxnocomp_one,paxnocomp_two,paxnocomp_three,totdenboarding,paxcomp_one,paxcomp_two,paxupgrade,paxdowngrade,totboarding,comppaid_one,comppaid_two,comppaid_three,codeshare,opcarriersource
2011,9,3,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,14,213,6,88,9,330,23,1297,0.0,0.0,3045475,296.0,7564.0,512,False,F9
2011,12,4,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,8,142,5,51,6,212,47,1108,0.0,0.0,2721582,1271.0,25345.0,689,False,F9
2012,3,1,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,5,68,3,29,4,109,17,399,0.0,0.0,2409538,886.0,14409.0,4754,False,F9
2012,6,2,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,7,132,8,108,6,261,20,798,0.0,0.0,2597591,795.0,13598.0,2251,False,F9
2012,9,3,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,13,140,12,158,10,333,26,1059,0.0,0.0,2779046,896.0,18215.0,3251,False,F9
2012,12,4,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,5,62,5,28,5,105,7,426,0.0,0.0,2537924,227.0,4899.0,2215,False,F9
2013,3,1,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,4,118,3,48,7,180,18,492,0.0,0.0,2264114,898.0,13724.0,498,False,F9
2013,6,2,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,6,171,10,145,25,357,29,908,0.0,0.0,2589674,1346.0,26456.0,1023,False,F9
2013,9,3,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,8,189,5,179,35,416,68,1169,0.0,0.0,2842615,2549.0,52596.0,1987,False,F9
2013,12,4,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,10,140,3,98,68,319,48,924,0.0,0.0,2665493,3522.0,63580.0,1562,False,F9
2014,3,1,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,9,145,5,89,38,286,46,655,0.0,0.0,2401997,3498.0,29943.0,1485,False,F9
2014,6,2,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,12,219,3,87,28,349,37,934,0.0,0.0,2937116,2962.0,38560.0,3256,False,F9
2014,9,3,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,10,370,5,112,43,540,68,1069,0.0,0.0,3323385,3175.0,44064.0,8566,False,F9
2014,12,4,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,8,289,6,79,59,441,108,1206,0.0,0.0,3125104,2495.0,49548.0,7980,False,F9
2015,3,1,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,8,102,1,89,14,209,42,682,0.0,0.0,2632410,1987.0,27450.0,2899,False,F9
2015,6,2,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,10,109,2,101,31,253,44,699,0.0,0.0,2962152,1899.0,21550.0,3150,False,F9
2015,9,3,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,5,229,2,112,42,390,52,715,0.0,0.0,3201831,1798.0,31352.0,3545,False,F9
2015,12,4,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,8,219,1,87,65,380,42,648,0.0,0.0,3547147,2108.0,19475.0,3545,False,F9
2016,3,1,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,4,91,1,47,18,161,38,379,0.0,0.0,3151585,1452.0,24567.0,2011,False,F9
2016,6,2,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,10,176,3,59,26,274,61,842,0.0,0.0,3614118,3894.0,29580.0,4258,False,F9
2016,9,3,F10,20437.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,4,91,1,122,35,253,60,425,0.0,0.0,4129349,2150.0,33174.0,4059,,
2016,12,4,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,2,110,0,36,15,163,59,450,0.0,0.0,3771280,1326.0,46243.0,1892,False,F9
2017,3,1,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,1,110,0,48,8,167,63,312,0.0,0.0,3582185,822.0,45338.0,877,False,F9
2017,6,2,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,1,97,1,92,12,203,114,644,0.0,0.0,4138695,1198.0,74846.0,2174,False,F9
2017,9,3,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,6,102,2,39,21,170,64,560,0.0,0.0,4339063,2344.0,48266.0,3211,False,F9
2017,12,4,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,3,150,2,226,22,403,53,860,0.0,0.0,4538268,1025.0,41342.0,1895,False,F9
2018,3,1,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,98,0,78,12,188,53,949,0.0,0.0,4416868,0.0,48488.0,2382,False,F9
2018,6,2,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,161,0,80,14,255,114,991,0.0,0.0,4946148,0.0,99737.0,2782,False,F9
2018,9,3,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,169,0,328,22,519,122,1790,0.0,0.0,5128189,0.0,86078.0,1986,False,F9
2018,12,4,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,101,0,138,18,257,61,895,0.0,0.0,4932227,0.0,39111.0,1152,False,F9
2019,3,1,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,81,0,73,14,168,59,587,0.0,0.0,5128189,0.0,29636.0,989,False,F9
2019,6,2,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,96,0,82,6,184,98,838,0.0,0.0,5128189,0.0,57587.0,1852,False,F9
2019,9,3,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,118,0,99,13,230,61,893,0.0,0.0,5731264,0.0,37688.0,2489,False,F9
2019,12,4,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,145,0,83,21,249,98,821,0.0,0.0,5764965,0.0,48204.0,2489,False,F9
2020,3,1,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,58,0,26,12,96,29,481,0.0,0.0,4685687,0.0,19587.0,943,False,F9
2020,6,2,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,40,0,0,5,45,24,170,0.0,0.0,690113,0.0,9906.0,149,False,F9
2020,9,3,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,54,1,0,9,64,23,256,0.0,0.0,2508125,0.0,14890.0,1150,False,F9
2020,12,4,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,43,0,0,8,51,23,167,0.0,0.0,2619595,0.0,10095.0,876,False,F9
2021,3,1,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,129,12,82,0,223,129,626,,,4812979,,,0,False,F9
2021,6,2,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,198,6,130,0,334,330,886,,,5456373,,,4210,False,F9
2021,9,3,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,421,12,186,0,619,616,1489,,,5776460,,,3845,False,F9
2011,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,15,33,0,0,0,48,48,1102,1095.0,403.0,537470,2403.0,10729.0,0,False,G7
2018,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,844,1155.0,458.0,633986,0.0,0.0,0,True,G7
2018,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,600,16.0,40.0,563007,0.0,0.0,0,True,G7
2018,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,1007,1154.0,545.0,733301,0.0,0.0,0,True,G7
2018,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,2,0,0,0,2,2,593,7.0,38.0,575152,0.0,0.0,0,True,G7
2018,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,1,0,0,0,1,1,1160,1690.0,1046.0,760653,0.0,596.0,0,True,G7
2018,9,3,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,1,0,0,0,1,1,658,20.0,57.0,603085,0.0,1350.0,0,True,G7
2018,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,1204,1787.0,645.0,698885,0.0,0.0,0,True,G7
2018,12,4,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,425,17.0,41.0,564690,0.0,0.0,0,True,G7
2019,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,1122,1523.0,600.0,635400,0.0,0.0,0,True,G7
2019,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,1,0,0,0,1,1,682,10.0,18.0,492554,0.0,0.0,0,True,G7
2019,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,2133,1666.0,577.0,714202,0.0,0.0,0,True,G7
2019,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,732,29.0,23.0,583555,0.0,0.0,0,True,G7
2019,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,1312,1553.0,704.0,692048,0.0,0.0,0,True,G7
2019,9,3,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,385,6.0,15.0,422889,0.0,0.0,0,True,G7
2019,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,1079,1023.0,593.0,500780,0.0,0.0,0,True,G7
2019,12,4,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,296,9.0,81.0,443592,0.0,0.0,0,True,G7
2020,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,309,475.0,204.0,182510,0.0,0.0,0,True,G7
2020,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,162,24.0,17.0,400263,0.0,0.0,0,True,G7
2020,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,0,8.0,0.0,75,0.0,0.0,0,True,G7
2020,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,0,0.0,0.0,58770,0.0,0.0,0,True,G7
2020,9,3,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,13,20.0,0.0,204241,0.0,0.0,0,True,G7
2020,12,4,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,65,95.0,4.0,342329,0.0,0.0,0,True,G7
2021,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,186,,,338451,,,0,True,G7
2021,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,1,0,0,0,1,0,260,,,580826,,,0,True,G7
2021,9,3,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500.0,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,3,0,0,0,3,3,427,,,770737,,,0,True,G7
2010,12,4,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,2,0,0,0,2,0,118,0.0,0.0,2097578,0.0,0.0,0,False,HA
2011,3,1,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,25,0,0,0,0,25,25,83,0.0,0.0,2089095,1000.0,0.0,200,False,HA
2011,6,2,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,9,0,0,0,0,9,9,146,0.0,0.0,2151581,836.0,0.0,1800,False,HA
2011,9,3,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,3,0,0,0,0,3,3,171,0.0,0.0,2266585,2760.0,0.0,1200,False,HA
2011,12,4,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,55,0,0,0,0,55,55,225,0.0,0.0,2152144,6280.0,0.0,14620,False,HA
2012,3,1,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,80,0,0,0,0,80,80,174,0.0,0.0,2218145,21234.0,0.0,200,False,HA
2012,6,2,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,11,0,0,0,0,11,11,189,0.0,0.0,2328787,1769.0,0.0,2100,False,HA
2012,9,3,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,33,3,0,0,0,36,36,325,0.0,0.0,2518738,6318.0,1274.0,2915,False,HA
2012,12,4,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,41,0,0,0,0,41,41,219,0.0,0.0,2410581,10907.0,0.0,11350,False,HA
2013,3,1,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,51,0,0,0,0,51,51,332,0.0,0.0,2397157,7837.0,0.0,13717,False,HA
2013,6,2,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,54,2,0,0,0,56,56,449,0.0,0.0,2481456,1116.0,660.0,21472,False,HA
2013,9,3,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,21,0,0,0,0,21,21,199,0.0,0.0,2644328,6800.0,0.0,15285,False,HA
2013,12,4,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,43,1,0,0,0,44,44,167,0.0,0.0,2405889,7027.0,1000.0,13734,False,HA
2014,3,1,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,25,0,0,0,0,25,25,94,0.0,0.0,2400372,12700.0,0.0,15200,False,HA
2014,6,2,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,10,0,0,0,0,10,10,102,0.0,0.0,2505196,4640.0,0.0,2100,False,HA
2014,9,3,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,80,1,0,0,0,81,81,92,0.0,0.0,2671867,2450.0,0.0,9250,False,HA
2014,12,4,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,78,0.0,0.0,2507376,0.0,0.0,15980,False,HA
2015,3,1,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,7,0,0,0,0,7,7,110,0.0,0.0,2472431,500.0,0.0,8550,False,HA
2015,6,2,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,0,0,0,0,2,0,54,0.0,0.0,2605895,0.0,0.0,600,False,HA
2015,9,3,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,6,6,0,0,0,12,0,124,0.0,0.0,2775894,5538.0,998.0,9200,False,HA
2015,12,4,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,8,0,0,0,0,8,0,70,0.0,0.0,2608124,5460.0,0.0,5750,False,HA
2016,3,1,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,0,0,0,0,2,0,37,0.0,0.0,2599123,0.0,0.0,12673,False,HA
2016,6,2,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,18,0,0,0,0,18,0,59,0.0,0.0,2700783,10430.0,0.0,2950,False,HA
2016,9,3,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,10,0,0,0,0,10,0,104,0.0,0.0,2854932,3179.0,0.0,7500,,
2016,12,4,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,19,0,0,0,0,19,0,126,0.0,0.0,2669657,10896.0,0.0,12185,False,HA
2017,3,1,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,4,0,0,51,0,55,0,113,0.0,0.0,2649691,873.0,0.0,12300,False,HA
2017,6,2,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,1,0,21,0,22,1,40,6.0,0.0,2829910,0.0,360.0,1500,False,HA
2017,9,3,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,5,1,7,0,15,7,77,9.0,2.0,2943133,1468.0,2515.0,5700,False,HA
2017,12,4,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,7,0,2,0,9,7,408,17.0,1.0,2710707,0.0,6466.0,3200,False,HA
2018,3,1,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,7,0.0,0.0,55965,0.0,0.0,0,True,HA
2018,3,1,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,2,0,0,0,2,2,160,4.0,11.0,2676265,0.0,1350.0,1600,False,HA
2018,6,2,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,13,0.0,0.0,50420,0.0,0.0,0,True,HA
2018,6,2,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,0,0,0,0,2,2,345,3.0,10.0,2804422,720.0,0.0,0,False,HA
2018,9,3,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,10,0.0,0.0,50158,0.0,0.0,0,True,HA
2018,9,3,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,3,0,0,0,3,3,274,2.0,8.0,2802150,0.0,2768.0,0,False,HA
2018,12,4,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,14,0.0,0.0,49891,0.0,0.0,0,True,HA
2018,12,4,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,5,0,1,0,6,5,326,5.0,69.0,2680823,0.0,1999.0,0,False,HA
2019,3,1,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690.0,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,72,7.0,3.0,2615452,0.0,0.0,400,False,HA
