Unit,Inci_no,Disp_date,Disp_time,Notif_date,Notif_time,Roll_date,Roll_time,Arv_date,Arv_time,City,Fdid,Final_nature,Dispatch_Datetime,Notification_Datetime,Roll_Datetime,Arrival_Datetime,ObjectId
E273,18397043,2018/10/26 23:27:02+00,2020/01/02 23:27:02+00,2018/10/26 23:27:44+00,2020/01/02 23:27:44+00,2018-10-26T23:28:29Z,16:28:29,2018/10/26 23:31:43+00,2020/01/02 23:31:43+00,TEMPE,8293,HA,2018/10/27 06:27:00+00,2018/10/27 06:27:00+00,10/26/2018 23:28,2018/10/27 06:31:00+00,8076
LT276,18397049,2018/10/26 23:34:40+00,2020/01/02 23:34:40+00,2018/10/26 23:36:23+00,2020/01/02 23:36:23+00,2018-10-26T23:37:15Z,16:37:15,2018/10/26 23:39:36+00,2020/01/02 23:39:36+00,TEMPE,8293,OD,2018/10/27 06:34:00+00,2018/10/27 06:36:00+00,10/26/2018 23:37,2018/10/27 06:39:00+00,8077
E276,18397086,2018/10/27 00:33:27+00,2020/01/03 00:33:27+00,2018/10/27 00:34:24+00,2020/01/03 00:34:24+00,2018-10-27T00:35:12Z,17:35:12,2018/10/27 00:37:27+00,2020/01/03 00:37:27+00,TEMPE,8293,OD,2018/10/27 07:33:00+00,2018/10/27 07:34:00+00,10/27/2018 0:35,2018/10/27 07:37:00+00,8078
LT276,18397089,2018/10/27 00:35:43+00,2020/01/03 00:35:43+00,2018/10/27 00:36:19+00,2020/01/03 00:36:19+00,2018-10-27T00:37:18Z,17:37:18,2018/10/27 00:40:12+00,2020/01/03 00:40:12+00,TEMPE,8293,INJA,2018/10/27 07:35:00+00,2018/10/27 07:36:00+00,10/27/2018 0:37,2018/10/27 07:40:00+00,8079
E274,18397106,2018/10/27 01:06:30+00,2020/01/03 01:06:30+00,2018/10/27 01:07:33+00,2020/01/03 01:07:33+00,2018-10-27T01:08:31Z,18:08:31,2018/10/27 01:13:34+00,2020/01/03 01:13:34+00,TEMPE,8293,CODE,2018/10/27 08:06:00+00,2018/10/27 08:07:00+00,10/27/2018 1:08,2018/10/27 08:13:00+00,8080
E277,18397135,2018/10/27 01:45:45+00,2020/01/03 01:45:45+00,2018/10/27 01:46:11+00,2020/01/03 01:46:11+00,2018-10-27T01:47:51Z,18:47:51,2018/10/27 01:51:28+00,2020/01/03 01:51:28+00,TEMPE,8293,ALOC,2018/10/27 08:45:00+00,2018/10/27 08:46:00+00,10/27/2018 1:47,2018/10/27 08:51:00+00,8081
E272,18397148,2018/10/27 02:05:23+00,2020/01/03 02:05:23+00,2018/10/27 02:05:43+00,2020/01/03 02:05:43+00,2018-10-27T02:06:22Z,19:06:22,2018/10/27 02:12:38+00,2020/01/03 02:12:38+00,TEMPE,8293,ALOC,2018/10/27 09:05:00+00,2018/10/27 09:05:00+00,10/27/2018 2:06,2018/10/27 09:12:00+00,8082
E278,18397170,2018/10/27 02:41:31+00,2020/01/03 02:41:31+00,2018/10/27 02:41:41+00,2020/01/03 02:41:41+00,2018-10-27T02:43:05Z,19:43:05,2018/10/27 02:44:52+00,2020/01/03 02:44:52+00,TEMPE,8293,UNC,2018/10/27 09:41:00+00,2018/10/27 09:41:00+00,10/27/2018 2:43,2018/10/27 09:44:00+00,8083
E277,18397172,2018/10/27 02:38:23+00,2020/01/03 02:38:23+00,2018/10/27 02:42:36+00,2020/01/03 02:42:36+00,2018-10-27T02:43:30Z,19:43:30,2018/10/27 02:48:00+00,2020/01/03 02:48:00+00,TEMPE,8293,ALOC,2018/10/27 09:38:00+00,2018/10/27 09:42:00+00,10/27/2018 2:43,2018/10/27 09:48:00+00,8084
E275,18397174,2018/10/27 02:43:00+00,2020/01/03 02:43:00+00,2018/10/27 02:43:41+00,2020/01/03 02:43:41+00,2018-10-27T02:44:47Z,19:44:47,2018/10/27 02:47:44+00,2020/01/03 02:47:44+00,TEMPE,8293,ALOC,2018/10/27 09:43:00+00,2018/10/27 09:43:00+00,10/27/2018 2:44,2018/10/27 09:47:00+00,8085
LT276,18397180,2018/10/27 02:48:45+00,2020/01/03 02:48:45+00,2018/10/27 02:49:43+00,2020/01/03 02:49:43+00,2018-10-27T02:50:39Z,19:50:39,2018/10/27 02:54:55+00,2020/01/03 02:54:55+00,TEMPE,8293,UNC,2018/10/27 09:48:00+00,2018/10/27 09:49:00+00,10/27/2018 2:50,2018/10/27 09:54:00+00,8086
E276,18397196,2018/10/27 03:23:21+00,2020/01/03 03:23:21+00,2018/10/27 03:23:57+00,2020/01/03 03:23:57+00,2018-10-27T03:24:57Z,20:24:57,2018/10/27 03:28:35+00,2020/01/03 03:28:35+00,TEMPE,8293,UNC,2018/10/27 10:23:00+00,2018/10/27 10:23:00+00,10/27/2018 3:24,2018/10/27 10:28:00+00,8087
LT273,18397280,2018/10/27 06:38:16+00,2020/01/03 06:38:16+00,2018/10/27 06:39:38+00,2020/01/03 06:39:38+00,2018-10-27T06:40:19Z,23:40:19,2018/10/27 06:45:55+00,2020/01/03 06:45:55+00,TEMPE,8293,ALOC,2018/10/27 13:38:00+00,2018/10/27 13:39:00+00,10/27/2018 6:40,2018/10/27 13:45:00+00,8088
E273,18397355,2018/10/27 08:02:42+00,2020/01/02 08:02:42+00,2018/10/27 08:03:38+00,2020/01/02 08:03:38+00,2018-10-27T08:04:42Z,1:04:42,2018/10/27 08:07:01+00,2020/01/02 08:07:01+00,TEMPE,8293,FALLA,2018/10/27 15:02:00+00,2018/10/27 15:03:00+00,10/27/2018 8:04,2018/10/27 15:07:00+00,8089
E272,18397508,2018/10/27 10:27:16+00,2020/01/02 10:27:16+00,2018/10/27 10:27:36+00,2020/01/02 10:27:36+00,2018-10-27T10:28:12Z,3:28:12,2018/10/27 10:31:13+00,2020/01/02 10:31:13+00,TEMPE,8293,UNC,2018/10/27 17:27:00+00,2018/10/27 17:27:00+00,10/27/2018 10:28,2018/10/27 17:31:00+00,8090
E271,18397514,2018/10/27 10:31:12+00,2020/01/02 10:31:12+00,2018/10/27 10:32:08+00,2020/01/02 10:32:08+00,2018-10-27T10:32:38Z,3:32:38,2018/10/27 10:35:19+00,2020/01/02 10:35:19+00,TEMPE,8293,962P,2018/10/27 17:31:00+00,2018/10/27 17:32:00+00,10/27/2018 10:32,2018/10/27 17:35:00+00,8091
E278,18397687,2018/10/27 13:07:29+00,2020/01/02 13:07:29+00,2018/10/27 13:08:28+00,2020/01/02 13:08:28+00,2018-10-27T13:09:04Z,6:09:04,2018/10/27 13:11:42+00,2020/01/02 13:11:42+00,TEMPE,8293,GSW,2018/10/27 20:07:00+00,2018/10/27 20:08:00+00,10/27/2018 13:09,2018/10/27 20:11:00+00,8092
LT273,18397747,2018/10/27 13:55:59+00,2020/01/02 13:55:59+00,2018/10/27 13:57:22+00,2020/01/02 13:57:22+00,2018-10-27T13:58:46Z,6:58:46,2018/10/27 14:00:51+00,2020/01/02 14:00:51+00,TEMPE,8293,CHOKEC,2018/10/27 20:55:00+00,2018/10/27 20:57:00+00,10/27/2018 13:58,2018/10/27 21:00:00+00,8093
E274,18397853,2018/10/27 15:38:14+00,2020/01/02 15:38:14+00,2018/10/27 15:39:11+00,2020/01/02 15:39:11+00,2018-10-27T15:40:05Z,8:40:05,2018/10/27 15:43:06+00,2020/01/02 15:43:06+00,TEMPE,8293,ALLRG,2018/10/27 22:38:00+00,2018/10/27 22:39:00+00,10/27/2018 15:40,2018/10/27 22:43:00+00,8094
LT276,18397862,2018/10/27 15:46:27+00,2020/01/02 15:46:27+00,2018/10/27 15:48:04+00,2020/01/02 15:48:04+00,2018-10-27T15:48:29Z,8:48:29,2018/10/27 15:53:56+00,2020/01/02 15:53:56+00,TEMPE,8293,HA,2018/10/27 22:46:00+00,2018/10/27 22:48:00+00,10/27/2018 15:48,2018/10/27 22:53:00+00,8095
E272,18397951,2018/10/27 16:53:19+00,2020/01/02 16:53:19+00,2018/10/27 16:54:17+00,2020/01/02 16:54:17+00,2018-10-27T16:54:39Z,9:54:39,2018/10/27 16:57:04+00,2020/01/02 16:57:04+00,TEMPE,8293,ABDA,2018/10/27 23:53:00+00,2018/10/27 23:54:00+00,10/27/2018 16:54,2018/10/27 23:57:00+00,8096
E277,18398009,2018/10/27 17:37:37+00,2020/01/02 17:37:37+00,2018/10/27 17:38:26+00,2020/01/02 17:38:26+00,2018-10-27T17:38:53Z,10:38:53,2018/10/27 17:41:35+00,2020/01/02 17:41:35+00,TEMPE,8293,UNC,2018/10/28 00:37:00+00,2018/10/28 00:38:00+00,10/27/2018 17:38,2018/10/28 00:41:00+00,8097
E276,18398099,2018/10/27 18:44:21+00,2020/01/02 18:44:21+00,2018/10/27 18:44:56+00,2020/01/02 18:44:56+00,2018-10-27T18:45:21Z,11:45:21,2018/10/27 18:48:38+00,2020/01/02 18:48:38+00,TEMPE,8293,ALOC,2018/10/28 01:44:00+00,2018/10/28 01:44:00+00,10/27/2018 18:45,2018/10/28 01:48:00+00,8098
E271,18398216,2018/10/27 20:06:14+00,2020/01/02 20:06:14+00,2018/10/27 20:06:50+00,2020/01/02 20:06:50+00,2018-10-27T20:07:37Z,13:07:37,2018/10/27 20:12:14+00,2020/01/02 20:12:14+00,TEMPE,8293,FALLA,2018/10/28 03:06:00+00,2018/10/28 03:06:00+00,10/27/2018 20:07,2018/10/28 03:12:00+00,8099
E277,18398263,2018/10/27 20:47:32+00,2020/01/02 20:47:32+00,2018/10/27 20:47:49+00,2020/01/02 20:47:49+00,2018-10-27T20:48:11Z,13:48:11,2018/10/27 20:52:59+00,2020/01/02 20:52:59+00,TEMPE,8293,DB,2018/10/28 03:47:00+00,2018/10/28 03:47:00+00,10/27/2018 20:48,2018/10/28 03:52:00+00,8100
E273,18398294,2018/10/27 21:13:14+00,2020/01/02 21:13:14+00,2018/10/27 21:14:02+00,2020/01/02 21:14:02+00,2018-10-27T21:14:36Z,14:14:36,2018/10/27 21:19:32+00,2020/01/02 21:19:32+00,TEMPE,8293,ALOC,2018/10/28 04:13:00+00,2018/10/28 04:14:00+00,10/27/2018 21:14,2018/10/28 04:19:00+00,8101
LT273,18398360,2018/10/27 22:05:17+00,2020/01/02 22:05:17+00,2018/10/27 22:06:20+00,2020/01/02 22:06:20+00,2018-10-27T22:07:43Z,15:07:43,2018/10/27 22:11:24+00,2020/01/02 22:11:24+00,TEMPE,8293,ILLA,2018/10/28 05:05:00+00,2018/10/28 05:06:00+00,10/27/2018 22:07,2018/10/28 05:11:00+00,8102
E272,18398427,2018/10/27 23:46:40+00,2020/01/02 23:46:40+00,2018/10/27 23:47:10+00,2020/01/02 23:47:10+00,2018-10-27T23:48:10Z,16:48:10,2018/10/27 23:51:59+00,2020/01/02 23:51:59+00,TEMPE,8293,TASER,2018/10/28 06:46:00+00,2018/10/28 06:47:00+00,10/27/2018 23:48,2018/10/28 06:51:00+00,8103
E276,18398444,2018/10/28 00:17:04+00,2020/01/03 00:17:04+00,2018/10/28 00:17:36+00,2020/01/03 00:17:36+00,2018-10-28T00:18:37Z,17:18:37,2018/10/28 00:27:22+00,2020/01/03 00:27:22+00,TEMPE,8293,ALOC,2018/10/28 07:17:00+00,2018/10/28 07:17:00+00,10/28/2018 0:18,2018/10/28 07:27:00+00,8104
LT276,18398457,2018/10/28 00:25:37+00,2020/01/03 00:25:37+00,2018/10/28 00:26:34+00,2020/01/03 00:26:34+00,2018-10-28T00:27:12Z,17:27:12,2018/10/28 00:29:14+00,2020/01/03 00:29:14+00,TEMPE,8293,UNC,2018/10/28 07:25:00+00,2018/10/28 07:26:00+00,10/28/2018 0:27,2018/10/28 07:29:00+00,8105
E271,18398458,2018/10/28 00:27:42+00,2020/01/03 00:27:42+00,2018/10/28 00:29:18+00,2020/01/03 00:29:18+00,2018-10-28T00:29:18Z,17:29:18,2018/10/28 00:31:06+00,2020/01/03 00:31:06+00,TEMPE,8293,ALOC,2018/10/28 07:27:00+00,2018/10/28 07:29:00+00,10/28/2018 0:29,2018/10/28 07:31:00+00,8106
E271,18398572,2018/10/28 03:15:27+00,2020/01/03 03:15:27+00,2018/10/28 03:16:11+00,2020/01/03 03:16:11+00,2018-10-28T03:16:58Z,20:16:58,2018/10/28 03:22:06+00,2020/01/03 03:22:06+00,TEMPE,8293,INTB,2018/10/28 10:15:00+00,2018/10/28 10:16:00+00,10/28/2018 3:16,2018/10/28 10:22:00+00,8107
E276,18398673,2018/10/28 07:08:58+00,2020/01/02 07:08:58+00,2018/10/28 07:09:43+00,2020/01/02 07:09:43+00,2018-10-28T07:10:31Z,0:10:31,2018/10/28 07:13:41+00,2020/01/02 07:13:41+00,TEMPE,8293,CP,2018/10/28 14:08:00+00,2018/10/28 14:09:00+00,10/28/2018 7:10,2018/10/28 14:13:00+00,8108
E272,18398731,2018/10/28 08:45:14+00,2020/01/02 08:45:14+00,2018/10/28 08:45:49+00,2020/01/02 08:45:49+00,2018-10-28T08:46:34Z,1:46:34,2018/10/28 08:49:17+00,2020/01/02 08:49:17+00,TEMPE,8293,962BC,2018/10/28 15:45:00+00,2018/10/28 15:45:00+00,10/28/2018 8:46,2018/10/28 15:49:00+00,8109
LT276,18398744,2018/10/28 08:59:49+00,2020/01/02 08:59:49+00,2018/10/28 09:00:21+00,2020/01/02 09:00:21+00,2018-10-28T09:00:27Z,2:00:27,2018/10/28 09:03:27+00,2020/01/02 09:03:27+00,TEMPE,8293,DB,2018/10/28 15:59:00+00,2018/10/28 16:00:00+00,10/28/2018 9:00,2018/10/28 16:03:00+00,8110
E277,18398765,2018/10/28 09:25:19+00,2020/01/02 09:25:19+00,2018/10/28 09:26:15+00,2020/01/02 09:26:15+00,2018-10-28T09:26:33Z,2:26:33,2018/10/28 09:32:12+00,2020/01/02 09:32:12+00,TEMPE,8293,FALLA,2018/10/28 16:25:00+00,2018/10/28 16:26:00+00,10/28/2018 9:26,2018/10/28 16:32:00+00,8111
LT273,18398783,2018/10/28 09:56:43+00,2020/01/02 09:56:43+00,2018/10/28 09:57:08+00,2020/01/02 09:57:08+00,2018-10-28T09:57:47Z,2:57:47,2018/10/28 10:00:09+00,2020/01/02 10:00:09+00,TEMPE,8293,DIAB,2018/10/28 16:56:00+00,2018/10/28 16:57:00+00,10/28/2018 9:57,2018/10/28 17:00:00+00,8112
LT276,18398802,2018/10/28 10:20:37+00,2020/01/02 10:20:37+00,2018/10/28 10:21:14+00,2020/01/02 10:21:14+00,2018-10-28T10:21:41Z,3:21:41,2018/10/28 10:24:03+00,2020/01/02 10:24:03+00,TEMPE,8293,962A,2018/10/28 17:20:00+00,2018/10/28 17:21:00+00,10/28/2018 10:21,2018/10/28 17:24:00+00,8113
E274,18391301,2018/10/22 16:18:52+00,2020/01/02 16:18:52+00,2018/10/22 16:19:54+00,2020/01/02 16:19:54+00,2018-10-22T16:20:24Z,9:20:24,2018/10/22 16:24:44+00,2020/01/02 16:24:44+00,TEMPE,8293,ALOC,2018/10/22 23:18:00+00,2018/10/22 23:19:00+00,10/22/2018 16:20,2018/10/22 23:24:00+00,8114
E272,18401438,2018/10/30 11:24:08+00,2020/01/02 11:24:08+00,2018/10/30 11:27:12+00,2020/01/02 11:27:12+00,2018-10-30T11:27:12Z,4:27:12,2018/10/30 11:32:39+00,2020/01/02 11:32:39+00,TEMPE,8293,ALOC,2018/10/30 18:24:00+00,2018/10/30 18:27:00+00,10/30/2018 11:27,2018/10/30 18:32:00+00,8115
E278,18401480,2018/10/30 11:53:41+00,2020/01/02 11:53:41+00,2018/10/30 11:54:19+00,2020/01/02 11:54:19+00,2018-10-30T11:55:03Z,4:55:03,2018/10/30 11:58:40+00,2020/01/02 11:58:40+00,TEMPE,8293,962P,2018/10/30 18:53:00+00,2018/10/30 18:54:00+00,10/30/2018 11:55,2018/10/30 18:58:00+00,8116
E274,18407960,2018/11/04 12:01:16+00,2020/01/02 12:01:16+00,2018/11/04 12:03:29+00,2020/01/02 12:03:29+00,2018-11-04T12:03:57Z,5:03:57,2018/11/04 12:08:27+00,2020/01/02 12:08:27+00,TEMPE,8293,962P,2018/11/04 19:01:00+00,2018/11/04 19:03:00+00,11/4/2018 12:03,2018/11/04 19:08:00+00,8117
E272,18401622,2018/10/30 13:33:11+00,2020/01/02 13:33:11+00,2018/10/30 13:34:00+00,2020/01/02 13:34:00+00,2018-10-30T13:34:21Z,6:34:21,2018/10/30 13:37:51+00,2020/01/02 13:37:51+00,TEMPE,8293,MAT,2018/10/30 20:33:00+00,2018/10/30 20:34:00+00,10/30/2018 13:34,2018/10/30 20:37:00+00,8118
E271,18408022,2018/11/04 12:52:44+00,2020/01/02 12:52:44+00,2018/11/04 12:53:29+00,2020/01/02 12:53:29+00,2018-11-04T12:53:56Z,5:53:56,2018/11/04 12:56:14+00,2020/01/02 12:56:14+00,TEMPE,8293,962P,2018/11/04 19:52:00+00,2018/11/04 19:53:00+00,11/4/2018 12:53,2018/11/04 19:56:00+00,8119
E276,18401686,2018/10/30 14:34:32+00,2020/01/02 14:34:32+00,2018/10/30 14:35:31+00,2020/01/02 14:35:31+00,2018-10-30T14:36:22Z,7:36:22,2018/10/30 14:38:10+00,2020/01/02 14:38:10+00,TEMPE,8293,UNC,2018/10/30 21:34:00+00,2018/10/30 21:35:00+00,10/30/2018 14:36,2018/10/30 21:38:00+00,8120
LT276,18408052,2018/11/04 13:32:52+00,2020/01/02 13:32:52+00,2018/11/04 13:33:40+00,2020/01/02 13:33:40+00,2018-11-04T13:34:29Z,6:34:29,2018/11/04 13:36:42+00,2020/01/02 13:36:42+00,TEMPE,8293,ALOC,2018/11/04 20:32:00+00,2018/11/04 20:33:00+00,11/4/2018 13:34,2018/11/04 20:36:00+00,8121
E278,18399086,2018/10/28 14:49:37+00,2020/01/02 14:49:37+00,2018/10/28 14:53:21+00,2020/01/02 14:53:21+00,2018-10-28T14:54:12Z,7:54:12,2018/10/28 14:56:30+00,2020/01/02 14:56:30+00,TEMPE,8293,ALOC,2018/10/28 21:49:00+00,2018/10/28 21:53:00+00,10/28/2018 14:54,2018/10/28 21:56:00+00,8122
E275,18401690,2018/10/30 14:40:09+00,2020/01/02 14:40:09+00,2018/10/30 14:40:55+00,2020/01/02 14:40:55+00,2018-10-30T14:41:31Z,7:41:31,2018/10/30 14:45:44+00,2020/01/02 14:45:44+00,TEMPE,8293,HA,2018/10/30 21:40:00+00,2018/10/30 21:40:00+00,10/30/2018 14:41,2018/10/30 21:45:00+00,8123
E278,18408080,2018/11/04 14:08:42+00,2020/01/02 14:08:42+00,2018/11/04 14:09:25+00,2020/01/02 14:09:25+00,2018-11-04T14:09:49Z,7:09:49,2018/11/04 14:12:03+00,2020/01/02 14:12:03+00,TEMPE,8293,ABDA,2018/11/04 21:08:00+00,2018/11/04 21:09:00+00,11/4/2018 14:09,2018/11/04 21:12:00+00,8124
E272,18403835,2018/11/01 08:04:33+00,2020/01/02 08:04:33+00,2018/11/01 08:04:50+00,2020/01/02 08:04:50+00,2018-11-01T08:05:17Z,1:05:17,2018/11/01 08:11:00+00,2020/01/02 08:11:00+00,TEMPE,8293,962A,2018/11/01 15:04:00+00,2018/11/01 15:04:00+00,11/1/2018 8:05,2018/11/01 15:11:00+00,8125
LT276,18399142,2018/10/28 15:51:50+00,2020/01/02 15:51:50+00,2018/10/28 15:53:00+00,2020/01/02 15:53:00+00,2018-10-28T15:53:41Z,8:53:41,2018/10/28 15:55:58+00,2020/01/02 15:55:58+00,TEMPE,8293,ILLA,2018/10/28 22:51:00+00,2018/10/28 22:53:00+00,10/28/2018 15:53,2018/10/28 22:55:00+00,8126
E271,18405935,2018/11/02 18:44:13+00,2020/01/02 18:44:13+00,2018/11/02 18:45:00+00,2020/01/02 18:45:00+00,2018-11-02T18:46:04Z,11:46:04,2018/11/02 18:49:28+00,2020/01/02 18:49:28+00,TEMPE,8293,CP,2018/11/03 01:44:00+00,2018/11/03 01:45:00+00,11/2/2018 18:46,2018/11/03 01:49:00+00,8127
E273,18403913,2018/11/01 09:35:15+00,2020/01/02 09:35:15+00,2018/11/01 09:36:20+00,2020/01/02 09:36:20+00,2018-11-01T09:36:56Z,2:36:56,2018/11/01 09:39:58+00,2020/01/02 09:39:58+00,TEMPE,8293,CP,2018/11/01 16:35:00+00,2018/11/01 16:36:00+00,11/1/2018 9:36,2018/11/01 16:39:00+00,8128
E276,18399156,2018/10/28 16:09:46+00,2020/01/02 16:09:46+00,2018/10/28 16:10:24+00,2020/01/02 16:10:24+00,2018-10-28T16:10:46Z,9:10:46,2018/10/28 16:14:53+00,2020/01/02 16:14:53+00,TEMPE,8293,962BC,2018/10/28 23:09:00+00,2018/10/28 23:10:00+00,10/28/2018 16:10,2018/10/28 23:14:00+00,8129
E277,18403967,2018/11/01 10:18:34+00,2020/01/02 10:18:34+00,2018/11/01 10:25:17+00,2020/01/02 10:25:17+00,2018-11-01T10:25:36Z,3:25:36,2018/11/01 10:29:41+00,2020/01/02 10:29:41+00,TEMPE,8293,DB,2018/11/01 17:18:00+00,2018/11/01 17:25:00+00,11/1/2018 10:25,2018/11/01 17:29:00+00,8130
LT276,18405960,2018/11/02 19:06:43+00,2020/01/02 19:06:43+00,2018/11/02 19:08:05+00,2020/01/02 19:08:05+00,2018-11-02T19:08:52Z,12:08:52,2018/11/02 19:10:43+00,2020/01/02 19:10:43+00,TEMPE,8293,FALLA,2018/11/03 02:06:00+00,2018/11/03 02:08:00+00,11/2/2018 19:08,2018/11/03 02:10:00+00,8131
E271,18399272,2018/10/28 17:51:16+00,2020/01/02 17:51:16+00,2018/10/28 17:51:58+00,2020/01/02 17:51:58+00,2018-10-28T17:52:36Z,10:52:36,2018/10/28 17:57:31+00,2020/01/02 17:57:31+00,TEMPE,8293,OD,2018/10/29 00:51:00+00,2018/10/29 00:51:00+00,10/28/2018 17:52,2018/10/29 00:57:00+00,8132
E271,18401698,2018/10/30 14:46:06+00,2020/01/02 14:46:06+00,2018/10/30 14:46:31+00,2020/01/02 14:46:31+00,2018-10-30T14:46:57Z,7:46:57,2018/10/30 14:54:30+00,2020/01/02 14:54:30+00,TEMPE,8293,ALOC,2018/10/30 21:46:00+00,2018/10/30 21:46:00+00,10/30/2018 14:46,2018/10/30 21:54:00+00,8133
E271,18403993,2018/11/01 10:39:36+00,2020/01/02 10:39:36+00,2018/11/01 10:40:16+00,2020/01/02 10:40:16+00,2018-11-01T10:40:28Z,3:40:28,2018/11/01 10:44:02+00,2020/01/02 10:44:02+00,TEMPE,8293,CP,2018/11/01 17:39:00+00,2018/11/01 17:40:00+00,11/1/2018 10:40,2018/11/01 17:44:00+00,8134
E276,18408088,2018/11/04 14:16:57+00,2020/01/02 14:16:57+00,2018/11/04 14:17:46+00,2020/01/02 14:17:46+00,2018-11-04T14:18:36Z,7:18:36,2018/11/04 14:22:36+00,2020/01/02 14:22:36+00,TEMPE,8293,SEIZA,2018/11/04 21:16:00+00,2018/11/04 21:17:00+00,11/4/2018 14:18,2018/11/04 21:22:00+00,8135
E276,18405961,2018/11/02 19:07:32+00,2020/01/02 19:07:32+00,2018/11/02 19:08:26+00,2020/01/02 19:08:26+00,2018-11-02T19:08:55Z,12:08:55,2018/11/02 19:13:48+00,2020/01/02 19:13:48+00,TEMPE,8293,DB,2018/11/03 02:07:00+00,2018/11/03 02:08:00+00,11/2/2018 19:08,2018/11/03 02:13:00+00,8136
E273,18399326,2018/10/28 18:25:56+00,2020/01/02 18:25:56+00,2018/10/28 18:27:17+00,2020/01/02 18:27:17+00,2018-10-28T18:27:42Z,11:27:42,2018/10/28 18:30:32+00,2020/01/02 18:30:32+00,TEMPE,8293,DB,2018/10/29 01:25:00+00,2018/10/29 01:27:00+00,10/28/2018 18:27,2018/10/29 01:30:00+00,8137
E272,18401817,2018/10/30 16:20:31+00,2020/01/02 16:20:31+00,2018/10/30 16:21:24+00,2020/01/02 16:21:24+00,2018-10-30T16:21:51Z,9:21:51,2018/10/30 16:24:59+00,2020/01/02 16:24:59+00,TEMPE,8293,ILLA,2018/10/30 23:20:00+00,2018/10/30 23:21:00+00,10/30/2018 16:21,2018/10/30 23:24:00+00,8138
SQ278,18404018,2018/11/01 10:59:03+00,2020/01/02 10:59:03+00,2018/11/01 10:59:50+00,2020/01/02 10:59:50+00,2018-11-01T11:00:00Z,4:00:00,2018/11/01 11:02:50+00,2020/01/02 11:02:50+00,TEMPE,8293,INTB,2018/11/01 17:59:00+00,2018/11/01 17:59:00+00,11/1/2018 11:00,2018/11/01 18:02:00+00,8139
E278,18404075,2018/11/01 11:51:03+00,2020/01/02 11:51:03+00,2018/11/01 11:51:57+00,2020/01/02 11:51:57+00,2018-11-01T11:52:35Z,4:52:35,2018/11/01 11:56:21+00,2020/01/02 11:56:21+00,TEMPE,8293,DB,2018/11/01 18:51:00+00,2018/11/01 18:51:00+00,11/1/2018 11:52,2018/11/01 18:56:00+00,8140
E276,18404082,2018/11/01 11:56:41+00,2020/01/02 11:56:41+00,2018/11/01 11:57:28+00,2020/01/02 11:57:28+00,2018-11-01T11:57:32Z,4:57:32,2018/11/01 11:59:55+00,2020/01/02 11:59:55+00,TEMPE,8293,ILLA,2018/11/01 18:56:00+00,2018/11/01 18:57:00+00,11/1/2018 11:57,2018/11/01 18:59:00+00,8141
E275,18404111,2018/11/01 12:20:51+00,2020/01/02 12:20:51+00,2018/11/01 12:22:09+00,2020/01/02 12:22:09+00,2018-11-01T12:23:11Z,5:23:11,2018/11/01 12:28:49+00,2020/01/02 12:28:49+00,TEMPE,8293,SEIZA,2018/11/01 19:20:00+00,2018/11/01 19:22:00+00,11/1/2018 12:23,2018/11/01 19:28:00+00,8142
E272,18404146,2018/11/01 12:52:12+00,2020/01/02 12:52:12+00,2018/11/01 12:53:28+00,2020/01/02 12:53:28+00,2018-11-01T12:54:13Z,5:54:13,2018/11/01 12:55:59+00,2020/01/02 12:55:59+00,TEMPE,8293,OD,2018/11/01 19:52:00+00,2018/11/01 19:53:00+00,11/1/2018 12:54,2018/11/01 19:55:00+00,8143
LT276,18404247,2018/11/01 14:09:02+00,2020/01/02 14:09:02+00,2018/11/01 14:09:41+00,2020/01/02 14:09:41+00,2018-11-01T14:09:49Z,7:09:49,2018/11/01 14:12:48+00,2020/01/02 14:12:48+00,TEMPE,8293,ABDA,2018/11/01 21:09:00+00,2018/11/01 21:09:00+00,11/1/2018 14:09,2018/11/01 21:12:00+00,8144
E278,18404274,2018/11/01 14:34:27+00,2020/01/02 14:34:27+00,2018/11/01 14:34:55+00,2020/01/02 14:34:55+00,2018-11-01T14:35:31Z,7:35:31,2018/11/01 14:37:09+00,2020/01/02 14:37:09+00,TEMPE,8293,CP,2018/11/01 21:34:00+00,2018/11/01 21:34:00+00,11/1/2018 14:35,2018/11/01 21:37:00+00,8145
E275,18404297,2018/11/01 14:53:27+00,2020/01/02 14:53:27+00,2018/11/01 14:55:08+00,2020/01/02 14:55:08+00,2018-11-01T14:55:46Z,7:55:46,2018/11/01 15:00:39+00,2020/01/02 15:00:39+00,TEMPE,8293,DIAB,2018/11/01 21:53:00+00,2018/11/01 21:55:00+00,11/1/2018 14:55,2018/11/01 22:00:00+00,8146
E278,18404431,2018/11/01 16:37:24+00,2020/01/02 16:37:24+00,2018/11/01 16:38:02+00,2020/01/02 16:38:02+00,2018-11-01T16:38:17Z,9:38:17,2018/11/01 16:41:39+00,2020/01/02 16:41:39+00,TEMPE,8293,962BC,2018/11/01 23:37:00+00,2018/11/01 23:38:00+00,11/1/2018 16:38,2018/11/01 23:41:00+00,8147
