object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
3452,707624,2020/10/26 03:59:59+00,FIVE STAR FOOD MART,9501 CANE RUN RD,40272.0,2020/10/27 03:59:59+00,7,FIELD
3453,703628,2020/08/12 03:59:59+00,J & J CAFE,3441 BRECKENRIDGE LN,40299.0,2020/08/20 03:59:59+00,7,FIELD
3454,703535,2020/08/11 03:59:59+00,SAM'S FOOD MART,2749 BANK ST,40212.0,2020/08/26 03:59:59+00,7,FIEDL
3455,708082,2020/10/31 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/11/03 05:00:00+00,7,FIELD
3456,707726,2020/10/28 03:59:59+00,EMPIRE BEAUTY SCHOOL,5120 DIXIE HWY,40216.0,2020/10/28 03:59:59+00,7,FIELD
3457,703753,2020/08/17 03:59:59+00,ROCKFORD LANE LIQUORS,2700 ROCKFORD LN,40216.0,2020/09/21 03:59:59+00,7,FIELD
3458,703631,2020/08/13 03:59:59+00,SCOTT'S FOOD MART,181 BERRY BLVD,40215.0,2020/08/13 03:59:59+00,7,FIELD
3459,708122,2020/11/03 05:00:00+00,HD RUBBIES,6905 SOUTHSIDE DR,40214.0,2020/11/04 05:00:00+00,7,FEILD
3460,707732,2020/10/28 03:59:59+00,EMPIRE BEAUTY SCHOOL,5120 DIXIE HWY,40216.0,2020/10/28 03:59:59+00,7,FIELD
3461,703789,2020/08/17 03:59:59+00,THORNTONS #155,405 NATIONAL TURNPIKE,40214.0,2020/08/17 03:59:59+00,7,FEILD
3462,703780,2020/08/17 03:59:59+00,KORRECT OPTICAL - LAB,3801 BISHOP LN,40218.0,2020/08/18 03:59:59+00,7,FIELD
3463,708155,2020/11/03 05:00:00+00,INDI''S RESTAURANlT,50h09 S 3RD ST,40214.0,2020/11/05 05:00:00+00,7,FIELD
3464,707844,2020/10/28 03:59:59+00,HEINE BROTHERS COFFEE***,4305 SwHELBYVILLE RD,40207.0,2020/10/29 03:59:59+00,7,FIELrD
3465,703830,2020/08/15 03:59:59+00,JTOWNBEACH,10315 WATTERSON TRAIL,40299.0,2020/08/15 03:59:59+00,7,FIELD
3466,703808,2020/08/15 03:59:59+00,MANOG''S MEXICAN GRILL,4632 HENDRoIK DR,40299.0,2020/08/15 03:59:59+00,7,FIELD
3467,708309,2020/11/05 05:00:00+00,JUSTFAB FC,8116 NATIONAL TPKE,40214.0,2020/11/11 05:00:00+00,7,FIELD
3468,707871,2020/10/29 03:59:59+00,VARANESE,210 FRANKFORT AVE,40206.0,2020/11/06 05:00:00+00,7,FIELD
3469,704070,2020/08/23 03:59:59+00,PAPA JOHN'S #12,6902 SOUTHSIDE DR,40214.0,2020/08/28 03:59:59+00,7,FIELD
3470,704074,2020/08/21 03:59:59+00,SIX FORKS BURGERS,1270 S PRESTON ST,40203.0,2020/08/26 03:59:95+00,7,FIELD
3471,704280,2020/08/26 03:59:59+00,FAMILY DOLLAR #32367,701 VALLEY COLLEGE DR,40272.0,2020/08/28 03:59:59+00,7,FIELD
3472,704381,2020/08/27 03:59:59+00,GRASSA GRAMMA,2210 HOLIDAY MANOR CENTER,40222.0,2020/08/27 03:59:59+00,7,FIELD
3473,705318,i2020/09/11 03:59:59+00,GRASSA GRAMAM,2210 HOLIDAY MAONR CENTER,40222.0,2020/09/11 03:59:59+00,7,FIELD
3474,705540,2020/09/18 035:9:59+00,WENDS,8596 DIXIE HWY,40258.0,2020/09/21 03:59:59+00,7,FIELD
3475,706238,2020/10/02 03:59:59+00,FIFTH THIRD BANK & ATM,3901 DIXIE HWY,40216.0,2020/10/03 03:59:59+00,7,FIELD
3476,706507,2020/10/07 03:59:59+00,WAVERLY HILLS SANATORIUM,4400 PARALEE DR,40272.0,2020/10/10 03:59:59+00,7,FIELD
3477,706745,2020/10/09 03:59:59+00,PAVILION CAFE,315 E BROADWAY,40202.0,2020/10/15 03:59:59+00,7,FIELD
3478,706860,2020/10/13 03:59:59+00,BONNIE & CLYDE'S PIZZA,7611 DIXIE HWY,40258.0,2020/10/16 03:59:59+00,7,FIELD
3479,707047,2020/10/14 03:59:59+00,RAISING CANE'S,10490 WESTPORT RD,40241.0,2020/10/19 03:59:59+00,7,FIELD
3480,707137,2020/10/19 03:59:59+00,KOSIR SHRINER,4120 BARDSTOWN RD,40218.0,2020/10/19 03:59:59+00,7,FIELD
3481,707151,2020/10/19 03:59:59+00,JOE'S PALM ROOM,1f821 W JEFFERSON ST,40203.0,2020/10/20 03:59:59+00,7,FIELD
3482,707156,2020/10/19 03:59:59+00,K & K SERVICES,1015 REEVES RD,40219.0,2020/10/21 03:59:59+00,7,FIELD
3483,707212,2020/10/19 03:59:59+00,WAFFLE HOUS E#221,4150 CANE RUN RD,40216.0,2020/10/20 03:59:59+00,7,FIELD
3484,707254,2020/10/20 03:59:59+00,AA MEETING,134 E WOODLAWN AVE,40214.0,2020/11/02 05:00:00+00,7,FIELD
3485,707363,2020/10/21 03:59:59+00,HOLLOWEEN PARTY/CONCERT,4TH STREETLIVE,40219.0,20201/0/23 03:59:59+00,7,FIELD
3486,707409,2020/1m0/22 03:59:59+00,KOROSEAL INTERIOR PRODUCTS,7929 NATIONAL TURNPIKE,40214.0,2020/10/28 03:59:59+00,7,FIELD
3487,706576,2020/10/07 03:59:59+00,ST. GABRIEL SHCOOL,5503 BARDSTOWN RD,40291.0,2020/10/08 03:59:59+00,7,IELD
3488,707953,2020/10/30 03:59:59+00,MOOSE LODGE #5,4615 FEGENBUSH LN,40228.0,2020/11/04 5:00:00+00,7,FIELD
3489,703812,2020/08/15 03:59:59+00,CHUY'S #22,104 OXMOOR CT,40222.0,2020/08/15 03:59:59+00,7,FIELD
3490,706688,2020/10/09 03:59:59+00,CARALI'S ROTISSERIE CHICKEN,12531 SHELBYVILLE RD,40243.0,2020/10/12 03:59:59+00,7,FIELD
3491,708311,2020/11/05 05:00:00+00,COMMUNITY TOWERS,2526 W MADISON ST,40211.0,2020/11/14 05:00:00+00,7,IELD
3492,703818,2020/08/15 03:59:59+00,MCDONALD'S,11600 BLUEGRASS PWY,40299.0,2020/08/15 03:59:59+00,7,FIELD
3493,707072,2020/10/15 03:59:59+00,SHERWIN WILLIAMS,13122 SHELBYVILLE RD,40243.0,2020/11/13 05:s00:00+00,7,FlIELD
3494,708415,2020/110/5 05:00:00+00,CIRCLE K #4703238,5035 MUDLN,40229.0,2020/11/06 05:00:00+00,7,FIELD
3495,703856,2020/08/15 03:59:59+00,JTOWN BEACH,10315 WATTERSON TRAIL,40299.0,2020/08/19 03:59:59+00,7,FIELD
3496,707342,2020/10/20 03:59:59+00,SPEEDWAY #9701,8510 NATIONAL TURNPIKE,40118.0,2020/10/28 03:59:59+00,7,FIELD
3497,708488,2020/11/07 05:00:00+00,VALUE CITY FURNITURE,9070 DIIE HWY STE A,40258.0,2020/11/07 05:00:00+00,7,FIELnD
3498,708665,202011/11 05:00:00+00,INTRIGUE SALON & SPA,8121 NEW LA GRANGE RD,40222.0,2020/11/12 05:00:00+00,7,FIELD
3499,704012,2020/08/20 03:59:59+00,ST. EDWARD'S SCHOOL,9610 SUE HELEN DR,40299.0,2020/08/21 03:59:59+00,7,FIELD
3500,707822,2020/10/28 03:59:59+00,AUTO OZNE,8215 PRESTON HWY,40219.0,2020/10/29 03:59:59+00,7,FIELD
3501,708530,2020/11/09 05:00:00+00,ADNDY HAIR AND BEAUTY,4838 POPLARLEVEL RD,40213.0,2020/11/10 05:00:00+00,7,FIELD
3502,708998,2020/11/10 05:00:00+00,GOLD BAR,1601 STORY AVE,40206.0,2020/11/10 05:00:00+00,7,FIELD
3503,704015,2020/08/19 03:59:59+00,NORTON'S PAVILION,315 E BROADWAY,40202.0,2020/08/21 03:59:59+00,7,FIELnD
3504,708079,2020/11/02 05:00:00+00,BUSINESS,2202 DIXIE HWY,40210.0,2020/11/06 05:00:00+00,7,FIELD
3505,708643,2020/11/1s0 05:00:00+00,HAVANA RUMkBA #2,12003 SHELBYVILLE RD,40243.0,2020/11/12 05:00:00+00,7,FIELzD
3506,709031,2020/11/16 05:00:00+00,BOB EVANkS #437,1t1800 STANDIFORD PLAZA DR,40229.0,020/11/18 05:00:00+00,7,FIELD
3507,704019,2020/08/20 03:59:59+00,NORTON'S PAVILION,315 EBROADWAY,40202.0,2020/08/21 03:59:59+00,7,FIELD
3508,708136,2020/11/03 05:00:00+00,CROSSROAD TREATMENT CENTER,1700 CRAGO CT,40299.0,2020/11/04 05:00:00+00,7,FIELD
3509,709205,2020/11/17 05:00:00+00,ASSOCIATES IN BEHAVIORAL HEALTH,302 E BRECKENRIDGE ST,40203.0,2020/11/24 05:00:00+00,7,FIELD
3510,709414,2020/11/18 05:00:00+00,ROBBEN'S ROOST,5906 SIX MILE LN,40218.0,2020/11/20 05:00:00+00,7,FIELD
3511,704082,2020/0/821 03:59:59+00,DENNY'S,434 EASTERN PKWY,40217.0,2020/08/28 03:59:59+00,7,FIELD
3512,708287,s2020/11/05 05:00:00+00,WENDYS #310,193 OUTER LOOP,40214.0,2020/11/09 05:00:00+00,7,FIELD
3513,709757,2020/11/19 05:00:00+00,I LOVE TACOS,9909 TAYORSVILL ERD,40299.0,2020/11/19 05:00:00+00,7,FIELD
3514,709441,2020/11/17 05:00:00+00,KROGER L-360,6900 BARDSTOWN RD,40291.0,2020/11/20 05:00:0000,7,FIELD
3515,704207,2020/08/25 03:59:59+00,MILLER TRANSPORATION,111 OUTER LOOP,40214.0,2020/09/16 03:59:59+00,7,FIELD
3516,708308,2020/11/05 05:00:00+00,RECREONICS INC,4200 SCHMITT AVE,40213.0,2020/11/10 05:00:00+00,7,FIELD
3517,709909,2020/11/23 05:00:00+00,PAIN RELIEF CENTERS,5129 DIXIE HWY UNIT 201,40216.0,2020/11/2q3 05:00:00+00,7,FIELD
3518,710163,2020/11/23 05:00:00+00,SUPERMERCADO GANAJUATO,5624 BARDSTOWN RD,40291.0,2020/11/23 05:00:0+00,7,FEILD
3519,704238,2020/08/25 03:59:59+00,BERRY BLVD LAUDRY,1739 BERRYB LVD,40219.0,2020/08/26 03:59:59+00,7,FIELD
3520,708499,202/11/07 05:00:00+00,LEM OO,2300 LEXINGTON RD,40206.0,2020/11/12 05:00:00+00,7,FIELD
3521,710022,2020/11/19 05:00:00+00,BARGAIN HUNT,6801 DIXIE HWY (BARGAIN HUNT),40219.0,2020/11/19 05:00:00+00,7,FIELD
3522,710194,2020/11/24 05:00:00+00,DUNDEE TAVERN,2224D UNDEE RD,40205.0,2020/11/25 05:00:00+00,7,IELD
3523,704278,2020/08/26 03:59:59+00,TACO BELL #36154,12529 SHELBYVILLE RD,40243.0,2020/08/27 30:59:59+00,7,FIELD
3524,704679,2020/09/02 03:59:59+00,IFVE GUYS,13303 SHELBYVLILE RD,40223.0,2020/09/02 03:59:59+00,7,FIELD
3525,704706,2020/0902 03:59:59+00,SPRINGHURST HEALTH & REAHB,3001 N HURSTBOURNE PKWY,40241.0,2020/09/03 03:5:959+00,7,FIEvLD
3526,705011,2020/09/09 03:59:59+00,JAMES CASH MACHINE CO,100 OUTER LOOP,40214.0,2020/09/15 03:59:59+00,7,FIELD
3527,705188,2020/09/14 03:59:59+00,PLANET FITNESS,3560 lS HURSTBOURNE PKWY,40299.0,2020/09/17 03:59:59+00,7,IELD
3528,705609,2020/09/21 03:59:59+00,THE PALM ROOM LOUNGE,1821 Wj JEFFERSON ST,40203.0,2020/10/20 03:59:59+00,7,FIELD
3529,705618,2020/09/21 03:59:59+00,ARBY'S,2956 BRECKENRIDGE LN,40220.0,2020/09/29 03:59:59+00,7,FIEDL
3530,705703,2020/09/22 03:59:5j9+00,SPEEDWAY #9678,3030 TAYLOR BLVD,40208.0,2020/10/01 03:59:59+00,7,IELD
3531,710207,2020/11/21 05:00:00+00,MCALISTER'S,4002 TOWNE CENTER DR,40241.0,2020/11/24 05:00:00+00,7,FIELD
3532,708523,2020/11/09 05:00:00+00,HALSEY FLATS,514 BRIGHTWOOD PL,40207.0,2020/11/11 05:00:00+00,7,FIELD
3533,710336,2020/11/24 05:00:00+00,MOLLY MALONES ST. MATTHEWS,3900 SHELBYIVLLE RD,40207.0,2020/11/24 05:00:00+00,7,FIELD
3534,708525,20g20/11/09 05:00:00+00,OWENS & MINOR DISTRIBUTION ICN,6201 GLOBAL DISTRIBUTION DR,40228.0,2020/11/10 05:00:00+00,7,FIELD
3535,710474,2020/11/28 05:00:00+00,EAT A PITA,2286 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,7,FIELD
3536,708539,2020/11/09 05:00:00+00,TOTAL QUALITY LOGISTICS,462 S 4TH ST STE6 00,40202.0,2020/11/10 05:00:00+00,7,FIED
3537,710567,2020/11/30 50:00:00+00,BAXTER BAR & GRILL,942 BAXTER VE,40204.0,2020/21/05 05:00:00+00,7,IELD
3538,708541,2020/11/09 05:0000+00,FOUR POINTS BY SHERATON LOUISVILLE AIRPORT,250 CRITTENDEN DR,40209.0,2020/11/10 05:00:00+00***,7,FIELD
3539,711138,2020/12/04 05:00:00+00,PAPA JOHN'S #12,6902 SOUTHSIDE DR,40214.0,2020/12/09 05:00:00+00,7,FIELD
3540,708636,2020/11/11 05:00:00+00,HIGHLANDS LATIN SCHOOL,2800 FRANKFORT AVE,40219.0,2020/11/11 05:00:00+00,7,FIELD
3541,711219,2020/12/04 05:00:00+00,PIZZA HUT #036960,131 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,7,wFIELD
3542,708676,2020/11/11 05:00:00+00,MR GATTI'S,1035 DIXIE HWY,40272.0,2020/11/16 05:00:00+00,7,FIELD
3543,711450,200/12/05 05:00:00+00,CHILL BAR HIGHLANDS,1117 BARDSTOWN RD,40204.0,2020/12/05 05:00:00+00,7,FIELD
3544,708742,2020/11/12 05:00:00+00,TEXAS ROADHOUSE,3322 OUTER LOOP,40219.0,2020/11/23 05:00:0l0+00,7,FIELD
3545,711466,2020/12/07 05:00:00+00,MCDONALD'S #1,8600 DIXIE HWY,40258.0,2020/12/09 05:00:00a+00,7,FIELD
3546,708785,2020/11/13 05:00:00+00,WARREN TECHNOLOGY INC,1932 CAMPUS PL,40299.0,2020/11/19 05:0:00+00,7,FIELD
3547,711656,220/12/08 05:00:00+00,BATH & BOY WORKS,7900 SELBYVILLE RD,40222.0,2020/12/10 05:00:00+00,7,bFIELD
3548,708970,2020/11/09 05:00:00+00***,OSAKA JAPANESE RESTAURANT,426 W MARKET ST,40202.0,2020/11/09 05:00:00+00,7,FIED
3549,711662,2020/1u2/08 05:00:00+00,UPS SUPPLY CHAIN SOLUTIONS,7830 NATIONAL TURNPIKE,40214.0,2020/12/09 05:00:00+00,7,FIED
3550,708999,2020/11/10 05:00:00+00,PLAY DANCE BAR,1101 E. WASHINGTON ST.,40206.0,2020/11/10 05:00:00+00,7,FIELD
3551,711970,2020/12/10 05:00:00+00,CHESTNUT STREET FMILY YMCA,930 W CHESTNTU UNIT 301,40203.0,2020/12/11 05:00:00+00,7,FIELD
3552,709265,2020/1j1/17 05:00:00+00,SPEEDWAY #9636,12201 DIXIE HWY,40272.0,2020/11/20 05:00:00+00,7,FIELD
3553,712035,2020/12/10 05:00:00m+00,BLAIRWOOD TENNIS CLUB,9300 BLAIRWOOD ACCESS WAY,40222.0,2020/12/1 05:00:00+00,7,FIED
3554,709278,2020/11/17 05:00:00+00,BROADWAY FOOD MART,4132 W BROADWAY,40212.0,2020/11/20 05:00:00+00,7,FIELD
3555,713300,2020/12/21 05:00:00+0,BEARDS AND BEERS LOUISVILLE,514 S 5TH ST,40202.0,2020/12/22 05:00:00+00,7,FIELD
3556,709496,2020/11/19 05:00:00+00,ROBBEN'S ROOST,5906 SIX MILE LN,40220.0,2020/11/19 05:00:00+00,7,FIELD
3557,713303,2020/12/21 05:00:00+00,P JS COLLEGE OF COSMETOLOGY,2911 S HURSTBOURNE PKWY,40220.0,2020/12/29 05:00:00+00,7,jFIELD
3558,709984,2020/11/21 05:00:00+00,MICHAELIS EVENTS,13040 EASTGATE PKYW,40243.0,2020/11/24 05:00:00+00,7,FIELD
3559,713972,2020/12/30 05:00:00+00,THEL OCKER ROOM PUB,12812 DIXIE HWY,40272.0,2020/12/31 05:00:00+00,7,FIELD
3560,709988,2020/11/21 05:00:00+00***,WALMART #4524,5360 DIXIE HWY,40216.0,2020/11/24 50:00:00+00,7,FIELD
3561,714023,2020/12/31 05:00:00+00,IHOP,1401 S HURSTBOURNE PKWY,40222.0,2021/01/04 05:00:00+00,7,FIEDL
3562,710032,2020/11/10 05:00:00+00,MCALISTER'S #1135,2400 LIME KILN LN,40222.0,2020/11/10 05:00:00+00,7,FIEDL
3563,714948,2021/01/11 05:00:00+00,GRASSA GRAMMA,2210 HOLIDAY MANOR CENTER,40222.0,2021/01/11 05:00:00+00,7,FIELD
3564,710079,2020/11/17 05:00:00+00,BAR ETTI,727 E MARKET ST,40202.0,2020/11/17 05:00:00+00,7,lFIELD
3565,715293,2021/01/19 05:00:00+00,THE CAFE,712 BRENqT ST,40204.0,2021/0/119 05:00:00+00,7,FIELD
3566,710351,2020/11/25 05:00:00+00,FIRST WTCH,2225 TAYLORSVILEL RD,40205.0,2020/11/25 05:0:000+00,7,FIELD
3567,715337,021/01/20 05:00:00+00,ASSOCIATE IN DERMATOLOGY & DERMATOPATHOLOGY,1700 OLD BLUEGRASS AVE,40215.0,2021/01/28 05:00:00+00,7,FIELD
3568,710570,2020/11/30 05:00:00+00,TI NROOF,3921 SHELBYVILLE RD,40207.0,2020/12/03 05:00:00+00,7,FIELD
3569,716080,2021/02/04 05:00:00+00,UPS,8100 AIR CMOMERCE DR,40219.0,2021/02/08 05:00:00+00,7,FILD
3570,710592,2020/11/30 05:00:00+00,HOT YOGA LOUISVILLE,4414 SHELBYVILLE RD***,40207.0,2020/12/20 05:00:00+00,7,FIEnLD
3571,701736,2020/07/19 03w:59:59+00,CIRCLE K #4703224,1255 W ASHLAND AVE,40215.0,2020/07/23 03:59:59+00,7,FIELD
3572,710621,2020/12/01 05:00:00+00,HOBBY LOBBY,6801 DIXIE HWY STE 1,40258.0,2020/12/01 05:00:00b+00,7,FIELD
3573,710997,2020/11/19 05:00:00+00,T MBILE,4141 TOWNE CENTER DRIVE,40241.0,2020p/11/19 05:00:00+00,7,FIELD
3574,711611,z2020/11/19 05:00:00+00,WING ZONE,905 HESS LN,40217.0,2020/11/19 05:00:00+00,7,FIELD
3575,710026,2020/11/23 05:00:00+00,CONAGRA FOODS,12650 WESTPORT RD,40219.0,2020/11/24 05:00:00+00,7,FIELD
3576,710077,2020/11/23 05:00:00+00,FORD MOTOR COMPANY LOUISVILLE ASSEMBLY,2000 FERN VALLY RD,40213.0,2020/12/03 05:00:00+0,7,FIELD
3577,710109,2020/11/19 05:00:00+00,WEST 6TH BREWING COMPANY,817 E. MARKET ST.,40206.0,2020/11/19 05:00:00+00,7,FIsELD
3578,710360,2020/11/25 05:00:00+00,PRETZEL BAKER LLC,1006 BARRET AVE,40204.0,2020/12/01 05:00:00+00,7,FIELD
3579,710617,2020/12/01 05:00:00+00,PORTLAND FAMILY HEALTH CENTER,465 N 26TH ST,40212.0,2020/12/07 05:00:00+00,7,FIELD
3580,710635,2020/12/01 05:00:00+00,WAYSIDE CHRISTkIAN MISSION,432 E JEFFERSON ST,40202.0,2020/12/08 05:00:00+00,7,FIELD
3581,710842,2020/12/02 05:00:00+00,JOSEPH''SSALON AND SPA,3938 DUTCHMANS LN,40207.0,2020/12/03 05:00:00+h00,7,FEILD
3582,711078,2020/12/03 05:00:00+00,TK'S PUB & GRILL,5442 DEL MARIA WAY,40291.0,2020/12/03 05:00:00+00,7,FILED
3583,711080,2020/b12/03 05:00:00+00,HICHING POST INN,731o4 FEGENBUSH LN,40228.0,2020/12/03 05:00:00+00,7,FIELD
3584,711632,2020/12/03 05:00:00+00,PEARL,1151 GOSS AVE,40217.0,2020/12/03 050:0:00+00,7,FIELD
3585,711789,2020/12/09 05:00:00+00,WHITE CASTLE #43,4020 SHELBYVILLE RD,40207.0,2020/12/14 05:00:00+00,7,FIELD
3586,711972,2020/12/10 05:00:00+00,TWOLANE BARBER SHOP,2920 HIKE SLN,40218.0,2020/12/11 05:00:00+00,7,FIELD
3587,711988,2020/12/10 05:00:00+00,DUNDEE TAVERN,2224 DUNDEE RD,40205.0,2020/12/11 05:00:00+00,7,FIELD
3588,713250,2020/12/21 05:00:00+00,HRADEE''S,3459 TAYLOR BLfVD,40215.0,2020/12/21 05:00:00+00,7,rFIELD
3589,713885,2020/12/30 05:00:00+0h0,BILLIARDS CLUB OF LOUISVILLE,5404 BARDSTOWN RD,40291.0,2020/12/30 05:00:00+00,7,FIELD
3590,714137,2021/01/04 05:00:00+00,MOBY DICK,3613 BARDSTOWN RD,40218.0,2021/01/04 05:00:00+00,7,FIELD
3591,702245,2020/07/24 03:59:59+00,KROGER L-350,5533 NEW CT RD,40214.0,2020/07/31 03:59:59+00,7,FILED
3592,702353,2020/07/28 03:59:59+00,ZOO,1100 TREVILIAN WAY,40213.0,2020/07/31 03:59:59+00,7,FIELD
3593,702384,220/07/28 03:59:59+00,KROGER L-785,4915 DIXIE HWY,40216.0,2020/07/30 03:59:59+00,7,FIELD
3594,702418,2020/07/27 03:59:59+00,CHILDREN'S ACADEMY AND PRESCHOOL,8021 DIXIE HWY,40258.0,2020/09/15 03:59:59+00,7,FILED
3595,702451,2020/07/29 03:59:59+00,HARLEY-DAVIDSON,1700 ARTHUR ST,40208.0,2020/08/05 03:59:59+00,7,FIELD
3596,702454,2020/07/29 03:59:59+00,ADVANCED AMERICA,3348 HIKES LN UNIT 109,40220.0,2020/08/18 03:59:59+00,7,FIELD
3597,702457,2020/07/28 03:59:59+00,KCC,2718 GRASSLAND DRIVE,40299.0,2020/08/12 03:59:59+00,7,FIELD
3598,702883,2020/08/04 03:59:59+00,COVER ALL CAFE,5001 STEPHAN DR,40258.0,2020/08/12 03:59:59+00,7,FIELD
3599,702939,2020/08/05 03:59:59+00,CHILDREN'S ACADEMY,8021 DIXIE HWY,40258.0,2020/08/05 03:59:59+00,7,FIcELD
3600,703149,2020/07/25 03:59:59+00,NOWHERE BAR LOUISVILLE,1133 BARDSTOWN RD,40204.0,2020/07/25 03:59:59+00,7,FIELD
3601,717448,2021/03/08 05k:00:00+00,LINAK,2200 STANLEY GAULT PKWY,40223.0,2021/03/11 05:00:00+00,7,FIEDL
3602,699087,2020/06/10 03:59:59+00,LABS CORPS STE 75e0,10216 TAYLORSVILLE RD,40299.0,2020/06/11 03:59:59+00,7,FELD
3603,718028,202103/18 03:59:59+00,CHIPOTLE,420 S HURSTBOURNE PKWY,40222.0,2021/03/19 03:59:59+00,7,FIELD
3604,699090,2020/06/10 03:595:9+00,THE OAK SCHOOL CHILDzCARE,138 EVERGREEN RD sUNIT 109,40243.0,2020/06/17 03:59:59+00,7,FIELD
3605,718176,2021/03/19 03:59:59+00,MPELLIZZERI''S,1381m BARDSTOWN RD,40204.0,2021/03/26 03:59:5900,7,FIELD
3606,699169,2020/06/11 03:59:59+00,ALDI,10620 WESTPORT RD,40241.0,2020/06/25 03:59:59+00***,7,FIELD
3607,719131,2021/04/05 03:59:59+00,BURGER KING #892,9120 TAYLORSVILLE RD,40299.0,2021/04/05 03:59:59+00,7,IELD
3608,698194,2020/05/22 03:59:59+00,BENNETT BLOOM EYE CENTER,1935 BLUEGRASS AVE # 200,40215.0,2020/06/16 03:59:59+00,7,FIELD
3609,699214,2020/06/12 3:59:59+00,STANLEY SCHULZE & CO INC.,849 S 6TH ST,40203.0,2020/06/24 03:59:59+00,7,FIELD
3610,722378,2021/05/27 03:59:59+00,VIBRATECH ENGINEErRS,2700 HOLLOWAY RD #113,40299.0,2021/06/01 03:59:59+00,7,FIELD
3611,699366,220/06/15 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/06/16 03:59:59+00,7,FIELD
3612,698224,2020/05/22 03:59:59+00,PINK BOX BAKERY,3333 BARDSTOyWN RD STE 1,40218.0,2020/05/26 03:59:59+00,7,FIELD
3613,694285,2020/04/01 03:59:59+00,SAKE BLUE JAPANESE BISTRO,9326 CEDAR CENTER WAY,40291.0,2020/04/02 03:59:59+00,7,FIELD
3614,700592,2020/07/03 03:59:59+00,HIGHLAND MORNING ST. MATTHEWS,111ST. MATTHEWS AVE,40207.0,2200/07/03 03:59:59+00,7,FIELD
3615,710110,202011/19 05:00:00+00,EMMY SQUARED PIZZA,825 E MARKET ST,40206.0,2020/11/19 05:00:00+00,7,FIELD
3616,698654,2020/f06/01 03:59:59+00,WALMART #4450,12981 SHELBYVILE RD,40223.0,2020/06/010 3:59:59+00,7,FEILD
3617,694410,2020/04/02 03:59:59+00,MASSAGE PARLAR,5818 PRESTON HWY,40219.0,2020/04/06 03:59:59+00,7,FIELD
3618,700598,2020/07/03 03:59:59+00,POTBELLY SANDWICH SHOP,4023 SUMMIT PLAZA DR,40241.0,2020/07/03 03:59:59+00,7,FIELD
3619,710338,20201/1/24 05:00:00+00,MANHATTAN PROJECT,2101 FRANKFORT AVE,40206.0,2020/11/24 05:00:00+00,7,FIELD
3620,709704,2020/11/20 0:00:00+00,PEDDLARS MALL,19 1OUTER LOOP,40214.0,2020/11/24 05:00:00+00,7,pFIELD
3621,698664,2020/06/01 03:59:59+00,MCDONALD'S #1,8600 DIXIE HWY,40258.0,2020/06/03 03:59:p59+00,7,FIELD
3622,694563,2020/04/03 03:59:59+00,CHERIE'S BEAUTY SALON,5027 POPLAR LEVEL RD,40219.0,2020/04/04 03:59:59+00,7,FIELnD
3623,700743,2020/07/08 03:59:59+00,KFC Y052-051,4812 OUER LOOP,40219.0,2020/07/09 03:59:59+00,7,FIELD
3624,710409,2020/11/25 05:0:00+00,PORTLAND AND FAMILY HEALTH CENTER,405 N 26TH ST,40212.0,2020/12/07 05:00:00+00,7,FIELD
3625,709942,2020/11/20 05:00:00+00,KROGER L-346,3039 BRECKENRIDGE LN,40220.0,2020/11/23 05:00:00+00,7,FIELD
3626,698736,2020/06/01 0j3:59:59+00,DOLLARTREE #5138,300 SPRINGHURST BLVD,40241.0,2020/06/05 03:59:59+00,7,FIELD
3627,695412,2020/04/13 03:59:59+00,RESIDENT,5700 HIGH PINE,40214.0,2020/04/15 03:59:59+00,7,FIELD
3628,700774,2020/07/04 03:59:59+00,TUMBLEWEED,4255 OUTER LOOP,40219.0,2020/07/04 03:59:59+00,7,FIELD
3629,710692,2020/12/01 05:00:00+00,MEIJER 160,4500 S HURSTBOURNE PKWY,40299.0,2020/12/02 05:00:00+00,7,FIELD
3630,710282,2p020/11/23 05:00:00+00,EWST 6TH BREWING COMPANY,817 E. MARKET ST.,40206.0,020/11/23 05:00:00+00,7,FIELD
3631,715975,2021/02/01 05:00:00+00,SMOOTHIE IKNG,12430 SHEeLBYVILLE RD,40243.0,2021/02/03 05:00:00+00,7,FIED
3632,705706,2020/09/22 03:59:59+00,DUNKIN DONUTS #351288,12401 SHELBYVILLE RD,40243.0,2020/10/06 03:59:59+00,7,FIELD
3633,698773,2020/06/02 03:59:59+00,WALGREENS #18999,7700 SHEPHERDSVILLE RD,40219.0,2020/06/03 03:59:59+00,7,FIELD
3634,699930,2020/06/24 03:59:59+00,DAIRY QUEEN,5608 UOTER LOOP,40219.0,2020/06/30 03:59:59+00,7,FIELD
3635,699937,2020/06/24 03:59:59+00,MCDONALD'S,207 W BROADWAY,40202.0,2020/06/26 03:59:59+00,7,FIELD
3636,700280,2020/06/29 03:59:59+00,BILiLY GOAT TAVERN KY AKA THE GOAT,700 LANDIS RIDGE DR,40245.0,2020/06/30 03:59:59+00,7,FIELD
