2345.locationvalue,"(29.950840295232, -90.0713554986585)","(29.9508403295232, -90.0713554986585)"
491.address,2430 Valence xSt,2430 Valence St
1205.address,102 2Race St Apt 4,1022 Race St Apt 4
2694.namevalue,25574 Chef Mneteur Hwy,25574 Chef Menteur Hwy
2423.locationvalue,"(29.9468664131495, -90.0681734515404)","(29.9468664113495, -90.0681734515404)"
2711.locationvalue,"(29.933740717867, -90.0909849776713)***","(29.933740717867, -90.0909849776713)"
406.expirationdate,1/10/2023 11:59:59 PM,10/10/2023 11:59:59 PM
1747.namevalue,3126 N iMro St,3126 N Miro St
2630.type,Short Term Retnal Residential Owner,Short Term Rental Residential Owner
1268.type,Short Term Rental Residential Oner,Short Term Rental Residential Owner
1930.expirationdate,03/01/2023 12:00:00 wAM,03/01/2023 12:00:00 AM
2442.locationvalue,"(29.9618038372661, -90x.0441732257863)","(29.9618038372661, -90.0441732257863)"
1435.address,1617 Coelumbus St,1617 Columbus St
1241.expirationdate,03/01/2023 12:00:00AM,03/01/2023 12:00:00 AM
731.locationvalue,"m(29.9680599417833, -90.0624712921575)","(29.9680599417833, -90.0624712921575)"
2772.namevalue,1109y Erato St,1109 Erato St
2710.address,2307 Carondelet Sst,2307 Carondelet St
1691.namevalue,69 Marywoo Ct,69 Marywood Ct
2644.type,Short Term Rental ResidentialO wner,Short Term Rental Residential Owner
1236.type,Shot Term Rental Commercial Owner,Short Term Rental Commercial Owner
2237.type,Short Term Rental ResidentialO wner,Short Term Rental Residential Owner
2673.address,728 Jwosephine St,728 Josephine St
186.address,828 Girodv St Apt 405,828 Girod St Apt 405
2726.expirationdate,11/07/2023 11:59:59PM,11/07/2023 11:59:59 PM
584.namevalue,2226u Columbus St,2226 Columbus St
1130.expirationdate,030/1/2023 12:00:00 AM,03/01/2023 12:00:00 AM
1094.locationvalue,"(29.9739758843863, -90.0582048694715)","(29.9739758843863, -90.0528048694715)"
2458.address,23a12 St Louis St,2312 St Louis St
1792.address,4640 Metroplitan Dr,4640 Metropolitan Dr
714.type,Short Term Rental Cmmercial Owner,Short Term Rental Commercial Owner
2355.type,hSort Term Rental Commercial Owner,Short Term Rental Commercial Owner
1407.address,919 ROYtAL ST,919 ROYAL ST
755.expirationdate,01/21/2023 12:00:0s0 AM,01/21/2023 12:00:00 AM
1565.expirationdate,03/01/2023 120:0:00 AM,03/01/2023 12:00:00 AM
499.address,1584 aMgazine St,1584 Magazine St
32.expirationdate,10/11/2023 11:59:59 M,10/11/2023 11:59:59 PM
12.type,Short erm Rental Commercial Owner,Short Term Rental Commercial Owner
1938.locationvalue,"(29.9345q530757634, -90.0722870080917)","(29.9345530757634, -90.0722870080917)"
1301.expirationdate,0/301/2023 12:00:00 AM,03/01/2023 12:00:00 AM
2282.address,940 Race t,940 Race St
667.locationvalue,"(29.9735598109078, -90.085838808d0429)","(29.9735598109078, -90.0858388080429)"
945.locationvalue,"(29.950158888546, -90.0689702114959)","(29.9501588885646, -90.0689702114959)"
780.locationvalue,"(29.9253156506862, -90.078488839822)4","(29.9253156506862, -90.0784888398224)"
1859.expirationdate,07/13/202 311:59:59 PM,07/13/2023 11:59:59 PM
1321.namevalue,2239 oucher St,2239 Foucher St
1117.address,800 StC harles Ave Apt 403,800 St Charles Ave Apt 403
2723.type,Short Term Rental Commercdial Owner,Short Term Rental Commercial Owner
1334.type,hort Term Rental Residential Owner,Short Term Rental Residential Owner
2316.namevalue,1229 Annunciaton St,1229 Annunciation St
2539.type,Short Term Rental Residenital Owner,Short Term Rental Residential Owner
2040.namevalue,965 Wilso nDr,965 Wilson Dr
2478.expirationdate,09/12/2023 08:09:33 AM***,09/12/2023 08:09:33 AM
1801.address,10410 Hayne Blvd 101,10140 Hayne Blvd 101
1886.expirationdate,0q3/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
1735.address,1172 CITY PRK AVE,1172 CITY PARK AVE
1429.expirationdate,03/01/202i3 12:00:00 AM,03/01/2023 12:00:00 AM
1916.locationvalue,"(m29.9677344284778, -90.0553507028858)","(29.9677344284778, -90.0553507028858)"
2101.expirationdate,3/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
2188.namevalue,888 Giro St Apt 301,888 Girod St Apt 301
499.type,Short Term Rental oCmmercial Owner,Short Term Rental Commercial Owner
2184.locationvalue,"(29.9726438726987n, -90.0641979302777)","(29.9726438726987, -90.0641979302777)"
221.address,405 Constance St,1405 Constance St
2279.namevalue,3827 tCadillac St,3827 Cadillac St
1644.namevalue,SEXTANT STASY,SEXTANT STAYS
1612.locationvalue,"(29.9691672986537, -90.0527042914604)","(29.9691672986537, -90.0572042914604)"
516.type,Short Term Rental Commrecial Owner,Short Term Rental Commercial Owner
680.expirationdate,r05/25/2023 11:59:59 PM,05/25/2023 11:59:59 PM
2497.expirationdate,03/01/2023 12:00g:00 AM,03/01/2023 12:00:00 AM
2035.locationvalue,"(29.9662941312858, -90.05757e86082667)","(29.9662941312858, -90.0575786082667)"
1021.namevalue,4358 State Streest Dr,4358 State Street Dr
205.address,1720 Washingtony Ave Unit 1,1720 Washington Ave Unit 1
2251.type,Short Trem Rental Commercial Owner,Short Term Rental Commercial Owner
1320.locationvalue,"(9.9559892465616, -90.123673685845)","(29.9559892465616, -90.123673685845)"
1789.namevalue,3805 Conlstance St,3805 Constance St
1349.namevalue,LUCKY INN HTOEL,LUCKY INN HOTEL
1300.type,Short Term Rental Commercial Onwer,Short Term Rental Commercial Owner
67.expirationdate,08/r01/2023 11:59:59 PM,08/01/2023 11:59:59 PM
209.expirationdate,03/01/2023 12:0:000 AM,03/01/2023 12:00:00 AM
2417.type,Short Term Rntal Commercial Owner,Short Term Rental Commercial Owner
1059.namevalue,1931 Napolen Ave,1931 Napoleon Ave
1877.address,221 CARONqDELET ST,221 CARONDELET ST
898.type,Short TermRental Commercial Owner,Short Term Rental Commercial Owner
253.locationvalue,"(30.0059264455247, -90.046840893122)","(30.0059264455247, -90.0468340893122)"
1765.expirationdate,12/16/2022 11:59:59m PM,12/16/2022 11:59:59 PM
1485.locationvalue,"(29.962288194026, -90.0407891718146)","(29.9622288194026, -90.0407891718146)"
2062.address,2411 Napoleon Av eB,2411 Napoleon Ave B
927.namevalue,1509 GovernorN icholls St,1509 Governor Nicholls St
1533.namevalue,1523 Ploymnia St,1523 Polymnia St
1631.address,1827 DAUPHIN ST,1827 DAUPHINE ST
1714.address,90 Bartholomew St Unit 316,900 Bartholomew St Unit 316
2376.expirationdate,09/08/2023 1:159:59 PM,09/08/2023 11:59:59 PM
496.namevalue,900 Bartholomewf St Unit 318,900 Bartholomew St Unit 318
1162.address,1e025 Jena St,1025 Jena St
1119.namevalue,800 St Charles Ave Ap t401,800 St Charles Ave Apt 401
799.locationvalue,"(29.9179717651827, -90.p0921436320157)","(29.9179717651827, -90.0921436320157)"
555.namevalue,1203 St Roch gAve,1203 St Roch Ave
146.type,Sohrt Term Rental Commercial Owner,Short Term Rental Commercial Owner
2678.type,Short Term Rental Residential wner,Short Term Rental Residential Owner
1148.namevalue,HISTORIC RSULINES COTTAGE,HISTORIC URSULINES COTTAGE
2344.locationvalue,"(29.938076207369, -90.0730881234439)","(29.9638076207369, -90.0730881234439)"
1282.namevalue,g917 N Villere St,917 N Villere St
647.type,Short Term Retnal Residential Owner,Short Term Rental Residential Owner
228.locationvalue,"(29.9707025092532, -90.05e95574506496)","(29.9707025092532, -90.0595574506496)"
2041.address,2110 Burgundy S tApt 2,2110 Burgundy St Apt 2
75.expirationdate,07/22/2023 11:59:95 PM,07/22/2023 11:59:59 PM
478.locationvalue,"(29.397818935391, -90.0812468125182)","(29.937818935391, -90.0812468125182)"
122.type,Short Ter Rental Residential Owner,Short Term Rental Residential Owner
823.locationvalue,"(29.9710816824779, -90.0301703568677)","(29.9710861824779, -90.0301703568677)"
2523.expirationdate,03/01/2023 12:00:0 0AM,03/01/2023 12:00:00 AM
889.expirationdate,1/31/2023 11:59:59 PM,10/31/2023 11:59:59 PM
694.address,4913 Sit Bernard Ave,4913 St Bernard Ave
2717.type,Short TermR ental Commercial Owner,Short Term Rental Commercial Owner
2072.locationvalue,"(29.9662680370133, -90.0575760994802)","(29.9662680370133, -90.0575760994082)"
326.type,hort Term Rental Residential Owner,Short Term Rental Residential Owner
745.type,Short Term Retal Residential Owner,Short Term Rental Residential Owner
2767.locationvalue,"f(28.0988907068706, -101.517799134252)","(28.0988907068706, -101.517799134252)"
2339.namevalue,1525 Mrigny St,1525 Marigny St
29.expirationdate,07/1/32023 11:59:59 PM,07/13/2023 11:59:59 PM
1842.expirationdate,03/01/2023 115:9:59 PM,03/01/2023 11:59:59 PM
1636.namevalue,1030 Toxledano St,1030 Toledano St
1469.type,4701 - HOTELS (EXC CASINO HOTELS) & MqOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1479.address,317 S Carrollton Ave,4317 S Carrollton Ave
1746.address,1466 MGAAZINE ST,1466 MAGAZINE ST
46.address,131 Hastings Pl,1831 Hastings Pl
1543.type,4701 - HOTELS (EXC hCASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
2540.type,Short Term Rentla Commercial Owner,Short Term Rental Commercial Owner
2685.expirationdate,03/01/2e023 12:00:00 AM,03/01/2023 12:00:00 AM
2366.type,Short Term Rentbal Residential Owner,Short Term Rental Residential Owner
540.locationvalue,"(29.922044108574, -90.1192139658556)","(29.9220441085742, -90.1192139658556)"
1795.address,812 Gravie rSt Apt 414,812 Gravier St Apt 414
2314.locationvalue,"(30.016919931327, -90.0622848639933)","(30.0162919931327, -90.0622848639933)"
1587.type,Short Term Rental esidential Owner,Short Term Rental Residential Owner
843.expirationdate,03/01/2023 12:00:00s AM,03/01/2023 12:00:00 AM
1922.locationvalue,"(29.9269896805502, -900942828128379)","(29.9269896805502, -90.0942828128379)"
1189.expirationdate,08/09/p2023 11:59:59 PM,08/09/2023 11:59:59 PM
376.address,1218 Barracks Sst Apt A,1218 Barracks St Apt A
1777.type,4702 - ROOMING & BOARDINGHOUSES,4702 - ROOMING & BOARDING HOUSES
2092.address,812 Solomon l,812 Solomon Pl
117.type,Shorto Term Rental Commercial Owner,Short Term Rental Commercial Owner
539.address,v2126 N Rampart St,2126 N Rampart St
2143.namevalue,1468 Maris St,1468 Marais St
720.namevalue,347 0Annunciation St,3470 Annunciation St
1339.expirationdate,3/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
443.namevalue,1429 N Claiborne Ave Atp C,1429 N Claiborne Ave Apt C
582.address,334 Carondelet Srt Unit 211,334 Carondelet St Unit 211
119.namevalue,4851 Tchoupitouals St,4851 Tchoupitoulas St
1740.namevalue,2501 Olreans Ave,2501 Orleans Ave
774.address,2331 Royal St,2313 Royal St
2520.type,hSort Term Rental Residential Owner,Short Term Rental Residential Owner
699.expirationdate,03/01/f2023 12:00:00 AM,03/01/2023 12:00:00 AM
194.address,647w S Tonti St,647 S Tonti St
544.address,4019 Ibervlle St,4019 Iberville St
1517.expirationdate,03/01/2023 1d2:00:00 AM,03/01/2023 12:00:00 AM
1871.locationvalue,"(29.950239h5502587, -90.0702727910079)","(29.9502395502587, -90.0702727910079)"
956.locationvalue,"(29.950185768042, -90.0688083466548)","(29.9501857680492, -90.0688083466548)"
622.locationvalue,"(29.9224028131416, -l90.0963266659436)","(29.9224028131416, -90.0963266659436)"
2687.type,Short TermRental Residential Owner,Short Term Rental Residential Owner
2581.address,1328 lara St,1328 Clara St
285.locationvalue,"(29.9433648441732, -90.10w23446016246)","(29.9433648441732, -90.1023446016246)"
2498.locationvalue,"(29.94591820656, -90.0659955628b554)","(29.94591820656, -90.0659955628554)"
1783.expirationdate,02/17/2023 11:9:59 PM,02/17/2023 11:59:59 PM
144.expirationdate,07/18/202 11:59:59 PM,07/18/2023 11:59:59 PM
729.address,754 City Park Ave Unti A,754 City Park Ave Unit A
2229.namevalue,1561N Galvez St,1561 N Galvez St
2315.locationvalue,"(29.93807336849, e-90.0800398989417)","(29.93807336849, -90.0800398989417)"
2676.type,ShortTerm Rental Residential Owner,Short Term Rental Residential Owner
683.address,944 Felicit ySt,944 Felicity St
1401.expirationdate,3/16/2023 11:59:59 PM,03/16/2023 11:59:59 PM
2056.expirationdate,d03/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
2418.namevalue,45d1 Girod St Apt 201,451 Girod St Apt 201
2126.type,Short Term Renal Commercial Owner,Short Term Rental Commercial Owner
1053.namevalue,1738 HenrietteD elille St Apt B,1738 Henriette Delille St Apt B
1957.locationvalue,"(29.9664171101074, -90.062322727793)","(29.9664171101074, -90.0623227127793)"
1918.locationvalue,"(29.934654774062, -90.083091569316)","(29.9346549774062, -90.083091569316)"
1713.expirationdate,03/012023 12:00:00 AM,03/01/2023 12:00:00 AM
815.namevalue,6600 Harbourivew Dr,6600 Harbourview Dr
758.namevalue,1808F ourth St,1808 Fourth St
2606.expirationdate,03/01/2023 12:h00:00 AM,03/01/2023 12:00:00 AM
209.address,1001 Bratholomew St,1001 Bartholomew St
1590.address,020 N Johnson St,4020 N Johnson St
1092.address,831 Patterso nSt,831 Patterson St
560.type,Short Term Retal Residential Owner,Short Term Rental Residential Owner
1590.expirationdate,0x3/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
1694.namevalue,5221l Hawthorne Pl,5221 Hawthorne Pl
1955.locationvalue,"(29.9487664800841, -90.072417481114)","(29.9487664800841, -90.0720417481114)"
1644.type,4701 - HOTELS (EXC CASINO HOTELS)i & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1759.type,Short Term Rental Commercial Owfner,Short Term Rental Commercial Owner
2462.locationvalue,"(30.0045903297159, 90.116048222919)","(30.0045903297159, -90.116048222919)"
616.namevalue,1412Lesseps St,1412 Lesseps St
2731.expirationdate,11/0/92023 11:59:59 PM,11/09/2023 11:59:59 PM
239.address,1312 Mandeville oSt,1312 Mandeville St
1084.address,6924 Cgolbert St,6924 Colbert St
849.type,Short Term ental Residential Owner,Short Term Rental Residential Owner
1566.locationvalue,"(29.9673855272599, -90.060627185416)","(29.9673855272599, -90.0608627185416)"
480.locationvalue,"(29.9238711527892, -90.0829069682184)","(29.9238711527892, -90.0829069682814)"
2177.expirationdate,0728/2023 11:59:59 PM,07/28/2023 11:59:59 PM
1601.locationvalue,"(29.9847837492782, -90.0660803891375)","(29.9847837492782, -90.0606803891375)"
1979.type,4701 - HOTELS (EXlC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
3.address,62 4S Miro St,624 S Miro St
2770.locationvalue,"(29.93799750927, -90.081786108888)","(29.93799750927, -90.0817861088886)"
1095.type,Short Term Rentl Residential Owner,Short Term Rental Residential Owner
1290.locationvalue,"(29.9814918m708059, -90.0965163369826)","(29.9814918708059, -90.0965163369826)"
2514.expirationdate,10/24/2023 03:17:3 PM,10/24/2023 03:17:34 PM
459.address,25694 Chef Menteur Hyw,25694 Chef Menteur Hwy
1178.address,800 St Charles Ave Aptr 208,800 St Charles Ave Apt 208
2475.namevalue,3812 BienvilleAve,3812 Bienville Ave
1482.expirationdate,03/01/2023 12:0c0:00 AM,03/01/2023 12:00:00 AM
1187.expirationdate,08/25/2023 11:59:59 MP,08/25/2023 11:59:59 PM
1569.locationvalue,"(29.9n52496305815, -90.068558358063)","(29.952496305815, -90.068558358063)"
2699.namevalue,1431 Robet E Lee Blvd,1431 Robert E Lee Blvd
2407.locationvalue,"(29.9759550792978, -9.00584444829355)","(29.9759550792978, -90.0584444829355)"
258.namevalue,2036-38 IBERVLLE,2036-38 IBERVILLE
1253.address,4143e Palmyra St,4143 Palmyra St
109.type,Short Tserm Rental Residential Owner,Short Term Rental Residential Owner
207.namevalue,1818E splanade Ave Apt 1A,1818 Esplanade Ave Apt 1A
470.namevalue,EMANUEL & SHENA’S ED & BREAKFAST,EMANUEL & SHENA’S BED & BREAKFAST
2776.namevalue,5700 Eylsian Fields Ave,5700 Elysian Fields Ave
2611.locationvalue,"(29.94q68592502841, -90.0681437016)","(29.9468592502841, -90.0681437016)"
1280.expirationdate,03/01/2032 12:00:00 AM,03/01/2023 12:00:00 AM
2746.type,hort Term Rental Residential Owner,Short Term Rental Residential Owner
2366.address,2011 sJosephine St,2011 Josephine St
1868.locationvalue,"(29.953862633153, -9.00696341031303)","(29.953862633153, -90.0696341031303)"
1115.namevalue,3918 Bakns St,3918 Banks St
202.type,Short Term Rental dCommercial Owner,Short Term Rental Commercial Owner
72.namevalue,83 8Valence St,838 Valence St
63.expirationdate,03/01/2023 12:00:00e AM,03/01/2023 12:00:00 AM
2679.expirationdate,03/012/023 12:00:00 AM,03/01/2023 12:00:00 AM
2025.address,4226 S Carrbollton Ave,4226 S Carrollton Ave
1991.address,2137 oLuisiana Ave,2137 Louisiana Ave
11.type,Short Term Rentoal Commercial Owner,Short Term Rental Commercial Owner
2756.address,938 Wilon Dr,938 Wilson Dr
1929.type,ShortTerm Rental Commercial Owner,Short Term Rental Commercial Owner
2613.type,fShort Term Rental Residential Owner,Short Term Rental Residential Owner
408.namevalue,301s1 Dryades St,3011 Dryades St
1652.expirationdate,0/301/2023 12:00:00 AM,03/01/2023 12:00:00 AM
2172.expirationdate,07/28/2023 1159:59 PM,07/28/2023 11:59:59 PM
707.locationvalue,"(29.974406212346, -90.070678226231)","(29.974406212346, -90.0870678226231)"
2153.expirationdate,8/28/2023 07:59:25 AM,08/28/2023 07:59:25 AM
749.namevalue,2228 N Rmpart St,2228 N Rampart St
1303.locationvalue,"(29.971221965113m9, -90.0739484620735)","(29.9712219651139, -90.0739484620735)"
2656.locationvalue,"(0.014806909128, -90.0614516938889)","(30.014806909128, -90.0614516938889)"
1315.locationvalue,"u(29.9320038113027, -90.0745353793166)","(29.9320038113027, -90.0745353793166)"
2395.namevalue,132 Harrison Ave,1328 Harrison Ave
1783.locationvalue,"(29.970812174156, -90.073t7198741199)","(29.970812174156, -90.0737198741199)"
255.expirationdate,07/31/2023 1:59:59 PM,07/31/2023 11:59:59 PM
2384.locationvalue,"(29.6985976333282, -90.0388118439599)","(29.9685976333282, -90.0388118439599)"
2089.locationvalue,"(29.9759640527598, -90.0569331070671)","(29.9759640527598, -90.0569331007671)"
638.type,Short Term Rental Reisdential Owner,Short Term Rental Residential Owner
312.expirationdate,06/15/2023 11:59:w59 PM,06/15/2023 11:59:59 PM
2517.type,Short Term Rental Residentail Owner,Short Term Rental Residential Owner
1731.expirationdate,02/08/2023 11:595:9 PM,02/08/2023 11:59:59 PM
2040.expirationdate,07/18/o2023 11:59:59 PM,07/18/2023 11:59:59 PM
2494.address,1427 Chartmres St,1427 Chartres St
1156.expirationdate,03/1/2023 12:00:00 AM,03/01/2023 12:00:00 AM
568.locationvalue,"(29.970226837807, -90.0685099159636)","(29.9702268378075, -90.0685099159636)"
22.address,855 Baronne St Unitu 5D,855 Baronne St Unit 5D
1936.namevalue,THE ELIZkA JANE HOTEL,THE ELIZA JANE HOTEL
1540.expirationdate,3/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
2421.namevalue,451 Giro St Apt 211,451 Girod St Apt 211
592.address,401 Baornne St,401 Baronne St
1104.namevalue,711 SPeters St Apt 104,711 S Peters St Apt 104
2040.type,ShortT erm Rental Residential Owner,Short Term Rental Residential Owner
2501.locationvalue,"(29.9411778882279, -90.0l700441206019)","(29.9411778882279, -90.0700441206019)"
1271.namevalue,1439 Eutrpe St,1439 Euterpe St
2204.type,Shrot Term Rental Residential Owner,Short Term Rental Residential Owner
2179.type,Short Term Rental Resdiential Owner,Short Term Rental Residential Owner
2645.locationvalue,"(29.9874018585966, -90.072428631462)1","(29.9874018585966, -90.0724286314621)"
2304.type,Short Term Rental Residenial Owner,Short Term Rental Residential Owner
2051.address,1433 Dauphinem St,1433 Dauphine St
2522.expirationdate,03/01/2203 12:00:00 AM,03/01/2023 12:00:00 AM
776.locationvalue,"(29.j9457864441723, -90.0410308500047)","(29.9457864441723, -90.0410308500047)"
747.namevalue,2522 S Carrollton Avye,2522 S Carrollton Ave
1068.expirationdate,04/20/2023 11:59:e59 PM,04/20/2023 11:59:59 PM
50.type,Short Term Retnal Commercial Owner,Short Term Rental Commercial Owner
2317.expirationdate,11/09/2023 1:159:59 PM,11/09/2023 11:59:59 PM
1606.namevalue,4813 Tchoupitoulasl St,4813 Tchoupitoulas St
307.namevalue,2204 Frist St,2204 First St
1104.address,171 S Peters St Apt 104,711 S Peters St Apt 104
2292.address,4842 Lonely aOk Dr,4842 Lonely Oak Dr
675.type,Short Term Rental Residential Owenr,Short Term Rental Residential Owner
136.expirationdate,04/29/2023 1:159:59 PM,04/29/2023 11:59:59 PM
1540.namevalue,DRUY INN NEW ORLEANS,DRURY INN NEW ORLEANS
1217.namevalue,126 SC ortez St,126 S Cortez St
477.namevalue,5607 Tchoupitouas St,5607 Tchoupitoulas St
387.address,1738 Henriette Deillle St Apt E,1738 Henriette Delille St Apt E
2350.type,Short Trem Rental Commercial Owner,Short Term Rental Commercial Owner
7.namevalue,1r021 Louisa St,1021 Louisa St
1573.expirationdate,4/24/2023 11:59:59 PM,04/24/2023 11:59:59 PM
1633.expirationdate,07/12/2023 11:59:59 PcM,07/12/2023 11:59:59 PM
1710.address,4300 St Claude Ave,4030 St Claude Ave
520.address,928 Ciyt Park Ave,928 City Park Ave
2.namevalue,1210 S Rampart St lUnit 1B,1210 S Rampart St Unit 1B
1824.locationvalue,"(29.9653920281453, -90.0417961871543)","(29.9653920281453, -90.0419761871543)"
2634.locationvalue,"(29.9238215481391, -90.073175862764)","(29.9238215481391, -90.0731758620764)"
1063.namevalue,423 Alaob St Apt B,423 Alabo St Apt B
1584.address,843 Carondeletj St,843 Carondelet St
1649.expirationdate,03/01/2023 12:00:o00 AM,03/01/2023 12:00:00 AM
2470.type,Short Term Rentalp Residential Owner,Short Term Rental Residential Owner
612.locationvalue,"(30.018724x8217952, -90.1201714246554)","(30.0187248217952, -90.1201714246554)"
2722.locationvalue,"(299327493389283, -90.0727893972003)","(29.9327493389283, -90.0727893972003)"
2135.address,514 Madeville St,514 Mandeville St
1996.type,Short Term Remntal Residential Owner,Short Term Rental Residential Owner
957.namevalue,231 xS White St,231 S White St
925.type,Shrot Term Rental Commercial Owner,Short Term Rental Commercial Owner
600.expirationdate,04/07/2023 11:95:59 PM,04/07/2023 11:59:59 PM
479.type,Short Toerm Rental Residential Owner,Short Term Rental Residential Owner
774.type,Short Term Rental Resigdential Owner,Short Term Rental Residential Owner
486.address,617 Canal St Axpt 301,617 Canal St Apt 301
953.address,5175 Basinview Dr,5157 Basinview Dr
524.type,Short Term Retntal Residential Owner,Short Term Rental Residential Owner
2731.namevalue,1572 Magazin St Apt G,1572 Magazine St Apt G
1418.expirationdate,03/01/2023 12:00:00 AM***,03/01/2023 12:00:00 AM
2353.address,3p251 Trafalgar St,3251 Trafalgar St
2637.address,2011 RobertSt,2011 Robert St
2769.expirationdate,10/0/2023 11:59:59 PM,10/03/2023 11:59:59 PM
2450.type,Short Term Rental Commercial wner,Short Term Rental Commercial Owner
422.type,Short Term Rental Commercial jOwner,Short Term Rental Commercial Owner
2592.address,445 Spence rAve,445 Spencer Ave
1796.namevalue,1706 Robeort St,1706 Robert St
2254.address,419S  Genois St,419 S Genois St
796.namevalue,1126 N Dorgoenois St,1126 N Dorgenois St
1516.expirationdate,03/01/2023 21:00:00 AM,03/01/2023 12:00:00 AM
1384.namevalue,900 Batrholomew St Unit 420,900 Bartholomew St Unit 420
1505.namevalue,3112 Royal dSt,3112 Royal St
2047.locationvalue,"(29.9497269533964, -90.11600996194)","(29.9497269533964, -90.116009962194)"
1950.address,730 Poland Ave AptD ,730 Poland Ave Apt D
837.expirationdate,06/02/2023 1:159:59 PM,06/02/2023 11:59:59 PM
1033.expirationdate,06/08/2023 11:59:95 PM,06/08/2023 11:59:59 PM
553.type,Short Term Rental Reisdential Owner,Short Term Rental Residential Owner
2102.type,Short Term Rental Commercial Onwer,Short Term Rental Commercial Owner
1699.namevalue,2331 Duaine St,2331 Dumaine St
2249.address,3125 Gravierz St,3125 Gravier St
1057.namevalue,267 Aubry St,2627 Aubry St
1676.address,1500C ANAL ST,1500 CANAL ST
779.locationvalue,"(29.9649150954578, -90.0649598767637)","(29.9649150954578, -90.0649958767637)"
235.namevalue,225 Vlalette St,225 Vallette St
2710.type,tShort Term Rental Residential Owner,Short Term Rental Residential Owner
1840.locationvalue,"(29.9675282678134, -90.061353640844)","(29.9675282678134, -90.0613536408444)"
2305.address,1648 N Tontif St,1648 N Tonti St
16.namevalue,1572 Magazine St Aptb F,1572 Magazine St Apt F
999.type,Short Term Rental Residenital Owner,Short Term Rental Residential Owner
2161.namevalue,723 Delkachaise St,723 Delachaise St
112.expirationdate,03/21/2023 11:595:9 PM,03/21/2023 11:59:59 PM
1740.locationvalue,"(29.96925780386z53, -90.0802422539881)","(29.9692578038653, -90.0802422539881)"
1838.namevalue,334 Carondelet St Unit v310,334 Carondelet St Unit 310
1584.namevalue,83 Carondelet St,843 Carondelet St
1329.type,Short erm Rental Residential Owner,Short Term Rental Residential Owner
1021.locationvalue,"(29.95646365766p92, -90.1086820603473)","(29.9564636576692, -90.1086820603473)"
2131.type,Short Term Rental Commezrcial Owner,Short Term Rental Commercial Owner
2394.expirationdate,03/01/2023 12a:00:00 AM,03/01/2023 12:00:00 AM
2135.type,Shor Term Rental Residential Owner,Short Term Rental Residential Owner
1792.expirationdate,02/20/2023 11:95:59 PM,02/20/2023 11:59:59 PM
2168.namevalue,600 Cana St Apt 207,600 Canal St Apt 207
1354.locationvalue,"(29.9w290813721318, -90.1053398134805)","(29.9290813721318, -90.1053398134805)"
1387.locationvalue,"(29.964395380941, -90.0584572138744)","(29.9643953809491, -90.0584572138744)"
954.namevalue,1027 Touro St Ap t2A,1027 Touro St Apt 2A
737.address,461t5 Dart St,4615 Dart St
2576.namevalue,3725 Annunciiation St,3725 Annunciation St
1288.namevalue,t2230 Dumaine St,2230 Dumaine St
296.namevalue,837 aJckson Ave Apt B,837 Jackson Ave Apt B
102.type,Short Term Rental Regsidential Owner,Short Term Rental Residential Owner
1032.address,240w4 St Bernard Ave,2404 St Bernard Ave
1723.locationvalue,"(29.96f40294647124, -90.0552675337646)","(29.9640294647124, -90.0552675337646)"
1294.address,1738 Clio St Apt pC,1738 Clio St Apt C
566.expirationdate,09/1z9/2023 03:48:41 PM,09/19/2023 03:48:41 PM
1101.type,Short Term Rental Residential Ownedr,Short Term Rental Residential Owner
2403.address,1572 Magazine S tApt A,1572 Magazine St Apt A
427.expirationdate,1020/2023 10:46:30 AM,10/20/2023 10:46:30 AM
765.namevalue,1228 usic St,1228 Music St
1338.locationvalue,"(30g.0546375467808, -89.9489673297567)","(30.0546375467808, -89.9489673297567)"
821.address,364 Cadillac St,3624 Cadillac St
2067.namevalue,1450 Hpenriette Delille St,1450 Henriette Delille St
950.namevalue,2413 Burguqndy St,2413 Burgundy St
69.locationvalue,"(29.3972910692434, -90.0747617942331)","(29.9372910692434, -90.0747617942331)"
260.expirationdate,10/06/202e3 09:07:39 AM,10/06/2023 09:07:39 AM
802.address,705 COMMNO STREET,705 COMMON STREET
1669.locationvalue,"(29.9572993f395706, -90.0683973333859)","(29.9572993395706, -90.0683973333859)"
646.locationvalue,"(29.9550621935068, -90.072383972457)5","(29.9550621935068, -90.0723839724575)"
541.type,Short Term Retnal Residential Owner,Short Term Rental Residential Owner
2196.address,2126 Oretha Castle Haley Blvvd,2126 Oretha Castle Haley Blvd
1815.namevalue,812 Gravir St Apt 403,812 Gravier St Apt 403
710.expirationdate,12/10/202 11:59:59 PM,12/10/2022 11:59:59 PM
