1694.fipstwo,f3059,f37059
3139.statevalue,lWI,WI
398.statevalue,GjA,GA
1065.fipstwo,wf21131,f21131
41.countytwo,Choctafw ,Choctaw 
1710.statevalue,CN,NC
1725.county,iMtchell ,Mitchell 
771.countytwo,Ogel ,Ogle 
1574.statecounty,MS_Moroe,MS_Monroe
1914.county,yCoos ,Coos 
229.statevalue,A,CA
1515.statecounty,MO_eTxas,MO_Texas
2528.statecounty,rTN_Chester,TN_Chester
2670.statevalue,XT,TX
501.statevalue,eGA,GA
2559.fipstwo,f4085,f47085
1083.county,Merce r,Mercer 
2362.statevalue,RP,PR
1019.statevalue,YK,KY
423.fipstwo,f13603,f13063
965.fipstwo,f20411,f20141
1130.countytwo,Caldwell ***,Caldwell 
2061.statecounty,OH_Brwn,OH_Brown
2324.fipstwo,f7205,f72005
2727.countytwo,Hnut ,Hunt 
1824.fipstwo,f30113,f31013
2763.statecounty,TX_Lbbock,TX_Lubbock
3049.county,eBnton ,Benton 
2097.fipstwo,39087,f39087
1673.fipstwo,fa37017,f37017
1144.fipstwo,22049,f22049
2715.statecounty,TX_Hasikell,TX_Haskell
2619.countytwo,Astin ,Austin 
2372.fipstwo,f720o99,f72099
966.statevalue,vKS,KS
993.fipstwo,f20179,f20197
2687.fipstwo,f48115,f48151
1453.statevalue,MvO,MO
1620.countytwo,Deer Ldge ,Deer Lodge 
2885.countytwo,Sa nJuan ,San Juan 
3016.statecounty,VA_Sufolk city,VA_Suffolk city
568.county,Buena Vipsta ,Buena Vista 
1227.county,Kennebe c,Kennebec 
2517.county,Anderjson ,Anderson 
2232.fipstwo,f41n027,f41027
1884.statevalue,EN,NE
2497.statecounty,SD_Maellette,SD_Mellette
158.county,Salin e,Saline 
2237.county,Lae ,Lake 
282.statevalue,gCO,CO
3047.county,Adam s,Adams 
2129.statecounty,OH_tark,OH_Stark
1005.fipstwo,2f1011,f21011
420.countytwo,Cerokee ,Cherokee 
1895.county,Sayunders ,Saunders 
879.countytwo,Sulivan ,Sullivan 
1999.countytwo,Cemung ,Chemung 
2096.fipstwo,f3908s5,f39085
1488.countytwo,Phelp s,Phelps 
1705.statecounty,NvC_Guilford,NC_Guilford
816.statevalue,N,IN
1088.statevalue,aKY,KY
186.fipstwo,f0407,f04017
1479.countytwo,New Madri ,New Madrid 
1803.statevalue,eND,ND
2745.county,Kible ,Kimble 
2858.fipstwo,vf48493,f48493
1246.statevalue,wMI,MI
1252.statevalue,kMI,MI
3198.county,Raeligh ,Raleigh 
706.statecounty,IL_Burealu,IL_Bureau
1134.statevalue,A,LA
3150.countytwo,Walwort ,Walworth 
673.countytwo,lark ,Clark 
1307.statecounty,bMI_Ottawa,MI_Ottawa
961.county,Neoho ,Neosho 
937.county,Jakson ,Jackson 
2414.county,Charlteston ,Charleston 
956.fipstwo,fr20123,f20123
991.statecounty,S_Thomas,KS_Thomas
2647.statevalue,XT,TX
3022.county,Washigton ,Washington 
1930.county,Hunteron ,Hunterdon 
900.statevalue,KiS,KS
1198.county,Allhegany ,Allegany 
3220.statevalue,Y,WY
3002.county,Richmnod city,Richmond city
2454.fipstwo,zf46009,f46009
1996.statevalue,Y,NY
3170.statevalue,WoV,WV
1276.fipstwo,26077,f26077
951.county,arion ,Marion 
2562.countytwo,Jhonson ,Johnson 
2016.statecounty,NY_Leis,NY_Lewis
1691.fipstwo,f37035,f37053
2099.countytwo,Loagn ,Logan 
1945.statevalue,aNM,NM
232.county,Sa Mateo ,San Mateo 
1149.countytwo,Laforuche ,Lafourche 
2807.statecounty,TXRefugio,TX_Refugio
1902.statecounty,NE_Thaeyr,NE_Thayer
731.county,Greene ***,Greene 
2438.fipstwo,f450f69,f45069
1310.county,Sagpinaw ,Saginaw 
1571.county,Madiso n,Madison 
2077.statecounty,OH_Faytte,OH_Fayette
537.statecounty,GA_uUpson,GA_Upson
1077.countytwo,ason ,Mason 
1225.statecounty,ME_iFranklin,ME_Franklin
2864.statevalue,TgX,TX
1974.county,Vlencia ,Valencia 
250.countytwo,dams ,Adams 
2538.statecounty,TtN_Dickson,TN_Dickson
904.statecounty,KS_Chauftauqua,KS_Chautauqua
1987.statevalue,VN,NV
2602.fipstwo,f4i7171,f47171
1793.fipstwo,38057,f38057
2394.fipstwo,f7l2143,f72143
606.countytwo,Jakson ,Jackson 
1247.fipstwo,26019,f26019
322.county,Districtof Columbia,District of Columbia
1014.fipstwo,f1029,f21029
2790.statevalue,XT,TX
3166.statevalue,V,WV
1243.statecounty,MI_Arenc,MI_Arenac
2987.statecounty,VA_Ornge,VA_Orange
853.statevalue,aIN,IN
232.statevalue,AC,CA
650.statecounty,IA_aWyne,IA_Wayne
1551.fipstwo,bf28049,f28049
1780.statecounty,ND_Foter,ND_Foster
1370.county,Mowre ,Mower 
2912.statevalue,AV,VA
3004.statecounty,A_Roanoke city,VA_Roanoke city
1066.fipstwo,f2113l3,f21133
241.countytwo,Stanislau s,Stanislaus 
407.countytwo,Bryamn ,Bryan 
439.statecounty,GA_Dougrherty,GA_Dougherty
2792.fipstwo,48361,f48361
1538.fipstwo,f28203,f28023
2529.fipstwo,f40725,f47025
2646.fipstwo,f4806k9,f48069
688.countytwo,Lincolin ,Lincoln 
381.statevalue,L,FL
3119.county,Lanuglade ,Langlade 
329.fipstwo,f1207,f12007
303.fipstwo,gf08105,f08105
2452.county,Beaadle ,Beadle 
2745.countytwo,Kimbl ,Kimble 
1538.statevalue,S,MS
1700.fipstwo,f3771,f37071
2876.countytwo,rGand ,Grand 
13.statevalue,KA,AK
1975.statevalue,NfV,NV
431.countytwo,rCawford ,Crawford 
41.county,hoctaw ,Choctaw 
1673.statecounty,NCBladen,NC_Bladen
1428.county,Chariston ,Chariton 
601.statevalue,AI,IA
1199.countytwo,Annke Arundel ,Anne Arundel 
386.statevalue,LF,FL
1507.fipstwo,f92187,f29187
3088.countytwo,Baron ,Barron 
2704.statevalue,X,TX
2735.statevalue,XT,TX
2613.statecounty,TXv_Andrews,TX_Andrews
76.fipstwo,f00193,f01093
709.county,Cwass ,Cass 
514.statevalue,AG,GA
1558.fipstwo,f28036,f28063
2586.countytwo,Psolk ,Polk 
2200.fipstwo,f41017,f40117
1396.county,Sywift ,Swift 
1772.statecounty,NDe_Burleigh,ND_Burleigh
1102.statevalue,Y,KY
2455.county,Brookinggs ,Brookings 
1504.county,Selby ,Shelby 
2522.countytwo,Biradley ,Bradley 
1947.fipstwo,f35090,f35009
118.statecounty,AR_rew,AR_Drew
2934.county,aFirfax ,Fairfax 
1742.fipstwo,f37155***,f37155
305.countytwo,Saguachue ,Saguache 
2639.countytwo,Caldwel ,Caldwell 
467.countytwo,enry ,Henry 
2775.county,Mneard ,Menard 
1731.statecounty,NC_Onslozw,NC_Onslow
382.statecounty,iFL_Seminole,FL_Seminole
1211.statevalue,DM,MD
1823.statevalue,NyE,NE
100.statevalue,RA,AR
1191.fipstwo,f2515,f25015
2486.statevalue,hSD,SD
219.statecounty,CAN_apa,CA_Napa
2327.county,Anasco Munidcipio,Anasco Municipio
97.statecounty,RA_Arkansas,AR_Arkansas
1232.statecounty,ME_Pisctaquis,ME_Piscataquis
1626.fipstwo,of30035,f30035
810.countytwo,Carrolll ,Carroll 
19.statecounty,AK_Northwest Arctc Borough,AK_Northwest Arctic Borough
2360.statevalue,hPR,PR
403.fipstwo,13021,f13021
843.county,Johsnon ,Johnson 
2105.countytwo,gMedina ,Medina 
1091.statecounty,KY_Oio,KY_Ohio
1783.county,Grat ,Grant 
1263.statecounty,MI_Glawdin,MI_Gladwin
2209.countytwo,Sequyah ,Sequoyah 
1546.statevalue,S,MS
53.statecounty,AjL_Dallas,AL_Dallas
3221.countytwo,Hot Sprinsg ,Hot Springs 
915.countytwo,Dicinson ,Dickinson 
1829.county,Butle ,Butler 
833.countytwo,vHarrison ,Harrison 
326.statecounty,FL_Aachua,FL_Alachua
830.fipstwo,f18055***,f18055
1703.county,Grasnville ,Granville 
197.countytwo,Cousa ,Colusa 
967.fipstwo,f20z145,f20145
431.county,Carwford ,Crawford 
1999.statevalue,Y,NY
648.countytwo,Warrenx ,Warren 
1422.countytwo,Camdn ,Camden 
628.statecounty,IAO_'Brien,IA_O'Brien
1619.fipstwo,f3021,f30021
1564.countytwo,Laudredale ,Lauderdale 
2821.county,Shelb y,Shelby 
1071.fipstwo,f21413,f21143
819.countytwo,DeKaxlb ,DeKalb 
539.statevalue,GpA,GA
196.countytwo,Caaveras ,Calaveras 
119.county,Faulkne ,Faulkner 
152.fipstwo,f05e111,f05111
2840.countytwo,Tylr ,Tyler 
2058.statevalue,ObH,OH
3127.statevalue,IW,WI
1048.countytwo,Harrsion ,Harrison 
2116.countytwo,aulding ,Paulding 
2001.county,Cmlinton ,Clinton 
33.statevalue,LA,AL
1242.fipstwo,fw26009,f26009
704.statevalue,L,IL
3173.county,ardy ,Hardy 
2667.statecounty,TX_Dallam***,TX_Dallam
1309.county,Roscommon ***,Roscommon 
2192.statecounty,OK_Myuskogee,OK_Muskogee
3177.county,Knaawha ,Kanawha 
37.countytwo,Cahloun ,Calhoun 
2352.countytwo,Guayanilla Muincipio,Guayanilla Municipio
2276.statevalue,xPA,PA
1607.county,aYlobusha ,Yalobusha 
2712.county,Harzris ,Harris 
1227.statecounty,ME_Kennebc,ME_Kennebec
1377.statevalue,MeN,MN
1396.statevalue,NM,MN
1314.statevalue,McI,MI
1539.countytwo,xClay ,Clay 
773.statevalue,LI,IL
2719.countytwo,Hidaflgo ,Hidalgo 
2044.fipstwo,f63105,f36105
355.fipstwo,1f2061,f12061
2508.statevalue,D,SD
1868.statecounty,NE_Ketih,NE_Keith
2010.fipstwo,f3637,f36037
1385.countytwo,Reniville ,Renville 
561.county,Appoanoose ,Appanoose 
2355.countytwo,aHtillo Municipio,Hatillo Municipio
142.countytwo,iMller ,Miller 
1324.county,Beltrrami ,Beltrami 
351.countytwo,ernando ,Hernando 
1378.county,Pin e,Pine 
397.fipstwo,1f3009,f13009
778.county,Putnma ,Putnam 
3142.countytwo,Sawyesr ,Sawyer 
125.statevalue,R,AR
1044.countytwo,Grehenup ,Greenup 
666.statecounty,I_Bonneville,ID_Bonneville
1619.statecounty,M_Dawson,MT_Dawson
2820.countytwo,Shcakelford ,Shackelford 
1191.statevalue,AM,MA
690.county,Mniidoka ,Minidoka 
407.county,Bryanr ,Bryan 
3059.fipstwo,f53052,f53025
3114.countytwo,Juneua ,Juneau 
2050.statecounty,NY_Wyayne,NY_Wayne
1901.statecounty,NE_rStanton,NE_Stanton
1959.county,McKinely ,McKinley 
2067.fipstwo,39027,f39027
815.fipstwo,f18g025,f18025
1840.fipstwo,f13045,f31045
2920.statecounty,VA_Charltotesville city,VA_Charlottesville city
1524.statecounty,MP_RotaMunicipality,MP_Rota Municipality
2251.county,pWasco ,Wasco 
538.fipstwo,f13259,f13295
473.statecounty,GA_efferson,GA_Jefferson
844.county,Konx ,Knox 
1181.statevalue,LnA,LA
1979.statecounty,nNV_Elko,NV_Elko
126.statecounty,AR_Ht Spring,AR_Hot Spring
63.fipstwo,f10067,f01067
248.statevalue,A,CA
2317.statecounty,PA_Washinggton,PA_Washington
1332.statecounty,N_Chippewa,MN_Chippewa
154.statecounty,A_Pope,AR_Pope
227.statevalue,AC,CA
561.statevalue,A,IA
702.county,Alexadner ,Alexander 
2676.county,Donely ,Donley 
1341.statevalue,nMN,MN
750.statevalue,L,IL
1705.fipstwo,3f7081,f37081
1965.countytwo,Sa Juan ,San Juan 
1148.county,Lafayette Parisbh,Lafayette Parish
917.countytwo,Dougelas ,Douglas 
2364.statecounty,PR_Las aMrias Municipio,PR_Las Marias Municipio
208.statecounty,CA_aLke,CA_Lake
918.county,Edwarpds ,Edwards 
2284.county,Green ,Greene 
2098.statecounty,O_HLicking,OH_Licking
1000.fipstwo,sf21001,f21001
2909.fipstwo,fu51023,f51023
2100.statevalue,HO,OH
1203.fipstwo,f2401e1,f24011
2129.statevalue,HO,OH
2074.statecounty,OH_lDelaware,OH_Delaware
3008.statecounty,VA_Salemu city,VA_Salem city
1054.countytwo,Jacksorn ,Jackson 
278.fipstwo,08055,f08055
2684.statecounty,T_XFalls,TX_Falls
2932.county,mporia city,Emporia city
2435.county,eLe ,Lee 
1583.countytwo,Pivke ,Pike 
1126.county,Bienville Parishh,Bienville Parish
2102.statevalue,H,OH
1377.countytwo,ennington ,Pennington 
252.countytwo,Arapkahoe ,Arapahoe 
2248.statevalue,OwR,OR
1835.county,aClay ,Clay 
811.statevalue,ImN,IN
2181.statevalue,KO,OK
2878.countytwo,Jueab ,Juab 
2718.statecounty,TX_Hqenderson,TX_Henderson
2636.fipstwo,4f8049,f48049
2012.statevalue,Y,NY
1789.county,McHengry ,McHenry 
1249.statecounty,MI_wBranch,MI_Branch
1865.county,Jeffesron ,Jefferson 
503.fipstwo,f13252,f13225
1185.fipstwo,25003,f25003
2846.statecounty,TX_Victorai,TX_Victoria
1956.county,Linconl ,Lincoln 
3128.county,Oocnto ,Oconto 
664.statecounty,ID_Boihse,ID_Boise
2717.fipstwo,f4811,f48211
938.statecounty,KS_eJfferson,KS_Jefferson
2644.statevalue,XT,TX
281.county,Kiow a,Kiowa 
1587.statevalue,S,MS
841.statecounty,N_Jefferson,IN_Jefferson
2639.statevalue,XT,TX
929.fipstwo,f2006h9,f20069
2521.fipstwo,f4009,f47009
152.countytwo,Poisnsett ,Poinsett 
223.fipstwo,f0e6063,f06063
419.fipstwo,f1355,f13055
1837.statecounty,E_Cuming,NE_Cuming
2137.county,Wahsington ,Washington 
1171.county,St. Tamamny Parish,St. Tammany Parish
2758.statecounty,TX_Lmestone,TX_Limestone
541.fipstwo,f1330q1,f13301
496.fipstwo,f31211,f13211
741.county,Jeffertson ,Jefferson 
923.county,Fovrd ,Ford 
1034.countytwo,leming ,Fleming 
725.statecounty,IL_Efifngham,IL_Effingham
557.fipstwo,f150d09,f15009
2635.statecounty,TXB_rooks,TX_Brooks
3140.statevalue,I,WI
1344.statevalue,NM,MN
200.statecounty,CA_El Droado,CA_El Dorado
861.countytwo,Oraneg ,Orange 
1789.statevalue,NeD,ND
2032.fipstwo,3f6081,f36081
418.statecounty,GAc_Chattahoochee,GA_Chattahoochee
2601.statevalue,NT,TN
2359.countytwo,Jayuya uMunicipio,Jayuya Municipio
137.statevalue,RA,AR
2351.fipstwo,7f2057,f72057
1613.county,Carbron ,Carbon 
1539.statevalue,lMS,MS
2246.statevalue,R,OR
1269.county,Hruon ,Huron 
703.statevalue,L,IL
2374.statevalue,PgR,PR
334.statecounty,FL_Citkrus,FL_Citrus
1675.county,Buncomb ,Buncombe 
131.statecounty,AR_Jeffeson,AR_Jefferson
1899.statecounty,NE_Shermn,NE_Sherman
830.county,reene ,Greene 
5.county,Brstol Bay Borough,Bristol Bay Borough
1219.county,Washnigton ,Washington 
651.statevalue,A,IA
1688.fipstwo,f37407,f37047
940.countytwo,Johnso n,Johnson 
2272.statevalue,A,PA
1111.countytwo,Trimblex ,Trimble 
1531.countytwo,Bnton ,Benton 
3089.countytwo,lBayfield ,Bayfield 
896.statevalue,fKS,KS
2990.fipstwo,f57130,f51730
2564.statecounty,pTN_Lake,TN_Lake
1320.statecounty,MI_Weford,MI_Wexford
2858.statecounty,TX_iWlson,TX_Wilson
1917.statecounty,NH_Merrimcak,NH_Merrimack
3073.statecounty,WmA_Pierce,WA_Pierce
2923.statevalue,A,VA
2595.statecounty,T_NShelby,TN_Shelby
494.county,Monroem ,Monroe 
234.fipstwo,0f6085,f06085
1124.statecounty,LA_Avoyelels,LA_Avoyelles
990.fipstwo,f20s191,f20191
1437.county,Dallasf ,Dallas 
568.statevalue,AI,IA
2225.countytwo,Crzook ,Crook 
2263.fipstwo,f42071,f42017
1764.county,Yaney ,Yancey 
2639.statecounty,TX_Caldwel,TX_Caldwell
3228.county,aPlatte ,Platte 
3120.statecounty,dWI_Lincoln,WI_Lincoln
953.countytwo,McPheson ,McPherson 
1928.statevalue,JN,NJ
2474.countytwo,Fulk ,Faulk 
1096.fipstwo,f21139,f21193
2788.statecounty,TX_Noaln,TX_Nolan
2050.countytwo,Wvayne ,Wayne 
2099.county,Logean ,Logan 
1206.countytwo,Chales ,Charles 
3054.statecounty,WA_Colitz,WA_Cowlitz
2988.statevalue,AV,VA
2558.statecounty,TN_Hoston,TN_Houston
1020.statevalue,YK,KY
1283.statecounty,IM_Lenawee,MI_Lenawee
1966.fipstwo,3f5047,f35047
3087.county,Ashladn ,Ashland 
953.statevalue,SK,KS
3082.countytwo,Wallya Walla ,Walla Walla 
1629.statecounty,T_Hill,MT_Hill
1367.statecounty,MNM_eeker,MN_Meeker
1086.statecounty,KY_Monthgomery,KY_Montgomery
1424.statecounty,MuO_Carroll,MO_Carroll
2756.statecounty,TX_Leno,TX_Leon
2805.statevalue,X,TX
2263.statevalue,AP,PA
37.statevalue,L,AL
748.county,Kno x,Knox 
3018.fipstwo,51183,f51183
2520.county,Bledose ,Bledsoe 
2005.statecounty,NY_Dutchess***,NY_Dutchess
2619.county,Ausptin ,Austin 
2356.fipstwo,f7067,f72067
2208.statecounty,KO_Seminole,OK_Seminole
1558.countytwo,Jefferso ,Jefferson 
2331.fipstwo,72019,f72019
1793.countytwo,ercer ,Mercer 
2221.statevalue,RO,OR
2680.countytwo,Edward s,Edwards 
1073.fipstwo,f2153,f21153
559.county,Aadms ,Adams 
2092.statevalue,HO,OH
70.fipstwo,f10081,f01081
2217.statecounty,OfK_Woods,OK_Woods
2440.statevalue,CS,SC
2307.fipstwo,f4205,f42105
618.statecounty,IA_Maison,IA_Madison
2383.county,Sabana Gradne Municipio,Sabana Grande Municipio
808.statevalue,NI,IN
424.county,Clinc ,Clinch 
1050.countytwo,Hendeson ,Henderson 
2072.fipstwo,f9037,f39037
965.statecounty,KS_Oseborne,KS_Osborne
513.county,Richmodn ,Richmond 
3.statevalue,KA,AK
2982.statecounty,VA_oNrfolk city,VA_Norfolk city
700.countytwo,Washhington ,Washington 
694.statecounty,ID_Paytete,ID_Payette
2200.countytwo,awnee ,Pawnee 
2699.statevalue,TpX,TX
2081.statecounty,OH_iGeauga,OH_Geauga
2451.county,uArora ,Aurora 
1324.statevalue,N,MN
1728.statecounty,NC_ash,NC_Nash
3064.county,itsap ,Kitsap 
2778.fipstwo,f48333***,f48333
415.county,atoosa ,Catoosa 
2538.countytwo,Dickon ,Dickson 
118.county,Drwe ,Drew 
957.statevalue,SK,KS
562.statecounty,IA_Auduvbon,IA_Audubon
779.countytwo,Ranfdolph ,Randolph 
875.fipstwo,f18174,f18147
1903.countytwo,Thoma s,Thomas 
432.county,risp ,Crisp 
876.statecounty,IN_St. Joesph,IN_St. Joseph
642.county,Sqtory ,Story 
713.countytwo,Clayw ,Clay 
166.statecounty,RA_Union,AR_Union
1717.statevalue,C,NC
271.statevalue,OC,CO
949.fipstwo,f2009,f20109
1601.county,Warern ,Warren 
2423.statecounty,SC_dgefield,SC_Edgefield
922.countytwo,Finwney ,Finney 
2674.countytwo,Dipckens ,Dickens 
2885.statecounty,UvT_San Juan,UT_San Juan
2260.statecounty,hPA_Berks,PA_Berks
2733.countytwo,Jeff Davs ,Jeff Davis 
1334.statecounty,MN_Clya,MN_Clay
3087.statevalue,I,WI
134.county,Lawrlence ,Lawrence 
3105.statecounty,WI_Fondh du Lac,WI_Fond du Lac
2422.statevalue,CS,SC
777.countytwo,Pulasyki ,Pulaski 
2048.fipstwo,f3611u3,f36113
640.fipstwo,19165,f19165
2020.fipstwo,fe36057,f36057
1246.countytwo,Bya ,Bay 
1261.county,mmet ,Emmet 
1667.county,Alleguhany ,Alleghany 
3234.county,Washaie ,Washakie 
555.county,aKlawao ,Kalawao 
2708.statevalue,XT,TX
1744.statevalue,NwC,NC
164.statevalue,ApR,AR
509.fipstwo,f1337,f13237
1822.county,Blain e,Blaine 
2063.fipstwo,f3909,f39019
2520.countytwo,Blesdoe ,Bledsoe 
845.county,Koscisuko ,Kosciusko 
770.statecounty,IL_oMultrie,IL_Moultrie
617.countytwo,yon ,Lyon 
532.statevalue,A,GA
2874.statevalue,T,UT
2432.fipstwo,45055,f45055
1256.statevalue,I,MI
225.county,Scramento ,Sacramento 
2162.statevalue,OxK,OK
1288.fipstwo,f2610l1,f26101
1876.statevalue,E,NE
1943.fipstwo,f3503,f35003
3031.countytwo,t. John Island,St. John Island
1345.statecounty,MNj_Goodhue,MN_Goodhue
2691.county,ranklin ,Franklin 
369.fipstwo,12087,f12087
1755.countytwo,Vanc ,Vance 
2665.statecounty,TX_Crosy,TX_Crosby
1594.county,Tallhaatchie ,Tallahatchie 
310.statecounty,CO_Teler,CO_Teller
749.statecounty,IL_Lke,IL_Lake
1567.countytwo,aLee ,Lee 
1880.county,Naence ,Nance 
1526.countytwo,Tiinan Municipality,Tinian Municipality
1533.county,Calhou ,Calhoun 
2211.statevalue,K,OK
1377.fipstwo,qf27113,f27113
2275.countytwo,lCumberland ,Cumberland 
208.fipstwo,f06a033,f06033
522.statecounty,GA_Talbt,GA_Talbot
809.county,rBown ,Brown 
245.statevalue,AC,CA
2405.statecounty,SC_cAbbeville,SC_Abbeville
1410.fipstwo,hf29005,f29005
2089.fipstwo,f30971,f39071
1612.county,Broadwadter ,Broadwater 
925.fipstwo,f20016,f20061
1848.fipstwo,f1061,f31061
1068.fipstwo,f2v1137,f21137
141.statecounty,AR_Maron,AR_Marion
680.statevalue,IaD,ID
1342.statecounty,MN_Farisbault,MN_Faribault
2974.statecounty,VA_Matrinsville city,VA_Martinsville city
1618.countytwo,Dniels ,Daniels 
2524.county,pCannon ,Cannon 
2923.statecounty,VA_lCarke,VA_Clarke
1665.statevalue,NtC,NC
2241.fipstwo,f4104o5,f41045
1462.fipstwo,f29w109,f29109
2730.countytwo,Jcak ,Jack 
2174.statecounty,OK_Jacksno,OK_Jackson
2444.countytwo,Ricphland ,Richland 
67.countytwo,Laamr ,Lamar 
1068.statecounty,KY_Linocln,KY_Lincoln
1406.fipstwo,27171,f27171
1283.county,Leawee ,Lenawee 
2361.fipstwo,72077,f72077
231.fipstwo,f6079,f06079
1582.countytwo,Peryr ,Perry 
138.fipstwo,05083,f05083
2897.county,Albemare ,Albemarle 
1169.county,St .Martin Parish,St. Martin Parish
2839.fipstwo,f4845t5,f48455
2717.statecounty,TXv_Hemphill,TX_Hemphill
2430.countytwo,orry ,Horry 
1917.fipstwo,f3013,f33013
1493.fipstwo,f29117,f29171
2334.statevalue,RP,PR
473.countytwo,Jeffersno ,Jefferson 
1910.statevalue,uNE,NE
882.countytwo,Tigpton ,Tipton 
2664.fipstwo,f48f105,f48105
638.statevalue,IzA,IA
2393.fipstwo,f7211,f72141
835.county,Herny ,Henry 
1706.countytwo,Hialifax ,Halifax 
1846.statecounty,E_Dundy,NE_Dundy
1609.statecounty,MT_Beavesrhead,MT_Beaverhead
1076.statevalue,KdY,KY
2419.countytwo,Colleto n,Colleton 
238.county,Siskiyu ,Siskiyou 
809.fipstwo,f18g013,f18013
1785.statecounty,DN_Hettinger,ND_Hettinger
2804.countytwo,lReal ,Real 
802.fipstwo,zf17203,f17203
1968.countytwo,Santa Fez ,Santa Fe 
3084.statecounty,WA_Wihtman,WA_Whitman
707.fipstwo,17013,f17013
563.statevalue,A,IA
2706.statecounty,TX_ale,TX_Hale
1022.countytwo,Casye ,Casey 
990.statecounty,KSSumner,KS_Sumner
3190.statevalue,WgV,WV
1670.statevalue,C,NC
699.county,Valley ***,Valley 
2144.statecounty,OK_tAoka,OK_Atoka
2742.statecounty,TX_eKnedy,TX_Kenedy
2765.statevalue,ThX,TX
2993.county,Portsmouht city,Portsmouth city
295.statevalue,O,CO
2904.statecounty,VA_Aguusta,VA_Augusta
3103.countytwo,au Claire ,Eau Claire 
2983.fipstwo,f5s1131,f51131
735.countytwo,Hadrin ,Hardin 
251.countytwo,Alamsa ,Alamosa 
361.countytwo,uLeon ,Leon 
1775.statecounty,ND_Diuckey,ND_Dickey
129.county,zard ,Izard 
2840.county,Tlyer ,Tyler 
2486.fipstwo,f4607k3,f46073
3024.countytwo,Westmorelan ,Westmoreland 
3036.statecounty,VT_Chittneden,VT_Chittenden
2734.countytwo,eJfferson ,Jefferson 
1067.statevalue,KbY,KY
3121.fipstwo,5f5071,f55071
2450.statevalue,C,SC
2682.statecounty,TXEllis,TX_Ellis
2414.statecounty,SC_Chalreston,SC_Charleston
384.fipstwo,f1211,f12111
1677.statecounty,NC_Cabarrsu,NC_Cabarrus
1723.countytwo,McDowellf ,McDowell 
2505.statecounty,SD_Sanbzorn,SD_Sanborn
490.countytwo,cIntosh ,McIntosh 
646.countytwo,bVan Buren ,Van Buren 
2499.county,Minnehdaha ,Minnehaha 
556.fipstwo,15007,f15007
1864.statecounty,N_Howard,NE_Howard
693.statecounty,ID_wOyhee,ID_Owyhee
2703.statecounty,fTX_Gregg,TX_Gregg
1306.county,Otsgeo ,Otsego 
1937.statevalue,NyJ,NJ
1471.county,McDoanld ,McDonald 
1224.countytwo,umberland ,Cumberland 
2398.statevalue,oPR,PR
1366.county,McLeo d,McLeod 
695.statecounty,ID_Powejr,ID_Power
2107.statecounty,OH_Mrecer,OH_Mercer
3061.countytwo,oIsland ,Island 
951.countytwo,Maroin ,Marion 
1654.statecounty,MT_Sherdan,MT_Sheridan
293.statecounty,CO_Montroes,CO_Montrose
3033.county,Aqddison ,Addison 
904.fipstwo,f20p019,f20019
503.statevalue,fGA,GA
2398.countytwo,YabucoaMunicipio,Yabucoa Municipio
165.statevalue,R,AR
317.county,Middlese ,Middlesex 
1568.county,Leflorem ,Leflore 
2145.statecounty,OK_Bever,OK_Beaver
2684.county,Falls ***,Falls 
475.statecounty,GA_Johnsocn,GA_Johnson
2655.fipstwo,48087,f48087
15.county,Lake and Pennsula Borough,Lake and Peninsula Borough
3161.countytwo,qBraxton ,Braxton 
2135.fipstwo,f3j9163,f39163
1355.county,Kitson ,Kittson 
425.fipstwo,f1307,f13067
1339.countytwo,Dkota ,Dakota 
704.fipstwo,f17070,f17007
1946.fipstwo,f30507,f35007
65.countytwo,Jackso n,Jackson 
2374.fipstwo,f721f03,f72103
1468.county,Maudison ,Madison 
2335.statecounty,PR_Cauy Municipio,PR_Camuy Municipio
1146.statevalue,oLA,LA
428.county,Columbi ,Columbia 
1394.county,Styeele ,Steele 
851.statecounty,N_Marion,IN_Marion
577.statevalue,A,IA
1418.fipstwo,f290r21,f29021
2175.statecounty,OK_Jeffevrson,OK_Jefferson
22.fipstwo,ef02220,f02220
2666.statecounty,TX_Culbegrson,TX_Culberson
59.statevalue,AyL,AL
1455.statecounty,MO_ackson,MO_Jackson
1500.fipstwo,f2197,f29197
502.statevalue,AG,GA
1198.fipstwo,f2400b1,f24001
1738.county,Pitet ,Pitt 
3032.county,St. Thomasq Island,St. Thomas Island
2553.fipstwo,f47037,f47073
782.statevalue,LI,IL
515.statevalue,A,GA
2076.fipstwo,f39405,f39045
1707.countytwo,Harnett ***,Harnett 
2711.county,Hardn ,Hardin 
2194.statecounty,OK_Nwoata,OK_Nowata
2009.statevalue,YN,NY
1371.fipstwo,f27110,f27101
2165.county,Garfied ,Garfield 
74.statevalue,AjL,AL
1757.county,Wraren ,Warren 
362.fipstwo,12075,f12075
28.statecounty,AK_Yauktat City and Borough,AK_Yakutat City and Borough
1601.fipstwo,2f8149,f28149
87.statevalue,ArL,AL
218.statevalue,AC,CA
2060.statecounty,OH_Blmont,OH_Belmont
101.fipstwo,f5009,f05009
1117.statevalue,Y,KY
1090.county,Nichloas ,Nicholas 
79.county,Monroev ,Monroe 
697.fipstwo,16081,f16081
2635.statevalue,TaX,TX
1510.statecounty,MO_tSe. Genevieve,MO_Ste. Genevieve
122.countytwo,lGarland ,Garland 
111.fipstwo,f05092,f05029
