1634.city,Cany,Caney
1319.psapid,5215.0,7509
163.psapid,445.0,3746
6142.statevalue,C,NC
3591.typeofchangefulltext,"PSAP Name, Sbtate, County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
2028.psapname,Marietta Emergetncy Communications Department,Marietta Emergency Communications Department
840.psapid,2266.0,4358
269.geocodecitylevel,"Gallup, NM
(35.519123, -108.739769)","Wakefield, RI
(41.44097, -71.502292)"
219.geocodecitylevel,"Albion, IL
(38.377003, -88.056281)","San Diego, CA
(32.71576, -117.163817)"
7166.city,San Antoio,San Antonio
3448.statevalue,LI,IL
613.psapid,2266.0,6531
4461.city,Newpeort,Newport
4481.datelastmodified,03/04/204,03/04/2004
1041.psapid,7516.0,5914
407.geocodecitylevel,"Hometown, IL
(41.73199, -87.73231)","Plains, MT
(47.461522, -114.883189)"
6365.datelastmodified,03/042004,03/04/2004
941.psapid,7531.0,8443
7104.datelastmodified,06/2/2016,06/25/2016
6638.statevalue,AV,VA
757.geocodecitylevel,"Del Rio, TX
(29.365723, -100.897922)","South Tucson, AZ
(32.201617, -110.968438)"
2116.statevalue,AW,WA
729.geocodecitylevel,"Abbeville, LA
(29.973848, -92.134547)","Mountain Home, AR
(36.335882, -92.387497)"
651.psapid,3354.0,6352
2035.psapname,Oglala Sioux Tribe Department Of Publi cSafety,Oglala Sioux Tribe Department Of Public Safety
1849.city,Woestmoreland,Westmoreland
108.psapid,5137.0,5640
5778.geocodecitylevel,"Sault Saint Marie, MI
(46.497691 ,-84.347598)","Sault Saint Marie, MI
(46.497691, -84.347598)"
7753.psapname,OzaukeeC ounty Sheriff,Ozaukee County Sheriff
659.psapid,7344.0,845
2252.psapname,Berthoudo Police Department,Berthoud Police Department
1477.city,East Greenwch,East Greenwich
8385.geocodecitylevel,"Morgan, GA
(31.37194, -84.599693)","Morgan, GA
(31.537194, -84.599693)"
5819.psapname,Coshocton Fire Dempartment,Coshocton Fire Department
8366.county,Craewford,Crawford
375.psapid,2619.0,1334
1309.psapid,2266.0,4533
5252.county,Codok,Cook
3078.statevalue,cTN,TN
852.city,BlackRiver Falls,Black River Falls
2917.statevalue,R,OR
1941.geocodecitylevel,"Manning,S C
(33.693465, -80.211919)","Manning, SC
(33.693465, -80.211919)"
490.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Chattanooga, TN
(35.045756, -85.308287)"
165.geocodecitylevel,"Rosemont, IL
(41.991886, -87.863316)","Coshocton, OH
(40.269647, -81.850516)"
5830.city,ayetteville,Fayetteville
456.geocodecitylevel,"Inez, KY
(37.866646, -82.539105)","Geneva, AL
(31.032867, -85.868768)"
6257.city,Vigrinia,Virginia
142.psapid,445.0,5912
6812.county,uma,Yuma
3271.typeofchangefulltext,OrphanedP SAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1163.psapid,2282.0,7683
8089.statevalue,L,IL
6376.county,Sonma,Sonoma
534.datelastmodified,0k3/04/2004,03/04/2004
4062.county,Middlesxe,Middlesex
568.psapid,6534.0,6280
5701.typeofchangefulltext,No Changes have ben made.,No Changes have been made.
2027.psapname,Pietops Police Communications,Pinetops Police Communications
4427.statevalue,IM,MI
130.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.***,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
6862.statevalue,FxL,FL
566.county,Rockinghma,Rockingham
442.city,Buxtokn,Buxton
3362.county,Loen,Leon
7540.city,Oneonat,Oneonta
4571.county,Los Aingeles,Los Angeles
8368.geocodecitylevel,"Andover, NJ
(40.985455 -74.742578)","Andover, NJ
(40.985455, -74.742578)"
8364.psapname,South Bend Police Departament,South Bend Police Department
969.psapid,7620.0,2971
3581.psapname,Annapoelis City Police Department,Annapolis City Police Department
5234.statevalue,VN,NV
4330.county,Clyton,Clayton
6026.statevalue,AW,WA
108.geocodecitylevel,"Rosemont, IL
(41.991886, -87.863316)","Frederick, OK
(34.392082, -99.010781)"
706.psapname,Menominxee County 911 Center,Menominee County 911 Center
3158.datelastmodified,03/04/0204,03/04/2004
4472.city,Andchorage,Anchorage
813.geocodecitylevel,"Rosemont, IL
(41.991886, -87.863316)","Charenton, LA
(29.886348, -91.524988)"
771.statevalue,aMN,MN
2534.county,Rgandolph,Randolph
318.psapid,8131.0,3612
533.psapid,1564.0,2684
4130.city,Wilsno,Wilson
8464.geocodecitylevel,"Guthrie enter, IA
(41.677296, -94.502323)","Guthrie Center, IA
(41.677296, -94.502323)"
1024.psapid,2266.0,4899
6356.datelastmodified,03/01/012,03/01/2012
6501.city,Northampotn,Northampton
4652.statevalue,KA,AK
803.geocodecitylevel,"Gallup, NM
(35.519123, -108.739769)","Mcclusky, ND
(47.485947, -100.438435)"
2181.typeofchangefulltext,No Changes have beesn made.,No Changes have been made.
7225.city,Jacksnville,Jacksonville
894.psapid,5093.0,2927
3152.statevalue,LF,FL
7137.city,Jaspefr,Jasper
160.geocodecitylevel,"AZ
(34.869712, -111.760902)","Landover, MD
(38.933597, -76.907114)"
1094.psapid,2321.0,5937
1709.datelastmodified,0/304/2004,03/04/2004
2356.statevalue,Y,NY
7089.psapname,Broward County South Rzegional P S A P,Broward County South Regional P S A P
6345.statevalue,FlL,FL
1787.datelastmodified,08/19/2061,08/19/2016
5411.statevalue,TpX,TX
320.psapid,2321.0,5001
4158.geocodecitylevel,"Sussex, VA
(36.91354, -77.28169)","Sussex, VA
(36.91354, -77.281669)"
8261.datelastmodified,08/f22/2016,08/22/2016
4178.psapname,Jefferson County Shriffs Department,Jefferson County Sheriffs Department
59.county,Lumpkni,Lumpkin
1758.psapname,Gustine Police Depatment,Gustine Police Department
5476.psapname,Newarwk Police Department,Newark Police Department
1046.geocodecitylevel,"Tuskegee, AL
(32.423636, -85.690489)","Wilmington, NC
(34.2367, -77.946197)"
4084.psapname,Marion Cowunty 9-1-1,Marion County 9-1-1
6578.county,St. Louis iCty,St. Louis City
4633.geocodecitylevel,"Burilngton, IA
(40.81059, -91.101278)","Burlington, IA
(40.81059, -91.101278)"
337.psapid,8131.0,2344
565.psapid,445.0,4080
5472.datelastmodified,04/08/2071,04/08/2017
67.county,Fairfienld,Fairfield
997.geocodecitylevel,"Del Rio, TX
(29.365723, -100.897922)","Holtville, CA
(32.810989, -115.380175)"
583.psapid,8131.0,5389
4817.psapname,Havre Polijce Department,Havre Police Department
81.geocodecitylevel,"Seattle, WA
(47.603229, -122.33028)","Lapush, WA
(47.908901, -124.6353)"
41.geocodecitylevel,"Inez, KY
(37.866646, -82.539105)","Wilkesboro, NC
(36.145878, -81.161309)"
2114.county,Tazewell***,Tazewell
5574.statevalue,L,IL
8546.geocodecitylevel,"Sutton, MA
42.138062, -71.746358)","Sutton, MA
(42.138062, -71.746358)"
6898.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering poingt. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
6853.county,Berriren,Berrien
6382.geocodecitylevel,"Glendive, MT
(47.105822, -104.712636)","Glendive, MT
(47.105282, -104.712636)"
7164.datelastmodified,0d4/23/2004,04/23/2004
5489.city,Effinghakm,Effingham
496.psapid,7346.0,7970
7507.statevalue,AW,WA
5470.datelastmodified,03/26/2001,03/26/2010
1083.psapid,2321.0,7028
7884.city,Hoalbrook,Holbrook
4183.typeofchangefulltext,PSAP was added since the orginal posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
7602.datelastmodified,030/4/2004,03/04/2004
7114.city,Yok,York
1040.datelastmodified,0304/2004,03/04/2004
8503.datelastmodified,03/04/004,03/04/2004
2056.datelastmodified,03/04a/2004,03/04/2004
396.datelastmodified,08u/28/2015,08/28/2015
8190.statevalue,YK,KY
3339.psapname,Loyn County Psap,Lyon County Psap
3545.typeofchangefulltext,No Changes have eben made.,No Changes have been made.
823.datelastmodified,08/18/2106,08/18/2016
4750.geocodecitylevel,"Sisseton, SD
(45.660107, -97.05016)","Sisseton, SD
(45.660107, -97.050916)"
1425.typeofchangefulltext,No Changes have been amade.,No Changes have been made.
5427.city,rOlando,Orlando
7892.city,SanD iego,San Diego
1025.psapid,5093.0,362
7852.city,Palquemine,Plaquemine
6735.datelastmodified,10/05/0217,10/05/2017
957.psapid,2266.0,6686
1576.city,Brookyn,Brooklyn
2879.city,Ricmond,Richmond
1299.city,roy,Troy
1839.datelastmodified,03/0/2004,03/04/2004
4343.statevalue,AcL,AL
4919.city,Planntation,Plantation
6435.statevalue,N,MN
7615.county,Pokl,Polk
512.psapid,1564.0,4919
8367.city,verett,Everett
342.psapid,5174.0,5934
505.psapid,2619.0,7325
7412.city,Dlalas,Dallas
290.psapid,2984.0,355
7736.geocodecitylevel,"Roswell, NM
(33.393142, -014.522734)","Roswell, NM
(33.393142, -104.522734)"
675.typeofchangefulltext,No Changes havet been made.,No Changes have been made.
7744.psapname,Marion County Sheriffs Dqepartment,Marion County Sheriffs Department
2828.datelastmodified,03/04/2040,03/04/2004
1241.psapid,5093.0,7164
4652.city,Ketchikaon,Ketchikan
194.city,Mcintohs,Mcintosh
487.geocodecitylevel,"Sandwich, MA
(41.757724, -70.500139)","Odessa, TX
(31.849462, -102.374677)"
100.psapid,7620.0,5238
3593.county,artford,Hartford
201.geocodecitylevel,"Jerseyville, IL
(39.119444, -90.327431)","Weston, MA
(42.367939, -71.298243)"
6607.psapname,Quncy-adams County 9-1-1,Quincy-adams County 9-1-1
4534.statevalue,H,OH
3195.county,Midlesex,Middlesex
466.psapid,7346.0,8500
6159.psapname,California City Polce Department,California City Police Department
4830.datelastmodified,03/0m4/2004,03/04/2004
8019.psapname,Georg County Sheriffs Office,George County Sheriffs Office
5322.datelastmodified,02/0m9/2005,02/09/2005
6380.geocodecitylevel,"Mercreville, NJ
(40.236614, -74.688069)","Mercerville, NJ
(40.236614, -74.688069)"
635.psapid,7620.0,7485
3172.county,herokee,Cherokee
2275.statevalue,uCA,CA
4785.county,Costillla,Costilla
7096.statevalue,H,OH
4244.city,Srpingfield,Springfield
4220.psapname,Blaen County Sheriffs Department,Bladen County Sheriffs Department
3380.city,atesville,Gatesville
4979.statevalue,CD,DC
685.statevalue,R,OR
3568.typeofchangefulltext,Orpaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
958.psapid,445.0,8193
8423.psapname,New York State Police - Librety,New York State Police - Liberty
5821.county,Le,Lee
120.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Woonsocket, RI
(42.000971, -71.505472)"
7598.psapname,Coushamtta Tribal Police Department,Coushatta Tribal Police Department
1098.psapid,2619.0,2536
6227.datelastmodified,03/042004,03/04/2004
4717.statevalue,I,WI
7217.city,Taympa,Tampa
2855.geocodecitylevel,"Dardanele, AR
(35.223419, -93.156601)","Dardanelle, AR
(35.223419, -93.156601)"
225.typeofchangefulltext,PSA was added since the original posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
2654.psapname,Grant County Regional Disptach,Grant County Regional Dispatch
3641.psapname,El Dorado County Central Dispatcyh,El Dorado County Central Dispatch
558.geocodecitylevel,"Seattle, WA
(47.603229, -122.33028)","Poplar Bluff, MO
(36.764901, -90.402334)"
6528.statevalue,AI,IA
965.psapid,5215.0,3145
2994.city,Salt Lake ity,Salt Lake City
8129.county,Hailfax,Halifax
5894.county,iLberty,Liberty
8026.geocodecitylevel,"Vandenburg iAr Force Base, CA
(39.804401, -120.1772)","Vandenburg Air Force Base, CA
(39.804401, -120.1772)"
482.psapid,7620.0,1546
1251.psapid,2321.0,2945
4427.city,nn Arbor,Ann Arbor
58.geocodecitylevel,"Sandusky, OH
(41.454934, -82.710963)","Sacramento, CA
(38.582087, -121.50012)"
4150.datelastmodified,11/09/2040,11/09/2004
8327.statevalue,X,TX
10.geocodecitylevel,"Waupaca, WI
(44.358804, -89.084882)","Parma, OH
(41.384498, -81.734664)"
3177.statevalue,H,OH
7856.statevalue,EN,NE
1214.psapname,utton County Sheriff's Office,Sutton County Sheriff's Office
235.geocodecitylevel,"Lansing, IL
(41.564841, -87.539244)","Visalia, CA
(36.33012, -119.29888)"
764.psapid,8131.0,1844
391.statevalue,I,MI
1715.statevalue,uMI,MI
5283.city,Perrfy,Perry
3625.psapname,Plymouth Poliqce Department,Plymouth Police Department
4984.psapname,Franklin County Communicaqtions Center,Franklin County Communications Center
377.geocodecitylevel,"Albion, IL
(38.377003, -88.056281)","Kenner, LA
(29.990794, -90.24298)"
6237.psapname,Vandlaia Police,Vandalia Police
496.geocodecitylevel,"Waupaca, WI
(44.358804, -89.084882)","Warsaw, IN
(41.235151, -85.856639)"
77.psapid,2619.0,5982
674.county,eWlls,Wells
6501.statevalue,A,MA
657.psapid,7344.0,3233
418.typeofchangefulltext,Orphaned PrSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1101.psapid,2210.0,4376
73.psapid,3354.0,5539
2827.city,Saandusky,Sandusky
652.psapid,445.0,4329
1248.psapid,3138.0,3812
245.psapid,2266.0,8249
68.geocodecitylevel,"Harrison, MI
(42.58763, -82.81854)","Atlanta, TX
(33.117758, -94.155238)"
601.county,Berkleey,Berkeley
7947.city,Saunta Fe,Santa Fe
1785.typeofchangefulltext,No Changes have been madle.,No Changes have been made.
569.geocodecitylevel,"Gallup, NM
(35.519123, -108.739769)","Maumelle, AR
(34.867225, -92.404466)"
5075.geocodecitylevel,"Auburn, ME
(44.093789, -70.23113)1","Auburn, ME
(44.093789, -70.231131)"
1039.statevalue,A,CA
6668.statevalue,Y,WY
586.geocodecitylevel,"Crystal City, TX
(28.694299, -99.830747)","Erie, KS
(37.568741, -95.248381)"
790.psapid,2282.0,2024
7632.county,Brmazoria,Brazoria
2914.typeofchangefulltext,o Changes have been made.,No Changes have been made.
2925.statevalue,A,MA
4720.geocodecitylevel,"Paris, TN
(36.e302754, -88.326359)","Paris, TN
(36.302754, -88.326359)"
175.geocodecitylevel,"Medford, WI
(45.14287, -90.342964)","Irwindale, CA
(34.103775, -117.934149)"
6739.psapname,Highland Poice Department,Highland Police Department
6376.city,Rohert Park,Rohnert Park
6916.county,Frankin,Franklin
5946.statevalue,bNJ,NJ
1127.psapid,5997.0,4122
1489.datelastmodified,081/8/2016,08/18/2016
2889.city,Caolinga,Coalinga
8036.city,Las ruces,Las Cruces
1225.psapid,2452.0,1724
3361.typeofchangefulltext,No Changes have been ade.,No Changes have been made.
1938.city,zMonona,Monona
426.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answerin point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
7913.statevalue,O,MO
8411.city,ecatur,Decatur
1817.city,Conyoers,Conyers
7922.city,Ashbunr,Ashburn
372.geocodecitylevel,"San Jose, CA
(37.334807, -121.888128)","Albuquerque, NM
(35.084248, -106.649241)"
1820.datelastmodified,0304/2004,03/04/2004
8046.psapname,Park Cuonty Sheriffs Office,Park County Sheriffs Office
3224.city,Eagle Bute,Eagle Butte
2573.psapname,Emery County Sehriffs Office Dispatch,Emery County Sheriffs Office Dispatch
786.geocodecitylevel,"Brooklyn, NY
(40.692529, -73.990996)","Angoon, AK
(57.452293, -134.484644)"
4065.statevalue,T,UT
1411.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking anwsering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
772.typeofchangefulltext,No Changes have been ade.,No Changes have been made.
3868.datelastmodified,04/5/2007,04/05/2007
7751.datelastmodified,0y2/15/2013,02/15/2013
5274.geocodecitylevel,"Fraynklinton, LA
(30.847512, -90.154481)","Franklinton, LA
(30.847512, -90.154481)"
6768.county,Subrry,Surry
129.psapid,2619.0,1441
4064.geocodecitylevel,"Mahwah, NJ
(41.093988, -74.145097)","Mahwah, NJ
(41.093988, -74.145079)"
2349.geocodecitylevel,"Prattville, AL
(32.47z1359, -86.466179)","Prattville, AL
(32.471359, -86.466179)"
3653.typeofchangefulltext,"PSAP Name, State, County or City tet has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
942.psapid,8131.0,8409
6815.statevalue,D,SD
6147.psapname,Brown CountyS heriffs Office,Brown County Sheriffs Office
567.city,nPark City,Park City
3690.city,reenville,Greenville
279.geocodecitylevel,"Sandwich, MA
(41.757724, -70.500139)","Fairfax, SC
(32.958679, -81.235694)"
3242.city,Ntew Albany,New Albany
8303.typeofchangefulltext,"PSAP Nme, State, County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
2662.datelastmodified,020/9/2005,02/09/2005
2888.city,Rihmond,Richmond
2362.city,Ahland,Ashland
7221.city,Clarene,Clarence
3435.county,Moterey,Monterey
31.geocodecitylevel,"Hometown, IL
(41.73199, -87.73231)","Bethel, CT
(41.371727, -73.407448)"
8529.datelastmodified,10/05/2p017,10/05/2017
623.geocodecitylevel,"Glendora, CA
(34.136001, -117.865485)","Colorado Springs, CO
(38.835224, -104.819798)"
699.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Dyersburg, TN
(36.034422, -89.385421)"
6043.statevalue,HO,OH
2329.geocodecitylevel,"Inzdependence, MO
(39.093659, -94.412017)","Independence, MO
(39.093659, -94.412017)"
374.psapid,7531.0,3250
6901.city,Sanfodr,Sanford
2915.city,Dnellen,Dunellen
7283.datelastmodified,03/40/2004,03/04/2004
6020.psapname,Millrook Police Department,Millbrook Police Department
7469.psapname,Paola Police Deartment,Paola Police Department
6167.city,Chicpago,Chicago
745.psapid,8131.0,2967
2172.city,District Of Colmbia,District Of Columbia
813.psapid,7346.0,3065
361.psapid,7344.0,1075
8111.psapname,Fotr Sam Houston Police,Fort Sam Houston Police
1696.city,Clakr,Clark
800.geocodecitylevel,"Morris, IL
(41.359352, -88.421581)","Norridge, IL
(41.965907, -87.821894)"
3981.typeofchangefulltext,No Changes have bepen made.,No Changes have been made.
5140.city,San Franzcisco,San Francisco
3194.typeofchangefulltext,Orphaned PSAP no longer consdiered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1501.datelastmodified,03/04/2004***,03/04/2004
864.psapid,5093.0,1614
468.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Milton, FL
(30.621883, -87.043567)"
5787.geocodecitylevel,"Chelmsford, MA
(42.600276i, -71.35697)","Chelmsford, MA
(42.600276, -71.35697)"
5140.typeofchangefulltext,No Changes have ben made.,No Changes have been made.
1094.geocodecitylevel,"Cynthiana, KY
(38.392918, -84.292489)","Greensburg, PA
(40.310785, -79.547152)"
223.psapid,2984.0,3358
309.county,Lo sAngeles,Los Angeles
195.psapid,1564.0,8263
7882.statevalue,X,TX
3903.county,Grndy,Grundy
4536.statevalue,fOK,OK
488.psapid,2085.0,5079
8114.typeofchangefulltext,"PSAP ame, State, County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
7168.city,San Diyego,San Diego
1551.statevalue,LI,IL
6662.typeofchangefulltext,Secondary PSAP associated with a Prmiary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
8162.typeofchangefulltext,No Changes have been madec.,No Changes have been made.
1890.statevalue,NeC,NC
7803.county,oCnejos,Conejos
257.city,Noagles,Nogales
4081.datelastmodified,30/04/2004,03/04/2004
6463.statevalue,xAZ,AZ
935.geocodecitylevel,"Largo, FL
(27.91829, -82.774936)","Escalon, CA
(37.793497, -120.99141)"
5605.datelastmodified,30/04/2004,03/04/2004
1396.geocodecitylevel,"Poughkeepsie, NY
(41.69932g2, -73.921694)","Poughkeepsie, NY
(41.699322, -73.921694)"
6144.statevalue,S,KS
5339.city,Cussepta,Cusseta
2477.statevalue,R,AR
3499.statevalue,YN,NY
7982.statevalue,L,FL
256.geocodecitylevel,"Lake Buena Vista, FL
(28.393671, -81.528968)","Dearborn Heights, MI
(42.331748, -83.277557)"
5882.city,Sturgeon Bahy,Sturgeon Bay
6396.statevalue,XT,TX
2620.datelastmodified,03/40/2004,03/04/2004
7131.datelastmodified,03f/04/2004,03/04/2004
4097.county,Sifoux,Sioux
2307.datelastmodified,03/04/204,03/04/2004
848.psapid,1564.0,4497
775.geocodecitylevel,"Tuskegee, AL
(32.423636, -85.690489)","Eatonton, GA
(33.325574, -83.387894)"
2392.typeofchangefulltext,"PSAP Name, State, County or City texut has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
1786.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain afrom using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
6472.geocodecitylevel,"Ft Valley, GA
(32.553575, -83.886163)","Ft Valley, GA
(32.553575, -83.886613)"
2804.geocodecitylevel,"Alfred, ME
(43.471669, -70.719720)","Alfred, ME
(43.471669, -70.719702)"
6171.statevalue,OM,MO
7470.typeofchangefulltext,PSAP was added since the original posting ofthe FCC Registry.,PSAP was added since the original posting of the FCC Registry.
7783.city,Clfax,Colfax
5711.typeofchangefulltext,No Changes have been mpade.,No Changes have been made.
1874.geocodecitylevel,"Ft Morgan, CO
(40.253799, -103.801495)","Ft Morgan, CO
(40.253979, -103.801495)"
1572.datelastmodified,01/29/209,01/29/2009
3417.datelastmodified,03/0/62008,03/06/2008
4789.city,arrow,Barrow
7356.statevalue,kMT,MT
5039.statevalue,HO,OH
2047.county,Humbldt,Humboldt
1252.city,nAlbemarle,Albemarle
8156.statevalue,iWA,WA
121.psapid,3138.0,2346
3574.datelastmodified,0f3/04/2004,03/04/2004
191.psapid,7403.0,830
1047.psapid,7403.0,2934
868.geocodecitylevel,"Cheyenne, WY
(41.14024, -104.818802)","Horton, KS
(39.664076, -95.525804)"
1054.geocodecitylevel,"Cheyenne, WY
(41.14024, -104.818802)","Chillicothe, OH
(39.331846, -82.981776)"
7550.statevalue,DpC,DC
4423.city,Centerfville,Centerville
1906.county,Doulas,Douglas
286.geocodecitylevel,"Crystal City, TX
(28.694299, -99.830747)","Burleson, TX
(32.545038, -97.327316)"
695.geocodecitylevel,"Albion, IL
(38.377003, -88.056281)","Flasher, ND
(46.458364, -101.232082)"
7727.psapname,Elsa olice Department,Elsa Police Department
807.psapid,2321.0,3366
825.psapid,7403.0,1433
3351.city,Kesytone,Keystone
5310.geocodecitylevel,"Jolie,t IL
(41.524956, -88.082979)","Joliet, IL
(41.524956, -88.082979)"
5988.geocodecitylevel,"Exeter, CA
(36.295882, -119.41215)","Exeter, CA
(36.295882, -119.14215)"
4723.psapname,Michigian State Police-sault Ste Marie,Michigan State Police-sault Ste Marie
5757.statevalue,XT,TX
900.psapid,8131.0,3081
3604.psapname,lChurchill Emergency Center,Churchill Emergency Center
5855.city,eTmpe,Tempe
3977.typeofchangefulltext,No Changes have beenn made.,No Changes have been made.
7438.psapname,mCanton Police Department,Canton Police Department
204.geocodecitylevel,"AZ
(34.869712, -111.760902)","Ruston, LA
(32.532435, -92.639039)"
4707.typeofchangefulltext,"PSAP Name, State, County or Cityt ext has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
7780.statevalue,H,OH
6139.city,Bakersfiedl,Bakersfield
7296.datelastmodified,10/10/0214,10/10/2014
4918.typeofchangefulltext,No Changes hve been made.,No Changes have been made.
4906.datelastmodified,1219/2013,12/19/2013
639.psapid,7346.0,2006
6539.statevalue,X,TX
7669.city,Washigton,Washington
2538.statevalue,H,OH
4044.statevalue,K,OK
1694.county,Suffolok,Suffolk
5197.city,Cotnulla,Cotulla
4307.city,eridder,Deridder
2167.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answerng point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8463.county,fThayer,Thayer
2049.county,Marhall,Marshall
4118.city,Los Angelse,Los Angeles
6129.typeofchangefulltext,No Changes have vbeen made.,No Changes have been made.
2446.city,Arlington Heighs,Arlington Heights
447.psapid,3354.0,525
6578.statevalue,OM,MO
7994.psapname,San Anelo Communications Center,San Angelo Communications Center
2549.city,La Granage,La Grange
1046.psapid,2321.0,4361
732.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Use the Primay PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
244.psapid,2027.0,4554
6959.city,aSlt Lake City,Salt Lake City
7841.county,Pcreble,Preble
4308.county,Ottaaw,Ottawa
1060.psapid,7620.0,3294
2787.statevalue,I,MI
7382.psapname,Allen County Sheirffs Office,Allen County Sheriffs Office
1203.psapid,7620.0,4959
5833.city,Alamsa,Alamosa
2636.geocodecitylevel,"Cheboygan, MI
(45.64612, -84.474826)","Cheboygan, MI
(45.646812, -84.474826)"
2999.city,Centrla Point,Central Point
125.psapid,7344.0,4144
4479.psapname,Humphreys oCunty Sheriffs Department,Humphreys County Sheriffs Department
2727.city,Newpot,Newport
1849.county,Sumvner,Sumner
866.geocodecitylevel,"Derby, CT
(41.322959, -73.089594)","Hazelhurst, MS
(31.861796, -90.39448)"
3169.statevalue,A,MA
994.psapid,6534.0,4140
8294.city,Harlinegn,Harlingen
479.geocodecitylevel,"Everman, TX
(32.632014, -97.287121)","Scottsdale, AZ
(33.494909, -111.926061)"
1551.city,Cicago,Chicago
4642.statevalue,SM,MS
5502.city,Mt aVernon,Mt Vernon
7792.statevalue,Y,NY
2411.statevalue,A,IA
6934.statevalue,KO,OK
4379.county,DeK alb,De Kalb
51.psapid,2321.0,203
5823.county,artford,Hartford
5855.county,aMricopa,Maricopa
6762.city,ebanon,Lebanon
767.psapid,6534.0,115
1244.psapname,Herkimer County Correctional acility,Herkimer County Correctional Facility
8535.city,Cloorado Springs,Colorado Springs
974.psapid,6534.0,7323
4106.city,Pawhuswka,Pawhuska
5738.datelastmodified,04/8/2017,04/08/2017
6448.geocodecitylevel,"Sellersburg, IN
(38.931388, -85.755126)","Sellersburg, IN
(38.391388, -85.755126)"
3692.city,Memphsi,Memphis
2005.datelastmodified,03/04f/2004,03/04/2004
6583.statevalue,J,NJ
4487.geocodecitylevel,"Auburndale, FL
(28.062333, -81.78d8689)","Auburndale, FL
(28.062333, -81.788689)"
313.psapid,7344.0,6683
352.psapid,2641.0,6119
1624.geocodecitylevel,"Mt Vernon, TX
(33.173449, -95.22029)","Mt Vernon, TX
(33.173449, -95.220295)"
47.psapid,7344.0,3053
6961.statevalue,AW,WA
5975.typeofchangefulltext,No Changes have een made.,No Changes have been made.
972.geocodecitylevel,"Deridder, LA
(30.847861, -93.285518)","Waller, TX
(30.056703, -95.926747)"
2472.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Use the Primar yPSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
4546.city,FarmersB ranch,Farmers Branch
4539.statevalue,eCA,CA
4236.geocodecitylevel,"Grundy Center, IA
(42.361475,- 92.768301)","Grundy Center, IA
(42.361475, -92.768301)"
2623.psapname,Breckinridge County Sheriffs Offie,Breckinridge County Sheriffs Office
863.psapid,3138.0,330
1975.datelastmodified,03k/04/2004,03/04/2004
7884.statevalue,AoZ,AZ
8224.geocodecitylevel,"Westworth Village, TeX
(32.760056, -97.424108)","Westworth Village, TX
(32.760056, -97.424108)"
6477.statevalue,IvA,IA
2918.city,San Anotnio,San Antonio
7363.statevalue,AM,MA
313.geocodecitylevel,"Great Lakes, IL
(42.307598, -87.853104)","Anson, TX
(32.751544, -99.896858)"
188.psapid,6574.0,3769
5387.datelastmodified,03v/04/2004,03/04/2004
