psapid,psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
4249.0,Duke Public Safety Communications,Durham,Durham,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Durham, NC (35.996948, -78.899023)"
3311.0,Allen Park Fire Department,Wayne,Allen Park,MI,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/03/2004,"Allen Park, MI (42.256799, -83.213957)"
4844.0,Roseland Borough Police Department,Essex,Roseland,NJ,No Changes have been made.,03/04/2004,"Roseland, NJ (40.820738, -74.293943)"
1210.0,Manassa Police Department,Conejos,Manassa,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Manassa, CO (37.173854, -105.93733)"
7553.0,Gilmer County 911,Gilmer,Glenville,WV,"PSAP Name, State, County or City text has been modified since the original posting.",02/09/2005,"Glenville, WV (38.91388, -80.749167)"
2155.0,Centreville Police Department,St. Clair,Centreville,IL,No Changes have been made.,03/04/2004,"Centreville, IL (38.574752, -90.121028)"
5907.0,Mckean County 9-1-1,Mckean,Smethport,PA,No Changes have been made.,03/04/2004,"Smethport, PA (41.809861, -78.441844)"
4051.0,Marshall County E9-1-1,Marshall,Holly Springs,MS,No Changes have been made.,03/04/2004,"Holly Springs, MS (34.767501, -89.444805)"
788.0,Livingston Police Department,Merced,Livingston,CA,No Changes have been made.,03/04/2004,"Livingston, CA (37.385137, -120.723289)"
5319.0,Delaware County 9-1-1 Center,Delaware,Delaware,OH,No Changes have been made.,03/04/2004,"Delaware, OH (40.301498, -83.067539)"
2676.0,Tell City Police,Perry,Tell City,IN,No Changes have been made.,03/04/2004,"Tell City, IN (37.949267, -86.76455)"
6114.0,Bia Law Enforcement-yankton,Charles Mix,Wagner,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/20/2016,"Wagner, SD (43.082676, -98.2942)"
4404.0,Pitt County 9-1-1 Communications,Pitt,Greenville,NC,No Changes have been made.,03/04/2004,"Greenville, NC (35.611332, -77.3741)"
7259.0,Colville Tribal Police Department - Okanogan Co,Okanogan,Nespelem,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,05/18/2016,"Nespelem, WA (48.167039, -118.976656)"
2276.0,Iroquois County 9-1-1,Iroquois,Watseka,IL,No Changes have been made.,03/04/2004,"Watseka, IL (40.776259, -87.73452)"
5883.0,Dubois Police Department,Clearfield,Dubois,PA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,05/18/2006,"Dubois, PA (41.119614, -78.763426)"
1810.0,Mcintosh County Sheriffs Department,Mcintosh,Darien,GA,No Changes have been made.,03/04/2004,"Darien, GA (31.370308, -81.433584)"
6690.0,Keene Police Department,Johnson,Keene,TX,No Changes have been made.,03/04/2004,"Keene, TX (32.391763, -97.333112)"
4295.0,Havelock Police Department,Craven,Havelock,NC,No Changes have been made.,03/04/2004,"Havelock, NC (34.882813, -76.909967)"
6329.0,Overton Pickett Emergency Communications District,Overton,Livingston,TN,"PSAP Name, State, County or City text has been modified since the original posting.",01/05/2017,"Livingston, TN (36.389987, -85.324653)"
7998.0,Scottsboro Police Department,Jackson,Scottsboro,AL,PSAP was added since the original posting of the FCC Registry.,08/22/2016,"Scottsboro, AL (34.673574, -86.03478)"
6744.0,Lubbock County Sheriffs Department,Lubbock,Lubbock,TX,No Changes have been made.,03/04/2004,"Lubbock, TX (33.583578, -101.855113)"
5111.0,Lake Placid Police Department,Essex,Lake Placid,NY,No Changes have been made.,03/04/2004,"Lake Placid, NY (44.282329, -73.982959)"
8467.0,Fort Hood 9-1-1,Bell,Fort Hood,TX,PSAP was added since the original posting of the FCC Registry.,10/10/2014,"Fort Hood, TX (31.133063, -97.766923)"
11.0,Anderson Volunteer Fire Department-ems,Yukon-koyukuk Census Area,Anderson,AK,No Changes have been made.,03/04/2004,"Anderson, AK (64.29318, -149.165144)"
7687.0,Belmont Public Safety,Middlesex,Belmont,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Belmont, MA (42.3962, -71.178403)"
6093.0,Saluda County Sheriffs Office,Saluda,Saluda,SC,No Changes have been made.,03/04/2004,"Saluda, SC (34.00156, -81.772094)"
487.0,Rural Metro Fire Department-yuma,Yuma,Yuma,AZ,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,05/01/2004,"Yuma, AZ (32.722313, -114.62088)"
6087.0,North Charleston Police Department,Charleston,North Charleston,SC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/28/2014,"North Charleston, SC (32.87887, -80.013227)"
3550.0,Sanilac County Central Dispatch,Sanilac,Sandusky,MI,No Changes have been made.,03/04/2004,"Sandusky, MI (43.421266, -82.830238)"
1985.0,Marshalltown Police Department,Marshall,Marshalltown,IA,No Changes have been made.,03/04/2004,"Marshalltown, IA (42.034679, -92.912686)"
7505.0,Shawano County Sheriffs Department,Shawano,Shawano,WI,No Changes have been made.,03/04/2004,"Shawano, WI (44.782028, -88.60942)"
857.0,Orange County Fire Authority,Orange,Orange,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/19/2010,"Orange, CA (33.791489, -117.853096)"
2274.0,Illinois State Police-district Chicago,Cook,Des Plaines,IL,No Changes have been made.,03/04/2004,"Des Plaines, IL (42.042289, -87.889318)"
8192.0,Fort Knox Fire Department,Hardin,Fort Knox,KY,PSAP was added since the original posting of the FCC Registry.,02/14/2008,"Fort Knox, KY (37.896368, -85.959692)"
3981.0,Chickasaw County E9-1-1,Chickasaw,Houston,MS,No Changes have been made.,03/04/2004,"Houston, MS (33.896753, -88.999096)"
5076.0,Evans Police Department,Erie,Angola,NY,No Changes have been made.,03/04/2004,"Angola, NY (42.638457, -79.027689)"
4010.0,Hattiesburg Police Department,Forrest,Hattiesburg,MS,No Changes have been made.,03/04/2004,"Hattiesburg, MS (31.326447, -89.289635)"
3194.0,Somerville Police Department,Middlesex,Somerville,MA,No Changes have been made.,03/04/2004,"Somerville, MA (42.389121, -71.097145)"
599.0,Cal- Fire El Cajon (san Diego Unit),San Diego,El Cajon,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/03/2012,"El Cajon, CA (32.797484, -116.962303)"
6131.0,Deuel County Sheriffs Office,Deuel,Clear Lake,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/20/2016,"Clear Lake, SD (44.753716, -96.682542)"
5487.0,Preble County Sheriffs Office,Preble,Eaton,OH,No Changes have been made.,03/04/2004,"Eaton, OH (39.747897, -84.636411)"
1242.0,Parker Police Department,Douglas,Parker,CO,No Changes have been made.,03/04/2004,"Parker, CO (39.518515, -104.762773)"
4499.0,Bismarck Emergency Management And Combined Communications,Burleigh,Bismarck,ND,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/06/2013,"Bismarck, ND (46.80537, -100.781609)"
7713.0,Danvers Police,Essex,Danvers,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Danvers, MA (42.565456, -70.935673)"
5157.0,North Tonawanda Police Department,Niagara,North Tonawanda,NY,No Changes have been made.,03/04/2004,"North Tonawanda, NY (43.052136, -78.865585)"
1897.0,Association Of County Supervisors,Buchanan,Aurora,IA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/16/2004,"Aurora, IA (42.621278, -91.727963)"
6443.0,Kendall County / Boerne Police Department,Kendall,Boerne,TX,"PSAP Name, State, County or City text has been modified since the original posting.",03/17/2010,"Boerne, TX (29.802767, -98.734923)"
4929.0,Los Alamos County Communications,Los Alamos,Los Alamos,NM,"PSAP Name, State, County or City text has been modified since the original posting.",05/01/2006,"Los Alamos, NM (35.881943, -106.307723)"
3823.0,Howard County 9-1-1,Howard,Fayette,MO,No Changes have been made.,03/04/2004,"Fayette, MO (39.147271, -92.684682)"
4131.0,Gallatin County-city Of Bozeman 9-1-1,Gallatin,Bozeman,MT,No Changes have been made.,03/04/2004,"Bozeman, MT (45.679294, -111.046611)"
6959.0,University Of Texas Southwestern Police,Dallas,Dallas,TX,No Changes have been made.,03/04/2004,"Dallas, TX (32.777977, -96.796215)"
3107.0,Plaquemine Fire Department,Iberville,Plaquemine,LA,No Changes have been made.,03/04/2004,"Plaquemine, LA (30.289295, -91.234556)"
3499.0,Negaunee Regional Dispatch-luce,Marquette,Negaunee,MI,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/06/2004,"Negaunee, MI (46.500882, -87.608359)"
3739.0,Wright County Psap,Wright,Buffalo,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Buffalo, MN (45.173091, -93.876236)"
2774.0,Leawood Police Department,Johnson,Leawood,KS,No Changes have been made.,03/04/2004,"Leawood, KS (38.91238, -94.626692)"
4622.0,Lincoln - Lancaster 9-1-1,Lancaster,Lincoln,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Lincoln, NE (40.813599, -96.70261)"
1277.0,Trinidad Police Department,Las Animas,Trinidad,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Trinidad, CO (37.168118, -104.506515)"
5859.0,Bucks County 9-1-1 Emergency Response,Bucks,Doylestown,PA,No Changes have been made.,03/04/2004,"Doylestown, PA (40.309997, -75.130507)"
6763.0,Mckinney Police Department,Collin,Mckinney,TX,No Changes have been made.,03/04/2004,"Mckinney, TX (33.197963, -96.615024)"
2517.0,Blackford County Sheriff,Blackford,Hartford City,IN,No Changes have been made.,03/04/2004,"Hartford City, IN (40.4513, -85.370171)"
616.0,Chp Bishop (inyo),Inyo,Bishop,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Bishop, CA (37.361412, -118.39527)"
7152.0,King George County Sheriff,King George,King George,VA,No Changes have been made.,03/04/2004,"King George, VA (38.289719, -77.194122)"
3748.0,Barton County,Barton,Lamar,MO,"PSAP Name, State, County or City text has been modified since the original posting.",04/30/2004,"Lamar, MO (37.493115, -94.272707)"
7384.0,Whitcom,Whitman,Pullman,WA,"PSAP Name, State, County or City text has been modified since the original posting.",03/16/2006,"Pullman, WA (46.729725, -117.181834)"
7988.0,West Seneca Police Department,Erie,West Seneca,NY,PSAP was added since the original posting of the FCC Registry.,05/01/2004,"West Seneca, NY (42.843272, -78.790813)"
2744.0,Greeley County Sheriff's Office,Greeley,Tribune,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Tribune, KS (38.470815, -101.752429)"
3115.0,Redriver Parish Sheriff,Red River,Coushatta,LA,No Changes have been made.,03/04/2004,"Coushatta, LA (32.024194, -93.340211)"
4008.0,Hancock County Central Dispatching,Hancock,Kiln,MS,"PSAP Name, State, County or City text has been modified since the original posting.",06/17/2009,"Kiln, MS (30.406697, -89.427343)"
7476.0,North Shore Public Safety Communications,Milwaukee,Whitefish Bay,WI,No Changes have been made.,03/04/2004,"Whitefish Bay, WI (43.11429, -87.895717)"
6994.0,Wharton Police Department,Wharton,Wharton,TX,No Changes have been made.,03/04/2004,"Wharton, TX (29.310835, -96.100089)"
6301.0,Madison County Sheriffs Department,Madison,Jackson,TN,No Changes have been made.,03/04/2004,"Jackson, TN (35.614344, -88.81938)"
1750.0,Early County 9-1-1,Early,Blakely,GA,"PSAP Name, State, County or City text has been modified since the original posting.",01/04/2017,"Blakely, GA (31.377131, -84.934082)"
5756.0,Baker County Consolidated E911,Baker,Baker,OR,"PSAP Name, State, County or City text has been modified since the original posting.",12/03/2004,"Baker, OR (44.792301, -117.803703)"
1442.0,Alachua County Fire Rescue,Alachua,Gainesville,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/20/2004,"Gainesville, FL (29.651958, -82.325024)"
7576.0,Kanawha County Metro 911 Secondary,Kanawha,Charleston,WV,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,06/12/2014,"Charleston, WV (38.351194, -81.638362)"
4619.0,Lancaster Communications,Lancaster,Lincoln,NE,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/09/2004,"Lincoln, NE (40.813599, -96.70261)"
2.0,Fairbanks International Airport Dispatch,Fairbanks North Star Borough,Fairbanks,AK,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/22/2016,"Fairbanks, AK (64.836661, -147.738891)"
136.0,Bessemer City Police Department,Jefferson,Bessemer,AL,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Bessemer, AL (33.405628, -86.961749)"
6482.0,Chambers County Sheriffs Office,Chambers,Anahuac,TX,No Changes have been made.,03/04/2004,"Anahuac, TX (29.776479, -94.670663)"
627.0,Chp-los Angeles Communications Center-altadena,Los Angeles,Los Angeles,CA,"PSAP Name, State, County or City text has been modified since the original posting.",06/24/2010,"Los Angeles, CA (34.052238, -118.243344)"
7814.0,Pembroke Police,Plymouth,Pembroke,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Pembroke, MA (42.068346, -70.810195)"
6597.0,Ft Worth Police Department,Tarrant,Ft Worth,TX,No Changes have been made.,03/04/2004,"Ft Worth, TX (32.739977, -97.340038)"
7110.0,Colonial Heights 9-1-1 Communications,Colonial Heights City,Colonial Heights,VA,No Changes have been made.,03/04/2004,"Colonial Heights, VA (37.26457, -77.392891)"
444.0,Holbrook Police Department,Navajo,Holbrook,AZ,No Changes have been made.,03/04/2004,"Holbrook, AZ (34.9038, -110.158181)"
3265.0,Lisbon Police Department,Androscoggin,Lisbon,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/02/2008,"Lisbon, ME (44.031601, -70.104451)"
7426.0,Forest County Potowatomi Tribal Security,Forest,Crandon,WI,No Changes have been made.,03/04/2004,"Crandon, WI (45.571981, -88.903414)"
6976.0,Waller County Sheriffs Office,Waller,Hempstead,TX,No Changes have been made.,03/04/2004,"Hempstead, TX (30.096609, -96.082179)"
1515.0,Gainesville Police Department,Alachua,Gainesville,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/2015,"Gainesville, FL (29.651958, -82.325024)"
2826.0,Scott City Police Department,Scott,Scott City,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Scott City, KS (38.479462, -100.906904)"
7176.0,Orange County Emergency Communications Center,Orange,Orange,VA,No Changes have been made.,03/04/2004,"Orange, VA (38.245131, -78.111071)"
1641.0,Riviera Beach Police Department,Palm Beach,Riviera Beach,FL,No Changes have been made.,03/04/2004,"Riviera Beach, FL (26.783424, -80.054831)"
617.0,Chp Border Comm Center (san Diego),San Diego,San Diego,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"San Diego, CA (32.71576, -117.163817)"
3678.0,Southern Regional Communications Center,Olmsted,Rochester,MN,"PSAP Name, State, County or City text has been modified since the original posting.",08/22/2016,"Rochester, MN (44.019331, -92.458867)"
425.0,Drexel Heights Fire Department,Pima,Tucson,AZ,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,05/01/2004,"Tucson, AZ (32.221878, -110.971225)"
7888.0,Hildale/colorado City Communications Center,Mohave,"Colorado City,",AZ,PSAP was added since the original posting of the FCC Registry.,08/22/2016,"Colorado City,, AZ (36.983146, -112.983131)"
5187.0,Rockland County Sheriff Communications,Rockland,Pomona,NY,"PSAP Name, State, County or City text has been modified since the original posting.",11/10/2015,"Pomona, NY (41.172852, -74.057883)"
4576.0,Columbus Police Dept/ Platte County,Platte,Columbus,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Columbus, NE (41.430265, -97.359439)"
784.0,Lasd - South Los Angeles Sheriffs Station,Los Angeles,Inglewood,CA,"PSAP Name, State, County or City text has been modified since the original posting.",05/26/2011,"Inglewood, CA (33.961767, -118.353336)"
7239.0,St Albans Police,Franklin,St Albans,VT,No Changes have been made.,03/04/2004,"St Albans, VT (44.810802, -73.083527)"
1765.0,Franklin County E9-1-1,Franklin,Carnesville,GA,No Changes have been made.,03/04/2004,"Carnesville, GA (34.369861, -83.235318)"
5696.0,Oklahoma Highway Patrol-guymon,Texas,Guymon,OK,No Changes have been made.,03/04/2004,"Guymon, OK (36.682891, -101.481583)"
1278.0,University Of Colorado Police-colorado Springs,El Paso,Colorado Springs,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Colorado Springs, CO (38.835224, -104.819798)"
3343.0,Cassopolis Police Department,Cass,Cassopolis,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/03/2004,"Cassopolis, MI (41.915384, -86.012542)"
3405.0,Hamtramck Police Department,Wayne,Hamtramck,MI,No Changes have been made.,03/04/2004,"Hamtramck, MI (42.393663, -83.055781)"
6202.0,Ziebach County,Ziebach,Dupree,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"Dupree, SD (45.052895, -101.603118)"
7054.0,Salt Lake County,Salt Lake,Murray,UT,No Changes have been made.,03/04/2004,"Murray, UT (40.656114, -111.886241)"
746.0,Grover Beach Police Department,San Luis Obispo,Grover Beach,CA,No Changes have been made.,03/04/2004,"Grover Beach, CA (35.12155, -120.621475)"
2833.0,Shawnee Police Department,Johnson,Shawnee,KS,No Changes have been made.,03/04/2004,"Shawnee, KS (39.022924, -94.714578)"
2539.0,Daviess County Sheriffs Department,Daviess,Washington,IN,No Changes have been made.,03/04/2004,"Washington, IN (38.659575, -87.170213)"
3583.0,Wayne Police Department,Wayne,Wayne,MI,No Changes have been made.,03/04/2004,"Wayne, MI (42.280849, -83.3838)"
7256.0,Colfax Police Department,Whitman,Colfax,WA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/12/2005,"Colfax, WA (46.883772, -117.364558)"
5611.0,City Of Choctaw,Oklahoma,Choctaw,OK,No Changes have been made.,03/04/2004,"Choctaw, OK (35.493121, -97.272227)"
3781.0,Christian County Emergency Services,Christian,Ozark,MO,"PSAP Name, State, County or City text has been modified since the original posting.",05/16/2013,"Ozark, MO (37.025476, -93.211075)"
5158.0,Northport Police Department,Suffolk,North Port,NY,No Changes have been made.,03/04/2004,"North Port, NY (40.9013, -73.342987)"
4115.0,Bia-crow Agency Office Of Les,Big Horn,Crow Agency,MT,No Changes have been made.,03/04/2004,"Crow Agency, MT (45.601525, -107.46135)"
272.0,Tallapoosa County Sheriffs Office,Tallapoosa,Dadeville,AL,No Changes have been made.,03/04/2004,"Dadeville, AL (32.832902, -85.76361)"
6570.0,Ennis Fire Department,Ellis,Ennis,TX,No Changes have been made.,03/04/2004,"Ennis, TX (32.325061, -96.63274)"
7761.0,Lawrence Police,Essex,Lawrence,MA,PSAP was added since the original posting of the FCC Registry.,11/25/2014,"Lawrence, MA (42.708471, -71.161795)"
4464.0,Union County Emergency Communications,Union,Monroe,NC,No Changes have been made.,03/04/2004,"Monroe, NC (35.073428, -80.565444)"
4596.0,Garfield County Sheriffs Department,Loup,Taylor,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"Taylor, NE (41.771255, -99.381032)"
3056.0,Bossier Parish Communication District,Bossier,Benton,LA,No Changes have been made.,03/04/2004,"Benton, LA (32.698089, -93.741086)"
1866.0,Turner County Central Communications,Turner,Ashburn,GA,No Changes have been made.,03/04/2004,"Ashburn, GA (31.705906, -83.653394)"
2161.0,Chicago Office Of Emergency Communication-zone 12,Cook,Chicago,IL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/07/2004,"Chicago, IL (41.883229, -87.632398)"
701.0,El Cajon Cdf,San Diego,El Cajon,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/26/2010,"El Cajon, CA (32.797484, -116.962303)"
1094.0,Castle Rock Police Department,Douglas,Castle Rock,CO,No Changes have been made.,03/04/2004,"Castle Rock, CO (39.375367, -104.859911)"
8115.0,Csu East Bay Police Department,Alameda,Hayward,CA,PSAP was added since the original posting of the FCC Registry.,04/27/2010,"Hayward, CA (37.672111, -122.083963)"
8203.0,Marshall County Ems,Marshall,Lewisburg,TN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/14/2016,"Lewisburg, TN (35.450991, -86.788907)"
8186.0,Worcester Back-up,Worcester,Worcester,MA,PSAP was added since the original posting of the FCC Registry.,04/01/2010,"Worcester, MA (42.262073, -71.802278)"
1361.0,Naugatuck Police Department,New Haven,Naugatuck,CT,No Changes have been made.,03/04/2004,"Naugatuck, CT (41.491113, -73.056564)"
929.0,Csu San Francisco Police Department,San Francisco,San Francisco,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/19/2010,"San Francisco, CA (37.78008, -122.420168)"
2409.0,Rochelle Police Department,Ogle,Rochelle,IL,No Changes have been made.,03/04/2004,"Rochelle, IL (41.922787, -89.068774)"
6218.0,Cannon County 9-1-1,Cannon,Woodbury,TN,No Changes have been made.,03/04/2004,"Woodbury, TN (35.825394, -86.069089)"
6716.0,Lamesa Police Department,Dawson,Lamesa,TX,No Changes have been made.,03/04/2004,"Lamesa, TX (32.736568, -101.951477)"
423.0,Department Of Public Safety,Maricopa,Phoenix,AZ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/27/2006,"Phoenix, AZ (33.448204, -112.072585)"
2142.0,Calhoun County Sheriffs Office,Calhoun,Hardin,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/30/2017,"Hardin, IL (39.156764, -90.617971)"
4297.0,Henderson County Sheriffs Communications,Henderson,Hendersonville,NC,No Changes have been made.,03/04/2004,"Hendersonville, NC (35.317901, -82.459174)"
407.0,Bullhead City Police And Fire,Mohave,Bullhead City,AZ,No Changes have been made.,03/04/2004,"Bullhead City, AZ (35.107422, -114.598037)"
2985.0,Mayfield Police Department,Graves,Mayfield,KY,No Changes have been made.,03/04/2004,"Mayfield, KY (36.741641, -88.637099)"
4062.0,Noxubee County Emergency Management,Noxubee,Macon,MS,No Changes have been made.,03/04/2004,"Macon, MS (33.105316, -88.561218)"
6705.0,La Feria Police Department,Cameron,La Feria,TX,No Changes have been made.,03/04/2004,"La Feria, TX (26.158785, -97.825097)"
1972.0,Keokuk Police Department,Lee,Keokuk,IA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/14/2014,"Keokuk, IA (40.413521, -91.401855)"
1971.0,Keokuk County Sheriff's Office,Keokuk,Sigourney,IA,"PSAP Name, State, County or City text has been modified since the original posting.",01/31/2017,"Sigourney, IA (41.333708, -92.205112)"
7646.0,Rawlins Police Department,Carbon,Rawlins,WY,No Changes have been made.,03/04/2004,"Rawlins, WY (41.788174, -107.237628)"
7640.0,City Of Newcastle Police Department Dispatch Center,Weston,Newcastle,WY,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Newcastle, WY (43.854779, -104.19569)"
1044.0,West Covina Police/fire Department,Los Angeles,West Covina,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"West Covina, CA (34.068896, -117.938239)"
1922.0,Clay County Communications,Clay,Spencer,IA,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Spencer, IA (43.141367, -95.144697)"
6890.0,Santa Fe Police Department,Galveston,Santa Fe,TX,No Changes have been made.,03/04/2004,"Santa Fe, TX (29.372791, -95.089504)"
7167.0,Middlesex County Sheriffs Office,Middlesex,Saluda,VA,No Changes have been made.,03/04/2004,"Saluda, VA (37.607373, -76.598508)"
8055.0,Spokane County Combined Fire Dispatch,Spokane,Houston,WA,PSAP was added since the original posting of the FCC Registry.,04/30/2004,"WA (47.517368, -120.467672)"
786.0,Lindsay Police Department,Tulare,Lindsay,CA,No Changes have been made.,03/04/2004,"Lindsay, CA (36.203016, -119.088831)"
1700.0,Austell,Cobb,Austell,GA,No Changes have been made.,03/04/2004,"Austell, GA (33.813161, -84.63473)"
2494.0,Winnebago County Sheriff 9-1-1,Winnebago,Rockford,IL,"PSAP Name, State, County or City text has been modified since the original posting.",08/16/2006,"Rockford, IL (42.266802, -89.088377)"
7287.0,King County Fire Protection District 10,King,Issaquah,WA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/08/2006,"Issaquah, WA (47.530072, -122.032904)"
7439.0,Hales Corners Police,Milwaukee,Hales Corners,WI,No Changes have been made.,03/04/2004,"Hales Corners, WI (42.944715, -88.043278)"
1168.0,Greenwood Village Police Department,Arapahoe,Greenwood Village,CO,No Changes have been made.,03/04/2004,"Greenwood Village, CO (39.616885, -104.950507)"
3181.0,Medfield Police Department,Norfolk,Medfield,MA,No Changes have been made.,03/04/2004,"Medfield, MA (42.186627, -71.305452)"
6475.0,Carrollton Police Department,Denton,Carrollton,TX,No Changes have been made.,03/04/2004,"Carrollton, TX (32.975541, -96.889788)"
3141.0,Webster Parish Police Department,Webster,Minden,LA,No Changes have been made.,03/04/2004,"Minden, LA (32.615324, -93.286199)"
5873.0,Clinton County Communications,Clinton,Lock Haven,PA,No Changes have been made.,03/04/2004,"Lock Haven, PA (41.133509, -77.456293)"
2001.0,Perry Police Department,Dallas,Perry,IA,"PSAP Name, State, County or City text has been modified since the original posting.",07/31/2017,"Perry, IA (41.838506, -94.099735)"
3125.0,St Helena Parish Sheriff,St. Helena,Greensburg,LA,No Changes have been made.,03/04/2004,"Greensburg, LA (30.83049, -90.670937)"
5490.0,Reynoldsburg Police Department,Franklin,Reynoldsburg,OH,No Changes have been made.,03/04/2004,"Reynoldsburg, OH (39.954662, -82.801743)"
7410.0,Clark County Sheriffs Department,Clark,Neillsville,WI,No Changes have been made.,03/04/2004,"Neillsville, WI (44.55271, -90.594918)"
5433.0,Moraine Police,Montgomery,Moraine,OH,No Changes have been made.,03/04/2004,"Moraine, OH (39.712812, -84.220108)"
6719.0,Lancaster Fire-police Department,Dallas,Lancaster,TX,No Changes have been made.,03/04/2004,"Lancaster, TX (32.60072, -96.784557)"
6607.0,Gillespie County Communications Center,Gillespie,Fredericksburg,TX,"PSAP Name, State, County or City text has been modified since the original posting.",01/03/2017,"Fredericksburg, TX (30.271846, -98.875293)"
6127.0,Clay Area Emergency Service Communication Center,Clay,Vermillion,SD,"PSAP Name, State, County or City text has been modified since the original posting.",05/13/2016,"Vermillion, SD (42.787576, -96.926779)"
1088.0,Broomfield Police Department,Broomfield,Broomfield,CO,"PSAP Name, State, County or City text has been modified since the original posting.",08/19/2016,"Broomfield, CO (39.923985, -105.081661)"
189.0,Franklin County 9-1-1,Franklin,Russellville,AL,"PSAP Name, State, County or City text has been modified since the original posting.",01/04/2017,"Russellville, AL (34.507632, -87.728983)"
1154.0,Ft Lewis College Police Department,La Plata,Durango,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Durango, CO (37.28225, -107.877762)"
6203.0,Anderson County Sheriffs Office,Anderson,Clinton,TN,No Changes have been made.,03/04/2004,"Clinton, TN (36.11388, -84.132344)"
8157.0,Hickam Security Forces,Honolulu,Hickam Air Force Base,HI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/28/2011,"Hickam Air Force Base, HI"
3487.0,Missaukee County Sheriffs Department,Missaukee,Lake City,MI,No Changes have been made.,03/04/2004,"Lake City, MI (44.330067, -85.207825)"
5582.0,Anadarko Agency-bia,Caddo,Anadarko,OK,No Changes have been made.,03/04/2004,"Anadarko, OK (35.07491, -98.243698)"
465.0,Navajo Department Of Law Enforcement-tuba City,Coconino,Houston,AZ,No Changes have been made.,03/04/2004,"AZ (34.869712, -111.760902)"
