psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
5989.0,Rhode Island E9-1-1 Emergency Telephone Systm,Providence,Noth Providence,RI,No Changes have been made.,03/04/2004,"North Providence, RI (41.857841, -71.484735)"
4479.0,Western Carolina University Police,Jackson,Cullowhee,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Cullowhee, NC (35.307393, -83.188036)"
2951.0,Kentucky State Police Post 7-richmond,Madison,Richmnod,Y,No Changes have been made.,03/04/2004,"Richmond, KY (37.747764, -84.29509)"
5183.0,Putnam County Dispach,Putnam,Carmel,tNY,"PSAP Name, State, County or City text has been modified since the original posting.",06/25/2016,"Carmel, NY (41.414739, -73.686018)"
1327.0,Danbury Fire Department,Fairfield,Danbury,T,No Changes have been made.,03/04/2004,"Danbury, CT (41.393666, -73.451539)"
3705.0,Red Lake Indian Reservation Department Of Public Safety,Beltrami,Red Lake,MN,"PSAP Name, State, County or City text has been modified since the original posting.",11/18/2014,"Red Lake, MN (47.876128, -95.021182)"
4924.0,Kirtland Afb Fire Department,Bernalillo,Albuquerque,pNM,No Changes have been made.,0w3/04/2004,"Albuquerque, NM (35.084248, -106.649241)"
4583.0,Lexington/ Dawson County / Gosper County,Dawson,Lexinvgton,NyE,"PSAP Name, State, County or City text has been modified since the original posting.",09/11/2013,"Lexington, NE (40.776933, -99.742914)"
6161.0,Mccook County Sheriffs Office,Mccook,Salem,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these inf uture filings.,01/30/2004,"Salem, SD (43.724313, -97.388841)"
5969.0,Middletowvn Police Department,Neport,Middletown,RgI,No Changes have been made.,03/04/2004,"Middletown, RI (41.518937, -71.293353)"
4036.0,Lauderdale Emergency Management,Lauderdale,eridian,MnS,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/14/2014,"Meridian, MS (32.365044, -88.702527)"
2523.0,Carmel Police Communications,Hamilton,Carmle,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/20/2013,"Carmel, IN (39.978386, -86.127067)"
5512.0,Springfield Cdommunications Center,Clark,Springfield,OH,No Changes have been made.,03/04/2004,"Springfield, OH (39.924581, -83.810137)"
7904.0,Cumberland Police Department,Cumberlnad,Cumberland,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/02/2008,"Cumberland, ME (43.781164, -70.256829)"
4066.0,Oktibbeha County Eoc,Oktibbeha,Starkville,MvS,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,05/u22/2008,"Starkville, MS (33.465871, -88.810235)"
1324.0,Connecticut State Police-w Troop,Hartford,Winsdor Locks,T,No Changes have been made.,03/04/2004,"Windsor Locks, CT (41.924953, -72.627177)"
7455.0,Lincoln County Sheriff's Department,Lincoln,Merirll,WI,"PSAP Name, State, County or City text has been modified since the original posting.",06/17/2009,"Merrill, WI (45.180815, -89.683156)"
2942.0,Kentucky State Police Post 14-ashland,Boyd,Ashland,KY,No Changes have been made.,03/04/2004,"Ashland, KY (38.475807, -82.646675)"
4013.0,Hinds County Board Of Supervisors,Hinds,Jackson,uMS,No Changes have been made.,03/04/2004,"Jackson, MS (32.302897, -90.183488)"
1973.0,Knoxville Police Department,Marion,Knoxville,IA,Secondary PSAP associated with a Primary PSAP.U se the Primary PSAP in future filings.,01/05/2005,"Knoxville, IA (41.320727, -93.109494)"
2750.0,Hillsboro City Hall,Marion,Hillsboro,KS,No Changes have been made.,03/04/2004,"Hillsboro, KS (38.350735, -97.20609)"
5059.0,Columbia County Sheriffs Office,Columbia,Hudsn,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/12/2015,"Hudson, NY (42.251775, -73.787882)"
8229.0,Telfair - Wheehler E-911,Telfair,Mcrae,GA,PSAP was added since the original posting of the FCC Registry.,02/09/2009,"Mcrae, GA (32.068102, -82.900928)"
2391.0,Pleasantview Fire,Du Page,La Grange,lIL,No Changes have been made.,03/04/2004,"La Grange, IL (41.812398, -87.869529)"
3372.0,Eastern Michigan University Department Of Public Safety,Washtenaw,Ypsilantqi,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/10/2011,"Ypsilanti, MI (42.239806, -83.614543)"
8378.0,Us Navy Pensacola Ldc,Escambia,Pensacola,L,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"Pensacola, FL (30.406931, -87.217578)"
1787.0,Jackson County E9-1-1,Jackson,Jefferson,GA,No Changes have been made.,03/04/2004,"Jefferson, GA (34.117464, -83.573374)"
5167.0,Orangetown,Rockland,Orangeburg,NY,No Changes have been made.,03/04/2004,"Orangeburg, NY (41.045962, -73.954884)"
379.0,Sharp County 9-1-1,Sharp,Ash Flat,AR,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/22/2005,"Ash Flat, AR (36.224048, -91.608619)"
670.0,Corona Police Department,Riverside,Corona,CuA,No Changes have been made.,03/04/2004,"Corona, CA (33.875665, -117.568843)"
5367.0,Hillsboro Police Department,Highland,Hillsboro,HO,No Changes have been made.,03/04/2004,"Hillsboro, OH (39.202166, -83.611532)"
8375.0,Us Navy Ns Mayport Ldc,Duval,Jacksonville,FL,PSAP was added since the original posting of the FCC Registry.,10/04w/2012,"Jacksonville, FL (30.s325968, -81.65676)"
1355.0,Middlebury Police Department,New Haven,Middlebury,CT,No Changes have been made.,03/04/2004,"Middlebury, CT (41.529492, -73.127625)"
2042.0,Boise County Sheriffs Department,Boise,Idaho City,ID,No Changes have been made.,03/04/2004,"Idaho City, ID (43.82577, -115.83418)"
3766.0,Cameron Police Department,Cliton,Cameron,MO,"PSAP Name, State, County or City text has been modified since the original posting.",07/20/2005,"Cameron, MO (39.741205, -94.23583)"
3952.0,Vandalia Police Department,Audrain,Vandalia,MO,"PSAP Name, State, County or City text has been modified since the original posting.",04/30/2004,"Vandalia, MO (39.310792, -91.488301)"
391.0,Helena/ West Helena Police Department,Phillips,West Helena,AR,"PSAP Name, State, County or City text has been modified since the original posting.",11/08/2013,"West Helena, AR (34.543929, -90.643643)"
7127.0,Floyd County Sheriffs Office,Flod,Floyd,VA,No Changes have been made.,03/0/2004,"Floyd, VA (36.911622, -80.317471)"
1109.0,Conejos County Sheriff,Conejos,Conejos,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Conejos, CO (37.088518, -106.019673)"
6083.0,Mt Pleasant Police,Charleston,Mt Pleasant,SC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/11/2013,"Mt Pleasant, SC (32.790438, -79.8765)"
5263.0,Berea Police Department,Cuyahoga,Berea,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Berea, OH (41.366288, -81.853772)"
7886.0,Woburn Police,Middlesex,Woburn,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Woburn, MA (42.479126, -71.151805)"
7208.0,State Police-division Iv Headquarters,Wythe,Wytheville,AV,No Changes have been made.,03/04/2004,"Wytheville, VA (36.950535, -81.084277)"
6733.0,Limestone County Sheriff's Office,Limestone,Groesbeck,TX,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Groesbeck, TX (31.521461, -96.53644)"
301.0,Washington County Central Ems,sWashington,Fayetteville,rAR,"PSAP Name, State, County or City text has been modified since the original posting.",02/22/2005,"Fayetteville, AR (36.061928, -94.160583)"
500.0,Southwest Ambulance,Pinal,Scottsdale,AZ,No Changes have been made.,03/04/2004,"Scottsdale, AZ (33.494909, -111.926061)"
238.0,Mobile County Communication District,Mobile,Mobile,AL,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2014,"Mobile, AL (30.688943, -88.044822)"
6056.0,Forest Acres Police,Richland,Forest Acres,SC,No Changes have been made.,03/04/2004,"Forest Acres, SC (34.018117, -80.989185)"
4420.0,Robeson County Emergency Services,Robeson,Lumberton,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Lumberton, NC (34.617837, -79.004529)"
7135.0,Gloucester County Sheriff,Gloucester,Gloucester,VA,No Changes hav been made.,03/04/2004,"Gloucester, VA (37.413601, -76.525803)"
1367.0,New Milford Police Department,Litchfield,New Milford,CT,No Changes have been made.,03/04/2004,"New Milford, CT (41.576633, -73.408713)"
353.0,Miller County Sheriffs Department,Miller,Texarkana,AR,No Changes have been made.,03/04/2004,"Texarkana, AR (33.430336, -94.038937)"
6761.0,Brady Police Department,Mcculloch,Brady,X,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"Brady, TX (31.134774, -99.334949)"
3899.0,Pleasant Valley Police Department,Clay,Pleasant Valley,MO,No Changes have been made.,03/04/204,"Pleasant Valley, MO (39.216364, -94.479442)"
7479.0,Oconto County Sheriff,Oconto,Oconto,WI,No Changes have been mae.,03/04/2004,"Oconto, WI (44.887046, -87.862871)"
3791.0,Creve Coeur Police Department,St. Louis,Creve Coeur,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/01/2011,"Creve Coeur, MO (38.661066, -90.42915)"
7033.0,Garfield County Sheriff's Office,Garfield,Panguitch,UT,"PSAP Name, State, County or City text has been modified since the original posting.",08/22/2016,"Panguitch, UT (37.822722, -112.43563)"
877.0,Placer County Sheriff (auburn),Placer,Auburbn,CA,"PSAP Name, State, County or City text has been modified since the original posting.",10/03/2012,"Auburn, CA (38.897916, -121.074314)"
7822.0,Reaing Police,Middlesex,Reading,MvA,PSAP was added since the original posting of the FCC Registry.,0/304/2004,"Reading, MA (42.525761, -71.103383)"
7787.0,Middleton Fire,Essex,Middleton,MA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/03/2014,"Middleton, MA (42.592959, -71.014694)"
1982.0,Maquoketa Police Department,Jacson,Maquoketa,IA,"PSAP Name, State, County or City text has been modified since the original posting.",04/12/2013,"Maquoketa, IA (42.069219, -90.662925)"
6879.0,San Angelo Emergency Operatiovns Center,Tom Green,vSan Angelo,TcX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"San Angelo, TX (31.46378, -100.437304)"
2437.0,Southwest Central 9-1-1 System,Cook,Palos Heights,IL,No Changes have been made.,03/04/0204,"Palos Heights, IL (41.667958, -87.79891)"
646.0,Chp Truckee (nevada),Nevaad,Truckee,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Truckee, CA (39.328161, -120.184054)"
1685.0,Winter Garden Police Department,Orange,Winter Garden,FL,No Changes have been made.,03/04/2004,"Winter Garden, FL (28.56596,2 -81.583537)"
514.0,Winslow Fire Department,Navajo,inslow,AZ,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,05/01/2004,"Winslow, AZ (35.023755, -110.696453)"
2716.0,Coffey County Sheriffs Office,Coffey,Burlington,KS,No Changes have been made.,03/04/2004,"Burlington, KS (38.194569, -95.744703)"
1721.0,Charlton County Sheriffs Department,Charlton,Folkston,GA,No Changes have been made.,03/04/2004,"Folkston, GA (30.831606, -82.006078)"
1862.0,Toobs County 9-1-1,Toombs,Lyons,GA,No Changes have bee made.,03/04/2004,"Lyons, GA (32.204282, -82.321825)"
1217.0,Minturn Police Department,Eagle,Minturn,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/25/2016,"Minturn, CO (39.58354, -106.426639)"
650.0,Chula Vista Police Department,Sa Diego,Chula Vista,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Chula Vista, CA (32.640071, -117.084042)"
1110.0,Cortez Police Department Dispatch,Montezugma,Cortez,CO,No Changes have been made.,03/04/2004,"Cortez, CO (37.34862, -108.583778)"
5566.0,Wilmington Police Department,Clinton,Wilmington,OH,No Changes have been made.,03/04/2004,"Wilmington, OH (39.446404, -83.825335)"
7436.0,Green Lake Sheriffs Office,Green Lake,Green Lake,WI,No Changes have been made.,03/04/2004,"Green Lake, WI (43.844285, -88.960074)"
4172.0,"West Yellowstone, Town Of",Gallatin,West Yellowstone,MT,"PSAP Name, State, County or Cit text has been modified since the original posting.",04/23/2004,"West Yellowstone, MT (44.66225, -111.104185)"
7084.0,Arlington County Emergency Communications Center,Arlington,Arlington,VA,No Changes have been made.,03/04/2004,"Arlington, VA (38.890763, -77.084755)"
4760.0,Jefferson Township Police Department,Morris,Lake Hopatcong,NJ,No Changes have been made.,03/042/004,"Lake Hopatcong, NJ (40.94833, -74.6175)"
1538.0,Indialantic Police,Brevard,Indialantic,FL,No Changes have been made.,03/04/2004,"Indialantic, FL (28.089448, -80.566033)"
3473.0,Michigan State Police-lansing,Eaton,Lansing,hMI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Lansing, MI (42.733625, -84.553927)"
2512.0,Batesville Police Department,Ripley,Batesille,IN,No Changes have been made.,03/04/2004,"Batesville, IN (39.298749, -85.222378)"
7955.0,St. Charles County Ema,St. Charles,St. Cuharles,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/05/2005,"t. Charles, MO (38.781153, -90.486926)"
7463.0,Menominee Tribal Police Department,Menominee,Keshena,WI,No Changes have been made.,03/04/2004,"Keshena, WI (44.877229, -88.628341)"
3341.0,Canton Department Of Public Safety,Wayne,Canton,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2015,"Canton, MI (42.299772, -83.486713)"
4965.0,Santa Fe Regional Emergency Communications Center,Santa Fe,Sxanta Fe,NM,No Changes have been made.,03/04/2004,"Santa Fe, NM (35.692133, -105.939593)"
2181.0,Columbia Police Department,Monroe,Columbia,IL,"PSAP Name, State, County or City text has been modified since the original posting.",5/16/2013,"Columbia, IL (83.452623, -90.220781)"
4889.0,Wildwood City Police Department,Cape May,Wildwood,NJ,No Changes have been made.,03/04/2004,"Wildwood, NJ (38.991585, -74.814406)"
1719.0,Carroll County E-1-1,Carroll,Carrollton,GA,No Changes have been made.,03/04/2004,"Carrollton, GA (33.580312, -85.077583)"
4326.0,Lexington Police Department,Davidsn,Lxeington,C,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Lexington, NC (35.814262, -80.264173)"
4970.0,State Police-albuquerque,Bernalillo,Albquerque,NM,No Changes have been made.,03/04/2004,"Albuquerque, NM (35.084248, -106.649241)"
6798.0,Nederland Police Department,Jefferson,Nederland,TX,No Changes have been made.,03/04/2004,"Nederland, TX (29.963772, -93.999412)"
5554.0,West eJfferson Police,Madison,West Jefferson,OH,No Changes have been made.,03/04/2004,"West Jefferson, OH (39.943894, -83.274908)"
8309.0,Wilson County Emergency Management Agency,Wilson,Lebandon,TvN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,06/20/2011,"Lebanon, TN (36.213087, -86.306476)"
7510.0,St Croix Tribal Police,Burnett,Hertel,WI,No Changes have been made.,03/04/2004,"Hertel, WI (45.808804, -92.168598)"
943.0,San Rafael Fire Department,arin,San Rafwael,AC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/22/2010,"San Rafael, CA (37.974575, -122.531868)"
76.0,Nome Police Department,Nome Census Area,Nome,AK,No Changes have been made.,03/04/2004,"Nome, AK (64.502118, -165.406729)"
8555.0,Broward County South Rzegional P S A P,Broward,Pembroke Pines,FL,PSAP was added since the original posting of the FCC Registry.,08/15/2017,"Pembroke Pines, FL (26.006156, -80.279747)"
5425.0,Miamisburg Police And Fire,Montgomery,Miamisburg,OH,No Changes have been made.,03/04/2004,"Miamisburg, OH (39.641256, -84.277778)"
4538.0,Sargent County,Sarent,Formna,ND,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/06/2013,"Forman, ND (46.104703, -97.633638)"
7856.0,Truro Police,Barnxstable,Truro,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Truro, MA (41.999059, -70.053653)"
2272.0,Illinois State Policwe-district 19,White,Cari,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/07/2015,"Carmi, IL (38.087745, -88.167472)"
1411.0,Watertown Police Department,Litchfeld,Watertown,CT,No Changes have been made.,03/04/2004,"Watertown, CT (41.606284, -73.11839)"
5486.0,Portage County Sheriffs Office,Portage,Ravena,OH,No Changes have been made.,03/04/2004,"Ravenna, OH (41.157668, -81.243151)"
5463.0,Ohio State Highway Patrol-wooster,Wayne,Wooter,H,No Changes have been made.,03/04/2004,"Wooster, OH (40.79818, -81.939946)"
5902.0,Lawrence County 9-1-1 Center,Lawrence,New Castle,PA,"PSAP Name, State, County or City text has been modified since the original posting.",12/15/2016,"New Castle, PA (41.003604, -80.344422)"
6432.0,Bell County Communications Center,Bell,Belton,TX,No Changes have been made.,03/04/2004,"Belton, TX (31.056417, -97.463763)"
6287.0,La Vergne Police Department,Rutherford,La Vergne,TN,No Changes have een made.,03/04/2004***,"La Vergne, TN (36.020462, -86.578282)"
6224.0,Cheatham County 9-1-1,Cheatham,Ashland Citdy,TN,No Changes have been made.,03/04/2004,"Ashland City, TN (36.274023, -87.063877)"
3921.0,Scott County E9-1-1,Scott,Oan,O,No Changes have been made.,03/04/2004,"Oran, MO (37.085918, -89.652397)"
5024.0,Washoe County Sheriff-incline Village Substation,Washoe,Incline Village,NV,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2016,"Incline Villae, NV (39.250317, -119.961845)"
4870.0,Union Township Police Department,Union,Union,NJ,No Changes have been made.,03/04/2004,"Union, NJ (40.696436, -74.269889)"
9.0,Ted Stevens Anchorage International Airport Dispatch,Anchorage Borough,Anchorage,AK,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,06/2/2016,"Anchorage, AK (61.216583, -149.899597)"
2339.0,Midlothian Police Department,Cook,Midlothian,IL,No Changes have been made.,03/04/2004,"Midlothian, IL (41.623721, -87.717555)"
5294.0,Clark County Sheriffs Office,lCark,Spirngfield,OH,No Changes have been made.,03/04/2004,"Springfield, OH (39.924581, -83.810137)"
8080.0,CretePolice Dept,Saline,Crete,NE,PSAP was added since the original posting of the FCC Registry.,11/09/2004,"Crete, NE (40.625243, -96.957913)"
8286.0,Union County Police Department,Union,Westfield,NJ,PSAP was added since the original posting of the FCC Registry.,01/11/2011,"Westfield, NJ (40.649161, -74.343251)"
6752.0,Marble Falls Police Department,Burnet,Marble Falls,TX,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Marble Falls, TX (30.578354, -98.27295)"
998.0,Thousand Oaks Police Department,Ventura,Thousand Oaks,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using thes in future filings.,02/11/2005,"Thousand Oaks, CA (34.176083, -118.848743)"
1402.0,Tolland Town Law Enforcement,Tolland,Tolland,CT,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/26/2004,"Tolland, CT (41.872445, -72.369671)"
2769.0,Lane County Sheriff's Office,Lane,Digton,SK,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Dighton, KS (38.482051, -100.46686)"
7778.0,Marshfield Police,Plymouth,Marshfield,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Marshfield, MA (42.091912, -70.710266)"
5941.0,York County 9-1-1 Alternate Psap,York,Yok,A,No hanges have been made.,03/04/2004***,"York, PA (39.960339, -76.734668)"
4724.0,Essex Fells Police Department,Essex,Essex Fells,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/15/2013,"Essex Fells, NJ (40.829359, -74.285567)"
5439.0,Mt Vernon Police,Knovx,Mt Vernon,OH,No Changes have been made.,03/04/2004,"Mt Vernon, OH (40.393695, -82.486656)"
1118.0,Dacono Police Department,Weld,Dacono,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/01/2015,"Dacono, CO (40.087658, -104.933655)"
8191.0,Pope Air Force Base,Cumberland,Pope Air Force Base,NC,PSAP was added since the original posting of the FCC Registry.,01/24/2008,"Pope Air Force Base, NC (35.168655, -79.010559)"
3474.0,Michigan State Police-metro Dispatch,Wayne,Detroit,kMI,No Changes have been made.,03/04/2004,"Detroit, MI (42.332916, -83.047853)"
6401.0,American Medical Response,Travis,Autin,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/12/2007,"Austin, TX (30.264979, -97.746598)"
6717.0,Lampasas County Sheriffs Office,Lmpasas,Lapasas,TX,No Changes have been made.,03/04/2004,"Lampasas, TX (31.06374, -98.18203)"
6082.0,Mccormick County 9-1-1,Mccormick,Mccormick,SC,No Changes have been made.,03/04/2004,"Mccormick, SC (33.91265, -82.29411)"
2832.0,Shawnee County Sheriffs Office,Shawnee,opeka,S,No Changes have been made.,03/04/2004,"Topeka, KS (39.050976, -95.670433)"
4819.0,Paramus Borough Police Department,Bergen,Paramus,JN,No Changes have been made.,03/04/2004,"Paramus, NJ (40.951915, -74.075269)"
1533.0,Hillsborough County Sheriff,Hillsborough,Tapma,FL,No Changes have been made.,03/04/2004,"Tampa, FL (27.947423, -82.458776)"
7908.0,Starke Polce Dept.,Bradford,Stark,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/13/2014,"Stark, FL (29.949034, -82.109833)"
6806.0,Old Abilene Fire Station #1,Taylor,Abilene,XT,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/2008,"Abilene, TX (32.453562, -99.732654)"
2605.0,Lake Station Ploice,Lake,Lake Station,IN,No Changes have been made.,03/40/2004,"Lake Station, IN (41.574689, -87.239987)"
8231.0,Dos Palos Police Department (westside Regional Communications Center),Merced,Dos Palos,AC,PSAP was added since the original posting of the FCC Registry.,04/27/2010,"Dos Palos, CA (36.984887, -120.63557)"
3313.0,Alpen County Central Dispatch,Alpea,Alpena,MI,No Changes have been made.,03/04/2004,"Alpenea, MI (45.06062, -83.431422)"
4788.0,Milltozwn Police Department,Middlesex,Milltown,NJ,No Changes have been made.,03f/04/2004,"Milltown, NJ (40.450735, -74.436074)"
1122.0,Denver Combined Communications,Denver,Denver,oCO,No Changes have been made.,03/04/2004,"Denver, CO (39.738453, -104.984853)"
5365.0,Hilliard Police Department,Franklin,Hilliard,H,No Changes have been made.,03/04/2004,"Hilliard, OH (40.03429, -83.139245)"
5281.0,Cedar Point Police Department,Erie,Sandsuky,HO,No Changes have been made.,03/04/2004,"Sandusky, OH (41.454934, -82.710963)"
3584.0,West Bloomfield Police Department,Oakland,West Bloomfield,MI,"PSAP Name, State, County or City text has been modified since the original posting.",05/28/2015,"West Bloomfield, MI (42.557562, -83.360194)"
6567.0,Elgin Police Department,Bastrop,lgin,X,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Elgin, TX (30.349997, -97.372521)"
2544.0,Dubois County Communiations Center,Dubois,Jaspefr,IN,No Changes have been made.,03/04/2004,"Jasper, IN (38.391483, -86.931758)"
2572.0,Harrison County Dispatch,Harrison,Corydon,N,"PSAP Name, State, County or City text has been modified since the original posting.",07/12/2013,"Cordon, IN (38.212238, -86.126305)"
2901.0,Elizabethtown Police Department,Hardin,Elizabethtown,KjY,No Changes have been made.,03/04/2004,"Elizabethtown, KY (37.695903, -85.863066)"
6621.0,Gudadalupe County Sheriffs Department,Guadalupe,Seguin,TX,No Changes have been made.,03/04/2004,"Seguoin, TX (29.580782, -97.968526)"
2302.0,Lawrence County 9-1-1,Lawrence,Bridgeport,wIL,"PSAP Name, State, County or City text has been modified since the original postin.g",02/13/2016,"Bridgeport, IL (41.838089, -87.651163)"
6796.0,Navarro County Sheriffs Department,Nsavarro,Corsicaa,TkX,No Changes have been made.,03/04/2004,"Corsicana, TX (32.08492, -96.464976)"
6039.0,Chesterfield County Sheriffs Department,Chesterfield,Chesterfield,SC,No Changes have been made.,03/04/2004,"Chesterfield, SC (34.735815, -80.085283)"
7425.0,Fond Du Lac Poilce Department,Fond Du Lc,Fond Due Lac,WI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/05/f2017,"Fond Du Lac, WI (43.77195, -88.433826)"
6025.0,Batesburg Police,Lexington,Batesburg,SC,No Changes have been made.,03/04/2004,"Batesburg, SC (33.907799, -81.54u7501)"
7737.0,Greenfield Police,Franklin,Greenfield,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Greenfield, MA (42.587881, -72.600259)"
6036.0,Cheraw Police Department,Chesterfield,Cheraw,C,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/23/2004,"Cheraw, SC (34.693328, -79.891247)"
2451.0,Streator Police Department,La Salle,Streaor,pIL,No Changes have been made.,03/04/2004,"Streator, IL (41.121039, -88.828866)"
7694.0,Bourne Police,Barnstable,Bourne,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Bourne, MA (41.740969, -70.598675)"
6837.0,Port Isabel Police Department,Cameron,Port Isabel,TX,No Changes have been made.,03/04/2004,"Port Isabel, TX (26.071358, -97.218538)"
6164.0,Meade County Telecom,Meade,Sturgis,SD,"PSAP Name, State, County or City text has beenw modified since the original posting.",03/20/2016,"Sturgis, SD (44.41272, -103.513282)"
2636.0,Noblesville Police Communications,Hamilton,Noblesville,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/20/2013,"Noblesville, IN (40.045604, -86.012241)"
2283.0,Jo Daviess County Sheriff,Jo Daviess,Galena,IL,No Changes have been made.,03/04/2004,"Galena, IL (42.416762, -90.428864)"
1308.0,Brookfield Police Department,Fairfield,Brookfield,CT,No Changes have been made.,03/04/2004,"Brookfield, CT (41.482447, -73.409561)"
8547.0,Laraway Communications Center,Will,Jolet,IL,PSAP was added since the original posting of the FCC Registry.,07/18/2017,"Joliet, IL (41.524956, -88.082979)"
690.0,Daly City Polibce Department,San Mateo,Daly City,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Daly City, CA (37.691113, -122.472221)"
1446.0,Atlantic Beach Police,Duval,Atlantic Beach,FL,No Changes have been made.,03/04/2004,"Atlantic Beach, FL (30.332997, -81.402114)"
73.0,Nenana Fire Department,Yukon-koyukuk Census Area,Nenana,AK,"PSAP Name, State, County or City text has been modified since the original posting.",06/25/2016,"Nenana, AK (64.561448, -149.093952)"
1994.0,O' Brien County Sheriff's Office,O'brien,Primghar,IA,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Primghar, IA (43.08728, -95.626908)"
4692.0,Butler Police Departmetn,Morris,Butler,NJ,No Changes have been made.,03/04/2004,"Butler, NJ (40.991193, -74.345356)"
1548.0,Jupiter Police Department,Palm Beach,Jupiter,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/07/2015,"Jupiter, FL (26.934145, -80.099736)"
7532.0,Waupun Police Department,Dodge,Waupun,WI,No Changes have been made.,0304/2004,"Waupun, WI (43.623135, -88.732814)"
2570.0,Hammnd Police,Lake,Hammond,IN,No Changes have been made.,03/04/2004,"Hammond, IN (41.604595, -87.508921)"
4117.0,Yellowstone County 9-1-1 cCenter,Yellowstone,Billings,MT,"PSAP Name, State, County or City text has been modified since the original posting.",0d4/23/2004,"Billings, MT (45.78265, -108.504578)"
2935.0,Jessamine County Emergency Services Division,Jessamine,Nicholasville,KY,No Changes have been made.,03/04/2004,"Nicholasville, KY (37.880367, -84.573016)"
8520.0,Quarry Run Regional Operations Center,Bexar,San Antoio,X,PSAP was added since the original posting of the FCC Registry.,08/22/2016,"San Antonio, TX (29.425173, -98.494599)"
