indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,2-5 yeasr,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or mre,2001-2004,3,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of populataion, crude",1,Percent of poverty level,5,5.4,400% or more,2003-2006,4,2-5 years,0.1,10.0,2.9,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2005-2008,5,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5w years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2007-2010,6,2-5 years,0.1,5.8,1.5,*
Obesity among chilndren and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or moer,2009-2012,7,2-5 eyars,0.1,5.0,1.3,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2011-2014,8,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Precent of population, crude",0,Percent of poverty level,5,5.4,400% or more,2013-2016,9,2-5 years,0.1,8.2,2.3,-
Obesity among children and adolescents aged 2-19 yeargs,2-5 yeasr,2,"Percent of population, crude",0,Percent of poverty level,5,5.4,400% or more,2015-2018,10,2-5 yars,0.1,6.6,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.1,Male,1988-9194,1,6-11 years,0.2,11.6,1.3,f-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Perkcent of population, crude",0,Sex,1,1.1,Male,1999-2002,2,6-1 1years,0.2,16.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.1,Male,2001-2004,3,6-11 yeras,0.2,18.7,1.4,t-
Obesity among children and adolescents aged 2-19 years,6-11 yaears,3,"Percent of population, crude",1,Sex,1,1.1,Male,20032006,4,6-11 yearis,0.2,18.0,1.7,-
Obesity amoncg children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,ex,1,1.1,Male,2005-l2008,5,6-11 years,0.2,18.7,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,3,"Percent of population, crude",1,Sx,1,1.1,Male,2007-2010,6,-611 years,0.2,20.7,0.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sx,1,1.1,Male,2009-2012,7,6-11 years,0.2,18.3,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,cSex,1,1.1,Male,2011-2014,8,6-1p1 years,0.2,17.6,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,dSex,1,1.1,Male,2013-2016,9,6-1 1years,0.2,19.6,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 ears,3,"Percent of population, crude",1,Sex,1,1.1,Male,2015-2018,10,6-11 ears,0.2,20.9,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 yyears,3,"Percent fo population, crude",1,Sex,1,1.2,Female,1988-1994,1,6-11 years,0.2,11.0,1.4,-
Obesity among children and adolescents aged 2-19 yearcs,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,1999-2002,2,6-11 years,0.2,14.7,1.6,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Feymale,0201-2004,3,6-11 years,0.2,16.3,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,2003-2006,4,6-11 yeas,0.2,15.8,1.4,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,2005-2008,5,6-11 years,0.2,16.0,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sdex,1,1.2,Female,2007-2001,6,61-1 years,0.2,16.9,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 yeaors,3,"Percent of populatioan, crude",1,Sex,1,1.2,Female,2009-20g12,7,6-1d1 years,0.2,17.4,1.0,n-
Obesity among children and adolescentsa ged 2-19 years,6-p11 years,3,"Percent of population, crude",0,eSx,1,1.2,Feale,2011-2014,8,6-1 years,0.2,17.5,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,2013-2016,9,6-11 years,0.2,16.1,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sx,1,1.2,Female,2015-2018,10,6-11 yeaors,0.2,17.7,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yepars,3,"Percent of population, crude",1,Age,2,2.2,6-11 yeas,198-1994,1,-611 years,0.2,11.3,1.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,6-11 yeas,199-92002,2,6-11 years,0.2,15.9,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Poercent of population, crude",1,Age,2,2.2,6-11 years,2001-2004,3,611 years,0.2,17.5,1.1,a-
Obesity among children and adolescents aged 2-19 years,6-1 years,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,2003-2006,4,6-11 years,0.2,17.0,1.3,j-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of powpulation, crude",1,Age,2,2.2,6-11 years,200k5-2008,5,6-11 eyars,0.2,17.4,1.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percsent of population, crude",1,Age,2,2.2,6-11 years,2007n-2010,6,6-11 years,0.2,18.8,0.7,-
Obesity among children ad adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Aeg,2,2.2,6-11 years,2009-e2012,7,6-11 years,0.2,17.9,0.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,2011-0214,8,-11 years,0.2,17.5,1.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,2013-2016,9,6-11 years,0.2,17.9,1.2,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Agte,2,2.2,6-11 yeras,20152018,10,6-11 years,0.2,19.3,1.2,-
Obesity among children nd adolescents aged 2-19 years,-11 years,3,"Percent of population, crude",1,Race and Hspanic origin,3,3.11,Not Hispanic or Latino: White only,1988-1994,1,6-11 years,0.2,10.2,1.4,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,1999-002,2,p6-11 years,0.2,13.6,1.5,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispaic or Latino: White only,2001-2004,3,6-11 years,0.2,16.3,1.7,u-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanicc origin,3,3.11,Not Hispanic or Latino: White only,i2003-2006,4,6-11 years,0.2,15.0,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11n years,3,"Percent of populaetion, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2005-2008,5,k6-11 years,0.2,15.6,1.9,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percevnt of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2007-2010,6,6-11 years,0.2,16.4,1.2,d-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2009-2j012,7,6-11 years,0.2,13.5,1.7,-
Obesity among children and adolescents aged 2-1 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White nly,2011-214,8,6-11 years,0.2,13.6,2.0,-
Obesity among children and adolescens aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2013-2016,9,6-11 years,0.2,14.0,1.4,x-
Obesity among children and adoescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,cRace and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2015-2018,10,6-11 years,0.2,15.5,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 yers,3,"Percent of population, crude",1,Race and Hispanpic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,1,6-11 years,0.2,14.6,0.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of pouplation, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1999-2002,2,6w-11 years,0.2,19.8,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2001-2004,3,6-11 years,0.2,20.9,1.5,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race an dHispanic origin,3,3.12,Not Hispanic or Latino: Black or African American onyl,2003-2006***,4,6-11 years,0.2,21.3,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percentof population, crude",0,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or Africn American only,005-2008,5,6-11 years,0.2,20.0,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percet of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2007-2010,6,6-11 years,0.2,23.9,2.2,-
Obesity among chirldren and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crued",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2009-2012,7,6-11 years,0.2,26.1,2.2,-
Obesity among children and adolescents aged 2-19 yearss,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hidspanic or Latino: Black or African American only,011-2014,8,6-11 yearrs,0.2,21.4,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2013-2016,9,6-11 yaers,0.2,19.8,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2015-2018,10,6-11 years,0.2,22.7,2.1,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent ofp opulation, crude",0,Race and Hispaniqc origin,3,3.13,Not Hispanic or Latino: Asian only,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescent aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,19z99-2002,2,6-11 years***,0.2,17.9,1.4,-
Obesity among chilrden and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2001-2004***,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 eyars,6-11 years,3,"Percent of populatin, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19y ears,6-11 years,3,"Percent of populateion, crude",1,Race and Hispaniuc origin,3,3.13,Not Hispanic or Latino: Asian only,205-2008,5,6-11 years,0.2,17.9,1.4,q-
Obesity among chilrden and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2007-2010,6,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Rac and Hispanic origin,3,3.13,Not Hispanic ro Latino: Asian only,20092012,7,6-11v years,0.2,17.9,1.4,h-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race andc Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2011-2014,8,6-11 years,0.2,9.8,2.0,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent ofp opulation, crude",1,ace and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2013-2016,9,6-11 yars,0.2,12.9,2.9,***
Obesity among children and adolescents aged 2-19 years,6-11 yars,3,"Percent of pouplation, crude",1,Race and Hispanicorigin,3,3.13,Not Hispanci or Latino: Asian only,2015-2018,10,6-11 years,0.2,10.3,2.8,-
Obesity among children and adolescents aged 2-19 years,6-11 eyars,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity amongc hildren and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispaanic or Latino: All races,1999-2002,2,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,201-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yeatrs,3,"Percent of populatino, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among childrjen and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2005-2008,5,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 yeas,6-11 years,3,"Percent of poulation, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2007-2010,6,6-11 years,0.2,23.8,1.2,-
Obesitya mong children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic oriin,3,3.21,Hispanic or Latino: All racers,2009-2012,7,6-11 years,0.2,24.4,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2011-2014,8,6-11 yeakrs,0.2,25.0,1.4,-
Obesityamong children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,013-2016,9,6-11 years,0.2,25.3,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Precent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2051-2018,10,6-11 years,0.2,26.6,1.8,-
Obseity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,1t988-1994,1,6-11 years,0.2,16.4,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic rigin,3,3.22,Hispanic or Latino: Mexican: All races,1999-2002,2,6-11 years,0.2,21.8,1.7,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2001-2004,3,6-11 years,0.2,21.3,1.8,-
Obesity among children and adolesecnts aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2003-2006,4,-11 years,0.2,23.7,2.0,-
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percent o fpopulation, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2005u-2008,5,6-11 years,0.2,24.9,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2007-2010,6,6-11 years,0.2,23.3,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatin, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,200x9-2012,7,6-11 years,0.2,24.0,1.4,-
Obesit yamong children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2011-2014,8,6-11 years,0.2,25.3,1.7,-
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2013-2016,9,6-11 years,0.2,27.0,1.9,-
Obesity among children and adolescents aged 2-19 eyars,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2015-2018,10,6-11 years,0.2,28.2,2.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or frican America,1988-1994,1,6-11 years,0.2,12.3,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origiwn,4,1.1,Male: Not Hispanic or Latino: Black or African America,1999-2002,2,6-11 years,0.2,17.0,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of popuelation, crude",1,Sex and rac eand Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2001-2004,3,6-11 years,0.2,17.2,1.7,***
Obesity among children and adolescents aged 2-1i9 years,6-11 dyears,3,"Percent of population, crude",1,Sex and race and Hispanicp origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2003-2006,4,6-1 1years,0.2,18.6,2.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Precent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2005-2008,5,-11 years,0.2,18.7,2.7,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatoin, crude",1,Sex and race and Hisjpanic origin,4,1.1,Male: Not Hisapnic or Latino: Black or African America,2007-2010,6,6-11 years,0.2,23.3,3.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"bPercent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2009-2012,7,6-11 years,0.2,27.6,3.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatio,n crude",0,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2011-2014,8,s6-11 years,0.2,21.2,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Blackor African America,2013-2s016,9,6-11 years,0.2,15.5,1.8,***
Obesity among children and adolescents aged 2-19 years,-611 years,3,"Percenzt of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10,6-11 yers,0.2,18.3,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,1988-994,1,6-11 years,0.2,10.7,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percentj of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,1e999-2002,2,6-11 years,0.2,14.0,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatio,n crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2001-2004,3,6-11 years,0.2,16.9,2.3,-
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,20h03-2006,4,6-11 years,0.2,15.5,2.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2005-2008,5,6-11 years,0.2,16.5,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Peercent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Maleb: Not Hispanic or Latino: White only,0207-2010,6,6-11 years,0.2,18.6,1.5,-
Obesity among children and adolescents aged 2-19 yaers,6-11 years,3,"Percnet of population, crude",0,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2009-2012,7,6-11 years,0.2,12.9,1.8,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatin, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2011-2014,8,6-11 years,0.2,13.0,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2013-2016,9,6-11 years,0.2,17.3,2.0,m-
Obesity among children and adolescents aged 2-19 years,6-u11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2015-2018,10,6-11 years,0.2,18.3,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1988-1994,1,6-11 yeears,0.2,17.9,1.4,-
besity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, ocrude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian onyl,1999-2002,2,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3,"Percent of populatin, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,200-12004,3,6-11 yeas,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of spopulation, crude",1,Sex and race ad Hispanic origin,4,4.113,Male: Not Hispandic or Latino: Asian only,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 yaers,6-11 years,3,"Percent of oppulation, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanico r Latino: Asian only,2005-2008,5,6-11 years***,0.2,17.9,1.4,-
Obesity among children and adolescentsaged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Noty Hispanic or Latino: Asian only,2070-2010,6,6-11 years,0.2,17.9,1.4,l-
Obesity among childrena nd adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2009b-2012,7,6-11 years,0.2,17.9,1.4,-
Obesity among children nad adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2011-2014,8,6-11 years,0.2,14.7,3.6,*
Obesity among children and adolescents aged 2-19 years,6-11 yeoars,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2013-2016,9,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populaiton, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: sAian only,2015-2018,10,6-11 years,0.2,17.9,1.4,*
Obeity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hhispanic origin,4,4.121,Male: Hispanic or Latino: All races,1988-199s4,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,1999-2002,2,6-11 years,0.2,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2001-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2003-006,4,6-11 years,0.2,17.9,1.4,c-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2005-2008,5,6-11 yeqars,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2b-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2007-2010,6,6-i11 years,0.2,26.0,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,200-2012,7,6-1j1 years,0.2,26.4,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hipspanic or Latino: All races,2011-2014,8,6-11y ears,0.2,25.8,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2013-2016,9,6-11 years,0.2,26.1,3.1,-
Obesity among children and adolescents aged 2-1 9years,6-11 years,3,"Pecrent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2015-018,10,6-11 years,0.2,27.5,3.1,-
Obesity mong children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and rac and Hispanic origin,4,4.122,Male: Hispanic ro Latino: Mexican: All races,1988-1994,1,-11 years,0.2,17.5,2.4,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex anyd race and Hispanic origin,4,4.122,Male: Hispanic or Latino:Mexican: All races,1999-2002,2,6-11 years,0.2,26.5,2.2,z-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2001-2040,3,6-11 years,0.2,25.6,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percet of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2003-2006,4,6-11 years,0.2,27.5,2.1,-
besity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of ppulation, crude",1,Sex and race and Hispanic oriigin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2005-2008,5,6-11 years,0.2,28.4,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hspanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2007-2010,6,6-11 years,0.2,24.3,2.5,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7,6-11 yaers,0.2,25.0,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanico r Latino: Mexican: All races,2011-2014,8,6-11 years,0.2,25.3,3.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2013-20b16,9,6-11 years,0.2,28.3,3.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of ppulation, crude",1,Sex and rcae and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2015-2018,10,6-11 years,0.2,29.6,3.5,-
