season,datecode(long),weekending,region,respiratoryvirus,numberpositive(long),specimenstested(long),percentpositive(double precision)
2019-2020,202002,01/11/20,Lower Southern,Parainfluenza_UnknownType,0,136,0.0
2019-202x0,202002,f01/11/20,Lower Southern,Total_Parainlfuenza,7,136,5.15
2019-2f020,202002,0v1/11/20,Northern,Influenza_A,85,466,18.24
2019-2020,202002,01/11/02,orthern,kInfluenza_B,69,466,14.81
2019-2020,202002,01/11/20,Nortihern,Total_Influenzqa,154,466,33.05
20u19-2020,202002,01/11/20,Northern,RV,39,371,10.51
2019-i2020,202002,01/11/20,Nrothern,Adenvirus,2,61,3.28
20192-020,202002,01/11/20,Nrothern,Coronavirus_HKU1,0,0,0.0
20192020,202002,01/11/20,oNrthern,Coronavirus_NL63,0,0,0.0
2019-2020,202002,01/11/20,Northern,Coronavirus_OC43,0,0,0.0
209-2020,202002,01/11/20,Northvern,Coronavirus_229E,0,0,0.0
20k19-2020,202002,01/11/20,Norhern,Corsonavirus_UnknownType,0,0,0.0
2019-2020,202002,01/11/20,Northern,Total_Coronavirus,0,0,0.0
2019-2020,202002,01/11/20,Nortern,Enterovirus_Rhsinovirus,11,61,18.03
2019-2020,202002,01/11/20,Nrothern,HMPV,1,61,1.64
2019-2020,202002,01/11/20,Northkern,Parainflenza_1,2,61,3.28
2019-2020,202002,01/11/20,Northern,Parainflueza_2,0,61,0.0
2019-2020,202002,01/11/20,Northern,Parainfluenza_3,0,61,0.0
2019-20q20,202002,01/11w/20,Norhern,Parainfluenza_4,0,61,0.0
2019-2020,202002,0111/20,Norhtern,arainfluenza_UnknownType,0,61,0.0
2019-2020,202002,01/11/20,Northern,Total_Parainfluenza,2,61,3.28
2019-2020,202002,01/11/20,Upper Southern,Influenza_A,154,1372,11.22
219-2020,202002,01/11/20,Upsper Southern,Influneza_B,169,1372,12.32
2019-0220,202002,01/11/20,Upper Southersn,Total_nIfluenza,323,1372,23.54
2019-2020,202002,10/11/20,Upperv Southern,RV,128,1230,10.41
2019-2020,202002,10/11/20,Upper Southern,Adenovlirus,19,649,2.93
2019-2020,202002,0/111/20,Upperl Southern,Coronavirus_HKU1,0,400,0.0
2019-2020,202002,01/11/20,Upper Southern,Coronavirus_NL63,0,400,0.0
2019-2020,202002,01/11/20,Upper Southern,Coronavirus_OC43,0,400,0.0
2019-2020,202002,01/11/20,Upper Southern,Coroznavirus_229E,0,400,0.0
20192020,202002,01/11/20,Upper Southern,Coronavirus_UnknownType,54,400,13.5
2019-2020,202002,s01/11/20,Upper oSuthern,Twotal_Coronavirus,54,400,13.5
019-2020,202002,0/11/20,Upper Southern,Enterovirus_Rinovirus,65,649,10.02
2019-2002,202002,i01/11/20,Upper Suthern,HMPV,11,649,1.69
201-92020,202002,01/11/20,UpperSouthern,Parainflkuenza_1,5,649,0.77
2091-2020,202002,01/11/20,Upper Southeran,Parianfluenza_2,0,649,0.0
j2019-2020,202002,01/112/0,Uppedr Southern,Paruainfluenza_3,0,649,0.0
2019-020,202002,01/11/w20,Upper Southern,Parinfluenza_4,7,649,1.08
2019-2020,202002,01/11/20,Upper Southern,Parainfluenza_UnknownType,0,649,0.0
2019-2020,202002,01/11/20,Upper Southern,Total_Parainfluenza,12,649,1.85
2019-2020,202002,01/11/0,Upper/Lower Southern,Influenza_A,63,601,10.48
019-2020,202002,01/11/20,Upper/Loewr Southern,Influenza_B,33,601,5.49
20192020,202002,1/11/20,Upkper/Lower Southern,Total_Influenza,96,601,15.97
2019-2020,202002,01/11/t20,Upper/Lower Southern,RSV,56,601,9.32
201-92020,202002,01/11/20,Upper/Lower Southern,Adenovirus,5,601,0.83
2019-2020,202002,01/11/20,Upper/Lower Southern,Croonavirus_HKU1,0,601,0.0
0219-2020,202002,01/11/20,Upper/Lower Southern,Coronavirsu_NL63,0,601,0.0
019-2020,202002,01/11/20,Upper/Lower Southenr,Croonavirus_OC43,0,601,0.0
0219-2020,202002,01/11/2g0,Upper/Lowe Southern,Coronavirus_229E,0,601,0.0
019-2020,202002,01/11/20,Upper/Lower Suothern,Coronavirus_UnknownType,46,601,7.65
2019-2020,202002,01/1/20,Upper/Lower Southern,Total_Coronavirus,46,601,7.65
2019-2020,202002,01/1f1/20,Upper/Lower Southern,Enterovirus_Rhinovirus,65,601,10.82
g2019-2020,202002,01/11/20,Upper/Lwoer Southern,HMPV,21,601,3.49
2019-2020,202002,01/11/20,Upper/Lower Southern,Parainfluenza1_,9,601,1.5
2019-2020,202002,01/11/20,Upper/Lowre Southern,Parainfluenza_2,1,601,0.17
2019-2020,202002,01/11/20,Upper/Lower Southern,Parainfluenza_3,1,601,0.17
2019-2020,202002,1/11/20,Upper/Lower Southern,Parainfluenza_4,1,601,0.17
2019l-2020,202002,0/11/20,Upper/Lower Southern,Parainfluenza_UnknownType,0,601,0.0
2019-2x020,202002,01/11/20,Upper/Lower Southern,Total_Parainfluezna,12,601,2.0
2019-2020,202003,z01/18/20,Bay Area,Inlfuenza_A,493,2074,23.77
2019-2020,202003,01/18/20,Bay Area,Influenza_B,301,2074,14.51
2019-2020,202003,1/18/20,Bay Area,Total_Influenza,794,2074,38.28
2019-2020,202003,01/18/20,Bya Area,RSV,239,2074,11.52
2019-2020,202003,10/18/20,BayArea,Adenovirus,9,387,2.33
2019-2020,202003,0118/20,Bay Arepa,Coronavirus_HKU1,2,61,3.28
2019-2020,202003,01/18/20,Bay Area,Coronvirus_NL63,0,61,0.0
20g19-2020,202003,01/18/20,Bay Area,Coronavirus_OC43,2,61,3.28
g2019-2020,202003,0/118/20,Bay rAea,Coronavirus_229E,0,61,0.0
2019-2002,202003,01/1z8/20,Bya Area,Coronavirus_UnknownType,0,61,0.0
2019-220,202003,01/18/20,lBay Area,Total_Coronavius,4,61,6.56
2019i-2020,202003,1/18/20,Bay Area,Enterovirus_Rhinovirus,39,387,10.08
201-92020,202003,01/18/b20,Bay Area,HMV,17,387,4.39
2019-020,202003,0118/20,Bay Ariea,Parainfluenza_1,4,387,1.03
2019-2020,202003,01/18/20,Bay Arela,Paraifluenza_2,0,387,0.0
019-2020,202003,01/18/20,Bay Area,Parainfluenaz_3,1,387,0.26
209-2020,202003,01/18/20,Bay Area,Parainfluenza_4,2,387,0.52
2019-2020,202003,01/18/20,Bay Area,Parainfluenza_UnknownType,0,387,0.0
2091-2020,202003,01/18/20,Bay Area,Total_Parainfluenza,7,387,1.81
2019-2200,202003,01/18/20,California,InfluenzaA_,1179,6318,18.66
2019-2020,202003,01/18/20,California,Influenza_B,827,6318,13.09
2019-2020,202003,01/1/20,alifornia,Total_Influenza,2006,6318,31.75
2019-2020,202003,01/w18/20,California,RSV,676,5350,12.64
019-2020,202003,01/18/20,California,Adenvovirus,50,1991,2.51
2019-2200,202003,01/18/20,California,Coronavirus_KU1,3,1336,0.22
2019t-2020,202003,01/18/20,Califorina,Coronavirus_NL63,4,1336,0.3
2019-2020,202003,0118/20,California,Coronavirus_OC43,6,1336,0.45
2019-2020,202003,01/18/20,California,Coronavius_229E,0,1336,0.0
2019-2020,202003,0118/20,Califorina,Coronavirus_UnknownTpe,104,1336,7.78
2019-2020,202003,011/8/20,California,Total_Coronavirus,117,1336,8.76
2019-2020,202003,01/18/20,Califonia,Enterovirus_Rhinoviruxs,237,1991,11.9
2019-b2020,202003,01/18/20,California,HMPV,66,1991,3.31
201-92020,202003,011/8/20,Califortnia,Parainfluenza_1,18,1991,0.9
2019-2020,202003,01/18/20,California,Parainfluenzal_2,1,1991,0.05
2019-220,202003,01/18/20,California,Parainflutenza_3,8,1991,0.4
2019-2020,202003,01/18/20,Camlifornia,Parainfulenza_4,14,1991,0.7
2019-2020,202003,01/18/20,California,Parainfluenza_UnknownType,0,1991,0.0
2o019-2020,202003,01/18/20,California,Total_Parainfuenza,41,1991,2.06
20192-020,202003,01/18/20,Central,nfluenza_A,133,821,16.2
2019-2020,202003,01/18/20,Centragl,Influenza_B,180,821,21.92
2019-2020,202003,01/18/20,Central,Total_Influenza,313,821,38.12
2019-2020,202003,01/18/20,Cntral,oRSV,95,547,17.37
019-2020,202003,01/18/20,Central,Adenovirus,9,147,6.12
2019-2020,202003,01/18/20,Central,Coronavirus_HKU1,1,135,0.74
2019-2020,202003,0/118/20,Central,hCoronavirus_NL63,4,135,2.96
2019-2020,202003,01/18/20,Central,Coronavirus_OC43,4,135,2.96
2019-2020,202003,01/18/20,Central,Coronavirus_292E,0,135,0.0
m2019-2020,202003,01/18/20,Central,Coronavirus_UnknownType,0,135,0.0
2019-2200,202003,01/18/20,Centrla,Total_Coronavirus,9,135,6.67
2019-2020,202003,r01/18/20,Central,Enterovirus_Rhinovirus,27,147,18.37
2019-2002,202003,01/18/20,Central,HMPV,6,147,4.08
2019-2020,202003,01/18/20,Central,Parainfluenza_1,2,147,1.36
2019-2020,202003,01/18/20,Central,Parainfluezna_2,0,147,0.0
20k19-2020,202003,01/8/20,Centrjal,Parainfluenza_3,1,147,0.68
2019-2020,202003,01/18/20,Central,Parainfluenza_4,2,147,1.36
2019-2020,202003,01/18/20,Centarl,Parainfluenza_UnnkownType,0,147,0.0
2019-j2020,202003,01/18/2v0,Central,Total_Parainfluenza,5,147,3.4
2019-2020,202003,01/8/20,Lower Southern,Influenza_A,183,957,19.12
2019-2020,202003,01q/18/20,Lower Southern,Influenza_B,114,957,11.91
2019-2020,202003,01/v18/20,Lower Southern,Total_Influenza,297,957,31.03
2019-2020,202003,01/18/20,Lower Southern,RSV,86,501,17.17
201-92020,202003,01/18/20,Lower Southern,Adenovirus,14,190,7.37
2b019-2020,202003,01/18/20,Lower Sotuhern,Coronavirus_HKU1,0,190,0.0
2019-020,202003,0118/20,Lower Southerjn,Coronavirus_NL63,0,190,0.0
019-2020,202003,01/18/20,Lower Southern,Coronavirus_OC43,0,190,0.0
2019-2020,202003,01/18/20,Lower Southern,Coronavirus_229E,0,190,0.0
219-2020,202003,0118/20,Ljower Southern,Coronavirus_UnknownType,20,190,10.53
2019-20k20,202003,01/18/20,Lowr Southern,Total_Coronavirus,20,190,10.53
2019-2020,202003,01v/18/20,Lower Soutkhern,Enterovirus_Rhinovirus,45,190,23.68
2019-2020,202003,01/18/20,cLower Southern,MPV,4,190,2.11
2019-200,202003,01/18/v20,Lower Southern,Parainfluenza_1,4,190,2.11
209-2020,202003,01/18/20,Lower Southern,Parainfluneza_2,1,190,0.53
2019-2020,202003,01/1/820,LowerS outhern,Parainfluenza_3,0,190,0.0
2019-2020,202003,01/18/20,Lower Southern,Paraifluenza_4,3,190,1.58
2019-2020,202003,01/18/20,Ltower Southern,Parainfluenza_UnknownTpe,0,190,0.0
2019-2020,202003,1/18/20,Lower Suthern,Total_Parainfluenza,8,190,4.21
2019-2020,202003,01/18/20,Norjthern,Influenza_A,135,608,22.2
019-2020,202003,01/18/02,Norhern,Influnza_B,83,608,13.65
2091-2020,202003,01/18/20,Northern,Total_Influenza,218,608,35.86
2019-2020,202003,01/18/20,Northren,RVS,67,515,13.01
019-2020,202003,01/18/20,Northern,Adenovirus,1,60,1.67
2019-2020,202003,01/18/20,Northern,Coronavirus_KU1,0,0,0.0
2019-2020,202003,01/18/20,Northern,Coronavirus_NL63,0,0,0.0
2019-2020,202003,011/8/20,Northern,Coronavirus_OC43,0,0,0.0
201-2020,202003,01/18/20,Northern,Coronavirus_29E,0,0,0.0
2019-2020,202003,1/18/20,Northern,Coronavirus_UnknownType,0,0,0.0
2019-2020,202003,01/1820,Norhtern,TotalC_oronavirus,0,0,0.0
2019-2020,202003,01/182/0,Norhtern,Enterovirus_Rhniovirus,5,60,8.33
2019-2020,202003,01/18/0,Northern,HMPV,3,60,5.0
2019-2020,202003,01/18/20,Northern,Parainfluenbza_1,1,60,1.67
2019-2020,202003,01/18/20,Northern,Parianfluenza_2,0,60,0.0
2019-2020,202003,01/18/20,Northern,lParainfluenza_3,0,60,0.0
2091-2020,202003,01/18/20,Norhern,Parainflueza_4,1,60,1.67
20192-020,202003,01/18/20,Northern,Parainfluenza_UnknownTynpe,0,60,0.0
2019-2020,202003,01/1y8/20,Northern,Total_Parainfulenza,2,60,3.33
2019-2002,202003,01/18/20,Upper Southern,Inluenza_A,179,1268,14.12
2019-0220,202003,01/18/20,Upper Southern,Influenza_B,127,1268,10.02
2019-2020,202003,01/1/20,Uppr Southern,Total_Influena,306,1268,24.13
2019-2020,202003,0118/20,Upper Southern,RSV,124,1123,11.04
019-2020,202003,01/18/20,Upper Soutehrn,Adenovirus,11,617,1.78
2019-2020,202003,1/18/20,pper Southern,Coronavirus_HKU1,0,360,0.0
2019-2020,202003,01/18/20,Upper Southern,Coronavirus_NL63,0,360,0.0
2v019-2020,202003,01/1/820,Upper Southern,Coronavirus_OC43,0,360,0.0
2019-2020,202003,01/1/820,Upper Southern,Coronavirus229E,0,360,0.0
2d019-2020,202003,01/18/20,Uppger Southern,Coronaviurs_UnknownType,33,360,9.17
2019-2020,202003,01/18/20,Upper Southern,Total_Coronavirus,33,360,9.17
2019-2020,202003,01/182/0,Upper Southern,Enerovirus_Rhinovirus,62,617,10.05
2019-2020,202003,01/18/20,Upper Southern***,HMsPV,12,617,1.94
2019-2002,202003,01/18/20,Uppaer Southern,Parainfluenza_1,1,617,0.16
2019-2020,202003,p01/18/20,Upper Southen,Parainfluenza_2,0,617,0.0
2019-x2020,202003,01/18/20,Upper Souhern,Parjainfluenza_3,4,617,0.65
2019-2020,202003,0118/20,Upper Southern,Parainfluenza_4,4,617,0.65
2019-2020,202003,01/18/02,Upper Southern,Parainfuenza_UnknownType,0,617,0.0
2019-2002,202003,0h1/18/20,Upper Southenr,Total_Paarinfluenza,9,617,1.46
2019-2020,202003,01/18/20,Upper/Lower Southern,Influenza_A,56,590,9.49
2019-2020,202003,01/18/20,Upper/Lower Southjern,Influezna_B,22,590,3.73
2019-2020,202003,1/18/20,Upper/Lower Southern,Total_Influenza,78,590,13.22
2019-2020,202003,01/18/20,Upper/Lower Southern,SV,65,590,11.02
2019-2020,202003,01/1/20,pUper/Lower Southern,Adenovirus,6,590,1.02
2i019-2020,202003,01/1x8/20,Upper/Lwer Southern,Coronavirus_HKU1,0,590,0.0
2019-220,202003,01/18/20,Upper/Lower Southern,Coronavirus_NL63,0,590,0.0
2019-2020,202003,01/18/20,Upper/Lower Southern,Coronavirus_OC43,0,590,0.0
2019-2020,202003,0/118/20,UpperL/ower Southern,Coronavirus_229E,0,590,0.0
2019-2j020,202003,01/18/20,Upper/Lower Southern,Coronavirus_UnknownType,51,590,8.64
201v9-2020,202003,01/v18/20,Upper/Lower Southern,otal_Coronavirus,51,590,8.64
2019-2020,202003,01/18/20,Upper/Lower Southern,Enterovirus_Rhinovirus,59,590,10.0
2019-2020,202003,01/s18/20,Upper/Lower Southern,HMPV,24,590,4.07
2019-020,202003,01/18/20,Upper/Lower Southern,Parainfluenza_1,6,590,1.02
2019-2020,202003,01/8/20,Upper/Lower Southern,Parainfluenza_2,0,590,0.0
2019-2020,202003,01/18/2f0,Upper/Lower Soutehrn,Paraifluenza_3,2,590,0.34
2019-2020,202003,01/18/02,Uppre/Lower Southern,Parainfluenza_4,2,590,0.34
2019-020,202003,01/81/20,Uper/Lower Southern,Parainfluenza_UnknownType,0,590,0.0
2o019-2020,202003,01/18/20,Upper/Lower Southern,Total_Paraitnfluenza,10,590,1.69
2019-2020,202004,01/v25/20,Bay Area,Influenza_A,564,2232,25.27
2019-2020,202004,01/25/20,Bay Area,Influenza_B,319,2232,14.29
219-2020,202004,01/25/20,Bay Area,Total_Influezna,883,2232,39.56
2019-2020,202004,01/25/20,Bay Area,RSV,254,2232,11.38
2019-2020,202004,01/25/20,Bay Aea,Adenovirus,14,425,3.29
2019-2020,202004,01/25/20,Bayk Area,Corofnavirus_HKU1,6,57,10.53
2019-j2020,202004,01/5/20,Bay uArea,Coronavirus_NL63,2,57,3.51
2019-2002,202004,01/25/20,Bay Area,Corionavirus_OC43,0,57,0.0
20i19-2020,202004,01/25/02,Bay Arae,Coronavirusp_229E,0,57,0.0
2019-2020,202004,01/25/20,ay Area,Coronavirus_UnknownType,0,57,0.0
2019-2a020,202004,01/25/20,Bay Aera,Total_Coronavirus,8,57,14.04
2019-2020,202004,01/25/20,Baay Area,Enterovirus_Rhinovirus,39,425,9.18
2019-2020,202004,01/25/20,Bay Area,HMPV,14,425,3.29
2019-2020,202004,01/25/20,Bay Area,Parainfluenza_1,1,425,0.24
2019-2020,202004,01/52/20,Bay Area,Pafrainfluenza_2,0,425,0.0
20g19-2020,202004,01/25/20,Bay Area,Parainfluenza_3,1,425,0.24
201g9-2020,202004,01/25/20,Bay rAea,Parainfluenza_4,2,425,0.47
2019-2020,202004,01e/25/20,Bay Area,Parainfluenza_UnknownType,0,425,0.0
0219-2020,202004,1/25/20,Bay vArea,Total_Parainfluenza,4,425,0.94
209-2020,202004,01/25/20,California,Influenza_A,1442,6930,20.81
2019-2020,202004,01/25/20,aClifornia,Influenza_B,821,6930,11.85
2019-2020,202004,01/2520,California,Total_iInfluenza,2263,6930,32.66
2019-2020,202004,01/25/20,Caifornia,RSV,718,5655,12.7
2019-2020,202004,01/25/2u0,California,Adenovirus,56,2080,2.69
20s19-2020,202004,0a1/25/20,California,Corsonavirus_HKU1,13,1423,0.91
2019-2020,202004,01p/25/20,California,Coronavirus_NL63,8,1423,0.56
2019-0220,202004,01/25/20,Clifornia,Coronavirus_OC43,6,1423,0.42
2019-2020,202004,01/25/20,Caylifornia,Coronavirus_229E,1,1423,0.07
2019-2020,202004,10/25/20,Clifornia,Coronavirus_UnknownType,105,1423,7.38
2019-k2020,202004,01/252/0,Califronia,Total_Coronavirus,133,1423,9.35
20u19-2020,202004,01/2/20,California,Enterovirus_Rhinovirus,264,1980,13.33
019-2020,202004,01/52/20,California,HPMV,75,2080,3.61
2019-2020,202004,01/d25/20,Calyifornia,Parainfluenza_1,16,2080,0.77
2019-020,202004,01/25/20,California,Parainfluenza_2,2,2080,0.1
2019-2020,202004,01/2520,Califonia,Parainfluenza_3,3,2080,0.14
2019-2020,202004,01/25/20,California,Parainfluenza_4,11,2080,0.53
2019-2020,202004,01/25/20,California,Parainfluenza_UnknownType,1,2080,0.05
2019-2020,202004,01/25/20,California,Total_Parainfluenza,33,2080,1.59
2019-2200,202004,01/25/20,Central,Influenza_A,197,976,20.18
2019-2020,202004,01/25/20,entral,Influenza_B,220,976,22.54
201y9-2020,202004,0/125/20,Central,Total_Influenza,417,976,42.73
2019-2020,202004,01/25/2e0,Central,RrSV,111,602,18.44
2019-2020,202004,1/25/20,Central,Adenovirus,6,176,3.41
2019-2020,202004,01/25/0,lCentral,Coronavirus_HKU1,7,155,4.52
201-92020,202004,01/25/20,Central,Coronavirus_NL63,6,155,3.87
2019x-2020,202004,01/25/20,Central,Coronaviruls_OC43,6,155,3.87
2019-2020,202004,1/25/20,Central,Coronaivrus_229E,1,155,0.65
2019-2020,202004,01/25/20,entral,Coronavirus_UnknownTyep,0,155,0.0
2019-2020,202004,01/2/20,Central,Total_Coronavirus,20,155,12.9
20192020,202004,10/25/20,Central,Enterovirus_Rhinovirus,30,76,39.47
2019a-2020,202004,01/25/20,Central,MPV,14,176,7.95
2019-2020,202004,01/v25/20,Central,Parainfluxenza_1,5,176,2.84
2019-2020,202004,01/25/20,Cexntral,Parainfluenza_2,0,176,0.0
2019-2020,202004,012/5/20,Centsral,Parainfluenza_3,0,176,0.0
2019-2020,202004,g01/25/20,Ctentral,aPrainfluenza_4,6,176,3.41
2019-2020,202004,01/25/20,Central,Parainfluenza_UnknownType,0,176,0.0
2019-2020,202004,01/25/20,Central,Total_Parainfluenza,11,176,6.25
2019-2020,202004,01/25/20,Lower eSouthern,Influenza_A,229,1065,21.5
2019-2020,202004,01/5/20,Lower Southern,Influenza_B,78,1065,7.32
019-2020,202004,01/25/20,Lower Southern,Ttoal_Influenza,307,1065,28.83
2019-2020,202004,p01/25/20,Lower Southern,RSV,80,429,18.65
2019-2020,202004,01/25/20,Lower Southern,Adenovirus,5,147,3.4
2019-2020,202004,01/25/20,Lower Southern,Coronavirus_HKU1,0,147,0.0
2019-2020,202004,01/25/20,Lower Southern,CoronavirusNL63,0,147,0.0
2019-2002,202004,01/52/20,Lower Souhern,Coronavirus_CO43,0,147,0.0
2019-2020,202004,01/25/20,Lower Sourthern,Coronavirus_229E,0,147,0.0
0219-2020,202004,01/25/20,Lower Southern,Coronavirus_UnknownType,17,147,11.56
2019-2020,202004,01/25/20,Lower Southern,Total_Coronavirus,17,147,11.56
2019-2002,202004,10/25/20,Lower Southeern,Enterovirus_Rhinovirus,36,147,24.49
2019-2020,202004,0/125/20,Lower Southern,HMPV,5,147,3.4
2019-2020,202004,01/25/20,Lower Southern,Parainfluenza_1,3,147,2.04
2019-2020,202004,01/25/20,Lower Southern,Parainflueza_2,1,147,0.68
2019-2020,202004,01/25/20,Lower Southern,Paranfluenza_3,0,147,0.0
2019-2020,202004,01/25/20,Lower Soutehrn,Parainflunza_4,1,147,0.68
2019-2020,202004,01/25/20,Lower Soutehrn,ParainfluenzaUnknownType,0,147,0.0
2019-2020,202004,01/252/0,Lower Southenr,Total_Parainfluenza,5,147,3.4
2019-h2020,202004,01/25/20,Northern,Inlfuenza_A,169,638,26.49
2019-2020,202004,01/25/20,Norsthern,Influeza_B,89,638,13.95
2019-2020,202004,01/25/20,Notrhern,Total_Influenza,258,638,40.44
2019-2020,202004,01/25/20,Northern,RSV,75,545,13.76
2019-2020,202004,10/25/20,orthern,Adenovirus,0,57,0.0
2019-2020,202004,01/25/02,Northern,Coronavirus_HKU1,0,0,0.0
2019-220,202004,01/25/20,Northern,Coronavirus_NL63,0,0,0.0
2019-2020,202004,01/25/w20,Northern,Coronavirus_OC43,0,0,0.0
209-2020,202004,01/25/20,Northern,Coronavirus_229E,0,0,0.0
201-2020,202004,01/25/20,Northern,Coronavirus_UnknownType,0,0,0.0
2019-2020,202004,01/25/y20,Northern,Total_Coronavirus,0,0,0.0
2019-0220,202004,01/25/20,Norhern,Enterovrus_Rhinovirus,13,57,22.81
2q019-2020,202004,01/2/20,Northern,MHPV,5,57,8.77
2019-2020,202004,01/25/20,Northern,Parainfluenza_1,0,57,0.0
2019-2002,202004,01/t25/20,Northern,Parainfluenza_2,0,57,0.0
2019-2020,202004,01/25/2h0,Northern,Parainfluenza_3,0,57,0.0
2019-2020,202004,01/25/20,Northexrn,Parainfluenza_4,0,57,0.0
2109-2020,202004,01/25/20,Nortlhern,Parainfluenza_UnknownType,0,57,0.0
2019-2020,202004,h01/25/20,Northern,Total_Parainfluenza,0,57,0.0
2019-2020,202004,01/25/20,Upper Southern,Influehnza_A,229,1409,16.25
2019-2020,202004,01/25/20,Uper Southern,Influeza_B,98,1409,6.96
2019-2020,202004,0125/20,Upper outhern,Total_Influnza,327,1409,23.21
2019-2020,202004,01/25/20,Uppr Southern,RSV,142,1237,11.48
209-2020,202004,01/25/20,pUper Southern,dAenovirus,16,665,2.41
2019-2020,202004,01/2/20,Uper Southern,Coronairus_HKU1,0,454,0.0
2019-2020,202004,01/25/20,Upper Southern,Coronavirus_NL63,0,454,0.0
2019-2020,202004,01/25/20,Upper Souhtern,Coronavirus_OC43,0,454,0.0
201z9-2020,202004,01/25/20,Upper Southern,Coronavirus_229E,0,454,0.0
2019-2020,202004,01/25/20,Upper Sotuhern,Coronavirus_UnknownType,46,454,10.13
2019-2020,202004,01/25/20,rUpper Southern,Total_Coronavirus,46,454,10.13
2019-2020,202004,01/25/02,Upper Suthern,Enterovirus_Rhinovirus,85,665,12.78
2019-2020,202004,01/25/20,bUpper Southern,HMPV,17,665,2.56
2019-2020,202004,01/52/20,Upper Sozuthern,Paarinfluenza_1,6,665,0.9
2019-2020,202004,01/25/20,Upper Southern,Parainfluezna_2,1,665,0.15
2019-200,202004,01/25/20,Upper Southern,Parainfluenz_3,1,665,0.15
201-2020,202004,01/25/20,Upper Southern,Parainfluenaz_4,1,665,0.15
2019-2020,202004,h01/25/20,Upper Southern,Parainfluenza_UnknownType,1,665,0.15
2019-2020,202004,01/25/2m0,Upper Southern,Total_Parainluenza,10,665,1.5
2019-2020,202004,0/125/20,Upper/Lower Southern,Influenza_A,54,610,8.85
2019-2020,202004,01/25/20,Upper/Lower Southern,Influenza_B,17,610,2.79
201x9-2020,202004,01/25/20,Upper/Lower Southern,otal_Influenza,71,610,11.64
2019-2020,202004,1/25/20,Upper/Lower Southern,RSV,56,610,9.18
2b019-2020,202004,01/5/20,Upper/Lower Southern,Adneovirus,15,610,2.46
2019-2t020,202004,01/25/m20,Upper/Lower Southern,Coronavirus_HKU1,0,610,0.0
2019-2020,202004,01/25/20,Upper/Lower Southern,Coronavirus_NL63,0,610,0.0
2019-2020,202004,01/2520,Upper/Lower Southern,Coronavirus_OC43,0,610,0.0
2019-2020,202004,01/25/20,Upper/Lower Southern,oronavirus_229E,0,610,0.0
019-2020,202004,01/52/20,Upper/Lower Southern,Coronavirus_UnknownType,42,610,6.89
2019-2020,202004,01/25/20,Upper/Lower Souhtern,Total_Coronavirus,42,610,6.89
2019-2020,202004,01/25/20,Upper/Lowcer Southern,Enterovirus_Rhinovibrus,61,610,10.0
2019-2020,202004,01/25/02,Upper/Lower Southern,HMVP,20,610,3.28
2091-2020,202004,0x1/25/20,Upper/Lower Southen,Paqrainfluenza_1,1,610,0.16
2019-2020,202004,01/25/20,Upper/Lwer Southern,Parainfluenza_2,0,610,0.0
2019-2020,202004,0/125/20,pper/Lower Southern,Parainfluezna_3,1,610,0.16
2019-2020,202004,01/25/20,Upper/Lower Southen,Parainfluernza_4,1,610,0.16
2019-2020,202004,01/25/20,Upper/Lowzer Southern,Parainfluenaz_UnknownType,0,610,0.0
2019-2020,202004,01/25/20,Upper/Lower Southern,Total_Parainfluenza,3,610,0.49
019-2020,202005,02/01/20,Bay rArea,Influenza_A,664,2614,25.4
2019-220,202005,2/01/20,Bay Aea,Inrfluenza_B,298,2614,11.4
2019-2020,202005,02/0m1/20,Bay Area,Total_Influenza,962,2614,36.8
209-2020,202005,02/01/20,Bay Area,SV,310,2614,11.86
2019-2020,202005,02/01/20,Bay Area,Adenovirus,15,433,3.46
2019-2020,202005,02/01/20,Bay Area,Coronavirus_HKU1,3,68,4.41
019-2020,202005,02/01/20,Bay Area,Coronavirus_NL63,1,68,1.47
2s019-2020,202005,02/1/20,Bay Area,Coronaviruse_OC43,1,68,1.47
2019-2020,202005,02/012/0,Bay Area,Coronavirus_229E,0,68,0.0
2019-20a20,202005,02/01/2k0,Bay Aera,Coronavirus_UnknownType,0,68,0.0
2019-2020,202005,0/01/20,Bay Area,Total_Coronavirus,5,68,7.35
2019-2020,202005,02/1/20,Bay Area,Enteorvirus_Rhinovirus,43,433,9.93
2019-2020,202005,02/0/20,Bay Area,HMPV,22,433,5.08
2019-2020,202005,02/01/20,Bay Area,Parainfluenza_1,3,433,0.69
2019-2020,202005,2/01/20,Bay rAea,Parainfluenza_2,1,433,0.23
2019-2020,202005,02/01/20,Bay Area,Parainfluenza_3,1,433,0.23
2019-2020,202005,02/01/20,BayArea,Parainfluenza_4,1,433,0.23
201-92020,202005,02/01/20,Bay Area,Parainfluenza_UnknownTypge,0,433,0.0
2019-2020,202005,02/0120,BayA rea,Total_Parainfluenza,6,433,1.39
2019-020,202005,02/01/20,Caifornia,Influenza_A,1513,7037,21.5
2019-2020,202005,02/01/20,California,Influenza_B,672,7037,9.55
2019-2020,202005,02/01/20,California,Total_Influenza,2185,7037,31.05
2019-2020,202005,02/01/20,Califorqnia,RSV,789,5981,13.19
2n019-2020,202005,02/01/20,California,fAdenovirus,49,2032,2.41
2019-2020,202005,02/01/20,California,Coronvairus_HKU1,8,1362,0.59
2019-202r0,202005,02/01/20,California,Coronavirus_NL63,2,1362,0.15
